Year,iso_code3,cost_enfu_fuel_biofuels_usd_per_m3
2035,COD,521.090317
2036,COD,521.090317
2037,COD,521.090317
2038,COD,521.090317
2039,COD,521.090317
2040,COD,521.090317
2041,COD,521.090317
2042,COD,521.090317
2043,COD,521.090317
2044,COD,521.090317
2045,COD,521.090317
2046,COD,521.090317
2047,COD,521.090317
2048,COD,521.090317
2049,COD,521.090317
2050,COD,521.090317
2021,COG,521.090317
2022,COG,521.090317
2023,COG,521.090317
2024,COG,521.090317
2025,COG,521.090317
2026,COG,521.090317
2027,COG,521.090317
2028,COG,521.090317
2029,COG,521.090317
2030,COG,521.090317
2031,COG,521.090317
2032,COG,521.090317
2033,COG,521.090317
2034,COG,521.090317
2035,COG,521.090317
2036,COG,521.090317
2037,COG,521.090317
2038,COG,521.090317
2039,COG,521.090317
2040,COG,521.090317
2041,COG,521.090317
2042,COG,521.090317
2043,COG,521.090317
2044,COG,521.090317
2045,COG,521.090317
2046,COG,521.090317
2047,COG,521.090317
2048,COG,521.090317
2049,COG,521.090317
2050,COG,521.090317
2021,COL,521.090317
2022,COL,521.090317
2023,COL,521.090317
2024,COL,521.090317
2025,COL,521.090317
2026,COL,521.090317
2027,COL,521.090317
2028,COL,521.090317
2029,COL,521.090317
2030,COL,521.090317
2031,COL,521.090317
2032,COL,521.090317
2033,COL,521.090317
2034,COL,521.090317
2035,COL,521.090317
2036,COL,521.090317
2037,COL,521.090317
2038,COL,521.090317
2039,COL,521.090317
2040,COL,521.090317
2041,COL,521.090317
2042,COL,521.090317
2043,COL,521.090317
2044,COL,521.090317
2045,COL,521.090317
2046,COL,521.090317
2047,COL,521.090317
2048,COL,521.090317
2049,COL,521.090317
2050,COL,521.090317
2021,COM,521.090317
2022,COM,521.090317
2023,COM,521.090317
2024,COM,521.090317
2025,COM,521.090317
2026,COM,521.090317
2027,COM,521.090317
2028,COM,521.090317
2029,COM,521.090317
2030,COM,521.090317
2031,COM,521.090317
2032,COM,521.090317
2033,COM,521.090317
2034,COM,521.090317
2035,COM,521.090317
2036,COM,521.090317
2037,COM,521.090317
2038,COM,521.090317
2039,COM,521.090317
2040,COM,521.090317
2041,COM,521.090317
2042,COM,521.090317
2043,COM,521.090317
2044,COM,521.090317
2045,COM,521.090317
2046,COM,521.090317
2047,COM,521.090317
2048,COM,521.090317
2049,COM,521.090317
2050,COM,521.090317
2021,CPV,521.090317
2022,CPV,521.090317
2023,CPV,521.090317
2024,CPV,521.090317
2025,CPV,521.090317
2026,CPV,521.090317
2027,CPV,521.090317
2028,CPV,521.090317
2029,CPV,521.090317
2030,CPV,521.090317
2031,CPV,521.090317
2032,CPV,521.090317
2033,CPV,521.090317
2034,CPV,521.090317
2035,CPV,521.090317
2036,CPV,521.090317
2037,CPV,521.090317
2038,CPV,521.090317
2039,CPV,521.090317
2040,CPV,521.090317
2041,CPV,521.090317
2042,CPV,521.090317
2043,CPV,521.090317
2044,CPV,521.090317
2045,CPV,521.090317
2046,CPV,521.090317
2047,CPV,521.090317
2048,CPV,521.090317
2049,CPV,521.090317
2050,CPV,521.090317
2021,CRI,521.090317
2022,CRI,521.090317
2023,CRI,521.090317
2024,CRI,521.090317
2025,CRI,521.090317
2026,CRI,521.090317
2027,CRI,521.090317
2028,CRI,521.090317
2029,CRI,521.090317
2030,CRI,521.090317
2031,CRI,521.090317
2032,CRI,521.090317
2033,CRI,521.090317
2034,CRI,521.090317
2035,CRI,521.090317
2036,CRI,521.090317
2037,CRI,521.090317
2038,CRI,521.090317
2039,CRI,521.090317
2040,CRI,521.090317
2041,CRI,521.090317
2042,CRI,521.090317
2043,CRI,521.090317
2044,CRI,521.090317
2045,CRI,521.090317
2046,CRI,521.090317
2047,CRI,521.090317
2048,CRI,521.090317
2049,CRI,521.090317
2050,CRI,521.090317
2021,CUB,521.090317
2022,CUB,521.090317
2023,CUB,521.090317
2024,CUB,521.090317
2025,CUB,521.090317
2026,CUB,521.090317
2027,CUB,521.090317
2028,CUB,521.090317
2029,CUB,521.090317
2030,CUB,521.090317
2031,CUB,521.090317
2032,CUB,521.090317
2033,CUB,521.090317
2034,CUB,521.090317
2035,CUB,521.090317
2036,CUB,521.090317
2037,CUB,521.090317
2038,CUB,521.090317
2039,CUB,521.090317
2040,CUB,521.090317
2041,CUB,521.090317
2042,CUB,521.090317
2043,CUB,521.090317
2044,CUB,521.090317
2045,CUB,521.090317
2046,CUB,521.090317
2047,CUB,521.090317
2048,CUB,521.090317
2049,CUB,521.090317
2050,CUB,521.090317
2021,CUW,521.090317
2022,CUW,521.090317
2023,CUW,521.090317
2024,CUW,521.090317
2025,CUW,521.090317
2026,CUW,521.090317
2027,CUW,521.090317
2028,CUW,521.090317
2029,CUW,521.090317
2030,CUW,521.090317
2031,CUW,521.090317
2032,CUW,521.090317
2033,CUW,521.090317
2034,CUW,521.090317
2035,CUW,521.090317
2036,CUW,521.090317
2037,CUW,521.090317
2038,CUW,521.090317
2039,CUW,521.090317
2040,CUW,521.090317
2041,CUW,521.090317
2042,CUW,521.090317
2043,CUW,521.090317
2044,CUW,521.090317
2045,CUW,521.090317
2046,CUW,521.090317
2047,CUW,521.090317
2048,CUW,521.090317
2049,CUW,521.090317
2050,CUW,521.090317
2021,CYM,521.090317
2022,CYM,521.090317
2023,CYM,521.090317
2024,CYM,521.090317
2025,CYM,521.090317
2026,CYM,521.090317
2027,CYM,521.090317
2028,CYM,521.090317
2029,CYM,521.090317
2030,CYM,521.090317
2031,CYM,521.090317
2032,CYM,521.090317
2033,CYM,521.090317
2034,CYM,521.090317
2035,CYM,521.090317
2036,CYM,521.090317
2037,CYM,521.090317
2038,CYM,521.090317
2039,CYM,521.090317
2040,CYM,521.090317
2041,CYM,521.090317
2042,CYM,521.090317
2043,CYM,521.090317
2044,CYM,521.090317
2045,CYM,521.090317
2046,CYM,521.090317
2047,CYM,521.090317
2048,CYM,521.090317
2049,CYM,521.090317
2050,CYM,521.090317
2021,CYP,1323.177143
2022,CYP,1323.177143
2023,CYP,1323.177143
2024,CYP,1323.177143
2025,CYP,1323.177143
2026,CYP,1323.177143
2027,CYP,1323.177143
2028,CYP,1323.177143
2029,CYP,1323.177143
2030,CYP,1323.177143
2031,CYP,1323.177143
2032,CYP,1323.177143
2033,CYP,1323.177143
2034,CYP,1323.177143
2035,CYP,1323.177143
2036,CYP,1323.177143
2037,CYP,1323.177143
2038,CYP,1323.177143
2039,CYP,1323.177143
2040,CYP,1323.177143
2041,CYP,1323.177143
2042,CYP,1323.177143
2043,CYP,1323.177143
2044,CYP,1323.177143
2045,CYP,1323.177143
2046,CYP,1323.177143
2047,CYP,1323.177143
2048,CYP,1323.177143
2049,CYP,1323.177143
2050,CYP,1323.177143
2021,CZE,521.090317
2022,CZE,521.090317
2023,CZE,521.090317
2024,CZE,521.090317
2025,CZE,521.090317
2026,CZE,521.090317
2027,CZE,521.090317
2028,CZE,521.090317
2029,CZE,521.090317
2030,CZE,521.090317
2031,CZE,521.090317
2032,CZE,521.090317
2033,CZE,521.090317
2034,CZE,521.090317
2035,CZE,521.090317
2036,CZE,521.090317
2037,CZE,521.090317
2038,CZE,521.090317
2039,CZE,521.090317
2040,CZE,521.090317
2041,CZE,521.090317
2042,CZE,521.090317
2043,CZE,521.090317
2044,CZE,521.090317
2045,CZE,521.090317
2046,CZE,521.090317
2047,CZE,521.090317
2048,CZE,521.090317
2049,CZE,521.090317
2050,CZE,521.090317
2021,DEU,521.090317
2022,DEU,521.090317
2023,DEU,521.090317
2024,DEU,521.090317
2025,DEU,521.090317
2026,DEU,521.090317
2027,DEU,521.090317
2028,DEU,521.090317
2029,DEU,521.090317
2030,DEU,521.090317
2031,DEU,521.090317
2032,DEU,521.090317
2033,DEU,521.090317
2034,DEU,521.090317
2035,DEU,521.090317
2036,DEU,521.090317
2037,DEU,521.090317
2038,DEU,521.090317
2039,DEU,521.090317
2040,DEU,521.090317
2041,DEU,521.090317
2042,DEU,521.090317
2043,DEU,521.090317
2044,DEU,521.090317
2045,DEU,521.090317
2046,DEU,521.090317
2047,DEU,521.090317
2048,DEU,521.090317
2049,DEU,521.090317
2050,DEU,521.090317
2021,DJI,521.090317
2022,DJI,521.090317
2023,DJI,521.090317
2024,DJI,521.090317
2025,DJI,521.090317
2026,DJI,521.090317
2027,DJI,521.090317
2028,DJI,521.090317
2029,DJI,521.090317
2030,DJI,521.090317
2031,DJI,521.090317
2032,DJI,521.090317
2033,DJI,521.090317
2034,DJI,521.090317
2035,DJI,521.090317
2036,DJI,521.090317
2037,DJI,521.090317
2038,DJI,521.090317
2039,DJI,521.090317
2040,DJI,521.090317
2041,DJI,521.090317
2042,DJI,521.090317
2043,DJI,521.090317
2044,DJI,521.090317
2045,DJI,521.090317
2046,DJI,521.090317
2047,DJI,521.090317
2048,DJI,521.090317
2049,DJI,521.090317
2050,DJI,521.090317
2021,DMA,521.090317
2022,DMA,521.090317
2023,DMA,521.090317
2024,DMA,521.090317
2025,DMA,521.090317
2026,DMA,521.090317
2027,DMA,521.090317
2028,DMA,521.090317
2029,DMA,521.090317
2030,DMA,521.090317
2031,DMA,521.090317
2032,DMA,521.090317
2033,DMA,521.090317
2034,DMA,521.090317
2035,DMA,521.090317
2036,DMA,521.090317
2037,DMA,521.090317
2038,DMA,521.090317
2039,DMA,521.090317
2040,DMA,521.090317
2041,DMA,521.090317
2042,DMA,521.090317
2043,DMA,521.090317
2044,DMA,521.090317
2045,DMA,521.090317
2046,DMA,521.090317
2047,DMA,521.090317
2048,DMA,521.090317
2049,DMA,521.090317
2050,DMA,521.090317
2021,DNK,521.090317
2022,DNK,521.090317
2023,DNK,521.090317
2024,DNK,521.090317
2025,DNK,521.090317
2026,DNK,521.090317
2027,DNK,521.090317
2028,DNK,521.090317
2029,DNK,521.090317
2030,DNK,521.090317
2031,DNK,521.090317
2032,DNK,521.090317
2033,DNK,521.090317
2034,DNK,521.090317
2035,DNK,521.090317
2036,DNK,521.090317
2037,DNK,521.090317
2038,DNK,521.090317
2039,DNK,521.090317
2040,DNK,521.090317
2041,DNK,521.090317
2042,DNK,521.090317
2043,DNK,521.090317
2044,DNK,521.090317
2045,DNK,521.090317
2046,DNK,521.090317
2047,DNK,521.090317
2048,DNK,521.090317
2049,DNK,521.090317
2050,DNK,521.090317
2021,DOM,2129.218571
2022,DOM,2129.218571
2023,DOM,2129.218571
2024,DOM,2129.218571
2025,DOM,2129.218571
2026,DOM,2129.218571
2027,DOM,2129.218571
2028,DOM,2129.218571
2029,DOM,2129.218571
2030,DOM,2129.218571
2031,DOM,2129.218571
2032,DOM,2129.218571
2033,DOM,2129.218571
2034,DOM,2129.218571
2035,DOM,2129.218571
2036,DOM,2129.218571
2037,DOM,2129.218571
2038,DOM,2129.218571
2039,DOM,2129.218571
2040,DOM,2129.218571
2041,DOM,2129.218571
2042,DOM,2129.218571
2043,DOM,2129.218571
2044,DOM,2129.218571
2045,DOM,2129.218571
2046,DOM,2129.218571
2047,DOM,2129.218571
2048,DOM,2129.218571
2049,DOM,2129.218571
2050,DOM,2129.218571
2021,DZA,1124.828571
2022,DZA,1124.828571
2023,DZA,1124.828571
2024,DZA,1124.828571
2025,DZA,1124.828571
2026,DZA,1124.828571
2027,DZA,1124.828571
2028,DZA,1124.828571
2029,DZA,1124.828571
2030,DZA,1124.828571
2031,DZA,1124.828571
2032,DZA,1124.828571
2033,DZA,1124.828571
2034,DZA,1124.828571
2035,DZA,1124.828571
2036,DZA,1124.828571
2037,DZA,1124.828571
2038,DZA,1124.828571
2039,DZA,1124.828571
2040,DZA,1124.828571
2041,DZA,1124.828571
2042,DZA,1124.828571
2043,DZA,1124.828571
2044,DZA,1124.828571
2045,DZA,1124.828571
2046,DZA,1124.828571
2047,DZA,1124.828571
2048,DZA,1124.828571
2049,DZA,1124.828571
2050,DZA,1124.828571
2021,ECU,521.090317
2022,ECU,521.090317
2023,ECU,521.090317
2024,ECU,521.090317
2025,ECU,521.090317
2026,ECU,521.090317
2027,ECU,521.090317
2028,ECU,521.090317
2029,ECU,521.090317
2030,ECU,521.090317
2031,ECU,521.090317
2032,ECU,521.090317
2033,ECU,521.090317
2034,ECU,521.090317
2035,ECU,521.090317
2036,ECU,521.090317
2037,ECU,521.090317
2038,ECU,521.090317
2039,ECU,521.090317
2040,ECU,521.090317
2041,ECU,521.090317
2042,ECU,521.090317
2043,ECU,521.090317
2044,ECU,521.090317
2045,ECU,521.090317
2046,ECU,521.090317
2047,ECU,521.090317
2048,ECU,521.090317
2049,ECU,521.090317
2050,ECU,521.090317
2021,EGY,521.090317
2022,EGY,521.090317
2023,EGY,521.090317
2024,EGY,521.090317
2025,EGY,521.090317
2026,EGY,521.090317
2027,EGY,521.090317
2028,EGY,521.090317
2029,EGY,521.090317
2030,EGY,521.090317
2031,EGY,521.090317
2032,EGY,521.090317
2033,EGY,521.090317
2034,EGY,521.090317
2035,EGY,521.090317
2036,EGY,521.090317
2037,EGY,521.090317
2038,EGY,521.090317
2039,EGY,521.090317
2040,EGY,521.090317
2041,EGY,521.090317
2042,EGY,521.090317
2043,EGY,521.090317
2044,EGY,521.090317
2045,EGY,521.090317
2046,EGY,521.090317
2047,EGY,521.090317
2048,EGY,521.090317
2049,EGY,521.090317
2050,EGY,521.090317
2021,ERI,521.090317
2022,ERI,521.090317
2023,ERI,521.090317
2024,ERI,521.090317
2025,ERI,521.090317
2026,ERI,521.090317
2027,ERI,521.090317
2028,ERI,521.090317
2029,ERI,521.090317
2030,ERI,521.090317
2031,ERI,521.090317
2032,ERI,521.090317
2033,ERI,521.090317
2034,ERI,521.090317
2035,ERI,521.090317
2036,ERI,521.090317
2037,ERI,521.090317
2038,ERI,521.090317
2039,ERI,521.090317
2040,ERI,521.090317
2041,ERI,521.090317
2042,ERI,521.090317
2043,ERI,521.090317
2044,ERI,521.090317
2045,ERI,521.090317
2046,ERI,521.090317
2047,ERI,521.090317
2048,ERI,521.090317
2049,ERI,521.090317
2050,ERI,521.090317
2021,ESP,521.090317
2022,ESP,521.090317
2023,ESP,521.090317
2024,ESP,521.090317
2025,ESP,521.090317
2026,ESP,521.090317
2027,ESP,521.090317
2028,ESP,521.090317
2029,ESP,521.090317
2030,ESP,521.090317
2031,ESP,521.090317
2032,ESP,521.090317
2033,ESP,521.090317
2034,ESP,521.090317
2035,ESP,521.090317
2036,ESP,521.090317
2037,ESP,521.090317
2038,ESP,521.090317
2039,ESP,521.090317
2040,ESP,521.090317
2041,ESP,521.090317
2042,ESP,521.090317
2043,ESP,521.090317
2044,ESP,521.090317
2045,ESP,521.090317
2046,ESP,521.090317
2047,ESP,521.090317
2048,ESP,521.090317
2049,ESP,521.090317
2050,ESP,521.090317
2021,EST,521.090317
2022,EST,521.090317
2023,EST,521.090317
2024,EST,521.090317
2025,EST,521.090317
2026,EST,521.090317
2027,EST,521.090317
2028,EST,521.090317
2029,EST,521.090317
2030,EST,521.090317
2031,EST,521.090317
2032,EST,521.090317
2033,EST,521.090317
2034,EST,521.090317
2035,EST,521.090317
2036,EST,521.090317
2037,EST,521.090317
2038,EST,521.090317
2039,EST,521.090317
2040,EST,521.090317
2041,EST,521.090317
2042,EST,521.090317
2043,EST,521.090317
2044,EST,521.090317
2045,EST,521.090317
2046,EST,521.090317
2047,EST,521.090317
2048,EST,521.090317
2049,EST,521.090317
2050,EST,521.090317
2021,ETH,521.090317
2022,ETH,521.090317
2023,ETH,521.090317
2024,ETH,521.090317
2025,ETH,521.090317
2026,ETH,521.090317
2027,ETH,521.090317
2028,ETH,521.090317
2029,ETH,521.090317
2030,ETH,521.090317
2031,ETH,521.090317
2032,ETH,521.090317
2033,ETH,521.090317
2034,ETH,521.090317
2035,ETH,521.090317
2036,ETH,521.090317
2037,ETH,521.090317
2038,ETH,521.090317
2039,ETH,521.090317
2040,ETH,521.090317
2041,ETH,521.090317
2042,ETH,521.090317
2043,ETH,521.090317
2044,ETH,521.090317
2045,ETH,521.090317
2046,ETH,521.090317
2047,ETH,521.090317
2048,ETH,521.090317
2049,ETH,521.090317
2050,ETH,521.090317
2021,FIN,521.090317
2022,FIN,521.090317
2023,FIN,521.090317
2024,FIN,521.090317
2025,FIN,521.090317
2026,FIN,521.090317
2027,FIN,521.090317
2028,FIN,521.090317
2029,FIN,521.090317
2030,FIN,521.090317
2031,FIN,521.090317
2032,FIN,521.090317
2033,FIN,521.090317
2034,FIN,521.090317
2035,FIN,521.090317
2036,FIN,521.090317
2037,FIN,521.090317
2038,FIN,521.090317
2039,FIN,521.090317
2040,FIN,521.090317
2041,FIN,521.090317
2042,FIN,521.090317
2043,FIN,521.090317
2044,FIN,521.090317
2045,FIN,521.090317
2046,FIN,521.090317
2047,FIN,521.090317
2048,FIN,521.090317
2049,FIN,521.090317
2050,FIN,521.090317
2021,FJI,521.090317
2022,FJI,521.090317
2023,FJI,521.090317
2024,FJI,521.090317
2025,FJI,521.090317
2026,FJI,521.090317
2027,FJI,521.090317
2028,FJI,521.090317
2029,FJI,521.090317
2030,FJI,521.090317
2031,FJI,521.090317
2032,FJI,521.090317
2033,FJI,521.090317
2034,FJI,521.090317
2035,FJI,521.090317
2036,FJI,521.090317
2037,FJI,521.090317
2038,FJI,521.090317
2039,FJI,521.090317
2040,FJI,521.090317
2041,FJI,521.090317
2042,FJI,521.090317
2043,FJI,521.090317
2044,FJI,521.090317
2045,FJI,521.090317
2046,FJI,521.090317
2047,FJI,521.090317
2048,FJI,521.090317
2049,FJI,521.090317
2050,FJI,521.090317
2021,FRA,521.090317
2022,FRA,521.090317
2023,FRA,521.090317
2024,FRA,521.090317
2025,FRA,521.090317
2026,FRA,521.090317
2027,FRA,521.090317
2028,FRA,521.090317
2029,FRA,521.090317
2030,FRA,521.090317
2031,FRA,521.090317
2032,FRA,521.090317
2033,FRA,521.090317
2034,FRA,521.090317
2035,FRA,521.090317
2036,FRA,521.090317
2037,FRA,521.090317
2038,FRA,521.090317
2039,FRA,521.090317
2040,FRA,521.090317
2041,FRA,521.090317
2042,FRA,521.090317
2043,FRA,521.090317
2044,FRA,521.090317
2045,FRA,521.090317
2046,FRA,521.090317
2047,FRA,521.090317
2048,FRA,521.090317
2049,FRA,521.090317
2050,FRA,521.090317
2021,FRO,521.090317
2022,FRO,521.090317
2023,FRO,521.090317
2024,FRO,521.090317
2025,FRO,521.090317
2026,FRO,521.090317
2027,FRO,521.090317
2028,FRO,521.090317
2029,FRO,521.090317
2030,FRO,521.090317
2031,FRO,521.090317
2032,FRO,521.090317
2033,FRO,521.090317
2034,FRO,521.090317
2035,FRO,521.090317
2036,FRO,521.090317
2037,FRO,521.090317
2038,FRO,521.090317
2039,FRO,521.090317
2040,FRO,521.090317
2041,FRO,521.090317
2042,FRO,521.090317
2043,FRO,521.090317
2044,FRO,521.090317
2045,FRO,521.090317
2046,FRO,521.090317
2047,FRO,521.090317
2048,FRO,521.090317
2049,FRO,521.090317
2050,FRO,521.090317
2021,FSM,521.090317
2022,FSM,521.090317
2023,FSM,521.090317
2024,FSM,521.090317
2025,FSM,521.090317
2026,FSM,521.090317
2027,FSM,521.090317
2028,FSM,521.090317
2029,FSM,521.090317
2030,FSM,521.090317
2031,FSM,521.090317
2032,FSM,521.090317
2033,FSM,521.090317
2034,FSM,521.090317
2035,FSM,521.090317
2036,FSM,521.090317
2037,FSM,521.090317
2038,FSM,521.090317
2039,FSM,521.090317
2040,FSM,521.090317
2041,FSM,521.090317
2042,FSM,521.090317
2043,FSM,521.090317
2044,FSM,521.090317
2045,FSM,521.090317
2046,FSM,521.090317
2047,FSM,521.090317
2048,FSM,521.090317
2049,FSM,521.090317
2050,FSM,521.090317
2021,GAB,521.090317
2022,GAB,521.090317
2023,GAB,521.090317
2024,GAB,521.090317
2025,GAB,521.090317
2026,GAB,521.090317
2027,GAB,521.090317
2028,GAB,521.090317
2029,GAB,521.090317
2030,GAB,521.090317
2031,GAB,521.090317
2032,GAB,521.090317
2033,GAB,521.090317
2034,GAB,521.090317
2035,GAB,521.090317
2036,GAB,521.090317
2037,GAB,521.090317
2038,GAB,521.090317
2039,GAB,521.090317
2040,GAB,521.090317
2041,GAB,521.090317
2042,GAB,521.090317
2043,GAB,521.090317
2044,GAB,521.090317
2045,GAB,521.090317
2046,GAB,521.090317
2047,GAB,521.090317
2048,GAB,521.090317
2049,GAB,521.090317
2050,GAB,521.090317
2021,GBR,521.090317
2022,GBR,521.090317
2023,GBR,521.090317
2024,GBR,521.090317
2025,GBR,521.090317
2026,GBR,521.090317
2027,GBR,521.090317
2028,GBR,521.090317
2029,GBR,521.090317
2030,GBR,521.090317
2031,GBR,521.090317
2032,GBR,521.090317
2033,GBR,521.090317
2034,GBR,521.090317
2035,GBR,521.090317
2036,GBR,521.090317
2037,GBR,521.090317
2038,GBR,521.090317
2039,GBR,521.090317
2040,GBR,521.090317
2041,GBR,521.090317
2042,GBR,521.090317
2043,GBR,521.090317
2044,GBR,521.090317
2045,GBR,521.090317
2046,GBR,521.090317
2047,GBR,521.090317
2048,GBR,521.090317
2049,GBR,521.090317
2050,GBR,521.090317
2021,GEO,521.090317
2022,GEO,521.090317
2023,GEO,521.090317
2024,GEO,521.090317
2025,GEO,521.090317
2026,GEO,521.090317
2027,GEO,521.090317
2028,GEO,521.090317
2029,GEO,521.090317
2030,GEO,521.090317
2031,GEO,521.090317
2032,GEO,521.090317
2033,GEO,521.090317
2034,GEO,521.090317
2035,GEO,521.090317
2036,GEO,521.090317
2037,GEO,521.090317
2038,GEO,521.090317
2039,GEO,521.090317
2040,GEO,521.090317
2041,GEO,521.090317
2042,GEO,521.090317
2043,GEO,521.090317
2044,GEO,521.090317
2045,GEO,521.090317
2046,GEO,521.090317
2047,GEO,521.090317
2048,GEO,521.090317
2049,GEO,521.090317
2050,GEO,521.090317
2021,GHA,1.073333333
2022,GHA,1.073333333
2023,GHA,1.073333333
2024,GHA,1.073333333
2025,GHA,1.073333333
2026,GHA,1.073333333
2027,GHA,1.073333333
2028,GHA,1.073333333
2029,GHA,1.073333333
2030,GHA,1.073333333
2031,GHA,1.073333333
2032,GHA,1.073333333
2033,GHA,1.073333333
2034,GHA,1.073333333
2035,GHA,1.073333333
2036,GHA,1.073333333
2037,GHA,1.073333333
2038,GHA,1.073333333
2039,GHA,1.073333333
2040,GHA,1.073333333
2041,GHA,1.073333333
2042,GHA,1.073333333
2043,GHA,1.073333333
2044,GHA,1.073333333
2045,GHA,1.073333333
2046,GHA,1.073333333
2047,GHA,1.073333333
2048,GHA,1.073333333
2049,GHA,1.073333333
2050,GHA,1.073333333
2021,GIB,521.090317
2022,GIB,521.090317
2023,GIB,521.090317
2024,GIB,521.090317
2025,GIB,521.090317
2026,GIB,521.090317
2027,GIB,521.090317
2028,GIB,521.090317
2029,GIB,521.090317
2030,GIB,521.090317
2031,GIB,521.090317
2032,GIB,521.090317
2033,GIB,521.090317
2034,GIB,521.090317
2035,GIB,521.090317
2036,GIB,521.090317
2037,GIB,521.090317
2038,GIB,521.090317
2039,GIB,521.090317
2040,GIB,521.090317
2041,GIB,521.090317
2042,GIB,521.090317
2043,GIB,521.090317
2044,GIB,521.090317
2045,GIB,521.090317
2046,GIB,521.090317
2047,GIB,521.090317
2048,GIB,521.090317
2049,GIB,521.090317
2050,GIB,521.090317
2021,GIN,521.090317
2022,GIN,521.090317
2023,GIN,521.090317
2024,GIN,521.090317
2025,GIN,521.090317
2026,GIN,521.090317
2027,GIN,521.090317
2028,GIN,521.090317
2029,GIN,521.090317
2030,GIN,521.090317
2031,GIN,521.090317
2032,GIN,521.090317
2033,GIN,521.090317
2034,GIN,521.090317
2035,GIN,521.090317
2036,GIN,521.090317
2037,GIN,521.090317
2038,GIN,521.090317
2039,GIN,521.090317
2040,GIN,521.090317
2041,GIN,521.090317
2042,GIN,521.090317
2043,GIN,521.090317
2044,GIN,521.090317
2045,GIN,521.090317
2046,GIN,521.090317
2047,GIN,521.090317
2048,GIN,521.090317
2049,GIN,521.090317
2050,GIN,521.090317
2021,GMB,521.090317
2022,GMB,521.090317
2023,GMB,521.090317
2024,GMB,521.090317
2025,GMB,521.090317
2026,GMB,521.090317
2027,GMB,521.090317
2028,GMB,521.090317
2029,GMB,521.090317
2030,GMB,521.090317
2031,GMB,521.090317
2032,GMB,521.090317
2033,GMB,521.090317
2034,GMB,521.090317
2035,GMB,521.090317
2036,GMB,521.090317
2037,GMB,521.090317
2038,GMB,521.090317
2039,GMB,521.090317
2040,GMB,521.090317
2041,GMB,521.090317
2042,GMB,521.090317
2043,GMB,521.090317
2044,GMB,521.090317
2045,GMB,521.090317
2046,GMB,521.090317
2047,GMB,521.090317
2048,GMB,521.090317
2049,GMB,521.090317
2050,GMB,521.090317
2021,GNB,521.090317
2022,GNB,521.090317
2023,GNB,521.090317
2024,GNB,521.090317
2025,GNB,521.090317
2026,GNB,521.090317
2027,GNB,521.090317
2028,GNB,521.090317
2029,GNB,521.090317
2030,GNB,521.090317
2031,GNB,521.090317
2032,GNB,521.090317
2033,GNB,521.090317
2034,GNB,521.090317
2035,GNB,521.090317
2036,GNB,521.090317
2037,GNB,521.090317
2038,GNB,521.090317
2039,GNB,521.090317
2040,GNB,521.090317
2041,GNB,521.090317
2042,GNB,521.090317
2043,GNB,521.090317
2044,GNB,521.090317
2045,GNB,521.090317
2046,GNB,521.090317
2047,GNB,521.090317
2048,GNB,521.090317
2049,GNB,521.090317
2050,GNB,521.090317
2021,GNQ,521.090317
2022,GNQ,521.090317
2023,GNQ,521.090317
2024,GNQ,521.090317
2025,GNQ,521.090317
2026,GNQ,521.090317
2027,GNQ,521.090317
2028,GNQ,521.090317
2029,GNQ,521.090317
2030,GNQ,521.090317
2031,GNQ,521.090317
2032,GNQ,521.090317
2033,GNQ,521.090317
2034,GNQ,521.090317
2035,GNQ,521.090317
2036,GNQ,521.090317
2037,GNQ,521.090317
2038,GNQ,521.090317
2039,GNQ,521.090317
2040,GNQ,521.090317
2041,GNQ,521.090317
2042,GNQ,521.090317
2043,GNQ,521.090317
2044,GNQ,521.090317
2045,GNQ,521.090317
2046,GNQ,521.090317
2047,GNQ,521.090317
2048,GNQ,521.090317
2049,GNQ,521.090317
2050,GNQ,521.090317
2021,GRC,521.090317
2022,GRC,521.090317
2023,GRC,521.090317
2024,GRC,521.090317
2025,GRC,521.090317
2026,GRC,521.090317
2027,GRC,521.090317
2028,GRC,521.090317
2029,GRC,521.090317
2030,GRC,521.090317
2031,GRC,521.090317
2032,GRC,521.090317
2033,GRC,521.090317
2034,GRC,521.090317
2035,GRC,521.090317
2036,GRC,521.090317
2037,GRC,521.090317
2038,GRC,521.090317
2039,GRC,521.090317
2040,GRC,521.090317
2041,GRC,521.090317
2042,GRC,521.090317
2043,GRC,521.090317
2044,GRC,521.090317
2045,GRC,521.090317
2046,GRC,521.090317
2047,GRC,521.090317
2048,GRC,521.090317
2049,GRC,521.090317
2050,GRC,521.090317
2021,GRD,521.090317
2022,GRD,521.090317
2023,GRD,521.090317
2024,GRD,521.090317
2025,GRD,521.090317
2026,GRD,521.090317
2027,GRD,521.090317
2028,GRD,521.090317
2029,GRD,521.090317
2030,GRD,521.090317
2031,GRD,521.090317
2032,GRD,521.090317
2033,GRD,521.090317
2034,GRD,521.090317
2035,GRD,521.090317
2036,GRD,521.090317
2037,GRD,521.090317
2038,GRD,521.090317
2039,GRD,521.090317
2040,GRD,521.090317
2041,GRD,521.090317
2042,GRD,521.090317
2043,GRD,521.090317
2044,GRD,521.090317
2045,GRD,521.090317
2046,GRD,521.090317
2047,GRD,521.090317
2048,GRD,521.090317
2049,GRD,521.090317
2050,GRD,521.090317
2021,GRL,521.090317
2022,GRL,521.090317
2023,GRL,521.090317
2024,GRL,521.090317
2025,GRL,521.090317
2026,GRL,521.090317
