"Nation","iso_code3","Year","nemomod_entc_fixed_cost_pp_solar_mm_usd_per_gw"
"Afghanistan","AFG",2032,5.27641003002089
"Afghanistan","AFG",2033,5.15589665838135
"Afghanistan","AFG",2034,5.03813581595415
"Afghanistan","AFG",2035,4.9230646348852
"Afghanistan","AFG",2036,4.81062168322418
"Afghanistan","AFG",2037,4.70074693212844
"Afghanistan","AFG",2038,4.593381723816
"Afghanistan","AFG",2039,4.48846874025049
"Afghanistan","AFG",2040,4.38595197254126
"Afghanistan","AFG",2041,4.28577669104254
"Afghanistan","AFG",2042,4.18788941613536
"Afghanistan","AFG",2043,4.09223788967694
"Afghanistan","AFG",2044,3.99877104710214
"Afghanistan","AFG",2045,3.90743899016211
"Afghanistan","AFG",2046,3.81819296028554
"Afghanistan","AFG",2047,3.73098531254848
"Afghanistan","AFG",2048,3.64576949023851
"Afghanistan","AFG",2049,3.5625
"Afghanistan","AFG",2050,3.481132387547
"Afghanistan","AGO",2021,6.80324642786172
"Afghanistan","AGO",2022,6.64786006469975
"Afghanistan","AGO",2023,6.49602273097729
"Afghanistan","AGO",2024,6.34765336674992
"Afghanistan","AGO",2025,6.20267276348488
"Afghanistan","AGO",2026,6.06100352177485
"Afghanistan","AGO",2027,5.92257001001736
"Afghanistan","AGO",2028,5.78729832403818
"Afghanistan","AGO",2029,5.65511624763671
"Afghanistan","AGO",2030,5.52595321403268
"Afghanistan","AGO",2031,5.39974026819329
"Afghanistan","AGO",2032,5.27641003002089
"Afghanistan","AGO",2033,5.15589665838135
"Afghanistan","AGO",2034,5.03813581595415
"Afghanistan","AGO",2035,4.9230646348852
"Afghanistan","AGO",2036,4.81062168322418
"Afghanistan","AGO",2037,4.70074693212844
"Afghanistan","AGO",2038,4.593381723816
"Afghanistan","AGO",2039,4.48846874025049
"Afghanistan","AGO",2040,4.38595197254126
"Afghanistan","AGO",2041,4.28577669104254
"Afghanistan","AGO",2042,4.18788941613536
"Afghanistan","AGO",2043,4.09223788967694
"Afghanistan","AGO",2044,3.99877104710214
"Afghanistan","AGO",2045,3.90743899016211
"Afghanistan","AGO",2046,3.81819296028554
"Afghanistan","AGO",2047,3.73098531254848
"Afghanistan","AGO",2048,3.64576949023851
"Afghanistan","AGO",2049,3.5625
"Afghanistan","AGO",2050,3.481132387547
"Afghanistan","AIA",2021,6.80324642786172
"Afghanistan","AIA",2022,6.64786006469975
"Afghanistan","AIA",2023,6.49602273097729
"Afghanistan","AIA",2024,6.34765336674992
"Afghanistan","AIA",2025,6.20267276348488
"Afghanistan","AIA",2026,6.06100352177485
"Afghanistan","AIA",2027,5.92257001001736
"Afghanistan","AIA",2028,5.78729832403818
"Afghanistan","AIA",2029,5.65511624763671
"Afghanistan","AIA",2030,5.52595321403268
"Afghanistan","AIA",2031,5.39974026819329
"Afghanistan","AIA",2032,5.27641003002089
"Afghanistan","AIA",2033,5.15589665838135
"Afghanistan","AIA",2034,5.03813581595415
"Afghanistan","AIA",2035,4.9230646348852
"Afghanistan","AIA",2036,4.81062168322418
"Afghanistan","AIA",2037,4.70074693212844
"Afghanistan","AIA",2038,4.593381723816
"Afghanistan","AIA",2039,4.48846874025049
"Afghanistan","AIA",2040,4.38595197254126
"Afghanistan","AIA",2041,4.28577669104254
"Afghanistan","AIA",2042,4.18788941613536
"Afghanistan","AIA",2043,4.09223788967694
"Afghanistan","AIA",2044,3.99877104710214
"Afghanistan","AIA",2045,3.90743899016211
"Afghanistan","AIA",2046,3.81819296028554
"Afghanistan","AIA",2047,3.73098531254848
"Afghanistan","AIA",2048,3.64576949023851
"Afghanistan","AIA",2049,3.5625
"Afghanistan","AIA",2050,3.481132387547
"Afghanistan","ALA",2021,6.80324642786172
"Afghanistan","ALA",2022,6.64786006469975
"Afghanistan","ALA",2023,6.49602273097729
"Afghanistan","ALA",2024,6.34765336674992
"Afghanistan","ALA",2025,6.20267276348488
"Afghanistan","ALA",2026,6.06100352177485
"Afghanistan","ALA",2027,5.92257001001736
"Afghanistan","ALA",2028,5.78729832403818
"Afghanistan","ALA",2029,5.65511624763671
"Afghanistan","ALA",2030,5.52595321403268
"Afghanistan","ALA",2031,5.39974026819329
"Afghanistan","ALA",2032,5.27641003002089
"Afghanistan","ALA",2033,5.15589665838135
"Afghanistan","ALA",2034,5.03813581595415
"Afghanistan","ALA",2035,4.9230646348852
"Afghanistan","ALA",2036,4.81062168322418
"Afghanistan","ALA",2037,4.70074693212844
"Afghanistan","ALA",2038,4.593381723816
"Afghanistan","ALA",2039,4.48846874025049
"Afghanistan","ALA",2040,4.38595197254126
"Afghanistan","ALA",2041,4.28577669104254
"Afghanistan","ALA",2042,4.18788941613536
"Afghanistan","ALA",2043,4.09223788967694
"Afghanistan","ALA",2044,3.99877104710214
"Afghanistan","ALA",2045,3.90743899016211
"Afghanistan","ALA",2046,3.81819296028554
"Afghanistan","ALA",2047,3.73098531254848
"Afghanistan","ALA",2048,3.64576949023851
"Afghanistan","ALA",2049,3.5625
"Afghanistan","ALA",2050,3.481132387547
"Afghanistan","ALB",2021,6.80324642786172
"Afghanistan","ALB",2022,6.64786006469975
"Afghanistan","ALB",2023,6.49602273097729
"Afghanistan","ALB",2024,6.34765336674992
"Afghanistan","ALB",2025,6.20267276348488
"Afghanistan","ALB",2026,6.06100352177485
"Afghanistan","ALB",2027,5.92257001001736
"Afghanistan","ALB",2028,5.78729832403818
"Afghanistan","ALB",2029,5.65511624763671
"Afghanistan","ALB",2030,5.52595321403268
"Afghanistan","ALB",2031,5.39974026819329
"Afghanistan","ALB",2032,5.27641003002089
"Afghanistan","ALB",2033,5.15589665838135
"Afghanistan","ALB",2034,5.03813581595415
"Afghanistan","ALB",2035,4.9230646348852
"Afghanistan","ALB",2036,4.81062168322418
"Afghanistan","ALB",2037,4.70074693212844
"Afghanistan","ALB",2038,4.593381723816
"Afghanistan","ALB",2039,4.48846874025049
"Afghanistan","ALB",2040,4.38595197254126
"Afghanistan","ALB",2041,4.28577669104254
"Afghanistan","ALB",2042,4.18788941613536
"Afghanistan","ALB",2043,4.09223788967694
"Afghanistan","ALB",2044,3.99877104710214
"Afghanistan","ALB",2045,3.90743899016211
"Afghanistan","ALB",2046,3.81819296028554
"Afghanistan","ALB",2047,3.73098531254848
"Afghanistan","ALB",2048,3.64576949023851
"Afghanistan","ALB",2049,3.5625
"Afghanistan","ALB",2050,3.481132387547
"Afghanistan","AND",2021,6.80324642786172
"Afghanistan","AND",2022,6.64786006469975
"Afghanistan","AND",2023,6.49602273097729
"Afghanistan","AND",2024,6.34765336674992
"Afghanistan","AND",2025,6.20267276348488
"Afghanistan","AND",2026,6.06100352177485
"Afghanistan","AND",2027,5.92257001001736
"Afghanistan","AND",2028,5.78729832403818
"Afghanistan","AND",2029,5.65511624763671
"Afghanistan","AND",2030,5.52595321403268
"Afghanistan","AND",2031,5.39974026819329
"Afghanistan","AND",2032,5.27641003002089
"Afghanistan","AND",2033,5.15589665838135
"Afghanistan","AND",2034,5.03813581595415
"Afghanistan","AND",2035,4.9230646348852
"Afghanistan","AND",2036,4.81062168322418
"Afghanistan","AND",2037,4.70074693212844
"Afghanistan","AND",2038,4.593381723816
"Afghanistan","AND",2039,4.48846874025049
"Afghanistan","AND",2040,4.38595197254126
"Afghanistan","AND",2041,4.28577669104254
"Afghanistan","AND",2042,4.18788941613536
"Afghanistan","AND",2043,4.09223788967694
"Afghanistan","AND",2044,3.99877104710214
"Afghanistan","AND",2045,3.90743899016211
"Afghanistan","AND",2046,3.81819296028554
"Afghanistan","AND",2047,3.73098531254848
"Afghanistan","AND",2048,3.64576949023851
"Afghanistan","AND",2049,3.5625
"Afghanistan","AND",2050,3.481132387547
"Afghanistan","ARE",2021,6.80324642786172
"Afghanistan","ARE",2022,6.64786006469975
"Afghanistan","ARE",2023,6.49602273097729
"Afghanistan","ARE",2024,6.34765336674992
"Afghanistan","ARE",2025,6.20267276348488
"Afghanistan","ARE",2026,6.06100352177485
"Afghanistan","ARE",2027,5.92257001001736
"Afghanistan","ARE",2028,5.78729832403818
"Afghanistan","ARE",2029,5.65511624763671
"Afghanistan","ARE",2030,5.52595321403268
"Afghanistan","ARE",2031,5.39974026819329
"Afghanistan","ARE",2032,5.27641003002089
"Afghanistan","ARE",2033,5.15589665838135
"Afghanistan","ARE",2034,5.03813581595415
"Afghanistan","ARE",2035,4.9230646348852
"Afghanistan","ARE",2036,4.81062168322418
"Afghanistan","ARE",2037,4.70074693212844
"Afghanistan","ARE",2038,4.593381723816
"Afghanistan","ARE",2039,4.48846874025049
"Afghanistan","ARE",2040,4.38595197254126
"Afghanistan","ARE",2041,4.28577669104254
"Afghanistan","ARE",2042,4.18788941613536
"Afghanistan","ARE",2043,4.09223788967694
"Afghanistan","ARE",2044,3.99877104710214
"Afghanistan","ARE",2045,3.90743899016211
"Afghanistan","ARE",2046,3.81819296028554
"Afghanistan","ARE",2047,3.73098531254848
"Afghanistan","ARE",2048,3.64576949023851
"Afghanistan","ARE",2049,3.5625
"Afghanistan","ARE",2050,3.481132387547
"Afghanistan","ARG",2021,6.80324642786172
"Afghanistan","ARG",2022,6.64786006469975
"Afghanistan","ARG",2023,6.49602273097729
"Afghanistan","ARG",2024,6.34765336674992
"Afghanistan","ARG",2025,6.20267276348488
"Afghanistan","ARG",2026,6.06100352177485
"Afghanistan","ARG",2027,5.92257001001736
"Afghanistan","ARG",2028,5.78729832403818
"Afghanistan","ARG",2029,5.65511624763671
"Afghanistan","ARG",2030,5.52595321403268
"Afghanistan","ARG",2031,5.39974026819329
"Afghanistan","ARG",2032,5.27641003002089
"Afghanistan","ARG",2033,5.15589665838135
"Afghanistan","ARG",2034,5.03813581595415
"Afghanistan","ARG",2035,4.9230646348852
"Afghanistan","ARG",2036,4.81062168322418
"Afghanistan","ARG",2037,4.70074693212844
"Afghanistan","ARG",2038,4.593381723816
"Afghanistan","ARG",2039,4.48846874025049
"Afghanistan","ARG",2040,4.38595197254126
"Afghanistan","ARG",2041,4.28577669104254
"Afghanistan","ARG",2042,4.18788941613536
"Afghanistan","ARG",2043,4.09223788967694
"Afghanistan","ARG",2044,3.99877104710214
"Afghanistan","ARG",2045,3.90743899016211
"Afghanistan","ARG",2046,3.81819296028554
"Afghanistan","ARG",2047,3.73098531254848
"Afghanistan","ARG",2048,3.64576949023851
"Afghanistan","ARG",2049,3.5625
"Afghanistan","ARG",2050,3.481132387547
"Afghanistan","ARM",2021,6.80324642786172
"Afghanistan","ARM",2022,6.64786006469975
"Afghanistan","ARM",2023,6.49602273097729
"Afghanistan","ARM",2024,6.34765336674992
"Afghanistan","ARM",2025,6.20267276348488
"Afghanistan","ARM",2026,6.06100352177485
"Afghanistan","ARM",2027,5.92257001001736
"Afghanistan","ARM",2028,5.78729832403818
"Afghanistan","ARM",2029,5.65511624763671
"Afghanistan","ARM",2030,5.52595321403268
"Afghanistan","ARM",2031,5.39974026819329
"Afghanistan","ARM",2032,5.27641003002089
"Afghanistan","ARM",2033,5.15589665838135
"Afghanistan","ARM",2034,5.03813581595415
"Afghanistan","ARM",2035,4.9230646348852
"Afghanistan","ARM",2036,4.81062168322418
"Afghanistan","ARM",2037,4.70074693212844
"Afghanistan","ARM",2038,4.593381723816
"Afghanistan","ARM",2039,4.48846874025049
"Afghanistan","ARM",2040,4.38595197254126
"Afghanistan","ARM",2041,4.28577669104254
"Afghanistan","ARM",2042,4.18788941613536
"Afghanistan","ARM",2043,4.09223788967694
"Afghanistan","ARM",2044,3.99877104710214
"Afghanistan","ARM",2045,3.90743899016211
"Afghanistan","ARM",2046,3.81819296028554
"Afghanistan","ARM",2047,3.73098531254848
"Afghanistan","ARM",2048,3.64576949023851
"Afghanistan","ARM",2049,3.5625
"Afghanistan","ARM",2050,3.481132387547
"Afghanistan","ASM",2021,6.80324642786172
"Afghanistan","ASM",2022,6.64786006469975
"Afghanistan","ASM",2023,6.49602273097729
"Afghanistan","ASM",2024,6.34765336674992
"Afghanistan","ASM",2025,6.20267276348488
"Afghanistan","ASM",2026,6.06100352177485
"Afghanistan","ASM",2027,5.92257001001736
"Afghanistan","ASM",2028,5.78729832403818
"Afghanistan","ASM",2029,5.65511624763671
"Afghanistan","ASM",2030,5.52595321403268
"Afghanistan","ASM",2031,5.39974026819329
"Afghanistan","ASM",2032,5.27641003002089
"Afghanistan","ASM",2033,5.15589665838135
"Afghanistan","ASM",2034,5.03813581595415
"Afghanistan","ASM",2035,4.9230646348852
"Afghanistan","ASM",2036,4.81062168322418
"Afghanistan","ASM",2037,4.70074693212844
"Afghanistan","ASM",2038,4.593381723816
"Afghanistan","ASM",2039,4.48846874025049
"Afghanistan","ASM",2040,4.38595197254126
"Afghanistan","ASM",2041,4.28577669104254
"Afghanistan","ASM",2042,4.18788941613536
"Afghanistan","ASM",2043,4.09223788967694
"Afghanistan","ASM",2044,3.99877104710214
"Afghanistan","ASM",2045,3.90743899016211
"Afghanistan","ASM",2046,3.81819296028554
"Afghanistan","ASM",2047,3.73098531254848
"Afghanistan","ASM",2048,3.64576949023851
"Afghanistan","ASM",2049,3.5625
"Afghanistan","ASM",2050,3.481132387547
"Afghanistan","ATA",2021,6.80324642786172
"Afghanistan","ATA",2022,6.64786006469975
"Afghanistan","ATA",2023,6.49602273097729
"Afghanistan","ATA",2024,6.34765336674992
"Afghanistan","ATA",2025,6.20267276348488
"Afghanistan","ATA",2026,6.06100352177485
"Afghanistan","ATA",2027,5.92257001001736
"Afghanistan","ATA",2028,5.78729832403818
"Afghanistan","ATA",2029,5.65511624763671
"Afghanistan","ATA",2030,5.52595321403268
"Afghanistan","ATA",2031,5.39974026819329
"Afghanistan","ATA",2032,5.27641003002089
"Afghanistan","ATA",2033,5.15589665838135
"Afghanistan","ATA",2034,5.03813581595415
"Afghanistan","ATA",2035,4.9230646348852
"Afghanistan","ATA",2036,4.81062168322418
"Afghanistan","ATA",2037,4.70074693212844
"Afghanistan","ATA",2038,4.593381723816
"Afghanistan","ATA",2039,4.48846874025049
"Afghanistan","ATA",2040,4.38595197254126
"Afghanistan","ATA",2041,4.28577669104254
"Afghanistan","ATA",2042,4.18788941613536
"Afghanistan","ATA",2043,4.09223788967694
"Afghanistan","ATA",2044,3.99877104710214
"Afghanistan","ATA",2045,3.90743899016211
"Afghanistan","ATA",2046,3.81819296028554
"Afghanistan","ATA",2047,3.73098531254848
"Afghanistan","ATA",2048,3.64576949023851
"Afghanistan","ATA",2049,3.5625
"Afghanistan","ATA",2050,3.481132387547
"Afghanistan","ATF",2021,6.80324642786172
"Afghanistan","ATF",2022,6.64786006469975
"Afghanistan","ATF",2023,6.49602273097729
"Afghanistan","ATF",2024,6.34765336674992
"Afghanistan","ATF",2025,6.20267276348488
"Afghanistan","ATF",2026,6.06100352177485
"Afghanistan","ATF",2027,5.92257001001736
"Afghanistan","ATF",2028,5.78729832403818
"Afghanistan","ATF",2029,5.65511624763671
"Afghanistan","ATF",2030,5.52595321403268
"Afghanistan","ATF",2031,5.39974026819329
"Afghanistan","ATF",2032,5.27641003002089
"Afghanistan","ATF",2033,5.15589665838135
"Afghanistan","ATF",2034,5.03813581595415
"Afghanistan","ATF",2035,4.9230646348852
"Afghanistan","ATF",2036,4.81062168322418
"Afghanistan","ATF",2037,4.70074693212844
"Afghanistan","ATF",2038,4.593381723816
"Afghanistan","ATF",2039,4.48846874025049
"Afghanistan","ATF",2040,4.38595197254126
"Afghanistan","ATF",2041,4.28577669104254
"Afghanistan","ATF",2042,4.18788941613536
"Afghanistan","ATF",2043,4.09223788967694
"Afghanistan","ATF",2044,3.99877104710214
"Afghanistan","ATF",2045,3.90743899016211
"Afghanistan","ATF",2046,3.81819296028554
"Afghanistan","ATF",2047,3.73098531254848
"Afghanistan","ATF",2048,3.64576949023851
"Afghanistan","ATF",2049,3.5625
"Afghanistan","ATF",2050,3.481132387547
"Afghanistan","ATG",2021,6.80324642786172
"Afghanistan","ATG",2022,6.64786006469975
"Afghanistan","ATG",2023,6.49602273097729
"Afghanistan","ATG",2024,6.34765336674992
"Afghanistan","ATG",2025,6.20267276348488
"Afghanistan","ATG",2026,6.06100352177485
"Afghanistan","ATG",2027,5.92257001001736
"Afghanistan","ATG",2028,5.78729832403818
"Afghanistan","ATG",2029,5.65511624763671
"Afghanistan","ATG",2030,5.52595321403268
"Afghanistan","ATG",2031,5.39974026819329
"Afghanistan","ATG",2032,5.27641003002089
"Afghanistan","ATG",2033,5.15589665838135
"Afghanistan","ATG",2034,5.03813581595415
"Afghanistan","ATG",2035,4.9230646348852
"Afghanistan","ATG",2036,4.81062168322418
"Afghanistan","ATG",2037,4.70074693212844
"Afghanistan","ATG",2038,4.593381723816
"Afghanistan","ATG",2039,4.48846874025049
"Afghanistan","ATG",2040,4.38595197254126
"Afghanistan","ATG",2041,4.28577669104254
"Afghanistan","ATG",2042,4.18788941613536
"Afghanistan","ATG",2043,4.09223788967694
"Afghanistan","ATG",2044,3.99877104710214
"Afghanistan","ATG",2045,3.90743899016211
"Afghanistan","ATG",2046,3.81819296028554
"Afghanistan","ATG",2047,3.73098531254848
"Afghanistan","ATG",2048,3.64576949023851
"Afghanistan","ATG",2049,3.5625
"Afghanistan","ATG",2050,3.481132387547
"Afghanistan","AUS",2021,6.80324642786172
"Afghanistan","AUS",2022,6.64786006469975
"Afghanistan","AUS",2023,6.49602273097729
"Afghanistan","AUS",2024,6.34765336674992
"Afghanistan","AUS",2025,6.20267276348488
"Afghanistan","AUS",2026,6.06100352177485
"Afghanistan","AUS",2027,5.92257001001736
"Afghanistan","AUS",2028,5.78729832403818
"Afghanistan","AUS",2029,5.65511624763671
"Afghanistan","AUS",2030,5.52595321403268
"Afghanistan","AUS",2031,5.39974026819329
"Afghanistan","AUS",2032,5.27641003002089
"Afghanistan","AUS",2033,5.15589665838135
"Afghanistan","AUS",2034,5.03813581595415
"Afghanistan","AUS",2035,4.9230646348852
"Afghanistan","AUS",2036,4.81062168322418
"Afghanistan","AUS",2037,4.70074693212844
"Afghanistan","AUS",2038,4.593381723816
"Afghanistan","AUS",2039,4.48846874025049
"Afghanistan","AUS",2040,4.38595197254126
"Afghanistan","AUS",2041,4.28577669104254
"Afghanistan","AUS",2042,4.18788941613536
"Afghanistan","AUS",2043,4.09223788967694
"Afghanistan","AUS",2044,3.99877104710214
"Afghanistan","AUS",2045,3.90743899016211
"Afghanistan","AUS",2046,3.81819296028554
"Afghanistan","AUS",2047,3.73098531254848
"Afghanistan","AUS",2048,3.64576949023851
"Afghanistan","AUS",2049,3.5625
"Afghanistan","AUS",2050,3.481132387547
"Afghanistan","AUT",2021,6.80324642786172
"Afghanistan","AUT",2022,6.64786006469975
"Afghanistan","AUT",2023,6.49602273097729
"Afghanistan","AUT",2024,6.34765336674992
"Afghanistan","AUT",2025,6.20267276348488
"Afghanistan","AUT",2026,6.06100352177485
"Afghanistan","AUT",2027,5.92257001001736
"Afghanistan","AUT",2028,5.78729832403818
"Afghanistan","AUT",2029,5.65511624763671
"Afghanistan","AUT",2030,5.52595321403268
"Afghanistan","AUT",2031,5.39974026819329
"Afghanistan","AUT",2032,5.27641003002089
"Afghanistan","AUT",2033,5.15589665838135
"Afghanistan","AUT",2034,5.03813581595415
"Afghanistan","AUT",2035,4.9230646348852
"Afghanistan","AUT",2036,4.81062168322418
"Afghanistan","AUT",2037,4.70074693212844
"Afghanistan","AUT",2038,4.593381723816
"Afghanistan","AUT",2039,4.48846874025049
"Afghanistan","AUT",2040,4.38595197254126
"Afghanistan","AUT",2041,4.28577669104254
"Afghanistan","AUT",2042,4.18788941613536
"Afghanistan","AUT",2043,4.09223788967694
"Afghanistan","AUT",2044,3.99877104710214
"Afghanistan","AUT",2045,3.90743899016211
"Afghanistan","AUT",2046,3.81819296028554
"Afghanistan","AUT",2047,3.73098531254848
"Afghanistan","AUT",2048,3.64576949023851
"Afghanistan","AUT",2049,3.5625
"Afghanistan","AUT",2050,3.481132387547
"Afghanistan","AZE",2021,6.80324642786172
"Afghanistan","AZE",2022,6.64786006469975
"Afghanistan","AZE",2023,6.49602273097729
"Afghanistan","AZE",2024,6.34765336674992
"Afghanistan","AZE",2025,6.20267276348488
"Afghanistan","AZE",2026,6.06100352177485
"Afghanistan","AZE",2027,5.92257001001736
"Afghanistan","AZE",2028,5.78729832403818
"Afghanistan","AZE",2029,5.65511624763671
"Afghanistan","AZE",2030,5.52595321403268
"Afghanistan","AZE",2031,5.39974026819329
"Afghanistan","AZE",2032,5.27641003002089
"Afghanistan","AZE",2033,5.15589665838135
"Afghanistan","AZE",2034,5.03813581595415
"Afghanistan","AZE",2035,4.9230646348852
"Afghanistan","AZE",2036,4.81062168322418
"Afghanistan","AZE",2037,4.70074693212844
"Afghanistan","AZE",2038,4.593381723816
"Afghanistan","AZE",2039,4.48846874025049
"Afghanistan","AZE",2040,4.38595197254126
"Afghanistan","AZE",2041,4.28577669104254
"Afghanistan","AZE",2042,4.18788941613536
"Afghanistan","AZE",2043,4.09223788967694
"Afghanistan","AZE",2044,3.99877104710214
"Afghanistan","AZE",2045,3.90743899016211
"Afghanistan","AZE",2046,3.81819296028554
"Afghanistan","AZE",2047,3.73098531254848
"Afghanistan","AZE",2048,3.64576949023851
"Afghanistan","AZE",2049,3.5625
"Afghanistan","AZE",2050,3.481132387547
"Afghanistan","BDI",2021,6.80324642786172
"Afghanistan","BDI",2022,6.64786006469975
"Afghanistan","BDI",2023,6.49602273097729
"Afghanistan","BDI",2024,6.34765336674992
"Afghanistan","BDI",2025,6.20267276348488
"Afghanistan","BDI",2026,6.06100352177485
"Afghanistan","BDI",2027,5.92257001001736
"Afghanistan","BDI",2028,5.78729832403818
"Afghanistan","BDI",2029,5.65511624763671
"Afghanistan","BDI",2030,5.52595321403268
"Afghanistan","BDI",2031,5.39974026819329
"Afghanistan","BDI",2032,5.27641003002089
"Afghanistan","BDI",2033,5.15589665838135
"Afghanistan","BDI",2034,5.03813581595415
"Afghanistan","BDI",2035,4.9230646348852
"Afghanistan","BDI",2036,4.81062168322418
"Afghanistan","BDI",2037,4.70074693212844
"Afghanistan","BDI",2038,4.593381723816
"Afghanistan","BDI",2039,4.48846874025049
"Afghanistan","BDI",2040,4.38595197254126
"Afghanistan","BDI",2041,4.28577669104254
"Afghanistan","BDI",2042,4.18788941613536
"Afghanistan","BDI",2043,4.09223788967694
"Afghanistan","BDI",2044,3.99877104710214
"Afghanistan","BDI",2045,3.90743899016211
"Afghanistan","BDI",2046,3.81819296028554
"Afghanistan","BDI",2047,3.73098531254848
"Afghanistan","BDI",2048,3.64576949023851
"Afghanistan","BDI",2049,3.5625
"Afghanistan","BDI",2050,3.481132387547
"Afghanistan","BEL",2021,6.80324642786172
"Afghanistan","BEL",2022,6.64786006469975
"Afghanistan","BEL",2023,6.49602273097729
"Afghanistan","BEL",2024,6.34765336674992
"Afghanistan","BEL",2025,6.20267276348488
"Afghanistan","BEL",2026,6.06100352177485
"Afghanistan","BEL",2027,5.92257001001736
"Afghanistan","BEL",2028,5.78729832403818
"Afghanistan","BEL",2029,5.65511624763671
"Afghanistan","BEL",2030,5.52595321403268
"Afghanistan","BEL",2031,5.39974026819329
"Afghanistan","BEL",2032,5.27641003002089
"Afghanistan","BEL",2033,5.15589665838135
"Afghanistan","BEL",2034,5.03813581595415
"Afghanistan","BEL",2035,4.9230646348852
"Afghanistan","BEL",2036,4.81062168322418
"Afghanistan","BEL",2037,4.70074693212844
"Afghanistan","BEL",2038,4.593381723816
"Afghanistan","BEL",2039,4.48846874025049
"Afghanistan","BEL",2040,4.38595197254126
"Afghanistan","BEL",2041,4.28577669104254
"Afghanistan","BEL",2042,4.18788941613536
"Afghanistan","BEL",2043,4.09223788967694
"Afghanistan","BEL",2044,3.99877104710214
"Afghanistan","BEL",2045,3.90743899016211
"Afghanistan","BEL",2046,3.81819296028554
"Afghanistan","BEL",2047,3.73098531254848
"Afghanistan","BEL",2048,3.64576949023851
"Afghanistan","BEL",2049,3.5625
"Afghanistan","BEL",2050,3.481132387547
"Afghanistan","BEN",2021,6.80324642786172
"Afghanistan","BEN",2022,6.64786006469975
"Afghanistan","BEN",2023,6.49602273097729
"Afghanistan","BEN",2024,6.34765336674992
"Afghanistan","BEN",2025,6.20267276348488
"Afghanistan","BEN",2026,6.06100352177485
"Afghanistan","BEN",2027,5.92257001001736
"Afghanistan","BEN",2028,5.78729832403818
"Afghanistan","BEN",2029,5.65511624763671
"Afghanistan","BEN",2030,5.52595321403268
"Afghanistan","BEN",2031,5.39974026819329
"Afghanistan","BEN",2032,5.27641003002089
"Afghanistan","BEN",2033,5.15589665838135
"Afghanistan","BEN",2034,5.03813581595415
"Afghanistan","BEN",2035,4.9230646348852
"Afghanistan","BEN",2036,4.81062168322418
"Afghanistan","BEN",2037,4.70074693212844
"Afghanistan","BEN",2038,4.593381723816
"Afghanistan","BEN",2039,4.48846874025049
"Afghanistan","BEN",2040,4.38595197254126
"Afghanistan","BEN",2041,4.28577669104254
"Afghanistan","BEN",2042,4.18788941613536
"Afghanistan","BEN",2043,4.09223788967694
"Afghanistan","BEN",2044,3.99877104710214
"Afghanistan","BEN",2045,3.90743899016211
"Afghanistan","BEN",2046,3.81819296028554
"Afghanistan","BEN",2047,3.73098531254848
"Afghanistan","BEN",2048,3.64576949023851
"Afghanistan","BEN",2049,3.5625
"Afghanistan","BEN",2050,3.481132387547
"Afghanistan","BES",2021,6.80324642786172
"Afghanistan","BES",2022,6.64786006469975
"Afghanistan","BES",2023,6.49602273097729
"Afghanistan","BES",2024,6.34765336674992
"Afghanistan","BES",2025,6.20267276348488
"Afghanistan","BES",2026,6.06100352177485
"Afghanistan","BES",2027,5.92257001001736
"Afghanistan","BES",2028,5.78729832403818
"Afghanistan","BES",2029,5.65511624763671
"Afghanistan","BES",2030,5.52595321403268
