Year,iso_code3,ef_lndu_conv_forests_mangroves_to_croplands_gg_co2_ha
2040,ECU,0.262718
2041,ECU,0.262718
2042,ECU,0.262718
2043,ECU,0.262718
2044,ECU,0.262718
2045,ECU,0.262718
2046,ECU,0.262718
2047,ECU,0.262718
2048,ECU,0.262718
2049,ECU,0.262718
2050,ECU,0.262718
2020,ERI,0.081975
2021,ERI,0.081975
2022,ERI,0.081975
2023,ERI,0.081975
2024,ERI,0.081975
2025,ERI,0.081975
2026,ERI,0.081975
2027,ERI,0.081975
2028,ERI,0.081975
2029,ERI,0.081975
2030,ERI,0.081975
2031,ERI,0.081975
2032,ERI,0.081975
2033,ERI,0.081975
2034,ERI,0.081975
2035,ERI,0.081975
2036,ERI,0.081975
2037,ERI,0.081975
2038,ERI,0.081975
2039,ERI,0.081975
2040,ERI,0.081975
2041,ERI,0.081975
2042,ERI,0.081975
2043,ERI,0.081975
2044,ERI,0.081975
2045,ERI,0.081975
2046,ERI,0.081975
2047,ERI,0.081975
2048,ERI,0.081975
2049,ERI,0.081975
2050,ERI,0.081975
2020,ESP,0.162191
2021,ESP,0.162191
2022,ESP,0.162191
2023,ESP,0.162191
2024,ESP,0.162191
2025,ESP,0.162191
2026,ESP,0.162191
2027,ESP,0.162191
2028,ESP,0.162191
2029,ESP,0.162191
2030,ESP,0.162191
2031,ESP,0.162191
2032,ESP,0.162191
2033,ESP,0.162191
2034,ESP,0.162191
2035,ESP,0.162191
2036,ESP,0.162191
2037,ESP,0.162191
2038,ESP,0.162191
2039,ESP,0.162191
2040,ESP,0.162191
2041,ESP,0.162191
2042,ESP,0.162191
2043,ESP,0.162191
2044,ESP,0.162191
2045,ESP,0.162191
2046,ESP,0.162191
2047,ESP,0.162191
2048,ESP,0.162191
2049,ESP,0.162191
2050,ESP,0.162191
2020,EST,0.3133
2021,EST,0.3133
2022,EST,0.3133
2023,EST,0.3133
2024,EST,0.3133
2025,EST,0.3133
2026,EST,0.3133
2027,EST,0.3133
2028,EST,0.3133
2029,EST,0.3133
2030,EST,0.3133
2031,EST,0.3133
2032,EST,0.3133
2033,EST,0.3133
2034,EST,0.3133
2035,EST,0.3133
2036,EST,0.3133
2037,EST,0.3133
2038,EST,0.3133
2039,EST,0.3133
2040,EST,0.3133
2041,EST,0.3133
2042,EST,0.3133
2043,EST,0.3133
2044,EST,0.3133
2045,EST,0.3133
2046,EST,0.3133
2047,EST,0.3133
2048,EST,0.3133
2049,EST,0.3133
2050,EST,0.3133
2020,ETH,0.088547
2021,ETH,0.088547
2022,ETH,0.088547
2023,ETH,0.088547
2024,ETH,0.088547
2025,ETH,0.088547
2026,ETH,0.088547
2027,ETH,0.088547
2028,ETH,0.088547
2029,ETH,0.088547
2030,ETH,0.088547
2031,ETH,0.088547
2032,ETH,0.088547
2033,ETH,0.088547
2034,ETH,0.088547
2035,ETH,0.088547
2036,ETH,0.088547
2037,ETH,0.088547
2038,ETH,0.088547
2039,ETH,0.088547
2040,ETH,0.088547
2041,ETH,0.088547
2042,ETH,0.088547
2043,ETH,0.088547
2044,ETH,0.088547
2045,ETH,0.088547
2046,ETH,0.088547
2047,ETH,0.088547
2048,ETH,0.088547
2049,ETH,0.088547
2050,ETH,0.088547
2020,FIN,0.149363
2021,FIN,0.149363
2022,FIN,0.149363
2023,FIN,0.149363
2024,FIN,0.149363
2025,FIN,0.149363
2026,FIN,0.149363
2027,FIN,0.149363
2028,FIN,0.149363
2029,FIN,0.149363
2030,FIN,0.149363
2031,FIN,0.149363
2032,FIN,0.149363
2033,FIN,0.149363
2034,FIN,0.149363
2035,FIN,0.149363
2036,FIN,0.149363
2037,FIN,0.149363
2038,FIN,0.149363
2039,FIN,0.149363
2040,FIN,0.149363
2041,FIN,0.149363
2042,FIN,0.149363
2043,FIN,0.149363
2044,FIN,0.149363
2045,FIN,0.149363
2046,FIN,0.149363
2047,FIN,0.149363
2048,FIN,0.149363
2049,FIN,0.149363
2050,FIN,0.149363
2020,GBR,0.173655
2021,GBR,0.173655
2022,GBR,0.173655
2023,GBR,0.173655
2024,GBR,0.173655
2025,GBR,0.173655
2026,GBR,0.173655
2027,GBR,0.173655
2028,GBR,0.173655
2029,GBR,0.173655
2030,GBR,0.173655
2031,GBR,0.173655
2032,GBR,0.173655
2033,GBR,0.173655
2034,GBR,0.173655
2035,GBR,0.173655
2036,GBR,0.173655
2037,GBR,0.173655
2038,GBR,0.173655
2039,GBR,0.173655
2040,GBR,0.173655
2041,GBR,0.173655
2042,GBR,0.173655
2043,GBR,0.173655
2044,GBR,0.173655
2045,GBR,0.173655
2046,GBR,0.173655
2047,GBR,0.173655
2048,GBR,0.173655
2049,GBR,0.173655
2050,GBR,0.173655
2020,GEO,0.260713
2021,GEO,0.260713
2022,GEO,0.260713
2023,GEO,0.260713
2024,GEO,0.260713
2025,GEO,0.260713
2026,GEO,0.260713
2027,GEO,0.260713
2028,GEO,0.260713
2029,GEO,0.260713
2030,GEO,0.260713
2031,GEO,0.260713
2032,GEO,0.260713
2033,GEO,0.260713
2034,GEO,0.260713
2035,GEO,0.260713
2036,GEO,0.260713
2037,GEO,0.260713
2038,GEO,0.260713
2039,GEO,0.260713
2040,GEO,0.260713
2041,GEO,0.260713
2042,GEO,0.260713
2043,GEO,0.260713
2044,GEO,0.260713
2045,GEO,0.260713
2046,GEO,0.260713
2047,GEO,0.260713
2048,GEO,0.260713
2049,GEO,0.260713
2050,GEO,0.260713
2020,GHA,0.087732
2021,GHA,0.087732
2022,GHA,0.087732
2023,GHA,0.087732
2024,GHA,0.087732
2025,GHA,0.087732
2026,GHA,0.087732
2027,GHA,0.087732
2028,GHA,0.087732
2029,GHA,0.087732
2030,GHA,0.087732
2031,GHA,0.087732
2032,GHA,0.087732
2033,GHA,0.087732
2034,GHA,0.087732
2035,GHA,0.087732
2036,GHA,0.087732
2037,GHA,0.087732
2038,GHA,0.087732
2039,GHA,0.087732
2040,GHA,0.087732
2041,GHA,0.087732
2042,GHA,0.087732
2043,GHA,0.087732
2044,GHA,0.087732
2045,GHA,0.087732
2046,GHA,0.087732
2047,GHA,0.087732
2048,GHA,0.087732
2049,GHA,0.087732
2050,GHA,0.087732
2020,GIN,0.097635
2021,GIN,0.097635
2022,GIN,0.097635
2023,GIN,0.097635
2024,GIN,0.097635
2025,GIN,0.097635
2026,GIN,0.097635
2027,GIN,0.097635
2028,GIN,0.097635
2029,GIN,0.097635
2030,GIN,0.097635
2031,GIN,0.097635
2032,GIN,0.097635
2033,GIN,0.097635
2034,GIN,0.097635
2035,GIN,0.097635
2036,GIN,0.097635
2037,GIN,0.097635
2038,GIN,0.097635
2039,GIN,0.097635
2040,GIN,0.097635
2041,GIN,0.097635
2042,GIN,0.097635
2043,GIN,0.097635
2044,GIN,0.097635
2045,GIN,0.097635
2046,GIN,0.097635
2047,GIN,0.097635
2048,GIN,0.097635
2049,GIN,0.097635
2050,GIN,0.097635
2020,GMB,0.08404
2021,GMB,0.08404
2022,GMB,0.08404
2023,GMB,0.08404
2024,GMB,0.08404
2025,GMB,0.08404
2026,GMB,0.08404
2027,GMB,0.08404
2028,GMB,0.08404
2029,GMB,0.08404
2030,GMB,0.08404
2031,GMB,0.08404
2032,GMB,0.08404
2033,GMB,0.08404
2034,GMB,0.08404
2035,GMB,0.08404
2036,GMB,0.08404
2037,GMB,0.08404
2038,GMB,0.08404
2039,GMB,0.08404
2040,GMB,0.08404
2041,GMB,0.08404
2042,GMB,0.08404
2043,GMB,0.08404
2044,GMB,0.08404
2045,GMB,0.08404
2046,GMB,0.08404
2047,GMB,0.08404
2048,GMB,0.08404
2049,GMB,0.08404
2050,GMB,0.08404
2020,GNB,0.086127
2021,GNB,0.086127
2022,GNB,0.086127
2023,GNB,0.086127
2024,GNB,0.086127
2025,GNB,0.086127
2026,GNB,0.086127
2027,GNB,0.086127
2028,GNB,0.086127
2029,GNB,0.086127
2030,GNB,0.086127
2031,GNB,0.086127
2032,GNB,0.086127
2033,GNB,0.086127
2034,GNB,0.086127
2035,GNB,0.086127
2036,GNB,0.086127
2037,GNB,0.086127
2038,GNB,0.086127
2039,GNB,0.086127
2040,GNB,0.086127
2041,GNB,0.086127
2042,GNB,0.086127
2043,GNB,0.086127
2044,GNB,0.086127
2045,GNB,0.086127
2046,GNB,0.086127
2047,GNB,0.086127
2048,GNB,0.086127
2049,GNB,0.086127
2050,GNB,0.086127
2020,GRC,0.176285
2021,GRC,0.176285
2022,GRC,0.176285
2023,GRC,0.176285
2024,GRC,0.176285
2025,GRC,0.176285
2026,GRC,0.176285
2027,GRC,0.176285
2028,GRC,0.176285
2029,GRC,0.176285
2030,GRC,0.176285
2031,GRC,0.176285
2032,GRC,0.176285
2033,GRC,0.176285
2034,GRC,0.176285
2035,GRC,0.176285
2036,GRC,0.176285
2037,GRC,0.176285
2038,GRC,0.176285
2039,GRC,0.176285
2040,GRC,0.176285
2041,GRC,0.176285
2042,GRC,0.176285
2043,GRC,0.176285
2044,GRC,0.176285
2045,GRC,0.176285
2046,GRC,0.176285
2047,GRC,0.176285
2048,GRC,0.176285
2049,GRC,0.176285
2050,GRC,0.176285
2020,GTM,0.224598
2021,GTM,0.224598
2022,GTM,0.224598
2023,GTM,0.224598
2024,GTM,0.224598
2025,GTM,0.224598
2026,GTM,0.224598
2027,GTM,0.224598
2028,GTM,0.224598
2029,GTM,0.224598
2030,GTM,0.224598
2031,GTM,0.224598
2032,GTM,0.224598
2033,GTM,0.224598
2034,GTM,0.224598
2035,GTM,0.224598
2036,GTM,0.224598
2037,GTM,0.224598
2038,GTM,0.224598
2039,GTM,0.224598
2040,GTM,0.224598
2041,GTM,0.224598
2042,GTM,0.224598
2043,GTM,0.224598
2044,GTM,0.224598
2045,GTM,0.224598
2046,GTM,0.224598
2047,GTM,0.224598
2048,GTM,0.224598
2049,GTM,0.224598
2050,GTM,0.224598
2020,HND,0.191414
2021,HND,0.191414
2022,HND,0.191414
2023,HND,0.191414
2024,HND,0.191414
2025,HND,0.191414
2026,HND,0.191414
2027,HND,0.191414
2028,HND,0.191414
2029,HND,0.191414
2030,HND,0.191414
2031,HND,0.191414
2032,HND,0.191414
2033,HND,0.191414
2034,HND,0.191414
2035,HND,0.191414
2036,HND,0.191414
2037,HND,0.191414
2038,HND,0.191414
2039,HND,0.191414
2040,HND,0.191414
2041,HND,0.191414
2042,HND,0.191414
2043,HND,0.191414
2044,HND,0.191414
2045,HND,0.191414
2046,HND,0.191414
2047,HND,0.191414
2048,HND,0.191414
2049,HND,0.191414
2050,HND,0.191414
2020,HRV,0.177629
2021,HRV,0.177629
2022,HRV,0.177629
2023,HRV,0.177629
2024,HRV,0.177629
2025,HRV,0.177629
2026,HRV,0.177629
2027,HRV,0.177629
2028,HRV,0.177629
2029,HRV,0.177629
2030,HRV,0.177629
2031,HRV,0.177629
2032,HRV,0.177629
2033,HRV,0.177629
2034,HRV,0.177629
2035,HRV,0.177629
2036,HRV,0.177629
2037,HRV,0.177629
2038,HRV,0.177629
2039,HRV,0.177629
2040,HRV,0.177629
2041,HRV,0.177629
2042,HRV,0.177629
2043,HRV,0.177629
2044,HRV,0.177629
2045,HRV,0.177629
2046,HRV,0.177629
2047,HRV,0.177629
2048,HRV,0.177629
2049,HRV,0.177629
2050,HRV,0.177629
2020,HUN,0.182841
2021,HUN,0.182841
2022,HUN,0.182841
2023,HUN,0.182841
2024,HUN,0.182841
2025,HUN,0.182841
2026,HUN,0.182841
2027,HUN,0.182841
2028,HUN,0.182841
2029,HUN,0.182841
2030,HUN,0.182841
2031,HUN,0.182841
2032,HUN,0.182841
2033,HUN,0.182841
2034,HUN,0.182841
2035,HUN,0.182841
2036,HUN,0.182841
2037,HUN,0.182841
2038,HUN,0.182841
2039,HUN,0.182841
2040,HUN,0.182841
2041,HUN,0.182841
2042,HUN,0.182841
2043,HUN,0.182841
2044,HUN,0.182841
2045,HUN,0.182841
2046,HUN,0.182841
2047,HUN,0.182841
2048,HUN,0.182841
2049,HUN,0.182841
2050,HUN,0.182841
2020,IDN,0.323674
2021,IDN,0.323674
2022,IDN,0.323674
2023,IDN,0.323674
2024,IDN,0.323674
2025,IDN,0.323674
2026,IDN,0.323674
2027,IDN,0.323674
2028,IDN,0.323674
2029,IDN,0.323674
2030,IDN,0.323674
2031,IDN,0.323674
2032,IDN,0.323674
2033,IDN,0.323674
2034,IDN,0.323674
2035,IDN,0.323674
2036,IDN,0.323674
2037,IDN,0.323674
2038,IDN,0.323674
2039,IDN,0.323674
2040,IDN,0.323674
2041,IDN,0.323674
2042,IDN,0.323674
2043,IDN,0.323674
2044,IDN,0.323674
2045,IDN,0.323674
2046,IDN,0.323674
2047,IDN,0.323674
2048,IDN,0.323674
2049,IDN,0.323674
2050,IDN,0.323674
2020,IND,0.210666
2021,IND,0.210666
2022,IND,0.210666
2023,IND,0.210666
2024,IND,0.210666
2025,IND,0.210666
2026,IND,0.210666
2027,IND,0.210666
2028,IND,0.210666
2029,IND,0.210666
2030,IND,0.210666
2031,IND,0.210666
2032,IND,0.210666
2033,IND,0.210666
2034,IND,0.210666
2035,IND,0.210666
2036,IND,0.210666
2037,IND,0.210666
2038,IND,0.210666
2039,IND,0.210666
2040,IND,0.210666
2041,IND,0.210666
2042,IND,0.210666
2043,IND,0.210666
2044,IND,0.210666
2045,IND,0.210666
2046,IND,0.210666
2047,IND,0.210666
2048,IND,0.210666
2049,IND,0.210666
2050,IND,0.210666
2020,IRL,0.173655
2021,IRL,0.173655
2022,IRL,0.173655
2023,IRL,0.173655
2024,IRL,0.173655
2025,IRL,0.173655
2026,IRL,0.173655
2027,IRL,0.173655
2028,IRL,0.173655
2029,IRL,0.173655
2030,IRL,0.173655
2031,IRL,0.173655
2032,IRL,0.173655
2033,IRL,0.173655
2034,IRL,0.173655
2035,IRL,0.173655
2036,IRL,0.173655
2037,IRL,0.173655
2038,IRL,0.173655
2039,IRL,0.173655
2040,IRL,0.173655
2041,IRL,0.173655
2042,IRL,0.173655
2043,IRL,0.173655
2044,IRL,0.173655
2045,IRL,0.173655
2046,IRL,0.173655
2047,IRL,0.173655
2048,IRL,0.173655
2049,IRL,0.173655
2050,IRL,0.173655
2020,IRN,0.102626
2021,IRN,0.102626
2022,IRN,0.102626
2023,IRN,0.102626
2024,IRN,0.102626
2025,IRN,0.102626
2026,IRN,0.102626
2027,IRN,0.102626
2028,IRN,0.102626
2029,IRN,0.102626
2030,IRN,0.102626
2031,IRN,0.102626
2032,IRN,0.102626
2033,IRN,0.102626
2034,IRN,0.102626
2035,IRN,0.102626
2036,IRN,0.102626
2037,IRN,0.102626
2038,IRN,0.102626
2039,IRN,0.102626
2040,IRN,0.102626
2041,IRN,0.102626
2042,IRN,0.102626
2043,IRN,0.102626
2044,IRN,0.102626
2045,IRN,0.102626
2046,IRN,0.102626
2047,IRN,0.102626
2048,IRN,0.102626
2049,IRN,0.102626
2050,IRN,0.102626
2020,IRQ,0.07632
2021,IRQ,0.07632
2022,IRQ,0.07632
2023,IRQ,0.07632
2024,IRQ,0.07632
2025,IRQ,0.07632
2026,IRQ,0.07632
2027,IRQ,0.07632
2028,IRQ,0.07632
2029,IRQ,0.07632
2030,IRQ,0.07632
2031,IRQ,0.07632
2032,IRQ,0.07632
2033,IRQ,0.07632
2034,IRQ,0.07632
2035,IRQ,0.07632
2036,IRQ,0.07632
2037,IRQ,0.07632
2038,IRQ,0.07632
2039,IRQ,0.07632
2040,IRQ,0.07632
2041,IRQ,0.07632
2042,IRQ,0.07632
2043,IRQ,0.07632
2044,IRQ,0.07632
2045,IRQ,0.07632
2046,IRQ,0.07632
2047,IRQ,0.07632
2048,IRQ,0.07632
2049,IRQ,0.07632
2050,IRQ,0.07632
2020,ISL,0.146875
2021,ISL,0.146875
2022,ISL,0.146875
2023,ISL,0.146875
2024,ISL,0.146875
2025,ISL,0.146875
2026,ISL,0.146875
2027,ISL,0.146875
2028,ISL,0.146875
2029,ISL,0.146875
2030,ISL,0.146875
2031,ISL,0.146875
2032,ISL,0.146875
2033,ISL,0.146875
2034,ISL,0.146875
2035,ISL,0.146875
2036,ISL,0.146875
2037,ISL,0.146875
2038,ISL,0.146875
2039,ISL,0.146875
2040,ISL,0.146875
2041,ISL,0.146875
2042,ISL,0.146875
2043,ISL,0.146875
2044,ISL,0.146875
2045,ISL,0.146875
2046,ISL,0.146875
2047,ISL,0.146875
2048,ISL,0.146875
2049,ISL,0.146875
2050,ISL,0.146875
2020,ISR,0.128922
2021,ISR,0.128922
2022,ISR,0.128922
2023,ISR,0.128922
2024,ISR,0.128922
2025,ISR,0.128922
2026,ISR,0.128922
2027,ISR,0.128922
2028,ISR,0.128922
2029,ISR,0.128922
2030,ISR,0.128922
2031,ISR,0.128922
2032,ISR,0.128922
2033,ISR,0.128922
2034,ISR,0.128922
2035,ISR,0.128922
2036,ISR,0.128922
2037,ISR,0.128922
2038,ISR,0.128922
2039,ISR,0.128922
2040,ISR,0.128922
2041,ISR,0.128922
2042,ISR,0.128922
2043,ISR,0.128922
2044,ISR,0.128922
2045,ISR,0.128922
2046,ISR,0.128922
2047,ISR,0.128922
2048,ISR,0.128922
2049,ISR,0.128922
2050,ISR,0.128922
2020,ITA,0.169681
2021,ITA,0.169681
2022,ITA,0.169681
2023,ITA,0.169681
2024,ITA,0.169681
2025,ITA,0.169681
2026,ITA,0.169681
2027,ITA,0.169681
2028,ITA,0.169681
2029,ITA,0.169681
2030,ITA,0.169681
2031,ITA,0.169681
2032,ITA,0.169681
2033,ITA,0.169681
2034,ITA,0.169681
2035,ITA,0.169681
2036,ITA,0.169681
2037,ITA,0.169681
2038,ITA,0.169681
2039,ITA,0.169681
2040,ITA,0.169681
2041,ITA,0.169681
2042,ITA,0.169681
2043,ITA,0.169681
2044,ITA,0.169681
2045,ITA,0.169681
2046,ITA,0.169681
2047,ITA,0.169681
2048,ITA,0.169681
2049,ITA,0.169681
2050,ITA,0.169681
2020,JAM,0.262768
2021,JAM,0.262768
2022,JAM,0.262768
2023,JAM,0.262768
2024,JAM,0.262768
2025,JAM,0.262768
2026,JAM,0.262768
2027,JAM,0.262768
2028,JAM,0.262768
2029,JAM,0.262768
2030,JAM,0.262768
2031,JAM,0.262768
2032,JAM,0.262768
2033,JAM,0.262768
2034,JAM,0.262768
2035,JAM,0.262768
2036,JAM,0.262768
2037,JAM,0.262768
2038,JAM,0.262768
2039,JAM,0.262768
2040,JAM,0.262768
2041,JAM,0.262768
2042,JAM,0.262768
2043,JAM,0.262768
2044,JAM,0.262768
2045,JAM,0.262768
2046,JAM,0.262768
2047,JAM,0.262768
2048,JAM,0.262768
2049,JAM,0.262768
2050,JAM,0.262768
2020,JPN,0.359137
2021,JPN,0.359137
2022,JPN,0.359137
2023,JPN,0.359137
2024,JPN,0.359137
2025,JPN,0.359137
2026,JPN,0.359137
2027,JPN,0.359137
2028,JPN,0.359137
2029,JPN,0.359137
2030,JPN,0.359137
2031,JPN,0.359137
2032,JPN,0.359137
2033,JPN,0.359137
2034,JPN,0.359137
2035,JPN,0.359137
2036,JPN,0.359137
2037,JPN,0.359137
2038,JPN,0.359137
2039,JPN,0.359137
2040,JPN,0.359137
2041,JPN,0.359137
2042,JPN,0.359137
2043,JPN,0.359137
2044,JPN,0.359137
2045,JPN,0.359137
2046,JPN,0.359137
2047,JPN,0.359137
2048,JPN,0.359137
2049,JPN,0.359137
2050,JPN,0.359137
2020,KAZ,0.140728
2021,KAZ,0.140728
2022,KAZ,0.140728
2023,KAZ,0.140728
2024,KAZ,0.140728
2025,KAZ,0.140728
2026,KAZ,0.140728
2027,KAZ,0.140728
2028,KAZ,0.140728
2029,KAZ,0.140728
2030,KAZ,0.140728
2031,KAZ,0.140728
2032,KAZ,0.140728
2033,KAZ,0.140728
2034,KAZ,0.140728
2035,KAZ,0.140728
2036,KAZ,0.140728
2037,KAZ,0.140728
2038,KAZ,0.140728
2039,KAZ,0.140728
2040,KAZ,0.140728
2041,KAZ,0.140728
2042,KAZ,0.140728
2043,KAZ,0.140728
2044,KAZ,0.140728
2045,KAZ,0.140728
2046,KAZ,0.140728
2047,KAZ,0.140728
2048,KAZ,0.140728
2049,KAZ,0.140728
2050,KAZ,0.140728
2020,KEN,0.111195
2021,KEN,0.111195
2022,KEN,0.111195
2023,KEN,0.111195
2024,KEN,0.111195
2025,KEN,0.111195
2026,KEN,0.111195
2027,KEN,0.111195
2028,KEN,0.111195
2029,KEN,0.111195
2030,KEN,0.111195
2031,KEN,0.111195
2032,KEN,0.111195
2033,KEN,0.111195
2034,KEN,0.111195
2035,KEN,0.111195
2036,KEN,0.111195
2037,KEN,0.111195
2038,KEN,0.111195
2039,KEN,0.111195
2040,KEN,0.111195
2041,KEN,0.111195
2042,KEN,0.111195
2043,KEN,0.111195
2044,KEN,0.111195
2045,KEN,0.111195
2046,KEN,0.111195
2047,KEN,0.111195
2048,KEN,0.111195
2049,KEN,0.111195
2050,KEN,0.111195
2020,KGZ,0.150786
2021,KGZ,0.150786
2022,KGZ,0.150786
2023,KGZ,0.150786
2024,KGZ,0.150786
2025,KGZ,0.150786
2026,KGZ,0.150786
2027,KGZ,0.150786
2028,KGZ,0.150786
2029,KGZ,0.150786
2030,KGZ,0.150786
2031,KGZ,0.150786
2032,KGZ,0.150786
2033,KGZ,0.150786
2034,KGZ,0.150786
2035,KGZ,0.150786
2036,KGZ,0.150786
2037,KGZ,0.150786
2038,KGZ,0.150786
2039,KGZ,0.150786
2040,KGZ,0.150786
2041,KGZ,0.150786
2042,KGZ,0.150786
2043,KGZ,0.150786
2044,KGZ,0.150786
2045,KGZ,0.150786
2046,KGZ,0.150786
2047,KGZ,0.150786
2048,KGZ,0.150786
2049,KGZ,0.150786
2050,KGZ,0.150786
2020,KHM,0.072918
2021,KHM,0.072918
2022,KHM,0.072918
2023,KHM,0.072918
2024,KHM,0.072918
2025,KHM,0.072918
2026,KHM,0.072918
2027,KHM,0.072918
2028,KHM,0.072918
2029,KHM,0.072918
2030,KHM,0.072918
2031,KHM,0.072918
2032,KHM,0.072918
2033,KHM,0.072918
2034,KHM,0.072918
2035,KHM,0.072918
2036,KHM,0.072918
2037,KHM,0.072918
2038,KHM,0.072918
2039,KHM,0.072918
2040,KHM,0.072918
2041,KHM,0.072918
2042,KHM,0.072918
2043,KHM,0.072918
2044,KHM,0.072918
2045,KHM,0.072918
2046,KHM,0.072918
2047,KHM,0.072918
2048,KHM,0.072918
2049,KHM,0.072918
2050,KHM,0.072918
2020,LAO,0.251554
2021,LAO,0.251554
2022,LAO,0.251554
2023,LAO,0.251554
2024,LAO,0.251554
2025,LAO,0.251554
2026,LAO,0.251554
2027,LAO,0.251554
2028,LAO,0.251554
2029,LAO,0.251554
2030,LAO,0.251554
2031,LAO,0.251554
2032,LAO,0.251554
2033,LAO,0.251554
2034,LAO,0.251554
2035,LAO,0.251554
2036,LAO,0.251554
2037,LAO,0.251554
2038,LAO,0.251554
2039,LAO,0.251554
2040,LAO,0.251554
2041,LAO,0.251554
2042,LAO,0.251554
2043,LAO,0.251554
2044,LAO,0.251554
2045,LAO,0.251554
2046,LAO,0.251554
2047,LAO,0.251554
2048,LAO,0.251554
2049,LAO,0.251554
2050,LAO,0.251554
2020,LBN,0.122184
2021,LBN,0.122184
2022,LBN,0.122184
2023,LBN,0.122184
2024,LBN,0.122184
2025,LBN,0.122184
2026,LBN,0.122184
2027,LBN,0.122184
2028,LBN,0.122184
2029,LBN,0.122184
2030,LBN,0.122184
2031,LBN,0.122184
2032,LBN,0.122184
2033,LBN,0.122184
2034,LBN,0.122184
2035,LBN,0.122184
2036,LBN,0.122184
2037,LBN,0.122184
2038,LBN,0.122184
2039,LBN,0.122184
2040,LBN,0.122184
2041,LBN,0.122184
2042,LBN,0.122184
2043,LBN,0.122184
2044,LBN,0.122184
2045,LBN,0.122184
2046,LBN,0.122184
2047,LBN,0.122184
2048,LBN,0.122184
2049,LBN,0.122184
2050,LBN,0.122184
2020,LBY,0.061858
2021,LBY,0.061858
2022,LBY,0.061858
2023,LBY,0.061858
2024,LBY,0.061858
2025,LBY,0.061858
2026,LBY,0.061858
2027,LBY,0.061858
2028,LBY,0.061858
2029,LBY,0.061858
2030,LBY,0.061858
2031,LBY,0.061858
2032,LBY,0.061858
2033,LBY,0.061858
2034,LBY,0.061858
2035,LBY,0.061858
2036,LBY,0.061858
2037,LBY,0.061858
2038,LBY,0.061858
2039,LBY,0.061858
2040,LBY,0.061858
2041,LBY,0.061858
2042,LBY,0.061858
2043,LBY,0.061858
2044,LBY,0.061858
2045,LBY,0.061858
2046,LBY,0.061858
2047,LBY,0.061858
2048,LBY,0.061858
2049,LBY,0.061858
2050,LBY,0.061858
2020,LKA,0.14545
2021,LKA,0.14545
2022,LKA,0.14545
2023,LKA,0.14545
2024,LKA,0.14545
2025,LKA,0.14545
2026,LKA,0.14545
2027,LKA,0.14545
2028,LKA,0.14545
2029,LKA,0.14545
2030,LKA,0.14545
2031,LKA,0.14545
2032,LKA,0.14545
2033,LKA,0.14545
2034,LKA,0.14545
2035,LKA,0.14545
2036,LKA,0.14545
2037,LKA,0.14545
2038,LKA,0.14545
2039,LKA,0.14545
2040,LKA,0.14545
2041,LKA,0.14545
2042,LKA,0.14545
2043,LKA,0.14545
2044,LKA,0.14545
2045,LKA,0.14545
2046,LKA,0.14545
2047,LKA,0.14545
2048,LKA,0.14545
2049,LKA,0.14545
2050,LKA,0.14545
2020,LTU,0.31224
2021,LTU,0.31224
2022,LTU,0.31224
2023,LTU,0.31224
2024,LTU,0.31224
2025,LTU,0.31224
2026,LTU,0.31224
2027,LTU,0.31224
2028,LTU,0.31224
2029,LTU,0.31224
2030,LTU,0.31224
2031,LTU,0.31224
2032,LTU,0.31224
2033,LTU,0.31224
2034,LTU,0.31224
2035,LTU,0.31224
2036,LTU,0.31224
2037,LTU,0.31224
2038,LTU,0.31224
2039,LTU,0.31224
2040,LTU,0.31224
2041,LTU,0.31224
2042,LTU,0.31224
2043,LTU,0.31224
2044,LTU,0.31224
2045,LTU,0.31224
2046,LTU,0.31224
2047,LTU,0.31224
2048,LTU,0.31224
2049,LTU,0.31224
2050,LTU,0.31224
2020,LVA,0.313173
2021,LVA,0.313173
2022,LVA,0.313173
2023,LVA,0.313173
2024,LVA,0.313173
2025,LVA,0.313173
2026,LVA,0.313173
2027,LVA,0.313173
2028,LVA,0.313173
2029,LVA,0.313173
2030,LVA,0.313173
2031,LVA,0.313173
2032,LVA,0.313173
2033,LVA,0.313173
2034,LVA,0.313173
2035,LVA,0.313173
2036,LVA,0.313173
2037,LVA,0.313173
2038,LVA,0.313173
2039,LVA,0.313173
2040,LVA,0.313173
2041,LVA,0.313173
2042,LVA,0.313173
2043,LVA,0.313173
2044,LVA,0.313173
2045,LVA,0.313173
2046,LVA,0.313173
2047,LVA,0.313173
2048,LVA,0.313173
2049,LVA,0.313173
2050,LVA,0.313173
2020,MAR,0.102431
2021,MAR,0.102431
2022,MAR,0.102431
2023,MAR,0.102431
2024,MAR,0.102431
2025,MAR,0.102431
2026,MAR,0.102431
2027,MAR,0.102431
2028,MAR,0.102431
2029,MAR,0.102431
2030,MAR,0.102431
2031,MAR,0.102431
2032,MAR,0.102431
2033,MAR,0.102431
2034,MAR,0.102431
2035,MAR,0.102431
2036,MAR,0.102431
2037,MAR,0.102431
2038,MAR,0.102431
2039,MAR,0.102431
2040,MAR,0.102431
2041,MAR,0.102431
2042,MAR,0.102431
2043,MAR,0.102431
2044,MAR,0.102431
2045,MAR,0.102431
2046,MAR,0.102431
2047,MAR,0.102431
2048,MAR,0.102431
2049,MAR,0.102431
2050,MAR,0.102431
2020,MDA,0.289085
2021,MDA,0.289085
2022,MDA,0.289085
2023,MDA,0.289085
2024,MDA,0.289085
