Year,iso_code3,nemomod_entc_frac_min_share_production_pp_coal
2017,SLV,0.0
2018,SLV,0.0
2019,SLV,0.0
2020,SLV,0.0
2010,SMR,0.1522429755337913
2011,SMR,0.1720068280188062
2012,SMR,0.1898545727709822
2013,SMR,0.1764815827126308
2014,SMR,0.1757121008012072
2015,SMR,0.1695842911417918
2016,SMR,0.1418030773476126
2017,SMR,0.1267850290622175
2018,SMR,0.1141611577026976
2019,SMR,0.0779423004775473
2020,SMR,0.0576575281975851
2010,SOM,0.0890955352400809
2011,SOM,0.09119476059562
2012,SOM,0.1018075510238991
2013,SOM,0.1102034906766008
2014,SOM,0.1052186368574527
2015,SOM,0.1070885574022743
2016,SOM,0.1066566655893353
2017,SOM,0.0960706893860505
2018,SOM,0.0944620296624523
2019,SOM,0.0967563687923854
2020,SOM,0.0916948875257155
2010,SRB,0.6926694395477034
2011,SRB,0.6926694395477034
2012,SRB,0.6926694395477034
2013,SRB,0.6926694395477034
2014,SRB,0.6926694395477034
2015,SRB,0.6926694395477034
2016,SRB,0.67595873652973
2017,SRB,0.6995132000432167
2018,SRB,0.6535735573146257
2019,SRB,0.6775679897304641
2020,SRB,0.6986072481654005
2010,SSD,0.0890955352400809
2011,SSD,0.09119476059562
2012,SSD,0.1018075510238991
2013,SSD,0.1102034906766008
2014,SSD,0.1052186368574527
2015,SSD,0.1070885574022743
2016,SSD,0.1066566655893353
2017,SSD,0.0960706893860505
2018,SSD,0.0944620296624523
2019,SSD,0.0967563687923854
2020,SSD,0.0916948875257155
2010,STP,0.0890955352400809
2011,STP,0.09119476059562
2012,STP,0.1018075510238991
2013,STP,0.1102034906766008
2014,STP,0.1052186368574527
2015,STP,0.1070885574022743
2016,STP,0.1066566655893353
2017,STP,0.0960706893860505
2018,STP,0.0944620296624523
2019,STP,0.0967563687923854
2020,STP,0.0916948875257155
2010,SUR,0.0747136502905965
2011,SUR,0.0747136502905965
2012,SUR,0.0747136502905965
2013,SUR,0.0747136502905965
2014,SUR,0.0747136502905965
2015,SUR,0.0874847676660066
2016,SUR,0.0783190733670267
2017,SUR,0.0385911098153285
2018,SUR,0.0569898915131663
2019,SUR,0.1017016711414155
2020,SUR,0.1178880062858901
2010,SVK,0.1488409461432076
2011,SVK,0.1386722218206899
2012,SVK,0.1313231357037183
2013,SVK,0.1295006482538471
2014,SVK,0.1177350676133783
2015,SVK,0.117810911169814
2016,SVK,0.1136538588944328
2017,SVK,0.1207455201971991
2018,SVK,0.1266272906043191
2019,SVK,0.0918028773187689
2020,SVK,0.0754114645632402
2010,SVN,0.3043869540260066
2011,SVN,0.3138461470741709
2012,SVN,0.3096530235250211
2013,SVN,0.2854786030173153
2014,SVN,0.1993778595520761
2015,SVN,0.274173523282958
2016,SVN,0.2882476979733281
2017,SVN,0.2825311064621535
2018,SVN,0.2698874443539237
2019,SVN,0.2654245595104306
2020,SVN,0.2413156718582985
2010,SWE,0.0181379127931025
2011,SWE,0.0142279099741262
2012,SWE,0.0087367282999264
2013,SWE,0.0102847151413062
2014,SWE,0.007698401285201
2015,SWE,0.0085951536065587
2016,SWE,0.0074847332920206
2017,SWE,0.0083937686121919
2018,SWE,0.0095794598531945
2019,SWE,0.0079173141478884
2020,SWE,0.0041976009830275
2010,SWZ,0.0890955352400809
2011,SWZ,0.09119476059562
2012,SWZ,0.1018075510238991
2013,SWZ,0.1102034906766008
2014,SWZ,0.1052186368574527
2015,SWZ,0.1070885574022743
2016,SWZ,0.1066566655893353
2017,SWZ,0.0960706893860505
2018,SWZ,0.0944620296624523
2019,SWZ,0.0967563687923854
2020,SWZ,0.0916948875257155
2010,SXM,0.0747136502905965
2011,SXM,0.0747136502905965
2012,SXM,0.0747136502905965
2013,SXM,0.0747136502905965
2014,SXM,0.0747136502905965
2015,SXM,0.0874847676660066
2016,SXM,0.0783190733670267
2017,SXM,0.0385911098153285
2018,SXM,0.0569898915131663
2019,SXM,0.1017016711414155
2020,SXM,0.1178880062858901
2010,SYC,0.0890955352400809
2011,SYC,0.09119476059562
2012,SYC,0.1018075510238991
2013,SYC,0.1102034906766008
2014,SYC,0.1052186368574527
2015,SYC,0.1070885574022743
2016,SYC,0.1066566655893353
2017,SYC,0.0960706893860505
2018,SYC,0.0944620296624523
2019,SYC,0.0967563687923854
2020,SYC,0.0916948875257155
2010,SYR,0.0
2011,SYR,0.0
2012,SYR,0.0
2013,SYR,0.0
2014,SYR,0.0
2015,SYR,0.0
2016,SYR,0.0
2017,SYR,0.0
2018,SYR,0.0
2019,SYR,0.0
2020,SYR,0.0
2010,TCA,0.0747136502905965
2011,TCA,0.0747136502905965
2012,TCA,0.0747136502905965
2013,TCA,0.0747136502905965
2014,TCA,0.0747136502905965
2015,TCA,0.0874847676660066
2016,TCA,0.0783190733670267
2017,TCA,0.0385911098153285
2018,TCA,0.0569898915131663
2019,TCA,0.1017016711414155
2020,TCA,0.1178880062858901
2010,TCD,0.0890955352400809
2011,TCD,0.09119476059562
2012,TCD,0.1018075510238991
2013,TCD,0.1102034906766008
2014,TCD,0.1052186368574527
2015,TCD,0.1070885574022743
2016,TCD,0.1066566655893353
2017,TCD,0.0960706893860505
2018,TCD,0.0944620296624523
2019,TCD,0.0967563687923854
2020,TCD,0.0916948875257155
2010,TGO,0.0890955352400809
2011,TGO,0.09119476059562
2012,TGO,0.1018075510238991
2013,TGO,0.1102034906766008
2014,TGO,0.1052186368574527
2015,TGO,0.1070885574022743
2016,TGO,0.1066566655893353
2017,TGO,0.0960706893860505
2018,TGO,0.0944620296624523
2019,TGO,0.0967563687923854
2020,TGO,0.0916948875257155
2010,THA,0.71996738281994
2011,THA,0.71996738281994
2012,THA,0.71996738281994
2013,THA,0.71996738281994
2014,THA,0.71996738281994
2015,THA,0.71996738281994
2016,THA,0.7081427371404031
2017,THA,0.7088763679244826
2018,THA,0.6983497294285053
2019,THA,0.6832608570112407
2020,THA,0.6756613599051515
2010,TJK,0.2616433501545301
2011,TJK,0.2921643896510908
2012,TJK,0.2884007257882571
2013,TJK,0.27201820708195
2014,TJK,0.3120891234332765
2015,TJK,0.3023604131574509
2016,TJK,0.3531768939086445
2017,TJK,0.3472018532326236
2018,TJK,0.3967598621408022
2019,TJK,0.3942983271432
2020,TJK,0.3579095870809003
2010,TKM,0.2616433501545301
2011,TKM,0.2921643896510908
2012,TKM,0.2884007257882571
2013,TKM,0.27201820708195
2014,TKM,0.3120891234332765
2015,TKM,0.3023604131574509
2016,TKM,0.3531768939086445
2017,TKM,0.3472018532326236
2018,TKM,0.3967598621408022
2019,TKM,0.3942983271432
2020,TKM,0.3579095870809003
2010,TLS,0.7073760468721699
2011,TLS,0.7060830645946533
2012,TLS,0.6715636504665855
2013,TLS,0.654312782562236
2014,TLS,0.6378405956672062
2015,TLS,0.667349943666392
2016,TLS,0.6640619200656454
2017,TLS,0.6410906486097286
2018,TLS,0.6359081628398188
2019,TLS,0.6050595972598725
2020,TLS,0.5843374866433779
2010,TON,0.0461813909594195
2011,TON,0.0493664311160424
2012,TON,0.0814866516642395
2013,TON,0.0561758589852985
2014,TON,0.0457925522088246
2015,TON,0.0432781456839195
2016,TON,0.0243390076707399
2017,TON,0.0277047013734185
2018,TON,0.0360298501057229
2019,TON,0.0513523187419169
2020,TON,0.0528093545602678
2010,TTO,0.0747136502905965
2011,TTO,0.0747136502905965
2012,TTO,0.0747136502905965
2013,TTO,0.0747136502905965
2014,TTO,0.0747136502905965
2015,TTO,0.0874847676660066
2016,TTO,0.0783190733670267
2017,TTO,0.0385911098153285
2018,TTO,0.0569898915131663
2019,TTO,0.1017016711414155
2020,TTO,0.1178880062858901
2010,TUN,0.0
2011,TUN,0.0
2012,TUN,0.0
2013,TUN,0.0
2014,TUN,0.0
2015,TUN,0.0
2016,TUN,0.0
2017,TUN,0.0
2018,TUN,0.0
2019,TUN,0.0
2020,TUN,0.0
2010,TUR,0.2616433501545301
2011,TUR,0.2921643896510908
2012,TUR,0.2884007257882571
2013,TUR,0.27201820708195
2014,TUR,0.3120891234332765
2015,TUR,0.3023604131574509
2016,TUR,0.3531768939086445
2017,TUR,0.3472018532326236
2018,TUR,0.3967598621408022
2019,TUR,0.3942983271432
2020,TUR,0.3579095870809003
2010,TUV,0.0461813909594195
2011,TUV,0.0493664311160424
2012,TUV,0.0814866516642395
2013,TUV,0.0561758589852985
2014,TUV,0.0457925522088246
2015,TUV,0.0432781456839195
2016,TUV,0.0243390076707399
2017,TUV,0.0277047013734185
2018,TUV,0.0360298501057229
2019,TUV,0.0513523187419169
2020,TUV,0.0528093545602678
2010,TZA,0.0890955352400809
2011,TZA,0.09119476059562
2012,TZA,0.1018075510238991
2013,TZA,0.1102034906766008
2014,TZA,0.1052186368574527
2015,TZA,0.1070885574022743
2016,TZA,0.1066566655893353
2017,TZA,0.0960706893860505
2018,TZA,0.0944620296624523
2019,TZA,0.0967563687923854
2020,TZA,0.0916948875257155
2010,UGA,0.0890955352400809
2011,UGA,0.09119476059562
2012,UGA,0.1018075510238991
2013,UGA,0.1102034906766008
2014,UGA,0.1052186368574527
2015,UGA,0.1070885574022743
2016,UGA,0.1066566655893353
2017,UGA,0.0960706893860505
2018,UGA,0.0944620296624523
2019,UGA,0.0967563687923854
2020,UGA,0.0916948875257155
2010,UKR,0.2897980985815163
2011,UKR,0.2897980985815163
2012,UKR,0.2897980985815163
2013,UKR,0.2897980985815163
2014,UKR,0.2897980985815163
2015,UKR,0.2897980985815163
2016,UKR,0.2579537445708324
2017,UKR,0.2816670651673456
2018,UKR,0.2543368842042305
2019,UKR,0.2442183353602815
2020,UKR,0.1804638688193108
2010,URY,0.0200564774777413
2011,URY,0.0200564774777413
2012,URY,0.0200564774777413
2013,URY,0.0200564774777413
2014,URY,0.0200564774777413
2015,URY,0.0200564774777413
2016,URY,0.0160370516177351
2017,URY,0.0153725475196175
2018,URY,0.0155492889410866
2019,URY,0.0092912829183249
2020,URY,0.0144620473356622
2010,USA,0.4636845506995784
2011,USA,0.4415210478114297
2012,USA,0.3947375699868756
2013,USA,0.4125349055306345
2014,USA,0.4105126334333619
2015,USA,0.3556198812589277
2016,USA,0.3298521468956427
2017,USA,0.3264604808530148
2018,USA,0.3028206556180026
2019,USA,0.2603055988172452
2020,USA,0.2194107527715598
2010,UZB,0.2616433501545301
2011,UZB,0.2921643896510908
2012,UZB,0.2884007257882571
2013,UZB,0.27201820708195
2014,UZB,0.3120891234332765
2015,UZB,0.3023604131574509
2016,UZB,0.3531768939086445
2017,UZB,0.3472018532326236
2018,UZB,0.3967598621408022
2019,UZB,0.3942983271432
2020,UZB,0.3579095870809003
2010,VCT,0.0747136502905965
2011,VCT,0.0747136502905965
2012,VCT,0.0747136502905965
2013,VCT,0.0747136502905965
2014,VCT,0.0747136502905965
2015,VCT,0.0874847676660066
2016,VCT,0.0783190733670267
2017,VCT,0.0385911098153285
2018,VCT,0.0569898915131663
2019,VCT,0.1017016711414155
2020,VCT,0.1178880062858901
2010,VEN,0.0747136502905965
2011,VEN,0.0747136502905965
2012,VEN,0.0747136502905965
2013,VEN,0.0747136502905965
2014,VEN,0.0747136502905965
2015,VEN,0.0874847676660066
2016,VEN,0.0783190733670267
2017,VEN,0.0385911098153285
2018,VEN,0.0569898915131663
2019,VEN,0.1017016711414155
2020,VEN,0.1178880062858901
2010,VGB,0.0747136502905965
2011,VGB,0.0747136502905965
2012,VGB,0.0747136502905965
2013,VGB,0.0747136502905965
2014,VGB,0.0747136502905965
2015,VGB,0.0874847676660066
2016,VGB,0.0783190733670267
2017,VGB,0.0385911098153285
2018,VGB,0.0569898915131663
2019,VGB,0.1017016711414155
2020,VGB,0.1178880062858901
2010,VIR,0.0747136502905965
2011,VIR,0.0747136502905965
2012,VIR,0.0747136502905965
2013,VIR,0.0747136502905965
2014,VIR,0.0747136502905965
2015,VIR,0.0874847676660066
2016,VIR,0.0783190733670267
2017,VIR,0.0385911098153285
2018,VIR,0.0569898915131663
2019,VIR,0.1017016711414155
2020,VIR,0.1178880062858901
2010,VNM,0.71996738281994
2011,VNM,0.71996738281994
2012,VNM,0.71996738281994
2013,VNM,0.71996738281994
2014,VNM,0.71996738281994
2015,VNM,0.71996738281994
2016,VNM,0.7081427371404031
2017,VNM,0.7088763679244826
2018,VNM,0.6983497294285053
2019,VNM,0.6832608570112407
2020,VNM,0.6756613599051515
2010,VUT,0.0461813909594195
2011,VUT,0.0493664311160424
2012,VUT,0.0814866516642395
2013,VUT,0.0561758589852985
2014,VUT,0.0457925522088246
2015,VUT,0.0432781456839195
2016,VUT,0.0243390076707399
2017,VUT,0.0277047013734185
2018,VUT,0.0360298501057229
2019,VUT,0.0513523187419169
2020,VUT,0.0528093545602678
2010,WSM,0.0461813909594195
2011,WSM,0.0493664311160424
2012,WSM,0.0814866516642395
2013,WSM,0.0561758589852985
2014,WSM,0.0457925522088246
2015,WSM,0.0432781456839195
2016,WSM,0.0243390076707399
2017,WSM,0.0277047013734185
2018,WSM,0.0360298501057229
2019,WSM,0.0513523187419169
2020,WSM,0.0528093545602678
2010,XKX,0.5776259152119779
2011,XKX,0.5776259152119779
2012,XKX,0.5776259152119779
2013,XKX,0.5776259152119779
2014,XKX,0.5776259152119779
2015,XKX,0.5776259152119779
2016,XKX,0.5097645829102069
2017,XKX,0.6086839081437022
2018,XKX,0.503574834553255
2019,XKX,0.5985285182724993
2020,XKX,0.4938500144013068
2010,YEM,0.0
2011,YEM,0.0
2012,YEM,0.0
2013,YEM,0.0
2014,YEM,0.0
2015,YEM,0.0
2016,YEM,0.0
2017,YEM,0.0
2018,YEM,0.0
2019,YEM,0.0
2020,YEM,0.0
2010,ZAF,0.0890955352400809
2011,ZAF,0.09119476059562
2012,ZAF,0.1018075510238991
2013,ZAF,0.1102034906766008
2014,ZAF,0.1052186368574527
2015,ZAF,0.1070885574022743
2016,ZAF,0.1066566655893353
2017,ZAF,0.0960706893860505
2018,ZAF,0.0944620296624523
2019,ZAF,0.0967563687923854
2020,ZAF,0.0916948875257155
2010,ZMB,0.0890955352400809
2011,ZMB,0.09119476059562
2012,ZMB,0.1018075510238991
2013,ZMB,0.1102034906766008
2014,ZMB,0.1052186368574527
2015,ZMB,0.1070885574022743
2016,ZMB,0.1066566655893353
2017,ZMB,0.0960706893860505
2018,ZMB,0.0944620296624523
2019,ZMB,0.0967563687923854
2020,ZMB,0.0916948875257155
2010,ZWE,0.0890955352400809
2011,ZWE,0.09119476059562
2012,ZWE,0.1018075510238991
2013,ZWE,0.1102034906766008
2014,ZWE,0.1052186368574527
2015,ZWE,0.1070885574022743
2016,ZWE,0.1066566655893353
2017,ZWE,0.0960706893860505
2018,ZWE,0.0944620296624523
2019,ZWE,0.0967563687923854
2020,ZWE,0.0916948875257155
