Year,iso_code3,frac_scoe_heat_energy_residential_kerosene
2013,CUB,0.021952374151085016
2014,CUB,0.021952374151085016
2015,CUB,0.021952374151085016
2016,CUB,0.021952374151085016
2017,CUB,0.021952374151085016
2018,CUB,0.021952374151085016
2019,CUB,0.021952374151085016
2011,CYP,0.06376344086021501
2012,CYP,0.062148724600086434
2013,CYP,0.058272760872243416
2014,CYP,0.05640823822642
2015,CYP,0.05755313038483631
2016,CYP,0.0571686815049147
2017,CYP,0.0550061117901989
2018,CYP,0.04958374142997061
2019,CYP,0.052371873948637404
2011,CZE,0.02195237415108501
2012,CZE,0.02195237415108501
2013,CZE,0.02195237415108501
2014,CZE,0.02195237415108501
2015,CZE,0.02195237415108501
2016,CZE,0.02195237415108501
2017,CZE,0.02195237415108501
2018,CZE,0.02195237415108501
2019,CZE,0.02195237415108501
2011,DEU,0.02512192897040821
2012,DEU,0.02605811613144991
2013,DEU,0.026516301625325502
2014,DEU,0.027035616268003704
2015,DEU,0.02472854107174121
2016,DEU,0.02242763187421741
2017,DEU,0.023655657058812517
2018,DEU,0.020963530326210702
2019,DEU,0.023540506212494906
2011,DJI,0.021952374151085016
2012,DJI,0.021952374151085016
2013,DJI,0.021952374151085016
2014,DJI,0.021952374151085016
2015,DJI,0.021952374151085016
2016,DJI,0.021952374151085016
2017,DJI,0.021952374151085016
2018,DJI,0.021952374151085016
2019,DJI,0.021952374151085016
2011,DNK,0.011443604077606005
2012,DNK,0.009953029153859401
2013,DNK,0.009352757267345102
2014,DNK,0.007636664785594402
2015,DNK,0.007225677491676902
2016,DNK,0.006756536001097701
2017,DNK,0.006494289850410102
2018,DNK,0.006805984880158402
2019,DNK,0.006102212051868802
2011,DOM,0.021952374151085016
2012,DOM,0.021952374151085016
2013,DOM,0.021952374151085016
2014,DOM,0.021952374151085016
2015,DOM,0.021952374151085016
2016,DOM,0.021952374151085016
2017,DOM,0.021952374151085016
2018,DOM,0.021952374151085016
2019,DOM,0.021952374151085016
2011,DZA,0.021952374151085016
2012,DZA,0.021952374151085016
2013,DZA,0.021952374151085016
2014,DZA,0.021952374151085016
2015,DZA,0.021952374151085016
2016,DZA,0.021952374151085016
2017,DZA,0.021952374151085016
2018,DZA,0.021952374151085016
2019,DZA,0.021952374151085016
2011,ECU,0.021952374151085016
2012,ECU,0.021952374151085016
2013,ECU,0.021952374151085016
2014,ECU,0.021952374151085016
2015,ECU,0.021952374151085016
2016,ECU,0.021952374151085016
2017,ECU,0.021952374151085016
2018,ECU,0.021952374151085016
2019,ECU,0.021952374151085016
2011,EGY,0.021952374151085016
2012,EGY,0.021952374151085016
2013,EGY,0.021952374151085016
2014,EGY,0.021952374151085016
2015,EGY,0.021952374151085016
2016,EGY,0.021952374151085016
2017,EGY,0.021952374151085016
2018,EGY,0.021952374151085016
2019,EGY,0.021952374151085016
2011,ESP,0.030190279401635812
2012,ESP,0.0286846774233183
2013,ESP,0.029790762625209206
2014,ESP,0.029492189519172107
2015,ESP,0.03108576184473031
2016,ESP,0.031585663574697914
2017,ESP,0.03059523679407161
2018,ESP,0.03026562322081091
2019,ESP,0.027756655043786212
2011,EST,0.0011924417538066003
2012,EST,0.0010241704219582002
2013,EST,0.0009126308104161004
2014,EST,0.0011087879363872002
2015,EST,0.0012773483558233007
2016,EST,0.0013353971288961005
2017,EST,0.0011765060786147004
2018,EST,0.0010488462691039006
2019,EST,0.0011247595086576001
2011,ETH,0.021952374151085016
2012,ETH,0.021952374151085016
2013,ETH,0.021952374151085016
2014,ETH,0.021952374151085016
2015,ETH,0.021952374151085016
2016,ETH,0.021952374151085016
2017,ETH,0.021952374151085016
2018,ETH,0.021952374151085016
2019,ETH,0.021952374151085016
2011,FIN,0.013306218200651905
2012,FIN,0.013047601779662202
2013,FIN,0.012303608312765104
2014,FIN,0.011757109823117801
2015,FIN,0.010948933672471104
2016,FIN,0.0099933135647421
2017,FIN,0.009530895427997404
2018,FIN,0.009115165723275203
2019,FIN,0.008254419191919103
2011,FJI,0.021952374151085016
2012,FJI,0.021952374151085016
2013,FJI,0.021952374151085016
2014,FJI,0.021952374151085016
2015,FJI,0.021952374151085016
2016,FJI,0.021952374151085016
2017,FJI,0.021952374151085016
2018,FJI,0.021952374151085016
2019,FJI,0.021952374151085016
2011,FRA,0.022925709833053903
2012,FRA,0.02191432900117971
2013,FRA,0.021130105362671306
2014,FRA,0.022144880553104613
2015,FRA,0.021042005099278102
2016,FRA,0.018866009695827805
2017,FRA,0.01923374551043601
2018,FRA,0.018322568522911403
2019,FRA,0.017405416758155205
2011,GAB,0.021952374151085016
2012,GAB,0.021952374151085016
2013,GAB,0.021952374151085016
2014,GAB,0.021952374151085016
2015,GAB,0.021952374151085016
2016,GAB,0.021952374151085016
2017,GAB,0.021952374151085016
2018,GAB,0.021952374151085016
2019,GAB,0.021952374151085016
2011,GBR,0.008688319384297203
2012,GBR,0.007995888681118401
2013,GBR,0.008253505982107103
2014,GBR,0.008673777121374305
2015,GBR,0.008273672079362205
2016,GBR,0.008046039249090201
2017,GBR,0.008153561665325904
2018,GBR,0.007930012288893201
2019,GBR,0.008262529817099601
2011,GEO,0.007446372455253403
2012,GEO,0.0037616794078388013
2013,GEO,0.0015761014524381003
2014,GEO,0.0016954414117534007
2015,GEO,0.001903374377291001
2016,GEO,0.0014039398060808
2017,GEO,0.0013131565782891006
2018,GEO,0.0018226282761166007
2019,GEO,0.0009465215333648004
2011,GHA,0.021952374151085016
2012,GHA,0.021952374151085016
2013,GHA,0.021952374151085016
2014,GHA,0.021952374151085016
2015,GHA,0.021952374151085016
2016,GHA,0.021952374151085016
2017,GHA,0.021952374151085016
2018,GHA,0.021952374151085016
2019,GHA,0.021952374151085016
2011,GIN,0.021952374151085016
2012,GIN,0.021952374151085016
2013,GIN,0.021952374151085016
2014,GIN,0.021952374151085016
2015,GIN,0.021952374151085016
2016,GIN,0.021952374151085016
2017,GIN,0.021952374151085016
2018,GIN,0.021952374151085016
2019,GIN,0.021952374151085016
2011,GMB,0.021952374151085016
2012,GMB,0.021952374151085016
2013,GMB,0.021952374151085016
2014,GMB,0.021952374151085016
2015,GMB,0.021952374151085016
2016,GMB,0.021952374151085016
2017,GMB,0.021952374151085016
2018,GMB,0.021952374151085016
2019,GMB,0.021952374151085016
2011,GNB,0.021952374151085016
2012,GNB,0.021952374151085016
2013,GNB,0.021952374151085016
2014,GNB,0.021952374151085016
2015,GNB,0.021952374151085016
2016,GNB,0.021952374151085016
2017,GNB,0.021952374151085016
2018,GNB,0.021952374151085016
2019,GNB,0.021952374151085016
2011,GNQ,0.021952374151085016
2012,GNQ,0.021952374151085016
2013,GNQ,0.021952374151085016
2014,GNQ,0.021952374151085016
2015,GNQ,0.021952374151085016
2016,GNQ,0.021952374151085016
2017,GNQ,0.021952374151085016
2018,GNQ,0.021952374151085016
2019,GNQ,0.021952374151085016
2011,GRC,0.06199683478978872
2012,GRC,0.053199328204140924
2013,GRC,0.039108333904663006
2014,GRC,0.04036913334749111
2015,GRC,0.04739556675459662
2016,GRC,0.04551377920044772
2017,GRC,0.04421469043670532
2018,GRC,0.041131254532269707
2019,GRC,0.04299611601147042
2011,GTM,0.021952374151085016
2012,GTM,0.021952374151085016
2013,GTM,0.021952374151085016
2014,GTM,0.021952374151085016
2015,GTM,0.021952374151085016
2016,GTM,0.021952374151085016
2017,GTM,0.021952374151085016
2018,GTM,0.021952374151085016
2019,GTM,0.021952374151085016
2011,GUY,0.021952374151085016
2012,GUY,0.021952374151085016
2013,GUY,0.021952374151085016
2014,GUY,0.021952374151085016
2015,GUY,0.021952374151085016
2016,GUY,0.021952374151085016
2017,GUY,0.021952374151085016
2018,GUY,0.021952374151085016
2019,GUY,0.021952374151085016
2011,HKG,0.016449073855870203
2012,HKG,0.015936630675656507
2013,HKG,0.016176892887910403
2014,HKG,0.015459073395357504
2015,HKG,0.015189013442034204
2016,HKG,0.014892208774583903
2017,HKG,0.0145442327077233
2018,HKG,0.018741207968416704
2019,HKG,0.014849569507594005
2011,HND,0.021952374151085016
2012,HND,0.021952374151085016
2013,HND,0.021952374151085016
2014,HND,0.021952374151085016
2015,HND,0.021952374151085016
2016,HND,0.021952374151085016
2017,HND,0.021952374151085016
2018,HND,0.021952374151085016
2019,HND,0.021952374151085016
2011,HRV,0.009768724326149305
2012,HRV,0.008458437992873402
2013,HRV,0.007658656439144202
2014,HRV,0.007272776705364105
2015,HRV,0.007424060874828602
2016,HRV,0.007431288587930604
2017,HRV,0.007312822067293102
2018,HRV,0.006623130621382102
2019,HRV,0.005767597336767401
2011,HTI,0.021952374151085016
2012,HTI,0.021952374151085016
2013,HTI,0.021952374151085016
2014,HTI,0.021952374151085016
2015,HTI,0.021952374151085016
2016,HTI,0.021952374151085016
2017,HTI,0.021952374151085016
2018,HTI,0.021952374151085016
2019,HTI,0.021952374151085016
2011,HUN,0.0018436593691991009
2012,HUN,0.0014245629181955004
2013,HUN,0.0015874074568131005
2014,HUN,0.0013255376647931002
2015,HUN,0.0014454101234660003
2016,HUN,0.0011202389843166004
2017,HUN,0.0013839915373765005
2018,HUN,0.0015400783599618007
2019,HUN,0.0015477705092114004
2011,IDN,0.021952374151085016
2012,IDN,0.021952374151085016
2013,IDN,0.021952374151085016
2014,IDN,0.021952374151085016
2015,IDN,0.021952374151085016
2016,IDN,0.021952374151085016
2017,IDN,0.021952374151085016
2018,IDN,0.021952374151085016
2019,IDN,0.021952374151085016
2011,IND,0.021952374151085016
2012,IND,0.021952374151085016
2013,IND,0.021952374151085016
2014,IND,0.021952374151085016
2015,IND,0.021952374151085016
2016,IND,0.021952374151085016
2017,IND,0.021952374151085016
2018,IND,0.021952374151085016
2019,IND,0.021952374151085016
2011,IRL,0.054438063355554935
2012,IRL,0.050405443950939224
2013,IRL,0.04749351410159841
2014,IRL,0.046667614713689826
2015,IRL,0.04843908685477101
2016,IRL,0.04957128401768121
2017,IRL,0.05098988906992833
2018,IRL,0.051002141903707415
2019,IRL,0.05179797284210972
2011,IRN,0.021952374151085016
2012,IRN,0.021952374151085016
2013,IRN,0.021952374151085016
2014,IRN,0.021952374151085016
2015,IRN,0.021952374151085016
2016,IRN,0.021952374151085016
2017,IRN,0.021952374151085016
2018,IRN,0.021952374151085016
2019,IRN,0.021952374151085016
2011,IRQ,0.021952374151085016
2012,IRQ,0.021952374151085016
2013,IRQ,0.021952374151085016
2014,IRQ,0.021952374151085016
2015,IRQ,0.021952374151085016
2016,IRQ,0.021952374151085016
2017,IRQ,0.021952374151085016
2018,IRQ,0.021952374151085016
2019,IRQ,0.021952374151085016
2011,ISL,0.02195237415108501
2012,ISL,0.02195237415108501
2013,ISL,0.02195237415108501
2014,ISL,0.02195237415108501
2015,ISL,0.02195237415108501
2016,ISL,0.02195237415108501
2017,ISL,0.02195237415108501
2018,ISL,0.02195237415108501
2019,ISL,0.02195237415108501
2011,ISR,0.02195237415108501
2012,ISR,0.02195237415108501
2013,ISR,0.02195237415108501
2014,ISR,0.02195237415108501
2015,ISR,0.02195237415108501
2016,ISR,0.02195237415108501
2017,ISR,0.02195237415108501
2018,ISR,0.02195237415108501
2019,ISR,0.02195237415108501
2011,ITA,0.011426231585925805
2012,ITA,0.009695763575388002
2013,ITA,0.009326198213369403
2014,ITA,0.009127737786754403
2015,ITA,0.008675188280904304
2016,ITA,0.008414750831731302
2017,ITA,0.007528207089434902
2018,ITA,0.008218738008763006
2019,ITA,0.0076099356025758035
2011,JAM,0.021952374151085016
2012,JAM,0.021952374151085016
2013,JAM,0.021952374151085016
2014,JAM,0.021952374151085016
2015,JAM,0.021952374151085016
2016,JAM,0.021952374151085016
2017,JAM,0.021952374151085016
2018,JAM,0.021952374151085016
2019,JAM,0.021952374151085016
2011,JOR,0.021952374151085016
2012,JOR,0.021952374151085016
2013,JOR,0.021952374151085016
2014,JOR,0.021952374151085016
2015,JOR,0.021952374151085016
2016,JOR,0.021952374151085016
2017,JOR,0.021952374151085016
2018,JOR,0.021952374151085016
2019,JOR,0.021952374151085016
2011,JPN,0.05884167255162042
2012,JPN,0.05801420325997972
2013,JPN,0.05723049893070842
2014,JPN,0.0561810483575125
2015,JPN,0.055508086990923924
2016,JPN,0.05553944495966441
2017,JPN,0.05597415304481931
2018,JPN,0.05438383474989131
2019,JPN,0.05303446125855391
2011,KAZ,0.021952374151085016
2012,KAZ,0.021952374151085016
2013,KAZ,0.021952374151085016
2014,KAZ,0.021952374151085016
2015,KAZ,0.021952374151085016
2016,KAZ,0.021952374151085016
2017,KAZ,0.021952374151085016
2018,KAZ,0.021952374151085016
2019,KAZ,0.021952374151085016
2011,KEN,0.021952374151085016
2012,KEN,0.021952374151085016
2013,KEN,0.021952374151085016
2014,KEN,0.021952374151085016
2015,KEN,0.021952374151085016
2016,KEN,0.021952374151085016
2017,KEN,0.021952374151085016
2018,KEN,0.021952374151085016
2019,KEN,0.021952374151085016
2011,KGZ,0.021952374151085016
2012,KGZ,0.021952374151085016
2013,KGZ,0.021952374151085016
2014,KGZ,0.021952374151085016
2015,KGZ,0.021952374151085016
2016,KGZ,0.021952374151085016
2017,KGZ,0.021952374151085016
2018,KGZ,0.021952374151085016
2019,KGZ,0.021952374151085016
2011,KHM,0.021952374151085016
2012,KHM,0.021952374151085016
2013,KHM,0.021952374151085016
2014,KHM,0.021952374151085016
2015,KHM,0.021952374151085016
2016,KHM,0.021952374151085016
2017,KHM,0.021952374151085016
2018,KHM,0.021952374151085016
2019,KHM,0.021952374151085016
2011,KOR,0.020899743210814704
2012,KOR,0.018939022052670205
2013,KOR,0.019276304090794207
2014,KOR,0.020022779196797402
2015,KOR,0.0215718606345384
2016,KOR,0.023000967693332805
2017,KOR,0.022668704634900904
2018,KOR,0.020930060951312703
2019,KOR,0.020275338312966806
2011,KWT,0.02195237415108501
2012,KWT,0.02195237415108501
2013,KWT,0.02195237415108501
2014,KWT,0.02195237415108501
2015,KWT,0.02195237415108501
2016,KWT,0.02195237415108501
2017,KWT,0.02195237415108501
2018,KWT,0.02195237415108501
2019,KWT,0.02195237415108501
2011,LAO,0.021952374151085016
2012,LAO,0.021952374151085016
2013,LAO,0.021952374151085016
2014,LAO,0.021952374151085016
2015,LAO,0.021952374151085016
2016,LAO,0.021952374151085016
2017,LAO,0.021952374151085016
2018,LAO,0.021952374151085016
2019,LAO,0.021952374151085016
2011,LBN,0.021952374151085016
2012,LBN,0.021952374151085016
2013,LBN,0.021952374151085016
2014,LBN,0.021952374151085016
2015,LBN,0.021952374151085016
2016,LBN,0.021952374151085016
2017,LBN,0.021952374151085016
2018,LBN,0.021952374151085016
2019,LBN,0.021952374151085016
2011,LBR,0.021952374151085016
2012,LBR,0.021952374151085016
2013,LBR,0.021952374151085016
2014,LBR,0.021952374151085016
2015,LBR,0.021952374151085016
2016,LBR,0.021952374151085016
2017,LBR,0.021952374151085016
2018,LBR,0.021952374151085016
2019,LBR,0.021952374151085016
2011,LBY,0.021952374151085016
2012,LBY,0.021952374151085016
2013,LBY,0.021952374151085016
2014,LBY,0.021952374151085016
2015,LBY,0.021952374151085016
2016,LBY,0.021952374151085016
2017,LBY,0.021952374151085016
2018,LBY,0.021952374151085016
2019,LBY,0.021952374151085016
2011,LCA,0.021952374151085016
2012,LCA,0.021952374151085016
2013,LCA,0.021952374151085016
2014,LCA,0.021952374151085016
2015,LCA,0.021952374151085016
2016,LCA,0.021952374151085016
2017,LCA,0.021952374151085016
2018,LCA,0.021952374151085016
2019,LCA,0.021952374151085016
2011,LKA,0.021952374151085016
2012,LKA,0.021952374151085016
2013,LKA,0.021952374151085016
2014,LKA,0.021952374151085016
2015,LKA,0.021952374151085016
2016,LKA,0.021952374151085016
2017,LKA,0.021952374151085016
2018,LKA,0.021952374151085016
2019,LKA,0.021952374151085016
2011,LSO,0.021952374151085016
2012,LSO,0.021952374151085016
2013,LSO,0.021952374151085016
2014,LSO,0.021952374151085016
2015,LSO,0.021952374151085016
2016,LSO,0.021952374151085016
2017,LSO,0.021952374151085016
2018,LSO,0.021952374151085016
2019,LSO,0.021952374151085016
2011,LTU,0.004020605603719002
2012,LTU,0.004435187014059701
2013,LTU,0.0039024942028165017
