,Nation,iso_code3,Year,frac_scoe_heat_energy_residential_electricity
1620,Cote d'Ivoire,CIV,2031,0.07120643548163084
1621,Cote d'Ivoire,CIV,2032,0.07120643548163084
1622,Cote d'Ivoire,CIV,2033,0.07120643548163084
1623,Cote d'Ivoire,CIV,2034,0.07120643548163084
1624,Cote d'Ivoire,CIV,2035,0.07120643548163084
1625,Cote d'Ivoire,CIV,2036,0.07120643548163084
1626,Cote d'Ivoire,CIV,2037,0.07120643548163084
1627,Cote d'Ivoire,CIV,2038,0.07120643548163084
1628,Cote d'Ivoire,CIV,2039,0.07120643548163084
1629,Cote d'Ivoire,CIV,2040,0.07120643548163084
1630,Cote d'Ivoire,CIV,2041,0.07120643548163084
1631,Cote d'Ivoire,CIV,2042,0.07120643548163084
1632,Cote d'Ivoire,CIV,2043,0.07120643548163084
1633,Cote d'Ivoire,CIV,2044,0.07120643548163084
1634,Cote d'Ivoire,CIV,2045,0.07120643548163084
1635,Cote d'Ivoire,CIV,2046,0.07120643548163084
1636,Cote d'Ivoire,CIV,2047,0.07120643548163084
1637,Cote d'Ivoire,CIV,2048,0.07120643548163084
1638,Cote d'Ivoire,CIV,2049,0.07120643548163084
1639,Cote d'Ivoire,CIV,2050,0.07120643548163084
1649,Croatia,HRV,2020,0.050139518660620865
1650,Croatia,HRV,2021,0.050139518660620865
1651,Croatia,HRV,2022,0.050139518660620865
1652,Croatia,HRV,2023,0.050139518660620865
1653,Croatia,HRV,2024,0.050139518660620865
1654,Croatia,HRV,2025,0.050139518660620865
1655,Croatia,HRV,2026,0.050139518660620865
1656,Croatia,HRV,2027,0.050139518660620865
1657,Croatia,HRV,2028,0.050139518660620865
1658,Croatia,HRV,2029,0.050139518660620865
1659,Croatia,HRV,2030,0.050139518660620865
1660,Croatia,HRV,2031,0.050139518660620865
1661,Croatia,HRV,2032,0.050139518660620865
1662,Croatia,HRV,2033,0.050139518660620865
1663,Croatia,HRV,2034,0.050139518660620865
1664,Croatia,HRV,2035,0.050139518660620865
1665,Croatia,HRV,2036,0.050139518660620865
1666,Croatia,HRV,2037,0.050139518660620865
1667,Croatia,HRV,2038,0.050139518660620865
1668,Croatia,HRV,2039,0.050139518660620865
1669,Croatia,HRV,2040,0.050139518660620865
1670,Croatia,HRV,2041,0.050139518660620865
1671,Croatia,HRV,2042,0.050139518660620865
1672,Croatia,HRV,2043,0.050139518660620865
1673,Croatia,HRV,2044,0.050139518660620865
1674,Croatia,HRV,2045,0.050139518660620865
1675,Croatia,HRV,2046,0.050139518660620865
1676,Croatia,HRV,2047,0.050139518660620865
1677,Croatia,HRV,2048,0.050139518660620865
1678,Croatia,HRV,2049,0.050139518660620865
1679,Croatia,HRV,2050,0.050139518660620865
1689,Cuba,CUB,2020,0.07120643548163084
1690,Cuba,CUB,2021,0.07120643548163084
1691,Cuba,CUB,2022,0.07120643548163084
1692,Cuba,CUB,2023,0.07120643548163084
1693,Cuba,CUB,2024,0.07120643548163084
1694,Cuba,CUB,2025,0.07120643548163084
1695,Cuba,CUB,2026,0.07120643548163084
1696,Cuba,CUB,2027,0.07120643548163084
1697,Cuba,CUB,2028,0.07120643548163084
1698,Cuba,CUB,2029,0.07120643548163084
1699,Cuba,CUB,2030,0.07120643548163084
1700,Cuba,CUB,2031,0.07120643548163084
1701,Cuba,CUB,2032,0.07120643548163084
1702,Cuba,CUB,2033,0.07120643548163084
1703,Cuba,CUB,2034,0.07120643548163084
1704,Cuba,CUB,2035,0.07120643548163084
1705,Cuba,CUB,2036,0.07120643548163084
1706,Cuba,CUB,2037,0.07120643548163084
1707,Cuba,CUB,2038,0.07120643548163084
1708,Cuba,CUB,2039,0.07120643548163084
1709,Cuba,CUB,2040,0.07120643548163084
1710,Cuba,CUB,2041,0.07120643548163084
1711,Cuba,CUB,2042,0.07120643548163084
1712,Cuba,CUB,2043,0.07120643548163084
1713,Cuba,CUB,2044,0.07120643548163084
1714,Cuba,CUB,2045,0.07120643548163084
1715,Cuba,CUB,2046,0.07120643548163084
1716,Cuba,CUB,2047,0.07120643548163084
1717,Cuba,CUB,2048,0.07120643548163084
1718,Cuba,CUB,2049,0.07120643548163084
1719,Cuba,CUB,2050,0.07120643548163084
1729,Cyprus,CYP,2020,0.20253164556962025
1730,Cyprus,CYP,2021,0.20253164556962025
1731,Cyprus,CYP,2022,0.20253164556962025
1732,Cyprus,CYP,2023,0.20253164556962025
1733,Cyprus,CYP,2024,0.20253164556962025
1734,Cyprus,CYP,2025,0.20253164556962025
1735,Cyprus,CYP,2026,0.20253164556962025
1736,Cyprus,CYP,2027,0.20253164556962025
1737,Cyprus,CYP,2028,0.20253164556962025
1738,Cyprus,CYP,2029,0.20253164556962025
1739,Cyprus,CYP,2030,0.20253164556962025
1740,Cyprus,CYP,2031,0.20253164556962025
1741,Cyprus,CYP,2032,0.20253164556962025
1742,Cyprus,CYP,2033,0.20253164556962025
1743,Cyprus,CYP,2034,0.20253164556962025
1744,Cyprus,CYP,2035,0.20253164556962025
1745,Cyprus,CYP,2036,0.20253164556962025
1746,Cyprus,CYP,2037,0.20253164556962025
1747,Cyprus,CYP,2038,0.20253164556962025
1748,Cyprus,CYP,2039,0.20253164556962025
1749,Cyprus,CYP,2040,0.20253164556962025
1750,Cyprus,CYP,2041,0.20253164556962025
1751,Cyprus,CYP,2042,0.20253164556962025
1752,Cyprus,CYP,2043,0.20253164556962025
1753,Cyprus,CYP,2044,0.20253164556962025
1754,Cyprus,CYP,2045,0.20253164556962025
1755,Cyprus,CYP,2046,0.20253164556962025
1756,Cyprus,CYP,2047,0.20253164556962025
1757,Cyprus,CYP,2048,0.20253164556962025
1758,Cyprus,CYP,2049,0.20253164556962025
1759,Cyprus,CYP,2050,0.20253164556962025
1769,Czech Republic,CZE,2020,0.08768168173648051
1770,Czech Republic,CZE,2021,0.08768168173648051
1771,Czech Republic,CZE,2022,0.08768168173648051
1772,Czech Republic,CZE,2023,0.08768168173648051
1773,Czech Republic,CZE,2024,0.08768168173648051
1774,Czech Republic,CZE,2025,0.08768168173648051
1775,Czech Republic,CZE,2026,0.08768168173648051
1776,Czech Republic,CZE,2027,0.08768168173648051
1777,Czech Republic,CZE,2028,0.08768168173648051
1778,Czech Republic,CZE,2029,0.08768168173648051
1779,Czech Republic,CZE,2030,0.08768168173648051
1780,Czech Republic,CZE,2031,0.08768168173648051
1781,Czech Republic,CZE,2032,0.08768168173648051
1782,Czech Republic,CZE,2033,0.08768168173648051
1783,Czech Republic,CZE,2034,0.08768168173648051
1784,Czech Republic,CZE,2035,0.08768168173648051
1785,Czech Republic,CZE,2036,0.08768168173648051
1786,Czech Republic,CZE,2037,0.08768168173648051
1787,Czech Republic,CZE,2038,0.08768168173648051
1788,Czech Republic,CZE,2039,0.08768168173648051
1789,Czech Republic,CZE,2040,0.08768168173648051
1790,Czech Republic,CZE,2041,0.08768168173648051
1791,Czech Republic,CZE,2042,0.08768168173648051
1792,Czech Republic,CZE,2043,0.08768168173648051
1793,Czech Republic,CZE,2044,0.08768168173648051
1794,Czech Republic,CZE,2045,0.08768168173648051
1795,Czech Republic,CZE,2046,0.08768168173648051
1796,Czech Republic,CZE,2047,0.08768168173648051
1797,Czech Republic,CZE,2048,0.08768168173648051
1798,Czech Republic,CZE,2049,0.08768168173648051
1799,Czech Republic,CZE,2050,0.08768168173648051
1809,Denmark,DNK,2020,0.07220991415120465
1810,Denmark,DNK,2021,0.07220991415120465
1811,Denmark,DNK,2022,0.07220991415120465
1812,Denmark,DNK,2023,0.07220991415120465
1813,Denmark,DNK,2024,0.07220991415120465
1814,Denmark,DNK,2025,0.07220991415120465
1815,Denmark,DNK,2026,0.07220991415120465
1816,Denmark,DNK,2027,0.07220991415120465
1817,Denmark,DNK,2028,0.07220991415120465
1818,Denmark,DNK,2029,0.07220991415120465
1819,Denmark,DNK,2030,0.07220991415120465
1820,Denmark,DNK,2031,0.07220991415120465
1821,Denmark,DNK,2032,0.07220991415120465
1822,Denmark,DNK,2033,0.07220991415120465
1823,Denmark,DNK,2034,0.07220991415120465
1824,Denmark,DNK,2035,0.07220991415120465
1825,Denmark,DNK,2036,0.07220991415120465
1826,Denmark,DNK,2037,0.07220991415120465
1827,Denmark,DNK,2038,0.07220991415120465
1828,Denmark,DNK,2039,0.07220991415120465
1829,Denmark,DNK,2040,0.07220991415120465
1830,Denmark,DNK,2041,0.07220991415120465
1831,Denmark,DNK,2042,0.07220991415120465
1832,Denmark,DNK,2043,0.07220991415120465
1833,Denmark,DNK,2044,0.07220991415120465
1834,Denmark,DNK,2045,0.07220991415120465
1835,Denmark,DNK,2046,0.07220991415120465
1836,Denmark,DNK,2047,0.07220991415120465
1837,Denmark,DNK,2048,0.07220991415120465
1838,Denmark,DNK,2049,0.07220991415120465
1839,Denmark,DNK,2050,0.07220991415120465
1849,Djibouti,DJI,2020,0.07120643548163084
1850,Djibouti,DJI,2021,0.07120643548163084
1851,Djibouti,DJI,2022,0.07120643548163084
1852,Djibouti,DJI,2023,0.07120643548163084
1853,Djibouti,DJI,2024,0.07120643548163084
1854,Djibouti,DJI,2025,0.07120643548163084
1855,Djibouti,DJI,2026,0.07120643548163084
1856,Djibouti,DJI,2027,0.07120643548163084
1857,Djibouti,DJI,2028,0.07120643548163084
1858,Djibouti,DJI,2029,0.07120643548163084
1859,Djibouti,DJI,2030,0.07120643548163084
1860,Djibouti,DJI,2031,0.07120643548163084
1861,Djibouti,DJI,2032,0.07120643548163084
1862,Djibouti,DJI,2033,0.07120643548163084
1863,Djibouti,DJI,2034,0.07120643548163084
1864,Djibouti,DJI,2035,0.07120643548163084
1865,Djibouti,DJI,2036,0.07120643548163084
1866,Djibouti,DJI,2037,0.07120643548163084
1867,Djibouti,DJI,2038,0.07120643548163084
1868,Djibouti,DJI,2039,0.07120643548163084
1869,Djibouti,DJI,2040,0.07120643548163084
1870,Djibouti,DJI,2041,0.07120643548163084
1871,Djibouti,DJI,2042,0.07120643548163084
1872,Djibouti,DJI,2043,0.07120643548163084
1873,Djibouti,DJI,2044,0.07120643548163084
1874,Djibouti,DJI,2045,0.07120643548163084
1875,Djibouti,DJI,2046,0.07120643548163084
1876,Djibouti,DJI,2047,0.07120643548163084
1877,Djibouti,DJI,2048,0.07120643548163084
1878,Djibouti,DJI,2049,0.07120643548163084
1879,Djibouti,DJI,2050,0.07120643548163084
1889,Dominican Republic,DOM,2020,0.07120643548163084
1890,Dominican Republic,DOM,2021,0.07120643548163084
1891,Dominican Republic,DOM,2022,0.07120643548163084
1892,Dominican Republic,DOM,2023,0.07120643548163084
1893,Dominican Republic,DOM,2024,0.07120643548163084
1894,Dominican Republic,DOM,2025,0.07120643548163084
1895,Dominican Republic,DOM,2026,0.07120643548163084
1896,Dominican Republic,DOM,2027,0.07120643548163084
1897,Dominican Republic,DOM,2028,0.07120643548163084
1898,Dominican Republic,DOM,2029,0.07120643548163084
1899,Dominican Republic,DOM,2030,0.07120643548163084
1900,Dominican Republic,DOM,2031,0.07120643548163084
1901,Dominican Republic,DOM,2032,0.07120643548163084
1902,Dominican Republic,DOM,2033,0.07120643548163084
1903,Dominican Republic,DOM,2034,0.07120643548163084
1904,Dominican Republic,DOM,2035,0.07120643548163084
1905,Dominican Republic,DOM,2036,0.07120643548163084
1906,Dominican Republic,DOM,2037,0.07120643548163084
1907,Dominican Republic,DOM,2038,0.07120643548163084
1908,Dominican Republic,DOM,2039,0.07120643548163084
1909,Dominican Republic,DOM,2040,0.07120643548163084
1910,Dominican Republic,DOM,2041,0.07120643548163084
1911,Dominican Republic,DOM,2042,0.07120643548163084
1912,Dominican Republic,DOM,2043,0.07120643548163084
1913,Dominican Republic,DOM,2044,0.07120643548163084
1914,Dominican Republic,DOM,2045,0.07120643548163084
1915,Dominican Republic,DOM,2046,0.07120643548163084
1916,Dominican Republic,DOM,2047,0.07120643548163084
1917,Dominican Republic,DOM,2048,0.07120643548163084
1918,Dominican Republic,DOM,2049,0.07120643548163084
1919,Dominican Republic,DOM,2050,0.07120643548163084
1929,Ecuador,ECU,2020,0.07120643548163084
1930,Ecuador,ECU,2021,0.07120643548163084
1931,Ecuador,ECU,2022,0.07120643548163084
1932,Ecuador,ECU,2023,0.07120643548163084
1933,Ecuador,ECU,2024,0.07120643548163084
1934,Ecuador,ECU,2025,0.07120643548163084
1935,Ecuador,ECU,2026,0.07120643548163084
1936,Ecuador,ECU,2027,0.07120643548163084
1937,Ecuador,ECU,2028,0.07120643548163084
1938,Ecuador,ECU,2029,0.07120643548163084
1939,Ecuador,ECU,2030,0.07120643548163084
1940,Ecuador,ECU,2031,0.07120643548163084
1941,Ecuador,ECU,2032,0.07120643548163084
1942,Ecuador,ECU,2033,0.07120643548163084
1943,Ecuador,ECU,2034,0.07120643548163084
1944,Ecuador,ECU,2035,0.07120643548163084
1945,Ecuador,ECU,2036,0.07120643548163084
1946,Ecuador,ECU,2037,0.07120643548163084
1947,Ecuador,ECU,2038,0.07120643548163084
1948,Ecuador,ECU,2039,0.07120643548163084
1949,Ecuador,ECU,2040,0.07120643548163084
1950,Ecuador,ECU,2041,0.07120643548163084
1951,Ecuador,ECU,2042,0.07120643548163084
1952,Ecuador,ECU,2043,0.07120643548163084
1953,Ecuador,ECU,2044,0.07120643548163084
1954,Ecuador,ECU,2045,0.07120643548163084
1955,Ecuador,ECU,2046,0.07120643548163084
1956,Ecuador,ECU,2047,0.07120643548163084
1957,Ecuador,ECU,2048,0.07120643548163084
1958,Ecuador,ECU,2049,0.07120643548163084
1959,Ecuador,ECU,2050,0.07120643548163084
1969,"Egypt, Arab Rep.",EGY,2020,0.07120643548163084
1970,"Egypt, Arab Rep.",EGY,2021,0.07120643548163084
1971,"Egypt, Arab Rep.",EGY,2022,0.07120643548163084
1972,"Egypt, Arab Rep.",EGY,2023,0.07120643548163084
1973,"Egypt, Arab Rep.",EGY,2024,0.07120643548163084
1974,"Egypt, Arab Rep.",EGY,2025,0.07120643548163084
1975,"Egypt, Arab Rep.",EGY,2026,0.07120643548163084
1976,"Egypt, Arab Rep.",EGY,2027,0.07120643548163084
1977,"Egypt, Arab Rep.",EGY,2028,0.07120643548163084
1978,"Egypt, Arab Rep.",EGY,2029,0.07120643548163084
1979,"Egypt, Arab Rep.",EGY,2030,0.07120643548163084
1980,"Egypt, Arab Rep.",EGY,2031,0.07120643548163084
1981,"Egypt, Arab Rep.",EGY,2032,0.07120643548163084
1982,"Egypt, Arab Rep.",EGY,2033,0.07120643548163084
1983,"Egypt, Arab Rep.",EGY,2034,0.07120643548163084
1984,"Egypt, Arab Rep.",EGY,2035,0.07120643548163084
1985,"Egypt, Arab Rep.",EGY,2036,0.07120643548163084
1986,"Egypt, Arab Rep.",EGY,2037,0.07120643548163084
1987,"Egypt, Arab Rep.",EGY,2038,0.07120643548163084
1988,"Egypt, Arab Rep.",EGY,2039,0.07120643548163084
1989,"Egypt, Arab Rep.",EGY,2040,0.07120643548163084
1990,"Egypt, Arab Rep.",EGY,2041,0.07120643548163084
1991,"Egypt, Arab Rep.",EGY,2042,0.07120643548163084
1992,"Egypt, Arab Rep.",EGY,2043,0.07120643548163084
1993,"Egypt, Arab Rep.",EGY,2044,0.07120643548163084
1994,"Egypt, Arab Rep.",EGY,2045,0.07120643548163084
1995,"Egypt, Arab Rep.",EGY,2046,0.07120643548163084
1996,"Egypt, Arab Rep.",EGY,2047,0.07120643548163084
1997,"Egypt, Arab Rep.",EGY,2048,0.07120643548163084
1998,"Egypt, Arab Rep.",EGY,2049,0.07120643548163084
1999,"Egypt, Arab Rep.",EGY,2050,0.07120643548163084
2009,El Salvador,SLV,2020,0.07120643548163084
2010,El Salvador,SLV,2021,0.07120643548163084
2011,El Salvador,SLV,2022,0.07120643548163084
2012,El Salvador,SLV,2023,0.07120643548163084
2013,El Salvador,SLV,2024,0.07120643548163084
2014,El Salvador,SLV,2025,0.07120643548163084
2015,El Salvador,SLV,2026,0.07120643548163084
2016,El Salvador,SLV,2027,0.07120643548163084
2017,El Salvador,SLV,2028,0.07120643548163084
2018,El Salvador,SLV,2029,0.07120643548163084
2019,El Salvador,SLV,2030,0.07120643548163084
2020,El Salvador,SLV,2031,0.07120643548163084
2021,El Salvador,SLV,2032,0.07120643548163084
2022,El Salvador,SLV,2033,0.07120643548163084
2023,El Salvador,SLV,2034,0.07120643548163084
2024,El Salvador,SLV,2035,0.07120643548163084
2025,El Salvador,SLV,2036,0.07120643548163084
2026,El Salvador,SLV,2037,0.07120643548163084
2027,El Salvador,SLV,2038,0.07120643548163084
2028,El Salvador,SLV,2039,0.07120643548163084
2029,El Salvador,SLV,2040,0.07120643548163084
2030,El Salvador,SLV,2041,0.07120643548163084
2031,El Salvador,SLV,2042,0.07120643548163084
2032,El Salvador,SLV,2043,0.07120643548163084
2033,El Salvador,SLV,2044,0.07120643548163084
2034,El Salvador,SLV,2045,0.07120643548163084
2035,El Salvador,SLV,2046,0.07120643548163084
2036,El Salvador,SLV,2047,0.07120643548163084
2037,El Salvador,SLV,2048,0.07120643548163084
2038,El Salvador,SLV,2049,0.07120643548163084
2039,El Salvador,SLV,2050,0.07120643548163084
2049,Equatorial Guinea,GNQ,2020,0.07120643548163084
2050,Equatorial Guinea,GNQ,2021,0.07120643548163084
2051,Equatorial Guinea,GNQ,2022,0.07120643548163084
2052,Equatorial Guinea,GNQ,2023,0.07120643548163084
2053,Equatorial Guinea,GNQ,2024,0.07120643548163084
2054,Equatorial Guinea,GNQ,2025,0.07120643548163084
2055,Equatorial Guinea,GNQ,2026,0.07120643548163084
2056,Equatorial Guinea,GNQ,2027,0.07120643548163084
2057,Equatorial Guinea,GNQ,2028,0.07120643548163084
2058,Equatorial Guinea,GNQ,2029,0.07120643548163084
2059,Equatorial Guinea,GNQ,2030,0.07120643548163084
2060,Equatorial Guinea,GNQ,2031,0.07120643548163084
2061,Equatorial Guinea,GNQ,2032,0.07120643548163084
2062,Equatorial Guinea,GNQ,2033,0.07120643548163084
2063,Equatorial Guinea,GNQ,2034,0.07120643548163084
2064,Equatorial Guinea,GNQ,2035,0.07120643548163084
2065,Equatorial Guinea,GNQ,2036,0.07120643548163084
2066,Equatorial Guinea,GNQ,2037,0.07120643548163084
2067,Equatorial Guinea,GNQ,2038,0.07120643548163084
2068,Equatorial Guinea,GNQ,2039,0.07120643548163084
2069,Equatorial Guinea,GNQ,2040,0.07120643548163084
2070,Equatorial Guinea,GNQ,2041,0.07120643548163084
2071,Equatorial Guinea,GNQ,2042,0.07120643548163084
2072,Equatorial Guinea,GNQ,2043,0.07120643548163084
2073,Equatorial Guinea,GNQ,2044,0.07120643548163084
2074,Equatorial Guinea,GNQ,2045,0.07120643548163084
2075,Equatorial Guinea,GNQ,2046,0.07120643548163084
2076,Equatorial Guinea,GNQ,2047,0.07120643548163084
2077,Equatorial Guinea,GNQ,2048,0.07120643548163084
2078,Equatorial Guinea,GNQ,2049,0.07120643548163084
2079,Equatorial Guinea,GNQ,2050,0.07120643548163084
2089,Estonia,EST,2020,0.08028259473346179
2090,Estonia,EST,2021,0.08028259473346179
2091,Estonia,EST,2022,0.08028259473346179
2092,Estonia,EST,2023,0.08028259473346179
2093,Estonia,EST,2024,0.08028259473346179
2094,Estonia,EST,2025,0.08028259473346179
2095,Estonia,EST,2026,0.08028259473346179
2096,Estonia,EST,2027,0.08028259473346179
2097,Estonia,EST,2028,0.08028259473346179
2098,Estonia,EST,2029,0.08028259473346179
2099,Estonia,EST,2030,0.08028259473346179
2100,Estonia,EST,2031,0.08028259473346179
2101,Estonia,EST,2032,0.08028259473346179
2102,Estonia,EST,2033,0.08028259473346179
2103,Estonia,EST,2034,0.08028259473346179
2104,Estonia,EST,2035,0.08028259473346179
2105,Estonia,EST,2036,0.08028259473346179
2106,Estonia,EST,2037,0.08028259473346179
2107,Estonia,EST,2038,0.08028259473346179
2108,Estonia,EST,2039,0.08028259473346179
2109,Estonia,EST,2040,0.08028259473346179
2110,Estonia,EST,2041,0.08028259473346179
2111,Estonia,EST,2042,0.08028259473346179
2112,Estonia,EST,2043,0.08028259473346179
2113,Estonia,EST,2044,0.08028259473346179
2114,Estonia,EST,2045,0.08028259473346179
2115,Estonia,EST,2046,0.08028259473346179
2116,Estonia,EST,2047,0.08028259473346179
2117,Estonia,EST,2048,0.08028259473346179
2118,Estonia,EST,2049,0.08028259473346179
2119,Estonia,EST,2050,0.08028259473346179
2129,Eswatini,SWZ,2020,0.07120643548163084
2130,Eswatini,SWZ,2021,0.07120643548163084
2131,Eswatini,SWZ,2022,0.07120643548163084
2132,Eswatini,SWZ,2023,0.07120643548163084
2133,Eswatini,SWZ,2024,0.07120643548163084
2134,Eswatini,SWZ,2025,0.07120643548163084
2135,Eswatini,SWZ,2026,0.07120643548163084
2136,Eswatini,SWZ,2027,0.07120643548163084
2137,Eswatini,SWZ,2028,0.07120643548163084
2138,Eswatini,SWZ,2029,0.07120643548163084
2139,Eswatini,SWZ,2030,0.07120643548163084
2140,Eswatini,SWZ,2031,0.07120643548163084
2141,Eswatini,SWZ,2032,0.07120643548163084
2142,Eswatini,SWZ,2033,0.07120643548163084
2143,Eswatini,SWZ,2034,0.07120643548163084
2144,Eswatini,SWZ,2035,0.07120643548163084
2145,Eswatini,SWZ,2036,0.07120643548163084
2146,Eswatini,SWZ,2037,0.07120643548163084
2147,Eswatini,SWZ,2038,0.07120643548163084
2148,Eswatini,SWZ,2039,0.07120643548163084
2149,Eswatini,SWZ,2040,0.07120643548163084
2150,Eswatini,SWZ,2041,0.07120643548163084
2151,Eswatini,SWZ,2042,0.07120643548163084
2152,Eswatini,SWZ,2043,0.07120643548163084
2153,Eswatini,SWZ,2044,0.07120643548163084
2154,Eswatini,SWZ,2045,0.07120643548163084
2155,Eswatini,SWZ,2046,0.07120643548163084
2156,Eswatini,SWZ,2047,0.07120643548163084
2157,Eswatini,SWZ,2048,0.07120643548163084
2158,Eswatini,SWZ,2049,0.07120643548163084
2159,Eswatini,SWZ,2050,0.07120643548163084
2169,Ethiopia,ETH,2020,0.07120643548163084
2170,Ethiopia,ETH,2021,0.07120643548163084
2171,Ethiopia,ETH,2022,0.07120643548163084
2172,Ethiopia,ETH,2023,0.07120643548163084
2173,Ethiopia,ETH,2024,0.07120643548163084
2174,Ethiopia,ETH,2025,0.07120643548163084
2175,Ethiopia,ETH,2026,0.07120643548163084
2176,Ethiopia,ETH,2027,0.07120643548163084
2177,Ethiopia,ETH,2028,0.07120643548163084
2178,Ethiopia,ETH,2029,0.07120643548163084
2179,Ethiopia,ETH,2030,0.07120643548163084
2180,Ethiopia,ETH,2031,0.07120643548163084
2181,Ethiopia,ETH,2032,0.07120643548163084
2182,Ethiopia,ETH,2033,0.07120643548163084
2183,Ethiopia,ETH,2034,0.07120643548163084
2184,Ethiopia,ETH,2035,0.07120643548163084
2185,Ethiopia,ETH,2036,0.07120643548163084
2186,Ethiopia,ETH,2037,0.07120643548163084
2187,Ethiopia,ETH,2038,0.07120643548163084
2188,Ethiopia,ETH,2039,0.07120643548163084
2189,Ethiopia,ETH,2040,0.07120643548163084
2190,Ethiopia,ETH,2041,0.07120643548163084
2191,Ethiopia,ETH,2042,0.07120643548163084
2192,Ethiopia,ETH,2043,0.07120643548163084
2193,Ethiopia,ETH,2044,0.07120643548163084
2194,Ethiopia,ETH,2045,0.07120643548163084
2195,Ethiopia,ETH,2046,0.07120643548163084
2196,Ethiopia,ETH,2047,0.07120643548163084
2197,Ethiopia,ETH,2048,0.07120643548163084
2198,Ethiopia,ETH,2049,0.07120643548163084
2199,Ethiopia,ETH,2050,0.07120643548163084
2209,Fiji,FJI,2020,0.07120643548163084
2210,Fiji,FJI,2021,0.07120643548163084
2211,Fiji,FJI,2022,0.07120643548163084
2212,Fiji,FJI,2023,0.07120643548163084
2213,Fiji,FJI,2024,0.07120643548163084
2214,Fiji,FJI,2025,0.07120643548163084
2215,Fiji,FJI,2026,0.07120643548163084
2216,Fiji,FJI,2027,0.07120643548163084
2217,Fiji,FJI,2028,0.07120643548163084
2218,Fiji,FJI,2029,0.07120643548163084
2219,Fiji,FJI,2030,0.07120643548163084
2220,Fiji,FJI,2031,0.07120643548163084
2221,Fiji,FJI,2032,0.07120643548163084
2222,Fiji,FJI,2033,0.07120643548163084
2223,Fiji,FJI,2034,0.07120643548163084
2224,Fiji,FJI,2035,0.07120643548163084
2225,Fiji,FJI,2036,0.07120643548163084
2226,Fiji,FJI,2037,0.07120643548163084
2227,Fiji,FJI,2038,0.07120643548163084
2228,Fiji,FJI,2039,0.07120643548163084
2229,Fiji,FJI,2040,0.07120643548163084
2230,Fiji,FJI,2041,0.07120643548163084
2231,Fiji,FJI,2042,0.07120643548163084
2232,Fiji,FJI,2043,0.07120643548163084
2233,Fiji,FJI,2044,0.07120643548163084
2234,Fiji,FJI,2045,0.07120643548163084
2235,Fiji,FJI,2046,0.07120643548163084
2236,Fiji,FJI,2047,0.07120643548163084
2237,Fiji,FJI,2048,0.07120643548163084
2238,Fiji,FJI,2049,0.07120643548163084
2239,Fiji,FJI,2050,0.07120643548163084
2249,Finland,FIN,2020,0.27642251631395987
2250,Finland,FIN,2021,0.27642251631395987
2251,Finland,FIN,2022,0.27642251631395987
2252,Finland,FIN,2023,0.27642251631395987
2253,Finland,FIN,2024,0.27642251631395987
2254,Finland,FIN,2025,0.27642251631395987
2255,Finland,FIN,2026,0.27642251631395987
2256,Finland,FIN,2027,0.27642251631395987
2257,Finland,FIN,2028,0.27642251631395987
2258,Finland,FIN,2029,0.27642251631395987
2259,Finland,FIN,2030,0.27642251631395987
2260,Finland,FIN,2031,0.27642251631395987
2261,Finland,FIN,2032,0.27642251631395987
2262,Finland,FIN,2033,0.27642251631395987
2263,Finland,FIN,2034,0.27642251631395987
2264,Finland,FIN,2035,0.27642251631395987
2265,Finland,FIN,2036,0.27642251631395987
2266,Finland,FIN,2037,0.27642251631395987
2267,Finland,FIN,2038,0.27642251631395987
2268,Finland,FIN,2039,0.27642251631395987
2269,Finland,FIN,2040,0.27642251631395987
2270,Finland,FIN,2041,0.27642251631395987
2271,Finland,FIN,2042,0.27642251631395987
2272,Finland,FIN,2043,0.27642251631395987
2273,Finland,FIN,2044,0.27642251631395987
2274,Finland,FIN,2045,0.27642251631395987
2275,Finland,FIN,2046,0.27642251631395987
2276,Finland,FIN,2047,0.27642251631395987
2277,Finland,FIN,2048,0.27642251631395987
2278,Finland,FIN,2049,0.27642251631395987
2279,Finland,FIN,2050,0.27642251631395987
2289,France,FRA,2020,0.1819522697082131
2290,France,FRA,2021,0.1819522697082131
2291,France,FRA,2022,0.1819522697082131
2292,France,FRA,2023,0.1819522697082131
2293,France,FRA,2024,0.1819522697082131
2294,France,FRA,2025,0.1819522697082131
2295,France,FRA,2026,0.1819522697082131
2296,France,FRA,2027,0.1819522697082131
2297,France,FRA,2028,0.1819522697082131
2298,France,FRA,2029,0.1819522697082131
2299,France,FRA,2030,0.1819522697082131
2300,France,FRA,2031,0.1819522697082131
2301,France,FRA,2032,0.1819522697082131
2302,France,FRA,2033,0.1819522697082131
2303,France,FRA,2034,0.1819522697082131
2304,France,FRA,2035,0.1819522697082131
2305,France,FRA,2036,0.1819522697082131
2306,France,FRA,2037,0.1819522697082131
2307,France,FRA,2038,0.1819522697082131
2308,France,FRA,2039,0.1819522697082131
2309,France,FRA,2040,0.1819522697082131
2310,France,FRA,2041,0.1819522697082131
2311,France,FRA,2042,0.1819522697082131
2312,France,FRA,2043,0.1819522697082131
2313,France,FRA,2044,0.1819522697082131
2314,France,FRA,2045,0.1819522697082131
2315,France,FRA,2046,0.1819522697082131
2316,France,FRA,2047,0.1819522697082131
2317,France,FRA,2048,0.1819522697082131
2318,France,FRA,2049,0.1819522697082131
2319,France,FRA,2050,0.1819522697082131
