Year,iso_code3,frac_lndu_initial_forests_primary
2010,AFG,0.018509940875532274
2011,AFG,0.018509940875532274
2012,AFG,0.018509940875532274
2013,AFG,0.018509940875532274
2014,AFG,0.018509940875532274
2019,AFG,0.018509940875532274
2020,AFG,0.018509940875532274
2021,AFG,0.018509940875532274
2022,AFG,0.018509940875532274
2023,AFG,0.018509940875532274
2024,AFG,0.018509940875532274
2025,AFG,0.018509940875532274
2026,AFG,0.018509940875532274
2027,AFG,0.018509940875532274
2028,AFG,0.018509940875532274
2029,AFG,0.018509940875532274
2030,AFG,0.018509940875532274
2031,AFG,0.018509940875532274
2032,AFG,0.018509940875532274
2033,AFG,0.018509940875532274
2034,AFG,0.018509940875532274
2035,AFG,0.018509940875532274
2036,AFG,0.018509940875532274
2037,AFG,0.018509940875532274
2038,AFG,0.018509940875532274
2039,AFG,0.018509940875532274
2040,AFG,0.018509940875532274
2041,AFG,0.018509940875532274
2042,AFG,0.018509940875532274
2043,AFG,0.018509940875532274
2044,AFG,0.018509940875532274
2045,AFG,0.018509940875532274
2046,AFG,0.018509940875532274
2047,AFG,0.018509940875532274
2048,AFG,0.018509940875532274
2049,AFG,0.018509940875532274
2050,AFG,0.018509940875532274
1992,AGO,0.6254593907334202
1993,AGO,0.6242284235164292
1994,AGO,0.6229972055309257
1995,AGO,0.6217662112543981
1996,AGO,0.6205349027596289
1997,AGO,0.6193036201317411
1998,AGO,0.6180704000505289
1999,AGO,0.6168359516768239
2000,AGO,0.6156037750418469
2001,AGO,0.6112068108600872
2002,AGO,0.6068088972338898
2003,AGO,0.6024115357779499
2004,AGO,0.5980079282484864
2005,AGO,0.5936111139936239
2006,AGO,0.5892136943494072
2007,AGO,0.5848157685614808
2008,AGO,0.5804179526127357
2009,AGO,0.5760205348852242
2010,AGO,0.571623113249788
2011,AGO,0.5672258737825371
2012,AGO,0.5628282559221667
2013,AGO,0.5584310995050716
2014,AGO,0.5540337401530047
2019,AGO,0.5320424624417472
2020,AGO,0.5276453437855122
2021,AGO,0.5276453437855122
2022,AGO,0.5276453437855122
2023,AGO,0.5276453437855122
2024,AGO,0.5276453437855122
2025,AGO,0.5276453437855122
2026,AGO,0.5276453437855122
2027,AGO,0.5276453437855122
2028,AGO,0.5276453437855122
2029,AGO,0.5276453437855122
2030,AGO,0.5276453437855122
2031,AGO,0.5276453437855122
2032,AGO,0.5276453437855122
2033,AGO,0.5276453437855122
2034,AGO,0.5276453437855122
2035,AGO,0.5276453437855122
2036,AGO,0.5276453437855122
2037,AGO,0.5276453437855122
2038,AGO,0.5276453437855122
2039,AGO,0.5276453437855122
2040,AGO,0.5276453437855122
2041,AGO,0.5276453437855122
2042,AGO,0.5276453437855122
2043,AGO,0.5276453437855122
2044,AGO,0.5276453437855122
2045,AGO,0.5276453437855122
2046,AGO,0.5276453437855122
2047,AGO,0.5276453437855122
2048,AGO,0.5276453437855122
2049,AGO,0.5276453437855122
2050,AGO,0.5276453437855122
1992,ALB,0.2484313371616079
1993,ALB,0.24782096828250208
1994,ALB,0.2472080903521075
1995,ALB,0.24657303472977132
1996,ALB,0.24596259763599912
1997,ALB,0.24535209332592098
1998,ALB,0.24474152229797702
1999,ALB,0.2441091908438839
2000,ALB,0.24349859463343285
2001,ALB,0.2439151999383104
2002,ALB,0.24430539075507646
2003,ALB,0.24472207371746657
2004,ALB,0.24511456648742672
2005,ALB,0.24553133436257474
2006,ALB,0.24592375262398602
2007,ALB,0.24634060598718452
2008,ALB,0.24673294926741746
2009,ALB,0.2471252156551254
2010,ALB,0.2475421565217391
2011,ALB,0.2480006433266685
2012,ALB,0.2484367178887473
2013,ALB,0.24889771253464363
2014,ALB,0.2493311836877693
2019,ALB,0.2497269060829214
2020,ALB,0.24970870573993745
2021,ALB,0.24970870573993745
2022,ALB,0.24970870573993745
2023,ALB,0.24970870573993745
2024,ALB,0.24970870573993745
2025,ALB,0.24970870573993745
2026,ALB,0.24970870573993745
2027,ALB,0.24970870573993745
2028,ALB,0.24970870573993745
2029,ALB,0.24970870573993745
2030,ALB,0.24970870573993745
2031,ALB,0.24970870573993745
2032,ALB,0.24970870573993745
2033,ALB,0.24970870573993745
2034,ALB,0.24970870573993745
2035,ALB,0.24970870573993745
2036,ALB,0.24970870573993745
2037,ALB,0.24970870573993745
2038,ALB,0.24970870573993745
2039,ALB,0.24970870573993745
2040,ALB,0.24970870573993745
2041,ALB,0.24970870573993745
2042,ALB,0.24970870573993745
2043,ALB,0.24970870573993745
2044,ALB,0.24970870573993745
2045,ALB,0.24970870573993745
2046,ALB,0.24970870573993745
2047,ALB,0.24970870573993745
2048,ALB,0.24970870573993745
2049,ALB,0.24970870573993745
2050,ALB,0.24970870573993745
1992,AND,0.2727541329919886
1993,AND,0.27327591442611865
1994,AND,0.27386422296487406
1995,AND,0.27450292174562946
1996,AND,0.275128834565577
1997,AND,0.2757948546956695
1998,AND,0.2764863938048412
1999,AND,0.2770442041906603
2000,AND,0.27759086686150874
2001,AND,0.2788184939675896
2002,AND,0.2800233234359213
2003,AND,0.26483688134245176
2004,AND,0.2808026574940481
2005,AND,0.28125944518907925
2006,AND,0.3046016480369001
2007,AND,0.30634715935275175
2008,AND,0.29262501269204755
2009,AND,0.30966882113379723
2010,AND,0.3113477190442903
2011,AND,0.3120370041099854
2012,AND,0.29794109705419775
2013,AND,0.28570498139861383
2014,AND,0.2862552626409543
2019,AND,0.3033743180780913
2020,AND,0.3049106745085965
2021,AND,0.3049106745085965
2022,AND,0.3049106745085965
2023,AND,0.3049106745085965
2024,AND,0.3049106745085965
2025,AND,0.3049106745085965
2026,AND,0.3049106745085965
2027,AND,0.3049106745085965
2028,AND,0.3049106745085965
2029,AND,0.3049106745085965
2030,AND,0.3049106745085965
2031,AND,0.3049106745085965
2032,AND,0.3049106745085965
2033,AND,0.3049106745085965
2034,AND,0.3049106745085965
2035,AND,0.3049106745085965
2036,AND,0.3049106745085965
2037,AND,0.3049106745085965
2038,AND,0.3049106745085965
2039,AND,0.3049106745085965
2040,AND,0.3049106745085965
2041,AND,0.3049106745085965
2042,AND,0.3049106745085965
2043,AND,0.3049106745085965
2044,AND,0.3049106745085965
2045,AND,0.3049106745085965
2046,AND,0.3049106745085965
2047,AND,0.3049106745085965
2048,AND,0.3049106745085965
2049,AND,0.3049106745085965
2050,AND,0.3049106745085965
1992,ARE,0.0
1993,ARE,0.0
1994,ARE,0.0
1995,ARE,0.0
1996,ARE,0.0
1997,ARE,0.0
1998,ARE,0.0
1999,ARE,0.0
2000,ARE,0.0
2001,ARE,0.0
2002,ARE,0.0
2003,ARE,0.0
2004,ARE,0.0
2005,ARE,0.0
2006,ARE,0.0
2007,ARE,0.0
2008,ARE,0.0
2009,ARE,0.0
2010,ARE,0.0
2011,ARE,0.0
2012,ARE,0.0
2013,ARE,0.0
2014,ARE,0.0
2019,ARE,0.0
2020,ARE,0.0
2021,ARE,0.0
2022,ARE,0.0
2023,ARE,0.0
2024,ARE,0.0
2025,ARE,0.0
2026,ARE,0.0
2027,ARE,0.0
2028,ARE,0.0
2029,ARE,0.0
2030,ARE,0.0
2031,ARE,0.0
2032,ARE,0.0
2033,ARE,0.0
2034,ARE,0.0
2035,ARE,0.0
2036,ARE,0.0
2037,ARE,0.0
2038,ARE,0.0
2039,ARE,0.0
2040,ARE,0.0
2041,ARE,0.0
2042,ARE,0.0
2043,ARE,0.0
2044,ARE,0.0
2045,ARE,0.0
2046,ARE,0.0
2047,ARE,0.0
2048,ARE,0.0
2049,ARE,0.0
2050,ARE,0.0
1992,ARG,0.12231922227017694
1993,ARG,0.12155346799021721
1994,ARG,0.12078902719033228
1995,ARG,0.12001356675298515
1996,ARG,0.11925181858725363
1997,ARG,0.11847918213206735
1998,ARG,0.11770799050496332
1999,ARG,0.11695031412746368
2000,ARG,0.1161819464825205
2001,ARG,0.11499738656308446
2002,ARG,0.11382619695007913
2003,ARG,0.11264470953819594
2004,ARG,0.11146481527837722
2005,ARG,0.11028651417062293
2006,ARG,0.10910980621493309
2007,ARG,0.10793469141130771
2008,ARG,0.10675007538483672
2009,ARG,0.10557826068191625
2010,ARG,0.10439717234930226
2011,ARG,0.10352818975686955
2012,ARG,0.10264994734570564
2013,ARG,0.10177331189756868
2014,ARG,0.10089828341245864
2019,ARG,0.09808872032801033
2020,ARG,0.09759666990361097
2021,ARG,0.09759666990361097
2022,ARG,0.09759666990361097
2023,ARG,0.09759666990361097
2024,ARG,0.09759666990361097
2025,ARG,0.09759666990361097
2026,ARG,0.09759666990361097
2027,ARG,0.09759666990361097
2028,ARG,0.09759666990361097
2029,ARG,0.09759666990361097
2030,ARG,0.09759666990361097
2031,ARG,0.09759666990361097
2032,ARG,0.09759666990361097
2033,ARG,0.09759666990361097
2034,ARG,0.09759666990361097
2035,ARG,0.09759666990361097
2036,ARG,0.09759666990361097
2037,ARG,0.09759666990361097
2038,ARG,0.09759666990361097
2039,ARG,0.09759666990361097
2040,ARG,0.09759666990361097
2041,ARG,0.09759666990361097
2042,ARG,0.09759666990361097
2043,ARG,0.09759666990361097
2044,ARG,0.09759666990361097
2045,ARG,0.09759666990361097
2046,ARG,0.09759666990361097
2047,ARG,0.09759666990361097
2048,ARG,0.09759666990361097
2049,ARG,0.09759666990361097
2050,ARG,0.09759666990361097
1992,ARM,0.10800503349024883
1993,ARM,0.10803861973772695
1994,ARM,0.10807207948890382
1995,ARM,0.10810541274377942
1996,ARM,0.10813861950235375
1997,ARM,0.10817169976462677
1998,ARM,0.10820465353059852
1999,ARM,0.108237480800269
2000,ARM,0.10827018157363817
2001,ARM,0.10786714189643579
2002,ARM,0.10746452185608607
2003,ARM,0.10706232145258911
2004,ARM,0.10666054068594487
2005,ARM,0.10625917955615333
2006,ARM,0.10584709509078682
2007,ARM,0.1054465802286483
2008,ARM,0.10504648500336246
2009,ARM,0.1046356874243443
2010,ARM,0.1042364384667115
2011,ARM,0.10423749724277068
2012,ARM,0.1042384720914593
2013,ARM,0.10423936301277745
2014,ARM,0.10424017000672495
2019,ARM,0.10424040887693342
2020,ARM,0.10424007599193004
2021,ARM,0.10424007599193004
2022,ARM,0.10424007599193004
2023,ARM,0.10424007599193004
2024,ARM,0.10424007599193004
2025,ARM,0.10424007599193004
2026,ARM,0.10424007599193004
2027,ARM,0.10424007599193004
2028,ARM,0.10424007599193004
2029,ARM,0.10424007599193004
2030,ARM,0.10424007599193004
2031,ARM,0.10424007599193004
2032,ARM,0.10424007599193004
2033,ARM,0.10424007599193004
2034,ARM,0.10424007599193004
2035,ARM,0.10424007599193004
2036,ARM,0.10424007599193004
2037,ARM,0.10424007599193004
2038,ARM,0.10424007599193004
2039,ARM,0.10424007599193004
2040,ARM,0.10424007599193004
2041,ARM,0.10424007599193004
2042,ARM,0.10424007599193004
2043,ARM,0.10424007599193004
2044,ARM,0.10424007599193004
2045,ARM,0.10424007599193004
2046,ARM,0.10424007599193004
2047,ARM,0.10424007599193004
2048,ARM,0.10424007599193004
2049,ARM,0.10424007599193004
2050,ARM,0.10424007599193004
1992,ASM,0.34410112321714176
1993,ASM,0.34367839263983624
1994,ASM,0.3432548244855041
1995,ASM,0.34284428744952394
1996,ASM,0.3424181038785892
1997,ASM,0.3420139439288441
1998,ASM,0.3415847237095211
1999,ASM,0.3411637899820757
2000,ASM,0.3538900962057707
2001,ASM,0.3534741470521738
2002,ASM,0.3530616861258302
2003,ASM,0.3526347169005413
2004,ASM,0.35220819961099337
2005,ASM,0.35180616947725735
2006,ASM,0.3513796291841906
2007,ASM,0.35096691560790644
2008,ASM,0.35053990293462856
2009,ASM,0.3501239442210291
2010,ASM,0.3497110898498713
2011,ASM,0.3492855521360056
2012,ASM,0.3488605413376651
2013,ASM,0.34843517333038043
2014,ASM,0.3480238592240111
2019,ASM,0.3459125192075635
2020,ASM,0.3454968012890659
2021,ASM,0.3454968012890659
2022,ASM,0.3454968012890659
2023,ASM,0.3454968012890659
2024,ASM,0.3454968012890659
2025,ASM,0.3454968012890659
2026,ASM,0.3454968012890659
2027,ASM,0.3454968012890659
2028,ASM,0.3454968012890659
2029,ASM,0.3454968012890659
2030,ASM,0.3454968012890659
2031,ASM,0.3454968012890659
2032,ASM,0.3454968012890659
2033,ASM,0.3454968012890659
2034,ASM,0.3454968012890659
2035,ASM,0.3454968012890659
2036,ASM,0.3454968012890659
2037,ASM,0.3454968012890659
2038,ASM,0.3454968012890659
2039,ASM,0.3454968012890659
2040,ASM,0.3454968012890659
2041,ASM,0.3454968012890659
2042,ASM,0.3454968012890659
2043,ASM,0.3454968012890659
2044,ASM,0.3454968012890659
2045,ASM,0.3454968012890659
2046,ASM,0.3454968012890659
2047,ASM,0.3454968012890659
2048,ASM,0.3454968012890659
2049,ASM,0.3454968012890659
2050,ASM,0.3454968012890659
1992,ATG,0.0
1993,ATG,0.0
1994,ATG,0.0
1995,ATG,0.0
1996,ATG,0.0
1997,ATG,0.0
1998,ATG,0.0
1999,ATG,0.0
2000,ATG,0.0
2001,ATG,0.0
2002,ATG,0.0
2003,ATG,0.0
2004,ATG,0.0
2005,ATG,0.0
2006,ATG,0.0
2007,ATG,0.0
2008,ATG,0.0
2009,ATG,0.0
2010,ATG,0.0
2011,ATG,0.0
2012,ATG,0.0
2013,ATG,0.0
2014,ATG,0.0
2019,ATG,0.0
2020,ATG,0.0
2021,ATG,0.0
2022,ATG,0.0
2023,ATG,0.0
2024,ATG,0.0
2025,ATG,0.0
2026,ATG,0.0
2027,ATG,0.0
2028,ATG,0.0
2029,ATG,0.0
2030,ATG,0.0
2031,ATG,0.0
2032,ATG,0.0
2033,ATG,0.0
2034,ATG,0.0
2035,ATG,0.0
2036,ATG,0.0
2037,ATG,0.0
2038,ATG,0.0
2039,ATG,0.0
2040,ATG,0.0
2041,ATG,0.0
2042,ATG,0.0
2043,ATG,0.0
2044,ATG,0.0
2045,ATG,0.0
2046,ATG,0.0
2047,ATG,0.0
2048,ATG,0.0
2049,ATG,0.0
2050,ATG,0.0
1992,AUS,0.1710510571674891
1993,AUS,0.17136032666089698
1994,AUS,0.17156758523147866
1995,AUS,0.17186999352095053
1996,AUS,0.1720498488635195
1997,AUS,0.17217901276444644
1998,AUS,0.172256893815109
1999,AUS,0.17217724403780113
2000,AUS,0.17215079722799376
2001,AUS,0.17191919164682734
2002,AUS,0.17174700463053102
2003,AUS,0.17157919229873872
2004,AUS,0.17147448927276768
2005,AUS,0.17109212842174953
2006,AUS,0.17092388454320642
2007,AUS,0.17089178502240218
2008,AUS,0.17108923377215238
2009,AUS,0.17155191316444748
2010,AUS,0.1723083203755549
2011,AUS,0.1732452279481
2012,AUS,0.17408532562108484
2013,AUS,0.1748535197413923
2014,AUS,0.17587138332713145
2019,AUS,0.18084918599209643
2020,AUS,0.18147756771946755
2021,AUS,0.18147756771946755
2022,AUS,0.18147756771946755
2023,AUS,0.18147756771946755
2024,AUS,0.18147756771946755
2025,AUS,0.18147756771946755
2026,AUS,0.18147756771946755
2027,AUS,0.18147756771946755
2028,AUS,0.18147756771946755
2029,AUS,0.18147756771946755
2030,AUS,0.18147756771946755
2031,AUS,0.18147756771946755
2032,AUS,0.18147756771946755
2033,AUS,0.18147756771946755
2034,AUS,0.18147756771946755
2035,AUS,0.18147756771946755
2036,AUS,0.18147756771946755
2037,AUS,0.18147756771946755
2038,AUS,0.18147756771946755
2039,AUS,0.18147756771946755
2040,AUS,0.18147756771946755
2041,AUS,0.18147756771946755
2042,AUS,0.18147756771946755
2043,AUS,0.18147756771946755
2044,AUS,0.18147756771946755
2045,AUS,0.18147756771946755
2046,AUS,0.18147756771946755
2047,AUS,0.18147756771946755
2048,AUS,0.18147756771946755
2049,AUS,0.18147756771946755
2050,AUS,0.18147756771946755
1992,AUT,0.2534222168242349
1993,AUT,0.25494634163497415
1994,AUT,0.2564744932486082
1995,AUT,0.2578499620453272
1996,AUT,0.259228198447764
1997,AUT,0.26060920907020824
1998,AUT,0.26199298071030896
1999,AUT,0.26337951995612724
2000,AUT,0.2647216645656243
2001,AUT,0.26526363026025584
2002,AUT,0.2657378328210875
2003,AUT,0.26621244813958195
2004,AUT,0.266687462808331
2005,AUT,0.26716289024428047
2006,AUT,0.2676387237413417
2007,AUT,0.2681149565743511
2008,AUT,0.2685916021888673
2009,AUT,0.2691572151849689
2010,AUT,0.26972335966094013
2011,AUT,0.2704333816092228
2012,AUT,0.27109648072342296
2013,AUT,0.2718082896767962
2014,AUT,0.2724730496655898
2019,AUT,0.27576050348239733
2020,AUT,0.2763816026967418
2021,AUT,0.2763816026967418
2022,AUT,0.2763816026967418
2023,AUT,0.2763816026967418
2024,AUT,0.2763816026967418
2025,AUT,0.2763816026967418
2026,AUT,0.2763816026967418
2027,AUT,0.2763816026967418
2028,AUT,0.2763816026967418
2029,AUT,0.2763816026967418
2030,AUT,0.2763816026967418
2031,AUT,0.2763816026967418
2032,AUT,0.2763816026967418
2033,AUT,0.2763816026967418
2034,AUT,0.2763816026967418
2035,AUT,0.2763816026967418
2036,AUT,0.2763816026967418
2037,AUT,0.2763816026967418
2038,AUT,0.2763816026967418
2039,AUT,0.2763816026967418
2040,AUT,0.2763816026967418
2041,AUT,0.2763816026967418
2042,AUT,0.2763816026967418
2043,AUT,0.2763816026967418
2044,AUT,0.2763816026967418
2045,AUT,0.2763816026967418
2046,AUT,0.2763816026967418
2047,AUT,0.2763816026967418
2048,AUT,0.2763816026967418
2049,AUT,0.2763816026967418
2050,AUT,0.2763816026967418
1992,AZE,0.07595067436489608
1993,AZE,0.07628914087759815
1994,AZE,0.07662760739030022
1995,AZE,0.07696607390300231
1996,AZE,0.07730454041570438
1997,AZE,0.07764300692840648
1998,AZE,0.07798147344110856
1999,AZE,0.07831993995381063
2000,AZE,0.07865840646651269
2001,AZE,0.07937415614896075
2002,AZE,0.08009313918937644
2003,AZE,0.080815371630485
2004,AZE,0.08152922846882216
2005,AZE,0.08224623021824481
2006,AZE,0.08296636880369515
2007,AZE,0.08368963601154734
2008,AZE,0.08440423022401848
2009,AZE,0.08512184843071594
2010,AZE,0.08584250715935333
2011,AZE,0.08610417809353349
2012,AZE,0.08635724453810624
2013,AZE,0.08661396004618938
2014,AZE,0.0868746308487298
2019,AZE,0.0944948247113164
2020,AZE,0.09540324480369518
2021,AZE,0.09540324480369518
2022,AZE,0.09540324480369518
2023,AZE,0.09540324480369518
2024,AZE,0.09540324480369518
2025,AZE,0.09540324480369518
2026,AZE,0.09540324480369518
2027,AZE,0.09540324480369518
2028,AZE,0.09540324480369518
2029,AZE,0.09540324480369518
2030,AZE,0.09540324480369518
2031,AZE,0.09540324480369518
2032,AZE,0.09540324480369518
2033,AZE,0.09540324480369518
2034,AZE,0.09540324480369518
2035,AZE,0.09540324480369518
2036,AZE,0.09540324480369518
2037,AZE,0.09540324480369518
2038,AZE,0.09540324480369518
2039,AZE,0.09540324480369518
2040,AZE,0.09540324480369518
2041,AZE,0.09540324480369518
2042,AZE,0.09540324480369518
2043,AZE,0.09540324480369518
2044,AZE,0.09540324480369518
2045,AZE,0.09540324480369518
2046,AZE,0.09540324480369518
2047,AZE,0.09540324480369518
2048,AZE,0.09540324480369518
2049,AZE,0.09540324480369518
2050,AZE,0.09540324480369518
1992,BDI,0.03890705641394178
1993,BDI,0.03768081882860222
1994,BDI,0.036453988070427594
1995,BDI,0.03522656413941789
1996,BDI,0.033998547035573125
1997,BDI,0.032769936758893295
1998,BDI,0.03154829522098454
1999,BDI,0.030318202012217032
2000,BDI,0.029094484369385547
2001,BDI,0.02909448436938556
2002,BDI,0.029094484369385543
2003,BDI,0.029094484369385554
2004,BDI,0.029094484369385554
2005,BDI,0.029094484369385554
2006,BDI,0.029094484369385557
2007,BDI,0.029094484369385543
2008,BDI,0.029094484369385557
2009,BDI,0.029094484369385554
2010,BDI,0.029094484369385554
2011,BDI,0.03525331800215595
2012,BDI,0.04141254042400287
2013,BDI,0.047573214516708574
2014,BDI,0.053726194753862734
2019,BDI,0.05988697089471793
2020,BDI,0.05988697089471793
2021,BDI,0.05988697089471793
2022,BDI,0.05988697089471793
2023,BDI,0.05988697089471793
2024,BDI,0.05988697089471793
2025,BDI,0.05988697089471793
2026,BDI,0.05988697089471793
2027,BDI,0.05988697089471793
2028,BDI,0.05988697089471793
2029,BDI,0.05988697089471793
2030,BDI,0.05988697089471793
2031,BDI,0.05988697089471793
2032,BDI,0.05988697089471793
2033,BDI,0.05988697089471793
2034,BDI,0.05988697089471793
2035,BDI,0.05988697089471793
2036,BDI,0.05988697089471793
2037,BDI,0.05988697089471793
2038,BDI,0.05988697089471793
2039,BDI,0.05988697089471793
2040,BDI,0.05988697089471793
2041,BDI,0.05988697089471793
2042,BDI,0.05988697089471793
2043,BDI,0.05988697089471793
2044,BDI,0.05988697089471793
2045,BDI,0.05988697089471793
2046,BDI,0.05988697089471793
2047,BDI,0.05988697089471793
2048,BDI,0.05988697089471793
2049,BDI,0.05988697089471793
2050,BDI,0.05988697089471793
2000,BEL,0.09039410112676055
2001,BEL,0.09097101028496561
2002,BEL,0.09154842682934819
2003,BEL,0.09212632507042257
2004,BEL,0.09268143234850967
2005,BEL,0.09323699967245333
2006,BEL,0.09379305317392729
2007,BEL,0.09434956657713722
2008,BEL,0.09490655298395022
2009,BEL,0.09546528445463481
2010,BEL,0.09578539294136919
2011,BEL,0.09345101772682606
2012,BEL,0.09112435118571895
2013,BEL,0.0890216195872912
2014,BEL,0.08689284983950216
2019,BEL,0.08451681245332464
2020,BEL,0.08445284218473632
2021,BEL,0.08445284218473632
2022,BEL,0.08445284218473632
2023,BEL,0.08445284218473632
2024,BEL,0.08445284218473632
2025,BEL,0.08445284218473632
2026,BEL,0.08445284218473632
2027,BEL,0.08445284218473632
2028,BEL,0.08445284218473632
2029,BEL,0.08445284218473632
2030,BEL,0.08445284218473632
2031,BEL,0.08445284218473632
2032,BEL,0.08445284218473632
2033,BEL,0.08445284218473632
2034,BEL,0.08445284218473632
2035,BEL,0.08445284218473632
2036,BEL,0.08445284218473632
2037,BEL,0.08445284218473632
2038,BEL,0.08445284218473632
2039,BEL,0.08445284218473632
2040,BEL,0.08445284218473632
2041,BEL,0.08445284218473632
2042,BEL,0.08445284218473632
2043,BEL,0.08445284218473632
2044,BEL,0.08445284218473632
2045,BEL,0.08445284218473632
2046,BEL,0.08445284218473632
2047,BEL,0.08445284218473632
2048,BEL,0.08445284218473632
2049,BEL,0.08445284218473632
2050,BEL,0.08445284218473632
1992,BEN,0.40714428910018313
1993,BEN,0.40103742813965265
1994,BEN,0.39492940939634197
1995,BEN,0.38881487744594234
1996,BEN,0.3826776239470736
1997,BEN,0.37656590162991604
1998,BEN,0.37047194023518615
1999,BEN,0.3644236833299638
2000,BEN,0.3583226792166377
2001,BEN,0.35395855697254114
2002,BEN,0.34953537555397923
2003,BEN,0.3451594132003742
2004,BEN,0.3407474296429971
2005,BEN,0.33639263992332963
2006,BEN,0.3320070788512626
2007,BEN,0.3276211631606313
2008,BEN,0.32323590454842055
2009,BEN,0.3188516174484702
2010,BEN,0.31447036157138286
2011,BEN,0.3100808025454906
2012,BEN,0.3056986674419342
2013,BEN,0.3013266767949364
2014,BEN,0.2969510100498887
2019,BEN,0.27519903720572947
2020,BEN,0.2707834111105548
2021,BEN,0.2707834111105548
2022,BEN,0.2707834111105548
2023,BEN,0.2707834111105548
2024,BEN,0.2707834111105548
2025,BEN,0.2707834111105548
2026,BEN,0.2707834111105548
2027,BEN,0.2707834111105548
2028,BEN,0.2707834111105548
2029,BEN,0.2707834111105548
2030,BEN,0.2707834111105548
2031,BEN,0.2707834111105548
2032,BEN,0.2707834111105548
2033,BEN,0.2707834111105548
2034,BEN,0.2707834111105548
2035,BEN,0.2707834111105548
2036,BEN,0.2707834111105548
2037,BEN,0.2707834111105548
2038,BEN,0.2707834111105548
2039,BEN,0.2707834111105548
2040,BEN,0.2707834111105548
2041,BEN,0.2707834111105548
2042,BEN,0.2707834111105548
2043,BEN,0.2707834111105548
2044,BEN,0.2707834111105548
2045,BEN,0.2707834111105548
2046,BEN,0.2707834111105548
2047,BEN,0.2707834111105548
2048,BEN,0.2707834111105548
2049,BEN,0.2707834111105548
2050,BEN,0.2707834111105548
1992,BFA,0.27683776843410396
1993,BFA,0.2748269170738823
1994,BFA,0.27279120822697106
1995,BFA,0.2707856456494785
1996,BFA,0.268755590328933
1997,BFA,0.2667284529574794
1998,BFA,0.2647042335351178
1999,BFA,0.2626829320618482
2000,BFA,0.26066454853767046
2001,BFA,0.2586494438771789
2002,BFA,0.2566372565823062
2003,BFA,0.25460221719787035
2004,BFA,0.2525960469695865
2005,BFA,0.2505673893224418
2006,BFA,0.2485420137116184
2007,BFA,0.24651992013711624
2008,BFA,0.24450110859893517
2009,BFA,0.24248557909707533
2010,BFA,0.24044883852381307
2011,BFA,0.23843934009189702
2012,BFA,0.23640899671796364
2013,BFA,0.23438230150973674
2014,BFA,0.2323592544672161
2019,BFA,0.22225587630369778
2020,BFA,0.22023311939318796
2021,BFA,0.22023311939318796
2022,BFA,0.22023311939318796
2023,BFA,0.22023311939318796
2024,BFA,0.22023311939318796
2025,BFA,0.22023311939318796
2026,BFA,0.22023311939318796
2027,BFA,0.22023311939318796
2028,BFA,0.22023311939318796
2029,BFA,0.22023311939318796
2030,BFA,0.22023311939318796
2031,BFA,0.22023311939318796
2032,BFA,0.22023311939318796
2033,BFA,0.22023311939318796
