"iso_code3","Year","frac_wali_ww_domestic_rural_treatment_path_untreated_no_sewerage"
"AUT",2015,0
"AUT",2016,0
"AUT",2017,0
"AUT",2018,0
"AUT",2019,0
"AUT",2020,0
"AZE",2011,0.740110991004234
"AZE",2012,0.740110991004234
"AZE",2013,0.740110991004234
"AZE",2014,0.740110991004234
"AZE",2015,0.740110991004234
"AZE",2016,0.740110991004234
"AZE",2017,0.740110991004234
"AZE",2018,0.740110991004234
"AZE",2019,0.740110991004234
"AZE",2020,0.740110991004234
"BDI",2011,1
"BDI",2012,1
"BDI",2013,1
"BDI",2014,1
"BDI",2015,1
"BDI",2016,1
"BDI",2017,1
"BDI",2018,1
"BDI",2019,1
"BDI",2020,1
"BEL",2011,0
"BEL",2012,0
"BEL",2013,0
"BEL",2014,0
"BEL",2015,0
"BEL",2016,0
"BEL",2017,0
"BEL",2018,0
"BEL",2019,0
"BEL",2020,0
"BEN",2011,1
"BEN",2012,1
"BEN",2013,1
"BEN",2014,1
"BEN",2015,1
"BEN",2016,1
"BEN",2017,1
"BEN",2018,1
"BEN",2019,1
"BEN",2020,1
"BFA",2011,0.961686937292687
"BFA",2012,0.961686937292687
"BFA",2013,0.961686937292687
"BFA",2014,0.961686937292687
"BFA",2015,0.961686937292687
"BFA",2016,0.961686937292687
"BFA",2017,0.961686937292687
"BFA",2018,0.961686937292687
"BFA",2019,0.961686937292687
"BFA",2020,0.961686937292687
"BGD",2011,1
"BGD",2012,1
"BGD",2013,1
"BGD",2014,1
"BGD",2015,1
"BGD",2016,1
"BGD",2017,1
"BGD",2018,1
"BGD",2019,1
"BGD",2020,1
"BGR",2011,0.466897166997462
"BGR",2012,0.466897166997462
"BGR",2013,0.466897166997462
"BGR",2014,0.466897166997462
"BGR",2015,0.466897166997462
"BGR",2016,0.466897166997462
"BGR",2017,0.466897166997462
"BGR",2018,0.466897166997462
"BGR",2019,0.466897166997462
"BGR",2020,0.466897166997462
"BHR",2011,0.0350993377483444
"BHR",2012,0.0350993377483444
"BHR",2013,0.0350993377483444
"BHR",2014,0.0350993377483444
"BHR",2015,0.0350993377483444
"BHR",2016,0.0350993377483444
"BHR",2017,0.0350993377483444
"BHR",2018,0.0350993377483444
"BHR",2019,0.0350993377483444
"BHR",2020,0.0350993377483444
"BIH",2011,0
"BIH",2012,0
"BIH",2013,0
"BIH",2014,0
"BIH",2015,0
"BIH",2016,0
"BIH",2017,0
"BIH",2018,0
"BIH",2019,0
"BIH",2020,0
"BLR",2011,0.347043245777423
"BLR",2012,0.347043245777423
"BLR",2013,0.347043245777423
"BLR",2014,0.347043245777423
"BLR",2015,0.347043245777423
"BLR",2016,0.347043245777423
"BLR",2017,0.347043245777423
"BLR",2018,0.347043245777423
"BLR",2019,0.347043245777423
"BLR",2020,0.347043245777423
"BLZ",2011,1
"BLZ",2012,1
"BLZ",2013,1
"BLZ",2014,1
"BLZ",2015,1
"BLZ",2016,1
"BLZ",2017,1
"BLZ",2018,1
"BLZ",2019,1
"BLZ",2020,1
"BOL",2011,0.822583895685764
"BOL",2012,0.822583895685764
"BOL",2013,0.822583895685764
"BOL",2014,0.822583895685764
"BOL",2015,0.822583895685764
"BOL",2016,0.822583895685764
"BOL",2017,0.822583895685764
"BOL",2018,0.822583895685764
"BOL",2019,0.822583895685764
"BOL",2020,0.822583895685764
"BRA",2011,0.460560022975302
"BRA",2012,0.460560022975302
"BRA",2013,0.460560022975302
"BRA",2014,0.460560022975302
"BRA",2015,0.460560022975302
"BRA",2016,0.460560022975302
"BRA",2017,0.460560022975302
"BRA",2018,0.460560022975302
"BRA",2019,0.460560022975302
"BRA",2020,0.460560022975302
"BRB",2011,0.861111111111111
"BRB",2012,0.861111111111111
"BRB",2013,0.861111111111111
"BRB",2014,0.861111111111111
"BRB",2015,0.861111111111111
"BRB",2016,0.861111111111111
"BRB",2017,0.861111111111111
"BRB",2018,0.861111111111111
"BRB",2019,0.861111111111111
"BRB",2020,0.861111111111111
"BTN",2011,1
"BTN",2012,1
"BTN",2013,1
"BTN",2014,1
"BTN",2015,1
"BTN",2016,1
"BTN",2017,1
"BTN",2018,1
"BTN",2019,1
"BTN",2020,1
"BWA",2011,0.0695564516129033
"BWA",2012,0.0695564516129033
"BWA",2013,0.0695564516129033
"BWA",2014,0.0695564516129033
"BWA",2015,0.0695564516129033
"BWA",2016,0.0695564516129033
"BWA",2017,0.0695564516129033
"BWA",2018,0.0695564516129033
"BWA",2019,0.0695564516129033
"BWA",2020,0.0695564516129033
"CAF",2011,1
"CAF",2012,1
"CAF",2013,1
"CAF",2014,1
"CAF",2015,1
"CAF",2016,1
"CAF",2017,1
"CAF",2018,1
"CAF",2019,1
"CAF",2020,1
"CAN",2011,0.0394042179261864
"CAN",2012,0.0394042179261864
"CAN",2013,0.0394042179261864
"CAN",2014,0.0394042179261864
"CAN",2015,0.0394042179261864
"CAN",2016,0.0394042179261864
"CAN",2017,0.0394042179261864
"CAN",2018,0.0394042179261864
"CAN",2019,0.0394042179261864
"CAN",2020,0.0394042179261864
"CHE",2011,0
"CHE",2012,0
"CHE",2013,0
"CHE",2014,0
"CHE",2015,0
"CHE",2016,0
"CHE",2017,0
"CHE",2018,0
"CHE",2019,0
"CHE",2020,0
"CHL",2011,0.102062482411263
"CHL",2012,0.102062482411263
"CHL",2013,0.102062482411263
"CHL",2014,0.102062482411263
"CHL",2015,0.102062482411263
"CHL",2016,0.102062482411263
"CHL",2017,0.102062482411263
"CHL",2018,0.102062482411263
"CHL",2019,0.102062482411263
"CHL",2020,0.102062482411263
"CHN",2011,0.0461538461538461
"CHN",2012,0.0461538461538461
"CHN",2013,0.0461538461538461
"CHN",2014,0.0461538461538461
"CHN",2015,0.0461538461538461
"CHN",2016,0.0461538461538461
"CHN",2017,0.0461538461538461
"CHN",2018,0.0461538461538461
"CHN",2019,0.0461538461538461
"CHN",2020,0.0461538461538461
"CMR",2011,1
"CMR",2012,1
"CMR",2013,1
"CMR",2014,1
"CMR",2015,1
"CMR",2016,1
"CMR",2017,1
"CMR",2018,1
"CMR",2019,1
"CMR",2020,1
"COL",2011,0.237603305785124
"COL",2012,0.237603305785124
"COL",2013,0.237603305785124
"COL",2014,0.237603305785124
"COL",2015,0.237603305785124
"COL",2016,0.237603305785124
"COL",2017,0.237603305785124
"COL",2018,0.237603305785124
"COL",2019,0.237603305785124
"COL",2020,0.237603305785124
"COM",2011,1
"COM",2012,1
"COM",2013,1
"COM",2014,1
"COM",2015,1
"COM",2016,1
"COM",2017,1
"COM",2018,1
"COM",2019,1
"COM",2020,1
"CPV",2011,1
"CPV",2012,1
"CPV",2013,1
"CPV",2014,1
"CPV",2015,1
"CPV",2016,1
"CPV",2017,1
"CPV",2018,1
"CPV",2019,1
"CPV",2020,1
"CRI",2011,0.342467577102093
"CRI",2012,0.342467577102093
"CRI",2013,0.342467577102093
"CRI",2014,0.342467577102093
"CRI",2015,0.342467577102093
"CRI",2016,0.342467577102093
"CRI",2017,0.342467577102093
"CRI",2018,0.342467577102093
"CRI",2019,0.342467577102093
"CRI",2020,0.342467577102093
"CUB",2011,0.195038056568034
"CUB",2012,0.195038056568034
"CUB",2013,0.195038056568034
"CUB",2014,0.195038056568034
"CUB",2015,0.195038056568034
"CUB",2016,0.195038056568034
"CUB",2017,0.195038056568034
"CUB",2018,0.195038056568034
"CUB",2019,0.195038056568034
"CUB",2020,0.195038056568034
"CYP",2011,0
"CYP",2012,0
"CYP",2013,0
"CYP",2014,0
"CYP",2015,0
"CYP",2016,0
"CYP",2017,0
"CYP",2018,0
"CYP",2019,0
"CYP",2020,0
"DEU",2011,0
"DEU",2012,0
"DEU",2013,0
"DEU",2014,0
"DEU",2015,0
"DEU",2016,0
"DEU",2017,0
"DEU",2018,0
"DEU",2019,0
"DEU",2020,0
"DJI",2011,1
"DJI",2012,1
"DJI",2013,1
"DJI",2014,1
"DJI",2015,1
"DJI",2016,1
"DJI",2017,1
"DJI",2018,1
"DJI",2019,1
"DJI",2020,1
"DNK",2011,0
"DNK",2012,0
"DNK",2013,0
"DNK",2014,0
"DNK",2015,0
"DNK",2016,0
"DNK",2017,0
"DNK",2018,0
"DNK",2019,0
"DNK",2020,0
"DOM",2011,0.907916458709256
"DOM",2012,0.907916458709256
"DOM",2013,0.907916458709256
"DOM",2014,0.907916458709256
"DOM",2015,0.907916458709256
"DOM",2016,0.907916458709256
"DOM",2017,0.907916458709256
"DOM",2018,0.907916458709256
"DOM",2019,0.907916458709256
"DOM",2020,0.907916458709256
"DZA",2011,0.47377497946893
"DZA",2012,0.47377497946893
"DZA",2013,0.47377497946893
"DZA",2014,0.47377497946893
"DZA",2015,0.47377497946893
"DZA",2016,0.47377497946893
"DZA",2017,0.47377497946893
"DZA",2018,0.47377497946893
"DZA",2019,0.47377497946893
"DZA",2020,0.47377497946893
"ECU",2011,0.65738365237838
"ECU",2012,0.65738365237838
"ECU",2013,0.65738365237838
"ECU",2014,0.65738365237838
"ECU",2015,0.65738365237838
"ECU",2016,0.65738365237838
"ECU",2017,0.65738365237838
"ECU",2018,0.65738365237838
"ECU",2019,0.65738365237838
"ECU",2020,0.65738365237838
"ESP",2011,0
"ESP",2012,0
"ESP",2013,0
"ESP",2014,0
"ESP",2015,0
"ESP",2016,0
"ESP",2017,0
"ESP",2018,0
"ESP",2019,0
"ESP",2020,0
"EST",2011,0.01
"EST",2012,0.01
"EST",2013,0.01
"EST",2014,0.01
"EST",2015,0.01
"EST",2016,0.01
"EST",2017,0.01
"EST",2018,0.01
"EST",2019,0.01
"EST",2020,0.01
"ETH",2011,1
"ETH",2012,1
"ETH",2013,1
"ETH",2014,1
"ETH",2015,1
"ETH",2016,1
"ETH",2017,1
"ETH",2018,1
"ETH",2019,1
"ETH",2020,1
"FIN",2011,0
"FIN",2012,0
"FIN",2013,0
"FIN",2014,0
"FIN",2015,0
"FIN",2016,0
"FIN",2017,0
"FIN",2018,0
"FIN",2019,0
"FIN",2020,0
"FJI",2011,1
"FJI",2012,1
"FJI",2013,1
"FJI",2014,1
"FJI",2015,1
"FJI",2016,1
"FJI",2017,1
"FJI",2018,1
"FJI",2019,1
"FJI",2020,1
"FRA",2011,0.0575
"FRA",2012,0.0575
"FRA",2013,0.0575
"FRA",2014,0.0575
"FRA",2015,0.0575
"FRA",2016,0.0575
"FRA",2017,0.0575
"FRA",2018,0.0575
"FRA",2019,0.0575
"FRA",2020,0.0575
"GAB",2011,0.80210395319269
"GAB",2012,0.80210395319269
"GAB",2013,0.80210395319269
"GAB",2014,0.80210395319269
"GAB",2015,0.80210395319269
"GAB",2016,0.80210395319269
"GAB",2017,0.80210395319269
"GAB",2018,0.80210395319269
"GAB",2019,0.80210395319269
"GAB",2020,0.80210395319269
"GBR",2011,0.0100269014428956
"GBR",2012,0.0100269014428956
"GBR",2013,0.0100269014428956
"GBR",2014,0.0100269014428956
"GBR",2015,0.0100269014428956
"GBR",2016,0.0100269014428956
"GBR",2017,0.0100269014428956
"GBR",2018,0.0100269014428956
"GBR",2019,0.0100269014428956
"GBR",2020,0.0100269014428956
"GEO",2011,0
"GEO",2012,0
"GEO",2013,0
"GEO",2014,0
"GEO",2015,0
"GEO",2016,0
"GEO",2017,0
"GEO",2018,0
"GEO",2019,0
"GEO",2020,0
"GHA",2011,0.909287257019438
"GHA",2012,0.909287257019438
"GHA",2013,0.909287257019438
"GHA",2014,0.909287257019438
"GHA",2015,0.909287257019438
"GHA",2016,0.909287257019438
"GHA",2017,0.909287257019438
"GHA",2018,0.909287257019438
"GHA",2019,0.909287257019438
"GHA",2020,0.909287257019438
"GIN",2011,1
"GIN",2012,1
"GIN",2013,1
"GIN",2014,1
"GIN",2015,1
"GIN",2016,1
"GIN",2017,1
"GIN",2018,1
"GIN",2019,1
"GIN",2020,1
"GNB",2011,1
"GNB",2012,1
"GNB",2013,1
"GNB",2014,1
"GNB",2015,1
"GNB",2016,1
"GNB",2017,1
"GNB",2018,1
"GNB",2019,1
"GNB",2020,1
"GNQ",2011,0.894489663517255
"GNQ",2012,0.894489663517255
"GNQ",2013,0.894489663517255
"GNQ",2014,0.894489663517255
"GNQ",2015,0.894489663517255
"GNQ",2016,0.894489663517255
"GNQ",2017,0.894489663517255
"GNQ",2018,0.894489663517255
"GNQ",2019,0.894489663517255
"GNQ",2020,0.894489663517255
"GRC",2011,0.508343866999707
"GRC",2012,0.508343866999707
"GRC",2013,0.508343866999707
"GRC",2014,0.508343866999707
"GRC",2015,0.508343866999707
"GRC",2016,0.508343866999707
"GRC",2017,0.508343866999707
"GRC",2018,0.508343866999707
"GRC",2019,0.508343866999707
"GRC",2020,0.508343866999707
"GTM",2011,0.933756418545304
"GTM",2012,0.933756418545304
"GTM",2013,0.933756418545304
"GTM",2014,0.933756418545304
"GTM",2015,0.933756418545304
"GTM",2016,0.933756418545304
"GTM",2017,0.933756418545304
"GTM",2018,0.933756418545304
"GTM",2019,0.933756418545304
"GTM",2020,0.933756418545304
"GUY",2011,1
"GUY",2012,1
"GUY",2013,1
"GUY",2014,1
"GUY",2015,1
"GUY",2016,1
"GUY",2017,1
"GUY",2018,1
"GUY",2019,1
"GUY",2020,1
"HND",2011,0.139630390143737
"HND",2012,0.139630390143737
"HND",2013,0.139630390143737
"HND",2014,0.139630390143737
"HND",2015,0.139630390143737
"HND",2016,0.139630390143737
"HND",2017,0.139630390143737
"HND",2018,0.139630390143737
"HND",2019,0.139630390143737
"HND",2020,0.139630390143737
"HRV",2011,0.185825644756519
"HRV",2012,0.185825644756519
"HRV",2013,0.185825644756519
"HRV",2014,0.185825644756519
"HRV",2015,0.185825644756519
"HRV",2016,0.185825644756519
"HRV",2017,0.185825644756519
"HRV",2018,0.185825644756519
"HRV",2019,0.185825644756519
"HRV",2020,0.185825644756519
"HTI",2011,1
"HTI",2012,1
"HTI",2013,1
"HTI",2014,1
"HTI",2015,1
"HTI",2016,1
"HTI",2017,1
"HTI",2018,1
"HTI",2019,1
"HTI",2020,1
"HUN",2011,0.0045828610851032
"HUN",2012,0.0045828610851032
"HUN",2013,0.0045828610851032
"HUN",2014,0.0045828610851032
"HUN",2015,0.0045828610851032
"HUN",2016,0.0045828610851032
"HUN",2017,0.0045828610851032
"HUN",2018,0.0045828610851032
"HUN",2019,0.0045828610851032
"HUN",2020,0.0045828610851032
"IDN",2011,0.739598955782308
"IDN",2012,0.739598955782308
"IDN",2013,0.739598955782308
"IDN",2014,0.739598955782308
"IDN",2015,0.739598955782308
"IDN",2016,0.739598955782308
"IDN",2017,0.739598955782308
"IDN",2018,0.739598955782308
"IDN",2019,0.739598955782308
"IDN",2020,0.739598955782308
"IND",2011,0.727421035265416
"IND",2012,0.727421035265416
"IND",2013,0.727421035265416
"IND",2014,0.727421035265416
"IND",2015,0.727421035265416
"IND",2016,0.727421035265416
"IND",2017,0.727421035265416
"IND",2018,0.727421035265416
"IND",2019,0.727421035265416
"IND",2020,0.727421035265416
"IRL",2011,0.0341931519769568
"IRL",2012,0.0341931519769568
"IRL",2013,0.0341931519769568
"IRL",2014,0.0341931519769568
"IRL",2015,0.0341931519769568
"IRL",2016,0.0341931519769568
"IRL",2017,0.0341931519769568
"IRL",2018,0.0341931519769568
"IRL",2019,0.0341931519769568
"IRL",2020,0.0341931519769568
"IRQ",2011,0.381847395674688
"IRQ",2012,0.381847395674688
"IRQ",2013,0.381847395674688
"IRQ",2014,0.381847395674688
"IRQ",2015,0.381847395674688
"IRQ",2016,0.381847395674688
"IRQ",2017,0.381847395674688
"IRQ",2018,0.381847395674688
"IRQ",2019,0.381847395674688
"IRQ",2020,0.381847395674688
"ISL",2011,1
"ISL",2012,1
"ISL",2013,1
"ISL",2014,1
"ISL",2015,1
"ISL",2016,1
"ISL",2017,1
"ISL",2018,1
"ISL",2019,1
"ISL",2020,1
"ISR",2011,0
"ISR",2012,0
"ISR",2013,0
"ISR",2014,0
"ISR",2015,0
"ISR",2016,0
"ISR",2017,0
"ISR",2018,0
"ISR",2019,0
"ISR",2020,0
"ITA",2011,0
"ITA",2012,0
"ITA",2013,0
"ITA",2014,0
"ITA",2015,0
"ITA",2016,0
"ITA",2017,0
"ITA",2018,0
"ITA",2019,0
"ITA",2020,0
"JAM",2011,0.966439139539739
"JAM",2012,0.966439139539739
"JAM",2013,0.966439139539739
"JAM",2014,0.966439139539739
"JAM",2015,0.966439139539739
"JAM",2016,0.966439139539739
"JAM",2017,0.966439139539739
"JAM",2018,0.966439139539739
"JAM",2019,0.966439139539739
"JAM",2020,0.966439139539739
"JOR",2011,0.231545667976089
"JOR",2012,0.231545667976089
"JOR",2013,0.231545667976089
"JOR",2014,0.231545667976089
"JOR",2015,0.231545667976089
"JOR",2016,0.231545667976089
"JOR",2017,0.231545667976089
"JOR",2018,0.231545667976089
"JOR",2019,0.231545667976089
"JOR",2020,0.231545667976089
"JPN",2011,0.290017720023627
"JPN",2012,0.290017720023627
"JPN",2013,0.290017720023627
"JPN",2014,0.290017720023627
"JPN",2015,0.290017720023627
"JPN",2016,0.290017720023627
"JPN",2017,0.290017720023627
"JPN",2018,0.290017720023627
"JPN",2019,0.290017720023627
"JPN",2020,0.290017720023627
"KAZ",2011,0.138832997987928
"KAZ",2012,0.138832997987928
"KAZ",2013,0.138832997987928
"KAZ",2014,0.138832997987928
"KAZ",2015,0.138832997987928
"KAZ",2016,0.138832997987928
"KAZ",2017,0.138832997987928
"KAZ",2018,0.138832997987928
"KAZ",2019,0.138832997987928
"KAZ",2020,0.138832997987928
"KEN",2011,1
"KEN",2012,1
"KEN",2013,1
"KEN",2014,1
"KEN",2015,1
"KEN",2016,1
"KEN",2017,1
"KEN",2018,1
"KEN",2019,1
"KEN",2020,1
"KHM",2011,0.998460710617421
"KHM",2012,0.998460710617421
"KHM",2013,0.998460710617421
"KHM",2014,0.998460710617421
"KHM",2015,0.998460710617421
"KHM",2016,0.998460710617421
"KHM",2017,0.998460710617421
"KHM",2018,0.998460710617421
"KHM",2019,0.998460710617421
"KHM",2020,0.998460710617421
"KWT",2011,0
"KWT",2012,0
"KWT",2013,0
"KWT",2014,0
"KWT",2015,0
"KWT",2016,0
"KWT",2017,0
"KWT",2018,0
"KWT",2019,0
"KWT",2020,0
"LBN",2011,0.667741935483871
"LBN",2012,0.667741935483871
"LBN",2013,0.667741935483871
"LBN",2014,0.667741935483871
"LBN",2015,0.667741935483871
"LBN",2016,0.667741935483871
"LBN",2017,0.667741935483871
"LBN",2018,0.667741935483871
"LBN",2019,0.667741935483871
"LBN",2020,0.667741935483871
"LBR",2011,1
"LBR",2012,1
"LBR",2013,1
"LBR",2014,1
"LBR",2015,1
"LBR",2016,1
"LBR",2017,1
"LBR",2018,1
"LBR",2019,1
"LBR",2020,1
"LBY",2011,0.686114413402902
"LBY",2012,0.686114413402902
"LBY",2013,0.686114413402902
"LBY",2014,0.686114413402902
"LBY",2015,0.686114413402902
"LBY",2016,0.686114413402902
"LBY",2017,0.686114413402902
"LBY",2018,0.686114413402902
"LBY",2019,0.686114413402902
"LBY",2020,0.686114413402902
"LKA",2011,1
"LKA",2012,1
"LKA",2013,1
"LKA",2014,1
"LKA",2015,1
"LKA",2016,1
"LKA",2017,1
"LKA",2018,1
"LKA",2019,1
"LKA",2020,1
"LSO",2011,1
"LSO",2012,1
"LSO",2013,1
"LSO",2014,1
"LSO",2015,1
"LSO",2016,1
"LSO",2017,1
"LSO",2018,1
"LSO",2019,1
"LSO",2020,1
"LTU",2011,0.177571749660899
"LTU",2012,0.177571749660899
"LTU",2013,0.177571749660899
"LTU",2014,0.177571749660899
"LTU",2015,0.177571749660899
"LTU",2016,0.177571749660899
"LTU",2017,0.177571749660899
"LTU",2018,0.177571749660899
"LTU",2019,0.177571749660899
"LTU",2020,0.177571749660899
"LUX",2011,0
"LUX",2012,0
"LUX",2013,0
"LUX",2014,0
"LUX",2015,0
"LUX",2016,0
"LUX",2017,0
"LUX",2018,0
"LUX",2019,0
"LUX",2020,0
"LVA",2011,0.36233456496326
"LVA",2012,0.36233456496326
"LVA",2013,0.36233456496326
"LVA",2014,0.36233456496326
"LVA",2015,0.36233456496326
"LVA",2016,0.36233456496326
"LVA",2017,0.36233456496326
"LVA",2018,0.36233456496326
"LVA",2019,0.36233456496326
"LVA",2020,0.36233456496326
"MAR",2011,0.832791402183015
"MAR",2012,0.832791402183015
"MAR",2013,0.832791402183015
"MAR",2014,0.832791402183015
"MAR",2015,0.832791402183015
"MAR",2016,0.832791402183015
"MAR",2017,0.832791402183015
"MAR",2018,0.832791402183015
"MAR",2019,0.832791402183015
"MAR",2020,0.832791402183015
"MDG",2011,1
"MDG",2012,1
"MDG",2013,1
"MDG",2014,1
"MDG",2015,1
"MDG",2016,1
"MDG",2017,1
"MDG",2018,1
"MDG",2019,1
"MDG",2020,1
"MDV",2011,1
"MDV",2012,1
"MDV",2013,1
"MDV",2014,1
"MDV",2015,1
"MDV",2016,1
"MDV",2017,1
"MDV",2018,1
"MDV",2019,1
"MDV",2020,1
"MEX",2011,0.122491483087479
"MEX",2012,0.122491483087479
"MEX",2013,0.122491483087479
"MEX",2014,0.122491483087479
"MEX",2015,0.122491483087479
"MEX",2016,0.122491483087479
"MEX",2017,0.122491483087479
"MEX",2018,0.122491483087479
"MEX",2019,0.122491483087479
"MEX",2020,0.122491483087479
"MKD",2011,0.921634982728545
"MKD",2012,0.921634982728545
"MKD",2013,0.921634982728545
"MKD",2014,0.921634982728545
"MKD",2015,0.921634982728545
"MKD",2016,0.921634982728545
"MKD",2017,0.921634982728545
"MKD",2018,0.921634982728545
"MKD",2019,0.921634982728545
"MKD",2020,0.921634982728545
"MLI",2011,1
"MLI",2012,1
"MLI",2013,1
"MLI",2014,1
"MLI",2015,1
"MLI",2016,1
"MLI",2017,1
"MLI",2018,1
"MLI",2019,1
"MLI",2020,1
"MLT",2011,0
"MLT",2012,0
"MLT",2013,0
"MLT",2014,0
"MLT",2015,0
"MLT",2016,0
"MLT",2017,0
"MLT",2018,0
"MLT",2019,0
"MLT",2020,0
"MMR",2011,1
"MMR",2012,1
"MMR",2013,1
"MMR",2014,1
"MMR",2015,1
"MMR",2016,1
"MMR",2017,1
"MMR",2018,1
"MMR",2019,1
"MMR",2020,1
"MNE",2011,0.696
"MNE",2012,0.696
"MNE",2013,0.696
"MNE",2014,0.696
"MNE",2015,0.696
"MNE",2016,0.696
"MNE",2017,0.696
"MNE",2018,0.696
"MNE",2019,0.696
"MNE",2020,0.696
"MNG",2011,0.267205809539528
"MNG",2012,0.267205809539528
"MNG",2013,0.267205809539528
"MNG",2014,0.267205809539528
"MNG",2015,0.267205809539528
"MNG",2016,0.267205809539528
"MNG",2017,0.267205809539528
"MNG",2018,0.267205809539528
"MNG",2019,0.267205809539528
"MNG",2020,0.267205809539528
"MOZ",2011,1
"MOZ",2012,1
"MOZ",2013,1
"MOZ",2014,1
"MOZ",2015,1
"MOZ",2016,1
"MOZ",2017,1
"MOZ",2018,1
"MOZ",2019,1
"MOZ",2020,1
"MRT",2011,0.968313990360223
"MRT",2012,0.968313990360223
"MRT",2013,0.968313990360223
"MRT",2014,0.968313990360223
"MRT",2015,0.968313990360223
"MRT",2016,0.968313990360223
"MRT",2017,0.968313990360223
"MRT",2018,0.968313990360223
"MRT",2019,0.968313990360223
"MRT",2020,0.968313990360223
"MUS",2011,0.00100100100100109
"MUS",2012,0.00100100100100109
"MUS",2013,0.00100100100100109
"MUS",2014,0.00100100100100109
"MUS",2015,0.00100100100100109
"MUS",2016,0.00100100100100109
"MUS",2017,0.00100100100100109
"MUS",2018,0.00100100100100109
"MUS",2019,0.00100100100100109
"MUS",2020,0.00100100100100109
"MWI",2011,1
"MWI",2012,1
"MWI",2013,1
"MWI",2014,1
"MWI",2015,1
"MWI",2016,1
"MWI",2017,1
"MWI",2018,1
"MWI",2019,1
"MWI",2020,1
"MYS",2011,0.427303051809794
"MYS",2012,0.427303051809794
"MYS",2013,0.427303051809794
"MYS",2014,0.427303051809794
"MYS",2015,0.427303051809794
"MYS",2016,0.427303051809794
"MYS",2017,0.427303051809794
"MYS",2018,0.427303051809794
"MYS",2019,0.427303051809794
"MYS",2020,0.427303051809794
"NAM",2011,0.760692464358452
"NAM",2012,0.760692464358452
"NAM",2013,0.760692464358452
"NAM",2014,0.760692464358452
"NAM",2015,0.760692464358452
"NAM",2016,0.760692464358452
"NAM",2017,0.760692464358452
"NAM",2018,0.760692464358452
"NAM",2019,0.760692464358452
"NAM",2020,0.760692464358452
"NER",2011,1
"NER",2012,1
"NER",2013,1
"NER",2014,1
"NER",2015,1
"NER",2016,1
"NER",2017,1
"NER",2018,1
"NER",2019,1
"NER",2020,1
"NGA",2011,0.290841584158416
"NGA",2012,0.290841584158416
"NGA",2013,0.290841584158416
"NGA",2014,0.290841584158416
"NGA",2015,0.290841584158416
"NGA",2016,0.290841584158416
"NGA",2017,0.290841584158416
"NGA",2018,0.290841584158416
"NGA",2019,0.290841584158416
"NGA",2020,0.290841584158416
"NIC",2011,0.5877915142842
"NIC",2012,0.5877915142842
"NIC",2013,0.5877915142842
"NIC",2014,0.5877915142842
"NIC",2015,0.5877915142842
"NIC",2016,0.5877915142842
"NIC",2017,0.5877915142842
"NIC",2018,0.5877915142842
"NIC",2019,0.5877915142842
"NIC",2020,0.5877915142842
"NLD",2011,0
"NLD",2012,0
"NLD",2013,0
"NLD",2014,0
"NLD",2015,0
"NLD",2016,0
"NLD",2017,0
"NLD",2018,0
"NLD",2019,0
"NLD",2020,0
"NOR",2011,0.0505376344086022
"NOR",2012,0.0505376344086022
"NOR",2013,0.0505376344086022
