,Nation,iso_code3,Year,occrate_trns_passenger_per_vehicle_public
585,Jamaica,JAM,2004,78.34671428571428
586,Jamaica,JAM,2005,78.34671428571428
587,Jamaica,JAM,2006,78.34671428571428
588,Jamaica,JAM,2007,78.34671428571428
589,Jamaica,JAM,2008,78.34671428571428
590,Jordan,JOR,2004,78.34671428571428
591,Jordan,JOR,2005,78.34671428571428
592,Jordan,JOR,2006,78.34671428571428
593,Jordan,JOR,2007,78.34671428571428
594,Jordan,JOR,2008,78.34671428571428
595,Japan,JPN,2004,78.34671428571428
596,Japan,JPN,2005,78.34671428571428
597,Japan,JPN,2006,78.34671428571428
598,Japan,JPN,2007,78.34671428571428
599,Japan,JPN,2008,78.34671428571428
600,Kazakhstan,KAZ,2004,78.34671428571428
601,Kazakhstan,KAZ,2005,78.34671428571428
602,Kazakhstan,KAZ,2006,78.34671428571428
603,Kazakhstan,KAZ,2007,78.34671428571428
604,Kazakhstan,KAZ,2008,78.34671428571428
605,Kenya,KEN,2004,78.34671428571428
606,Kenya,KEN,2005,78.34671428571428
607,Kenya,KEN,2006,78.34671428571428
608,Kenya,KEN,2007,78.34671428571428
609,Kenya,KEN,2008,78.34671428571428
610,Kyrgyz Republic,KGZ,2004,78.34671428571428
611,Kyrgyz Republic,KGZ,2005,78.34671428571428
612,Kyrgyz Republic,KGZ,2006,78.34671428571428
613,Kyrgyz Republic,KGZ,2007,78.34671428571428
614,Kyrgyz Republic,KGZ,2008,78.34671428571428
615,Cambodia,KHM,2004,78.34671428571428
616,Cambodia,KHM,2005,78.34671428571428
617,Cambodia,KHM,2006,78.34671428571428
618,Cambodia,KHM,2007,78.34671428571428
619,Cambodia,KHM,2008,78.34671428571428
620,Kiribati,KIR,2004,78.34671428571428
621,Kiribati,KIR,2005,78.34671428571428
622,Kiribati,KIR,2006,78.34671428571428
623,Kiribati,KIR,2007,78.34671428571428
624,Kiribati,KIR,2008,78.34671428571428
625,St. Kitts and Nevis,KNA,2004,78.34671428571428
626,St. Kitts and Nevis,KNA,2005,78.34671428571428
627,St. Kitts and Nevis,KNA,2006,78.34671428571428
628,St. Kitts and Nevis,KNA,2007,78.34671428571428
629,St. Kitts and Nevis,KNA,2008,78.34671428571428
630,"Korea, Rep.",KOR,2004,78.34671428571428
631,"Korea, Rep.",KOR,2005,78.34671428571428
632,"Korea, Rep.",KOR,2006,78.34671428571428
633,"Korea, Rep.",KOR,2007,78.34671428571428
634,"Korea, Rep.",KOR,2008,78.34671428571428
635,Kuwait,KWT,2004,78.34671428571428
636,Kuwait,KWT,2005,78.34671428571428
637,Kuwait,KWT,2006,78.34671428571428
638,Kuwait,KWT,2007,78.34671428571428
639,Kuwait,KWT,2008,78.34671428571428
640,Latin America & Caribbean (excluding high income),LAC,2004,78.34671428571428
641,Latin America & Caribbean (excluding high income),LAC,2005,78.34671428571428
642,Latin America & Caribbean (excluding high income),LAC,2006,78.34671428571428
643,Latin America & Caribbean (excluding high income),LAC,2007,78.34671428571428
644,Latin America & Caribbean (excluding high income),LAC,2008,78.34671428571428
645,Lao PDR,LAO,2004,78.34671428571428
646,Lao PDR,LAO,2005,78.34671428571428
647,Lao PDR,LAO,2006,78.34671428571428
648,Lao PDR,LAO,2007,78.34671428571428
649,Lao PDR,LAO,2008,78.34671428571428
650,Lebanon,LBN,2004,78.34671428571428
651,Lebanon,LBN,2005,78.34671428571428
652,Lebanon,LBN,2006,78.34671428571428
653,Lebanon,LBN,2007,78.34671428571428
654,Lebanon,LBN,2008,78.34671428571428
655,Liberia,LBR,2004,78.34671428571428
656,Liberia,LBR,2005,78.34671428571428
657,Liberia,LBR,2006,78.34671428571428
658,Liberia,LBR,2007,78.34671428571428
659,Liberia,LBR,2008,78.34671428571428
660,Libya,LBY,2004,78.34671428571428
661,Libya,LBY,2005,78.34671428571428
662,Libya,LBY,2006,78.34671428571428
663,Libya,LBY,2007,78.34671428571428
664,Libya,LBY,2008,78.34671428571428
665,St. Lucia,LCA,2004,78.34671428571428
666,St. Lucia,LCA,2005,78.34671428571428
667,St. Lucia,LCA,2006,78.34671428571428
668,St. Lucia,LCA,2007,78.34671428571428
669,St. Lucia,LCA,2008,78.34671428571428
670,Latin America & Caribbean,LCN,2004,78.34671428571428
671,Latin America & Caribbean,LCN,2005,78.34671428571428
672,Latin America & Caribbean,LCN,2006,78.34671428571428
673,Latin America & Caribbean,LCN,2007,78.34671428571428
674,Latin America & Caribbean,LCN,2008,78.34671428571428
675,Least developed countries: UN classification,LDC,2004,78.34671428571428
676,Least developed countries: UN classification,LDC,2005,78.34671428571428
677,Least developed countries: UN classification,LDC,2006,78.34671428571428
678,Least developed countries: UN classification,LDC,2007,78.34671428571428
679,Least developed countries: UN classification,LDC,2008,78.34671428571428
680,Low income,LIC,2004,78.34671428571428
681,Low income,LIC,2005,78.34671428571428
682,Low income,LIC,2006,78.34671428571428
683,Low income,LIC,2007,78.34671428571428
684,Low income,LIC,2008,78.34671428571428
685,Liechtenstein,LIE,2004,78.34671428571428
686,Liechtenstein,LIE,2005,78.34671428571428
687,Liechtenstein,LIE,2006,78.34671428571428
688,Liechtenstein,LIE,2007,78.34671428571428
689,Liechtenstein,LIE,2008,78.34671428571428
690,Sri Lanka,LKA,2004,78.34671428571428
691,Sri Lanka,LKA,2005,78.34671428571428
692,Sri Lanka,LKA,2006,78.34671428571428
693,Sri Lanka,LKA,2007,78.34671428571428
694,Sri Lanka,LKA,2008,78.34671428571428
695,Lower middle income,LMC,2004,78.34671428571428
696,Lower middle income,LMC,2005,78.34671428571428
697,Lower middle income,LMC,2006,78.34671428571428
698,Lower middle income,LMC,2007,78.34671428571428
699,Lower middle income,LMC,2008,78.34671428571428
700,Low & middle income,LMY,2004,78.34671428571428
701,Low & middle income,LMY,2005,78.34671428571428
702,Low & middle income,LMY,2006,78.34671428571428
703,Low & middle income,LMY,2007,78.34671428571428
704,Low & middle income,LMY,2008,78.34671428571428
705,Lesotho,LSO,2004,78.34671428571428
706,Lesotho,LSO,2005,78.34671428571428
707,Lesotho,LSO,2006,78.34671428571428
708,Lesotho,LSO,2007,78.34671428571428
709,Lesotho,LSO,2008,78.34671428571428
710,Late-demographic dividend,LTE,2004,78.34671428571428
711,Late-demographic dividend,LTE,2005,78.34671428571428
712,Late-demographic dividend,LTE,2006,78.34671428571428
713,Late-demographic dividend,LTE,2007,78.34671428571428
714,Late-demographic dividend,LTE,2008,78.34671428571428
715,Lithuania,LTU,2004,40.861000000000004
716,Lithuania,LTU,2005,40.861000000000004
717,Lithuania,LTU,2006,44.061
718,Lithuania,LTU,2007,40.861000000000004
719,Lithuania,LTU,2008,40.861000000000004
720,Luxembourg,LUX,2004,78.34671428571428
721,Luxembourg,LUX,2005,78.34671428571428
722,Luxembourg,LUX,2006,78.34671428571428
723,Luxembourg,LUX,2007,78.34671428571428
724,Luxembourg,LUX,2008,78.34671428571428
725,Latvia,LVA,2004,78.34671428571428
726,Latvia,LVA,2005,78.34671428571428
727,Latvia,LVA,2006,78.34671428571428
728,Latvia,LVA,2007,78.34671428571428
729,Latvia,LVA,2008,78.34671428571428
730,"Macao SAR, China",MAC,2004,78.34671428571428
731,"Macao SAR, China",MAC,2005,78.34671428571428
732,"Macao SAR, China",MAC,2006,78.34671428571428
733,"Macao SAR, China",MAC,2007,78.34671428571428
734,"Macao SAR, China",MAC,2008,78.34671428571428
735,St. Martin (French part),MAF,2004,78.34671428571428
736,St. Martin (French part),MAF,2005,78.34671428571428
737,St. Martin (French part),MAF,2006,78.34671428571428
738,St. Martin (French part),MAF,2007,78.34671428571428
739,St. Martin (French part),MAF,2008,78.34671428571428
740,Morocco,MAR,2004,78.34671428571428
741,Morocco,MAR,2005,78.34671428571428
742,Morocco,MAR,2006,78.34671428571428
743,Morocco,MAR,2007,78.34671428571428
744,Morocco,MAR,2008,78.34671428571428
745,Monaco,MCO,2004,78.34671428571428
746,Monaco,MCO,2005,78.34671428571428
747,Monaco,MCO,2006,78.34671428571428
748,Monaco,MCO,2007,78.34671428571428
749,Monaco,MCO,2008,78.34671428571428
750,Moldova,MDA,2004,78.34671428571428
751,Moldova,MDA,2005,78.34671428571428
752,Moldova,MDA,2006,78.34671428571428
753,Moldova,MDA,2007,78.34671428571428
754,Moldova,MDA,2008,78.34671428571428
755,Madagascar,MDG,2004,78.34671428571428
756,Madagascar,MDG,2005,78.34671428571428
757,Madagascar,MDG,2006,78.34671428571428
758,Madagascar,MDG,2007,78.34671428571428
759,Madagascar,MDG,2008,78.34671428571428
760,Maldives,MDV,2004,78.34671428571428
761,Maldives,MDV,2005,78.34671428571428
762,Maldives,MDV,2006,78.34671428571428
763,Maldives,MDV,2007,78.34671428571428
764,Maldives,MDV,2008,78.34671428571428
765,Middle East & North Africa,MEA,2004,78.34671428571428
766,Middle East & North Africa,MEA,2005,78.34671428571428
767,Middle East & North Africa,MEA,2006,78.34671428571428
768,Middle East & North Africa,MEA,2007,78.34671428571428
769,Middle East & North Africa,MEA,2008,78.34671428571428
770,Mexico,MEX,2004,78.34671428571428
771,Mexico,MEX,2005,78.34671428571428
772,Mexico,MEX,2006,78.34671428571428
773,Mexico,MEX,2007,78.34671428571428
774,Mexico,MEX,2008,78.34671428571428
775,Marshall Islands,MHL,2004,78.34671428571428
776,Marshall Islands,MHL,2005,78.34671428571428
777,Marshall Islands,MHL,2006,78.34671428571428
778,Marshall Islands,MHL,2007,78.34671428571428
779,Marshall Islands,MHL,2008,78.34671428571428
780,Middle income,MIC,2004,78.34671428571428
781,Middle income,MIC,2005,78.34671428571428
782,Middle income,MIC,2006,78.34671428571428
783,Middle income,MIC,2007,78.34671428571428
784,Middle income,MIC,2008,78.34671428571428
785,North Macedonia,MKD,2004,78.34671428571428
786,North Macedonia,MKD,2005,78.34671428571428
787,North Macedonia,MKD,2006,78.34671428571428
788,North Macedonia,MKD,2007,78.34671428571428
789,North Macedonia,MKD,2008,78.34671428571428
790,Mali,MLI,2004,78.34671428571428
791,Mali,MLI,2005,78.34671428571428
792,Mali,MLI,2006,78.34671428571428
793,Mali,MLI,2007,78.34671428571428
794,Mali,MLI,2008,78.34671428571428
795,Malta,MLT,2004,78.34671428571428
796,Malta,MLT,2005,78.34671428571428
797,Malta,MLT,2006,78.34671428571428
798,Malta,MLT,2007,78.34671428571428
799,Malta,MLT,2008,78.34671428571428
800,Myanmar,MMR,2004,78.34671428571428
801,Myanmar,MMR,2005,78.34671428571428
802,Myanmar,MMR,2006,78.34671428571428
803,Myanmar,MMR,2007,78.34671428571428
804,Myanmar,MMR,2008,78.34671428571428
805,Middle East & North Africa (excluding high income),MNA,2004,78.34671428571428
806,Middle East & North Africa (excluding high income),MNA,2005,78.34671428571428
807,Middle East & North Africa (excluding high income),MNA,2006,78.34671428571428
808,Middle East & North Africa (excluding high income),MNA,2007,78.34671428571428
809,Middle East & North Africa (excluding high income),MNA,2008,78.34671428571428
810,Montenegro,MNE,2004,78.34671428571428
811,Montenegro,MNE,2005,78.34671428571428
812,Montenegro,MNE,2006,78.34671428571428
813,Montenegro,MNE,2007,78.34671428571428
814,Montenegro,MNE,2008,78.34671428571428
815,Mongolia,MNG,2004,78.34671428571428
816,Mongolia,MNG,2005,78.34671428571428
817,Mongolia,MNG,2006,78.34671428571428
818,Mongolia,MNG,2007,78.34671428571428
819,Mongolia,MNG,2008,78.34671428571428
820,Northern Mariana Islands,MNP,2004,78.34671428571428
821,Northern Mariana Islands,MNP,2005,78.34671428571428
822,Northern Mariana Islands,MNP,2006,78.34671428571428
823,Northern Mariana Islands,MNP,2007,78.34671428571428
824,Northern Mariana Islands,MNP,2008,78.34671428571428
825,Mozambique,MOZ,2004,78.34671428571428
826,Mozambique,MOZ,2005,78.34671428571428
827,Mozambique,MOZ,2006,78.34671428571428
828,Mozambique,MOZ,2007,78.34671428571428
829,Mozambique,MOZ,2008,78.34671428571428
830,Mauritania,MRT,2004,78.34671428571428
831,Mauritania,MRT,2005,78.34671428571428
832,Mauritania,MRT,2006,78.34671428571428
833,Mauritania,MRT,2007,78.34671428571428
834,Mauritania,MRT,2008,78.34671428571428
835,Mauritius,MUS,2004,78.34671428571428
836,Mauritius,MUS,2005,78.34671428571428
837,Mauritius,MUS,2006,78.34671428571428
838,Mauritius,MUS,2007,78.34671428571428
839,Mauritius,MUS,2008,78.34671428571428
840,Malawi,MWI,2004,78.34671428571428
841,Malawi,MWI,2005,78.34671428571428
842,Malawi,MWI,2006,78.34671428571428
843,Malawi,MWI,2007,78.34671428571428
844,Malawi,MWI,2008,78.34671428571428
845,Malaysia,MYS,2004,78.34671428571428
846,Malaysia,MYS,2005,78.34671428571428
847,Malaysia,MYS,2006,78.34671428571428
848,Malaysia,MYS,2007,78.34671428571428
849,Malaysia,MYS,2008,78.34671428571428
850,North America,NAC,2004,78.34671428571428
851,North America,NAC,2005,78.34671428571428
852,North America,NAC,2006,78.34671428571428
853,North America,NAC,2007,78.34671428571428
854,North America,NAC,2008,78.34671428571428
855,Namibia,NAM,2004,78.34671428571428
856,Namibia,NAM,2005,78.34671428571428
857,Namibia,NAM,2006,78.34671428571428
858,Namibia,NAM,2007,78.34671428571428
859,Namibia,NAM,2008,78.34671428571428
860,New Caledonia,NCL,2004,78.34671428571428
861,New Caledonia,NCL,2005,78.34671428571428
862,New Caledonia,NCL,2006,78.34671428571428
863,New Caledonia,NCL,2007,78.34671428571428
864,New Caledonia,NCL,2008,78.34671428571428
865,Niger,NER,2004,78.34671428571428
866,Niger,NER,2005,78.34671428571428
867,Niger,NER,2006,78.34671428571428
868,Niger,NER,2007,78.34671428571428
869,Niger,NER,2008,78.34671428571428
870,Nigeria,NGA,2004,78.34671428571428
871,Nigeria,NGA,2005,78.34671428571428
872,Nigeria,NGA,2006,78.34671428571428
873,Nigeria,NGA,2007,78.34671428571428
874,Nigeria,NGA,2008,78.34671428571428
875,Nicaragua,NIC,2004,78.34671428571428
876,Nicaragua,NIC,2005,78.34671428571428
877,Nicaragua,NIC,2006,78.34671428571428
878,Nicaragua,NIC,2007,78.34671428571428
879,Nicaragua,NIC,2008,78.34671428571428
880,Netherlands,NLD,2004,78.34671428571428
881,Netherlands,NLD,2005,78.34671428571428
882,Netherlands,NLD,2006,78.34671428571428
883,Netherlands,NLD,2007,78.34671428571428
884,Netherlands,NLD,2008,78.34671428571428
885,Norway,NOR,2004,60.300000000000004
886,Norway,NOR,2005,63.65
887,Norway,NOR,2006,62.050000000000004
888,Norway,NOR,2007,62.25
889,Norway,NOR,2008,62.599999999999994
890,Nepal,NPL,2004,78.34671428571428
891,Nepal,NPL,2005,78.34671428571428
892,Nepal,NPL,2006,78.34671428571428
893,Nepal,NPL,2007,78.34671428571428
894,Nepal,NPL,2008,78.34671428571428
895,Nauru,NRU,2004,78.34671428571428
896,Nauru,NRU,2005,78.34671428571428
897,Nauru,NRU,2006,78.34671428571428
898,Nauru,NRU,2007,78.34671428571428
899,Nauru,NRU,2008,78.34671428571428
900,New Zealand,NZL,2004,78.34671428571428
901,New Zealand,NZL,2005,78.34671428571428
902,New Zealand,NZL,2006,78.34671428571428
903,New Zealand,NZL,2007,78.34671428571428
904,New Zealand,NZL,2008,78.34671428571428
905,OECD members,OED,2004,78.34671428571428
906,OECD members,OED,2005,78.34671428571428
907,OECD members,OED,2006,78.34671428571428
908,OECD members,OED,2007,78.34671428571428
909,OECD members,OED,2008,78.34671428571428
910,Oman,OMN,2004,78.34671428571428
911,Oman,OMN,2005,78.34671428571428
912,Oman,OMN,2006,78.34671428571428
913,Oman,OMN,2007,78.34671428571428
914,Oman,OMN,2008,78.34671428571428
915,Other small states,OSS,2004,78.34671428571428
916,Other small states,OSS,2005,78.34671428571428
917,Other small states,OSS,2006,78.34671428571428
918,Other small states,OSS,2007,78.34671428571428
919,Other small states,OSS,2008,78.34671428571428
920,Pakistan,PAK,2004,78.34671428571428
921,Pakistan,PAK,2005,78.34671428571428
922,Pakistan,PAK,2006,78.34671428571428
923,Pakistan,PAK,2007,78.34671428571428
924,Pakistan,PAK,2008,78.34671428571428
925,Panama,PAN,2004,78.34671428571428
926,Panama,PAN,2005,78.34671428571428
927,Panama,PAN,2006,78.34671428571428
928,Panama,PAN,2007,78.34671428571428
929,Panama,PAN,2008,78.34671428571428
930,Peru,PER,2004,78.34671428571428
931,Peru,PER,2005,78.34671428571428
932,Peru,PER,2006,78.34671428571428
933,Peru,PER,2007,78.34671428571428
934,Peru,PER,2008,78.34671428571428
935,Philippines,PHL,2004,78.34671428571428
936,Philippines,PHL,2005,78.34671428571428
937,Philippines,PHL,2006,78.34671428571428
938,Philippines,PHL,2007,78.34671428571428
939,Philippines,PHL,2008,78.34671428571428
940,Palau,PLW,2004,78.34671428571428
941,Palau,PLW,2005,78.34671428571428
942,Palau,PLW,2006,78.34671428571428
943,Palau,PLW,2007,78.34671428571428
944,Palau,PLW,2008,78.34671428571428
945,Papua New Guinea,PNG,2004,78.34671428571428
946,Papua New Guinea,PNG,2005,78.34671428571428
947,Papua New Guinea,PNG,2006,78.34671428571428
948,Papua New Guinea,PNG,2007,78.34671428571428
949,Papua New Guinea,PNG,2008,78.34671428571428
950,Poland,POL,2004,124.55
951,Poland,POL,2005,121.35
952,Poland,POL,2006,139.3
953,Poland,POL,2007,134.7
954,Poland,POL,2008,130.04999999999998
955,Pre-demographic dividend,PRE,2004,78.34671428571428
956,Pre-demographic dividend,PRE,2005,78.34671428571428
957,Pre-demographic dividend,PRE,2006,78.34671428571428
958,Pre-demographic dividend,PRE,2007,78.34671428571428
959,Pre-demographic dividend,PRE,2008,78.34671428571428
960,Puerto Rico,PRI,2004,78.34671428571428
961,Puerto Rico,PRI,2005,78.34671428571428
962,Puerto Rico,PRI,2006,78.34671428571428
963,Puerto Rico,PRI,2007,78.34671428571428
964,Puerto Rico,PRI,2008,78.34671428571428
965,"Korea, Dem. People's Rep.",PRK,2004,78.34671428571428
966,"Korea, Dem. People's Rep.",PRK,2005,78.34671428571428
967,"Korea, Dem. People's Rep.",PRK,2006,78.34671428571428
968,"Korea, Dem. People's Rep.",PRK,2007,78.34671428571428
969,"Korea, Dem. People's Rep.",PRK,2008,78.34671428571428
970,Portugal,PRT,2004,78.34671428571428
971,Portugal,PRT,2005,78.34671428571428
972,Portugal,PRT,2006,78.34671428571428
973,Portugal,PRT,2007,78.34671428571428
974,Portugal,PRT,2008,78.34671428571428
975,Paraguay,PRY,2004,78.34671428571428
976,Paraguay,PRY,2005,78.34671428571428
977,Paraguay,PRY,2006,78.34671428571428
978,Paraguay,PRY,2007,78.34671428571428
979,Paraguay,PRY,2008,78.34671428571428
980,West Bank and Gaza,PSE,2004,78.34671428571428
981,West Bank and Gaza,PSE,2005,78.34671428571428
982,West Bank and Gaza,PSE,2006,78.34671428571428
983,West Bank and Gaza,PSE,2007,78.34671428571428
984,West Bank and Gaza,PSE,2008,78.34671428571428
985,Pacific island small states,PSS,2004,78.34671428571428
986,Pacific island small states,PSS,2005,78.34671428571428
987,Pacific island small states,PSS,2006,78.34671428571428
988,Pacific island small states,PSS,2007,78.34671428571428
989,Pacific island small states,PSS,2008,78.34671428571428
990,Post-demographic dividend,PST,2004,78.34671428571428
991,Post-demographic dividend,PST,2005,78.34671428571428
992,Post-demographic dividend,PST,2006,78.34671428571428
993,Post-demographic dividend,PST,2007,78.34671428571428
994,Post-demographic dividend,PST,2008,78.34671428571428
995,French Polynesia,PYF,2004,78.34671428571428
996,French Polynesia,PYF,2005,78.34671428571428
997,French Polynesia,PYF,2006,78.34671428571428
998,French Polynesia,PYF,2007,78.34671428571428
999,French Polynesia,PYF,2008,78.34671428571428
1000,Qatar,QAT,2004,78.34671428571428
1001,Qatar,QAT,2005,78.34671428571428
1002,Qatar,QAT,2006,78.34671428571428
1003,Qatar,QAT,2007,78.34671428571428
1004,Qatar,QAT,2008,78.34671428571428
1005,Romania,ROU,2004,78.34671428571428
1006,Romania,ROU,2005,78.34671428571428
1007,Romania,ROU,2006,78.34671428571428
1008,Romania,ROU,2007,78.34671428571428
1009,Romania,ROU,2008,78.34671428571428
1010,Russian Federation,RUS,2004,78.34671428571428
1011,Russian Federation,RUS,2005,78.34671428571428
1012,Russian Federation,RUS,2006,78.34671428571428
1013,Russian Federation,RUS,2007,78.34671428571428
1014,Russian Federation,RUS,2008,78.34671428571428
1015,Rwanda,RWA,2004,78.34671428571428
1016,Rwanda,RWA,2005,78.34671428571428
1017,Rwanda,RWA,2006,78.34671428571428
1018,Rwanda,RWA,2007,78.34671428571428
1019,Rwanda,RWA,2008,78.34671428571428
1020,South Asia,SAS,2004,78.34671428571428
1021,South Asia,SAS,2005,78.34671428571428
1022,South Asia,SAS,2006,78.34671428571428
1023,South Asia,SAS,2007,78.34671428571428
1024,South Asia,SAS,2008,78.34671428571428
1025,Saudi Arabia,SAU,2004,78.34671428571428
1026,Saudi Arabia,SAU,2005,78.34671428571428
1027,Saudi Arabia,SAU,2006,78.34671428571428
1028,Saudi Arabia,SAU,2007,78.34671428571428
1029,Saudi Arabia,SAU,2008,78.34671428571428
1030,Sudan,SDN,2004,78.34671428571428
1031,Sudan,SDN,2005,78.34671428571428
1032,Sudan,SDN,2006,78.34671428571428
1033,Sudan,SDN,2007,78.34671428571428
1034,Sudan,SDN,2008,78.34671428571428
1035,Senegal,SEN,2004,78.34671428571428
1036,Senegal,SEN,2005,78.34671428571428
1037,Senegal,SEN,2006,78.34671428571428
1038,Senegal,SEN,2007,78.34671428571428
1039,Senegal,SEN,2008,78.34671428571428
1040,Singapore,SGP,2004,78.34671428571428
1041,Singapore,SGP,2005,78.34671428571428
1042,Singapore,SGP,2006,78.34671428571428
1043,Singapore,SGP,2007,78.34671428571428
1044,Singapore,SGP,2008,78.34671428571428
1045,Solomon Islands,SLB,2004,78.34671428571428
1046,Solomon Islands,SLB,2005,78.34671428571428
1047,Solomon Islands,SLB,2006,78.34671428571428
1048,Solomon Islands,SLB,2007,78.34671428571428
1049,Solomon Islands,SLB,2008,78.34671428571428
1050,Sierra Leone,SLE,2004,78.34671428571428
1051,Sierra Leone,SLE,2005,78.34671428571428
1052,Sierra Leone,SLE,2006,78.34671428571428
1053,Sierra Leone,SLE,2007,78.34671428571428
1054,Sierra Leone,SLE,2008,78.34671428571428
1055,El Salvador,SLV,2004,78.34671428571428
1056,El Salvador,SLV,2005,78.34671428571428
1057,El Salvador,SLV,2006,78.34671428571428
1058,El Salvador,SLV,2007,78.34671428571428
1059,El Salvador,SLV,2008,78.34671428571428
1060,San Marino,SMR,2004,78.34671428571428
1061,San Marino,SMR,2005,78.34671428571428
1062,San Marino,SMR,2006,78.34671428571428
1063,San Marino,SMR,2007,78.34671428571428
1064,San Marino,SMR,2008,78.34671428571428
1065,Somalia,SOM,2004,78.34671428571428
1066,Somalia,SOM,2005,78.34671428571428
1067,Somalia,SOM,2006,78.34671428571428
1068,Somalia,SOM,2007,78.34671428571428
1069,Somalia,SOM,2008,78.34671428571428
1070,Serbia,SRB,2004,78.34671428571428
1071,Serbia,SRB,2005,78.34671428571428
1072,Serbia,SRB,2006,78.34671428571428
1073,Serbia,SRB,2007,78.34671428571428
1074,Serbia,SRB,2008,78.34671428571428
1075,Sub-Saharan Africa (excluding high income),SSA,2004,78.34671428571428
1076,Sub-Saharan Africa (excluding high income),SSA,2005,78.34671428571428
1077,Sub-Saharan Africa (excluding high income),SSA,2006,78.34671428571428
1078,Sub-Saharan Africa (excluding high income),SSA,2007,78.34671428571428
1079,Sub-Saharan Africa (excluding high income),SSA,2008,78.34671428571428
1080,South Sudan,SSD,2004,78.34671428571428
1081,South Sudan,SSD,2005,78.34671428571428
1082,South Sudan,SSD,2006,78.34671428571428
1083,South Sudan,SSD,2007,78.34671428571428
1084,South Sudan,SSD,2008,78.34671428571428
1085,Sub-Saharan Africa,SSF,2004,78.34671428571428
1086,Sub-Saharan Africa,SSF,2005,78.34671428571428
1087,Sub-Saharan Africa,SSF,2006,78.34671428571428
1088,Sub-Saharan Africa,SSF,2007,78.34671428571428
1089,Sub-Saharan Africa,SSF,2008,78.34671428571428
1090,Small states,SST,2004,78.34671428571428
1091,Small states,SST,2005,78.34671428571428
1092,Small states,SST,2006,78.34671428571428
1093,Small states,SST,2007,78.34671428571428
1094,Small states,SST,2008,78.34671428571428
1095,Sao Tome and Principe,STP,2004,78.34671428571428
1096,Sao Tome and Principe,STP,2005,78.34671428571428
1097,Sao Tome and Principe,STP,2006,78.34671428571428
1098,Sao Tome and Principe,STP,2007,78.34671428571428
1099,Sao Tome and Principe,STP,2008,78.34671428571428
1100,Suriname,SUR,2004,78.34671428571428
1101,Suriname,SUR,2005,78.34671428571428
1102,Suriname,SUR,2006,78.34671428571428
1103,Suriname,SUR,2007,78.34671428571428
1104,Suriname,SUR,2008,78.34671428571428
1105,Slovak Republic,SVK,2004,47.261
1106,Slovak Republic,SVK,2005,47.261
1107,Slovak Republic,SVK,2006,48.861000000000004
1108,Slovak Republic,SVK,2007,48.861000000000004
1109,Slovak Republic,SVK,2008,48.861000000000004
1110,Slovenia,SVN,2004,61.661
1111,Slovenia,SVN,2005,60.061
1112,Slovenia,SVN,2006,60.061
1113,Slovenia,SVN,2007,61.661
1114,Slovenia,SVN,2008,63.261
1115,Sweden,SWE,2004,72.861
1116,Sweden,SWE,2005,76.061
1117,Sweden,SWE,2006,77.661
1118,Sweden,SWE,2007,77.661
1119,Sweden,SWE,2008,77.661
1120,Eswatini,SWZ,2004,78.34671428571428
1121,Eswatini,SWZ,2005,78.34671428571428
1122,Eswatini,SWZ,2006,78.34671428571428
1123,Eswatini,SWZ,2007,78.34671428571428
1124,Eswatini,SWZ,2008,78.34671428571428
1125,Sint Maarten (Dutch part),SXM,2004,78.34671428571428
1126,Sint Maarten (Dutch part),SXM,2005,78.34671428571428
1127,Sint Maarten (Dutch part),SXM,2006,78.34671428571428
1128,Sint Maarten (Dutch part),SXM,2007,78.34671428571428
1129,Sint Maarten (Dutch part),SXM,2008,78.34671428571428
1130,Seychelles,SYC,2004,78.34671428571428
1131,Seychelles,SYC,2005,78.34671428571428
1132,Seychelles,SYC,2006,78.34671428571428
1133,Seychelles,SYC,2007,78.34671428571428
1134,Seychelles,SYC,2008,78.34671428571428
1135,Syrian Arab Republic,SYR,2004,78.34671428571428
1136,Syrian Arab Republic,SYR,2005,78.34671428571428
1137,Syrian Arab Republic,SYR,2006,78.34671428571428
1138,Syrian Arab Republic,SYR,2007,78.34671428571428
1139,Syrian Arab Republic,SYR,2008,78.34671428571428
1140,Turks and Caicos Islands,TCA,2004,78.34671428571428
1141,Turks and Caicos Islands,TCA,2005,78.34671428571428
1142,Turks and Caicos Islands,TCA,2006,78.34671428571428
1143,Turks and Caicos Islands,TCA,2007,78.34671428571428
1144,Turks and Caicos Islands,TCA,2008,78.34671428571428
1145,Chad,TCD,2004,78.34671428571428
1146,Chad,TCD,2005,78.34671428571428
1147,Chad,TCD,2006,78.34671428571428
1148,Chad,TCD,2007,78.34671428571428
1149,Chad,TCD,2008,78.34671428571428
1150,East Asia & Pacific (IDA & IBRD countries),TEA,2004,78.34671428571428
1151,East Asia & Pacific (IDA & IBRD countries),TEA,2005,78.34671428571428
1152,East Asia & Pacific (IDA & IBRD countries),TEA,2006,78.34671428571428
1153,East Asia & Pacific (IDA & IBRD countries),TEA,2007,78.34671428571428
1154,East Asia & Pacific (IDA & IBRD countries),TEA,2008,78.34671428571428
1155,Europe & Central Asia (IDA & IBRD countries),TEC,2004,78.34671428571428
1156,Europe & Central Asia (IDA & IBRD countries),TEC,2005,78.34671428571428
1157,Europe & Central Asia (IDA & IBRD countries),TEC,2006,78.34671428571428
1158,Europe & Central Asia (IDA & IBRD countries),TEC,2007,78.34671428571428
