Year,iso_code3,cost_enfu_fuel_biomass_usd_per_tonne
2024,MLI,209.78
2025,MLI,209.78
2026,MLI,209.78
2027,MLI,209.78
2028,MLI,209.78
2029,MLI,209.78
2030,MLI,209.78
2031,MLI,209.78
2032,MLI,209.78
2033,MLI,209.78
2034,MLI,209.78
2035,MLI,209.78
2036,MLI,209.78
2037,MLI,209.78
2038,MLI,209.78
2039,MLI,209.78
2040,MLI,209.78
2041,MLI,209.78
2042,MLI,209.78
2043,MLI,209.78
2044,MLI,209.78
2045,MLI,209.78
2046,MLI,209.78
2047,MLI,209.78
2048,MLI,209.78
2049,MLI,209.78
2050,MLI,209.78
2021,MLT,209.78
2022,MLT,209.78
2023,MLT,209.78
2024,MLT,209.78
2025,MLT,209.78
2026,MLT,209.78
2027,MLT,209.78
2028,MLT,209.78
2029,MLT,209.78
2030,MLT,209.78
2031,MLT,209.78
2032,MLT,209.78
2033,MLT,209.78
2034,MLT,209.78
2035,MLT,209.78
2036,MLT,209.78
2037,MLT,209.78
2038,MLT,209.78
2039,MLT,209.78
2040,MLT,209.78
2041,MLT,209.78
2042,MLT,209.78
2043,MLT,209.78
2044,MLT,209.78
2045,MLT,209.78
2046,MLT,209.78
2047,MLT,209.78
2048,MLT,209.78
2049,MLT,209.78
2050,MLT,209.78
2021,MMR,209.78
2022,MMR,209.78
2023,MMR,209.78
2024,MMR,209.78
2025,MMR,209.78
2026,MMR,209.78
2027,MMR,209.78
2028,MMR,209.78
2029,MMR,209.78
2030,MMR,209.78
2031,MMR,209.78
2032,MMR,209.78
2033,MMR,209.78
2034,MMR,209.78
2035,MMR,209.78
2036,MMR,209.78
2037,MMR,209.78
2038,MMR,209.78
2039,MMR,209.78
2040,MMR,209.78
2041,MMR,209.78
2042,MMR,209.78
2043,MMR,209.78
2044,MMR,209.78
2045,MMR,209.78
2046,MMR,209.78
2047,MMR,209.78
2048,MMR,209.78
2049,MMR,209.78
2050,MMR,209.78
2021,MNE,209.78
2022,MNE,209.78
2023,MNE,209.78
2024,MNE,209.78
2025,MNE,209.78
2026,MNE,209.78
2027,MNE,209.78
2028,MNE,209.78
2029,MNE,209.78
2030,MNE,209.78
2031,MNE,209.78
2032,MNE,209.78
2033,MNE,209.78
2034,MNE,209.78
2035,MNE,209.78
2036,MNE,209.78
2037,MNE,209.78
2038,MNE,209.78
2039,MNE,209.78
2040,MNE,209.78
2041,MNE,209.78
2042,MNE,209.78
2043,MNE,209.78
2044,MNE,209.78
2045,MNE,209.78
2046,MNE,209.78
2047,MNE,209.78
2048,MNE,209.78
2049,MNE,209.78
2050,MNE,209.78
2021,MNG,209.78
2022,MNG,209.78
2023,MNG,209.78
2024,MNG,209.78
2025,MNG,209.78
2026,MNG,209.78
2027,MNG,209.78
2028,MNG,209.78
2029,MNG,209.78
2030,MNG,209.78
2031,MNG,209.78
2032,MNG,209.78
2033,MNG,209.78
2034,MNG,209.78
2035,MNG,209.78
2036,MNG,209.78
2037,MNG,209.78
2038,MNG,209.78
2039,MNG,209.78
2040,MNG,209.78
2041,MNG,209.78
2042,MNG,209.78
2043,MNG,209.78
2044,MNG,209.78
2045,MNG,209.78
2046,MNG,209.78
2047,MNG,209.78
2048,MNG,209.78
2049,MNG,209.78
2050,MNG,209.78
2021,MNP,209.78
2022,MNP,209.78
2023,MNP,209.78
2024,MNP,209.78
2025,MNP,209.78
2026,MNP,209.78
2027,MNP,209.78
2028,MNP,209.78
2029,MNP,209.78
2030,MNP,209.78
2031,MNP,209.78
2032,MNP,209.78
2033,MNP,209.78
2034,MNP,209.78
2035,MNP,209.78
2036,MNP,209.78
2037,MNP,209.78
2038,MNP,209.78
2039,MNP,209.78
2040,MNP,209.78
2041,MNP,209.78
2042,MNP,209.78
2043,MNP,209.78
2044,MNP,209.78
2045,MNP,209.78
2046,MNP,209.78
2047,MNP,209.78
2048,MNP,209.78
2049,MNP,209.78
2050,MNP,209.78
2021,MOZ,209.78
2022,MOZ,209.78
2023,MOZ,209.78
2024,MOZ,209.78
2025,MOZ,209.78
2026,MOZ,209.78
2027,MOZ,209.78
2028,MOZ,209.78
2029,MOZ,209.78
2030,MOZ,209.78
2031,MOZ,209.78
2032,MOZ,209.78
2033,MOZ,209.78
2034,MOZ,209.78
2035,MOZ,209.78
2036,MOZ,209.78
2037,MOZ,209.78
2038,MOZ,209.78
2039,MOZ,209.78
2040,MOZ,209.78
2041,MOZ,209.78
2042,MOZ,209.78
2043,MOZ,209.78
2044,MOZ,209.78
2045,MOZ,209.78
2046,MOZ,209.78
2047,MOZ,209.78
2048,MOZ,209.78
2049,MOZ,209.78
2050,MOZ,209.78
2021,MRT,209.78
2022,MRT,209.78
2023,MRT,209.78
2024,MRT,209.78
2025,MRT,209.78
2026,MRT,209.78
2027,MRT,209.78
2028,MRT,209.78
2029,MRT,209.78
2030,MRT,209.78
2031,MRT,209.78
2032,MRT,209.78
2033,MRT,209.78
2034,MRT,209.78
2035,MRT,209.78
2036,MRT,209.78
2037,MRT,209.78
2038,MRT,209.78
2039,MRT,209.78
2040,MRT,209.78
2041,MRT,209.78
2042,MRT,209.78
2043,MRT,209.78
2044,MRT,209.78
2045,MRT,209.78
2046,MRT,209.78
2047,MRT,209.78
2048,MRT,209.78
2049,MRT,209.78
2050,MRT,209.78
2021,MUS,209.78
2022,MUS,209.78
2023,MUS,209.78
2024,MUS,209.78
2025,MUS,209.78
2026,MUS,209.78
2027,MUS,209.78
2028,MUS,209.78
2029,MUS,209.78
2030,MUS,209.78
2031,MUS,209.78
2032,MUS,209.78
2033,MUS,209.78
2034,MUS,209.78
2035,MUS,209.78
2036,MUS,209.78
2037,MUS,209.78
2038,MUS,209.78
2039,MUS,209.78
2040,MUS,209.78
2041,MUS,209.78
2042,MUS,209.78
2043,MUS,209.78
2044,MUS,209.78
2045,MUS,209.78
2046,MUS,209.78
2047,MUS,209.78
2048,MUS,209.78
2049,MUS,209.78
2050,MUS,209.78
2021,MWI,209.78
2022,MWI,209.78
2023,MWI,209.78
2024,MWI,209.78
2025,MWI,209.78
2026,MWI,209.78
2027,MWI,209.78
2028,MWI,209.78
2029,MWI,209.78
2030,MWI,209.78
2031,MWI,209.78
2032,MWI,209.78
2033,MWI,209.78
2034,MWI,209.78
2035,MWI,209.78
2036,MWI,209.78
2037,MWI,209.78
2038,MWI,209.78
2039,MWI,209.78
2040,MWI,209.78
2041,MWI,209.78
2042,MWI,209.78
2043,MWI,209.78
2044,MWI,209.78
2045,MWI,209.78
2046,MWI,209.78
2047,MWI,209.78
2048,MWI,209.78
2049,MWI,209.78
2050,MWI,209.78
2021,MYS,209.78
2022,MYS,209.78
2023,MYS,209.78
2024,MYS,209.78
2025,MYS,209.78
2026,MYS,209.78
2027,MYS,209.78
2028,MYS,209.78
2029,MYS,209.78
2030,MYS,209.78
2031,MYS,209.78
2032,MYS,209.78
2033,MYS,209.78
2034,MYS,209.78
2035,MYS,209.78
2036,MYS,209.78
2037,MYS,209.78
2038,MYS,209.78
2039,MYS,209.78
2040,MYS,209.78
2041,MYS,209.78
2042,MYS,209.78
2043,MYS,209.78
2044,MYS,209.78
2045,MYS,209.78
2046,MYS,209.78
2047,MYS,209.78
2048,MYS,209.78
2049,MYS,209.78
2050,MYS,209.78
2021,NAM,209.78
2022,NAM,209.78
2023,NAM,209.78
2024,NAM,209.78
2025,NAM,209.78
2026,NAM,209.78
2027,NAM,209.78
2028,NAM,209.78
2029,NAM,209.78
2030,NAM,209.78
2031,NAM,209.78
2032,NAM,209.78
2033,NAM,209.78
2034,NAM,209.78
2035,NAM,209.78
2036,NAM,209.78
2037,NAM,209.78
2038,NAM,209.78
2039,NAM,209.78
2040,NAM,209.78
2041,NAM,209.78
2042,NAM,209.78
2043,NAM,209.78
2044,NAM,209.78
2045,NAM,209.78
2046,NAM,209.78
2047,NAM,209.78
2048,NAM,209.78
2049,NAM,209.78
2050,NAM,209.78
2021,NCL,209.78
2022,NCL,209.78
2023,NCL,209.78
2024,NCL,209.78
2025,NCL,209.78
2026,NCL,209.78
2027,NCL,209.78
2028,NCL,209.78
2029,NCL,209.78
2030,NCL,209.78
2031,NCL,209.78
2032,NCL,209.78
2033,NCL,209.78
2034,NCL,209.78
2035,NCL,209.78
2036,NCL,209.78
2037,NCL,209.78
2038,NCL,209.78
2039,NCL,209.78
2040,NCL,209.78
2041,NCL,209.78
2042,NCL,209.78
2043,NCL,209.78
2044,NCL,209.78
2045,NCL,209.78
2046,NCL,209.78
2047,NCL,209.78
2048,NCL,209.78
2049,NCL,209.78
2050,NCL,209.78
2021,NER,209.78
2022,NER,209.78
2023,NER,209.78
2024,NER,209.78
2025,NER,209.78
2026,NER,209.78
2027,NER,209.78
2028,NER,209.78
2029,NER,209.78
2030,NER,209.78
2031,NER,209.78
2032,NER,209.78
2033,NER,209.78
2034,NER,209.78
2035,NER,209.78
2036,NER,209.78
2037,NER,209.78
2038,NER,209.78
2039,NER,209.78
2040,NER,209.78
2041,NER,209.78
2042,NER,209.78
2043,NER,209.78
2044,NER,209.78
2045,NER,209.78
2046,NER,209.78
2047,NER,209.78
2048,NER,209.78
2049,NER,209.78
2050,NER,209.78
2021,NGA,209.78
2022,NGA,209.78
2023,NGA,209.78
2024,NGA,209.78
2025,NGA,209.78
2026,NGA,209.78
2027,NGA,209.78
2028,NGA,209.78
2029,NGA,209.78
2030,NGA,209.78
2031,NGA,209.78
2032,NGA,209.78
2033,NGA,209.78
2034,NGA,209.78
2035,NGA,209.78
2036,NGA,209.78
2037,NGA,209.78
2038,NGA,209.78
2039,NGA,209.78
2040,NGA,209.78
2041,NGA,209.78
2042,NGA,209.78
2043,NGA,209.78
2044,NGA,209.78
2045,NGA,209.78
2046,NGA,209.78
2047,NGA,209.78
2048,NGA,209.78
2049,NGA,209.78
2050,NGA,209.78
2021,NIC,209.78
2022,NIC,209.78
2023,NIC,209.78
2024,NIC,209.78
2025,NIC,209.78
2026,NIC,209.78
2027,NIC,209.78
2028,NIC,209.78
2029,NIC,209.78
2030,NIC,209.78
2031,NIC,209.78
2032,NIC,209.78
2033,NIC,209.78
2034,NIC,209.78
2035,NIC,209.78
2036,NIC,209.78
2037,NIC,209.78
2038,NIC,209.78
2039,NIC,209.78
2040,NIC,209.78
2041,NIC,209.78
2042,NIC,209.78
2043,NIC,209.78
2044,NIC,209.78
2045,NIC,209.78
2046,NIC,209.78
2047,NIC,209.78
2048,NIC,209.78
2049,NIC,209.78
2050,NIC,209.78
2021,NLD,209.78
2022,NLD,209.78
2023,NLD,209.78
2024,NLD,209.78
2025,NLD,209.78
2026,NLD,209.78
2027,NLD,209.78
2028,NLD,209.78
2029,NLD,209.78
2030,NLD,209.78
2031,NLD,209.78
2032,NLD,209.78
2033,NLD,209.78
2034,NLD,209.78
2035,NLD,209.78
2036,NLD,209.78
2037,NLD,209.78
2038,NLD,209.78
2039,NLD,209.78
2040,NLD,209.78
2041,NLD,209.78
2042,NLD,209.78
2043,NLD,209.78
2044,NLD,209.78
2045,NLD,209.78
2046,NLD,209.78
2047,NLD,209.78
2048,NLD,209.78
2049,NLD,209.78
2050,NLD,209.78
2021,NOR,209.78
2022,NOR,209.78
2023,NOR,209.78
2024,NOR,209.78
2025,NOR,209.78
2026,NOR,209.78
2027,NOR,209.78
2028,NOR,209.78
2029,NOR,209.78
2030,NOR,209.78
2031,NOR,209.78
2032,NOR,209.78
2033,NOR,209.78
2034,NOR,209.78
2035,NOR,209.78
2036,NOR,209.78
2037,NOR,209.78
2038,NOR,209.78
2039,NOR,209.78
2040,NOR,209.78
2041,NOR,209.78
2042,NOR,209.78
2043,NOR,209.78
2044,NOR,209.78
2045,NOR,209.78
2046,NOR,209.78
2047,NOR,209.78
2048,NOR,209.78
2049,NOR,209.78
2050,NOR,209.78
2021,NPL,209.78
2022,NPL,209.78
2023,NPL,209.78
2024,NPL,209.78
2025,NPL,209.78
2026,NPL,209.78
2027,NPL,209.78
2028,NPL,209.78
2029,NPL,209.78
2030,NPL,209.78
2031,NPL,209.78
2032,NPL,209.78
2033,NPL,209.78
2034,NPL,209.78
2035,NPL,209.78
2036,NPL,209.78
2037,NPL,209.78
2038,NPL,209.78
2039,NPL,209.78
2040,NPL,209.78
2041,NPL,209.78
2042,NPL,209.78
2043,NPL,209.78
2044,NPL,209.78
2045,NPL,209.78
2046,NPL,209.78
2047,NPL,209.78
2048,NPL,209.78
2049,NPL,209.78
2050,NPL,209.78
2021,NRU,209.78
2022,NRU,209.78
2023,NRU,209.78
2024,NRU,209.78
2025,NRU,209.78
2026,NRU,209.78
2027,NRU,209.78
2028,NRU,209.78
2029,NRU,209.78
2030,NRU,209.78
2031,NRU,209.78
2032,NRU,209.78
2033,NRU,209.78
2034,NRU,209.78
2035,NRU,209.78
2036,NRU,209.78
2037,NRU,209.78
2038,NRU,209.78
2039,NRU,209.78
2040,NRU,209.78
2041,NRU,209.78
2042,NRU,209.78
2043,NRU,209.78
2044,NRU,209.78
2045,NRU,209.78
2046,NRU,209.78
2047,NRU,209.78
2048,NRU,209.78
2049,NRU,209.78
2050,NRU,209.78
2021,NZL,209.78
2022,NZL,209.78
2023,NZL,209.78
2024,NZL,209.78
2025,NZL,209.78
2026,NZL,209.78
2027,NZL,209.78
2028,NZL,209.78
2029,NZL,209.78
2030,NZL,209.78
2031,NZL,209.78
2032,NZL,209.78
2033,NZL,209.78
2034,NZL,209.78
2035,NZL,209.78
2036,NZL,209.78
2037,NZL,209.78
2038,NZL,209.78
2039,NZL,209.78
2040,NZL,209.78
2041,NZL,209.78
2042,NZL,209.78
2043,NZL,209.78
2044,NZL,209.78
2045,NZL,209.78
2046,NZL,209.78
2047,NZL,209.78
2048,NZL,209.78
2049,NZL,209.78
2050,NZL,209.78
2021,OMN,209.78
2022,OMN,209.78
2023,OMN,209.78
2024,OMN,209.78
2025,OMN,209.78
2026,OMN,209.78
2027,OMN,209.78
2028,OMN,209.78
2029,OMN,209.78
2030,OMN,209.78
2031,OMN,209.78
2032,OMN,209.78
2033,OMN,209.78
2034,OMN,209.78
2035,OMN,209.78
2036,OMN,209.78
2037,OMN,209.78
2038,OMN,209.78
2039,OMN,209.78
2040,OMN,209.78
2041,OMN,209.78
2042,OMN,209.78
2043,OMN,209.78
2044,OMN,209.78
2045,OMN,209.78
2046,OMN,209.78
2047,OMN,209.78
2048,OMN,209.78
2049,OMN,209.78
2050,OMN,209.78
2021,PAK,209.78
2022,PAK,209.78
2023,PAK,209.78
2024,PAK,209.78
2025,PAK,209.78
2026,PAK,209.78
2027,PAK,209.78
2028,PAK,209.78
2029,PAK,209.78
2030,PAK,209.78
2031,PAK,209.78
2032,PAK,209.78
2033,PAK,209.78
2034,PAK,209.78
2035,PAK,209.78
2036,PAK,209.78
2037,PAK,209.78
2038,PAK,209.78
2039,PAK,209.78
2040,PAK,209.78
2041,PAK,209.78
2042,PAK,209.78
2043,PAK,209.78
2044,PAK,209.78
2045,PAK,209.78
2046,PAK,209.78
2047,PAK,209.78
2048,PAK,209.78
2049,PAK,209.78
2050,PAK,209.78
2021,PAN,209.78
2022,PAN,209.78
2023,PAN,209.78
2024,PAN,209.78
2025,PAN,209.78
2026,PAN,209.78
2027,PAN,209.78
2028,PAN,209.78
2029,PAN,209.78
2030,PAN,209.78
2031,PAN,209.78
2032,PAN,209.78
2033,PAN,209.78
2034,PAN,209.78
2035,PAN,209.78
2036,PAN,209.78
2037,PAN,209.78
2038,PAN,209.78
2039,PAN,209.78
2040,PAN,209.78
2041,PAN,209.78
2042,PAN,209.78
2043,PAN,209.78
2044,PAN,209.78
2045,PAN,209.78
2046,PAN,209.78
2047,PAN,209.78
2048,PAN,209.78
2049,PAN,209.78
2050,PAN,209.78
2021,PER,209.78
2022,PER,209.78
2023,PER,209.78
2024,PER,209.78
2025,PER,209.78
2026,PER,209.78
2027,PER,209.78
2028,PER,209.78
2029,PER,209.78
2030,PER,209.78
2031,PER,209.78
2032,PER,209.78
2033,PER,209.78
2034,PER,209.78
2035,PER,209.78
2036,PER,209.78
2037,PER,209.78
2038,PER,209.78
2039,PER,209.78
2040,PER,209.78
2041,PER,209.78
2042,PER,209.78
2043,PER,209.78
2044,PER,209.78
2045,PER,209.78
2046,PER,209.78
2047,PER,209.78
2048,PER,209.78
2049,PER,209.78
2050,PER,209.78
2021,PHL,209.78
2022,PHL,209.78
2023,PHL,209.78
2024,PHL,209.78
2025,PHL,209.78
2026,PHL,209.78
2027,PHL,209.78
2028,PHL,209.78
2029,PHL,209.78
2030,PHL,209.78
2031,PHL,209.78
2032,PHL,209.78
2033,PHL,209.78
2034,PHL,209.78
2035,PHL,209.78
2036,PHL,209.78
2037,PHL,209.78
2038,PHL,209.78
2039,PHL,209.78
2040,PHL,209.78
2041,PHL,209.78
2042,PHL,209.78
2043,PHL,209.78
2044,PHL,209.78
2045,PHL,209.78
2046,PHL,209.78
2047,PHL,209.78
2048,PHL,209.78
2049,PHL,209.78
2050,PHL,209.78
2021,PLW,209.78
2022,PLW,209.78
2023,PLW,209.78
2024,PLW,209.78
2025,PLW,209.78
2026,PLW,209.78
2027,PLW,209.78
2028,PLW,209.78
2029,PLW,209.78
2030,PLW,209.78
2031,PLW,209.78
2032,PLW,209.78
2033,PLW,209.78
2034,PLW,209.78
2035,PLW,209.78
2036,PLW,209.78
2037,PLW,209.78
2038,PLW,209.78
2039,PLW,209.78
2040,PLW,209.78
2041,PLW,209.78
2042,PLW,209.78
2043,PLW,209.78
2044,PLW,209.78
2045,PLW,209.78
2046,PLW,209.78
2047,PLW,209.78
2048,PLW,209.78
2049,PLW,209.78
2050,PLW,209.78
2021,PNG,209.78
2022,PNG,209.78
2023,PNG,209.78
2024,PNG,209.78
2025,PNG,209.78
2026,PNG,209.78
2027,PNG,209.78
2028,PNG,209.78
2029,PNG,209.78
2030,PNG,209.78
2031,PNG,209.78
2032,PNG,209.78
2033,PNG,209.78
2034,PNG,209.78
2035,PNG,209.78
2036,PNG,209.78
2037,PNG,209.78
2038,PNG,209.78
2039,PNG,209.78
2040,PNG,209.78
2041,PNG,209.78
2042,PNG,209.78
2043,PNG,209.78
2044,PNG,209.78
2045,PNG,209.78
2046,PNG,209.78
2047,PNG,209.78
2048,PNG,209.78
2049,PNG,209.78
2050,PNG,209.78
2021,POL,209.78
2022,POL,209.78
2023,POL,209.78
2024,POL,209.78
2025,POL,209.78
2026,POL,209.78
2027,POL,209.78
2028,POL,209.78
2029,POL,209.78
2030,POL,209.78
2031,POL,209.78
2032,POL,209.78
2033,POL,209.78
2034,POL,209.78
2035,POL,209.78
2036,POL,209.78
2037,POL,209.78
2038,POL,209.78
2039,POL,209.78
2040,POL,209.78
2041,POL,209.78
2042,POL,209.78
2043,POL,209.78
2044,POL,209.78
2045,POL,209.78
2046,POL,209.78
2047,POL,209.78
2048,POL,209.78
2049,POL,209.78
2050,POL,209.78
2021,PRI,209.78
2022,PRI,209.78
2023,PRI,209.78
2024,PRI,209.78
2025,PRI,209.78
2026,PRI,209.78
2027,PRI,209.78
2028,PRI,209.78
2029,PRI,209.78
2030,PRI,209.78
2031,PRI,209.78
2032,PRI,209.78
2033,PRI,209.78
2034,PRI,209.78
2035,PRI,209.78
2036,PRI,209.78
2037,PRI,209.78
2038,PRI,209.78
2039,PRI,209.78
2040,PRI,209.78
2041,PRI,209.78
2042,PRI,209.78
2043,PRI,209.78
2044,PRI,209.78
2045,PRI,209.78
2046,PRI,209.78
2047,PRI,209.78
2048,PRI,209.78
2049,PRI,209.78
2050,PRI,209.78
2021,PRK,209.78
2022,PRK,209.78
2023,PRK,209.78
2024,PRK,209.78
2025,PRK,209.78
2026,PRK,209.78
2027,PRK,209.78
2028,PRK,209.78
2029,PRK,209.78
2030,PRK,209.78
2031,PRK,209.78
2032,PRK,209.78
2033,PRK,209.78
2034,PRK,209.78
2035,PRK,209.78
2036,PRK,209.78
2037,PRK,209.78
2038,PRK,209.78
2039,PRK,209.78
2040,PRK,209.78
2041,PRK,209.78
2042,PRK,209.78
2043,PRK,209.78
2044,PRK,209.78
2045,PRK,209.78
2046,PRK,209.78
2047,PRK,209.78
2048,PRK,209.78
2049,PRK,209.78
2050,PRK,209.78
2021,PRT,209.78
2022,PRT,209.78
2023,PRT,209.78
2024,PRT,209.78
2025,PRT,209.78
2026,PRT,209.78
2027,PRT,209.78
2028,PRT,209.78
2029,PRT,209.78
2030,PRT,209.78
2031,PRT,209.78
2032,PRT,209.78
2033,PRT,209.78
2034,PRT,209.78
2035,PRT,209.78
2036,PRT,209.78
2037,PRT,209.78
2038,PRT,209.78
2039,PRT,209.78
2040,PRT,209.78
2041,PRT,209.78
2042,PRT,209.78
2043,PRT,209.78
2044,PRT,209.78
2045,PRT,209.78
2046,PRT,209.78
2047,PRT,209.78
2048,PRT,209.78
2049,PRT,209.78
2050,PRT,209.78
2021,PRY,209.78
2022,PRY,209.78
2023,PRY,209.78
2024,PRY,209.78
2025,PRY,209.78
2026,PRY,209.78
2027,PRY,209.78
2028,PRY,209.78
2029,PRY,209.78
2030,PRY,209.78
2031,PRY,209.78
2032,PRY,209.78
2033,PRY,209.78
2034,PRY,209.78
2035,PRY,209.78
2036,PRY,209.78
2037,PRY,209.78
2038,PRY,209.78
2039,PRY,209.78
2040,PRY,209.78
2041,PRY,209.78
2042,PRY,209.78
2043,PRY,209.78
2044,PRY,209.78
2045,PRY,209.78
2046,PRY,209.78
2047,PRY,209.78
2048,PRY,209.78
2049,PRY,209.78
2050,PRY,209.78
2021,PYF,209.78
2022,PYF,209.78
2023,PYF,209.78
2024,PYF,209.78
2025,PYF,209.78
2026,PYF,209.78
2027,PYF,209.78
2028,PYF,209.78
2029,PYF,209.78
2030,PYF,209.78
2031,PYF,209.78
2032,PYF,209.78
2033,PYF,209.78
2034,PYF,209.78
2035,PYF,209.78
2036,PYF,209.78
2037,PYF,209.78
2038,PYF,209.78
2039,PYF,209.78
2040,PYF,209.78
2041,PYF,209.78
2042,PYF,209.78
2043,PYF,209.78
2044,PYF,209.78
2045,PYF,209.78
2046,PYF,209.78
2047,PYF,209.78
2048,PYF,209.78
2049,PYF,209.78
2050,PYF,209.78
2021,QAT,209.78
2022,QAT,209.78
2023,QAT,209.78
2024,QAT,209.78
2025,QAT,209.78
2026,QAT,209.78
2027,QAT,209.78
2028,QAT,209.78
2029,QAT,209.78
2030,QAT,209.78
2031,QAT,209.78
2032,QAT,209.78
2033,QAT,209.78
2034,QAT,209.78
2035,QAT,209.78
2036,QAT,209.78
2037,QAT,209.78
2038,QAT,209.78
2039,QAT,209.78
2040,QAT,209.78
2041,QAT,209.78
2042,QAT,209.78
2043,QAT,209.78
2044,QAT,209.78
2045,QAT,209.78
2046,QAT,209.78
2047,QAT,209.78
2048,QAT,209.78
2049,QAT,209.78
2050,QAT,209.78
2021,ROU,209.78
2022,ROU,209.78
2023,ROU,209.78
2024,ROU,209.78
2025,ROU,209.78
2026,ROU,209.78
2027,ROU,209.78
2028,ROU,209.78
2029,ROU,209.78
2030,ROU,209.78
2031,ROU,209.78
2032,ROU,209.78
2033,ROU,209.78
2034,ROU,209.78
2035,ROU,209.78
2036,ROU,209.78
2037,ROU,209.78
2038,ROU,209.78
2039,ROU,209.78
2040,ROU,209.78
2041,ROU,209.78
2042,ROU,209.78
2043,ROU,209.78
2044,ROU,209.78
2045,ROU,209.78
2046,ROU,209.78
2047,ROU,209.78
2048,ROU,209.78
2049,ROU,209.78
2050,ROU,209.78
2021,RUS,209.78
2022,RUS,209.78
2023,RUS,209.78
2024,RUS,209.78
2025,RUS,209.78
2026,RUS,209.78
2027,RUS,209.78
2028,RUS,209.78
2029,RUS,209.78
2030,RUS,209.78
2031,RUS,209.78
2032,RUS,209.78
2033,RUS,209.78
2034,RUS,209.78
2035,RUS,209.78
2036,RUS,209.78
2037,RUS,209.78
2038,RUS,209.78
2039,RUS,209.78
2040,RUS,209.78
2041,RUS,209.78
2042,RUS,209.78
2043,RUS,209.78
2044,RUS,209.78
2045,RUS,209.78
2046,RUS,209.78
2047,RUS,209.78
2048,RUS,209.78
2049,RUS,209.78
2050,RUS,209.78
2021,RWA,209.78
2022,RWA,209.78
2023,RWA,209.78
2024,RWA,209.78
2025,RWA,209.78
2026,RWA,209.78
2027,RWA,209.78
2028,RWA,209.78
2029,RWA,209.78
2030,RWA,209.78
2031,RWA,209.78
2032,RWA,209.78
2033,RWA,209.78
2034,RWA,209.78
2035,RWA,209.78
2036,RWA,209.78
2037,RWA,209.78
2038,RWA,209.78
2039,RWA,209.78
2040,RWA,209.78
2041,RWA,209.78
2042,RWA,209.78
2043,RWA,209.78
2044,RWA,209.78
2045,RWA,209.78
2046,RWA,209.78
2047,RWA,209.78
2048,RWA,209.78
2049,RWA,209.78
2050,RWA,209.78
2021,SAU,209.78
2022,SAU,209.78
2023,SAU,209.78
2024,SAU,209.78
2025,SAU,209.78
2026,SAU,209.78
2027,SAU,209.78
2028,SAU,209.78
2029,SAU,209.78
2030,SAU,209.78
2031,SAU,209.78
2032,SAU,209.78
2033,SAU,209.78
2034,SAU,209.78
2035,SAU,209.78
2036,SAU,209.78
2037,SAU,209.78
2038,SAU,209.78
2039,SAU,209.78
2040,SAU,209.78
2041,SAU,209.78
2042,SAU,209.78
2043,SAU,209.78
2044,SAU,209.78
2045,SAU,209.78
2046,SAU,209.78
2047,SAU,209.78
2048,SAU,209.78
2049,SAU,209.78
2050,SAU,209.78
2021,SDN,209.78
2022,SDN,209.78
2023,SDN,209.78
2024,SDN,209.78
2025,SDN,209.78
2026,SDN,209.78
2027,SDN,209.78
2028,SDN,209.78
2029,SDN,209.78
2030,SDN,209.78
2031,SDN,209.78
2032,SDN,209.78
2033,SDN,209.78
2034,SDN,209.78
2035,SDN,209.78
2036,SDN,209.78
2037,SDN,209.78
2038,SDN,209.78
2039,SDN,209.78
2040,SDN,209.78
2041,SDN,209.78
2042,SDN,209.78
2043,SDN,209.78
2044,SDN,209.78
2045,SDN,209.78
2046,SDN,209.78
2047,SDN,209.78
2048,SDN,209.78
2049,SDN,209.78
2050,SDN,209.78
2021,SEN,209.78
2022,SEN,209.78
2023,SEN,209.78
2024,SEN,209.78
2025,SEN,209.78
2026,SEN,209.78
2027,SEN,209.78
2028,SEN,209.78
2029,SEN,209.78
2030,SEN,209.78
2031,SEN,209.78
2032,SEN,209.78
2033,SEN,209.78
2034,SEN,209.78
2035,SEN,209.78
2036,SEN,209.78
2037,SEN,209.78
2038,SEN,209.78
2039,SEN,209.78
2040,SEN,209.78
2041,SEN,209.78
2042,SEN,209.78
2043,SEN,209.78
2044,SEN,209.78
2045,SEN,209.78
2046,SEN,209.78
2047,SEN,209.78
2048,SEN,209.78
2049,SEN,209.78
2050,SEN,209.78
2021,SGP,209.78
2022,SGP,209.78
2023,SGP,209.78
2024,SGP,209.78
2025,SGP,209.78
2026,SGP,209.78
2027,SGP,209.78
2028,SGP,209.78
2029,SGP,209.78
2030,SGP,209.78
2031,SGP,209.78
2032,SGP,209.78
2033,SGP,209.78
2034,SGP,209.78
2035,SGP,209.78
2036,SGP,209.78
2037,SGP,209.78
2038,SGP,209.78
2039,SGP,209.78
2040,SGP,209.78
2041,SGP,209.78
2042,SGP,209.78
2043,SGP,209.78
2044,SGP,209.78
2045,SGP,209.78
2046,SGP,209.78
2047,SGP,209.78
2048,SGP,209.78
2049,SGP,209.78
2050,SGP,209.78
2021,SLB,209.78
2022,SLB,209.78
2023,SLB,209.78
2024,SLB,209.78
2025,SLB,209.78
2026,SLB,209.78
2027,SLB,209.78
2028,SLB,209.78
2029,SLB,209.78
2030,SLB,209.78
2031,SLB,209.78
2032,SLB,209.78
2033,SLB,209.78
2034,SLB,209.78
2035,SLB,209.78
2036,SLB,209.78
2037,SLB,209.78
2038,SLB,209.78
