Year,iso_code3,net_imports_cement_clinker_tonne
2044,CHE,21854.72042909091
2045,CHE,21854.72042909091
2046,CHE,21854.72042909091
2047,CHE,21854.72042909091
2048,CHE,21854.72042909091
2049,CHE,21854.72042909091
2050,CHE,21854.72042909091
2021,CHL,-1021.88
2022,CHL,585285.1641818181
2023,CHL,585285.1641818181
2024,CHL,585285.1641818181
2025,CHL,585285.1641818181
2026,CHL,585285.1641818181
2027,CHL,585285.1641818181
2028,CHL,585285.1641818181
2029,CHL,585285.1641818181
2030,CHL,585285.1641818181
2031,CHL,585285.1641818181
2032,CHL,585285.1641818181
2033,CHL,585285.1641818181
2034,CHL,585285.1641818181
2035,CHL,585285.1641818181
2036,CHL,585285.1641818181
2037,CHL,585285.1641818181
2038,CHL,585285.1641818181
2039,CHL,585285.1641818181
2040,CHL,585285.1641818181
2041,CHL,585285.1641818181
2042,CHL,585285.1641818181
2043,CHL,585285.1641818181
2044,CHL,585285.1641818181
2045,CHL,585285.1641818181
2046,CHL,585285.1641818181
2047,CHL,585285.1641818181
2048,CHL,585285.1641818181
2049,CHL,585285.1641818181
2050,CHL,585285.1641818181
2021,CHN,-167168.0
2022,CHN,-2839766.705454545
2023,CHN,-2839766.705454545
2024,CHN,-2839766.705454545
2025,CHN,-2839766.705454545
2026,CHN,-2839766.705454545
2027,CHN,-2839766.705454545
2028,CHN,-2839766.705454545
2029,CHN,-2839766.705454545
2030,CHN,-2839766.705454545
2031,CHN,-2839766.705454545
2032,CHN,-2839766.705454545
2033,CHN,-2839766.705454545
2034,CHN,-2839766.705454545
2035,CHN,-2839766.705454545
2036,CHN,-2839766.705454545
2037,CHN,-2839766.705454545
2038,CHN,-2839766.705454545
2039,CHN,-2839766.705454545
2040,CHN,-2839766.705454545
2041,CHN,-2839766.705454545
2042,CHN,-2839766.705454545
2043,CHN,-2839766.705454545
2044,CHN,-2839766.705454545
2045,CHN,-2839766.705454545
2046,CHN,-2839766.705454545
2047,CHN,-2839766.705454545
2048,CHN,-2839766.705454545
2049,CHN,-2839766.705454545
2050,CHN,-2839766.705454545
2021,CIV,2132258.8535
2022,CIV,2132258.8535
2023,CIV,2132258.8535
2024,CIV,2132258.8535
2025,CIV,2132258.8535
2026,CIV,2132258.8535
2027,CIV,2132258.8535
2028,CIV,2132258.8535
2029,CIV,2132258.8535
2030,CIV,2132258.8535
2031,CIV,2132258.8535
2032,CIV,2132258.8535
2033,CIV,2132258.8535
2034,CIV,2132258.8535
2035,CIV,2132258.8535
2036,CIV,2132258.8535
2037,CIV,2132258.8535
2038,CIV,2132258.8535
2039,CIV,2132258.8535
2040,CIV,2132258.8535
2041,CIV,2132258.8535
2042,CIV,2132258.8535
2043,CIV,2132258.8535
2044,CIV,2132258.8535
2045,CIV,2132258.8535
2046,CIV,2132258.8535
2047,CIV,2132258.8535
2048,CIV,2132258.8535
2049,CIV,2132258.8535
2050,CIV,2132258.8535
2021,CMR,1391402.183125
2022,CMR,1391402.183125
2023,CMR,1391402.183125
2024,CMR,1391402.183125
2025,CMR,1391402.183125
2026,CMR,1391402.183125
2027,CMR,1391402.183125
2028,CMR,1391402.183125
2029,CMR,1391402.183125
2030,CMR,1391402.183125
2031,CMR,1391402.183125
2032,CMR,1391402.183125
2033,CMR,1391402.183125
2034,CMR,1391402.183125
2035,CMR,1391402.183125
2036,CMR,1391402.183125
2037,CMR,1391402.183125
2038,CMR,1391402.183125
2039,CMR,1391402.183125
2040,CMR,1391402.183125
2041,CMR,1391402.183125
2042,CMR,1391402.183125
2043,CMR,1391402.183125
2044,CMR,1391402.183125
2045,CMR,1391402.183125
2046,CMR,1391402.183125
2047,CMR,1391402.183125
2048,CMR,1391402.183125
2049,CMR,1391402.183125
2050,CMR,1391402.183125
2021,COG,-9.59232
2022,COG,14317.386334545456
2023,COG,14317.386334545456
2024,COG,14317.386334545456
2025,COG,14317.386334545456
2026,COG,14317.386334545456
2027,COG,14317.386334545456
2028,COG,14317.386334545456
2029,COG,14317.386334545456
2030,COG,14317.386334545456
2031,COG,14317.386334545456
2032,COG,14317.386334545456
2033,COG,14317.386334545456
2034,COG,14317.386334545456
2035,COG,14317.386334545456
2036,COG,14317.386334545456
2037,COG,14317.386334545456
2038,COG,14317.386334545456
2039,COG,14317.386334545456
2040,COG,14317.386334545456
2041,COG,14317.386334545456
2042,COG,14317.386334545456
2043,COG,14317.386334545456
2044,COG,14317.386334545456
2045,COG,14317.386334545456
2046,COG,14317.386334545456
2047,COG,14317.386334545456
2048,COG,14317.386334545456
2049,COG,14317.386334545456
2050,COG,14317.386334545456
2021,COK,287.843
2022,COK,287.843
2023,COK,287.843
2024,COK,287.843
2025,COK,287.843
2026,COK,287.843
2027,COK,287.843
2028,COK,287.843
2029,COK,287.843
2030,COK,287.843
2031,COK,287.843
2032,COK,287.843
2033,COK,287.843
2034,COK,287.843
2035,COK,287.843
2036,COK,287.843
2037,COK,287.843
2038,COK,287.843
2039,COK,287.843
2040,COK,287.843
2041,COK,287.843
2042,COK,287.843
2043,COK,287.843
2044,COK,287.843
2045,COK,287.843
2046,COK,287.843
2047,COK,287.843
2048,COK,287.843
2049,COK,287.843
2050,COK,287.843
2021,COL,729753.0
2022,COL,624848.5958318183
2023,COL,624848.5958318183
2024,COL,624848.5958318183
2025,COL,624848.5958318183
2026,COL,624848.5958318183
2027,COL,624848.5958318183
2028,COL,624848.5958318183
2029,COL,624848.5958318183
2030,COL,624848.5958318183
2031,COL,624848.5958318183
2032,COL,624848.5958318183
2033,COL,624848.5958318183
2034,COL,624848.5958318183
2035,COL,624848.5958318183
2036,COL,624848.5958318183
2037,COL,624848.5958318183
2038,COL,624848.5958318183
2039,COL,624848.5958318183
2040,COL,624848.5958318183
2041,COL,624848.5958318183
2042,COL,624848.5958318183
2043,COL,624848.5958318183
2044,COL,624848.5958318183
2045,COL,624848.5958318183
2046,COL,624848.5958318183
2047,COL,624848.5958318183
2048,COL,624848.5958318183
2049,COL,624848.5958318183
2050,COL,624848.5958318183
2021,COM,1020.3
2022,COM,12251.460227272728
2023,COM,12251.460227272728
2024,COM,12251.460227272728
2025,COM,12251.460227272728
2026,COM,12251.460227272728
2027,COM,12251.460227272728
2028,COM,12251.460227272728
2029,COM,12251.460227272728
2030,COM,12251.460227272728
2031,COM,12251.460227272728
2032,COM,12251.460227272728
2033,COM,12251.460227272728
2034,COM,12251.460227272728
2035,COM,12251.460227272728
2036,COM,12251.460227272728
2037,COM,12251.460227272728
2038,COM,12251.460227272728
2039,COM,12251.460227272728
2040,COM,12251.460227272728
2041,COM,12251.460227272728
2042,COM,12251.460227272728
2043,COM,12251.460227272728
2044,COM,12251.460227272728
2045,COM,12251.460227272728
2046,COM,12251.460227272728
2047,COM,12251.460227272728
2048,COM,12251.460227272728
2049,COM,12251.460227272728
2050,COM,12251.460227272728
2021,CRI,-337621.72
2022,CRI,-255573.90054545453
2023,CRI,-255573.90054545453
2024,CRI,-255573.90054545453
2025,CRI,-255573.90054545453
2026,CRI,-255573.90054545453
2027,CRI,-255573.90054545453
2028,CRI,-255573.90054545453
2029,CRI,-255573.90054545453
2030,CRI,-255573.90054545453
2031,CRI,-255573.90054545453
2032,CRI,-255573.90054545453
2033,CRI,-255573.90054545453
2034,CRI,-255573.90054545453
2035,CRI,-255573.90054545453
2036,CRI,-255573.90054545453
2037,CRI,-255573.90054545453
2038,CRI,-255573.90054545453
2039,CRI,-255573.90054545453
2040,CRI,-255573.90054545453
2041,CRI,-255573.90054545453
2042,CRI,-255573.90054545453
2043,CRI,-255573.90054545453
2044,CRI,-255573.90054545453
2045,CRI,-255573.90054545453
2046,CRI,-255573.90054545453
2047,CRI,-255573.90054545453
2048,CRI,-255573.90054545453
2049,CRI,-255573.90054545453
2050,CRI,-255573.90054545453
2021,CYM,881.777
2022,CYM,679.3115
2023,CYM,679.3115
2024,CYM,679.3115
2025,CYM,679.3115
2026,CYM,679.3115
2027,CYM,679.3115
2028,CYM,679.3115
2029,CYM,679.3115
2030,CYM,679.3115
2031,CYM,679.3115
2032,CYM,679.3115
2033,CYM,679.3115
2034,CYM,679.3115
2035,CYM,679.3115
2036,CYM,679.3115
2037,CYM,679.3115
2038,CYM,679.3115
2039,CYM,679.3115
2040,CYM,679.3115
2041,CYM,679.3115
2042,CYM,679.3115
2043,CYM,679.3115
2044,CYM,679.3115
2045,CYM,679.3115
2046,CYM,679.3115
2047,CYM,679.3115
2048,CYM,679.3115
2049,CYM,679.3115
2050,CYM,679.3115
2021,CYP,0.121
2022,CYP,-299469.1290000001
2023,CYP,-299469.1290000001
2024,CYP,-299469.1290000001
2025,CYP,-299469.1290000001
2026,CYP,-299469.1290000001
2027,CYP,-299469.1290000001
2028,CYP,-299469.1290000001
2029,CYP,-299469.1290000001
2030,CYP,-299469.1290000001
2031,CYP,-299469.1290000001
2032,CYP,-299469.1290000001
2033,CYP,-299469.1290000001
2034,CYP,-299469.1290000001
2035,CYP,-299469.1290000001
2036,CYP,-299469.1290000001
2037,CYP,-299469.1290000001
2038,CYP,-299469.1290000001
2039,CYP,-299469.1290000001
2040,CYP,-299469.1290000001
2041,CYP,-299469.1290000001
2042,CYP,-299469.1290000001
2043,CYP,-299469.1290000001
2044,CYP,-299469.1290000001
2045,CYP,-299469.1290000001
2046,CYP,-299469.1290000001
2047,CYP,-299469.1290000001
2048,CYP,-299469.1290000001
2049,CYP,-299469.1290000001
2050,CYP,-299469.1290000001
2021,CZE,0.0
2022,CZE,58889.098227272734
2023,CZE,58889.098227272734
2024,CZE,58889.098227272734
2025,CZE,58889.098227272734
2026,CZE,58889.098227272734
2027,CZE,58889.098227272734
2028,CZE,58889.098227272734
2029,CZE,58889.098227272734
2030,CZE,58889.098227272734
2031,CZE,58889.098227272734
2032,CZE,58889.098227272734
2033,CZE,58889.098227272734
2034,CZE,58889.098227272734
2035,CZE,58889.098227272734
2036,CZE,58889.098227272734
2037,CZE,58889.098227272734
2038,CZE,58889.098227272734
2039,CZE,58889.098227272734
2040,CZE,58889.098227272734
2041,CZE,58889.098227272734
2042,CZE,58889.098227272734
2043,CZE,58889.098227272734
2044,CZE,58889.098227272734
2045,CZE,58889.098227272734
2046,CZE,58889.098227272734
2047,CZE,58889.098227272734
2048,CZE,58889.098227272734
2049,CZE,58889.098227272734
2050,CZE,58889.098227272734
2021,Cape Verde,4.686333333333334
2022,Cape Verde,4.686333333333334
2023,Cape Verde,4.686333333333334
2024,Cape Verde,4.686333333333334
2025,Cape Verde,4.686333333333334
2026,Cape Verde,4.686333333333334
2027,Cape Verde,4.686333333333334
2028,Cape Verde,4.686333333333334
2029,Cape Verde,4.686333333333334
2030,Cape Verde,4.686333333333334
2031,Cape Verde,4.686333333333334
2032,Cape Verde,4.686333333333334
2033,Cape Verde,4.686333333333334
2034,Cape Verde,4.686333333333334
2035,Cape Verde,4.686333333333334
2036,Cape Verde,4.686333333333334
2037,Cape Verde,4.686333333333334
2038,Cape Verde,4.686333333333334
2039,Cape Verde,4.686333333333334
2040,Cape Verde,4.686333333333334
2041,Cape Verde,4.686333333333334
2042,Cape Verde,4.686333333333334
2043,Cape Verde,4.686333333333334
2044,Cape Verde,4.686333333333334
2045,Cape Verde,4.686333333333334
2046,Cape Verde,4.686333333333334
2047,Cape Verde,4.686333333333334
2048,Cape Verde,4.686333333333334
2049,Cape Verde,4.686333333333334
2050,Cape Verde,4.686333333333334
2021,"Congo, Dem. Rep.",3805.117
2022,"Congo, Dem. Rep.",3805.117
2023,"Congo, Dem. Rep.",3805.117
2024,"Congo, Dem. Rep.",3805.117
2025,"Congo, Dem. Rep.",3805.117
2026,"Congo, Dem. Rep.",3805.117
2027,"Congo, Dem. Rep.",3805.117
2028,"Congo, Dem. Rep.",3805.117
2029,"Congo, Dem. Rep.",3805.117
2030,"Congo, Dem. Rep.",3805.117
2031,"Congo, Dem. Rep.",3805.117
2032,"Congo, Dem. Rep.",3805.117
2033,"Congo, Dem. Rep.",3805.117
2034,"Congo, Dem. Rep.",3805.117
2035,"Congo, Dem. Rep.",3805.117
2036,"Congo, Dem. Rep.",3805.117
2037,"Congo, Dem. Rep.",3805.117
2038,"Congo, Dem. Rep.",3805.117
2039,"Congo, Dem. Rep.",3805.117
2040,"Congo, Dem. Rep.",3805.117
2041,"Congo, Dem. Rep.",3805.117
2042,"Congo, Dem. Rep.",3805.117
2043,"Congo, Dem. Rep.",3805.117
2044,"Congo, Dem. Rep.",3805.117
2045,"Congo, Dem. Rep.",3805.117
2046,"Congo, Dem. Rep.",3805.117
2047,"Congo, Dem. Rep.",3805.117
2048,"Congo, Dem. Rep.",3805.117
2049,"Congo, Dem. Rep.",3805.117
2050,"Congo, Dem. Rep.",3805.117
2021,DEU,-236832.0
2022,DEU,-342703.9272727272
2023,DEU,-342703.9272727272
2024,DEU,-342703.9272727272
2025,DEU,-342703.9272727272
2026,DEU,-342703.9272727272
2027,DEU,-342703.9272727272
2028,DEU,-342703.9272727272
2029,DEU,-342703.9272727272
2030,DEU,-342703.9272727272
2031,DEU,-342703.9272727272
2032,DEU,-342703.9272727272
2033,DEU,-342703.9272727272
2034,DEU,-342703.9272727272
2035,DEU,-342703.9272727272
2036,DEU,-342703.9272727272
2037,DEU,-342703.9272727272
2038,DEU,-342703.9272727272
2039,DEU,-342703.9272727272
2040,DEU,-342703.9272727272
2041,DEU,-342703.9272727272
2042,DEU,-342703.9272727272
2043,DEU,-342703.9272727272
2044,DEU,-342703.9272727272
2045,DEU,-342703.9272727272
2046,DEU,-342703.9272727272
2047,DEU,-342703.9272727272
2048,DEU,-342703.9272727272
2049,DEU,-342703.9272727272
2050,DEU,-342703.9272727272
2021,DNK,241884.1256
2022,DNK,39852.089981818186
2023,DNK,39852.089981818186
2024,DNK,39852.089981818186
2025,DNK,39852.089981818186
2026,DNK,39852.089981818186
2027,DNK,39852.089981818186
2028,DNK,39852.089981818186
2029,DNK,39852.089981818186
2030,DNK,39852.089981818186
2031,DNK,39852.089981818186
2032,DNK,39852.089981818186
2033,DNK,39852.089981818186
2034,DNK,39852.089981818186
2035,DNK,39852.089981818186
2036,DNK,39852.089981818186
2037,DNK,39852.089981818186
2038,DNK,39852.089981818186
2039,DNK,39852.089981818186
2040,DNK,39852.089981818186
2041,DNK,39852.089981818186
2042,DNK,39852.089981818186
2043,DNK,39852.089981818186
2044,DNK,39852.089981818186
2045,DNK,39852.089981818186
2046,DNK,39852.089981818186
2047,DNK,39852.089981818186
2048,DNK,39852.089981818186
2049,DNK,39852.089981818186
2050,DNK,39852.089981818186
2021,DOM,0.0
2022,DOM,170657.31363636366
2023,DOM,170657.31363636366
2024,DOM,170657.31363636366
2025,DOM,170657.31363636366
2026,DOM,170657.31363636366
2027,DOM,170657.31363636366
2028,DOM,170657.31363636366
2029,DOM,170657.31363636366
2030,DOM,170657.31363636366
2031,DOM,170657.31363636366
2032,DOM,170657.31363636366
2033,DOM,170657.31363636366
2034,DOM,170657.31363636366
2035,DOM,170657.31363636366
2036,DOM,170657.31363636366
2037,DOM,170657.31363636366
2038,DOM,170657.31363636366
2039,DOM,170657.31363636366
2040,DOM,170657.31363636366
2041,DOM,170657.31363636366
2042,DOM,170657.31363636366
2043,DOM,170657.31363636366
2044,DOM,170657.31363636366
2045,DOM,170657.31363636366
2046,DOM,170657.31363636366
2047,DOM,170657.31363636366
2048,DOM,170657.31363636366
2049,DOM,170657.31363636366
2050,DOM,170657.31363636366
2021,DZA,499938.2304571428
2022,DZA,499938.2304571428
2023,DZA,499938.2304571428
2024,DZA,499938.2304571428
2025,DZA,499938.2304571428
2026,DZA,499938.2304571428
2027,DZA,499938.2304571428
2028,DZA,499938.2304571428
2029,DZA,499938.2304571428
2030,DZA,499938.2304571428
2031,DZA,499938.2304571428
2032,DZA,499938.2304571428
2033,DZA,499938.2304571428
2034,DZA,499938.2304571428
2035,DZA,499938.2304571428
2036,DZA,499938.2304571428
2037,DZA,499938.2304571428
2038,DZA,499938.2304571428
2039,DZA,499938.2304571428
2040,DZA,499938.2304571428
2041,DZA,499938.2304571428
2042,DZA,499938.2304571428
2043,DZA,499938.2304571428
2044,DZA,499938.2304571428
2045,DZA,499938.2304571428
2046,DZA,499938.2304571428
2047,DZA,499938.2304571428
2048,DZA,499938.2304571428
2049,DZA,499938.2304571428
2050,DZA,499938.2304571428
2021,ECU,-643255.92968
2022,ECU,178341.50344181815
2023,ECU,178341.50344181815
2024,ECU,178341.50344181815
2025,ECU,178341.50344181815
2026,ECU,178341.50344181815
2027,ECU,178341.50344181815
2028,ECU,178341.50344181815
2029,ECU,178341.50344181815
2030,ECU,178341.50344181815
2031,ECU,178341.50344181815
2032,ECU,178341.50344181815
2033,ECU,178341.50344181815
2034,ECU,178341.50344181815
2035,ECU,178341.50344181815
2036,ECU,178341.50344181815
2037,ECU,178341.50344181815
2038,ECU,178341.50344181815
2039,ECU,178341.50344181815
2040,ECU,178341.50344181815
2041,ECU,178341.50344181815
2042,ECU,178341.50344181815
2043,ECU,178341.50344181815
2044,ECU,178341.50344181815
2045,ECU,178341.50344181815
2046,ECU,178341.50344181815
2047,ECU,178341.50344181815
2048,ECU,178341.50344181815
2049,ECU,178341.50344181815
2050,ECU,178341.50344181815
2021,EGY,-4692129.2
2022,EGY,-358555.0727272728
2023,EGY,-358555.0727272728
2024,EGY,-358555.0727272728
2025,EGY,-358555.0727272728
2026,EGY,-358555.0727272728
2027,EGY,-358555.0727272728
2028,EGY,-358555.0727272728
2029,EGY,-358555.0727272728
2030,EGY,-358555.0727272728
2031,EGY,-358555.0727272728
2032,EGY,-358555.0727272728
2033,EGY,-358555.0727272728
2034,EGY,-358555.0727272728
2035,EGY,-358555.0727272728
2036,EGY,-358555.0727272728
2037,EGY,-358555.0727272728
2038,EGY,-358555.0727272728
2039,EGY,-358555.0727272728
2040,EGY,-358555.0727272728
2041,EGY,-358555.0727272728
2042,EGY,-358555.0727272728
2043,EGY,-358555.0727272728
2044,EGY,-358555.0727272728
2045,EGY,-358555.0727272728
2046,EGY,-358555.0727272728
2047,EGY,-358555.0727272728
2048,EGY,-358555.0727272728
2049,EGY,-358555.0727272728
2050,EGY,-358555.0727272728
2021,ESP,-2570580.0
2022,ESP,-2947287.7677272726
2023,ESP,-2947287.7677272726
2024,ESP,-2947287.7677272726
2025,ESP,-2947287.7677272726
2026,ESP,-2947287.7677272726
2027,ESP,-2947287.7677272726
2028,ESP,-2947287.7677272726
2029,ESP,-2947287.7677272726
2030,ESP,-2947287.7677272726
2031,ESP,-2947287.7677272726
2032,ESP,-2947287.7677272726
2033,ESP,-2947287.7677272726
2034,ESP,-2947287.7677272726
2035,ESP,-2947287.7677272726
2036,ESP,-2947287.7677272726
2037,ESP,-2947287.7677272726
2038,ESP,-2947287.7677272726
2039,ESP,-2947287.7677272726
2040,ESP,-2947287.7677272726
2041,ESP,-2947287.7677272726
2042,ESP,-2947287.7677272726
2043,ESP,-2947287.7677272726
2044,ESP,-2947287.7677272726
2045,ESP,-2947287.7677272726
2046,ESP,-2947287.7677272726
2047,ESP,-2947287.7677272726
2048,ESP,-2947287.7677272726
2049,ESP,-2947287.7677272726
2050,ESP,-2947287.7677272726
2021,EST,267384.0
2022,EST,-134239.96128181813
2023,EST,-134239.96128181813
2024,EST,-134239.96128181813
2025,EST,-134239.96128181813
2026,EST,-134239.96128181813
2027,EST,-134239.96128181813
2028,EST,-134239.96128181813
2029,EST,-134239.96128181813
2030,EST,-134239.96128181813
2031,EST,-134239.96128181813
2032,EST,-134239.96128181813
2033,EST,-134239.96128181813
2034,EST,-134239.96128181813
2035,EST,-134239.96128181813
2036,EST,-134239.96128181813
2037,EST,-134239.96128181813
2038,EST,-134239.96128181813
2039,EST,-134239.96128181813
2040,EST,-134239.96128181813
2041,EST,-134239.96128181813
2042,EST,-134239.96128181813
2043,EST,-134239.96128181813
2044,EST,-134239.96128181813
2045,EST,-134239.96128181813
2046,EST,-134239.96128181813
2047,EST,-134239.96128181813
2048,EST,-134239.96128181813
2049,EST,-134239.96128181813
2050,EST,-134239.96128181813
2021,ETH,0.0
2022,ETH,17202.684307272724
2023,ETH,17202.684307272724
2024,ETH,17202.684307272724
2025,ETH,17202.684307272724
2026,ETH,17202.684307272724
2027,ETH,17202.684307272724
2028,ETH,17202.684307272724
2029,ETH,17202.684307272724
2030,ETH,17202.684307272724
2031,ETH,17202.684307272724
2032,ETH,17202.684307272724
2033,ETH,17202.684307272724
2034,ETH,17202.684307272724
2035,ETH,17202.684307272724
2036,ETH,17202.684307272724
2037,ETH,17202.684307272724
2038,ETH,17202.684307272724
2039,ETH,17202.684307272724
2040,ETH,17202.684307272724
2041,ETH,17202.684307272724
2042,ETH,17202.684307272724
2043,ETH,17202.684307272724
2044,ETH,17202.684307272724
2045,ETH,17202.684307272724
2046,ETH,17202.684307272724
2047,ETH,17202.684307272724
2048,ETH,17202.684307272724
2049,ETH,17202.684307272724
2050,ETH,17202.684307272724
2021,East Timor,2533.59
2022,East Timor,2533.59
2023,East Timor,2533.59
2024,East Timor,2533.59
2025,East Timor,2533.59
2026,East Timor,2533.59
2027,East Timor,2533.59
2028,East Timor,2533.59
2029,East Timor,2533.59
2030,East Timor,2533.59
2031,East Timor,2533.59
2032,East Timor,2533.59
2033,East Timor,2533.59
2034,East Timor,2533.59
2035,East Timor,2533.59
2036,East Timor,2533.59
2037,East Timor,2533.59
2038,East Timor,2533.59
2039,East Timor,2533.59
2040,East Timor,2533.59
2041,East Timor,2533.59
2042,East Timor,2533.59
2043,East Timor,2533.59
2044,East Timor,2533.59
2045,East Timor,2533.59
2046,East Timor,2533.59
2047,East Timor,2533.59
2048,East Timor,2533.59
2049,East Timor,2533.59
2050,East Timor,2533.59
2021,FIN,-50535.9
2022,FIN,9957.478363636365
2023,FIN,9957.478363636365
2024,FIN,9957.478363636365
2025,FIN,9957.478363636365
2026,FIN,9957.478363636365
2027,FIN,9957.478363636365
2028,FIN,9957.478363636365
2029,FIN,9957.478363636365
2030,FIN,9957.478363636365
2031,FIN,9957.478363636365
2032,FIN,9957.478363636365
2033,FIN,9957.478363636365
2034,FIN,9957.478363636365
2035,FIN,9957.478363636365
2036,FIN,9957.478363636365
2037,FIN,9957.478363636365
2038,FIN,9957.478363636365
2039,FIN,9957.478363636365
2040,FIN,9957.478363636365
2041,FIN,9957.478363636365
2042,FIN,9957.478363636365
2043,FIN,9957.478363636365
2044,FIN,9957.478363636365
2045,FIN,9957.478363636365
2046,FIN,9957.478363636365
2047,FIN,9957.478363636365
2048,FIN,9957.478363636365
2049,FIN,9957.478363636365
2050,FIN,9957.478363636365
2021,FJI,107220.396
2022,FJI,136671.61495454545
2023,FJI,136671.61495454545
2024,FJI,136671.61495454545
2025,FJI,136671.61495454545
2026,FJI,136671.61495454545
2027,FJI,136671.61495454545
2028,FJI,136671.61495454545
2029,FJI,136671.61495454545
2030,FJI,136671.61495454545
2031,FJI,136671.61495454545
2032,FJI,136671.61495454545
2033,FJI,136671.61495454545
2034,FJI,136671.61495454545
2035,FJI,136671.61495454545
2036,FJI,136671.61495454545
2037,FJI,136671.61495454545
2038,FJI,136671.61495454545
2039,FJI,136671.61495454545
2040,FJI,136671.61495454545
2041,FJI,136671.61495454545
2042,FJI,136671.61495454545
2043,FJI,136671.61495454545
2044,FJI,136671.61495454545
2045,FJI,136671.61495454545
2046,FJI,136671.61495454545
2047,FJI,136671.61495454545
2048,FJI,136671.61495454545
2049,FJI,136671.61495454545
2050,FJI,136671.61495454545
2021,FRA,2190670.0
2022,FRA,808403.5454545454
2023,FRA,808403.5454545454
2024,FRA,808403.5454545454
2025,FRA,808403.5454545454
2026,FRA,808403.5454545454
2027,FRA,808403.5454545454
2028,FRA,808403.5454545454
2029,FRA,808403.5454545454
2030,FRA,808403.5454545454
2031,FRA,808403.5454545454
2032,FRA,808403.5454545454
2033,FRA,808403.5454545454
2034,FRA,808403.5454545454
2035,FRA,808403.5454545454
2036,FRA,808403.5454545454
2037,FRA,808403.5454545454
2038,FRA,808403.5454545454
2039,FRA,808403.5454545454
2040,FRA,808403.5454545454
2041,FRA,808403.5454545454
2042,FRA,808403.5454545454
2043,FRA,808403.5454545454
2044,FRA,808403.5454545454
2045,FRA,808403.5454545454
2046,FRA,808403.5454545454
2047,FRA,808403.5454545454
2048,FRA,808403.5454545454
2049,FRA,808403.5454545454
2050,FRA,808403.5454545454
2021,GBR,442328.0
2022,GBR,485785.2754545456
2023,GBR,485785.2754545456
2024,GBR,485785.2754545456
2025,GBR,485785.2754545456
2026,GBR,485785.2754545456
2027,GBR,485785.2754545456
2028,GBR,485785.2754545456
2029,GBR,485785.2754545456
2030,GBR,485785.2754545456
2031,GBR,485785.2754545456
2032,GBR,485785.2754545456
2033,GBR,485785.2754545456
2034,GBR,485785.2754545456
2035,GBR,485785.2754545456
2036,GBR,485785.2754545456
2037,GBR,485785.2754545456
2038,GBR,485785.2754545456
2039,GBR,485785.2754545456
2040,GBR,485785.2754545456
2041,GBR,485785.2754545456
2042,GBR,485785.2754545456
2043,GBR,485785.2754545456
2044,GBR,485785.2754545456
2045,GBR,485785.2754545456
2046,GBR,485785.2754545456
2047,GBR,485785.2754545456
2048,GBR,485785.2754545456
2049,GBR,485785.2754545456
2050,GBR,485785.2754545456
2021,GEO,651817.9449
2022,GEO,285698.76640454546
2023,GEO,285698.76640454546
2024,GEO,285698.76640454546
2025,GEO,285698.76640454546
2026,GEO,285698.76640454546
2027,GEO,285698.76640454546
2028,GEO,285698.76640454546
2029,GEO,285698.76640454546
2030,GEO,285698.76640454546
2031,GEO,285698.76640454546
2032,GEO,285698.76640454546
2033,GEO,285698.76640454546
2034,GEO,285698.76640454546
2035,GEO,285698.76640454546
2036,GEO,285698.76640454546
2037,GEO,285698.76640454546
2038,GEO,285698.76640454546
2039,GEO,285698.76640454546
2040,GEO,285698.76640454546
2041,GEO,285698.76640454546
2042,GEO,285698.76640454546
2043,GEO,285698.76640454546
2044,GEO,285698.76640454546
2045,GEO,285698.76640454546
2046,GEO,285698.76640454546
2047,GEO,285698.76640454546
2048,GEO,285698.76640454546
2049,GEO,285698.76640454546
2050,GEO,285698.76640454546
2021,GHA,6558423.018333334
2022,GHA,6558423.018333334
2023,GHA,6558423.018333334
2024,GHA,6558423.018333334
2025,GHA,6558423.018333334
2026,GHA,6558423.018333334
2027,GHA,6558423.018333334
2028,GHA,6558423.018333334
2029,GHA,6558423.018333334
2030,GHA,6558423.018333334
2031,GHA,6558423.018333334
2032,GHA,6558423.018333334
2033,GHA,6558423.018333334
2034,GHA,6558423.018333334
2035,GHA,6558423.018333334
2036,GHA,6558423.018333334
2037,GHA,6558423.018333334
2038,GHA,6558423.018333334
2039,GHA,6558423.018333334
2040,GHA,6558423.018333334
2041,GHA,6558423.018333334
2042,GHA,6558423.018333334
2043,GHA,6558423.018333334
2044,GHA,6558423.018333334
2045,GHA,6558423.018333334
2046,GHA,6558423.018333334
2047,GHA,6558423.018333334
2048,GHA,6558423.018333334
2049,GHA,6558423.018333334
2050,GHA,6558423.018333334
2021,GIN,796003.6666666666
2022,GIN,796003.6666666666
2023,GIN,796003.6666666666
2024,GIN,796003.6666666666
2025,GIN,796003.6666666666
2026,GIN,796003.6666666666
2027,GIN,796003.6666666666
2028,GIN,796003.6666666666
2029,GIN,796003.6666666666
2030,GIN,796003.6666666666
2031,GIN,796003.6666666666
2032,GIN,796003.6666666666
2033,GIN,796003.6666666666
2034,GIN,796003.6666666666
2035,GIN,796003.6666666666
2036,GIN,796003.6666666666
2037,GIN,796003.6666666666
2038,GIN,796003.6666666666
2039,GIN,796003.6666666666
2040,GIN,796003.6666666666
2041,GIN,796003.6666666666
2042,GIN,796003.6666666666
2043,GIN,796003.6666666666
2044,GIN,796003.6666666666
