,Nation,iso_code3,Year,frac_scoe_heat_energy_other_se_kerosene
186,Argentina,ARG,2037,0.011658812178785463
187,Argentina,ARG,2038,0.011658812178785463
188,Argentina,ARG,2039,0.011658812178785463
189,Argentina,ARG,2040,0.011658812178785463
190,Argentina,ARG,2041,0.011658812178785463
191,Argentina,ARG,2042,0.011658812178785463
192,Argentina,ARG,2043,0.011658812178785463
193,Argentina,ARG,2044,0.011658812178785463
194,Argentina,ARG,2045,0.011658812178785463
195,Argentina,ARG,2046,0.011658812178785463
196,Argentina,ARG,2047,0.011658812178785463
197,Argentina,ARG,2048,0.011658812178785463
198,Argentina,ARG,2049,0.011658812178785463
199,Argentina,ARG,2050,0.011658812178785463
209,Armenia,ARM,2020,0.010976187075542519
210,Armenia,ARM,2021,0.010976187075542519
211,Armenia,ARM,2022,0.010976187075542519
212,Armenia,ARM,2023,0.010976187075542519
213,Armenia,ARM,2024,0.010976187075542519
214,Armenia,ARM,2025,0.010976187075542519
215,Armenia,ARM,2026,0.010976187075542519
216,Armenia,ARM,2027,0.010976187075542519
217,Armenia,ARM,2028,0.010976187075542519
218,Armenia,ARM,2029,0.010976187075542519
219,Armenia,ARM,2030,0.010976187075542519
220,Armenia,ARM,2031,0.010976187075542519
221,Armenia,ARM,2032,0.010976187075542519
222,Armenia,ARM,2033,0.010976187075542519
223,Armenia,ARM,2034,0.010976187075542519
224,Armenia,ARM,2035,0.010976187075542519
225,Armenia,ARM,2036,0.010976187075542519
226,Armenia,ARM,2037,0.010976187075542519
227,Armenia,ARM,2038,0.010976187075542519
228,Armenia,ARM,2039,0.010976187075542519
229,Armenia,ARM,2040,0.010976187075542519
230,Armenia,ARM,2041,0.010976187075542519
231,Armenia,ARM,2042,0.010976187075542519
232,Armenia,ARM,2043,0.010976187075542519
233,Armenia,ARM,2044,0.010976187075542519
234,Armenia,ARM,2045,0.010976187075542519
235,Armenia,ARM,2046,0.010976187075542519
236,Armenia,ARM,2047,0.010976187075542519
237,Armenia,ARM,2048,0.010976187075542519
238,Armenia,ARM,2049,0.010976187075542519
239,Armenia,ARM,2050,0.010976187075542519
249,Aruba,ABW,2020,0.010976187075542519
250,Aruba,ABW,2021,0.010976187075542519
251,Aruba,ABW,2022,0.010976187075542519
252,Aruba,ABW,2023,0.010976187075542519
253,Aruba,ABW,2024,0.010976187075542519
254,Aruba,ABW,2025,0.010976187075542519
255,Aruba,ABW,2026,0.010976187075542519
256,Aruba,ABW,2027,0.010976187075542519
257,Aruba,ABW,2028,0.010976187075542519
258,Aruba,ABW,2029,0.010976187075542519
259,Aruba,ABW,2030,0.010976187075542519
260,Aruba,ABW,2031,0.010976187075542519
261,Aruba,ABW,2032,0.010976187075542519
262,Aruba,ABW,2033,0.010976187075542519
263,Aruba,ABW,2034,0.010976187075542519
264,Aruba,ABW,2035,0.010976187075542519
265,Aruba,ABW,2036,0.010976187075542519
266,Aruba,ABW,2037,0.010976187075542519
267,Aruba,ABW,2038,0.010976187075542519
268,Aruba,ABW,2039,0.010976187075542519
269,Aruba,ABW,2040,0.010976187075542519
270,Aruba,ABW,2041,0.010976187075542519
271,Aruba,ABW,2042,0.010976187075542519
272,Aruba,ABW,2043,0.010976187075542519
273,Aruba,ABW,2044,0.010976187075542519
274,Aruba,ABW,2045,0.010976187075542519
275,Aruba,ABW,2046,0.010976187075542519
276,Aruba,ABW,2047,0.010976187075542519
277,Aruba,ABW,2048,0.010976187075542519
278,Aruba,ABW,2049,0.010976187075542519
279,Aruba,ABW,2050,0.010976187075542519
289,Australia,AUS,2020,0.00601387146932332
290,Australia,AUS,2021,0.00601387146932332
291,Australia,AUS,2022,0.00601387146932332
292,Australia,AUS,2023,0.00601387146932332
293,Australia,AUS,2024,0.00601387146932332
294,Australia,AUS,2025,0.00601387146932332
295,Australia,AUS,2026,0.00601387146932332
296,Australia,AUS,2027,0.00601387146932332
297,Australia,AUS,2028,0.00601387146932332
298,Australia,AUS,2029,0.00601387146932332
299,Australia,AUS,2030,0.00601387146932332
300,Australia,AUS,2031,0.00601387146932332
301,Australia,AUS,2032,0.00601387146932332
302,Australia,AUS,2033,0.00601387146932332
303,Australia,AUS,2034,0.00601387146932332
304,Australia,AUS,2035,0.00601387146932332
305,Australia,AUS,2036,0.00601387146932332
306,Australia,AUS,2037,0.00601387146932332
307,Australia,AUS,2038,0.00601387146932332
308,Australia,AUS,2039,0.00601387146932332
309,Australia,AUS,2040,0.00601387146932332
310,Australia,AUS,2041,0.00601387146932332
311,Australia,AUS,2042,0.00601387146932332
312,Australia,AUS,2043,0.00601387146932332
313,Australia,AUS,2044,0.00601387146932332
314,Australia,AUS,2045,0.00601387146932332
315,Australia,AUS,2046,0.00601387146932332
316,Australia,AUS,2047,0.00601387146932332
317,Australia,AUS,2048,0.00601387146932332
318,Australia,AUS,2049,0.00601387146932332
319,Australia,AUS,2050,0.00601387146932332
329,Austria,AUT,2020,0.018207729378011964
330,Austria,AUT,2021,0.018207729378011964
331,Austria,AUT,2022,0.018207729378011964
332,Austria,AUT,2023,0.018207729378011964
333,Austria,AUT,2024,0.018207729378011964
334,Austria,AUT,2025,0.018207729378011964
335,Austria,AUT,2026,0.018207729378011964
336,Austria,AUT,2027,0.018207729378011964
337,Austria,AUT,2028,0.018207729378011964
338,Austria,AUT,2029,0.018207729378011964
339,Austria,AUT,2030,0.018207729378011964
340,Austria,AUT,2031,0.018207729378011964
341,Austria,AUT,2032,0.018207729378011964
342,Austria,AUT,2033,0.018207729378011964
343,Austria,AUT,2034,0.018207729378011964
344,Austria,AUT,2035,0.018207729378011964
345,Austria,AUT,2036,0.018207729378011964
346,Austria,AUT,2037,0.018207729378011964
347,Austria,AUT,2038,0.018207729378011964
348,Austria,AUT,2039,0.018207729378011964
349,Austria,AUT,2040,0.018207729378011964
350,Austria,AUT,2041,0.018207729378011964
351,Austria,AUT,2042,0.018207729378011964
352,Austria,AUT,2043,0.018207729378011964
353,Austria,AUT,2044,0.018207729378011964
354,Austria,AUT,2045,0.018207729378011964
355,Austria,AUT,2046,0.018207729378011964
356,Austria,AUT,2047,0.018207729378011964
357,Austria,AUT,2048,0.018207729378011964
358,Austria,AUT,2049,0.018207729378011964
359,Austria,AUT,2050,0.018207729378011964
369,Azerbaijan,AZE,2020,0.0003922510406660263
370,Azerbaijan,AZE,2021,0.0003922510406660263
371,Azerbaijan,AZE,2022,0.0003922510406660263
372,Azerbaijan,AZE,2023,0.0003922510406660263
373,Azerbaijan,AZE,2024,0.0003922510406660263
374,Azerbaijan,AZE,2025,0.0003922510406660263
375,Azerbaijan,AZE,2026,0.0003922510406660263
376,Azerbaijan,AZE,2027,0.0003922510406660263
377,Azerbaijan,AZE,2028,0.0003922510406660263
378,Azerbaijan,AZE,2029,0.0003922510406660263
379,Azerbaijan,AZE,2030,0.0003922510406660263
380,Azerbaijan,AZE,2031,0.0003922510406660263
381,Azerbaijan,AZE,2032,0.0003922510406660263
382,Azerbaijan,AZE,2033,0.0003922510406660263
383,Azerbaijan,AZE,2034,0.0003922510406660263
384,Azerbaijan,AZE,2035,0.0003922510406660263
385,Azerbaijan,AZE,2036,0.0003922510406660263
386,Azerbaijan,AZE,2037,0.0003922510406660263
387,Azerbaijan,AZE,2038,0.0003922510406660263
388,Azerbaijan,AZE,2039,0.0003922510406660263
389,Azerbaijan,AZE,2040,0.0003922510406660263
390,Azerbaijan,AZE,2041,0.0003922510406660263
391,Azerbaijan,AZE,2042,0.0003922510406660263
392,Azerbaijan,AZE,2043,0.0003922510406660263
393,Azerbaijan,AZE,2044,0.0003922510406660263
394,Azerbaijan,AZE,2045,0.0003922510406660263
395,Azerbaijan,AZE,2046,0.0003922510406660263
396,Azerbaijan,AZE,2047,0.0003922510406660263
397,Azerbaijan,AZE,2048,0.0003922510406660263
398,Azerbaijan,AZE,2049,0.0003922510406660263
399,Azerbaijan,AZE,2050,0.0003922510406660263
409,"Bahamas, The",BHS,2020,0.021952374151085037
410,"Bahamas, The",BHS,2021,0.021952374151085037
411,"Bahamas, The",BHS,2022,0.021952374151085037
412,"Bahamas, The",BHS,2023,0.021952374151085037
413,"Bahamas, The",BHS,2024,0.021952374151085037
414,"Bahamas, The",BHS,2025,0.021952374151085037
415,"Bahamas, The",BHS,2026,0.021952374151085037
416,"Bahamas, The",BHS,2027,0.021952374151085037
417,"Bahamas, The",BHS,2028,0.021952374151085037
418,"Bahamas, The",BHS,2029,0.021952374151085037
419,"Bahamas, The",BHS,2030,0.021952374151085037
420,"Bahamas, The",BHS,2031,0.021952374151085037
421,"Bahamas, The",BHS,2032,0.021952374151085037
422,"Bahamas, The",BHS,2033,0.021952374151085037
423,"Bahamas, The",BHS,2034,0.021952374151085037
424,"Bahamas, The",BHS,2035,0.021952374151085037
425,"Bahamas, The",BHS,2036,0.021952374151085037
426,"Bahamas, The",BHS,2037,0.021952374151085037
427,"Bahamas, The",BHS,2038,0.021952374151085037
428,"Bahamas, The",BHS,2039,0.021952374151085037
429,"Bahamas, The",BHS,2040,0.021952374151085037
430,"Bahamas, The",BHS,2041,0.021952374151085037
431,"Bahamas, The",BHS,2042,0.021952374151085037
432,"Bahamas, The",BHS,2043,0.021952374151085037
433,"Bahamas, The",BHS,2044,0.021952374151085037
434,"Bahamas, The",BHS,2045,0.021952374151085037
435,"Bahamas, The",BHS,2046,0.021952374151085037
436,"Bahamas, The",BHS,2047,0.021952374151085037
437,"Bahamas, The",BHS,2048,0.021952374151085037
438,"Bahamas, The",BHS,2049,0.021952374151085037
439,"Bahamas, The",BHS,2050,0.021952374151085037
449,Bahrain,BHR,2020,0.021952374151085037
450,Bahrain,BHR,2021,0.021952374151085037
451,Bahrain,BHR,2022,0.021952374151085037
452,Bahrain,BHR,2023,0.021952374151085037
453,Bahrain,BHR,2024,0.021952374151085037
454,Bahrain,BHR,2025,0.021952374151085037
455,Bahrain,BHR,2026,0.021952374151085037
456,Bahrain,BHR,2027,0.021952374151085037
457,Bahrain,BHR,2028,0.021952374151085037
458,Bahrain,BHR,2029,0.021952374151085037
459,Bahrain,BHR,2030,0.021952374151085037
460,Bahrain,BHR,2031,0.021952374151085037
461,Bahrain,BHR,2032,0.021952374151085037
462,Bahrain,BHR,2033,0.021952374151085037
463,Bahrain,BHR,2034,0.021952374151085037
464,Bahrain,BHR,2035,0.021952374151085037
465,Bahrain,BHR,2036,0.021952374151085037
466,Bahrain,BHR,2037,0.021952374151085037
467,Bahrain,BHR,2038,0.021952374151085037
468,Bahrain,BHR,2039,0.021952374151085037
469,Bahrain,BHR,2040,0.021952374151085037
470,Bahrain,BHR,2041,0.021952374151085037
471,Bahrain,BHR,2042,0.021952374151085037
472,Bahrain,BHR,2043,0.021952374151085037
473,Bahrain,BHR,2044,0.021952374151085037
474,Bahrain,BHR,2045,0.021952374151085037
475,Bahrain,BHR,2046,0.021952374151085037
476,Bahrain,BHR,2047,0.021952374151085037
477,Bahrain,BHR,2048,0.021952374151085037
478,Bahrain,BHR,2049,0.021952374151085037
479,Bahrain,BHR,2050,0.021952374151085037
489,Bangladesh,BGD,2020,0.010976187075542519
490,Bangladesh,BGD,2021,0.010976187075542519
491,Bangladesh,BGD,2022,0.010976187075542519
492,Bangladesh,BGD,2023,0.010976187075542519
493,Bangladesh,BGD,2024,0.010976187075542519
494,Bangladesh,BGD,2025,0.010976187075542519
495,Bangladesh,BGD,2026,0.010976187075542519
496,Bangladesh,BGD,2027,0.010976187075542519
497,Bangladesh,BGD,2028,0.010976187075542519
498,Bangladesh,BGD,2029,0.010976187075542519
499,Bangladesh,BGD,2030,0.010976187075542519
500,Bangladesh,BGD,2031,0.010976187075542519
501,Bangladesh,BGD,2032,0.010976187075542519
502,Bangladesh,BGD,2033,0.010976187075542519
503,Bangladesh,BGD,2034,0.010976187075542519
504,Bangladesh,BGD,2035,0.010976187075542519
505,Bangladesh,BGD,2036,0.010976187075542519
506,Bangladesh,BGD,2037,0.010976187075542519
507,Bangladesh,BGD,2038,0.010976187075542519
508,Bangladesh,BGD,2039,0.010976187075542519
509,Bangladesh,BGD,2040,0.010976187075542519
510,Bangladesh,BGD,2041,0.010976187075542519
511,Bangladesh,BGD,2042,0.010976187075542519
512,Bangladesh,BGD,2043,0.010976187075542519
513,Bangladesh,BGD,2044,0.010976187075542519
514,Bangladesh,BGD,2045,0.010976187075542519
515,Bangladesh,BGD,2046,0.010976187075542519
516,Bangladesh,BGD,2047,0.010976187075542519
517,Bangladesh,BGD,2048,0.010976187075542519
518,Bangladesh,BGD,2049,0.010976187075542519
519,Bangladesh,BGD,2050,0.010976187075542519
529,Barbados,BRB,2020,0.021952374151085037
530,Barbados,BRB,2021,0.021952374151085037
531,Barbados,BRB,2022,0.021952374151085037
532,Barbados,BRB,2023,0.021952374151085037
533,Barbados,BRB,2024,0.021952374151085037
534,Barbados,BRB,2025,0.021952374151085037
535,Barbados,BRB,2026,0.021952374151085037
536,Barbados,BRB,2027,0.021952374151085037
537,Barbados,BRB,2028,0.021952374151085037
538,Barbados,BRB,2029,0.021952374151085037
539,Barbados,BRB,2030,0.021952374151085037
540,Barbados,BRB,2031,0.021952374151085037
541,Barbados,BRB,2032,0.021952374151085037
542,Barbados,BRB,2033,0.021952374151085037
543,Barbados,BRB,2034,0.021952374151085037
544,Barbados,BRB,2035,0.021952374151085037
545,Barbados,BRB,2036,0.021952374151085037
546,Barbados,BRB,2037,0.021952374151085037
547,Barbados,BRB,2038,0.021952374151085037
548,Barbados,BRB,2039,0.021952374151085037
549,Barbados,BRB,2040,0.021952374151085037
550,Barbados,BRB,2041,0.021952374151085037
551,Barbados,BRB,2042,0.021952374151085037
552,Barbados,BRB,2043,0.021952374151085037
553,Barbados,BRB,2044,0.021952374151085037
554,Barbados,BRB,2045,0.021952374151085037
555,Barbados,BRB,2046,0.021952374151085037
556,Barbados,BRB,2047,0.021952374151085037
557,Barbados,BRB,2048,0.021952374151085037
558,Barbados,BRB,2049,0.021952374151085037
559,Barbados,BRB,2050,0.021952374151085037
569,Belarus,BLR,2020,0.001138221030656446
570,Belarus,BLR,2021,0.001138221030656446
571,Belarus,BLR,2022,0.001138221030656446
572,Belarus,BLR,2023,0.001138221030656446
573,Belarus,BLR,2024,0.001138221030656446
574,Belarus,BLR,2025,0.001138221030656446
575,Belarus,BLR,2026,0.001138221030656446
576,Belarus,BLR,2027,0.001138221030656446
577,Belarus,BLR,2028,0.001138221030656446
578,Belarus,BLR,2029,0.001138221030656446
579,Belarus,BLR,2030,0.001138221030656446
580,Belarus,BLR,2031,0.001138221030656446
581,Belarus,BLR,2032,0.001138221030656446
582,Belarus,BLR,2033,0.001138221030656446
583,Belarus,BLR,2034,0.001138221030656446
584,Belarus,BLR,2035,0.001138221030656446
585,Belarus,BLR,2036,0.001138221030656446
586,Belarus,BLR,2037,0.001138221030656446
587,Belarus,BLR,2038,0.001138221030656446
588,Belarus,BLR,2039,0.001138221030656446
589,Belarus,BLR,2040,0.001138221030656446
590,Belarus,BLR,2041,0.001138221030656446
591,Belarus,BLR,2042,0.001138221030656446
592,Belarus,BLR,2043,0.001138221030656446
593,Belarus,BLR,2044,0.001138221030656446
594,Belarus,BLR,2045,0.001138221030656446
595,Belarus,BLR,2046,0.001138221030656446
596,Belarus,BLR,2047,0.001138221030656446
597,Belarus,BLR,2048,0.001138221030656446
598,Belarus,BLR,2049,0.001138221030656446
599,Belarus,BLR,2050,0.001138221030656446
609,Belgium,BEL,2020,0.03615762097489034
610,Belgium,BEL,2021,0.03615762097489034
611,Belgium,BEL,2022,0.03615762097489034
612,Belgium,BEL,2023,0.03615762097489034
613,Belgium,BEL,2024,0.03615762097489034
614,Belgium,BEL,2025,0.03615762097489034
615,Belgium,BEL,2026,0.03615762097489034
616,Belgium,BEL,2027,0.03615762097489034
617,Belgium,BEL,2028,0.03615762097489034
618,Belgium,BEL,2029,0.03615762097489034
619,Belgium,BEL,2030,0.03615762097489034
620,Belgium,BEL,2031,0.03615762097489034
621,Belgium,BEL,2032,0.03615762097489034
622,Belgium,BEL,2033,0.03615762097489034
623,Belgium,BEL,2034,0.03615762097489034
624,Belgium,BEL,2035,0.03615762097489034
625,Belgium,BEL,2036,0.03615762097489034
626,Belgium,BEL,2037,0.03615762097489034
627,Belgium,BEL,2038,0.03615762097489034
628,Belgium,BEL,2039,0.03615762097489034
629,Belgium,BEL,2040,0.03615762097489034
630,Belgium,BEL,2041,0.03615762097489034
631,Belgium,BEL,2042,0.03615762097489034
632,Belgium,BEL,2043,0.03615762097489034
633,Belgium,BEL,2044,0.03615762097489034
634,Belgium,BEL,2045,0.03615762097489034
635,Belgium,BEL,2046,0.03615762097489034
636,Belgium,BEL,2047,0.03615762097489034
637,Belgium,BEL,2048,0.03615762097489034
638,Belgium,BEL,2049,0.03615762097489034
639,Belgium,BEL,2050,0.03615762097489034
649,Belize,BLZ,2020,0.010976187075542519
650,Belize,BLZ,2021,0.010976187075542519
651,Belize,BLZ,2022,0.010976187075542519
652,Belize,BLZ,2023,0.010976187075542519
653,Belize,BLZ,2024,0.010976187075542519
654,Belize,BLZ,2025,0.010976187075542519
655,Belize,BLZ,2026,0.010976187075542519
656,Belize,BLZ,2027,0.010976187075542519
657,Belize,BLZ,2028,0.010976187075542519
658,Belize,BLZ,2029,0.010976187075542519
659,Belize,BLZ,2030,0.010976187075542519
660,Belize,BLZ,2031,0.010976187075542519
661,Belize,BLZ,2032,0.010976187075542519
662,Belize,BLZ,2033,0.010976187075542519
663,Belize,BLZ,2034,0.010976187075542519
664,Belize,BLZ,2035,0.010976187075542519
665,Belize,BLZ,2036,0.010976187075542519
666,Belize,BLZ,2037,0.010976187075542519
667,Belize,BLZ,2038,0.010976187075542519
668,Belize,BLZ,2039,0.010976187075542519
669,Belize,BLZ,2040,0.010976187075542519
670,Belize,BLZ,2041,0.010976187075542519
671,Belize,BLZ,2042,0.010976187075542519
672,Belize,BLZ,2043,0.010976187075542519
673,Belize,BLZ,2044,0.010976187075542519
674,Belize,BLZ,2045,0.010976187075542519
675,Belize,BLZ,2046,0.010976187075542519
676,Belize,BLZ,2047,0.010976187075542519
677,Belize,BLZ,2048,0.010976187075542519
678,Belize,BLZ,2049,0.010976187075542519
679,Belize,BLZ,2050,0.010976187075542519
689,Benin,BEN,2020,0.010976187075542519
690,Benin,BEN,2021,0.010976187075542519
691,Benin,BEN,2022,0.010976187075542519
692,Benin,BEN,2023,0.010976187075542519
693,Benin,BEN,2024,0.010976187075542519
694,Benin,BEN,2025,0.010976187075542519
695,Benin,BEN,2026,0.010976187075542519
696,Benin,BEN,2027,0.010976187075542519
697,Benin,BEN,2028,0.010976187075542519
698,Benin,BEN,2029,0.010976187075542519
699,Benin,BEN,2030,0.010976187075542519
700,Benin,BEN,2031,0.010976187075542519
701,Benin,BEN,2032,0.010976187075542519
702,Benin,BEN,2033,0.010976187075542519
703,Benin,BEN,2034,0.010976187075542519
704,Benin,BEN,2035,0.010976187075542519
705,Benin,BEN,2036,0.010976187075542519
706,Benin,BEN,2037,0.010976187075542519
707,Benin,BEN,2038,0.010976187075542519
708,Benin,BEN,2039,0.010976187075542519
709,Benin,BEN,2040,0.010976187075542519
710,Benin,BEN,2041,0.010976187075542519
711,Benin,BEN,2042,0.010976187075542519
712,Benin,BEN,2043,0.010976187075542519
713,Benin,BEN,2044,0.010976187075542519
714,Benin,BEN,2045,0.010976187075542519
715,Benin,BEN,2046,0.010976187075542519
716,Benin,BEN,2047,0.010976187075542519
717,Benin,BEN,2048,0.010976187075542519
718,Benin,BEN,2049,0.010976187075542519
719,Benin,BEN,2050,0.010976187075542519
729,Bhutan,BTN,2020,0.010976187075542519
730,Bhutan,BTN,2021,0.010976187075542519
731,Bhutan,BTN,2022,0.010976187075542519
732,Bhutan,BTN,2023,0.010976187075542519
733,Bhutan,BTN,2024,0.010976187075542519
734,Bhutan,BTN,2025,0.010976187075542519
735,Bhutan,BTN,2026,0.010976187075542519
736,Bhutan,BTN,2027,0.010976187075542519
737,Bhutan,BTN,2028,0.010976187075542519
738,Bhutan,BTN,2029,0.010976187075542519
739,Bhutan,BTN,2030,0.010976187075542519
740,Bhutan,BTN,2031,0.010976187075542519
741,Bhutan,BTN,2032,0.010976187075542519
742,Bhutan,BTN,2033,0.010976187075542519
743,Bhutan,BTN,2034,0.010976187075542519
744,Bhutan,BTN,2035,0.010976187075542519
745,Bhutan,BTN,2036,0.010976187075542519
746,Bhutan,BTN,2037,0.010976187075542519
747,Bhutan,BTN,2038,0.010976187075542519
748,Bhutan,BTN,2039,0.010976187075542519
749,Bhutan,BTN,2040,0.010976187075542519
750,Bhutan,BTN,2041,0.010976187075542519
751,Bhutan,BTN,2042,0.010976187075542519
752,Bhutan,BTN,2043,0.010976187075542519
753,Bhutan,BTN,2044,0.010976187075542519
754,Bhutan,BTN,2045,0.010976187075542519
755,Bhutan,BTN,2046,0.010976187075542519
756,Bhutan,BTN,2047,0.010976187075542519
757,Bhutan,BTN,2048,0.010976187075542519
758,Bhutan,BTN,2049,0.010976187075542519
759,Bhutan,BTN,2050,0.010976187075542519
769,Bolivia,BOL,2020,0.010976187075542519
770,Bolivia,BOL,2021,0.010976187075542519
771,Bolivia,BOL,2022,0.010976187075542519
772,Bolivia,BOL,2023,0.010976187075542519
