Year,iso_code3,cost_enfu_fuel_coal_usd_per_tonne
2038,GMB,104.8891667
2039,GMB,104.8891667
2040,GMB,104.8891667
2041,GMB,104.8891667
2042,GMB,104.8891667
2043,GMB,104.8891667
2044,GMB,104.8891667
2045,GMB,104.8891667
2046,GMB,104.8891667
2047,GMB,104.8891667
2048,GMB,104.8891667
2049,GMB,104.8891667
2050,GMB,104.8891667
2021,GNB,104.8891667
2022,GNB,104.8891667
2023,GNB,104.8891667
2024,GNB,104.8891667
2025,GNB,104.8891667
2026,GNB,104.8891667
2027,GNB,104.8891667
2028,GNB,104.8891667
2029,GNB,104.8891667
2030,GNB,104.8891667
2031,GNB,104.8891667
2032,GNB,104.8891667
2033,GNB,104.8891667
2034,GNB,104.8891667
2035,GNB,104.8891667
2036,GNB,104.8891667
2037,GNB,104.8891667
2038,GNB,104.8891667
2039,GNB,104.8891667
2040,GNB,104.8891667
2041,GNB,104.8891667
2042,GNB,104.8891667
2043,GNB,104.8891667
2044,GNB,104.8891667
2045,GNB,104.8891667
2046,GNB,104.8891667
2047,GNB,104.8891667
2048,GNB,104.8891667
2049,GNB,104.8891667
2050,GNB,104.8891667
2021,GNQ,104.8891667
2022,GNQ,104.8891667
2023,GNQ,104.8891667
2024,GNQ,104.8891667
2025,GNQ,104.8891667
2026,GNQ,104.8891667
2027,GNQ,104.8891667
2028,GNQ,104.8891667
2029,GNQ,104.8891667
2030,GNQ,104.8891667
2031,GNQ,104.8891667
2032,GNQ,104.8891667
2033,GNQ,104.8891667
2034,GNQ,104.8891667
2035,GNQ,104.8891667
2036,GNQ,104.8891667
2037,GNQ,104.8891667
2038,GNQ,104.8891667
2039,GNQ,104.8891667
2040,GNQ,104.8891667
2041,GNQ,104.8891667
2042,GNQ,104.8891667
2043,GNQ,104.8891667
2044,GNQ,104.8891667
2045,GNQ,104.8891667
2046,GNQ,104.8891667
2047,GNQ,104.8891667
2048,GNQ,104.8891667
2049,GNQ,104.8891667
2050,GNQ,104.8891667
2021,GRC,104.8891667
2022,GRC,104.8891667
2023,GRC,104.8891667
2024,GRC,104.8891667
2025,GRC,104.8891667
2026,GRC,104.8891667
2027,GRC,104.8891667
2028,GRC,104.8891667
2029,GRC,104.8891667
2030,GRC,104.8891667
2031,GRC,104.8891667
2032,GRC,104.8891667
2033,GRC,104.8891667
2034,GRC,104.8891667
2035,GRC,104.8891667
2036,GRC,104.8891667
2037,GRC,104.8891667
2038,GRC,104.8891667
2039,GRC,104.8891667
2040,GRC,104.8891667
2041,GRC,104.8891667
2042,GRC,104.8891667
2043,GRC,104.8891667
2044,GRC,104.8891667
2045,GRC,104.8891667
2046,GRC,104.8891667
2047,GRC,104.8891667
2048,GRC,104.8891667
2049,GRC,104.8891667
2050,GRC,104.8891667
2021,GRD,104.8891667
2022,GRD,104.8891667
2023,GRD,104.8891667
2024,GRD,104.8891667
2025,GRD,104.8891667
2026,GRD,104.8891667
2027,GRD,104.8891667
2028,GRD,104.8891667
2029,GRD,104.8891667
2030,GRD,104.8891667
2031,GRD,104.8891667
2032,GRD,104.8891667
2033,GRD,104.8891667
2034,GRD,104.8891667
2035,GRD,104.8891667
2036,GRD,104.8891667
2037,GRD,104.8891667
2038,GRD,104.8891667
2039,GRD,104.8891667
2040,GRD,104.8891667
2041,GRD,104.8891667
2042,GRD,104.8891667
2043,GRD,104.8891667
2044,GRD,104.8891667
2045,GRD,104.8891667
2046,GRD,104.8891667
2047,GRD,104.8891667
2048,GRD,104.8891667
2049,GRD,104.8891667
2050,GRD,104.8891667
2021,GRL,104.8891667
2022,GRL,104.8891667
2023,GRL,104.8891667
2024,GRL,104.8891667
2025,GRL,104.8891667
2026,GRL,104.8891667
2027,GRL,104.8891667
2028,GRL,104.8891667
2029,GRL,104.8891667
2030,GRL,104.8891667
2031,GRL,104.8891667
2032,GRL,104.8891667
2033,GRL,104.8891667
2034,GRL,104.8891667
2035,GRL,104.8891667
2036,GRL,104.8891667
2037,GRL,104.8891667
2038,GRL,104.8891667
2039,GRL,104.8891667
2040,GRL,104.8891667
2041,GRL,104.8891667
2042,GRL,104.8891667
2043,GRL,104.8891667
2044,GRL,104.8891667
2045,GRL,104.8891667
2046,GRL,104.8891667
2047,GRL,104.8891667
2048,GRL,104.8891667
2049,GRL,104.8891667
2050,GRL,104.8891667
2021,GTM,104.8891667
2022,GTM,104.8891667
2023,GTM,104.8891667
2024,GTM,104.8891667
2025,GTM,104.8891667
2026,GTM,104.8891667
2027,GTM,104.8891667
2028,GTM,104.8891667
2029,GTM,104.8891667
2030,GTM,104.8891667
2031,GTM,104.8891667
2032,GTM,104.8891667
2033,GTM,104.8891667
2034,GTM,104.8891667
2035,GTM,104.8891667
2036,GTM,104.8891667
2037,GTM,104.8891667
2038,GTM,104.8891667
2039,GTM,104.8891667
2040,GTM,104.8891667
2041,GTM,104.8891667
2042,GTM,104.8891667
2043,GTM,104.8891667
2044,GTM,104.8891667
2045,GTM,104.8891667
2046,GTM,104.8891667
2047,GTM,104.8891667
2048,GTM,104.8891667
2049,GTM,104.8891667
2050,GTM,104.8891667
2021,GUM,104.8891667
2022,GUM,104.8891667
2023,GUM,104.8891667
2024,GUM,104.8891667
2025,GUM,104.8891667
2026,GUM,104.8891667
2027,GUM,104.8891667
2028,GUM,104.8891667
2029,GUM,104.8891667
2030,GUM,104.8891667
2031,GUM,104.8891667
2032,GUM,104.8891667
2033,GUM,104.8891667
2034,GUM,104.8891667
2035,GUM,104.8891667
2036,GUM,104.8891667
2037,GUM,104.8891667
2038,GUM,104.8891667
2039,GUM,104.8891667
2040,GUM,104.8891667
2041,GUM,104.8891667
2042,GUM,104.8891667
2043,GUM,104.8891667
2044,GUM,104.8891667
2045,GUM,104.8891667
2046,GUM,104.8891667
2047,GUM,104.8891667
2048,GUM,104.8891667
2049,GUM,104.8891667
2050,GUM,104.8891667
2021,GUY,104.8891667
2022,GUY,104.8891667
2023,GUY,104.8891667
2024,GUY,104.8891667
2025,GUY,104.8891667
2026,GUY,104.8891667
2027,GUY,104.8891667
2028,GUY,104.8891667
2029,GUY,104.8891667
2030,GUY,104.8891667
2031,GUY,104.8891667
2032,GUY,104.8891667
2033,GUY,104.8891667
2034,GUY,104.8891667
2035,GUY,104.8891667
2036,GUY,104.8891667
2037,GUY,104.8891667
2038,GUY,104.8891667
2039,GUY,104.8891667
2040,GUY,104.8891667
2041,GUY,104.8891667
2042,GUY,104.8891667
2043,GUY,104.8891667
2044,GUY,104.8891667
2045,GUY,104.8891667
2046,GUY,104.8891667
2047,GUY,104.8891667
2048,GUY,104.8891667
2049,GUY,104.8891667
2050,GUY,104.8891667
2021,HKG,104.8891667
2022,HKG,104.8891667
2023,HKG,104.8891667
2024,HKG,104.8891667
2025,HKG,104.8891667
2026,HKG,104.8891667
2027,HKG,104.8891667
2028,HKG,104.8891667
2029,HKG,104.8891667
2030,HKG,104.8891667
2031,HKG,104.8891667
2032,HKG,104.8891667
2033,HKG,104.8891667
2034,HKG,104.8891667
2035,HKG,104.8891667
2036,HKG,104.8891667
2037,HKG,104.8891667
2038,HKG,104.8891667
2039,HKG,104.8891667
2040,HKG,104.8891667
2041,HKG,104.8891667
2042,HKG,104.8891667
2043,HKG,104.8891667
2044,HKG,104.8891667
2045,HKG,104.8891667
2046,HKG,104.8891667
2047,HKG,104.8891667
2048,HKG,104.8891667
2049,HKG,104.8891667
2050,HKG,104.8891667
2021,HND,104.8891667
2022,HND,104.8891667
2023,HND,104.8891667
2024,HND,104.8891667
2025,HND,104.8891667
2026,HND,104.8891667
2027,HND,104.8891667
2028,HND,104.8891667
2029,HND,104.8891667
2030,HND,104.8891667
2031,HND,104.8891667
2032,HND,104.8891667
2033,HND,104.8891667
2034,HND,104.8891667
2035,HND,104.8891667
2036,HND,104.8891667
2037,HND,104.8891667
2038,HND,104.8891667
2039,HND,104.8891667
2040,HND,104.8891667
2041,HND,104.8891667
2042,HND,104.8891667
2043,HND,104.8891667
2044,HND,104.8891667
2045,HND,104.8891667
2046,HND,104.8891667
2047,HND,104.8891667
2048,HND,104.8891667
2049,HND,104.8891667
2050,HND,104.8891667
2021,HRV,104.8891667
2022,HRV,104.8891667
2023,HRV,104.8891667
2024,HRV,104.8891667
2025,HRV,104.8891667
2026,HRV,104.8891667
2027,HRV,104.8891667
2028,HRV,104.8891667
2029,HRV,104.8891667
2030,HRV,104.8891667
2031,HRV,104.8891667
2032,HRV,104.8891667
2033,HRV,104.8891667
2034,HRV,104.8891667
2035,HRV,104.8891667
2036,HRV,104.8891667
2037,HRV,104.8891667
2038,HRV,104.8891667
2039,HRV,104.8891667
2040,HRV,104.8891667
2041,HRV,104.8891667
2042,HRV,104.8891667
2043,HRV,104.8891667
2044,HRV,104.8891667
2045,HRV,104.8891667
2046,HRV,104.8891667
2047,HRV,104.8891667
2048,HRV,104.8891667
2049,HRV,104.8891667
2050,HRV,104.8891667
2021,HTI,104.8891667
2022,HTI,104.8891667
2023,HTI,104.8891667
2024,HTI,104.8891667
2025,HTI,104.8891667
2026,HTI,104.8891667
2027,HTI,104.8891667
2028,HTI,104.8891667
2029,HTI,104.8891667
2030,HTI,104.8891667
2031,HTI,104.8891667
2032,HTI,104.8891667
2033,HTI,104.8891667
2034,HTI,104.8891667
2035,HTI,104.8891667
2036,HTI,104.8891667
2037,HTI,104.8891667
2038,HTI,104.8891667
2039,HTI,104.8891667
2040,HTI,104.8891667
2041,HTI,104.8891667
2042,HTI,104.8891667
2043,HTI,104.8891667
2044,HTI,104.8891667
2045,HTI,104.8891667
2046,HTI,104.8891667
2047,HTI,104.8891667
2048,HTI,104.8891667
2049,HTI,104.8891667
2050,HTI,104.8891667
2021,HUN,354.75
2022,HUN,354.75
2023,HUN,354.75
2024,HUN,354.75
2025,HUN,354.75
2026,HUN,354.75
2027,HUN,354.75
2028,HUN,354.75
2029,HUN,354.75
2030,HUN,354.75
2031,HUN,354.75
2032,HUN,354.75
2033,HUN,354.75
2034,HUN,354.75
2035,HUN,354.75
2036,HUN,354.75
2037,HUN,354.75
2038,HUN,354.75
2039,HUN,354.75
2040,HUN,354.75
2041,HUN,354.75
2042,HUN,354.75
2043,HUN,354.75
2044,HUN,354.75
2045,HUN,354.75
2046,HUN,354.75
2047,HUN,354.75
2048,HUN,354.75
2049,HUN,354.75
2050,HUN,354.75
2021,IDN,104.8891667
2022,IDN,104.8891667
2023,IDN,104.8891667
2024,IDN,104.8891667
2025,IDN,104.8891667
2026,IDN,104.8891667
2027,IDN,104.8891667
2028,IDN,104.8891667
2029,IDN,104.8891667
2030,IDN,104.8891667
2031,IDN,104.8891667
2032,IDN,104.8891667
2033,IDN,104.8891667
2034,IDN,104.8891667
2035,IDN,104.8891667
2036,IDN,104.8891667
2037,IDN,104.8891667
2038,IDN,104.8891667
2039,IDN,104.8891667
2040,IDN,104.8891667
2041,IDN,104.8891667
2042,IDN,104.8891667
2043,IDN,104.8891667
2044,IDN,104.8891667
2045,IDN,104.8891667
2046,IDN,104.8891667
2047,IDN,104.8891667
2048,IDN,104.8891667
2049,IDN,104.8891667
2050,IDN,104.8891667
2021,IMN,104.8891667
2022,IMN,104.8891667
2023,IMN,104.8891667
2024,IMN,104.8891667
2025,IMN,104.8891667
2026,IMN,104.8891667
2027,IMN,104.8891667
2028,IMN,104.8891667
2029,IMN,104.8891667
2030,IMN,104.8891667
2031,IMN,104.8891667
2032,IMN,104.8891667
2033,IMN,104.8891667
2034,IMN,104.8891667
2035,IMN,104.8891667
2036,IMN,104.8891667
2037,IMN,104.8891667
2038,IMN,104.8891667
2039,IMN,104.8891667
2040,IMN,104.8891667
2041,IMN,104.8891667
2042,IMN,104.8891667
2043,IMN,104.8891667
2044,IMN,104.8891667
2045,IMN,104.8891667
2046,IMN,104.8891667
2047,IMN,104.8891667
2048,IMN,104.8891667
2049,IMN,104.8891667
2050,IMN,104.8891667
2021,IND,104.8891667
2022,IND,104.8891667
2023,IND,104.8891667
2024,IND,104.8891667
2025,IND,104.8891667
2026,IND,104.8891667
2027,IND,104.8891667
2028,IND,104.8891667
2029,IND,104.8891667
2030,IND,104.8891667
2031,IND,104.8891667
2032,IND,104.8891667
2033,IND,104.8891667
2034,IND,104.8891667
2035,IND,104.8891667
2036,IND,104.8891667
2037,IND,104.8891667
2038,IND,104.8891667
2039,IND,104.8891667
2040,IND,104.8891667
2041,IND,104.8891667
2042,IND,104.8891667
2043,IND,104.8891667
2044,IND,104.8891667
2045,IND,104.8891667
2046,IND,104.8891667
2047,IND,104.8891667
2048,IND,104.8891667
2049,IND,104.8891667
2050,IND,104.8891667
2021,IRL,513.19625
2022,IRL,513.19625
2023,IRL,513.19625
2024,IRL,513.19625
2025,IRL,513.19625
2026,IRL,513.19625
2027,IRL,513.19625
2028,IRL,513.19625
2029,IRL,513.19625
2030,IRL,513.19625
2031,IRL,513.19625
2032,IRL,513.19625
2033,IRL,513.19625
2034,IRL,513.19625
2035,IRL,513.19625
2036,IRL,513.19625
2037,IRL,513.19625
2038,IRL,513.19625
2039,IRL,513.19625
2040,IRL,513.19625
2041,IRL,513.19625
2042,IRL,513.19625
2043,IRL,513.19625
2044,IRL,513.19625
2045,IRL,513.19625
2046,IRL,513.19625
2047,IRL,513.19625
2048,IRL,513.19625
2049,IRL,513.19625
2050,IRL,513.19625
2021,IRN,104.8891667
2022,IRN,104.8891667
2023,IRN,104.8891667
2024,IRN,104.8891667
2025,IRN,104.8891667
2026,IRN,104.8891667
2027,IRN,104.8891667
2028,IRN,104.8891667
2029,IRN,104.8891667
2030,IRN,104.8891667
2031,IRN,104.8891667
2032,IRN,104.8891667
2033,IRN,104.8891667
2034,IRN,104.8891667
2035,IRN,104.8891667
2036,IRN,104.8891667
2037,IRN,104.8891667
2038,IRN,104.8891667
2039,IRN,104.8891667
2040,IRN,104.8891667
2041,IRN,104.8891667
2042,IRN,104.8891667
2043,IRN,104.8891667
2044,IRN,104.8891667
2045,IRN,104.8891667
2046,IRN,104.8891667
2047,IRN,104.8891667
2048,IRN,104.8891667
2049,IRN,104.8891667
2050,IRN,104.8891667
2021,IRQ,104.8891667
2022,IRQ,104.8891667
2023,IRQ,104.8891667
2024,IRQ,104.8891667
2025,IRQ,104.8891667
2026,IRQ,104.8891667
2027,IRQ,104.8891667
2028,IRQ,104.8891667
2029,IRQ,104.8891667
2030,IRQ,104.8891667
2031,IRQ,104.8891667
2032,IRQ,104.8891667
2033,IRQ,104.8891667
2034,IRQ,104.8891667
2035,IRQ,104.8891667
2036,IRQ,104.8891667
2037,IRQ,104.8891667
2038,IRQ,104.8891667
2039,IRQ,104.8891667
2040,IRQ,104.8891667
2041,IRQ,104.8891667
2042,IRQ,104.8891667
2043,IRQ,104.8891667
2044,IRQ,104.8891667
2045,IRQ,104.8891667
2046,IRQ,104.8891667
2047,IRQ,104.8891667
2048,IRQ,104.8891667
2049,IRQ,104.8891667
2050,IRQ,104.8891667
2021,ISL,104.8891667
2022,ISL,104.8891667
2023,ISL,104.8891667
2024,ISL,104.8891667
2025,ISL,104.8891667
2026,ISL,104.8891667
2027,ISL,104.8891667
2028,ISL,104.8891667
2029,ISL,104.8891667
2030,ISL,104.8891667
2031,ISL,104.8891667
2032,ISL,104.8891667
2033,ISL,104.8891667
2034,ISL,104.8891667
2035,ISL,104.8891667
2036,ISL,104.8891667
2037,ISL,104.8891667
2038,ISL,104.8891667
2039,ISL,104.8891667
2040,ISL,104.8891667
2041,ISL,104.8891667
2042,ISL,104.8891667
2043,ISL,104.8891667
2044,ISL,104.8891667
2045,ISL,104.8891667
2046,ISL,104.8891667
2047,ISL,104.8891667
2048,ISL,104.8891667
2049,ISL,104.8891667
2050,ISL,104.8891667
2021,ISR,116.14
2022,ISR,116.14
2023,ISR,116.14
2024,ISR,116.14
2025,ISR,116.14
2026,ISR,116.14
2027,ISR,116.14
2028,ISR,116.14
2029,ISR,116.14
2030,ISR,116.14
2031,ISR,116.14
2032,ISR,116.14
2033,ISR,116.14
2034,ISR,116.14
2035,ISR,116.14
2036,ISR,116.14
2037,ISR,116.14
2038,ISR,116.14
2039,ISR,116.14
2040,ISR,116.14
2041,ISR,116.14
2042,ISR,116.14
2043,ISR,116.14
2044,ISR,116.14
2045,ISR,116.14
2046,ISR,116.14
2047,ISR,116.14
2048,ISR,116.14
2049,ISR,116.14
2050,ISR,116.14
2021,ITA,149.87
2022,ITA,149.87
2023,ITA,149.87
2024,ITA,149.87
2025,ITA,149.87
2026,ITA,149.87
2027,ITA,149.87
2028,ITA,149.87
2029,ITA,149.87
2030,ITA,149.87
2031,ITA,149.87
2032,ITA,149.87
2033,ITA,149.87
2034,ITA,149.87
2035,ITA,149.87
2036,ITA,149.87
2037,ITA,149.87
2038,ITA,149.87
2039,ITA,149.87
2040,ITA,149.87
2041,ITA,149.87
2042,ITA,149.87
2043,ITA,149.87
2044,ITA,149.87
2045,ITA,149.87
2046,ITA,149.87
2047,ITA,149.87
2048,ITA,149.87
2049,ITA,149.87
2050,ITA,149.87
2021,JAM,104.8891667
2022,JAM,104.8891667
2023,JAM,104.8891667
2024,JAM,104.8891667
2025,JAM,104.8891667
2026,JAM,104.8891667
2027,JAM,104.8891667
2028,JAM,104.8891667
2029,JAM,104.8891667
2030,JAM,104.8891667
2031,JAM,104.8891667
2032,JAM,104.8891667
2033,JAM,104.8891667
2034,JAM,104.8891667
2035,JAM,104.8891667
2036,JAM,104.8891667
2037,JAM,104.8891667
2038,JAM,104.8891667
2039,JAM,104.8891667
2040,JAM,104.8891667
2041,JAM,104.8891667
2042,JAM,104.8891667
2043,JAM,104.8891667
2044,JAM,104.8891667
2045,JAM,104.8891667
2046,JAM,104.8891667
2047,JAM,104.8891667
2048,JAM,104.8891667
2049,JAM,104.8891667
2050,JAM,104.8891667
2021,JOR,104.8891667
2022,JOR,104.8891667
2023,JOR,104.8891667
2024,JOR,104.8891667
2025,JOR,104.8891667
2026,JOR,104.8891667
2027,JOR,104.8891667
2028,JOR,104.8891667
2029,JOR,104.8891667
2030,JOR,104.8891667
2031,JOR,104.8891667
2032,JOR,104.8891667
2033,JOR,104.8891667
2034,JOR,104.8891667
2035,JOR,104.8891667
2036,JOR,104.8891667
2037,JOR,104.8891667
2038,JOR,104.8891667
2039,JOR,104.8891667
2040,JOR,104.8891667
2041,JOR,104.8891667
2042,JOR,104.8891667
2043,JOR,104.8891667
2044,JOR,104.8891667
2045,JOR,104.8891667
2046,JOR,104.8891667
2047,JOR,104.8891667
2048,JOR,104.8891667
2049,JOR,104.8891667
2050,JOR,104.8891667
2021,JPN,133.57
2022,JPN,133.57
2023,JPN,133.57
2024,JPN,133.57
2025,JPN,133.57
2026,JPN,133.57
2027,JPN,133.57
2028,JPN,133.57
2029,JPN,133.57
2030,JPN,133.57
2031,JPN,133.57
2032,JPN,133.57
2033,JPN,133.57
2034,JPN,133.57
2035,JPN,133.57
2036,JPN,133.57
2037,JPN,133.57
2038,JPN,133.57
2039,JPN,133.57
2040,JPN,133.57
2041,JPN,133.57
2042,JPN,133.57
2043,JPN,133.57
2044,JPN,133.57
2045,JPN,133.57
2046,JPN,133.57
2047,JPN,133.57
2048,JPN,133.57
2049,JPN,133.57
2050,JPN,133.57
2021,KAZ,104.8891667
2022,KAZ,104.8891667
2023,KAZ,104.8891667
2024,KAZ,104.8891667
2025,KAZ,104.8891667
2026,KAZ,104.8891667
2027,KAZ,104.8891667
2028,KAZ,104.8891667
2029,KAZ,104.8891667
2030,KAZ,104.8891667
2031,KAZ,104.8891667
2032,KAZ,104.8891667
2033,KAZ,104.8891667
2034,KAZ,104.8891667
2035,KAZ,104.8891667
2036,KAZ,104.8891667
2037,KAZ,104.8891667
2038,KAZ,104.8891667
2039,KAZ,104.8891667
2040,KAZ,104.8891667
2041,KAZ,104.8891667
2042,KAZ,104.8891667
2043,KAZ,104.8891667
2044,KAZ,104.8891667
2045,KAZ,104.8891667
2046,KAZ,104.8891667
2047,KAZ,104.8891667
2048,KAZ,104.8891667
2049,KAZ,104.8891667
2050,KAZ,104.8891667
2021,KEN,104.8891667
2022,KEN,104.8891667
2023,KEN,104.8891667
2024,KEN,104.8891667
2025,KEN,104.8891667
2026,KEN,104.8891667
2027,KEN,104.8891667
2028,KEN,104.8891667
2029,KEN,104.8891667
2030,KEN,104.8891667
2031,KEN,104.8891667
2032,KEN,104.8891667
2033,KEN,104.8891667
2034,KEN,104.8891667
2035,KEN,104.8891667
2036,KEN,104.8891667
2037,KEN,104.8891667
2038,KEN,104.8891667
2039,KEN,104.8891667
2040,KEN,104.8891667
2041,KEN,104.8891667
2042,KEN,104.8891667
2043,KEN,104.8891667
2044,KEN,104.8891667
2045,KEN,104.8891667
2046,KEN,104.8891667
2047,KEN,104.8891667
2048,KEN,104.8891667
2049,KEN,104.8891667
2050,KEN,104.8891667
2021,KGZ,104.8891667
2022,KGZ,104.8891667
2023,KGZ,104.8891667
2024,KGZ,104.8891667
2025,KGZ,104.8891667
2026,KGZ,104.8891667
2027,KGZ,104.8891667
2028,KGZ,104.8891667
2029,KGZ,104.8891667
2030,KGZ,104.8891667
2031,KGZ,104.8891667
2032,KGZ,104.8891667
2033,KGZ,104.8891667
2034,KGZ,104.8891667
2035,KGZ,104.8891667
2036,KGZ,104.8891667
2037,KGZ,104.8891667
2038,KGZ,104.8891667
2039,KGZ,104.8891667
2040,KGZ,104.8891667
2041,KGZ,104.8891667
2042,KGZ,104.8891667
2043,KGZ,104.8891667
2044,KGZ,104.8891667
2045,KGZ,104.8891667
2046,KGZ,104.8891667
2047,KGZ,104.8891667
2048,KGZ,104.8891667
2049,KGZ,104.8891667
2050,KGZ,104.8891667
2021,KHM,104.8891667
2022,KHM,104.8891667
2023,KHM,104.8891667
2024,KHM,104.8891667
2025,KHM,104.8891667
2026,KHM,104.8891667
2027,KHM,104.8891667
2028,KHM,104.8891667
2029,KHM,104.8891667
2030,KHM,104.8891667
2031,KHM,104.8891667
2032,KHM,104.8891667
2033,KHM,104.8891667
2034,KHM,104.8891667
2035,KHM,104.8891667
2036,KHM,104.8891667
2037,KHM,104.8891667
2038,KHM,104.8891667
2039,KHM,104.8891667
2040,KHM,104.8891667
2041,KHM,104.8891667
2042,KHM,104.8891667
2043,KHM,104.8891667
2044,KHM,104.8891667
2045,KHM,104.8891667
2046,KHM,104.8891667
2047,KHM,104.8891667
2048,KHM,104.8891667
2049,KHM,104.8891667
2050,KHM,104.8891667
2021,KIR,104.8891667
2022,KIR,104.8891667
2023,KIR,104.8891667
2024,KIR,104.8891667
2025,KIR,104.8891667
2026,KIR,104.8891667
2027,KIR,104.8891667
2028,KIR,104.8891667
2029,KIR,104.8891667
2030,KIR,104.8891667
2031,KIR,104.8891667
2032,KIR,104.8891667
2033,KIR,104.8891667
2034,KIR,104.8891667
2035,KIR,104.8891667
2036,KIR,104.8891667
2037,KIR,104.8891667
2038,KIR,104.8891667
2039,KIR,104.8891667
2040,KIR,104.8891667
2041,KIR,104.8891667
2042,KIR,104.8891667
2043,KIR,104.8891667
2044,KIR,104.8891667
2045,KIR,104.8891667
2046,KIR,104.8891667
2047,KIR,104.8891667
2048,KIR,104.8891667
2049,KIR,104.8891667
2050,KIR,104.8891667
2021,KNA,104.8891667
2022,KNA,104.8891667
2023,KNA,104.8891667
2024,KNA,104.8891667
2025,KNA,104.8891667
2026,KNA,104.8891667
2027,KNA,104.8891667
2028,KNA,104.8891667
2029,KNA,104.8891667
2030,KNA,104.8891667
2031,KNA,104.8891667
2032,KNA,104.8891667
2033,KNA,104.8891667
2034,KNA,104.8891667
2035,KNA,104.8891667
2036,KNA,104.8891667
2037,KNA,104.8891667
2038,KNA,104.8891667
2039,KNA,104.8891667
2040,KNA,104.8891667
2041,KNA,104.8891667
2042,KNA,104.8891667
2043,KNA,104.8891667
2044,KNA,104.8891667
2045,KNA,104.8891667
2046,KNA,104.8891667
2047,KNA,104.8891667
2048,KNA,104.8891667
2049,KNA,104.8891667
2050,KNA,104.8891667
2021,KOR,104.8891667
2022,KOR,104.8891667
2023,KOR,104.8891667
2024,KOR,104.8891667
2025,KOR,104.8891667
2026,KOR,104.8891667
2027,KOR,104.8891667
2028,KOR,104.8891667
2029,KOR,104.8891667
2030,KOR,104.8891667
2031,KOR,104.8891667
2032,KOR,104.8891667
2033,KOR,104.8891667
2034,KOR,104.8891667
2035,KOR,104.8891667
2036,KOR,104.8891667
2037,KOR,104.8891667
2038,KOR,104.8891667
2039,KOR,104.8891667
2040,KOR,104.8891667
2041,KOR,104.8891667
2042,KOR,104.8891667
2043,KOR,104.8891667
2044,KOR,104.8891667
2045,KOR,104.8891667
2046,KOR,104.8891667
2047,KOR,104.8891667
2048,KOR,104.8891667
2049,KOR,104.8891667
2050,KOR,104.8891667
2021,KWT,104.8891667
2022,KWT,104.8891667
2023,KWT,104.8891667
2024,KWT,104.8891667
2025,KWT,104.8891667
2026,KWT,104.8891667
2027,KWT,104.8891667
2028,KWT,104.8891667
2029,KWT,104.8891667
2030,KWT,104.8891667
2031,KWT,104.8891667
2032,KWT,104.8891667
2033,KWT,104.8891667
2034,KWT,104.8891667
2035,KWT,104.8891667
2036,KWT,104.8891667
2037,KWT,104.8891667
2038,KWT,104.8891667
2039,KWT,104.8891667
2040,KWT,104.8891667
2041,KWT,104.8891667
2042,KWT,104.8891667
2043,KWT,104.8891667
2044,KWT,104.8891667
2045,KWT,104.8891667
2046,KWT,104.8891667
2047,KWT,104.8891667
2048,KWT,104.8891667
2049,KWT,104.8891667
2050,KWT,104.8891667
2021,LAO,104.8891667
2022,LAO,104.8891667
2023,LAO,104.8891667
2024,LAO,104.8891667
2025,LAO,104.8891667
2026,LAO,104.8891667
2027,LAO,104.8891667
2028,LAO,104.8891667
2029,LAO,104.8891667
2030,LAO,104.8891667
2031,LAO,104.8891667
2032,LAO,104.8891667
2033,LAO,104.8891667
2034,LAO,104.8891667
2035,LAO,104.8891667
2036,LAO,104.8891667
2037,LAO,104.8891667
2038,LAO,104.8891667
2039,LAO,104.8891667
2040,LAO,104.8891667
2041,LAO,104.8891667
2042,LAO,104.8891667
2043,LAO,104.8891667
2044,LAO,104.8891667
2045,LAO,104.8891667
2046,LAO,104.8891667
2047,LAO,104.8891667
2048,LAO,104.8891667
2049,LAO,104.8891667
2050,LAO,104.8891667
2021,LBN,104.8891667
2022,LBN,104.8891667
2023,LBN,104.8891667
2024,LBN,104.8891667
2025,LBN,104.8891667
2026,LBN,104.8891667
2027,LBN,104.8891667
2028,LBN,104.8891667
2029,LBN,104.8891667
2030,LBN,104.8891667
2031,LBN,104.8891667
2032,LBN,104.8891667
2033,LBN,104.8891667
2034,LBN,104.8891667
2035,LBN,104.8891667
2036,LBN,104.8891667
2037,LBN,104.8891667
2038,LBN,104.8891667
2039,LBN,104.8891667
2040,LBN,104.8891667
2041,LBN,104.8891667
2042,LBN,104.8891667
2043,LBN,104.8891667
2044,LBN,104.8891667
2045,LBN,104.8891667
2046,LBN,104.8891667
2047,LBN,104.8891667
2048,LBN,104.8891667
2049,LBN,104.8891667
2050,LBN,104.8891667
2021,LBR,104.8891667
2022,LBR,104.8891667
2023,LBR,104.8891667
2024,LBR,104.8891667
2025,LBR,104.8891667
2026,LBR,104.8891667
2027,LBR,104.8891667
2028,LBR,104.8891667
2029,LBR,104.8891667
2030,LBR,104.8891667
2031,LBR,104.8891667
2032,LBR,104.8891667
2033,LBR,104.8891667
2034,LBR,104.8891667
2035,LBR,104.8891667
2036,LBR,104.8891667
2037,LBR,104.8891667
2038,LBR,104.8891667
2039,LBR,104.8891667
2040,LBR,104.8891667
2041,LBR,104.8891667
2042,LBR,104.8891667
2043,LBR,104.8891667
2044,LBR,104.8891667
2045,LBR,104.8891667
2046,LBR,104.8891667
2047,LBR,104.8891667
