Year,prodinit_ippu_metals_tonne,iso_code3
2035,1109754.79770518,"IRN"
2036,1016969.37552011,"IRN"
2037,931941.644122106,"IRN"
2038,854022.991208394,"IRN"
2039,782619.034263233,"IRN"
2040,717185.086462922,"IRN"
2041,657222.001671668,"IRN"
2042,602272.366832944,"IRN"
2043,551917.012710977,"IRN"
2044,505771.816365438,"IRN"
2045,463484.770967826,"IRN"
2046,424733.300607412,"IRN"
2047,389221.799603398,"IRN"
2048,356679.377552588,"IRN"
2049,326857.792911224,"IRN"
2050,299529.559347863,"IRN"
2021,3032850,"IRQ"
2022,3265391.39842188,"IRQ"
2023,3515762.72644133,"IRQ"
2024,3785331.07994586,"IRQ"
2025,4075568.3758294,"IRQ"
2026,4388059.38906097,"IRQ"
2027,4724510.40598911,"IRQ"
2028,5086758.54113177,"IRQ"
2029,5476781.76832376,"IRQ"
2030,5896709.72099451,"IRQ"
2031,6348835.32054871,"IRQ"
2032,6835627.29634396,"IRQ"
2033,7359743.66562783,"IRQ"
2034,7924046.24703861,"IRQ"
2035,8531616.28691727,"IRQ"
2036,9185771.28375478,"IRQ"
2037,9890083.10264061,"IRQ"
2038,10648397.4786225,"IRQ"
2039,11464855.015471,"IRQ"
2040,12343913.7945078,"IRQ"
2041,13290373.7169484,"IRQ"
2042,14309402.7126747,"IRQ"
2043,15406564.9585448,"IRQ"
2044,16587851.2603196,"IRQ"
2045,17859711.7640995,"IRQ"
2046,19229091.1758855,"IRQ"
2047,20703466.6815723,"IRQ"
2048,22290888.7744268,"IRQ"
2049,24000025.2129819,"IRQ"
2050,25840208.3493675,"IRQ"
2021,1212991,"ISL"
2022,1290694.14464016,"ISL"
2023,1373374.88489889,"ISL"
2024,1461352.08120657,"ISL"
2025,1554965.01991443,"ISL"
2026,1654574.72176118,"ISL"
2027,1760565.33415893,"ISL"
2028,1873345.61266767,"ISL"
2029,1993350.49737178,"ISL"
2030,2121042.79023776,"ISL"
2031,2256914.93992214,"ISL"
2032,2401490.94091251,"ISL"
2033,2555328.35432592,"ISL"
2034,2719020.45815792,"ISL"
2035,2893198.53527455,"ISL"
2036,3078534.30797124,"ISL"
2037,3275742.52848728,"ISL"
2038,3485583.73546652,"ISL"
2039,3708867.18699447,"ISL"
2040,3946453.98152316,"ISL"
2041,4199260.37871986,"ISL"
2042,4468261.33304626,"ISL"
2043,4754494.25369589,"ISL"
2044,5059063.00538962,"ISL"
2045,5383142.16545878,"ISL"
2046,5727981.55363327,"ISL"
2047,6094911.05200392,"ISL"
2048,6485345.73374743,"ISL"
2049,6900791.320393,"ISL"
2050,7342849.98867663,"ISL"
2021,6417832,"ISR"
2022,6926066.60900064,"ISR"
2023,7474548.83086898,"ISR"
2024,8066465.91478655,"ISR"
2025,8705257.51142206,"ISR"
2026,9394635.6608606,"ISR"
2027,10138606.3633971,"ISR"
2028,10941492.8585425,"ISR"
2029,11807960.7475188,"ISR"
2030,12743045.1052287,"ISR"
2031,13752179.7392505,"ISR"
2032,14841228.765882,"ISR"
2033,16016520.6867234,"ISR"
2034,17284885.163819,"ISR"
2035,18653692.7070601,"ISR"
2036,20130897.5044731,"ISR"
2037,21725083.6442814,"ISR"
2038,23445514.9973391,"ISR"
2039,25302189.0498059,"ISR"
2040,27305894.9988847,"ISR"
2041,29468276.4492204,"ISR"
2042,31801899.0742894,"ISR"
2043,34320323.6359637,"ISR"
2044,37038184.7865671,"ISR"
2045,39971276.1113469,"ISR"
2046,43136641.9055445,"ISR"
2047,46552676.2193852,"ISR"
2048,50239229.7465409,"ISR"
2049,54217725.1771982,"ISR"
2050,58511281.6860531,"ISR"
2021,64714320,"ITA"
2022,64721901.6320453,"ITA"
2023,64729484.1523198,"ITA"
2024,64737067.5609274,"ITA"
2025,64744651.8579724,"ITA"
2026,64752237.0435586,"ITA"
2027,64759823.1177903,"ITA"
2028,64767410.0807716,"ITA"
2029,64774997.9326066,"ITA"
2030,64782586.6733994,"ITA"
2031,64790176.3032541,"ITA"
2032,64797766.822275,"ITA"
2033,64805358.2305662,"ITA"
2034,64812950.5282318,"ITA"
2035,64820543.7153761,"ITA"
2036,64828137.7921033,"ITA"
2037,64835732.7585176,"ITA"
2038,64843328.6147232,"ITA"
2039,64850925.3608244,"ITA"
2040,64858522.9969254,"ITA"
2041,64866121.5231305,"ITA"
2042,64873720.939544,"ITA"
2043,64881321.2462702,"ITA"
2044,64888922.4434133,"ITA"
2045,64896524.5310777,"ITA"
2046,64904127.5093677,"ITA"
2047,64911731.3783877,"ITA"
2048,64919336.1382421,"ITA"
2049,64926941.7890351,"ITA"
2050,64934548.3308711,"ITA"
2021,166113.7,"JAM"
2022,174694.184535095,"JAM"
2023,183717.887870669,"JAM"
2024,193207.704157313,"JAM"
2025,203187.710126617,"JAM"
2026,213683.226176545,"JAM"
2027,224720.880612134,"JAM"
2028,236328.677204501,"JAM"
2029,248536.066239558,"JAM"
2030,261374.019236704,"JAM"
2031,274875.107527051,"JAM"
2032,289073.584890559,"JAM"
2033,304005.474461727,"JAM"
2034,319708.660124337,"JAM"
2035,336222.982627135,"JAM"
2036,353590.340664285,"JAM"
2037,371854.797177078,"JAM"
2038,391062.691146564,"JAM"
2039,411262.755160765,"JAM"
2040,432506.239054735,"JAM"
2041,454847.039937151,"JAM"
2042,478341.838933349,"JAM"
2043,503050.24499171,"JAM"
2044,529034.946118271,"JAM"
2045,556361.868423252,"JAM"
2046,585100.343383009,"JAM"
2047,615323.283741793,"JAM"
2048,647107.368499586,"JAM"
2049,680533.23745535,"JAM"
2050,715685.695799267,"JAM"
2021,930096,"JOR"
2022,968409.527120525,"JOR"
2023,1008301.30676597,"JOR"
2024,1049836.35203273,"JOR"
2025,1093082.35410749,"JOR"
2026,1138109.79258595,"JOR"
2027,1184992.05033609,"JOR"
2028,1233805.53309288,"JOR"
2029,1284629.79397951,"JOR"
2030,1337547.66315803,"JOR"
2031,1392645.38282073,"JOR"
2032,1450012.74774218,"JOR"
2033,1509743.25162105,"JOR"
2034,1571934.23945028,"JOR"
2035,1636687.06616371,"JOR"
2036,1704107.26181801,"JOR"
2037,1774304.7035788,"JOR"
2038,1847393.79479158,"JOR"
2039,1923493.651429,"JOR"
2040,2002728.29621855,"JOR"
2041,2085226.86076695,"JOR"
2042,2171123.79601067,"JOR"
2043,2260559.09133553,"JOR"
2044,2353678.50272257,"JOR"
2045,2450633.79029187,"JOR"
2046,2551582.96563164,"JOR"
2047,2656690.54931547,"JOR"
2048,2766127.83902755,"JOR"
2049,2880073.18873276,"JOR"
2050,2998712.29934673,"JOR"
2021,114693000,"JPN"
2022,112677517.562253,"JPN"
2023,110697452.887201,"JPN"
2024,108752183.583952,"JPN"
2025,106841098.198793,"JPN"
2026,104963596.02299,"JPN"
2027,103119086.903976,"JPN"
2028,101306991.05984,"JPN"
2029,99526738.897091,"JPN"
2030,97777770.8316175,"JPN"
2031,96059537.1127924,"JPN"
2032,94371497.6506721,"JPN"
2033,92713121.8462303,"JPN"
2034,91083888.424576,"JPN"
2035,89483285.2711013,"JPN"
2036,87910809.2705099,"JPN"
2037,86365966.1486728,"JPN"
2038,84848270.3172643,"JPN"
2039,83357244.7211279,"JPN"
2040,81892420.6883234,"JPN"
2041,80453337.7828111,"JPN"
2042,79039543.6597224,"JPN"
2043,77650593.9231759,"JPN"
2044,76286051.9865903,"JPN"
2045,74945488.9354534,"JPN"
2046,73628483.3925014,"JPN"
2047,72334621.3852686,"JPN"
2048,71063496.2159635,"JPN"
2049,69814708.3336324,"JPN"
2050,68587865.2085691,"JPN"
2021,8575951,"KAZ"
2022,9271386.68253529,"KAZ"
2023,10023216.2027386,"KAZ"
2024,10836012.614606,"KAZ"
2025,11714719.8073826,"KAZ"
2026,12664682.5771042,"KAZ"
2027,13691679.1366812,"KAZ"
2028,14801956.2622702,"KAZ"
2029,16002267.289713,"KAZ"
2030,17299913.1921598,"KAZ"
2031,18702786.9887324,"KAZ"
2032,20219421.7543486,"KAZ"
2033,21859042.522728,"KAZ"
2034,23631622.3982848,"KAZ"
2035,25547943.2182111,"KAZ"
2036,27619661.133732,"KAZ"
2037,29859377.5094354,"KAZ"
2038,32280715.5719259,"KAZ"
2039,34898403.2740232,"KAZ"
2040,37728362.8785338,"KAZ"
2041,40787807.8064925,"KAZ"
2042,44095347.3389626,"KAZ"
2043,47671099.8092486,"KAZ"
2044,51536814.9740219,"KAZ"
2045,55716006.307689,"KAZ"
2046,60234094.024693,"KAZ"
2047,65118559.6996901,"KAZ"
2048,70399113.4260895,"KAZ"
2049,76107874.5297096,"KAZ"
2050,82279566.9367533,"KAZ"
2021,3001593,"KEN"
2022,3421290.97624973,"KEN"
2023,3899673.25489093,"KEN"
2024,4444945.37310047,"KEN"
2025,5066460.20793347,"KEN"
2026,5774878.4032116,"KEN"
2027,6582351.22811364,"KEN"
2028,7502729.00398273,"KEN"
2029,8551798.6744283,"KEN"
2030,9747554.59368607,"KEN"
2031,11110507.1779817,"KEN"
2032,12664034.7140958,"KEN"
2033,14434784.3595881,"KEN"
2034,16453129.2129111,"KEN"
2035,18753689.2933865,"KEN"
2036,21375925.3672481,"KEN"
2037,24364815.8054585,"KEN"
2038,27771628.0832218,"KEN"
2039,31654798.1544768,"KEN"
2040,36080932.7849972,"KEN"
2041,41125952.0367964,"KEN"
2042,46876391.5005035,"KEN"
2043,53430886.6124829,"KEN"
2044,60901864.5167117,"KEN"
2045,69417472.491377,"KEN"
2046,79123776.0178718,"KEN"
2047,90187264.1949624,"KEN"
2048,102797705.472686,"KEN"
2049,117171402.689464,"KEN"
2050,133554903.24504,"KEN"
2021,249883.2,"KGZ"
2022,278695.918430889,"KGZ"
2023,310830.879987277,"KGZ"
2024,346671.155062588,"KGZ"
2025,386643.983883931,"KGZ"
2026,431225.869503472,"KGZ"
2027,480948.25803587,"KGZ"
2028,536403.873854037,"KGZ"
2029,598253.785263025,"KGZ"
2030,667235.284879635,"KGZ"
2031,744170.678657171,"KGZ"
2032,829977.08832646,"KGZ"
2033,925677.384104805,"KGZ"
2034,1032412.37799817,"KGZ"
2035,1151454.42304892,"KGZ"
2036,1284222.58064139,"KGZ"
2037,1432299.53666968,"KGZ"
2038,1597450.46821993,"KGZ"
2039,1781644.08567045,"KGZ"
2040,1987076.10104596,"KGZ"
2041,2216195.40238429,"KGZ"
2042,2471733.24613181,"KGZ"
2043,2756735.8155605,"KGZ"
2044,3074600.53332501,"KGZ"
2045,3429116.56102977,"KGZ"
2046,3824509.96858838,"KGZ"
2047,4265494.11182437,"KGZ"
2048,4757325.81884833,"KGZ"
2049,5305868.05499096,"KGZ"
2050,5917659.81330006,"KGZ"
2021,833723.4,"KHM"
2022,975618.152021089,"KHM"
2023,1141662.54485966,"KHM"
2024,1335966.70340268,"KHM"
2025,1563340.27128833,"KHM"
2026,1829411.4648269,"KHM"
2027,2140766.38918929,"KHM"
2028,2505112.06538009,"KHM"
2029,2931467.20342965,"KHM"
2030,3430385.44404591,"KHM"
2031,4014216.59466451,"KHM"
2032,4697412.32631707,"KHM"
2033,5496883.89828395,"KHM"
2034,6432420.76535007,"KHM"
2035,7527180.42952005,"KHM"
2036,8808261.66157464,"KHM"
2037,10307375.2815186,"KHM"
2038,12061629.1018617,"KHM"
2039,14114446.4635658,"KHM"
2040,16516641.1013349,"KHM"
2041,19327674.9445678,"KHM"
2042,22617129.9885353,"KHM"
2043,26466430.669255,"KHM"
2044,30970859.3763025,"KHM"
2045,36241914.9938856,"KHM"
2046,42410072.8515478,"KHM"
2047,49628014.4020269,"KHM"
2048,58074406.57103,"KHM"
2049,67958324.3298073,"KHM"
2050,79524425.9632108,"KHM"
2021,1889.087,"KIR"
2022,2056.42106152734,"KIR"
2023,2238.57746217789,"KIR"
2024,2436.86915482614,"KIR"
2025,2652.72539283306,"KIR"
2026,2887.70203186529,"KIR"
2027,3143.49274424263,"KIR"
2028,3421.9412266449,"KIR"
2029,3725.05448916926,"KIR"
2030,4055.01732152339,"KIR"
2031,4414.20804062433,"KIR"
2032,4805.21563310913,"KIR"
2033,5230.85841631755,"KIR"
2034,5694.20435225217,"KIR"
2035,6198.59316093543,"KIR"
2036,6747.66039255311,"KIR"
2037,7345.36363189206,"KIR"
2038,7996.01102394957,"KIR"
2039,8704.29232632205,"KIR"
2040,9475.31271219351,"KIR"
2041,10314.6295675702,"KIR"
2042,11228.2925479896,"KIR"
2043,12222.8871834259,"KIR"
2044,13305.5823456885,"KIR"
2045,14484.1819204516,"KIR"
2046,15767.181056357,"KIR"
2047,17163.8273966247,"KIR"
2048,18684.1877345189,"KIR"
2049,20339.2205731104,"KIR"
2050,22140.8551123345,"KIR"
2021,47522850,"KOR"
2022,48888435.4236013,"KOR"
2023,50293261.4135648,"KOR"
2024,51738455.5610483,"KOR"
2025,53225177.8589283,"KOR"
2026,54754621.6328757,"KOR"
2027,56328014.4991844,"KOR"
2028,57946619.3501242,"KOR"
2029,59611735.3676085,"KOR"
2030,61324699.065989,"KOR"
2031,63086885.3648168,"KOR"
2032,64899708.6924286,"KOR"
2033,66764624.1212454,"KOR"
2034,68683128.5356942,"KOR"
2035,70656761.8336904,"KOR"
2036,72687108.1626448,"KOR"
2037,74775797.1909888,"KOR"
2038,76924505.4162358,"KOR"
2039,79134957.5106314,"KOR"
2040,81408927.7054708,"KOR"
2041,83748241.215195,"KOR"
2042,86154775.7024093,"KOR"
2043,88630462.784999,"KOR"
2044,91177289.5865529,"KOR"
2045,93797300.3313392,"KOR"
2046,96492597.9851127,"KOR"
2047,99265345.9430715,"KOR"
2048,102117769.766319,"KOR"
2049,105052158.968219,"KOR"
2050,108070868.852093,"KOR"
2021,1901352,"KWT"
2022,1934732.21043513,"KWT"
2023,1968698.44515651,"KWT"
2024,2003260.99242953,"KWT"
2025,2038430.32114078,"KWT"
2026,2074217.08396903,"KWT"
2027,2110632.12061193,"KWT"
2028,2147686.46106923,"KWT"
2029,2185391.32898384,"KWT"
2030,2223758.14504136,"KWT"
2031,2262798.5304294,"KWT"
2032,2302524.3103576,"KWT"
2033,2342947.51763945,"KWT"
2034,2384080.39633696,"KWT"
2035,2425935.40546941,"KWT"
2036,2468525.2227871,"KWT"
2037,2511862.74861139,"KWT"
2038,2555961.10974222,"KWT"
2039,2600833.66343412,"KWT"
2040,2646494.00144213,"KWT"
2041,2692955.95413867,"KWT"
2042,2740233.59470269,"KWT"
2043,2788341.24338248,"KWT"
2044,2837293.47183311,"KWT"
2045,2887105.10753024,"KWT"
2046,2937791.23826128,"KWT"
2047,2989367.21669539,"KWT"
2048,3041848.66503382,"KWT"
2049,3095251.47974181,"KWT"
2050,3149591.83636354,"KWT"
2021,559264.1,"LAO"
2022,581060.097651254,"LAO"
2023,603705.542841897,"LAO"
2024,627233.540783891,"LAO"
2025,651678.48688666,"LAO"
2026,677076.117039489,"LAO"
2027,703463.55985356,"LAO"
2028,730879.390940003,"LAO"
2029,759363.689303295,"LAO"
2030,788958.095932475,"LAO"
2031,819705.874675796,"LAO"
2032,851651.975487833,"LAO"
2033,884843.100141496,"LAO"
2034,919327.770501014,"LAO"
2035,955156.399455694,"LAO"
2036,992381.364618158,"LAO"
2037,1031057.0848948,"LAO"
2038,1071240.10004037,"LAO"
2039,1112989.15331307,"LAO"
2040,1156365.27735086,"LAO"
2041,1201431.88339465,"LAO"
2042,1248254.8539887,"LAO"
2043,1296902.6392939,"LAO"
2044,1347446.35715449,"LAO"
2045,1399959.89706476,"LAO"
2046,1454520.02818755,"LAO"
2047,1511206.51158257,"LAO"
2048,1570102.21680844,"LAO"
2049,1631293.24306918,"LAO"
2050,1694869.04508193,"LAO"
2021,798750.9,"LBN"
2022,807675.459225205,"LBN"
2023,816699.733840232,"LBN"
2024,825824.837979541,"LBN"
2025,835051.898225975,"LBN"
2026,844382.053749854,"LBN"
2027,853816.456449608,"LBN"
2028,863356.271093997,"LBN"
2029,873002.675465911,"LBN"
2030,882756.860507779,"LBN"
2031,892620.030468598,"LBN"
2032,902593.403052618,"LBN"
2033,912678.209569672,"LBN"
2034,922875.695087196,"LBN"
2035,933187.118583943,"LBN"
2036,943613.75310542,"LBN"
2037,954156.885921054,"LBN"
2038,964817.81868312,"LBN"
2039,975597.867587441,"LBN"
2040,986498.363535888,"LBN"
2041,997520.652300688,"LBN"
2042,1008666.09469058,"LBN"
2043,1019936.06671881,"LBN"
2044,1031331.95977302,"LBN"
2045,1042855.18078703,"LBN"
2046,1054507.15241454,"LBN"
2047,1066289.31320475,"LBN"
2048,1078203.11777999,"LBN"
2049,1090250.0370153,"LBN"
2050,1102431.55822,"LBN"
2021,778310,"LBY"
2022,814645.742549301,"LBY"
2023,852677.835121869,"LBY"
2024,892485.472560016,"LBY"
2025,934151.54695188,"LBY"
2026,977762.82023897,"LBY"
2027,1023410.10488195,"LBY"
2028,1071188.45296093,"LBY"
2029,1121197.35410388,"LBY"
2030,1173540.94265558,"LBY"
2031,1228328.2145182,"LBY"
2032,1285673.25411525,"LBY"
2033,1345695.4719514,"LBY"
2034,1408519.85326294,"LBY"
2035,1474277.21827655,"LBY"
2036,1543104.49461836,"LBY"
2037,1615145.0024406,"LBY"
2038,1690548.75285942,"LBY"
2039,1769472.76032552,"LBY"
2040,1852081.36957786,"LBY"
2041,1938546.59786137,"LBY"
2042,2029048.49312124,"LBY"
2043,2123775.5089197,"LBY"
2044,2222924.8968559,"LBY"
2045,2326703.11730609,"LBY"
2046,2435326.26933945,"LBY"
2047,2549020.54070468,"LBY"
2048,2668022.67882435,"LBY"
2049,2792580.48377798,"LBY"
2050,2922953.32430009,"LBY"
2021,1510649,"LKA"
2022,1535400.5418491,"LKA"
2023,1560557.6304691,"LKA"
2024,1586126.91062518,"LKA"
2025,1612115.13595503,"LKA"
2026,1638529.17075277,"LKA"
2027,1665375.99178192,"LKA"
2028,1692662.69011825,"LKA"
2029,1720396.47302273,"LKA"
2030,1748584.6658452,"LKA"
2031,1777234.71395921,"LKA"
2032,1806354.18472855,"LKA"
2033,1835950.76950609,"LKA"
2034,1866032.28566526,"LKA"
2035,1896606.67866483,"LKA"
2036,1927682.02414764,"LKA"
2037,1959266.53007354,"LKA"
2038,1991368.53888741,"LKA"
2039,2023996.52972265,"LKA"
2040,2057159.12064077,"LKA"
2041,2090865.07090771,"LKA"
2042,2125123.28330741,"LKA"
2043,2159942.80649333,"LKA"
2044,2195332.83737846,"LKA"
2045,2231302.72356452,"LKA"
2046,2267861.96581094,"LKA"
2047,2305020.22054435,"LKA"
2048,2342787.30240905,"LKA"
2049,2381173.18685946,"LKA"
2050,2420188.01279487,"LKA"
2021,15795.08,"LSO"
2022,17539.27440653,"LSO"
2023,19476.0739868084,"LSO"
2024,21626.74744392,"LSO"
2025,24014.9121080509,"LSO"
2026,26666.7932870112,"LSO"
2027,29611.5122559113,"LSO"
2028,32881.4060485134,"LSO"
2029,36512.382562001,"LSO"
2030,40544.3148747037,"LSO"
2031,45021.4791069234,"LSO"
2032,49993.0406331709,"LSO"
2033,55513.5939850882,"LSO"
2034,61643.7623739261,"LSO"
2035,68450.8634161534,"LSO"
2036,76009.6483727729,"LSO"
2037,84403.1230202011,"LSO"
2038,93723.4591669946,"LSO"
2039,104073.006826121,"LSO"
2040,115565.418157806,"LSO"
2041,128326.895525388,"LSO"
2042,142497.577369527,"LSO"
2043,158233.077119576,"LSO"
2044,175706.192041437,"LSO"
2045,195108.800787411,"LSO"
2046,216653.970485707,"LSO"
2047,240578.296508347,"LSO"
2048,267144.500611294,"LSO"
2049,296644.315977943,"LSO"
2050,329401.69084769,"LSO"
2021,1375229,"LTU"
2022,1500623.80069403,"LTU"
2023,1637452.22883564,"LTU"
2024,1786756.81438528,"LTU"
2025,1949675.14626204,"LTU"
2026,2127448.53991768,"LTU"
2027,2321431.49522897,"LTU"
2028,2533102.01677054,"LTU"
2029,2764072.87510075,"LTU"
2030,3016103.8948633,"LTU"
2031,3291115.36333065,"LTU"
2032,3591202.6615522,"LTU"
2033,3918652.22958576,"LTU"
2034,4275958.98745528,"LTU"
2035,4665845.34456949,"LTU"
2036,5091281.94243899,"LTU"
2037,5555510.2887357,"LTU"
2038,6062067.4551492,"LTU"
2039,6614813.02721917,"LTU"
2040,7217958.51148139,"LTU"
2041,7876099.42398761,"LTU"
2042,8594250.3046899,"LTU"
2043,9377882.92447266,"LTU"
2044,10232967.9759414,"LTU"
2045,11166020.5656203,"LTU"
2046,12184149.8541762,"LTU"
2047,13295113.2228884,"LTU"
2048,14507375.3790738,"LTU"
2049,15830172.8508058,"LTU"
2050,17273584.3623278,"LTU"
2021,784206.2,"LUX"
2022,760989.733180286,"LUX"
2023,738460.591112137,"LUX"
2024,716598.425509236,"LUX"
2025,695383.49049738,"LUX"
2026,674796.624780035,"LUX"
2027,654819.234331884,"LUX"
2028,635433.275604732,"LUX"
2029,616621.2392306,"LUX"
2030,598366.134207293,"LUX"
2031,580651.472552152,"LUX"
2032,563461.254410131,"LUX"
2033,546779.953602757,"LUX"
2034,530592.503604908,"LUX"
2035,514884.283936749,"LUX"
2036,499641.106958539,"LUX"
2037,484849.205056376,"LUX"
2038,470495.218207309,"LUX"
2039,456566.18191259,"LUX"
2040,443049.51548815,"LUX"
2041,429933.010701755,"LUX"
2042,417204.82074654,"LUX"
2043,404853.449540999,"LUX"
2044,392867.741345737,"LUX"
2045,381236.870687625,"LUX"
2046,369950.33258225,"LUX"
2047,358997.93304583,"LUX"
2048,348369.779888019,"LUX"
2049,338056.273777304,"LUX"
2050,328048.099570893,"LUX"
2021,950218.6,"LVA"
2022,973350.972171045,"LVA"
2023,997046.484910228,"LVA"
2024,1021318.84746004,"LVA"
2025,1046182.10280439,"LVA"
2026,1071650.63579328,"LVA"
2027,1097739.1814653,"LVA"
2028,1124462.83357272,"LVA"
2029,1151837.05331406,"LVA"
2030,1179877.67827937,"LVA"
2031,1208600.93161314,"LVA"
2032,1238023.4314004,"LVA"
2033,1268162.20028119,"LVA"
2034,1299034.67529921,"LVA"
2035,1330658.71799014,"LVA"
2036,1363052.62471559,"LVA"
2037,1396235.13724865,"LVA"
2038,1430225.45361703,"LVA"
2039,1465043.23921034,"LVA"
2040,1500708.63815758,"LVA"
2041,1537242.28498175,"LVA"
2042,1574665.31653814,"LVA"
2043,1612999.38424319,"LVA"
2044,1652266.66660114,"LVA"
2045,1692489.8820356,"LVA"
2046,1733692.30203345,"LVA"
2047,1775897.76460882,"LVA"
2048,1819130.68809469,"LVA"
2049,1863416.08527043,"LVA"
2050,1908779.57783308,"LVA"
2021,152627.7,"MAC"
2022,158824.720034634,"MAC"
2023,165273.352701244,"MAC"
2024,171983.814025635,"MAC"
2025,178966.734826705,"MAC"
2026,186233.177557966,"MAC"
2027,193794.65383285,"MAC"
2028,201663.142661595,"MAC"
2029,209851.109428578,"MAC"
2030,218371.525640177,"MAC"
2031,227237.889474433,"MAC"
2032,236464.247165081,"MAC"
2033,246065.215253812,"MAC"
2034,256056.003746034,"MAC"
2035,266452.440206797,"MAC"
2036,277270.994835076,"MAC"
2037,288528.806556118,"MAC"
2038,300243.710173201,"MAC"
2039,312434.264621811,"MAC"
2040,325119.782370996,"MAC"
2041,338320.360018493,"MAC"
2042,352056.910128066,"MAC"
2043,366351.194359532,"MAC"
2044,381225.857943913,"MAC"
2045,396704.465558382,"MAC"
2046,412811.538657785,"MAC"
2047,429572.594321929,"MAC"
2048,447014.185680132,"MAC"
2049,465163.94397712,"MAC"
2050,484050.622346875,"MAC"
2021,2502334,"MAR"
2022,2645612.54483307,"MAR"
2023,2797094.92712729,"MAR"
2024,2957250.88189543,"MAR"
2025,3126577.04021974,"MAR"
2026,3305598.46926605,"MAR"
2027,3494870.30047599,"MAR"
2028,3694979.45098608,"MAR"
2029,3906546.44361193,"MAR"
2030,4130227.33104084,"MAR"
2031,4366715.73019991,"MAR"
2032,4616744.97310783,"MAR"
2033,4881090.38088006,"MAR"
2034,5160571.66793894,"MAR"
2035,5456055.48388401,"MAR"
2036,5768458.10090453,"MAR"
2037,6098748.25506786,"MAR"
2038,6447950.15029423,"MAR"
2039,6817146.63433288,"MAR"
2040,7207482.55658822,"MAR"
2041,7620168.31820826,"MAR"
2042,8056483.62544382,"MAR"
2043,8517781.45791746,"MAR"
2044,9005492.26410742,"MAR"
2045,9521128.39705643,"MAR"
2046,10066288.8040601,"MAR"
2047,10642663.9848774,"MAR"
2048,11252041.233838,"MAR"
2049,11896310.1821023,"MAR"
2050,12577468.6572597,"MAR"
2021,396270.2,"MDA"
2022,429000.072616584,"MDA"
2023,464433.263730239,"MDA"
2024,502793.05349186,"MDA"
2025,544321.163840032,"MDA"
2026,589279.281697482,"MDA"
2027,637950.70797569,"MDA"
2028,690642.142778772,"MDA"
2029,747685.61805598,"MDA"
2030,809440.589881326,"MDA"
2031,876296.203544702,"MDA"
2032,948673.745727825,"MDA"
2033,1027029.29921726,"MDA"
2034,1111856.61688304,"MDA"
2035,1203690.23303305,"MDA"
2036,1303108.83174928,"MDA"
2037,1410738.89343118,"MDA"
2038,1527258.64252476,"MDA"
2039,1653402.32131366,"MDA"
2040,1789964.81670333,"MDA"
2041,1937806.66915367,"MDA"
2042,2097859.49532371,"MDA"
2043,2271131.85859866,"MDA"
2044,2458715.62449224,"MDA"
2045,2661792.8409724,"MDA"
2046,2881643.18706646,"MDA"
2047,3119652.03668254,"MDA"
2048,3377319.18846102,"MDA"
2049,3656268.31666666,"MDA"
2050,3958257.20267563,"MDA"
2021,437527.8,"MDG"
2022,524175.745526939,"MDG"
2023,627983.438306599,"MDG"
2024,752349.192332308,"MDG"
2025,901344.323234724,"MDG"
2026,1079846.42943382,"MDG"
2027,1293699.06827195,"MDG"
2028,1549903.05438639,"MDG"
2029,1856845.64278536,"MDG"
2030,2224575.09930903,"MDG"
2031,2665129.64698695,"MDG"
2032,3192931.55688697,"MDG"
2033,3825259.28466194,"MDG"
2034,4582813.10895335,"MDG"
2035,5490392.78874679,"MDG"
2036,6577709.42389735,"MDG"
2037,7880358.09640202,"MDG"
2038,9440983.13341638,"MDG"
2039,11310674.1387994,"MDG"
2040,13550638.4945538,"MDG"
2041,16234205.0842227,"MDG"
2042,19449224.8333926,"MDG"
2043,23300946.652909,"MDG"
2044,27915462.9334913,"MDG"
2045,33443837.3856299,"MDG"
2046,40067050.3563299,"MDG"
2047,48001923.5157049,"MDG"
2048,57508217.8676914,"MDG"
2049,68897137.4498324,"MDG"
2050,82541517.1045996,"MDG"
2021,41631.15,"MDV"
2022,42883.7623331738,"MDV"
2023,44174.0636962499,"MDV"
2024,45503.1880896988,"MDV"
2025,46872.3036341861,"MDV"
2026,48282.6135971933,"MDV"
2027,49735.357450527,"MDV"
2028,51231.8119596466,"MDV"
2029,52773.2923057695,"MDV"
2030,54361.1532417368,"MDV"
2031,55996.7902826581,"MDV"
2032,57681.6409323808,"MDV"
2033,59417.1859468616,"MDV"
2034,61204.9506355507,"MDV"
2035,63046.5062019327,"MDV"
2036,64943.4711244021,"MDV"
2037,66897.5125786867,"MDV"
2038,68910.3479030703,"MDV"
2039,70983.7461077003,"MDV"
2040,73119.5294293089,"MDV"
2041,75319.5749327124,"MDV"
2042,77585.8161604979,"MDV"
2043,79920.2448323457,"MDV"
2044,82324.9125954813,"MDV"
2045,84801.9328277967,"MDV"
2046,87353.482495223,"MDV"
2047,89981.8040649898,"MDV"
2048,92689.2074764506,"MDV"
2049,95478.0721712069,"MDV"
2050,98350.8491843164,"MDV"
2021,25425030,"MEX"
2022,25904671.093385,"MEX"
2023,26393360.5764264,"MEX"
2024,26891269.1462484,"MEX"
2025,27398570.7201627,"MEX"
2026,27915442.4964165,"MEX"
2027,28442065.0160873,"MEX"
2028,28978622.2261455,"MEX"
2029,29525301.5437054,"MEX"
2030,30082293.92149,"MEX"
