Year,iso_code3,frac_lndu_initial_settlements
2006,AFG,0.0006481175921370995
2007,AFG,0.0006710355858370948
2008,AFG,0.0006994787571663954
2009,AFG,0.0007055777466062321
2010,AFG,0.0007312684912338216
2011,AFG,0.0007561065346565317
2012,AFG,0.0007767014977132466
2013,AFG,0.000827567862794784
2014,AFG,0.0008740515325004196
2019,AFG,0.00112714771952515
2020,AFG,0.0011108059948979228
2021,AFG,0.0011108059948979228
2022,AFG,0.0011108059948979228
2023,AFG,0.0011108059948979228
2024,AFG,0.0011108059948979228
2025,AFG,0.0011108059948979228
2026,AFG,0.0011108059948979228
2027,AFG,0.0011108059948979228
2028,AFG,0.0011108059948979228
2029,AFG,0.0011108059948979228
2030,AFG,0.0011108059948979228
2031,AFG,0.0011108059948979228
2032,AFG,0.0011108059948979228
2033,AFG,0.0011108059948979228
2034,AFG,0.0011108059948979228
2035,AFG,0.0011108059948979228
2036,AFG,0.0011108059948979228
2037,AFG,0.0011108059948979228
2038,AFG,0.0011108059948979228
2039,AFG,0.0011108059948979228
2040,AFG,0.0011108059948979228
2041,AFG,0.0011108059948979228
2042,AFG,0.0011108059948979228
2043,AFG,0.0011108059948979228
2044,AFG,0.0011108059948979228
2045,AFG,0.0011108059948979228
2046,AFG,0.0011108059948979228
2047,AFG,0.0011108059948979228
2048,AFG,0.0011108059948979228
2049,AFG,0.0011108059948979228
2050,AFG,0.0011108059948979228
1992,AGO,0.00018086063953621335
1993,AGO,0.00018336872552008365
1994,AGO,0.0001873545778704394
1995,AGO,0.00019274778348182974
1996,AGO,0.00019616411573686676
1997,AGO,0.0002007163615289822
1998,AGO,0.00021160785387659218
1999,AGO,0.00022027801521601993
2000,AGO,0.00023070644320394513
2001,AGO,0.0002818746261952482
2002,AGO,0.0003270816808820825
2003,AGO,0.0003535274747931565
2004,AGO,0.0003621682822343138
2005,AGO,0.0003883496527274698
2006,AGO,0.00040972206363076727
2007,AGO,0.00042359395197466565
2008,AGO,0.0004510715395788352
2009,AGO,0.00045370484703897876
2010,AGO,0.00047008666825097873
2011,AGO,0.0004800146351330168
2012,AGO,0.0005327938131443026
2013,AGO,0.0005412378949508078
2014,AGO,0.0005803266799025461
2019,AGO,0.0008556140772775626
2020,AGO,0.0009580024853788462
2021,AGO,0.0009580024853788462
2022,AGO,0.0009580024853788462
2023,AGO,0.0009580024853788462
2024,AGO,0.0009580024853788462
2025,AGO,0.0009580024853788462
2026,AGO,0.0009580024853788462
2027,AGO,0.0009580024853788462
2028,AGO,0.0009580024853788462
2029,AGO,0.0009580024853788462
2030,AGO,0.0009580024853788462
2031,AGO,0.0009580024853788462
2032,AGO,0.0009580024853788462
2033,AGO,0.0009580024853788462
2034,AGO,0.0009580024853788462
2035,AGO,0.0009580024853788462
2036,AGO,0.0009580024853788462
2037,AGO,0.0009580024853788462
2038,AGO,0.0009580024853788462
2039,AGO,0.0009580024853788462
2040,AGO,0.0009580024853788462
2041,AGO,0.0009580024853788462
2042,AGO,0.0009580024853788462
2043,AGO,0.0009580024853788462
2044,AGO,0.0009580024853788462
2045,AGO,0.0009580024853788462
2046,AGO,0.0009580024853788462
2047,AGO,0.0009580024853788462
2048,AGO,0.0009580024853788462
2049,AGO,0.0009580024853788462
2050,AGO,0.0009580024853788462
1992,ALB,0.005570801774133373
1993,ALB,0.005551364476782376
1994,ALB,0.005649489310849149
1995,ALB,0.005936431993340656
1996,ALB,0.0061544365698615695
1997,ALB,0.006259277440732557
1998,ALB,0.006434766997558767
1999,ALB,0.006821171030463421
2000,ALB,0.007155399393555782
2001,ALB,0.007368899403225613
2002,ALB,0.007481045274471885
2003,ALB,0.0075581448603081695
2004,ALB,0.007720481900306563
2005,ALB,0.007851864221822434
2006,ALB,0.008002953840762597
2007,ALB,0.008220302087170074
2008,ALB,0.008147761480405778
2009,ALB,0.008295651321624594
2010,ALB,0.00842708611996533
2011,ALB,0.0085267891322942
2012,ALB,0.008681196572245935
2013,ALB,0.009141867769842438
2014,ALB,0.009550171759664158
2019,ALB,0.010868000245828794
2020,ALB,0.010862996201961506
2021,ALB,0.010862996201961506
2022,ALB,0.010862996201961506
2023,ALB,0.010862996201961506
2024,ALB,0.010862996201961506
2025,ALB,0.010862996201961506
2026,ALB,0.010862996201961506
2027,ALB,0.010862996201961506
2028,ALB,0.010862996201961506
2029,ALB,0.010862996201961506
2030,ALB,0.010862996201961506
2031,ALB,0.010862996201961506
2032,ALB,0.010862996201961506
2033,ALB,0.010862996201961506
2034,ALB,0.010862996201961506
2035,ALB,0.010862996201961506
2036,ALB,0.010862996201961506
2037,ALB,0.010862996201961506
2038,ALB,0.010862996201961506
2039,ALB,0.010862996201961506
2040,ALB,0.010862996201961506
2041,ALB,0.010862996201961506
2042,ALB,0.010862996201961506
2043,ALB,0.010862996201961506
2044,ALB,0.010862996201961506
2045,ALB,0.010862996201961506
2046,ALB,0.010862996201961506
2047,ALB,0.010862996201961506
2048,ALB,0.010862996201961506
2049,ALB,0.010862996201961506
2050,ALB,0.010862996201961506
1992,AND,0.019066232318318874
1993,AND,0.019714818213647418
1994,AND,0.020061733875031577
1995,AND,0.02035781100949438
1996,AND,0.022514663576360915
1997,AND,0.022495380833554415
1998,AND,0.022586170948581327
1999,AND,0.02317334901000936
2000,AND,0.023641830682040718
2001,AND,0.02439535735790639
2002,AND,0.026439171505528738
2003,AND,0.025119811328655824
2004,AND,0.02728322680450912
2005,AND,0.02830448340448489
2006,AND,0.02369163295664266
2007,AND,0.02492652085699728
2008,AND,0.022422064592493393
2009,AND,0.024987895014897198
2010,AND,0.02534625935491919
2011,AND,0.02538819201463517
2012,AND,0.024027465065078805
2013,AND,0.025069600665816007
2014,AND,0.025452422686785953
2019,AND,0.04114550657335402
2020,AND,0.04088254482438976
2021,AND,0.04088254482438976
2022,AND,0.04088254482438976
2023,AND,0.04088254482438976
2024,AND,0.04088254482438976
2025,AND,0.04088254482438976
2026,AND,0.04088254482438976
2027,AND,0.04088254482438976
2028,AND,0.04088254482438976
2029,AND,0.04088254482438976
2030,AND,0.04088254482438976
2031,AND,0.04088254482438976
2032,AND,0.04088254482438976
2033,AND,0.04088254482438976
2034,AND,0.04088254482438976
2035,AND,0.04088254482438976
2036,AND,0.04088254482438976
2037,AND,0.04088254482438976
2038,AND,0.04088254482438976
2039,AND,0.04088254482438976
2040,AND,0.04088254482438976
2041,AND,0.04088254482438976
2042,AND,0.04088254482438976
2043,AND,0.04088254482438976
2044,AND,0.04088254482438976
2045,AND,0.04088254482438976
2046,AND,0.04088254482438976
2047,AND,0.04088254482438976
2048,AND,0.04088254482438976
2049,AND,0.04088254482438976
2050,AND,0.04088254482438976
1992,ARE,0.01115121279316405
1993,ARE,0.014092253378312795
1994,ARE,0.016954931582020764
1995,ARE,0.01971172333363042
1996,ARE,0.022624165642801668
1997,ARE,0.02473050223332615
1998,ARE,0.026050334272100347
1999,ARE,0.025500766164280767
2000,ARE,0.025700331167205544
2001,ARE,0.025937691204783363
2002,ARE,0.025972958739488777
2003,ARE,0.026004635676185158
2004,ARE,0.026008073606342802
2005,ARE,0.025999034931000697
2006,ARE,0.026100411246754784
2007,ARE,0.026131209569927184
2008,ARE,0.02615135664008984
2009,ARE,0.026184837771388282
2010,ARE,0.026125708554915302
2011,ARE,0.02719969018937809
2012,ARE,0.027285756162824634
2013,ARE,0.0274411762691305
2014,ARE,0.027470506106355534
2019,ARE,0.02927911833797127
2020,ARE,0.03000502449051013
2021,ARE,0.03000502449051013
2022,ARE,0.03000502449051013
2023,ARE,0.03000502449051013
2024,ARE,0.03000502449051013
2025,ARE,0.03000502449051013
2026,ARE,0.03000502449051013
2027,ARE,0.03000502449051013
2028,ARE,0.03000502449051013
2029,ARE,0.03000502449051013
2030,ARE,0.03000502449051013
2031,ARE,0.03000502449051013
2032,ARE,0.03000502449051013
2033,ARE,0.03000502449051013
2034,ARE,0.03000502449051013
2035,ARE,0.03000502449051013
2036,ARE,0.03000502449051013
2037,ARE,0.03000502449051013
2038,ARE,0.03000502449051013
2039,ARE,0.03000502449051013
2040,ARE,0.03000502449051013
2041,ARE,0.03000502449051013
2042,ARE,0.03000502449051013
2043,ARE,0.03000502449051013
2044,ARE,0.03000502449051013
2045,ARE,0.03000502449051013
2046,ARE,0.03000502449051013
2047,ARE,0.03000502449051013
2048,ARE,0.03000502449051013
2049,ARE,0.03000502449051013
2050,ARE,0.03000502449051013
1992,ARG,0.0011674308651157502
1993,ARG,0.001209995014208595
1994,ARG,0.0012305725504027773
1995,ARG,0.0012368691580371173
1996,ARG,0.0012502198644813987
1997,ARG,0.0012345920011497427
1998,ARG,0.0012547989424163608
1999,ARG,0.0012588844411207927
2000,ARG,0.0012744769592226623
2001,ARG,0.0012985519358142679
2002,ARG,0.0013016980061506334
2003,ARG,0.0012997941845192546
2004,ARG,0.0012863209792632175
2005,ARG,0.0013097988687698935
2006,ARG,0.0013559165465539264
2007,ARG,0.0013636937293274479
2008,ARG,0.001374315007071691
2009,ARG,0.001441015998151192
2010,ARG,0.0014525531664670616
2011,ARG,0.0014359554630715902
2012,ARG,0.0014956770471347906
2013,ARG,0.0015888103660338974
2014,ARG,0.001650457022464259
2019,ARG,0.0017678964959352702
2020,ARG,0.0017575252839515567
2021,ARG,0.0017575252839515567
2022,ARG,0.0017575252839515567
2023,ARG,0.0017575252839515567
2024,ARG,0.0017575252839515567
2025,ARG,0.0017575252839515567
2026,ARG,0.0017575252839515567
2027,ARG,0.0017575252839515567
2028,ARG,0.0017575252839515567
2029,ARG,0.0017575252839515567
2030,ARG,0.0017575252839515567
2031,ARG,0.0017575252839515567
2032,ARG,0.0017575252839515567
2033,ARG,0.0017575252839515567
2034,ARG,0.0017575252839515567
2035,ARG,0.0017575252839515567
2036,ARG,0.0017575252839515567
2037,ARG,0.0017575252839515567
2038,ARG,0.0017575252839515567
2039,ARG,0.0017575252839515567
2040,ARG,0.0017575252839515567
2041,ARG,0.0017575252839515567
2042,ARG,0.0017575252839515567
2043,ARG,0.0017575252839515567
2044,ARG,0.0017575252839515567
2045,ARG,0.0017575252839515567
2046,ARG,0.0017575252839515567
2047,ARG,0.0017575252839515567
2048,ARG,0.0017575252839515567
2049,ARG,0.0017575252839515567
2050,ARG,0.0017575252839515567
1992,ARM,0.012963099462838423
1993,ARM,0.013108218668885958
1994,ARM,0.01351043440948764
1995,ARM,0.013690682036149864
1996,ARM,0.013766304735170522
1997,ARM,0.014042612441535048
1998,ARM,0.014362338789939009
1999,ARM,0.014758263477390099
2000,ARM,0.015130001600721298
2001,ARM,0.01535815147724967
2002,ARM,0.0159572795929472
2003,ARM,0.016222493600200515
2004,ARM,0.016448922156698593
2005,ARM,0.017089562607665473
2006,ARM,0.017833998631007455
2007,ARM,0.0181055612985324
2008,ARM,0.018426221291443227
2009,ARM,0.01890170623845312
2010,ARM,0.019367323057390445
2011,ARM,0.01973266039644455
2012,ARM,0.020027561728188984
2013,ARM,0.020526150935720057
2014,ARM,0.021801414062419727
2019,ARM,0.024804382396907174
2020,ARM,0.024797748560936337
2021,ARM,0.024797748560936337
2022,ARM,0.024797748560936337
2023,ARM,0.024797748560936337
2024,ARM,0.024797748560936337
2025,ARM,0.024797748560936337
2026,ARM,0.024797748560936337
2027,ARM,0.024797748560936337
2028,ARM,0.024797748560936337
2029,ARM,0.024797748560936337
2030,ARM,0.024797748560936337
2031,ARM,0.024797748560936337
2032,ARM,0.024797748560936337
2033,ARM,0.024797748560936337
2034,ARM,0.024797748560936337
2035,ARM,0.024797748560936337
2036,ARM,0.024797748560936337
2037,ARM,0.024797748560936337
2038,ARM,0.024797748560936337
2039,ARM,0.024797748560936337
2040,ARM,0.024797748560936337
2041,ARM,0.024797748560936337
2042,ARM,0.024797748560936337
2043,ARM,0.024797748560936337
2044,ARM,0.024797748560936337
2045,ARM,0.024797748560936337
2046,ARM,0.024797748560936337
2047,ARM,0.024797748560936337
2048,ARM,0.024797748560936337
2049,ARM,0.024797748560936337
2050,ARM,0.024797748560936337
1992,ASM,0.00077817196201836
1993,ASM,0.0007016245638680202
1994,ASM,0.0007667139510198591
1995,ASM,0.0007488993334303398
1996,ASM,0.0007462331857611682
1997,ASM,0.0007510212606288407
1998,ASM,0.0007653434988900658
1999,ASM,0.0007652330927533302
2000,ASM,0.0006914926166264834
2001,ASM,0.0007259575466044136
2002,ASM,0.0006964752255814558
2003,ASM,0.000699133854375986
2004,ASM,0.0007084990123254735
2005,ASM,0.0006996798314471334
2006,ASM,0.0006617426815859473
2007,ASM,0.0006462979428641029
2008,ASM,0.000648824309718024
2009,ASM,0.0006424843145933463
2010,ASM,0.0006432167513841844
2011,ASM,0.0006415450248556066
2012,ASM,0.0006327110251578314
2013,ASM,0.0006335547000501888
2014,ASM,0.0007146957052560945
2019,ASM,0.0006848641347188438
2020,ASM,0.0006830444251362549
2021,ASM,0.0006830444251362549
2022,ASM,0.0006830444251362549
2023,ASM,0.0006830444251362549
2024,ASM,0.0006830444251362549
2025,ASM,0.0006830444251362549
2026,ASM,0.0006830444251362549
2027,ASM,0.0006830444251362549
2028,ASM,0.0006830444251362549
2029,ASM,0.0006830444251362549
2030,ASM,0.0006830444251362549
2031,ASM,0.0006830444251362549
2032,ASM,0.0006830444251362549
2033,ASM,0.0006830444251362549
2034,ASM,0.0006830444251362549
2035,ASM,0.0006830444251362549
2036,ASM,0.0006830444251362549
2037,ASM,0.0006830444251362549
2038,ASM,0.0006830444251362549
2039,ASM,0.0006830444251362549
2040,ASM,0.0006830444251362549
2041,ASM,0.0006830444251362549
2042,ASM,0.0006830444251362549
2043,ASM,0.0006830444251362549
2044,ASM,0.0006830444251362549
2045,ASM,0.0006830444251362549
2046,ASM,0.0006830444251362549
2047,ASM,0.0006830444251362549
2048,ASM,0.0006830444251362549
2049,ASM,0.0006830444251362549
2050,ASM,0.0006830444251362549
1992,ATG,0.011960507825606268
1993,ATG,0.012453142815638325
1994,ATG,0.012929055945662866
1995,ATG,0.013493693185355102
1996,ATG,0.014153890808756469
1997,ATG,0.014372240067921092
1998,ATG,0.015107493982913745
1999,ATG,0.015549600470977143
2000,ATG,0.015992301535358727
2001,ATG,0.016065478089575015
2002,ATG,0.0158853889488944
2003,ATG,0.015856762783669324
2004,ATG,0.015940247739683007
2005,ATG,0.016520180697371413
2006,ATG,0.017369325932876642
2007,ATG,0.017951442880635302
2008,ATG,0.01862504574841798
2009,ATG,0.019733721788298967
2010,ATG,0.019901815351007764
2011,ATG,0.020383100636618554
2012,ATG,0.021411324126196563
2013,ATG,0.02338564611171299
2014,ATG,0.023731767971459067
2019,ATG,0.02476342168106899
2020,ATG,0.025026475175341272
2021,ATG,0.025026475175341272
2022,ATG,0.025026475175341272
2023,ATG,0.025026475175341272
2024,ATG,0.025026475175341272
2025,ATG,0.025026475175341272
2026,ATG,0.025026475175341272
2027,ATG,0.025026475175341272
2028,ATG,0.025026475175341272
2029,ATG,0.025026475175341272
2030,ATG,0.025026475175341272
2031,ATG,0.025026475175341272
2032,ATG,0.025026475175341272
2033,ATG,0.025026475175341272
2034,ATG,0.025026475175341272
2035,ATG,0.025026475175341272
2036,ATG,0.025026475175341272
2037,ATG,0.025026475175341272
2038,ATG,0.025026475175341272
2039,ATG,0.025026475175341272
2040,ATG,0.025026475175341272
2041,ATG,0.025026475175341272
2042,ATG,0.025026475175341272
2043,ATG,0.025026475175341272
2044,ATG,0.025026475175341272
2045,ATG,0.025026475175341272
2046,ATG,0.025026475175341272
2047,ATG,0.025026475175341272
2048,ATG,0.025026475175341272
2049,ATG,0.025026475175341272
2050,ATG,0.025026475175341272
1992,AUS,0.0006955755817523548
1993,AUS,0.0007121843069877377
1994,AUS,0.0007281021255510252
1995,AUS,0.0007461822991365015
1996,AUS,0.0007579244060306389
1997,AUS,0.0007679669933145366
1998,AUS,0.0007812033045008545
1999,AUS,0.0007904614114273454
2000,AUS,0.0008037385814819765
2001,AUS,0.0008653375286012673
2002,AUS,0.0008978333025647212
2003,AUS,0.0009185412577495211
2004,AUS,0.000926930200674553
2005,AUS,0.0009596048005623705
2006,AUS,0.000980970508722048
2007,AUS,0.000998596529837989
2008,AUS,0.0010005549656109545
2009,AUS,0.0010058587084839912
2010,AUS,0.0010141472632405931
2011,AUS,0.0010206894299609275
2012,AUS,0.0010212940931364795
2013,AUS,0.0010274647339506126
2014,AUS,0.0010372566399355942
2019,AUS,0.001089816332345088
2020,AUS,0.0010920327331096196
2021,AUS,0.0010920327331096196
2022,AUS,0.0010920327331096196
2023,AUS,0.0010920327331096196
2024,AUS,0.0010920327331096196
2025,AUS,0.0010920327331096196
2026,AUS,0.0010920327331096196
2027,AUS,0.0010920327331096196
2028,AUS,0.0010920327331096196
2029,AUS,0.0010920327331096196
2030,AUS,0.0010920327331096196
2031,AUS,0.0010920327331096196
2032,AUS,0.0010920327331096196
2033,AUS,0.0010920327331096196
2034,AUS,0.0010920327331096196
2035,AUS,0.0010920327331096196
2036,AUS,0.0010920327331096196
2037,AUS,0.0010920327331096196
2038,AUS,0.0010920327331096196
2039,AUS,0.0010920327331096196
2040,AUS,0.0010920327331096196
2041,AUS,0.0010920327331096196
2042,AUS,0.0010920327331096196
2043,AUS,0.0010920327331096196
2044,AUS,0.0010920327331096196
2045,AUS,0.0010920327331096196
2046,AUS,0.0010920327331096196
2047,AUS,0.0010920327331096196
2048,AUS,0.0010920327331096196
2049,AUS,0.0010920327331096196
2050,AUS,0.0010920327331096196
1992,AUT,0.009359541620001202
1993,AUT,0.009573363100132461
1994,AUT,0.009745865097329767
1995,AUT,0.010404543973274349
1996,AUT,0.010743461083255136
1997,AUT,0.01091940898615661
1998,AUT,0.011206694307906608
1999,AUT,0.01147207277760065
2000,AUT,0.011972820570327874
2001,AUT,0.013070893695660358
2002,AUT,0.014772566796428877
2003,AUT,0.01697728627271454
2004,AUT,0.01893455859516707
2005,AUT,0.018963732312174682
2006,AUT,0.018955775689067905
2007,AUT,0.01875302659755196
2008,AUT,0.01859217181330399
2009,AUT,0.018423990852428063
2010,AUT,0.018324035730340978
2011,AUT,0.018335341256379607
2012,AUT,0.01834918669000941
2013,AUT,0.018514328000992473
2014,AUT,0.017992102187464127
2019,AUT,0.019866510198722685
2020,AUT,0.019865152316852857
2021,AUT,0.019865152316852857
2022,AUT,0.019865152316852857
2023,AUT,0.019865152316852857
2024,AUT,0.019865152316852857
2025,AUT,0.019865152316852857
2026,AUT,0.019865152316852857
2027,AUT,0.019865152316852857
2028,AUT,0.019865152316852857
2029,AUT,0.019865152316852857
2030,AUT,0.019865152316852857
2031,AUT,0.019865152316852857
2032,AUT,0.019865152316852857
2033,AUT,0.019865152316852857
2034,AUT,0.019865152316852857
2035,AUT,0.019865152316852857
2036,AUT,0.019865152316852857
2037,AUT,0.019865152316852857
2038,AUT,0.019865152316852857
2039,AUT,0.019865152316852857
2040,AUT,0.019865152316852857
2041,AUT,0.019865152316852857
2042,AUT,0.019865152316852857
2043,AUT,0.019865152316852857
2044,AUT,0.019865152316852857
2045,AUT,0.019865152316852857
2046,AUT,0.019865152316852857
2047,AUT,0.019865152316852857
2048,AUT,0.019865152316852857
2049,AUT,0.019865152316852857
2050,AUT,0.019865152316852857
1992,AZE,0.0019594139137177466
1993,AZE,0.0019919095667669416
1994,AZE,0.002046866349931994
1995,AZE,0.0020813554638669045
1996,AZE,0.002113202834648998
1997,AZE,0.0021536003872254786
1998,AZE,0.002239895213682965
1999,AZE,0.0023251126601548195
2000,AZE,0.0023357793730178667
2001,AZE,0.0024289314657401848
2002,AZE,0.002546875929204622
2003,AZE,0.002701519716501676
2004,AZE,0.00282013735785744
2005,AZE,0.00311547644220272
2006,AZE,0.003288570917790462
2007,AZE,0.0034893310419153167
2008,AZE,0.0036059011595135407
2009,AZE,0.0036924065505698745
2010,AZE,0.003946944216704954
2011,AZE,0.004089139644768192
2012,AZE,0.004296949578388966
2013,AZE,0.00471091067474441
2014,AZE,0.005383894356571118
2019,AZE,0.0068394871124169785
2020,AZE,0.0068968017441543294
2021,AZE,0.0068968017441543294
2022,AZE,0.0068968017441543294
2023,AZE,0.0068968017441543294
2024,AZE,0.0068968017441543294
2025,AZE,0.0068968017441543294
2026,AZE,0.0068968017441543294
2027,AZE,0.0068968017441543294
2028,AZE,0.0068968017441543294
2029,AZE,0.0068968017441543294
2030,AZE,0.0068968017441543294
2031,AZE,0.0068968017441543294
2032,AZE,0.0068968017441543294
2033,AZE,0.0068968017441543294
2034,AZE,0.0068968017441543294
2035,AZE,0.0068968017441543294
2036,AZE,0.0068968017441543294
2037,AZE,0.0068968017441543294
2038,AZE,0.0068968017441543294
2039,AZE,0.0068968017441543294
2040,AZE,0.0068968017441543294
2041,AZE,0.0068968017441543294
2042,AZE,0.0068968017441543294
2043,AZE,0.0068968017441543294
2044,AZE,0.0068968017441543294
2045,AZE,0.0068968017441543294
2046,AZE,0.0068968017441543294
2047,AZE,0.0068968017441543294
2048,AZE,0.0068968017441543294
2049,AZE,0.0068968017441543294
2050,AZE,0.0068968017441543294
1992,BDI,0.0007031979203668217
1993,BDI,0.0007296719051602077
1994,BDI,0.000812334597881012
1995,BDI,0.0007565909547023784
1996,BDI,0.0007504027115999415
1997,BDI,0.0007609929772070063
1998,BDI,0.0007745789232703587
1999,BDI,0.0007873610406956334
2000,BDI,0.000824933031333624
2001,BDI,0.0010232871567803577
2002,BDI,0.0011753471674930843
2003,BDI,0.0013290132443124446
2004,BDI,0.0013727299613851822
2005,BDI,0.001579375624564183
2006,BDI,0.0016834138107663782
2007,BDI,0.0019394913013241752
2008,BDI,0.002000649998911035
2009,BDI,0.0021433182912647653
2010,BDI,0.0021104490919158585
2011,BDI,0.002167830747544537
2012,BDI,0.0022669733026165575
2013,BDI,0.0023326595744178943
2014,BDI,0.0025108023274091735
2019,BDI,0.0018708485609298677
2020,BDI,0.0027613080687478304
2021,BDI,0.0027613080687478304
2022,BDI,0.0027613080687478304
2023,BDI,0.0027613080687478304
2024,BDI,0.0027613080687478304
2025,BDI,0.0027613080687478304
2026,BDI,0.0027613080687478304
2027,BDI,0.0027613080687478304
2028,BDI,0.0027613080687478304
2029,BDI,0.0027613080687478304
2030,BDI,0.0027613080687478304
2031,BDI,0.0027613080687478304
2032,BDI,0.0027613080687478304
2033,BDI,0.0027613080687478304
2034,BDI,0.0027613080687478304
2035,BDI,0.0027613080687478304
2036,BDI,0.0027613080687478304
2037,BDI,0.0027613080687478304
2038,BDI,0.0027613080687478304
2039,BDI,0.0027613080687478304
2040,BDI,0.0027613080687478304
2041,BDI,0.0027613080687478304
2042,BDI,0.0027613080687478304
2043,BDI,0.0027613080687478304
2044,BDI,0.0027613080687478304
2045,BDI,0.0027613080687478304
2046,BDI,0.0027613080687478304
2047,BDI,0.0027613080687478304
2048,BDI,0.0027613080687478304
2049,BDI,0.0027613080687478304
2050,BDI,0.0027613080687478304
2000,BEL,0.05753553470674211
2001,BEL,0.06410594722631732
2002,BEL,0.0723044584260198
2003,BEL,0.08190233396997494
2004,BEL,0.08729940674409012
2005,BEL,0.08737130038594448
2006,BEL,0.08781772612315876
2007,BEL,0.08798687585008286
2008,BEL,0.08765582946154629
2009,BEL,0.08841062437358102
2010,BEL,0.08850929485177561
2011,BEL,0.08861691962304444
2012,BEL,0.08819279494939125
2013,BEL,0.08837881770389155
2014,BEL,0.08825381109818915
2019,BEL,0.09285242343454485
2020,BEL,0.09338511598119265
2021,BEL,0.09338511598119265
2022,BEL,0.09338511598119265
2023,BEL,0.09338511598119265
2024,BEL,0.09338511598119265
2025,BEL,0.09338511598119265
2026,BEL,0.09338511598119265
2027,BEL,0.09338511598119265
2028,BEL,0.09338511598119265
2029,BEL,0.09338511598119265
2030,BEL,0.09338511598119265
2031,BEL,0.09338511598119265
2032,BEL,0.09338511598119265
2033,BEL,0.09338511598119265
2034,BEL,0.09338511598119265
2035,BEL,0.09338511598119265
2036,BEL,0.09338511598119265
2037,BEL,0.09338511598119265
2038,BEL,0.09338511598119265
2039,BEL,0.09338511598119265
2040,BEL,0.09338511598119265
2041,BEL,0.09338511598119265
2042,BEL,0.09338511598119265
2043,BEL,0.09338511598119265
2044,BEL,0.09338511598119265
2045,BEL,0.09338511598119265
2046,BEL,0.09338511598119265
2047,BEL,0.09338511598119265
2048,BEL,0.09338511598119265
2049,BEL,0.09338511598119265
2050,BEL,0.09338511598119265
1992,BEN,0.0009813178428126632
1993,BEN,0.0009949800339747734
1994,BEN,0.0010183513185362048
1995,BEN,0.0010029240312172327
1996,BEN,0.0009485914664748884
1997,BEN,0.0009216828969886382
1998,BEN,0.0009430357755901954
1999,BEN,0.001017874237099693
2000,BEN,0.001115593807651488
2001,BEN,0.0012458397132955044
2002,BEN,0.0012837711889651534
2003,BEN,0.001410455980074196
2004,BEN,0.0014859902355379934
2005,BEN,0.0017883909346915626
2006,BEN,0.0020097448766032595
2007,BEN,0.002119930564116508
2008,BEN,0.002023801366982958
2009,BEN,0.002212963472805162
2010,BEN,0.0023311121099293896
2011,BEN,0.002482842816833719
2012,BEN,0.0022900585663108803
2013,BEN,0.0023507834969165348
2014,BEN,0.002481678212637542
2019,BEN,0.002269621133499674
2020,BEN,0.002954084058656262
2021,BEN,0.002954084058656262
2022,BEN,0.002954084058656262
2023,BEN,0.002954084058656262
2024,BEN,0.002954084058656262
2025,BEN,0.002954084058656262
2026,BEN,0.002954084058656262
2027,BEN,0.002954084058656262
2028,BEN,0.002954084058656262
2029,BEN,0.002954084058656262
2030,BEN,0.002954084058656262
