"iso_code3","frac_waso_recycled_metal","Year"
"ABW",0.11,2021
"ABW",0.11,2022
"ABW",0.11,2023
"ABW",0.11,2024
"ABW",0.11,2025
"ABW",0.11,2026
"ABW",0.11,2027
"ABW",0.11,2028
"ABW",0.11,2029
"ABW",0.11,2030
"ABW",0.11,2031
"ABW",0.11,2032
"ABW",0.11,2033
"ABW",0.11,2034
"ABW",0.11,2035
"ABW",0.11,2036
"ABW",0.11,2037
"ABW",0.11,2038
"ABW",0.11,2039
"ABW",0.11,2040
"ABW",0.11,2041
"ABW",0.11,2042
"ABW",0.11,2043
"ABW",0.11,2044
"ABW",0.11,2045
"ABW",0.11,2046
"ABW",0.11,2047
"ABW",0.11,2048
"ABW",0.11,2049
"ABW",0.11,2050
"AFG",0.0912703009239052,2021
"AFG",0.0912703009239052,2022
"AFG",0.0912703009239052,2023
"AFG",0.0912703009239052,2024
"AFG",0.0912703009239052,2025
"AFG",0.0912703009239052,2026
"AFG",0.0912703009239052,2027
"AFG",0.0912703009239052,2028
"AFG",0.0912703009239052,2029
"AFG",0.0912703009239052,2030
"AFG",0.0912703009239052,2031
"AFG",0.0912703009239052,2032
"AFG",0.0912703009239052,2033
"AFG",0.0912703009239052,2034
"AFG",0.0912703009239052,2035
"AFG",0.0912703009239052,2036
"AFG",0.0912703009239052,2037
"AFG",0.0912703009239052,2038
"AFG",0.0912703009239052,2039
"AFG",0.0912703009239052,2040
"AFG",0.0912703009239052,2041
"AFG",0.0912703009239052,2042
"AFG",0.0912703009239052,2043
"AFG",0.0912703009239052,2044
"AFG",0.0912703009239052,2045
"AFG",0.0912703009239052,2046
"AFG",0.0912703009239052,2047
"AFG",0.0912703009239052,2048
"AFG",0.0912703009239052,2049
"AFG",0.0912703009239052,2050
"AGO",0.109723506807773,2021
"AGO",0.109723506807773,2022
"AGO",0.109723506807773,2023
"AGO",0.109723506807773,2024
"AGO",0.109723506807773,2025
"AGO",0.109723506807773,2026
"AGO",0.109723506807773,2027
"AGO",0.109723506807773,2028
"AGO",0.109723506807773,2029
"AGO",0.109723506807773,2030
"AGO",0.109723506807773,2031
"AGO",0.109723506807773,2032
"AGO",0.109723506807773,2033
"AGO",0.109723506807773,2034
"AGO",0.109723506807773,2035
"AGO",0.109723506807773,2036
"AGO",0.109723506807773,2037
"AGO",0.109723506807773,2038
"AGO",0.109723506807773,2039
"AGO",0.109723506807773,2040
"AGO",0.109723506807773,2041
"AGO",0.109723506807773,2042
"AGO",0.109723506807773,2043
"AGO",0.109723506807773,2044
"AGO",0.109723506807773,2045
"AGO",0.109723506807773,2046
"AGO",0.109723506807773,2047
"AGO",0.109723506807773,2048
"AGO",0.109723506807773,2049
"AGO",0.109723506807773,2050
"ALB",0.127828144797674,2021
"ALB",0.127828144797674,2022
"ALB",0.127828144797674,2023
"ALB",0.127828144797674,2024
"ALB",0.127828144797674,2025
"ALB",0.127828144797674,2026
"ALB",0.127828144797674,2027
"ALB",0.127828144797674,2028
"ALB",0.127828144797674,2029
"ALB",0.127828144797674,2030
"ALB",0.127828144797674,2031
"ALB",0.127828144797674,2032
"ALB",0.127828144797674,2033
"ALB",0.127828144797674,2034
"ALB",0.127828144797674,2035
"ALB",0.127828144797674,2036
"ALB",0.127828144797674,2037
"ALB",0.127828144797674,2038
"ALB",0.127828144797674,2039
"ALB",0.127828144797674,2040
"ALB",0.127828144797674,2041
"ALB",0.127828144797674,2042
"ALB",0.127828144797674,2043
"ALB",0.127828144797674,2044
"ALB",0.127828144797674,2045
"ALB",0.127828144797674,2046
"ALB",0.127828144797674,2047
"ALB",0.127828144797674,2048
"ALB",0.127828144797674,2049
"ALB",0.127828144797674,2050
"AND",0.218469802603526,2021
"AND",0.218469802603526,2022
"AND",0.218469802603526,2023
"AND",0.218469802603526,2024
"AND",0.218469802603526,2025
"AND",0.218469802603526,2026
"AND",0.218469802603526,2027
"AND",0.218469802603526,2028
"AND",0.218469802603526,2029
"AND",0.218469802603526,2030
"AND",0.218469802603526,2031
"AND",0.218469802603526,2032
"AND",0.218469802603526,2033
"AND",0.218469802603526,2034
"AND",0.218469802603526,2035
"AND",0.218469802603526,2036
"AND",0.218469802603526,2037
"AND",0.218469802603526,2038
"AND",0.218469802603526,2039
"AND",0.218469802603526,2040
"AND",0.218469802603526,2041
"AND",0.218469802603526,2042
"AND",0.218469802603526,2043
"AND",0.218469802603526,2044
"AND",0.218469802603526,2045
"AND",0.218469802603526,2046
"AND",0.218469802603526,2047
"AND",0.218469802603526,2048
"AND",0.218469802603526,2049
"AND",0.218469802603526,2050
"ARE",0.2,2021
"ARE",0.2,2022
"ARE",0.2,2023
"ARE",0.2,2024
"ARE",0.2,2025
"ARE",0.2,2026
"ARE",0.2,2027
"ARE",0.2,2028
"ARE",0.2,2029
"ARE",0.2,2030
"ARE",0.2,2031
"ARE",0.2,2032
"ARE",0.2,2033
"ARE",0.2,2034
"ARE",0.2,2035
"ARE",0.2,2036
"ARE",0.2,2037
"ARE",0.2,2038
"ARE",0.2,2039
"ARE",0.2,2040
"ARE",0.2,2041
"ARE",0.2,2042
"ARE",0.2,2043
"ARE",0.2,2044
"ARE",0.2,2045
"ARE",0.2,2046
"ARE",0.2,2047
"ARE",0.2,2048
"ARE",0.2,2049
"ARE",0.2,2050
"ARG",0.06,2021
"ARG",0.06,2022
"ARG",0.06,2023
"ARG",0.06,2024
"ARG",0.06,2025
"ARG",0.06,2026
"ARG",0.06,2027
"ARG",0.06,2028
"ARG",0.06,2029
"ARG",0.06,2030
"ARG",0.06,2031
"ARG",0.06,2032
"ARG",0.06,2033
"ARG",0.06,2034
"ARG",0.06,2035
"ARG",0.06,2036
"ARG",0.06,2037
"ARG",0.06,2038
"ARG",0.06,2039
"ARG",0.06,2040
"ARG",0.06,2041
"ARG",0.06,2042
"ARG",0.06,2043
"ARG",0.06,2044
"ARG",0.06,2045
"ARG",0.06,2046
"ARG",0.06,2047
"ARG",0.06,2048
"ARG",0.06,2049
"ARG",0.06,2050
"ARM",0.119662635312988,2021
"ARM",0.119662635312988,2022
"ARM",0.119662635312988,2023
"ARM",0.119662635312988,2024
"ARM",0.119662635312988,2025
"ARM",0.119662635312988,2026
"ARM",0.119662635312988,2027
"ARM",0.119662635312988,2028
"ARM",0.119662635312988,2029
"ARM",0.119662635312988,2030
"ARM",0.119662635312988,2031
"ARM",0.119662635312988,2032
"ARM",0.119662635312988,2033
