iso_code3,Nation,pop_lvst_initial_pigs,Year
VCT,Saint Vincent and the Grenadines,5734,2044
VCT,Saint Vincent and the Grenadines,5734,2045
VCT,Saint Vincent and the Grenadines,5734,2046
VCT,Saint Vincent and the Grenadines,5734,2047
VCT,Saint Vincent and the Grenadines,5734,2048
VCT,Saint Vincent and the Grenadines,5734,2049
VCT,Saint Vincent and the Grenadines,5734,2050
WSM,Samoa,97012,2023
WSM,Samoa,97012,2024
WSM,Samoa,97012,2025
WSM,Samoa,97012,2026
WSM,Samoa,97012,2027
WSM,Samoa,97012,2028
WSM,Samoa,97012,2029
WSM,Samoa,97012,2030
WSM,Samoa,97012,2031
WSM,Samoa,97012,2032
WSM,Samoa,97012,2033
WSM,Samoa,97012,2034
WSM,Samoa,97012,2035
WSM,Samoa,97012,2036
WSM,Samoa,97012,2037
WSM,Samoa,97012,2038
WSM,Samoa,97012,2039
WSM,Samoa,97012,2040
WSM,Samoa,97012,2041
WSM,Samoa,97012,2042
WSM,Samoa,97012,2043
WSM,Samoa,97012,2044
WSM,Samoa,97012,2045
WSM,Samoa,97012,2046
WSM,Samoa,97012,2047
WSM,Samoa,97012,2048
WSM,Samoa,97012,2049
WSM,Samoa,97012,2050
STP,Sao Tome and Principe,45983,2023
STP,Sao Tome and Principe,45983,2024
STP,Sao Tome and Principe,45983,2025
STP,Sao Tome and Principe,45983,2026
STP,Sao Tome and Principe,45983,2027
STP,Sao Tome and Principe,45983,2028
STP,Sao Tome and Principe,45983,2029
STP,Sao Tome and Principe,45983,2030
STP,Sao Tome and Principe,45983,2031
STP,Sao Tome and Principe,45983,2032
STP,Sao Tome and Principe,45983,2033
STP,Sao Tome and Principe,45983,2034
STP,Sao Tome and Principe,45983,2035
STP,Sao Tome and Principe,45983,2036
STP,Sao Tome and Principe,45983,2037
STP,Sao Tome and Principe,45983,2038
STP,Sao Tome and Principe,45983,2039
STP,Sao Tome and Principe,45983,2040
STP,Sao Tome and Principe,45983,2041
STP,Sao Tome and Principe,45983,2042
STP,Sao Tome and Principe,45983,2043
STP,Sao Tome and Principe,45983,2044
STP,Sao Tome and Principe,45983,2045
STP,Sao Tome and Principe,45983,2046
STP,Sao Tome and Principe,45983,2047
STP,Sao Tome and Principe,45983,2048
STP,Sao Tome and Principe,45983,2049
STP,Sao Tome and Principe,45983,2050
SEN,Senegal,486749,2023
SEN,Senegal,486749,2024
SEN,Senegal,486749,2025
SEN,Senegal,486749,2026
SEN,Senegal,486749,2027
SEN,Senegal,486749,2028
SEN,Senegal,486749,2029
SEN,Senegal,486749,2030
SEN,Senegal,486749,2031
SEN,Senegal,486749,2032
SEN,Senegal,486749,2033
SEN,Senegal,486749,2034
SEN,Senegal,486749,2035
SEN,Senegal,486749,2036
SEN,Senegal,486749,2037
SEN,Senegal,486749,2038
SEN,Senegal,486749,2039
SEN,Senegal,486749,2040
SEN,Senegal,486749,2041
SEN,Senegal,486749,2042
SEN,Senegal,486749,2043
SEN,Senegal,486749,2044
SEN,Senegal,486749,2045
SEN,Senegal,486749,2046
SEN,Senegal,486749,2047
SEN,Senegal,486749,2048
SEN,Senegal,486749,2049
SEN,Senegal,486749,2050
SRB,Serbia,2666983,2023
SRB,Serbia,2666983,2024
SRB,Serbia,2666983,2025
SRB,Serbia,2666983,2026
SRB,Serbia,2666983,2027
SRB,Serbia,2666983,2028
SRB,Serbia,2666983,2029
SRB,Serbia,2666983,2030
SRB,Serbia,2666983,2031
SRB,Serbia,2666983,2032
SRB,Serbia,2666983,2033
SRB,Serbia,2666983,2034
SRB,Serbia,2666983,2035
SRB,Serbia,2666983,2036
SRB,Serbia,2666983,2037
SRB,Serbia,2666983,2038
SRB,Serbia,2666983,2039
SRB,Serbia,2666983,2040
SRB,Serbia,2666983,2041
SRB,Serbia,2666983,2042
SRB,Serbia,2666983,2043
SRB,Serbia,2666983,2044
SRB,Serbia,2666983,2045
SRB,Serbia,2666983,2046
SRB,Serbia,2666983,2047
SRB,Serbia,2666983,2048
SRB,Serbia,2666983,2049
SRB,Serbia,2666983,2050
SYC,Seychelles,7800,2023
SYC,Seychelles,7800,2024
SYC,Seychelles,7800,2025
SYC,Seychelles,7800,2026
SYC,Seychelles,7800,2027
SYC,Seychelles,7800,2028
SYC,Seychelles,7800,2029
SYC,Seychelles,7800,2030
SYC,Seychelles,7800,2031
SYC,Seychelles,7800,2032
SYC,Seychelles,7800,2033
SYC,Seychelles,7800,2034
SYC,Seychelles,7800,2035
SYC,Seychelles,7800,2036
SYC,Seychelles,7800,2037
SYC,Seychelles,7800,2038
SYC,Seychelles,7800,2039
SYC,Seychelles,7800,2040
SYC,Seychelles,7800,2041
SYC,Seychelles,7800,2042
SYC,Seychelles,7800,2043
SYC,Seychelles,7800,2044
SYC,Seychelles,7800,2045
SYC,Seychelles,7800,2046
SYC,Seychelles,7800,2047
SYC,Seychelles,7800,2048
SYC,Seychelles,7800,2049
SYC,Seychelles,7800,2050
SLE,Sierra Leone,241784,2023
SLE,Sierra Leone,241784,2024
SLE,Sierra Leone,241784,2025
SLE,Sierra Leone,241784,2026
SLE,Sierra Leone,241784,2027
SLE,Sierra Leone,241784,2028
SLE,Sierra Leone,241784,2029
SLE,Sierra Leone,241784,2030
SLE,Sierra Leone,241784,2031
SLE,Sierra Leone,241784,2032
SLE,Sierra Leone,241784,2033
SLE,Sierra Leone,241784,2034
SLE,Sierra Leone,241784,2035
SLE,Sierra Leone,241784,2036
SLE,Sierra Leone,241784,2037
SLE,Sierra Leone,241784,2038
SLE,Sierra Leone,241784,2039
SLE,Sierra Leone,241784,2040
SLE,Sierra Leone,241784,2041
SLE,Sierra Leone,241784,2042
SLE,Sierra Leone,241784,2043
SLE,Sierra Leone,241784,2044
SLE,Sierra Leone,241784,2045
SLE,Sierra Leone,241784,2046
SLE,Sierra Leone,241784,2047
SLE,Sierra Leone,241784,2048
SLE,Sierra Leone,241784,2049
SLE,Sierra Leone,241784,2050
SGP,Singapore,0,2023
SGP,Singapore,0,2024
SGP,Singapore,0,2025
SGP,Singapore,0,2026
SGP,Singapore,0,2027
SGP,Singapore,0,2028
SGP,Singapore,0,2029
SGP,Singapore,0,2030
SGP,Singapore,0,2031
SGP,Singapore,0,2032
SGP,Singapore,0,2033
SGP,Singapore,0,2034
SGP,Singapore,0,2035
SGP,Singapore,0,2036
SGP,Singapore,0,2037
SGP,Singapore,0,2038
SGP,Singapore,0,2039
SGP,Singapore,0,2040
SGP,Singapore,0,2041
SGP,Singapore,0,2042
SGP,Singapore,0,2043
SGP,Singapore,0,2044
SGP,Singapore,0,2045
SGP,Singapore,0,2046
SGP,Singapore,0,2047
SGP,Singapore,0,2048
SGP,Singapore,0,2049
SGP,Singapore,0,2050
SVK,Slovakia,380900,2023
SVK,Slovakia,380900,2024
SVK,Slovakia,380900,2025
SVK,Slovakia,380900,2026
SVK,Slovakia,380900,2027
SVK,Slovakia,380900,2028
SVK,Slovakia,380900,2029
SVK,Slovakia,380900,2030
SVK,Slovakia,380900,2031
SVK,Slovakia,380900,2032
SVK,Slovakia,380900,2033
SVK,Slovakia,380900,2034
SVK,Slovakia,380900,2035
SVK,Slovakia,380900,2036
SVK,Slovakia,380900,2037
SVK,Slovakia,380900,2038
SVK,Slovakia,380900,2039
SVK,Slovakia,380900,2040
SVK,Slovakia,380900,2041
SVK,Slovakia,380900,2042
SVK,Slovakia,380900,2043
SVK,Slovakia,380900,2044
SVK,Slovakia,380900,2045
SVK,Slovakia,380900,2046
SVK,Slovakia,380900,2047
SVK,Slovakia,380900,2048
SVK,Slovakia,380900,2049
SVK,Slovakia,380900,2050
SVN,Slovenia,202150,2023
SVN,Slovenia,202150,2024
SVN,Slovenia,202150,2025
SVN,Slovenia,202150,2026
SVN,Slovenia,202150,2027
SVN,Slovenia,202150,2028
SVN,Slovenia,202150,2029
SVN,Slovenia,202150,2030
SVN,Slovenia,202150,2031
SVN,Slovenia,202150,2032
SVN,Slovenia,202150,2033
SVN,Slovenia,202150,2034
SVN,Slovenia,202150,2035
SVN,Slovenia,202150,2036
SVN,Slovenia,202150,2037
SVN,Slovenia,202150,2038
SVN,Slovenia,202150,2039
SVN,Slovenia,202150,2040
SVN,Slovenia,202150,2041
SVN,Slovenia,202150,2042
SVN,Slovenia,202150,2043
SVN,Slovenia,202150,2044
SVN,Slovenia,202150,2045
SVN,Slovenia,202150,2046
SVN,Slovenia,202150,2047
SVN,Slovenia,202150,2048
SVN,Slovenia,202150,2049
SVN,Slovenia,202150,2050
SLB,Solomon Islands,55505,2023
SLB,Solomon Islands,55505,2024
SLB,Solomon Islands,55505,2025
SLB,Solomon Islands,55505,2026
SLB,Solomon Islands,55505,2027
SLB,Solomon Islands,55505,2028
SLB,Solomon Islands,55505,2029
SLB,Solomon Islands,55505,2030
SLB,Solomon Islands,55505,2031
SLB,Solomon Islands,55505,2032
SLB,Solomon Islands,55505,2033
SLB,Solomon Islands,55505,2034
SLB,Solomon Islands,55505,2035
SLB,Solomon Islands,55505,2036
SLB,Solomon Islands,55505,2037
SLB,Solomon Islands,55505,2038
SLB,Solomon Islands,55505,2039
SLB,Solomon Islands,55505,2040
SLB,Solomon Islands,55505,2041
SLB,Solomon Islands,55505,2042
SLB,Solomon Islands,55505,2043
SLB,Solomon Islands,55505,2044
SLB,Solomon Islands,55505,2045
SLB,Solomon Islands,55505,2046
SLB,Solomon Islands,55505,2047
SLB,Solomon Islands,55505,2048
SLB,Solomon Islands,55505,2049
SLB,Solomon Islands,55505,2050
SOM,Somalia,3785,2023
SOM,Somalia,3785,2024
SOM,Somalia,3785,2025
SOM,Somalia,3785,2026
SOM,Somalia,3785,2027
SOM,Somalia,3785,2028
SOM,Somalia,3785,2029
SOM,Somalia,3785,2030
SOM,Somalia,3785,2031
SOM,Somalia,3785,2032
SOM,Somalia,3785,2033
SOM,Somalia,3785,2034
SOM,Somalia,3785,2035
SOM,Somalia,3785,2036
SOM,Somalia,3785,2037
SOM,Somalia,3785,2038
SOM,Somalia,3785,2039
SOM,Somalia,3785,2040
SOM,Somalia,3785,2041
SOM,Somalia,3785,2042
SOM,Somalia,3785,2043
SOM,Somalia,3785,2044
SOM,Somalia,3785,2045
SOM,Somalia,3785,2046
SOM,Somalia,3785,2047
SOM,Somalia,3785,2048
SOM,Somalia,3785,2049
SOM,Somalia,3785,2050
ZAF,South Africa,1323370,2023
ZAF,South Africa,1323370,2024
ZAF,South Africa,1323370,2025
ZAF,South Africa,1323370,2026
ZAF,South Africa,1323370,2027
ZAF,South Africa,1323370,2028
ZAF,South Africa,1323370,2029
ZAF,South Africa,1323370,2030
ZAF,South Africa,1323370,2031
ZAF,South Africa,1323370,2032
ZAF,South Africa,1323370,2033
ZAF,South Africa,1323370,2034
ZAF,South Africa,1323370,2035
ZAF,South Africa,1323370,2036
ZAF,South Africa,1323370,2037
ZAF,South Africa,1323370,2038
ZAF,South Africa,1323370,2039
ZAF,South Africa,1323370,2040
ZAF,South Africa,1323370,2041
ZAF,South Africa,1323370,2042
ZAF,South Africa,1323370,2043
ZAF,South Africa,1323370,2044
ZAF,South Africa,1323370,2045
ZAF,South Africa,1323370,2046
ZAF,South Africa,1323370,2047
ZAF,South Africa,1323370,2048
ZAF,South Africa,1323370,2049
ZAF,South Africa,1323370,2050
ESP,Spain,34073380,2023
ESP,Spain,34073380,2024
ESP,Spain,34073380,2025
ESP,Spain,34073380,2026
ESP,Spain,34073380,2027
ESP,Spain,34073380,2028
ESP,Spain,34073380,2029
ESP,Spain,34073380,2030
ESP,Spain,34073380,2031
ESP,Spain,34073380,2032
ESP,Spain,34073380,2033
ESP,Spain,34073380,2034
ESP,Spain,34073380,2035
ESP,Spain,34073380,2036
ESP,Spain,34073380,2037
ESP,Spain,34073380,2038
ESP,Spain,34073380,2039
ESP,Spain,34073380,2040
ESP,Spain,34073380,2041
ESP,Spain,34073380,2042
ESP,Spain,34073380,2043
ESP,Spain,34073380,2044
ESP,Spain,34073380,2045
ESP,Spain,34073380,2046
ESP,Spain,34073380,2047
ESP,Spain,34073380,2048
ESP,Spain,34073380,2049
ESP,Spain,34073380,2050
LKA,Sri Lanka,100250,2023
LKA,Sri Lanka,100250,2024
LKA,Sri Lanka,100250,2025
LKA,Sri Lanka,100250,2026
LKA,Sri Lanka,100250,2027
LKA,Sri Lanka,100250,2028
LKA,Sri Lanka,100250,2029
LKA,Sri Lanka,100250,2030
LKA,Sri Lanka,100250,2031
LKA,Sri Lanka,100250,2032
LKA,Sri Lanka,100250,2033
LKA,Sri Lanka,100250,2034
LKA,Sri Lanka,100250,2035
LKA,Sri Lanka,100250,2036
LKA,Sri Lanka,100250,2037
LKA,Sri Lanka,100250,2038
LKA,Sri Lanka,100250,2039
LKA,Sri Lanka,100250,2040
LKA,Sri Lanka,100250,2041
LKA,Sri Lanka,100250,2042
LKA,Sri Lanka,100250,2043
LKA,Sri Lanka,100250,2044
LKA,Sri Lanka,100250,2045
LKA,Sri Lanka,100250,2046
LKA,Sri Lanka,100250,2047
LKA,Sri Lanka,100250,2048
LKA,Sri Lanka,100250,2049
LKA,Sri Lanka,100250,2050
SUR,Suriname,35385,2023
SUR,Suriname,35385,2024
SUR,Suriname,35385,2025
SUR,Suriname,35385,2026
SUR,Suriname,35385,2027
SUR,Suriname,35385,2028
SUR,Suriname,35385,2029
SUR,Suriname,35385,2030
SUR,Suriname,35385,2031
SUR,Suriname,35385,2032
SUR,Suriname,35385,2033
SUR,Suriname,35385,2034
SUR,Suriname,35385,2035
SUR,Suriname,35385,2036
SUR,Suriname,35385,2037
SUR,Suriname,35385,2038
SUR,Suriname,35385,2039
SUR,Suriname,35385,2040
SUR,Suriname,35385,2041
SUR,Suriname,35385,2042
SUR,Suriname,35385,2043
SUR,Suriname,35385,2044
SUR,Suriname,35385,2045
SUR,Suriname,35385,2046
SUR,Suriname,35385,2047
SUR,Suriname,35385,2048
SUR,Suriname,35385,2049
SUR,Suriname,35385,2050
SWE,Sweden,1416270,2023
SWE,Sweden,1416270,2024
SWE,Sweden,1416270,2025
SWE,Sweden,1416270,2026
SWE,Sweden,1416270,2027
SWE,Sweden,1416270,2028
SWE,Sweden,1416270,2029
SWE,Sweden,1416270,2030
SWE,Sweden,1416270,2031
SWE,Sweden,1416270,2032
SWE,Sweden,1416270,2033
SWE,Sweden,1416270,2034
SWE,Sweden,1416270,2035
SWE,Sweden,1416270,2036
SWE,Sweden,1416270,2037
SWE,Sweden,1416270,2038
SWE,Sweden,1416270,2039
SWE,Sweden,1416270,2040
SWE,Sweden,1416270,2041
SWE,Sweden,1416270,2042
SWE,Sweden,1416270,2043
SWE,Sweden,1416270,2044
SWE,Sweden,1416270,2045
SWE,Sweden,1416270,2046
SWE,Sweden,1416270,2047
SWE,Sweden,1416270,2048
SWE,Sweden,1416270,2049
SWE,Sweden,1416270,2050
CHE,Switzerland,1372772,2023
CHE,Switzerland,1372772,2024
CHE,Switzerland,1372772,2025
CHE,Switzerland,1372772,2026
CHE,Switzerland,1372772,2027
CHE,Switzerland,1372772,2028
CHE,Switzerland,1372772,2029
CHE,Switzerland,1372772,2030
CHE,Switzerland,1372772,2031
CHE,Switzerland,1372772,2032
CHE,Switzerland,1372772,2033
CHE,Switzerland,1372772,2034
CHE,Switzerland,1372772,2035
CHE,Switzerland,1372772,2036
CHE,Switzerland,1372772,2037
CHE,Switzerland,1372772,2038
CHE,Switzerland,1372772,2039
CHE,Switzerland,1372772,2040
CHE,Switzerland,1372772,2041
CHE,Switzerland,1372772,2042
CHE,Switzerland,1372772,2043
CHE,Switzerland,1372772,2044
CHE,Switzerland,1372772,2045
CHE,Switzerland,1372772,2046
CHE,Switzerland,1372772,2047
CHE,Switzerland,1372772,2048
CHE,Switzerland,1372772,2049
CHE,Switzerland,1372772,2050
SYR,Syrian Arab Republic,33,2023
SYR,Syrian Arab Republic,33,2024
SYR,Syrian Arab Republic,33,2025
SYR,Syrian Arab Republic,33,2026
SYR,Syrian Arab Republic,33,2027
SYR,Syrian Arab Republic,33,2028
SYR,Syrian Arab Republic,33,2029
SYR,Syrian Arab Republic,33,2030
SYR,Syrian Arab Republic,33,2031
SYR,Syrian Arab Republic,33,2032
SYR,Syrian Arab Republic,33,2033
SYR,Syrian Arab Republic,33,2034
SYR,Syrian Arab Republic,33,2035
SYR,Syrian Arab Republic,33,2036
SYR,Syrian Arab Republic,33,2037
SYR,Syrian Arab Republic,33,2038
SYR,Syrian Arab Republic,33,2039
SYR,Syrian Arab Republic,33,2040
SYR,Syrian Arab Republic,33,2041
SYR,Syrian Arab Republic,33,2042
SYR,Syrian Arab Republic,33,2043
SYR,Syrian Arab Republic,33,2044
SYR,Syrian Arab Republic,33,2045
SYR,Syrian Arab Republic,33,2046
SYR,Syrian Arab Republic,33,2047
SYR,Syrian Arab Republic,33,2048
SYR,Syrian Arab Republic,33,2049
SYR,Syrian Arab Republic,33,2050
TJK,Tajikistan,103,2023
TJK,Tajikistan,103,2024
TJK,Tajikistan,103,2025
TJK,Tajikistan,103,2026
TJK,Tajikistan,103,2027
TJK,Tajikistan,103,2028
TJK,Tajikistan,103,2029
TJK,Tajikistan,103,2030
TJK,Tajikistan,103,2031
TJK,Tajikistan,103,2032
TJK,Tajikistan,103,2033
TJK,Tajikistan,103,2034
TJK,Tajikistan,103,2035
TJK,Tajikistan,103,2036
TJK,Tajikistan,103,2037
TJK,Tajikistan,103,2038
TJK,Tajikistan,103,2039
TJK,Tajikistan,103,2040
TJK,Tajikistan,103,2041
TJK,Tajikistan,103,2042
TJK,Tajikistan,103,2043
TJK,Tajikistan,103,2044
TJK,Tajikistan,103,2045
TJK,Tajikistan,103,2046
TJK,Tajikistan,103,2047
TJK,Tajikistan,103,2048
TJK,Tajikistan,103,2049
TJK,Tajikistan,103,2050
THA,Thailand,7728223,2023
THA,Thailand,7728223,2024
THA,Thailand,7728223,2025
THA,Thailand,7728223,2026
THA,Thailand,7728223,2027
THA,Thailand,7728223,2028
THA,Thailand,7728223,2029
THA,Thailand,7728223,2030
THA,Thailand,7728223,2031
THA,Thailand,7728223,2032
THA,Thailand,7728223,2033
THA,Thailand,7728223,2034
THA,Thailand,7728223,2035
THA,Thailand,7728223,2036
THA,Thailand,7728223,2037
THA,Thailand,7728223,2038
THA,Thailand,7728223,2039
THA,Thailand,7728223,2040
THA,Thailand,7728223,2041
THA,Thailand,7728223,2042
THA,Thailand,7728223,2043
THA,Thailand,7728223,2044
THA,Thailand,7728223,2045
THA,Thailand,7728223,2046
THA,Thailand,7728223,2047
THA,Thailand,7728223,2048
THA,Thailand,7728223,2049
THA,Thailand,7728223,2050
TLS,Timor-Leste,340643,2023
TLS,Timor-Leste,340643,2024
TLS,Timor-Leste,340643,2025
TLS,Timor-Leste,340643,2026
TLS,Timor-Leste,340643,2027
TLS,Timor-Leste,340643,2028
TLS,Timor-Leste,340643,2029
TLS,Timor-Leste,340643,2030
TLS,Timor-Leste,340643,2031
TLS,Timor-Leste,340643,2032
TLS,Timor-Leste,340643,2033
TLS,Timor-Leste,340643,2034
TLS,Timor-Leste,340643,2035
TLS,Timor-Leste,340643,2036
TLS,Timor-Leste,340643,2037
TLS,Timor-Leste,340643,2038
TLS,Timor-Leste,340643,2039
TLS,Timor-Leste,340643,2040
TLS,Timor-Leste,340643,2041
TLS,Timor-Leste,340643,2042
TLS,Timor-Leste,340643,2043
TLS,Timor-Leste,340643,2044
TLS,Timor-Leste,340643,2045
TLS,Timor-Leste,340643,2046
TLS,Timor-Leste,340643,2047
TLS,Timor-Leste,340643,2048
TLS,Timor-Leste,340643,2049
TLS,Timor-Leste,340643,2050
TGO,Togo,1151925,2023
TGO,Togo,1151925,2024
TGO,Togo,1151925,2025
TGO,Togo,1151925,2026
TGO,Togo,1151925,2027
TGO,Togo,1151925,2028
TGO,Togo,1151925,2029
TGO,Togo,1151925,2030
TGO,Togo,1151925,2031
TGO,Togo,1151925,2032
TGO,Togo,1151925,2033
TGO,Togo,1151925,2034
TGO,Togo,1151925,2035
TGO,Togo,1151925,2036
TGO,Togo,1151925,2037
TGO,Togo,1151925,2038
TGO,Togo,1151925,2039
TGO,Togo,1151925,2040
TGO,Togo,1151925,2041
TGO,Togo,1151925,2042
TGO,Togo,1151925,2043
TGO,Togo,1151925,2044
TGO,Togo,1151925,2045
TGO,Togo,1151925,2046
TGO,Togo,1151925,2047
TGO,Togo,1151925,2048
TGO,Togo,1151925,2049
TGO,Togo,1151925,2050
TKL,Tokelau,3591,2023
TKL,Tokelau,3591,2024
TKL,Tokelau,3591,2025
TKL,Tokelau,3591,2026
TKL,Tokelau,3591,2027
TKL,Tokelau,3591,2028
TKL,Tokelau,3591,2029
TKL,Tokelau,3591,2030
TKL,Tokelau,3591,2031
TKL,Tokelau,3591,2032
TKL,Tokelau,3591,2033
TKL,Tokelau,3591,2034
TKL,Tokelau,3591,2035
TKL,Tokelau,3591,2036
TKL,Tokelau,3591,2037
TKL,Tokelau,3591,2038
TKL,Tokelau,3591,2039
TKL,Tokelau,3591,2040
TKL,Tokelau,3591,2041
TKL,Tokelau,3591,2042
TKL,Tokelau,3591,2043
TKL,Tokelau,3591,2044
TKL,Tokelau,3591,2045
TKL,Tokelau,3591,2046
TKL,Tokelau,3591,2047
TKL,Tokelau,3591,2048
TKL,Tokelau,3591,2049
TKL,Tokelau,3591,2050
TON,Tonga,84626,2023
TON,Tonga,84626,2024
TON,Tonga,84626,2025
TON,Tonga,84626,2026
TON,Tonga,84626,2027
TON,Tonga,84626,2028
TON,Tonga,84626,2029
TON,Tonga,84626,2030
TON,Tonga,84626,2031
TON,Tonga,84626,2032
TON,Tonga,84626,2033
TON,Tonga,84626,2034
TON,Tonga,84626,2035
TON,Tonga,84626,2036
TON,Tonga,84626,2037
TON,Tonga,84626,2038
TON,Tonga,84626,2039
TON,Tonga,84626,2040
TON,Tonga,84626,2041
TON,Tonga,84626,2042
TON,Tonga,84626,2043
TON,Tonga,84626,2044
TON,Tonga,84626,2045
TON,Tonga,84626,2046
TON,Tonga,84626,2047
TON,Tonga,84626,2048
TON,Tonga,84626,2049
TON,Tonga,84626,2050
TTO,Trinidad and Tobago,31239,2023
TTO,Trinidad and Tobago,31239,2024
TTO,Trinidad and Tobago,31239,2025
TTO,Trinidad and Tobago,31239,2026
TTO,Trinidad and Tobago,31239,2027
TTO,Trinidad and Tobago,31239,2028
TTO,Trinidad and Tobago,31239,2029
TTO,Trinidad and Tobago,31239,2030
TTO,Trinidad and Tobago,31239,2031
TTO,Trinidad and Tobago,31239,2032
TTO,Trinidad and Tobago,31239,2033
TTO,Trinidad and Tobago,31239,2034
TTO,Trinidad and Tobago,31239,2035
TTO,Trinidad and Tobago,31239,2036
TTO,Trinidad and Tobago,31239,2037
TTO,Trinidad and Tobago,31239,2038
TTO,Trinidad and Tobago,31239,2039
TTO,Trinidad and Tobago,31239,2040
TTO,Trinidad and Tobago,31239,2041
TTO,Trinidad and Tobago,31239,2042
TTO,Trinidad and Tobago,31239,2043
TTO,Trinidad and Tobago,31239,2044
TTO,Trinidad and Tobago,31239,2045
TTO,Trinidad and Tobago,31239,2046
TTO,Trinidad and Tobago,31239,2047
TTO,Trinidad and Tobago,31239,2048
TTO,Trinidad and Tobago,31239,2049
TTO,Trinidad and Tobago,31239,2050
TUN,Tunisia,5336,2023
TUN,Tunisia,5336,2024
TUN,Tunisia,5336,2025
TUN,Tunisia,5336,2026
TUN,Tunisia,5336,2027
TUN,Tunisia,5336,2028
TUN,Tunisia,5336,2029
TUN,Tunisia,5336,2030
TUN,Tunisia,5336,2031
TUN,Tunisia,5336,2032
TUN,Tunisia,5336,2033
TUN,Tunisia,5336,2034
TUN,Tunisia,5336,2035
TUN,Tunisia,5336,2036
TUN,Tunisia,5336,2037
TUN,Tunisia,5336,2038
TUN,Tunisia,5336,2039
TUN,Tunisia,5336,2040
TUN,Tunisia,5336,2041
TUN,Tunisia,5336,2042
TUN,Tunisia,5336,2043
TUN,Tunisia,5336,2044
TUN,Tunisia,5336,2045
TUN,Tunisia,5336,2046
TUN,Tunisia,5336,2047
TUN,Tunisia,5336,2048
TUN,Tunisia,5336,2049
TUN,Tunisia,5336,2050
TUR,Türkiye,1648,2023
TUR,Türkiye,1648,2024
TUR,Türkiye,1648,2025
TUR,Türkiye,1648,2026
TUR,Türkiye,1648,2027
TUR,Türkiye,1648,2028
TUR,Türkiye,1648,2029
TUR,Türkiye,1648,2030
TUR,Türkiye,1648,2031
TUR,Türkiye,1648,2032
TUR,Türkiye,1648,2033
TUR,Türkiye,1648,2034
TUR,Türkiye,1648,2035
TUR,Türkiye,1648,2036
TUR,Türkiye,1648,2037
TUR,Türkiye,1648,2038
TUR,Türkiye,1648,2039
TUR,Türkiye,1648,2040
TUR,Türkiye,1648,2041
TUR,Türkiye,1648,2042
TUR,Türkiye,1648,2043
TUR,Türkiye,1648,2044
TUR,Türkiye,1648,2045
TUR,Türkiye,1648,2046
TUR,Türkiye,1648,2047
TUR,Türkiye,1648,2048
TUR,Türkiye,1648,2049
TUR,Türkiye,1648,2050
TKM,Turkmenistan,7753,2023
TKM,Turkmenistan,7753,2024
TKM,Turkmenistan,7753,2025
TKM,Turkmenistan,7753,2026
TKM,Turkmenistan,7753,2027
TKM,Turkmenistan,7753,2028
TKM,Turkmenistan,7753,2029
TKM,Turkmenistan,7753,2030
TKM,Turkmenistan,7753,2031
TKM,Turkmenistan,7753,2032
TKM,Turkmenistan,7753,2033
TKM,Turkmenistan,7753,2034
TKM,Turkmenistan,7753,2035
TKM,Turkmenistan,7753,2036
TKM,Turkmenistan,7753,2037
TKM,Turkmenistan,7753,2038
TKM,Turkmenistan,7753,2039
TKM,Turkmenistan,7753,2040
TKM,Turkmenistan,7753,2041
TKM,Turkmenistan,7753,2042
TKM,Turkmenistan,7753,2043
TKM,Turkmenistan,7753,2044
TKM,Turkmenistan,7753,2045
TKM,Turkmenistan,7753,2046
TKM,Turkmenistan,7753,2047
TKM,Turkmenistan,7753,2048
TKM,Turkmenistan,7753,2049
TKM,Turkmenistan,7753,2050
TUV,Tuvalu,14674,2023
TUV,Tuvalu,14674,2024
TUV,Tuvalu,14674,2025
TUV,Tuvalu,14674,2026
TUV,Tuvalu,14674,2027
TUV,Tuvalu,14674,2028
TUV,Tuvalu,14674,2029
TUV,Tuvalu,14674,2030
TUV,Tuvalu,14674,2031
TUV,Tuvalu,14674,2032
TUV,Tuvalu,14674,2033
TUV,Tuvalu,14674,2034
TUV,Tuvalu,14674,2035
TUV,Tuvalu,14674,2036
TUV,Tuvalu,14674,2037
TUV,Tuvalu,14674,2038
TUV,Tuvalu,14674,2039
TUV,Tuvalu,14674,2040
TUV,Tuvalu,14674,2041
TUV,Tuvalu,14674,2042
TUV,Tuvalu,14674,2043
TUV,Tuvalu,14674,2044
TUV,Tuvalu,14674,2045
TUV,Tuvalu,14674,2046
TUV,Tuvalu,14674,2047
TUV,Tuvalu,14674,2048
TUV,Tuvalu,14674,2049
TUV,Tuvalu,14674,2050
UGA,Uganda,2630074,2023
UGA,Uganda,2630074,2024
UGA,Uganda,2630074,2025
UGA,Uganda,2630074,2026
UGA,Uganda,2630074,2027
UGA,Uganda,2630074,2028
UGA,Uganda,2630074,2029
UGA,Uganda,2630074,2030
UGA,Uganda,2630074,2031
UGA,Uganda,2630074,2032
UGA,Uganda,2630074,2033
UGA,Uganda,2630074,2034
UGA,Uganda,2630074,2035
UGA,Uganda,2630074,2036
UGA,Uganda,2630074,2037
UGA,Uganda,2630074,2038
UGA,Uganda,2630074,2039
UGA,Uganda,2630074,2040
UGA,Uganda,2630074,2041
UGA,Uganda,2630074,2042
UGA,Uganda,2630074,2043
UGA,Uganda,2630074,2044
UGA,Uganda,2630074,2045
UGA,Uganda,2630074,2046
