Year,iso_code3,ef_lndu_conv_forests_primary_to_grasslands_gg_co2_ha
2026,GAB,0.268888
2027,GAB,0.268888
2028,GAB,0.268888
2029,GAB,0.268888
2030,GAB,0.268888
2031,GAB,0.268888
2032,GAB,0.268888
2033,GAB,0.268888
2034,GAB,0.268888
2035,GAB,0.268888
2036,GAB,0.268888
2037,GAB,0.268888
2038,GAB,0.268888
2039,GAB,0.268888
2040,GAB,0.268888
2041,GAB,0.268888
2042,GAB,0.268888
2043,GAB,0.268888
2044,GAB,0.268888
2045,GAB,0.268888
2046,GAB,0.268888
2047,GAB,0.268888
2048,GAB,0.268888
2049,GAB,0.268888
2050,GAB,0.268888
2020,GIB,0.109601
2021,GIB,0.109601
2022,GIB,0.109601
2023,GIB,0.109601
2024,GIB,0.109601
2025,GIB,0.109601
2026,GIB,0.109601
2027,GIB,0.109601
2028,GIB,0.109601
2029,GIB,0.109601
2030,GIB,0.109601
2031,GIB,0.109601
2032,GIB,0.109601
2033,GIB,0.109601
2034,GIB,0.109601
2035,GIB,0.109601
2036,GIB,0.109601
2037,GIB,0.109601
2038,GIB,0.109601
2039,GIB,0.109601
2040,GIB,0.109601
2041,GIB,0.109601
2042,GIB,0.109601
2043,GIB,0.109601
2044,GIB,0.109601
2045,GIB,0.109601
2046,GIB,0.109601
2047,GIB,0.109601
2048,GIB,0.109601
2049,GIB,0.109601
2050,GIB,0.109601
2020,GNQ,0.166861
2021,GNQ,0.166861
2022,GNQ,0.166861
2023,GNQ,0.166861
2024,GNQ,0.166861
2025,GNQ,0.166861
2026,GNQ,0.166861
2027,GNQ,0.166861
2028,GNQ,0.166861
2029,GNQ,0.166861
2030,GNQ,0.166861
2031,GNQ,0.166861
2032,GNQ,0.166861
2033,GNQ,0.166861
2034,GNQ,0.166861
2035,GNQ,0.166861
2036,GNQ,0.166861
2037,GNQ,0.166861
2038,GNQ,0.166861
2039,GNQ,0.166861
2040,GNQ,0.166861
2041,GNQ,0.166861
2042,GNQ,0.166861
2043,GNQ,0.166861
2044,GNQ,0.166861
2045,GNQ,0.166861
2046,GNQ,0.166861
2047,GNQ,0.166861
2048,GNQ,0.166861
2049,GNQ,0.166861
2050,GNQ,0.166861
2020,GRD,0.299393
2021,GRD,0.299393
2022,GRD,0.299393
2023,GRD,0.299393
2024,GRD,0.299393
2025,GRD,0.299393
2026,GRD,0.299393
2027,GRD,0.299393
2028,GRD,0.299393
2029,GRD,0.299393
2030,GRD,0.299393
2031,GRD,0.299393
2032,GRD,0.299393
2033,GRD,0.299393
2034,GRD,0.299393
2035,GRD,0.299393
2036,GRD,0.299393
2037,GRD,0.299393
2038,GRD,0.299393
2039,GRD,0.299393
2040,GRD,0.299393
2041,GRD,0.299393
2042,GRD,0.299393
2043,GRD,0.299393
2044,GRD,0.299393
2045,GRD,0.299393
2046,GRD,0.299393
2047,GRD,0.299393
2048,GRD,0.299393
2049,GRD,0.299393
2050,GRD,0.299393
2020,GRL,0.122675
2021,GRL,0.122675
2022,GRL,0.122675
2023,GRL,0.122675
2024,GRL,0.122675
2025,GRL,0.122675
2026,GRL,0.122675
2027,GRL,0.122675
2028,GRL,0.122675
2029,GRL,0.122675
2030,GRL,0.122675
2031,GRL,0.122675
2032,GRL,0.122675
2033,GRL,0.122675
2034,GRL,0.122675
2035,GRL,0.122675
2036,GRL,0.122675
2037,GRL,0.122675
2038,GRL,0.122675
2039,GRL,0.122675
2040,GRL,0.122675
2041,GRL,0.122675
2042,GRL,0.122675
2043,GRL,0.122675
2044,GRL,0.122675
2045,GRL,0.122675
2046,GRL,0.122675
2047,GRL,0.122675
2048,GRL,0.122675
2049,GRL,0.122675
2050,GRL,0.122675
2020,GUM,0.594491
2021,GUM,0.594491
2022,GUM,0.594491
2023,GUM,0.594491
2024,GUM,0.594491
2025,GUM,0.594491
2026,GUM,0.594491
2027,GUM,0.594491
2028,GUM,0.594491
2029,GUM,0.594491
2030,GUM,0.594491
2031,GUM,0.594491
2032,GUM,0.594491
2033,GUM,0.594491
2034,GUM,0.594491
2035,GUM,0.594491
2036,GUM,0.594491
2037,GUM,0.594491
2038,GUM,0.594491
2039,GUM,0.594491
2040,GUM,0.594491
2041,GUM,0.594491
2042,GUM,0.594491
2043,GUM,0.594491
2044,GUM,0.594491
2045,GUM,0.594491
2046,GUM,0.594491
2047,GUM,0.594491
2048,GUM,0.594491
2049,GUM,0.594491
2050,GUM,0.594491
2020,GUY,0.299393
2021,GUY,0.299393
2022,GUY,0.299393
2023,GUY,0.299393
2024,GUY,0.299393
2025,GUY,0.299393
2026,GUY,0.299393
2027,GUY,0.299393
2028,GUY,0.299393
2029,GUY,0.299393
2030,GUY,0.299393
2031,GUY,0.299393
2032,GUY,0.299393
2033,GUY,0.299393
2034,GUY,0.299393
2035,GUY,0.299393
2036,GUY,0.299393
2037,GUY,0.299393
2038,GUY,0.299393
2039,GUY,0.299393
2040,GUY,0.299393
2041,GUY,0.299393
2042,GUY,0.299393
2043,GUY,0.299393
2044,GUY,0.299393
2045,GUY,0.299393
2046,GUY,0.299393
2047,GUY,0.299393
2048,GUY,0.299393
2049,GUY,0.299393
2050,GUY,0.299393
2020,HKG,0.331898
2021,HKG,0.331898
2022,HKG,0.331898
2023,HKG,0.331898
2024,HKG,0.331898
2025,HKG,0.331898
2026,HKG,0.331898
2027,HKG,0.331898
2028,HKG,0.331898
2029,HKG,0.331898
2030,HKG,0.331898
2031,HKG,0.331898
2032,HKG,0.331898
2033,HKG,0.331898
2034,HKG,0.331898
2035,HKG,0.331898
2036,HKG,0.331898
2037,HKG,0.331898
2038,HKG,0.331898
2039,HKG,0.331898
2040,HKG,0.331898
2041,HKG,0.331898
2042,HKG,0.331898
2043,HKG,0.331898
2044,HKG,0.331898
2045,HKG,0.331898
2046,HKG,0.331898
2047,HKG,0.331898
2048,HKG,0.331898
2049,HKG,0.331898
2050,HKG,0.331898
2020,HTI,0.29012
2021,HTI,0.29012
2022,HTI,0.29012
2023,HTI,0.29012
2024,HTI,0.29012
2025,HTI,0.29012
2026,HTI,0.29012
2027,HTI,0.29012
2028,HTI,0.29012
2029,HTI,0.29012
2030,HTI,0.29012
2031,HTI,0.29012
2032,HTI,0.29012
2033,HTI,0.29012
2034,HTI,0.29012
2035,HTI,0.29012
2036,HTI,0.29012
2037,HTI,0.29012
2038,HTI,0.29012
2039,HTI,0.29012
2040,HTI,0.29012
2041,HTI,0.29012
2042,HTI,0.29012
2043,HTI,0.29012
2044,HTI,0.29012
2045,HTI,0.29012
2046,HTI,0.29012
2047,HTI,0.29012
2048,HTI,0.29012
2049,HTI,0.29012
2050,HTI,0.29012
2020,IMN,0.212659
2021,IMN,0.212659
2022,IMN,0.212659
2023,IMN,0.212659
2024,IMN,0.212659
2025,IMN,0.212659
2026,IMN,0.212659
2027,IMN,0.212659
2028,IMN,0.212659
2029,IMN,0.212659
2030,IMN,0.212659
2031,IMN,0.212659
2032,IMN,0.212659
2033,IMN,0.212659
2034,IMN,0.212659
2035,IMN,0.212659
2036,IMN,0.212659
2037,IMN,0.212659
2038,IMN,0.212659
2039,IMN,0.212659
2040,IMN,0.212659
2041,IMN,0.212659
2042,IMN,0.212659
2043,IMN,0.212659
2044,IMN,0.212659
2045,IMN,0.212659
2046,IMN,0.212659
2047,IMN,0.212659
2048,IMN,0.212659
2049,IMN,0.212659
2050,IMN,0.212659
2020,JOR,0.119427
2021,JOR,0.119427
2022,JOR,0.119427
2023,JOR,0.119427
2024,JOR,0.119427
2025,JOR,0.119427
2026,JOR,0.119427
2027,JOR,0.119427
2028,JOR,0.119427
2029,JOR,0.119427
2030,JOR,0.119427
2031,JOR,0.119427
2032,JOR,0.119427
2033,JOR,0.119427
2034,JOR,0.119427
2035,JOR,0.119427
2036,JOR,0.119427
2037,JOR,0.119427
2038,JOR,0.119427
2039,JOR,0.119427
2040,JOR,0.119427
2041,JOR,0.119427
2042,JOR,0.119427
2043,JOR,0.119427
2044,JOR,0.119427
2045,JOR,0.119427
2046,JOR,0.119427
2047,JOR,0.119427
2048,JOR,0.119427
2049,JOR,0.119427
2050,JOR,0.119427
2020,KIR,0.594491
2021,KIR,0.594491
2022,KIR,0.594491
2023,KIR,0.594491
2024,KIR,0.594491
2025,KIR,0.594491
2026,KIR,0.594491
2027,KIR,0.594491
2028,KIR,0.594491
2029,KIR,0.594491
2030,KIR,0.594491
2031,KIR,0.594491
2032,KIR,0.594491
2033,KIR,0.594491
2034,KIR,0.594491
2035,KIR,0.594491
2036,KIR,0.594491
2037,KIR,0.594491
2038,KIR,0.594491
2039,KIR,0.594491
2040,KIR,0.594491
2041,KIR,0.594491
2042,KIR,0.594491
2043,KIR,0.594491
2044,KIR,0.594491
2045,KIR,0.594491
2046,KIR,0.594491
2047,KIR,0.594491
2048,KIR,0.594491
2049,KIR,0.594491
2050,KIR,0.594491
2020,KNA,0.120776
2021,KNA,0.120776
2022,KNA,0.120776
2023,KNA,0.120776
2024,KNA,0.120776
2025,KNA,0.120776
2026,KNA,0.120776
2027,KNA,0.120776
2028,KNA,0.120776
2029,KNA,0.120776
2030,KNA,0.120776
2031,KNA,0.120776
2032,KNA,0.120776
2033,KNA,0.120776
2034,KNA,0.120776
2035,KNA,0.120776
2036,KNA,0.120776
2037,KNA,0.120776
2038,KNA,0.120776
2039,KNA,0.120776
2040,KNA,0.120776
2041,KNA,0.120776
2042,KNA,0.120776
2043,KNA,0.120776
2044,KNA,0.120776
2045,KNA,0.120776
2046,KNA,0.120776
2047,KNA,0.120776
2048,KNA,0.120776
2049,KNA,0.120776
2050,KNA,0.120776
2020,KOR,0.113433
2021,KOR,0.113433
2022,KOR,0.113433
2023,KOR,0.113433
2024,KOR,0.113433
2025,KOR,0.113433
2026,KOR,0.113433
2027,KOR,0.113433
2028,KOR,0.113433
2029,KOR,0.113433
2030,KOR,0.113433
2031,KOR,0.113433
2032,KOR,0.113433
2033,KOR,0.113433
2034,KOR,0.113433
2035,KOR,0.113433
2036,KOR,0.113433
2037,KOR,0.113433
2038,KOR,0.113433
2039,KOR,0.113433
2040,KOR,0.113433
2041,KOR,0.113433
2042,KOR,0.113433
2043,KOR,0.113433
2044,KOR,0.113433
2045,KOR,0.113433
2046,KOR,0.113433
2047,KOR,0.113433
2048,KOR,0.113433
2049,KOR,0.113433
2050,KOR,0.113433
2020,KWT,0.119427
2021,KWT,0.119427
2022,KWT,0.119427
2023,KWT,0.119427
2024,KWT,0.119427
2025,KWT,0.119427
2026,KWT,0.119427
2027,KWT,0.119427
2028,KWT,0.119427
2029,KWT,0.119427
2030,KWT,0.119427
2031,KWT,0.119427
2032,KWT,0.119427
2033,KWT,0.119427
2034,KWT,0.119427
2035,KWT,0.119427
2036,KWT,0.119427
2037,KWT,0.119427
2038,KWT,0.119427
2039,KWT,0.119427
2040,KWT,0.119427
2041,KWT,0.119427
2042,KWT,0.119427
2043,KWT,0.119427
2044,KWT,0.119427
2045,KWT,0.119427
2046,KWT,0.119427
2047,KWT,0.119427
2048,KWT,0.119427
2049,KWT,0.119427
2050,KWT,0.119427
2020,LBR,0.305025
2021,LBR,0.305025
2022,LBR,0.305025
2023,LBR,0.305025
2024,LBR,0.305025
2025,LBR,0.305025
2026,LBR,0.305025
2027,LBR,0.305025
2028,LBR,0.305025
2029,LBR,0.305025
2030,LBR,0.305025
2031,LBR,0.305025
2032,LBR,0.305025
2033,LBR,0.305025
2034,LBR,0.305025
2035,LBR,0.305025
2036,LBR,0.305025
2037,LBR,0.305025
2038,LBR,0.305025
2039,LBR,0.305025
2040,LBR,0.305025
2041,LBR,0.305025
2042,LBR,0.305025
2043,LBR,0.305025
2044,LBR,0.305025
2045,LBR,0.305025
2046,LBR,0.305025
2047,LBR,0.305025
2048,LBR,0.305025
2049,LBR,0.305025
2050,LBR,0.305025
2020,LCA,0.120776
2021,LCA,0.120776
2022,LCA,0.120776
2023,LCA,0.120776
2024,LCA,0.120776
2025,LCA,0.120776
2026,LCA,0.120776
2027,LCA,0.120776
2028,LCA,0.120776
2029,LCA,0.120776
2030,LCA,0.120776
2031,LCA,0.120776
2032,LCA,0.120776
2033,LCA,0.120776
2034,LCA,0.120776
2035,LCA,0.120776
2036,LCA,0.120776
2037,LCA,0.120776
2038,LCA,0.120776
2039,LCA,0.120776
2040,LCA,0.120776
2041,LCA,0.120776
2042,LCA,0.120776
2043,LCA,0.120776
2044,LCA,0.120776
2045,LCA,0.120776
2046,LCA,0.120776
2047,LCA,0.120776
2048,LCA,0.120776
2049,LCA,0.120776
2050,LCA,0.120776
2020,LIE,0.192605
2021,LIE,0.192605
2022,LIE,0.192605
2023,LIE,0.192605
2024,LIE,0.192605
2025,LIE,0.192605
2026,LIE,0.192605
2027,LIE,0.192605
2028,LIE,0.192605
2029,LIE,0.192605
2030,LIE,0.192605
2031,LIE,0.192605
2032,LIE,0.192605
2033,LIE,0.192605
2034,LIE,0.192605
2035,LIE,0.192605
2036,LIE,0.192605
2037,LIE,0.192605
2038,LIE,0.192605
2039,LIE,0.192605
2040,LIE,0.192605
2041,LIE,0.192605
2042,LIE,0.192605
2043,LIE,0.192605
2044,LIE,0.192605
2045,LIE,0.192605
2046,LIE,0.192605
2047,LIE,0.192605
2048,LIE,0.192605
2049,LIE,0.192605
2050,LIE,0.192605
2020,LSO,0.071377
2021,LSO,0.071377
2022,LSO,0.071377
2023,LSO,0.071377
2024,LSO,0.071377
2025,LSO,0.071377
2026,LSO,0.071377
2027,LSO,0.071377
2028,LSO,0.071377
2029,LSO,0.071377
2030,LSO,0.071377
2031,LSO,0.071377
2032,LSO,0.071377
2033,LSO,0.071377
2034,LSO,0.071377
2035,LSO,0.071377
2036,LSO,0.071377
2037,LSO,0.071377
2038,LSO,0.071377
2039,LSO,0.071377
2040,LSO,0.071377
2041,LSO,0.071377
2042,LSO,0.071377
2043,LSO,0.071377
2044,LSO,0.071377
2045,LSO,0.071377
2046,LSO,0.071377
2047,LSO,0.071377
2048,LSO,0.071377
2049,LSO,0.071377
2050,LSO,0.071377
2020,LUX,0.212659
2021,LUX,0.212659
2022,LUX,0.212659
2023,LUX,0.212659
2024,LUX,0.212659
2025,LUX,0.212659
2026,LUX,0.212659
2027,LUX,0.212659
2028,LUX,0.212659
2029,LUX,0.212659
2030,LUX,0.212659
2031,LUX,0.212659
2032,LUX,0.212659
2033,LUX,0.212659
2034,LUX,0.212659
2035,LUX,0.212659
2036,LUX,0.212659
2037,LUX,0.212659
2038,LUX,0.212659
2039,LUX,0.212659
2040,LUX,0.212659
2041,LUX,0.212659
2042,LUX,0.212659
2043,LUX,0.212659
2044,LUX,0.212659
2045,LUX,0.212659
2046,LUX,0.212659
2047,LUX,0.212659
2048,LUX,0.212659
2049,LUX,0.212659
2050,LUX,0.212659
2020,MAC,0.344409
2021,MAC,0.344409
2022,MAC,0.344409
2023,MAC,0.344409
2024,MAC,0.344409
2025,MAC,0.344409
2026,MAC,0.344409
2027,MAC,0.344409
2028,MAC,0.344409
2029,MAC,0.344409
2030,MAC,0.344409
2031,MAC,0.344409
2032,MAC,0.344409
2033,MAC,0.344409
2034,MAC,0.344409
2035,MAC,0.344409
2036,MAC,0.344409
2037,MAC,0.344409
2038,MAC,0.344409
2039,MAC,0.344409
2040,MAC,0.344409
2041,MAC,0.344409
2042,MAC,0.344409
2043,MAC,0.344409
2044,MAC,0.344409
2045,MAC,0.344409
2046,MAC,0.344409
2047,MAC,0.344409
2048,MAC,0.344409
2049,MAC,0.344409
2050,MAC,0.344409
2020,MAF,0.120776
2021,MAF,0.120776
2022,MAF,0.120776
2023,MAF,0.120776
2024,MAF,0.120776
2025,MAF,0.120776
2026,MAF,0.120776
2027,MAF,0.120776
2028,MAF,0.120776
2029,MAF,0.120776
2030,MAF,0.120776
2031,MAF,0.120776
2032,MAF,0.120776
2033,MAF,0.120776
2034,MAF,0.120776
2035,MAF,0.120776
2036,MAF,0.120776
2037,MAF,0.120776
2038,MAF,0.120776
2039,MAF,0.120776
2040,MAF,0.120776
2041,MAF,0.120776
2042,MAF,0.120776
2043,MAF,0.120776
2044,MAF,0.120776
2045,MAF,0.120776
2046,MAF,0.120776
2047,MAF,0.120776
2048,MAF,0.120776
2049,MAF,0.120776
2050,MAF,0.120776
2020,MCO,0.192605
2021,MCO,0.192605
2022,MCO,0.192605
2023,MCO,0.192605
2024,MCO,0.192605
2025,MCO,0.192605
2026,MCO,0.192605
2027,MCO,0.192605
2028,MCO,0.192605
2029,MCO,0.192605
2030,MCO,0.192605
2031,MCO,0.192605
2032,MCO,0.192605
2033,MCO,0.192605
2034,MCO,0.192605
2035,MCO,0.192605
2036,MCO,0.192605
2037,MCO,0.192605
2038,MCO,0.192605
2039,MCO,0.192605
2040,MCO,0.192605
2041,MCO,0.192605
2042,MCO,0.192605
2043,MCO,0.192605
2044,MCO,0.192605
2045,MCO,0.192605
2046,MCO,0.192605
2047,MCO,0.192605
2048,MCO,0.192605
2049,MCO,0.192605
2050,MCO,0.192605
2020,MDG,0.080456
2021,MDG,0.080456
2022,MDG,0.080456
2023,MDG,0.080456
2024,MDG,0.080456
2025,MDG,0.080456
2026,MDG,0.080456
2027,MDG,0.080456
2028,MDG,0.080456
2029,MDG,0.080456
2030,MDG,0.080456
2031,MDG,0.080456
2032,MDG,0.080456
2033,MDG,0.080456
2034,MDG,0.080456
2035,MDG,0.080456
2036,MDG,0.080456
2037,MDG,0.080456
2038,MDG,0.080456
2039,MDG,0.080456
2040,MDG,0.080456
2041,MDG,0.080456
2042,MDG,0.080456
2043,MDG,0.080456
2044,MDG,0.080456
2045,MDG,0.080456
2046,MDG,0.080456
2047,MDG,0.080456
2048,MDG,0.080456
2049,MDG,0.080456
2050,MDG,0.080456
2020,MDV,0.228922
2021,MDV,0.228922
2022,MDV,0.228922
2023,MDV,0.228922
2024,MDV,0.228922
2025,MDV,0.228922
2026,MDV,0.228922
2027,MDV,0.228922
2028,MDV,0.228922
2029,MDV,0.228922
2030,MDV,0.228922
2031,MDV,0.228922
2032,MDV,0.228922
2033,MDV,0.228922
2034,MDV,0.228922
2035,MDV,0.228922
2036,MDV,0.228922
2037,MDV,0.228922
2038,MDV,0.228922
2039,MDV,0.228922
2040,MDV,0.228922
2041,MDV,0.228922
2042,MDV,0.228922
2043,MDV,0.228922
2044,MDV,0.228922
2045,MDV,0.228922
2046,MDV,0.228922
2047,MDV,0.228922
2048,MDV,0.228922
2049,MDV,0.228922
2050,MDV,0.228922
2020,MHL,0.594491
2021,MHL,0.594491
2022,MHL,0.594491
2023,MHL,0.594491
2024,MHL,0.594491
2025,MHL,0.594491
2026,MHL,0.594491
2027,MHL,0.594491
2028,MHL,0.594491
2029,MHL,0.594491
2030,MHL,0.594491
2031,MHL,0.594491
2032,MHL,0.594491
2033,MHL,0.594491
2034,MHL,0.594491
2035,MHL,0.594491
2036,MHL,0.594491
2037,MHL,0.594491
2038,MHL,0.594491
2039,MHL,0.594491
2040,MHL,0.594491
2041,MHL,0.594491
2042,MHL,0.594491
2043,MHL,0.594491
2044,MHL,0.594491
2045,MHL,0.594491
2046,MHL,0.594491
2047,MHL,0.594491
2048,MHL,0.594491
2049,MHL,0.594491
2050,MHL,0.594491
2020,MLT,0.10954
2021,MLT,0.10954
2022,MLT,0.10954
2023,MLT,0.10954
2024,MLT,0.10954
2025,MLT,0.10954
2026,MLT,0.10954
2027,MLT,0.10954
2028,MLT,0.10954
2029,MLT,0.10954
2030,MLT,0.10954
2031,MLT,0.10954
2032,MLT,0.10954
2033,MLT,0.10954
2034,MLT,0.10954
2035,MLT,0.10954
2036,MLT,0.10954
2037,MLT,0.10954
2038,MLT,0.10954
2039,MLT,0.10954
2040,MLT,0.10954
2041,MLT,0.10954
2042,MLT,0.10954
2043,MLT,0.10954
2044,MLT,0.10954
2045,MLT,0.10954
2046,MLT,0.10954
2047,MLT,0.10954
2048,MLT,0.10954
2049,MLT,0.10954
2050,MLT,0.10954
2020,MNP,0.594491
2021,MNP,0.594491
2022,MNP,0.594491
2023,MNP,0.594491
2024,MNP,0.594491
2025,MNP,0.594491
2026,MNP,0.594491
2027,MNP,0.594491
2028,MNP,0.594491
2029,MNP,0.594491
2030,MNP,0.594491
2031,MNP,0.594491
2032,MNP,0.594491
2033,MNP,0.594491
2034,MNP,0.594491
2035,MNP,0.594491
2036,MNP,0.594491
2037,MNP,0.594491
2038,MNP,0.594491
2039,MNP,0.594491
2040,MNP,0.594491
2041,MNP,0.594491
2042,MNP,0.594491
2043,MNP,0.594491
2044,MNP,0.594491
2045,MNP,0.594491
2046,MNP,0.594491
2047,MNP,0.594491
2048,MNP,0.594491
2049,MNP,0.594491
2050,MNP,0.594491
2020,MRT,0.079446
2021,MRT,0.079446
2022,MRT,0.079446
2023,MRT,0.079446
2024,MRT,0.079446
2025,MRT,0.079446
2026,MRT,0.079446
2027,MRT,0.079446
2028,MRT,0.079446
2029,MRT,0.079446
2030,MRT,0.079446
2031,MRT,0.079446
2032,MRT,0.079446
2033,MRT,0.079446
2034,MRT,0.079446
2035,MRT,0.079446
2036,MRT,0.079446
2037,MRT,0.079446
2038,MRT,0.079446
2039,MRT,0.079446
2040,MRT,0.079446
2041,MRT,0.079446
2042,MRT,0.079446
2043,MRT,0.079446
2044,MRT,0.079446
2045,MRT,0.079446
2046,MRT,0.079446
2047,MRT,0.079446
2048,MRT,0.079446
2049,MRT,0.079446
2050,MRT,0.079446
2020,MUS,0.080456
2021,MUS,0.080456
2022,MUS,0.080456
2023,MUS,0.080456
2024,MUS,0.080456
2025,MUS,0.080456
2026,MUS,0.080456
2027,MUS,0.080456
2028,MUS,0.080456
2029,MUS,0.080456
2030,MUS,0.080456
2031,MUS,0.080456
2032,MUS,0.080456
2033,MUS,0.080456
2034,MUS,0.080456
2035,MUS,0.080456
2036,MUS,0.080456
2037,MUS,0.080456
2038,MUS,0.080456
2039,MUS,0.080456
2040,MUS,0.080456
2041,MUS,0.080456
2042,MUS,0.080456
2043,MUS,0.080456
2044,MUS,0.080456
2045,MUS,0.080456
2046,MUS,0.080456
2047,MUS,0.080456
2048,MUS,0.080456
2049,MUS,0.080456
2050,MUS,0.080456
2020,MYS,0.06897
2021,MYS,0.06897
2022,MYS,0.06897
2023,MYS,0.06897
2024,MYS,0.06897
2025,MYS,0.06897
2026,MYS,0.06897
2027,MYS,0.06897
2028,MYS,0.06897
2029,MYS,0.06897
2030,MYS,0.06897
2031,MYS,0.06897
2032,MYS,0.06897
2033,MYS,0.06897
2034,MYS,0.06897
2035,MYS,0.06897
2036,MYS,0.06897
2037,MYS,0.06897
2038,MYS,0.06897
2039,MYS,0.06897
2040,MYS,0.06897
2041,MYS,0.06897
2042,MYS,0.06897
2043,MYS,0.06897
2044,MYS,0.06897
2045,MYS,0.06897
2046,MYS,0.06897
2047,MYS,0.06897
2048,MYS,0.06897
2049,MYS,0.06897
2050,MYS,0.06897
2020,NAM,0.081736
2021,NAM,0.081736
2022,NAM,0.081736
2023,NAM,0.081736
2024,NAM,0.081736
2025,NAM,0.081736
2026,NAM,0.081736
2027,NAM,0.081736
2028,NAM,0.081736
2029,NAM,0.081736
2030,NAM,0.081736
2031,NAM,0.081736
2032,NAM,0.081736
2033,NAM,0.081736
2034,NAM,0.081736
2035,NAM,0.081736
2036,NAM,0.081736
2037,NAM,0.081736
2038,NAM,0.081736
2039,NAM,0.081736
2040,NAM,0.081736
2041,NAM,0.081736
2042,NAM,0.081736
2043,NAM,0.081736
2044,NAM,0.081736
2045,NAM,0.081736
2046,NAM,0.081736
2047,NAM,0.081736
2048,NAM,0.081736
2049,NAM,0.081736
2050,NAM,0.081736
2020,NCL,0.590228
2021,NCL,0.590228
2022,NCL,0.590228
2023,NCL,0.590228
2024,NCL,0.590228
2025,NCL,0.590228
2026,NCL,0.590228
2027,NCL,0.590228
2028,NCL,0.590228
2029,NCL,0.590228
2030,NCL,0.590228
2031,NCL,0.590228
2032,NCL,0.590228
2033,NCL,0.590228
2034,NCL,0.590228
2035,NCL,0.590228
2036,NCL,0.590228
2037,NCL,0.590228
2038,NCL,0.590228
2039,NCL,0.590228
2040,NCL,0.590228
2041,NCL,0.590228
2042,NCL,0.590228
2043,NCL,0.590228
2044,NCL,0.590228
2045,NCL,0.590228
2046,NCL,0.590228
2047,NCL,0.590228
2048,NCL,0.590228
2049,NCL,0.590228
2050,NCL,0.590228
2020,NOR,0.145792
2021,NOR,0.145792
2022,NOR,0.145792
2023,NOR,0.145792
2024,NOR,0.145792
2025,NOR,0.145792
2026,NOR,0.145792
2027,NOR,0.145792
2028,NOR,0.145792
2029,NOR,0.145792
2030,NOR,0.145792
2031,NOR,0.145792
2032,NOR,0.145792
2033,NOR,0.145792
2034,NOR,0.145792
2035,NOR,0.145792
2036,NOR,0.145792
2037,NOR,0.145792
2038,NOR,0.145792
2039,NOR,0.145792
2040,NOR,0.145792
2041,NOR,0.145792
2042,NOR,0.145792
2043,NOR,0.145792
2044,NOR,0.145792
2045,NOR,0.145792
2046,NOR,0.145792
2047,NOR,0.145792
2048,NOR,0.145792
2049,NOR,0.145792
2050,NOR,0.145792
2020,NRU,0.594491
2021,NRU,0.594491
2022,NRU,0.594491
2023,NRU,0.594491
2024,NRU,0.594491
2025,NRU,0.594491
2026,NRU,0.594491
2027,NRU,0.594491
2028,NRU,0.594491
2029,NRU,0.594491
2030,NRU,0.594491
2031,NRU,0.594491
2032,NRU,0.594491
2033,NRU,0.594491
2034,NRU,0.594491
2035,NRU,0.594491
2036,NRU,0.594491
2037,NRU,0.594491
2038,NRU,0.594491
2039,NRU,0.594491
2040,NRU,0.594491
2041,NRU,0.594491
2042,NRU,0.594491
2043,NRU,0.594491
2044,NRU,0.594491
2045,NRU,0.594491
2046,NRU,0.594491
2047,NRU,0.594491
2048,NRU,0.594491
2049,NRU,0.594491
2050,NRU,0.594491
2020,OMN,0.132995
2021,OMN,0.132995
2022,OMN,0.132995
2023,OMN,0.132995
2024,OMN,0.132995
2025,OMN,0.132995
2026,OMN,0.132995
2027,OMN,0.132995
2028,OMN,0.132995
2029,OMN,0.132995
2030,OMN,0.132995
2031,OMN,0.132995
2032,OMN,0.132995
2033,OMN,0.132995
2034,OMN,0.132995
2035,OMN,0.132995
2036,OMN,0.132995
2037,OMN,0.132995
2038,OMN,0.132995
2039,OMN,0.132995
2040,OMN,0.132995
2041,OMN,0.132995
2042,OMN,0.132995
2043,OMN,0.132995
2044,OMN,0.132995
2045,OMN,0.132995
2046,OMN,0.132995
2047,OMN,0.132995
2048,OMN,0.132995
2049,OMN,0.132995
2050,OMN,0.132995
2020,PHL,0.344409
2021,PHL,0.344409
2022,PHL,0.344409
2023,PHL,0.344409
2024,PHL,0.344409
2025,PHL,0.344409
2026,PHL,0.344409
2027,PHL,0.344409
2028,PHL,0.344409
2029,PHL,0.344409
2030,PHL,0.344409
2031,PHL,0.344409
2032,PHL,0.344409
2033,PHL,0.344409
2034,PHL,0.344409
2035,PHL,0.344409
2036,PHL,0.344409
2037,PHL,0.344409
2038,PHL,0.344409
2039,PHL,0.344409
2040,PHL,0.344409
2041,PHL,0.344409
2042,PHL,0.344409
2043,PHL,0.344409
2044,PHL,0.344409
2045,PHL,0.344409
2046,PHL,0.344409
2047,PHL,0.344409
2048,PHL,0.344409
2049,PHL,0.344409
2050,PHL,0.344409
2020,PLW,0.594491
2021,PLW,0.594491
2022,PLW,0.594491
2023,PLW,0.594491
2024,PLW,0.594491
2025,PLW,0.594491
2026,PLW,0.594491
2027,PLW,0.594491
2028,PLW,0.594491
2029,PLW,0.594491
2030,PLW,0.594491
2031,PLW,0.594491
2032,PLW,0.594491
2033,PLW,0.594491
2034,PLW,0.594491
2035,PLW,0.594491
2036,PLW,0.594491
2037,PLW,0.594491
2038,PLW,0.594491
