Year,iso_code3,ef_lndu_conv_forests_primary_to_grasslands_gg_co2_ha
2043,THA,0.092284
2044,THA,0.092284
2045,THA,0.092284
2046,THA,0.092284
2047,THA,0.092284
2048,THA,0.092284
2049,THA,0.092284
2050,THA,0.092284
2020,TKM,0.119427
2021,TKM,0.119427
2022,TKM,0.119427
2023,TKM,0.119427
2024,TKM,0.119427
2025,TKM,0.119427
2026,TKM,0.119427
2027,TKM,0.119427
2028,TKM,0.119427
2029,TKM,0.119427
2030,TKM,0.119427
2031,TKM,0.119427
2032,TKM,0.119427
2033,TKM,0.119427
2034,TKM,0.119427
2035,TKM,0.119427
2036,TKM,0.119427
2037,TKM,0.119427
2038,TKM,0.119427
2039,TKM,0.119427
2040,TKM,0.119427
2041,TKM,0.119427
2042,TKM,0.119427
2043,TKM,0.119427
2044,TKM,0.119427
2045,TKM,0.119427
2046,TKM,0.119427
2047,TKM,0.119427
2048,TKM,0.119427
2049,TKM,0.119427
2050,TKM,0.119427
2020,TUN,0.10954
2021,TUN,0.10954
2022,TUN,0.10954
2023,TUN,0.10954
2024,TUN,0.10954
2025,TUN,0.10954
2026,TUN,0.10954
2027,TUN,0.10954
2028,TUN,0.10954
2029,TUN,0.10954
2030,TUN,0.10954
2031,TUN,0.10954
2032,TUN,0.10954
2033,TUN,0.10954
2034,TUN,0.10954
2035,TUN,0.10954
2036,TUN,0.10954
2037,TUN,0.10954
2038,TUN,0.10954
2039,TUN,0.10954
2040,TUN,0.10954
2041,TUN,0.10954
2042,TUN,0.10954
2043,TUN,0.10954
2044,TUN,0.10954
2045,TUN,0.10954
2046,TUN,0.10954
2047,TUN,0.10954
2048,TUN,0.10954
2049,TUN,0.10954
2050,TUN,0.10954
2020,TUR,0.168191
2021,TUR,0.168191
2022,TUR,0.168191
2023,TUR,0.168191
2024,TUR,0.168191
2025,TUR,0.168191
2026,TUR,0.168191
2027,TUR,0.168191
2028,TUR,0.168191
2029,TUR,0.168191
2030,TUR,0.168191
2031,TUR,0.168191
2032,TUR,0.168191
2033,TUR,0.168191
2034,TUR,0.168191
2035,TUR,0.168191
2036,TUR,0.168191
2037,TUR,0.168191
2038,TUR,0.168191
2039,TUR,0.168191
2040,TUR,0.168191
2041,TUR,0.168191
2042,TUR,0.168191
2043,TUR,0.168191
2044,TUR,0.168191
2045,TUR,0.168191
2046,TUR,0.168191
2047,TUR,0.168191
2048,TUR,0.168191
2049,TUR,0.168191
2050,TUR,0.168191
2020,TZA,0.078234
2021,TZA,0.078234
2022,TZA,0.078234
2023,TZA,0.078234
2024,TZA,0.078234
2025,TZA,0.078234
2026,TZA,0.078234
2027,TZA,0.078234
2028,TZA,0.078234
2029,TZA,0.078234
2030,TZA,0.078234
2031,TZA,0.078234
2032,TZA,0.078234
2033,TZA,0.078234
2034,TZA,0.078234
2035,TZA,0.078234
2036,TZA,0.078234
2037,TZA,0.078234
2038,TZA,0.078234
2039,TZA,0.078234
2040,TZA,0.078234
2041,TZA,0.078234
2042,TZA,0.078234
2043,TZA,0.078234
2044,TZA,0.078234
2045,TZA,0.078234
2046,TZA,0.078234
2047,TZA,0.078234
2048,TZA,0.078234
2049,TZA,0.078234
2050,TZA,0.078234
2020,UGA,0.093661
2021,UGA,0.093661
2022,UGA,0.093661
2023,UGA,0.093661
2024,UGA,0.093661
2025,UGA,0.093661
2026,UGA,0.093661
2027,UGA,0.093661
2028,UGA,0.093661
2029,UGA,0.093661
2030,UGA,0.093661
2031,UGA,0.093661
2032,UGA,0.093661
2033,UGA,0.093661
2034,UGA,0.093661
2035,UGA,0.093661
2036,UGA,0.093661
2037,UGA,0.093661
2038,UGA,0.093661
2039,UGA,0.093661
2040,UGA,0.093661
2041,UGA,0.093661
2042,UGA,0.093661
2043,UGA,0.093661
2044,UGA,0.093661
2045,UGA,0.093661
2046,UGA,0.093661
2047,UGA,0.093661
2048,UGA,0.093661
2049,UGA,0.093661
2050,UGA,0.093661
2020,UKR,0.550168
2021,UKR,0.550168
2022,UKR,0.550168
2023,UKR,0.550168
2024,UKR,0.550168
2025,UKR,0.550168
2026,UKR,0.550168
2027,UKR,0.550168
2028,UKR,0.550168
2029,UKR,0.550168
2030,UKR,0.550168
2031,UKR,0.550168
2032,UKR,0.550168
2033,UKR,0.550168
2034,UKR,0.550168
2035,UKR,0.550168
2036,UKR,0.550168
2037,UKR,0.550168
2038,UKR,0.550168
2039,UKR,0.550168
2040,UKR,0.550168
2041,UKR,0.550168
2042,UKR,0.550168
2043,UKR,0.550168
2044,UKR,0.550168
2045,UKR,0.550168
2046,UKR,0.550168
2047,UKR,0.550168
2048,UKR,0.550168
2049,UKR,0.550168
2050,UKR,0.550168
2020,USA,0.122877
2021,USA,0.122877
2022,USA,0.122877
2023,USA,0.122877
2024,USA,0.122877
2025,USA,0.122877
2026,USA,0.122877
2027,USA,0.122877
2028,USA,0.122877
2029,USA,0.122877
2030,USA,0.122877
2031,USA,0.122877
2032,USA,0.122877
2033,USA,0.122877
2034,USA,0.122877
2035,USA,0.122877
2036,USA,0.122877
2037,USA,0.122877
2038,USA,0.122877
2039,USA,0.122877
2040,USA,0.122877
2041,USA,0.122877
2042,USA,0.122877
2043,USA,0.122877
2044,USA,0.122877
2045,USA,0.122877
2046,USA,0.122877
2047,USA,0.122877
2048,USA,0.122877
2049,USA,0.122877
2050,USA,0.122877
2020,UZB,0.117823
2021,UZB,0.117823
2022,UZB,0.117823
2023,UZB,0.117823
2024,UZB,0.117823
2025,UZB,0.117823
2026,UZB,0.117823
2027,UZB,0.117823
2028,UZB,0.117823
2029,UZB,0.117823
2030,UZB,0.117823
2031,UZB,0.117823
2032,UZB,0.117823
2033,UZB,0.117823
2034,UZB,0.117823
2035,UZB,0.117823
2036,UZB,0.117823
2037,UZB,0.117823
2038,UZB,0.117823
2039,UZB,0.117823
2040,UZB,0.117823
2041,UZB,0.117823
2042,UZB,0.117823
2043,UZB,0.117823
2044,UZB,0.117823
2045,UZB,0.117823
2046,UZB,0.117823
2047,UZB,0.117823
2048,UZB,0.117823
2049,UZB,0.117823
2050,UZB,0.117823
2020,VEN,0.299393
2021,VEN,0.299393
2022,VEN,0.299393
2023,VEN,0.299393
2024,VEN,0.299393
2025,VEN,0.299393
2026,VEN,0.299393
2027,VEN,0.299393
2028,VEN,0.299393
2029,VEN,0.299393
2030,VEN,0.299393
2031,VEN,0.299393
2032,VEN,0.299393
2033,VEN,0.299393
2034,VEN,0.299393
2035,VEN,0.299393
2036,VEN,0.299393
2037,VEN,0.299393
2038,VEN,0.299393
2039,VEN,0.299393
2040,VEN,0.299393
2041,VEN,0.299393
2042,VEN,0.299393
2043,VEN,0.299393
2044,VEN,0.299393
2045,VEN,0.299393
2046,VEN,0.299393
2047,VEN,0.299393
2048,VEN,0.299393
2049,VEN,0.299393
2050,VEN,0.299393
2020,VIR,0.120776
2021,VIR,0.120776
2022,VIR,0.120776
2023,VIR,0.120776
2024,VIR,0.120776
2025,VIR,0.120776
2026,VIR,0.120776
2027,VIR,0.120776
2028,VIR,0.120776
2029,VIR,0.120776
2030,VIR,0.120776
2031,VIR,0.120776
2032,VIR,0.120776
2033,VIR,0.120776
2034,VIR,0.120776
2035,VIR,0.120776
2036,VIR,0.120776
2037,VIR,0.120776
2038,VIR,0.120776
2039,VIR,0.120776
2040,VIR,0.120776
2041,VIR,0.120776
2042,VIR,0.120776
2043,VIR,0.120776
2044,VIR,0.120776
2045,VIR,0.120776
2046,VIR,0.120776
2047,VIR,0.120776
2048,VIR,0.120776
2049,VIR,0.120776
2050,VIR,0.120776
2020,VNM,0.344409
2021,VNM,0.344409
2022,VNM,0.344409
2023,VNM,0.344409
2024,VNM,0.344409
2025,VNM,0.344409
2026,VNM,0.344409
2027,VNM,0.344409
2028,VNM,0.344409
2029,VNM,0.344409
2030,VNM,0.344409
2031,VNM,0.344409
2032,VNM,0.344409
2033,VNM,0.344409
2034,VNM,0.344409
2035,VNM,0.344409
2036,VNM,0.344409
2037,VNM,0.344409
2038,VNM,0.344409
2039,VNM,0.344409
2040,VNM,0.344409
2041,VNM,0.344409
2042,VNM,0.344409
2043,VNM,0.344409
2044,VNM,0.344409
2045,VNM,0.344409
2046,VNM,0.344409
2047,VNM,0.344409
2048,VNM,0.344409
2049,VNM,0.344409
2050,VNM,0.344409
2020,ZAF,0.071377
2021,ZAF,0.071377
2022,ZAF,0.071377
2023,ZAF,0.071377
2024,ZAF,0.071377
2025,ZAF,0.071377
2026,ZAF,0.071377
2027,ZAF,0.071377
2028,ZAF,0.071377
2029,ZAF,0.071377
2030,ZAF,0.071377
2031,ZAF,0.071377
2032,ZAF,0.071377
2033,ZAF,0.071377
2034,ZAF,0.071377
2035,ZAF,0.071377
2036,ZAF,0.071377
2037,ZAF,0.071377
2038,ZAF,0.071377
2039,ZAF,0.071377
2040,ZAF,0.071377
2041,ZAF,0.071377
2042,ZAF,0.071377
2043,ZAF,0.071377
2044,ZAF,0.071377
2045,ZAF,0.071377
2046,ZAF,0.071377
2047,ZAF,0.071377
2048,ZAF,0.071377
2049,ZAF,0.071377
2050,ZAF,0.071377
2020,ZMB,0.087871
2021,ZMB,0.087871
2022,ZMB,0.087871
2023,ZMB,0.087871
2024,ZMB,0.087871
2025,ZMB,0.087871
2026,ZMB,0.087871
2027,ZMB,0.087871
2028,ZMB,0.087871
2029,ZMB,0.087871
2030,ZMB,0.087871
2031,ZMB,0.087871
2032,ZMB,0.087871
2033,ZMB,0.087871
2034,ZMB,0.087871
2035,ZMB,0.087871
2036,ZMB,0.087871
2037,ZMB,0.087871
2038,ZMB,0.087871
2039,ZMB,0.087871
2040,ZMB,0.087871
2041,ZMB,0.087871
2042,ZMB,0.087871
2043,ZMB,0.087871
2044,ZMB,0.087871
2045,ZMB,0.087871
2046,ZMB,0.087871
2047,ZMB,0.087871
2048,ZMB,0.087871
2049,ZMB,0.087871
2050,ZMB,0.087871
2020,ZWE,0.079269
2021,ZWE,0.079269
2022,ZWE,0.079269
2023,ZWE,0.079269
2024,ZWE,0.079269
2025,ZWE,0.079269
2026,ZWE,0.079269
2027,ZWE,0.079269
2028,ZWE,0.079269
2029,ZWE,0.079269
2030,ZWE,0.079269
2031,ZWE,0.079269
2032,ZWE,0.079269
2033,ZWE,0.079269
2034,ZWE,0.079269
2035,ZWE,0.079269
2036,ZWE,0.079269
2037,ZWE,0.079269
2038,ZWE,0.079269
2039,ZWE,0.079269
2040,ZWE,0.079269
2041,ZWE,0.079269
2042,ZWE,0.079269
2043,ZWE,0.079269
2044,ZWE,0.079269
2045,ZWE,0.079269
2046,ZWE,0.079269
2047,ZWE,0.079269
2048,ZWE,0.079269
2049,ZWE,0.079269
2050,ZWE,0.079269
2020,ABW,0.119255
2021,ABW,0.119255
2022,ABW,0.119255
2023,ABW,0.119255
2024,ABW,0.119255
2025,ABW,0.119255
2026,ABW,0.119255
2027,ABW,0.119255
2028,ABW,0.119255
2029,ABW,0.119255
2030,ABW,0.119255
2031,ABW,0.119255
2032,ABW,0.119255
2033,ABW,0.119255
2034,ABW,0.119255
2035,ABW,0.119255
2036,ABW,0.119255
2037,ABW,0.119255
2038,ABW,0.119255
2039,ABW,0.119255
2040,ABW,0.119255
2041,ABW,0.119255
2042,ABW,0.119255
2043,ABW,0.119255
2044,ABW,0.119255
2045,ABW,0.119255
2046,ABW,0.119255
2047,ABW,0.119255
2048,ABW,0.119255
2049,ABW,0.119255
2050,ABW,0.119255
2020,AND,0.210686
2021,AND,0.210686
2022,AND,0.210686
2023,AND,0.210686
2024,AND,0.210686
2025,AND,0.210686
2026,AND,0.210686
2027,AND,0.210686
2028,AND,0.210686
2029,AND,0.210686
2030,AND,0.210686
2031,AND,0.210686
2032,AND,0.210686
2033,AND,0.210686
2034,AND,0.210686
2035,AND,0.210686
2036,AND,0.210686
2037,AND,0.210686
2038,AND,0.210686
2039,AND,0.210686
2040,AND,0.210686
2041,AND,0.210686
2042,AND,0.210686
2043,AND,0.210686
2044,AND,0.210686
2045,AND,0.210686
2046,AND,0.210686
2047,AND,0.210686
2048,AND,0.210686
2049,AND,0.210686
2050,AND,0.210686
2020,ARE,0.132995
2021,ARE,0.132995
2022,ARE,0.132995
2023,ARE,0.132995
2024,ARE,0.132995
2025,ARE,0.132995
2026,ARE,0.132995
2027,ARE,0.132995
2028,ARE,0.132995
2029,ARE,0.132995
2030,ARE,0.132995
2031,ARE,0.132995
2032,ARE,0.132995
2033,ARE,0.132995
2034,ARE,0.132995
2035,ARE,0.132995
2036,ARE,0.132995
2037,ARE,0.132995
2038,ARE,0.132995
2039,ARE,0.132995
2040,ARE,0.132995
2041,ARE,0.132995
2042,ARE,0.132995
2043,ARE,0.132995
2044,ARE,0.132995
2045,ARE,0.132995
2046,ARE,0.132995
2047,ARE,0.132995
2048,ARE,0.132995
2049,ARE,0.132995
2050,ARE,0.132995
2020,ARM,0.335851
2021,ARM,0.335851
2022,ARM,0.335851
2023,ARM,0.335851
2024,ARM,0.335851
2025,ARM,0.335851
2026,ARM,0.335851
2027,ARM,0.335851
2028,ARM,0.335851
2029,ARM,0.335851
2030,ARM,0.335851
2031,ARM,0.335851
2032,ARM,0.335851
2033,ARM,0.335851
2034,ARM,0.335851
2035,ARM,0.335851
2036,ARM,0.335851
2037,ARM,0.335851
2038,ARM,0.335851
2039,ARM,0.335851
2040,ARM,0.335851
2041,ARM,0.335851
2042,ARM,0.335851
2043,ARM,0.335851
2044,ARM,0.335851
2045,ARM,0.335851
2046,ARM,0.335851
2047,ARM,0.335851
2048,ARM,0.335851
2049,ARM,0.335851
2050,ARM,0.335851
2020,ASM,0.590228
2021,ASM,0.590228
2022,ASM,0.590228
2023,ASM,0.590228
2024,ASM,0.590228
2025,ASM,0.590228
2026,ASM,0.590228
2027,ASM,0.590228
2028,ASM,0.590228
2029,ASM,0.590228
2030,ASM,0.590228
2031,ASM,0.590228
2032,ASM,0.590228
2033,ASM,0.590228
2034,ASM,0.590228
2035,ASM,0.590228
2036,ASM,0.590228
2037,ASM,0.590228
2038,ASM,0.590228
2039,ASM,0.590228
2040,ASM,0.590228
2041,ASM,0.590228
2042,ASM,0.590228
2043,ASM,0.590228
2044,ASM,0.590228
2045,ASM,0.590228
2046,ASM,0.590228
2047,ASM,0.590228
2048,ASM,0.590228
2049,ASM,0.590228
2050,ASM,0.590228
2020,ATG,0.120776
2021,ATG,0.120776
2022,ATG,0.120776
2023,ATG,0.120776
2024,ATG,0.120776
2025,ATG,0.120776
2026,ATG,0.120776
2027,ATG,0.120776
2028,ATG,0.120776
2029,ATG,0.120776
2030,ATG,0.120776
2031,ATG,0.120776
2032,ATG,0.120776
2033,ATG,0.120776
2034,ATG,0.120776
2035,ATG,0.120776
2036,ATG,0.120776
2037,ATG,0.120776
2038,ATG,0.120776
2039,ATG,0.120776
2040,ATG,0.120776
2041,ATG,0.120776
2042,ATG,0.120776
2043,ATG,0.120776
2044,ATG,0.120776
2045,ATG,0.120776
2046,ATG,0.120776
2047,ATG,0.120776
2048,ATG,0.120776
2049,ATG,0.120776
2050,ATG,0.120776
2020,BHR,0.132995
2021,BHR,0.132995
2022,BHR,0.132995
2023,BHR,0.132995
2024,BHR,0.132995
2025,BHR,0.132995
2026,BHR,0.132995
2027,BHR,0.132995
2028,BHR,0.132995
2029,BHR,0.132995
2030,BHR,0.132995
2031,BHR,0.132995
2032,BHR,0.132995
2033,BHR,0.132995
2034,BHR,0.132995
2035,BHR,0.132995
2036,BHR,0.132995
2037,BHR,0.132995
2038,BHR,0.132995
2039,BHR,0.132995
2040,BHR,0.132995
2041,BHR,0.132995
2042,BHR,0.132995
2043,BHR,0.132995
2044,BHR,0.132995
2045,BHR,0.132995
2046,BHR,0.132995
2047,BHR,0.132995
2048,BHR,0.132995
2049,BHR,0.132995
2050,BHR,0.132995
2020,BLR,0.566315
2021,BLR,0.566315
2022,BLR,0.566315
2023,BLR,0.566315
2024,BLR,0.566315
2025,BLR,0.566315
2026,BLR,0.566315
2027,BLR,0.566315
2028,BLR,0.566315
2029,BLR,0.566315
2030,BLR,0.566315
2031,BLR,0.566315
2032,BLR,0.566315
2033,BLR,0.566315
2034,BLR,0.566315
2035,BLR,0.566315
2036,BLR,0.566315
2037,BLR,0.566315
2038,BLR,0.566315
2039,BLR,0.566315
2040,BLR,0.566315
2041,BLR,0.566315
2042,BLR,0.566315
2043,BLR,0.566315
2044,BLR,0.566315
2045,BLR,0.566315
2046,BLR,0.566315
2047,BLR,0.566315
2048,BLR,0.566315
2049,BLR,0.566315
2050,BLR,0.566315
2020,BLZ,0.230785
2021,BLZ,0.230785
2022,BLZ,0.230785
2023,BLZ,0.230785
2024,BLZ,0.230785
2025,BLZ,0.230785
2026,BLZ,0.230785
2027,BLZ,0.230785
2028,BLZ,0.230785
2029,BLZ,0.230785
2030,BLZ,0.230785
2031,BLZ,0.230785
2032,BLZ,0.230785
2033,BLZ,0.230785
2034,BLZ,0.230785
2035,BLZ,0.230785
2036,BLZ,0.230785
2037,BLZ,0.230785
2038,BLZ,0.230785
2039,BLZ,0.230785
2040,BLZ,0.230785
2041,BLZ,0.230785
2042,BLZ,0.230785
2043,BLZ,0.230785
2044,BLZ,0.230785
2045,BLZ,0.230785
2046,BLZ,0.230785
2047,BLZ,0.230785
2048,BLZ,0.230785
2049,BLZ,0.230785
2050,BLZ,0.230785
2020,BMU,0.126763
2021,BMU,0.126763
2022,BMU,0.126763
2023,BMU,0.126763
2024,BMU,0.126763
2025,BMU,0.126763
2026,BMU,0.126763
2027,BMU,0.126763
2028,BMU,0.126763
2029,BMU,0.126763
2030,BMU,0.126763
2031,BMU,0.126763
2032,BMU,0.126763
2033,BMU,0.126763
2034,BMU,0.126763
2035,BMU,0.126763
2036,BMU,0.126763
2037,BMU,0.126763
2038,BMU,0.126763
2039,BMU,0.126763
2040,BMU,0.126763
2041,BMU,0.126763
2042,BMU,0.126763
2043,BMU,0.126763
2044,BMU,0.126763
2045,BMU,0.126763
2046,BMU,0.126763
2047,BMU,0.126763
2048,BMU,0.126763
2049,BMU,0.126763
2050,BMU,0.126763
2020,BRB,0.120776
2021,BRB,0.120776
2022,BRB,0.120776
2023,BRB,0.120776
2024,BRB,0.120776
2025,BRB,0.120776
2026,BRB,0.120776
2027,BRB,0.120776
2028,BRB,0.120776
2029,BRB,0.120776
2030,BRB,0.120776
2031,BRB,0.120776
2032,BRB,0.120776
2033,BRB,0.120776
2034,BRB,0.120776
2035,BRB,0.120776
2036,BRB,0.120776
2037,BRB,0.120776
2038,BRB,0.120776
2039,BRB,0.120776
2040,BRB,0.120776
2041,BRB,0.120776
2042,BRB,0.120776
2043,BRB,0.120776
2044,BRB,0.120776
2045,BRB,0.120776
2046,BRB,0.120776
2047,BRB,0.120776
2048,BRB,0.120776
2049,BRB,0.120776
2050,BRB,0.120776
2020,BRN,0.642456
2021,BRN,0.642456
2022,BRN,0.642456
2023,BRN,0.642456
2024,BRN,0.642456
2025,BRN,0.642456
2026,BRN,0.642456
2027,BRN,0.642456
2028,BRN,0.642456
2029,BRN,0.642456
2030,BRN,0.642456
2031,BRN,0.642456
2032,BRN,0.642456
2033,BRN,0.642456
2034,BRN,0.642456
2035,BRN,0.642456
2036,BRN,0.642456
2037,BRN,0.642456
2038,BRN,0.642456
2039,BRN,0.642456
2040,BRN,0.642456
2041,BRN,0.642456
2042,BRN,0.642456
2043,BRN,0.642456
2044,BRN,0.642456
2045,BRN,0.642456
2046,BRN,0.642456
2047,BRN,0.642456
2048,BRN,0.642456
2049,BRN,0.642456
2050,BRN,0.642456
2020,BWA,0.071377
2021,BWA,0.071377
2022,BWA,0.071377
2023,BWA,0.071377
2024,BWA,0.071377
2025,BWA,0.071377
2026,BWA,0.071377
2027,BWA,0.071377
2028,BWA,0.071377
2029,BWA,0.071377
2030,BWA,0.071377
2031,BWA,0.071377
2032,BWA,0.071377
2033,BWA,0.071377
2034,BWA,0.071377
2035,BWA,0.071377
2036,BWA,0.071377
2037,BWA,0.071377
2038,BWA,0.071377
2039,BWA,0.071377
2040,BWA,0.071377
2041,BWA,0.071377
2042,BWA,0.071377
2043,BWA,0.071377
2044,BWA,0.071377
2045,BWA,0.071377
2046,BWA,0.071377
2047,BWA,0.071377
2048,BWA,0.071377
2049,BWA,0.071377
2050,BWA,0.071377
2020,COM,0.08173
2021,COM,0.08173
2022,COM,0.08173
2023,COM,0.08173
2024,COM,0.08173
2025,COM,0.08173
2026,COM,0.08173
2027,COM,0.08173
2028,COM,0.08173
2029,COM,0.08173
2030,COM,0.08173
2031,COM,0.08173
2032,COM,0.08173
2033,COM,0.08173
2034,COM,0.08173
2035,COM,0.08173
2036,COM,0.08173
2037,COM,0.08173
2038,COM,0.08173
2039,COM,0.08173
2040,COM,0.08173
2041,COM,0.08173
2042,COM,0.08173
2043,COM,0.08173
2044,COM,0.08173
2045,COM,0.08173
2046,COM,0.08173
2047,COM,0.08173
2048,COM,0.08173
2049,COM,0.08173
2050,COM,0.08173
2020,CPV,0.079446
2021,CPV,0.079446
2022,CPV,0.079446
2023,CPV,0.079446
2024,CPV,0.079446
2025,CPV,0.079446
2026,CPV,0.079446
2027,CPV,0.079446
2028,CPV,0.079446
2029,CPV,0.079446
2030,CPV,0.079446
2031,CPV,0.079446
2032,CPV,0.079446
2033,CPV,0.079446
2034,CPV,0.079446
2035,CPV,0.079446
2036,CPV,0.079446
2037,CPV,0.079446
2038,CPV,0.079446
2039,CPV,0.079446
2040,CPV,0.079446
2041,CPV,0.079446
2042,CPV,0.079446
2043,CPV,0.079446
2044,CPV,0.079446
2045,CPV,0.079446
2046,CPV,0.079446
2047,CPV,0.079446
2048,CPV,0.079446
2049,CPV,0.079446
2050,CPV,0.079446
2020,CYM,0.154291
2021,CYM,0.154291
2022,CYM,0.154291
2023,CYM,0.154291
2024,CYM,0.154291
2025,CYM,0.154291
2026,CYM,0.154291
2027,CYM,0.154291
2028,CYM,0.154291
2029,CYM,0.154291
2030,CYM,0.154291
2031,CYM,0.154291
2032,CYM,0.154291
2033,CYM,0.154291
2034,CYM,0.154291
2035,CYM,0.154291
2036,CYM,0.154291
2037,CYM,0.154291
2038,CYM,0.154291
2039,CYM,0.154291
2040,CYM,0.154291
2041,CYM,0.154291
2042,CYM,0.154291
2043,CYM,0.154291
2044,CYM,0.154291
2045,CYM,0.154291
2046,CYM,0.154291
2047,CYM,0.154291
2048,CYM,0.154291
2049,CYM,0.154291
2050,CYM,0.154291
2020,DJI,0.079877
2021,DJI,0.079877
2022,DJI,0.079877
2023,DJI,0.079877
2024,DJI,0.079877
2025,DJI,0.079877
2026,DJI,0.079877
2027,DJI,0.079877
2028,DJI,0.079877
2029,DJI,0.079877
2030,DJI,0.079877
2031,DJI,0.079877
2032,DJI,0.079877
2033,DJI,0.079877
2034,DJI,0.079877
2035,DJI,0.079877
2036,DJI,0.079877
2037,DJI,0.079877
2038,DJI,0.079877
2039,DJI,0.079877
2040,DJI,0.079877
2041,DJI,0.079877
2042,DJI,0.079877
2043,DJI,0.079877
2044,DJI,0.079877
2045,DJI,0.079877
2046,DJI,0.079877
2047,DJI,0.079877
2048,DJI,0.079877
2049,DJI,0.079877
2050,DJI,0.079877
2020,DMA,0.120776
2021,DMA,0.120776
2022,DMA,0.120776
2023,DMA,0.120776
2024,DMA,0.120776
2025,DMA,0.120776
2026,DMA,0.120776
2027,DMA,0.120776
2028,DMA,0.120776
2029,DMA,0.120776
2030,DMA,0.120776
2031,DMA,0.120776
2032,DMA,0.120776
2033,DMA,0.120776
2034,DMA,0.120776
2035,DMA,0.120776
2036,DMA,0.120776
2037,DMA,0.120776
2038,DMA,0.120776
2039,DMA,0.120776
2040,DMA,0.120776
2041,DMA,0.120776
2042,DMA,0.120776
2043,DMA,0.120776
2044,DMA,0.120776
2045,DMA,0.120776
2046,DMA,0.120776
2047,DMA,0.120776
2048,DMA,0.120776
2049,DMA,0.120776
2050,DMA,0.120776
2020,EGY,0.119427
2021,EGY,0.119427
2022,EGY,0.119427
2023,EGY,0.119427
2024,EGY,0.119427
2025,EGY,0.119427
2026,EGY,0.119427
2027,EGY,0.119427
2028,EGY,0.119427
2029,EGY,0.119427
2030,EGY,0.119427
2031,EGY,0.119427
2032,EGY,0.119427
2033,EGY,0.119427
2034,EGY,0.119427
2035,EGY,0.119427
2036,EGY,0.119427
2037,EGY,0.119427
2038,EGY,0.119427
2039,EGY,0.119427
2040,EGY,0.119427
2041,EGY,0.119427
2042,EGY,0.119427
2043,EGY,0.119427
2044,EGY,0.119427
2045,EGY,0.119427
2046,EGY,0.119427
2047,EGY,0.119427
2048,EGY,0.119427
2049,EGY,0.119427
2050,EGY,0.119427
2020,FJI,0.590228
2021,FJI,0.590228
2022,FJI,0.590228
2023,FJI,0.590228
2024,FJI,0.590228
2025,FJI,0.590228
2026,FJI,0.590228
2027,FJI,0.590228
2028,FJI,0.590228
2029,FJI,0.590228
2030,FJI,0.590228
2031,FJI,0.590228
2032,FJI,0.590228
2033,FJI,0.590228
2034,FJI,0.590228
2035,FJI,0.590228
2036,FJI,0.590228
2037,FJI,0.590228
2038,FJI,0.590228
2039,FJI,0.590228
2040,FJI,0.590228
2041,FJI,0.590228
2042,FJI,0.590228
2043,FJI,0.590228
2044,FJI,0.590228
2045,FJI,0.590228
2046,FJI,0.590228
2047,FJI,0.590228
2048,FJI,0.590228
2049,FJI,0.590228
2050,FJI,0.590228
2020,FRA,0.192605
2021,FRA,0.192605
2022,FRA,0.192605
2023,FRA,0.192605
2024,FRA,0.192605
2025,FRA,0.192605
2026,FRA,0.192605
2027,FRA,0.192605
2028,FRA,0.192605
2029,FRA,0.192605
2030,FRA,0.192605
2031,FRA,0.192605
2032,FRA,0.192605
2033,FRA,0.192605
2034,FRA,0.192605
2035,FRA,0.192605
2036,FRA,0.192605
2037,FRA,0.192605
2038,FRA,0.192605
2039,FRA,0.192605
2040,FRA,0.192605
2041,FRA,0.192605
2042,FRA,0.192605
2043,FRA,0.192605
2044,FRA,0.192605
2045,FRA,0.192605
2046,FRA,0.192605
2047,FRA,0.192605
2048,FRA,0.192605
2049,FRA,0.192605
2050,FRA,0.192605
2020,FRO,0.122675
2021,FRO,0.122675
2022,FRO,0.122675
2023,FRO,0.122675
2024,FRO,0.122675
2025,FRO,0.122675
2026,FRO,0.122675
2027,FRO,0.122675
2028,FRO,0.122675
2029,FRO,0.122675
2030,FRO,0.122675
2031,FRO,0.122675
2032,FRO,0.122675
2033,FRO,0.122675
2034,FRO,0.122675
2035,FRO,0.122675
2036,FRO,0.122675
2037,FRO,0.122675
2038,FRO,0.122675
2039,FRO,0.122675
2040,FRO,0.122675
2041,FRO,0.122675
2042,FRO,0.122675
2043,FRO,0.122675
2044,FRO,0.122675
2045,FRO,0.122675
2046,FRO,0.122675
2047,FRO,0.122675
2048,FRO,0.122675
2049,FRO,0.122675
2050,FRO,0.122675
2020,FSM,0.594491
2021,FSM,0.594491
2022,FSM,0.594491
2023,FSM,0.594491
2024,FSM,0.594491
2025,FSM,0.594491
2026,FSM,0.594491
2027,FSM,0.594491
2028,FSM,0.594491
2029,FSM,0.594491
2030,FSM,0.594491
2031,FSM,0.594491
2032,FSM,0.594491
2033,FSM,0.594491
2034,FSM,0.594491
2035,FSM,0.594491
2036,FSM,0.594491
2037,FSM,0.594491
2038,FSM,0.594491
2039,FSM,0.594491
2040,FSM,0.594491
2041,FSM,0.594491
2042,FSM,0.594491
2043,FSM,0.594491
2044,FSM,0.594491
2045,FSM,0.594491
2046,FSM,0.594491
2047,FSM,0.594491
2048,FSM,0.594491
2049,FSM,0.594491
2050,FSM,0.594491
2020,GAB,0.268888
2021,GAB,0.268888
2022,GAB,0.268888
2023,GAB,0.268888
2024,GAB,0.268888
2025,GAB,0.268888
