Year,iso_code3,frac_lndu_initial_settlements
2015,ABW,0.023017831234376743
2016,ABW,0.023020041810697046
2017,ABW,0.02304912817290286
2018,ABW,0.02302003547908344
2015,AFG,0.0009341699661076415
2016,AFG,0.0009272140671410724
2017,AFG,0.0010680074762930327
2018,AFG,0.0010899018120105485
2015,AGO,0.0005965645308142256
2016,AGO,0.0006781970725308376
2017,AGO,0.0007448938028020364
2018,AGO,0.0008123548582508529
2015,ALB,0.009928250743831014
2016,ALB,0.00998571784787722
2017,ALB,0.010264921297230015
2018,ALB,0.010788058396777359
2015,AND,0.027734676946406276
2016,AND,0.028504359987359198
2017,AND,0.02863152546478209
2018,AND,0.041151808322757236
2015,ARE,0.02751996570346736
2016,ARE,0.027924681667717347
2017,ARE,0.028217995712822956
2018,ARE,0.028262357383669195
2015,ARG,0.0016496577932006815
2016,ARG,0.0016550783221647785
2017,ARG,0.0017122796607260652
2018,ARG,0.001740876942996382
2015,ARM,0.02225847821096003
2016,ARM,0.022309152944352446
2017,ARM,0.023852478333381923
2018,ARM,0.024592617517589396
2015,ASM,0.0007387767511788224
2016,ASM,0.0007475287424261268
2017,ASM,0.0007326740844458648
2018,ASM,0.0007411472583845162
2015,ATG,0.02419076460957654
2016,ATG,0.024382867056063674
2017,ATG,0.024664665693854965
2018,ATG,0.024575031485855735
2015,AUS,0.0010416003422972367
2016,AUS,0.0010543502133385774
2017,AUS,0.0010561693989814178
2018,AUS,0.0010666436435699015
2015,AUT,0.018220120569151364
2016,AUT,0.018054377967851313
2017,AUT,0.018031557133829625
2018,AUT,0.019934236954875197
2015,AZE,0.005854406326882132
2016,AZE,0.005795736413076068
2017,AZE,0.006274110116961326
2018,AZE,0.006757429266891637
2015,BDI,0.0024267467009627206
2016,BDI,0.002409836990204874
2017,BDI,0.002357749262420368
2018,BDI,0.0020769208207595553
2015,BEL,0.09013975053875177
2016,BEL,0.0889550867645331
2017,BEL,0.09002049606550244
2018,BEL,0.09305374351550941
2015,BEN,0.0026730253643482446
2016,BEN,0.0026924623392274114
2017,BEN,0.0025141005915748234
2018,BEN,0.0021884837492253902
2015,BFA,0.0006071499056475268
2016,BFA,0.0006547171671551948
2017,BFA,0.0006964396510011126
2018,BFA,0.0007933503967863489
2015,BGD,-0.00017867888836388719
2016,BGD,-9.226325817382701e-05
2017,BGD,-0.000241431890744403
2018,BGD,-0.00021170549290353775
2015,BGR,0.011015646785718954
2016,BGR,0.011177726234159843
2017,BGR,0.011160754168450514
2018,BGR,0.02041946672626168
2015,BHR,0.21766491418105124
2016,BHR,0.23252442504908255
2017,BHR,0.24189790881771225
2018,BHR,0.2440745157509094
2015,BHS,0.007799058111334955
2016,BHS,0.007785671540020453
2017,BHS,0.007829687068358676
2018,BHS,0.007972876656872074
2015,BIH,0.011342399703965405
2016,BIH,0.011284594422504833
2017,BIH,0.011381363684981232
2018,BIH,0.011156384202501436
2015,BLR,0.00855846502152945
2016,BLR,0.008948678112384539
2017,BLR,0.008536507705218115
2018,BLR,0.008615254680162622
2015,BLZ,0.0030573639020082385
2016,BLZ,0.003054165528863833
2017,BLZ,0.0030304002663022462
2018,BLZ,0.0030312918468391424
2015,BMU,0.005748235737733125
2016,BMU,0.005815074606768768
2017,BMU,0.005895301958685484
2018,BMU,0.00596061339156316
2015,BOL,0.0009659088089640983
2016,BOL,0.0009706815161982783
2017,BOL,0.0010172174447894142
2018,BOL,0.0010270396536441306
2015,BRA,0.0015507993830748126
2016,BRA,0.001566080774331348
2017,BRA,0.00157331343998671
2018,BRA,0.0015945859660749502
2015,BRB,0.17980174959389872
2016,BRB,0.1920613301351465
2017,BRB,0.18321605352765924
2018,BRB,0.17943061486444964
2015,BRN,0.05422238414880605
2016,BRN,0.05614717734156776
2017,BRN,0.05752396705884033
2018,BRN,0.057570771104535824
2015,BTN,8.02892895582048e-05
2016,BTN,7.92357937675035e-05
2017,BTN,7.813828621231173e-05
2018,BTN,8.187954147065574e-05
2015,BWA,0.00045798954097666793
2016,BWA,0.0004921851270388752
2017,BWA,0.0005853627156505877
2018,BWA,0.0006147965285746768
2015,CAF,0.0008141968416819395
2016,CAF,0.0008128280335735529
2017,CAF,0.0008106408310336015
2018,CAF,0.0007945598429428834
2015,CAN,0.0012381368137616476
2016,CAN,0.0012864239095910757
2017,CAN,0.001298957493616154
2018,CAN,0.001307263740606862
2015,CHE,0.034584431566997365
2016,CHE,0.03457285163842591
2017,CHE,0.034566841279748045
2018,CHE,0.03445829958310884
2015,CHL,0.0025725656828800587
2016,CHL,0.002560094789507979
2017,CHL,0.00275874865748761
2018,CHL,0.0028324820875405914
2015,CHN,0.007590517298171661
2016,CHN,0.007668362743208719
2017,CHN,0.008044042900108083
2018,CHN,0.008443566381857007
2015,CIV,0.009953521344542039
2016,CIV,0.010559818841347272
2017,CIV,0.010476266032033568
2018,CIV,0.010304568081109827
2015,CMR,0.0039880958179757805
2016,CMR,0.004045429970253265
2017,CMR,0.00414560287466532
2018,CMR,0.004083904537612547
2015,COD,0.001303461554216737
2016,COD,0.001303461554216737
2017,COD,0.001303461554216737
2018,COD,0.001303461554216737
2015,COG,0.0014320382957453868
2016,COG,0.0014492910574843193
2017,COG,0.001523649120011682
2018,COG,0.0016374843494137811
2015,COL,0.002640199357589558
2016,COL,0.0026455946134226337
2017,COL,0.0027270130746802727
2018,COL,0.0027840642375162824
2015,COM,0.011433889481954467
2016,COM,0.01060236831931388
2017,COM,0.01069988708721739
2018,COM,0.010179108390781169
2015,CPV,0.004097427819528263
2016,CPV,0.004106978104335083
2017,CPV,0.004087865931565822
2018,CPV,0.004114619711904508
2015,CRI,0.012456864208762103
2016,CRI,0.012027879700787938
2017,CRI,0.011818536669344428
2018,CRI,0.011897556873282695
2015,CUB,0.010303239332910321
2016,CUB,0.010166063352407571
2017,CUB,0.010153827436503022
2018,CUB,0.010388158081938065
2015,CUW,0.023017831234376743
2016,CUW,0.023020041810697046
2017,CUW,0.02304912817290286
2018,CUW,0.02302003547908344
2015,CYM,0.023017831234376743
2016,CYM,0.023020041810697046
2017,CYM,0.02304912817290286
2018,CYM,0.02302003547908344
2015,CYP,0.03582845724238552
2016,CYP,0.03653437258341197
2017,CYP,0.03887329141006706
2018,CYP,0.039490211452891916
2015,CZE,0.026345152550679363
2016,CZE,0.026180598017505524
2017,CZE,0.025682404270645758
2018,CZE,0.03552259486809611
2015,DEU,0.04085426877591434
2016,DEU,0.0412564685021433
2017,DEU,0.04130614711636677
2018,DEU,0.04965950796790981
2015,DJI,0.0006910027192879769
2016,DJI,0.0006908327526470509
2017,DJI,0.000686505239967859
2018,DJI,0.0006840852248695546
2015,DMA,-0.001417175172901941
2016,DMA,-0.006144456888766896
2017,DMA,-0.002400685458487805
2018,DMA,-0.00188784819431629
2015,DNK,0.018080819020342243
2016,DNK,0.018510998258316508
2017,DNK,0.018432785986805228
2018,DNK,0.021829826526506738
2015,DOM,0.012713097127666858
2016,DOM,0.011581114300440233
2017,DOM,0.01137644399710974
2018,DOM,0.011001660196932399
2015,DZA,0.0008458927010969512
2016,DZA,0.0008442991216941504
2017,DZA,0.0008941529316123061
2018,DZA,0.0009203872753000295
2015,ECU,0.0064956331891914704
2016,ECU,0.006760109245906904
2017,ECU,0.006928232403856233
2018,ECU,0.007282736600288814
2015,EGY,0.0021286001397178298
2016,EGY,0.002230630101722555
2017,EGY,0.0023009279503870476
2018,EGY,0.0023729910628993833
2015,ERI,0.0009795214722907088
2016,ERI,0.0009891644092514399
2017,ERI,0.000989392209196874
2018,ERI,0.000990000290661998
2015,ESP,0.007387639257870349
2016,ESP,0.0073428097188354205
2017,ESP,0.007948132437966549
2018,ESP,0.009939030556246552
2015,EST,0.005231442056517772
2016,EST,0.005285832202552212
2017,EST,0.005383526604565021
2018,EST,0.005694374832995208
2015,ETH,0.0005739410575795019
2016,ETH,0.0006135583123639547
2017,ETH,0.0006361619478755201
2018,ETH,0.0006557075966443442
2015,FIN,0.0014582051908501514
2016,FIN,0.001478402529517471
2017,FIN,0.001557325669532852
2018,FIN,0.0015531113001524387
2015,FJI,0.0029930955197567674
2016,FJI,0.0029291235158731507
2017,FJI,0.0028894452966574283
2018,FJI,0.002845571382931114
2015,FRA,0.004185694461312576
2016,FRA,0.004175678063581225
2017,FRA,0.004472050239860959
2018,FRA,0.008676645413954525
2015,FRO,0.0
2016,FRO,0.0
2017,FRO,0.0
2018,FRO,0.0
2015,FSM,-0.01603750691996635
2016,FSM,-0.016060915470732712
2017,FSM,-0.01609402894945055
2018,FSM,-0.015946059491821533
2015,GAB,0.0008173683340191447
2016,GAB,0.000823198126136309
2017,GAB,0.000846421003131455
2018,GAB,0.0008661627390336319
2015,GBR,0.032750955040893814
2016,GBR,0.032841906304209426
2017,GBR,0.03266251223308989
2018,GBR,0.03288847759284756
2015,GEO,0.020262000379523692
2016,GEO,0.020262000379523692
2017,GEO,0.020262000379523692
2018,GEO,0.020262000379523692
2015,GHA,0.007712919899011342
2016,GHA,0.008309016866355776
