"year","prodinit_ippu_textiles_tonne","location_code"
2034,329919.225454025,"PRT"
2035,323919.536455557,"PRT"
2036,318028.953763424,"PRT"
2037,312245.493243769,"PRT"
2038,306567.206844855,"PRT"
2039,300992.181940904,"PRT"
2040,295518.540687865,"PRT"
2041,290144.439390894,"PRT"
2042,284868.067883339,"PRT"
2043,279687.648917022,"PRT"
2044,274601.437563605,"PRT"
2045,269607.720626841,"PRT"
2046,264704.816065517,"PRT"
2047,259891.072426891,"PRT"
2048,255164.868290427,"PRT"
2049,250524.611721653,"PRT"
2050,245968.739735947,"PRT"
2021,28896.85,"PRY"
2022,29942.1312384723,"PRY"
2023,31025.2232718065,"PRY"
2024,32147.4938239751,"PRY"
2025,33310.3600934165,"PRY"
2026,34515.2905426664,"PRY"
2027,35763.8067527263,"PRY"
2028,37057.4853445097,"PRY"
2029,38397.9599697917,"PRY"
2030,39786.9233741778,"PRY"
2031,41226.1295346958,"PRY"
2032,42717.3958747103,"PRY"
2033,44262.6055589573,"PRY"
2034,45863.7098715962,"PRY"
2035,47522.7306802836,"PRY"
2036,49241.7629893787,"PRY"
2037,51022.9775855059,"PRY"
2038,52868.623778815,"PRY"
2039,54781.0322434002,"PRY"
2040,56762.6179604654,"PRY"
2041,58815.8832679521,"PRY"
2042,60943.4210204812,"PRY"
2043,63147.9178635983,"PRY"
2044,65432.1576264587,"PRY"
2045,67799.0248372343,"PRY"
2046,70251.508365684,"PRY"
2047,72792.7051974852,"PRY"
2048,75425.824345094,"PRY"
2049,78154.1909000727,"PRY"
2050,80981.250232001,"PRY"
2021,13889.89,"PSE"
2022,14746.9832414948,"PSE"
2023,15656.9645061932,"PSE"
2024,16623.0973165021,"PSE"
2025,17648.8465746089,"PSE"
2026,18737.8909888753,"PSE"
2027,19894.1362670187,"PSE"
2028,21121.729123394,"PSE"
2029,22425.0721506134,"PSE"
2030,23808.8396088383,"PSE"
2031,25277.9941893691,"PSE"
2032,26837.8048126535,"PSE"
2033,28493.8655245441,"PSE"
2034,30252.1155585723,"PSE"
2035,32118.8606361914,"PSE"
2036,34100.7955813777,"PSE"
2037,36205.0283306935,"PSE"
2038,38439.1054249228,"PSE"
2039,40811.0390736995,"PSE"
2040,43329.3358901931,"PSE"
2041,46003.027398905,"PSE"
2042,48841.7024259859,"PSE"
2043,51855.54148824,"PSE"
2044,55055.3533041451,"PSE"
2045,58452.6135578325,"PSE"
2046,62059.5060550463,"PSE"
2047,65888.9664186838,"PSE"
2048,69954.7284806246,"PSE"
2049,74271.3735362259,"PSE"
2050,78854.3826381291,"PSE"
2021,2670.175,"PYF"
2022,2653.69503930555,"PYF"
2023,2637.31679071031,"PYF"
2024,2621.03962646089,"PYF"
2025,2604.86292267831,"PYF"
2026,2588.78605933409,"PYF"
2027,2572.80842022648,"PYF"
2028,2556.92939295685,"PYF"
2029,2541.14836890622,"PYF"
2030,2525.4647432119,"PYF"
2031,2509.87791474435,"PYF"
2032,2494.38728608412,"PYF"
2033,2478.99226349893,"PYF"
2034,2463.69225692098,"PYF"
2035,2448.48667992424,"PYF"
2036,2433.37494970205,"PYF"
2037,2418.35648704476,"PYF"
2038,2403.4307163175,"PYF"
2039,2388.59706543817,"PYF"
2040,2373.85496585545,"PYF"
2041,2359.20385252707,"PYF"
2042,2344.64316389811,"PYF"
2043,2330.1723418795,"PYF"
2044,2315.79083182661,"PYF"
2045,2301.49808251803,"PYF"
2046,2287.29354613437,"PYF"
2047,2273.17667823734,"PYF"
2048,2259.14693774884,"PYF"
2049,2245.20378693023,"PYF"
2050,2231.34669136173,"PYF"
2021,46658.3,"QAT"
2022,47361.5069524318,"QAT"
2023,48075.3122339485,"QAT"
2024,48799.8755764458,"QAT"
2025,49535.3591192058,"QAT"
2026,50281.9274451806,"QAT"
2027,51039.7476178213,"QAT"
2028,51808.9892184628,"QAT"
2029,52589.8243842722,"QAT"
2030,53382.4278467684,"QAT"
2031,54186.9769709228,"QAT"
2032,55003.6517948493,"QAT"
2033,55832.6350700924,"QAT"
2034,56674.1123025221,"QAT"
2035,57528.2717938458,"QAT"
2036,58395.3046837457,"QAT"
2037,59275.4049926506,"QAT"
2038,60168.7696651535,"QAT"
2039,61075.5986140822,"QAT"
2040,61996.0947652354,"QAT"
2041,62930.4641027923,"QAT"
2042,63878.9157154066,"QAT"
2043,64841.6618429954,"QAT"
2044,65818.9179242333,"QAT"
2045,66810.9026447622,"QAT"
2046,67817.8379861278,"QAT"
2047,68839.9492754533,"QAT"
2048,69877.4652358622,"QAT"
2049,70930.6180376609,"QAT"
2050,71999.6433502926,"QAT"
2021,412808.5,"ROU"
2022,410222.157654941,"ROU"
2023,407652.019352981,"ROU"
2024,405097.98357198,"ROU"
2025,402559.949425856,"ROU"
2026,400037.816660602,"ROU"
2027,397531.485650329,"ROU"
2028,395040.857393325,"ROU"
2029,392565.833508146,"ROU"
2030,390106.316229733,"ROU"
2031,387662.208405548,"ROU"
2032,385233.413491736,"ROU"
2033,382819.835549312,"ROU"
2034,380421.37924037,"ROU"
2035,378037.949824321,"ROU"
2036,375669.453154145,"ROU"
2037,373315.795672679,"ROU"
2038,370976.884408915,"ROU"
2039,368652.62697433,"ROU"
2040,366342.931559238,"ROU"
2041,364047.706929162,"ROU"
2042,361766.86242123,"ROU"
2043,359500.307940595,"ROU"
2044,357247.953956874,"ROU"
2045,355009.711500616,"ROU"
2046,352785.49215978,"ROU"
2047,350575.208076251,"ROU"
2048,348378.771942365,"ROU"
2049,346196.096997459,"ROU"
2050,344027.097024448,"ROU"
2021,1126765,"RUS"
2022,1137975.8006494,"RUS"
2023,1149298.14368003,"RUS"
2024,1160733.13888801,"RUS"
2025,1172281.9071114,"RUS"
2026,1183945.58034008,"RUS"
2027,1195725.30182675,"RUS"
2028,1207622.22619893,"RUS"
2029,1219637.51957217,"RUS"
2030,1231772.35966433,"RUS"
2031,1244027.93591105,"RUS"
2032,1256405.44958229,"RUS"
2033,1268906.11390012,"RUS"
2034,1281531.15415762,"RUS"
2035,1294281.80783895,"RUS"
2036,1307159.32474072,"RUS"
2037,1320164.96709442,"RUS"
2038,1333300.00969018,"RUS"
2039,1346565.74000172,"RUS"
2040,1359963.45831251,"RUS"
2041,1373494.4778433,"RUS"
2042,1387160.12488074,"RUS"
2043,1400961.73890747,"RUS"
2044,1414900.67273336,"RUS"
2045,1428978.29262811,"RUS"
2046,1443195.9784552,"RUS"
2047,1457555.12380714,"RUS"
2048,1472057.13614202,"RUS"
2049,1486703.43692151,"RUS"
2050,1501495.4617502,"RUS"
2021,3405.883,"RWA"
2022,3507.65700692883,"RWA"
2023,3612.47220713598,"RWA"
2024,3720.41947703317,"RWA"
2025,3831.59240858535,"RWA"
2026,3946.08739045637,"RWA"
2027,4064.00369157948,"RWA"
2028,4185.44354722502,"RWA"
2029,4310.51224764001,"RWA"
2030,4439.31822933642,"RWA"
2031,4571.97316910733,"RWA"
2032,4708.59208085243,"RWA"
2033,4849.2934152969,"RWA"
2034,4994.19916268997,"RWA"
2035,5143.43495857243,"RWA"
2036,5297.13019270459,"RWA"
2037,5455.41812124918,"RWA"
2038,5618.43598230656,"RWA"
2039,5786.32511490226,"RWA"
2040,5959.23108153016,"RWA"
2041,6137.30379435739,"RWA"
2042,6320.69764520055,"RWA"
2043,6509.57163938581,"RWA"
2044,6704.089533609,"RWA"
2045,6904.41997791523,"RWA"
2046,7110.73666192108,"RWA"
2047,7323.21846540623,"RWA"
2048,7542.04961340503,"RWA"
2049,7767.41983593242,"RWA"
2050,7999.52453248287,"RWA"
2021,481540.5,"SAU"
2022,512426.603352097,"SAU"
2023,545293.747510267,"SAU"
2024,580268.996825443,"SAU"
2025,617487.565581277,"SAU"
2026,657093.340732439,"SAU"
2027,699239.438171465,"SAU"
2028,744088.794674659,"SAU"
2029,791814.797815535,"SAU"
2030,842601.956281024,"SAU"
2031,896646.613181898,"SAU"
2032,954157.705115067,"SAU"
2033,1015357.56991228,"SAU"
2034,1080482.80619801,"SAU"
2035,1149785.18807948,"SAU"
2036,1223532.63850522,"SAU"
2037,1302010.26505488,"SAU"
2038,1385521.46216493,"SAU"
2039,1474389.08405131,"SAU"
2040,1568956.69286347,"SAU"
2041,1669589.88689543,"SAU"
2042,1776677.71398841,"SAU"
2043,1890634.17558949,"SAU"
2044,2011899.82728081,"SAU"
2045,2140943.4819671,"SAU"
2046,2278264.02230594,"SAU"
2047,2424392.3293877,"SAU"
2048,2579893.33512139,"SAU"
2049,2745368.20626088,"SAU"
2050,2921456.66851511,"SAU"
2021,4777646,"SDN"
2022,13489518.4544185,"SDN"
2023,38087189.4091978,"SDN"
2024,107537863.712026,"SDN"
2025,303629443.682539,"SDN"
2026,857287246.451583,"SDN"
2027,2420520928.45435,"SDN"
2028,6834257233.30926,"SDN"
2029,19296289233.4359,"SDN"
2030,54482406129.7613,"SDN"
2031,153829191808.798,"SDN"
2032,434331409596.495,"SDN"
2033,1226319732580.75,"SDN"
2034,3462471406141.35,"SDN"
2035,9776168416630.26,"SDN"
2036,27602673841811.8,"SDN"
2037,77935196157357.4,"SDN"
2038,220047334359514,"SDN"
2039,621296047821093,"SDN"
2040,1754207930587551,"SDN"
2041,4952945499216135,"SDN"
2042,13984470535365094,"SDN"
2043,39484669513412792,"SDN"
2044,111483600515357504,"SDN"
2045,314770095255473088,"SDN"
2046,888742491354060160,"SDN"
2047,2509333725928298496,"SDN"
2048,7085017099258590208,"SDN"
2049,2.0004301053347e+19,"SDN"
2050,56481453047560855552,"SDN"
2021,39212.84,"SEN"
2022,43293.3615044481,"SEN"
2023,47798.505549581,"SEN"
2024,52772.4587183784,"SEN"
2025,58264.0056872525,"SEN"
2026,64327.0077075633,"SEN"
2027,71020.9308783286,"SEN"
2028,78411.4293914417,"SEN"
2029,86570.9894698827,"SEN"
2030,95579.6403146878,"SEN"
2031,105525.739033666,"SEN"
2032,116506.837250466,"SEN"
2033,128630.637893719,"SEN"
2034,142016.051550475,"SEN"
2035,156794.362744679,"SEN"
2036,173110.517579572,"SEN"
2037,191124.545373264,"SEN"
2038,211013.128230906,"SEN"
2039,232971.333947888,"SEN"
2040,257214.529240408,"SEN"
2041,283980.49206845,"SEN"
2042,313531.74376889,"SEN"
2043,346158.123872348,"SEN"
2044,382179.632857684,"SEN"
2045,421949.57072594,"SEN"
2046,465858.002176961,"SEN"
2047,514335.582375241,"SEN"
2048,567857.780828223,"SEN"
2049,626949.544804965,"SEN"
2050,692190.448034127,"SEN"
2021,76918.75,"SGP"
2022,80999.1106591094,"SGP"
2023,85295.9249541451,"SGP"
2024,89820.6752466971,"SGP"
2025,94585.4530109128,"SGP"
2026,99602.9911454998,"SGP"
2027,104886.697999807,"SGP"
2028,110450.693204907,"SGP"
2029,116309.845405439,"SGP"
2030,122479.811993032,"SGP"
2031,128977.0809475,"SGP"
2032,135819.014897609,"SGP"
2033,143023.89751917,"SGP"
2034,150610.98239444,"SGP"
2035,158600.544463404,"SGP"
2036,167013.93420442,"SGP"
2037,175873.634689033,"SGP"
2038,185203.321663401,"SGP"
2039,195027.926816914,"SGP"
2040,205373.704407051,"SGP"
2041,216268.301418548,"SGP"
2042,227740.831444331,"SGP"
2043,239821.952485667,"SGP"
2044,252543.948879437,"SGP"
2045,265940.817571451,"SGP"
2046,280048.358966363,"SGP"
2047,294904.272596973,"SGP"
2048,310548.257868548,"SGP"
2049,327022.120147404,"SGP"
2050,344369.88247724,"SGP"
2021,765.0309,"SLB"
2022,845.417738063625,"SLB"
2023,934.25135093578,"SLB"
2024,1032.41929690815,"SLB"
2025,1140.90239587098,"SLB"
2026,1260.78452892375,"SLB"
2027,1393.26346769566,"SLB"
2028,1539.66284157404,"SLB"
2029,1701.44536240842,"SLB"
2030,1880.22743882132,"SLB"
2031,2077.79532614105,"SLB"
2032,2296.12297331433,"SLB"
2033,2537.39174511163,"SLB"
2034,2804.01221667463,"SLB"
2035,3098.64825816034,"SLB"
2036,3424.24365011754,"SLB"
2037,3784.0514955162,"SLB"
2038,4181.66672229263,"SLB"
2039,4621.06200115128,"SLB"
2040,5106.62743748662,"SLB"
2041,5643.21443399683,"SLB"
2042,6236.18416223135,"SLB"
2043,6891.46112736339,"SLB"
2044,7615.592361366,"SLB"
2045,8415.81283600527,"SLB"
2046,9300.11774920777,"SLB"
2047,10277.342407033,"SLB"
2048,11357.2504993709,"SLB"
2049,12550.6316513492,"SLB"
2050,13869.4092251089,"SLB"
2021,2800.287,"SLE"
2022,2996.22243508376,"SLE"
2023,3205.86742733843,"SLE"
2024,3430.1812313151,"SLE"
2025,3670.19022038439,"SLE"
2026,3926.99258302478,"SLE"
2027,4201.76334770914,"SLE"
2028,4495.75975938137,"SLE"
2029,4810.32703212393,"SLE"
2030,5146.90450433816,"SLE"
2031,5507.03222460115,"SLE"
2032,5892.35799833345,"SLE"
2033,6304.64492752062,"SLE"
2034,6745.77947798719,"SLE"
2035,7217.78011113605,"SLE"
2036,7722.80651964859,"SLE"
2037,8263.16950940466,"SLE"
2038,8841.34157283818,"SLE"
2039,9459.96820210803,"SLE"
2040,10121.8799938489,"SLE"
2041,10830.1056008886,"SLE"
2042,11587.8855901944,"SLE"
2043,12398.6872704563,"SLE"
2044,13266.2205571531,"SLE"
2045,14194.4549476934,"SLE"
2046,15187.6376843033,"SLE"
2047,16250.3131877672,"SLE"
2048,17387.343850943,"SLE"
2049,18603.9322871945,"SLE"
2050,19905.645135542,"SLE"
2021,123085.1,"SLV"
2022,123498.408540439,"SLV"
2023,123913.104933263,"SLV"
2024,124329.193838754,"SLV"
2025,124746.679932842,"SLV"
2026,125165.567907159,"SLV"
2027,125585.862469091,"SLV"
2028,126007.568341832,"SLV"
2029,126430.690264433,"SLV"
2030,126855.232991862,"SLV"
2031,127281.201295052,"SLV"
2032,127708.599960955,"SLV"
2033,128137.4337926,"SLV"
2034,128567.707609141,"SLV"
2035,128999.426245918,"SLV"
2036,129432.594554504,"SLV"
2037,129867.217402765,"SLV"
2038,130303.299674914,"SLV"
2039,130740.846271561,"SLV"
2040,131179.862109776,"SLV"
2041,131620.352123137,"SLV"
2042,132062.32126179,"SLV"
2043,132505.774492504,"SLV"
2044,132950.716798723,"SLV"
2045,133397.153180628,"SLV"
2046,133845.088655188,"SLV"
2047,134294.52825622,"SLV"
2048,134745.477034443,"SLV"
2049,135197.940057537,"SLV"
2050,135651.922410198,"SLV"
2021,604.9328,"SMR"
2022,601.687924309094,"SMR"
2023,598.460454218033,"SMR"
2024,595.250296362713,"SMR"
2025,592.05735787984,"SMR"
2026,588.881546404242,"SMR"
2027,585.722770066192,"SMR"
2028,582.580937488759,"SMR"
2029,579.455957785158,"SMR"
2030,576.347740556124,"SMR"
2031,573.256195887297,"SMR"
2032,570.181234346617,"SMR"
2033,567.122766981743,"SMR"
2034,564.080705317475,"SMR"
2035,561.054961353197,"SMR"
2036,558.045447560331,"SMR"
2037,555.052076879804,"SMR"
2038,552.07476271953,"SMR"
2039,549.113418951906,"SMR"
2040,546.16795991132,"SMR"
2041,543.238300391671,"SMR"
2042,540.324355643908,"SMR"
2043,537.426041373573,"SMR"
2044,534.54327373837,"SMR"
2045,531.675969345732,"SMR"
2046,528.824045250413,"SMR"
2047,525.987418952088,"SMR"
2048,523.166008392965,"SMR"
2049,520.359731955413,"SMR"
2050,517.568508459599,"SMR"
2021,8103.028,"SOM"
2022,8930.21376675306,"SOM"
2023,9841.84158315952,"SOM"
2024,10846.531592404,"SOM"
2025,11953.7839123853,"SOM"
2026,13174.0684666491,"SOM"
2027,14518.9239855789,"SOM"
2028,16001.0671139799,"SOM"
2029,17634.5126567504,"SOM"
2030,19434.7060996572,"SOM"
2031,21418.6696583004,"SOM"
2032,23605.163236273,"SOM"
2033,26014.8618144992,"SOM"
2034,28670.5509491044,"SOM"
2035,31597.3422263983,"SOM"
2036,34822.9107122658,"SOM"
2037,38377.756641232,"SOM"
2038,42295.493819672,"SOM"
2039,46613.1674702412,"SOM"
2040,51371.6045229899,"SOM"
2041,56615.7996654336,"SOM"
2042,62395.3408019802,"SOM"
2043,68764.8779457621,"SOM"
2044,75784.6399766037,"SOM"
2045,83521.0041514717,"SOM"
2046,92047.1237525666,"SOM"
2047,101443.619807952,"SOM"
2048,111799.343425475,"SOM"
2049,123212.215948425,"SOM"
2050,135790.15487726,"SOM"
2021,79858.94,"SRB"
2022,81973.1804885671,"SRB"
2023,84143.3948335804,"SRB"
2024,86371.0649254029,"SRB"
2025,88657.7118869822,"SRB"
2026,91004.8971125208,"SRB"
2027,93414.223333645,"SRB"
2028,95887.3357137999,"SRB"
2029,98425.922971619,"SRB"
2030,101031.718534034,"SRB"
2031,103706.501719914,"SRB"
2032,106452.098955038,"SRB"
2033,109270.385019236,"SRB"
2034,112163.284326552,"SRB"
2035,115132.772239288,"SRB"
2036,118180.876416845,"SRB"
2037,121309.678200275,"SRB"
2038,124521.314033484,"SRB"
2039,127817.976922062,"SRB"
2040,131201.917930738,"SRB"
2041,134675.447720475,"SRB"
2042,138240.938126264,"SRB"
2043,141900.823776688,"SRB"
2044,145657.603756359,"SRB"
2045,149513.843312373,"SRB"
2046,153472.175605943,"SRB"
2047,157535.303510403,"SRB"
2048,161706.001456812,"SRB"
2049,165987.117328426,"SRB"
2050,170381.574405321,"SRB"
2021,1044.034,"SSD"
2022,1071.86797765662,"SSD"
2023,1100.44400998979,"SSD"
2024,1129.7818801994,"SSD"
2025,1159.90189890599,"SSD"
2026,1190.82491821189,"SSD"
2027,1222.57234613709,"SSD"
2028,1255.16616144001,"SSD"
2029,1288.62892883347,"SSD"
2030,1322.98381460618,"SSD"
2031,1358.2546026608,"SSD"
2032,1394.46571097954,"SSD"
2033,1431.64220852878,"SSD"
2034,1469.80983261426,"SSD"
2035,1508.99500669907,"SSD"
2036,1549.22485869662,"SSD"
2037,1590.5272397513,"SSD"
2038,1632.93074351983,"SSD"
2039,1676.4647259667,"SSD"
2040,1721.15932568727,"SSD"
2041,1767.04548477275,"SSD"
2042,1814.15497023145,"SSD"
2043,1862.52039598106,"SSD"
2044,1912.17524542727,"SSD"
2045,1963.1538946444,"SSD"
2046,2015.49163617392,"SSD"
2047,2069.22470345752,"SSD"
2048,2124.39029592152,"SSD"
2049,2181.02660473005,"SSD"
2050,2239.17283922485,"SSD"
2021,2076.285,"SUR"
2022,2076.285,"SUR"
2023,2076.285,"SUR"
2024,2076.285,"SUR"
2025,2076.285,"SUR"
2026,2076.285,"SUR"
2027,2076.285,"SUR"
2028,2076.285,"SUR"
2029,2076.285,"SUR"
2030,2076.285,"SUR"
2031,2076.285,"SUR"
2032,2076.285,"SUR"
2033,2076.285,"SUR"
2034,2076.285,"SUR"
2035,2076.285,"SUR"
2036,2076.285,"SUR"
2037,2076.285,"SUR"
2038,2076.285,"SUR"
2039,2076.285,"SUR"
2040,2076.285,"SUR"
2041,2076.285,"SUR"
2042,2076.285,"SUR"
2043,2076.285,"SUR"
2044,2076.285,"SUR"
2045,2076.285,"SUR"
2046,2076.285,"SUR"
2047,2076.285,"SUR"
2048,2076.285,"SUR"
2049,2076.285,"SUR"
2050,2076.285,"SUR"
2021,122476,"SVK"
2022,123201.653190103,"SVK"
2023,123931.605773983,"SVK"
2024,124665.883224949,"SVK"
2025,125404.511167233,"SVK"
2026,126147.515376888,"SVK"
2027,126894.921782688,"SVK"
2028,127646.75646703,"SVK"
2029,128403.045666846,"SVK"
2030,129163.815774516,"SVK"
2031,129929.093338795,"SVK"
2032,130698.905065733,"SVK"
2033,131473.27781961,"SVK"
2034,132252.238623875,"SVK"
2035,133035.814662083,"SVK"
2036,133824.033278853,"SVK"
2037,134616.921980813,"SVK"
2038,135414.508437565,"SVK"
2039,136216.820482651,"SVK"
2040,137023.886114521,"SVK"
2041,137835.733497512,"SVK"
2042,138652.390962833,"SVK"
2043,139473.887009549,"SVK"
2044,140300.250305578,"SVK"
2045,141131.509688694,"SVK"
2046,141967.694167528,"SVK"
2047,142808.832922583,"SVK"
2048,143654.955307256,"SVK"
2049,144506.090848854,"SVK"
2050,145362.269249632,"SVK"
2021,70047.71,"SVN"
2022,70404.5711336895,"SVN"
2023,70763.2503120907,"SVN"
2024,71123.7567973124,"SVN"
2025,71486.0998986492,"SVN"
2026,71850.2889728227,"SVN"
2027,72216.3334242224,"SVN"
2028,72584.2427051492,"SVN"
2029,72954.0263160588,"SVN"
2030,73325.6938058077,"SVN"
2031,73699.2547718994,"SVN"
2032,74074.7188607321,"SVN"
2033,74452.0957678483,"SVN"
2034,74831.3952381846,"SVN"
2035,75212.6270663238,"SVN"
2036,75595.8010967475,"SVN"
2037,75980.9272240906,"SVN"
2038,76368.0153933964,"SVN"
2039,76757.0756003739,"SVN"
2040,77148.1178916557,"SVN"
2041,77541.1523650571,"SVN"
2042,77936.1891698375,"SVN"
2043,78333.2385069619,"SVN"
2044,78732.3106293648,"SVN"
2045,79133.4158422145,"SVN"
2046,79536.5645031797,"SVN"
2047,79941.7670226963,"SVN"
2048,80349.033864237,"SVN"
2049,80758.375544581,"SVN"
2050,81169.8026340855,"SVN"
2021,461087,"SWE"
2022,468439.739706893,"SWE"
2023,475909.730130456,"SWE"
2024,483498.841013276,"SWE"
2025,491208.971913854,"SWE"
2026,499042.052682067,"SWE"
2027,507000.043942208,"SWE"
2028,515084.937583734,"SWE"
2029,523298.757259835,"SWE"
2030,531643.558893957,"SWE"
2031,540121.431194397,"SWE"
2032,548734.496177116,"SWE"
2033,557484.909696871,"SWE"
2034,566374.861986833,"SWE"
2035,575406.578206802,"SWE"
2036,584582.319000163,"SWE"
2037,593904.381059731,"SWE"
2038,603375.09770261,"SWE"
2039,612996.839454228,"SWE"
2040,622772.014641676,"SWE"
2041,632703.069996517,"SWE"
2042,642792.491267202,"SWE"
2043,653042.803841257,"SWE"
2044,663456.573377384,"SWE"
2045,674036.406447652,"SWE"
2046,684784.951189922,"SWE"
2047,695704.897970675,"SWE"
2048,706798.980058413,"SWE"
2049,718069.974307799,"SWE"
2050,729520.701854705,"SWE"
2021,8636.333,"SWZ"
2022,8782.89157705543,"SWZ"
2023,8931.93725326609,"SWZ"
2024,9083.51223470637,"SWZ"
2025,9237.65944368779,"SWZ"
2026,9394.42253091354,"SWZ"
2027,9553.84588783924,"SWZ"
2028,9715.97465924356,"SWZ"
2029,9880.85475601211,"SWZ"
2030,10048.5328681382,"SWZ"
2031,10219.0564779445,"SWZ"
2032,10392.4738735286,"SWZ"
2033,10568.8341624371,"SWZ"
2034,10748.1872855718,"SWZ"
2035,10930.5840313317,"SWZ"
2036,11116.0760499948,"SWZ"
2037,11304.7158683445,"SWZ"
2038,11496.5569045436,"SWZ"
2039,11691.6534832613,"SWZ"
2040,11890.0608510564,"SWZ"
2041,12091.8351920218,"SWZ"
2042,12297.0336436947,"SWZ"
2043,12505.7143132362,"SWZ"
2044,12717.9362938858,"SWZ"
2045,12933.7596816956,"SWZ"
2046,13153.2455925476,"SWZ"
2047,13376.4561794604,"SWZ"
2048,13603.4546501894,"SWZ"
2049,13834.3052851255,"SWZ"
2050,14069.0734554981,"SWZ"
2021,332.591,"SXM"
2022,346.732049227226,"SXM"
2023,361.474345250808,"SXM"
2024,376.843451782767,"SXM"
2025,392.866019448813,"SXM"
2026,409.569832001558,"SXM"
2027,426.983854498621,"SXM"
2028,445.138283529159,"SXM"
2029,464.064599575921,"SXM"
2030,483.795621603624,"SXM"
2031,504.36556396831,"SXM"
2032,525.81009574636,"SXM"
2033,548.166402586057,"SXM"
2034,571.473251188938,"SXM"
2035,595.771056532755,"SXM"
2036,621.101951952613,"SXM"
2037,647.509862201802,"SXM"
2038,675.04057961902,"SXM"
2039,703.741843534062,"SXM"
2040,733.663423049665,"SXM"
2041,764.857203343059,"SXM"
2042,797.377275636875,"SXM"
2043,831.280030995416,"SXM"
2044,866.624258108946,"SXM"
2045,903.471245235557,"SXM"
2046,941.884886477379,"SXM"
2047,981.93179257543,"SXM"
2048,1023.68140641521,"SXM"
2049,1067.20612344337,"SXM"
2050,1112.58141720421,"SXM"
2021,631.9997,"SYC"
2022,662.873384940763,"SYC"
2023,695.25527379653,"SYC"
2024,729.219043520784,"SYC"
2025,764.841970244428,"SYC"
2026,802.205105098446,"SYC"
2027,841.393458625641,"SYC"
2028,882.496194201032,"SYC"
2029,925.606830900994,"SYC"
2030,970.823456282708,"SYC"
2031,1018.24894955806,"SYC"
2032,1067.99121566977,"SYC"
2033,1120.16343080229,"SYC"
2034,1174.88429988617,"SYC"
2035,1232.27832668165,"SYC"
2036,1292.47609705607,"SYC"
2037,1355.61457609961,"SYC"
2038,1421.8374197554,"SYC"
2039,1491.29530167293,"SYC"
2040,1564.14625602859,"SYC"
2041,1640.5560370932,"SYC"
2042,1720.69849636475,"SYC"
2043,1804.75597812433,"SYC"
2044,1892.91973431531,"SYC"
2045,1985.39035968966,"SYC"
2046,2082.37824821158,"SYC"
2047,2184.10407175672,"SYC"
2048,2290.7992821963,"SYC"
2049,2402.70663800843,"SYC"
2050,2520.08075661473,"SYC"
2021,19719.52,"SYR"
2022,17246.4965960531,"SYR"
2023,15083.6148566329,"SYR"
2024,13191.9799407438,"SYR"
2025,11537.5748062447,"SYR"
2026,10090.6484854908,"SYR"
2027,8825.18107727702,"SYR"
2028,7718.41583409789,"SYR"
2029,6750.4499303072,"SYR"
2030,5903.87655200887,"SYR"
2031,5163.47187242582,"SYR"
2032,4515.92128366247,"SYR"
2033,3949.57996171958,"SYR"
2034,3454.26345903126,"SYR"
2035,3021.06455877491,"SYR"
2036,2642.19309746729,"SYR"
2037,2310.83587539578,"SYR"
2038,2021.03413567118,"SYR"
2039,1767.57640862253,"SYR"
2040,1545.90479456762,"SYR"
2041,1352.03299965378,"SYR"
2042,1182.47465081707,"SYR"
2043,1034.1806007568,"SYR"
2044,904.484095487934,"SYR"
2045,791.052818426453,"SYR"
2046,691.846948621975,"SYR"
2047,605.08247890408,"SYR"
2048,529.199134296909,"SYR"
2049,462.832313782783,"SYR"
2050,404.788550846985,"SYR"
2021,2415.29,"TCD"
2022,2361.64624486028,"TCD"
2023,2309.19392116999,"TCD"
2024,2257.90656715562,"TCD"
2025,2207.75830876144,"TCD"
2026,2158.72384659629,"TCD"
2027,2110.77844317016,"TCD"
2028,2063.89791041442,"TCD"
2029,2018.05859747906,"TCD"
2030,1973.23737880106,"TCD"
2031,1929.41164243775,"TCD"
2032,1886.55927865921,"TCD"
2033,1844.65866879416,"TCD"
2034,1803.68867432345,"TCD"
2035,1763.6286262159,"TCD"
2036,1724.4583145009,"TCD"
2037,1686.15797807267,"TCD"
2038,1648.70829472093,"TCD"
2039,1612.09037138302,"TCD"
2040,1576.28573461245,"TCD"
2041,1541.27632125928,"TCD"
2042,1507.04446935732,"TCD"
2043,1473.57290921387,"TCD"
2044,1440.84475469727,"TCD"
2045,1408.843494718,"TCD"
2046,1377.55298489896,"TCD"
2047,1346.95743943075,"TCD"
2048,1317.04142310789,"TCD"
2049,1287.78984354185,"TCD"
2050,1259.18794354707,"TCD"
2021,50414.43,"TGO"
2022,55247.9429182771,"TGO"
2023,60544.8717103656,"TGO"
2024,66349.646643802,"TGO"
2025,72710.9577639702,"TGO"
2026,79682.1633027901,"TGO"
2027,87321.7372438285,"TGO"
2028,95693.7597979751,"TGO"
2029,104868.454903762,"TGO"
2030,114922.779260838,"TGO"
2031,125941.067837373,"TGO"
2032,138015.741265865,"TGO"
2033,151248.081060923,"TGO"
2034,165749.079161518,"TGO"
2035,181640.368923591,"TGO"
2036,199055.245372116,"TGO"
2037,218139.783270431,"TGO"
2038,239054.062385117,"TGO"
2039,261973.510223862,"TGO"
2040,287090.373509105,"TGO"
2041,314615.330730069,"TGO"
2042,344779.259299167,"TGO"
2043,377835.172135562,"TGO"
