,Nation,iso_code3,Year,consumpinit_inen_energy_tj_per_tonne_production_rubber_and_leather
1491,Timor-Leste,TLS,2046,0.11062806365339081
1492,Timor-Leste,TLS,2047,0.08647421198503674
1493,Timor-Leste,TLS,2048,0.06759396387757219
1494,Timor-Leste,TLS,2049,0.0528359131329598
1495,Timor-Leste,TLS,2050,0.04130004450767143
1496,United States,USA,2017,0.018371917808052807
1497,United States,USA,2018,0.017444716809628523
1498,United States,USA,2019,0.016670067640682608
1499,United States,USA,2020,0.01600117759753289
1500,United States,USA,2021,0.016001177122465807
1501,United States,USA,2022,0.015460203352475124
1502,United States,USA,2023,0.014937519025665941
1503,United States,USA,2024,0.014432505805714972
1504,United States,USA,2025,0.013944566261244356
1505,United States,USA,2026,0.013473123159059151
1506,United States,USA,2027,0.013017618781279862
1507,United States,USA,2028,0.012577514265561274
1508,United States,USA,2029,0.01215228896761747
1509,United States,USA,2030,0.01174143984529895
1510,United States,USA,2031,0.011344480863493033
1511,United States,USA,2032,0.010960942419143567
1512,United States,USA,2033,0.010590370785709825
1513,United States,USA,2034,0.010232327576407381
1514,United States,USA,2035,0.009886389225595876
1515,United States,USA,2036,0.00955214648770025
1516,United States,USA,2037,0.009229203953072645
1517,United States,USA,2038,0.008917179580222185
1518,United States,USA,2039,0.008615704243859355
1519,United States,USA,2040,0.008324421298220221
1520,United States,USA,2041,0.008042986155154025
1521,United States,USA,2042,0.007771065876474801
1522,United States,USA,2043,0.007508338780095122
1523,United States,USA,2044,0.007254494059475632
1524,United States,USA,2045,0.007009231415940524
1525,United States,USA,2046,0.006772260703423718
1526,United States,USA,2047,0.006543301585225651
1527,United States,USA,2048,0.006322083202374579
1528,United States,USA,2049,0.006108343853199985
1529,United States,USA,2050,0.0059018306837391055
1530,Sweden,SWE,2017,0.00723627163839639
1531,Sweden,SWE,2018,0.00699484828988128
1532,Sweden,SWE,2019,0.007158982451744551
1533,Sweden,SWE,2020,0.006433894434564644
1534,Sweden,SWE,2021,0.006433894150315811
1535,Sweden,SWE,2022,0.006312679030682885
1536,Sweden,SWE,2023,0.006193747614338259
1537,Sweden,SWE,2024,0.0060770568761153885
1538,Sweden,SWE,2025,0.005962564601445577
1539,Sweden,SWE,2026,0.005850229371086248
1540,Sweden,SWE,2027,0.0057400105461369024
1541,Sweden,SWE,2028,0.005631868253337433
1542,Sweden,SWE,2029,0.005525763370643387
1543,Sweden,SWE,2030,0.00542165751307299
1544,Sweden,SWE,2031,0.0053195130188208395
1545,Sweden,SWE,2032,0.005219292935633175
1546,Sweden,SWE,2033,0.005120961007439915
1547,Sweden,SWE,2034,0.00502448166123833
1548,Sweden,SWE,2035,0.004929819994224353
1549,Sweden,SWE,2036,0.00483694176116554
1550,Sweden,SWE,2037,0.0047458133620126896
1551,Sweden,SWE,2038,0.0046564018297444
1552,Sweden,SWE,2039,0.004568674818440693
1553,Sweden,SWE,2040,0.004482600591581678
1554,Sweden,SWE,2041,0.004398148010566125
1555,Sweden,SWE,2042,0.004315286523446689
1556,Sweden,SWE,2043,0.004233986153877454
1557,Sweden,SWE,2044,0.00415421749026942
1558,Sweden,SWE,2045,0.004075951675150342
1559,Sweden,SWE,2046,0.003999160394725408
1560,Sweden,SWE,2047,0.003923815868633985
1561,Sweden,SWE,2048,0.003849890839899907
1562,Sweden,SWE,2049,0.0037773585650707877
1563,Sweden,SWE,2050,0.0037061928045431553
1564,Canada,CAN,2017,0.011390732988616961
1565,Canada,CAN,2018,0.011046024285400375
1566,Canada,CAN,2019,0.010575898084238854
1567,Canada,CAN,2020,0.010846348591679192
1568,Canada,CAN,2021,0.010846350308820148
1569,Canada,CAN,2022,0.01084179171378304
1570,Canada,CAN,2023,0.010837235034670455
1571,Canada,CAN,2024,0.010832680270677195
1572,Canada,CAN,2025,0.010828127420998309
1573,Canada,CAN,2026,0.010823576484829248
1574,Canada,CAN,2027,0.010819027461365814
1575,Canada,CAN,2028,0.01081448034980407
1576,Canada,CAN,2029,0.010809935149340512
1577,Canada,CAN,2030,0.010805391859171917
1578,Canada,CAN,2031,0.010800850478495392
1579,Canada,CAN,2032,0.010796311006508403
1580,Canada,CAN,2033,0.010791773442408776
1581,Canada,CAN,2034,0.010787237785394588
1582,Canada,CAN,2035,0.010782704034664392
1583,Canada,CAN,2036,0.010778172189416945
1584,Canada,CAN,2037,0.010773642248851446
1585,Canada,CAN,2038,0.01076911421216731
1586,Canada,CAN,2039,0.01076458807856438
1587,Canada,CAN,2040,0.010760063847242858
1588,Canada,CAN,2041,0.010755541517403171
1589,Canada,CAN,2042,0.010751021088246208
1590,Canada,CAN,2043,0.010746502558973112
1591,Canada,CAN,2044,0.01074198592878535
1592,Canada,CAN,2045,0.010737471196884821
1593,Canada,CAN,2046,0.010732958362473644
1594,Canada,CAN,2047,0.010728447424754364
1595,Canada,CAN,2048,0.010723938382929787
1596,Canada,CAN,2049,0.010719431236203109
1597,Canada,CAN,2050,0.010714925983777853
1598,Curacao,CUW,2017,65.90544560664107
1599,Curacao,CUW,2018,65.54805355860057
1600,Curacao,CUW,2019,65.54805355860057
1601,Curacao,CUW,2020,65.54805355860057
1602,Curacao,CUW,2021,65.54805122005392
1603,Curacao,CUW,2022,64.76716647322615
1604,Curacao,CUW,2023,63.9955845352005
1605,Curacao,CUW,2024,63.23319458008096
1606,Curacao,CUW,2025,62.47988710225829
1607,Curacao,CUW,2026,61.7355539006827
1608,Curacao,CUW,2027,61.00008806332082
1609,Curacao,CUW,2028,60.27338395180026
1610,Curacao,CUW,2029,59.55533718623545
1611,Curacao,CUW,2030,58.84584463023587
1612,Curacao,CUW,2031,58.14480437609209
1613,Curacao,CUW,2032,57.45211573013766
1614,Curacao,CUW,2033,56.76767919828686
1615,Curacao,CUW,2034,56.09139647174307
1616,Curacao,CUW,2035,55.42317041287819
1617,Curacao,CUW,2036,54.762905041281535
1618,Curacao,CUW,2037,54.110505519972556
1619,Curacao,CUW,2038,53.465878141779314
1620,Curacao,CUW,2039,52.82893031587822
1621,Curacao,CUW,2040,52.19957055449676
1622,Curacao,CUW,2041,51.57770845976991
1623,Curacao,CUW,2042,50.96325471075868
1624,Curacao,CUW,2043,50.356121050617986
1625,Curacao,CUW,2044,49.75622027392192
1626,Curacao,CUW,2045,49.16346621413669
1627,Curacao,CUW,2046,48.577773731244825
1628,Curacao,CUW,2047,47.999058699516084
1629,Curacao,CUW,2048,47.42723799542385
1630,Curacao,CUW,2049,46.862229485705555
1631,Curacao,CUW,2050,46.303952015565685
1632,Tajikistan,TJK,2017,4.488249644312879
1633,Tajikistan,TJK,2018,4.591287003433637
1634,Tajikistan,TJK,2019,4.0023850819378755
1635,Tajikistan,TJK,2020,5.0733676410501305
1636,Tajikistan,TJK,2021,5.0733662379685684
1637,Tajikistan,TJK,2022,4.636808997435634
1638,Tajikistan,TJK,2023,4.2378169976762665
1639,Tajikistan,TJK,2024,3.873157793587366
1640,Tajikistan,TJK,2025,3.5398770881923993
1641,Tajikistan,TJK,2026,3.2352747983199173
1642,Tajikistan,TJK,2027,2.956883179802373
1643,Tajikistan,TJK,2028,2.702446834976294
1644,Tajikistan,TJK,2029,2.4699044405134445
1645,Tajikistan,TJK,2030,2.2573720475509464
1646,Tajikistan,TJK,2031,2.0631278188256816
1647,Tajikistan,TJK,2032,1.885598079160386
1648,Tajikistan,TJK,2033,1.7233445662892022
1649,Tajikistan,TJK,2034,1.5750527787347735
1650,Tajikistan,TJK,2035,1.4395213263369073
1651,Tajikistan,TJK,2036,1.3156521971558104
1652,Tajikistan,TJK,2037,1.2024418618969444
1653,Tajikistan,TJK,2038,1.098973143789734
1654,Tajikistan,TJK,2039,1.0044077880537066
1655,Tajikistan,TJK,2040,0.9179796707534098
1656,Tajikistan,TJK,2041,0.8389885920234227
1657,Tajikistan,TJK,2042,0.7667946033791043
1658,Tajikistan,TJK,2043,0.7008128231556523
1659,Tajikistan,TJK,2044,0.6405086980725341
1660,Tajikistan,TJK,2045,0.5853936725348083
1661,Tajikistan,TJK,2046,0.5350212305859738
1662,Tajikistan,TJK,2047,0.4889832784462014
1663,Tajikistan,TJK,2048,0.44690683832886
1664,Tajikistan,TJK,2049,0.40845102675033973
1665,Tajikistan,TJK,2050,0.3733042928527363
1666,Oman,OMN,2017,4.436780992130587
1667,Oman,OMN,2018,3.616495752388075
1668,Oman,OMN,2019,3.4489981223923256
1669,Oman,OMN,2020,4.136360834426497
1670,Oman,OMN,2021,4.136360909072727
1671,Oman,OMN,2022,3.9387833870070215
1672,Oman,OMN,2023,3.750643357965677
1673,Oman,OMN,2024,3.57149003041303
1674,Oman,OMN,2025,3.4008941453335573
1675,Oman,OMN,2026,3.2384469477089657
1676,Oman,OMN,2027,3.083759207123719
1677,Oman,OMN,2028,2.936460285152368
1678,Oman,OMN,2029,2.796197247294111
1679,Oman,OMN,2030,2.662634017326536
1680,Oman,OMN,2031,2.5354505720528535
1681,Oman,OMN,2032,2.41434217451252
1682,Oman,OMN,2033,2.2990186438185187
1683,Oman,OMN,2034,2.189203659871598
1684,Oman,OMN,2035,2.084634101285477
1685,Oman,OMN,2036,1.9850594149368366
1686,Oman,OMN,2037,1.8902410156293323
1687,Oman,OMN,2038,1.7999517144332366
1688,Oman,OMN,2039,1.713975174331143
1689,Oman,OMN,2040,1.6321053918651844
1690,Oman,OMN,2041,1.554146203543995
1691,Oman,OMN,2042,1.4799108158266054
1692,Oman,OMN,2043,1.4092213575571646
1693,Oman,OMN,2044,1.34190845377802
1694,Oman,OMN,2045,1.2778108199001466
1695,Oman,OMN,2046,1.2167748752583585
1696,Oman,OMN,2047,1.1586543751254903
1697,Oman,OMN,2048,1.1033100603037924
1698,Oman,OMN,2049,1.0506093234539562
1699,Oman,OMN,2050,1.0004258913622692
1700,Aruba,ABW,2017,34.11048043046814
1701,Aruba,ABW,2018,34.408009898230965
1702,Aruba,ABW,2019,28.65258122058524
1703,Aruba,ABW,2020,45.841944316081424
1704,Aruba,ABW,2021,45.841946074913224
1705,Aruba,ABW,2022,45.92990648475203
1706,Aruba,ABW,2023,46.01803567088335
1707,Aruba,ABW,2024,46.10633395715101
1708,Aruba,ABW,2025,46.19480166802027
1709,Aruba,ABW,2026,46.283439128579005
1710,Aruba,ABW,2027,46.37224666453846
1711,Aruba,ABW,2028,46.46122460223529
1712,Aruba,ABW,2029,46.55037326863252
1713,Aruba,ABW,2030,46.63969299131985
1714,Aruba,ABW,2031,46.72918409851611
1715,Aruba,ABW,2032,46.81884691906959
1716,Aruba,ABW,2033,46.90868178246004
1717,Aruba,ABW,2034,46.998689018798686
1718,Aruba,ABW,2035,47.08886895883052
1719,Aruba,ABW,2036,47.17922193393536
1720,Aruba,ABW,2037,47.26974827612887
1721,Aruba,ABW,2038,47.3604483180631
1722,Aruba,ABW,2039,47.45132239302931
1723,Aruba,ABW,2040,47.54237083495778
1724,Aruba,ABW,2041,47.6335939784193
1725,Aruba,ABW,2042,47.72499215862739
1726,Aruba,ABW,2043,47.81656571143792
1727,Aruba,ABW,2044,47.90831497335185
1728,Aruba,ABW,2045,48.00024028151521
1729,Aruba,ABW,2046,48.092341973721254
1730,Aruba,ABW,2047,48.18462038841175
1731,Aruba,ABW,2048,48.27707586467732
1732,Aruba,ABW,2049,48.369708742259334
1733,Aruba,ABW,2050,48.462519361551195
1734,Mauritania,MRT,2017,8.733689643693438
1735,Mauritania,MRT,2018,8.883584248547606
1736,Mauritania,MRT,2019,10.291516935180073
1737,Mauritania,MRT,2020,10.916277729347637
1738,Mauritania,MRT,2021,10.91627803632779
1739,Mauritania,MRT,2022,10.263733302010008
1740,Mauritania,MRT,2023,9.650195876673246
1741,Mauritania,MRT,2024,9.073334011896423
1742,Mauritania,MRT,2025,8.530955344692599
1743,Mauritania,MRT,2026,8.020998565435653
1744,Mauritania,MRT,2027,7.541525583854658
1745,Mauritania,MRT,2028,7.09071416332375
1746,Mauritania,MRT,2029,6.666850995453579
1747,Mauritania,MRT,2030,6.268325188664169
1748,Mauritania,MRT,2031,5.893622145993221
1749,Mauritania,MRT,2032,5.541317808871346
1750,Mauritania,MRT,2033,5.2100732449891325
1751,Mauritania,MRT,2034,4.898629559685993
1752,Mauritania,MRT,2035,4.6058031115221585
1753,Mauritania,MRT,2036,4.330481013850568
1754,Mauritania,MRT,2037,4.071616905291999
1755,Mauritania,MRT,2038,3.828226973039842
1756,Mauritania,MRT,2039,3.599386213880251
1757,Mauritania,MRT,2040,3.3842249187183557
1758,Mauritania,MRT,2041,3.181925367249659
1759,Mauritania,MRT,2042,2.991718720214722
1760,Mauritania,MRT,2043,2.812882097426329
1761,Mauritania,MRT,2044,2.644735830463911
1762,Mauritania,MRT,2045,2.4866408795944333
1763,Mauritania,MRT,2046,2.3379964051024116
1764,Mauritania,MRT,2047,2.1982374837991694
1765,Mauritania,MRT,2048,2.066832962032728
1766,Mauritania,MRT,2049,1.9432834370388963
1767,Mauritania,MRT,2050,1.8271193589614871
1768,Comoros,COM,2017,142.6904496107004
1769,Comoros,COM,2018,111.0322162775699
1770,Comoros,COM,2019,140.67602799631942
1771,Comoros,COM,2020,112.28862393429432
1772,Comoros,COM,2021,112.28862631869289
1773,Comoros,COM,2022,100.16009052640992
1774,Comoros,COM,2023,89.34158394445141
1775,Comoros,COM,2024,79.6916075030784
1776,Comoros,COM,2025,71.08394575109963
1777,Comoros,COM,2026,63.406016039393954
1778,Comoros,COM,2027,56.557396012666786
1779,Comoros,COM,2028,50.44851014998763
1780,Comoros,COM,2029,44.9994581749023
1781,Comoros,COM,2030,40.13897001149178
1782,Comoros,COM,2031,35.80347361786717
1783,Comoros,COM,2032,31.936263504975578
1784,Comoros,COM,2033,28.486759065473887
1785,Comoros,COM,2034,25.40984301209596
1786,Comoros,COM,2035,22.665271272712328
1787,Comoros,COM,2036,20.217146623892628
1788,Comoros,COM,2037,18.033449178438243
1789,Comoros,COM,2038,16.085617585964716
1790,Comoros,COM,2039,14.348175468909691
1791,Comoros,COM,2040,12.798398207989921
1792,Comoros,COM,2041,11.416015718877093
1793,Comoros,COM,2042,10.182947332603531
1794,Comoros,COM,2043,9.083065312104944
1795,Comoros,COM,2044,8.10198391184947
1796,Comoros,COM,2045,7.2268712215893025
1797,Comoros,COM,2046,6.446281333273304
1798,Comoros,COM,2047,5.750004635971553
1799,Comoros,COM,2048,5.128934280767078
1800,Comoros,COM,2049,4.574947069061421
1801,Comoros,COM,2050,4.080797206390298
1802,Algeria,DZA,2017,0.17226916029797412
1803,Algeria,DZA,2018,0.13434409039734035
1804,Algeria,DZA,2019,0.11651476641541747
1805,Algeria,DZA,2020,0.13512909455302388
1806,Algeria,DZA,2021,0.13512906210580944
1807,Algeria,DZA,2022,0.12956000155544956
1808,Algeria,DZA,2023,0.12422045814174582
1809,Algeria,DZA,2024,0.11910097279785124
1810,Algeria,DZA,2025,0.1141924762924982
1811,Algeria,DZA,2026,0.10948627316374036
1812,Algeria,DZA,2027,0.10497402631483763
1813,Algeria,DZA,2028,0.1006477422449854
1814,Algeria,DZA,2029,0.09649975688873046
1815,Algeria,DZA,2030,0.09252272203898378
1816,Algeria,DZA,2031,0.08870959232958232
1817,Algeria,DZA,2032,0.08505361275433475
1818,Algeria,DZA,2033,0.0815483067004462
1819,Algeria,DZA,2034,0.07818746447511854
1820,Algeria,DZA,2035,0.07496513230500333
1821,Algeria,DZA,2036,0.07187560178901836
1822,Algeria,DZA,2037,0.06891339978584618
1823,Algeria,DZA,2038,0.0660732787181958
1824,Algeria,DZA,2039,0.06335020727665543
1825,Algeria,DZA,2040,0.06073936150666626
1826,Algeria,DZA,2041,0.05823611626282693
1827,Algeria,DZA,2042,0.05583603701539203
1828,Algeria,DZA,2043,0.053534871994448
1829,Algeria,DZA,2044,0.05132854465785028
1830,Algeria,DZA,2045,0.04921314646957904
1831,Algeria,DZA,2046,0.047184929975719124
1832,Algeria,DZA,2047,0.04524030216579968
1833,Algeria,DZA,2048,0.04337581810773198
1834,Algeria,DZA,2049,0.04158817484506937
1835,Algeria,DZA,2050,0.039874205545779834
1836,Haiti,HTI,2017,6.821857198010549
1837,Haiti,HTI,2018,6.919952871306343
1838,Haiti,HTI,2019,7.66399484068306
1839,Haiti,HTI,2020,5.3587491696133736
1840,Haiti,HTI,2021,5.3587478817550975
1841,Haiti,HTI,2022,5.099613975751819
1842,Haiti,HTI,2023,4.853011053239902
1843,Haiti,HTI,2024,4.618333151264942
1844,Haiti,HTI,2025,4.395003609528825
1845,Haiti,HTI,2026,4.182473653396122
1846,Haiti,HTI,2027,3.9802210454220894
1847,Haiti,HTI,2028,3.787748802089222
1848,Haiti,HTI,2029,3.604583972598667
1849,Haiti,HTI,2030,3.430276476715814
1850,Haiti,HTI,2031,3.264397998814484
1851,Haiti,HTI,2032,3.10654093540194
1852,Haiti,HTI,2033,2.9563173935386398
1853,Haiti,HTI,2034,2.813358237691552
1854,Haiti,HTI,2035,2.677312182679036
1855,Haiti,HTI,2036,2.5478449304782247
1856,Haiti,HTI,2037,2.4246383487740615
1857,Haiti,HTI,2038,2.307389689231352
1858,Haiti,HTI,2039,2.195810843568928
1859,Haiti,HTI,2040,2.089627635608047
1860,Haiti,HTI,2041,1.9885791475552475
1861,Haiti,HTI,2042,1.8924170788643304
1862,Haiti,HTI,2043,1.8009051361019135
1863,Haiti,HTI,2044,1.7138184523173803
1864,Haiti,HTI,2045,1.6309430344904796
1865,Haiti,HTI,2046,1.5520752376987559
1866,Haiti,HTI,2047,1.4770212647127925
1867,Haiti,HTI,2048,1.4055966897896013
1868,Haiti,HTI,2049,1.3376260054940101
1869,Haiti,HTI,2050,1.2729421914345074
1870,Greenland,GRL,2017,332.12500658281743
1871,Greenland,GRL,2018,422.9219627410084
1872,Greenland,GRL,2019,311.18472874158886
1873,Greenland,GRL,2020,342.4857627094966
1874,Greenland,GRL,2021,342.4857528830589
1875,Greenland,GRL,2022,317.86734580431664
1876,Greenland,GRL,2023,295.01854800710623
1877,Greenland,GRL,2024,273.81215723178514
1878,Greenland,GRL,2025,254.13011471440603
1879,Greenland,GRL,2026,235.86284793807673
1880,Greenland,GRL,2027,218.90866062835207
1881,Greenland,GRL,2028,203.1731665967191
1882,Greenland,GRL,2029,188.56876428027172
1883,Greenland,GRL,2030,175.01414905231474
1884,Greenland,GRL,2031,162.43386058880918
1885,Greenland,GRL,2032,150.75786277084356
1886,Greenland,GRL,2033,139.9211537843496
1887,Greenland,GRL,2034,129.86340424646878
1888,Greenland,GRL,2035,120.52862134394418
1889,Greenland,GRL,2036,111.86483711377825
1890,Greenland,GRL,2037,103.82381913074828
1891,Greenland,GRL,2038,96.36080199116145
1892,Greenland,GRL,2039,89.4342380979692
1893,Greenland,GRL,2040,83.00556635983499
1894,Greenland,GRL,2041,77.0389975164712
1895,Greenland,GRL,2042,71.50131489512634
1896,Greenland,GRL,2043,66.36168948900136
1897,Greenland,GRL,2044,61.59150832811915
1898,Greenland,GRL,2045,57.16421518715995
1899,Greenland,GRL,2046,53.05516274346639
1900,Greenland,GRL,2047,49.2414753621592
1901,Greenland,GRL,2048,45.701921744472116
1902,Greenland,GRL,2049,42.416796730321806
1903,Greenland,GRL,2050,39.36781159709232
1904,Guam,GUM,2017,6.926323717733544
1905,Guam,GUM,2018,5.924470824273537
1906,Guam,GUM,2019,5.646343264041795
1907,Guam,GUM,2020,6.073139018592876
1908,Guam,GUM,2021,6.073137898269522
1909,Guam,GUM,2022,6.1002288792974015
1910,Guam,GUM,2023,6.1274407074500115
1911,Guam,GUM,2024,6.154773921800755
1912,Guam,GUM,2025,6.182229063827715
1913,Guam,GUM,2026,6.209806677424464
1914,Guam,GUM,2027,6.2375073089106685
1915,Guam,GUM,2028,6.2653315070430935
1916,Guam,GUM,2029,6.293279823026308
1917,Guam,GUM,2030,6.321352810523834
1918,Guam,GUM,2031,6.3495510256687755
1919,Guam,GUM,2032,6.377875027075212
1920,Guam,GUM,2033,6.4063253758489225
1921,Guam,GUM,2034,6.434902635598795
1922,Guam,GUM,2035,6.463607372447742
1923,Guam,GUM,2036,6.492440155044127
1924,Guam,GUM,2037,6.52140155457287
1925,Guam,GUM,2038,6.550492144766837
1926,Guam,GUM,2039,6.579712501918242
1927,Guam,GUM,2040,6.609063204889945
1928,Guam,GUM,2041,6.638544835127053
1929,Guam,GUM,2042,6.668157976668326
1930,Guam,GUM,2043,6.697903216157826
1931,Guam,GUM,2044,6.727781142856528
1932,Guam,GUM,2045,6.757792348653926
1933,Guam,GUM,2046,6.787937428079789
1934,Guam,GUM,2047,6.818216978316084
1935,Guam,GUM,2048,6.848631599208575
1936,Guam,GUM,2049,6.8791818932787345
1937,Guam,GUM,2050,6.909868465735991
1938,Armenia,ARM,2017,0.022564492854036406
1939,Armenia,ARM,2018,0.023851948712732097
1940,Armenia,ARM,2019,0.02514459304307458
1941,Armenia,ARM,2020,0.019546328388413855
1942,Armenia,ARM,2021,0.01954632204676575
1943,Armenia,ARM,2022,0.018772185871670084
1944,Armenia,ARM,2023,0.018028709521791603
1945,Armenia,ARM,2024,0.017314678708336497
1946,Armenia,ARM,2025,0.016628927234672405
1947,Armenia,ARM,2026,0.01597033509162918
1948,Armenia,ARM,2027,0.015337826628233995
1949,Armenia,ARM,2028,0.01473036879489565
1950,Armenia,ARM,2029,0.01414696945616862
1951,Armenia,ARM,2030,0.013586675770339195
1952,Armenia,ARM,2031,0.013048572633188862
1953,Armenia,ARM,2032,0.012531781183393563
1954,Armenia,ARM,2033,0.01203545736711566
1955,Armenia,ARM,2034,0.011558790559446532
1956,Armenia,ARM,2035,0.011101002240446547
1957,Armenia,ARM,2036,0.010661344723621319
1958,Armenia,ARM,2037,0.010239099934756494
1959,Armenia,ARM,2038,0.009833578239117333
1960,Armenia,ARM,2039,0.009444117315096921
1961,Armenia,ARM,2040,0.009070081072474341
1962,Armenia,ARM,2041,0.00871085861351491
1963,Armenia,ARM,2042,0.00836586323521656
1964,Armenia,ARM,2043,0.008034531471072468
1965,Armenia,ARM,2044,0.007716322170784674
1966,Armenia,ARM,2045,0.0074107156164260005
1967,Armenia,ARM,2046,0.007117212673606609
1968,Armenia,ARM,2047,0.006835333976258558
1969,Armenia,ARM,2048,0.006564619143707381
1970,Armenia,ARM,2049,0.006304626028751518
1971,Armenia,ARM,2050,0.006054929995521902
1972,Mauritius,MUS,2017,6.905444303823872
1973,Mauritius,MUS,2018,6.348218484791715
1974,Mauritius,MUS,2019,6.10029026858729
1975,Mauritius,MUS,2020,6.92869416003483
1976,Mauritius,MUS,2021,6.928694432951911
1977,Mauritius,MUS,2022,6.860240801606049
1978,Mauritius,MUS,2023,6.792463473666274
1979,Mauritius,MUS,2024,6.7253557674373345
1980,Mauritius,MUS,2025,6.658911067237521
1981,Mauritius,MUS,2026,6.593122822746059
1982,Mauritius,MUS,2027,6.527984548357816
1983,Mauritius,MUS,2028,6.463489822543455
1984,Mauritius,MUS,2029,6.399632287216783
1985,Mauritius,MUS,2030,6.336405647107671
1986,Mauritius,MUS,2031,6.273803669141679
1987,Mauritius,MUS,2032,6.211820181825344
1988,Mauritius,MUS,2033,6.1504490746379625
1989,Mauritius,MUS,2034,6.089684297429086
1990,Mauritius,MUS,2035,6.029519859822179
1991,Mauritius,MUS,2036,5.969949830623913
1992,Mauritius,MUS,2037,5.91096833723966
1993,Mauritius,MUS,2038,5.852569565094365
1994,Mauritius,MUS,2039,5.7947477570594055
1995,Mauritius,MUS,2040,5.737497212885115
1996,Mauritius,MUS,2041,5.680812288638684
1997,Mauritius,MUS,2042,5.624687396147819
1998,Mauritius,MUS,2043,5.569117002449914
1999,Mauritius,MUS,2044,5.514095629246562
2000,Mauritius,MUS,2045,5.4596178523633645
2001,Mauritius,MUS,2046,5.405678301215403
2002,Mauritius,MUS,2047,5.3522716582776155
2003,Mauritius,MUS,2048,5.299392658560718
2004,Mauritius,MUS,2049,5.247036089092042
2005,Mauritius,MUS,2050,5.195196788401739
2006,Sint Maarten (Dutch part),SXM,2017,173.04692627966156
2007,Sint Maarten (Dutch part),SXM,2018,192.11315105166813
2008,Sint Maarten (Dutch part),SXM,2019,178.61822857439347
2009,Sint Maarten (Dutch part),SXM,2020,178.61822857439347
2010,Sint Maarten (Dutch part),SXM,2021,178.61824498676643
2011,Sint Maarten (Dutch part),SXM,2022,172.2030855697992
2012,Sint Maarten (Dutch part),SXM,2023,166.0183296614332
2013,Sint Maarten (Dutch part),SXM,2024,160.05570220982236
2014,Sint Maarten (Dutch part),SXM,2025,154.30722536555206
2015,Sint Maarten (Dutch part),SXM,2026,148.76520780747327
2016,Sint Maarten (Dutch part),SXM,2027,143.42223445190209
2017,Sint Maarten (Dutch part),SXM,2028,138.2711565314202
2018,Sint Maarten (Dutch part),SXM,2029,133.3050820299985
2019,Sint Maarten (Dutch part),SXM,2030,128.51736646164954
2020,Sint Maarten (Dutch part),SXM,2031,123.90160398026735
2021,Sint Maarten (Dutch part),SXM,2032,119.4516188087624
2022,Sint Maarten (Dutch part),SXM,2033,115.1614569760237
2023,Sint Maarten (Dutch part),SXM,2034,111.02537835065084
2024,Sint Maarten (Dutch part),SXM,2035,107.03784896079895
2025,Sint Maarten (Dutch part),SXM,2036,103.19353358986001
2026,Sint Maarten (Dutch part),SXM,2037,99.48728863807384
2027,Sint Maarten (Dutch part),SXM,2038,95.91415524051783
2028,Sint Maarten (Dutch part),SXM,2039,92.46935263226673
2029,Sint Maarten (Dutch part),SXM,2040,89.14827175184674
2030,Sint Maarten (Dutch part),SXM,2041,85.94646907442383
2031,Sint Maarten (Dutch part),SXM,2042,82.85966066647697
2032,Sint Maarten (Dutch part),SXM,2043,79.88371645399967
2033,Sint Maarten (Dutch part),SXM,2044,77.01465469656145
2034,Sint Maarten (Dutch part),SXM,2045,74.24863665983928
2035,Sint Maarten (Dutch part),SXM,2046,71.58196147948117
2036,Sint Maarten (Dutch part),SXM,2047,69.01106120944411
2037,Sint Maarten (Dutch part),SXM,2048,66.53249604816679
2038,Sint Maarten (Dutch part),SXM,2049,64.14294973620203
2039,Sint Maarten (Dutch part),SXM,2050,61.83922511914114
2040,Solomon Islands,SLB,2017,54.45297457343207
2041,Solomon Islands,SLB,2018,57.061409536435725
2042,Solomon Islands,SLB,2019,79.34283822856058
2043,Solomon Islands,SLB,2020,58.45635346990571
2044,Solomon Islands,SLB,2021,58.45635135047439
2045,Solomon Islands,SLB,2022,49.15240065622047
2046,Solomon Islands,SLB,2023,41.32927277285523
2047,Solomon Islands,SLB,2024,34.751278983906694
2048,Solomon Islands,SLB,2025,29.220242941474876
2049,Solomon Islands,SLB,2026,24.56953017338487
2050,Solomon Islands,SLB,2027,20.659027857843043
2051,Solomon Islands,SLB,2028,17.370923620406227
2052,Solomon Islands,SLB,2029,14.606156180356319
2053,Solomon Islands,SLB,2030,12.281430914493386
2054,Solomon Islands,SLB,2031,10.326710425726423
2055,Solomon Islands,SLB,2032,8.683104514390038
2056,Solomon Islands,SLB,2033,7.301095983091507
2057,Solomon Islands,SLB,2034,6.139048823606143
2058,Solomon Islands,SLB,2035,5.161953841710975
2059,Solomon Islands,SLB,2036,4.340373929181858
2060,Solomon Islands,SLB,2037,3.649557206981393
2061,Solomon Islands,SLB,2038,3.068691321150867
2062,Solomon Islands,SLB,2039,2.580276425450385
2063,Solomon Islands,SLB,2040,2.1695979604876325
2064,Solomon Islands,SLB,2041,1.8242833456614878
2065,Solomon Islands,SLB,2042,1.5339292283026862
2066,Solomon Islands,SLB,2043,1.2897880600823504
2067,Solomon Islands,SLB,2044,1.0845045581221096
2068,Solomon Islands,SLB,2045,0.9118941111243795
2069,Solomon Islands,SLB,2046,0.7667564545263024
2070,Solomon Islands,SLB,2047,0.6447190012367077
2071,Solomon Islands,SLB,2048,0.5421051079543256
