Nation,iso_code3,Year,fuelefficiency_trns_road_heavy_regional_hydrogen_km_per_litre
Afghanistan,AFG,2020,0.8847678369195924
Afghanistan,AFG,2021,0.8936155152887884
Afghanistan,AFG,2022,0.9025516704416763
Afghanistan,AFG,2023,0.911577187146093
Afghanistan,AFG,2024,0.920692959017554
Afghanistan,AFG,2025,0.9298998886077295
Afghanistan,AFG,2026,0.9391988874938069
Afghanistan,AFG,2027,0.948590876368745
Afghanistan,AFG,2028,0.9580767851324324
Afghanistan,AFG,2029,0.9676575529837568
Afghanistan,AFG,2030,0.9773341285135944
Afghanistan,AFG,2031,0.9871074697987303
Afghanistan,AFG,2032,0.9969785444967176
Afghanistan,AFG,2033,1.0069483299416848
Afghanistan,AFG,2034,1.0170178132411016
Afghanistan,AFG,2035,1.0271879913735127
Afghanistan,AFG,2036,1.0374598712872478
Afghanistan,AFG,2037,1.0478344700001203
Afghanistan,AFG,2038,1.0583128147001215
Afghanistan,AFG,2039,1.0688959428471227
Afghanistan,AFG,2040,1.079584902275594
Afghanistan,AFG,2041,1.0903807512983499
Afghanistan,AFG,2042,1.1012845588113334
Afghanistan,AFG,2043,1.1122974043994467
Afghanistan,AFG,2044,1.1234203784434411
Afghanistan,AFG,2045,1.1346545822278755
Afghanistan,AFG,2046,1.1460011280501543
Afghanistan,AFG,2047,1.1574611393306558
Afghanistan,AFG,2048,1.1690357507239624
Afghanistan,AFG,2049,1.180726108231202
Afghanistan,AFG,2050,1.192533369313514
Åland Islands,ALA,2020,0.8847678369195924
Åland Islands,ALA,2021,0.8936155152887884
Åland Islands,ALA,2022,0.9025516704416763
Åland Islands,ALA,2023,0.911577187146093
Åland Islands,ALA,2024,0.920692959017554
Åland Islands,ALA,2025,0.9298998886077295
Åland Islands,ALA,2026,0.9391988874938069
Åland Islands,ALA,2027,0.948590876368745
Åland Islands,ALA,2028,0.9580767851324324
Åland Islands,ALA,2029,0.9676575529837568
Åland Islands,ALA,2030,0.9773341285135944
Åland Islands,ALA,2031,0.9871074697987303
Åland Islands,ALA,2032,0.9969785444967176
Åland Islands,ALA,2033,1.0069483299416848
Åland Islands,ALA,2034,1.0170178132411016
Åland Islands,ALA,2035,1.0271879913735127
Åland Islands,ALA,2036,1.0374598712872478
Åland Islands,ALA,2037,1.0478344700001203
Åland Islands,ALA,2038,1.0583128147001215
Åland Islands,ALA,2039,1.0688959428471227
Åland Islands,ALA,2040,1.079584902275594
Åland Islands,ALA,2041,1.0903807512983499
Åland Islands,ALA,2042,1.1012845588113334
Åland Islands,ALA,2043,1.1122974043994467
Åland Islands,ALA,2044,1.1234203784434411
Åland Islands,ALA,2045,1.1346545822278755
Åland Islands,ALA,2046,1.1460011280501543
Åland Islands,ALA,2047,1.1574611393306558
Åland Islands,ALA,2048,1.1690357507239624
Åland Islands,ALA,2049,1.180726108231202
Åland Islands,ALA,2050,1.192533369313514
Albania,ALB,2020,0.8847678369195924
Albania,ALB,2021,0.8936155152887884
Albania,ALB,2022,0.9025516704416763
Albania,ALB,2023,0.911577187146093
Albania,ALB,2024,0.920692959017554
Albania,ALB,2025,0.9298998886077295
Albania,ALB,2026,0.9391988874938069
Albania,ALB,2027,0.948590876368745
Albania,ALB,2028,0.9580767851324324
Albania,ALB,2029,0.9676575529837568
Albania,ALB,2030,0.9773341285135944
Albania,ALB,2031,0.9871074697987303
Albania,ALB,2032,0.9969785444967176
Albania,ALB,2033,1.0069483299416848
Albania,ALB,2034,1.0170178132411016
Albania,ALB,2035,1.0271879913735127
Albania,ALB,2036,1.0374598712872478
Albania,ALB,2037,1.0478344700001203
Albania,ALB,2038,1.0583128147001215
Albania,ALB,2039,1.0688959428471227
Albania,ALB,2040,1.079584902275594
Albania,ALB,2041,1.0903807512983499
Albania,ALB,2042,1.1012845588113334
Albania,ALB,2043,1.1122974043994467
Albania,ALB,2044,1.1234203784434411
Albania,ALB,2045,1.1346545822278755
Albania,ALB,2046,1.1460011280501543
Albania,ALB,2047,1.1574611393306558
Albania,ALB,2048,1.1690357507239624
Albania,ALB,2049,1.180726108231202
Albania,ALB,2050,1.192533369313514
Algeria,DZA,2020,0.8847678369195924
Algeria,DZA,2021,0.8936155152887884
Algeria,DZA,2022,0.9025516704416763
Algeria,DZA,2023,0.911577187146093
Algeria,DZA,2024,0.920692959017554
Algeria,DZA,2025,0.9298998886077295
Algeria,DZA,2026,0.9391988874938069
Algeria,DZA,2027,0.948590876368745
Algeria,DZA,2028,0.9580767851324324
Algeria,DZA,2029,0.9676575529837568
Algeria,DZA,2030,0.9773341285135944
Algeria,DZA,2031,0.9871074697987303
Algeria,DZA,2032,0.9969785444967176
Algeria,DZA,2033,1.0069483299416848
Algeria,DZA,2034,1.0170178132411016
Algeria,DZA,2035,1.0271879913735127
Algeria,DZA,2036,1.0374598712872478
Algeria,DZA,2037,1.0478344700001203
Algeria,DZA,2038,1.0583128147001215
Algeria,DZA,2039,1.0688959428471227
Algeria,DZA,2040,1.079584902275594
Algeria,DZA,2041,1.0903807512983499
Algeria,DZA,2042,1.1012845588113334
Algeria,DZA,2043,1.1122974043994467
Algeria,DZA,2044,1.1234203784434411
Algeria,DZA,2045,1.1346545822278755
Algeria,DZA,2046,1.1460011280501543
Algeria,DZA,2047,1.1574611393306558
Algeria,DZA,2048,1.1690357507239624
Algeria,DZA,2049,1.180726108231202
Algeria,DZA,2050,1.192533369313514
American Samoa,ASM,2020,0.8847678369195924
American Samoa,ASM,2021,0.8936155152887884
American Samoa,ASM,2022,0.9025516704416763
American Samoa,ASM,2023,0.911577187146093
American Samoa,ASM,2024,0.920692959017554
American Samoa,ASM,2025,0.9298998886077295
American Samoa,ASM,2026,0.9391988874938069
American Samoa,ASM,2027,0.948590876368745
American Samoa,ASM,2028,0.9580767851324324
American Samoa,ASM,2029,0.9676575529837568
American Samoa,ASM,2030,0.9773341285135944
American Samoa,ASM,2031,0.9871074697987303
American Samoa,ASM,2032,0.9969785444967176
American Samoa,ASM,2033,1.0069483299416848
American Samoa,ASM,2034,1.0170178132411016
American Samoa,ASM,2035,1.0271879913735127
American Samoa,ASM,2036,1.0374598712872478
American Samoa,ASM,2037,1.0478344700001203
American Samoa,ASM,2038,1.0583128147001215
American Samoa,ASM,2039,1.0688959428471227
American Samoa,ASM,2040,1.079584902275594
American Samoa,ASM,2041,1.0903807512983499
American Samoa,ASM,2042,1.1012845588113334
American Samoa,ASM,2043,1.1122974043994467
American Samoa,ASM,2044,1.1234203784434411
American Samoa,ASM,2045,1.1346545822278755
American Samoa,ASM,2046,1.1460011280501543
American Samoa,ASM,2047,1.1574611393306558
American Samoa,ASM,2048,1.1690357507239624
American Samoa,ASM,2049,1.180726108231202
American Samoa,ASM,2050,1.192533369313514
Andorra,AND,2020,0.8847678369195924
Andorra,AND,2021,0.8936155152887884
Andorra,AND,2022,0.9025516704416763
Andorra,AND,2023,0.911577187146093
Andorra,AND,2024,0.920692959017554
Andorra,AND,2025,0.9298998886077295
Andorra,AND,2026,0.9391988874938069
Andorra,AND,2027,0.948590876368745
Andorra,AND,2028,0.9580767851324324
Andorra,AND,2029,0.9676575529837568
Andorra,AND,2030,0.9773341285135944
Andorra,AND,2031,0.9871074697987303
Andorra,AND,2032,0.9969785444967176
Andorra,AND,2033,1.0069483299416848
Andorra,AND,2034,1.0170178132411016
Andorra,AND,2035,1.0271879913735127
Andorra,AND,2036,1.0374598712872478
Andorra,AND,2037,1.0478344700001203
Andorra,AND,2038,1.0583128147001215
Andorra,AND,2039,1.0688959428471227
Andorra,AND,2040,1.079584902275594
Andorra,AND,2041,1.0903807512983499
Andorra,AND,2042,1.1012845588113334
Andorra,AND,2043,1.1122974043994467
Andorra,AND,2044,1.1234203784434411
Andorra,AND,2045,1.1346545822278755
Andorra,AND,2046,1.1460011280501543
Andorra,AND,2047,1.1574611393306558
Andorra,AND,2048,1.1690357507239624
Andorra,AND,2049,1.180726108231202
Andorra,AND,2050,1.192533369313514
Angola,AGO,2020,0.8847678369195924
Angola,AGO,2021,0.8936155152887884
Angola,AGO,2022,0.9025516704416763
Angola,AGO,2023,0.911577187146093
Angola,AGO,2024,0.920692959017554
Angola,AGO,2025,0.9298998886077295
Angola,AGO,2026,0.9391988874938069
Angola,AGO,2027,0.948590876368745
Angola,AGO,2028,0.9580767851324324
Angola,AGO,2029,0.9676575529837568
Angola,AGO,2030,0.9773341285135944
Angola,AGO,2031,0.9871074697987303
Angola,AGO,2032,0.9969785444967176
Angola,AGO,2033,1.0069483299416848
Angola,AGO,2034,1.0170178132411016
Angola,AGO,2035,1.0271879913735127
Angola,AGO,2036,1.0374598712872478
Angola,AGO,2037,1.0478344700001203
Angola,AGO,2038,1.0583128147001215
Angola,AGO,2039,1.0688959428471227
Angola,AGO,2040,1.079584902275594
Angola,AGO,2041,1.0903807512983499
Angola,AGO,2042,1.1012845588113334
Angola,AGO,2043,1.1122974043994467
Angola,AGO,2044,1.1234203784434411
Angola,AGO,2045,1.1346545822278755
Angola,AGO,2046,1.1460011280501543
Angola,AGO,2047,1.1574611393306558
Angola,AGO,2048,1.1690357507239624
Angola,AGO,2049,1.180726108231202
Angola,AGO,2050,1.192533369313514
Anguilla,AIA,2020,0.8847678369195924
Anguilla,AIA,2021,0.8936155152887884
Anguilla,AIA,2022,0.9025516704416763
Anguilla,AIA,2023,0.911577187146093
Anguilla,AIA,2024,0.920692959017554
Anguilla,AIA,2025,0.9298998886077295
Anguilla,AIA,2026,0.9391988874938069
Anguilla,AIA,2027,0.948590876368745
Anguilla,AIA,2028,0.9580767851324324
Anguilla,AIA,2029,0.9676575529837568
Anguilla,AIA,2030,0.9773341285135944
Anguilla,AIA,2031,0.9871074697987303
Anguilla,AIA,2032,0.9969785444967176
Anguilla,AIA,2033,1.0069483299416848
Anguilla,AIA,2034,1.0170178132411016
Anguilla,AIA,2035,1.0271879913735127
Anguilla,AIA,2036,1.0374598712872478
Anguilla,AIA,2037,1.0478344700001203
Anguilla,AIA,2038,1.0583128147001215
Anguilla,AIA,2039,1.0688959428471227
Anguilla,AIA,2040,1.079584902275594
Anguilla,AIA,2041,1.0903807512983499
Anguilla,AIA,2042,1.1012845588113334
Anguilla,AIA,2043,1.1122974043994467
Anguilla,AIA,2044,1.1234203784434411
Anguilla,AIA,2045,1.1346545822278755
Anguilla,AIA,2046,1.1460011280501543
Anguilla,AIA,2047,1.1574611393306558
Anguilla,AIA,2048,1.1690357507239624
Anguilla,AIA,2049,1.180726108231202
Anguilla,AIA,2050,1.192533369313514
Antarctica,ATA,2020,0.8847678369195924
Antarctica,ATA,2021,0.8936155152887884
Antarctica,ATA,2022,0.9025516704416763
Antarctica,ATA,2023,0.911577187146093
Antarctica,ATA,2024,0.920692959017554
Antarctica,ATA,2025,0.9298998886077295
Antarctica,ATA,2026,0.9391988874938069
Antarctica,ATA,2027,0.948590876368745
Antarctica,ATA,2028,0.9580767851324324
Antarctica,ATA,2029,0.9676575529837568
Antarctica,ATA,2030,0.9773341285135944
Antarctica,ATA,2031,0.9871074697987303
Antarctica,ATA,2032,0.9969785444967176
Antarctica,ATA,2033,1.0069483299416848
Antarctica,ATA,2034,1.0170178132411016
Antarctica,ATA,2035,1.0271879913735127
Antarctica,ATA,2036,1.0374598712872478
Antarctica,ATA,2037,1.0478344700001203
Antarctica,ATA,2038,1.0583128147001215
Antarctica,ATA,2039,1.0688959428471227
Antarctica,ATA,2040,1.079584902275594
Antarctica,ATA,2041,1.0903807512983499
Antarctica,ATA,2042,1.1012845588113334
Antarctica,ATA,2043,1.1122974043994467
Antarctica,ATA,2044,1.1234203784434411
Antarctica,ATA,2045,1.1346545822278755
Antarctica,ATA,2046,1.1460011280501543
Antarctica,ATA,2047,1.1574611393306558
Antarctica,ATA,2048,1.1690357507239624
Antarctica,ATA,2049,1.180726108231202
Antarctica,ATA,2050,1.192533369313514
Antigua and Barbuda,ATG,2020,0.8847678369195924
Antigua and Barbuda,ATG,2021,0.8936155152887884
Antigua and Barbuda,ATG,2022,0.9025516704416763
Antigua and Barbuda,ATG,2023,0.911577187146093
Antigua and Barbuda,ATG,2024,0.920692959017554
Antigua and Barbuda,ATG,2025,0.9298998886077295
Antigua and Barbuda,ATG,2026,0.9391988874938069
Antigua and Barbuda,ATG,2027,0.948590876368745
Antigua and Barbuda,ATG,2028,0.9580767851324324
Antigua and Barbuda,ATG,2029,0.9676575529837568
Antigua and Barbuda,ATG,2030,0.9773341285135944
Antigua and Barbuda,ATG,2031,0.9871074697987303
Antigua and Barbuda,ATG,2032,0.9969785444967176
Antigua and Barbuda,ATG,2033,1.0069483299416848
Antigua and Barbuda,ATG,2034,1.0170178132411016
Antigua and Barbuda,ATG,2035,1.0271879913735127
Antigua and Barbuda,ATG,2036,1.0374598712872478
Antigua and Barbuda,ATG,2037,1.0478344700001203
Antigua and Barbuda,ATG,2038,1.0583128147001215
Antigua and Barbuda,ATG,2039,1.0688959428471227
Antigua and Barbuda,ATG,2040,1.079584902275594
Antigua and Barbuda,ATG,2041,1.0903807512983499
Antigua and Barbuda,ATG,2042,1.1012845588113334
Antigua and Barbuda,ATG,2043,1.1122974043994467
Antigua and Barbuda,ATG,2044,1.1234203784434411
Antigua and Barbuda,ATG,2045,1.1346545822278755
Antigua and Barbuda,ATG,2046,1.1460011280501543
Antigua and Barbuda,ATG,2047,1.1574611393306558
Antigua and Barbuda,ATG,2048,1.1690357507239624
Antigua and Barbuda,ATG,2049,1.180726108231202
Antigua and Barbuda,ATG,2050,1.192533369313514
Argentina,ARG,2020,0.8847678369195924
Argentina,ARG,2021,0.8936155152887884
Argentina,ARG,2022,0.9025516704416763
Argentina,ARG,2023,0.911577187146093
Argentina,ARG,2024,0.920692959017554
Argentina,ARG,2025,0.9298998886077295
Argentina,ARG,2026,0.9391988874938069
Argentina,ARG,2027,0.948590876368745
Argentina,ARG,2028,0.9580767851324324
Argentina,ARG,2029,0.9676575529837568
Argentina,ARG,2030,0.9773341285135944
Argentina,ARG,2031,0.9871074697987303
Argentina,ARG,2032,0.9969785444967176
Argentina,ARG,2033,1.0069483299416848
Argentina,ARG,2034,1.0170178132411016
Argentina,ARG,2035,1.0271879913735127
Argentina,ARG,2036,1.0374598712872478
Argentina,ARG,2037,1.0478344700001203
Argentina,ARG,2038,1.0583128147001215
Argentina,ARG,2039,1.0688959428471227
Argentina,ARG,2040,1.079584902275594
Argentina,ARG,2041,1.0903807512983499
Argentina,ARG,2042,1.1012845588113334
Argentina,ARG,2043,1.1122974043994467
Argentina,ARG,2044,1.1234203784434411
Argentina,ARG,2045,1.1346545822278755
Argentina,ARG,2046,1.1460011280501543
Argentina,ARG,2047,1.1574611393306558
Argentina,ARG,2048,1.1690357507239624
Argentina,ARG,2049,1.180726108231202
Argentina,ARG,2050,1.192533369313514
Armenia,ARM,2020,0.8847678369195924
Armenia,ARM,2021,0.8936155152887884
Armenia,ARM,2022,0.9025516704416763
Armenia,ARM,2023,0.911577187146093
Armenia,ARM,2024,0.920692959017554
Armenia,ARM,2025,0.9298998886077295
Armenia,ARM,2026,0.9391988874938069
Armenia,ARM,2027,0.948590876368745
Armenia,ARM,2028,0.9580767851324324
Armenia,ARM,2029,0.9676575529837568
Armenia,ARM,2030,0.9773341285135944
Armenia,ARM,2031,0.9871074697987303
Armenia,ARM,2032,0.9969785444967176
Armenia,ARM,2033,1.0069483299416848
Armenia,ARM,2034,1.0170178132411016
Armenia,ARM,2035,1.0271879913735127
Armenia,ARM,2036,1.0374598712872478
Armenia,ARM,2037,1.0478344700001203
Armenia,ARM,2038,1.0583128147001215
Armenia,ARM,2039,1.0688959428471227
Armenia,ARM,2040,1.079584902275594
Armenia,ARM,2041,1.0903807512983499
Armenia,ARM,2042,1.1012845588113334
Armenia,ARM,2043,1.1122974043994467
Armenia,ARM,2044,1.1234203784434411
Armenia,ARM,2045,1.1346545822278755
Armenia,ARM,2046,1.1460011280501543
Armenia,ARM,2047,1.1574611393306558
Armenia,ARM,2048,1.1690357507239624
Armenia,ARM,2049,1.180726108231202
Armenia,ARM,2050,1.192533369313514
Aruba,ABW,2020,0.8847678369195924
Aruba,ABW,2021,0.8936155152887884
Aruba,ABW,2022,0.9025516704416763
Aruba,ABW,2023,0.911577187146093
Aruba,ABW,2024,0.920692959017554
Aruba,ABW,2025,0.9298998886077295
Aruba,ABW,2026,0.9391988874938069
Aruba,ABW,2027,0.948590876368745
Aruba,ABW,2028,0.9580767851324324
Aruba,ABW,2029,0.9676575529837568
Aruba,ABW,2030,0.9773341285135944
Aruba,ABW,2031,0.9871074697987303
Aruba,ABW,2032,0.9969785444967176
Aruba,ABW,2033,1.0069483299416848
Aruba,ABW,2034,1.0170178132411016
Aruba,ABW,2035,1.0271879913735127
Aruba,ABW,2036,1.0374598712872478
Aruba,ABW,2037,1.0478344700001203
Aruba,ABW,2038,1.0583128147001215
Aruba,ABW,2039,1.0688959428471227
Aruba,ABW,2040,1.079584902275594
Aruba,ABW,2041,1.0903807512983499
Aruba,ABW,2042,1.1012845588113334
Aruba,ABW,2043,1.1122974043994467
Aruba,ABW,2044,1.1234203784434411
Aruba,ABW,2045,1.1346545822278755
Aruba,ABW,2046,1.1460011280501543
Aruba,ABW,2047,1.1574611393306558
Aruba,ABW,2048,1.1690357507239624
Aruba,ABW,2049,1.180726108231202
Aruba,ABW,2050,1.192533369313514
Australia,AUS,2020,0.8847678369195924
Australia,AUS,2021,0.8936155152887884
Australia,AUS,2022,0.9025516704416763
Australia,AUS,2023,0.911577187146093
Australia,AUS,2024,0.920692959017554
Australia,AUS,2025,0.9298998886077295
Australia,AUS,2026,0.9391988874938069
Australia,AUS,2027,0.948590876368745
Australia,AUS,2028,0.9580767851324324
Australia,AUS,2029,0.9676575529837568
Australia,AUS,2030,0.9773341285135944
Australia,AUS,2031,0.9871074697987303
Australia,AUS,2032,0.9969785444967176
Australia,AUS,2033,1.0069483299416848
Australia,AUS,2034,1.0170178132411016
Australia,AUS,2035,1.0271879913735127
Australia,AUS,2036,1.0374598712872478
Australia,AUS,2037,1.0478344700001203
Australia,AUS,2038,1.0583128147001215
Australia,AUS,2039,1.0688959428471227
Australia,AUS,2040,1.079584902275594
Australia,AUS,2041,1.0903807512983499
Australia,AUS,2042,1.1012845588113334
Australia,AUS,2043,1.1122974043994467
Australia,AUS,2044,1.1234203784434411
Australia,AUS,2045,1.1346545822278755
Australia,AUS,2046,1.1460011280501543
Australia,AUS,2047,1.1574611393306558
Australia,AUS,2048,1.1690357507239624
Australia,AUS,2049,1.180726108231202
Australia,AUS,2050,1.192533369313514
Austria,AUT,2020,0.8847678369195924
Austria,AUT,2021,0.8936155152887884
Austria,AUT,2022,0.9025516704416763
Austria,AUT,2023,0.911577187146093
Austria,AUT,2024,0.920692959017554
Austria,AUT,2025,0.9298998886077295
Austria,AUT,2026,0.9391988874938069
Austria,AUT,2027,0.948590876368745
Austria,AUT,2028,0.9580767851324324
Austria,AUT,2029,0.9676575529837568
Austria,AUT,2030,0.9773341285135944
Austria,AUT,2031,0.9871074697987303
Austria,AUT,2032,0.9969785444967176
Austria,AUT,2033,1.0069483299416848
Austria,AUT,2034,1.0170178132411016
Austria,AUT,2035,1.0271879913735127
Austria,AUT,2036,1.0374598712872478
Austria,AUT,2037,1.0478344700001203
Austria,AUT,2038,1.0583128147001215
Austria,AUT,2039,1.0688959428471227
Austria,AUT,2040,1.079584902275594
Austria,AUT,2041,1.0903807512983499
Austria,AUT,2042,1.1012845588113334
Austria,AUT,2043,1.1122974043994467
Austria,AUT,2044,1.1234203784434411
Austria,AUT,2045,1.1346545822278755
Austria,AUT,2046,1.1460011280501543
Austria,AUT,2047,1.1574611393306558
Austria,AUT,2048,1.1690357507239624
Austria,AUT,2049,1.180726108231202
Austria,AUT,2050,1.192533369313514
Azerbaijan,AZE,2020,0.8847678369195924
Azerbaijan,AZE,2021,0.8936155152887884
Azerbaijan,AZE,2022,0.9025516704416763
Azerbaijan,AZE,2023,0.911577187146093
Azerbaijan,AZE,2024,0.920692959017554
Azerbaijan,AZE,2025,0.9298998886077295
Azerbaijan,AZE,2026,0.9391988874938069
Azerbaijan,AZE,2027,0.948590876368745
Azerbaijan,AZE,2028,0.9580767851324324
Azerbaijan,AZE,2029,0.9676575529837568
Azerbaijan,AZE,2030,0.9773341285135944
Azerbaijan,AZE,2031,0.9871074697987303
Azerbaijan,AZE,2032,0.9969785444967176
Azerbaijan,AZE,2033,1.0069483299416848
Azerbaijan,AZE,2034,1.0170178132411016
Azerbaijan,AZE,2035,1.0271879913735127
Azerbaijan,AZE,2036,1.0374598712872478
Azerbaijan,AZE,2037,1.0478344700001203
Azerbaijan,AZE,2038,1.0583128147001215
Azerbaijan,AZE,2039,1.0688959428471227
Azerbaijan,AZE,2040,1.079584902275594
Azerbaijan,AZE,2041,1.0903807512983499
Azerbaijan,AZE,2042,1.1012845588113334
Azerbaijan,AZE,2043,1.1122974043994467
Azerbaijan,AZE,2044,1.1234203784434411
Azerbaijan,AZE,2045,1.1346545822278755
Azerbaijan,AZE,2046,1.1460011280501543
Azerbaijan,AZE,2047,1.1574611393306558
Azerbaijan,AZE,2048,1.1690357507239624
Azerbaijan,AZE,2049,1.180726108231202
Azerbaijan,AZE,2050,1.192533369313514
Bahamas,BHS,2020,0.8847678369195924
Bahamas,BHS,2021,0.8936155152887884
Bahamas,BHS,2022,0.9025516704416763
Bahamas,BHS,2023,0.911577187146093
Bahamas,BHS,2024,0.920692959017554
Bahamas,BHS,2025,0.9298998886077295
Bahamas,BHS,2026,0.9391988874938069
Bahamas,BHS,2027,0.948590876368745
Bahamas,BHS,2028,0.9580767851324324
Bahamas,BHS,2029,0.9676575529837568
Bahamas,BHS,2030,0.9773341285135944
Bahamas,BHS,2031,0.9871074697987303
Bahamas,BHS,2032,0.9969785444967176
Bahamas,BHS,2033,1.0069483299416848
Bahamas,BHS,2034,1.0170178132411016
Bahamas,BHS,2035,1.0271879913735127
Bahamas,BHS,2036,1.0374598712872478
Bahamas,BHS,2037,1.0478344700001203
Bahamas,BHS,2038,1.0583128147001215
Bahamas,BHS,2039,1.0688959428471227
Bahamas,BHS,2040,1.079584902275594
Bahamas,BHS,2041,1.0903807512983499
Bahamas,BHS,2042,1.1012845588113334
Bahamas,BHS,2043,1.1122974043994467
Bahamas,BHS,2044,1.1234203784434411
Bahamas,BHS,2045,1.1346545822278755
Bahamas,BHS,2046,1.1460011280501543
Bahamas,BHS,2047,1.1574611393306558
Bahamas,BHS,2048,1.1690357507239624
Bahamas,BHS,2049,1.180726108231202
Bahamas,BHS,2050,1.192533369313514
Bahrain,BHR,2020,0.8847678369195924
Bahrain,BHR,2021,0.8936155152887884
Bahrain,BHR,2022,0.9025516704416763
Bahrain,BHR,2023,0.911577187146093
Bahrain,BHR,2024,0.920692959017554
Bahrain,BHR,2025,0.9298998886077295
Bahrain,BHR,2026,0.9391988874938069
Bahrain,BHR,2027,0.948590876368745
Bahrain,BHR,2028,0.9580767851324324
Bahrain,BHR,2029,0.9676575529837568
Bahrain,BHR,2030,0.9773341285135944
Bahrain,BHR,2031,0.9871074697987303
Bahrain,BHR,2032,0.9969785444967176
Bahrain,BHR,2033,1.0069483299416848
Bahrain,BHR,2034,1.0170178132411016
Bahrain,BHR,2035,1.0271879913735127
Bahrain,BHR,2036,1.0374598712872478
Bahrain,BHR,2037,1.0478344700001203
Bahrain,BHR,2038,1.0583128147001215
Bahrain,BHR,2039,1.0688959428471227
Bahrain,BHR,2040,1.079584902275594
Bahrain,BHR,2041,1.0903807512983499
Bahrain,BHR,2042,1.1012845588113334
Bahrain,BHR,2043,1.1122974043994467
Bahrain,BHR,2044,1.1234203784434411
Bahrain,BHR,2045,1.1346545822278755
Bahrain,BHR,2046,1.1460011280501543
Bahrain,BHR,2047,1.1574611393306558
Bahrain,BHR,2048,1.1690357507239624
Bahrain,BHR,2049,1.180726108231202
Bahrain,BHR,2050,1.192533369313514
Bangladesh,BGD,2020,0.8847678369195924
Bangladesh,BGD,2021,0.8936155152887884
Bangladesh,BGD,2022,0.9025516704416763
Bangladesh,BGD,2023,0.911577187146093
Bangladesh,BGD,2024,0.920692959017554
Bangladesh,BGD,2025,0.9298998886077295
Bangladesh,BGD,2026,0.9391988874938069
Bangladesh,BGD,2027,0.948590876368745
Bangladesh,BGD,2028,0.9580767851324324
Bangladesh,BGD,2029,0.9676575529837568
Bangladesh,BGD,2030,0.9773341285135944
Bangladesh,BGD,2031,0.9871074697987303
Bangladesh,BGD,2032,0.9969785444967176
Bangladesh,BGD,2033,1.0069483299416848
Bangladesh,BGD,2034,1.0170178132411016
Bangladesh,BGD,2035,1.0271879913735127
Bangladesh,BGD,2036,1.0374598712872478
Bangladesh,BGD,2037,1.0478344700001203
Bangladesh,BGD,2038,1.0583128147001215
Bangladesh,BGD,2039,1.0688959428471227
Bangladesh,BGD,2040,1.079584902275594
Bangladesh,BGD,2041,1.0903807512983499
Bangladesh,BGD,2042,1.1012845588113334
Bangladesh,BGD,2043,1.1122974043994467
Bangladesh,BGD,2044,1.1234203784434411
Bangladesh,BGD,2045,1.1346545822278755
Bangladesh,BGD,2046,1.1460011280501543
Bangladesh,BGD,2047,1.1574611393306558
Bangladesh,BGD,2048,1.1690357507239624
Bangladesh,BGD,2049,1.180726108231202
Bangladesh,BGD,2050,1.192533369313514
Barbados,BRB,2020,0.8847678369195924
Barbados,BRB,2021,0.8936155152887884
Barbados,BRB,2022,0.9025516704416763
Barbados,BRB,2023,0.911577187146093
Barbados,BRB,2024,0.920692959017554
Barbados,BRB,2025,0.9298998886077295
Barbados,BRB,2026,0.9391988874938069
Barbados,BRB,2027,0.948590876368745
Barbados,BRB,2028,0.9580767851324324
Barbados,BRB,2029,0.9676575529837568
Barbados,BRB,2030,0.9773341285135944
Barbados,BRB,2031,0.9871074697987303
Barbados,BRB,2032,0.9969785444967176
Barbados,BRB,2033,1.0069483299416848
Barbados,BRB,2034,1.0170178132411016
Barbados,BRB,2035,1.0271879913735127
Barbados,BRB,2036,1.0374598712872478
Barbados,BRB,2037,1.0478344700001203
Barbados,BRB,2038,1.0583128147001215
Barbados,BRB,2039,1.0688959428471227
Barbados,BRB,2040,1.079584902275594
Barbados,BRB,2041,1.0903807512983499
Barbados,BRB,2042,1.1012845588113334
Barbados,BRB,2043,1.1122974043994467
Barbados,BRB,2044,1.1234203784434411
Barbados,BRB,2045,1.1346545822278755
Barbados,BRB,2046,1.1460011280501543
Barbados,BRB,2047,1.1574611393306558
Barbados,BRB,2048,1.1690357507239624
Barbados,BRB,2049,1.180726108231202
Barbados,BRB,2050,1.192533369313514
Belarus,BLR,2020,0.8847678369195924
Belarus,BLR,2021,0.8936155152887884
Belarus,BLR,2022,0.9025516704416763
Belarus,BLR,2023,0.911577187146093
Belarus,BLR,2024,0.920692959017554
Belarus,BLR,2025,0.9298998886077295
Belarus,BLR,2026,0.9391988874938069
Belarus,BLR,2027,0.948590876368745
Belarus,BLR,2028,0.9580767851324324
Belarus,BLR,2029,0.9676575529837568
Belarus,BLR,2030,0.9773341285135944
Belarus,BLR,2031,0.9871074697987303
Belarus,BLR,2032,0.9969785444967176
Belarus,BLR,2033,1.0069483299416848
Belarus,BLR,2034,1.0170178132411016
Belarus,BLR,2035,1.0271879913735127
Belarus,BLR,2036,1.0374598712872478
Belarus,BLR,2037,1.0478344700001203
Belarus,BLR,2038,1.0583128147001215
Belarus,BLR,2039,1.0688959428471227
Belarus,BLR,2040,1.079584902275594
Belarus,BLR,2041,1.0903807512983499
Belarus,BLR,2042,1.1012845588113334
Belarus,BLR,2043,1.1122974043994467
Belarus,BLR,2044,1.1234203784434411
Belarus,BLR,2045,1.1346545822278755
Belarus,BLR,2046,1.1460011280501543
Belarus,BLR,2047,1.1574611393306558
