Year,iso_code3,cost_enfu_fuel_coal_usd_per_tonne
2019,SWE,104.8891667
2020,SWE,104.8891667
2015,SWZ,104.8891667
2016,SWZ,104.8891667
2017,SWZ,104.8891667
2018,SWZ,104.8891667
2019,SWZ,104.8891667
2020,SWZ,104.8891667
2015,SXM,104.8891667
2016,SXM,104.8891667
2017,SXM,104.8891667
2018,SXM,104.8891667
2019,SXM,104.8891667
2020,SXM,104.8891667
2015,SYC,104.8891667
2016,SYC,104.8891667
2017,SYC,104.8891667
2018,SYC,104.8891667
2019,SYC,104.8891667
2020,SYC,104.8891667
2015,SYR,104.8891667
2016,SYR,104.8891667
2017,SYR,104.8891667
2018,SYR,104.8891667
2019,SYR,104.8891667
2020,SYR,104.8891667
2015,TCA,104.8891667
2016,TCA,104.8891667
2017,TCA,104.8891667
2018,TCA,104.8891667
2019,TCA,104.8891667
2020,TCA,104.8891667
2015,TCD,104.8891667
2016,TCD,104.8891667
2017,TCD,104.8891667
2018,TCD,104.8891667
2019,TCD,104.8891667
2020,TCD,104.8891667
2015,TGO,104.8891667
2016,TGO,104.8891667
2017,TGO,104.8891667
2018,TGO,104.8891667
2019,TGO,104.8891667
2020,TGO,104.8891667
2015,THA,104.8891667
2016,THA,104.8891667
2017,THA,104.8891667
2018,THA,104.8891667
2019,THA,104.8891667
2020,THA,104.8891667
2015,TJK,104.8891667
2016,TJK,104.8891667
2017,TJK,104.8891667
2018,TJK,104.8891667
2019,TJK,104.8891667
2020,TJK,104.8891667
2015,TKM,104.8891667
2016,TKM,104.8891667
2017,TKM,104.8891667
2018,TKM,104.8891667
2019,TKM,104.8891667
2020,TKM,104.8891667
2015,TLS,104.8891667
2016,TLS,104.8891667
2017,TLS,104.8891667
2018,TLS,104.8891667
2019,TLS,104.8891667
2020,TLS,104.8891667
2015,TON,104.8891667
2016,TON,104.8891667
2017,TON,104.8891667
2018,TON,104.8891667
2019,TON,104.8891667
2020,TON,104.8891667
2015,TTO,104.8891667
2016,TTO,104.8891667
2017,TTO,104.8891667
2018,TTO,104.8891667
2019,TTO,104.8891667
2020,TTO,104.8891667
2015,TUN,104.8891667
2016,TUN,104.8891667
2017,TUN,104.8891667
2018,TUN,104.8891667
2019,TUN,104.8891667
2020,TUN,104.8891667
2015,TUR,233.793125
2016,TUR,233.793125
2017,TUR,233.793125
2018,TUR,233.793125
2019,TUR,233.793125
2020,TUR,233.793125
2015,TUV,104.8891667
2016,TUV,104.8891667
2017,TUV,104.8891667
2018,TUV,104.8891667
2019,TUV,104.8891667
2020,TUV,104.8891667
2015,TZA,104.8891667
2016,TZA,104.8891667
2017,TZA,104.8891667
2018,TZA,104.8891667
2019,TZA,104.8891667
2020,TZA,104.8891667
2015,UGA,104.8891667
2016,UGA,104.8891667
2017,UGA,104.8891667
2018,UGA,104.8891667
2019,UGA,104.8891667
2020,UGA,104.8891667
2015,UKR,104.8891667
2016,UKR,104.8891667
2017,UKR,104.8891667
2018,UKR,104.8891667
2019,UKR,104.8891667
2020,UKR,104.8891667
2015,URY,104.8891667
2016,URY,104.8891667
2017,URY,104.8891667
2018,URY,104.8891667
2019,URY,104.8891667
2020,URY,104.8891667
2015,USA,104.8891667
2016,USA,104.8891667
2017,USA,104.8891667
2018,USA,104.8891667
2019,USA,104.8891667
2020,USA,104.8891667
2015,UZB,104.8891667
2016,UZB,104.8891667
2017,UZB,104.8891667
2018,UZB,104.8891667
2019,UZB,104.8891667
2020,UZB,104.8891667
2015,VCT,104.8891667
2016,VCT,104.8891667
2017,VCT,104.8891667
2018,VCT,104.8891667
2019,VCT,104.8891667
2020,VCT,104.8891667
2015,VEN,104.8891667
2016,VEN,104.8891667
2017,VEN,104.8891667
2018,VEN,104.8891667
2019,VEN,104.8891667
2020,VEN,104.8891667
2015,VGB,104.8891667
2016,VGB,104.8891667
2017,VGB,104.8891667
2018,VGB,104.8891667
2019,VGB,104.8891667
2020,VGB,104.8891667
2015,VIR,104.8891667
2016,VIR,104.8891667
2017,VIR,104.8891667
2018,VIR,104.8891667
2019,VIR,104.8891667
2020,VIR,104.8891667
2015,VNM,104.8891667
2016,VNM,104.8891667
2017,VNM,104.8891667
2018,VNM,104.8891667
2019,VNM,104.8891667
2020,VNM,104.8891667
2015,VUT,104.8891667
2016,VUT,104.8891667
2017,VUT,104.8891667
2018,VUT,104.8891667
2019,VUT,104.8891667
2020,VUT,104.8891667
2015,WSM,104.8891667
2016,WSM,104.8891667
2017,WSM,104.8891667
2018,WSM,104.8891667
2019,WSM,104.8891667
2020,WSM,104.8891667
2015,XKX,104.8891667
2016,XKX,104.8891667
2017,XKX,104.8891667
2018,XKX,104.8891667
2019,XKX,104.8891667
2020,XKX,104.8891667
2015,YEM,104.8891667
2016,YEM,104.8891667
2017,YEM,104.8891667
2018,YEM,104.8891667
2019,YEM,104.8891667
2020,YEM,104.8891667
2015,ZAF,104.8891667
2016,ZAF,104.8891667
2017,ZAF,104.8891667
2018,ZAF,104.8891667
2019,ZAF,104.8891667
2020,ZAF,104.8891667
2015,ZMB,104.8891667
2016,ZMB,104.8891667
2017,ZMB,104.8891667
2018,ZMB,104.8891667
2019,ZMB,104.8891667
2020,ZMB,104.8891667
2015,ZWE,104.8891667
2016,ZWE,104.8891667
2017,ZWE,104.8891667
2018,ZWE,104.8891667
2019,ZWE,104.8891667
2020,ZWE,104.8891667
