iso_code3,Nation,Year,pop_lvst_initial_cattle_dairy
BWA,Botswana,2025,1100000.0
BWA,Botswana,2026,1100000.0
BWA,Botswana,2027,1100000.0
BWA,Botswana,2028,1100000.0
BWA,Botswana,2029,1100000.0
BWA,Botswana,2030,1100000.0
BWA,Botswana,2031,1100000.0
BWA,Botswana,2032,1100000.0
BWA,Botswana,2033,1100000.0
BWA,Botswana,2034,1100000.0
BWA,Botswana,2035,1100000.0
BWA,Botswana,2036,1100000.0
BWA,Botswana,2037,1100000.0
BWA,Botswana,2038,1100000.0
BWA,Botswana,2039,1100000.0
BWA,Botswana,2040,1100000.0
BWA,Botswana,2041,1100000.0
BWA,Botswana,2042,1100000.0
BWA,Botswana,2043,1100000.0
BWA,Botswana,2044,1100000.0
BWA,Botswana,2045,1100000.0
BWA,Botswana,2046,1100000.0
BWA,Botswana,2047,1100000.0
BWA,Botswana,2048,1100000.0
BWA,Botswana,2049,1100000.0
BWA,Botswana,2050,1100000.0
CAF,Central African Republic,2023,4764737.0
CAF,Central African Republic,2024,4764737.0
CAF,Central African Republic,2025,4764737.0
CAF,Central African Republic,2026,4764737.0
CAF,Central African Republic,2027,4764737.0
CAF,Central African Republic,2028,4764737.0
CAF,Central African Republic,2029,4764737.0
CAF,Central African Republic,2030,4764737.0
CAF,Central African Republic,2031,4764737.0
CAF,Central African Republic,2032,4764737.0
CAF,Central African Republic,2033,4764737.0
CAF,Central African Republic,2034,4764737.0
CAF,Central African Republic,2035,4764737.0
CAF,Central African Republic,2036,4764737.0
CAF,Central African Republic,2037,4764737.0
CAF,Central African Republic,2038,4764737.0
CAF,Central African Republic,2039,4764737.0
CAF,Central African Republic,2040,4764737.0
CAF,Central African Republic,2041,4764737.0
CAF,Central African Republic,2042,4764737.0
CAF,Central African Republic,2043,4764737.0
CAF,Central African Republic,2044,4764737.0
CAF,Central African Republic,2045,4764737.0
CAF,Central African Republic,2046,4764737.0
CAF,Central African Republic,2047,4764737.0
CAF,Central African Republic,2048,4764737.0
CAF,Central African Republic,2049,4764737.0
CAF,Central African Republic,2050,4764737.0
CAN,Canada,2023,11515000.0
CAN,Canada,2024,11515000.0
CAN,Canada,2025,11515000.0
CAN,Canada,2026,11515000.0
CAN,Canada,2027,11515000.0
CAN,Canada,2028,11515000.0
CAN,Canada,2029,11515000.0
CAN,Canada,2030,11515000.0
CAN,Canada,2031,11515000.0
CAN,Canada,2032,11515000.0
CAN,Canada,2033,11515000.0
CAN,Canada,2034,11515000.0
CAN,Canada,2035,11515000.0
CAN,Canada,2036,11515000.0
CAN,Canada,2037,11515000.0
CAN,Canada,2038,11515000.0
CAN,Canada,2039,11515000.0
CAN,Canada,2040,11515000.0
CAN,Canada,2041,11515000.0
CAN,Canada,2042,11515000.0
CAN,Canada,2043,11515000.0
CAN,Canada,2044,11515000.0
CAN,Canada,2045,11515000.0
CAN,Canada,2046,11515000.0
CAN,Canada,2047,11515000.0
CAN,Canada,2048,11515000.0
CAN,Canada,2049,11515000.0
CAN,Canada,2050,11515000.0
CHE,Switzerland,2023,1525270.0
CHE,Switzerland,2024,1525270.0
CHE,Switzerland,2025,1525270.0
CHE,Switzerland,2026,1525270.0
CHE,Switzerland,2027,1525270.0
CHE,Switzerland,2028,1525270.0
CHE,Switzerland,2029,1525270.0
CHE,Switzerland,2030,1525270.0
CHE,Switzerland,2031,1525270.0
CHE,Switzerland,2032,1525270.0
CHE,Switzerland,2033,1525270.0
CHE,Switzerland,2034,1525270.0
CHE,Switzerland,2035,1525270.0
CHE,Switzerland,2036,1525270.0
CHE,Switzerland,2037,1525270.0
CHE,Switzerland,2038,1525270.0
CHE,Switzerland,2039,1525270.0
CHE,Switzerland,2040,1525270.0
CHE,Switzerland,2041,1525270.0
CHE,Switzerland,2042,1525270.0
CHE,Switzerland,2043,1525270.0
CHE,Switzerland,2044,1525270.0
CHE,Switzerland,2045,1525270.0
CHE,Switzerland,2046,1525270.0
CHE,Switzerland,2047,1525270.0
CHE,Switzerland,2048,1525270.0
CHE,Switzerland,2049,1525270.0
CHE,Switzerland,2050,1525270.0
CHL,Chile,2023,2975433.0
CHL,Chile,2024,2975433.0
CHL,Chile,2025,2975433.0
CHL,Chile,2026,2975433.0
CHL,Chile,2027,2975433.0
CHL,Chile,2028,2975433.0
CHL,Chile,2029,2975433.0
CHL,Chile,2030,2975433.0
CHL,Chile,2031,2975433.0
CHL,Chile,2032,2975433.0
CHL,Chile,2033,2975433.0
CHL,Chile,2034,2975433.0
CHL,Chile,2035,2975433.0
CHL,Chile,2036,2975433.0
CHL,Chile,2037,2975433.0
CHL,Chile,2038,2975433.0
CHL,Chile,2039,2975433.0
CHL,Chile,2040,2975433.0
CHL,Chile,2041,2975433.0
CHL,Chile,2042,2975433.0
CHL,Chile,2043,2975433.0
CHL,Chile,2044,2975433.0
CHL,Chile,2045,2975433.0
CHL,Chile,2046,2975433.0
CHL,Chile,2047,2975433.0
CHL,Chile,2048,2975433.0
CHL,Chile,2049,2975433.0
CHL,Chile,2050,2975433.0
CHN,"China, mainland",2023,71510950.0
CHN,"China, mainland",2024,71510950.0
CHN,"China, mainland",2025,71510950.0
CHN,"China, mainland",2026,71510950.0
CHN,"China, mainland",2027,71510950.0
CHN,"China, mainland",2028,71510950.0
CHN,"China, mainland",2029,71510950.0
CHN,"China, mainland",2030,71510950.0
CHN,"China, mainland",2031,71510950.0
CHN,"China, mainland",2032,71510950.0
CHN,"China, mainland",2033,71510950.0
CHN,"China, mainland",2034,71510950.0
CHN,"China, mainland",2035,71510950.0
CHN,"China, mainland",2036,71510950.0
CHN,"China, mainland",2037,71510950.0
CHN,"China, mainland",2038,71510950.0
CHN,"China, mainland",2039,71510950.0
CHN,"China, mainland",2040,71510950.0
CHN,"China, mainland",2041,71510950.0
CHN,"China, mainland",2042,71510950.0
CHN,"China, mainland",2043,71510950.0
CHN,"China, mainland",2044,71510950.0
CHN,"China, mainland",2045,71510950.0
CHN,"China, mainland",2046,71510950.0
CHN,"China, mainland",2047,71510950.0
CHN,"China, mainland",2048,71510950.0
CHN,"China, mainland",2049,71510950.0
CHN,"China, mainland",2050,71510950.0
CIV,Côte d'Ivoire,2023,1835661.0
CIV,Côte d'Ivoire,2024,1835661.0
CIV,Côte d'Ivoire,2025,1835661.0
CIV,Côte d'Ivoire,2026,1835661.0
CIV,Côte d'Ivoire,2027,1835661.0
CIV,Côte d'Ivoire,2028,1835661.0
CIV,Côte d'Ivoire,2029,1835661.0
CIV,Côte d'Ivoire,2030,1835661.0
CIV,Côte d'Ivoire,2031,1835661.0
CIV,Côte d'Ivoire,2032,1835661.0
CIV,Côte d'Ivoire,2033,1835661.0
CIV,Côte d'Ivoire,2034,1835661.0
CIV,Côte d'Ivoire,2035,1835661.0
CIV,Côte d'Ivoire,2036,1835661.0
CIV,Côte d'Ivoire,2037,1835661.0
CIV,Côte d'Ivoire,2038,1835661.0
CIV,Côte d'Ivoire,2039,1835661.0
CIV,Côte d'Ivoire,2040,1835661.0
CIV,Côte d'Ivoire,2041,1835661.0
CIV,Côte d'Ivoire,2042,1835661.0
CIV,Côte d'Ivoire,2043,1835661.0
CIV,Côte d'Ivoire,2044,1835661.0
CIV,Côte d'Ivoire,2045,1835661.0
CIV,Côte d'Ivoire,2046,1835661.0
CIV,Côte d'Ivoire,2047,1835661.0
CIV,Côte d'Ivoire,2048,1835661.0
CIV,Côte d'Ivoire,2049,1835661.0
CIV,Côte d'Ivoire,2050,1835661.0
CMR,Cameroon,2023,5954726.0
CMR,Cameroon,2024,5954726.0
CMR,Cameroon,2025,5954726.0
CMR,Cameroon,2026,5954726.0
CMR,Cameroon,2027,5954726.0
CMR,Cameroon,2028,5954726.0
CMR,Cameroon,2029,5954726.0
CMR,Cameroon,2030,5954726.0
CMR,Cameroon,2031,5954726.0
CMR,Cameroon,2032,5954726.0
CMR,Cameroon,2033,5954726.0
CMR,Cameroon,2034,5954726.0
CMR,Cameroon,2035,5954726.0
CMR,Cameroon,2036,5954726.0
CMR,Cameroon,2037,5954726.0
CMR,Cameroon,2038,5954726.0
CMR,Cameroon,2039,5954726.0
CMR,Cameroon,2040,5954726.0
CMR,Cameroon,2041,5954726.0
CMR,Cameroon,2042,5954726.0
CMR,Cameroon,2043,5954726.0
CMR,Cameroon,2044,5954726.0
CMR,Cameroon,2045,5954726.0
CMR,Cameroon,2046,5954726.0
CMR,Cameroon,2047,5954726.0
CMR,Cameroon,2048,5954726.0
CMR,Cameroon,2049,5954726.0
CMR,Cameroon,2050,5954726.0
COD,Democratic Republic of the Congo,2023,1652514.0
COD,Democratic Republic of the Congo,2024,1652514.0
COD,Democratic Republic of the Congo,2025,1652514.0
COD,Democratic Republic of the Congo,2026,1652514.0
COD,Democratic Republic of the Congo,2027,1652514.0
COD,Democratic Republic of the Congo,2028,1652514.0
COD,Democratic Republic of the Congo,2029,1652514.0
COD,Democratic Republic of the Congo,2030,1652514.0
COD,Democratic Republic of the Congo,2031,1652514.0
COD,Democratic Republic of the Congo,2032,1652514.0
COD,Democratic Republic of the Congo,2033,1652514.0
COD,Democratic Republic of the Congo,2034,1652514.0
COD,Democratic Republic of the Congo,2035,1652514.0
COD,Democratic Republic of the Congo,2036,1652514.0
COD,Democratic Republic of the Congo,2037,1652514.0
COD,Democratic Republic of the Congo,2038,1652514.0
COD,Democratic Republic of the Congo,2039,1652514.0
COD,Democratic Republic of the Congo,2040,1652514.0
COD,Democratic Republic of the Congo,2041,1652514.0
COD,Democratic Republic of the Congo,2042,1652514.0
COD,Democratic Republic of the Congo,2043,1652514.0
COD,Democratic Republic of the Congo,2044,1652514.0
COD,Democratic Republic of the Congo,2045,1652514.0
COD,Democratic Republic of the Congo,2046,1652514.0
COD,Democratic Republic of the Congo,2047,1652514.0
COD,Democratic Republic of the Congo,2048,1652514.0
COD,Democratic Republic of the Congo,2049,1652514.0
COD,Democratic Republic of the Congo,2050,1652514.0
COG,Congo,2023,329202.0
COG,Congo,2024,329202.0
COG,Congo,2025,329202.0
COG,Congo,2026,329202.0
COG,Congo,2027,329202.0
COG,Congo,2028,329202.0
COG,Congo,2029,329202.0
COG,Congo,2030,329202.0
COG,Congo,2031,329202.0
COG,Congo,2032,329202.0
COG,Congo,2033,329202.0
COG,Congo,2034,329202.0
COG,Congo,2035,329202.0
COG,Congo,2036,329202.0
COG,Congo,2037,329202.0
COG,Congo,2038,329202.0
COG,Congo,2039,329202.0
COG,Congo,2040,329202.0
COG,Congo,2041,329202.0
COG,Congo,2042,329202.0
COG,Congo,2043,329202.0
COG,Congo,2044,329202.0
COG,Congo,2045,329202.0
COG,Congo,2046,329202.0
COG,Congo,2047,329202.0
COG,Congo,2048,329202.0
COG,Congo,2049,329202.0
COG,Congo,2050,329202.0
COK,Cook Islands,2023,227.0
COK,Cook Islands,2024,227.0
COK,Cook Islands,2025,227.0
COK,Cook Islands,2026,227.0
COK,Cook Islands,2027,227.0
COK,Cook Islands,2028,227.0
COK,Cook Islands,2029,227.0
COK,Cook Islands,2030,227.0
COK,Cook Islands,2031,227.0
COK,Cook Islands,2032,227.0
COK,Cook Islands,2033,227.0
COK,Cook Islands,2034,227.0
COK,Cook Islands,2035,227.0
COK,Cook Islands,2036,227.0
COK,Cook Islands,2037,227.0
COK,Cook Islands,2038,227.0
COK,Cook Islands,2039,227.0
COK,Cook Islands,2040,227.0
COK,Cook Islands,2041,227.0
COK,Cook Islands,2042,227.0
COK,Cook Islands,2043,227.0
COK,Cook Islands,2044,227.0
COK,Cook Islands,2045,227.0
COK,Cook Islands,2046,227.0
COK,Cook Islands,2047,227.0
COK,Cook Islands,2048,227.0
COK,Cook Islands,2049,227.0
COK,Cook Islands,2050,227.0
COL,Colombia,2023,29642539.0
COL,Colombia,2024,29642539.0
COL,Colombia,2025,29642539.0
COL,Colombia,2026,29642539.0
COL,Colombia,2027,29642539.0
COL,Colombia,2028,29642539.0
COL,Colombia,2029,29642539.0
COL,Colombia,2030,29642539.0
COL,Colombia,2031,29642539.0
COL,Colombia,2032,29642539.0
COL,Colombia,2033,29642539.0
COL,Colombia,2034,29642539.0
COL,Colombia,2035,29642539.0
COL,Colombia,2036,29642539.0
COL,Colombia,2037,29642539.0
COL,Colombia,2038,29642539.0
COL,Colombia,2039,29642539.0
COL,Colombia,2040,29642539.0
COL,Colombia,2041,29642539.0
COL,Colombia,2042,29642539.0
COL,Colombia,2043,29642539.0
COL,Colombia,2044,29642539.0
COL,Colombia,2045,29642539.0
COL,Colombia,2046,29642539.0
COL,Colombia,2047,29642539.0
COL,Colombia,2048,29642539.0
COL,Colombia,2049,29642539.0
COL,Colombia,2050,29642539.0
COM,Comoros,2023,51263.0
COM,Comoros,2024,51263.0
COM,Comoros,2025,51263.0
COM,Comoros,2026,51263.0
COM,Comoros,2027,51263.0
COM,Comoros,2028,51263.0
COM,Comoros,2029,51263.0
COM,Comoros,2030,51263.0
COM,Comoros,2031,51263.0
COM,Comoros,2032,51263.0
COM,Comoros,2033,51263.0
COM,Comoros,2034,51263.0
COM,Comoros,2035,51263.0
COM,Comoros,2036,51263.0
COM,Comoros,2037,51263.0
COM,Comoros,2038,51263.0
COM,Comoros,2039,51263.0
COM,Comoros,2040,51263.0
COM,Comoros,2041,51263.0
COM,Comoros,2042,51263.0
COM,Comoros,2043,51263.0
COM,Comoros,2044,51263.0
COM,Comoros,2045,51263.0
COM,Comoros,2046,51263.0
COM,Comoros,2047,51263.0
COM,Comoros,2048,51263.0
COM,Comoros,2049,51263.0
COM,Comoros,2050,51263.0
CPV,Cabo Verde,2023,29649.0
CPV,Cabo Verde,2024,29649.0
CPV,Cabo Verde,2025,29649.0
CPV,Cabo Verde,2026,29649.0
CPV,Cabo Verde,2027,29649.0
CPV,Cabo Verde,2028,29649.0
CPV,Cabo Verde,2029,29649.0
CPV,Cabo Verde,2030,29649.0
CPV,Cabo Verde,2031,29649.0
CPV,Cabo Verde,2032,29649.0
CPV,Cabo Verde,2033,29649.0
CPV,Cabo Verde,2034,29649.0
CPV,Cabo Verde,2035,29649.0
CPV,Cabo Verde,2036,29649.0
CPV,Cabo Verde,2037,29649.0
CPV,Cabo Verde,2038,29649.0
CPV,Cabo Verde,2039,29649.0
CPV,Cabo Verde,2040,29649.0
CPV,Cabo Verde,2041,29649.0
CPV,Cabo Verde,2042,29649.0
CPV,Cabo Verde,2043,29649.0
CPV,Cabo Verde,2044,29649.0
CPV,Cabo Verde,2045,29649.0
CPV,Cabo Verde,2046,29649.0
CPV,Cabo Verde,2047,29649.0
CPV,Cabo Verde,2048,29649.0
CPV,Cabo Verde,2049,29649.0
CPV,Cabo Verde,2050,29649.0
CRI,Costa Rica,2023,1826000.0
CRI,Costa Rica,2024,1826000.0
CRI,Costa Rica,2025,1826000.0
CRI,Costa Rica,2026,1826000.0
CRI,Costa Rica,2027,1826000.0
CRI,Costa Rica,2028,1826000.0
CRI,Costa Rica,2029,1826000.0
CRI,Costa Rica,2030,1826000.0
CRI,Costa Rica,2031,1826000.0
CRI,Costa Rica,2032,1826000.0
CRI,Costa Rica,2033,1826000.0
CRI,Costa Rica,2034,1826000.0
CRI,Costa Rica,2035,1826000.0
CRI,Costa Rica,2036,1826000.0
CRI,Costa Rica,2037,1826000.0
CRI,Costa Rica,2038,1826000.0
CRI,Costa Rica,2039,1826000.0
CRI,Costa Rica,2040,1826000.0
CRI,Costa Rica,2041,1826000.0
CRI,Costa Rica,2042,1826000.0
CRI,Costa Rica,2043,1826000.0
CRI,Costa Rica,2044,1826000.0
CRI,Costa Rica,2045,1826000.0
CRI,Costa Rica,2046,1826000.0
CRI,Costa Rica,2047,1826000.0
CRI,Costa Rica,2048,1826000.0
CRI,Costa Rica,2049,1826000.0
CRI,Costa Rica,2050,1826000.0
CUB,Cuba,2023,3516400.0
CUB,Cuba,2024,3516400.0
CUB,Cuba,2025,3516400.0
CUB,Cuba,2026,3516400.0
CUB,Cuba,2027,3516400.0
CUB,Cuba,2028,3516400.0
CUB,Cuba,2029,3516400.0
CUB,Cuba,2030,3516400.0
CUB,Cuba,2031,3516400.0
CUB,Cuba,2032,3516400.0
CUB,Cuba,2033,3516400.0
CUB,Cuba,2034,3516400.0
CUB,Cuba,2035,3516400.0
CUB,Cuba,2036,3516400.0
CUB,Cuba,2037,3516400.0
CUB,Cuba,2038,3516400.0
CUB,Cuba,2039,3516400.0
CUB,Cuba,2040,3516400.0
CUB,Cuba,2041,3516400.0
CUB,Cuba,2042,3516400.0
CUB,Cuba,2043,3516400.0
CUB,Cuba,2044,3516400.0
CUB,Cuba,2045,3516400.0
CUB,Cuba,2046,3516400.0
CUB,Cuba,2047,3516400.0
CUB,Cuba,2048,3516400.0
CUB,Cuba,2049,3516400.0
CUB,Cuba,2050,3516400.0
CYP,Cyprus,2023,81440.0
CYP,Cyprus,2024,81440.0
CYP,Cyprus,2025,81440.0
CYP,Cyprus,2026,81440.0
CYP,Cyprus,2027,81440.0
CYP,Cyprus,2028,81440.0
CYP,Cyprus,2029,81440.0
CYP,Cyprus,2030,81440.0
CYP,Cyprus,2031,81440.0
CYP,Cyprus,2032,81440.0
CYP,Cyprus,2033,81440.0
CYP,Cyprus,2034,81440.0
CYP,Cyprus,2035,81440.0
CYP,Cyprus,2036,81440.0
CYP,Cyprus,2037,81440.0
CYP,Cyprus,2038,81440.0
CYP,Cyprus,2039,81440.0
CYP,Cyprus,2040,81440.0
CYP,Cyprus,2041,81440.0
CYP,Cyprus,2042,81440.0
CYP,Cyprus,2043,81440.0
CYP,Cyprus,2044,81440.0
CYP,Cyprus,2045,81440.0
CYP,Cyprus,2046,81440.0
CYP,Cyprus,2047,81440.0
CYP,Cyprus,2048,81440.0
CYP,Cyprus,2049,81440.0
CYP,Cyprus,2050,81440.0
CZE,Czechia,2023,1390490.0
CZE,Czechia,2024,1390490.0
CZE,Czechia,2025,1390490.0
CZE,Czechia,2026,1390490.0
CZE,Czechia,2027,1390490.0
CZE,Czechia,2028,1390490.0
CZE,Czechia,2029,1390490.0
CZE,Czechia,2030,1390490.0
CZE,Czechia,2031,1390490.0
CZE,Czechia,2032,1390490.0
CZE,Czechia,2033,1390490.0
CZE,Czechia,2034,1390490.0
CZE,Czechia,2035,1390490.0
CZE,Czechia,2036,1390490.0
CZE,Czechia,2037,1390490.0
CZE,Czechia,2038,1390490.0
CZE,Czechia,2039,1390490.0
CZE,Czechia,2040,1390490.0
CZE,Czechia,2041,1390490.0
CZE,Czechia,2042,1390490.0
CZE,Czechia,2043,1390490.0
CZE,Czechia,2044,1390490.0
CZE,Czechia,2045,1390490.0
CZE,Czechia,2046,1390490.0
CZE,Czechia,2047,1390490.0
CZE,Czechia,2048,1390490.0
CZE,Czechia,2049,1390490.0
CZE,Czechia,2050,1390490.0
DEU,Germany,2023,10996960.0
DEU,Germany,2024,10996960.0
DEU,Germany,2025,10996960.0
DEU,Germany,2026,10996960.0
DEU,Germany,2027,10996960.0
DEU,Germany,2028,10996960.0
DEU,Germany,2029,10996960.0
DEU,Germany,2030,10996960.0
DEU,Germany,2031,10996960.0
DEU,Germany,2032,10996960.0
DEU,Germany,2033,10996960.0
DEU,Germany,2034,10996960.0
DEU,Germany,2035,10996960.0
DEU,Germany,2036,10996960.0
DEU,Germany,2037,10996960.0
DEU,Germany,2038,10996960.0
DEU,Germany,2039,10996960.0
DEU,Germany,2040,10996960.0
DEU,Germany,2041,10996960.0
DEU,Germany,2042,10996960.0
DEU,Germany,2043,10996960.0
DEU,Germany,2044,10996960.0
DEU,Germany,2045,10996960.0
DEU,Germany,2046,10996960.0
DEU,Germany,2047,10996960.0
DEU,Germany,2048,10996960.0
DEU,Germany,2049,10996960.0
DEU,Germany,2050,10996960.0
DJI,Djibouti,2023,309895.0
DJI,Djibouti,2024,309895.0
DJI,Djibouti,2025,309895.0
DJI,Djibouti,2026,309895.0
DJI,Djibouti,2027,309895.0
DJI,Djibouti,2028,309895.0
DJI,Djibouti,2029,309895.0
DJI,Djibouti,2030,309895.0
DJI,Djibouti,2031,309895.0
DJI,Djibouti,2032,309895.0
DJI,Djibouti,2033,309895.0
DJI,Djibouti,2034,309895.0
DJI,Djibouti,2035,309895.0
DJI,Djibouti,2036,309895.0
DJI,Djibouti,2037,309895.0
DJI,Djibouti,2038,309895.0
DJI,Djibouti,2039,309895.0
DJI,Djibouti,2040,309895.0
DJI,Djibouti,2041,309895.0
DJI,Djibouti,2042,309895.0
DJI,Djibouti,2043,309895.0
DJI,Djibouti,2044,309895.0
DJI,Djibouti,2045,309895.0
DJI,Djibouti,2046,309895.0
DJI,Djibouti,2047,309895.0
DJI,Djibouti,2048,309895.0
DJI,Djibouti,2049,309895.0
DJI,Djibouti,2050,309895.0
DMA,Dominica,2023,13988.0
DMA,Dominica,2024,13988.0
DMA,Dominica,2025,13988.0
DMA,Dominica,2026,13988.0
DMA,Dominica,2027,13988.0
DMA,Dominica,2028,13988.0
DMA,Dominica,2029,13988.0
DMA,Dominica,2030,13988.0
DMA,Dominica,2031,13988.0
DMA,Dominica,2032,13988.0
DMA,Dominica,2033,13988.0
DMA,Dominica,2034,13988.0
DMA,Dominica,2035,13988.0
DMA,Dominica,2036,13988.0
DMA,Dominica,2037,13988.0
DMA,Dominica,2038,13988.0
DMA,Dominica,2039,13988.0
DMA,Dominica,2040,13988.0
DMA,Dominica,2041,13988.0
DMA,Dominica,2042,13988.0
DMA,Dominica,2043,13988.0
DMA,Dominica,2044,13988.0
DMA,Dominica,2045,13988.0
DMA,Dominica,2046,13988.0
DMA,Dominica,2047,13988.0
DMA,Dominica,2048,13988.0
DMA,Dominica,2049,13988.0
DMA,Dominica,2050,13988.0
DNK,Denmark,2023,1466000.0
DNK,Denmark,2024,1466000.0
DNK,Denmark,2025,1466000.0
DNK,Denmark,2026,1466000.0
DNK,Denmark,2027,1466000.0
DNK,Denmark,2028,1466000.0
DNK,Denmark,2029,1466000.0
DNK,Denmark,2030,1466000.0
DNK,Denmark,2031,1466000.0
DNK,Denmark,2032,1466000.0
DNK,Denmark,2033,1466000.0
DNK,Denmark,2034,1466000.0
DNK,Denmark,2035,1466000.0
DNK,Denmark,2036,1466000.0
DNK,Denmark,2037,1466000.0
DNK,Denmark,2038,1466000.0
DNK,Denmark,2039,1466000.0
DNK,Denmark,2040,1466000.0
DNK,Denmark,2041,1466000.0
DNK,Denmark,2042,1466000.0
DNK,Denmark,2043,1466000.0
DNK,Denmark,2044,1466000.0
DNK,Denmark,2045,1466000.0
DNK,Denmark,2046,1466000.0
DNK,Denmark,2047,1466000.0
DNK,Denmark,2048,1466000.0
DNK,Denmark,2049,1466000.0
DNK,Denmark,2050,1466000.0
DOM,Dominican Republic,2023,3068702.0
DOM,Dominican Republic,2024,3068702.0
DOM,Dominican Republic,2025,3068702.0
DOM,Dominican Republic,2026,3068702.0
DOM,Dominican Republic,2027,3068702.0
DOM,Dominican Republic,2028,3068702.0
DOM,Dominican Republic,2029,3068702.0
DOM,Dominican Republic,2030,3068702.0
DOM,Dominican Republic,2031,3068702.0
DOM,Dominican Republic,2032,3068702.0
DOM,Dominican Republic,2033,3068702.0
DOM,Dominican Republic,2034,3068702.0
DOM,Dominican Republic,2035,3068702.0
DOM,Dominican Republic,2036,3068702.0
DOM,Dominican Republic,2037,3068702.0
DOM,Dominican Republic,2038,3068702.0
DOM,Dominican Republic,2039,3068702.0
DOM,Dominican Republic,2040,3068702.0
DOM,Dominican Republic,2041,3068702.0
DOM,Dominican Republic,2042,3068702.0
DOM,Dominican Republic,2043,3068702.0
DOM,Dominican Republic,2044,3068702.0
DOM,Dominican Republic,2045,3068702.0
DOM,Dominican Republic,2046,3068702.0
DOM,Dominican Republic,2047,3068702.0
DOM,Dominican Republic,2048,3068702.0
DOM,Dominican Republic,2049,3068702.0
DOM,Dominican Republic,2050,3068702.0
DZA,Algeria,2023,1734460.0
DZA,Algeria,2024,1734460.0
DZA,Algeria,2025,1734460.0
DZA,Algeria,2026,1734460.0
DZA,Algeria,2027,1734460.0
DZA,Algeria,2028,1734460.0
DZA,Algeria,2029,1734460.0
DZA,Algeria,2030,1734460.0
DZA,Algeria,2031,1734460.0
DZA,Algeria,2032,1734460.0
DZA,Algeria,2033,1734460.0
DZA,Algeria,2034,1734460.0
DZA,Algeria,2035,1734460.0
DZA,Algeria,2036,1734460.0
DZA,Algeria,2037,1734460.0
DZA,Algeria,2038,1734460.0
DZA,Algeria,2039,1734460.0
DZA,Algeria,2040,1734460.0
DZA,Algeria,2041,1734460.0
DZA,Algeria,2042,1734460.0
DZA,Algeria,2043,1734460.0
DZA,Algeria,2044,1734460.0
DZA,Algeria,2045,1734460.0
DZA,Algeria,2046,1734460.0
DZA,Algeria,2047,1734460.0
DZA,Algeria,2048,1734460.0
DZA,Algeria,2049,1734460.0
DZA,Algeria,2050,1734460.0
ECU,Ecuador,2023,3860493.0
ECU,Ecuador,2024,3860493.0
ECU,Ecuador,2025,3860493.0
ECU,Ecuador,2026,3860493.0
ECU,Ecuador,2027,3860493.0
ECU,Ecuador,2028,3860493.0
ECU,Ecuador,2029,3860493.0
ECU,Ecuador,2030,3860493.0
ECU,Ecuador,2031,3860493.0
ECU,Ecuador,2032,3860493.0
ECU,Ecuador,2033,3860493.0
ECU,Ecuador,2034,3860493.0
ECU,Ecuador,2035,3860493.0
ECU,Ecuador,2036,3860493.0
ECU,Ecuador,2037,3860493.0
ECU,Ecuador,2038,3860493.0
ECU,Ecuador,2039,3860493.0
ECU,Ecuador,2040,3860493.0
ECU,Ecuador,2041,3860493.0
ECU,Ecuador,2042,3860493.0
ECU,Ecuador,2043,3860493.0
ECU,Ecuador,2044,3860493.0
ECU,Ecuador,2045,3860493.0
ECU,Ecuador,2046,3860493.0
ECU,Ecuador,2047,3860493.0
ECU,Ecuador,2048,3860493.0
ECU,Ecuador,2049,3860493.0
ECU,Ecuador,2050,3860493.0
EGY,Egypt,2023,3091000.0
EGY,Egypt,2024,3091000.0
EGY,Egypt,2025,3091000.0
EGY,Egypt,2026,3091000.0
EGY,Egypt,2027,3091000.0
EGY,Egypt,2028,3091000.0
EGY,Egypt,2029,3091000.0
EGY,Egypt,2030,3091000.0
EGY,Egypt,2031,3091000.0
EGY,Egypt,2032,3091000.0
EGY,Egypt,2033,3091000.0
EGY,Egypt,2034,3091000.0
EGY,Egypt,2035,3091000.0
EGY,Egypt,2036,3091000.0
EGY,Egypt,2037,3091000.0
EGY,Egypt,2038,3091000.0
EGY,Egypt,2039,3091000.0
EGY,Egypt,2040,3091000.0
EGY,Egypt,2041,3091000.0
EGY,Egypt,2042,3091000.0
EGY,Egypt,2043,3091000.0
EGY,Egypt,2044,3091000.0
EGY,Egypt,2045,3091000.0
EGY,Egypt,2046,3091000.0
EGY,Egypt,2047,3091000.0
EGY,Egypt,2048,3091000.0
EGY,Egypt,2049,3091000.0
EGY,Egypt,2050,3091000.0
ERI,Eritrea,2023,2139240.0
ERI,Eritrea,2024,2139240.0
ERI,Eritrea,2025,2139240.0
ERI,Eritrea,2026,2139240.0
ERI,Eritrea,2027,2139240.0
ERI,Eritrea,2028,2139240.0
ERI,Eritrea,2029,2139240.0
ERI,Eritrea,2030,2139240.0
ERI,Eritrea,2031,2139240.0
ERI,Eritrea,2032,2139240.0
ERI,Eritrea,2033,2139240.0
ERI,Eritrea,2034,2139240.0
ERI,Eritrea,2035,2139240.0
ERI,Eritrea,2036,2139240.0
ERI,Eritrea,2037,2139240.0
ERI,Eritrea,2038,2139240.0
ERI,Eritrea,2039,2139240.0
ERI,Eritrea,2040,2139240.0
ERI,Eritrea,2041,2139240.0
ERI,Eritrea,2042,2139240.0
ERI,Eritrea,2043,2139240.0
ERI,Eritrea,2044,2139240.0
ERI,Eritrea,2045,2139240.0
