Country,Mode/vehicle type,Indicator,2000,2005,2010,2015,2016,2017,2018,2019,2020
Ireland,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                      ,2.84,2.83,2.77,2.60,2.56,2.50,2.48,2.46,2.41
Ireland,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                    ,17.83,17.57,16.93,18.01,17.63,17.30,17.11,16.80,13.25
Ireland,Freight trucks,Per capita energy intensity (GJ/cap)                                 ,8.91,11.19,9.51,8.95,9.66,9.60,9.28,9.54,8.62
Ireland,Freight trucks,Fuel intensity (litres/100 vkm)                                      ,..,..,..,..,..,..,..,..,..
Ireland,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                           ,3.22,4.28,2.40,2.10,2.44,2.45,2.37,2.52,2.29
Ireland,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                           ,2.76,2.61,3.97,4.27,3.97,3.92,3.91,3.79,3.77
Ireland,Freight trucks,Freight load factor (tkm/vkm)                                        ,..,..,..,..,..,..,..,..,..
Ireland,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                         ,..,..,..,..,..,..,..,..,..
Ireland,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                         ,..,..,..,..,..,..,..,..,..
Ireland,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                       ,..,..,..,..,..,..,..,..,..
Italy,Cars/light trucks,Per capita energy intensity (GJ/cap)                                ,16.96,15.97,14.05,12.43,12.03,11.00,11.85,12.20,9.40
Italy,Cars/light trucks,Fuel intensity (litres/100 vkm)                                     ,6.18,5.88,5.56,5.04,4.90,4.71,4.77,4.75,4.53
Italy,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                      ,12.76,13.20,11.67,11.14,11.62,12.31,11.96,12.14,8.13
Italy,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                      ,1.33,1.21,1.20,1.12,1.04,0.89,0.99,1.01,1.16
Italy,Cars/light trucks,Passenger average occupancy (#passengers)                           ,1.56,1.64,1.58,1.57,1.65,1.84,1.68,1.66,1.38
Italy,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                        ,8.16,8.05,7.37,7.08,7.03,6.67,7.13,7.33,5.90
Italy,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                        ,2.08,1.98,1.91,1.76,1.71,1.65,1.66,1.66,1.59
Italy,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                      ,14.26,13.51,12.00,11.51,11.25,10.48,11.05,11.18,8.93
Italy,Freight trucks,Per capita energy intensity (GJ/cap)                                   ,8.36,9.96,9.00,8.93,8.96,9.25,9.15,9.05,8.07
Italy,Freight trucks,Fuel intensity (litres/100 vkm)                                        ,9.05,..,..,..,..,..,..,..,..
Italy,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                             ,3.25,3.64,2.94,1.92,1.86,1.98,2.07,2.29,2.22
Italy,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                             ,2.57,2.74,3.07,4.64,4.82,4.68,4.43,3.96,3.64
Italy,Freight trucks,Freight load factor (tkm/vkm)                                          ,1.17,..,..,..,..,..,..,..,..
Italy,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                           ,2.79,..,..,..,..,..,..,..,..
Italy,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                           ,3.00,..,..,..,..,..,..,..,..
Italy,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                         ,46.98,..,..,..,..,..,..,..,..
Japan,Cars/light trucks,Per capita energy intensity (GJ/cap)                                ,15.48,14.44,13.71,12.52,12.47,12.36,12.16,11.83,10.62
Japan,Cars/light trucks,Fuel intensity (litres/100 vkm)                                     ,9.07,8.55,8.19,7.33,7.18,7.01,6.80,6.63,6.65
Japan,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                      ,6.79,6.60,6.19,6.29,6.40,6.52,6.63,6.61,5.83
Japan,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                      ,2.28,2.19,2.22,1.99,1.95,1.90,1.84,1.79,1.82
Japan,Cars/light trucks,Passenger average occupancy (#passengers)                           ,1.32,1.29,1.23,1.22,1.22,1.22,1.23,1.23,1.21
Japan,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                        ,5.15,5.10,5.05,5.15,5.23,5.32,5.40,5.39,4.82
Japan,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                        ,3.01,2.83,2.72,2.43,2.38,2.32,2.25,2.20,2.20
Japan,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                      ,9.85,9.18,8.98,8.79,8.88,8.99,9.08,9.06,8.07
Japan,Freight trucks,Per capita energy intensity (GJ/cap)                                   ,9.06,8.48,7.90,7.47,7.36,7.32,7.31,7.23,6.93
Japan,Freight trucks,Fuel intensity (litres/100 vkm)                                        ,54.61,50.14,46.69,47.68,47.34,46.69,46.38,46.05,46.50
Japan,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                             ,1.69,1.79,1.83,1.62,1.67,1.68,1.68,1.71,1.71
Japan,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                             ,5.36,4.74,4.32,4.61,4.41,4.36,4.36,4.23,4.05
Japan,Freight trucks,Freight load factor (tkm/vkm)                                          ,3.38,3.52,3.60,3.44,3.57,3.55,3.54,3.61,3.81
Japan,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                           ,0.50,0.51,0.51,0.47,0.47,0.47,0.47,0.47,0.45
Japan,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                           ,18.12,16.67,15.53,15.85,15.73,15.51,15.40,15.28,15.43
Japan,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                         ,23.21,25.04,25.46,22.80,22.33,22.23,22.05,21.70,20.40
Korea,Cars/light trucks,Per capita energy intensity (GJ/cap)                                ,9.62,11.20,11.33,12.13,13.15,13.24,13.52,13.84,13.33
Korea,Cars/light trucks,Fuel intensity (litres/100 vkm)                                     ,..,6.85,7.76,7.99,8.33,8.19,8.14,8.29,7.92
Korea,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                      ,..,..,..,5.22,5.23,5.34,5.45,5.53,5.36
Korea,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                      ,..,..,..,2.32,2.51,2.48,2.48,2.50,2.49
Korea,Cars/light trucks,Passenger average occupancy (#passengers)                           ,..,..,..,1.14,1.10,1.10,1.09,1.10,1.05
Korea,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                        ,..,4.93,4.41,4.58,4.76,4.88,5.01,5.03,5.08
Korea,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                        ,..,2.27,2.57,2.65,2.76,2.71,2.70,2.75,2.62
Korea,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                      ,..,19.51,15.24,14.36,13.70,13.33,13.52,12.91,12.74
Korea,Freight trucks,Per capita energy intensity (GJ/cap)                                   ,6.24,7.32,6.53,7.30,7.53,7.46,7.21,7.30,6.88
Korea,Freight trucks,Fuel intensity (litres/100 vkm)                                        ,..,14.41,14.66,17.06,17.28,16.69,16.36,16.54,15.57
Korea,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                             ,..,2.19,2.07,2.60,2.64,2.78,2.78,2.70,2.72
Korea,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                             ,..,3.34,3.15,2.81,2.85,2.69,2.59,2.70,2.53
Korea,Freight trucks,Freight load factor (tkm/vkm)                                          ,..,1.43,1.54,2.01,2.01,2.06,2.09,2.03,2.04
Korea,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                           ,..,1.53,1.34,1.29,1.32,1.35,1.33,1.33,1.33
Korea,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                           ,..,4.78,4.86,5.66,5.73,5.53,5.42,5.48,5.16
Korea,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                         ,..,23.77,20.52,19.38,18.95,19.10,18.77,18.70,18.54
Lithuania,Cars/light trucks,Per capita energy intensity (GJ/cap)                            ,7.37,10.53,12.16,14.53,15.89,16.86,17.89,17.99,..
Lithuania,Cars/light trucks,Fuel intensity (litres/100 vkm)                                 ,..,..,..,..,..,..,..,..,..
Lithuania,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                  ,7.43,10.47,10.52,8.56,9.01,11.09,10.75,10.67,..
Lithuania,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                  ,0.99,1.01,1.16,1.70,1.76,1.52,1.66,1.68,..
Lithuania,Cars/light trucks,Passenger average occupancy (#passengers)                       ,..,..,..,..,..,..,..,..,..
Lithuania,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                    ,..,..,..,..,..,..,..,..,..
Lithuania,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                    ,..,..,..,..,..,..,..,..,..
Lithuania,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                  ,..,..,..,..,..,..,..,..,..
Lithuania,Freight trucks,Per capita energy intensity (GJ/cap)                               ,3.98,5.60,6.56,9.26,9.88,10.56,11.56,12.69,..
Lithuania,Freight trucks,Fuel intensity (litres/100 vkm)                                    ,..,..,..,..,..,..,..,..,..
Lithuania,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                         ,2.22,4.79,6.26,9.12,10.80,13.83,15.56,19.01,..
Lithuania,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                         ,1.79,1.17,1.05,1.02,0.91,0.76,0.74,0.67,..
Lithuania,Freight trucks,Freight load factor (tkm/vkm)                                      ,..,..,..,..,..,..,..,..,..
Lithuania,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                       ,..,..,..,..,..,..,..,..,..
Lithuania,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                       ,..,..,..,..,..,..,..,..,..
Lithuania,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                     ,..,..,..,..,..,..,..,..,..
Luxembourg,Cars/light trucks,Per capita energy intensity (GJ/cap)                           ,21.01,24.93,24.01,21.08,22.05,20.54,20.54,19.46,17.56
Luxembourg,Cars/light trucks,Fuel intensity (litres/100 vkm)                                ,..,..,6.03,5.71,5.99,5.70,5.89,5.80,5.98
Luxembourg,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                 ,12.81,13.52,13.82,12.80,12.76,13.25,12.82,12.34,10.80
Luxembourg,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                 ,1.64,1.84,1.74,1.65,1.73,1.55,1.60,1.58,1.63
Luxembourg,Cars/light trucks,Passenger average occupancy (#passengers)                      ,..,..,1.15,1.15,1.15,1.22,1.22,1.22,1.22
Luxembourg,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                   ,..,..,12.02,11.13,11.09,10.86,10.51,10.12,8.85
Luxembourg,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                   ,..,..,2.00,1.89,1.99,1.89,1.95,1.92,1.98
Luxembourg,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                 ,..,..,16.91,15.40,15.35,14.87,14.22,13.62,11.86
Luxembourg,Freight trucks,Per capita energy intensity (GJ/cap)                              ,6.45,17.89,13.53,11.55,9.12,8.73,7.79,8.53,6.91
Luxembourg,Freight trucks,Fuel intensity (litres/100 vkm)                                   ,..,..,24.45,31.07,25.94,29.33,26.49,29.96,25.38
Luxembourg,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                        ,17.11,18.52,17.04,12.47,11.04,10.75,11.44,12.12,9.99
Luxembourg,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                        ,0.38,0.97,0.79,0.93,0.83,0.81,0.68,0.70,0.69
Luxembourg,Freight trucks,Freight load factor (tkm/vkm)                                     ,..,..,10.21,11.12,10.42,11.97,12.90,14.12,12.20
Luxembourg,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                      ,..,..,1.67,1.12,1.06,0.90,0.89,0.86,0.82
Luxembourg,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                      ,..,..,8.11,10.30,8.60,9.73,8.78,9.94,8.43
Luxembourg,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                    ,..,..,77.09,63.80,61.90,53.60,54.00,48.55,47.00
Mexico,Cars/light trucks,Per capita energy intensity (GJ/cap)                               ,..,..,..,..,..,..,..,..,..
Mexico,Cars/light trucks,Fuel intensity (litres/100 vkm)                                    ,..,..,..,..,..,..,..,..,..
Mexico,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                     ,..,..,..,..,..,..,..,..,..
Mexico,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                     ,..,..,..,..,..,..,..,..,..
Mexico,Cars/light trucks,Passenger average occupancy (#passengers)                          ,..,..,..,..,..,..,..,..,..
Mexico,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                       ,..,..,..,..,..,..,..,..,..
Mexico,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                       ,..,..,..,..,..,..,..,..,..
Mexico,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                     ,..,..,..,..,..,..,..,..,..
Mexico,Freight trucks,Per capita energy intensity (GJ/cap)                                  ,..,..,..,..,..,..,..,..,..
Mexico,Freight trucks,Fuel intensity (litres/100 vkm)                                       ,..,..,..,..,..,..,..,..,..
Mexico,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                            ,1.92,1.91,1.93,2.03,2.06,2.32,2.33,2.30,2.14
Mexico,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                            ,..,..,..,..,..,..,..,..,..
Mexico,Freight trucks,Freight load factor (tkm/vkm)                                         ,..,..,..,..,..,..,..,..,..
Mexico,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                          ,..,..,..,..,..,..,..,..,..
Mexico,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                          ,..,..,..,..,..,..,..,..,..
Mexico,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                        ,..,..,..,..,..,..,..,..,..
Netherlands,Cars/light trucks,Per capita energy intensity (GJ/cap)                          ,14.82,15.32,14.91,14.48,14.65,14.57,14.70,14.81,..
Netherlands,Cars/light trucks,Fuel intensity (litres/100 vkm)                               ,7.80,7.79,7.36,7.00,6.92,6.85,6.88,6.92,..
Netherlands,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                ,8.86,9.12,8.68,8.24,8.27,8.10,8.40,8.35,..
Netherlands,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                ,1.67,1.68,1.72,1.76,1.77,1.80,1.75,1.77,..
Netherlands,Cars/light trucks,Passenger average occupancy (#passengers)                     ,1.55,1.54,1.42,1.33,1.30,1.27,1.32,1.31,..
Netherlands,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                  ,5.73,5.93,6.11,6.21,6.35,6.36,6.38,6.37,..
Netherlands,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                  ,2.59,2.58,2.44,2.33,2.31,2.29,2.30,2.32,..
Netherlands,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                ,14.16,13.74,13.22,13.09,13.24,13.12,13.00,12.85,..
Netherlands,Freight trucks,Per capita energy intensity (GJ/cap)                             ,7.35,7.46,7.42,6.79,7.03,7.07,7.27,7.07,..
Netherlands,Freight trucks,Fuel intensity (litres/100 vkm)                                  ,14.90,14.89,15.47,15.21,15.53,15.40,15.62,15.16,..
Netherlands,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                       ,3.23,3.32,2.77,2.80,2.88,2.84,2.90,2.90,..
Netherlands,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                       ,2.28,2.25,2.67,2.43,2.44,2.49,2.51,2.44,..
Netherlands,Freight trucks,Freight load factor (tkm/vkm)                                    ,2.17,2.19,1.92,2.08,2.11,2.06,2.07,2.07,..
Netherlands,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                     ,1.49,1.51,1.45,1.35,1.36,1.38,1.40,1.41,..
Netherlands,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                     ,4.94,4.94,5.13,5.05,5.15,5.11,5.19,5.03,..
Netherlands,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                   ,27.33,24.18,23.78,23.85,23.80,23.58,23.23,22.77,..
New Zealand,Cars/light trucks,Per capita energy intensity (GJ/cap)                          ,85.28,97.31,93.48,84.83,85.09,87.84,86.01,84.59,65.04
New Zealand,Cars/light trucks,Fuel intensity (litres/100 vkm)                               ,35.99,38.12,39.18,35.92,35.34,36.26,35.33,35.54,29.06
New Zealand,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                ,12.10,12.63,11.52,11.24,11.45,11.48,11.45,11.08,10.31
New Zealand,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                ,7.05,7.71,8.12,7.54,7.43,7.65,7.51,7.63,6.31
New Zealand,Cars/light trucks,Passenger average occupancy (#passengers)                     ,1.69,1.64,1.60,1.58,1.58,1.58,1.58,1.58,1.58
New Zealand,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                  ,7.15,7.70,7.20,7.12,7.25,7.26,7.24,7.01,6.53
New Zealand,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                  ,11.93,12.64,12.99,11.92,11.74,12.09,11.87,12.06,9.96
New Zealand,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                ,12.83,12.30,11.54,10.94,10.97,10.86,10.79,10.42,9.87
New Zealand,Freight trucks,Per capita energy intensity (GJ/cap)                             ,15.22,17.52,18.37,19.31,19.57,21.27,21.82,22.02,18.79
New Zealand,Freight trucks,Fuel intensity (litres/100 vkm)                                  ,25.05,26.42,28.00,26.74,26.01,27.02,26.65,26.51,22.96
New Zealand,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                       ,4.34,4.93,4.90,5.21,5.22,5.52,5.53,5.48,5.43
New Zealand,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                       ,3.51,3.56,3.75,3.71,3.75,3.86,3.94,4.02,3.46
New Zealand,Freight trucks,Freight load factor (tkm/vkm)                                    ,2.37,2.46,2.48,2.39,2.30,2.32,2.24,2.19,2.20
New Zealand,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                     ,1.83,2.00,1.98,2.18,2.27,2.37,2.47,2.51,2.47
New Zealand,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                     ,8.30,8.76,9.28,8.86,8.62,8.96,8.83,8.79,7.61
New Zealand,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                   ,73.83,68.75,66.62,73.02,75.92,78.57,80.83,81.03,80.20
Norway,Cars/light trucks,Per capita energy intensity (GJ/cap)                               ,..,..,..,..,..,..,..,..,..
Norway,Cars/light trucks,Fuel intensity (litres/100 vkm)                                    ,..,..,..,..,..,..,..,..,..
Norway,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                     ,..,..,..,..,..,..,..,..,..
Norway,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                     ,..,..,..,..,..,..,..,..,..
Norway,Cars/light trucks,Passenger average occupancy (#passengers)                          ,..,..,..,..,..,..,..,..,..
Norway,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                       ,..,7.62,8.21,8.01,8.04,8.09,8.17,8.02,7.63
Norway,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                       ,..,..,..,..,..,..,..,..,..
Norway,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                     ,..,14.60,14.57,13.47,13.38,13.31,13.36,12.98,12.37
Norway,Freight trucks,Per capita energy intensity (GJ/cap)                                  ,..,..,..,..,..,..,..,..,..
Norway,Freight trucks,Fuel intensity (litres/100 vkm)                                       ,..,..,..,..,..,..,..,..,..
Norway,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                            ,3.37,3.95,4.04,4.09,4.00,4.05,4.02,4.01,3.98
Norway,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                            ,..,..,..,..,..,..,..,..,..
Norway,Freight trucks,Freight load factor (tkm/vkm)                                         ,..,..,..,..,..,..,..,..,..
Norway,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                          ,..,..,..,..,..,..,..,..,..
Norway,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                          ,..,..,..,..,..,..,..,..,..
Norway,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                        ,..,..,..,..,..,..,..,..,..
Poland,Cars/light trucks,Per capita energy intensity (GJ/cap)                               ,5.17,6.18,9.01,9.36,10.41,12.40,12.98,13.36,..
Poland,Cars/light trucks,Fuel intensity (litres/100 vkm)                                    ,..,..,6.57,6.03,6.45,7.40,7.53,7.59,..
Poland,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                     ,3.40,3.99,4.90,5.22,5.55,5.77,6.09,6.37,5.84
Poland,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                     ,1.52,1.55,1.84,1.80,1.88,2.15,2.13,2.10,..
Poland,Cars/light trucks,Passenger average occupancy (#passengers)                          ,..,..,1.19,1.11,1.14,1.14,1.17,1.20,..
Poland,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                       ,..,..,4.14,4.68,4.87,5.06,5.20,5.31,..
Poland,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                       ,..,..,2.18,2.00,2.14,2.45,2.50,2.52,..
Poland,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                     ,..,..,9.24,8.69,8.63,8.63,8.52,8.36,..
Poland,Freight trucks,Per capita energy intensity (GJ/cap)                                  ,3.44,5.41,8.00,7.26,8.23,9.44,9.77,9.92,..
Poland,Freight trucks,Fuel intensity (litres/100 vkm)                                       ,..,..,27.62,23.67,26.21,29.27,29.57,29.41,..
Poland,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                            ,1.96,3.14,5.56,7.10,7.90,9.07,9.83,10.30,12.03
Poland,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                            ,1.76,1.72,1.44,1.02,1.04,1.04,0.99,0.96,..
Poland,Freight trucks,Freight load factor (tkm/vkm)                                         ,..,..,6.37,7.68,8.34,9.33,9.87,10.13,..
Poland,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                          ,..,..,0.87,0.92,0.95,0.97,1.00,1.02,..
Poland,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                          ,..,..,9.16,7.85,8.69,9.70,9.80,9.76,..
Poland,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                        ,..,..,11.28,10.37,10.28,10.26,10.19,10.05,..
Portugal,Cars/light trucks,Per capita energy intensity (GJ/cap)                             ,11.89,12.72,13.14,11.97,11.96,12.12,12.18,12.63,10.68
Portugal,Cars/light trucks,Fuel intensity (litres/100 vkm)                                  ,8.16,7.93,8.30,7.95,7.93,7.89,7.91,7.98,8.18
Portugal,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)                   ,7.86,8.33,7.92,8.17,8.16,8.30,8.33,8.56,7.19
Portugal,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)                   ,1.51,1.53,1.66,1.47,1.47,1.46,1.46,1.48,1.49
Portugal,Cars/light trucks,Passenger average occupancy (#passengers)                        ,1.79,1.72,1.66,1.80,1.79,1.79,1.79,1.79,1.83
Portugal,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                     ,4.40,4.83,4.78,4.54,4.55,4.63,4.64,4.77,3.94
Portugal,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)                     ,2.70,2.63,2.75,2.63,2.63,2.62,2.62,2.65,2.71
Portugal,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                                   ,12.59,12.09,11.27,9.95,9.68,9.42,9.03,9.02,7.30
Portugal,Freight trucks,Per capita energy intensity (GJ/cap)                                ,11.42,10.62,10.13,8.65,8.81,9.12,9.24,9.13,8.04
Portugal,Freight trucks,Fuel intensity (litres/100 vkm)                                     ,15.07,15.34,14.34,15.35,15.69,15.94,15.73,16.37,16.75
Portugal,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                          ,3.79,4.06,3.28,3.15,3.36,3.31,3.18,3.02,2.37
Portugal,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                          ,3.02,2.61,3.09,2.75,2.62,2.75,2.90,3.02,3.39
Portugal,Freight trucks,Freight load factor (tkm/vkm)                                       ,1.66,1.95,1.54,1.85,1.99,1.92,1.80,1.80,1.64
Portugal,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                        ,2.29,2.09,2.13,1.70,1.69,1.73,1.77,1.68,1.45
Portugal,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                        ,5.00,5.08,4.75,5.09,5.20,5.29,5.21,5.43,5.55
Portugal,Freight trucks,Vehicle use (10^3 vkm/vehicle)                                      ,20.57,16.76,16.85,14.39,14.51,12.93,12.94,11.11,10.35
Slovak Republic,Cars/light trucks,Per capita energy intensity (GJ/cap)                      ,5.00,5.47,6.31,7.79,8.03,8.34,8.68,9.90,..
Slovak Republic,Cars/light trucks,Fuel intensity (litres/100 vkm)                           ,6.64,7.09,6.25,6.12,6.10,6.06,6.02,6.73,..
Slovak Republic,Cars/light trucks,Passenger-kilometres per capita (10^3 pkm/cap)            ,4.43,4.79,4.95,5.08,5.13,5.17,5.23,5.22,..
Slovak Republic,Cars/light trucks,Passenger-kilometres energy intensity (MJ/pkm)            ,1.13,1.14,1.27,1.53,1.57,1.61,1.66,1.90,..
Slovak Republic,Cars/light trucks,Passenger average occupancy (#passengers)                 ,1.95,2.06,1.66,1.39,1.35,1.30,1.26,1.22,..
Slovak Republic,Cars/light trucks,Vehicle-kilometres per capita (10^3 vkm/cap)              ,2.27,2.32,2.98,3.65,3.81,3.99,4.16,4.28,..
Slovak Republic,Cars/light trucks,Vehicle-kilometres energy intensity (MJ/vkm)              ,2.20,2.35,2.12,2.13,2.11,2.09,2.09,2.31,..
Slovak Republic,Cars/light trucks,Vehicle use (10^3 vkm/vehicle)                            ,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,..
Slovak Republic,Freight trucks,Per capita energy intensity (GJ/cap)                         ,1.32,1.79,2.59,3.01,3.05,3.13,3.20,3.18,..
Slovak Republic,Freight trucks,Fuel intensity (litres/100 vkm)                              ,..,..,..,..,..,..,..,..,..
Slovak Republic,Freight trucks,Tonne-kilometres per capita (10^3 tkm/cap)                   ,2.66,4.19,5.05,6.18,6.65,6.50,6.54,6.21,5.78
Slovak Republic,Freight trucks,Tonne-kilometres energy intensity (MJ/tkm)                   ,0.50,0.43,0.51,0.49,0.46,0.48,0.49,0.51,..
Slovak Republic,Freight trucks,Freight load factor (tkm/vkm)                                ,..,..,..,..,..,..,..,..,..
Slovak Republic,Freight trucks,Vehicle-kilometres per capita (10^3 vkm/cap)                 ,..,..,..,..,..,..,..,..,..
Slovak Republic,Freight trucks,Vehicle-kilometres energy intensity (MJ/vkm)                 ,..,..,..,..,..,..,..,..,..
Slovak Republic,Freight trucks,Vehicle use (10^3 vkm/vehicle)                               ,..,..,..,..,..,..,..,..,..
Spain,Cars/light trucks,Per capita energy intensity (GJ/cap)                                ,10.71,11.80,11.37,10.59,11.12,11.51,11.98,12.08,9.80
Spain,Cars/light trucks,Fuel intensity (litres/100 vkm)                                     ,8.28,8.11,8.74,8.36,8.42,8.50,8.74,8.70,8.75
