Year,iso_code3,cost_enfu_fuel_hydrogen_usd_per_mmbtu
2015,GRD,120.89914942397824
2016,GRD,120.89914942397824
2017,GRD,120.89914942397824
2018,GRD,120.89914942397824
2019,GRD,120.89914942397824
2020,GRD,120.89914942397824
2015,GRL,120.89914942397824
2016,GRL,120.89914942397824
2017,GRL,120.89914942397824
2018,GRL,120.89914942397824
2019,GRL,120.89914942397824
2020,GRL,120.89914942397824
2015,GTM,121.1367576
2016,GTM,121.1367576
2017,GTM,121.1367576
2018,GTM,121.1367576
2019,GTM,121.1367576
2020,GTM,121.1367576
2015,GUM,120.89914942397824
2016,GUM,120.89914942397824
2017,GUM,120.89914942397824
2018,GUM,120.89914942397824
2019,GUM,120.89914942397824
2020,GUM,120.89914942397824
2015,GUY,120.89914942397824
2016,GUY,120.89914942397824
2017,GUY,120.89914942397824
2018,GUY,120.89914942397824
2019,GUY,120.89914942397824
2020,GUY,120.89914942397824
2015,HKG,120.89914942397824
2016,HKG,120.89914942397824
2017,HKG,120.89914942397824
2018,HKG,120.89914942397824
2019,HKG,120.89914942397824
2020,HKG,120.89914942397824
2015,HND,126.0172675
2016,HND,126.0172675
2017,HND,126.0172675
2018,HND,126.0172675
2019,HND,126.0172675
2020,HND,126.0172675
2015,HRV,150.0861067
2016,HRV,150.0861067
2017,HRV,150.0861067
2018,HRV,150.0861067
2019,HRV,150.0861067
2020,HRV,150.0861067
2015,HTI,120.89914942397824
2016,HTI,120.89914942397824
2017,HTI,120.89914942397824
2018,HTI,120.89914942397824
2019,HTI,120.89914942397824
2020,HTI,120.89914942397824
2015,HUN,170.598848
2016,HUN,170.598848
2017,HUN,170.598848
2018,HUN,170.598848
2019,HUN,170.598848
2020,HUN,170.598848
2015,IDN,86.34748219
2016,IDN,86.34748219
2017,IDN,86.34748219
2018,IDN,86.34748219
2019,IDN,86.34748219
2020,IDN,86.34748219
2015,IMN,120.89914942397824
2016,IMN,120.89914942397824
2017,IMN,120.89914942397824
2018,IMN,120.89914942397824
2019,IMN,120.89914942397824
2020,IMN,120.89914942397824
2015,IND,242.6906528
2016,IND,242.6906528
2017,IND,242.6906528
2018,IND,242.6906528
2019,IND,242.6906528
2020,IND,242.6906528
2015,IRL,102.7097044
2016,IRL,102.7097044
2017,IRL,102.7097044
2018,IRL,102.7097044
2019,IRL,102.7097044
2020,IRL,102.7097044
2015,IRN,48.59652983
2016,IRN,48.59652983
2017,IRN,48.59652983
2018,IRN,48.59652983
2019,IRN,48.59652983
2020,IRN,48.59652983
2015,IRQ,120.89914942397824
2016,IRQ,120.89914942397824
2017,IRQ,120.89914942397824
2018,IRQ,120.89914942397824
2019,IRQ,120.89914942397824
2020,IRQ,120.89914942397824
2015,ISL,100.4467329
2016,ISL,100.4467329
2017,ISL,100.4467329
2018,ISL,100.4467329
2019,ISL,100.4467329
2020,ISL,100.4467329
2015,ISR,104.0966869
2016,ISR,104.0966869
2017,ISR,104.0966869
2018,ISR,104.0966869
2019,ISR,104.0966869
2020,ISR,104.0966869
2015,ITA,124.9014244
2016,ITA,124.9014244
2017,ITA,124.9014244
2018,ITA,124.9014244
2019,ITA,124.9014244
2020,ITA,124.9014244
2015,JAM,120.89914942397824
2016,JAM,120.89914942397824
2017,JAM,120.89914942397824
2018,JAM,120.89914942397824
2019,JAM,120.89914942397824
2020,JAM,120.89914942397824
2015,JOR,145.0637701
2016,JOR,145.0637701
2017,JOR,145.0637701
2018,JOR,145.0637701
2019,JOR,145.0637701
2020,JOR,145.0637701
2015,JPN,80.1529889
2016,JPN,80.1529889
2017,JPN,80.1529889
2018,JPN,80.1529889
2019,JPN,80.1529889
2020,JPN,80.1529889
2015,KAZ,87.89089129
2016,KAZ,87.89089129
2017,KAZ,87.89089129
2018,KAZ,87.89089129
2019,KAZ,87.89089129
2020,KAZ,87.89089129
2015,KEN,142.2022062
2016,KEN,142.2022062
2017,KEN,142.2022062
2018,KEN,142.2022062
2019,KEN,142.2022062
2020,KEN,142.2022062
2015,KGZ,102.8557025
2016,KGZ,102.8557025
2017,KGZ,102.8557025
2018,KGZ,102.8557025
2019,KGZ,102.8557025
2020,KGZ,102.8557025
2015,KHM,120.89914942397824
2016,KHM,120.89914942397824
2017,KHM,120.89914942397824
2018,KHM,120.89914942397824
2019,KHM,120.89914942397824
2020,KHM,120.89914942397824
2015,KIR,120.89914942397824
2016,KIR,120.89914942397824
2017,KIR,120.89914942397824
2018,KIR,120.89914942397824
2019,KIR,120.89914942397824
2020,KIR,120.89914942397824
2015,KNA,120.89914942397824
2016,KNA,120.89914942397824
2017,KNA,120.89914942397824
2018,KNA,120.89914942397824
2019,KNA,120.89914942397824
2020,KNA,120.89914942397824
2015,KOR,126.2884069
2016,KOR,126.2884069
2017,KOR,126.2884069
2018,KOR,126.2884069
2019,KOR,126.2884069
2020,KOR,126.2884069
2015,KWT,120.89914942397824
2016,KWT,120.89914942397824
2017,KWT,120.89914942397824
2018,KWT,120.89914942397824
2019,KWT,120.89914942397824
2020,KWT,120.89914942397824
2015,LAO,120.89914942397824
2016,LAO,120.89914942397824
2017,LAO,120.89914942397824
2018,LAO,120.89914942397824
2019,LAO,120.89914942397824
2020,LAO,120.89914942397824
2015,LBN,120.89914942397824
2016,LBN,120.89914942397824
2017,LBN,120.89914942397824
2018,LBN,120.89914942397824
2019,LBN,120.89914942397824
2020,LBN,120.89914942397824
2015,LBR,120.89914942397824
2016,LBR,120.89914942397824
2017,LBR,120.89914942397824
2018,LBR,120.89914942397824
2019,LBR,120.89914942397824
2020,LBR,120.89914942397824
2015,LBY,120.89914942397824
2016,LBY,120.89914942397824
2017,LBY,120.89914942397824
2018,LBY,120.89914942397824
2019,LBY,120.89914942397824
2020,LBY,120.89914942397824
2015,LCA,120.89914942397824
2016,LCA,120.89914942397824
2017,LCA,120.89914942397824
2018,LCA,120.89914942397824
2019,LCA,120.89914942397824
2020,LCA,120.89914942397824
2015,LIE,120.89914942397824
2016,LIE,120.89914942397824
2017,LIE,120.89914942397824
2018,LIE,120.89914942397824
2019,LIE,120.89914942397824
2020,LIE,120.89914942397824
2015,LKA,195.2203945
2016,LKA,195.2203945
2017,LKA,195.2203945
2018,LKA,195.2203945
2019,LKA,195.2203945
2020,LKA,195.2203945
2015,LSO,120.89914942397824
2016,LSO,120.89914942397824
2017,LSO,120.89914942397824
2018,LSO,120.89914942397824
2019,LSO,120.89914942397824
2020,LSO,120.89914942397824
2015,LTU,164.43564
2016,LTU,164.43564
2017,LTU,164.43564
2018,LTU,164.43564
2019,LTU,164.43564
2020,LTU,164.43564
2015,LUX,81.86846726
2016,LUX,81.86846726
2017,LUX,81.86846726
2018,LUX,81.86846726
2019,LUX,81.86846726
2020,LUX,81.86846726
2015,LVA,142.3482043
2016,LVA,142.3482043
2017,LVA,142.3482043
2018,LVA,142.3482043
2019,LVA,142.3482043
2020,LVA,142.3482043
2015,MAC,120.89914942397824
2016,MAC,120.89914942397824
2017,MAC,120.89914942397824
2018,MAC,120.89914942397824
2019,MAC,120.89914942397824
2020,MAC,120.89914942397824
2015,MAF,120.89914942397824
2016,MAF,120.89914942397824
2017,MAF,120.89914942397824
2018,MAF,120.89914942397824
2019,MAF,120.89914942397824
2020,MAF,120.89914942397824
2015,MAR,178.9937421
2016,MAR,178.9937421
2017,MAR,178.9937421
2018,MAR,178.9937421
2019,MAR,178.9937421
2020,MAR,178.9937421
2015,MCO,120.89914942397824
2016,MCO,120.89914942397824
2017,MCO,120.89914942397824
2018,MCO,120.89914942397824
2019,MCO,120.89914942397824
2020,MCO,120.89914942397824
2015,MDA,156.5100257
2016,MDA,156.5100257
2017,MDA,156.5100257
2018,MDA,156.5100257
2019,MDA,156.5100257
2020,MDA,156.5100257
2015,MDG,120.89914942397824
2016,MDG,120.89914942397824
2017,MDG,120.89914942397824
2018,MDG,120.89914942397824
2019,MDG,120.89914942397824
2020,MDG,120.89914942397824
2015,MDV,120.89914942397824
2016,MDV,120.89914942397824
2017,MDV,120.89914942397824
2018,MDV,120.89914942397824
2019,MDV,120.89914942397824
2020,MDV,120.89914942397824
2015,MEX,86.54040833
2016,MEX,86.54040833
2017,MEX,86.54040833
2018,MEX,86.54040833
2019,MEX,86.54040833
2020,MEX,86.54040833
2015,MHL,120.89914942397824
2016,MHL,120.89914942397824
2017,MHL,120.89914942397824
2018,MHL,120.89914942397824
2019,MHL,120.89914942397824
2020,MHL,120.89914942397824
2015,MKD,120.89914942397824
2016,MKD,120.89914942397824
2017,MKD,120.89914942397824
2018,MKD,120.89914942397824
2019,MKD,120.89914942397824
2020,MKD,120.89914942397824
2015,MLI,120.89914942397824
2016,MLI,120.89914942397824
2017,MLI,120.89914942397824
2018,MLI,120.89914942397824
2019,MLI,120.89914942397824
2020,MLI,120.89914942397824
2015,MLT,137.1548413
2016,MLT,137.1548413
2017,MLT,137.1548413
2018,MLT,137.1548413
2019,MLT,137.1548413
2020,MLT,137.1548413
2015,MMR,120.89914942397824
2016,MMR,120.89914942397824
2017,MMR,120.89914942397824
2018,MMR,120.89914942397824
2019,MMR,120.89914942397824
2020,MMR,120.89914942397824
2015,MNE,120.46214
2016,MNE,120.46214
2017,MNE,120.46214
2018,MNE,120.46214
2019,MNE,120.46214
2020,MNE,120.46214
2015,MNG,120.89914942397824
2016,MNG,120.89914942397824
2017,MNG,120.89914942397824
2018,MNG,120.89914942397824
2019,MNG,120.89914942397824
2020,MNG,120.89914942397824
2015,MNP,120.89914942397824
2016,MNP,120.89914942397824
2017,MNP,120.89914942397824
2018,MNP,120.89914942397824
2019,MNP,120.89914942397824
2020,MNP,120.89914942397824
2015,MOZ,120.89914942397824
2016,MOZ,120.89914942397824
2017,MOZ,120.89914942397824
2018,MOZ,120.89914942397824
2019,MOZ,120.89914942397824
2020,MOZ,120.89914942397824
2015,MRT,120.89914942397824
2016,MRT,120.89914942397824
2017,MRT,120.89914942397824
2018,MRT,120.89914942397824
2019,MRT,120.89914942397824
2020,MRT,120.89914942397824
2015,MUS,170.859559
2016,MUS,170.859559
2017,MUS,170.859559
2018,MUS,170.859559
2019,MUS,170.859559
2020,MUS,170.859559
2015,MWI,120.89914942397824
2016,MWI,120.89914942397824
2017,MWI,120.89914942397824
2018,MWI,120.89914942397824
2019,MWI,120.89914942397824
2020,MWI,120.89914942397824
2015,MYS,84.99338938
2016,MYS,84.99338938
2017,MYS,84.99338938
2018,MYS,84.99338938
2019,MYS,84.99338938
2020,MYS,84.99338938
2015,NAM,120.89914942397824
2016,NAM,120.89914942397824
2017,NAM,120.89914942397824
2018,NAM,120.89914942397824
2019,NAM,120.89914942397824
2020,NAM,120.89914942397824
2015,NCL,120.89914942397824
2016,NCL,120.89914942397824
2017,NCL,120.89914942397824
2018,NCL,120.89914942397824
2019,NCL,120.89914942397824
2020,NCL,120.89914942397824
2015,NER,120.89914942397824
2016,NER,120.89914942397824
2017,NER,120.89914942397824
2018,NER,120.89914942397824
2019,NER,120.89914942397824
2020,NER,120.89914942397824
2015,NGA,76.50303495
2016,NGA,76.50303495
2017,NGA,76.50303495
2018,NGA,76.50303495
2019,NGA,76.50303495
2020,NGA,76.50303495
2015,NIC,168.3567334
2016,NIC,168.3567334
2017,NIC,168.3567334
2018,NIC,168.3567334
2019,NIC,168.3567334
2020,NIC,168.3567334
2015,NLD,115.1925469
2016,NLD,115.1925469
2017,NLD,115.1925469
2018,NLD,115.1925469
2019,NLD,115.1925469
2020,NLD,115.1925469
2015,NOR,88.34215833
2016,NOR,88.34215833
2017,NOR,88.34215833
2018,NOR,88.34215833
2019,NOR,88.34215833
2020,NOR,88.34215833
2015,NPL,120.89914942397824
2016,NPL,120.89914942397824
2017,NPL,120.89914942397824
2018,NPL,120.89914942397824
2019,NPL,120.89914942397824
2020,NPL,120.89914942397824
2015,NRU,120.89914942397824
2016,NRU,120.89914942397824
2017,NRU,120.89914942397824
2018,NRU,120.89914942397824
2019,NRU,120.89914942397824
2020,NRU,120.89914942397824
2015,NZL,80.44498522
2016,NZL,80.44498522
2017,NZL,80.44498522
2018,NZL,80.44498522
2019,NZL,80.44498522
2020,NZL,80.44498522
2015,OMN,120.46214
2016,OMN,120.46214
2017,OMN,120.46214
2018,OMN,120.46214
2019,OMN,120.46214
2020,OMN,120.46214
2015,PAK,203.4241006
2016,PAK,203.4241006
2017,PAK,203.4241006
2018,PAK,203.4241006
2019,PAK,203.4241006
2020,PAK,203.4241006
2015,PAN,93.60567635
2016,PAN,93.60567635
2017,PAN,93.60567635
2018,PAN,93.60567635
2019,PAN,93.60567635
2020,PAN,93.60567635
2015,PER,144.7523073
2016,PER,144.7523073
2017,PER,144.7523073
2018,PER,144.7523073
2019,PER,144.7523073
2020,PER,144.7523073
2015,PHL,148.3990169
2016,PHL,148.3990169
2017,PHL,148.3990169
2018,PHL,148.3990169
2019,PHL,148.3990169
2020,PHL,148.3990169
2015,PLW,120.89914942397824
2016,PLW,120.89914942397824
2017,PLW,120.89914942397824
2018,PLW,120.89914942397824
2019,PLW,120.89914942397824
2020,PLW,120.89914942397824
2015,PNG,120.89914942397824
2016,PNG,120.89914942397824
2017,PNG,120.89914942397824
2018,PNG,120.89914942397824
2019,PNG,120.89914942397824
2020,PNG,120.89914942397824
2015,POL,166.9853935
2016,POL,166.9853935
2017,POL,166.9853935
2018,POL,166.9853935
2019,POL,166.9853935
2020,POL,166.9853935
2015,PRI,120.89914942397824
2016,PRI,120.89914942397824
2017,PRI,120.89914942397824
2018,PRI,120.89914942397824
2019,PRI,120.89914942397824
2020,PRI,120.89914942397824
2015,PRK,120.89914942397824
2016,PRK,120.89914942397824
2017,PRK,120.89914942397824
2018,PRK,120.89914942397824
2019,PRK,120.89914942397824
2020,PRK,120.89914942397824
2015,PRT,149.8671095
2016,PRT,149.8671095
2017,PRT,149.8671095
2018,PRT,149.8671095
2019,PRT,149.8671095
2020,PRT,149.8671095
2015,PRY,120.46214
2016,PRY,120.46214
2017,PRY,120.46214
2018,PRY,120.46214
2019,PRY,120.46214
2020,PRY,120.46214
2015,PYF,120.89914942397824
2016,PYF,120.89914942397824
2017,PYF,120.89914942397824
2018,PYF,120.89914942397824
2019,PYF,120.89914942397824
2020,PYF,120.89914942397824
2015,QAT,47.01140697
2016,QAT,47.01140697
2017,QAT,47.01140697
2018,QAT,47.01140697
2019,QAT,47.01140697
2020,QAT,47.01140697
2015,ROU,193.3015616
2016,ROU,193.3015616
2017,ROU,193.3015616
2018,ROU,193.3015616
2019,ROU,193.3015616
2020,ROU,193.3015616
2015,RUS,88.85030776
2016,RUS,88.85030776
2017,RUS,88.85030776
2018,RUS,88.85030776
2019,RUS,88.85030776
2020,RUS,88.85030776
2015,RWA,120.89914942397824
2016,RWA,120.89914942397824
2017,RWA,120.89914942397824
2018,RWA,120.89914942397824
2019,RWA,120.89914942397824
2020,RWA,120.89914942397824
2015,SAU,20.3980284
2016,SAU,20.3980284
2017,SAU,20.3980284
2018,SAU,20.3980284
2019,SAU,20.3980284
2020,SAU,20.3980284
2015,SDN,120.89914942397824
2016,SDN,120.89914942397824
2017,SDN,120.89914942397824
2018,SDN,120.89914942397824
