Year,iso_code3,frac_waso_non_recycled_open_dump
2038,ASM,0.7635874548510465
2039,ASM,0.7635874548510465
2040,ASM,0.7635874548510465
2041,ASM,0.7635874548510465
2042,ASM,0.7635874548510465
2043,ASM,0.7635874548510465
2044,ASM,0.7635874548510465
2045,ASM,0.7635874548510465
2046,ASM,0.7635874548510465
2047,ASM,0.7635874548510465
2048,ASM,0.7635874548510465
2049,ASM,0.7635874548510465
2050,ASM,0.7635874548510465
2021,ATG,0.32103764346121555
2022,ATG,0.32103764346121555
2023,ATG,0.32103764346121555
2024,ATG,0.32103764346121555
2025,ATG,0.32103764346121555
2026,ATG,0.32103764346121555
2027,ATG,0.32103764346121555
2028,ATG,0.32103764346121555
2029,ATG,0.32103764346121555
2030,ATG,0.32103764346121555
2031,ATG,0.32103764346121555
2032,ATG,0.32103764346121555
2033,ATG,0.32103764346121555
2034,ATG,0.32103764346121555
2035,ATG,0.32103764346121555
2036,ATG,0.32103764346121555
2037,ATG,0.32103764346121555
2038,ATG,0.32103764346121555
2039,ATG,0.32103764346121555
2040,ATG,0.32103764346121555
2041,ATG,0.32103764346121555
2042,ATG,0.32103764346121555
2043,ATG,0.32103764346121555
2044,ATG,0.32103764346121555
2045,ATG,0.32103764346121555
2046,ATG,0.32103764346121555
2047,ATG,0.32103764346121555
2048,ATG,0.32103764346121555
2049,ATG,0.32103764346121555
2050,ATG,0.32103764346121555
2021,AUS,0.48724227969157624
2022,AUS,0.48724227969157624
2023,AUS,0.48724227969157624
2024,AUS,0.48724227969157624
2025,AUS,0.48724227969157624
2026,AUS,0.48724227969157624
2027,AUS,0.48724227969157624
2028,AUS,0.48724227969157624
2029,AUS,0.48724227969157624
2030,AUS,0.48724227969157624
2031,AUS,0.48724227969157624
2032,AUS,0.48724227969157624
2033,AUS,0.48724227969157624
2034,AUS,0.48724227969157624
2035,AUS,0.48724227969157624
2036,AUS,0.48724227969157624
2037,AUS,0.48724227969157624
2038,AUS,0.48724227969157624
2039,AUS,0.48724227969157624
2040,AUS,0.48724227969157624
2041,AUS,0.48724227969157624
2042,AUS,0.48724227969157624
2043,AUS,0.48724227969157624
2044,AUS,0.48724227969157624
2045,AUS,0.48724227969157624
2046,AUS,0.48724227969157624
2047,AUS,0.48724227969157624
2048,AUS,0.48724227969157624
2049,AUS,0.48724227969157624
2050,AUS,0.48724227969157624
2021,AUT,0.578002814749101
2022,AUT,0.578002814749101
2023,AUT,0.578002814749101
2024,AUT,0.578002814749101
2025,AUT,0.578002814749101
2026,AUT,0.578002814749101
2027,AUT,0.578002814749101
2028,AUT,0.578002814749101
2029,AUT,0.578002814749101
2030,AUT,0.578002814749101
2031,AUT,0.578002814749101
2032,AUT,0.578002814749101
2033,AUT,0.578002814749101
2034,AUT,0.578002814749101
2035,AUT,0.578002814749101
2036,AUT,0.578002814749101
2037,AUT,0.578002814749101
2038,AUT,0.578002814749101
2039,AUT,0.578002814749101
2040,AUT,0.578002814749101
2041,AUT,0.578002814749101
2042,AUT,0.578002814749101
2043,AUT,0.578002814749101
2044,AUT,0.578002814749101
2045,AUT,0.578002814749101
2046,AUT,0.578002814749101
2047,AUT,0.578002814749101
2048,AUT,0.578002814749101
2049,AUT,0.578002814749101
2050,AUT,0.578002814749101
2021,AZE,0.8441696216387999
2022,AZE,0.8441696216387999
2023,AZE,0.8441696216387999
2024,AZE,0.8441696216387999
2025,AZE,0.8441696216387999
2026,AZE,0.8441696216387999
2027,AZE,0.8441696216387999
2028,AZE,0.8441696216387999
2029,AZE,0.8441696216387999
2030,AZE,0.8441696216387999
2031,AZE,0.8441696216387999
2032,AZE,0.8441696216387999
2033,AZE,0.8441696216387999
2034,AZE,0.8441696216387999
2035,AZE,0.8441696216387999
2036,AZE,0.8441696216387999
2037,AZE,0.8441696216387999
2038,AZE,0.8441696216387999
2039,AZE,0.8441696216387999
2040,AZE,0.8441696216387999
2041,AZE,0.8441696216387999
2042,AZE,0.8441696216387999
2043,AZE,0.8441696216387999
2044,AZE,0.8441696216387999
2045,AZE,0.8441696216387999
2046,AZE,0.8441696216387999
2047,AZE,0.8441696216387999
2048,AZE,0.8441696216387999
2049,AZE,0.8441696216387999
2050,AZE,0.8441696216387999
2021,BDI,0.7971285540110172
2022,BDI,0.7971285540110172
2023,BDI,0.7971285540110172
2024,BDI,0.7971285540110172
2025,BDI,0.7971285540110172
2026,BDI,0.7971285540110172
2027,BDI,0.7971285540110172
2028,BDI,0.7971285540110172
2029,BDI,0.7971285540110172
2030,BDI,0.7971285540110172
2031,BDI,0.7971285540110172
2032,BDI,0.7971285540110172
2033,BDI,0.7971285540110172
2034,BDI,0.7971285540110172
2035,BDI,0.7971285540110172
2036,BDI,0.7971285540110172
2037,BDI,0.7971285540110172
2038,BDI,0.7971285540110172
2039,BDI,0.7971285540110172
2040,BDI,0.7971285540110172
2041,BDI,0.7971285540110172
2042,BDI,0.7971285540110172
2043,BDI,0.7971285540110172
2044,BDI,0.7971285540110172
2045,BDI,0.7971285540110172
2046,BDI,0.7971285540110172
2047,BDI,0.7971285540110172
2048,BDI,0.7971285540110172
2049,BDI,0.7971285540110172
2050,BDI,0.7971285540110172
2021,BEL,0.5579921058151427
2022,BEL,0.5579921058151427
2023,BEL,0.5579921058151427
2024,BEL,0.5579921058151427
2025,BEL,0.5579921058151427
2026,BEL,0.5579921058151427
2027,BEL,0.5579921058151427
2028,BEL,0.5579921058151427
2029,BEL,0.5579921058151427
2030,BEL,0.5579921058151427
2031,BEL,0.5579921058151427
2032,BEL,0.5579921058151427
2033,BEL,0.5579921058151427
2034,BEL,0.5579921058151427
2035,BEL,0.5579921058151427
2036,BEL,0.5579921058151427
2037,BEL,0.5579921058151427
2038,BEL,0.5579921058151427
2039,BEL,0.5579921058151427
2040,BEL,0.5579921058151427
2041,BEL,0.5579921058151427
2042,BEL,0.5579921058151427
2043,BEL,0.5579921058151427
2044,BEL,0.5579921058151427
2045,BEL,0.5579921058151427
2046,BEL,0.5579921058151427
2047,BEL,0.5579921058151427
2048,BEL,0.5579921058151427
2049,BEL,0.5579921058151427
2050,BEL,0.5579921058151427
2021,BEN,0.7924456114554698
2022,BEN,0.7924456114554698
2023,BEN,0.7924456114554698
2024,BEN,0.7924456114554698
2025,BEN,0.7924456114554698
2026,BEN,0.7924456114554698
2027,BEN,0.7924456114554698
2028,BEN,0.7924456114554698
2029,BEN,0.7924456114554698
2030,BEN,0.7924456114554698
2031,BEN,0.7924456114554698
2032,BEN,0.7924456114554698
2033,BEN,0.7924456114554698
2034,BEN,0.7924456114554698
2035,BEN,0.7924456114554698
2036,BEN,0.7924456114554698
2037,BEN,0.7924456114554698
2038,BEN,0.7924456114554698
2039,BEN,0.7924456114554698
2040,BEN,0.7924456114554698
2041,BEN,0.7924456114554698
2042,BEN,0.7924456114554698
2043,BEN,0.7924456114554698
2044,BEN,0.7924456114554698
2045,BEN,0.7924456114554698
2046,BEN,0.7924456114554698
2047,BEN,0.7924456114554698
2048,BEN,0.7924456114554698
2049,BEN,0.7924456114554698
2050,BEN,0.7924456114554698
2021,BFA,0.6516630537668
2022,BFA,0.6516630537668
2023,BFA,0.6516630537668
2024,BFA,0.6516630537668
2025,BFA,0.6516630537668
2026,BFA,0.6516630537668
2027,BFA,0.6516630537668
2028,BFA,0.6516630537668
2029,BFA,0.6516630537668
2030,BFA,0.6516630537668
2031,BFA,0.6516630537668
2032,BFA,0.6516630537668
2033,BFA,0.6516630537668
2034,BFA,0.6516630537668
2035,BFA,0.6516630537668
2036,BFA,0.6516630537668
2037,BFA,0.6516630537668
2038,BFA,0.6516630537668
2039,BFA,0.6516630537668
2040,BFA,0.6516630537668
2041,BFA,0.6516630537668
2042,BFA,0.6516630537668
2043,BFA,0.6516630537668
2044,BFA,0.6516630537668
2045,BFA,0.6516630537668
2046,BFA,0.6516630537668
2047,BFA,0.6516630537668
2048,BFA,0.6516630537668
2049,BFA,0.6516630537668
2050,BFA,0.6516630537668
2021,BGD,0.7742390473501326
2022,BGD,0.7742390473501326
2023,BGD,0.7742390473501326
2024,BGD,0.7742390473501326
2025,BGD,0.7742390473501326
2026,BGD,0.7742390473501326
2027,BGD,0.7742390473501326
2028,BGD,0.7742390473501326
2029,BGD,0.7742390473501326
2030,BGD,0.7742390473501326
2031,BGD,0.7742390473501326
2032,BGD,0.7742390473501326
2033,BGD,0.7742390473501326
2034,BGD,0.7742390473501326
2035,BGD,0.7742390473501326
2036,BGD,0.7742390473501326
2037,BGD,0.7742390473501326
2038,BGD,0.7742390473501326
2039,BGD,0.7742390473501326
2040,BGD,0.7742390473501326
2041,BGD,0.7742390473501326
2042,BGD,0.7742390473501326
2043,BGD,0.7742390473501326
2044,BGD,0.7742390473501326
2045,BGD,0.7742390473501326
2046,BGD,0.7742390473501326
2047,BGD,0.7742390473501326
2048,BGD,0.7742390473501326
2049,BGD,0.7742390473501326
2050,BGD,0.7742390473501326
2021,BGR,0.4470203957271497
2022,BGR,0.4470203957271497
2023,BGR,0.4470203957271497
2024,BGR,0.4470203957271497
2025,BGR,0.4470203957271497
2026,BGR,0.4470203957271497
2027,BGR,0.4470203957271497
2028,BGR,0.4470203957271497
2029,BGR,0.4470203957271497
2030,BGR,0.4470203957271497
2031,BGR,0.4470203957271497
2032,BGR,0.4470203957271497
2033,BGR,0.4470203957271497
2034,BGR,0.4470203957271497
2035,BGR,0.4470203957271497
2036,BGR,0.4470203957271497
2037,BGR,0.4470203957271497
2038,BGR,0.4470203957271497
2039,BGR,0.4470203957271497
2040,BGR,0.4470203957271497
2041,BGR,0.4470203957271497
2042,BGR,0.4470203957271497
2043,BGR,0.4470203957271497
2044,BGR,0.4470203957271497
2045,BGR,0.4470203957271497
2046,BGR,0.4470203957271497
2047,BGR,0.4470203957271497
2048,BGR,0.4470203957271497
2049,BGR,0.4470203957271497
2050,BGR,0.4470203957271497
2021,BHR,0.31729263436552657
2022,BHR,0.31729263436552657
2023,BHR,0.31729263436552657
2024,BHR,0.31729263436552657
2025,BHR,0.31729263436552657
2026,BHR,0.31729263436552657
2027,BHR,0.31729263436552657
2028,BHR,0.31729263436552657
2029,BHR,0.31729263436552657
2030,BHR,0.31729263436552657
2031,BHR,0.31729263436552657
2032,BHR,0.31729263436552657
2033,BHR,0.31729263436552657
2034,BHR,0.31729263436552657
2035,BHR,0.31729263436552657
2036,BHR,0.31729263436552657
2037,BHR,0.31729263436552657
2038,BHR,0.31729263436552657
2039,BHR,0.31729263436552657
2040,BHR,0.31729263436552657
2041,BHR,0.31729263436552657
2042,BHR,0.31729263436552657
2043,BHR,0.31729263436552657
2044,BHR,0.31729263436552657
2045,BHR,0.31729263436552657
2046,BHR,0.31729263436552657
2047,BHR,0.31729263436552657
2048,BHR,0.31729263436552657
2049,BHR,0.31729263436552657
2050,BHR,0.31729263436552657
2021,BHS,0.6936183069743289
2022,BHS,0.6936183069743289
2023,BHS,0.6936183069743289
2024,BHS,0.6936183069743289
2025,BHS,0.6936183069743289
2026,BHS,0.6936183069743289
2027,BHS,0.6936183069743289
2028,BHS,0.6936183069743289
2029,BHS,0.6936183069743289
2030,BHS,0.6936183069743289
2031,BHS,0.6936183069743289
2032,BHS,0.6936183069743289
2033,BHS,0.6936183069743289
2034,BHS,0.6936183069743289
2035,BHS,0.6936183069743289
2036,BHS,0.6936183069743289
2037,BHS,0.6936183069743289
2038,BHS,0.6936183069743289
2039,BHS,0.6936183069743289
2040,BHS,0.6936183069743289
2041,BHS,0.6936183069743289
2042,BHS,0.6936183069743289
2043,BHS,0.6936183069743289
2044,BHS,0.6936183069743289
2045,BHS,0.6936183069743289
2046,BHS,0.6936183069743289
2047,BHS,0.6936183069743289
2048,BHS,0.6936183069743289
2049,BHS,0.6936183069743289
2050,BHS,0.6936183069743289
2021,BIH,0.6134317236351398
2022,BIH,0.6134317236351398
2023,BIH,0.6134317236351398
2024,BIH,0.6134317236351398
2025,BIH,0.6134317236351398
2026,BIH,0.6134317236351398
2027,BIH,0.6134317236351398
2028,BIH,0.6134317236351398
2029,BIH,0.6134317236351398
2030,BIH,0.6134317236351398
2031,BIH,0.6134317236351398
2032,BIH,0.6134317236351398
2033,BIH,0.6134317236351398
2034,BIH,0.6134317236351398
2035,BIH,0.6134317236351398
2036,BIH,0.6134317236351398
2037,BIH,0.6134317236351398
2038,BIH,0.6134317236351398
2039,BIH,0.6134317236351398
2040,BIH,0.6134317236351398
2041,BIH,0.6134317236351398
2042,BIH,0.6134317236351398
2043,BIH,0.6134317236351398
2044,BIH,0.6134317236351398
2045,BIH,0.6134317236351398
2046,BIH,0.6134317236351398
2047,BIH,0.6134317236351398
2048,BIH,0.6134317236351398
2049,BIH,0.6134317236351398
2050,BIH,0.6134317236351398
2021,BLR,0.06858724909584583
2022,BLR,0.06858724909584583
2023,BLR,0.06858724909584583
2024,BLR,0.06858724909584583
2025,BLR,0.06858724909584583
2026,BLR,0.06858724909584583
2027,BLR,0.06858724909584583
2028,BLR,0.06858724909584583
2029,BLR,0.06858724909584583
2030,BLR,0.06858724909584583
2031,BLR,0.06858724909584583
2032,BLR,0.06858724909584583
2033,BLR,0.06858724909584583
2034,BLR,0.06858724909584583
2035,BLR,0.06858724909584583
2036,BLR,0.06858724909584583
2037,BLR,0.06858724909584583
2038,BLR,0.06858724909584583
2039,BLR,0.06858724909584583
2040,BLR,0.06858724909584583
2041,BLR,0.06858724909584583
2042,BLR,0.06858724909584583
2043,BLR,0.06858724909584583
2044,BLR,0.06858724909584583
2045,BLR,0.06858724909584583
2046,BLR,0.06858724909584583
2047,BLR,0.06858724909584583
2048,BLR,0.06858724909584583
2049,BLR,0.06858724909584583
2050,BLR,0.06858724909584583
2021,BLZ,0.8040504664353813
2022,BLZ,0.8040504664353813
2023,BLZ,0.8040504664353813
2024,BLZ,0.8040504664353813
2025,BLZ,0.8040504664353813
2026,BLZ,0.8040504664353813
2027,BLZ,0.8040504664353813
2028,BLZ,0.8040504664353813
2029,BLZ,0.8040504664353813
2030,BLZ,0.8040504664353813
2031,BLZ,0.8040504664353813
2032,BLZ,0.8040504664353813
2033,BLZ,0.8040504664353813
2034,BLZ,0.8040504664353813
2035,BLZ,0.8040504664353813
2036,BLZ,0.8040504664353813
2037,BLZ,0.8040504664353813
2038,BLZ,0.8040504664353813
2039,BLZ,0.8040504664353813
2040,BLZ,0.8040504664353813
2041,BLZ,0.8040504664353813
2042,BLZ,0.8040504664353813
2043,BLZ,0.8040504664353813
2044,BLZ,0.8040504664353813
2045,BLZ,0.8040504664353813
2046,BLZ,0.8040504664353813
2047,BLZ,0.8040504664353813
2048,BLZ,0.8040504664353813
2049,BLZ,0.8040504664353813
2050,BLZ,0.8040504664353813
2021,BMU,0.41370820591737323
2022,BMU,0.41370820591737323
2023,BMU,0.41370820591737323
2024,BMU,0.41370820591737323
2025,BMU,0.41370820591737323
2026,BMU,0.41370820591737323
2027,BMU,0.41370820591737323
2028,BMU,0.41370820591737323
2029,BMU,0.41370820591737323
2030,BMU,0.41370820591737323
2031,BMU,0.41370820591737323
2032,BMU,0.41370820591737323
2033,BMU,0.41370820591737323
2034,BMU,0.41370820591737323
2035,BMU,0.41370820591737323
2036,BMU,0.41370820591737323
2037,BMU,0.41370820591737323
2038,BMU,0.41370820591737323
2039,BMU,0.41370820591737323
2040,BMU,0.41370820591737323
2041,BMU,0.41370820591737323
2042,BMU,0.41370820591737323
2043,BMU,0.41370820591737323
2044,BMU,0.41370820591737323
2045,BMU,0.41370820591737323
2046,BMU,0.41370820591737323
2047,BMU,0.41370820591737323
2048,BMU,0.41370820591737323
2049,BMU,0.41370820591737323
2050,BMU,0.41370820591737323
2021,BOL,0.7719839884087523
2022,BOL,0.7719839884087523
2023,BOL,0.7719839884087523
2024,BOL,0.7719839884087523
2025,BOL,0.7719839884087523
2026,BOL,0.7719839884087523
2027,BOL,0.7719839884087523
2028,BOL,0.7719839884087523
2029,BOL,0.7719839884087523
2030,BOL,0.7719839884087523
2031,BOL,0.7719839884087523
2032,BOL,0.7719839884087523
2033,BOL,0.7719839884087523
2034,BOL,0.7719839884087523
2035,BOL,0.7719839884087523
2036,BOL,0.7719839884087523
2037,BOL,0.7719839884087523
2038,BOL,0.7719839884087523
2039,BOL,0.7719839884087523
2040,BOL,0.7719839884087523
2041,BOL,0.7719839884087523
2042,BOL,0.7719839884087523
2043,BOL,0.7719839884087523
2044,BOL,0.7719839884087523
2045,BOL,0.7719839884087523
2046,BOL,0.7719839884087523
2047,BOL,0.7719839884087523
2048,BOL,0.7719839884087523
2049,BOL,0.7719839884087523
2050,BOL,0.7719839884087523
2021,BRA,0.2746101265970445
2022,BRA,0.2746101265970445
2023,BRA,0.2746101265970445
2024,BRA,0.2746101265970445
2025,BRA,0.2746101265970445
2026,BRA,0.2746101265970445
2027,BRA,0.2746101265970445
2028,BRA,0.2746101265970445
2029,BRA,0.2746101265970445
2030,BRA,0.2746101265970445
2031,BRA,0.2746101265970445
2032,BRA,0.2746101265970445
2033,BRA,0.2746101265970445
2034,BRA,0.2746101265970445
2035,BRA,0.2746101265970445
2036,BRA,0.2746101265970445
2037,BRA,0.2746101265970445
2038,BRA,0.2746101265970445
2039,BRA,0.2746101265970445
2040,BRA,0.2746101265970445
2041,BRA,0.2746101265970445
2042,BRA,0.2746101265970445
2043,BRA,0.2746101265970445
2044,BRA,0.2746101265970445
2045,BRA,0.2746101265970445
2046,BRA,0.2746101265970445
2047,BRA,0.2746101265970445
2048,BRA,0.2746101265970445
2049,BRA,0.2746101265970445
2050,BRA,0.2746101265970445
2021,BRB,0.33940479695692294
2022,BRB,0.33940479695692294
2023,BRB,0.33940479695692294
2024,BRB,0.33940479695692294
2025,BRB,0.33940479695692294
2026,BRB,0.33940479695692294
2027,BRB,0.33940479695692294
2028,BRB,0.33940479695692294
2029,BRB,0.33940479695692294
2030,BRB,0.33940479695692294
2031,BRB,0.33940479695692294
2032,BRB,0.33940479695692294
2033,BRB,0.33940479695692294
2034,BRB,0.33940479695692294
2035,BRB,0.33940479695692294
2036,BRB,0.33940479695692294
2037,BRB,0.33940479695692294
2038,BRB,0.33940479695692294
2039,BRB,0.33940479695692294
2040,BRB,0.33940479695692294
2041,BRB,0.33940479695692294
2042,BRB,0.33940479695692294
2043,BRB,0.33940479695692294
2044,BRB,0.33940479695692294
2045,BRB,0.33940479695692294
2046,BRB,0.33940479695692294
2047,BRB,0.33940479695692294
2048,BRB,0.33940479695692294
2049,BRB,0.33940479695692294
2050,BRB,0.33940479695692294
2021,BRN,0.6332207181009786
2022,BRN,0.6332207181009786
2023,BRN,0.6332207181009786
2024,BRN,0.6332207181009786
2025,BRN,0.6332207181009786
2026,BRN,0.6332207181009786
2027,BRN,0.6332207181009786
2028,BRN,0.6332207181009786
2029,BRN,0.6332207181009786
2030,BRN,0.6332207181009786
2031,BRN,0.6332207181009786
2032,BRN,0.6332207181009786
2033,BRN,0.6332207181009786
2034,BRN,0.6332207181009786
2035,BRN,0.6332207181009786
2036,BRN,0.6332207181009786
2037,BRN,0.6332207181009786
2038,BRN,0.6332207181009786
2039,BRN,0.6332207181009786
2040,BRN,0.6332207181009786
2041,BRN,0.6332207181009786
2042,BRN,0.6332207181009786
2043,BRN,0.6332207181009786
2044,BRN,0.6332207181009786
2045,BRN,0.6332207181009786
2046,BRN,0.6332207181009786
2047,BRN,0.6332207181009786
2048,BRN,0.6332207181009786
2049,BRN,0.6332207181009786
2050,BRN,0.6332207181009786
2021,BTN,0.32844683098369437
2022,BTN,0.32844683098369437
2023,BTN,0.32844683098369437
2024,BTN,0.32844683098369437
2025,BTN,0.32844683098369437
