Year,iso_code3,cost_enfu_fuel_biogas_usd_per_mmbtu
2043,COD,22000.0
2044,COD,22000.0
2045,COD,22000.0
2046,COD,22000.0
2047,COD,22000.0
2048,COD,22000.0
2049,COD,22000.0
2050,COD,22000.0
2021,COG,22000.0
2022,COG,22000.0
2023,COG,22000.0
2024,COG,22000.0
2025,COG,22000.0
2026,COG,22000.0
2027,COG,22000.0
2028,COG,22000.0
2029,COG,22000.0
2030,COG,22000.0
2031,COG,22000.0
2032,COG,22000.0
2033,COG,22000.0
2034,COG,22000.0
2035,COG,22000.0
2036,COG,22000.0
2037,COG,22000.0
2038,COG,22000.0
2039,COG,22000.0
2040,COG,22000.0
2041,COG,22000.0
2042,COG,22000.0
2043,COG,22000.0
2044,COG,22000.0
2045,COG,22000.0
2046,COG,22000.0
2047,COG,22000.0
2048,COG,22000.0
2049,COG,22000.0
2050,COG,22000.0
2021,COL,22000.0
2022,COL,22000.0
2023,COL,22000.0
2024,COL,22000.0
2025,COL,22000.0
2026,COL,22000.0
2027,COL,22000.0
2028,COL,22000.0
2029,COL,22000.0
2030,COL,22000.0
2031,COL,22000.0
2032,COL,22000.0
2033,COL,22000.0
2034,COL,22000.0
2035,COL,22000.0
2036,COL,22000.0
2037,COL,22000.0
2038,COL,22000.0
2039,COL,22000.0
2040,COL,22000.0
2041,COL,22000.0
2042,COL,22000.0
2043,COL,22000.0
2044,COL,22000.0
2045,COL,22000.0
2046,COL,22000.0
2047,COL,22000.0
2048,COL,22000.0
2049,COL,22000.0
2050,COL,22000.0
2021,COM,22000.0
2022,COM,22000.0
2023,COM,22000.0
2024,COM,22000.0
2025,COM,22000.0
2026,COM,22000.0
2027,COM,22000.0
2028,COM,22000.0
2029,COM,22000.0
2030,COM,22000.0
2031,COM,22000.0
2032,COM,22000.0
2033,COM,22000.0
2034,COM,22000.0
2035,COM,22000.0
2036,COM,22000.0
2037,COM,22000.0
2038,COM,22000.0
2039,COM,22000.0
2040,COM,22000.0
2041,COM,22000.0
2042,COM,22000.0
2043,COM,22000.0
2044,COM,22000.0
2045,COM,22000.0
2046,COM,22000.0
2047,COM,22000.0
2048,COM,22000.0
2049,COM,22000.0
2050,COM,22000.0
2021,CPV,22000.0
2022,CPV,22000.0
2023,CPV,22000.0
2024,CPV,22000.0
2025,CPV,22000.0
2026,CPV,22000.0
2027,CPV,22000.0
2028,CPV,22000.0
2029,CPV,22000.0
2030,CPV,22000.0
2031,CPV,22000.0
2032,CPV,22000.0
2033,CPV,22000.0
2034,CPV,22000.0
2035,CPV,22000.0
2036,CPV,22000.0
2037,CPV,22000.0
2038,CPV,22000.0
2039,CPV,22000.0
2040,CPV,22000.0
2041,CPV,22000.0
2042,CPV,22000.0
2043,CPV,22000.0
2044,CPV,22000.0
2045,CPV,22000.0
2046,CPV,22000.0
2047,CPV,22000.0
2048,CPV,22000.0
2049,CPV,22000.0
2050,CPV,22000.0
2021,CRI,22000.0
2022,CRI,22000.0
2023,CRI,22000.0
2024,CRI,22000.0
2025,CRI,22000.0
2026,CRI,22000.0
2027,CRI,22000.0
2028,CRI,22000.0
2029,CRI,22000.0
2030,CRI,22000.0
2031,CRI,22000.0
2032,CRI,22000.0
2033,CRI,22000.0
2034,CRI,22000.0
2035,CRI,22000.0
2036,CRI,22000.0
2037,CRI,22000.0
2038,CRI,22000.0
2039,CRI,22000.0
2040,CRI,22000.0
2041,CRI,22000.0
2042,CRI,22000.0
2043,CRI,22000.0
2044,CRI,22000.0
2045,CRI,22000.0
2046,CRI,22000.0
2047,CRI,22000.0
2048,CRI,22000.0
2049,CRI,22000.0
2050,CRI,22000.0
2021,CUB,22000.0
2022,CUB,22000.0
2023,CUB,22000.0
2024,CUB,22000.0
2025,CUB,22000.0
2026,CUB,22000.0
2027,CUB,22000.0
2028,CUB,22000.0
2029,CUB,22000.0
2030,CUB,22000.0
2031,CUB,22000.0
2032,CUB,22000.0
2033,CUB,22000.0
2034,CUB,22000.0
2035,CUB,22000.0
2036,CUB,22000.0
2037,CUB,22000.0
2038,CUB,22000.0
2039,CUB,22000.0
2040,CUB,22000.0
2041,CUB,22000.0
2042,CUB,22000.0
2043,CUB,22000.0
2044,CUB,22000.0
2045,CUB,22000.0
2046,CUB,22000.0
2047,CUB,22000.0
2048,CUB,22000.0
2049,CUB,22000.0
2050,CUB,22000.0
2021,CUW,22000.0
2022,CUW,22000.0
2023,CUW,22000.0
2024,CUW,22000.0
2025,CUW,22000.0
2026,CUW,22000.0
2027,CUW,22000.0
2028,CUW,22000.0
2029,CUW,22000.0
2030,CUW,22000.0
2031,CUW,22000.0
2032,CUW,22000.0
2033,CUW,22000.0
2034,CUW,22000.0
2035,CUW,22000.0
2036,CUW,22000.0
2037,CUW,22000.0
2038,CUW,22000.0
2039,CUW,22000.0
2040,CUW,22000.0
2041,CUW,22000.0
2042,CUW,22000.0
2043,CUW,22000.0
2044,CUW,22000.0
2045,CUW,22000.0
2046,CUW,22000.0
2047,CUW,22000.0
2048,CUW,22000.0
2049,CUW,22000.0
2050,CUW,22000.0
2021,CYM,22000.0
2022,CYM,22000.0
2023,CYM,22000.0
2024,CYM,22000.0
2025,CYM,22000.0
2026,CYM,22000.0
2027,CYM,22000.0
2028,CYM,22000.0
2029,CYM,22000.0
2030,CYM,22000.0
2031,CYM,22000.0
2032,CYM,22000.0
2033,CYM,22000.0
2034,CYM,22000.0
2035,CYM,22000.0
2036,CYM,22000.0
2037,CYM,22000.0
2038,CYM,22000.0
2039,CYM,22000.0
2040,CYM,22000.0
2041,CYM,22000.0
2042,CYM,22000.0
2043,CYM,22000.0
2044,CYM,22000.0
2045,CYM,22000.0
2046,CYM,22000.0
2047,CYM,22000.0
2048,CYM,22000.0
2049,CYM,22000.0
2050,CYM,22000.0
2021,CYP,22000.0
2022,CYP,22000.0
2023,CYP,22000.0
2024,CYP,22000.0
2025,CYP,22000.0
2026,CYP,22000.0
2027,CYP,22000.0
2028,CYP,22000.0
2029,CYP,22000.0
2030,CYP,22000.0
2031,CYP,22000.0
2032,CYP,22000.0
2033,CYP,22000.0
2034,CYP,22000.0
2035,CYP,22000.0
2036,CYP,22000.0
2037,CYP,22000.0
2038,CYP,22000.0
2039,CYP,22000.0
2040,CYP,22000.0
2041,CYP,22000.0
2042,CYP,22000.0
2043,CYP,22000.0
2044,CYP,22000.0
2045,CYP,22000.0
2046,CYP,22000.0
2047,CYP,22000.0
2048,CYP,22000.0
2049,CYP,22000.0
2050,CYP,22000.0
2021,CZE,22000.0
2022,CZE,22000.0
2023,CZE,22000.0
2024,CZE,22000.0
2025,CZE,22000.0
2026,CZE,22000.0
2027,CZE,22000.0
2028,CZE,22000.0
2029,CZE,22000.0
2030,CZE,22000.0
2031,CZE,22000.0
2032,CZE,22000.0
2033,CZE,22000.0
2034,CZE,22000.0
2035,CZE,22000.0
2036,CZE,22000.0
2037,CZE,22000.0
2038,CZE,22000.0
2039,CZE,22000.0
2040,CZE,22000.0
2041,CZE,22000.0
2042,CZE,22000.0
2043,CZE,22000.0
2044,CZE,22000.0
2045,CZE,22000.0
2046,CZE,22000.0
2047,CZE,22000.0
2048,CZE,22000.0
2049,CZE,22000.0
2050,CZE,22000.0
2021,DEU,22000.0
2022,DEU,22000.0
2023,DEU,22000.0
2024,DEU,22000.0
2025,DEU,22000.0
2026,DEU,22000.0
2027,DEU,22000.0
2028,DEU,22000.0
2029,DEU,22000.0
2030,DEU,22000.0
2031,DEU,22000.0
2032,DEU,22000.0
2033,DEU,22000.0
2034,DEU,22000.0
2035,DEU,22000.0
2036,DEU,22000.0
2037,DEU,22000.0
2038,DEU,22000.0
2039,DEU,22000.0
2040,DEU,22000.0
2041,DEU,22000.0
2042,DEU,22000.0
2043,DEU,22000.0
2044,DEU,22000.0
2045,DEU,22000.0
2046,DEU,22000.0
2047,DEU,22000.0
2048,DEU,22000.0
2049,DEU,22000.0
2050,DEU,22000.0
2021,DJI,22000.0
2022,DJI,22000.0
2023,DJI,22000.0
2024,DJI,22000.0
2025,DJI,22000.0
2026,DJI,22000.0
2027,DJI,22000.0
2028,DJI,22000.0
2029,DJI,22000.0
2030,DJI,22000.0
2031,DJI,22000.0
2032,DJI,22000.0
2033,DJI,22000.0
2034,DJI,22000.0
2035,DJI,22000.0
2036,DJI,22000.0
2037,DJI,22000.0
2038,DJI,22000.0
2039,DJI,22000.0
2040,DJI,22000.0
2041,DJI,22000.0
2042,DJI,22000.0
2043,DJI,22000.0
2044,DJI,22000.0
2045,DJI,22000.0
2046,DJI,22000.0
2047,DJI,22000.0
2048,DJI,22000.0
2049,DJI,22000.0
2050,DJI,22000.0
2021,DMA,22000.0
2022,DMA,22000.0
2023,DMA,22000.0
2024,DMA,22000.0
2025,DMA,22000.0
2026,DMA,22000.0
2027,DMA,22000.0
2028,DMA,22000.0
2029,DMA,22000.0
2030,DMA,22000.0
2031,DMA,22000.0
2032,DMA,22000.0
2033,DMA,22000.0
2034,DMA,22000.0
2035,DMA,22000.0
2036,DMA,22000.0
2037,DMA,22000.0
2038,DMA,22000.0
2039,DMA,22000.0
2040,DMA,22000.0
2041,DMA,22000.0
2042,DMA,22000.0
2043,DMA,22000.0
2044,DMA,22000.0
2045,DMA,22000.0
2046,DMA,22000.0
2047,DMA,22000.0
2048,DMA,22000.0
2049,DMA,22000.0
2050,DMA,22000.0
2021,DNK,22000.0
2022,DNK,22000.0
2023,DNK,22000.0
2024,DNK,22000.0
2025,DNK,22000.0
2026,DNK,22000.0
2027,DNK,22000.0
2028,DNK,22000.0
2029,DNK,22000.0
2030,DNK,22000.0
2031,DNK,22000.0
2032,DNK,22000.0
2033,DNK,22000.0
2034,DNK,22000.0
2035,DNK,22000.0
2036,DNK,22000.0
2037,DNK,22000.0
2038,DNK,22000.0
2039,DNK,22000.0
2040,DNK,22000.0
2041,DNK,22000.0
2042,DNK,22000.0
2043,DNK,22000.0
2044,DNK,22000.0
2045,DNK,22000.0
2046,DNK,22000.0
2047,DNK,22000.0
2048,DNK,22000.0
2049,DNK,22000.0
2050,DNK,22000.0
2021,DOM,22000.0
2022,DOM,22000.0
2023,DOM,22000.0
2024,DOM,22000.0
2025,DOM,22000.0
2026,DOM,22000.0
2027,DOM,22000.0
2028,DOM,22000.0
2029,DOM,22000.0
2030,DOM,22000.0
2031,DOM,22000.0
2032,DOM,22000.0
2033,DOM,22000.0
2034,DOM,22000.0
2035,DOM,22000.0
2036,DOM,22000.0
2037,DOM,22000.0
2038,DOM,22000.0
2039,DOM,22000.0
2040,DOM,22000.0
2041,DOM,22000.0
2042,DOM,22000.0
2043,DOM,22000.0
2044,DOM,22000.0
2045,DOM,22000.0
2046,DOM,22000.0
2047,DOM,22000.0
2048,DOM,22000.0
2049,DOM,22000.0
2050,DOM,22000.0
2021,DZA,22000.0
2022,DZA,22000.0
2023,DZA,22000.0
2024,DZA,22000.0
2025,DZA,22000.0
2026,DZA,22000.0
2027,DZA,22000.0
2028,DZA,22000.0
2029,DZA,22000.0
2030,DZA,22000.0
2031,DZA,22000.0
2032,DZA,22000.0
2033,DZA,22000.0
2034,DZA,22000.0
2035,DZA,22000.0
2036,DZA,22000.0
2037,DZA,22000.0
2038,DZA,22000.0
2039,DZA,22000.0
2040,DZA,22000.0
2041,DZA,22000.0
2042,DZA,22000.0
2043,DZA,22000.0
2044,DZA,22000.0
2045,DZA,22000.0
2046,DZA,22000.0
2047,DZA,22000.0
2048,DZA,22000.0
2049,DZA,22000.0
2050,DZA,22000.0
2021,ECU,22000.0
2022,ECU,22000.0
2023,ECU,22000.0
2024,ECU,22000.0
2025,ECU,22000.0
2026,ECU,22000.0
2027,ECU,22000.0
2028,ECU,22000.0
2029,ECU,22000.0
2030,ECU,22000.0
2031,ECU,22000.0
2032,ECU,22000.0
2033,ECU,22000.0
2034,ECU,22000.0
2035,ECU,22000.0
2036,ECU,22000.0
2037,ECU,22000.0
2038,ECU,22000.0
2039,ECU,22000.0
2040,ECU,22000.0
2041,ECU,22000.0
2042,ECU,22000.0
2043,ECU,22000.0
2044,ECU,22000.0
2045,ECU,22000.0
2046,ECU,22000.0
2047,ECU,22000.0
2048,ECU,22000.0
2049,ECU,22000.0
2050,ECU,22000.0
2021,EGY,22000.0
2022,EGY,22000.0
2023,EGY,22000.0
2024,EGY,22000.0
2025,EGY,22000.0
2026,EGY,22000.0
2027,EGY,22000.0
2028,EGY,22000.0
2029,EGY,22000.0
2030,EGY,22000.0
2031,EGY,22000.0
2032,EGY,22000.0
2033,EGY,22000.0
2034,EGY,22000.0
2035,EGY,22000.0
2036,EGY,22000.0
2037,EGY,22000.0
2038,EGY,22000.0
2039,EGY,22000.0
2040,EGY,22000.0
2041,EGY,22000.0
2042,EGY,22000.0
2043,EGY,22000.0
2044,EGY,22000.0
2045,EGY,22000.0
2046,EGY,22000.0
2047,EGY,22000.0
2048,EGY,22000.0
2049,EGY,22000.0
2050,EGY,22000.0
2021,ERI,22000.0
2022,ERI,22000.0
2023,ERI,22000.0
2024,ERI,22000.0
2025,ERI,22000.0
2026,ERI,22000.0
2027,ERI,22000.0
2028,ERI,22000.0
2029,ERI,22000.0
2030,ERI,22000.0
2031,ERI,22000.0
2032,ERI,22000.0
2033,ERI,22000.0
2034,ERI,22000.0
2035,ERI,22000.0
2036,ERI,22000.0
2037,ERI,22000.0
2038,ERI,22000.0
2039,ERI,22000.0
2040,ERI,22000.0
2041,ERI,22000.0
2042,ERI,22000.0
2043,ERI,22000.0
2044,ERI,22000.0
2045,ERI,22000.0
2046,ERI,22000.0
2047,ERI,22000.0
2048,ERI,22000.0
2049,ERI,22000.0
2050,ERI,22000.0
2021,ESP,22000.0
2022,ESP,22000.0
2023,ESP,22000.0
2024,ESP,22000.0
2025,ESP,22000.0
2026,ESP,22000.0
2027,ESP,22000.0
2028,ESP,22000.0
2029,ESP,22000.0
2030,ESP,22000.0
2031,ESP,22000.0
2032,ESP,22000.0
2033,ESP,22000.0
2034,ESP,22000.0
2035,ESP,22000.0
2036,ESP,22000.0
2037,ESP,22000.0
2038,ESP,22000.0
2039,ESP,22000.0
2040,ESP,22000.0
2041,ESP,22000.0
2042,ESP,22000.0
2043,ESP,22000.0
2044,ESP,22000.0
2045,ESP,22000.0
2046,ESP,22000.0
2047,ESP,22000.0
2048,ESP,22000.0
2049,ESP,22000.0
2050,ESP,22000.0
2021,EST,22000.0
2022,EST,22000.0
2023,EST,22000.0
2024,EST,22000.0
2025,EST,22000.0
2026,EST,22000.0
2027,EST,22000.0
2028,EST,22000.0
2029,EST,22000.0
2030,EST,22000.0
2031,EST,22000.0
2032,EST,22000.0
2033,EST,22000.0
2034,EST,22000.0
2035,EST,22000.0
2036,EST,22000.0
2037,EST,22000.0
2038,EST,22000.0
2039,EST,22000.0
2040,EST,22000.0
2041,EST,22000.0
2042,EST,22000.0
2043,EST,22000.0
2044,EST,22000.0
2045,EST,22000.0
2046,EST,22000.0
2047,EST,22000.0
2048,EST,22000.0
2049,EST,22000.0
2050,EST,22000.0
2021,ETH,22000.0
2022,ETH,22000.0
2023,ETH,22000.0
2024,ETH,22000.0
2025,ETH,22000.0
2026,ETH,22000.0
2027,ETH,22000.0
2028,ETH,22000.0
2029,ETH,22000.0
2030,ETH,22000.0
2031,ETH,22000.0
2032,ETH,22000.0
2033,ETH,22000.0
2034,ETH,22000.0
2035,ETH,22000.0
2036,ETH,22000.0
2037,ETH,22000.0
2038,ETH,22000.0
2039,ETH,22000.0
2040,ETH,22000.0
2041,ETH,22000.0
2042,ETH,22000.0
2043,ETH,22000.0
2044,ETH,22000.0
2045,ETH,22000.0
2046,ETH,22000.0
2047,ETH,22000.0
2048,ETH,22000.0
2049,ETH,22000.0
2050,ETH,22000.0
2021,FIN,22000.0
2022,FIN,22000.0
2023,FIN,22000.0
2024,FIN,22000.0
2025,FIN,22000.0
2026,FIN,22000.0
2027,FIN,22000.0
2028,FIN,22000.0
2029,FIN,22000.0
2030,FIN,22000.0
2031,FIN,22000.0
2032,FIN,22000.0
2033,FIN,22000.0
2034,FIN,22000.0
2035,FIN,22000.0
2036,FIN,22000.0
2037,FIN,22000.0
2038,FIN,22000.0
2039,FIN,22000.0
2040,FIN,22000.0
2041,FIN,22000.0
2042,FIN,22000.0
2043,FIN,22000.0
2044,FIN,22000.0
2045,FIN,22000.0
2046,FIN,22000.0
2047,FIN,22000.0
2048,FIN,22000.0
2049,FIN,22000.0
2050,FIN,22000.0
2021,FJI,22000.0
2022,FJI,22000.0
2023,FJI,22000.0
2024,FJI,22000.0
2025,FJI,22000.0
2026,FJI,22000.0
2027,FJI,22000.0
2028,FJI,22000.0
2029,FJI,22000.0
2030,FJI,22000.0
2031,FJI,22000.0
2032,FJI,22000.0
2033,FJI,22000.0
2034,FJI,22000.0
2035,FJI,22000.0
2036,FJI,22000.0
2037,FJI,22000.0
2038,FJI,22000.0
2039,FJI,22000.0
2040,FJI,22000.0
2041,FJI,22000.0
2042,FJI,22000.0
2043,FJI,22000.0
2044,FJI,22000.0
2045,FJI,22000.0
2046,FJI,22000.0
2047,FJI,22000.0
2048,FJI,22000.0
2049,FJI,22000.0
2050,FJI,22000.0
2021,FRA,22000.0
2022,FRA,22000.0
2023,FRA,22000.0
2024,FRA,22000.0
2025,FRA,22000.0
2026,FRA,22000.0
2027,FRA,22000.0
2028,FRA,22000.0
2029,FRA,22000.0
2030,FRA,22000.0
2031,FRA,22000.0
2032,FRA,22000.0
2033,FRA,22000.0
2034,FRA,22000.0
2035,FRA,22000.0
2036,FRA,22000.0
2037,FRA,22000.0
2038,FRA,22000.0
2039,FRA,22000.0
2040,FRA,22000.0
2041,FRA,22000.0
2042,FRA,22000.0
2043,FRA,22000.0
2044,FRA,22000.0
2045,FRA,22000.0
2046,FRA,22000.0
2047,FRA,22000.0
2048,FRA,22000.0
2049,FRA,22000.0
2050,FRA,22000.0
2021,FRO,22000.0
2022,FRO,22000.0
2023,FRO,22000.0
2024,FRO,22000.0
2025,FRO,22000.0
2026,FRO,22000.0
2027,FRO,22000.0
2028,FRO,22000.0
2029,FRO,22000.0
2030,FRO,22000.0
2031,FRO,22000.0
2032,FRO,22000.0
2033,FRO,22000.0
2034,FRO,22000.0
2035,FRO,22000.0
2036,FRO,22000.0
2037,FRO,22000.0
2038,FRO,22000.0
2039,FRO,22000.0
2040,FRO,22000.0
2041,FRO,22000.0
2042,FRO,22000.0
2043,FRO,22000.0
2044,FRO,22000.0
2045,FRO,22000.0
2046,FRO,22000.0
2047,FRO,22000.0
2048,FRO,22000.0
2049,FRO,22000.0
2050,FRO,22000.0
2021,FSM,22000.0
2022,FSM,22000.0
2023,FSM,22000.0
2024,FSM,22000.0
2025,FSM,22000.0
2026,FSM,22000.0
2027,FSM,22000.0
2028,FSM,22000.0
2029,FSM,22000.0
2030,FSM,22000.0
2031,FSM,22000.0
2032,FSM,22000.0
2033,FSM,22000.0
2034,FSM,22000.0
2035,FSM,22000.0
2036,FSM,22000.0
2037,FSM,22000.0
2038,FSM,22000.0
2039,FSM,22000.0
2040,FSM,22000.0
2041,FSM,22000.0
2042,FSM,22000.0
2043,FSM,22000.0
2044,FSM,22000.0
2045,FSM,22000.0
2046,FSM,22000.0
2047,FSM,22000.0
2048,FSM,22000.0
2049,FSM,22000.0
2050,FSM,22000.0
2021,GAB,22000.0
2022,GAB,22000.0
2023,GAB,22000.0
2024,GAB,22000.0
2025,GAB,22000.0
2026,GAB,22000.0
2027,GAB,22000.0
2028,GAB,22000.0
2029,GAB,22000.0
2030,GAB,22000.0
2031,GAB,22000.0
2032,GAB,22000.0
2033,GAB,22000.0
2034,GAB,22000.0
2035,GAB,22000.0
2036,GAB,22000.0
2037,GAB,22000.0
2038,GAB,22000.0
2039,GAB,22000.0
2040,GAB,22000.0
2041,GAB,22000.0
2042,GAB,22000.0
2043,GAB,22000.0
2044,GAB,22000.0
2045,GAB,22000.0
2046,GAB,22000.0
2047,GAB,22000.0
2048,GAB,22000.0
2049,GAB,22000.0
2050,GAB,22000.0
2021,GBR,22000.0
2022,GBR,22000.0
2023,GBR,22000.0
2024,GBR,22000.0
2025,GBR,22000.0
2026,GBR,22000.0
2027,GBR,22000.0
2028,GBR,22000.0
2029,GBR,22000.0
2030,GBR,22000.0
2031,GBR,22000.0
2032,GBR,22000.0
2033,GBR,22000.0
2034,GBR,22000.0
2035,GBR,22000.0
2036,GBR,22000.0
2037,GBR,22000.0
2038,GBR,22000.0
2039,GBR,22000.0
2040,GBR,22000.0
2041,GBR,22000.0
2042,GBR,22000.0
2043,GBR,22000.0
2044,GBR,22000.0
2045,GBR,22000.0
2046,GBR,22000.0
2047,GBR,22000.0
2048,GBR,22000.0
2049,GBR,22000.0
2050,GBR,22000.0
2021,GEO,22000.0
2022,GEO,22000.0
2023,GEO,22000.0
2024,GEO,22000.0
2025,GEO,22000.0
2026,GEO,22000.0
2027,GEO,22000.0
2028,GEO,22000.0
2029,GEO,22000.0
2030,GEO,22000.0
2031,GEO,22000.0
2032,GEO,22000.0
2033,GEO,22000.0
2034,GEO,22000.0
2035,GEO,22000.0
2036,GEO,22000.0
2037,GEO,22000.0
2038,GEO,22000.0
2039,GEO,22000.0
2040,GEO,22000.0
2041,GEO,22000.0
2042,GEO,22000.0
2043,GEO,22000.0
2044,GEO,22000.0
2045,GEO,22000.0
2046,GEO,22000.0
2047,GEO,22000.0
2048,GEO,22000.0
2049,GEO,22000.0
2050,GEO,22000.0
2021,GHA,22000.0
2022,GHA,22000.0
2023,GHA,22000.0
2024,GHA,22000.0
2025,GHA,22000.0
2026,GHA,22000.0
2027,GHA,22000.0
2028,GHA,22000.0
2029,GHA,22000.0
2030,GHA,22000.0
2031,GHA,22000.0
2032,GHA,22000.0
2033,GHA,22000.0
2034,GHA,22000.0
2035,GHA,22000.0
2036,GHA,22000.0
2037,GHA,22000.0
2038,GHA,22000.0
2039,GHA,22000.0
2040,GHA,22000.0
2041,GHA,22000.0
2042,GHA,22000.0
2043,GHA,22000.0
2044,GHA,22000.0
2045,GHA,22000.0
2046,GHA,22000.0
2047,GHA,22000.0
2048,GHA,22000.0
2049,GHA,22000.0
2050,GHA,22000.0
2021,GIB,22000.0
2022,GIB,22000.0
2023,GIB,22000.0
2024,GIB,22000.0
2025,GIB,22000.0
2026,GIB,22000.0
2027,GIB,22000.0
2028,GIB,22000.0
2029,GIB,22000.0
2030,GIB,22000.0
2031,GIB,22000.0
2032,GIB,22000.0
2033,GIB,22000.0
2034,GIB,22000.0
2035,GIB,22000.0
2036,GIB,22000.0
2037,GIB,22000.0
2038,GIB,22000.0
2039,GIB,22000.0
2040,GIB,22000.0
2041,GIB,22000.0
2042,GIB,22000.0
2043,GIB,22000.0
2044,GIB,22000.0
2045,GIB,22000.0
2046,GIB,22000.0
2047,GIB,22000.0
2048,GIB,22000.0
2049,GIB,22000.0
2050,GIB,22000.0
2021,GIN,22000.0
2022,GIN,22000.0
2023,GIN,22000.0
2024,GIN,22000.0
2025,GIN,22000.0
2026,GIN,22000.0
2027,GIN,22000.0
2028,GIN,22000.0
2029,GIN,22000.0
2030,GIN,22000.0
2031,GIN,22000.0
2032,GIN,22000.0
2033,GIN,22000.0
2034,GIN,22000.0
2035,GIN,22000.0
2036,GIN,22000.0
2037,GIN,22000.0
2038,GIN,22000.0
2039,GIN,22000.0
2040,GIN,22000.0
2041,GIN,22000.0
2042,GIN,22000.0
2043,GIN,22000.0
2044,GIN,22000.0
2045,GIN,22000.0
2046,GIN,22000.0
2047,GIN,22000.0
2048,GIN,22000.0
2049,GIN,22000.0
2050,GIN,22000.0
2021,GMB,22000.0
2022,GMB,22000.0
2023,GMB,22000.0
2024,GMB,22000.0
2025,GMB,22000.0
2026,GMB,22000.0
2027,GMB,22000.0
2028,GMB,22000.0
2029,GMB,22000.0
2030,GMB,22000.0
2031,GMB,22000.0
2032,GMB,22000.0
2033,GMB,22000.0
2034,GMB,22000.0
2035,GMB,22000.0
2036,GMB,22000.0
2037,GMB,22000.0
2038,GMB,22000.0
2039,GMB,22000.0
2040,GMB,22000.0
2041,GMB,22000.0
2042,GMB,22000.0
2043,GMB,22000.0
2044,GMB,22000.0
2045,GMB,22000.0
2046,GMB,22000.0
2047,GMB,22000.0
2048,GMB,22000.0
2049,GMB,22000.0
2050,GMB,22000.0
2021,GNB,22000.0
2022,GNB,22000.0
2023,GNB,22000.0
2024,GNB,22000.0
2025,GNB,22000.0
2026,GNB,22000.0
2027,GNB,22000.0
2028,GNB,22000.0
2029,GNB,22000.0
2030,GNB,22000.0
2031,GNB,22000.0
2032,GNB,22000.0
2033,GNB,22000.0
2034,GNB,22000.0
2035,GNB,22000.0
2036,GNB,22000.0
2037,GNB,22000.0
2038,GNB,22000.0
2039,GNB,22000.0
2040,GNB,22000.0
2041,GNB,22000.0
2042,GNB,22000.0
2043,GNB,22000.0
2044,GNB,22000.0
2045,GNB,22000.0
2046,GNB,22000.0
2047,GNB,22000.0
2048,GNB,22000.0
2049,GNB,22000.0
2050,GNB,22000.0
2021,GNQ,22000.0
2022,GNQ,22000.0
2023,GNQ,22000.0
2024,GNQ,22000.0
2025,GNQ,22000.0
2026,GNQ,22000.0
2027,GNQ,22000.0
2028,GNQ,22000.0
2029,GNQ,22000.0
2030,GNQ,22000.0
2031,GNQ,22000.0
2032,GNQ,22000.0
2033,GNQ,22000.0
2034,GNQ,22000.0
2035,GNQ,22000.0
2036,GNQ,22000.0
2037,GNQ,22000.0
2038,GNQ,22000.0
2039,GNQ,22000.0
2040,GNQ,22000.0
2041,GNQ,22000.0
2042,GNQ,22000.0
2043,GNQ,22000.0
2044,GNQ,22000.0
2045,GNQ,22000.0
2046,GNQ,22000.0
2047,GNQ,22000.0
2048,GNQ,22000.0
2049,GNQ,22000.0
2050,GNQ,22000.0
2021,GRC,22000.0
2022,GRC,22000.0
2023,GRC,22000.0
2024,GRC,22000.0
2025,GRC,22000.0
2026,GRC,22000.0
2027,GRC,22000.0
2028,GRC,22000.0
2029,GRC,22000.0
2030,GRC,22000.0
2031,GRC,22000.0
2032,GRC,22000.0
2033,GRC,22000.0
2034,GRC,22000.0
2035,GRC,22000.0
2036,GRC,22000.0
2037,GRC,22000.0
2038,GRC,22000.0
2039,GRC,22000.0
2040,GRC,22000.0
2041,GRC,22000.0
2042,GRC,22000.0
2043,GRC,22000.0
2044,GRC,22000.0
2045,GRC,22000.0
2046,GRC,22000.0
2047,GRC,22000.0
2048,GRC,22000.0
2049,GRC,22000.0
2050,GRC,22000.0
2021,GRD,22000.0
2022,GRD,22000.0
2023,GRD,22000.0
2024,GRD,22000.0
2025,GRD,22000.0
2026,GRD,22000.0
2027,GRD,22000.0
2028,GRD,22000.0
2029,GRD,22000.0
2030,GRD,22000.0
2031,GRD,22000.0
2032,GRD,22000.0
2033,GRD,22000.0
2034,GRD,22000.0
2035,GRD,22000.0
2036,GRD,22000.0
2037,GRD,22000.0
2038,GRD,22000.0
2039,GRD,22000.0
2040,GRD,22000.0
2041,GRD,22000.0
2042,GRD,22000.0
2043,GRD,22000.0
2044,GRD,22000.0
2045,GRD,22000.0
2046,GRD,22000.0
2047,GRD,22000.0
2048,GRD,22000.0
2049,GRD,22000.0
2050,GRD,22000.0
2021,GRL,22000.0
2022,GRL,22000.0
2023,GRL,22000.0
2024,GRL,22000.0
2025,GRL,22000.0
2026,GRL,22000.0
2027,GRL,22000.0
2028,GRL,22000.0
2029,GRL,22000.0
2030,GRL,22000.0
2031,GRL,22000.0
2032,GRL,22000.0
2033,GRL,22000.0
2034,GRL,22000.0
2035,GRL,22000.0
2036,GRL,22000.0
2037,GRL,22000.0
2038,GRL,22000.0
2039,GRL,22000.0
2040,GRL,22000.0
2041,GRL,22000.0
2042,GRL,22000.0
2043,GRL,22000.0
