Year,iso_code3,nemomod_entc_frac_min_share_production_pp_oil
2015,GUM,0.1008281343667772
2016,GUM,0.0862104090886428
2017,GUM,0.0649687242784795
2018,GUM,0.0448549952378224
2019,GUM,0.036013145222346
2020,GUM,0.0318288716309418
2010,GUY,0.0277888764467899
2011,GUY,0.0277888764467899
2012,GUY,0.0277888764467899
2013,GUY,0.0277888764467899
2014,GUY,0.0277888764467899
2015,GUY,0.0435803087344243
2016,GUY,0.0513706118630531
2017,GUY,0.0268471121983286
2018,GUY,0.0293350567021157
2019,GUY,0.0339213713149799
2020,GUY,0.0330331136329743
2010,HKG,0.0016571624940498
2011,HKG,0.0016571624940498
2012,HKG,0.0016571624940498
2013,HKG,0.0016571624940498
2014,HKG,0.0016571624940498
2015,HKG,0.0016571624940498
2016,HKG,0.0016791339993869
2017,HKG,0.0014761361782368
2018,HKG,0.001512084340514
2019,HKG,0.0013920789823028
2020,HKG,0.0013674168207517
2010,HND,0.0002287268055923
2011,HND,0.0002287268055923
2012,HND,0.0002287268055923
2013,HND,0.0002287268055923
2014,HND,0.0002287268055923
2015,HND,0.0002287268055923
2016,HND,0.0002287268055923
2017,HND,0.0002287268055923
2018,HND,0.0002287268055923
2019,HND,0.0002287268055923
2020,HND,0.0002287268055923
2010,HRV,0.0181975747614358
2011,HRV,0.0181975747614358
2012,HRV,0.0181975747614358
2013,HRV,0.0181975747614358
2014,HRV,0.0181975747614358
2015,HRV,0.0181975747614358
2016,HRV,0.0050879204871183
2017,HRV,0.0168972235198798
2018,HRV,0.0047795562787589
2019,HRV,0.0028733479492139
2020,HRV,0.0024656507905282
2010,HTI,0.0277888764467899
2011,HTI,0.0277888764467899
2012,HTI,0.0277888764467899
2013,HTI,0.0277888764467899
2014,HTI,0.0277888764467899
2015,HTI,0.0435803087344243
2016,HTI,0.0513706118630531
2017,HTI,0.0268471121983286
2018,HTI,0.0293350567021157
2019,HTI,0.0339213713149799
2020,HTI,0.0330331136329743
2010,HUN,0.0130018670980974
2011,HUN,0.0039805122996914
2012,HUN,0.0053275681491272
2013,HUN,0.0025341422896818
2014,HUN,0.0025154714798916
2015,HUN,0.0024871575527685
2016,HUN,0.0019406366577601
2017,HUN,0.0025625504207043
2018,HUN,0.0027883113634996
2019,HUN,0.0020568356948585
2020,HUN,0.0012857213112332
2010,IDN,0.0016571624940498
2011,IDN,0.0016571624940498
2012,IDN,0.0016571624940498
2013,IDN,0.0016571624940498
2014,IDN,0.0016571624940498
2015,IDN,0.0016571624940498
2016,IDN,0.0016791339993869
2017,IDN,0.0014761361782368
2018,IDN,0.001512084340514
2019,IDN,0.0013920789823028
2020,IDN,0.0013674168207517
2010,IMN,0.021178757630809
2011,IMN,0.0085456447338642
2012,IMN,0.0085758729866867
2013,IMN,0.0072443602399078
2014,IMN,0.0098425874443009
2015,IMN,0.0142257586849309
2016,IMN,0.0095425534252916
2017,IMN,0.0045759567638588
2018,IMN,0.0044717517760153
2019,IMN,0.0090261393244744
2020,IMN,0.0121040688592008
2010,IND,0.0077421330236583
2011,IND,0.0077421330236583
2012,IND,0.0077421330236583
2013,IND,0.0077421330236583
2014,IND,0.0077421330236583
2015,IND,0.0077421330236583
2016,IND,0.0079426436710258
2017,IND,0.0066043420487636
2018,IND,0.004404497513604
2019,IND,0.0036468321624669
2020,IND,0.0038581766356933
2010,IRL,0.021178757630809
2011,IRL,0.0085456447338642
2012,IRL,0.0085758729866867
2013,IRL,0.0072443602399078
2014,IRL,0.0098425874443009
2015,IRL,0.0142257586849309
2016,IRL,0.0095425534252916
2017,IRL,0.0045759567638588
2018,IRL,0.0044717517760153
2019,IRL,0.0090261393244744
2020,IRL,0.0121040688592008
2010,IRN,0.9181153756275232
2011,IRN,0.9181153756275232
2012,IRN,0.9181153756275232
2013,IRN,0.9181153756275232
2014,IRN,0.9181153756275232
2015,IRN,0.9181153756275232
2016,IRN,0.8318416732384027
2017,IRN,0.1165858949189307
2018,IRN,0.0092051000463462
2019,IRN,0.0145904254258678
2020,IRN,0.0278194000380864
2010,IRQ,0.9181153756275232
2011,IRQ,0.9181153756275232
2012,IRQ,0.9181153756275232
2013,IRQ,0.9181153756275232
2014,IRQ,0.9181153756275232
2015,IRQ,0.9181153756275232
2016,IRQ,0.8318416732384027
2017,IRQ,0.1165858949189307
2018,IRQ,0.0092051000463462
2019,IRQ,0.0145904254258678
2020,IRQ,0.0278194000380864
2010,ISL,0.0001196703476047
2011,ISL,0.0001186873323467
2012,ISL,0.0001734505188165
2013,ISL,0.0002776666975185
2014,ISL,0.0001685109251249
2015,ISL,0.0002154865709943
2016,ISL,0.0001650927094619
2017,ISL,0.0001106318244514
2018,ISL,9.648785295893432e-05
2019,ISL,0.0001391751469275
2020,ISL,0.000163312741557
2010,ISR,0.9181153756275232
2011,ISR,0.9181153756275232
2012,ISR,0.9181153756275232
2013,ISR,0.9181153756275232
2014,ISR,0.9181153756275232
2015,ISR,0.9181153756275232
2016,ISR,0.8318416732384027
2017,ISR,0.1165858949189307
2018,ISR,0.0092051000463462
2019,ISR,0.0145904254258678
2020,ISR,0.0278194000380864
2010,ITA,0.07206037450459
2011,ITA,0.0659058324552033
2012,ITA,0.0631774028287587
2013,ITA,0.0533194320059612
2014,ITA,0.0504587293308678
2015,ITA,0.0472789824654879
2016,ITA,0.0419565765178441
2017,ITA,0.0390494174528567
2018,ITA,0.0380958978609972
2019,ITA,0.0345811913592044
2020,ITA,0.0358306828417713
2010,JAM,0.0002287268055923
2011,JAM,0.0002287268055923
2012,JAM,0.0002287268055923
2013,JAM,0.0002287268055923
2014,JAM,0.0002287268055923
2015,JAM,0.0002287268055923
2016,JAM,0.0002287268055923
2017,JAM,0.0002287268055923
2018,JAM,0.0002287268055923
2019,JAM,0.0002287268055923
2020,JAM,0.0002287268055923
2010,JOR,0.9181153756275232
2011,JOR,0.9181153756275232
2012,JOR,0.9181153756275232
2013,JOR,0.9181153756275232
2014,JOR,0.9181153756275232
2015,JOR,0.9181153756275232
2016,JOR,0.8318416732384027
2017,JOR,0.1165858949189307
2018,JOR,0.0092051000463462
2019,JOR,0.0145904254258678
2020,JOR,0.0278194000380864
2010,JPN,0.0799905292139091
2011,JPN,0.1163188314961736
2012,JPN,0.1862209038568985
2013,JPN,0.1454570253872712
2014,JPN,0.1244290114654404
2015,JPN,0.1008281343667772
2016,JPN,0.0862104090886428
2017,JPN,0.0649687242784795
2018,JPN,0.0448549952378224
2019,JPN,0.036013145222346
2020,JPN,0.0318288716309418
2010,KAZ,0.010213247991697
2011,KAZ,0.0039021459581418
2012,KAZ,0.0067717204510378
2013,KAZ,0.0071717033763831
2014,KAZ,0.0084664422008982
2015,KAZ,0.0084184381289424
2016,KAZ,0.0069377620452382
2017,KAZ,0.004005549878415
2018,KAZ,0.0010737656263275
2019,KAZ,0.0010854959990566
2020,KAZ,0.0010127117504577
2010,KEN,0.0875034868378648
2011,KEN,0.0803131563789786
2012,KEN,0.0822378016191907
2013,KEN,0.0768693709556367
2014,KEN,0.0650430125811174
2015,KEN,0.0640722366739749
2016,KEN,0.0596446110079269
2017,KEN,0.0458561676072932
2018,KEN,0.0411051758825555
2019,KEN,0.0378012635551803
2020,KEN,0.0431458575807895
2010,KGZ,0.010213247991697
2011,KGZ,0.0039021459581418
2012,KGZ,0.0067717204510378
2013,KGZ,0.0071717033763831
2014,KGZ,0.0084664422008982
2015,KGZ,0.0084184381289424
2016,KGZ,0.0069377620452382
2017,KGZ,0.004005549878415
2018,KGZ,0.0010737656263275
2019,KGZ,0.0010854959990566
2020,KGZ,0.0010127117504577
2010,KHM,0.0016571624940498
2011,KHM,0.0016571624940498
2012,KHM,0.0016571624940498
2013,KHM,0.0016571624940498
2014,KHM,0.0016571624940498
2015,KHM,0.0016571624940498
2016,KHM,0.0016791339993869
2017,KHM,0.0014761361782368
2018,KHM,0.001512084340514
2019,KHM,0.0013920789823028
2020,KHM,0.0013674168207517
2010,KIR,0.0103445452538366
2011,KIR,0.0223462974403219
2012,KIR,0.0196945954732187
2013,KIR,0.019141396852565
2014,KIR,0.0256709402493196
2015,KIR,0.0254581593837219
2016,KIR,0.0150145174053706
2017,KIR,0.0221388908289821
2018,KIR,0.0169082072638618
2019,KIR,0.0188729251005931
2020,KIR,0.0158169740772092
2010,KNA,0.0277888764467899
2011,KNA,0.0277888764467899
2012,KNA,0.0277888764467899
2013,KNA,0.0277888764467899
2014,KNA,0.0277888764467899
2015,KNA,0.0435803087344243
2016,KNA,0.0513706118630531
2017,KNA,0.0268471121983286
2018,KNA,0.0293350567021157
2019,KNA,0.0339213713149799
2020,KNA,0.0330331136329743
2010,KOR,0.0380370233858797
2011,KOR,0.0319074527030894
2012,KOR,0.039768953720698
2013,KOR,0.0396811368564583
2014,KOR,0.0317411444159683
2015,KOR,0.0227272277727794
2016,KOR,0.0317607713676246
2017,KOR,0.0209492061049315
2018,KOR,0.0222049019165358
2019,KOR,0.0161174504143048
2020,KOR,0.0127259434914323
2010,KWT,0.9181153756275232
2011,KWT,0.9181153756275232
2012,KWT,0.9181153756275232
2013,KWT,0.9181153756275232
2014,KWT,0.9181153756275232
2015,KWT,0.9181153756275232
2016,KWT,0.8318416732384027
2017,KWT,0.1165858949189307
2018,KWT,0.0092051000463462
2019,KWT,0.0145904254258678
2020,KWT,0.0278194000380864
2010,LAO,0.0016571624940498
2011,LAO,0.0016571624940498
2012,LAO,0.0016571624940498
2013,LAO,0.0016571624940498
2014,LAO,0.0016571624940498
2015,LAO,0.0016571624940498
2016,LAO,0.0016791339993869
2017,LAO,0.0014761361782368
2018,LAO,0.001512084340514
2019,LAO,0.0013920789823028
2020,LAO,0.0013674168207517
2010,LBN,0.9181153756275232
2011,LBN,0.9181153756275232
2012,LBN,0.9181153756275232
2013,LBN,0.9181153756275232
2014,LBN,0.9181153756275232
2015,LBN,0.9181153756275232
2016,LBN,0.8318416732384027
2017,LBN,0.1165858949189307
2018,LBN,0.0092051000463462
2019,LBN,0.0145904254258678
2020,LBN,0.0278194000380864
2010,LBR,0.0875034868378648
2011,LBR,0.0803131563789786
2012,LBR,0.0822378016191907
2013,LBR,0.0768693709556367
2014,LBR,0.0650430125811174
2015,LBR,0.0640722366739749
2016,LBR,0.0596446110079269
2017,LBR,0.0458561676072932
2018,LBR,0.0411051758825555
2019,LBR,0.0378012635551803
2020,LBR,0.0431458575807895
2010,LBY,0.9181153756275232
2011,LBY,0.9181153756275232
2012,LBY,0.9181153756275232
2013,LBY,0.9181153756275232
2014,LBY,0.9181153756275232
2015,LBY,0.9181153756275232
2016,LBY,0.8318416732384027
2017,LBY,0.1165858949189307
2018,LBY,0.0092051000463462
2019,LBY,0.0145904254258678
2020,LBY,0.0278194000380864
2010,LCA,0.0277888764467899
2011,LCA,0.0277888764467899
2012,LCA,0.0277888764467899
2013,LCA,0.0277888764467899
2014,LCA,0.0277888764467899
2015,LCA,0.0435803087344243
2016,LCA,0.0513706118630531
2017,LCA,0.0268471121983286
2018,LCA,0.0293350567021157
2019,LCA,0.0339213713149799
2020,LCA,0.0330331136329743
2010,LIE,0.0009880556502338
2011,LIE,0.0007853270212389
2012,LIE,0.0007234820009138
2013,LIE,0.0006153738496751
2014,LIE,0.0004703158509622
2015,LIE,0.0005200452882902
2016,LIE,0.0005170212081659
2017,LIE,0.0005599214065773
2018,LIE,0.000342426089455
2019,LIE,0.0004225638791621
2020,LIE,0.0002909653305212
2010,LKA,0.0077421330236583
2011,LKA,0.0077421330236583
2012,LKA,0.0077421330236583
2013,LKA,0.0077421330236583
2014,LKA,0.0077421330236583
2015,LKA,0.0077421330236583
2016,LKA,0.0079426436710258
2017,LKA,0.0066043420487636
2018,LKA,0.004404497513604
2019,LKA,0.0036468321624669
2020,LKA,0.0038581766356933
2010,LSO,0.0875034868378648
2011,LSO,0.0803131563789786
2012,LSO,0.0822378016191907
2013,LSO,0.0768693709556367
2014,LSO,0.0650430125811174
2015,LSO,0.0640722366739749
2016,LSO,0.0596446110079269
2017,LSO,0.0458561676072932
2018,LSO,0.0411051758825555
2019,LSO,0.0378012635551803
2020,LSO,0.0431458575807895
2010,LTU,0.1148700918959168
2011,LTU,0.0440690864738893
2012,LTU,0.0484481092831647
2013,LTU,0.0441106187388332
2014,LTU,0.0373991817257949
2015,LTU,0.057794167437509
2016,LTU,0.0535009983992606
2017,LTU,0.0332727563765467
2018,LTU,0.0371294433657245
2019,LTU,0.0168978141112745
2020,LTU,0.0239301504445432
2010,LUX,0.0001169493237316
2011,LUX,0.0001326950024639
2012,LUX,0.0001333260008503
2013,LUX,9.171800674287948e-05
2014,LUX,0.0
2015,LUX,0.0
2016,LUX,0.0
2017,LUX,0.0
2018,LUX,0.0
2019,LUX,0.0
2020,LUX,0.0
2010,LVA,0.00027287557467
2011,LVA,0.000151153837582
2012,LVA,0.0001439039372152
2013,LVA,0.0003082780412758
2014,LVA,0.0
2015,LVA,0.0001720077089299
2016,LVA,0.0
2017,LVA,0.0
2018,LVA,0.0
2019,LVA,0.0
2020,LVA,0.0
2010,MAC,0.0016571624940498
2011,MAC,0.0016571624940498
2012,MAC,0.0016571624940498
2013,MAC,0.0016571624940498
2014,MAC,0.0016571624940498
2015,MAC,0.0016571624940498
2016,MAC,0.0016791339993869
2017,MAC,0.0014761361782368
2018,MAC,0.001512084340514
2019,MAC,0.0013920789823028
2020,MAC,0.0013674168207517
2010,MAF,0.0277888764467899
2011,MAF,0.0277888764467899
2012,MAF,0.0277888764467899
2013,MAF,0.0277888764467899
2014,MAF,0.0277888764467899
2015,MAF,0.0435803087344243
2016,MAF,0.0513706118630531
2017,MAF,0.0268471121983286
2018,MAF,0.0293350567021157
2019,MAF,0.0339213713149799
2020,MAF,0.0330331136329743
2010,MAR,0.9181153756275232
2011,MAR,0.9181153756275232
2012,MAR,0.9181153756275232
2013,MAR,0.9181153756275232
2014,MAR,0.9181153756275232
2015,MAR,0.9181153756275232
2016,MAR,0.8318416732384027
2017,MAR,0.1165858949189307
2018,MAR,0.0092051000463462
2019,MAR,0.0145904254258678
2020,MAR,0.0278194000380864
2010,MCO,0.0009880556502338
2011,MCO,0.0007853270212389
2012,MCO,0.0007234820009138
2013,MCO,0.0006153738496751
2014,MCO,0.0004703158509622
2015,MCO,0.0005200452882902
2016,MCO,0.0005170212081659
2017,MCO,0.0005599214065773
2018,MCO,0.000342426089455
2019,MCO,0.0004225638791621
2020,MCO,0.0002909653305212
2010,MDA,0.0066790803511771
2011,MDA,0.0066790803511771
2012,MDA,0.0066790803511771
2013,MDA,0.0066790803511771
2014,MDA,0.0066790803511771
2015,MDA,0.0066790803511771
2016,MDA,0.0101325511152416
2017,MDA,0.0092675946391621
2018,MDA,0.008662975010252
2019,MDA,0.0093502048042173
2020,MDA,0.0099142825233409
2010,MDG,0.0875034868378648
2011,MDG,0.0803131563789786
2012,MDG,0.0822378016191907
2013,MDG,0.0768693709556367
2014,MDG,0.0650430125811174
2015,MDG,0.0640722366739749
2016,MDG,0.0596446110079269
2017,MDG,0.0458561676072932
2018,MDG,0.0411051758825555
2019,MDG,0.0378012635551803
2020,MDG,0.0431458575807895
2010,MDV,0.0077421330236583
2011,MDV,0.0077421330236583
2012,MDV,0.0077421330236583
2013,MDV,0.0077421330236583
2014,MDV,0.0077421330236583
2015,MDV,0.0077421330236583
2016,MDV,0.0079426436710258
2017,MDV,0.0066043420487636
2018,MDV,0.004404497513604
2019,MDV,0.0036468321624669
2020,MDV,0.0038581766356933
2010,MEX,0.1609572522693176
2011,MEX,0.1605866343992399
2012,MEX,0.1809072903240221
2013,MEX,0.161452079353281
2014,MEX,0.1089176151274533
2015,MEX,0.1011451491337231
2016,MEX,0.1053447584009574
2017,MEX,0.1190684091136517
2018,MEX,0.1354933394187563
2019,MEX,0.1386967771115328
2020,MEX,0.1450326192293449
2010,MHL,0.0799905292139091
2011,MHL,0.1163188314961736
2012,MHL,0.1862209038568985
2013,MHL,0.1454570253872712
2014,MHL,0.1244290114654404
2015,MHL,0.1008281343667772
2016,MHL,0.0862104090886428
2017,MHL,0.0649687242784795
2018,MHL,0.0448549952378224
2019,MHL,0.036013145222346
2020,MHL,0.0318288716309418
2010,MKD,0.0238088200800227
2011,MKD,0.0238088200800227
2012,MKD,0.0238088200800227
2013,MKD,0.0238088200800227
2014,MKD,0.0238088200800227
2015,MKD,0.0238088200800227
2016,MKD,0.0173610059770003
2017,MKD,0.0156290685254233
2018,MKD,0.0082394353186467
2019,MKD,0.0102262503372455
2020,MKD,0.016924440879533
2010,MLI,0.0875034868378648
2011,MLI,0.0803131563789786
2012,MLI,0.0822378016191907
2013,MLI,0.0768693709556367
2014,MLI,0.0650430125811174
2015,MLI,0.0640722366739749
2016,MLI,0.0596446110079269
2017,MLI,0.0458561676072932
2018,MLI,0.0411051758825555
2019,MLI,0.0378012635551803
2020,MLI,0.0431458575807895
2010,MLT,0.9181153756275232
2011,MLT,0.9181153756275232
2012,MLT,0.9181153756275232
2013,MLT,0.9181153756275232
2014,MLT,0.9181153756275232
2015,MLT,0.9181153756275232
2016,MLT,0.8318416732384027
2017,MLT,0.1165858949189307
2018,MLT,0.0092051000463462
2019,MLT,0.0145904254258678
2020,MLT,0.0278194000380864
2010,MMR,0.0016571624940498
2011,MMR,0.0016571624940498
2012,MMR,0.0016571624940498
2013,MMR,0.0016571624940498
2014,MMR,0.0016571624940498
2015,MMR,0.0016571624940498
2016,MMR,0.0016791339993869
2017,MMR,0.0014761361782368
2018,MMR,0.001512084340514
2019,MMR,0.0013920789823028
2020,MMR,0.0013674168207517
2010,MNE,0.0238088200800227
2011,MNE,0.0238088200800227
2012,MNE,0.0238088200800227
2013,MNE,0.0238088200800227
2014,MNE,0.0238088200800227
2015,MNE,0.0238088200800227
2016,MNE,0.0173610059770003
2017,MNE,0.0156290685254233
2018,MNE,0.0082394353186467
2019,MNE,0.0102262503372455
2020,MNE,0.016924440879533
2010,MNG,0.0016571624940498
2011,MNG,0.0016571624940498
2012,MNG,0.0016571624940498
2013,MNG,0.0016571624940498
2014,MNG,0.0016571624940498
2015,MNG,0.0016571624940498
2016,MNG,0.0016791339993869
2017,MNG,0.0014761361782368
2018,MNG,0.001512084340514
2019,MNG,0.0013920789823028
2020,MNG,0.0013674168207517
2010,MNP,0.0799905292139091
2011,MNP,0.1163188314961736
2012,MNP,0.1862209038568985
2013,MNP,0.1454570253872712
2014,MNP,0.1244290114654404
2015,MNP,0.1008281343667772
2016,MNP,0.0862104090886428
2017,MNP,0.0649687242784795
2018,MNP,0.0448549952378224
2019,MNP,0.036013145222346
2020,MNP,0.0318288716309418
2010,MOZ,0.0875034868378648
2011,MOZ,0.0803131563789786
2012,MOZ,0.0822378016191907
2013,MOZ,0.0768693709556367
2014,MOZ,0.0650430125811174
2015,MOZ,0.0640722366739749
2016,MOZ,0.0596446110079269
2017,MOZ,0.0458561676072932
2018,MOZ,0.0411051758825555
2019,MOZ,0.0378012635551803
2020,MOZ,0.0431458575807895
2010,MRT,0.0875034868378648
2011,MRT,0.0803131563789786
2012,MRT,0.0822378016191907
2013,MRT,0.0768693709556367
2014,MRT,0.0650430125811174
2015,MRT,0.0640722366739749
2016,MRT,0.0596446110079269
2017,MRT,0.0458561676072932
2018,MRT,0.0411051758825555
2019,MRT,0.0378012635551803
2020,MRT,0.0431458575807895
2010,MUS,0.0875034868378648
2011,MUS,0.0803131563789786
2012,MUS,0.0822378016191907
2013,MUS,0.0768693709556367
2014,MUS,0.0650430125811174
2015,MUS,0.0640722366739749
2016,MUS,0.0596446110079269
2017,MUS,0.0458561676072932
2018,MUS,0.0411051758825555
2019,MUS,0.0378012635551803
2020,MUS,0.0431458575807895
2010,MWI,0.0875034868378648
2011,MWI,0.0803131563789786
2012,MWI,0.0822378016191907
2013,MWI,0.0768693709556367
2014,MWI,0.0650430125811174
2015,MWI,0.0640722366739749
2016,MWI,0.0596446110079269
2017,MWI,0.0458561676072932
2018,MWI,0.0411051758825555
2019,MWI,0.0378012635551803
2020,MWI,0.0431458575807895
2010,MYS,0.0016571624940498
2011,MYS,0.0016571624940498
2012,MYS,0.0016571624940498
2013,MYS,0.0016571624940498
2014,MYS,0.0016571624940498
2015,MYS,0.0016571624940498
2016,MYS,0.0016791339993869
2017,MYS,0.0014761361782368
2018,MYS,0.001512084340514
2019,MYS,0.0013920789823028
2020,MYS,0.0013674168207517
2010,NAM,0.0875034868378648
2011,NAM,0.0803131563789786
2012,NAM,0.0822378016191907
2013,NAM,0.0768693709556367
2014,NAM,0.0650430125811174
2015,NAM,0.0640722366739749
2016,NAM,0.0596446110079269
2017,NAM,0.0458561676072932
2018,NAM,0.0411051758825555
2019,NAM,0.0378012635551803
2020,NAM,0.0431458575807895
2010,NCL,4.70634037853128e-05
2011,NCL,4.840026882839036e-05
2012,NCL,8.017211496470861e-05
2013,NCL,8.121624785907803e-05
2014,NCL,7.44661463645976e-05
2015,NCL,3.374854625686378e-05
2016,NCL,7.311322921956223e-05
2017,NCL,0.0001281719025637
2018,NCL,0.0002529167885903
2019,NCL,9.028108129421534e-05
2020,NCL,0.0004016211446974
2010,NER,0.0875034868378648
2011,NER,0.0803131563789786
2012,NER,0.0822378016191907
2013,NER,0.0768693709556367
2014,NER,0.0650430125811174
2015,NER,0.0640722366739749
2016,NER,0.0596446110079269
2017,NER,0.0458561676072932
2018,NER,0.0411051758825555
2019,NER,0.0378012635551803
2020,NER,0.0431458575807895
2010,NGA,0.0875034868378648
2011,NGA,0.0803131563789786
2012,NGA,0.0822378016191907
2013,NGA,0.0768693709556367
2014,NGA,0.0650430125811174
2015,NGA,0.0640722366739749
2016,NGA,0.0596446110079269
2017,NGA,0.0458561676072932
2018,NGA,0.0411051758825555
2019,NGA,0.0378012635551803
2020,NGA,0.0431458575807895
2010,NIC,0.0002287268055923
2011,NIC,0.0002287268055923
2012,NIC,0.0002287268055923
2013,NIC,0.0002287268055923
2014,NIC,0.0002287268055923
2015,NIC,0.0002287268055923
2016,NIC,0.0002287268055923
2017,NIC,0.0002287268055923
2018,NIC,0.0002287268055923
2019,NIC,0.0002287268055923
2020,NIC,0.0002287268055923
2010,NLD,0.0106504420469206
2011,NLD,0.0125226857768634
2012,NLD,0.0104286141899887
2013,NLD,0.0120228469985499
2014,NLD,0.0187052541084735
2015,NLD,0.012209950966646
2016,NLD,0.0112804439649613
2017,NLD,0.01030663693381
2018,NLD,0.0115260027533361
2019,NLD,0.0118440732895151
2020,NLD,0.009934146473782
2010,NOR,0.0002517711001513
2011,NOR,0.0002206128752703
2012,NOR,0.0002381143509625
2013,NOR,0.0002781540568594
2014,NOR,0.0002059310149066
2015,NOR,0.0001604442212177
2016,NOR,0.0002027314768743
2017,NOR,0.0001888790650788
2018,NOR,0.0029334537806197
2019,NOR,0.0024840553780488
2020,NOR,0.0014103667282154
2010,NPL,0.0077421330236583
2011,NPL,0.0077421330236583
2012,NPL,0.0077421330236583
2013,NPL,0.0077421330236583
2014,NPL,0.0077421330236583
2015,NPL,0.0077421330236583
2016,NPL,0.0079426436710258
2017,NPL,0.0066043420487636
2018,NPL,0.004404497513604
2019,NPL,0.0036468321624669
2020,NPL,0.0038581766356933
2010,NRU,0.0103445452538366
2011,NRU,0.0223462974403219
2012,NRU,0.0196945954732187
2013,NRU,0.019141396852565
2014,NRU,0.0256709402493196
2015,NRU,0.0254581593837219
2016,NRU,0.0150145174053706
2017,NRU,0.0221388908289821
2018,NRU,0.0169082072638618
2019,NRU,0.0188729251005931
2020,NRU,0.0158169740772092
2010,NZL,4.70634037853128e-05
2011,NZL,4.840026882839036e-05
2012,NZL,8.017211496470861e-05
2013,NZL,8.121624785907803e-05
2014,NZL,7.44661463645976e-05
2015,NZL,3.374854625686378e-05
2016,NZL,7.311322921956223e-05
2017,NZL,0.0001281719025637
2018,NZL,0.0002529167885903
2019,NZL,9.028108129421534e-05
2020,NZL,0.0004016211446974
2010,OMN,0.9181153756275232
2011,OMN,0.9181153756275232
2012,OMN,0.9181153756275232
2013,OMN,0.9181153756275232
2014,OMN,0.9181153756275232
2015,OMN,0.9181153756275232
2016,OMN,0.8318416732384027
2017,OMN,0.1165858949189307
2018,OMN,0.0092051000463462
2019,OMN,0.0145904254258678
2020,OMN,0.0278194000380864
2010,PAK,0.0077421330236583
2011,PAK,0.0077421330236583
2012,PAK,0.0077421330236583
2013,PAK,0.0077421330236583
2014,PAK,0.0077421330236583
2015,PAK,0.0077421330236583
2016,PAK,0.0079426436710258
2017,PAK,0.0066043420487636
2018,PAK,0.004404497513604
2019,PAK,0.0036468321624669
2020,PAK,0.0038581766356933
2010,PAN,0.0002287268055923
2011,PAN,0.0002287268055923
2012,PAN,0.0002287268055923
2013,PAN,0.0002287268055923
2014,PAN,0.0002287268055923
2015,PAN,0.0002287268055923
2016,PAN,0.0002287268055923
2017,PAN,0.0002287268055923
2018,PAN,0.0002287268055923
2019,PAN,0.0002287268055923
2020,PAN,0.0002287268055923
2010,PER,0.0277888764467899
2011,PER,0.0277888764467899
2012,PER,0.0277888764467899
2013,PER,0.0277888764467899
2014,PER,0.0277888764467899
2015,PER,0.0435803087344243
2016,PER,0.0513706118630531
2017,PER,0.0268471121983286
2018,PER,0.0293350567021157
2019,PER,0.0339213713149799
2020,PER,0.0330331136329743
2010,PHL,0.0016571624940498
2011,PHL,0.0016571624940498
2012,PHL,0.0016571624940498
2013,PHL,0.0016571624940498
2014,PHL,0.0016571624940498
2015,PHL,0.0016571624940498
2016,PHL,0.0016791339993869
2017,PHL,0.0014761361782368
2018,PHL,0.001512084340514
2019,PHL,0.0013920789823028
2020,PHL,0.0013674168207517
2010,PLW,0.0799905292139091
2011,PLW,0.1163188314961736
2012,PLW,0.1862209038568985
2013,PLW,0.1454570253872712
2014,PLW,0.1244290114654404
2015,PLW,0.1008281343667772
2016,PLW,0.0862104090886428
2017,PLW,0.0649687242784795
2018,PLW,0.0448549952378224
2019,PLW,0.036013145222346
2020,PLW,0.0318288716309418
2010,PNG,0.0103445452538366
2011,PNG,0.0223462974403219
2012,PNG,0.0196945954732187
2013,PNG,0.019141396852565
2014,PNG,0.0256709402493196
2015,PNG,0.0254581593837219
2016,PNG,0.0150145174053706
2017,PNG,0.0221388908289821
2018,PNG,0.0169082072638618
2019,PNG,0.0188729251005931
2020,PNG,0.0158169740772092
2010,POL,0.0183007864238612
2011,POL,0.0149598097027137
2012,POL,0.0125691927991198
2013,POL,0.0107834053947912
2014,POL,0.0099755076476968
2015,POL,0.0127628843016446
2016,POL,0.0137368410664726
2017,POL,0.0117685204346544
2018,POL,0.0
2019,POL,0.0
2020,POL,0.0
2010,PRI,0.0277888764467899
2011,PRI,0.0277888764467899
2012,PRI,0.0277888764467899
2013,PRI,0.0277888764467899
2014,PRI,0.0277888764467899
2015,PRI,0.0435803087344243
2016,PRI,0.0513706118630531
2017,PRI,0.0268471121983286
2018,PRI,0.0293350567021157
2019,PRI,0.0339213713149799
2020,PRI,0.0330331136329743
2010,PRK,0.0380370233858797
2011,PRK,0.0319074527030894
2012,PRK,0.039768953720698
2013,PRK,0.0396811368564583
2014,PRK,0.0317411444159683
2015,PRK,0.0227272277727794
2016,PRK,0.0317607713676246
2017,PRK,0.0209492061049315
2018,PRK,0.0222049019165358
2019,PRK,0.0161174504143048
2020,PRK,0.0127259434914323
2010,PRT,0.0552811748580093
2011,PRT,0.0508849890589965
2012,PRT,0.0466703506125504
2013,PRT,0.0324419273253618
2014,PRT,0.0253231998804433
2015,PRT,0.0248146014698956
2016,PRT,0.0213097951249626
2017,PRT,0.0214500084073098
2018,PRT,0.0186292821452065
2019,PRT,0.0234562818302758
2020,PRT,0.0226311279699752
2010,PRY,0.1505166336190435
2011,PRY,0.1505166336190435
2012,PRY,0.1505166336190435
2013,PRY,0.1505166336190435
