"Nation","iso_code3","efficfactor_enfu_industrial_energy_fuel_oil","Year"
"Lithuania","LTU",0.9554,2012
"Luxembourg","LUX",0.9554,2012
"Malaysia","MYS",0.991860869565217,2012
"Malta","MLT",0.9554,2012
"Mauritius","MUS",0.9602,2012
"Mexico","MEX",0.9602,2012
"Mongolia","MNG",0.9602,2012
"Montenegro","MNE",0.9554,2012
"Morocco","MAR",0.9602,2012
"Mozambique","MOZ",0.9602,2012
"Myanmar","MMR",0.9602,2012
"Namibia","NAM",0.997,2012
"Nepal","NPL",1.04206097560976,2012
"Netherlands","NLD",0.9554,2012
"New Zealand","NZL",1.0175,2012
"Nicaragua","NIC",0.971852173913043,2012
"Niger","NER",0.9602,2012
"Nigeria","NGA",0.9602,2012
"Norway","NOR",0.9554,2012
"Oman","OMN",0.9602,2012
"Pakistan","PAK",0.976,2012
"Panama","PAN",0.9602,2012
"Paraguay","PRY",0.98,2012
"Peru","PER",0.9602,2012
"Philippines","PHL",0.9819,2012
"Poland","POL",0.9554,2012
"Portugal","PRT",0.9554,2012
"Qatar","QAT",0.9602,2012
"Romania","ROU",0.9554,2012
"Russian Federation","RUS",0.9554,2012
"Saudi Arabia","SAU",0.9602,2012
"Senegal","SEN",0.9602,2012
"Serbia","SRB",0.9554,2012
"Singapore","SGP",0.9602,2012
"Slovak Republic","SVK",0.9554,2012
"Slovenia","SVN",0.9554,2012
"South Africa","ZAF",0.98044347826087,2012
"South Sudan","SSD",0.964441652559124,2012
"Spain","ESP",0.9554,2012
"Sri Lanka","LKA",0.9701,2012
"Sudan","SDN",0.9602,2012
"Suriname","SUR",0.9602,2012
"Sweden","SWE",0.9554,2012
"Switzerland","CHE",0.9554,2012
"Syrian Arab Republic","SYR",0.9602,2012
"Tajikistan","TJK",0.9554,2012
"Thailand","THA",1.0104,2012
"Togo","TGO",0.9602,2012
"Trinidad and Tobago","TTO",0.9602,2012
"Tunisia","TUN",0.969191304347826,2012
"Turkey","TUR",0.9554,2012
"Turkmenistan","TKM",0.9554,2012
"Ukraine","UKR",0.9554,2012
"United Arab Emirates","ARE",0.9602,2012
"United Kingdom","GBR",0.9554,2012
"United States","USA",0.9602,2012
"Uruguay","URY",0.9602,2012
"Uzbekistan","UZB",0.9554,2012
"Venezuela","VEN",1.0339,2012
"Vietnam","VNM",0.991,2012
"Zambia","ZMB",0.973766666666667,2012
"Zimbabwe","ZWE",0.9602,2012
"Albania","ALB",0.9554,2013
"Algeria","DZA",0.9602,2013
"Angola","AGO",0.9602,2013
"Argentina","ARG",0.97354347826087,2013
"Armenia","ARM",0.9554,2013
"Australia","AUS",1.0175,2013
"Austria","AUT",0.9554,2013
"Azerbaijan","AZE",0.9554,2013
"Bahrain","BHR",0.9602,2013
"Bangladesh","BGD",0.9602,2013
"Belarus","BLR",0.9554,2013
"Belgium","BEL",0.9554,2013
"Benin","BEN",0.9602,2013
"Bolivia","BOL",0.9602,2013
"Bosnia and Herzegovina","BIH",0.9554,2013
"Botswana","BWA",0.9602,2013
"Brazil","BRA",0.962021276595745,2013
"Brunei Darussalam","BRN",0.9602,2013
"Bulgaria","BGR",0.9554,2013
"Cambodia","KHM",1,2013
"Cameroon","CMR",0.9602,2013
"Canada","CAN",0.9602,2013
"Chile","CHL",0.9602,2013
"China","CHN",0.983126086956522,2013
"Colombia","COL",0.9857,2013
"Costa Rica","CRI",0.9602,2013
"Croatia","HRV",0.9554,2013
"Cuba","CUB",0.953673913043478,2013
"Cyprus","CYP",0.9554,2013
"Denmark","DNK",0.9554,2013
"Dominican Republic","DOM",0.9602,2013
"Ecuador","ECU",0.9602,2013
"Egypt","EGY",0.972,2013
"El Salvador","SLV",0.9602,2013
"Eritrea","ERI",0.9602,2013
"Estonia","EST",0.9554,2013
"Ethiopia","ETH",0.9602,2013
"Finland","FIN",0.9554,2013
"France","FRA",0.9554,2013
"Gabon","GAB",0.9602,2013
"Georgia","GEO",0.9554,2013
"Germany","DEU",0.9554,2013
"Ghana","GHA",0.9602,2013
"Gibraltar","GIB",0.9554,2013
"Greece","GRC",0.9554,2013
"Guatemala","GTM",0.9602,2013
"Haiti","HTI",0.9602,2013
"Honduras","HND",0.9602,2013
"Hungary","HUN",0.9554,2013
"Iceland","ISL",0.9554,2013
"India","IND",0.9602,2013
"Indonesia","IDN",0.9602,2013
"Iraq","IRQ",0.9602,2013
"Ireland","IRL",0.9554,2013
"Israel","ISR",0.9602,2013
"Italy","ITA",0.9554,2013
"Jamaica","JAM",0.9602,2013
"Japan","JPN",1.0175,2013
"Jordan","JOR",0.964191304347826,2013
"Kazakhstan","KAZ",0.9554,2013
"Kenya","KEN",0.9602,2013
"Korea","KOR",1.0175,2013
"Kosovo","XKX",0.9554,2013
"Kuwait","KWT",0.9602,2013
"Latvia","LVA",0.9554,2013
"Lebanon","LBN",0.9602,2013
"Libya","LBY",0.9602,2013
"Lithuania","LTU",0.9554,2013
"Luxembourg","LUX",0.9554,2013
"Malaysia","MYS",0.991860869565217,2013
"Malta","MLT",0.9554,2013
"Mauritius","MUS",0.9602,2013
"Mexico","MEX",0.9602,2013
"Mongolia","MNG",0.9602,2013
"Montenegro","MNE",0.9554,2013
"Morocco","MAR",0.9602,2013
"Mozambique","MOZ",0.9602,2013
"Myanmar","MMR",0.9602,2013
"Namibia","NAM",0.997,2013
"Nepal","NPL",1.04206097560976,2013
"Netherlands","NLD",0.9554,2013
"New Zealand","NZL",1.0175,2013
"Nicaragua","NIC",0.971852173913043,2013
"Niger","NER",0.9602,2013
"Nigeria","NGA",0.9602,2013
"Norway","NOR",0.9554,2013
"Oman","OMN",0.9602,2013
"Pakistan","PAK",0.976,2013
"Panama","PAN",0.9602,2013
"Paraguay","PRY",0.98,2013
"Peru","PER",0.9602,2013
"Philippines","PHL",0.9819,2013
"Poland","POL",0.9554,2013
"Portugal","PRT",0.9554,2013
"Qatar","QAT",0.9602,2013
"Romania","ROU",0.9554,2013
"Russian Federation","RUS",0.9554,2013
"Saudi Arabia","SAU",0.9602,2013
"Senegal","SEN",0.9602,2013
"Serbia","SRB",0.9554,2013
"Singapore","SGP",0.9602,2013
"Slovak Republic","SVK",0.9554,2013
"Slovenia","SVN",0.9554,2013
"South Africa","ZAF",0.98044347826087,2013
"South Sudan","SSD",0.964441652559124,2013
"Spain","ESP",0.9554,2013
"Sri Lanka","LKA",0.9701,2013
"Sudan","SDN",0.9602,2013
"Suriname","SUR",0.9602,2013
"Sweden","SWE",0.9554,2013
"Switzerland","CHE",0.9554,2013
"Syrian Arab Republic","SYR",0.9602,2013
"Tajikistan","TJK",0.9554,2013
"Thailand","THA",1.0104,2013
"Togo","TGO",0.9602,2013
"Trinidad and Tobago","TTO",0.9602,2013
"Tunisia","TUN",0.969191304347826,2013
"Turkey","TUR",0.9554,2013
"Turkmenistan","TKM",0.9554,2013
"Ukraine","UKR",0.9554,2013
"United Arab Emirates","ARE",0.9602,2013
"United Kingdom","GBR",0.9554,2013
"United States","USA",0.9602,2013
"Uruguay","URY",0.9602,2013
"Uzbekistan","UZB",0.9554,2013
"Venezuela","VEN",1.0339,2013
"Vietnam","VNM",0.991,2013
"Zambia","ZMB",0.973766666666667,2013
"Zimbabwe","ZWE",0.9602,2013
"Albania","ALB",0.9554,2014
"Algeria","DZA",0.9602,2014
"Angola","AGO",0.9602,2014
"Argentina","ARG",0.97354347826087,2014
"Armenia","ARM",0.9554,2014
"Australia","AUS",1.0175,2014
"Austria","AUT",0.9554,2014
"Azerbaijan","AZE",0.9554,2014
"Bahrain","BHR",0.9602,2014
"Bangladesh","BGD",0.9602,2014
"Belarus","BLR",0.9554,2014
"Belgium","BEL",0.9554,2014
"Benin","BEN",0.9602,2014
"Bolivia","BOL",0.9602,2014
"Bosnia and Herzegovina","BIH",0.9554,2014
"Botswana","BWA",0.9602,2014
"Brazil","BRA",0.962021276595745,2014
"Brunei Darussalam","BRN",0.9602,2014
"Bulgaria","BGR",0.9554,2014
"Cambodia","KHM",1,2014
"Cameroon","CMR",0.9602,2014
"Canada","CAN",0.9602,2014
"Chile","CHL",0.9602,2014
"China","CHN",0.983126086956522,2014
"Colombia","COL",0.9857,2014
"Costa Rica","CRI",0.9602,2014
"Croatia","HRV",0.9554,2014
"Cuba","CUB",0.953673913043478,2014
"Cyprus","CYP",0.9554,2014
"Denmark","DNK",0.9554,2014
"Dominican Republic","DOM",0.9602,2014
"Ecuador","ECU",0.9602,2014
"Egypt","EGY",0.972,2014
"El Salvador","SLV",0.9602,2014
"Eritrea","ERI",0.9602,2014
"Estonia","EST",0.9554,2014
"Ethiopia","ETH",0.9602,2014
"Finland","FIN",0.9554,2014
"France","FRA",0.9554,2014
"Gabon","GAB",0.9602,2014
"Georgia","GEO",0.9554,2014
"Germany","DEU",0.9554,2014
"Ghana","GHA",0.9602,2014
"Gibraltar","GIB",0.9554,2014
"Greece","GRC",0.9554,2014
"Guatemala","GTM",0.9602,2014
"Haiti","HTI",0.9602,2014
"Honduras","HND",0.9602,2014
"Hungary","HUN",0.9554,2014
"Iceland","ISL",0.9554,2014
"India","IND",0.9602,2014
"Indonesia","IDN",0.9602,2014
"Iraq","IRQ",0.9602,2014
"Ireland","IRL",0.9554,2014
"Israel","ISR",0.9602,2014
"Italy","ITA",0.9554,2014
"Jamaica","JAM",0.9602,2014
"Japan","JPN",1.0175,2014
"Jordan","JOR",0.964191304347826,2014
"Kazakhstan","KAZ",0.9554,2014
"Kenya","KEN",0.9602,2014
"Korea","KOR",1.0175,2014
"Kosovo","XKX",0.9554,2014
"Kuwait","KWT",0.9602,2014
"Latvia","LVA",0.9554,2014
"Lebanon","LBN",0.9602,2014
"Libya","LBY",0.9602,2014
"Lithuania","LTU",0.9554,2014
"Luxembourg","LUX",0.9554,2014
"Malaysia","MYS",0.991860869565217,2014
"Malta","MLT",0.9554,2014
"Mauritius","MUS",0.9602,2014
"Mexico","MEX",0.9602,2014
"Mongolia","MNG",0.9602,2014
"Montenegro","MNE",0.9554,2014
"Morocco","MAR",0.9602,2014
"Mozambique","MOZ",0.9602,2014
"Myanmar","MMR",0.9602,2014
"Namibia","NAM",0.997,2014
"Nepal","NPL",1.04206097560976,2014
"Netherlands","NLD",0.9554,2014
"New Zealand","NZL",1.0175,2014
"Nicaragua","NIC",0.971852173913043,2014
"Niger","NER",0.9602,2014
"Nigeria","NGA",0.9602,2014
"Norway","NOR",0.9554,2014
"Oman","OMN",0.9602,2014
"Pakistan","PAK",0.976,2014
"Panama","PAN",0.9602,2014
"Paraguay","PRY",0.98,2014
"Peru","PER",0.9602,2014
"Philippines","PHL",0.9819,2014
"Poland","POL",0.9554,2014
"Portugal","PRT",0.9554,2014
"Qatar","QAT",0.9602,2014
"Romania","ROU",0.9554,2014
"Russian Federation","RUS",0.9554,2014
"Saudi Arabia","SAU",0.9602,2014
"Senegal","SEN",0.9602,2014
"Serbia","SRB",0.9554,2014
"Singapore","SGP",0.9602,2014
"Slovak Republic","SVK",0.9554,2014
"Slovenia","SVN",0.9554,2014
"South Africa","ZAF",0.98044347826087,2014
"South Sudan","SSD",0.964441652559124,2014
"Spain","ESP",0.9554,2014
"Sri Lanka","LKA",0.9701,2014
"Sudan","SDN",0.9602,2014
"Suriname","SUR",0.9602,2014
"Sweden","SWE",0.9554,2014
"Switzerland","CHE",0.9554,2014
"Syrian Arab Republic","SYR",0.9602,2014
"Tajikistan","TJK",0.9554,2014
"Thailand","THA",1.0104,2014
"Togo","TGO",0.9602,2014
"Trinidad and Tobago","TTO",0.9602,2014
"Tunisia","TUN",0.969191304347826,2014
"Turkey","TUR",0.9554,2014
"Turkmenistan","TKM",0.9554,2014
"Ukraine","UKR",0.9554,2014
"United Arab Emirates","ARE",0.9602,2014
"United Kingdom","GBR",0.9554,2014
"United States","USA",0.9602,2014
"Uruguay","URY",0.9602,2014
"Uzbekistan","UZB",0.9554,2014
"Venezuela","VEN",1.0339,2014
"Vietnam","VNM",0.991,2014
"Zambia","ZMB",0.973766666666667,2014
"Zimbabwe","ZWE",0.9602,2014
"Albania","ALB",0.9554,2015
"Algeria","DZA",0.9602,2015
"Angola","AGO",0.9602,2015
"Argentina","ARG",0.97354347826087,2015
"Armenia","ARM",0.9554,2015
"Australia","AUS",1.0175,2015
"Austria","AUT",0.9554,2015
"Azerbaijan","AZE",0.9554,2015
"Bahrain","BHR",0.9602,2015
"Bangladesh","BGD",0.9602,2015
"Belarus","BLR",0.9554,2015
"Belgium","BEL",0.9554,2015
"Benin","BEN",0.9602,2015
"Bolivia","BOL",0.9602,2015
"Bosnia and Herzegovina","BIH",0.9554,2015
"Botswana","BWA",0.9602,2015
"Brazil","BRA",0.962021276595745,2015
"Brunei Darussalam","BRN",0.9602,2015
"Bulgaria","BGR",0.9554,2015
"Cambodia","KHM",1,2015
"Cameroon","CMR",0.9602,2015
"Canada","CAN",0.9602,2015
"Chile","CHL",0.9602,2015
"China","CHN",0.983126086956522,2015
"Colombia","COL",0.9857,2015
"Costa Rica","CRI",0.9602,2015
"Croatia","HRV",0.9554,2015
"Cuba","CUB",0.953673913043478,2015
"Cyprus","CYP",0.9554,2015
"Denmark","DNK",0.9554,2015
"Dominican Republic","DOM",0.9602,2015
"Ecuador","ECU",0.9602,2015
"Egypt","EGY",0.972,2015
"El Salvador","SLV",0.9602,2015
"Eritrea","ERI",0.9602,2015
"Estonia","EST",0.9554,2015
"Ethiopia","ETH",0.9602,2015
"Finland","FIN",0.9554,2015
"France","FRA",0.9554,2015
"Gabon","GAB",0.9602,2015
"Georgia","GEO",0.9554,2015
"Germany","DEU",0.9554,2015
"Ghana","GHA",0.9602,2015
"Gibraltar","GIB",0.9554,2015
"Greece","GRC",0.9554,2015
"Guatemala","GTM",0.9602,2015
"Haiti","HTI",0.9602,2015
"Honduras","HND",0.9602,2015
"Hungary","HUN",0.9554,2015
"Iceland","ISL",0.9554,2015
"India","IND",0.9602,2015
"Indonesia","IDN",0.9602,2015
"Iraq","IRQ",0.9602,2015
"Ireland","IRL",0.9554,2015
"Israel","ISR",0.9602,2015
"Italy","ITA",0.9554,2015
"Jamaica","JAM",0.9602,2015
"Japan","JPN",1.0175,2015
"Jordan","JOR",0.964191304347826,2015
"Kazakhstan","KAZ",0.9554,2015
"Kenya","KEN",0.9602,2015
"Korea","KOR",1.0175,2015
"Kosovo","XKX",0.9554,2015
"Kuwait","KWT",0.9602,2015
"Latvia","LVA",0.9554,2015
"Lebanon","LBN",0.9602,2015
"Libya","LBY",0.9602,2015
"Lithuania","LTU",0.9554,2015
"Luxembourg","LUX",0.9554,2015
"Malaysia","MYS",0.991860869565217,2015
"Malta","MLT",0.9554,2015
"Mauritius","MUS",0.9602,2015
"Mexico","MEX",0.9602,2015
"Mongolia","MNG",0.9602,2015
"Montenegro","MNE",0.9554,2015
"Morocco","MAR",0.9602,2015
"Mozambique","MOZ",0.9602,2015
"Myanmar","MMR",0.9602,2015
"Namibia","NAM",0.997,2015
"Nepal","NPL",1.04206097560976,2015
"Netherlands","NLD",0.9554,2015
"New Zealand","NZL",1.0175,2015
"Nicaragua","NIC",0.971852173913043,2015
"Niger","NER",0.9602,2015
"Nigeria","NGA",0.9602,2015
"Norway","NOR",0.9554,2015
"Oman","OMN",0.9602,2015
"Pakistan","PAK",0.976,2015
"Panama","PAN",0.9602,2015
"Paraguay","PRY",0.98,2015
"Peru","PER",0.9602,2015
"Philippines","PHL",0.9819,2015
"Poland","POL",0.9554,2015
"Portugal","PRT",0.9554,2015
"Qatar","QAT",0.9602,2015
"Romania","ROU",0.9554,2015
"Russian Federation","RUS",0.9554,2015
"Saudi Arabia","SAU",0.9602,2015
"Senegal","SEN",0.9602,2015
"Serbia","SRB",0.9554,2015
"Singapore","SGP",0.9602,2015
"Slovak Republic","SVK",0.9554,2015
"Slovenia","SVN",0.9554,2015
"South Africa","ZAF",0.98044347826087,2015
"South Sudan","SSD",0.964441652559124,2015
"Spain","ESP",0.9554,2015
"Sri Lanka","LKA",0.9701,2015
"Sudan","SDN",0.9602,2015
"Suriname","SUR",0.9602,2015
"Sweden","SWE",0.9554,2015
"Switzerland","CHE",0.9554,2015
"Syrian Arab Republic","SYR",0.9602,2015
"Tajikistan","TJK",0.9554,2015
"Thailand","THA",1.0104,2015
"Togo","TGO",0.9602,2015
"Trinidad and Tobago","TTO",0.9602,2015
"Tunisia","TUN",0.969191304347826,2015
"Turkey","TUR",0.9554,2015
"Turkmenistan","TKM",0.9554,2015
"Ukraine","UKR",0.9554,2015
"United Arab Emirates","ARE",0.9602,2015
"United Kingdom","GBR",0.9554,2015
"United States","USA",0.9602,2015
"Uruguay","URY",0.9602,2015
"Uzbekistan","UZB",0.9554,2015
"Venezuela","VEN",1.0339,2015
"Vietnam","VNM",0.991,2015
"Zambia","ZMB",0.973766666666667,2015
"Zimbabwe","ZWE",0.9602,2015
"Albania","ALB",0.9554,2016
"Algeria","DZA",0.9602,2016
"Angola","AGO",0.9602,2016
"Argentina","ARG",0.97354347826087,2016
"Armenia","ARM",0.9554,2016
"Australia","AUS",1.0175,2016
"Austria","AUT",0.9554,2016
"Azerbaijan","AZE",0.9554,2016
"Bahrain","BHR",0.9602,2016
"Bangladesh","BGD",0.9602,2016
"Belarus","BLR",0.9554,2016
"Belgium","BEL",0.9554,2016
"Benin","BEN",0.9602,2016
"Bolivia","BOL",0.9602,2016
"Bosnia and Herzegovina","BIH",0.9554,2016
"Botswana","BWA",0.9602,2016
"Brazil","BRA",0.962021276595745,2016
"Brunei Darussalam","BRN",0.9602,2016
"Bulgaria","BGR",0.9554,2016
"Cambodia","KHM",1,2016
"Cameroon","CMR",0.9602,2016
"Canada","CAN",0.9602,2016
"Chile","CHL",0.9602,2016
"China","CHN",0.983126086956522,2016
"Colombia","COL",0.9857,2016
"Costa Rica","CRI",0.9602,2016
"Croatia","HRV",0.9554,2016
"Cuba","CUB",0.953673913043478,2016
"Cyprus","CYP",0.9554,2016
"Denmark","DNK",0.9554,2016
"Dominican Republic","DOM",0.9602,2016
"Ecuador","ECU",0.9602,2016
"Egypt","EGY",0.972,2016
"El Salvador","SLV",0.9602,2016
"Eritrea","ERI",0.9602,2016
"Estonia","EST",0.9554,2016
"Ethiopia","ETH",0.9602,2016
"Finland","FIN",0.9554,2016
"France","FRA",0.9554,2016
"Gabon","GAB",0.9602,2016
"Georgia","GEO",0.9554,2016
"Germany","DEU",0.9554,2016
"Ghana","GHA",0.9602,2016
"Gibraltar","GIB",0.9554,2016
"Greece","GRC",0.9554,2016
"Guatemala","GTM",0.9602,2016
"Haiti","HTI",0.9602,2016
"Honduras","HND",0.9602,2016
"Hungary","HUN",0.9554,2016
"Iceland","ISL",0.9554,2016
"India","IND",0.9602,2016
"Indonesia","IDN",0.9602,2016
"Iraq","IRQ",0.9602,2016
"Ireland","IRL",0.9554,2016
"Israel","ISR",0.9602,2016
"Italy","ITA",0.9554,2016
"Jamaica","JAM",0.9602,2016
"Japan","JPN",1.0175,2016
"Jordan","JOR",0.964191304347826,2016
"Kazakhstan","KAZ",0.9554,2016
"Kenya","KEN",0.9602,2016
"Korea","KOR",1.0175,2016
"Kosovo","XKX",0.9554,2016
"Kuwait","KWT",0.9602,2016
"Latvia","LVA",0.9554,2016
"Lebanon","LBN",0.9602,2016
"Libya","LBY",0.9602,2016
"Lithuania","LTU",0.9554,2016
"Luxembourg","LUX",0.9554,2016
"Malaysia","MYS",0.991860869565217,2016
"Malta","MLT",0.9554,2016
"Mauritius","MUS",0.9602,2016
"Mexico","MEX",0.9602,2016
"Mongolia","MNG",0.9602,2016
"Montenegro","MNE",0.9554,2016
"Morocco","MAR",0.9602,2016
"Mozambique","MOZ",0.9602,2016
"Myanmar","MMR",0.9602,2016
"Namibia","NAM",0.997,2016
"Nepal","NPL",1.04206097560976,2016
"Netherlands","NLD",0.9554,2016
"New Zealand","NZL",1.0175,2016
"Nicaragua","NIC",0.971852173913043,2016
"Niger","NER",0.9602,2016
"Nigeria","NGA",0.9602,2016
"Norway","NOR",0.9554,2016
"Oman","OMN",0.9602,2016
"Pakistan","PAK",0.976,2016
"Panama","PAN",0.9602,2016
"Paraguay","PRY",0.98,2016
"Peru","PER",0.9602,2016
"Philippines","PHL",0.9819,2016
"Poland","POL",0.9554,2016
"Portugal","PRT",0.9554,2016
"Qatar","QAT",0.9602,2016
"Romania","ROU",0.9554,2016
"Russian Federation","RUS",0.9554,2016
"Saudi Arabia","SAU",0.9602,2016
"Senegal","SEN",0.9602,2016
"Serbia","SRB",0.9554,2016
"Singapore","SGP",0.9602,2016
"Slovak Republic","SVK",0.9554,2016
"Slovenia","SVN",0.9554,2016
"South Africa","ZAF",0.98044347826087,2016
"South Sudan","SSD",0.964441652559124,2016
"Spain","ESP",0.9554,2016
"Sri Lanka","LKA",0.9701,2016
"Sudan","SDN",0.9602,2016
"Suriname","SUR",0.9602,2016
"Sweden","SWE",0.9554,2016
"Switzerland","CHE",0.9554,2016
"Syrian Arab Republic","SYR",0.9602,2016
"Tajikistan","TJK",0.9554,2016
"Thailand","THA",1.0104,2016
"Togo","TGO",0.9602,2016
"Trinidad and Tobago","TTO",0.9602,2016
"Tunisia","TUN",0.969191304347826,2016
"Turkey","TUR",0.9554,2016
"Turkmenistan","TKM",0.9554,2016
"Ukraine","UKR",0.9554,2016
"United Arab Emirates","ARE",0.9602,2016
"United Kingdom","GBR",0.9554,2016
"United States","USA",0.9602,2016
"Uruguay","URY",0.9602,2016
"Uzbekistan","UZB",0.9554,2016
"Venezuela","VEN",1.0339,2016
"Vietnam","VNM",0.991,2016
"Zambia","ZMB",0.973766666666667,2016
"Zimbabwe","ZWE",0.9602,2016
"Albania","ALB",0.9554,2017
"Algeria","DZA",0.9602,2017
"Angola","AGO",0.9602,2017
"Argentina","ARG",0.97354347826087,2017
"Armenia","ARM",0.9554,2017
"Australia","AUS",1.0175,2017
"Austria","AUT",0.9554,2017
"Azerbaijan","AZE",0.9554,2017
"Bahrain","BHR",0.9602,2017
"Bangladesh","BGD",0.9602,2017
"Belarus","BLR",0.9554,2017
"Belgium","BEL",0.9554,2017
"Benin","BEN",0.9602,2017
"Bolivia","BOL",0.9602,2017
"Bosnia and Herzegovina","BIH",0.9554,2017
"Botswana","BWA",0.9602,2017
"Brazil","BRA",0.962021276595745,2017
"Brunei Darussalam","BRN",0.9602,2017
"Bulgaria","BGR",0.9554,2017
"Cambodia","KHM",1,2017
"Cameroon","CMR",0.9602,2017
"Canada","CAN",0.9602,2017
"Chile","CHL",0.9602,2017
"China","CHN",0.983126086956522,2017
"Colombia","COL",0.9857,2017
"Costa Rica","CRI",0.9602,2017
"Croatia","HRV",0.9554,2017
"Cuba","CUB",0.953673913043478,2017
"Cyprus","CYP",0.9554,2017
"Denmark","DNK",0.9554,2017
"Dominican Republic","DOM",0.9602,2017
"Ecuador","ECU",0.9602,2017
"Egypt","EGY",0.972,2017
"El Salvador","SLV",0.9602,2017
"Eritrea","ERI",0.9602,2017
"Estonia","EST",0.9554,2017
"Ethiopia","ETH",0.9602,2017
"Finland","FIN",0.9554,2017
"France","FRA",0.9554,2017
"Gabon","GAB",0.9602,2017
"Georgia","GEO",0.9554,2017
"Germany","DEU",0.9554,2017
"Ghana","GHA",0.9602,2017
"Gibraltar","GIB",0.9554,2017
"Greece","GRC",0.9554,2017
"Guatemala","GTM",0.9602,2017
"Haiti","HTI",0.9602,2017
"Honduras","HND",0.9602,2017
"Hungary","HUN",0.9554,2017
"Iceland","ISL",0.9554,2017
"India","IND",0.9602,2017
"Indonesia","IDN",0.9602,2017
"Iraq","IRQ",0.9602,2017
"Ireland","IRL",0.9554,2017
"Israel","ISR",0.9602,2017
"Italy","ITA",0.9554,2017
"Jamaica","JAM",0.9602,2017
"Japan","JPN",1.0175,2017
"Jordan","JOR",0.964191304347826,2017
"Kazakhstan","KAZ",0.9554,2017
"Kenya","KEN",0.9602,2017
"Korea","KOR",1.0175,2017
"Kosovo","XKX",0.9554,2017
"Kuwait","KWT",0.9602,2017
"Latvia","LVA",0.9554,2017
"Lebanon","LBN",0.9602,2017
"Libya","LBY",0.9602,2017
"Lithuania","LTU",0.9554,2017
"Luxembourg","LUX",0.9554,2017
"Malaysia","MYS",0.991860869565217,2017
"Malta","MLT",0.9554,2017
"Mauritius","MUS",0.9602,2017
"Mexico","MEX",0.9602,2017
"Mongolia","MNG",0.9602,2017
"Montenegro","MNE",0.9554,2017
"Morocco","MAR",0.9602,2017
"Mozambique","MOZ",0.9602,2017
"Myanmar","MMR",0.9602,2017
"Namibia","NAM",0.997,2017
"Nepal","NPL",1.04206097560976,2017
"Netherlands","NLD",0.9554,2017
"New Zealand","NZL",1.0175,2017
"Nicaragua","NIC",0.971852173913043,2017
"Niger","NER",0.9602,2017
"Nigeria","NGA",0.9602,2017
"Norway","NOR",0.9554,2017
"Oman","OMN",0.9602,2017
"Pakistan","PAK",0.976,2017
"Panama","PAN",0.9602,2017
"Paraguay","PRY",0.98,2017
"Peru","PER",0.9602,2017
"Philippines","PHL",0.9819,2017
"Poland","POL",0.9554,2017
"Portugal","PRT",0.9554,2017
"Qatar","QAT",0.9602,2017
"Romania","ROU",0.9554,2017
"Russian Federation","RUS",0.9554,2017
"Saudi Arabia","SAU",0.9602,2017
"Senegal","SEN",0.9602,2017
"Serbia","SRB",0.9554,2017
"Singapore","SGP",0.9602,2017
"Slovak Republic","SVK",0.9554,2017
"Slovenia","SVN",0.9554,2017
"South Africa","ZAF",0.98044347826087,2017
"South Sudan","SSD",0.964441652559124,2017
"Spain","ESP",0.9554,2017
"Sri Lanka","LKA",0.9701,2017
"Sudan","SDN",0.9602,2017
"Suriname","SUR",0.9602,2017
"Sweden","SWE",0.9554,2017
"Switzerland","CHE",0.9554,2017
"Syrian Arab Republic","SYR",0.9602,2017
"Tajikistan","TJK",0.9554,2017
"Thailand","THA",1.0104,2017
"Togo","TGO",0.9602,2017
"Trinidad and Tobago","TTO",0.9602,2017
"Tunisia","TUN",0.969191304347826,2017
"Turkey","TUR",0.9554,2017
"Turkmenistan","TKM",0.9554,2017
"Ukraine","UKR",0.9554,2017
"United Arab Emirates","ARE",0.9602,2017
"United Kingdom","GBR",0.9554,2017
"United States","USA",0.9602,2017
"Uruguay","URY",0.9602,2017
"Uzbekistan","UZB",0.9554,2017
"Venezuela","VEN",1.0339,2017
"Vietnam","VNM",0.991,2017
"Zambia","ZMB",0.973766666666667,2017
"Zimbabwe","ZWE",0.9602,2017
"Albania","ALB",0.9554,2018
"Algeria","DZA",0.9602,2018
"Angola","AGO",0.9602,2018
"Argentina","ARG",0.97354347826087,2018
"Armenia","ARM",0.9554,2018
"Australia","AUS",1.0175,2018
"Austria","AUT",0.9554,2018
"Azerbaijan","AZE",0.9554,2018
"Bahrain","BHR",0.9602,2018
"Bangladesh","BGD",0.9602,2018
"Belarus","BLR",0.9554,2018
"Belgium","BEL",0.9554,2018
"Benin","BEN",0.9602,2018
"Bolivia","BOL",0.9602,2018
"Bosnia and Herzegovina","BIH",0.9554,2018
"Botswana","BWA",0.9602,2018
"Brazil","BRA",0.962021276595745,2018
"Brunei Darussalam","BRN",0.9602,2018
"Bulgaria","BGR",0.9554,2018
"Cambodia","KHM",1,2018
"Cameroon","CMR",0.9602,2018
"Canada","CAN",0.9602,2018
"Chile","CHL",0.9602,2018
"China","CHN",0.983126086956522,2018
"Colombia","COL",0.9857,2018
"Costa Rica","CRI",0.9602,2018
"Croatia","HRV",0.9554,2018
"Cuba","CUB",0.953673913043478,2018
"Cyprus","CYP",0.9554,2018
"Denmark","DNK",0.9554,2018
"Dominican Republic","DOM",0.9602,2018
"Ecuador","ECU",0.9602,2018
"Egypt","EGY",0.972,2018
"El Salvador","SLV",0.9602,2018
"Eritrea","ERI",0.9602,2018
