"","Nation","iso_code3","efficfactor_enfu_industrial_energy_fuel_electricity","Year"
"2309","Trinidad and Tobago","TTO",1,2018
"2310","Tunisia","TUN",1,2018
"2311","Turkey","TUR",1,2018
"2312","Turkmenistan","TKM",1,2018
"2313","Ukraine","UKR",1,2018
"2314","United Arab Emirates","ARE",1,2018
"2315","United Kingdom","GBR",1,2018
"2316","United States","USA",1,2018
"2317","Uruguay","URY",1,2018
"2318","Uzbekistan","UZB",1,2018
"2319","Venezuela","VEN",1,2018
"2320","Vietnam","VNM",1,2018
"2321","Zambia","ZMB",1,2018
"2322","Zimbabwe","ZWE",1,2018
"2323","Albania","ALB",1,2019
"2324","Algeria","DZA",1,2019
"2325","Angola","AGO",1,2019
"2326","Argentina","ARG",1,2019
"2327","Armenia","ARM",1,2019
"2328","Australia","AUS",1,2019
"2329","Austria","AUT",1,2019
"2330","Azerbaijan","AZE",1,2019
"2331","Bahrain","BHR",1,2019
"2332","Bangladesh","BGD",1,2019
"2333","Belarus","BLR",1,2019
"2334","Belgium","BEL",1,2019
"2335","Benin","BEN",1,2019
"2336","Bolivia","BOL",1,2019
"2337","Bosnia and Herzegovina","BIH",1,2019
"2338","Botswana","BWA",1,2019
"2339","Brazil","BRA",1,2019
"2340","Brunei Darussalam","BRN",1,2019
"2341","Bulgaria","BGR",1,2019
"2342","Cambodia","KHM",1,2019
"2343","Cameroon","CMR",1,2019
"2344","Canada","CAN",1,2019
"2345","Chile","CHL",1,2019
"2346","China","CHN",1,2019
"2347","Colombia","COL",1,2019
"2348","Costa Rica","CRI",1,2019
"2349","Croatia","HRV",1,2019
"2350","Cuba","CUB",1,2019
"2351","Cyprus","CYP",1,2019
"2352","Denmark","DNK",1,2019
"2353","Dominican Republic","DOM",1,2019
"2354","Ecuador","ECU",1,2019
"2355","Egypt","EGY",1,2019
"2356","El Salvador","SLV",1,2019
"2357","Eritrea","ERI",1,2019
"2358","Estonia","EST",1,2019
"2359","Ethiopia","ETH",1,2019
"2360","Finland","FIN",1,2019
"2361","France","FRA",1,2019
"2362","Gabon","GAB",1,2019
"2363","Georgia","GEO",1,2019
"2364","Germany","DEU",1,2019
"2365","Ghana","GHA",1,2019
"2366","Gibraltar","GIB",1,2019
"2367","Greece","GRC",1,2019
"2368","Guatemala","GTM",1,2019
"2369","Haiti","HTI",1,2019
"2370","Honduras","HND",1,2019
"2371","Hungary","HUN",1,2019
"2372","Iceland","ISL",1,2019
"2373","India","IND",1,2019
"2374","Indonesia","IDN",1,2019
"2375","Iraq","IRQ",1,2019
"2376","Ireland","IRL",1,2019
"2377","Israel","ISR",1,2019
"2378","Italy","ITA",1,2019
"2379","Jamaica","JAM",1,2019
"2380","Japan","JPN",1,2019
"2381","Jordan","JOR",1,2019
"2382","Kazakhstan","KAZ",1,2019
"2383","Kenya","KEN",1,2019
"2384","Korea","KOR",1,2019
"2385","Kosovo","XKX",1,2019
"2386","Kuwait","KWT",1,2019
"2387","Latvia","LVA",1,2019
"2388","Lebanon","LBN",1,2019
"2389","Libya","LBY",1,2019
"2390","Lithuania","LTU",1,2019
"2391","Luxembourg","LUX",1,2019
"2392","Malaysia","MYS",1,2019
"2393","Malta","MLT",1,2019
"2394","Mauritius","MUS",1,2019
"2395","Mexico","MEX",1,2019
"2396","Mongolia","MNG",1,2019
"2397","Montenegro","MNE",1,2019
"2398","Morocco","MAR",1,2019
"2399","Mozambique","MOZ",1,2019
"2400","Myanmar","MMR",1,2019
"2401","Namibia","NAM",1,2019
"2402","Nepal","NPL",1,2019
"2403","Netherlands","NLD",1,2019
"2404","New Zealand","NZL",1,2019
"2405","Nicaragua","NIC",1,2019
"2406","Niger","NER",1,2019
"2407","Nigeria","NGA",1,2019
"2408","Norway","NOR",1,2019
"2409","Oman","OMN",1,2019
"2410","Pakistan","PAK",1,2019
"2411","Panama","PAN",1,2019
"2412","Paraguay","PRY",1,2019
"2413","Peru","PER",1,2019
"2414","Philippines","PHL",1,2019
"2415","Poland","POL",1,2019
"2416","Portugal","PRT",1,2019
"2417","Qatar","QAT",1,2019
"2418","Romania","ROU",1,2019
"2419","Russian Federation","RUS",1,2019
"2420","Saudi Arabia","SAU",1,2019
"2421","Senegal","SEN",1,2019
"2422","Serbia","SRB",1,2019
"2423","Singapore","SGP",1,2019
"2424","Slovak Republic","SVK",1,2019
"2425","Slovenia","SVN",1,2019
"2426","South Africa","ZAF",1,2019
"2427","South Sudan","SSD",1,2019
"2428","Spain","ESP",1,2019
"2429","Sri Lanka","LKA",1,2019
"2430","Sudan","SDN",1,2019
"2431","Suriname","SUR",1,2019
"2432","Sweden","SWE",1,2019
"2433","Switzerland","CHE",1,2019
"2434","Syrian Arab Republic","SYR",1,2019
"2435","Tajikistan","TJK",1,2019
"2436","Thailand","THA",1,2019
"2437","Togo","TGO",1,2019
"2438","Trinidad and Tobago","TTO",1,2019
"2439","Tunisia","TUN",1,2019
"2440","Turkey","TUR",1,2019
"2441","Turkmenistan","TKM",1,2019
"2442","Ukraine","UKR",1,2019
"2443","United Arab Emirates","ARE",1,2019
"2444","United Kingdom","GBR",1,2019
"2445","United States","USA",1,2019
"2446","Uruguay","URY",1,2019
"2447","Uzbekistan","UZB",1,2019
"2448","Venezuela","VEN",1,2019
"2449","Vietnam","VNM",1,2019
"2450","Zambia","ZMB",1,2019
"2451","Zimbabwe","ZWE",1,2019
"2452","Albania","ALB",1,2020
"2453","Algeria","DZA",1,2020
"2454","Angola","AGO",1,2020
"2455","Argentina","ARG",1,2020
"2456","Armenia","ARM",1,2020
"2457","Australia","AUS",1,2020
"2458","Austria","AUT",1,2020
"2459","Azerbaijan","AZE",1,2020
"2460","Bahrain","BHR",1,2020
"2461","Bangladesh","BGD",1,2020
"2462","Belarus","BLR",1,2020
"2463","Belgium","BEL",1,2020
"2464","Benin","BEN",1,2020
"2465","Bolivia","BOL",1,2020
"2466","Bosnia and Herzegovina","BIH",1,2020
"2467","Botswana","BWA",1,2020
"2468","Brazil","BRA",1,2020
"2469","Brunei Darussalam","BRN",1,2020
"2470","Bulgaria","BGR",1,2020
"2471","Cambodia","KHM",1,2020
"2472","Cameroon","CMR",1,2020
"2473","Canada","CAN",1,2020
"2474","Chile","CHL",1,2020
"2475","China","CHN",1,2020
"2476","Colombia","COL",1,2020
"2477","Costa Rica","CRI",1,2020
"2478","Croatia","HRV",1,2020
"2479","Cuba","CUB",1,2020
"2480","Cyprus","CYP",1,2020
"2481","Denmark","DNK",1,2020
"2482","Dominican Republic","DOM",1,2020
"2483","Ecuador","ECU",1,2020
"2484","Egypt","EGY",1,2020
"2485","El Salvador","SLV",1,2020
"2486","Eritrea","ERI",1,2020
"2487","Estonia","EST",1,2020
"2488","Ethiopia","ETH",1,2020
"2489","Finland","FIN",1,2020
"2490","France","FRA",1,2020
"2491","Gabon","GAB",1,2020
"2492","Georgia","GEO",1,2020
"2493","Germany","DEU",1,2020
"2494","Ghana","GHA",1,2020
"2495","Gibraltar","GIB",1,2020
"2496","Greece","GRC",1,2020
"2497","Guatemala","GTM",1,2020
"2498","Haiti","HTI",1,2020
"2499","Honduras","HND",1,2020
"2500","Hungary","HUN",1,2020
"2501","Iceland","ISL",1,2020
"2502","India","IND",1,2020
"2503","Indonesia","IDN",1,2020
"2504","Iraq","IRQ",1,2020
"2505","Ireland","IRL",1,2020
"2506","Israel","ISR",1,2020
"2507","Italy","ITA",1,2020
"2508","Jamaica","JAM",1,2020
"2509","Japan","JPN",1,2020
"2510","Jordan","JOR",1,2020
"2511","Kazakhstan","KAZ",1,2020
"2512","Kenya","KEN",1,2020
"2513","Korea","KOR",1,2020
"2514","Kosovo","XKX",1,2020
"2515","Kuwait","KWT",1,2020
"2516","Latvia","LVA",1,2020
"2517","Lebanon","LBN",1,2020
"2518","Libya","LBY",1,2020
"2519","Lithuania","LTU",1,2020
"2520","Luxembourg","LUX",1,2020
"2521","Malaysia","MYS",1,2020
"2522","Malta","MLT",1,2020
"2523","Mauritius","MUS",1,2020
"2524","Mexico","MEX",1,2020
"2525","Mongolia","MNG",1,2020
"2526","Montenegro","MNE",1,2020
"2527","Morocco","MAR",1,2020
"2528","Mozambique","MOZ",1,2020
"2529","Myanmar","MMR",1,2020
"2530","Namibia","NAM",1,2020
"2531","Nepal","NPL",1,2020
"2532","Netherlands","NLD",1,2020
"2533","New Zealand","NZL",1,2020
"2534","Nicaragua","NIC",1,2020
"2535","Niger","NER",1,2020
"2536","Nigeria","NGA",1,2020
"2537","Norway","NOR",1,2020
"2538","Oman","OMN",1,2020
"2539","Pakistan","PAK",1,2020
"2540","Panama","PAN",1,2020
"2541","Paraguay","PRY",1,2020
"2542","Peru","PER",1,2020
"2543","Philippines","PHL",1,2020
"2544","Poland","POL",1,2020
"2545","Portugal","PRT",1,2020
"2546","Qatar","QAT",1,2020
"2547","Romania","ROU",1,2020
"2548","Russian Federation","RUS",1,2020
"2549","Saudi Arabia","SAU",1,2020
"2550","Senegal","SEN",1,2020
"2551","Serbia","SRB",1,2020
"2552","Singapore","SGP",1,2020
"2553","Slovak Republic","SVK",1,2020
"2554","Slovenia","SVN",1,2020
"2555","South Africa","ZAF",1,2020
"2556","South Sudan","SSD",1,2020
"2557","Spain","ESP",1,2020
"2558","Sri Lanka","LKA",1,2020
"2559","Sudan","SDN",1,2020
"2560","Suriname","SUR",1,2020
"2561","Sweden","SWE",1,2020
"2562","Switzerland","CHE",1,2020
"2563","Syrian Arab Republic","SYR",1,2020
"2564","Tajikistan","TJK",1,2020
"2565","Thailand","THA",1,2020
"2566","Togo","TGO",1,2020
"2567","Trinidad and Tobago","TTO",1,2020
"2568","Tunisia","TUN",1,2020
"2569","Turkey","TUR",1,2020
"2570","Turkmenistan","TKM",1,2020
"2571","Ukraine","UKR",1,2020
"2572","United Arab Emirates","ARE",1,2020
"2573","United Kingdom","GBR",1,2020
"2574","United States","USA",1,2020
"2575","Uruguay","URY",1,2020
"2576","Uzbekistan","UZB",1,2020
"2577","Venezuela","VEN",1,2020
"2578","Vietnam","VNM",1,2020
"2579","Zambia","ZMB",1,2020
"2580","Zimbabwe","ZWE",1,2020
"2581","Albania","ALB",1,2021
"2582","Algeria","DZA",1,2021
"2583","Angola","AGO",1,2021
"2584","Argentina","ARG",1,2021
"2585","Armenia","ARM",1,2021
"2586","Australia","AUS",1,2021
"2587","Austria","AUT",1,2021
"2588","Azerbaijan","AZE",1,2021
"2589","Bahrain","BHR",1,2021
"2590","Bangladesh","BGD",1,2021
"2591","Belarus","BLR",1,2021
"2592","Belgium","BEL",1,2021
"2593","Benin","BEN",1,2021
"2594","Bolivia","BOL",1,2021
"2595","Bosnia and Herzegovina","BIH",1,2021
"2596","Botswana","BWA",1,2021
"2597","Brazil","BRA",1,2021
"2598","Brunei Darussalam","BRN",1,2021
"2599","Bulgaria","BGR",1,2021
"2600","Cambodia","KHM",1,2021
"2601","Cameroon","CMR",1,2021
"2602","Canada","CAN",1,2021
"2603","Chile","CHL",1,2021
"2604","China","CHN",1,2021
"2605","Colombia","COL",1,2021
"2606","Costa Rica","CRI",1,2021
"2607","Croatia","HRV",1,2021
"2608","Cuba","CUB",1,2021
"2609","Cyprus","CYP",1,2021
"2610","Denmark","DNK",1,2021
"2611","Dominican Republic","DOM",1,2021
"2612","Ecuador","ECU",1,2021
"2613","Egypt","EGY",1,2021
"2614","El Salvador","SLV",1,2021
"2615","Eritrea","ERI",1,2021
"2616","Estonia","EST",1,2021
"2617","Ethiopia","ETH",1,2021
"2618","Finland","FIN",1,2021
"2619","France","FRA",1,2021
"2620","Gabon","GAB",1,2021
"2621","Georgia","GEO",1,2021
"2622","Germany","DEU",1,2021
"2623","Ghana","GHA",1,2021
"2624","Gibraltar","GIB",1,2021
"2625","Greece","GRC",1,2021
"2626","Guatemala","GTM",1,2021
"2627","Haiti","HTI",1,2021
"2628","Honduras","HND",1,2021
"2629","Hungary","HUN",1,2021
"2630","Iceland","ISL",1,2021
"2631","India","IND",1,2021
"2632","Indonesia","IDN",1,2021
"2633","Iraq","IRQ",1,2021
"2634","Ireland","IRL",1,2021
"2635","Israel","ISR",1,2021
"2636","Italy","ITA",1,2021
"2637","Jamaica","JAM",1,2021
"2638","Japan","JPN",1,2021
"2639","Jordan","JOR",1,2021
"2640","Kazakhstan","KAZ",1,2021
"2641","Kenya","KEN",1,2021
"2642","Korea","KOR",1,2021
"2643","Kosovo","XKX",1,2021
"2644","Kuwait","KWT",1,2021
"2645","Latvia","LVA",1,2021
"2646","Lebanon","LBN",1,2021
"2647","Libya","LBY",1,2021
"2648","Lithuania","LTU",1,2021
"2649","Luxembourg","LUX",1,2021
"2650","Malaysia","MYS",1,2021
"2651","Malta","MLT",1,2021
"2652","Mauritius","MUS",1,2021
"2653","Mexico","MEX",1,2021
"2654","Mongolia","MNG",1,2021
"2655","Montenegro","MNE",1,2021
"2656","Morocco","MAR",1,2021
"2657","Mozambique","MOZ",1,2021
"2658","Myanmar","MMR",1,2021
"2659","Namibia","NAM",1,2021
"2660","Nepal","NPL",1,2021
"2661","Netherlands","NLD",1,2021
"2662","New Zealand","NZL",1,2021
"2663","Nicaragua","NIC",1,2021
"2664","Niger","NER",1,2021
"2665","Nigeria","NGA",1,2021
"2666","Norway","NOR",1,2021
"2667","Oman","OMN",1,2021
"2668","Pakistan","PAK",1,2021
"2669","Panama","PAN",1,2021
"2670","Paraguay","PRY",1,2021
"2671","Peru","PER",1,2021
"2672","Philippines","PHL",1,2021
"2673","Poland","POL",1,2021
"2674","Portugal","PRT",1,2021
"2675","Qatar","QAT",1,2021
"2676","Romania","ROU",1,2021
"2677","Russian Federation","RUS",1,2021
"2678","Saudi Arabia","SAU",1,2021
"2679","Senegal","SEN",1,2021
"2680","Serbia","SRB",1,2021
"2681","Singapore","SGP",1,2021
"2682","Slovak Republic","SVK",1,2021
"2683","Slovenia","SVN",1,2021
"2684","South Africa","ZAF",1,2021
"2685","South Sudan","SSD",1,2021
"2686","Spain","ESP",1,2021
"2687","Sri Lanka","LKA",1,2021
"2688","Sudan","SDN",1,2021
"2689","Suriname","SUR",1,2021
"2690","Sweden","SWE",1,2021
"2691","Switzerland","CHE",1,2021
"2692","Syrian Arab Republic","SYR",1,2021
"2693","Tajikistan","TJK",1,2021
"2694","Thailand","THA",1,2021
"2695","Togo","TGO",1,2021
"2696","Trinidad and Tobago","TTO",1,2021
"2697","Tunisia","TUN",1,2021
"2698","Turkey","TUR",1,2021
"2699","Turkmenistan","TKM",1,2021
"2700","Ukraine","UKR",1,2021
"2701","United Arab Emirates","ARE",1,2021
"2702","United Kingdom","GBR",1,2021
"2703","United States","USA",1,2021
"2704","Uruguay","URY",1,2021
"2705","Uzbekistan","UZB",1,2021
"2706","Venezuela","VEN",1,2021
"2707","Vietnam","VNM",1,2021
"2708","Zambia","ZMB",1,2021
"2709","Zimbabwe","ZWE",1,2021
