,Nation,iso_code3,Year,frac_scoe_heat_energy_residential_diesel
1476,Comoros,COM,2047,0.058986585581893264
1477,Comoros,COM,2048,0.058986585581893264
1478,Comoros,COM,2049,0.058986585581893264
1479,Comoros,COM,2050,0.058986585581893264
1489,"Congo, Dem. Rep.",COD,2020,0.058986585581893264
1490,"Congo, Dem. Rep.",COD,2021,0.058986585581893264
1491,"Congo, Dem. Rep.",COD,2022,0.058986585581893264
1492,"Congo, Dem. Rep.",COD,2023,0.058986585581893264
1493,"Congo, Dem. Rep.",COD,2024,0.058986585581893264
1494,"Congo, Dem. Rep.",COD,2025,0.058986585581893264
1495,"Congo, Dem. Rep.",COD,2026,0.058986585581893264
1496,"Congo, Dem. Rep.",COD,2027,0.058986585581893264
1497,"Congo, Dem. Rep.",COD,2028,0.058986585581893264
1498,"Congo, Dem. Rep.",COD,2029,0.058986585581893264
1499,"Congo, Dem. Rep.",COD,2030,0.058986585581893264
1500,"Congo, Dem. Rep.",COD,2031,0.058986585581893264
1501,"Congo, Dem. Rep.",COD,2032,0.058986585581893264
1502,"Congo, Dem. Rep.",COD,2033,0.058986585581893264
1503,"Congo, Dem. Rep.",COD,2034,0.058986585581893264
1504,"Congo, Dem. Rep.",COD,2035,0.058986585581893264
1505,"Congo, Dem. Rep.",COD,2036,0.058986585581893264
1506,"Congo, Dem. Rep.",COD,2037,0.058986585581893264
1507,"Congo, Dem. Rep.",COD,2038,0.058986585581893264
1508,"Congo, Dem. Rep.",COD,2039,0.058986585581893264
1509,"Congo, Dem. Rep.",COD,2040,0.058986585581893264
1510,"Congo, Dem. Rep.",COD,2041,0.058986585581893264
1511,"Congo, Dem. Rep.",COD,2042,0.058986585581893264
1512,"Congo, Dem. Rep.",COD,2043,0.058986585581893264
1513,"Congo, Dem. Rep.",COD,2044,0.058986585581893264
1514,"Congo, Dem. Rep.",COD,2045,0.058986585581893264
1515,"Congo, Dem. Rep.",COD,2046,0.058986585581893264
1516,"Congo, Dem. Rep.",COD,2047,0.058986585581893264
1517,"Congo, Dem. Rep.",COD,2048,0.058986585581893264
1518,"Congo, Dem. Rep.",COD,2049,0.058986585581893264
1519,"Congo, Dem. Rep.",COD,2050,0.058986585581893264
1529,"Congo, Rep.",COG,2020,0.058986585581893264
1530,"Congo, Rep.",COG,2021,0.058986585581893264
1531,"Congo, Rep.",COG,2022,0.058986585581893264
1532,"Congo, Rep.",COG,2023,0.058986585581893264
1533,"Congo, Rep.",COG,2024,0.058986585581893264
1534,"Congo, Rep.",COG,2025,0.058986585581893264
1535,"Congo, Rep.",COG,2026,0.058986585581893264
1536,"Congo, Rep.",COG,2027,0.058986585581893264
1537,"Congo, Rep.",COG,2028,0.058986585581893264
1538,"Congo, Rep.",COG,2029,0.058986585581893264
1539,"Congo, Rep.",COG,2030,0.058986585581893264
1540,"Congo, Rep.",COG,2031,0.058986585581893264
1541,"Congo, Rep.",COG,2032,0.058986585581893264
1542,"Congo, Rep.",COG,2033,0.058986585581893264
1543,"Congo, Rep.",COG,2034,0.058986585581893264
1544,"Congo, Rep.",COG,2035,0.058986585581893264
1545,"Congo, Rep.",COG,2036,0.058986585581893264
1546,"Congo, Rep.",COG,2037,0.058986585581893264
1547,"Congo, Rep.",COG,2038,0.058986585581893264
1548,"Congo, Rep.",COG,2039,0.058986585581893264
1549,"Congo, Rep.",COG,2040,0.058986585581893264
1550,"Congo, Rep.",COG,2041,0.058986585581893264
1551,"Congo, Rep.",COG,2042,0.058986585581893264
1552,"Congo, Rep.",COG,2043,0.058986585581893264
1553,"Congo, Rep.",COG,2044,0.058986585581893264
1554,"Congo, Rep.",COG,2045,0.058986585581893264
1555,"Congo, Rep.",COG,2046,0.058986585581893264
1556,"Congo, Rep.",COG,2047,0.058986585581893264
1557,"Congo, Rep.",COG,2048,0.058986585581893264
1558,"Congo, Rep.",COG,2049,0.058986585581893264
1559,"Congo, Rep.",COG,2050,0.058986585581893264
1569,Costa Rica,CRI,2020,0.058986585581893264
1570,Costa Rica,CRI,2021,0.058986585581893264
1571,Costa Rica,CRI,2022,0.058986585581893264
1572,Costa Rica,CRI,2023,0.058986585581893264
1573,Costa Rica,CRI,2024,0.058986585581893264
1574,Costa Rica,CRI,2025,0.058986585581893264
1575,Costa Rica,CRI,2026,0.058986585581893264
1576,Costa Rica,CRI,2027,0.058986585581893264
1577,Costa Rica,CRI,2028,0.058986585581893264
1578,Costa Rica,CRI,2029,0.058986585581893264
1579,Costa Rica,CRI,2030,0.058986585581893264
1580,Costa Rica,CRI,2031,0.058986585581893264
1581,Costa Rica,CRI,2032,0.058986585581893264
1582,Costa Rica,CRI,2033,0.058986585581893264
1583,Costa Rica,CRI,2034,0.058986585581893264
1584,Costa Rica,CRI,2035,0.058986585581893264
1585,Costa Rica,CRI,2036,0.058986585581893264
1586,Costa Rica,CRI,2037,0.058986585581893264
1587,Costa Rica,CRI,2038,0.058986585581893264
1588,Costa Rica,CRI,2039,0.058986585581893264
1589,Costa Rica,CRI,2040,0.058986585581893264
1590,Costa Rica,CRI,2041,0.058986585581893264
1591,Costa Rica,CRI,2042,0.058986585581893264
1592,Costa Rica,CRI,2043,0.058986585581893264
1593,Costa Rica,CRI,2044,0.058986585581893264
1594,Costa Rica,CRI,2045,0.058986585581893264
1595,Costa Rica,CRI,2046,0.058986585581893264
1596,Costa Rica,CRI,2047,0.058986585581893264
1597,Costa Rica,CRI,2048,0.058986585581893264
1598,Costa Rica,CRI,2049,0.058986585581893264
1599,Costa Rica,CRI,2050,0.058986585581893264
1609,Cote d'Ivoire,CIV,2020,0.058986585581893264
1610,Cote d'Ivoire,CIV,2021,0.058986585581893264
1611,Cote d'Ivoire,CIV,2022,0.058986585581893264
1612,Cote d'Ivoire,CIV,2023,0.058986585581893264
1613,Cote d'Ivoire,CIV,2024,0.058986585581893264
1614,Cote d'Ivoire,CIV,2025,0.058986585581893264
1615,Cote d'Ivoire,CIV,2026,0.058986585581893264
1616,Cote d'Ivoire,CIV,2027,0.058986585581893264
1617,Cote d'Ivoire,CIV,2028,0.058986585581893264
1618,Cote d'Ivoire,CIV,2029,0.058986585581893264
1619,Cote d'Ivoire,CIV,2030,0.058986585581893264
1620,Cote d'Ivoire,CIV,2031,0.058986585581893264
1621,Cote d'Ivoire,CIV,2032,0.058986585581893264
1622,Cote d'Ivoire,CIV,2033,0.058986585581893264
1623,Cote d'Ivoire,CIV,2034,0.058986585581893264
1624,Cote d'Ivoire,CIV,2035,0.058986585581893264
1625,Cote d'Ivoire,CIV,2036,0.058986585581893264
1626,Cote d'Ivoire,CIV,2037,0.058986585581893264
1627,Cote d'Ivoire,CIV,2038,0.058986585581893264
1628,Cote d'Ivoire,CIV,2039,0.058986585581893264
1629,Cote d'Ivoire,CIV,2040,0.058986585581893264
1630,Cote d'Ivoire,CIV,2041,0.058986585581893264
1631,Cote d'Ivoire,CIV,2042,0.058986585581893264
1632,Cote d'Ivoire,CIV,2043,0.058986585581893264
1633,Cote d'Ivoire,CIV,2044,0.058986585581893264
1634,Cote d'Ivoire,CIV,2045,0.058986585581893264
1635,Cote d'Ivoire,CIV,2046,0.058986585581893264
1636,Cote d'Ivoire,CIV,2047,0.058986585581893264
1637,Cote d'Ivoire,CIV,2048,0.058986585581893264
1638,Cote d'Ivoire,CIV,2049,0.058986585581893264
1639,Cote d'Ivoire,CIV,2050,0.058986585581893264
1649,Croatia,HRV,2020,0.03444366934077433
1650,Croatia,HRV,2021,0.03444366934077433
1651,Croatia,HRV,2022,0.03444366934077433
1652,Croatia,HRV,2023,0.03444366934077433
1653,Croatia,HRV,2024,0.03444366934077433
1654,Croatia,HRV,2025,0.03444366934077433
1655,Croatia,HRV,2026,0.03444366934077433
1656,Croatia,HRV,2027,0.03444366934077433
1657,Croatia,HRV,2028,0.03444366934077433
1658,Croatia,HRV,2029,0.03444366934077433
1659,Croatia,HRV,2030,0.03444366934077433
1660,Croatia,HRV,2031,0.03444366934077433
1661,Croatia,HRV,2032,0.03444366934077433
1662,Croatia,HRV,2033,0.03444366934077433
1663,Croatia,HRV,2034,0.03444366934077433
1664,Croatia,HRV,2035,0.03444366934077433
1665,Croatia,HRV,2036,0.03444366934077433
1666,Croatia,HRV,2037,0.03444366934077433
1667,Croatia,HRV,2038,0.03444366934077433
1668,Croatia,HRV,2039,0.03444366934077433
1669,Croatia,HRV,2040,0.03444366934077433
1670,Croatia,HRV,2041,0.03444366934077433
1671,Croatia,HRV,2042,0.03444366934077433
1672,Croatia,HRV,2043,0.03444366934077433
1673,Croatia,HRV,2044,0.03444366934077433
1674,Croatia,HRV,2045,0.03444366934077433
1675,Croatia,HRV,2046,0.03444366934077433
1676,Croatia,HRV,2047,0.03444366934077433
1677,Croatia,HRV,2048,0.03444366934077433
1678,Croatia,HRV,2049,0.03444366934077433
1679,Croatia,HRV,2050,0.03444366934077433
1689,Cuba,CUB,2020,0.058986585581893264
1690,Cuba,CUB,2021,0.058986585581893264
1691,Cuba,CUB,2022,0.058986585581893264
1692,Cuba,CUB,2023,0.058986585581893264
1693,Cuba,CUB,2024,0.058986585581893264
1694,Cuba,CUB,2025,0.058986585581893264
1695,Cuba,CUB,2026,0.058986585581893264
1696,Cuba,CUB,2027,0.058986585581893264
1697,Cuba,CUB,2028,0.058986585581893264
1698,Cuba,CUB,2029,0.058986585581893264
1699,Cuba,CUB,2030,0.058986585581893264
1700,Cuba,CUB,2031,0.058986585581893264
1701,Cuba,CUB,2032,0.058986585581893264
1702,Cuba,CUB,2033,0.058986585581893264
1703,Cuba,CUB,2034,0.058986585581893264
1704,Cuba,CUB,2035,0.058986585581893264
1705,Cuba,CUB,2036,0.058986585581893264
1706,Cuba,CUB,2037,0.058986585581893264
1707,Cuba,CUB,2038,0.058986585581893264
1708,Cuba,CUB,2039,0.058986585581893264
1709,Cuba,CUB,2040,0.058986585581893264
1710,Cuba,CUB,2041,0.058986585581893264
1711,Cuba,CUB,2042,0.058986585581893264
1712,Cuba,CUB,2043,0.058986585581893264
1713,Cuba,CUB,2044,0.058986585581893264
1714,Cuba,CUB,2045,0.058986585581893264
1715,Cuba,CUB,2046,0.058986585581893264
1716,Cuba,CUB,2047,0.058986585581893264
1717,Cuba,CUB,2048,0.058986585581893264
1718,Cuba,CUB,2049,0.058986585581893264
1719,Cuba,CUB,2050,0.058986585581893264
1729,Cyprus,CYP,2020,0.4072784810126582
1730,Cyprus,CYP,2021,0.4072784810126582
1731,Cyprus,CYP,2022,0.4072784810126582
1732,Cyprus,CYP,2023,0.4072784810126582
1733,Cyprus,CYP,2024,0.4072784810126582
1734,Cyprus,CYP,2025,0.4072784810126582
1735,Cyprus,CYP,2026,0.4072784810126582
1736,Cyprus,CYP,2027,0.4072784810126582
1737,Cyprus,CYP,2028,0.4072784810126582
1738,Cyprus,CYP,2029,0.4072784810126582
1739,Cyprus,CYP,2030,0.4072784810126582
1740,Cyprus,CYP,2031,0.4072784810126582
1741,Cyprus,CYP,2032,0.4072784810126582
1742,Cyprus,CYP,2033,0.4072784810126582
1743,Cyprus,CYP,2034,0.4072784810126582
1744,Cyprus,CYP,2035,0.4072784810126582
1745,Cyprus,CYP,2036,0.4072784810126582
1746,Cyprus,CYP,2037,0.4072784810126582
1747,Cyprus,CYP,2038,0.4072784810126582
1748,Cyprus,CYP,2039,0.4072784810126582
1749,Cyprus,CYP,2040,0.4072784810126582
1750,Cyprus,CYP,2041,0.4072784810126582
1751,Cyprus,CYP,2042,0.4072784810126582
1752,Cyprus,CYP,2043,0.4072784810126582
1753,Cyprus,CYP,2044,0.4072784810126582
1754,Cyprus,CYP,2045,0.4072784810126582
1755,Cyprus,CYP,2046,0.4072784810126582
1756,Cyprus,CYP,2047,0.4072784810126582
1757,Cyprus,CYP,2048,0.4072784810126582
1758,Cyprus,CYP,2049,0.4072784810126582
1759,Cyprus,CYP,2050,0.4072784810126582
1769,Czech Republic,CZE,2020,0.005173310462495781
1770,Czech Republic,CZE,2021,0.005173310462495781
1771,Czech Republic,CZE,2022,0.005173310462495781
1772,Czech Republic,CZE,2023,0.005173310462495781
1773,Czech Republic,CZE,2024,0.005173310462495781
1774,Czech Republic,CZE,2025,0.005173310462495781
1775,Czech Republic,CZE,2026,0.005173310462495781
1776,Czech Republic,CZE,2027,0.005173310462495781
1777,Czech Republic,CZE,2028,0.005173310462495781
1778,Czech Republic,CZE,2029,0.005173310462495781
1779,Czech Republic,CZE,2030,0.005173310462495781
1780,Czech Republic,CZE,2031,0.005173310462495781
1781,Czech Republic,CZE,2032,0.005173310462495781
1782,Czech Republic,CZE,2033,0.005173310462495781
1783,Czech Republic,CZE,2034,0.005173310462495781
1784,Czech Republic,CZE,2035,0.005173310462495781
1785,Czech Republic,CZE,2036,0.005173310462495781
1786,Czech Republic,CZE,2037,0.005173310462495781
1787,Czech Republic,CZE,2038,0.005173310462495781
1788,Czech Republic,CZE,2039,0.005173310462495781
1789,Czech Republic,CZE,2040,0.005173310462495781
1790,Czech Republic,CZE,2041,0.005173310462495781
1791,Czech Republic,CZE,2042,0.005173310462495781
1792,Czech Republic,CZE,2043,0.005173310462495781
1793,Czech Republic,CZE,2044,0.005173310462495781
1794,Czech Republic,CZE,2045,0.005173310462495781
1795,Czech Republic,CZE,2046,0.005173310462495781
1796,Czech Republic,CZE,2047,0.005173310462495781
1797,Czech Republic,CZE,2048,0.005173310462495781
1798,Czech Republic,CZE,2049,0.005173310462495781
1799,Czech Republic,CZE,2050,0.005173310462495781
1809,Denmark,DNK,2020,0.03211021877596234
1810,Denmark,DNK,2021,0.03211021877596234
1811,Denmark,DNK,2022,0.03211021877596234
1812,Denmark,DNK,2023,0.03211021877596234
1813,Denmark,DNK,2024,0.03211021877596234
1814,Denmark,DNK,2025,0.03211021877596234
1815,Denmark,DNK,2026,0.03211021877596234
1816,Denmark,DNK,2027,0.03211021877596234
1817,Denmark,DNK,2028,0.03211021877596234
1818,Denmark,DNK,2029,0.03211021877596234
1819,Denmark,DNK,2030,0.03211021877596234
1820,Denmark,DNK,2031,0.03211021877596234
1821,Denmark,DNK,2032,0.03211021877596234
1822,Denmark,DNK,2033,0.03211021877596234
1823,Denmark,DNK,2034,0.03211021877596234
1824,Denmark,DNK,2035,0.03211021877596234
1825,Denmark,DNK,2036,0.03211021877596234
1826,Denmark,DNK,2037,0.03211021877596234
1827,Denmark,DNK,2038,0.03211021877596234
1828,Denmark,DNK,2039,0.03211021877596234
1829,Denmark,DNK,2040,0.03211021877596234
1830,Denmark,DNK,2041,0.03211021877596234
1831,Denmark,DNK,2042,0.03211021877596234
1832,Denmark,DNK,2043,0.03211021877596234
1833,Denmark,DNK,2044,0.03211021877596234
1834,Denmark,DNK,2045,0.03211021877596234
1835,Denmark,DNK,2046,0.03211021877596234
1836,Denmark,DNK,2047,0.03211021877596234
1837,Denmark,DNK,2048,0.03211021877596234
1838,Denmark,DNK,2049,0.03211021877596234
1839,Denmark,DNK,2050,0.03211021877596234
1849,Djibouti,DJI,2020,0.058986585581893264
1850,Djibouti,DJI,2021,0.058986585581893264
1851,Djibouti,DJI,2022,0.058986585581893264
1852,Djibouti,DJI,2023,0.058986585581893264
1853,Djibouti,DJI,2024,0.058986585581893264
1854,Djibouti,DJI,2025,0.058986585581893264
1855,Djibouti,DJI,2026,0.058986585581893264
1856,Djibouti,DJI,2027,0.058986585581893264
1857,Djibouti,DJI,2028,0.058986585581893264
1858,Djibouti,DJI,2029,0.058986585581893264
1859,Djibouti,DJI,2030,0.058986585581893264
1860,Djibouti,DJI,2031,0.058986585581893264
1861,Djibouti,DJI,2032,0.058986585581893264
1862,Djibouti,DJI,2033,0.058986585581893264
1863,Djibouti,DJI,2034,0.058986585581893264
1864,Djibouti,DJI,2035,0.058986585581893264
1865,Djibouti,DJI,2036,0.058986585581893264
1866,Djibouti,DJI,2037,0.058986585581893264
1867,Djibouti,DJI,2038,0.058986585581893264
1868,Djibouti,DJI,2039,0.058986585581893264
1869,Djibouti,DJI,2040,0.058986585581893264
1870,Djibouti,DJI,2041,0.058986585581893264
1871,Djibouti,DJI,2042,0.058986585581893264
1872,Djibouti,DJI,2043,0.058986585581893264
1873,Djibouti,DJI,2044,0.058986585581893264
1874,Djibouti,DJI,2045,0.058986585581893264
1875,Djibouti,DJI,2046,0.058986585581893264
1876,Djibouti,DJI,2047,0.058986585581893264
1877,Djibouti,DJI,2048,0.058986585581893264
1878,Djibouti,DJI,2049,0.058986585581893264
1879,Djibouti,DJI,2050,0.058986585581893264
1889,Dominican Republic,DOM,2020,0.058986585581893264
1890,Dominican Republic,DOM,2021,0.058986585581893264
1891,Dominican Republic,DOM,2022,0.058986585581893264
1892,Dominican Republic,DOM,2023,0.058986585581893264
1893,Dominican Republic,DOM,2024,0.058986585581893264
1894,Dominican Republic,DOM,2025,0.058986585581893264
1895,Dominican Republic,DOM,2026,0.058986585581893264
1896,Dominican Republic,DOM,2027,0.058986585581893264
1897,Dominican Republic,DOM,2028,0.058986585581893264
1898,Dominican Republic,DOM,2029,0.058986585581893264
1899,Dominican Republic,DOM,2030,0.058986585581893264
1900,Dominican Republic,DOM,2031,0.058986585581893264
1901,Dominican Republic,DOM,2032,0.058986585581893264
1902,Dominican Republic,DOM,2033,0.058986585581893264
1903,Dominican Republic,DOM,2034,0.058986585581893264
1904,Dominican Republic,DOM,2035,0.058986585581893264
1905,Dominican Republic,DOM,2036,0.058986585581893264
1906,Dominican Republic,DOM,2037,0.058986585581893264
1907,Dominican Republic,DOM,2038,0.058986585581893264
1908,Dominican Republic,DOM,2039,0.058986585581893264
1909,Dominican Republic,DOM,2040,0.058986585581893264
1910,Dominican Republic,DOM,2041,0.058986585581893264
1911,Dominican Republic,DOM,2042,0.058986585581893264
1912,Dominican Republic,DOM,2043,0.058986585581893264
1913,Dominican Republic,DOM,2044,0.058986585581893264
1914,Dominican Republic,DOM,2045,0.058986585581893264
1915,Dominican Republic,DOM,2046,0.058986585581893264
1916,Dominican Republic,DOM,2047,0.058986585581893264
1917,Dominican Republic,DOM,2048,0.058986585581893264
1918,Dominican Republic,DOM,2049,0.058986585581893264
1919,Dominican Republic,DOM,2050,0.058986585581893264
1929,Ecuador,ECU,2020,0.058986585581893264
1930,Ecuador,ECU,2021,0.058986585581893264
1931,Ecuador,ECU,2022,0.058986585581893264
1932,Ecuador,ECU,2023,0.058986585581893264
1933,Ecuador,ECU,2024,0.058986585581893264
1934,Ecuador,ECU,2025,0.058986585581893264
1935,Ecuador,ECU,2026,0.058986585581893264
1936,Ecuador,ECU,2027,0.058986585581893264
1937,Ecuador,ECU,2028,0.058986585581893264
1938,Ecuador,ECU,2029,0.058986585581893264
1939,Ecuador,ECU,2030,0.058986585581893264
1940,Ecuador,ECU,2031,0.058986585581893264
1941,Ecuador,ECU,2032,0.058986585581893264
1942,Ecuador,ECU,2033,0.058986585581893264
1943,Ecuador,ECU,2034,0.058986585581893264
1944,Ecuador,ECU,2035,0.058986585581893264
1945,Ecuador,ECU,2036,0.058986585581893264
1946,Ecuador,ECU,2037,0.058986585581893264
1947,Ecuador,ECU,2038,0.058986585581893264
1948,Ecuador,ECU,2039,0.058986585581893264
1949,Ecuador,ECU,2040,0.058986585581893264
1950,Ecuador,ECU,2041,0.058986585581893264
1951,Ecuador,ECU,2042,0.058986585581893264
1952,Ecuador,ECU,2043,0.058986585581893264
1953,Ecuador,ECU,2044,0.058986585581893264
1954,Ecuador,ECU,2045,0.058986585581893264
1955,Ecuador,ECU,2046,0.058986585581893264
1956,Ecuador,ECU,2047,0.058986585581893264
1957,Ecuador,ECU,2048,0.058986585581893264
1958,Ecuador,ECU,2049,0.058986585581893264
1959,Ecuador,ECU,2050,0.058986585581893264
1969,"Egypt, Arab Rep.",EGY,2020,0.058986585581893264
1970,"Egypt, Arab Rep.",EGY,2021,0.058986585581893264
1971,"Egypt, Arab Rep.",EGY,2022,0.058986585581893264
1972,"Egypt, Arab Rep.",EGY,2023,0.058986585581893264
1973,"Egypt, Arab Rep.",EGY,2024,0.058986585581893264
1974,"Egypt, Arab Rep.",EGY,2025,0.058986585581893264
1975,"Egypt, Arab Rep.",EGY,2026,0.058986585581893264
1976,"Egypt, Arab Rep.",EGY,2027,0.058986585581893264
1977,"Egypt, Arab Rep.",EGY,2028,0.058986585581893264
1978,"Egypt, Arab Rep.",EGY,2029,0.058986585581893264
1979,"Egypt, Arab Rep.",EGY,2030,0.058986585581893264
1980,"Egypt, Arab Rep.",EGY,2031,0.058986585581893264
1981,"Egypt, Arab Rep.",EGY,2032,0.058986585581893264
1982,"Egypt, Arab Rep.",EGY,2033,0.058986585581893264
1983,"Egypt, Arab Rep.",EGY,2034,0.058986585581893264
1984,"Egypt, Arab Rep.",EGY,2035,0.058986585581893264
1985,"Egypt, Arab Rep.",EGY,2036,0.058986585581893264
1986,"Egypt, Arab Rep.",EGY,2037,0.058986585581893264
1987,"Egypt, Arab Rep.",EGY,2038,0.058986585581893264
1988,"Egypt, Arab Rep.",EGY,2039,0.058986585581893264
1989,"Egypt, Arab Rep.",EGY,2040,0.058986585581893264
1990,"Egypt, Arab Rep.",EGY,2041,0.058986585581893264
1991,"Egypt, Arab Rep.",EGY,2042,0.058986585581893264
1992,"Egypt, Arab Rep.",EGY,2043,0.058986585581893264
1993,"Egypt, Arab Rep.",EGY,2044,0.058986585581893264
1994,"Egypt, Arab Rep.",EGY,2045,0.058986585581893264
1995,"Egypt, Arab Rep.",EGY,2046,0.058986585581893264
1996,"Egypt, Arab Rep.",EGY,2047,0.058986585581893264
1997,"Egypt, Arab Rep.",EGY,2048,0.058986585581893264
1998,"Egypt, Arab Rep.",EGY,2049,0.058986585581893264
1999,"Egypt, Arab Rep.",EGY,2050,0.058986585581893264
2009,El Salvador,SLV,2020,0.058986585581893264
2010,El Salvador,SLV,2021,0.058986585581893264
2011,El Salvador,SLV,2022,0.058986585581893264
2012,El Salvador,SLV,2023,0.058986585581893264
2013,El Salvador,SLV,2024,0.058986585581893264
2014,El Salvador,SLV,2025,0.058986585581893264
2015,El Salvador,SLV,2026,0.058986585581893264
2016,El Salvador,SLV,2027,0.058986585581893264
2017,El Salvador,SLV,2028,0.058986585581893264
2018,El Salvador,SLV,2029,0.058986585581893264
2019,El Salvador,SLV,2030,0.058986585581893264
2020,El Salvador,SLV,2031,0.058986585581893264
2021,El Salvador,SLV,2032,0.058986585581893264
2022,El Salvador,SLV,2033,0.058986585581893264
2023,El Salvador,SLV,2034,0.058986585581893264
2024,El Salvador,SLV,2035,0.058986585581893264
2025,El Salvador,SLV,2036,0.058986585581893264
2026,El Salvador,SLV,2037,0.058986585581893264
2027,El Salvador,SLV,2038,0.058986585581893264
2028,El Salvador,SLV,2039,0.058986585581893264
2029,El Salvador,SLV,2040,0.058986585581893264
2030,El Salvador,SLV,2041,0.058986585581893264
2031,El Salvador,SLV,2042,0.058986585581893264
2032,El Salvador,SLV,2043,0.058986585581893264
2033,El Salvador,SLV,2044,0.058986585581893264
2034,El Salvador,SLV,2045,0.058986585581893264
2035,El Salvador,SLV,2046,0.058986585581893264
2036,El Salvador,SLV,2047,0.058986585581893264
2037,El Salvador,SLV,2048,0.058986585581893264
2038,El Salvador,SLV,2049,0.058986585581893264
2039,El Salvador,SLV,2050,0.058986585581893264
2049,Equatorial Guinea,GNQ,2020,0.058986585581893264
2050,Equatorial Guinea,GNQ,2021,0.058986585581893264
2051,Equatorial Guinea,GNQ,2022,0.058986585581893264
2052,Equatorial Guinea,GNQ,2023,0.058986585581893264
2053,Equatorial Guinea,GNQ,2024,0.058986585581893264
2054,Equatorial Guinea,GNQ,2025,0.058986585581893264
2055,Equatorial Guinea,GNQ,2026,0.058986585581893264
2056,Equatorial Guinea,GNQ,2027,0.058986585581893264
2057,Equatorial Guinea,GNQ,2028,0.058986585581893264
2058,Equatorial Guinea,GNQ,2029,0.058986585581893264
2059,Equatorial Guinea,GNQ,2030,0.058986585581893264
2060,Equatorial Guinea,GNQ,2031,0.058986585581893264
2061,Equatorial Guinea,GNQ,2032,0.058986585581893264
2062,Equatorial Guinea,GNQ,2033,0.058986585581893264
2063,Equatorial Guinea,GNQ,2034,0.058986585581893264
2064,Equatorial Guinea,GNQ,2035,0.058986585581893264
2065,Equatorial Guinea,GNQ,2036,0.058986585581893264
2066,Equatorial Guinea,GNQ,2037,0.058986585581893264
2067,Equatorial Guinea,GNQ,2038,0.058986585581893264
2068,Equatorial Guinea,GNQ,2039,0.058986585581893264
2069,Equatorial Guinea,GNQ,2040,0.058986585581893264
2070,Equatorial Guinea,GNQ,2041,0.058986585581893264
2071,Equatorial Guinea,GNQ,2042,0.058986585581893264
2072,Equatorial Guinea,GNQ,2043,0.058986585581893264
2073,Equatorial Guinea,GNQ,2044,0.058986585581893264
2074,Equatorial Guinea,GNQ,2045,0.058986585581893264
2075,Equatorial Guinea,GNQ,2046,0.058986585581893264
2076,Equatorial Guinea,GNQ,2047,0.058986585581893264
2077,Equatorial Guinea,GNQ,2048,0.058986585581893264
2078,Equatorial Guinea,GNQ,2049,0.058986585581893264
2079,Equatorial Guinea,GNQ,2050,0.058986585581893264
2089,Estonia,EST,2020,0.007129094412331407
2090,Estonia,EST,2021,0.007129094412331407
2091,Estonia,EST,2022,0.007129094412331407
2092,Estonia,EST,2023,0.007129094412331407
2093,Estonia,EST,2024,0.007129094412331407
2094,Estonia,EST,2025,0.007129094412331407
2095,Estonia,EST,2026,0.007129094412331407
2096,Estonia,EST,2027,0.007129094412331407
2097,Estonia,EST,2028,0.007129094412331407
2098,Estonia,EST,2029,0.007129094412331407
2099,Estonia,EST,2030,0.007129094412331407
2100,Estonia,EST,2031,0.007129094412331407
2101,Estonia,EST,2032,0.007129094412331407
2102,Estonia,EST,2033,0.007129094412331407
2103,Estonia,EST,2034,0.007129094412331407
2104,Estonia,EST,2035,0.007129094412331407
2105,Estonia,EST,2036,0.007129094412331407
2106,Estonia,EST,2037,0.007129094412331407
2107,Estonia,EST,2038,0.007129094412331407
2108,Estonia,EST,2039,0.007129094412331407
2109,Estonia,EST,2040,0.007129094412331407
2110,Estonia,EST,2041,0.007129094412331407
2111,Estonia,EST,2042,0.007129094412331407
2112,Estonia,EST,2043,0.007129094412331407
2113,Estonia,EST,2044,0.007129094412331407
2114,Estonia,EST,2045,0.007129094412331407
2115,Estonia,EST,2046,0.007129094412331407
2116,Estonia,EST,2047,0.007129094412331407
2117,Estonia,EST,2048,0.007129094412331407
2118,Estonia,EST,2049,0.007129094412331407
2119,Estonia,EST,2050,0.007129094412331407
2129,Eswatini,SWZ,2020,0.058986585581893264
2130,Eswatini,SWZ,2021,0.058986585581893264
2131,Eswatini,SWZ,2022,0.058986585581893264
2132,Eswatini,SWZ,2023,0.058986585581893264
2133,Eswatini,SWZ,2024,0.058986585581893264
2134,Eswatini,SWZ,2025,0.058986585581893264
2135,Eswatini,SWZ,2026,0.058986585581893264
2136,Eswatini,SWZ,2027,0.058986585581893264
2137,Eswatini,SWZ,2028,0.058986585581893264
2138,Eswatini,SWZ,2029,0.058986585581893264
2139,Eswatini,SWZ,2030,0.058986585581893264
2140,Eswatini,SWZ,2031,0.058986585581893264
2141,Eswatini,SWZ,2032,0.058986585581893264
2142,Eswatini,SWZ,2033,0.058986585581893264
2143,Eswatini,SWZ,2034,0.058986585581893264
2144,Eswatini,SWZ,2035,0.058986585581893264
2145,Eswatini,SWZ,2036,0.058986585581893264
2146,Eswatini,SWZ,2037,0.058986585581893264
2147,Eswatini,SWZ,2038,0.058986585581893264
2148,Eswatini,SWZ,2039,0.058986585581893264
2149,Eswatini,SWZ,2040,0.058986585581893264
2150,Eswatini,SWZ,2041,0.058986585581893264
2151,Eswatini,SWZ,2042,0.058986585581893264
2152,Eswatini,SWZ,2043,0.058986585581893264
