Year,iso_code3,cost_enfu_fuel_crude_usd_per_m3
2050,BWA,367.3625548236649
2021,CAF,367.3625548236649
2022,CAF,367.3625548236649
2023,CAF,367.3625548236649
2024,CAF,367.3625548236649
2025,CAF,367.3625548236649
2026,CAF,367.3625548236649
2027,CAF,367.3625548236649
2028,CAF,367.3625548236649
2029,CAF,367.3625548236649
2030,CAF,367.3625548236649
2031,CAF,367.3625548236649
2032,CAF,367.3625548236649
2033,CAF,367.3625548236649
2034,CAF,367.3625548236649
2035,CAF,367.3625548236649
2036,CAF,367.3625548236649
2037,CAF,367.3625548236649
2038,CAF,367.3625548236649
2039,CAF,367.3625548236649
2040,CAF,367.3625548236649
2041,CAF,367.3625548236649
2042,CAF,367.3625548236649
2043,CAF,367.3625548236649
2044,CAF,367.3625548236649
2045,CAF,367.3625548236649
2046,CAF,367.3625548236649
2047,CAF,367.3625548236649
2048,CAF,367.3625548236649
2049,CAF,367.3625548236649
2050,CAF,367.3625548236649
2021,CAN,302.3194457198352
2022,CAN,302.3194457198352
2023,CAN,302.3194457198352
2024,CAN,302.3194457198352
2025,CAN,302.3194457198352
2026,CAN,302.3194457198352
2027,CAN,302.3194457198352
2028,CAN,302.3194457198352
2029,CAN,302.3194457198352
2030,CAN,302.3194457198352
2031,CAN,302.3194457198352
2032,CAN,302.3194457198352
2033,CAN,302.3194457198352
2034,CAN,302.3194457198352
2035,CAN,302.3194457198352
2036,CAN,302.3194457198352
2037,CAN,302.3194457198352
2038,CAN,302.3194457198352
2039,CAN,302.3194457198352
2040,CAN,302.3194457198352
2041,CAN,302.3194457198352
2042,CAN,302.3194457198352
2043,CAN,302.3194457198352
2044,CAN,302.3194457198352
2045,CAN,302.3194457198352
2046,CAN,302.3194457198352
2047,CAN,302.3194457198352
2048,CAN,302.3194457198352
2049,CAN,302.3194457198352
2050,CAN,302.3194457198352
2021,CHE,337.2280664213112
2022,CHE,337.2280664213112
2023,CHE,337.2280664213112
2024,CHE,337.2280664213112
2025,CHE,337.2280664213112
2026,CHE,337.2280664213112
2027,CHE,337.2280664213112
2028,CHE,337.2280664213112
2029,CHE,337.2280664213112
2030,CHE,337.2280664213112
2031,CHE,337.2280664213112
2032,CHE,337.2280664213112
2033,CHE,337.2280664213112
2034,CHE,337.2280664213112
2035,CHE,337.2280664213112
2036,CHE,337.2280664213112
2037,CHE,337.2280664213112
2038,CHE,337.2280664213112
2039,CHE,337.2280664213112
2040,CHE,337.2280664213112
2041,CHE,337.2280664213112
2042,CHE,337.2280664213112
2043,CHE,337.2280664213112
2044,CHE,337.2280664213112
2045,CHE,337.2280664213112
2046,CHE,337.2280664213112
2047,CHE,337.2280664213112
2048,CHE,337.2280664213112
2049,CHE,337.2280664213112
2050,CHE,337.2280664213112
2021,CHL,367.3625548236649
2022,CHL,367.3625548236649
2023,CHL,367.3625548236649
2024,CHL,367.3625548236649
2025,CHL,367.3625548236649
2026,CHL,367.3625548236649
2027,CHL,367.3625548236649
2028,CHL,367.3625548236649
2029,CHL,367.3625548236649
2030,CHL,367.3625548236649
2031,CHL,367.3625548236649
2032,CHL,367.3625548236649
2033,CHL,367.3625548236649
2034,CHL,367.3625548236649
2035,CHL,367.3625548236649
2036,CHL,367.3625548236649
2037,CHL,367.3625548236649
2038,CHL,367.3625548236649
2039,CHL,367.3625548236649
2040,CHL,367.3625548236649
2041,CHL,367.3625548236649
2042,CHL,367.3625548236649
2043,CHL,367.3625548236649
2044,CHL,367.3625548236649
2045,CHL,367.3625548236649
2046,CHL,367.3625548236649
2047,CHL,367.3625548236649
2048,CHL,367.3625548236649
2049,CHL,367.3625548236649
2050,CHL,367.3625548236649
2021,CHN,367.3625548236649
2022,CHN,367.3625548236649
2023,CHN,367.3625548236649
2024,CHN,367.3625548236649
2025,CHN,367.3625548236649
2026,CHN,367.3625548236649
2027,CHN,367.3625548236649
2028,CHN,367.3625548236649
2029,CHN,367.3625548236649
2030,CHN,367.3625548236649
2031,CHN,367.3625548236649
2032,CHN,367.3625548236649
2033,CHN,367.3625548236649
2034,CHN,367.3625548236649
2035,CHN,367.3625548236649
2036,CHN,367.3625548236649
2037,CHN,367.3625548236649
2038,CHN,367.3625548236649
2039,CHN,367.3625548236649
2040,CHN,367.3625548236649
2041,CHN,367.3625548236649
2042,CHN,367.3625548236649
2043,CHN,367.3625548236649
2044,CHN,367.3625548236649
2045,CHN,367.3625548236649
2046,CHN,367.3625548236649
2047,CHN,367.3625548236649
2048,CHN,367.3625548236649
2049,CHN,367.3625548236649
2050,CHN,367.3625548236649
2021,CIV,367.3625548236649
2022,CIV,367.3625548236649
2023,CIV,367.3625548236649
2024,CIV,367.3625548236649
2025,CIV,367.3625548236649
2026,CIV,367.3625548236649
2027,CIV,367.3625548236649
2028,CIV,367.3625548236649
2029,CIV,367.3625548236649
2030,CIV,367.3625548236649
2031,CIV,367.3625548236649
2032,CIV,367.3625548236649
2033,CIV,367.3625548236649
2034,CIV,367.3625548236649
2035,CIV,367.3625548236649
2036,CIV,367.3625548236649
2037,CIV,367.3625548236649
2038,CIV,367.3625548236649
2039,CIV,367.3625548236649
2040,CIV,367.3625548236649
2041,CIV,367.3625548236649
2042,CIV,367.3625548236649
2043,CIV,367.3625548236649
2044,CIV,367.3625548236649
2045,CIV,367.3625548236649
2046,CIV,367.3625548236649
2047,CIV,367.3625548236649
2048,CIV,367.3625548236649
2049,CIV,367.3625548236649
2050,CIV,367.3625548236649
2021,CMR,367.3625548236649
2022,CMR,367.3625548236649
2023,CMR,367.3625548236649
2024,CMR,367.3625548236649
2025,CMR,367.3625548236649
2026,CMR,367.3625548236649
2027,CMR,367.3625548236649
2028,CMR,367.3625548236649
2029,CMR,367.3625548236649
2030,CMR,367.3625548236649
2031,CMR,367.3625548236649
2032,CMR,367.3625548236649
2033,CMR,367.3625548236649
2034,CMR,367.3625548236649
2035,CMR,367.3625548236649
2036,CMR,367.3625548236649
2037,CMR,367.3625548236649
2038,CMR,367.3625548236649
2039,CMR,367.3625548236649
2040,CMR,367.3625548236649
2041,CMR,367.3625548236649
2042,CMR,367.3625548236649
2043,CMR,367.3625548236649
2044,CMR,367.3625548236649
2045,CMR,367.3625548236649
2046,CMR,367.3625548236649
2047,CMR,367.3625548236649
2048,CMR,367.3625548236649
2049,CMR,367.3625548236649
2050,CMR,367.3625548236649
2021,COD,367.3625548236649
2022,COD,367.3625548236649
2023,COD,367.3625548236649
2024,COD,367.3625548236649
2025,COD,367.3625548236649
2026,COD,367.3625548236649
2027,COD,367.3625548236649
2028,COD,367.3625548236649
2029,COD,367.3625548236649
2030,COD,367.3625548236649
2031,COD,367.3625548236649
2032,COD,367.3625548236649
2033,COD,367.3625548236649
2034,COD,367.3625548236649
2035,COD,367.3625548236649
2036,COD,367.3625548236649
2037,COD,367.3625548236649
2038,COD,367.3625548236649
2039,COD,367.3625548236649
2040,COD,367.3625548236649
2041,COD,367.3625548236649
2042,COD,367.3625548236649
2043,COD,367.3625548236649
2044,COD,367.3625548236649
2045,COD,367.3625548236649
2046,COD,367.3625548236649
2047,COD,367.3625548236649
2048,COD,367.3625548236649
2049,COD,367.3625548236649
2050,COD,367.3625548236649
2021,COG,367.3625548236649
2022,COG,367.3625548236649
2023,COG,367.3625548236649
2024,COG,367.3625548236649
2025,COG,367.3625548236649
2026,COG,367.3625548236649
2027,COG,367.3625548236649
2028,COG,367.3625548236649
2029,COG,367.3625548236649
2030,COG,367.3625548236649
2031,COG,367.3625548236649
2032,COG,367.3625548236649
2033,COG,367.3625548236649
2034,COG,367.3625548236649
2035,COG,367.3625548236649
2036,COG,367.3625548236649
2037,COG,367.3625548236649
2038,COG,367.3625548236649
2039,COG,367.3625548236649
2040,COG,367.3625548236649
2041,COG,367.3625548236649
2042,COG,367.3625548236649
2043,COG,367.3625548236649
2044,COG,367.3625548236649
2045,COG,367.3625548236649
2046,COG,367.3625548236649
2047,COG,367.3625548236649
2048,COG,367.3625548236649
2049,COG,367.3625548236649
2050,COG,367.3625548236649
2021,COL,367.3625548236649
2022,COL,367.3625548236649
2023,COL,367.3625548236649
2024,COL,367.3625548236649
2025,COL,367.3625548236649
2026,COL,367.3625548236649
2027,COL,367.3625548236649
2028,COL,367.3625548236649
2029,COL,367.3625548236649
2030,COL,367.3625548236649
2031,COL,367.3625548236649
2032,COL,367.3625548236649
2033,COL,367.3625548236649
2034,COL,367.3625548236649
2035,COL,367.3625548236649
2036,COL,367.3625548236649
2037,COL,367.3625548236649
2038,COL,367.3625548236649
2039,COL,367.3625548236649
2040,COL,367.3625548236649
2041,COL,367.3625548236649
2042,COL,367.3625548236649
2043,COL,367.3625548236649
2044,COL,367.3625548236649
2045,COL,367.3625548236649
2046,COL,367.3625548236649
2047,COL,367.3625548236649
2048,COL,367.3625548236649
2049,COL,367.3625548236649
2050,COL,367.3625548236649
2021,COM,367.3625548236649
2022,COM,367.3625548236649
2023,COM,367.3625548236649
2024,COM,367.3625548236649
2025,COM,367.3625548236649
2026,COM,367.3625548236649
2027,COM,367.3625548236649
2028,COM,367.3625548236649
2029,COM,367.3625548236649
2030,COM,367.3625548236649
2031,COM,367.3625548236649
2032,COM,367.3625548236649
2033,COM,367.3625548236649
2034,COM,367.3625548236649
2035,COM,367.3625548236649
2036,COM,367.3625548236649
2037,COM,367.3625548236649
2038,COM,367.3625548236649
2039,COM,367.3625548236649
2040,COM,367.3625548236649
2041,COM,367.3625548236649
2042,COM,367.3625548236649
2043,COM,367.3625548236649
2044,COM,367.3625548236649
2045,COM,367.3625548236649
2046,COM,367.3625548236649
2047,COM,367.3625548236649
2048,COM,367.3625548236649
2049,COM,367.3625548236649
2050,COM,367.3625548236649
2021,CPV,367.3625548236649
2022,CPV,367.3625548236649
2023,CPV,367.3625548236649
2024,CPV,367.3625548236649
2025,CPV,367.3625548236649
2026,CPV,367.3625548236649
2027,CPV,367.3625548236649
2028,CPV,367.3625548236649
2029,CPV,367.3625548236649
2030,CPV,367.3625548236649
2031,CPV,367.3625548236649
2032,CPV,367.3625548236649
2033,CPV,367.3625548236649
2034,CPV,367.3625548236649
2035,CPV,367.3625548236649
2036,CPV,367.3625548236649
2037,CPV,367.3625548236649
2038,CPV,367.3625548236649
2039,CPV,367.3625548236649
2040,CPV,367.3625548236649
2041,CPV,367.3625548236649
2042,CPV,367.3625548236649
2043,CPV,367.3625548236649
2044,CPV,367.3625548236649
2045,CPV,367.3625548236649
2046,CPV,367.3625548236649
2047,CPV,367.3625548236649
2048,CPV,367.3625548236649
2049,CPV,367.3625548236649
2050,CPV,367.3625548236649
2021,CRI,367.3625548236649
2022,CRI,367.3625548236649
2023,CRI,367.3625548236649
2024,CRI,367.3625548236649
2025,CRI,367.3625548236649
2026,CRI,367.3625548236649
2027,CRI,367.3625548236649
2028,CRI,367.3625548236649
2029,CRI,367.3625548236649
2030,CRI,367.3625548236649
2031,CRI,367.3625548236649
2032,CRI,367.3625548236649
2033,CRI,367.3625548236649
2034,CRI,367.3625548236649
2035,CRI,367.3625548236649
2036,CRI,367.3625548236649
2037,CRI,367.3625548236649
2038,CRI,367.3625548236649
2039,CRI,367.3625548236649
2040,CRI,367.3625548236649
2041,CRI,367.3625548236649
2042,CRI,367.3625548236649
2043,CRI,367.3625548236649
2044,CRI,367.3625548236649
2045,CRI,367.3625548236649
2046,CRI,367.3625548236649
2047,CRI,367.3625548236649
2048,CRI,367.3625548236649
2049,CRI,367.3625548236649
2050,CRI,367.3625548236649
2021,CUB,367.3625548236649
2022,CUB,367.3625548236649
2023,CUB,367.3625548236649
2024,CUB,367.3625548236649
2025,CUB,367.3625548236649
2026,CUB,367.3625548236649
2027,CUB,367.3625548236649
2028,CUB,367.3625548236649
2029,CUB,367.3625548236649
2030,CUB,367.3625548236649
2031,CUB,367.3625548236649
2032,CUB,367.3625548236649
2033,CUB,367.3625548236649
2034,CUB,367.3625548236649
2035,CUB,367.3625548236649
2036,CUB,367.3625548236649
2037,CUB,367.3625548236649
2038,CUB,367.3625548236649
2039,CUB,367.3625548236649
2040,CUB,367.3625548236649
2041,CUB,367.3625548236649
2042,CUB,367.3625548236649
2043,CUB,367.3625548236649
2044,CUB,367.3625548236649
2045,CUB,367.3625548236649
2046,CUB,367.3625548236649
2047,CUB,367.3625548236649
2048,CUB,367.3625548236649
2049,CUB,367.3625548236649
2050,CUB,367.3625548236649
2021,CUW,367.3625548236649
2022,CUW,367.3625548236649
2023,CUW,367.3625548236649
2024,CUW,367.3625548236649
2025,CUW,367.3625548236649
2026,CUW,367.3625548236649
2027,CUW,367.3625548236649
2028,CUW,367.3625548236649
2029,CUW,367.3625548236649
2030,CUW,367.3625548236649
2031,CUW,367.3625548236649
2032,CUW,367.3625548236649
2033,CUW,367.3625548236649
2034,CUW,367.3625548236649
2035,CUW,367.3625548236649
2036,CUW,367.3625548236649
2037,CUW,367.3625548236649
2038,CUW,367.3625548236649
2039,CUW,367.3625548236649
2040,CUW,367.3625548236649
2041,CUW,367.3625548236649
2042,CUW,367.3625548236649
2043,CUW,367.3625548236649
2044,CUW,367.3625548236649
2045,CUW,367.3625548236649
2046,CUW,367.3625548236649
2047,CUW,367.3625548236649
2048,CUW,367.3625548236649
2049,CUW,367.3625548236649
2050,CUW,367.3625548236649
2021,CYM,367.3625548236649
2022,CYM,367.3625548236649
2023,CYM,367.3625548236649
2024,CYM,367.3625548236649
2025,CYM,367.3625548236649
2026,CYM,367.3625548236649
2027,CYM,367.3625548236649
2028,CYM,367.3625548236649
2029,CYM,367.3625548236649
2030,CYM,367.3625548236649
2031,CYM,367.3625548236649
2032,CYM,367.3625548236649
2033,CYM,367.3625548236649
2034,CYM,367.3625548236649
2035,CYM,367.3625548236649
2036,CYM,367.3625548236649
2037,CYM,367.3625548236649
2038,CYM,367.3625548236649
2039,CYM,367.3625548236649
2040,CYM,367.3625548236649
2041,CYM,367.3625548236649
2042,CYM,367.3625548236649
2043,CYM,367.3625548236649
2044,CYM,367.3625548236649
2045,CYM,367.3625548236649
2046,CYM,367.3625548236649
2047,CYM,367.3625548236649
2048,CYM,367.3625548236649
2049,CYM,367.3625548236649
2050,CYM,367.3625548236649
2021,CYP,367.3625548236649
2022,CYP,367.3625548236649
2023,CYP,367.3625548236649
2024,CYP,367.3625548236649
2025,CYP,367.3625548236649
2026,CYP,367.3625548236649
2027,CYP,367.3625548236649
2028,CYP,367.3625548236649
2029,CYP,367.3625548236649
2030,CYP,367.3625548236649
2031,CYP,367.3625548236649
2032,CYP,367.3625548236649
2033,CYP,367.3625548236649
2034,CYP,367.3625548236649
2035,CYP,367.3625548236649
2036,CYP,367.3625548236649
2037,CYP,367.3625548236649
2038,CYP,367.3625548236649
2039,CYP,367.3625548236649
2040,CYP,367.3625548236649
2041,CYP,367.3625548236649
2042,CYP,367.3625548236649
2043,CYP,367.3625548236649
2044,CYP,367.3625548236649
2045,CYP,367.3625548236649
2046,CYP,367.3625548236649
2047,CYP,367.3625548236649
2048,CYP,367.3625548236649
2049,CYP,367.3625548236649
2050,CYP,367.3625548236649
2021,CZE,367.3625548236649
2022,CZE,367.3625548236649
2023,CZE,367.3625548236649
2024,CZE,367.3625548236649
2025,CZE,367.3625548236649
2026,CZE,367.3625548236649
2027,CZE,367.3625548236649
2028,CZE,367.3625548236649
2029,CZE,367.3625548236649
2030,CZE,367.3625548236649
2031,CZE,367.3625548236649
2032,CZE,367.3625548236649
2033,CZE,367.3625548236649
2034,CZE,367.3625548236649
2035,CZE,367.3625548236649
2036,CZE,367.3625548236649
2037,CZE,367.3625548236649
2038,CZE,367.3625548236649
2039,CZE,367.3625548236649
2040,CZE,367.3625548236649
2041,CZE,367.3625548236649
2042,CZE,367.3625548236649
2043,CZE,367.3625548236649
2044,CZE,367.3625548236649
2045,CZE,367.3625548236649
2046,CZE,367.3625548236649
2047,CZE,367.3625548236649
2048,CZE,367.3625548236649
2049,CZE,367.3625548236649
2050,CZE,367.3625548236649
2021,DEU,336.3574862398341
2022,DEU,336.3574862398341
2023,DEU,336.3574862398341
2024,DEU,336.3574862398341
2025,DEU,336.3574862398341
2026,DEU,336.3574862398341
2027,DEU,336.3574862398341
2028,DEU,336.3574862398341
2029,DEU,336.3574862398341
2030,DEU,336.3574862398341
2031,DEU,336.3574862398341
2032,DEU,336.3574862398341
2033,DEU,336.3574862398341
2034,DEU,336.3574862398341
2035,DEU,336.3574862398341
2036,DEU,336.3574862398341
2037,DEU,336.3574862398341
2038,DEU,336.3574862398341
2039,DEU,336.3574862398341
2040,DEU,336.3574862398341
2041,DEU,336.3574862398341
2042,DEU,336.3574862398341
2043,DEU,336.3574862398341
2044,DEU,336.3574862398341
2045,DEU,336.3574862398341
2046,DEU,336.3574862398341
2047,DEU,336.3574862398341
2048,DEU,336.3574862398341
2049,DEU,336.3574862398341
2050,DEU,336.3574862398341
2021,DJI,367.3625548236649
2022,DJI,367.3625548236649
2023,DJI,367.3625548236649
2024,DJI,367.3625548236649
2025,DJI,367.3625548236649
2026,DJI,367.3625548236649
2027,DJI,367.3625548236649
2028,DJI,367.3625548236649
2029,DJI,367.3625548236649
2030,DJI,367.3625548236649
2031,DJI,367.3625548236649
2032,DJI,367.3625548236649
2033,DJI,367.3625548236649
2034,DJI,367.3625548236649
2035,DJI,367.3625548236649
2036,DJI,367.3625548236649
2037,DJI,367.3625548236649
2038,DJI,367.3625548236649
2039,DJI,367.3625548236649
2040,DJI,367.3625548236649
2041,DJI,367.3625548236649
2042,DJI,367.3625548236649
2043,DJI,367.3625548236649
2044,DJI,367.3625548236649
2045,DJI,367.3625548236649
2046,DJI,367.3625548236649
2047,DJI,367.3625548236649
2048,DJI,367.3625548236649
2049,DJI,367.3625548236649
2050,DJI,367.3625548236649
2021,DMA,367.3625548236649
2022,DMA,367.3625548236649
2023,DMA,367.3625548236649
2024,DMA,367.3625548236649
2025,DMA,367.3625548236649
2026,DMA,367.3625548236649
2027,DMA,367.3625548236649
2028,DMA,367.3625548236649
2029,DMA,367.3625548236649
2030,DMA,367.3625548236649
2031,DMA,367.3625548236649
2032,DMA,367.3625548236649
2033,DMA,367.3625548236649
2034,DMA,367.3625548236649
2035,DMA,367.3625548236649
2036,DMA,367.3625548236649
2037,DMA,367.3625548236649
2038,DMA,367.3625548236649
2039,DMA,367.3625548236649
2040,DMA,367.3625548236649
2041,DMA,367.3625548236649
2042,DMA,367.3625548236649
2043,DMA,367.3625548236649
2044,DMA,367.3625548236649
2045,DMA,367.3625548236649
2046,DMA,367.3625548236649
2047,DMA,367.3625548236649
2048,DMA,367.3625548236649
2049,DMA,367.3625548236649
2050,DMA,367.3625548236649
2021,DNK,355.4306725192154
2022,DNK,355.4306725192154
2023,DNK,355.4306725192154
2024,DNK,355.4306725192154
2025,DNK,355.4306725192154
2026,DNK,355.4306725192154
2027,DNK,355.4306725192154
2028,DNK,355.4306725192154
2029,DNK,355.4306725192154
2030,DNK,355.4306725192154
2031,DNK,355.4306725192154
2032,DNK,355.4306725192154
2033,DNK,355.4306725192154
2034,DNK,355.4306725192154
2035,DNK,355.4306725192154
2036,DNK,355.4306725192154
2037,DNK,355.4306725192154
2038,DNK,355.4306725192154
2039,DNK,355.4306725192154
2040,DNK,355.4306725192154
2041,DNK,355.4306725192154
2042,DNK,355.4306725192154
2043,DNK,355.4306725192154
2044,DNK,355.4306725192154
2045,DNK,355.4306725192154
2046,DNK,355.4306725192154
2047,DNK,355.4306725192154
2048,DNK,355.4306725192154
2049,DNK,355.4306725192154
2050,DNK,355.4306725192154
2021,DOM,367.3625548236649
2022,DOM,367.3625548236649
2023,DOM,367.3625548236649
2024,DOM,367.3625548236649
2025,DOM,367.3625548236649
2026,DOM,367.3625548236649
2027,DOM,367.3625548236649
2028,DOM,367.3625548236649
2029,DOM,367.3625548236649
2030,DOM,367.3625548236649
2031,DOM,367.3625548236649
2032,DOM,367.3625548236649
2033,DOM,367.3625548236649
2034,DOM,367.3625548236649
2035,DOM,367.3625548236649
2036,DOM,367.3625548236649
2037,DOM,367.3625548236649
2038,DOM,367.3625548236649
2039,DOM,367.3625548236649
2040,DOM,367.3625548236649
2041,DOM,367.3625548236649
2042,DOM,367.3625548236649
2043,DOM,367.3625548236649
2044,DOM,367.3625548236649
2045,DOM,367.3625548236649
2046,DOM,367.3625548236649
2047,DOM,367.3625548236649
2048,DOM,367.3625548236649
2049,DOM,367.3625548236649
2050,DOM,367.3625548236649
2021,DZA,367.3625548236649
2022,DZA,367.3625548236649
2023,DZA,367.3625548236649
2024,DZA,367.3625548236649
2025,DZA,367.3625548236649
2026,DZA,367.3625548236649
2027,DZA,367.3625548236649
2028,DZA,367.3625548236649
2029,DZA,367.3625548236649
2030,DZA,367.3625548236649
2031,DZA,367.3625548236649
2032,DZA,367.3625548236649
2033,DZA,367.3625548236649
2034,DZA,367.3625548236649
2035,DZA,367.3625548236649
2036,DZA,367.3625548236649
2037,DZA,367.3625548236649
2038,DZA,367.3625548236649
2039,DZA,367.3625548236649
2040,DZA,367.3625548236649
2041,DZA,367.3625548236649
2042,DZA,367.3625548236649
2043,DZA,367.3625548236649
2044,DZA,367.3625548236649
2045,DZA,367.3625548236649
2046,DZA,367.3625548236649
2047,DZA,367.3625548236649
2048,DZA,367.3625548236649
2049,DZA,367.3625548236649
2050,DZA,367.3625548236649
2021,ECU,367.3625548236649
2022,ECU,367.3625548236649
2023,ECU,367.3625548236649
2024,ECU,367.3625548236649
2025,ECU,367.3625548236649
2026,ECU,367.3625548236649
2027,ECU,367.3625548236649
2028,ECU,367.3625548236649
2029,ECU,367.3625548236649
2030,ECU,367.3625548236649
2031,ECU,367.3625548236649
2032,ECU,367.3625548236649
2033,ECU,367.3625548236649
2034,ECU,367.3625548236649
2035,ECU,367.3625548236649
2036,ECU,367.3625548236649
2037,ECU,367.3625548236649
2038,ECU,367.3625548236649
2039,ECU,367.3625548236649
2040,ECU,367.3625548236649
2041,ECU,367.3625548236649
2042,ECU,367.3625548236649
2043,ECU,367.3625548236649
2044,ECU,367.3625548236649
2045,ECU,367.3625548236649
2046,ECU,367.3625548236649
2047,ECU,367.3625548236649
2048,ECU,367.3625548236649
2049,ECU,367.3625548236649
2050,ECU,367.3625548236649
2021,EGY,367.3625548236649
2022,EGY,367.3625548236649
2023,EGY,367.3625548236649
2024,EGY,367.3625548236649
2025,EGY,367.3625548236649
2026,EGY,367.3625548236649
2027,EGY,367.3625548236649
2028,EGY,367.3625548236649
2029,EGY,367.3625548236649
2030,EGY,367.3625548236649
2031,EGY,367.3625548236649
2032,EGY,367.3625548236649
2033,EGY,367.3625548236649
2034,EGY,367.3625548236649
2035,EGY,367.3625548236649
2036,EGY,367.3625548236649
2037,EGY,367.3625548236649
2038,EGY,367.3625548236649
2039,EGY,367.3625548236649
2040,EGY,367.3625548236649
2041,EGY,367.3625548236649
2042,EGY,367.3625548236649
2043,EGY,367.3625548236649
2044,EGY,367.3625548236649
2045,EGY,367.3625548236649
2046,EGY,367.3625548236649
2047,EGY,367.3625548236649
2048,EGY,367.3625548236649
2049,EGY,367.3625548236649
2050,EGY,367.3625548236649
2021,ERI,367.3625548236649
2022,ERI,367.3625548236649
2023,ERI,367.3625548236649
2024,ERI,367.3625548236649
2025,ERI,367.3625548236649
2026,ERI,367.3625548236649
2027,ERI,367.3625548236649
2028,ERI,367.3625548236649
2029,ERI,367.3625548236649
2030,ERI,367.3625548236649
2031,ERI,367.3625548236649
2032,ERI,367.3625548236649
2033,ERI,367.3625548236649
2034,ERI,367.3625548236649
2035,ERI,367.3625548236649
2036,ERI,367.3625548236649
2037,ERI,367.3625548236649
2038,ERI,367.3625548236649
2039,ERI,367.3625548236649
2040,ERI,367.3625548236649
2041,ERI,367.3625548236649
2042,ERI,367.3625548236649
2043,ERI,367.3625548236649
2044,ERI,367.3625548236649
2045,ERI,367.3625548236649
2046,ERI,367.3625548236649
2047,ERI,367.3625548236649
2048,ERI,367.3625548236649
2049,ERI,367.3625548236649
2050,ERI,367.3625548236649
2021,ESP,421.79689370278703
2022,ESP,421.79689370278703
2023,ESP,421.79689370278703
2024,ESP,421.79689370278703
2025,ESP,421.79689370278703
2026,ESP,421.79689370278703
2027,ESP,421.79689370278703
2028,ESP,421.79689370278703
2029,ESP,421.79689370278703
2030,ESP,421.79689370278703
2031,ESP,421.79689370278703
2032,ESP,421.79689370278703
2033,ESP,421.79689370278703
2034,ESP,421.79689370278703
2035,ESP,421.79689370278703
2036,ESP,421.79689370278703
2037,ESP,421.79689370278703
2038,ESP,421.79689370278703
2039,ESP,421.79689370278703
2040,ESP,421.79689370278703
2041,ESP,421.79689370278703
2042,ESP,421.79689370278703
2043,ESP,421.79689370278703
2044,ESP,421.79689370278703
2045,ESP,421.79689370278703
2046,ESP,421.79689370278703
2047,ESP,421.79689370278703
2048,ESP,421.79689370278703
2049,ESP,421.79689370278703
2050,ESP,421.79689370278703
2021,EST,367.3625548236649
2022,EST,367.3625548236649
2023,EST,367.3625548236649
2024,EST,367.3625548236649
2025,EST,367.3625548236649
2026,EST,367.3625548236649
2027,EST,367.3625548236649
2028,EST,367.3625548236649
2029,EST,367.3625548236649
2030,EST,367.3625548236649
2031,EST,367.3625548236649
2032,EST,367.3625548236649
2033,EST,367.3625548236649
2034,EST,367.3625548236649
2035,EST,367.3625548236649
2036,EST,367.3625548236649
2037,EST,367.3625548236649
2038,EST,367.3625548236649
2039,EST,367.3625548236649
2040,EST,367.3625548236649
2041,EST,367.3625548236649
2042,EST,367.3625548236649
2043,EST,367.3625548236649
2044,EST,367.3625548236649
2045,EST,367.3625548236649
2046,EST,367.3625548236649
2047,EST,367.3625548236649
2048,EST,367.3625548236649
2049,EST,367.3625548236649
2050,EST,367.3625548236649
2021,ETH,367.3625548236649
2022,ETH,367.3625548236649
2023,ETH,367.3625548236649
2024,ETH,367.3625548236649
2025,ETH,367.3625548236649
2026,ETH,367.3625548236649
2027,ETH,367.3625548236649
2028,ETH,367.3625548236649
2029,ETH,367.3625548236649
2030,ETH,367.3625548236649
2031,ETH,367.3625548236649
2032,ETH,367.3625548236649
2033,ETH,367.3625548236649
2034,ETH,367.3625548236649
2035,ETH,367.3625548236649
2036,ETH,367.3625548236649
2037,ETH,367.3625548236649
2038,ETH,367.3625548236649
2039,ETH,367.3625548236649
2040,ETH,367.3625548236649
2041,ETH,367.3625548236649
2042,ETH,367.3625548236649
2043,ETH,367.3625548236649
2044,ETH,367.3625548236649
2045,ETH,367.3625548236649
2046,ETH,367.3625548236649
2047,ETH,367.3625548236649
2048,ETH,367.3625548236649
2049,ETH,367.3625548236649
2050,ETH,367.3625548236649
2021,FIN,309.6305155130608
2022,FIN,309.6305155130608
2023,FIN,309.6305155130608
2024,FIN,309.6305155130608
2025,FIN,309.6305155130608
2026,FIN,309.6305155130608
2027,FIN,309.6305155130608
2028,FIN,309.6305155130608
2029,FIN,309.6305155130608
2030,FIN,309.6305155130608
2031,FIN,309.6305155130608
2032,FIN,309.6305155130608
2033,FIN,309.6305155130608
2034,FIN,309.6305155130608
2035,FIN,309.6305155130608
2036,FIN,309.6305155130608
2037,FIN,309.6305155130608
2038,FIN,309.6305155130608
2039,FIN,309.6305155130608
2040,FIN,309.6305155130608
2041,FIN,309.6305155130608
2042,FIN,309.6305155130608
2043,FIN,309.6305155130608
2044,FIN,309.6305155130608
2045,FIN,309.6305155130608
2046,FIN,309.6305155130608
2047,FIN,309.6305155130608
2048,FIN,309.6305155130608
2049,FIN,309.6305155130608
2050,FIN,309.6305155130608
2021,FJI,367.3625548236649
2022,FJI,367.3625548236649
2023,FJI,367.3625548236649
2024,FJI,367.3625548236649
2025,FJI,367.3625548236649
2026,FJI,367.3625548236649
2027,FJI,367.3625548236649
2028,FJI,367.3625548236649
2029,FJI,367.3625548236649
2030,FJI,367.3625548236649
