Year,iso_code3,ef_lndu_conv_forests_secondary_to_grasslands_gg_co2_ha
2040,ECU,0.218682
2041,ECU,0.218682
2042,ECU,0.218682
2043,ECU,0.218682
2044,ECU,0.218682
2045,ECU,0.218682
2046,ECU,0.218682
2047,ECU,0.218682
2048,ECU,0.218682
2049,ECU,0.218682
2050,ECU,0.218682
2020,ERI,0.079054
2021,ERI,0.079054
2022,ERI,0.079054
2023,ERI,0.079054
2024,ERI,0.079054
2025,ERI,0.079054
2026,ERI,0.079054
2027,ERI,0.079054
2028,ERI,0.079054
2029,ERI,0.079054
2030,ERI,0.079054
2031,ERI,0.079054
2032,ERI,0.079054
2033,ERI,0.079054
2034,ERI,0.079054
2035,ERI,0.079054
2036,ERI,0.079054
2037,ERI,0.079054
2038,ERI,0.079054
2039,ERI,0.079054
2040,ERI,0.079054
2041,ERI,0.079054
2042,ERI,0.079054
2043,ERI,0.079054
2044,ERI,0.079054
2045,ERI,0.079054
2046,ERI,0.079054
2047,ERI,0.079054
2048,ERI,0.079054
2049,ERI,0.079054
2050,ERI,0.079054
2020,ESP,0.14308
2021,ESP,0.14308
2022,ESP,0.14308
2023,ESP,0.14308
2024,ESP,0.14308
2025,ESP,0.14308
2026,ESP,0.14308
2027,ESP,0.14308
2028,ESP,0.14308
2029,ESP,0.14308
2030,ESP,0.14308
2031,ESP,0.14308
2032,ESP,0.14308
2033,ESP,0.14308
2034,ESP,0.14308
2035,ESP,0.14308
2036,ESP,0.14308
2037,ESP,0.14308
2038,ESP,0.14308
2039,ESP,0.14308
2040,ESP,0.14308
2041,ESP,0.14308
2042,ESP,0.14308
2043,ESP,0.14308
2044,ESP,0.14308
2045,ESP,0.14308
2046,ESP,0.14308
2047,ESP,0.14308
2048,ESP,0.14308
2049,ESP,0.14308
2050,ESP,0.14308
2020,EST,0.181038
2021,EST,0.181038
2022,EST,0.181038
2023,EST,0.181038
2024,EST,0.181038
2025,EST,0.181038
2026,EST,0.181038
2027,EST,0.181038
2028,EST,0.181038
2029,EST,0.181038
2030,EST,0.181038
2031,EST,0.181038
2032,EST,0.181038
2033,EST,0.181038
2034,EST,0.181038
2035,EST,0.181038
2036,EST,0.181038
2037,EST,0.181038
2038,EST,0.181038
2039,EST,0.181038
2040,EST,0.181038
2041,EST,0.181038
2042,EST,0.181038
2043,EST,0.181038
2044,EST,0.181038
2045,EST,0.181038
2046,EST,0.181038
2047,EST,0.181038
2048,EST,0.181038
2049,EST,0.181038
2050,EST,0.181038
2020,ETH,0.084686
2021,ETH,0.084686
2022,ETH,0.084686
2023,ETH,0.084686
2024,ETH,0.084686
2025,ETH,0.084686
2026,ETH,0.084686
2027,ETH,0.084686
2028,ETH,0.084686
2029,ETH,0.084686
2030,ETH,0.084686
2031,ETH,0.084686
2032,ETH,0.084686
2033,ETH,0.084686
2034,ETH,0.084686
2035,ETH,0.084686
2036,ETH,0.084686
2037,ETH,0.084686
2038,ETH,0.084686
2039,ETH,0.084686
2040,ETH,0.084686
2041,ETH,0.084686
2042,ETH,0.084686
2043,ETH,0.084686
2044,ETH,0.084686
2045,ETH,0.084686
2046,ETH,0.084686
2047,ETH,0.084686
2048,ETH,0.084686
2049,ETH,0.084686
2050,ETH,0.084686
2020,FIN,0.142915
2021,FIN,0.142915
2022,FIN,0.142915
2023,FIN,0.142915
2024,FIN,0.142915
2025,FIN,0.142915
2026,FIN,0.142915
2027,FIN,0.142915
2028,FIN,0.142915
2029,FIN,0.142915
2030,FIN,0.142915
2031,FIN,0.142915
2032,FIN,0.142915
2033,FIN,0.142915
2034,FIN,0.142915
2035,FIN,0.142915
2036,FIN,0.142915
2037,FIN,0.142915
2038,FIN,0.142915
2039,FIN,0.142915
2040,FIN,0.142915
2041,FIN,0.142915
2042,FIN,0.142915
2043,FIN,0.142915
2044,FIN,0.142915
2045,FIN,0.142915
2046,FIN,0.142915
2047,FIN,0.142915
2048,FIN,0.142915
2049,FIN,0.142915
2050,FIN,0.142915
2020,GBR,0.147201
2021,GBR,0.147201
2022,GBR,0.147201
2023,GBR,0.147201
2024,GBR,0.147201
2025,GBR,0.147201
2026,GBR,0.147201
2027,GBR,0.147201
2028,GBR,0.147201
2029,GBR,0.147201
2030,GBR,0.147201
2031,GBR,0.147201
2032,GBR,0.147201
2033,GBR,0.147201
2034,GBR,0.147201
2035,GBR,0.147201
2036,GBR,0.147201
2037,GBR,0.147201
2038,GBR,0.147201
2039,GBR,0.147201
2040,GBR,0.147201
2041,GBR,0.147201
2042,GBR,0.147201
2043,GBR,0.147201
2044,GBR,0.147201
2045,GBR,0.147201
2046,GBR,0.147201
2047,GBR,0.147201
2048,GBR,0.147201
2049,GBR,0.147201
2050,GBR,0.147201
2020,GEO,0.203957
2021,GEO,0.203957
2022,GEO,0.203957
2023,GEO,0.203957
2024,GEO,0.203957
2025,GEO,0.203957
2026,GEO,0.203957
2027,GEO,0.203957
2028,GEO,0.203957
2029,GEO,0.203957
2030,GEO,0.203957
2031,GEO,0.203957
2032,GEO,0.203957
2033,GEO,0.203957
2034,GEO,0.203957
2035,GEO,0.203957
2036,GEO,0.203957
2037,GEO,0.203957
2038,GEO,0.203957
2039,GEO,0.203957
2040,GEO,0.203957
2041,GEO,0.203957
2042,GEO,0.203957
2043,GEO,0.203957
2044,GEO,0.203957
2045,GEO,0.203957
2046,GEO,0.203957
2047,GEO,0.203957
2048,GEO,0.203957
2049,GEO,0.203957
2050,GEO,0.203957
2020,GHA,0.080781
2021,GHA,0.080781
2022,GHA,0.080781
2023,GHA,0.080781
2024,GHA,0.080781
2025,GHA,0.080781
2026,GHA,0.080781
2027,GHA,0.080781
2028,GHA,0.080781
2029,GHA,0.080781
2030,GHA,0.080781
2031,GHA,0.080781
2032,GHA,0.080781
2033,GHA,0.080781
2034,GHA,0.080781
2035,GHA,0.080781
2036,GHA,0.080781
2037,GHA,0.080781
2038,GHA,0.080781
2039,GHA,0.080781
2040,GHA,0.080781
2041,GHA,0.080781
2042,GHA,0.080781
2043,GHA,0.080781
2044,GHA,0.080781
2045,GHA,0.080781
2046,GHA,0.080781
2047,GHA,0.080781
2048,GHA,0.080781
2049,GHA,0.080781
2050,GHA,0.080781
2020,GIN,0.08384
2021,GIN,0.08384
2022,GIN,0.08384
2023,GIN,0.08384
2024,GIN,0.08384
2025,GIN,0.08384
2026,GIN,0.08384
2027,GIN,0.08384
2028,GIN,0.08384
2029,GIN,0.08384
2030,GIN,0.08384
2031,GIN,0.08384
2032,GIN,0.08384
2033,GIN,0.08384
2034,GIN,0.08384
2035,GIN,0.08384
2036,GIN,0.08384
2037,GIN,0.08384
2038,GIN,0.08384
2039,GIN,0.08384
2040,GIN,0.08384
2041,GIN,0.08384
2042,GIN,0.08384
2043,GIN,0.08384
2044,GIN,0.08384
2045,GIN,0.08384
2046,GIN,0.08384
2047,GIN,0.08384
2048,GIN,0.08384
2049,GIN,0.08384
2050,GIN,0.08384
2020,GMB,0.08009
2021,GMB,0.08009
2022,GMB,0.08009
2023,GMB,0.08009
2024,GMB,0.08009
2025,GMB,0.08009
2026,GMB,0.08009
2027,GMB,0.08009
2028,GMB,0.08009
2029,GMB,0.08009
2030,GMB,0.08009
2031,GMB,0.08009
2032,GMB,0.08009
2033,GMB,0.08009
2034,GMB,0.08009
2035,GMB,0.08009
2036,GMB,0.08009
2037,GMB,0.08009
2038,GMB,0.08009
2039,GMB,0.08009
2040,GMB,0.08009
2041,GMB,0.08009
2042,GMB,0.08009
2043,GMB,0.08009
2044,GMB,0.08009
2045,GMB,0.08009
2046,GMB,0.08009
2047,GMB,0.08009
2048,GMB,0.08009
2049,GMB,0.08009
2050,GMB,0.08009
2020,GNB,0.080285
2021,GNB,0.080285
2022,GNB,0.080285
2023,GNB,0.080285
2024,GNB,0.080285
2025,GNB,0.080285
2026,GNB,0.080285
2027,GNB,0.080285
2028,GNB,0.080285
2029,GNB,0.080285
2030,GNB,0.080285
2031,GNB,0.080285
2032,GNB,0.080285
2033,GNB,0.080285
2034,GNB,0.080285
2035,GNB,0.080285
2036,GNB,0.080285
2037,GNB,0.080285
2038,GNB,0.080285
2039,GNB,0.080285
2040,GNB,0.080285
2041,GNB,0.080285
2042,GNB,0.080285
2043,GNB,0.080285
2044,GNB,0.080285
2045,GNB,0.080285
2046,GNB,0.080285
2047,GNB,0.080285
2048,GNB,0.080285
2049,GNB,0.080285
2050,GNB,0.080285
2020,GRC,0.14735
2021,GRC,0.14735
2022,GRC,0.14735
2023,GRC,0.14735
2024,GRC,0.14735
2025,GRC,0.14735
2026,GRC,0.14735
2027,GRC,0.14735
2028,GRC,0.14735
2029,GRC,0.14735
2030,GRC,0.14735
2031,GRC,0.14735
2032,GRC,0.14735
2033,GRC,0.14735
2034,GRC,0.14735
2035,GRC,0.14735
2036,GRC,0.14735
2037,GRC,0.14735
2038,GRC,0.14735
2039,GRC,0.14735
2040,GRC,0.14735
2041,GRC,0.14735
2042,GRC,0.14735
2043,GRC,0.14735
2044,GRC,0.14735
2045,GRC,0.14735
2046,GRC,0.14735
2047,GRC,0.14735
2048,GRC,0.14735
2049,GRC,0.14735
2050,GRC,0.14735
2020,GTM,0.18366
2021,GTM,0.18366
2022,GTM,0.18366
2023,GTM,0.18366
2024,GTM,0.18366
2025,GTM,0.18366
2026,GTM,0.18366
2027,GTM,0.18366
2028,GTM,0.18366
2029,GTM,0.18366
2030,GTM,0.18366
2031,GTM,0.18366
2032,GTM,0.18366
2033,GTM,0.18366
2034,GTM,0.18366
2035,GTM,0.18366
2036,GTM,0.18366
2037,GTM,0.18366
2038,GTM,0.18366
2039,GTM,0.18366
2040,GTM,0.18366
2041,GTM,0.18366
2042,GTM,0.18366
2043,GTM,0.18366
2044,GTM,0.18366
2045,GTM,0.18366
2046,GTM,0.18366
2047,GTM,0.18366
2048,GTM,0.18366
2049,GTM,0.18366
2050,GTM,0.18366
2020,HND,0.160803
2021,HND,0.160803
2022,HND,0.160803
2023,HND,0.160803
2024,HND,0.160803
2025,HND,0.160803
2026,HND,0.160803
2027,HND,0.160803
2028,HND,0.160803
2029,HND,0.160803
2030,HND,0.160803
2031,HND,0.160803
2032,HND,0.160803
2033,HND,0.160803
2034,HND,0.160803
2035,HND,0.160803
2036,HND,0.160803
2037,HND,0.160803
2038,HND,0.160803
2039,HND,0.160803
2040,HND,0.160803
2041,HND,0.160803
2042,HND,0.160803
2043,HND,0.160803
2044,HND,0.160803
2045,HND,0.160803
2046,HND,0.160803
2047,HND,0.160803
2048,HND,0.160803
2049,HND,0.160803
2050,HND,0.160803
2020,HRV,0.148139
2021,HRV,0.148139
2022,HRV,0.148139
2023,HRV,0.148139
2024,HRV,0.148139
2025,HRV,0.148139
2026,HRV,0.148139
2027,HRV,0.148139
2028,HRV,0.148139
2029,HRV,0.148139
2030,HRV,0.148139
2031,HRV,0.148139
2032,HRV,0.148139
2033,HRV,0.148139
2034,HRV,0.148139
2035,HRV,0.148139
2036,HRV,0.148139
2037,HRV,0.148139
2038,HRV,0.148139
2039,HRV,0.148139
2040,HRV,0.148139
2041,HRV,0.148139
2042,HRV,0.148139
2043,HRV,0.148139
2044,HRV,0.148139
2045,HRV,0.148139
2046,HRV,0.148139
2047,HRV,0.148139
2048,HRV,0.148139
2049,HRV,0.148139
2050,HRV,0.148139
2020,HUN,0.1494
2021,HUN,0.1494
2022,HUN,0.1494
2023,HUN,0.1494
2024,HUN,0.1494
2025,HUN,0.1494
2026,HUN,0.1494
2027,HUN,0.1494
2028,HUN,0.1494
2029,HUN,0.1494
2030,HUN,0.1494
2031,HUN,0.1494
2032,HUN,0.1494
2033,HUN,0.1494
2034,HUN,0.1494
2035,HUN,0.1494
2036,HUN,0.1494
2037,HUN,0.1494
2038,HUN,0.1494
2039,HUN,0.1494
2040,HUN,0.1494
2041,HUN,0.1494
2042,HUN,0.1494
2043,HUN,0.1494
2044,HUN,0.1494
2045,HUN,0.1494
2046,HUN,0.1494
2047,HUN,0.1494
2048,HUN,0.1494
2049,HUN,0.1494
2050,HUN,0.1494
2020,IDN,0.143592
2021,IDN,0.143592
2022,IDN,0.143592
2023,IDN,0.143592
2024,IDN,0.143592
2025,IDN,0.143592
2026,IDN,0.143592
2027,IDN,0.143592
2028,IDN,0.143592
2029,IDN,0.143592
2030,IDN,0.143592
2031,IDN,0.143592
2032,IDN,0.143592
2033,IDN,0.143592
2034,IDN,0.143592
2035,IDN,0.143592
2036,IDN,0.143592
2037,IDN,0.143592
2038,IDN,0.143592
2039,IDN,0.143592
2040,IDN,0.143592
2041,IDN,0.143592
2042,IDN,0.143592
2043,IDN,0.143592
2044,IDN,0.143592
2045,IDN,0.143592
2046,IDN,0.143592
2047,IDN,0.143592
2048,IDN,0.143592
2049,IDN,0.143592
2050,IDN,0.143592
2020,IND,0.193763
2021,IND,0.193763
2022,IND,0.193763
2023,IND,0.193763
2024,IND,0.193763
2025,IND,0.193763
2026,IND,0.193763
2027,IND,0.193763
2028,IND,0.193763
2029,IND,0.193763
2030,IND,0.193763
2031,IND,0.193763
2032,IND,0.193763
2033,IND,0.193763
2034,IND,0.193763
2035,IND,0.193763
2036,IND,0.193763
2037,IND,0.193763
2038,IND,0.193763
2039,IND,0.193763
2040,IND,0.193763
2041,IND,0.193763
2042,IND,0.193763
2043,IND,0.193763
2044,IND,0.193763
2045,IND,0.193763
2046,IND,0.193763
2047,IND,0.193763
2048,IND,0.193763
2049,IND,0.193763
2050,IND,0.193763
2020,IRL,0.147173
2021,IRL,0.147173
2022,IRL,0.147173
2023,IRL,0.147173
2024,IRL,0.147173
2025,IRL,0.147173
2026,IRL,0.147173
2027,IRL,0.147173
2028,IRL,0.147173
2029,IRL,0.147173
2030,IRL,0.147173
2031,IRL,0.147173
2032,IRL,0.147173
2033,IRL,0.147173
2034,IRL,0.147173
2035,IRL,0.147173
2036,IRL,0.147173
2037,IRL,0.147173
2038,IRL,0.147173
2039,IRL,0.147173
2040,IRL,0.147173
2041,IRL,0.147173
2042,IRL,0.147173
2043,IRL,0.147173
2044,IRL,0.147173
2045,IRL,0.147173
2046,IRL,0.147173
2047,IRL,0.147173
2048,IRL,0.147173
2049,IRL,0.147173
2050,IRL,0.147173
2020,IRN,0.099063
2021,IRN,0.099063
2022,IRN,0.099063
2023,IRN,0.099063
2024,IRN,0.099063
2025,IRN,0.099063
2026,IRN,0.099063
2027,IRN,0.099063
2028,IRN,0.099063
2029,IRN,0.099063
2030,IRN,0.099063
2031,IRN,0.099063
2032,IRN,0.099063
2033,IRN,0.099063
2034,IRN,0.099063
2035,IRN,0.099063
2036,IRN,0.099063
2037,IRN,0.099063
2038,IRN,0.099063
2039,IRN,0.099063
2040,IRN,0.099063
2041,IRN,0.099063
2042,IRN,0.099063
2043,IRN,0.099063
2044,IRN,0.099063
2045,IRN,0.099063
2046,IRN,0.099063
2047,IRN,0.099063
2048,IRN,0.099063
2049,IRN,0.099063
2050,IRN,0.099063
2020,IRQ,0.073562
2021,IRQ,0.073562
2022,IRQ,0.073562
2023,IRQ,0.073562
2024,IRQ,0.073562
2025,IRQ,0.073562
2026,IRQ,0.073562
2027,IRQ,0.073562
2028,IRQ,0.073562
2029,IRQ,0.073562
2030,IRQ,0.073562
2031,IRQ,0.073562
2032,IRQ,0.073562
2033,IRQ,0.073562
2034,IRQ,0.073562
2035,IRQ,0.073562
2036,IRQ,0.073562
2037,IRQ,0.073562
2038,IRQ,0.073562
2039,IRQ,0.073562
2040,IRQ,0.073562
2041,IRQ,0.073562
2042,IRQ,0.073562
2043,IRQ,0.073562
2044,IRQ,0.073562
2045,IRQ,0.073562
2046,IRQ,0.073562
2047,IRQ,0.073562
2048,IRQ,0.073562
2049,IRQ,0.073562
2050,IRQ,0.073562
2020,ISL,0.14226
2021,ISL,0.14226
2022,ISL,0.14226
2023,ISL,0.14226
2024,ISL,0.14226
2025,ISL,0.14226
2026,ISL,0.14226
2027,ISL,0.14226
2028,ISL,0.14226
2029,ISL,0.14226
2030,ISL,0.14226
2031,ISL,0.14226
2032,ISL,0.14226
2033,ISL,0.14226
2034,ISL,0.14226
2035,ISL,0.14226
2036,ISL,0.14226
2037,ISL,0.14226
2038,ISL,0.14226
2039,ISL,0.14226
2040,ISL,0.14226
2041,ISL,0.14226
2042,ISL,0.14226
2043,ISL,0.14226
2044,ISL,0.14226
2045,ISL,0.14226
2046,ISL,0.14226
2047,ISL,0.14226
2048,ISL,0.14226
2049,ISL,0.14226
2050,ISL,0.14226
2020,ISR,0.126165
2021,ISR,0.126165
2022,ISR,0.126165
2023,ISR,0.126165
2024,ISR,0.126165
2025,ISR,0.126165
2026,ISR,0.126165
2027,ISR,0.126165
2028,ISR,0.126165
2029,ISR,0.126165
2030,ISR,0.126165
2031,ISR,0.126165
2032,ISR,0.126165
2033,ISR,0.126165
2034,ISR,0.126165
2035,ISR,0.126165
2036,ISR,0.126165
2037,ISR,0.126165
2038,ISR,0.126165
2039,ISR,0.126165
2040,ISR,0.126165
2041,ISR,0.126165
2042,ISR,0.126165
2043,ISR,0.126165
2044,ISR,0.126165
2045,ISR,0.126165
2046,ISR,0.126165
2047,ISR,0.126165
2048,ISR,0.126165
2049,ISR,0.126165
2050,ISR,0.126165
2020,ITA,0.146932
2021,ITA,0.146932
2022,ITA,0.146932
2023,ITA,0.146932
2024,ITA,0.146932
2025,ITA,0.146932
2026,ITA,0.146932
2027,ITA,0.146932
2028,ITA,0.146932
2029,ITA,0.146932
2030,ITA,0.146932
2031,ITA,0.146932
2032,ITA,0.146932
2033,ITA,0.146932
2034,ITA,0.146932
2035,ITA,0.146932
2036,ITA,0.146932
2037,ITA,0.146932
2038,ITA,0.146932
2039,ITA,0.146932
2040,ITA,0.146932
2041,ITA,0.146932
2042,ITA,0.146932
2043,ITA,0.146932
2044,ITA,0.146932
2045,ITA,0.146932
2046,ITA,0.146932
2047,ITA,0.146932
2048,ITA,0.146932
2049,ITA,0.146932
2050,ITA,0.146932
2020,JAM,0.193052
2021,JAM,0.193052
2022,JAM,0.193052
2023,JAM,0.193052
2024,JAM,0.193052
2025,JAM,0.193052
2026,JAM,0.193052
2027,JAM,0.193052
2028,JAM,0.193052
2029,JAM,0.193052
2030,JAM,0.193052
2031,JAM,0.193052
2032,JAM,0.193052
2033,JAM,0.193052
2034,JAM,0.193052
2035,JAM,0.193052
2036,JAM,0.193052
2037,JAM,0.193052
2038,JAM,0.193052
2039,JAM,0.193052
2040,JAM,0.193052
2041,JAM,0.193052
2042,JAM,0.193052
2043,JAM,0.193052
2044,JAM,0.193052
2045,JAM,0.193052
2046,JAM,0.193052
2047,JAM,0.193052
2048,JAM,0.193052
2049,JAM,0.193052
2050,JAM,0.193052
2020,JPN,0.330609
2021,JPN,0.330609
2022,JPN,0.330609
2023,JPN,0.330609
2024,JPN,0.330609
2025,JPN,0.330609
2026,JPN,0.330609
2027,JPN,0.330609
2028,JPN,0.330609
2029,JPN,0.330609
2030,JPN,0.330609
2031,JPN,0.330609
2032,JPN,0.330609
2033,JPN,0.330609
2034,JPN,0.330609
2035,JPN,0.330609
2036,JPN,0.330609
2037,JPN,0.330609
2038,JPN,0.330609
2039,JPN,0.330609
2040,JPN,0.330609
2041,JPN,0.330609
2042,JPN,0.330609
2043,JPN,0.330609
2044,JPN,0.330609
2045,JPN,0.330609
2046,JPN,0.330609
2047,JPN,0.330609
2048,JPN,0.330609
2049,JPN,0.330609
2050,JPN,0.330609
2020,KAZ,0.137845
2021,KAZ,0.137845
2022,KAZ,0.137845
2023,KAZ,0.137845
2024,KAZ,0.137845
2025,KAZ,0.137845
2026,KAZ,0.137845
2027,KAZ,0.137845
2028,KAZ,0.137845
2029,KAZ,0.137845
2030,KAZ,0.137845
2031,KAZ,0.137845
2032,KAZ,0.137845
2033,KAZ,0.137845
2034,KAZ,0.137845
2035,KAZ,0.137845
2036,KAZ,0.137845
2037,KAZ,0.137845
2038,KAZ,0.137845
2039,KAZ,0.137845
2040,KAZ,0.137845
2041,KAZ,0.137845
2042,KAZ,0.137845
2043,KAZ,0.137845
2044,KAZ,0.137845
2045,KAZ,0.137845
2046,KAZ,0.137845
2047,KAZ,0.137845
2048,KAZ,0.137845
2049,KAZ,0.137845
2050,KAZ,0.137845
2020,KEN,0.105832
2021,KEN,0.105832
2022,KEN,0.105832
2023,KEN,0.105832
2024,KEN,0.105832
2025,KEN,0.105832
2026,KEN,0.105832
2027,KEN,0.105832
2028,KEN,0.105832
2029,KEN,0.105832
2030,KEN,0.105832
2031,KEN,0.105832
2032,KEN,0.105832
2033,KEN,0.105832
2034,KEN,0.105832
2035,KEN,0.105832
2036,KEN,0.105832
2037,KEN,0.105832
2038,KEN,0.105832
2039,KEN,0.105832
2040,KEN,0.105832
2041,KEN,0.105832
2042,KEN,0.105832
2043,KEN,0.105832
2044,KEN,0.105832
2045,KEN,0.105832
2046,KEN,0.105832
2047,KEN,0.105832
2048,KEN,0.105832
2049,KEN,0.105832
2050,KEN,0.105832
2020,KGZ,0.1481
2021,KGZ,0.1481
2022,KGZ,0.1481
2023,KGZ,0.1481
2024,KGZ,0.1481
2025,KGZ,0.1481
2026,KGZ,0.1481
2027,KGZ,0.1481
2028,KGZ,0.1481
2029,KGZ,0.1481
2030,KGZ,0.1481
2031,KGZ,0.1481
2032,KGZ,0.1481
2033,KGZ,0.1481
2034,KGZ,0.1481
2035,KGZ,0.1481
2036,KGZ,0.1481
2037,KGZ,0.1481
2038,KGZ,0.1481
2039,KGZ,0.1481
2040,KGZ,0.1481
2041,KGZ,0.1481
2042,KGZ,0.1481
2043,KGZ,0.1481
2044,KGZ,0.1481
2045,KGZ,0.1481
2046,KGZ,0.1481
2047,KGZ,0.1481
2048,KGZ,0.1481
2049,KGZ,0.1481
2050,KGZ,0.1481
2020,KHM,0.068947
2021,KHM,0.068947
2022,KHM,0.068947
2023,KHM,0.068947
2024,KHM,0.068947
2025,KHM,0.068947
2026,KHM,0.068947
2027,KHM,0.068947
2028,KHM,0.068947
2029,KHM,0.068947
2030,KHM,0.068947
2031,KHM,0.068947
2032,KHM,0.068947
2033,KHM,0.068947
2034,KHM,0.068947
2035,KHM,0.068947
2036,KHM,0.068947
2037,KHM,0.068947
2038,KHM,0.068947
2039,KHM,0.068947
2040,KHM,0.068947
2041,KHM,0.068947
2042,KHM,0.068947
2043,KHM,0.068947
2044,KHM,0.068947
2045,KHM,0.068947
2046,KHM,0.068947
2047,KHM,0.068947
2048,KHM,0.068947
2049,KHM,0.068947
2050,KHM,0.068947
2020,LAO,0.230875
2021,LAO,0.230875
2022,LAO,0.230875
2023,LAO,0.230875
2024,LAO,0.230875
2025,LAO,0.230875
2026,LAO,0.230875
2027,LAO,0.230875
2028,LAO,0.230875
2029,LAO,0.230875
2030,LAO,0.230875
2031,LAO,0.230875
2032,LAO,0.230875
2033,LAO,0.230875
2034,LAO,0.230875
2035,LAO,0.230875
2036,LAO,0.230875
2037,LAO,0.230875
2038,LAO,0.230875
2039,LAO,0.230875
2040,LAO,0.230875
2041,LAO,0.230875
2042,LAO,0.230875
2043,LAO,0.230875
2044,LAO,0.230875
2045,LAO,0.230875
2046,LAO,0.230875
2047,LAO,0.230875
2048,LAO,0.230875
2049,LAO,0.230875
2050,LAO,0.230875
2020,LBN,0.119427
2021,LBN,0.119427
2022,LBN,0.119427
2023,LBN,0.119427
2024,LBN,0.119427
2025,LBN,0.119427
2026,LBN,0.119427
2027,LBN,0.119427
2028,LBN,0.119427
2029,LBN,0.119427
2030,LBN,0.119427
2031,LBN,0.119427
2032,LBN,0.119427
2033,LBN,0.119427
2034,LBN,0.119427
2035,LBN,0.119427
2036,LBN,0.119427
2037,LBN,0.119427
2038,LBN,0.119427
2039,LBN,0.119427
2040,LBN,0.119427
2041,LBN,0.119427
2042,LBN,0.119427
2043,LBN,0.119427
2044,LBN,0.119427
2045,LBN,0.119427
2046,LBN,0.119427
2047,LBN,0.119427
2048,LBN,0.119427
2049,LBN,0.119427
2050,LBN,0.119427
2020,LBY,0.0591
2021,LBY,0.0591
2022,LBY,0.0591
2023,LBY,0.0591
2024,LBY,0.0591
2025,LBY,0.0591
2026,LBY,0.0591
2027,LBY,0.0591
2028,LBY,0.0591
2029,LBY,0.0591
2030,LBY,0.0591
2031,LBY,0.0591
2032,LBY,0.0591
2033,LBY,0.0591
2034,LBY,0.0591
2035,LBY,0.0591
2036,LBY,0.0591
2037,LBY,0.0591
2038,LBY,0.0591
2039,LBY,0.0591
2040,LBY,0.0591
2041,LBY,0.0591
2042,LBY,0.0591
2043,LBY,0.0591
2044,LBY,0.0591
2045,LBY,0.0591
2046,LBY,0.0591
2047,LBY,0.0591
2048,LBY,0.0591
2049,LBY,0.0591
2050,LBY,0.0591
2020,LKA,0.087667
2021,LKA,0.087667
2022,LKA,0.087667
2023,LKA,0.087667
2024,LKA,0.087667
2025,LKA,0.087667
2026,LKA,0.087667
2027,LKA,0.087667
2028,LKA,0.087667
2029,LKA,0.087667
2030,LKA,0.087667
2031,LKA,0.087667
2032,LKA,0.087667
2033,LKA,0.087667
2034,LKA,0.087667
2035,LKA,0.087667
2036,LKA,0.087667
2037,LKA,0.087667
2038,LKA,0.087667
2039,LKA,0.087667
2040,LKA,0.087667
2041,LKA,0.087667
2042,LKA,0.087667
2043,LKA,0.087667
2044,LKA,0.087667
2045,LKA,0.087667
2046,LKA,0.087667
2047,LKA,0.087667
2048,LKA,0.087667
2049,LKA,0.087667
2050,LKA,0.087667
2020,LTU,0.180781
2021,LTU,0.180781
2022,LTU,0.180781
2023,LTU,0.180781
2024,LTU,0.180781
2025,LTU,0.180781
2026,LTU,0.180781
2027,LTU,0.180781
2028,LTU,0.180781
2029,LTU,0.180781
2030,LTU,0.180781
2031,LTU,0.180781
2032,LTU,0.180781
2033,LTU,0.180781
2034,LTU,0.180781
2035,LTU,0.180781
2036,LTU,0.180781
2037,LTU,0.180781
2038,LTU,0.180781
2039,LTU,0.180781
2040,LTU,0.180781
2041,LTU,0.180781
2042,LTU,0.180781
2043,LTU,0.180781
2044,LTU,0.180781
2045,LTU,0.180781
2046,LTU,0.180781
2047,LTU,0.180781
2048,LTU,0.180781
2049,LTU,0.180781
2050,LTU,0.180781
2020,LVA,0.181008
2021,LVA,0.181008
2022,LVA,0.181008
2023,LVA,0.181008
2024,LVA,0.181008
2025,LVA,0.181008
2026,LVA,0.181008
2027,LVA,0.181008
2028,LVA,0.181008
2029,LVA,0.181008
2030,LVA,0.181008
2031,LVA,0.181008
2032,LVA,0.181008
2033,LVA,0.181008
2034,LVA,0.181008
2035,LVA,0.181008
2036,LVA,0.181008
2037,LVA,0.181008
2038,LVA,0.181008
2039,LVA,0.181008
2040,LVA,0.181008
2041,LVA,0.181008
2042,LVA,0.181008
2043,LVA,0.181008
2044,LVA,0.181008
2045,LVA,0.181008
2046,LVA,0.181008
2047,LVA,0.181008
2048,LVA,0.181008
2049,LVA,0.181008
2050,LVA,0.181008
2020,MAR,0.099635
2021,MAR,0.099635
2022,MAR,0.099635
2023,MAR,0.099635
2024,MAR,0.099635
2025,MAR,0.099635
2026,MAR,0.099635
2027,MAR,0.099635
2028,MAR,0.099635
2029,MAR,0.099635
2030,MAR,0.099635
2031,MAR,0.099635
2032,MAR,0.099635
2033,MAR,0.099635
2034,MAR,0.099635
2035,MAR,0.099635
2036,MAR,0.099635
2037,MAR,0.099635
2038,MAR,0.099635
2039,MAR,0.099635
2040,MAR,0.099635
2041,MAR,0.099635
2042,MAR,0.099635
2043,MAR,0.099635
2044,MAR,0.099635
2045,MAR,0.099635
2046,MAR,0.099635
2047,MAR,0.099635
2048,MAR,0.099635
2049,MAR,0.099635
2050,MAR,0.099635
2020,MDA,0.175166
2021,MDA,0.175166
2022,MDA,0.175166
2023,MDA,0.175166
2024,MDA,0.175166
