Year,iso_code3,nemomod_entc_frac_min_share_production_pp_hydropower
2016,HKG,0.194655484584168
2017,HKG,0.1816073802062871
2018,HKG,0.1756084696676566
2019,HKG,0.1771992293582792
2020,HKG,0.1780012201406475
2010,HND,0.7349148933548073
2011,HND,0.7349148933548073
2012,HND,0.7349148933548073
2013,HND,0.7349148933548073
2014,HND,0.7349148933548073
2015,HND,0.7349148933548073
2016,HND,0.7349148933548073
2017,HND,0.7349148933548073
2018,HND,0.7349148933548073
2019,HND,0.7349148933548073
2020,HND,0.7349148933548073
2010,HRV,0.5938266240869299
2011,HRV,0.5938266240869299
2012,HRV,0.5938266240869299
2013,HRV,0.5938266240869299
2014,HRV,0.5938266240869299
2015,HRV,0.5938266240869299
2016,HRV,0.5671605911333257
2017,HRV,0.4719124935487154
2018,HRV,0.5839275871832313
2019,HRV,0.4778818174718426
2020,HRV,0.4464120658699672
2010,HTI,0.6844986655713704
2011,HTI,0.6844986655713704
2012,HTI,0.6844986655713704
2013,HTI,0.6844986655713704
2014,HTI,0.6844986655713704
2015,HTI,0.6297528280722651
2016,HTI,0.6507973205399263
2017,HTI,0.78357080782195
2018,HTI,0.7489962294828991
2019,HTI,0.6785146690390046
2020,HTI,0.6284383077080216
2010,HUN,0.005337383866214
2011,HUN,0.0064653392605204
2012,HUN,0.0063892792088867
2013,HUN,0.0074524808012601
2014,HUN,0.0108943363761654
2015,HUN,0.008107050150329
2016,HUN,0.0086495309152062
2017,HUN,0.0070307344737084
2018,HUN,0.007312919793971
2019,HUN,0.0066965513036979
2020,HUN,0.0073102958043315
2010,IDN,0.1988449554437998
2011,IDN,0.1988449554437998
2012,IDN,0.1988449554437998
2013,IDN,0.1988449554437998
2014,IDN,0.1988449554437998
2015,IDN,0.1988449554437998
2016,IDN,0.194655484584168
2017,IDN,0.1816073802062871
2018,IDN,0.1756084696676566
2019,IDN,0.1771992293582792
2020,IDN,0.1780012201406475
2010,IMN,0.0279878839218757
2011,IMN,0.0265252628242417
2012,IMN,0.0379695697270408
2013,IMN,0.0372970695017123
2014,IMN,0.0387181990880902
2015,IMN,0.0393128958845517
2016,IMN,0.0325056444991963
2017,IMN,0.029586029860992
2018,IMN,0.0306697193057609
2019,IMN,0.0373509033058374
2020,IMN,0.0387895286941187
2010,IND,0.1138025970519615
2011,IND,0.1138025970519615
2012,IND,0.1138025970519615
2013,IND,0.1138025970519615
2014,IND,0.1138025970519615
2015,IND,0.1138025970519615
2016,IND,0.0992170774502072
2017,IND,0.1008863868382396
2018,IND,0.0958587680453304
2019,IND,0.1089048771688092
2020,IND,0.1118281730057818
2010,IRL,0.0279878839218757
2011,IRL,0.0265252628242417
2012,IRL,0.0379695697270408
2013,IRL,0.0372970695017123
2014,IRL,0.0387181990880902
2015,IRL,0.0393128958845517
2016,IRL,0.0325056444991963
2017,IRL,0.029586029860992
2018,IRL,0.0306697193057609
2019,IRL,0.0373509033058374
2020,IRL,0.0387895286941187
2010,IRN,0.0
2011,IRN,0.0
2012,IRN,0.0
2013,IRN,0.0
2014,IRN,0.0
2015,IRN,0.0
2016,IRN,0.0
2017,IRN,0.0
2018,IRN,0.0
2019,IRN,0.0
2020,IRN,0.0
2010,IRQ,0.0
2011,IRQ,0.0
2012,IRQ,0.0
2013,IRQ,0.0
2014,IRQ,0.0
2015,IRQ,0.0
2016,IRQ,0.0
2017,IRQ,0.0
2018,IRQ,0.0
2019,IRQ,0.0
2020,IRQ,0.0
2010,ISL,0.7470438766791095
2011,ISL,0.7347932152149089
2012,ISL,0.7061748211248162
2013,ISL,0.7081668009074223
2014,ISL,0.7051620513396618
2015,ISL,0.729658329040935
2016,ISL,0.7204430670087094
2017,ISL,0.7371172424075927
2018,ISL,0.7039433154911082
2019,ISL,0.6971367315535267
2020,ISL,0.6879935367177291
2010,ISR,0.0
2011,ISR,0.0
2012,ISR,0.0
2013,ISR,0.0
2014,ISR,0.0
2015,ISR,0.0
2016,ISR,0.0
2017,ISR,0.0
2018,ISR,0.0
2019,ISR,0.0
2020,ISR,0.0
2010,ITA,0.1868179257558502
2011,ITA,0.163632309440488
2012,ITA,0.1518177673937035
2013,ITA,0.1959479691843223
2014,ITA,0.2238080988745158
2015,ITA,0.1723083372146871
2016,ITA,0.1582623041132806
2017,ITA,0.1330301612416465
2018,ITA,0.1802724772144231
2019,ITA,0.1693259392829517
2020,ITA,0.1820330387844662
2010,JAM,0.7349148933548073
2011,JAM,0.7349148933548073
2012,JAM,0.7349148933548073
2013,JAM,0.7349148933548073
2014,JAM,0.7349148933548073
2015,JAM,0.7349148933548073
2016,JAM,0.7349148933548073
2017,JAM,0.7349148933548073
2018,JAM,0.7349148933548073
2019,JAM,0.7349148933548073
2020,JAM,0.7349148933548073
2010,JOR,0.0
2011,JOR,0.0
2012,JOR,0.0
2013,JOR,0.0
2014,JOR,0.0
2015,JOR,0.0
2016,JOR,0.0
2017,JOR,0.0
2018,JOR,0.0
2019,JOR,0.0
2020,JOR,0.0
2010,JPN,0.0874952243212357
2011,JPN,0.0854955452001425
2012,JPN,0.0803740712291792
2013,JPN,0.0830394739471491
2014,JPN,0.083933200184816
2015,JPN,0.0901186695565535
2016,JPN,0.0876826727649452
2017,JPN,0.0890490665390598
2018,JPN,0.0875932874361643
2019,JPN,0.0824627780918702
2020,JPN,0.0911135985216029
2010,KAZ,0.2534105320072211
2011,KAZ,0.2352654592140632
2012,KAZ,0.2490058254552193
2013,KAZ,0.2545946696756921
2014,KAZ,0.1662361450331581
2015,KAZ,0.2640458501569711
2016,KAZ,0.2552730713883884
2017,KAZ,0.2040215840177948
2018,KAZ,0.2024988251946836
2019,KAZ,0.3061976473483312
2020,KAZ,0.2948656140701221
2010,KEN,0.4652140806380279
2011,KEN,0.4566720919678633
2012,KEN,0.4491598600120554
2013,KEN,0.4433003996029614
2014,KEN,0.4571983048418085
2015,KEN,0.4422276904639571
2016,KEN,0.4434032086101454
2017,KEN,0.4602134209963344
2018,KEN,0.4592875786585739
2019,KEN,0.4343833497701866
2020,KEN,0.4228068493460027
2010,KGZ,0.2534105320072211
2011,KGZ,0.2352654592140632
2012,KGZ,0.2490058254552193
2013,KGZ,0.2545946696756921
2014,KGZ,0.1662361450331581
2015,KGZ,0.2640458501569711
2016,KGZ,0.2552730713883884
2017,KGZ,0.2040215840177948
2018,KGZ,0.2024988251946836
2019,KGZ,0.3061976473483312
2020,KGZ,0.2948656140701221
2010,KHM,0.1988449554437998
2011,KHM,0.1988449554437998
2012,KHM,0.1988449554437998
2013,KHM,0.1988449554437998
2014,KHM,0.1988449554437998
2015,KHM,0.1988449554437998
2016,KHM,0.194655484584168
2017,KHM,0.1816073802062871
2018,KHM,0.1756084696676566
2019,KHM,0.1771992293582792
2020,KHM,0.1780012201406475
2010,KIR,0.0696117956227093
2011,KIR,0.058572890558822
2012,KIR,0.0704584771774564
2013,KIR,0.0832449570588209
2014,KIR,0.0612494909109054
2015,KIR,0.0591694039868732
2016,KIR,0.0731378480767828
2017,KIR,0.0551701425470702
2018,KIR,0.0719178908674261
2019,KIR,0.0567005889333526
2020,KIR,0.0590442374907075
2010,KNA,0.6844986655713704
2011,KNA,0.6844986655713704
2012,KNA,0.6844986655713704
2013,KNA,0.6844986655713704
2014,KNA,0.6844986655713704
2015,KNA,0.6297528280722651
2016,KNA,0.6507973205399263
2017,KNA,0.78357080782195
2018,KNA,0.7489962294828991
2019,KNA,0.6785146690390046
2020,KNA,0.6284383077080216
2010,KOR,0.0133497591055517
2011,KOR,0.0154405356367612
2012,KOR,0.0146111973534329
2013,KOR,0.0159824126012329
2014,KOR,0.0146800115401769
2015,KOR,0.0109216613060495
2016,KOR,0.0118501852201476
2017,KOR,0.0128889949110848
2018,KOR,0.0127952491566161
2019,KOR,0.0111813542901042
2020,KOR,0.0128396161945149
2010,KWT,0.0
2011,KWT,0.0
2012,KWT,0.0
2013,KWT,0.0
2014,KWT,0.0
2015,KWT,0.0
2016,KWT,0.0
2017,KWT,0.0
2018,KWT,0.0
2019,KWT,0.0
2020,KWT,0.0
2010,LAO,0.1988449554437998
2011,LAO,0.1988449554437998
2012,LAO,0.1988449554437998
2013,LAO,0.1988449554437998
2014,LAO,0.1988449554437998
2015,LAO,0.1988449554437998
2016,LAO,0.194655484584168
2017,LAO,0.1816073802062871
2018,LAO,0.1756084696676566
2019,LAO,0.1771992293582792
2020,LAO,0.1780012201406475
2010,LBN,0.0
2011,LBN,0.0
2012,LBN,0.0
2013,LBN,0.0
2014,LBN,0.0
2015,LBN,0.0
2016,LBN,0.0
2017,LBN,0.0
2018,LBN,0.0
2019,LBN,0.0
2020,LBN,0.0
2010,LBR,0.4652140806380279
2011,LBR,0.4566720919678633
2012,LBR,0.4491598600120554
2013,LBR,0.4433003996029614
2014,LBR,0.4571983048418085
2015,LBR,0.4422276904639571
2016,LBR,0.4434032086101454
2017,LBR,0.4602134209963344
2018,LBR,0.4592875786585739
2019,LBR,0.4343833497701866
2020,LBR,0.4228068493460027
2010,LBY,0.0
2011,LBY,0.0
2012,LBY,0.0
2013,LBY,0.0
2014,LBY,0.0
2015,LBY,0.0
2016,LBY,0.0
2017,LBY,0.0
2018,LBY,0.0
2019,LBY,0.0
2020,LBY,0.0
2010,LCA,0.6844986655713704
2011,LCA,0.6844986655713704
2012,LCA,0.6844986655713704
2013,LCA,0.6844986655713704
2014,LCA,0.6844986655713704
2015,LCA,0.6297528280722651
2016,LCA,0.6507973205399263
2017,LCA,0.78357080782195
2018,LCA,0.7489962294828991
2019,LCA,0.6785146690390046
2020,LCA,0.6284383077080216
2010,LIE,0.5757828382674591
2011,LIE,0.5461718083421307
2012,LIE,0.5954681391866861
2013,LIE,0.5876770662624587
2014,LIE,0.5718626413518956
2015,LIE,0.6076376946626586
2016,LIE,0.6003466222035809
2017,LIE,0.6064014659640177
2018,LIE,0.5648769478920179
2019,LIE,0.5749064262390107
2020,LIE,0.5900191663112003
2010,LKA,0.1138025970519615
2011,LKA,0.1138025970519615
2012,LKA,0.1138025970519615
2013,LKA,0.1138025970519615
2014,LKA,0.1138025970519615
2015,LKA,0.1138025970519615
2016,LKA,0.0992170774502072
2017,LKA,0.1008863868382396
2018,LKA,0.0958587680453304
2019,LKA,0.1089048771688092
2020,LKA,0.1118281730057818
2010,LSO,0.4652140806380279
2011,LSO,0.4566720919678633
2012,LSO,0.4491598600120554
2013,LSO,0.4433003996029614
2014,LSO,0.4571983048418085
2015,LSO,0.4422276904639571
2016,LSO,0.4434032086101454
2017,LSO,0.4602134209963344
2018,LSO,0.4592875786585739
2019,LSO,0.4343833497701866
2020,LSO,0.4228068493460027
2010,LTU,0.2497063255460151
2011,LTU,0.2475579586471387
2012,LTU,0.2057557947093923
2013,LTU,0.2507498100322499
2014,LTU,0.2766674054797195
2015,LTU,0.2311386430516288
2016,LTU,0.2778363480094372
2017,LTU,0.3165006031877774
2018,LTU,0.311581539136622
2019,LTU,0.2665072282543481
2020,LTU,0.1950465440524606
2010,LUX,0.3227690587528594
2011,LUX,0.3096459906562896
2012,LUX,0.3076437110769227
2013,LUX,0.4087043600313627
2014,LUX,0.4016630184791394
2015,LUX,0.5684910439998354
2016,LUX,0.7218613224514356
2017,LUX,0.6624073416094787
2018,LUX,0.632530366068334
2019,LUX,0.5202796527618054
2020,LUX,0.5087826049824113
2010,LVA,0.5747520885856937
2011,LVA,0.5134557469731489
2012,LVA,0.6429341156018971
2013,LVA,0.4893138037699922
2014,LVA,0.4127132589575999
2015,LVA,0.3614910869178908
2016,LVA,0.4256787219610635
2017,LVA,0.6201038918290326
2018,LVA,0.3896634232114929
2019,LVA,0.3524305145974546
2020,LVA,0.4748558733524641
2010,MAC,0.1988449554437998
2011,MAC,0.1988449554437998
2012,MAC,0.1988449554437998
2013,MAC,0.1988449554437998
2014,MAC,0.1988449554437998
2015,MAC,0.1988449554437998
2016,MAC,0.194655484584168
2017,MAC,0.1816073802062871
2018,MAC,0.1756084696676566
2019,MAC,0.1771992293582792
2020,MAC,0.1780012201406475
2010,MAF,0.6844986655713704
2011,MAF,0.6844986655713704
2012,MAF,0.6844986655713704
2013,MAF,0.6844986655713704
2014,MAF,0.6844986655713704
2015,MAF,0.6297528280722651
2016,MAF,0.6507973205399263
2017,MAF,0.78357080782195
2018,MAF,0.7489962294828991
2019,MAF,0.6785146690390046
2020,MAF,0.6284383077080216
2010,MAR,0.0
2011,MAR,0.0
2012,MAR,0.0
2013,MAR,0.0
2014,MAR,0.0
2015,MAR,0.0
2016,MAR,0.0
2017,MAR,0.0
2018,MAR,0.0
2019,MAR,0.0
2020,MAR,0.0
2010,MCO,0.5757828382674591
2011,MCO,0.5461718083421307
2012,MCO,0.5954681391866861
2013,MCO,0.5876770662624587
2014,MCO,0.5718626413518956
2015,MCO,0.6076376946626586
2016,MCO,0.6003466222035809
2017,MCO,0.6064014659640177
2018,MCO,0.5648769478920179
2019,MCO,0.5749064262390107
2020,MCO,0.5900191663112003
2010,MDA,0.2759273344962601
2011,MDA,0.2759273344962601
2012,MDA,0.2759273344962601
2013,MDA,0.2759273344962601
2014,MDA,0.2759273344962601
2015,MDA,0.2759273344962601
2016,MDA,0.3026918481147105
2017,MDA,0.2474505151787057
2018,MDA,0.2979711998153668
2019,MDA,0.2871038338229815
2020,MDA,0.2991923498080848
2010,MDG,0.4652140806380279
2011,MDG,0.4566720919678633
2012,MDG,0.4491598600120554
2013,MDG,0.4433003996029614
2014,MDG,0.4571983048418085
2015,MDG,0.4422276904639571
2016,MDG,0.4434032086101454
2017,MDG,0.4602134209963344
2018,MDG,0.4592875786585739
2019,MDG,0.4343833497701866
2020,MDG,0.4228068493460027
2010,MDV,0.1138025970519615
2011,MDV,0.1138025970519615
2012,MDV,0.1138025970519615
2013,MDV,0.1138025970519615
2014,MDV,0.1138025970519615
2015,MDV,0.1138025970519615
2016,MDV,0.0992170774502072
2017,MDV,0.1008863868382396
2018,MDV,0.0958587680453304
2019,MDV,0.1089048771688092
2020,MDV,0.1118281730057818
2010,MEX,0.1392030870559623
2011,MEX,0.1283098234374652
2012,MEX,0.1111583881875809
2013,MEX,0.0966078485378621
2014,MEX,0.1329384422351345
2015,MEX,0.1028177596713502
2016,MEX,0.0982273539731
2017,MEX,0.1027733893193728
2018,MEX,0.0982408039954947
2019,MEX,0.0723474503903574
2020,MEX,0.0852850295838257
2010,MHL,0.0874952243212357
2011,MHL,0.0854955452001425
2012,MHL,0.0803740712291792
2013,MHL,0.0830394739471491
2014,MHL,0.083933200184816
2015,MHL,0.0901186695565535
2016,MHL,0.0876826727649452
2017,MHL,0.0890490665390598
2018,MHL,0.0875932874361643
2019,MHL,0.0824627780918702
2020,MHL,0.0911135985216029
2010,MKD,0.3497535620486692
2011,MKD,0.3497535620486692
2012,MKD,0.3497535620486692
2013,MKD,0.3497535620486692
2014,MKD,0.3497535620486692
2015,MKD,0.3497535620486692
2016,MKD,0.3538238874119648
2017,MKD,0.2079689098413331
2018,MKD,0.335903868149954
2019,MKD,0.2100408995839688
2020,MKD,0.2527248930809714
2010,MLI,0.4652140806380279
2011,MLI,0.4566720919678633
2012,MLI,0.4491598600120554
2013,MLI,0.4433003996029614
2014,MLI,0.4571983048418085
2015,MLI,0.4422276904639571
2016,MLI,0.4434032086101454
2017,MLI,0.4602134209963344
2018,MLI,0.4592875786585739
2019,MLI,0.4343833497701866
2020,MLI,0.4228068493460027
2010,MLT,0.0
2011,MLT,0.0
2012,MLT,0.0
2013,MLT,0.0
2014,MLT,0.0
2015,MLT,0.0
2016,MLT,0.0
2017,MLT,0.0
2018,MLT,0.0
2019,MLT,0.0
2020,MLT,0.0
2010,MMR,0.1988449554437998
2011,MMR,0.1988449554437998
2012,MMR,0.1988449554437998
2013,MMR,0.1988449554437998
2014,MMR,0.1988449554437998
2015,MMR,0.1988449554437998
2016,MMR,0.194655484584168
2017,MMR,0.1816073802062871
2018,MMR,0.1756084696676566
2019,MMR,0.1771992293582792
2020,MMR,0.1780012201406475
2010,MNE,0.3497535620486692
2011,MNE,0.3497535620486692
2012,MNE,0.3497535620486692
2013,MNE,0.3497535620486692
2014,MNE,0.3497535620486692
2015,MNE,0.3497535620486692
2016,MNE,0.3538238874119648
2017,MNE,0.2079689098413331
2018,MNE,0.335903868149954
2019,MNE,0.2100408995839688
2020,MNE,0.2527248930809714
2010,MNG,0.1988449554437998
2011,MNG,0.1988449554437998
2012,MNG,0.1988449554437998
2013,MNG,0.1988449554437998
2014,MNG,0.1988449554437998
2015,MNG,0.1988449554437998
2016,MNG,0.194655484584168
2017,MNG,0.1816073802062871
2018,MNG,0.1756084696676566
2019,MNG,0.1771992293582792
2020,MNG,0.1780012201406475
2010,MNP,0.0874952243212357
2011,MNP,0.0854955452001425
2012,MNP,0.0803740712291792
2013,MNP,0.0830394739471491
2014,MNP,0.083933200184816
2015,MNP,0.0901186695565535
2016,MNP,0.0876826727649452
2017,MNP,0.0890490665390598
2018,MNP,0.0875932874361643
2019,MNP,0.0824627780918702
2020,MNP,0.0911135985216029
2010,MOZ,0.4652140806380279
2011,MOZ,0.4566720919678633
2012,MOZ,0.4491598600120554
2013,MOZ,0.4433003996029614
2014,MOZ,0.4571983048418085
2015,MOZ,0.4422276904639571
2016,MOZ,0.4434032086101454
2017,MOZ,0.4602134209963344
2018,MOZ,0.4592875786585739
2019,MOZ,0.4343833497701866
2020,MOZ,0.4228068493460027
2010,MRT,0.4652140806380279
2011,MRT,0.4566720919678633
2012,MRT,0.4491598600120554
2013,MRT,0.4433003996029614
2014,MRT,0.4571983048418085
2015,MRT,0.4422276904639571
2016,MRT,0.4434032086101454
2017,MRT,0.4602134209963344
2018,MRT,0.4592875786585739
2019,MRT,0.4343833497701866
2020,MRT,0.4228068493460027
2010,MUS,0.4652140806380279
2011,MUS,0.4566720919678633
2012,MUS,0.4491598600120554
2013,MUS,0.4433003996029614
2014,MUS,0.4571983048418085
2015,MUS,0.4422276904639571
2016,MUS,0.4434032086101454
2017,MUS,0.4602134209963344
2018,MUS,0.4592875786585739
2019,MUS,0.4343833497701866
2020,MUS,0.4228068493460027
2010,MWI,0.4652140806380279
2011,MWI,0.4566720919678633
2012,MWI,0.4491598600120554
2013,MWI,0.4433003996029614
2014,MWI,0.4571983048418085
2015,MWI,0.4422276904639571
2016,MWI,0.4434032086101454
2017,MWI,0.4602134209963344
2018,MWI,0.4592875786585739
2019,MWI,0.4343833497701866
2020,MWI,0.4228068493460027
2010,MYS,0.1988449554437998
2011,MYS,0.1988449554437998
2012,MYS,0.1988449554437998
2013,MYS,0.1988449554437998
2014,MYS,0.1988449554437998
2015,MYS,0.1988449554437998
2016,MYS,0.194655484584168
2017,MYS,0.1816073802062871
2018,MYS,0.1756084696676566
2019,MYS,0.1771992293582792
2020,MYS,0.1780012201406475
2010,NAM,0.4652140806380279
2011,NAM,0.4566720919678633
2012,NAM,0.4491598600120554
2013,NAM,0.4433003996029614
2014,NAM,0.4571983048418085
2015,NAM,0.4422276904639571
2016,NAM,0.4434032086101454
2017,NAM,0.4602134209963344
2018,NAM,0.4592875786585739
2019,NAM,0.4343833497701866
2020,NAM,0.4228068493460027
2010,NCL,0.5641902074147817
2011,NCL,0.5779103916214067
2012,NCL,0.5299844411386339
2013,NCL,0.5450784603465076
2014,NCL,0.5707619830811305
2015,NCL,0.5667852222444464
2016,NCL,0.6031262098141925
2017,NCL,0.5801779953258103
2018,NCL,0.6038228219028539
2019,NCL,0.5828611719105331
2020,NCL,0.5568822036798835
2010,NER,0.4652140806380279
2011,NER,0.4566720919678633
2012,NER,0.4491598600120554
2013,NER,0.4433003996029614
2014,NER,0.4571983048418085
2015,NER,0.4422276904639571
2016,NER,0.4434032086101454
2017,NER,0.4602134209963344
2018,NER,0.4592875786585739
2019,NER,0.4343833497701866
2020,NER,0.4228068493460027
2010,NGA,0.4652140806380279
2011,NGA,0.4566720919678633
2012,NGA,0.4491598600120554
2013,NGA,0.4433003996029614
2014,NGA,0.4571983048418085
2015,NGA,0.4422276904639571
2016,NGA,0.4434032086101454
2017,NGA,0.4602134209963344
2018,NGA,0.4592875786585739
2019,NGA,0.4343833497701866
2020,NGA,0.4228068493460027
2010,NIC,0.7349148933548073
2011,NIC,0.7349148933548073
2012,NIC,0.7349148933548073
2013,NIC,0.7349148933548073
2014,NIC,0.7349148933548073
2015,NIC,0.7349148933548073
2016,NIC,0.7349148933548073
2017,NIC,0.7349148933548073
2018,NIC,0.7349148933548073
2019,NIC,0.7349148933548073
2020,NIC,0.7349148933548073
2010,NLD,0.0009278327613435
2011,NLD,0.000531023744
2012,NLD,0.001072371170253
2013,NLD,0.0011944322300719
2014,NLD,0.0011564639249415
2015,NLD,0.0008897198571622
2016,NLD,0.0009265796584683
2017,NLD,0.0005511795159089
2018,NLD,0.0006688203419819
2019,NLD,0.0006439964509512
2020,NLD,0.0003959249126556
2010,NOR,0.9491141719096066
2011,NOR,0.9539245329184696
2012,NOR,0.967962492734158
2013,NOR,0.9630526136569822
2014,NOR,0.9626470723034948
2015,NOR,0.9613399254980746
2016,NOR,0.9653667263071136
2017,NOR,0.9605647359925328
2018,NOR,0.9528833830464616
2019,NOR,0.93832940984965
2020,NOR,0.9303721868220998
2010,NPL,0.1138025970519615
2011,NPL,0.1138025970519615
2012,NPL,0.1138025970519615
2013,NPL,0.1138025970519615
2014,NPL,0.1138025970519615
2015,NPL,0.1138025970519615
2016,NPL,0.0992170774502072
2017,NPL,0.1008863868382396
2018,NPL,0.0958587680453304
2019,NPL,0.1089048771688092
2020,NPL,0.1118281730057818
2010,NRU,0.0696117956227093
2011,NRU,0.058572890558822
2012,NRU,0.0704584771774564
2013,NRU,0.0832449570588209
2014,NRU,0.0612494909109054
2015,NRU,0.0591694039868732
2016,NRU,0.0731378480767828
2017,NRU,0.0551701425470702
2018,NRU,0.0719178908674261
2019,NRU,0.0567005889333526
2020,NRU,0.0590442374907075
2010,NZL,0.5641902074147817
2011,NZL,0.5779103916214067
2012,NZL,0.5299844411386339
2013,NZL,0.5450784603465076
2014,NZL,0.5707619830811305
2015,NZL,0.5667852222444464
2016,NZL,0.6031262098141925
2017,NZL,0.5801779953258103
2018,NZL,0.6038228219028539
2019,NZL,0.5828611719105331
2020,NZL,0.5568822036798835
2010,OMN,0.0
2011,OMN,0.0
2012,OMN,0.0
2013,OMN,0.0
2014,OMN,0.0
2015,OMN,0.0
2016,OMN,0.0
2017,OMN,0.0
2018,OMN,0.0
2019,OMN,0.0
2020,OMN,0.0
2010,PAK,0.1138025970519615
2011,PAK,0.1138025970519615
2012,PAK,0.1138025970519615
2013,PAK,0.1138025970519615
2014,PAK,0.1138025970519615
2015,PAK,0.1138025970519615
2016,PAK,0.0992170774502072
2017,PAK,0.1008863868382396
2018,PAK,0.0958587680453304
2019,PAK,0.1089048771688092
2020,PAK,0.1118281730057818
2010,PAN,0.7349148933548073
2011,PAN,0.7349148933548073
2012,PAN,0.7349148933548073
2013,PAN,0.7349148933548073
2014,PAN,0.7349148933548073
2015,PAN,0.7349148933548073
2016,PAN,0.7349148933548073
2017,PAN,0.7349148933548073
2018,PAN,0.7349148933548073
2019,PAN,0.7349148933548073
2020,PAN,0.7349148933548073
2010,PER,0.6844986655713704
2011,PER,0.6844986655713704
2012,PER,0.6844986655713704
2013,PER,0.6844986655713704
2014,PER,0.6844986655713704
2015,PER,0.6297528280722651
2016,PER,0.6507973205399263
2017,PER,0.78357080782195
2018,PER,0.7489962294828991
2019,PER,0.6785146690390046
2020,PER,0.6284383077080216
2010,PHL,0.1988449554437998
2011,PHL,0.1988449554437998
2012,PHL,0.1988449554437998
2013,PHL,0.1988449554437998
2014,PHL,0.1988449554437998
2015,PHL,0.1988449554437998
2016,PHL,0.194655484584168
2017,PHL,0.1816073802062871
2018,PHL,0.1756084696676566
2019,PHL,0.1771992293582792
2020,PHL,0.1780012201406475
2010,PLW,0.0874952243212357
2011,PLW,0.0854955452001425
2012,PLW,0.0803740712291792
2013,PLW,0.0830394739471491
2014,PLW,0.083933200184816
2015,PLW,0.0901186695565535
2016,PLW,0.0876826727649452
2017,PLW,0.0890490665390598
2018,PLW,0.0875932874361643
2019,PLW,0.0824627780918702
2020,PLW,0.0911135985216029
2010,PNG,0.0696117956227093
2011,PNG,0.058572890558822
2012,PNG,0.0704584771774564
2013,PNG,0.0832449570588209
2014,PNG,0.0612494909109054
2015,PNG,0.0591694039868732
2016,PNG,0.0731378480767828
2017,PNG,0.0551701425470702
2018,PNG,0.0719178908674261
2019,PNG,0.0567005889333526
2020,PNG,0.0590442374907075
2010,POL,0.0241390537867652
2011,POL,0.0183823406602502
2012,POL,0.0165373639031134
2013,POL,0.0198143082527874
2014,POL,0.0186716617176995
2015,POL,0.0160049454417719
2016,POL,0.0170726479526103
2017,POL,0.0194132915546147
2018,POL,0.0154082281801956
2019,POL,0.0175101903086276
2020,POL,0.0199837556549653
2010,PRI,0.6844986655713704
2011,PRI,0.6844986655713704
2012,PRI,0.6844986655713704
2013,PRI,0.6844986655713704
2014,PRI,0.6844986655713704
2015,PRI,0.6297528280722651
2016,PRI,0.6507973205399263
2017,PRI,0.78357080782195
2018,PRI,0.7489962294828991
2019,PRI,0.6785146690390046
2020,PRI,0.6284383077080216
2010,PRK,0.0133497591055517
2011,PRK,0.0154405356367612
2012,PRK,0.0146111973534329
2013,PRK,0.0159824126012329
2014,PRK,0.0146800115401769
2015,PRK,0.0109216613060495
2016,PRK,0.0118501852201476
2017,PRK,0.0128889949110848
2018,PRK,0.0127952491566161
2019,PRK,0.0111813542901042
2020,PRK,0.0128396161945149
2010,PRT,0.3115544279422952
2011,PRT,0.2358862354476231
2012,PRT,0.1468086430080906
2013,PRT,0.2946044580767484
2014,PRT,0.317794502548378
2015,PRT,0.1921497833766569
2016,PRT,0.2868108604627241
2017,PRT,0.1304947075065455
2018,PRT,0.2334146556303755
2019,PRT,0.1959755619199698
2020,PRT,0.2595248686230187
2010,PRY,0.2314365085644913
2011,PRY,0.2314365085644913
2012,PRY,0.2314365085644913
2013,PRY,0.2314365085644913
2014,PRY,0.2314365085644913
2015,PRY,0.2314365085644913
2016,PRY,0.210650919878254
2017,PRY,0.2274237732845023
2018,PRY,0.2289403596765527
2019,PRY,0.2056013664934297
2020,PRY,0.1716440346521324
2010,PYF,0.5641902074147817
2011,PYF,0.5779103916214067
2012,PYF,0.5299844411386339
2013,PYF,0.5450784603465076
2014,PYF,0.5707619830811305
2015,PYF,0.5667852222444464
2016,PYF,0.6031262098141925
2017,PYF,0.5801779953258103
2018,PYF,0.6038228219028539
2019,PYF,0.5828611719105331
2020,PYF,0.5568822036798835
2010,QAT,0.0
2011,QAT,0.0
2012,QAT,0.0
2013,QAT,0.0
2014,QAT,0.0
2015,QAT,0.0
2016,QAT,0.0
2017,QAT,0.0
2018,QAT,0.0
2019,QAT,0.0
2020,QAT,0.0
2010,ROU,0.2759273344962601
2011,ROU,0.2759273344962601
2012,ROU,0.2759273344962601
2013,ROU,0.2759273344962601
2014,ROU,0.2759273344962601
2015,ROU,0.2759273344962601
2016,ROU,0.3026918481147105
2017,ROU,0.2474505151787057
2018,ROU,0.2979711998153668
2019,ROU,0.2871038338229815
2020,ROU,0.2991923498080848
2010,RUS,0.0023013982784518
2011,RUS,0.0025712689515267
2012,RUS,0.0039897402878559
2013,RUS,0.0022090335367824
2014,RUS,0.0024660115113417
2015,RUS,0.0030161828262571
2016,RUS,0.0033722477881426
2017,RUS,0.0023259581817786
2018,RUS,0.0013827929042719
2019,RUS,0.0029027212329798
2020,RUS,0.0076284139397368
2010,RWA,0.4652140806380279
2011,RWA,0.4566720919678633
2012,RWA,0.4491598600120554
2013,RWA,0.4433003996029614
2014,RWA,0.4571983048418085
2015,RWA,0.4422276904639571
