Year,iso_code3,cost_enfu_fuel_oil_usd_per_m3
2018,POL,911.0234696864004
2019,POL,911.0234696864004
2020,POL,911.0234696864004
2015,PRI,524.8036497480927
2016,PRI,524.8036497480927
2017,PRI,524.8036497480927
2018,PRI,524.8036497480927
2019,PRI,524.8036497480927
2020,PRI,524.8036497480927
2015,PRK,524.8036497480927
2016,PRK,524.8036497480927
2017,PRK,524.8036497480927
2018,PRK,524.8036497480927
2019,PRK,524.8036497480927
2020,PRK,524.8036497480927
2015,PRT,939.6047530085008
2016,PRT,939.6047530085008
2017,PRT,939.6047530085008
2018,PRT,939.6047530085008
2019,PRT,939.6047530085008
2020,PRT,939.6047530085008
2015,PRY,524.8036497480927
2016,PRY,524.8036497480927
2017,PRY,524.8036497480927
2018,PRY,524.8036497480927
2019,PRY,524.8036497480927
2020,PRY,524.8036497480927
2015,PYF,524.8036497480927
2016,PYF,524.8036497480927
2017,PYF,524.8036497480927
2018,PYF,524.8036497480927
2019,PYF,524.8036497480927
2020,PYF,524.8036497480927
2015,QAT,524.8036497480927
2016,QAT,524.8036497480927
2017,QAT,524.8036497480927
2018,QAT,524.8036497480927
2019,QAT,524.8036497480927
2020,QAT,524.8036497480927
2015,ROU,524.8036497480927
2016,ROU,524.8036497480927
2017,ROU,524.8036497480927
2018,ROU,524.8036497480927
2019,ROU,524.8036497480927
2020,ROU,524.8036497480927
2015,RUS,524.8036497480927
2016,RUS,524.8036497480927
2017,RUS,524.8036497480927
2018,RUS,524.8036497480927
2019,RUS,524.8036497480927
2020,RUS,524.8036497480927
2015,RWA,524.8036497480927
2016,RWA,524.8036497480927
2017,RWA,524.8036497480927
2018,RWA,524.8036497480927
2019,RWA,524.8036497480927
2020,RWA,524.8036497480927
2015,SAU,524.8036497480927
2016,SAU,524.8036497480927
2017,SAU,524.8036497480927
2018,SAU,524.8036497480927
2019,SAU,524.8036497480927
2020,SAU,524.8036497480927
2015,SDN,524.8036497480927
2016,SDN,524.8036497480927
2017,SDN,524.8036497480927
2018,SDN,524.8036497480927
2019,SDN,524.8036497480927
2020,SDN,524.8036497480927
2015,SEN,524.8036497480927
2016,SEN,524.8036497480927
2017,SEN,524.8036497480927
2018,SEN,524.8036497480927
2019,SEN,524.8036497480927
2020,SEN,524.8036497480927
2015,SGP,524.8036497480927
2016,SGP,524.8036497480927
2017,SGP,524.8036497480927
2018,SGP,524.8036497480927
2019,SGP,524.8036497480927
2020,SGP,524.8036497480927
2015,SLB,524.8036497480927
2016,SLB,524.8036497480927
2017,SLB,524.8036497480927
2018,SLB,524.8036497480927
2019,SLB,524.8036497480927
2020,SLB,524.8036497480927
2015,SLE,524.8036497480927
2016,SLE,524.8036497480927
2017,SLE,524.8036497480927
2018,SLE,524.8036497480927
2019,SLE,524.8036497480927
2020,SLE,524.8036497480927
2015,SLV,524.8036497480927
2016,SLV,524.8036497480927
2017,SLV,524.8036497480927
2018,SLV,524.8036497480927
2019,SLV,524.8036497480927
2020,SLV,524.8036497480927
2015,SMR,524.8036497480927
2016,SMR,524.8036497480927
2017,SMR,524.8036497480927
2018,SMR,524.8036497480927
2019,SMR,524.8036497480927
2020,SMR,524.8036497480927
2015,SOM,524.8036497480927
2016,SOM,524.8036497480927
2017,SOM,524.8036497480927
2018,SOM,524.8036497480927
2019,SOM,524.8036497480927
2020,SOM,524.8036497480927
2015,SRB,524.8036497480927
2016,SRB,524.8036497480927
2017,SRB,524.8036497480927
2018,SRB,524.8036497480927
2019,SRB,524.8036497480927
2020,SRB,524.8036497480927
2015,SSD,524.8036497480927
2016,SSD,524.8036497480927
2017,SSD,524.8036497480927
2018,SSD,524.8036497480927
2019,SSD,524.8036497480927
2020,SSD,524.8036497480927
2015,STP,524.8036497480927
2016,STP,524.8036497480927
2017,STP,524.8036497480927
2018,STP,524.8036497480927
2019,STP,524.8036497480927
2020,STP,524.8036497480927
2015,SUR,524.8036497480927
2016,SUR,524.8036497480927
2017,SUR,524.8036497480927
2018,SUR,524.8036497480927
2019,SUR,524.8036497480927
2020,SUR,524.8036497480927
2015,SVK,742.6908387301321
2016,SVK,742.6908387301321
2017,SVK,742.6908387301321
2018,SVK,742.6908387301321
2019,SVK,742.6908387301321
2020,SVK,742.6908387301321
2015,SVN,849.3556685648828
2016,SVN,849.3556685648828
2017,SVN,849.3556685648828
2018,SVN,849.3556685648828
2019,SVN,849.3556685648828
2020,SVN,849.3556685648828
2015,SWE,876.773601206388
2016,SWE,876.773601206388
2017,SWE,876.773601206388
2018,SWE,876.773601206388
2019,SWE,876.773601206388
2020,SWE,876.773601206388
2015,SWZ,524.8036497480927
2016,SWZ,524.8036497480927
2017,SWZ,524.8036497480927
2018,SWZ,524.8036497480927
2019,SWZ,524.8036497480927
2020,SWZ,524.8036497480927
2015,SXM,524.8036497480927
2016,SXM,524.8036497480927
2017,SXM,524.8036497480927
2018,SXM,524.8036497480927
2019,SXM,524.8036497480927
2020,SXM,524.8036497480927
2015,SYC,524.8036497480927
2016,SYC,524.8036497480927
2017,SYC,524.8036497480927
2018,SYC,524.8036497480927
2019,SYC,524.8036497480927
2020,SYC,524.8036497480927
2015,SYR,524.8036497480927
2016,SYR,524.8036497480927
2017,SYR,524.8036497480927
2018,SYR,524.8036497480927
2019,SYR,524.8036497480927
2020,SYR,524.8036497480927
2015,TCA,524.8036497480927
2016,TCA,524.8036497480927
2017,TCA,524.8036497480927
2018,TCA,524.8036497480927
2019,TCA,524.8036497480927
2020,TCA,524.8036497480927
2015,TCD,524.8036497480927
2016,TCD,524.8036497480927
2017,TCD,524.8036497480927
2018,TCD,524.8036497480927
2019,TCD,524.8036497480927
2020,TCD,524.8036497480927
2015,TGO,524.8036497480927
2016,TGO,524.8036497480927
2017,TGO,524.8036497480927
2018,TGO,524.8036497480927
2019,TGO,524.8036497480927
2020,TGO,524.8036497480927
2015,THA,524.8036497480927
2016,THA,524.8036497480927
2017,THA,524.8036497480927
2018,THA,524.8036497480927
2019,THA,524.8036497480927
2020,THA,524.8036497480927
2015,TJK,524.8036497480927
2016,TJK,524.8036497480927
2017,TJK,524.8036497480927
2018,TJK,524.8036497480927
2019,TJK,524.8036497480927
2020,TJK,524.8036497480927
2015,TKM,524.8036497480927
2016,TKM,524.8036497480927
2017,TKM,524.8036497480927
2018,TKM,524.8036497480927
2019,TKM,524.8036497480927
2020,TKM,524.8036497480927
2015,TLS,524.8036497480927
2016,TLS,524.8036497480927
2017,TLS,524.8036497480927
2018,TLS,524.8036497480927
2019,TLS,524.8036497480927
2020,TLS,524.8036497480927
2015,TON,524.8036497480927
2016,TON,524.8036497480927
2017,TON,524.8036497480927
2018,TON,524.8036497480927
2019,TON,524.8036497480927
2020,TON,524.8036497480927
2015,TTO,524.8036497480927
2016,TTO,524.8036497480927
2017,TTO,524.8036497480927
2018,TTO,524.8036497480927
2019,TTO,524.8036497480927
2020,TTO,524.8036497480927
2015,TUN,524.8036497480927
2016,TUN,524.8036497480927
2017,TUN,524.8036497480927
2018,TUN,524.8036497480927
2019,TUN,524.8036497480927
2020,TUN,524.8036497480927
2015,TUR,1560.663330891441
2016,TUR,1560.663330891441
2017,TUR,1560.663330891441
2018,TUR,1560.663330891441
2019,TUR,1560.663330891441
2020,TUR,1560.663330891441
2015,TUV,524.8036497480927
2016,TUV,524.8036497480927
2017,TUV,524.8036497480927
2018,TUV,524.8036497480927
2019,TUV,524.8036497480927
2020,TUV,524.8036497480927
2015,TZA,524.8036497480927
2016,TZA,524.8036497480927
2017,TZA,524.8036497480927
2018,TZA,524.8036497480927
2019,TZA,524.8036497480927
2020,TZA,524.8036497480927
2015,UGA,524.8036497480927
2016,UGA,524.8036497480927
2017,UGA,524.8036497480927
2018,UGA,524.8036497480927
2019,UGA,524.8036497480927
2020,UGA,524.8036497480927
2015,UKR,524.8036497480927
2016,UKR,524.8036497480927
2017,UKR,524.8036497480927
2018,UKR,524.8036497480927
2019,UKR,524.8036497480927
2020,UKR,524.8036497480927
2015,URY,524.8036497480927
2016,URY,524.8036497480927
2017,URY,524.8036497480927
2018,URY,524.8036497480927
2019,URY,524.8036497480927
2020,URY,524.8036497480927
2015,USA,524.8036497480927
2016,USA,524.8036497480927
2017,USA,524.8036497480927
2018,USA,524.8036497480927
2019,USA,524.8036497480927
2020,USA,524.8036497480927
2015,UZB,524.8036497480927
2016,UZB,524.8036497480927
2017,UZB,524.8036497480927
2018,UZB,524.8036497480927
2019,UZB,524.8036497480927
2020,UZB,524.8036497480927
2015,VCT,524.8036497480927
2016,VCT,524.8036497480927
2017,VCT,524.8036497480927
2018,VCT,524.8036497480927
2019,VCT,524.8036497480927
2020,VCT,524.8036497480927
2015,VEN,524.8036497480927
2016,VEN,524.8036497480927
2017,VEN,524.8036497480927
2018,VEN,524.8036497480927
2019,VEN,524.8036497480927
2020,VEN,524.8036497480927
2015,VGB,524.8036497480927
2016,VGB,524.8036497480927
2017,VGB,524.8036497480927
2018,VGB,524.8036497480927
2019,VGB,524.8036497480927
2020,VGB,524.8036497480927
2015,VIR,524.8036497480927
2016,VIR,524.8036497480927
2017,VIR,524.8036497480927
2018,VIR,524.8036497480927
2019,VIR,524.8036497480927
2020,VIR,524.8036497480927
2015,VNM,524.8036497480927
2016,VNM,524.8036497480927
2017,VNM,524.8036497480927
2018,VNM,524.8036497480927
2019,VNM,524.8036497480927
2020,VNM,524.8036497480927
2015,VUT,524.8036497480927
2016,VUT,524.8036497480927
2017,VUT,524.8036497480927
2018,VUT,524.8036497480927
2019,VUT,524.8036497480927
2020,VUT,524.8036497480927
2015,WSM,524.8036497480927
2016,WSM,524.8036497480927
2017,WSM,524.8036497480927
2018,WSM,524.8036497480927
2019,WSM,524.8036497480927
2020,WSM,524.8036497480927
2015,XKX,524.8036497480927
2016,XKX,524.8036497480927
2017,XKX,524.8036497480927
2018,XKX,524.8036497480927
2019,XKX,524.8036497480927
2020,XKX,524.8036497480927
2015,YEM,524.8036497480927
2016,YEM,524.8036497480927
2017,YEM,524.8036497480927
2018,YEM,524.8036497480927
2019,YEM,524.8036497480927
2020,YEM,524.8036497480927
2015,ZAF,524.8036497480927
2016,ZAF,524.8036497480927
2017,ZAF,524.8036497480927
2018,ZAF,524.8036497480927
2019,ZAF,524.8036497480927
2020,ZAF,524.8036497480927
2015,ZMB,524.8036497480927
2016,ZMB,524.8036497480927
2017,ZMB,524.8036497480927
2018,ZMB,524.8036497480927
2019,ZMB,524.8036497480927
2020,ZMB,524.8036497480927
2015,ZWE,524.8036497480927
2016,ZWE,524.8036497480927
2017,ZWE,524.8036497480927
2018,ZWE,524.8036497480927
2019,ZWE,524.8036497480927
2020,ZWE,524.8036497480927
