Year,prodinit_ippu_cement_tonne,iso_code3
2047,577316.4592,PYF
2048,577524.5475,PYF
2049,577732.7109,PYF
2050,577940.9493,PYF
2021,1632667,QAT
2022,1407268.489,QAT
2023,1212987.462,QAT
2024,1045527.982,QAT
2025,901187.1883,QAT
2026,776773.4223,QAT
2027,669535.6496,QAT
2028,577102.6315,QAT
2029,497430.4916,QAT
2030,428757.5215,QAT
2031,369565.2264,QAT
2032,318544.7479,QAT
2033,274567.9224,QAT
2034,236662.3355,QAT
2035,203989.8199,QAT
2036,175827.9219,QAT
2037,151553.9262,QAT
2038,130631.0869,QAT
2039,112596.7587,QAT
2040,97052.16711,QAT
2041,83653.59047,QAT
2042,72104.75981,QAT
2043,62150.30769,QAT
2044,53570.12153,QAT
2045,46174.47648,QAT
2046,39799.84023,QAT
2047,34305.257,QAT
2048,29569.23071,QAT
2049,25487.03846,QAT
2050,21968.41494,QAT
2021,8805026,ROU
2022,9108743.192,ROU
2023,9422936.688,ROU
2024,9747967.854,ROU
2025,10084210.52,ROU
2026,10432051.41,ROU
2027,10791890.6,ROU
2028,11164141.93,ROU
2029,11549233.57,ROU
2030,11947608.4,ROU
2031,12359724.63,ROU
2032,12786056.23,ROU
2033,13227093.55,ROU
2034,13683343.85,ROU
2035,14155331.87,ROU
2036,14643600.46,ROU
2037,15148711.2,ROU
2038,15671245.04,ROU
2039,16211802.96,ROU
2040,16771006.67,ROU
2041,17349499.35,ROU
2042,17947946.33,ROU
2043,18567035.91,ROU
2044,19207480.13,ROU
2045,19870015.59,ROU
2046,20555404.29,ROU
2047,21264434.53,ROU
2048,21997921.78,ROU
2049,22756709.66,ROU
2050,23541670.88,ROU
2021,55722650,RUS
2022,56739756.29,RUS
2023,57775427.83,RUS
2024,58830003.5,RUS
2025,59903828.36,RUS
2026,60997253.75,RUS
2027,62110637.45,RUS
2028,63244343.76,RUS
2029,64398743.63,RUS
2030,65574214.77,RUS
2031,66771141.81,RUS
2032,67989916.37,RUS
2033,69230937.23,RUS
2034,70494610.47,RUS
2035,71781349.56,RUS
2036,73091575.51,RUS
2037,74425717.03,RUS
2038,75784210.65,RUS
2039,77167500.88,RUS
2040,78576040.32,RUS
2041,80010289.86,RUS
2042,81470718.76,RUS
2043,82957804.9,RUS
2044,84472034.84,RUS
2045,86013904.04,RUS
2046,87583917,RUS
2047,89182587.43,RUS
2048,90810438.41,RUS
2049,92468002.58,RUS
2050,94155822.29,RUS
2021,2403472,RWA
2022,2307305.657,RWA
2023,2214987.067,RWA
2024,2126362.276,RWA
2025,2041283.489,RWA
2026,1959608.825,RWA
2027,1881202.081,RWA
2028,1805932.503,RWA
2029,1733674.568,RWA
2030,1664307.776,RWA
2031,1597716.448,RWA
2032,1533789.534,RWA
2033,1472420.427,RWA
2034,1413506.786,RWA
2035,1356950.364,RWA
2036,1302656.844,RWA
2037,1250535.686,RWA
2038,1200499.97,RWA
2039,1152466.254,RWA
2040,1106354.435,RWA
2041,1062087.617,RWA
2042,1019591.976,RWA
2043,978796.6472,RWA
2044,939633.5974,RWA
2045,902037.5171,RWA
2046,865945.7095,RWA
2047,831297.9867,RWA
2048,798036.5686,RWA
2049,766105.9874,RWA
2050,735452.9942,RWA
2021,29654090,SAU
2022,33031859.39,SAU
2023,36794375.91,SAU
2024,40985464.45,SAU
2025,45653941.79,SAU
2026,50854185.23,SAU
2027,56646765.96,SAU
2028,63099154.56,SAU
2029,70286506.88,SAU
2030,78292539.49,SAU
2031,87210504.72,SAU
2032,97144276.86,SAU
2033,108209562.1,SAU
2034,120535246.3,SAU
2035,134264895.9,SAU
2036,149558430.6,SAU
2037,166593985.9,SAU
2038,185569987.7,SAU
2039,206707464,SAU
2040,230252618.9,SAU
2041,256479700.9,SAU
2042,285694196.5,SAU
2043,318236389.2,SAU
2044,354485322.7,SAU
2045,394863215.6,SAU
2046,439840380.1,SAU
2047,489940699.2,SAU
2048,545747729.4,SAU
2049,607911497.6,SAU
2050,677156072.2,SAU
2021,177397900,SDN
2022,624847134.2,SDN
2023,2200893816,SDN
2024,7752189816,SDN
2025,27305473121,SDN
2026,96177838788,SDN
2027,3.38766E+11,SDN
2028,1.19323E+12,SDN
2029,4.20292E+12,SDN
2030,1.48039E+13,SDN
2031,5.21437E+13,SDN
2032,1.83665E+14,SDN
2033,6.46922E+14,SDN
2034,2.27865E+15,SDN
2035,8.02607E+15,SDN
2036,2.82701E+16,SDN
2037,9.95757E+16,SDN
2038,3.50735E+17,SDN
2039,1.23539E+18,SDN
2040,4.3514E+18,SDN
2041,1.53269E+19,SDN
2042,5.39858E+19,SDN
2043,1.90E+20,SDN
2044,6.70E+20,SDN
2045,2.36E+21,SDN
2046,8.31E+21,SDN
2047,2.93E+22,SDN
2048,1.03E+23,SDN
2049,3.63E+23,SDN
2050,1.28E+24,SDN
2021,16000830,SEN
2022,15341747.15,SEN
2023,14709812.28,SEN
2024,14103907.16,SEN
2025,13522959.59,SEN
2026,12965941.56,SEN
2027,12431867.41,SEN
2028,11919792.07,SEN
2029,11428809.38,SEN
2030,10958050.54,SEN
2031,10506682.5,SEN
2032,10073906.57,SEN
2033,9658956.902,SEN
2034,9261099.24,SEN
2035,8879629.55,SEN
2036,8513872.803,SEN
2037,8163181.775,SEN
2038,7826935.899,SEN
2039,7504540.174,SEN
2040,7195424.103,SEN
2041,6899040.69,SEN
2042,6614865.47,SEN
2043,6342395.581,SEN
2044,6081148.875,SEN
2045,5830663.061,SEN
2046,5590494.894,SEN
2047,5360219.384,SEN
2048,5139429.047,SEN
2049,4927733.183,SEN
2050,4724757.186,SEN
2021,8759304,SGP
2022,9472300.6,SGP
2023,10243334.25,SGP
2024,11077129.09,SGP
2025,11978793.81,SGP
2026,12953852.93,SGP
2027,14008280.66,SGP
2028,15148537.53,SGP
2029,16381609.9,SGP
2030,17715052.84,SGP
2031,19157036.41,SGP
2032,20716395.67,SGP
2033,22402684.87,SGP
2034,24226235.93,SGP
2035,26198221.82,SGP
2036,28330724.93,SGP
2037,30636811.19,SGP
2038,33130610.03,SGP
2039,35827401.04,SGP
2040,38743707.54,SGP
2041,41897397.8,SGP
2042,45307794.58,SGP
2043,48995793.47,SGP
2044,52983990.95,SGP
2045,57296822.82,SGP
2046,61960713.9,SGP
2047,67004240,SGP
2048,72458302.94,SGP
2049,78356319.9,SGP
2050,84734428.22,SGP
2021,263553.1,SLB
2022,333327.6702,SLB
2023,421574.7633,SLB
2024,533184.9016,SLB
2025,674343.3526,SLB
2026,852872.9075,SLB
2027,1078667.408,SLB
2028,1364240.049,SLB
2029,1725416.841,SLB
2030,2182213.663,SLB
2031,2759945.515,SLB
2032,3490629.435,SLB
2033,4414758.837,SLB
2034,5583547.595,SLB
2035,7061768.242,SLB
2036,8931341.562,SLB
2037,11295876.52,SLB
2038,14286412.13,SLB
2039,18068679.41,SLB
2040,22852285.98,SLB
2041,28902332.19,SLB
2042,36554102.58,SLB
2043,46231646.87,SLB
2044,58471280.14,SLB
2045,73951304.64,SLB
2046,93529600.24,SLB
2047,118291166.9,SLB
2048,149608253.8,SLB
2049,189216407.2,SLB
2050,239310652,SLB
2021,1525928,SLE
2022,1666761.134,SLE
2023,1820592.242,SLE
2024,1988620.951,SLE
2025,2172157.606,SLE
2026,2372633.489,SLE
2027,2591611.98,SLE
2028,2830800.748,SLE
2029,3092065.068,SLE
2030,3377442.37,SLE
2031,3689158.122,SLE
2032,4029643.192,SLE
2033,4401552.797,SLE
2034,4807787.217,SLE
2035,5251514.407,SLE
2036,5736194.702,SLE
2037,6265607.805,SLE
2038,6843882.262,SLE
2039,7475527.654,SLE
2040,8165469.768,SLE
2041,8919089.008,SLE
2042,9742262.355,SLE
2043,10641409.2,SLE
2044,11623541.39,SLE
2045,12696317.93,SLE
2046,13868104.7,SLE
2047,15148039.7,SLE
2048,16546104.3,SLE
2049,18073201.07,SLE
2050,19741238.85,SLE
2021,6336706,SLV
2022,6832960.643,SLV
2023,7368079.118,SLV
2024,7945105.017,SLV
2025,8567320.29,SLV
2026,9238263.912,SLV
2027,9961752.009,SLV
2028,10741899.56,SLV
2029,11583143.82,SLV
2030,12490269.53,SLV
2031,13468436.14,SLV
2032,14523207.18,SLV
2033,15660581.87,SLV
2034,16887029.25,SLV
2035,18209524.98,SLV
2036,19635591.04,SLV
2037,21173338.45,SLV
2038,22831513.46,SLV
2039,24619547.26,SLV
2040,26547609.68,SLV
2041,28626666.93,SLV
2042,30868544.08,SLV
2043,33285992.25,SLV
2044,35892761.16,SLV
2045,38703677.34,SLV
2046,41734728.42,SLV
2047,45003154.13,SLV
2048,48527544.28,SLV
2049,52327944.54,SLV
2050,56425970.47,SLV
2021,0,SMR
2022,0,SMR
2023,0,SMR
2024,0,SMR
2025,0,SMR
2026,0,SMR
2027,0,SMR
2028,0,SMR
2029,0,SMR
2030,0,SMR
2031,0,SMR
2032,0,SMR
2033,0,SMR
2034,0,SMR
2035,0,SMR
2036,0,SMR
2037,0,SMR
2038,0,SMR
2039,0,SMR
2040,0,SMR
2041,0,SMR
2042,0,SMR
2043,0,SMR
2044,0,SMR
2045,0,SMR
2046,0,SMR
2047,0,SMR
2048,0,SMR
2049,0,SMR
2050,0,SMR
2021,981766.9,SOM
2022,1572066.417,SOM
2023,2517290.834,SOM
2024,4030843.148,SOM
2025,6454437.549,SOM
2026,10335248.12,SOM
2027,16549444.15,SOM
2028,26500002.56,SOM
2029,42433457.55,SOM
2030,67947099.82,SOM
2031,108801135.7,SOM
2032,174219167.1,SOM
2033,278970600.6,SOM
2034,446705131.8,SOM
2035,715292128.8,SOM
2036,1145370387,SOM
2037,1834038527,SOM
2038,2936776923,SOM
2039,4702550447,SOM
2040,7530017187,SOM
2041,12057533349,SOM
2042,19307274717,SOM
2043,30916012938,SOM
2044,49504648892,SOM
2045,79269932604,SOM
2046,1.26932E+11,SOM
2047,2.03251E+11,SOM
2048,3.25459E+11,SOM
2049,5.21145E+11,SOM
2050,8.3449E+11,SOM
2021,5661641,SRB
2022,5873357.629,SRB
2023,6092991.386,SRB
2024,6320838.329,SRB
2025,6557205.592,SRB
2026,6802411.79,SRB
2027,7056787.455,SRB
2028,7320675.479,SRB
2029,7594431.575,SRB
2030,7878424.758,SRB
2031,8173037.846,SRB
2032,8478667.967,SRB
2033,8795727.102,SRB
2034,9124642.64,SRB
2035,9465857.949,SRB
2036,9819832.978,SRB
2037,10187044.88,SRB
2038,10567988.63,SRB
2039,10963177.76,SRB
2040,11373144.94,SRB
2041,11798442.82,SRB
2042,12239644.68,SRB
2043,12697345.26,SRB
2044,13172161.5,SRB
2045,13664733.47,SRB
2046,14175725.12,SRB
2047,14705825.27,SRB
2048,15255748.48,SRB
2049,15826236.02,SRB
2050,16418056.89,SRB
2021,1258775,SSD
2022,1533220.106,SSD
2023,1867501.256,SSD
2024,2274664.236,SSD
2025,2770599.147,SSD
2026,3374660.537,SSD
2027,4110422.742,SSD
2028,5006599.902,SSD
2029,6098166.577,SSD
2030,7427722.672,SSD
2031,9047155.959,SSD
2032,11019667.07,SSD
2033,13422236,SSD
2034,16348626.32,SSD
2035,19913044.49,SSD
2036,24254596.88,SSD
2037,29542718.6,SSD
2038,35983785.94,SSD
2039,43829170.5,SSD
2040,53385049.3,SSD
2041,65024353.8,SSD
2042,79201324,SSD
2043,96469235.87,SSD
2044,117501993.6,SSD
2045,143120429.9,SSD
2046,174324339.7,SSD
2047,212331499,SSD
2048,258625189.9,SSD
2049,315012088,SSD
2050,383692770.3,SSD
2021,1289683,SUR
2022,1289683,SUR
2023,1289683,SUR
2024,1289683,SUR
2025,1289683,SUR
2026,1289683,SUR
2027,1289683,SUR
2028,1289683,SUR
2029,1289683,SUR
2030,1289683,SUR
2031,1289683,SUR
2032,1289683,SUR
2033,1289683,SUR
2034,1289683,SUR
2035,1289683,SUR
2036,1289683,SUR
2037,1289683,SUR
2038,1289683,SUR
2039,1289683,SUR
2040,1289683,SUR
2041,1289683,SUR
2042,1289683,SUR
2043,1289683,SUR
2044,1289683,SUR
2045,1289683,SUR
2046,1289683,SUR
2047,1289683,SUR
2048,1289683,SUR
2049,1289683,SUR
2050,1289683,SUR
2021,11291190,SVK
2022,11298426.21,SVK
2023,11305667.06,SVK
2024,11312912.55,SVK
2025,11320162.68,SVK
2026,11327417.46,SVK
2027,11334676.89,SVK
2028,11341940.97,SVK
2029,11349209.7,SVK
2030,11356483.1,SVK
2031,11363761.15,SVK
2032,11371043.87,SVK
2033,11378331.26,SVK
2034,11385623.32,SVK
2035,11392920.05,SVK
2036,11400221.45,SVK
2037,11407527.54,SVK
2038,11414838.31,SVK
2039,11422153.76,SVK
2040,11429473.9,SVK
2041,11436798.74,SVK
2042,11444128.27,SVK
2043,11451462.49,SVK
2044,11458801.42,SVK
2045,11466145.04,SVK
2046,11473493.38,SVK
2047,11480846.42,SVK
2048,11488204.18,SVK
2049,11495566.65,SVK
2050,11502933.84,SVK
2021,6671039,SVN
2022,6904412.757,SVN
2023,7145950.657,SVN
2024,7395938.305,SVN
2025,7654671.302,SVN
2026,7922455.586,SVN
2027,8199607.799,SVN
2028,8486455.662,SVN
2029,8783338.358,SVN
2030,9090606.937,SVN
2031,9408624.729,SVN
2032,9737767.776,SVN
2033,10078425.27,SVN
2034,10431000.03,SVN
2035,10795908.96,SVN
2036,11173583.54,SVN
2037,11564470.35,SVN
2038,11969031.6,SVN
2039,12387745.67,SVN
2040,12821107.66,SVN
2041,13269630.01,SVN
2042,13733843.07,SVN
2043,14214295.74,SVN
2044,14711556.16,SVN
2045,15226212.29,SVN
2046,15758872.7,SVN
2047,16310167.23,SVN
2048,16880747.77,SVN
2049,17471288.99,SVN
2050,18082489.19,SVN
2021,28054700,SWE
2022,28841368.09,SWE
2023,29650094.75,SWE
2024,30481498.52,SWE
2025,31336215.27,SWE
2026,32214898.72,SWE
2027,33118220.9,SWE
2028,34046872.7,SWE
2029,35001564.36,SWE
2030,35983026.07,SWE
2031,36992008.46,SWE
2032,38029283.23,SWE
2033,39095643.71,SWE
2034,40191905.49,SWE
2035,41318907.01,SWE
2036,42477510.22,SWE
2037,43668601.26,SWE
2038,44893091.09,SWE
2039,46151916.25,SWE
2040,47446039.51,SWE
2041,48776450.64,SWE
2042,50144167.17,SWE
2043,51550235.18,SWE
2044,52995730.05,SWE
2045,54481757.33,SWE
2046,56009453.58,SWE
2047,57579987.2,SWE
2048,59194559.39,SWE
2049,60854405.01,SWE
2050,62560793.54,SWE
2021,1387022,SWZ
2022,1438989,SWZ
2023,1492903.026,SWZ
2024,1548837.028,SWZ
2025,1606866.686,SWZ
2026,1667070.519,SWZ
2027,1729529.985,SWZ
2028,1794329.594,SWZ
2029,1861557.025,SWZ
2030,1931303.239,SWZ
2031,2003662.606,SWZ
2032,2078733.033,SWZ
2033,2156616.094,SWZ
2034,2237417.168,SWZ
2035,2321245.584,SWZ
2036,2408214.766,SWZ
2037,2498442.387,SWZ
2038,2592050.53,SWZ
2039,2689165.853,SWZ
2040,2789919.756,SWZ
2041,2894448.566,SWZ
2042,3002893.715,SWZ
2043,3115401.935,SWZ
2044,3232125.456,SWZ
2045,3353222.21,SWZ
2046,3478856.048,SWZ
2047,3609196.959,SWZ
2048,3744421.3,SWZ
2049,3884712.038,SWZ
2050,4030258.994,SWZ
2021,29506.74,SXM
2022,35326.60722,SXM
2023,42294.37674,SXM
2024,50636.45916,SXM
2025,60623.92199,SXM
2026,72581.29771,SXM
2027,86897.12913,SXM
2028,104036.5947,SXM
2029,124556.6239,SXM
2030,149123.9944,SXM
2031,178536.9979,SXM
2032,213751.3802,SXM
2033,255911.3969,SXM
2034,306386.995,SXM
2035,366818.328,SXM
2036,439169.0507,SXM
2037,525790.1266,SXM
2038,629496.2197,SXM
2039,753657.1543,SXM
2040,902307.4142,SXM
2041,1080277.239,SXM
2042,1293349.577,SXM
2043,1548448,SXM
2044,1853861.67,SXM
2045,2219514.696,SXM
2046,2657288.602,SXM
2047,3181408.408,SXM
2048,3808904.855,SXM
2049,4560167.805,SXM
2050,5459608.784,SXM
2021,202741.3,SYC
2022,321923.9777,SYC
2023,511168.9006,SYC
2024,811662.5757,SYC
2025,1288803.243,SYC
2026,2046433.886,SYC
2027,3249442.204,SYC
2028,5159646.11,SYC
2029,8192774.729,SYC
2030,13008946.03,SYC
2031,20656332.24,SYC
2032,32799279.86,SYC
2033,52080531.4,SYC
2034,82696381.19,SYC
2035,131309940.2,SYC
2036,208501268.7,SYC
2037,331069978.2,SYC
2038,525691431.7,SYC
2039,834722263.1,SYC
2040,1325418705,SYC
2041,2104573965,SYC
2042,3341760273,SYC
2043,5306233903,SYC
2044,8425535028,SYC
2045,13378535851,SYC
2046,21243187635,SYC
2047,33731121694,SYC
2048,53560161982,SYC
2049,85045821409,SYC
2050,1.35041E+11,SYC
2021,3009455,SYR
2022,2733896.177,SYR
2023,2483568.722,SYR
2024,2256162.34,SYR
2025,2049578.278,SYR
2026,1861909.953,SYR
2027,1691425.359,SYR
2028,1536551.077,SYR
2029,1395857.76,SYR
2030,1268046.937,SYR
2031,1151939.03,SYR
2032,1046462.469,SYR
2033,950643.8025,SYR
2034,863598.7105,SYR
2035,784523.8468,SYR
2036,712689.4224,SYR
2037,647432.4711,SYR
2038,588150.7309,SYR
2039,534297.0853,SYR
2040,485374.5143,SYR
2041,440931.5072,SYR
2042,400557.8957,SYR
2043,363881.0681,SYR
2044,330562.5308,SYR
2045,300294.784,SYR
2046,272798.4841,SYR
2047,247819.8653,SYR
2048,225128.3978,SYR
2049,204514.66,SYR
2050,185788.4059,SYR
2021,89322.47,TCD
2022,124590.6181,TCD
2023,173784.067,TCD
2024,242401.0926,TCD
2025,338110.9137,TCD
2026,471610.8692,TCD
2027,657822.0428,TCD
2028,917556.9696,TCD
2029,1279845.821,TCD
2030,1785181.062,TCD
2031,2490043.232,TCD
2032,3473213.687,TCD
2033,4844579.868,TCD
2034,6757417.256,TCD
2035,9425520.728,TCD
2036,13147100.09,TCD
2037,18338110.51,TCD
2038,25578743.2,TCD
2039,35678272.5,TCD
2040,49765507.19,TCD
2041,69414955.72,TCD
2042,96822806.58,TCD
2043,135052392.9,TCD
2044,188376576.5,TCD
2045,262755319,TCD
2046,366501817.5,TCD
2047,511211657.8,TCD
2048,713058835.2,TCD
2049,994603496.7,TCD
2050,1387313454,TCD
2021,13018890,TGO
2022,13384631.24,TGO
2023,13760647.3,TGO
2024,14147226.82,TGO
2025,14544666.56,TGO
2026,14953271.63,TGO
2027,15373355.69,TGO
2028,15805241.22,TGO
2029,16249259.76,TGO
2030,16705752.17,TGO
2031,17175068.88,TGO
2032,17657570.15,TGO
2033,18153626.4,TGO
2034,18663618.41,TGO
2035,19187937.68,TGO
2036,19726986.73,TGO
2037,20281179.34,TGO
2038,20850940.95,TGO
2039,21436708.94,TGO
2040,22038932.98,TGO
2041,22658075.38,TGO
2042,23294611.42,TGO
2043,23949029.74,TGO
2044,24621832.71,TGO
2045,25313536.82,TGO
2046,26024673.05,TGO
2047,26755787.33,TGO
2048,27507440.88,TGO
2049,28280210.72,TGO
2050,29074690.09,TGO
2021,41826580,THA
2022,43510924.75,THA
2023,45263097.6,THA
2024,47085829.96,THA
2025,48981963.25,THA
2026,50954453.3,THA
2027,53006374.97,THA
2028,55140926.96,THA
2029,57361436.77,THA
2030,59671365.89,THA
2031,62074315.21,THA
2032,64574030.63,THA
2033,67174408.9,THA
2034,69879503.68,THA
2035,72693531.87,THA
2036,75620880.2,THA
2037,78666112.03,THA
2038,81833974.5,THA
2039,85129405.91,THA
2040,88557543.43,THA
2041,92123731.09,THA
2042,95833528.14,THA
2043,99692717.69,THA
2044,103707315.7,THA
2045,107883580.5,THA
2046,112228022.3,THA
2047,116747413.6,THA
2048,121448799.5,THA
2049,126339508.9,THA
2050,131427165.8,THA
2021,8254104,TJK
2022,11266614.19,TJK
2023,15378603.82,TJK
2024,20991351.22,TJK
2025,28652589.73,TJK
2026,39109959.61,TJK
2027,53383968.26,TJK
2028,72867578.88,TJK
2029,99462146.14,TJK
2030,135762964.4,TJK
2031,185312535.5,TJK
2032,252946272.8,TJK
2033,345264376,TJK
2034,471275927.5,TJK
2035,643278065.4,TJK
2036,878056028.8,TJK
2037,1198521186,TJK
2038,1635946894,TJK
2039,2233020385,TJK
2040,3048008500,TJK
2041,4160443802,TJK
2042,5678885942,TJK
2043,7751515724,TJK
2044,10580595672,TJK
2045,14442208306,TJK
2046,19713198312,TJK
2047,26907947834,TJK
2048,36728573677,TJK
2049,50133445059,TJK
2050,68430708351,TJK
2021,2881655,TKM
2022,3429957.978,TKM
2023,4082588.558,TKM
2024,4859397.532,TKM
2025,5784012.775,TKM
2026,6884557.923,TKM
2027,8194507.8,TKM
2028,9753706.604,TKM
2029,11609579.84,TKM
2030,13818576.82,TKM
2031,16447887.69,TKM
2032,19577487.1,TKM
2033,23302566.78,TKM
2034,27736430.92,TKM
2035,33013942.52,TKM
2036,39295625.44,TKM
2037,46772547.01,TKM
2038,55672129.66,TKM
2039,66265068.26,TKM
2040,78873563.81,TKM
2041,93881123.68,TKM
2042,111744226.5,TKM
2043,133006207,TKM
2044,158313781.7,TKM
2045,188436720.8,TKM
2046,224291261.1,TKM
2047,266967975.1,TKM
2048,317764942.7,TKM
2049,378227234.1,TKM
2050,450193905.7,TKM
2021,725094.6,TLS
2022,857373.4345,TLS
2023,1013783.865,TLS
2024,1198728.213,TLS
2025,1417411.915,TLS
2026,1675990.031,TLS
2027,1981740.492,TLS
2028,2343268.936,TLS
2029,2770750.928,TLS
2030,3276218.357,TLS
2031,3873898.089,TLS
2032,4580612.391,TLS
2033,5416252.414,TLS
2034,6404338.047,TLS
2035,7572679.905,TLS
2036,8954162.09,TLS
2037,10587667.74,TLS
2038,12519173.43,TLS
2039,14803043.25,TLS
2040,17503558.89,TLS
2041,20696728.95,TLS
2042,24472428.27,TLS
2043,28936927.5,TLS
2044,34215884.27,TLS
2045,40457879.86,TLS
2046,47838601.21,TLS
2047,56565785.79,TLS
2048,66885068.56,TLS
2049,79086895.63,TLS
2050,93514699.09,TLS
2021,74831.73,TON
2022,86844.44624,TON
2023,100785.5604,TON
2024,116964.6376,TON
2025,135740.9375,TON
2026,157531.3914,TON
2027,182819.8606,TON
2028,212167.8806,TON
2029,246227.1299,TON
2030,285753.9007,TON
2031,331625.8927,TON
2032,384861.7025,TON
2033,446643.4417,TON
2034,518342.9857,TON
2035,601552.4371,TON
2036,698119.478,TON
2037,810188.3984,TON
2038,940247.7105,TON
2039,1091185.407,TON
2040,1266353.088,TON
2041,1469640.388,TON
2042,1705561.34,TON
2043,1979354.614,TON
2044,2297099.845,TON
2045,2665852.627,TON
2046,3093801.187,TON
2047,3590448.208,TON
2048,4166821.833,TON
2049,4835720.551,TON
2050,5611997.39,TON
2021,1873474,TUN
2022,1834381.652,TUN
2023,1796105.014,TUN
2024,1758627.066,TUN
2025,1721931.141,TUN
2026,1686000.921,TUN
2027,1650820.431,TUN
2028,1616374.024,TUN
2029,1582646.385,TUN
2030,1549622.514,TUN
2031,1517287.727,TUN
2032,1485627.645,TUN
2033,1454628.19,TUN
2034,1424275.577,TUN
2035,1394556.309,TUN
2036,1365457.17,TUN
2037,1336965.22,TUN
2038,1309067.79,TUN
2039,1281752.475,TUN
2040,1255007.127,TUN
2041,1228819.854,TUN
2042,1203179.01,TUN
2043,1178073.195,TUN
2044,1153491.243,TUN
2045,1129422.224,TUN
2046,1105855.435,TUN
2047,1082780.396,TUN
2048,1060186.847,TUN
2049,1038064.739,TUN
2050,1016404.237,TUN
2021,114924700,TUR
2022,111950889.8,TUR
2023,109054030.4,TUR
2024,106232130.6,TUR
2025,103483250.7,TUR
2026,100805501.3,TUR
2027,98197041.8,TUR
2028,95656079.2,TUR
2029,93180866.96,TUR
2030,90769703.72,TUR
2031,88420932.12,TUR
2032,86132937.72,TUR
2033,83904147.84,TUR
2034,81733030.48,TUR
2035,79618093.31,TUR
2036,77557882.6,TUR
2037,75550982.24,TUR
2038,73596012.75,TUR
2039,71691630.37,TUR
2040,69836526.1,TUR
2041,68029424.81,TUR
2042,66269084.37,TUR
2043,64554294.78,TUR
2044,62883877.36,TUR
2045,61256683.94,TUR
2046,59671596.04,TUR
2047,58127524.13,TUR
2048,56623406.87,TUR
2049,55158210.4,TUR
2050,53730927.59,TUR
2021,11716200,TZA
2022,12989145.5,TZA
2023,14400394.4,TZA
2024,15964973.13,TZA
2025,17699540.72,TZA
2026,19622566.17,TZA
2027,21754525.11,TZA
2028,24118117.82,TZA
2029,26738510.92,TZA
2030,29643605.33,TZA
2031,32864333.39,TZA
2032,36434988.16,TZA
2033,40393588.59,TZA
2034,44782284.33,TZA
2035,49647804.5,TZA
2036,55041955.29,TZA
2037,61022171.52,TZA
2038,67652128.23,TZA
2039,75002418.64,TZA
2040,83151305.78,TZA
2041,92185555.85,TZA
2042,102201362.1,TZA
2043,113305368.8,TZA
2044,125615807.4,TZA
2045,139263754.4,TZA
2046,154394528,TZA
2047,171169234.9,TZA
2048,189766485.5,TZA
2049,210384296.2,TZA
2050,233242197.6,TZA
2021,14333450,UGA
2022,13923395.13,UGA
2023,13525071.21,UGA
2024,13138142.64,UGA
2025,12762283.42,UGA
2026,12397176.87,UGA
2027,12042515.38,UGA
2028,11698000.13,UGA
2029,11363340.86,UGA
2030,11038255.61,UGA
2031,10722470.47,UGA
2032,10415719.39,UGA
2033,10117743.93,UGA
2034,9828293.016,UGA
2035,9547122.788,UGA
2036,9273996.347,UGA
2037,9008683.574,UGA
2038,8750960.935,UGA
2039,8500611.288,UGA
2040,8257423.706,UGA
2041,8021193.294,UGA
2042,7791721.02,UGA
2043,7568813.545,UGA
2044,7352283.062,UGA
2045,7141947.137,UGA
2046,6937628.553,UGA
2047,6739155.166,UGA
2048,6546359.755,UGA
2049,6359079.882,UGA
2050,6177157.758,UGA
2021,10057230,UKR
2022,10039684.45,UKR
2023,10022169.51,UKR
2024,10004685.13,UKR
2025,9987231.244,UKR
2026,9969807.812,UKR
2027,9952414.776,UKR
2028,9935052.084,UKR
2029,9917719.683,UKR
2030,9900417.518,UKR
2031,9883145.539,UKR
2032,9865903.692,UKR
2033,9848691.924,UKR
2034,9831510.184,UKR
2035,9814358.418,UKR
2036,9797236.575,UKR
2037,9780144.603,UKR
2038,9763082.448,UKR
2039,9746050.059,UKR
2040,9729047.385,UKR
2041,9712074.373,UKR
2042,9695130.972,UKR
2043,9678217.129,UKR
2044,9661332.794,UKR
2045,9644477.915,UKR
2046,9627652.441,UKR
2047,9610856.319,UKR
2048,9594089.5,UKR
2049,9577351.932,UKR
2050,9560643.563,UKR
2021,2078609,URY
2022,2241714.524,URY
2023,2417618.71,URY
2024,2607325.849,URY
2025,2811919.04,URY
2026,3032566.372,URY
2027,3270527.589,URY
2028,3527161.289,URY
2029,3803932.673,URY
2030,4102421.919,URY
2031,4424333.196,URY
2032,4771504.398,URY
2033,5145917.637,URY
2034,5549710.555,URY
2035,5985188.535,URY
2036,6454837.86,URY
2037,6961339.907,URY
2038,7507586.457,URY
2039,8096696.205,URY
2040,8732032.567,URY
2041,9417222.879,URY
2042,10156179.11,URY
2043,10953120.2,URY
2044,11812596.13,URY
2045,12739513.94,URY
2046,13739165.67,URY
2047,14817258.68,URY
2048,15979948.12,URY
2049,17233872.17,URY
2050,18586189.88,URY
2021,757297400,USA
2022,812267739.7,USA
2023,871228240,USA
2024,934468536.8,USA
2025,1002299290,USA
2026,1075053709,USA
2027,1153089191,USA
2028,1236789075,USA
2029,1326564526,USA
2030,1422856554,USA
2031,1526138182,USA
2032,1636916767,USA
2033,1755736494,USA
2034,1883181051,USA
2035,2019876492,USA
2036,2166494316,USA
2037,2323754765,USA
2038,2492430359,USA
