Year,iso_code3,nemomod_entc_frac_min_share_production_pp_gas
2011,HTI,0.1936248668932359
2012,HTI,0.1936248668932359
2013,HTI,0.1936248668932359
2014,HTI,0.1936248668932359
2015,HTI,0.2213534369580492
2016,HTI,0.2003403648635055
2017,HTI,0.1334526516495628
2018,HTI,0.1456336857961369
2019,HTI,0.1639042311610509
2020,HTI,0.1909935070601536
2010,HUN,0.3077424728528763
2011,HUN,0.2968344983719093
2012,HUN,0.2707232934896775
2013,HUN,0.1800253564712477
2014,HUN,0.1403423648433401
2015,HUN,0.1649941093825108
2016,HUN,0.1995853614812664
2017,HUN,0.2362923281351103
2018,HUN,0.2247686670394743
2019,HUN,0.2520352204432314
2020,HUN,0.2597440675882183
2010,IDN,0.0251469503243695
2011,IDN,0.0251469503243695
2012,IDN,0.0251469503243695
2013,IDN,0.0251469503243695
2014,IDN,0.0251469503243695
2015,IDN,0.0251469503243695
2016,IDN,0.0279044708547933
2017,IDN,0.0276750520038339
2018,IDN,0.028847824973552
2019,IDN,0.0281307045235582
2020,IDN,0.027632339312462
2010,IMN,0.6358911246750504
2011,IMN,0.5643396497426555
2012,IMN,0.5142132729653862
2013,IMN,0.5036991560626667
2014,IMN,0.4813186594674997
2015,IMN,0.4324540489841007
2016,IMN,0.4995282620283223
2017,IMN,0.5057521451279529
2018,IMN,0.5136239075381569
2019,IMN,0.5123088935009665
2020,IMN,0.4995887704391578
2010,IND,0.0451102869214265
2011,IND,0.0451102869214265
2012,IND,0.0451102869214265
2013,IND,0.0451102869214265
2014,IND,0.0451102869214265
2015,IND,0.0451102869214265
2016,IND,0.0493448369330093
2017,IND,0.0491832759587673
2018,IND,0.0424601163989626
2019,IND,0.0395780231738693
2020,IND,0.0427919841339772
2010,IRL,0.6358911246750504
2011,IRL,0.5643396497426555
2012,IRL,0.5142132729653862
2013,IRL,0.5036991560626667
2014,IRL,0.4813186594674997
2015,IRL,0.4324540489841007
2016,IRL,0.4995282620283223
2017,IRL,0.5057521451279529
2018,IRL,0.5136239075381569
2019,IRL,0.5123088935009665
2020,IRL,0.4995887704391578
2010,IRN,0.0
2011,IRN,0.0
2012,IRN,0.0
2013,IRN,0.0
2014,IRN,0.0
2015,IRN,0.0
2016,IRN,0.0
2017,IRN,0.7762811880248968
2018,IRN,0.887437807072795
2019,IRN,0.8845975752095131
2020,IRN,0.8579434450818743
2010,IRQ,0.0
2011,IRQ,0.0
2012,IRQ,0.0
2013,IRQ,0.0
2014,IRQ,0.0
2015,IRQ,0.0
2016,IRQ,0.0
2017,IRQ,0.7762811880248968
2018,IRQ,0.887437807072795
2019,IRQ,0.8845975752095131
2020,IRQ,0.8579434450818743
2010,ISL,0.0
2011,ISL,0.0
2012,ISL,0.0
2013,ISL,0.0
2014,ISL,0.0
2015,ISL,0.0
2016,ISL,0.0
2017,ISL,0.0
2018,ISL,0.0
2019,ISL,0.0
2020,ISL,0.0
2010,ISR,0.0
2011,ISR,0.0
2012,ISR,0.0
2013,ISR,0.0
2014,ISR,0.0
2015,ISR,0.0
2016,ISR,0.0
2017,ISR,0.7762811880248968
2018,ISR,0.887437807072795
2019,ISR,0.8845975752095131
2020,ISR,0.8579434450818743
2010,ITA,0.5068783728827837
2011,ITA,0.4790825353094866
2012,ITA,0.4316330997159966
2013,ITA,0.3749614538746288
2014,ITA,0.3336019559349912
2015,ITA,0.3916129625037874
2016,ITA,0.4362985639638208
2017,ITA,0.4754666259002463
2018,ITA,0.4439836565633315
2019,ITA,0.4825814867139554
2020,ITA,0.4769313321436839
2010,JAM,0.0
2011,JAM,0.0
2012,JAM,0.0
2013,JAM,0.0
2014,JAM,0.0
2015,JAM,0.0
2016,JAM,0.0
2017,JAM,0.0
2018,JAM,0.0
2019,JAM,0.0
2020,JAM,0.0
2010,JOR,0.0
2011,JOR,0.0
2012,JOR,0.0
2013,JOR,0.0
2014,JOR,0.0
2015,JOR,0.0
2016,JOR,0.0
2017,JOR,0.7762811880248968
2018,JOR,0.887437807072795
2019,JOR,0.8845975752095131
2020,JOR,0.8579434450818743
2010,JPN,0.2837913281556997
2011,JPN,0.3469399004042575
2012,JPN,0.3978572550848529
2013,JPN,0.4021156871401273
2014,JPN,0.4161660176453329
2015,JPN,0.4022915118150447
2016,JPN,0.3976934709701252
2017,JPN,0.3943336026995359
2018,JPN,0.3999219594625167
2019,JPN,0.3841722017462022
2020,JPN,0.3968776363312479
2010,KAZ,0.459802271585901
2011,KAZ,0.4491261763290437
2012,KAZ,0.4317500774987762
2013,KAZ,0.4335023471726462
2014,KAZ,0.4759208978267177
2015,KAZ,0.3755666590296141
2016,KAZ,0.3214101199570406
2017,KAZ,0.3688479641273919
2018,KAZ,0.301732124787096
2019,KAZ,0.1850755028225637
2020,KAZ,0.2226273681746437
2010,KEN,0.2612799604807872
2011,KEN,0.2674350739517805
2012,KEN,0.262731975019404
2013,KEN,0.261608471520581
2014,KEN,0.2624938911886789
2015,KEN,0.2726294743241191
2016,KEN,0.2674423400519852
2017,KEN,0.2696512916942669
2018,KEN,0.2694147272622158
2019,KEN,0.2785555728269729
2020,KEN,0.2704952536746894
2010,KGZ,0.459802271585901
2011,KGZ,0.4491261763290437
2012,KGZ,0.4317500774987762
2013,KGZ,0.4335023471726462
2014,KGZ,0.4759208978267177
2015,KGZ,0.3755666590296141
2016,KGZ,0.3214101199570406
2017,KGZ,0.3688479641273919
2018,KGZ,0.301732124787096
2019,KGZ,0.1850755028225637
2020,KGZ,0.2226273681746437
2010,KHM,0.0251469503243695
2011,KHM,0.0251469503243695
2012,KHM,0.0251469503243695
2013,KHM,0.0251469503243695
2014,KHM,0.0251469503243695
2015,KHM,0.0251469503243695
2016,KHM,0.0279044708547933
2017,KHM,0.0276750520038339
2018,KHM,0.028847824973552
2019,KHM,0.0281307045235582
2020,KHM,0.027632339312462
2010,KIR,0.19304209354922
2011,KIR,0.186687679017823
2012,KIR,0.2033974923740704
2013,KIR,0.1993723369769582
2014,KIR,0.22637881069693
2015,KIR,0.1964385832944483
2016,KIR,0.1790806209458386
2017,KIR,0.2118180542680117
2018,KIR,0.1880837065589068
2019,KIR,0.2023194482495518
2020,KIR,0.1936828087189686
2010,KNA,0.1936248668932359
2011,KNA,0.1936248668932359
2012,KNA,0.1936248668932359
2013,KNA,0.1936248668932359
2014,KNA,0.1936248668932359
2015,KNA,0.2213534369580492
2016,KNA,0.2003403648635055
2017,KNA,0.1334526516495628
2018,KNA,0.1456336857961369
2019,KNA,0.1639042311610509
2020,KNA,0.1909935070601536
2010,KOR,0.2072781637417969
2011,KOR,0.2220091669030322
2012,KOR,0.2102993804141244
2013,KOR,0.2683358462052173
2014,KOR,0.2380503783595103
2015,KOR,0.2230529222578724
2016,KOR,0.2263676804439878
2017,KOR,0.2236951627837213
2018,KOR,0.2651192205527304
2019,KOR,0.2531397807377027
2020,KOR,0.2845037415723788
2010,KWT,0.0
2011,KWT,0.0
2012,KWT,0.0
2013,KWT,0.0
2014,KWT,0.0
2015,KWT,0.0
2016,KWT,0.0
2017,KWT,0.7762811880248968
2018,KWT,0.887437807072795
2019,KWT,0.8845975752095131
2020,KWT,0.8579434450818743
2010,LAO,0.0251469503243695
2011,LAO,0.0251469503243695
2012,LAO,0.0251469503243695
2013,LAO,0.0251469503243695
2014,LAO,0.0251469503243695
2015,LAO,0.0251469503243695
2016,LAO,0.0279044708547933
2017,LAO,0.0276750520038339
2018,LAO,0.028847824973552
2019,LAO,0.0281307045235582
2020,LAO,0.027632339312462
2010,LBN,0.0
2011,LBN,0.0
2012,LBN,0.0
2013,LBN,0.0
2014,LBN,0.0
2015,LBN,0.0
2016,LBN,0.0
2017,LBN,0.7762811880248968
2018,LBN,0.887437807072795
2019,LBN,0.8845975752095131
2020,LBN,0.8579434450818743
2010,LBR,0.2612799604807872
2011,LBR,0.2674350739517805
2012,LBR,0.262731975019404
2013,LBR,0.261608471520581
2014,LBR,0.2624938911886789
2015,LBR,0.2726294743241191
2016,LBR,0.2674423400519852
2017,LBR,0.2696512916942669
2018,LBR,0.2694147272622158
2019,LBR,0.2785555728269729
2020,LBR,0.2704952536746894
2010,LBY,0.0
2011,LBY,0.0
2012,LBY,0.0
2013,LBY,0.0
2014,LBY,0.0
2015,LBY,0.0
2016,LBY,0.0
2017,LBY,0.7762811880248968
2018,LBY,0.887437807072795
2019,LBY,0.8845975752095131
2020,LBY,0.8579434450818743
2010,LCA,0.1936248668932359
2011,LCA,0.1936248668932359
2012,LCA,0.1936248668932359
2013,LCA,0.1936248668932359
2014,LCA,0.1936248668932359
2015,LCA,0.2213534369580492
2016,LCA,0.2003403648635055
2017,LCA,0.1334526516495628
2018,LCA,0.1456336857961369
2019,LCA,0.1639042311610509
2020,LCA,0.1909935070601536
2010,LIE,0.0150073760933397
2011,LIE,0.0147566103596582
2012,LIE,0.0129345629667343
2013,LIE,0.010656970579451
2014,LIE,0.0069545439613658
2015,LIE,0.0092040968008735
2016,LIE,0.0134922487806295
2017,LIE,0.0113687994439223
2018,LIE,0.0089039551921032
2019,LIE,0.0081528921315952
2020,LIE,0.0085303339789856
2010,LKA,0.0451102869214265
2011,LKA,0.0451102869214265
2012,LKA,0.0451102869214265
2013,LKA,0.0451102869214265
2014,LKA,0.0451102869214265
2015,LKA,0.0451102869214265
2016,LKA,0.0493448369330093
2017,LKA,0.0491832759587673
2018,LKA,0.0424601163989626
2019,LKA,0.0395780231738693
2020,LKA,0.0427919841339772
2010,LSO,0.2612799604807872
2011,LSO,0.2674350739517805
2012,LSO,0.262731975019404
2013,LSO,0.261608471520581
2014,LSO,0.2624938911886789
2015,LSO,0.2726294743241191
2016,LSO,0.2674423400519852
2017,LSO,0.2696512916942669
2018,LSO,0.2694147272622158
2019,LSO,0.2785555728269729
2020,LSO,0.2704952536746894
2010,LTU,0.5656516635154684
2011,LTU,0.562568843800609
2012,LTU,0.5811724501936789
2013,LTU,0.4751541709440665
2014,LTU,0.4088193612418672
2015,LTU,0.4159057890837719
2016,LTU,0.2386989887775107
2017,LTU,0.1429599874117333
2018,LTU,0.0933321020667855
2019,LTU,0.1307398720051872
2020,LTU,0.3295492329323449
2010,LUX,0.6417124570521328
2011,LUX,0.6400727895407706
2012,LUX,0.6361270540453174
2013,LUX,0.5019737215419904
2014,LUX,0.4982020390535295
2015,LUX,0.3082312133537386
2016,LUX,0.11800597349156
2017,LUX,0.0993569238986717
2018,LUX,0.0894317742772748
2019,LUX,0.1024237257052426
2020,LUX,0.0833622609291883
2010,LVA,0.4076718242786757
2011,LVA,0.4555124240905787
2012,LVA,0.2954531426574109
2013,LVA,0.4119513603458231
2014,LVA,0.433894979796492
2015,LVA,0.4766963916670512
2016,LVA,0.4321299974015368
2017,LVA,0.2474407176469181
2018,LVA,0.4559402271788936
2019,LVA,0.4833087210587034
2020,LVA,0.3473324303756323
2010,MAC,0.0251469503243695
2011,MAC,0.0251469503243695
2012,MAC,0.0251469503243695
2013,MAC,0.0251469503243695
2014,MAC,0.0251469503243695
2015,MAC,0.0251469503243695
2016,MAC,0.0279044708547933
2017,MAC,0.0276750520038339
2018,MAC,0.028847824973552
2019,MAC,0.0281307045235582
2020,MAC,0.027632339312462
2010,MAF,0.1936248668932359
2011,MAF,0.1936248668932359
2012,MAF,0.1936248668932359
2013,MAF,0.1936248668932359
2014,MAF,0.1936248668932359
2015,MAF,0.2213534369580492
2016,MAF,0.2003403648635055
2017,MAF,0.1334526516495628
2018,MAF,0.1456336857961369
2019,MAF,0.1639042311610509
2020,MAF,0.1909935070601536
2010,MAR,0.0
2011,MAR,0.0
2012,MAR,0.0
2013,MAR,0.0
2014,MAR,0.0
2015,MAR,0.0
2016,MAR,0.0
2017,MAR,0.7762811880248968
2018,MAR,0.887437807072795
2019,MAR,0.8845975752095131
2020,MAR,0.8579434450818743
2010,MCO,0.0150073760933397
2011,MCO,0.0147566103596582
2012,MCO,0.0129345629667343
2013,MCO,0.010656970579451
2014,MCO,0.0069545439613658
2015,MCO,0.0092040968008735
2016,MCO,0.0134922487806295
2017,MCO,0.0113687994439223
2018,MCO,0.0089039551921032
2019,MCO,0.0081528921315952
2020,MCO,0.0085303339789856
2010,MDA,0.1322568032419472
2011,MDA,0.1322568032419472
2012,MDA,0.1322568032419472
2013,MDA,0.1322568032419472
2014,MDA,0.1322568032419472
2015,MDA,0.1322568032419472
2016,MDA,0.138962841874668
2017,MDA,0.1560594387474923
2018,MDA,0.1522139178297379
2019,MDA,0.1399202661729435
2020,MDA,0.156205494687524
2010,MDG,0.2612799604807872
2011,MDG,0.2674350739517805
2012,MDG,0.262731975019404
2013,MDG,0.261608471520581
2014,MDG,0.2624938911886789
2015,MDG,0.2726294743241191
2016,MDG,0.2674423400519852
2017,MDG,0.2696512916942669
2018,MDG,0.2694147272622158
2019,MDG,0.2785555728269729
2020,MDG,0.2704952536746894
2010,MDV,0.0451102869214265
2011,MDV,0.0451102869214265
2012,MDV,0.0451102869214265
2013,MDV,0.0451102869214265
2014,MDV,0.0451102869214265
2015,MDV,0.0451102869214265
2016,MDV,0.0493448369330093
2017,MDV,0.0491832759587673
2018,MDV,0.0424601163989626
2019,MDV,0.0395780231738693
2020,MDV,0.0427919841339772
2010,MEX,0.5306423728895839
2011,MEX,0.5363594286060971
2012,MEX,0.5328974075557698
2013,MEX,0.556130964603754
2014,MEX,0.5674632057366837
2015,MEX,0.5965856565360927
2016,MEX,0.5969898706578217
2017,MEX,0.5876717881794729
2018,MEX,0.5823997089670125
2019,MEX,0.582308225881986
2020,MEX,0.5660125069292162
2010,MHL,0.2837913281556997
2011,MHL,0.3469399004042575
2012,MHL,0.3978572550848529
2013,MHL,0.4021156871401273
2014,MHL,0.4161660176453329
2015,MHL,0.4022915118150447
2016,MHL,0.3976934709701252
2017,MHL,0.3943336026995359
2018,MHL,0.3999219594625167
2019,MHL,0.3841722017462022
2020,MHL,0.3968776363312479
2010,MKD,0.0313453841055763
2011,MKD,0.0313453841055763
2012,MKD,0.0313453841055763
2013,MKD,0.0313453841055763
2014,MKD,0.0313453841055763
2015,MKD,0.0313453841055763
2016,MKD,0.0981918741257047
2017,MKD,0.1458327872760391
2018,MKD,0.1294411315252154
2019,MKD,0.1603235659363062
2020,MKD,0.2095781654155334
2010,MLI,0.2612799604807872
2011,MLI,0.2674350739517805
2012,MLI,0.262731975019404
2013,MLI,0.261608471520581
2014,MLI,0.2624938911886789
2015,MLI,0.2726294743241191
2016,MLI,0.2674423400519852
2017,MLI,0.2696512916942669
2018,MLI,0.2694147272622158
2019,MLI,0.2785555728269729
2020,MLI,0.2704952536746894
2010,MLT,0.0
2011,MLT,0.0
2012,MLT,0.0
2013,MLT,0.0
2014,MLT,0.0
2015,MLT,0.0
2016,MLT,0.0
2017,MLT,0.7762811880248968
2018,MLT,0.887437807072795
2019,MLT,0.8845975752095131
2020,MLT,0.8579434450818743
2010,MMR,0.0251469503243695
2011,MMR,0.0251469503243695
2012,MMR,0.0251469503243695
2013,MMR,0.0251469503243695
2014,MMR,0.0251469503243695
2015,MMR,0.0251469503243695
2016,MMR,0.0279044708547933
2017,MMR,0.0276750520038339
2018,MMR,0.028847824973552
2019,MMR,0.0281307045235582
2020,MMR,0.027632339312462
2010,MNE,0.0313453841055763
2011,MNE,0.0313453841055763
2012,MNE,0.0313453841055763
2013,MNE,0.0313453841055763
2014,MNE,0.0313453841055763
2015,MNE,0.0313453841055763
2016,MNE,0.0981918741257047
2017,MNE,0.1458327872760391
2018,MNE,0.1294411315252154
2019,MNE,0.1603235659363062
2020,MNE,0.2095781654155334
2010,MNG,0.0251469503243695
2011,MNG,0.0251469503243695
2012,MNG,0.0251469503243695
2013,MNG,0.0251469503243695
2014,MNG,0.0251469503243695
2015,MNG,0.0251469503243695
2016,MNG,0.0279044708547933
2017,MNG,0.0276750520038339
2018,MNG,0.028847824973552
2019,MNG,0.0281307045235582
2020,MNG,0.027632339312462
2010,MNP,0.2837913281556997
2011,MNP,0.3469399004042575
2012,MNP,0.3978572550848529
2013,MNP,0.4021156871401273
2014,MNP,0.4161660176453329
2015,MNP,0.4022915118150447
2016,MNP,0.3976934709701252
2017,MNP,0.3943336026995359
2018,MNP,0.3999219594625167
2019,MNP,0.3841722017462022
2020,MNP,0.3968776363312479
2010,MOZ,0.2612799604807872
2011,MOZ,0.2674350739517805
2012,MOZ,0.262731975019404
2013,MOZ,0.261608471520581
2014,MOZ,0.2624938911886789
2015,MOZ,0.2726294743241191
2016,MOZ,0.2674423400519852
2017,MOZ,0.2696512916942669
2018,MOZ,0.2694147272622158
2019,MOZ,0.2785555728269729
2020,MOZ,0.2704952536746894
2010,MRT,0.2612799604807872
2011,MRT,0.2674350739517805
2012,MRT,0.262731975019404
2013,MRT,0.261608471520581
2014,MRT,0.2624938911886789
2015,MRT,0.2726294743241191
2016,MRT,0.2674423400519852
2017,MRT,0.2696512916942669
2018,MRT,0.2694147272622158
2019,MRT,0.2785555728269729
2020,MRT,0.2704952536746894
2010,MUS,0.2612799604807872
2011,MUS,0.2674350739517805
2012,MUS,0.262731975019404
2013,MUS,0.261608471520581
2014,MUS,0.2624938911886789
2015,MUS,0.2726294743241191
2016,MUS,0.2674423400519852
2017,MUS,0.2696512916942669
2018,MUS,0.2694147272622158
2019,MUS,0.2785555728269729
2020,MUS,0.2704952536746894
2010,MWI,0.2612799604807872
2011,MWI,0.2674350739517805
2012,MWI,0.262731975019404
2013,MWI,0.261608471520581
2014,MWI,0.2624938911886789
2015,MWI,0.2726294743241191
2016,MWI,0.2674423400519852
2017,MWI,0.2696512916942669
2018,MWI,0.2694147272622158
2019,MWI,0.2785555728269729
2020,MWI,0.2704952536746894
2010,MYS,0.0251469503243695
2011,MYS,0.0251469503243695
2012,MYS,0.0251469503243695
2013,MYS,0.0251469503243695
2014,MYS,0.0251469503243695
2015,MYS,0.0251469503243695
2016,MYS,0.0279044708547933
2017,MYS,0.0276750520038339
2018,MYS,0.028847824973552
2019,MYS,0.0281307045235582
2020,MYS,0.027632339312462
2010,NAM,0.2612799604807872
2011,NAM,0.2674350739517805
2012,NAM,0.262731975019404
2013,NAM,0.261608471520581
2014,NAM,0.2624938911886789
2015,NAM,0.2726294743241191
2016,NAM,0.2674423400519852
2017,NAM,0.2696512916942669
2018,NAM,0.2694147272622158
2019,NAM,0.2785555728269729
2020,NAM,0.2704952536746894
2010,NCL,0.2133395617438323
2011,NCL,0.1823595898205075
2012,NCL,0.1941184810589696
2013,NCL,0.1946149539362577
2014,NCL,0.156642395665781
2015,NCL,0.1500147153930947
2016,NCL,0.1270365036656848
2017,NCL,0.1539522598647503
2018,NCL,0.1242981789930908
2019,NCL,0.1263812897341749
2020,NCL,0.1375802021346837
2010,NER,0.2612799604807872
2011,NER,0.2674350739517805
2012,NER,0.262731975019404
2013,NER,0.261608471520581
2014,NER,0.2624938911886789
2015,NER,0.2726294743241191
2016,NER,0.2674423400519852
2017,NER,0.2696512916942669
2018,NER,0.2694147272622158
2019,NER,0.2785555728269729
2020,NER,0.2704952536746894
2010,NGA,0.2612799604807872
2011,NGA,0.2674350739517805
2012,NGA,0.262731975019404
2013,NGA,0.261608471520581
2014,NGA,0.2624938911886789
2015,NGA,0.2726294743241191
2016,NGA,0.2674423400519852
2017,NGA,0.2696512916942669
2018,NGA,0.2694147272622158
2019,NGA,0.2785555728269729
2020,NGA,0.2704952536746894
2010,NIC,0.0
2011,NIC,0.0
2012,NIC,0.0
2013,NIC,0.0
2014,NIC,0.0
2015,NIC,0.0
2016,NIC,0.0
2017,NIC,0.0
2018,NIC,0.0
2019,NIC,0.0
2020,NIC,0.0
2010,NLD,0.6403269908865439
2011,NLD,0.6187865319298569
2012,NLD,0.5570234081175999
2013,NLD,0.560366621626335
2014,NLD,0.5056309049147264
2015,NLD,0.4338848070391026
2016,NLD,0.4679333100776448
2017,NLD,0.5058019629298823
2018,NLD,0.513299225163904
2019,NLD,0.5918496990866638
2020,NLD,0.5942133782498576
2010,NOR,0.0395118902804828
2011,NOR,0.0319629254373634
2012,NOR,0.0179135142742508
2013,NOR,0.0184248309108314
2014,NOR,0.0184705257320315
2015,NOR,0.0181301969976003
2016,NOR,0.017570054571394
2017,NOR,0.0170058682836729
2018,NOR,0.0146724484781068
2019,NOR,0.0149624012405131
2020,NOR,0.0
2010,NPL,0.0451102869214265
2011,NPL,0.0451102869214265
2012,NPL,0.0451102869214265
2013,NPL,0.0451102869214265
2014,NPL,0.0451102869214265
2015,NPL,0.0451102869214265
2016,NPL,0.0493448369330093
2017,NPL,0.0491832759587673
2018,NPL,0.0424601163989626
2019,NPL,0.0395780231738693
2020,NPL,0.0427919841339772
2010,NRU,0.19304209354922
2011,NRU,0.186687679017823
2012,NRU,0.2033974923740704
2013,NRU,0.1993723369769582
2014,NRU,0.22637881069693
2015,NRU,0.1964385832944483
2016,NRU,0.1790806209458386
2017,NRU,0.2118180542680117
2018,NRU,0.1880837065589068
2019,NRU,0.2023194482495518
2020,NRU,0.1936828087189686
2010,NZL,0.2133395617438323
2011,NZL,0.1823595898205075
2012,NZL,0.1941184810589696
2013,NZL,0.1946149539362577
2014,NZL,0.156642395665781
2015,NZL,0.1500147153930947
2016,NZL,0.1270365036656848
2017,NZL,0.1539522598647503
2018,NZL,0.1242981789930908
2019,NZL,0.1263812897341749
2020,NZL,0.1375802021346837
2010,OMN,0.0
2011,OMN,0.0
2012,OMN,0.0
2013,OMN,0.0
2014,OMN,0.0
2015,OMN,0.0
2016,OMN,0.0
2017,OMN,0.7762811880248968
2018,OMN,0.887437807072795
2019,OMN,0.8845975752095131
2020,OMN,0.8579434450818743
2010,PAK,0.0451102869214265
2011,PAK,0.0451102869214265
2012,PAK,0.0451102869214265
2013,PAK,0.0451102869214265
2014,PAK,0.0451102869214265
2015,PAK,0.0451102869214265
2016,PAK,0.0493448369330093
2017,PAK,0.0491832759587673
2018,PAK,0.0424601163989626
2019,PAK,0.0395780231738693
2020,PAK,0.0427919841339772
2010,PAN,0.0
2011,PAN,0.0
2012,PAN,0.0
2013,PAN,0.0
2014,PAN,0.0
2015,PAN,0.0
2016,PAN,0.0
2017,PAN,0.0
2018,PAN,0.0
2019,PAN,0.0
2020,PAN,0.0
2010,PER,0.1936248668932359
2011,PER,0.1936248668932359
2012,PER,0.1936248668932359
2013,PER,0.1936248668932359
2014,PER,0.1936248668932359
2015,PER,0.2213534369580492
2016,PER,0.2003403648635055
2017,PER,0.1334526516495628
2018,PER,0.1456336857961369
2019,PER,0.1639042311610509
2020,PER,0.1909935070601536
2010,PHL,0.0251469503243695
2011,PHL,0.0251469503243695
2012,PHL,0.0251469503243695
2013,PHL,0.0251469503243695
2014,PHL,0.0251469503243695
2015,PHL,0.0251469503243695
2016,PHL,0.0279044708547933
2017,PHL,0.0276750520038339
2018,PHL,0.028847824973552
2019,PHL,0.0281307045235582
2020,PHL,0.027632339312462
2010,PLW,0.2837913281556997
2011,PLW,0.3469399004042575
2012,PLW,0.3978572550848529
2013,PLW,0.4021156871401273
2014,PLW,0.4161660176453329
2015,PLW,0.4022915118150447
2016,PLW,0.3976934709701252
2017,PLW,0.3943336026995359
2018,PLW,0.3999219594625167
2019,PLW,0.3841722017462022
2020,PLW,0.3968776363312479
2010,PNG,0.19304209354922
2011,PNG,0.186687679017823
2012,PNG,0.2033974923740704
2013,PNG,0.1993723369769582
2014,PNG,0.22637881069693
2015,PNG,0.1964385832944483
2016,PNG,0.1790806209458386
2017,PNG,0.2118180542680117
2018,PNG,0.1880837065589068
2019,PNG,0.2023194482495518
2020,PNG,0.1936828087189686
2010,POL,0.030362087899783
2011,POL,0.0354998010707398
2012,POL,0.0384758670954693
2013,POL,0.0318903121511175
2014,POL,0.0333434439324301
2015,POL,0.0384875155147151
2016,POL,0.0467303253125574
2017,POL,0.0584467655716082
2018,POL,0.0748125952458888
2019,POL,0.0899667544900579
2020,POL,0.1087895677431416
2010,PRI,0.1936248668932359
2011,PRI,0.1936248668932359
2012,PRI,0.1936248668932359
2013,PRI,0.1936248668932359
2014,PRI,0.1936248668932359
2015,PRI,0.2213534369580492
2016,PRI,0.2003403648635055
2017,PRI,0.1334526516495628
2018,PRI,0.1456336857961369
2019,PRI,0.1639042311610509
2020,PRI,0.1909935070601536
2010,PRK,0.2072781637417969
2011,PRK,0.2220091669030322
2012,PRK,0.2102993804141244
2013,PRK,0.2683358462052173
2014,PRK,0.2380503783595103
2015,PRK,0.2230529222578724
2016,PRK,0.2263676804439878
2017,PRK,0.2236951627837213
2018,PRK,0.2651192205527304
2019,PRK,0.2531397807377027
2020,PRK,0.2845037415723788
2010,PRT,0.2738329103639966
2011,PRT,0.2827869529136674
2012,PRT,0.2273847383765175
2013,PRT,0.1380979400815339
2014,PRT,0.1275303212678492
2015,PRT,0.199764994717426
2016,PRT,0.2062460125938036
2017,PRT,0.3166414505446771
2018,PRT,0.2592405825330883
2019,PRT,0.3230832410424098
2020,PRT,0.3307852137005534
2010,PRY,0.5372573912682105
2011,PRY,0.5372573912682105
2012,PRY,0.5372573912682105
2013,PRY,0.5372573912682105
2014,PRY,0.5372573912682105
2015,PRY,0.5372573912682105
2016,PRY,0.5653874743503849
2017,PRY,0.6220959208058456
2018,PRY,0.6429245356690712
2019,PRY,0.6457985147348254
2020,PRY,0.6029204121779104
2010,PYF,0.2133395617438323
2011,PYF,0.1823595898205075
2012,PYF,0.1941184810589696
2013,PYF,0.1946149539362577
2014,PYF,0.156642395665781
2015,PYF,0.1500147153930947
2016,PYF,0.1270365036656848
2017,PYF,0.1539522598647503
2018,PYF,0.1242981789930908
2019,PYF,0.1263812897341749
2020,PYF,0.1375802021346837
2010,QAT,0.0
2011,QAT,0.0
2012,QAT,0.0
2013,QAT,0.0
2014,QAT,0.0
2015,QAT,0.0
2016,QAT,0.0
2017,QAT,0.7762811880248968
2018,QAT,0.887437807072795
2019,QAT,0.8845975752095131
2020,QAT,0.8579434450818743
2010,ROU,0.1322568032419472
2011,ROU,0.1322568032419472
2012,ROU,0.1322568032419472
2013,ROU,0.1322568032419472
2014,ROU,0.1322568032419472
2015,ROU,0.1322568032419472
2016,ROU,0.138962841874668
2017,ROU,0.1560594387474923
2018,ROU,0.1522139178297379
2019,ROU,0.1399202661729435
2020,ROU,0.156205494687524
2010,RUS,0.0233133350346633
2011,RUS,0.0193255302433307
2012,RUS,0.0104692685029668
2013,RUS,0.0066986393118078
2014,RUS,0.0055377485168767
2015,RUS,0.0059676852874623
2016,RUS,0.0060564606775674
2017,RUS,0.0047668767952502
2018,RUS,0.0046915749947849
2019,RUS,0.0049512740538316
2020,RUS,0.0045797749495882
2010,RWA,0.2612799604807872
2011,RWA,0.2674350739517805
2012,RWA,0.262731975019404
2013,RWA,0.261608471520581
2014,RWA,0.2624938911886789
2015,RWA,0.2726294743241191
2016,RWA,0.2674423400519852
2017,RWA,0.2696512916942669
2018,RWA,0.2694147272622158
2019,RWA,0.2785555728269729
2020,RWA,0.2704952536746894
2010,SAU,0.0
2011,SAU,0.0
2012,SAU,0.0
2013,SAU,0.0
2014,SAU,0.0
2015,SAU,0.0
2016,SAU,0.0
2017,SAU,0.7762811880248968
2018,SAU,0.887437807072795
2019,SAU,0.8845975752095131
2020,SAU,0.8579434450818743
2010,SDN,0.2612799604807872
2011,SDN,0.2674350739517805
2012,SDN,0.262731975019404
2013,SDN,0.261608471520581
2014,SDN,0.2624938911886789
2015,SDN,0.2726294743241191
2016,SDN,0.2674423400519852
2017,SDN,0.2696512916942669
2018,SDN,0.2694147272622158
2019,SDN,0.2785555728269729
2020,SDN,0.2704952536746894
2010,SEN,0.2612799604807872
2011,SEN,0.2674350739517805
2012,SEN,0.262731975019404
2013,SEN,0.261608471520581
2014,SEN,0.2624938911886789
2015,SEN,0.2726294743241191
