COUNTRY,SECTOR,PRODUCT,UNIT,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Thailand,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112.03,117.78,112.48,106.04,114.87,111.77,106.29,112.04,117.72,119.81,117.11,109.39,..
Thailand,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,291.73,306.70,292.89,276.13,299.11,291.04,276.76,291.74,306.54,311.98,304.95,284.85,..
Thailand,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2615.64,2920.09,2846.96,2828.45,3085.31,3077.34,3053.42,3343.77,3624.27,3775.36,3634.57,3371.08,..
Thailand,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.03,77.09,82.47,84.91,89.98,97.11,100.14,107.59,117.94,116.24,106.12,95.50,..
Thailand,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,230.66,252.60,246.70,237.68,260.58,252.86,246.84,270.09,292.28,305.45,296.22,273.40,..
Thailand,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107.94,112.54,106.30,93.94,106.52,97.11,91.37,99.06,107.03,111.34,111.78,104.92,..
Thailand,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,281.06,293.04,276.81,244.62,277.37,252.86,237.93,257.94,278.71,289.92,291.08,273.20,..
Turkey,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.08,0.13,0.28,0.63,1.08,2.26,3.47,7.17,12.10,20.56,35.00,52.78,102.70,149.95,158.74,158.34,158.28,158.28,158.28,214.04,255.38,276.02,282.63,331.00,361.78,371.23,395.57,400.28,400.28
Turkey,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.10,108.00,75.37,69.38,89.60,80.68,79.09,83.34,83.78,83.50,99.30,105.83,110.73,118.12,110.69,121.75,164.65,164.76,184.01,169.24,184.92,190.41,169.51,145.43,132.54,109.67
Turkey,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,226.10,173.45,238.93,201.70,158.18,175.02,188.50,250.49,254.14,214.51,200.44,190.70,188.43,186.21,243.23,283.76,300.02,291.37,324.51,338.11,337.48,329.64,307.91,290.06
Turkey,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,66.67,80.00,100.00,126.67,200.00,116.67,111.11,138.33,125.71,153.89,210.33,211.76,218.45,177.90,203.35,184.62,170.08,175.59,170.89,215.31,216.84,188.81,173.42,160.24,146.21,134.44,164.60,184.84,184.01,176.97,190.33,193.52,182.43,180.54,169.52,152.52
Turkey,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,108.70,130.43,163.04,206.52,326.09,190.22,181.16,225.54,204.97,250.91,342.93,345.27,356.18,290.05,331.54,301.01,277.31,286.29,278.63,351.04,353.54,307.84,282.76,261.27,238.39,219.19,268.37,301.36,300.02,288.54,310.32,315.52,297.44,294.36,276.39,248.67
Turkey,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.03,0.05,0.06,0.09,0.15,0.21,0.35,0.63,1.04,2.29,3.49,7.02,11.71,19.65,33.26,49.99,97.42,142.39,149.42,142.78,142.72,142.72,141.36,180.27,212.91,226.22,231.38,265.56,279.26,286.35,304.96,319.29,319.29
Turkey,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.40,103.90,76.23,69.72,87.75,78.07,75.56,79.18,79.35,79.20,94.30,99.61,99.84,106.51,99.81,108.74,138.67,137.36,150.81,138.55,148.36,146.98,130.75,112.12,105.72,87.48
Turkey,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,228.70,174.30,234.00,195.18,151.12,166.28,178.53,237.61,241.34,201.92,180.73,171.96,169.91,166.31,204.85,236.57,245.89,238.54,260.35,260.99,260.31,254.13,245.60,231.37
Turkey,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,33.33,46.67,60.00,80.00,126.67,166.67,156.67,203.33,155.00,139.05,129.70,145.00,162.56,168.94,171.31,144.35,170.80,157.72,158.94,171.06,164.73,192.60,189.82,164.87,139.24,129.38,118.34,111.02,126.68,150.49,150.81,136.12,148.14,149.13,137.23,137.93,136.79,116.40
Turkey,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,54.35,76.09,97.83,130.43,206.52,271.74,255.43,331.52,252.72,226.71,211.46,236.41,265.05,275.45,279.31,235.35,278.48,257.16,259.14,278.91,268.59,314.03,309.49,268.81,227.02,210.95,192.95,181.01,206.54,245.36,245.89,221.94,241.53,243.14,223.74,224.88,223.03,189.78
Turkmenistan,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turkmenistan,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turkmenistan,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turkmenistan,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turkmenistan,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turkmenistan,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,Residential,Electricity (MWh),Total price (National currency/unit),8.20,9.00,9.70,9.90,19.90,17.30,21.60,24.60,27.20,29.50,37.50,45.10,49.50,51.30,52.00,53.70,54.80,54.60,57.50,61.70,66.70,73.40,77.20,77.00,79.50,80.60,80.40,76.40,72.90,72.00,70.50,69.90,70.20,70.90,75.20,82.74,97.38,102.16,118.92,122.62,119.10,130.55,137.44,147.18,153.91,150.51,147.29,157.18
United Kingdom,Residential,Electricity (MWh),Total price (USD/unit),19.52,21.95,24.25,24.15,46.28,38.44,38.57,43.16,52.31,62.77,87.21,90.20,86.84,77.73,69.33,68.85,80.59,89.51,102.68,101.15,119.11,128.77,135.44,114.93,122.31,127.94,125.63,125.25,121.50,116.13,106.82,101.30,104.78,116.23,136.73,150.44,180.33,204.31,216.22,191.59,183.23,210.56,218.15,229.97,252.31,231.55,199.05,201.52
United Kingdom,Residential,Electricity (MWh),Total price (USD/unit using PPP),30.37,32.14,33.45,34.14,64.19,48.06,55.38,58.57,61.82,64.13,75.00,88.43,95.19,96.79,98.11,99.44,97.86,95.79,97.46,101.15,104.22,112.92,116.97,116.67,120.45,113.52,113.24,107.61,101.25,98.63,100.71,101.30,101.74,101.29,108.99,116.54,139.11,143.88,169.89,172.70,170.15,183.87,196.34,210.26,219.87,215.01,210.42,224.55
United Kingdom,Residential,Electricity (MWh),Total price (2010 USD/unit),152.18,152.66,153.69,143.55,248.70,174.07,186.48,183.36,187.31,179.10,192.95,207.43,209.67,207.69,200.60,195.31,192.70,184.33,185.03,184.21,181.88,189.09,191.72,188.27,189.68,185.96,181.07,166.84,153.93,149.71,142.43,138.69,137.04,134.50,138.54,148.24,169.05,170.09,190.40,197.37,183.23,190.91,194.75,202.39,206.74,200.22,192.58,198.41
United Kingdom,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),141.31,141.75,142.71,133.30,230.94,161.64,173.16,170.27,173.94,166.31,179.17,192.61,194.70,192.86,186.27,181.36,178.94,171.17,171.81,171.05,168.89,175.58,178.02,174.83,176.13,172.68,168.14,154.92,142.94,139.01,132.26,128.78,127.25,124.89,128.64,137.65,156.97,157.94,176.80,183.27,170.15,177.28,180.84,187.93,191.98,185.91,178.82,184.24
United Kingdom,Industry,Electricity (MWh),Total price (National currency/unit),6.50,7.20,7.40,7.40,10.20,13.40,15.60,17.90,19.80,27.00,27.00,31.40,34.40,34.60,34.60,35.80,36.30,35.20,37.00,37.30,39.80,41.10,43.20,45.50,46.43,46.87,45.25,42.27,41.16,41.37,38.43,37.07,36.33,35.18,38.22,50.09,66.68,68.15,83.69,90.43,82.31,84.87,88.92,93.39,98.44,99.73,97.44,..
United Kingdom,Industry,Electricity (MWh),Total price (USD/unit),15.48,17.56,18.50,18.05,23.72,29.78,27.86,31.40,38.08,57.45,62.79,62.80,60.35,52.42,46.13,45.90,53.38,57.70,66.07,61.15,71.07,72.11,75.79,67.91,71.43,74.40,70.71,69.29,68.60,66.73,58.23,53.72,54.22,57.66,69.49,91.07,123.47,136.29,152.15,141.29,126.63,136.88,141.15,145.93,161.38,153.43,131.68,..
United Kingdom,Industry,Electricity (MWh),Total price (USD/unit using PPP),24.07,25.71,25.52,25.52,32.90,37.22,40.00,42.62,45.00,58.70,54.00,61.57,66.15,65.28,65.28,66.30,64.82,61.75,62.71,61.15,62.19,63.23,65.45,68.94,70.35,66.02,63.74,59.53,57.17,56.67,54.90,53.72,52.65,50.25,55.39,70.55,95.25,95.98,119.55,127.36,117.58,119.53,127.03,133.42,140.63,142.47,139.20,..
United Kingdom,Industry,Electricity (MWh),Total price (2010 USD/unit),96.71,98.20,95.83,89.29,100.79,107.76,107.67,103.88,105.40,128.56,110.92,116.49,117.58,111.08,104.85,102.13,102.19,95.81,97.14,93.45,93.85,92.00,93.78,95.01,94.58,91.79,86.38,81.80,81.32,81.91,74.65,72.43,71.16,68.14,72.41,91.21,117.73,116.80,130.95,144.87,126.65,121.61,124.74,129.55,138.42,146.50,142.98,..
United Kingdom,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),89.80,91.19,88.99,82.91,93.59,100.07,99.98,96.46,97.87,119.38,102.99,108.17,109.18,103.15,97.36,94.83,94.89,88.97,90.20,86.77,87.15,85.43,87.08,88.22,87.83,85.23,80.21,75.96,75.51,76.06,69.32,67.26,66.08,63.27,67.24,84.69,109.32,108.46,121.59,134.52,117.60,112.93,115.83,120.29,128.53,136.03,132.77,..
Ukraine,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,805.00,1140.00
Ukraine,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.51,42.86
Ukraine,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,119.26,..
Ukraine,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.28,60.98
Ukraine,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,127.46,157.72
Ukraine,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uruguay,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4681.33,4906.41,5303.55,5765.17,5617.71,5764.35,6341.65,6836.78
Uruguay,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,233.37,254.09,261.13,281.50,241.62,210.92,210.27,238.38
Uruguay,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,327.14,321.10,325.57,332.48,300.89,286.93,298.71,..
Uruguay,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,233.37,226.28,226.26,226.53,202.74,191.44,192.10,194.98
Uruguay,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,327.14,317.20,317.17,317.55,284.20,268.37,269.28,273.32
Uruguay,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3049.32,3199.36,3558.63,3934.59,4115.60,4273.23,4709.20,5075.47
Uruguay,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,152.01,165.68,175.22,192.12,177.02,156.36,156.14,176.97
Uruguay,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,213.09,209.38,218.45,226.91,220.44,212.70,221.82,..
Uruguay,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,152.01,137.57,143.78,152.94,144.90,140.82,150.16,159.17
Uruguay,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,213.09,192.85,201.56,214.39,203.12,197.41,210.49,223.13
United States,Residential,Electricity (MWh),Total price (National currency/unit),22.20,23.20,24.20,25.40,31.00,35.10,37.30,40.50,43.10,46.40,53.60,62.00,68.60,71.80,75.40,77.90,74.10,74.10,74.90,76.40,78.50,80.60,82.60,83.40,84.00,84.10,83.90,84.30,82.60,81.60,82.00,85.00,84.54,86.99,89.70,94.47,104.03,106.51,112.63,115.07,115.77,117.17,118.79,121.24,125.18,126.51,125.48,128.91
United States,Residential,Electricity (MWh),Total price (USD/unit),22.20,23.20,24.20,25.40,31.00,35.10,37.30,40.50,43.10,46.40,53.60,62.00,68.60,71.80,75.40,77.90,74.10,74.10,74.90,76.40,78.50,80.60,82.60,83.40,84.00,84.10,83.90,84.30,82.60,81.60,82.00,85.00,84.54,86.99,89.70,94.47,104.03,106.51,112.63,115.07,115.77,117.17,118.79,121.24,125.18,126.51,125.48,128.91
United States,Residential,Electricity (MWh),Total price (USD/unit using PPP),22.20,23.20,24.20,25.40,31.00,35.10,37.30,40.50,43.10,46.40,53.60,62.00,68.60,71.80,75.40,77.90,74.10,74.10,74.90,76.40,78.50,80.60,82.60,83.40,84.00,84.10,83.90,84.30,82.60,81.60,82.00,85.00,84.54,86.99,89.70,94.47,104.03,106.51,112.63,115.07,115.77,117.17,118.79,121.24,125.18,126.51,125.48,128.91
United States,Residential,Electricity (MWh),Total price (2010 USD/unit),124.72,124.73,126.04,124.51,137.17,142.11,142.91,145.68,144.15,139.34,141.80,148.68,154.85,157.11,158.40,158.01,147.32,142.23,138.19,134.27,131.05,128.96,128.46,125.98,123.53,120.31,116.69,114.54,110.43,106.81,103.80,104.68,102.47,103.07,103.58,105.44,112.58,112.00,114.12,116.94,115.77,113.58,112.82,113.49,115.30,116.39,114.00,114.68
United States,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),124.72,124.73,126.04,124.51,137.17,142.11,142.91,145.68,144.15,139.34,141.80,148.68,154.85,157.11,158.40,158.01,147.32,142.23,138.19,134.27,131.05,128.96,128.46,125.98,123.53,120.31,116.69,114.54,110.43,106.81,103.80,104.68,102.47,103.07,103.58,105.44,112.58,112.00,114.12,116.94,115.77,113.58,112.82,113.49,115.30,116.39,114.00,114.68
United States,Industry,Electricity (MWh),Total price (National currency/unit),10.20,11.00,11.60,12.50,16.90,20.70,22.10,25.00,27.90,30.50,36.90,42.90,49.50,49.60,50.40,51.60,49.00,47.20,46.20,46.90,47.50,48.60,48.40,48.60,47.20,46.60,46.00,45.30,44.80,39.30,46.00,50.00,48.00,51.31,52.69,57.35,61.60,63.94,68.28,68.12,67.89,68.21,66.72,68.38,71.01,69.11,67.51,69.15
United States,Industry,Electricity (MWh),Total price (USD/unit),10.20,11.00,11.60,12.50,16.90,20.70,22.10,25.00,27.90,30.50,36.90,42.90,49.50,49.60,50.40,51.60,49.00,47.20,46.20,46.90,47.50,48.60,48.40,48.60,47.20,46.60,46.00,45.30,44.80,39.30,46.00,50.00,48.00,51.31,52.69,57.35,61.60,63.94,68.28,68.12,67.89,68.21,66.72,68.38,71.01,69.11,67.51,69.15
United States,Industry,Electricity (MWh),Total price (USD/unit using PPP),10.20,11.00,11.60,12.50,16.90,20.70,22.10,25.00,27.90,30.50,36.90,42.90,49.50,49.60,50.40,51.60,49.00,47.20,46.20,46.90,47.50,48.60,48.40,48.60,47.20,46.60,46.00,45.30,44.80,39.30,46.00,50.00,48.00,51.31,52.69,57.35,61.60,63.94,68.28,68.12,67.89,68.21,66.72,68.38,71.01,69.11,67.51,69.15
United States,Industry,Electricity (MWh),Total price (2010 USD/unit),47.42,49.62,50.74,50.10,58.76,64.95,66.45,70.56,73.02,71.85,76.62,81.51,90.46,89.18,88.76,90.08,87.34,82.10,77.66,75.06,72.81,73.58,72.36,71.59,68.60,65.82,63.51,62.34,62.31,53.75,60.45,65.20,63.01,65.68,64.67,66.72,68.87,68.86,68.14,71.51,67.89,63.28,60.62,61.88,63.74,65.35,65.11,64.45
United States,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),47.42,49.62,50.74,50.10,58.76,64.95,66.45,70.56,73.02,71.85,76.62,81.51,90.46,89.18,88.76,90.08,87.34,82.10,77.66,75.06,72.81,73.58,72.36,71.59,68.60,65.82,63.51,62.34,62.31,53.75,60.45,65.20,63.01,65.68,64.67,66.72,68.87,68.86,68.14,71.51,67.89,63.28,60.62,61.88,63.74,65.35,65.11,64.45
Uzbekistan,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,104400.00,108332.06,131840.55,154197.26,180632.24,197194.52
Uzbekistan,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.22,51.66,56.95,59.92,60.84,36.45
Uzbekistan,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,154.06,142.15,157.00,170.51,187.96,..
Uzbekistan,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
