,Nation,iso_code3,Year,fuelefficiency_trns_public_hydrogen_km_per_litre
3884,Sri Lanka,LKA,2043,0.5602
3885,Sri Lanka,LKA,2044,0.5602
3886,Sri Lanka,LKA,2045,0.5602
3887,Sri Lanka,LKA,2046,0.5602
3888,Sri Lanka,LKA,2047,0.5602
3889,Sri Lanka,LKA,2048,0.5602
3890,Sri Lanka,LKA,2049,0.5602
3891,Sri Lanka,LKA,2050,0.5602
3892,Lower middle income,LMC,2023,0.5602
3893,Lower middle income,LMC,2024,0.5602
3894,Lower middle income,LMC,2025,0.5602
3895,Lower middle income,LMC,2026,0.5602
3896,Lower middle income,LMC,2027,0.5602
3897,Lower middle income,LMC,2028,0.5602
3898,Lower middle income,LMC,2029,0.5602
3899,Lower middle income,LMC,2030,0.5602
3900,Lower middle income,LMC,2031,0.5602
3901,Lower middle income,LMC,2032,0.5602
3902,Lower middle income,LMC,2033,0.5602
3903,Lower middle income,LMC,2034,0.5602
3904,Lower middle income,LMC,2035,0.5602
3905,Lower middle income,LMC,2036,0.5602
3906,Lower middle income,LMC,2037,0.5602
3907,Lower middle income,LMC,2038,0.5602
3908,Lower middle income,LMC,2039,0.5602
3909,Lower middle income,LMC,2040,0.5602
3910,Lower middle income,LMC,2041,0.5602
3911,Lower middle income,LMC,2042,0.5602
3912,Lower middle income,LMC,2043,0.5602
3913,Lower middle income,LMC,2044,0.5602
3914,Lower middle income,LMC,2045,0.5602
3915,Lower middle income,LMC,2046,0.5602
3916,Lower middle income,LMC,2047,0.5602
3917,Lower middle income,LMC,2048,0.5602
3918,Lower middle income,LMC,2049,0.5602
3919,Lower middle income,LMC,2050,0.5602
3920,Low & middle income,LMY,2023,0.5602
3921,Low & middle income,LMY,2024,0.5602
3922,Low & middle income,LMY,2025,0.5602
3923,Low & middle income,LMY,2026,0.5602
3924,Low & middle income,LMY,2027,0.5602
3925,Low & middle income,LMY,2028,0.5602
3926,Low & middle income,LMY,2029,0.5602
3927,Low & middle income,LMY,2030,0.5602
3928,Low & middle income,LMY,2031,0.5602
3929,Low & middle income,LMY,2032,0.5602
3930,Low & middle income,LMY,2033,0.5602
3931,Low & middle income,LMY,2034,0.5602
3932,Low & middle income,LMY,2035,0.5602
3933,Low & middle income,LMY,2036,0.5602
3934,Low & middle income,LMY,2037,0.5602
3935,Low & middle income,LMY,2038,0.5602
3936,Low & middle income,LMY,2039,0.5602
3937,Low & middle income,LMY,2040,0.5602
3938,Low & middle income,LMY,2041,0.5602
3939,Low & middle income,LMY,2042,0.5602
3940,Low & middle income,LMY,2043,0.5602
3941,Low & middle income,LMY,2044,0.5602
3942,Low & middle income,LMY,2045,0.5602
3943,Low & middle income,LMY,2046,0.5602
3944,Low & middle income,LMY,2047,0.5602
3945,Low & middle income,LMY,2048,0.5602
3946,Low & middle income,LMY,2049,0.5602
3947,Low & middle income,LMY,2050,0.5602
3948,Lesotho,LSO,2023,0.5602
3949,Lesotho,LSO,2024,0.5602
3950,Lesotho,LSO,2025,0.5602
3951,Lesotho,LSO,2026,0.5602
3952,Lesotho,LSO,2027,0.5602
3953,Lesotho,LSO,2028,0.5602
3954,Lesotho,LSO,2029,0.5602
3955,Lesotho,LSO,2030,0.5602
3956,Lesotho,LSO,2031,0.5602
3957,Lesotho,LSO,2032,0.5602
3958,Lesotho,LSO,2033,0.5602
3959,Lesotho,LSO,2034,0.5602
3960,Lesotho,LSO,2035,0.5602
3961,Lesotho,LSO,2036,0.5602
3962,Lesotho,LSO,2037,0.5602
3963,Lesotho,LSO,2038,0.5602
3964,Lesotho,LSO,2039,0.5602
3965,Lesotho,LSO,2040,0.5602
3966,Lesotho,LSO,2041,0.5602
3967,Lesotho,LSO,2042,0.5602
3968,Lesotho,LSO,2043,0.5602
3969,Lesotho,LSO,2044,0.5602
3970,Lesotho,LSO,2045,0.5602
3971,Lesotho,LSO,2046,0.5602
3972,Lesotho,LSO,2047,0.5602
3973,Lesotho,LSO,2048,0.5602
3974,Lesotho,LSO,2049,0.5602
3975,Lesotho,LSO,2050,0.5602
3976,Late-demographic dividend,LTE,2023,0.5602
3977,Late-demographic dividend,LTE,2024,0.5602
3978,Late-demographic dividend,LTE,2025,0.5602
3979,Late-demographic dividend,LTE,2026,0.5602
3980,Late-demographic dividend,LTE,2027,0.5602
3981,Late-demographic dividend,LTE,2028,0.5602
3982,Late-demographic dividend,LTE,2029,0.5602
3983,Late-demographic dividend,LTE,2030,0.5602
3984,Late-demographic dividend,LTE,2031,0.5602
3985,Late-demographic dividend,LTE,2032,0.5602
3986,Late-demographic dividend,LTE,2033,0.5602
3987,Late-demographic dividend,LTE,2034,0.5602
3988,Late-demographic dividend,LTE,2035,0.5602
3989,Late-demographic dividend,LTE,2036,0.5602
3990,Late-demographic dividend,LTE,2037,0.5602
3991,Late-demographic dividend,LTE,2038,0.5602
3992,Late-demographic dividend,LTE,2039,0.5602
3993,Late-demographic dividend,LTE,2040,0.5602
3994,Late-demographic dividend,LTE,2041,0.5602
3995,Late-demographic dividend,LTE,2042,0.5602
3996,Late-demographic dividend,LTE,2043,0.5602
3997,Late-demographic dividend,LTE,2044,0.5602
3998,Late-demographic dividend,LTE,2045,0.5602
3999,Late-demographic dividend,LTE,2046,0.5602
4000,Late-demographic dividend,LTE,2047,0.5602
4001,Late-demographic dividend,LTE,2048,0.5602
4002,Late-demographic dividend,LTE,2049,0.5602
4003,Late-demographic dividend,LTE,2050,0.5602
4004,Lithuania,LTU,2023,0.5602
4005,Lithuania,LTU,2024,0.5602
4006,Lithuania,LTU,2025,0.5602
4007,Lithuania,LTU,2026,0.5602
4008,Lithuania,LTU,2027,0.5602
4009,Lithuania,LTU,2028,0.5602
4010,Lithuania,LTU,2029,0.5602
4011,Lithuania,LTU,2030,0.5602
4012,Lithuania,LTU,2031,0.5602
4013,Lithuania,LTU,2032,0.5602
4014,Lithuania,LTU,2033,0.5602
4015,Lithuania,LTU,2034,0.5602
4016,Lithuania,LTU,2035,0.5602
4017,Lithuania,LTU,2036,0.5602
4018,Lithuania,LTU,2037,0.5602
4019,Lithuania,LTU,2038,0.5602
4020,Lithuania,LTU,2039,0.5602
4021,Lithuania,LTU,2040,0.5602
4022,Lithuania,LTU,2041,0.5602
4023,Lithuania,LTU,2042,0.5602
4024,Lithuania,LTU,2043,0.5602
4025,Lithuania,LTU,2044,0.5602
4026,Lithuania,LTU,2045,0.5602
4027,Lithuania,LTU,2046,0.5602
4028,Lithuania,LTU,2047,0.5602
4029,Lithuania,LTU,2048,0.5602
4030,Lithuania,LTU,2049,0.5602
4031,Lithuania,LTU,2050,0.5602
4032,Luxembourg,LUX,2023,0.5602
4033,Luxembourg,LUX,2024,0.5602
4034,Luxembourg,LUX,2025,0.5602
4035,Luxembourg,LUX,2026,0.5602
4036,Luxembourg,LUX,2027,0.5602
4037,Luxembourg,LUX,2028,0.5602
4038,Luxembourg,LUX,2029,0.5602
4039,Luxembourg,LUX,2030,0.5602
4040,Luxembourg,LUX,2031,0.5602
4041,Luxembourg,LUX,2032,0.5602
4042,Luxembourg,LUX,2033,0.5602
4043,Luxembourg,LUX,2034,0.5602
4044,Luxembourg,LUX,2035,0.5602
4045,Luxembourg,LUX,2036,0.5602
4046,Luxembourg,LUX,2037,0.5602
4047,Luxembourg,LUX,2038,0.5602
4048,Luxembourg,LUX,2039,0.5602
4049,Luxembourg,LUX,2040,0.5602
4050,Luxembourg,LUX,2041,0.5602
4051,Luxembourg,LUX,2042,0.5602
4052,Luxembourg,LUX,2043,0.5602
4053,Luxembourg,LUX,2044,0.5602
4054,Luxembourg,LUX,2045,0.5602
4055,Luxembourg,LUX,2046,0.5602
4056,Luxembourg,LUX,2047,0.5602
4057,Luxembourg,LUX,2048,0.5602
4058,Luxembourg,LUX,2049,0.5602
4059,Luxembourg,LUX,2050,0.5602
4060,Latvia,LVA,2023,0.5602
4061,Latvia,LVA,2024,0.5602
4062,Latvia,LVA,2025,0.5602
4063,Latvia,LVA,2026,0.5602
4064,Latvia,LVA,2027,0.5602
4065,Latvia,LVA,2028,0.5602
4066,Latvia,LVA,2029,0.5602
4067,Latvia,LVA,2030,0.5602
4068,Latvia,LVA,2031,0.5602
4069,Latvia,LVA,2032,0.5602
4070,Latvia,LVA,2033,0.5602
4071,Latvia,LVA,2034,0.5602
4072,Latvia,LVA,2035,0.5602
4073,Latvia,LVA,2036,0.5602
4074,Latvia,LVA,2037,0.5602
4075,Latvia,LVA,2038,0.5602
4076,Latvia,LVA,2039,0.5602
4077,Latvia,LVA,2040,0.5602
4078,Latvia,LVA,2041,0.5602
4079,Latvia,LVA,2042,0.5602
4080,Latvia,LVA,2043,0.5602
4081,Latvia,LVA,2044,0.5602
4082,Latvia,LVA,2045,0.5602
4083,Latvia,LVA,2046,0.5602
4084,Latvia,LVA,2047,0.5602
4085,Latvia,LVA,2048,0.5602
4086,Latvia,LVA,2049,0.5602
4087,Latvia,LVA,2050,0.5602
4088,"Macao SAR, China",MAC,2023,0.5602
4089,"Macao SAR, China",MAC,2024,0.5602
4090,"Macao SAR, China",MAC,2025,0.5602
4091,"Macao SAR, China",MAC,2026,0.5602
4092,"Macao SAR, China",MAC,2027,0.5602
4093,"Macao SAR, China",MAC,2028,0.5602
4094,"Macao SAR, China",MAC,2029,0.5602
4095,"Macao SAR, China",MAC,2030,0.5602
4096,"Macao SAR, China",MAC,2031,0.5602
4097,"Macao SAR, China",MAC,2032,0.5602
4098,"Macao SAR, China",MAC,2033,0.5602
4099,"Macao SAR, China",MAC,2034,0.5602
4100,"Macao SAR, China",MAC,2035,0.5602
4101,"Macao SAR, China",MAC,2036,0.5602
4102,"Macao SAR, China",MAC,2037,0.5602
4103,"Macao SAR, China",MAC,2038,0.5602
4104,"Macao SAR, China",MAC,2039,0.5602
4105,"Macao SAR, China",MAC,2040,0.5602
4106,"Macao SAR, China",MAC,2041,0.5602
4107,"Macao SAR, China",MAC,2042,0.5602
4108,"Macao SAR, China",MAC,2043,0.5602
4109,"Macao SAR, China",MAC,2044,0.5602
4110,"Macao SAR, China",MAC,2045,0.5602
4111,"Macao SAR, China",MAC,2046,0.5602
4112,"Macao SAR, China",MAC,2047,0.5602
4113,"Macao SAR, China",MAC,2048,0.5602
4114,"Macao SAR, China",MAC,2049,0.5602
4115,"Macao SAR, China",MAC,2050,0.5602
4116,St. Martin (French part),MAF,2023,0.5602
4117,St. Martin (French part),MAF,2024,0.5602
4118,St. Martin (French part),MAF,2025,0.5602
4119,St. Martin (French part),MAF,2026,0.5602
4120,St. Martin (French part),MAF,2027,0.5602
4121,St. Martin (French part),MAF,2028,0.5602
4122,St. Martin (French part),MAF,2029,0.5602
4123,St. Martin (French part),MAF,2030,0.5602
4124,St. Martin (French part),MAF,2031,0.5602
4125,St. Martin (French part),MAF,2032,0.5602
4126,St. Martin (French part),MAF,2033,0.5602
4127,St. Martin (French part),MAF,2034,0.5602
4128,St. Martin (French part),MAF,2035,0.5602
4129,St. Martin (French part),MAF,2036,0.5602
4130,St. Martin (French part),MAF,2037,0.5602
4131,St. Martin (French part),MAF,2038,0.5602
4132,St. Martin (French part),MAF,2039,0.5602
4133,St. Martin (French part),MAF,2040,0.5602
4134,St. Martin (French part),MAF,2041,0.5602
4135,St. Martin (French part),MAF,2042,0.5602
4136,St. Martin (French part),MAF,2043,0.5602
4137,St. Martin (French part),MAF,2044,0.5602
4138,St. Martin (French part),MAF,2045,0.5602
4139,St. Martin (French part),MAF,2046,0.5602
4140,St. Martin (French part),MAF,2047,0.5602
4141,St. Martin (French part),MAF,2048,0.5602
4142,St. Martin (French part),MAF,2049,0.5602
4143,St. Martin (French part),MAF,2050,0.5602
4144,Morocco,MAR,2023,0.5602
4145,Morocco,MAR,2024,0.5602
4146,Morocco,MAR,2025,0.5602
4147,Morocco,MAR,2026,0.5602
4148,Morocco,MAR,2027,0.5602
4149,Morocco,MAR,2028,0.5602
4150,Morocco,MAR,2029,0.5602
4151,Morocco,MAR,2030,0.5602
4152,Morocco,MAR,2031,0.5602
4153,Morocco,MAR,2032,0.5602
4154,Morocco,MAR,2033,0.5602
4155,Morocco,MAR,2034,0.5602
4156,Morocco,MAR,2035,0.5602
4157,Morocco,MAR,2036,0.5602
4158,Morocco,MAR,2037,0.5602
4159,Morocco,MAR,2038,0.5602
4160,Morocco,MAR,2039,0.5602
4161,Morocco,MAR,2040,0.5602
4162,Morocco,MAR,2041,0.5602
4163,Morocco,MAR,2042,0.5602
4164,Morocco,MAR,2043,0.5602
4165,Morocco,MAR,2044,0.5602
4166,Morocco,MAR,2045,0.5602
4167,Morocco,MAR,2046,0.5602
4168,Morocco,MAR,2047,0.5602
4169,Morocco,MAR,2048,0.5602
4170,Morocco,MAR,2049,0.5602
4171,Morocco,MAR,2050,0.5602
4172,Monaco,MCO,2023,0.5602
4173,Monaco,MCO,2024,0.5602
4174,Monaco,MCO,2025,0.5602
4175,Monaco,MCO,2026,0.5602
4176,Monaco,MCO,2027,0.5602
4177,Monaco,MCO,2028,0.5602
4178,Monaco,MCO,2029,0.5602
4179,Monaco,MCO,2030,0.5602
4180,Monaco,MCO,2031,0.5602
4181,Monaco,MCO,2032,0.5602
4182,Monaco,MCO,2033,0.5602
4183,Monaco,MCO,2034,0.5602
4184,Monaco,MCO,2035,0.5602
4185,Monaco,MCO,2036,0.5602
4186,Monaco,MCO,2037,0.5602
4187,Monaco,MCO,2038,0.5602
4188,Monaco,MCO,2039,0.5602
4189,Monaco,MCO,2040,0.5602
4190,Monaco,MCO,2041,0.5602
4191,Monaco,MCO,2042,0.5602
4192,Monaco,MCO,2043,0.5602
4193,Monaco,MCO,2044,0.5602
4194,Monaco,MCO,2045,0.5602
4195,Monaco,MCO,2046,0.5602
4196,Monaco,MCO,2047,0.5602
4197,Monaco,MCO,2048,0.5602
4198,Monaco,MCO,2049,0.5602
4199,Monaco,MCO,2050,0.5602
4200,Moldova,MDA,2023,0.5602
4201,Moldova,MDA,2024,0.5602
4202,Moldova,MDA,2025,0.5602
4203,Moldova,MDA,2026,0.5602
4204,Moldova,MDA,2027,0.5602
4205,Moldova,MDA,2028,0.5602
4206,Moldova,MDA,2029,0.5602
4207,Moldova,MDA,2030,0.5602
4208,Moldova,MDA,2031,0.5602
4209,Moldova,MDA,2032,0.5602
4210,Moldova,MDA,2033,0.5602
4211,Moldova,MDA,2034,0.5602
4212,Moldova,MDA,2035,0.5602
4213,Moldova,MDA,2036,0.5602
4214,Moldova,MDA,2037,0.5602
4215,Moldova,MDA,2038,0.5602
4216,Moldova,MDA,2039,0.5602
4217,Moldova,MDA,2040,0.5602
4218,Moldova,MDA,2041,0.5602
4219,Moldova,MDA,2042,0.5602
4220,Moldova,MDA,2043,0.5602
4221,Moldova,MDA,2044,0.5602
4222,Moldova,MDA,2045,0.5602
4223,Moldova,MDA,2046,0.5602
4224,Moldova,MDA,2047,0.5602
4225,Moldova,MDA,2048,0.5602
4226,Moldova,MDA,2049,0.5602
4227,Moldova,MDA,2050,0.5602
4228,Madagascar,MDG,2023,0.5602
4229,Madagascar,MDG,2024,0.5602
4230,Madagascar,MDG,2025,0.5602
4231,Madagascar,MDG,2026,0.5602
4232,Madagascar,MDG,2027,0.5602
4233,Madagascar,MDG,2028,0.5602
4234,Madagascar,MDG,2029,0.5602
4235,Madagascar,MDG,2030,0.5602
4236,Madagascar,MDG,2031,0.5602
4237,Madagascar,MDG,2032,0.5602
4238,Madagascar,MDG,2033,0.5602
4239,Madagascar,MDG,2034,0.5602
4240,Madagascar,MDG,2035,0.5602
4241,Madagascar,MDG,2036,0.5602
4242,Madagascar,MDG,2037,0.5602
4243,Madagascar,MDG,2038,0.5602
4244,Madagascar,MDG,2039,0.5602
4245,Madagascar,MDG,2040,0.5602
4246,Madagascar,MDG,2041,0.5602
4247,Madagascar,MDG,2042,0.5602
4248,Madagascar,MDG,2043,0.5602
4249,Madagascar,MDG,2044,0.5602
4250,Madagascar,MDG,2045,0.5602
4251,Madagascar,MDG,2046,0.5602
4252,Madagascar,MDG,2047,0.5602
4253,Madagascar,MDG,2048,0.5602
4254,Madagascar,MDG,2049,0.5602
4255,Madagascar,MDG,2050,0.5602
4256,Maldives,MDV,2023,0.5602
4257,Maldives,MDV,2024,0.5602
4258,Maldives,MDV,2025,0.5602
4259,Maldives,MDV,2026,0.5602
4260,Maldives,MDV,2027,0.5602
4261,Maldives,MDV,2028,0.5602
4262,Maldives,MDV,2029,0.5602
4263,Maldives,MDV,2030,0.5602
4264,Maldives,MDV,2031,0.5602
4265,Maldives,MDV,2032,0.5602
4266,Maldives,MDV,2033,0.5602
4267,Maldives,MDV,2034,0.5602
4268,Maldives,MDV,2035,0.5602
4269,Maldives,MDV,2036,0.5602
4270,Maldives,MDV,2037,0.5602
4271,Maldives,MDV,2038,0.5602
4272,Maldives,MDV,2039,0.5602
4273,Maldives,MDV,2040,0.5602
4274,Maldives,MDV,2041,0.5602
4275,Maldives,MDV,2042,0.5602
4276,Maldives,MDV,2043,0.5602
4277,Maldives,MDV,2044,0.5602
4278,Maldives,MDV,2045,0.5602
4279,Maldives,MDV,2046,0.5602
4280,Maldives,MDV,2047,0.5602
4281,Maldives,MDV,2048,0.5602
4282,Maldives,MDV,2049,0.5602
4283,Maldives,MDV,2050,0.5602
4284,Middle East & North Africa,MEA,2023,0.5602
4285,Middle East & North Africa,MEA,2024,0.5602
4286,Middle East & North Africa,MEA,2025,0.5602
4287,Middle East & North Africa,MEA,2026,0.5602
4288,Middle East & North Africa,MEA,2027,0.5602
4289,Middle East & North Africa,MEA,2028,0.5602
4290,Middle East & North Africa,MEA,2029,0.5602
4291,Middle East & North Africa,MEA,2030,0.5602
4292,Middle East & North Africa,MEA,2031,0.5602
4293,Middle East & North Africa,MEA,2032,0.5602
4294,Middle East & North Africa,MEA,2033,0.5602
4295,Middle East & North Africa,MEA,2034,0.5602
4296,Middle East & North Africa,MEA,2035,0.5602
4297,Middle East & North Africa,MEA,2036,0.5602
4298,Middle East & North Africa,MEA,2037,0.5602
4299,Middle East & North Africa,MEA,2038,0.5602
4300,Middle East & North Africa,MEA,2039,0.5602
4301,Middle East & North Africa,MEA,2040,0.5602
4302,Middle East & North Africa,MEA,2041,0.5602
4303,Middle East & North Africa,MEA,2042,0.5602
4304,Middle East & North Africa,MEA,2043,0.5602
4305,Middle East & North Africa,MEA,2044,0.5602
4306,Middle East & North Africa,MEA,2045,0.5602
4307,Middle East & North Africa,MEA,2046,0.5602
4308,Middle East & North Africa,MEA,2047,0.5602
4309,Middle East & North Africa,MEA,2048,0.5602
4310,Middle East & North Africa,MEA,2049,0.5602
4311,Middle East & North Africa,MEA,2050,0.5602
4312,Mexico,MEX,2023,0.5602
4313,Mexico,MEX,2024,0.5602
4314,Mexico,MEX,2025,0.5602
4315,Mexico,MEX,2026,0.5602
4316,Mexico,MEX,2027,0.5602
4317,Mexico,MEX,2028,0.5602
4318,Mexico,MEX,2029,0.5602
4319,Mexico,MEX,2030,0.5602
4320,Mexico,MEX,2031,0.5602
4321,Mexico,MEX,2032,0.5602
4322,Mexico,MEX,2033,0.5602
4323,Mexico,MEX,2034,0.5602
4324,Mexico,MEX,2035,0.5602
4325,Mexico,MEX,2036,0.5602
4326,Mexico,MEX,2037,0.5602
4327,Mexico,MEX,2038,0.5602
4328,Mexico,MEX,2039,0.5602
4329,Mexico,MEX,2040,0.5602
4330,Mexico,MEX,2041,0.5602
4331,Mexico,MEX,2042,0.5602
4332,Mexico,MEX,2043,0.5602
4333,Mexico,MEX,2044,0.5602
4334,Mexico,MEX,2045,0.5602
4335,Mexico,MEX,2046,0.5602
4336,Mexico,MEX,2047,0.5602
4337,Mexico,MEX,2048,0.5602
4338,Mexico,MEX,2049,0.5602
4339,Mexico,MEX,2050,0.5602
4340,Marshall Islands,MHL,2023,0.5602
4341,Marshall Islands,MHL,2024,0.5602
4342,Marshall Islands,MHL,2025,0.5602
4343,Marshall Islands,MHL,2026,0.5602
4344,Marshall Islands,MHL,2027,0.5602
4345,Marshall Islands,MHL,2028,0.5602
4346,Marshall Islands,MHL,2029,0.5602
4347,Marshall Islands,MHL,2030,0.5602
4348,Marshall Islands,MHL,2031,0.5602
4349,Marshall Islands,MHL,2032,0.5602
4350,Marshall Islands,MHL,2033,0.5602
4351,Marshall Islands,MHL,2034,0.5602
4352,Marshall Islands,MHL,2035,0.5602
4353,Marshall Islands,MHL,2036,0.5602
4354,Marshall Islands,MHL,2037,0.5602
4355,Marshall Islands,MHL,2038,0.5602
4356,Marshall Islands,MHL,2039,0.5602
4357,Marshall Islands,MHL,2040,0.5602
4358,Marshall Islands,MHL,2041,0.5602
4359,Marshall Islands,MHL,2042,0.5602
4360,Marshall Islands,MHL,2043,0.5602
4361,Marshall Islands,MHL,2044,0.5602
4362,Marshall Islands,MHL,2045,0.5602
4363,Marshall Islands,MHL,2046,0.5602
4364,Marshall Islands,MHL,2047,0.5602
4365,Marshall Islands,MHL,2048,0.5602
4366,Marshall Islands,MHL,2049,0.5602
4367,Marshall Islands,MHL,2050,0.5602
4368,Middle income,MIC,2023,0.5602
4369,Middle income,MIC,2024,0.5602
4370,Middle income,MIC,2025,0.5602
4371,Middle income,MIC,2026,0.5602
4372,Middle income,MIC,2027,0.5602
4373,Middle income,MIC,2028,0.5602
4374,Middle income,MIC,2029,0.5602
4375,Middle income,MIC,2030,0.5602
4376,Middle income,MIC,2031,0.5602
4377,Middle income,MIC,2032,0.5602
4378,Middle income,MIC,2033,0.5602
4379,Middle income,MIC,2034,0.5602
4380,Middle income,MIC,2035,0.5602
4381,Middle income,MIC,2036,0.5602
4382,Middle income,MIC,2037,0.5602
4383,Middle income,MIC,2038,0.5602
4384,Middle income,MIC,2039,0.5602
4385,Middle income,MIC,2040,0.5602
4386,Middle income,MIC,2041,0.5602
4387,Middle income,MIC,2042,0.5602
4388,Middle income,MIC,2043,0.5602
4389,Middle income,MIC,2044,0.5602
4390,Middle income,MIC,2045,0.5602
4391,Middle income,MIC,2046,0.5602
4392,Middle income,MIC,2047,0.5602
4393,Middle income,MIC,2048,0.5602
4394,Middle income,MIC,2049,0.5602
4395,Middle income,MIC,2050,0.5602
4396,North Macedonia,MKD,2023,0.5602
4397,North Macedonia,MKD,2024,0.5602
4398,North Macedonia,MKD,2025,0.5602
4399,North Macedonia,MKD,2026,0.5602
4400,North Macedonia,MKD,2027,0.5602
4401,North Macedonia,MKD,2028,0.5602
4402,North Macedonia,MKD,2029,0.5602
4403,North Macedonia,MKD,2030,0.5602
4404,North Macedonia,MKD,2031,0.5602
4405,North Macedonia,MKD,2032,0.5602
4406,North Macedonia,MKD,2033,0.5602
4407,North Macedonia,MKD,2034,0.5602
4408,North Macedonia,MKD,2035,0.5602
4409,North Macedonia,MKD,2036,0.5602
4410,North Macedonia,MKD,2037,0.5602
4411,North Macedonia,MKD,2038,0.5602
4412,North Macedonia,MKD,2039,0.5602
4413,North Macedonia,MKD,2040,0.5602
4414,North Macedonia,MKD,2041,0.5602
4415,North Macedonia,MKD,2042,0.5602
4416,North Macedonia,MKD,2043,0.5602
4417,North Macedonia,MKD,2044,0.5602
4418,North Macedonia,MKD,2045,0.5602
4419,North Macedonia,MKD,2046,0.5602
4420,North Macedonia,MKD,2047,0.5602
4421,North Macedonia,MKD,2048,0.5602
4422,North Macedonia,MKD,2049,0.5602
4423,North Macedonia,MKD,2050,0.5602
4424,Mali,MLI,2023,0.5602
4425,Mali,MLI,2024,0.5602
4426,Mali,MLI,2025,0.5602
4427,Mali,MLI,2026,0.5602
4428,Mali,MLI,2027,0.5602
4429,Mali,MLI,2028,0.5602
4430,Mali,MLI,2029,0.5602
4431,Mali,MLI,2030,0.5602
4432,Mali,MLI,2031,0.5602
4433,Mali,MLI,2032,0.5602
4434,Mali,MLI,2033,0.5602
4435,Mali,MLI,2034,0.5602
4436,Mali,MLI,2035,0.5602
4437,Mali,MLI,2036,0.5602
4438,Mali,MLI,2037,0.5602
4439,Mali,MLI,2038,0.5602
4440,Mali,MLI,2039,0.5602
4441,Mali,MLI,2040,0.5602
4442,Mali,MLI,2041,0.5602
4443,Mali,MLI,2042,0.5602
4444,Mali,MLI,2043,0.5602
4445,Mali,MLI,2044,0.5602
4446,Mali,MLI,2045,0.5602
4447,Mali,MLI,2046,0.5602
4448,Mali,MLI,2047,0.5602
4449,Mali,MLI,2048,0.5602
4450,Mali,MLI,2049,0.5602
4451,Mali,MLI,2050,0.5602
4452,Malta,MLT,2023,0.5602
4453,Malta,MLT,2024,0.5602
4454,Malta,MLT,2025,0.5602
4455,Malta,MLT,2026,0.5602
4456,Malta,MLT,2027,0.5602
4457,Malta,MLT,2028,0.5602
4458,Malta,MLT,2029,0.5602
4459,Malta,MLT,2030,0.5602
4460,Malta,MLT,2031,0.5602
4461,Malta,MLT,2032,0.5602
4462,Malta,MLT,2033,0.5602
4463,Malta,MLT,2034,0.5602
4464,Malta,MLT,2035,0.5602
4465,Malta,MLT,2036,0.5602
4466,Malta,MLT,2037,0.5602
4467,Malta,MLT,2038,0.5602
4468,Malta,MLT,2039,0.5602
4469,Malta,MLT,2040,0.5602
4470,Malta,MLT,2041,0.5602
4471,Malta,MLT,2042,0.5602
4472,Malta,MLT,2043,0.5602
4473,Malta,MLT,2044,0.5602
4474,Malta,MLT,2045,0.5602
4475,Malta,MLT,2046,0.5602
4476,Malta,MLT,2047,0.5602
4477,Malta,MLT,2048,0.5602
4478,Malta,MLT,2049,0.5602
4479,Malta,MLT,2050,0.5602
4480,Myanmar,MMR,2023,0.5602
4481,Myanmar,MMR,2024,0.5602
4482,Myanmar,MMR,2025,0.5602
4483,Myanmar,MMR,2026,0.5602
4484,Myanmar,MMR,2027,0.5602
4485,Myanmar,MMR,2028,0.5602
4486,Myanmar,MMR,2029,0.5602
4487,Myanmar,MMR,2030,0.5602
4488,Myanmar,MMR,2031,0.5602
4489,Myanmar,MMR,2032,0.5602
4490,Myanmar,MMR,2033,0.5602
4491,Myanmar,MMR,2034,0.5602
4492,Myanmar,MMR,2035,0.5602
4493,Myanmar,MMR,2036,0.5602
4494,Myanmar,MMR,2037,0.5602
4495,Myanmar,MMR,2038,0.5602
4496,Myanmar,MMR,2039,0.5602
4497,Myanmar,MMR,2040,0.5602
4498,Myanmar,MMR,2041,0.5602
4499,Myanmar,MMR,2042,0.5602
4500,Myanmar,MMR,2043,0.5602
4501,Myanmar,MMR,2044,0.5602
4502,Myanmar,MMR,2045,0.5602
4503,Myanmar,MMR,2046,0.5602
4504,Myanmar,MMR,2047,0.5602
4505,Myanmar,MMR,2048,0.5602
4506,Myanmar,MMR,2049,0.5602
4507,Myanmar,MMR,2050,0.5602
4508,Middle East & North Africa (excluding high income),MNA,2023,0.5602
4509,Middle East & North Africa (excluding high income),MNA,2024,0.5602
4510,Middle East & North Africa (excluding high income),MNA,2025,0.5602
4511,Middle East & North Africa (excluding high income),MNA,2026,0.5602
4512,Middle East & North Africa (excluding high income),MNA,2027,0.5602
4513,Middle East & North Africa (excluding high income),MNA,2028,0.5602
4514,Middle East & North Africa (excluding high income),MNA,2029,0.5602
4515,Middle East & North Africa (excluding high income),MNA,2030,0.5602
4516,Middle East & North Africa (excluding high income),MNA,2031,0.5602
4517,Middle East & North Africa (excluding high income),MNA,2032,0.5602
4518,Middle East & North Africa (excluding high income),MNA,2033,0.5602
4519,Middle East & North Africa (excluding high income),MNA,2034,0.5602
4520,Middle East & North Africa (excluding high income),MNA,2035,0.5602
4521,Middle East & North Africa (excluding high income),MNA,2036,0.5602
4522,Middle East & North Africa (excluding high income),MNA,2037,0.5602
4523,Middle East & North Africa (excluding high income),MNA,2038,0.5602
4524,Middle East & North Africa (excluding high income),MNA,2039,0.5602
4525,Middle East & North Africa (excluding high income),MNA,2040,0.5602
