Year,iso_code3,pij_lndu_forests_primary_to_forests_primary
2046,ALB,0.9987564266147364
2047,ALB,0.9987564266147364
2048,ALB,0.9987564266147364
2049,ALB,0.9987564266147364
2050,ALB,0.9987564266147364
2019,ARG,0.9945905668739392
2020,ARG,0.994784884381506
2021,ARG,0.994784884381506
2022,ARG,0.994784884381506
2023,ARG,0.994784884381506
2024,ARG,0.994784884381506
2025,ARG,0.994784884381506
2026,ARG,0.994784884381506
2027,ARG,0.994784884381506
2028,ARG,0.994784884381506
2029,ARG,0.994784884381506
2030,ARG,0.994784884381506
2031,ARG,0.994784884381506
2032,ARG,0.994784884381506
2033,ARG,0.994784884381506
2034,ARG,0.994784884381506
2035,ARG,0.994784884381506
2036,ARG,0.994784884381506
2037,ARG,0.994784884381506
2038,ARG,0.994784884381506
2039,ARG,0.994784884381506
2040,ARG,0.994784884381506
2041,ARG,0.994784884381506
2042,ARG,0.994784884381506
2043,ARG,0.994784884381506
2044,ARG,0.994784884381506
2045,ARG,0.994784884381506
2046,ARG,0.994784884381506
2047,ARG,0.994784884381506
2048,ARG,0.994784884381506
2049,ARG,0.994784884381506
2050,ARG,0.994784884381506
2019,ATG,0.5002536529326217
2020,ATG,0.5002648980200961
2021,ATG,0.5002648980200961
2022,ATG,0.5002648980200961
2023,ATG,0.5002648980200961
2024,ATG,0.5002648980200961
2025,ATG,0.5002648980200961
2026,ATG,0.5002648980200961
2027,ATG,0.5002648980200961
2028,ATG,0.5002648980200961
2029,ATG,0.5002648980200961
2030,ATG,0.5002648980200961
2031,ATG,0.5002648980200961
2032,ATG,0.5002648980200961
2033,ATG,0.5002648980200961
2034,ATG,0.5002648980200961
2035,ATG,0.5002648980200961
2036,ATG,0.5002648980200961
2037,ATG,0.5002648980200961
2038,ATG,0.5002648980200961
2039,ATG,0.5002648980200961
2040,ATG,0.5002648980200961
2041,ATG,0.5002648980200961
2042,ATG,0.5002648980200961
2043,ATG,0.5002648980200961
2044,ATG,0.5002648980200961
2045,ATG,0.5002648980200961
2046,ATG,0.5002648980200961
2047,ATG,0.5002648980200961
2048,ATG,0.5002648980200961
2049,ATG,0.5002648980200961
2050,ATG,0.5002648980200961
2019,AUS,0.9900002563078188
2020,AUS,0.990621614472062
2021,AUS,0.990621614472062
2022,AUS,0.990621614472062
2023,AUS,0.990621614472062
2024,AUS,0.990621614472062
2025,AUS,0.990621614472062
2026,AUS,0.990621614472062
2027,AUS,0.990621614472062
2028,AUS,0.990621614472062
2029,AUS,0.990621614472062
2030,AUS,0.990621614472062
2031,AUS,0.990621614472062
2032,AUS,0.990621614472062
2033,AUS,0.990621614472062
2034,AUS,0.990621614472062
2035,AUS,0.990621614472062
2036,AUS,0.990621614472062
2037,AUS,0.990621614472062
2038,AUS,0.990621614472062
2039,AUS,0.990621614472062
2040,AUS,0.990621614472062
2041,AUS,0.990621614472062
2042,AUS,0.990621614472062
2043,AUS,0.990621614472062
2044,AUS,0.990621614472062
2045,AUS,0.990621614472062
2046,AUS,0.990621614472062
2047,AUS,0.990621614472062
2048,AUS,0.990621614472062
2049,AUS,0.990621614472062
2050,AUS,0.990621614472062
2019,AUT,0.9974764036455528
2020,AUT,0.8994081778774442
2021,AUT,0.8994081778774442
2022,AUT,0.8994081778774442
2023,AUT,0.8994081778774442
2024,AUT,0.8994081778774442
2025,AUT,0.8994081778774442
2026,AUT,0.8994081778774442
2027,AUT,0.8994081778774442
2028,AUT,0.8994081778774442
2029,AUT,0.8994081778774442
2030,AUT,0.8994081778774442
2031,AUT,0.8994081778774442
2032,AUT,0.8994081778774442
2033,AUT,0.8994081778774442
2034,AUT,0.8994081778774442
2035,AUT,0.8994081778774442
2036,AUT,0.8994081778774442
2037,AUT,0.8994081778774442
2038,AUT,0.8994081778774442
2039,AUT,0.8994081778774442
2040,AUT,0.8994081778774442
2041,AUT,0.8994081778774442
2042,AUT,0.8994081778774442
2043,AUT,0.8994081778774442
2044,AUT,0.8994081778774442
2045,AUT,0.8994081778774442
2046,AUT,0.8994081778774442
2047,AUT,0.8994081778774442
2048,AUT,0.8994081778774442
2049,AUT,0.8994081778774442
2050,AUT,0.8994081778774442
2019,AZE,0.990015826895158
2020,AZE,0.8943588275212797
2021,AZE,0.8943588275212797
2022,AZE,0.8943588275212797
2023,AZE,0.8943588275212797
2024,AZE,0.8943588275212797
2025,AZE,0.8943588275212797
2026,AZE,0.8943588275212797
2027,AZE,0.8943588275212797
2028,AZE,0.8943588275212797
2029,AZE,0.8943588275212797
2030,AZE,0.8943588275212797
2031,AZE,0.8943588275212797
2032,AZE,0.8943588275212797
2033,AZE,0.8943588275212797
2034,AZE,0.8943588275212797
2035,AZE,0.8943588275212797
2036,AZE,0.8943588275212797
2037,AZE,0.8943588275212797
2038,AZE,0.8943588275212797
2039,AZE,0.8943588275212797
2040,AZE,0.8943588275212797
2041,AZE,0.8943588275212797
2042,AZE,0.8943588275212797
2043,AZE,0.8943588275212797
2044,AZE,0.8943588275212797
2045,AZE,0.8943588275212797
2046,AZE,0.8943588275212797
2047,AZE,0.8943588275212797
2048,AZE,0.8943588275212797
2049,AZE,0.8943588275212797
2050,AZE,0.8943588275212797
2019,BDI,0.9996441761165148
2020,BDI,0.8014277369038865
2021,BDI,0.8014277369038865
2022,BDI,0.8014277369038865
2023,BDI,0.8014277369038865
2024,BDI,0.8014277369038865
2025,BDI,0.8014277369038865
2026,BDI,0.8014277369038865
2027,BDI,0.8014277369038865
2028,BDI,0.8014277369038865
2029,BDI,0.8014277369038865
2030,BDI,0.8014277369038865
2031,BDI,0.8014277369038865
2032,BDI,0.8014277369038865
2033,BDI,0.8014277369038865
2034,BDI,0.8014277369038865
2035,BDI,0.8014277369038865
2036,BDI,0.8014277369038865
2037,BDI,0.8014277369038865
2038,BDI,0.8014277369038865
2039,BDI,0.8014277369038865
2040,BDI,0.8014277369038865
2041,BDI,0.8014277369038865
2042,BDI,0.8014277369038865
2043,BDI,0.8014277369038865
2044,BDI,0.8014277369038865
2045,BDI,0.8014277369038865
2046,BDI,0.8014277369038865
2047,BDI,0.8014277369038865
2048,BDI,0.8014277369038865
2049,BDI,0.8014277369038865
2050,BDI,0.8014277369038865
2019,BEL,0.9953075615056226
2020,BEL,0.9953382552813868
2021,BEL,0.9953382552813868
2022,BEL,0.9953382552813868
2023,BEL,0.9953382552813868
2024,BEL,0.9953382552813868
2025,BEL,0.9953382552813868
2026,BEL,0.9953382552813868
2027,BEL,0.9953382552813868
2028,BEL,0.9953382552813868
2029,BEL,0.9953382552813868
2030,BEL,0.9953382552813868
2031,BEL,0.9953382552813868
2032,BEL,0.9953382552813868
2033,BEL,0.9953382552813868
2034,BEL,0.9953382552813868
2035,BEL,0.9953382552813868
2036,BEL,0.9953382552813868
2037,BEL,0.9953382552813868
2038,BEL,0.9953382552813868
2039,BEL,0.9953382552813868
2040,BEL,0.9953382552813868
2041,BEL,0.9953382552813868
2042,BEL,0.9953382552813868
2043,BEL,0.9953382552813868
2044,BEL,0.9953382552813868
2045,BEL,0.9953382552813868
2046,BEL,0.9953382552813868
2047,BEL,0.9953382552813868
2048,BEL,0.9953382552813868
2049,BEL,0.9953382552813868
2050,BEL,0.9953382552813868
2019,BEN,0.992025218998292
2020,BEN,0.7990300792186384
2021,BEN,0.7990300792186384
2022,BEN,0.7990300792186384
2023,BEN,0.7990300792186384
2024,BEN,0.7990300792186384
2025,BEN,0.7990300792186384
2026,BEN,0.7990300792186384
2027,BEN,0.7990300792186384
2028,BEN,0.7990300792186384
2029,BEN,0.7990300792186384
2030,BEN,0.7990300792186384
2031,BEN,0.7990300792186384
2032,BEN,0.7990300792186384
2033,BEN,0.7990300792186384
2034,BEN,0.7990300792186384
2035,BEN,0.7990300792186384
2036,BEN,0.7990300792186384
2037,BEN,0.7990300792186384
2038,BEN,0.7990300792186384
2039,BEN,0.7990300792186384
2040,BEN,0.7990300792186384
2041,BEN,0.7990300792186384
2042,BEN,0.7990300792186384
2043,BEN,0.7990300792186384
2044,BEN,0.7990300792186384
2045,BEN,0.7990300792186384
2046,BEN,0.7990300792186384
2047,BEN,0.7990300792186384
2048,BEN,0.7990300792186384
2049,BEN,0.7990300792186384
2050,BEN,0.7990300792186384
2019,BFA,0.509023845943702
2020,BFA,0.5090200513963647
2021,BFA,0.5090200513963647
2022,BFA,0.5090200513963647
2023,BFA,0.5090200513963647
2024,BFA,0.5090200513963647
2025,BFA,0.5090200513963647
2026,BFA,0.5090200513963647
2027,BFA,0.5090200513963647
2028,BFA,0.5090200513963647
2029,BFA,0.5090200513963647
2030,BFA,0.5090200513963647
2031,BFA,0.5090200513963647
2032,BFA,0.5090200513963647
2033,BFA,0.5090200513963647
2034,BFA,0.5090200513963647
2035,BFA,0.5090200513963647
2036,BFA,0.5090200513963647
2037,BFA,0.5090200513963647
2038,BFA,0.5090200513963647
2039,BFA,0.5090200513963647
2040,BFA,0.5090200513963647
2041,BFA,0.5090200513963647
2042,BFA,0.5090200513963647
2043,BFA,0.5090200513963647
2044,BFA,0.5090200513963647
2045,BFA,0.5090200513963647
2046,BFA,0.5090200513963647
2047,BFA,0.5090200513963647
2048,BFA,0.5090200513963647
2049,BFA,0.5090200513963647
2050,BFA,0.5090200513963647
2019,BGD,0.9993332440320024
2020,BGD,0.9973014470937824
2021,BGD,0.9973014470937824
2022,BGD,0.9973014470937824
2023,BGD,0.9973014470937824
2024,BGD,0.9973014470937824
2025,BGD,0.9973014470937824
2026,BGD,0.9973014470937824
2027,BGD,0.9973014470937824
2028,BGD,0.9973014470937824
2029,BGD,0.9973014470937824
2030,BGD,0.9973014470937824
2031,BGD,0.9973014470937824
2032,BGD,0.9973014470937824
2033,BGD,0.9973014470937824
2034,BGD,0.9973014470937824
2035,BGD,0.9973014470937824
2036,BGD,0.9973014470937824
2037,BGD,0.9973014470937824
2038,BGD,0.9973014470937824
2039,BGD,0.9973014470937824
2040,BGD,0.9973014470937824
2041,BGD,0.9973014470937824
2042,BGD,0.9973014470937824
2043,BGD,0.9973014470937824
2044,BGD,0.9973014470937824
2045,BGD,0.9973014470937824
2046,BGD,0.9973014470937824
2047,BGD,0.9973014470937824
2048,BGD,0.9973014470937824
2049,BGD,0.9973014470937824
2050,BGD,0.9973014470937824
2019,BGR,0.9999126267850592
2020,BGR,0.8998010251564033
2021,BGR,0.8998010251564033
2022,BGR,0.8998010251564033
2023,BGR,0.8998010251564033
2024,BGR,0.8998010251564033
2025,BGR,0.8998010251564033
2026,BGR,0.8998010251564033
2027,BGR,0.8998010251564033
2028,BGR,0.8998010251564033
2029,BGR,0.8998010251564033
2030,BGR,0.8998010251564033
2031,BGR,0.8998010251564033
2032,BGR,0.8998010251564033
2033,BGR,0.8998010251564033
2034,BGR,0.8998010251564033
2035,BGR,0.8998010251564033
2036,BGR,0.8998010251564033
2037,BGR,0.8998010251564033
2038,BGR,0.8998010251564033
2039,BGR,0.8998010251564033
2040,BGR,0.8998010251564033
2041,BGR,0.8998010251564033
2042,BGR,0.8998010251564033
2043,BGR,0.8998010251564033
2044,BGR,0.8998010251564033
2045,BGR,0.8998010251564033
2046,BGR,0.8998010251564033
2047,BGR,0.8998010251564033
2048,BGR,0.8998010251564033
2049,BGR,0.8998010251564033
2050,BGR,0.8998010251564033
2019,BHS,0.9997303172897276
2020,BHS,0.9977495139541052
2021,BHS,0.9977495139541052
2022,BHS,0.9977495139541052
2023,BHS,0.9977495139541052
2024,BHS,0.9977495139541052
2025,BHS,0.9977495139541052
2026,BHS,0.9977495139541052
2027,BHS,0.9977495139541052
2028,BHS,0.9977495139541052
2029,BHS,0.9977495139541052
2030,BHS,0.9977495139541052
2031,BHS,0.9977495139541052
2032,BHS,0.9977495139541052
2033,BHS,0.9977495139541052
2034,BHS,0.9977495139541052
2035,BHS,0.9977495139541052
2036,BHS,0.9977495139541052
2037,BHS,0.9977495139541052
2038,BHS,0.9977495139541052
2039,BHS,0.9977495139541052
2040,BHS,0.9977495139541052
2041,BHS,0.9977495139541052
2042,BHS,0.9977495139541052
2043,BHS,0.9977495139541052
2044,BHS,0.9977495139541052
2045,BHS,0.9977495139541052
2046,BHS,0.9977495139541052
2047,BHS,0.9977495139541052
2048,BHS,0.9977495139541052
2049,BHS,0.9977495139541052
2050,BHS,0.9977495139541052
2019,BIH,0.9927390126239632
2020,BIH,0.8996957622908063
2021,BIH,0.8996957622908063
2022,BIH,0.8996957622908063
2023,BIH,0.8996957622908063
2024,BIH,0.8996957622908063
2025,BIH,0.8996957622908063
2026,BIH,0.8996957622908063
2027,BIH,0.8996957622908063
2028,BIH,0.8996957622908063
2029,BIH,0.8996957622908063
2030,BIH,0.8996957622908063
2031,BIH,0.8996957622908063
2032,BIH,0.8996957622908063
2033,BIH,0.8996957622908063
2034,BIH,0.8996957622908063
2035,BIH,0.8996957622908063
2036,BIH,0.8996957622908063
2037,BIH,0.8996957622908063
2038,BIH,0.8996957622908063
2039,BIH,0.8996957622908063
2040,BIH,0.8996957622908063
2041,BIH,0.8996957622908063
2042,BIH,0.8996957622908063
2043,BIH,0.8996957622908063
2044,BIH,0.8996957622908063
2045,BIH,0.8996957622908063
2046,BIH,0.8996957622908063
2047,BIH,0.8996957622908063
2048,BIH,0.8996957622908063
2049,BIH,0.8996957622908063
2050,BIH,0.8996957622908063
2019,BLR,0.9981094479746678
2020,BLR,0.9964855839866658
2021,BLR,0.9964855839866658
2022,BLR,0.9964855839866658
2023,BLR,0.9964855839866658
2024,BLR,0.9964855839866658
2025,BLR,0.9964855839866658
2026,BLR,0.9964855839866658
2027,BLR,0.9964855839866658
2028,BLR,0.9964855839866658
2029,BLR,0.9964855839866658
2030,BLR,0.9964855839866658
2031,BLR,0.9964855839866658
2032,BLR,0.9964855839866658
2033,BLR,0.9964855839866658
2034,BLR,0.9964855839866658
2035,BLR,0.9964855839866658
2036,BLR,0.9964855839866658
2037,BLR,0.9964855839866658
2038,BLR,0.9964855839866658
2039,BLR,0.9964855839866658
2040,BLR,0.9964855839866658
2041,BLR,0.9964855839866658
2042,BLR,0.9964855839866658
2043,BLR,0.9964855839866658
2044,BLR,0.9964855839866658
2045,BLR,0.9964855839866658
2046,BLR,0.9964855839866658
2047,BLR,0.9964855839866658
2048,BLR,0.9964855839866658
2049,BLR,0.9964855839866658
2050,BLR,0.9964855839866658
2019,BLZ,0.9900293970477616
2020,BLZ,0.9930740778734904
2021,BLZ,0.9930740778734904
2022,BLZ,0.9930740778734904
2023,BLZ,0.9930740778734904
2024,BLZ,0.9930740778734904
2025,BLZ,0.9930740778734904
2026,BLZ,0.9930740778734904
2027,BLZ,0.9930740778734904
2028,BLZ,0.9930740778734904
2029,BLZ,0.9930740778734904
2030,BLZ,0.9930740778734904
2031,BLZ,0.9930740778734904
2032,BLZ,0.9930740778734904
2033,BLZ,0.9930740778734904
2034,BLZ,0.9930740778734904
2035,BLZ,0.9930740778734904
2036,BLZ,0.9930740778734904
2037,BLZ,0.9930740778734904
2038,BLZ,0.9930740778734904
2039,BLZ,0.9930740778734904
2040,BLZ,0.9930740778734904
2041,BLZ,0.9930740778734904
2042,BLZ,0.9930740778734904
2043,BLZ,0.9930740778734904
2044,BLZ,0.9930740778734904
2045,BLZ,0.9930740778734904
2046,BLZ,0.9930740778734904
2047,BLZ,0.9930740778734904
2048,BLZ,0.9930740778734904
2049,BLZ,0.9930740778734904
2050,BLZ,0.9930740778734904
2019,BOL,0.9952505505895168
2020,BOL,0.9948158852230616
2021,BOL,0.9948158852230616
2022,BOL,0.9948158852230616
2023,BOL,0.9948158852230616
2024,BOL,0.9948158852230616
2025,BOL,0.9948158852230616
2026,BOL,0.9948158852230616
2027,BOL,0.9948158852230616
2028,BOL,0.9948158852230616
2029,BOL,0.9948158852230616
2030,BOL,0.9948158852230616
2031,BOL,0.9948158852230616
2032,BOL,0.9948158852230616
2033,BOL,0.9948158852230616
2034,BOL,0.9948158852230616
2035,BOL,0.9948158852230616
2036,BOL,0.9948158852230616
2037,BOL,0.9948158852230616
2038,BOL,0.9948158852230616
2039,BOL,0.9948158852230616
2040,BOL,0.9948158852230616
2041,BOL,0.9948158852230616
2042,BOL,0.9948158852230616
2043,BOL,0.9948158852230616
2044,BOL,0.9948158852230616
2045,BOL,0.9948158852230616
2046,BOL,0.9948158852230616
2047,BOL,0.9948158852230616
2048,BOL,0.9948158852230616
2049,BOL,0.9948158852230616
2050,BOL,0.9948158852230616
2019,BRA,0.9951283566411152
2020,BRA,0.99531664369299
2021,BRA,0.99531664369299
2022,BRA,0.99531664369299
2023,BRA,0.99531664369299
2024,BRA,0.99531664369299
2025,BRA,0.99531664369299
2026,BRA,0.99531664369299
2027,BRA,0.99531664369299
2028,BRA,0.99531664369299
2029,BRA,0.99531664369299
2030,BRA,0.99531664369299
2031,BRA,0.99531664369299
2032,BRA,0.99531664369299
2033,BRA,0.99531664369299
2034,BRA,0.99531664369299
2035,BRA,0.99531664369299
2036,BRA,0.99531664369299
2037,BRA,0.99531664369299
2038,BRA,0.99531664369299
2039,BRA,0.99531664369299
2040,BRA,0.99531664369299
2041,BRA,0.99531664369299
2042,BRA,0.99531664369299
2043,BRA,0.99531664369299
2044,BRA,0.99531664369299
2045,BRA,0.99531664369299
2046,BRA,0.99531664369299
2047,BRA,0.99531664369299
2048,BRA,0.99531664369299
2049,BRA,0.99531664369299
2050,BRA,0.99531664369299
2019,BRN,0.9999899221542644
2020,BRN,0.8037096811706729
2021,BRN,0.8037096811706729
2022,BRN,0.8037096811706729
2023,BRN,0.8037096811706729
2024,BRN,0.8037096811706729
2025,BRN,0.8037096811706729
2026,BRN,0.8037096811706729
2027,BRN,0.8037096811706729
2028,BRN,0.8037096811706729
2029,BRN,0.8037096811706729
2030,BRN,0.8037096811706729
2031,BRN,0.8037096811706729
2032,BRN,0.8037096811706729
2033,BRN,0.8037096811706729
2034,BRN,0.8037096811706729
2035,BRN,0.8037096811706729
2036,BRN,0.8037096811706729
2037,BRN,0.8037096811706729
2038,BRN,0.8037096811706729
2039,BRN,0.8037096811706729
2040,BRN,0.8037096811706729
2041,BRN,0.8037096811706729
2042,BRN,0.8037096811706729
2043,BRN,0.8037096811706729
2044,BRN,0.8037096811706729
2045,BRN,0.8037096811706729
2046,BRN,0.8037096811706729
2047,BRN,0.8037096811706729
2048,BRN,0.8037096811706729
2049,BRN,0.8037096811706729
2050,BRN,0.8037096811706729
2019,BWA,0.5090217137272558
2020,BWA,0.5090209299309718
2021,BWA,0.5090209299309718
2022,BWA,0.5090209299309718
2023,BWA,0.5090209299309718
2024,BWA,0.5090209299309718
2025,BWA,0.5090209299309718
2026,BWA,0.5090209299309718
2027,BWA,0.5090209299309718
2028,BWA,0.5090209299309718
2029,BWA,0.5090209299309718
2030,BWA,0.5090209299309718
2031,BWA,0.5090209299309718
2032,BWA,0.5090209299309718
2033,BWA,0.5090209299309718
2034,BWA,0.5090209299309718
2035,BWA,0.5090209299309718
2036,BWA,0.5090209299309718
2037,BWA,0.5090209299309718
2038,BWA,0.5090209299309718
2039,BWA,0.5090209299309718
2040,BWA,0.5090209299309718
2041,BWA,0.5090209299309718
2042,BWA,0.5090209299309718
2043,BWA,0.5090209299309718
2044,BWA,0.5090209299309718
2045,BWA,0.5090209299309718
2046,BWA,0.5090209299309718
2047,BWA,0.5090209299309718
2048,BWA,0.5090209299309718
2049,BWA,0.5090209299309718
2050,BWA,0.5090209299309718
2019,CAF,0.9995446117479526
2020,CAF,0.9993905032108886
2021,CAF,0.9993905032108886
2022,CAF,0.9993905032108886
2023,CAF,0.9993905032108886
2024,CAF,0.9993905032108886
2025,CAF,0.9993905032108886
2026,CAF,0.9993905032108886
2027,CAF,0.9993905032108886
2028,CAF,0.9993905032108886
2029,CAF,0.9993905032108886
2030,CAF,0.9993905032108886
2031,CAF,0.9993905032108886
2032,CAF,0.9993905032108886
2033,CAF,0.9993905032108886
2034,CAF,0.9993905032108886
2035,CAF,0.9993905032108886
2036,CAF,0.9993905032108886
2037,CAF,0.9993905032108886
2038,CAF,0.9993905032108886
2039,CAF,0.9993905032108886
2040,CAF,0.9993905032108886
2041,CAF,0.9993905032108886
2042,CAF,0.9993905032108886
2043,CAF,0.9993905032108886
2044,CAF,0.9993905032108886
2045,CAF,0.9993905032108886
2046,CAF,0.9993905032108886
2047,CAF,0.9993905032108886
2048,CAF,0.9993905032108886
2049,CAF,0.9993905032108886
2050,CAF,0.9993905032108886
2019,CAN,0.9981407064729256
2020,CAN,0.997908588892238
2021,CAN,0.997908588892238
2022,CAN,0.997908588892238
2023,CAN,0.997908588892238
2024,CAN,0.997908588892238
2025,CAN,0.997908588892238
2026,CAN,0.997908588892238
2027,CAN,0.997908588892238
2028,CAN,0.997908588892238
2029,CAN,0.997908588892238
2030,CAN,0.997908588892238
2031,CAN,0.997908588892238
2032,CAN,0.997908588892238
2033,CAN,0.997908588892238
2034,CAN,0.997908588892238
2035,CAN,0.997908588892238
2036,CAN,0.997908588892238
2037,CAN,0.997908588892238
2038,CAN,0.997908588892238
2039,CAN,0.997908588892238
2040,CAN,0.997908588892238
2041,CAN,0.997908588892238
2042,CAN,0.997908588892238
2043,CAN,0.997908588892238
2044,CAN,0.997908588892238
2045,CAN,0.997908588892238
2046,CAN,0.997908588892238
2047,CAN,0.997908588892238
2048,CAN,0.997908588892238
2049,CAN,0.997908588892238
2050,CAN,0.997908588892238
2019,CHE,0.9999885145511967
2020,CHE,0.8998318328094765
2021,CHE,0.8998318328094765
2022,CHE,0.8998318328094765
2023,CHE,0.8998318328094765
2024,CHE,0.8998318328094765
2025,CHE,0.8998318328094765
2026,CHE,0.8998318328094765
2027,CHE,0.8998318328094765
2028,CHE,0.8998318328094765
2029,CHE,0.8998318328094765
2030,CHE,0.8998318328094765
2031,CHE,0.8998318328094765
2032,CHE,0.8998318328094765
2033,CHE,0.8998318328094765
2034,CHE,0.8998318328094765
2035,CHE,0.8998318328094765
2036,CHE,0.8998318328094765
2037,CHE,0.8998318328094765
2038,CHE,0.8998318328094765
2039,CHE,0.8998318328094765
2040,CHE,0.8998318328094765
2041,CHE,0.8998318328094765
2042,CHE,0.8998318328094765
2043,CHE,0.8998318328094765
2044,CHE,0.8998318328094765
2045,CHE,0.8998318328094765
2046,CHE,0.8998318328094765
2047,CHE,0.8998318328094765
2048,CHE,0.8998318328094765
2049,CHE,0.8998318328094765
2050,CHE,0.8998318328094765
2019,CHL,0.999690602189422
2020,CHL,0.9996902118429146
2021,CHL,0.9996902118429146
2022,CHL,0.9996902118429146
2023,CHL,0.9996902118429146
2024,CHL,0.9996902118429146
2025,CHL,0.9996902118429146
2026,CHL,0.9996902118429146
2027,CHL,0.9996902118429146
2028,CHL,0.9996902118429146
2029,CHL,0.9996902118429146
2030,CHL,0.9996902118429146
2031,CHL,0.9996902118429146
2032,CHL,0.9996902118429146
2033,CHL,0.9996902118429146
2034,CHL,0.9996902118429146
2035,CHL,0.9996902118429146
2036,CHL,0.9996902118429146
2037,CHL,0.9996902118429146
2038,CHL,0.9996902118429146
2039,CHL,0.9996902118429146
2040,CHL,0.9996902118429146
2041,CHL,0.9996902118429146
2042,CHL,0.9996902118429146
2043,CHL,0.9996902118429146
2044,CHL,0.9996902118429146
2045,CHL,0.9996902118429146
2046,CHL,0.9996902118429146
2047,CHL,0.9996902118429146
2048,CHL,0.9996902118429146
2049,CHL,0.9996902118429146
2050,CHL,0.9996902118429146
2019,CHN,0.9994041667553092
2020,CHN,0.9990081115051732
2021,CHN,0.9990081115051732
2022,CHN,0.9990081115051732
2023,CHN,0.9990081115051732
2024,CHN,0.9990081115051732
2025,CHN,0.9990081115051732
2026,CHN,0.9990081115051732
2027,CHN,0.9990081115051732
2028,CHN,0.9990081115051732
2029,CHN,0.9990081115051732
2030,CHN,0.9990081115051732
2031,CHN,0.9990081115051732
2032,CHN,0.9990081115051732
2033,CHN,0.9990081115051732
2034,CHN,0.9990081115051732
2035,CHN,0.9990081115051732
2036,CHN,0.9990081115051732
2037,CHN,0.9990081115051732
2038,CHN,0.9990081115051732
2039,CHN,0.9990081115051732
2040,CHN,0.9990081115051732
2041,CHN,0.9990081115051732
2042,CHN,0.9990081115051732
2043,CHN,0.9990081115051732
2044,CHN,0.9990081115051732
2045,CHN,0.9990081115051732
2046,CHN,0.9990081115051732
2047,CHN,0.9990081115051732
2048,CHN,0.9990081115051732
2049,CHN,0.9990081115051732
2050,CHN,0.9990081115051732
2019,CIV,0.9900188525462746
2020,CIV,0.990008439099247
2021,CIV,0.990008439099247
2022,CIV,0.990008439099247
2023,CIV,0.990008439099247
2024,CIV,0.990008439099247
2025,CIV,0.990008439099247
2026,CIV,0.990008439099247
2027,CIV,0.990008439099247
2028,CIV,0.990008439099247
2029,CIV,0.990008439099247
2030,CIV,0.990008439099247
2031,CIV,0.990008439099247
2032,CIV,0.990008439099247
2033,CIV,0.990008439099247
2034,CIV,0.990008439099247
