,Nation,iso_code3,Year,frac_scoe_heat_energy_residential_natural_gas
1814,Denmark,DNK,2025,0.6296039878150097
1815,Denmark,DNK,2026,0.6296039878150097
1816,Denmark,DNK,2027,0.6296039878150097
1817,Denmark,DNK,2028,0.6296039878150097
1818,Denmark,DNK,2029,0.6296039878150097
1819,Denmark,DNK,2030,0.6296039878150097
1820,Denmark,DNK,2031,0.6296039878150097
1821,Denmark,DNK,2032,0.6296039878150097
1822,Denmark,DNK,2033,0.6296039878150097
1823,Denmark,DNK,2034,0.6296039878150097
1824,Denmark,DNK,2035,0.6296039878150097
1825,Denmark,DNK,2036,0.6296039878150097
1826,Denmark,DNK,2037,0.6296039878150097
1827,Denmark,DNK,2038,0.6296039878150097
1828,Denmark,DNK,2039,0.6296039878150097
1829,Denmark,DNK,2040,0.6296039878150097
1830,Denmark,DNK,2041,0.6296039878150097
1831,Denmark,DNK,2042,0.6296039878150097
1832,Denmark,DNK,2043,0.6296039878150097
1833,Denmark,DNK,2044,0.6296039878150097
1834,Denmark,DNK,2045,0.6296039878150097
1835,Denmark,DNK,2046,0.6296039878150097
1836,Denmark,DNK,2047,0.6296039878150097
1837,Denmark,DNK,2048,0.6296039878150097
1838,Denmark,DNK,2049,0.6296039878150097
1839,Denmark,DNK,2050,0.6296039878150097
1849,Djibouti,DJI,2020,0.22143398925043845
1850,Djibouti,DJI,2021,0.22143398925043845
1851,Djibouti,DJI,2022,0.22143398925043845
1852,Djibouti,DJI,2023,0.22143398925043845
1853,Djibouti,DJI,2024,0.22143398925043845
1854,Djibouti,DJI,2025,0.22143398925043845
1855,Djibouti,DJI,2026,0.22143398925043845
1856,Djibouti,DJI,2027,0.22143398925043845
1857,Djibouti,DJI,2028,0.22143398925043845
1858,Djibouti,DJI,2029,0.22143398925043845
1859,Djibouti,DJI,2030,0.22143398925043845
1860,Djibouti,DJI,2031,0.22143398925043845
1861,Djibouti,DJI,2032,0.22143398925043845
1862,Djibouti,DJI,2033,0.22143398925043845
1863,Djibouti,DJI,2034,0.22143398925043845
1864,Djibouti,DJI,2035,0.22143398925043845
1865,Djibouti,DJI,2036,0.22143398925043845
1866,Djibouti,DJI,2037,0.22143398925043845
1867,Djibouti,DJI,2038,0.22143398925043845
1868,Djibouti,DJI,2039,0.22143398925043845
1869,Djibouti,DJI,2040,0.22143398925043845
1870,Djibouti,DJI,2041,0.22143398925043845
1871,Djibouti,DJI,2042,0.22143398925043845
1872,Djibouti,DJI,2043,0.22143398925043845
1873,Djibouti,DJI,2044,0.22143398925043845
1874,Djibouti,DJI,2045,0.22143398925043845
1875,Djibouti,DJI,2046,0.22143398925043845
1876,Djibouti,DJI,2047,0.22143398925043845
1877,Djibouti,DJI,2048,0.22143398925043845
1878,Djibouti,DJI,2049,0.22143398925043845
1879,Djibouti,DJI,2050,0.22143398925043845
1889,Dominican Republic,DOM,2020,0.22143398925043845
1890,Dominican Republic,DOM,2021,0.22143398925043845
1891,Dominican Republic,DOM,2022,0.22143398925043845
1892,Dominican Republic,DOM,2023,0.22143398925043845
1893,Dominican Republic,DOM,2024,0.22143398925043845
1894,Dominican Republic,DOM,2025,0.22143398925043845
1895,Dominican Republic,DOM,2026,0.22143398925043845
1896,Dominican Republic,DOM,2027,0.22143398925043845
1897,Dominican Republic,DOM,2028,0.22143398925043845
1898,Dominican Republic,DOM,2029,0.22143398925043845
1899,Dominican Republic,DOM,2030,0.22143398925043845
1900,Dominican Republic,DOM,2031,0.22143398925043845
1901,Dominican Republic,DOM,2032,0.22143398925043845
1902,Dominican Republic,DOM,2033,0.22143398925043845
1903,Dominican Republic,DOM,2034,0.22143398925043845
1904,Dominican Republic,DOM,2035,0.22143398925043845
1905,Dominican Republic,DOM,2036,0.22143398925043845
1906,Dominican Republic,DOM,2037,0.22143398925043845
1907,Dominican Republic,DOM,2038,0.22143398925043845
1908,Dominican Republic,DOM,2039,0.22143398925043845
1909,Dominican Republic,DOM,2040,0.22143398925043845
1910,Dominican Republic,DOM,2041,0.22143398925043845
1911,Dominican Republic,DOM,2042,0.22143398925043845
1912,Dominican Republic,DOM,2043,0.22143398925043845
1913,Dominican Republic,DOM,2044,0.22143398925043845
1914,Dominican Republic,DOM,2045,0.22143398925043845
1915,Dominican Republic,DOM,2046,0.22143398925043845
1916,Dominican Republic,DOM,2047,0.22143398925043845
1917,Dominican Republic,DOM,2048,0.22143398925043845
1918,Dominican Republic,DOM,2049,0.22143398925043845
1919,Dominican Republic,DOM,2050,0.22143398925043845
1929,Ecuador,ECU,2020,0.22143398925043845
1930,Ecuador,ECU,2021,0.22143398925043845
1931,Ecuador,ECU,2022,0.22143398925043845
1932,Ecuador,ECU,2023,0.22143398925043845
1933,Ecuador,ECU,2024,0.22143398925043845
1934,Ecuador,ECU,2025,0.22143398925043845
1935,Ecuador,ECU,2026,0.22143398925043845
1936,Ecuador,ECU,2027,0.22143398925043845
1937,Ecuador,ECU,2028,0.22143398925043845
1938,Ecuador,ECU,2029,0.22143398925043845
1939,Ecuador,ECU,2030,0.22143398925043845
1940,Ecuador,ECU,2031,0.22143398925043845
1941,Ecuador,ECU,2032,0.22143398925043845
1942,Ecuador,ECU,2033,0.22143398925043845
1943,Ecuador,ECU,2034,0.22143398925043845
1944,Ecuador,ECU,2035,0.22143398925043845
1945,Ecuador,ECU,2036,0.22143398925043845
1946,Ecuador,ECU,2037,0.22143398925043845
1947,Ecuador,ECU,2038,0.22143398925043845
1948,Ecuador,ECU,2039,0.22143398925043845
1949,Ecuador,ECU,2040,0.22143398925043845
1950,Ecuador,ECU,2041,0.22143398925043845
1951,Ecuador,ECU,2042,0.22143398925043845
1952,Ecuador,ECU,2043,0.22143398925043845
1953,Ecuador,ECU,2044,0.22143398925043845
1954,Ecuador,ECU,2045,0.22143398925043845
1955,Ecuador,ECU,2046,0.22143398925043845
1956,Ecuador,ECU,2047,0.22143398925043845
1957,Ecuador,ECU,2048,0.22143398925043845
1958,Ecuador,ECU,2049,0.22143398925043845
1959,Ecuador,ECU,2050,0.22143398925043845
1969,"Egypt, Arab Rep.",EGY,2020,0.22143398925043845
1970,"Egypt, Arab Rep.",EGY,2021,0.22143398925043845
1971,"Egypt, Arab Rep.",EGY,2022,0.22143398925043845
1972,"Egypt, Arab Rep.",EGY,2023,0.22143398925043845
1973,"Egypt, Arab Rep.",EGY,2024,0.22143398925043845
1974,"Egypt, Arab Rep.",EGY,2025,0.22143398925043845
1975,"Egypt, Arab Rep.",EGY,2026,0.22143398925043845
1976,"Egypt, Arab Rep.",EGY,2027,0.22143398925043845
1977,"Egypt, Arab Rep.",EGY,2028,0.22143398925043845
1978,"Egypt, Arab Rep.",EGY,2029,0.22143398925043845
1979,"Egypt, Arab Rep.",EGY,2030,0.22143398925043845
1980,"Egypt, Arab Rep.",EGY,2031,0.22143398925043845
1981,"Egypt, Arab Rep.",EGY,2032,0.22143398925043845
1982,"Egypt, Arab Rep.",EGY,2033,0.22143398925043845
1983,"Egypt, Arab Rep.",EGY,2034,0.22143398925043845
1984,"Egypt, Arab Rep.",EGY,2035,0.22143398925043845
1985,"Egypt, Arab Rep.",EGY,2036,0.22143398925043845
1986,"Egypt, Arab Rep.",EGY,2037,0.22143398925043845
1987,"Egypt, Arab Rep.",EGY,2038,0.22143398925043845
1988,"Egypt, Arab Rep.",EGY,2039,0.22143398925043845
1989,"Egypt, Arab Rep.",EGY,2040,0.22143398925043845
1990,"Egypt, Arab Rep.",EGY,2041,0.22143398925043845
1991,"Egypt, Arab Rep.",EGY,2042,0.22143398925043845
1992,"Egypt, Arab Rep.",EGY,2043,0.22143398925043845
1993,"Egypt, Arab Rep.",EGY,2044,0.22143398925043845
1994,"Egypt, Arab Rep.",EGY,2045,0.22143398925043845
1995,"Egypt, Arab Rep.",EGY,2046,0.22143398925043845
1996,"Egypt, Arab Rep.",EGY,2047,0.22143398925043845
1997,"Egypt, Arab Rep.",EGY,2048,0.22143398925043845
1998,"Egypt, Arab Rep.",EGY,2049,0.22143398925043845
1999,"Egypt, Arab Rep.",EGY,2050,0.22143398925043845
2009,El Salvador,SLV,2020,0.22143398925043845
2010,El Salvador,SLV,2021,0.22143398925043845
2011,El Salvador,SLV,2022,0.22143398925043845
2012,El Salvador,SLV,2023,0.22143398925043845
2013,El Salvador,SLV,2024,0.22143398925043845
2014,El Salvador,SLV,2025,0.22143398925043845
2015,El Salvador,SLV,2026,0.22143398925043845
2016,El Salvador,SLV,2027,0.22143398925043845
2017,El Salvador,SLV,2028,0.22143398925043845
2018,El Salvador,SLV,2029,0.22143398925043845
2019,El Salvador,SLV,2030,0.22143398925043845
2020,El Salvador,SLV,2031,0.22143398925043845
2021,El Salvador,SLV,2032,0.22143398925043845
2022,El Salvador,SLV,2033,0.22143398925043845
2023,El Salvador,SLV,2034,0.22143398925043845
2024,El Salvador,SLV,2035,0.22143398925043845
2025,El Salvador,SLV,2036,0.22143398925043845
2026,El Salvador,SLV,2037,0.22143398925043845
2027,El Salvador,SLV,2038,0.22143398925043845
2028,El Salvador,SLV,2039,0.22143398925043845
2029,El Salvador,SLV,2040,0.22143398925043845
2030,El Salvador,SLV,2041,0.22143398925043845
2031,El Salvador,SLV,2042,0.22143398925043845
2032,El Salvador,SLV,2043,0.22143398925043845
2033,El Salvador,SLV,2044,0.22143398925043845
2034,El Salvador,SLV,2045,0.22143398925043845
2035,El Salvador,SLV,2046,0.22143398925043845
2036,El Salvador,SLV,2047,0.22143398925043845
2037,El Salvador,SLV,2048,0.22143398925043845
2038,El Salvador,SLV,2049,0.22143398925043845
2039,El Salvador,SLV,2050,0.22143398925043845
2049,Equatorial Guinea,GNQ,2020,0.22143398925043845
2050,Equatorial Guinea,GNQ,2021,0.22143398925043845
2051,Equatorial Guinea,GNQ,2022,0.22143398925043845
2052,Equatorial Guinea,GNQ,2023,0.22143398925043845
2053,Equatorial Guinea,GNQ,2024,0.22143398925043845
2054,Equatorial Guinea,GNQ,2025,0.22143398925043845
2055,Equatorial Guinea,GNQ,2026,0.22143398925043845
2056,Equatorial Guinea,GNQ,2027,0.22143398925043845
2057,Equatorial Guinea,GNQ,2028,0.22143398925043845
2058,Equatorial Guinea,GNQ,2029,0.22143398925043845
2059,Equatorial Guinea,GNQ,2030,0.22143398925043845
2060,Equatorial Guinea,GNQ,2031,0.22143398925043845
2061,Equatorial Guinea,GNQ,2032,0.22143398925043845
2062,Equatorial Guinea,GNQ,2033,0.22143398925043845
2063,Equatorial Guinea,GNQ,2034,0.22143398925043845
2064,Equatorial Guinea,GNQ,2035,0.22143398925043845
2065,Equatorial Guinea,GNQ,2036,0.22143398925043845
2066,Equatorial Guinea,GNQ,2037,0.22143398925043845
2067,Equatorial Guinea,GNQ,2038,0.22143398925043845
2068,Equatorial Guinea,GNQ,2039,0.22143398925043845
2069,Equatorial Guinea,GNQ,2040,0.22143398925043845
2070,Equatorial Guinea,GNQ,2041,0.22143398925043845
2071,Equatorial Guinea,GNQ,2042,0.22143398925043845
2072,Equatorial Guinea,GNQ,2043,0.22143398925043845
2073,Equatorial Guinea,GNQ,2044,0.22143398925043845
2074,Equatorial Guinea,GNQ,2045,0.22143398925043845
2075,Equatorial Guinea,GNQ,2046,0.22143398925043845
2076,Equatorial Guinea,GNQ,2047,0.22143398925043845
2077,Equatorial Guinea,GNQ,2048,0.22143398925043845
2078,Equatorial Guinea,GNQ,2049,0.22143398925043845
2079,Equatorial Guinea,GNQ,2050,0.22143398925043845
2089,Estonia,EST,2020,0.4165061014771997
2090,Estonia,EST,2021,0.4165061014771997
2091,Estonia,EST,2022,0.4165061014771997
2092,Estonia,EST,2023,0.4165061014771997
2093,Estonia,EST,2024,0.4165061014771997
2094,Estonia,EST,2025,0.4165061014771997
2095,Estonia,EST,2026,0.4165061014771997
2096,Estonia,EST,2027,0.4165061014771997
2097,Estonia,EST,2028,0.4165061014771997
2098,Estonia,EST,2029,0.4165061014771997
2099,Estonia,EST,2030,0.4165061014771997
2100,Estonia,EST,2031,0.4165061014771997
2101,Estonia,EST,2032,0.4165061014771997
2102,Estonia,EST,2033,0.4165061014771997
2103,Estonia,EST,2034,0.4165061014771997
2104,Estonia,EST,2035,0.4165061014771997
2105,Estonia,EST,2036,0.4165061014771997
2106,Estonia,EST,2037,0.4165061014771997
2107,Estonia,EST,2038,0.4165061014771997
2108,Estonia,EST,2039,0.4165061014771997
2109,Estonia,EST,2040,0.4165061014771997
2110,Estonia,EST,2041,0.4165061014771997
2111,Estonia,EST,2042,0.4165061014771997
2112,Estonia,EST,2043,0.4165061014771997
2113,Estonia,EST,2044,0.4165061014771997
2114,Estonia,EST,2045,0.4165061014771997
2115,Estonia,EST,2046,0.4165061014771997
2116,Estonia,EST,2047,0.4165061014771997
2117,Estonia,EST,2048,0.4165061014771997
2118,Estonia,EST,2049,0.4165061014771997
2119,Estonia,EST,2050,0.4165061014771997
2129,Eswatini,SWZ,2020,0.22143398925043845
2130,Eswatini,SWZ,2021,0.22143398925043845
2131,Eswatini,SWZ,2022,0.22143398925043845
2132,Eswatini,SWZ,2023,0.22143398925043845
2133,Eswatini,SWZ,2024,0.22143398925043845
2134,Eswatini,SWZ,2025,0.22143398925043845
2135,Eswatini,SWZ,2026,0.22143398925043845
2136,Eswatini,SWZ,2027,0.22143398925043845
2137,Eswatini,SWZ,2028,0.22143398925043845
2138,Eswatini,SWZ,2029,0.22143398925043845
2139,Eswatini,SWZ,2030,0.22143398925043845
2140,Eswatini,SWZ,2031,0.22143398925043845
2141,Eswatini,SWZ,2032,0.22143398925043845
2142,Eswatini,SWZ,2033,0.22143398925043845
2143,Eswatini,SWZ,2034,0.22143398925043845
2144,Eswatini,SWZ,2035,0.22143398925043845
2145,Eswatini,SWZ,2036,0.22143398925043845
2146,Eswatini,SWZ,2037,0.22143398925043845
2147,Eswatini,SWZ,2038,0.22143398925043845
2148,Eswatini,SWZ,2039,0.22143398925043845
2149,Eswatini,SWZ,2040,0.22143398925043845
2150,Eswatini,SWZ,2041,0.22143398925043845
2151,Eswatini,SWZ,2042,0.22143398925043845
2152,Eswatini,SWZ,2043,0.22143398925043845
2153,Eswatini,SWZ,2044,0.22143398925043845
2154,Eswatini,SWZ,2045,0.22143398925043845
2155,Eswatini,SWZ,2046,0.22143398925043845
2156,Eswatini,SWZ,2047,0.22143398925043845
2157,Eswatini,SWZ,2048,0.22143398925043845
2158,Eswatini,SWZ,2049,0.22143398925043845
2159,Eswatini,SWZ,2050,0.22143398925043845
2169,Ethiopia,ETH,2020,0.22143398925043845
2170,Ethiopia,ETH,2021,0.22143398925043845
2171,Ethiopia,ETH,2022,0.22143398925043845
2172,Ethiopia,ETH,2023,0.22143398925043845
2173,Ethiopia,ETH,2024,0.22143398925043845
2174,Ethiopia,ETH,2025,0.22143398925043845
2175,Ethiopia,ETH,2026,0.22143398925043845
2176,Ethiopia,ETH,2027,0.22143398925043845
2177,Ethiopia,ETH,2028,0.22143398925043845
2178,Ethiopia,ETH,2029,0.22143398925043845
2179,Ethiopia,ETH,2030,0.22143398925043845
2180,Ethiopia,ETH,2031,0.22143398925043845
2181,Ethiopia,ETH,2032,0.22143398925043845
2182,Ethiopia,ETH,2033,0.22143398925043845
2183,Ethiopia,ETH,2034,0.22143398925043845
2184,Ethiopia,ETH,2035,0.22143398925043845
2185,Ethiopia,ETH,2036,0.22143398925043845
2186,Ethiopia,ETH,2037,0.22143398925043845
2187,Ethiopia,ETH,2038,0.22143398925043845
2188,Ethiopia,ETH,2039,0.22143398925043845
2189,Ethiopia,ETH,2040,0.22143398925043845
2190,Ethiopia,ETH,2041,0.22143398925043845
2191,Ethiopia,ETH,2042,0.22143398925043845
2192,Ethiopia,ETH,2043,0.22143398925043845
2193,Ethiopia,ETH,2044,0.22143398925043845
2194,Ethiopia,ETH,2045,0.22143398925043845
2195,Ethiopia,ETH,2046,0.22143398925043845
2196,Ethiopia,ETH,2047,0.22143398925043845
2197,Ethiopia,ETH,2048,0.22143398925043845
2198,Ethiopia,ETH,2049,0.22143398925043845
2199,Ethiopia,ETH,2050,0.22143398925043845
2209,Fiji,FJI,2020,0.22143398925043845
2210,Fiji,FJI,2021,0.22143398925043845
2211,Fiji,FJI,2022,0.22143398925043845
2212,Fiji,FJI,2023,0.22143398925043845
2213,Fiji,FJI,2024,0.22143398925043845
2214,Fiji,FJI,2025,0.22143398925043845
2215,Fiji,FJI,2026,0.22143398925043845
2216,Fiji,FJI,2027,0.22143398925043845
2217,Fiji,FJI,2028,0.22143398925043845
2218,Fiji,FJI,2029,0.22143398925043845
2219,Fiji,FJI,2030,0.22143398925043845
2220,Fiji,FJI,2031,0.22143398925043845
2221,Fiji,FJI,2032,0.22143398925043845
2222,Fiji,FJI,2033,0.22143398925043845
2223,Fiji,FJI,2034,0.22143398925043845
2224,Fiji,FJI,2035,0.22143398925043845
2225,Fiji,FJI,2036,0.22143398925043845
2226,Fiji,FJI,2037,0.22143398925043845
2227,Fiji,FJI,2038,0.22143398925043845
2228,Fiji,FJI,2039,0.22143398925043845
2229,Fiji,FJI,2040,0.22143398925043845
2230,Fiji,FJI,2041,0.22143398925043845
2231,Fiji,FJI,2042,0.22143398925043845
2232,Fiji,FJI,2043,0.22143398925043845
2233,Fiji,FJI,2044,0.22143398925043845
2234,Fiji,FJI,2045,0.22143398925043845
2235,Fiji,FJI,2046,0.22143398925043845
2236,Fiji,FJI,2047,0.22143398925043845
2237,Fiji,FJI,2048,0.22143398925043845
2238,Fiji,FJI,2049,0.22143398925043845
2239,Fiji,FJI,2050,0.22143398925043845
2249,Finland,FIN,2020,0.36431969262670005
2250,Finland,FIN,2021,0.36431969262670005
2251,Finland,FIN,2022,0.36431969262670005
2252,Finland,FIN,2023,0.36431969262670005
2253,Finland,FIN,2024,0.36431969262670005
2254,Finland,FIN,2025,0.36431969262670005
2255,Finland,FIN,2026,0.36431969262670005
2256,Finland,FIN,2027,0.36431969262670005
2257,Finland,FIN,2028,0.36431969262670005
2258,Finland,FIN,2029,0.36431969262670005
2259,Finland,FIN,2030,0.36431969262670005
2260,Finland,FIN,2031,0.36431969262670005
2261,Finland,FIN,2032,0.36431969262670005
2262,Finland,FIN,2033,0.36431969262670005
2263,Finland,FIN,2034,0.36431969262670005
2264,Finland,FIN,2035,0.36431969262670005
2265,Finland,FIN,2036,0.36431969262670005
2266,Finland,FIN,2037,0.36431969262670005
2267,Finland,FIN,2038,0.36431969262670005
2268,Finland,FIN,2039,0.36431969262670005
2269,Finland,FIN,2040,0.36431969262670005
2270,Finland,FIN,2041,0.36431969262670005
2271,Finland,FIN,2042,0.36431969262670005
2272,Finland,FIN,2043,0.36431969262670005
2273,Finland,FIN,2044,0.36431969262670005
2274,Finland,FIN,2045,0.36431969262670005
2275,Finland,FIN,2046,0.36431969262670005
2276,Finland,FIN,2047,0.36431969262670005
2277,Finland,FIN,2048,0.36431969262670005
2278,Finland,FIN,2049,0.36431969262670005
2279,Finland,FIN,2050,0.36431969262670005
2289,France,FRA,2020,0.4237643717649215
2290,France,FRA,2021,0.4237643717649215
2291,France,FRA,2022,0.4237643717649215
2292,France,FRA,2023,0.4237643717649215
2293,France,FRA,2024,0.4237643717649215
2294,France,FRA,2025,0.4237643717649215
2295,France,FRA,2026,0.4237643717649215
2296,France,FRA,2027,0.4237643717649215
2297,France,FRA,2028,0.4237643717649215
2298,France,FRA,2029,0.4237643717649215
2299,France,FRA,2030,0.4237643717649215
2300,France,FRA,2031,0.4237643717649215
2301,France,FRA,2032,0.4237643717649215
2302,France,FRA,2033,0.4237643717649215
2303,France,FRA,2034,0.4237643717649215
2304,France,FRA,2035,0.4237643717649215
2305,France,FRA,2036,0.4237643717649215
2306,France,FRA,2037,0.4237643717649215
2307,France,FRA,2038,0.4237643717649215
2308,France,FRA,2039,0.4237643717649215
2309,France,FRA,2040,0.4237643717649215
2310,France,FRA,2041,0.4237643717649215
2311,France,FRA,2042,0.4237643717649215
2312,France,FRA,2043,0.4237643717649215
2313,France,FRA,2044,0.4237643717649215
2314,France,FRA,2045,0.4237643717649215
2315,France,FRA,2046,0.4237643717649215
2316,France,FRA,2047,0.4237643717649215
2317,France,FRA,2048,0.4237643717649215
2318,France,FRA,2049,0.4237643717649215
2319,France,FRA,2050,0.4237643717649215
2329,French Polynesia,PYF,2020,0.22143398925043845
2330,French Polynesia,PYF,2021,0.22143398925043845
2331,French Polynesia,PYF,2022,0.22143398925043845
2332,French Polynesia,PYF,2023,0.22143398925043845
2333,French Polynesia,PYF,2024,0.22143398925043845
2334,French Polynesia,PYF,2025,0.22143398925043845
2335,French Polynesia,PYF,2026,0.22143398925043845
2336,French Polynesia,PYF,2027,0.22143398925043845
2337,French Polynesia,PYF,2028,0.22143398925043845
2338,French Polynesia,PYF,2029,0.22143398925043845
2339,French Polynesia,PYF,2030,0.22143398925043845
2340,French Polynesia,PYF,2031,0.22143398925043845
2341,French Polynesia,PYF,2032,0.22143398925043845
2342,French Polynesia,PYF,2033,0.22143398925043845
2343,French Polynesia,PYF,2034,0.22143398925043845
2344,French Polynesia,PYF,2035,0.22143398925043845
2345,French Polynesia,PYF,2036,0.22143398925043845
2346,French Polynesia,PYF,2037,0.22143398925043845
2347,French Polynesia,PYF,2038,0.22143398925043845
2348,French Polynesia,PYF,2039,0.22143398925043845
2349,French Polynesia,PYF,2040,0.22143398925043845
2350,French Polynesia,PYF,2041,0.22143398925043845
2351,French Polynesia,PYF,2042,0.22143398925043845
2352,French Polynesia,PYF,2043,0.22143398925043845
2353,French Polynesia,PYF,2044,0.22143398925043845
2354,French Polynesia,PYF,2045,0.22143398925043845
2355,French Polynesia,PYF,2046,0.22143398925043845
2356,French Polynesia,PYF,2047,0.22143398925043845
2357,French Polynesia,PYF,2048,0.22143398925043845
2358,French Polynesia,PYF,2049,0.22143398925043845
2359,French Polynesia,PYF,2050,0.22143398925043845
2369,Gabon,GAB,2020,0.22143398925043845
2370,Gabon,GAB,2021,0.22143398925043845
2371,Gabon,GAB,2022,0.22143398925043845
2372,Gabon,GAB,2023,0.22143398925043845
2373,Gabon,GAB,2024,0.22143398925043845
2374,Gabon,GAB,2025,0.22143398925043845
2375,Gabon,GAB,2026,0.22143398925043845
2376,Gabon,GAB,2027,0.22143398925043845
2377,Gabon,GAB,2028,0.22143398925043845
2378,Gabon,GAB,2029,0.22143398925043845
2379,Gabon,GAB,2030,0.22143398925043845
2380,Gabon,GAB,2031,0.22143398925043845
2381,Gabon,GAB,2032,0.22143398925043845
2382,Gabon,GAB,2033,0.22143398925043845
2383,Gabon,GAB,2034,0.22143398925043845
2384,Gabon,GAB,2035,0.22143398925043845
2385,Gabon,GAB,2036,0.22143398925043845
2386,Gabon,GAB,2037,0.22143398925043845
2387,Gabon,GAB,2038,0.22143398925043845
2388,Gabon,GAB,2039,0.22143398925043845
2389,Gabon,GAB,2040,0.22143398925043845
2390,Gabon,GAB,2041,0.22143398925043845
2391,Gabon,GAB,2042,0.22143398925043845
2392,Gabon,GAB,2043,0.22143398925043845
2393,Gabon,GAB,2044,0.22143398925043845
2394,Gabon,GAB,2045,0.22143398925043845
2395,Gabon,GAB,2046,0.22143398925043845
2396,Gabon,GAB,2047,0.22143398925043845
2397,Gabon,GAB,2048,0.22143398925043845
2398,Gabon,GAB,2049,0.22143398925043845
2399,Gabon,GAB,2050,0.22143398925043845
2409,"Gambia, The",GMB,2020,0.22143398925043845
2410,"Gambia, The",GMB,2021,0.22143398925043845
2411,"Gambia, The",GMB,2022,0.22143398925043845
2412,"Gambia, The",GMB,2023,0.22143398925043845
2413,"Gambia, The",GMB,2024,0.22143398925043845
2414,"Gambia, The",GMB,2025,0.22143398925043845
2415,"Gambia, The",GMB,2026,0.22143398925043845
2416,"Gambia, The",GMB,2027,0.22143398925043845
2417,"Gambia, The",GMB,2028,0.22143398925043845
2418,"Gambia, The",GMB,2029,0.22143398925043845
2419,"Gambia, The",GMB,2030,0.22143398925043845
2420,"Gambia, The",GMB,2031,0.22143398925043845
2421,"Gambia, The",GMB,2032,0.22143398925043845
2422,"Gambia, The",GMB,2033,0.22143398925043845
2423,"Gambia, The",GMB,2034,0.22143398925043845
2424,"Gambia, The",GMB,2035,0.22143398925043845
2425,"Gambia, The",GMB,2036,0.22143398925043845
2426,"Gambia, The",GMB,2037,0.22143398925043845
2427,"Gambia, The",GMB,2038,0.22143398925043845
2428,"Gambia, The",GMB,2039,0.22143398925043845
2429,"Gambia, The",GMB,2040,0.22143398925043845
2430,"Gambia, The",GMB,2041,0.22143398925043845
2431,"Gambia, The",GMB,2042,0.22143398925043845
2432,"Gambia, The",GMB,2043,0.22143398925043845
2433,"Gambia, The",GMB,2044,0.22143398925043845
2434,"Gambia, The",GMB,2045,0.22143398925043845
2435,"Gambia, The",GMB,2046,0.22143398925043845
2436,"Gambia, The",GMB,2047,0.22143398925043845
2437,"Gambia, The",GMB,2048,0.22143398925043845
2438,"Gambia, The",GMB,2049,0.22143398925043845
2439,"Gambia, The",GMB,2050,0.22143398925043845
2449,Georgia,GEO,2020,0.7130843433094237
2450,Georgia,GEO,2021,0.7130843433094237
2451,Georgia,GEO,2022,0.7130843433094237
2452,Georgia,GEO,2023,0.7130843433094237
2453,Georgia,GEO,2024,0.7130843433094237
2454,Georgia,GEO,2025,0.7130843433094237
2455,Georgia,GEO,2026,0.7130843433094237
2456,Georgia,GEO,2027,0.7130843433094237
2457,Georgia,GEO,2028,0.7130843433094237
2458,Georgia,GEO,2029,0.7130843433094237
2459,Georgia,GEO,2030,0.7130843433094237
2460,Georgia,GEO,2031,0.7130843433094237
2461,Georgia,GEO,2032,0.7130843433094237
2462,Georgia,GEO,2033,0.7130843433094237
2463,Georgia,GEO,2034,0.7130843433094237
2464,Georgia,GEO,2035,0.7130843433094237
2465,Georgia,GEO,2036,0.7130843433094237
2466,Georgia,GEO,2037,0.7130843433094237
2467,Georgia,GEO,2038,0.7130843433094237
2468,Georgia,GEO,2039,0.7130843433094237
2469,Georgia,GEO,2040,0.7130843433094237
2470,Georgia,GEO,2041,0.7130843433094237
2471,Georgia,GEO,2042,0.7130843433094237
2472,Georgia,GEO,2043,0.7130843433094237
2473,Georgia,GEO,2044,0.7130843433094237
2474,Georgia,GEO,2045,0.7130843433094237
2475,Georgia,GEO,2046,0.7130843433094237
2476,Georgia,GEO,2047,0.7130843433094237
2477,Georgia,GEO,2048,0.7130843433094237
2478,Georgia,GEO,2049,0.7130843433094237
2479,Georgia,GEO,2050,0.7130843433094237
2489,Germany,DEU,2020,0.5233346490515219
2490,Germany,DEU,2021,0.5233346490515219
2491,Germany,DEU,2022,0.5233346490515219
2492,Germany,DEU,2023,0.5233346490515219
2493,Germany,DEU,2024,0.5233346490515219
2494,Germany,DEU,2025,0.5233346490515219
2495,Germany,DEU,2026,0.5233346490515219
2496,Germany,DEU,2027,0.5233346490515219
2497,Germany,DEU,2028,0.5233346490515219
2498,Germany,DEU,2029,0.5233346490515219
2499,Germany,DEU,2030,0.5233346490515219
2500,Germany,DEU,2031,0.5233346490515219
2501,Germany,DEU,2032,0.5233346490515219
2502,Germany,DEU,2033,0.5233346490515219
2503,Germany,DEU,2034,0.5233346490515219
2504,Germany,DEU,2035,0.5233346490515219
2505,Germany,DEU,2036,0.5233346490515219
2506,Germany,DEU,2037,0.5233346490515219
2507,Germany,DEU,2038,0.5233346490515219
2508,Germany,DEU,2039,0.5233346490515219
2509,Germany,DEU,2040,0.5233346490515219
2510,Germany,DEU,2041,0.5233346490515219
2511,Germany,DEU,2042,0.5233346490515219
2512,Germany,DEU,2043,0.5233346490515219
2513,Germany,DEU,2044,0.5233346490515219
2514,Germany,DEU,2045,0.5233346490515219
2515,Germany,DEU,2046,0.5233346490515219
2516,Germany,DEU,2047,0.5233346490515219
