"iso_code3","frac_waso_initial_composition_mun_wood","Year"
"ABW",0.0504425951021853,2010
"ABW",0.0504425951021853,2011
"ABW",0.0504425951021853,2012
"ABW",0.0504425951021853,2013
"ABW",0.0504425951021853,2014
"ABW",0.0504425951021853,2015
"ABW",0.0504425951021853,2016
"ABW",0.0504425951021853,2017
"ABW",0.0504425951021853,2018
"ABW",0.0504425951021853,2019
"ABW",0.0504425951021853,2020
"AFG",0.0290856229782275,2010
"AFG",0.0290856229782275,2011
"AFG",0.0290856229782275,2012
"AFG",0.0290856229782275,2013
"AFG",0.0290856229782275,2014
"AFG",0.0290856229782275,2015
"AFG",0.0290856229782275,2016
"AFG",0.0290856229782275,2017
"AFG",0.0290856229782275,2018
"AFG",0.0290856229782275,2019
"AFG",0.0290856229782275,2020
"AGO",0.0329658050855341,2010
"AGO",0.0329658050855341,2011
"AGO",0.0329658050855341,2012
"AGO",0.0329658050855341,2013
"AGO",0.0329658050855341,2014
"AGO",0.0329658050855341,2015
"AGO",0.0329658050855341,2016
"AGO",0.0329658050855341,2017
"AGO",0.0329658050855341,2018
"AGO",0.0329658050855341,2019
"AGO",0.0329658050855341,2020
"ALB",0.046,2010
"ALB",0.046,2011
"ALB",0.046,2012
"ALB",0.046,2013
"ALB",0.046,2014
"ALB",0.046,2015
"ALB",0.046,2016
"ALB",0.046,2017
"ALB",0.046,2018
"ALB",0.046,2019
"ALB",0.046,2020
"AND",0.0554666395597457,2010
"AND",0.0554666395597457,2011
"AND",0.0554666395597457,2012
"AND",0.0554666395597457,2013
"AND",0.0554666395597457,2014
"AND",0.0554666395597457,2015
"AND",0.0554666395597457,2016
"AND",0.0554666395597457,2017
"AND",0.0554666395597457,2018
"AND",0.0554666395597457,2019
"AND",0.0554666395597457,2020
"ARE",0.0697012126058565,2010
"ARE",0.0697012126058565,2011
"ARE",0.0697012126058565,2012
"ARE",0.0697012126058565,2013
"ARE",0.0697012126058565,2014
"ARE",0.0697012126058565,2015
"ARE",0.0697012126058565,2016
"ARE",0.0697012126058565,2017
"ARE",0.0697012126058565,2018
"ARE",0.0697012126058565,2019
"ARE",0.0697012126058565,2020
"ARG",0.0109,2010
"ARG",0.0109,2011
"ARG",0.0109,2012
"ARG",0.0109,2013
"ARG",0.0109,2014
"ARG",0.0109,2015
"ARG",0.0109,2016
"ARG",0.0109,2017
"ARG",0.0109,2018
"ARG",0.0109,2019
"ARG",0.0109,2020
"ARM",0.006,2010
"ARM",0.006,2011
"ARM",0.006,2012
"ARM",0.006,2013
"ARM",0.006,2014
"ARM",0.006,2015
"ARM",0.006,2016
"ARM",0.006,2017
"ARM",0.006,2018
"ARM",0.006,2019
"ARM",0.006,2020
"ASM",0.0353699715028597,2010
"ASM",0.0353699715028597,2011
"ASM",0.0353699715028597,2012
"ASM",0.0353699715028597,2013
"ASM",0.0353699715028597,2014
"ASM",0.0353699715028597,2015
"ASM",0.0353699715028597,2016
"ASM",0.0353699715028597,2017
"ASM",0.0353699715028597,2018
"ASM",0.0353699715028597,2019
"ASM",0.0353699715028597,2020
"ATG",0.0395935000112485,2010
"ATG",0.0395935000112485,2011
"ATG",0.0395935000112485,2012
"ATG",0.0395935000112485,2013
"ATG",0.0395935000112485,2014
"ATG",0.0395935000112485,2015
"ATG",0.0395935000112485,2016
"ATG",0.0395935000112485,2017
"ATG",0.0395935000112485,2018
"ATG",0.0395935000112485,2019
"ATG",0.0395935000112485,2020
"AUS",0.0574970027642843,2010
"AUS",0.0574970027642843,2011
"AUS",0.0574970027642843,2012
"AUS",0.0574970027642843,2013
"AUS",0.0574970027642843,2014
"AUS",0.0574970027642843,2015
"AUS",0.0574970027642843,2016
"AUS",0.0574970027642843,2017
"AUS",0.0574970027642843,2018
"AUS",0.0574970027642843,2019
"AUS",0.0574970027642843,2020
"AUT",0.079,2010
"AUT",0.079,2011
"AUT",0.079,2012
"AUT",0.079,2013
"AUT",0.079,2014
"AUT",0.079,2015
"AUT",0.079,2016
"AUT",0.079,2017
"AUT",0.079,2018
"AUT",0.079,2019
"AUT",0.079,2020
"AZE",0.0374816390730076,2010
"AZE",0.0374816390730076,2011
"AZE",0.0374816390730076,2012
"AZE",0.0374816390730076,2013
"AZE",0.0374816390730076,2014
"AZE",0.0374816390730076,2015
"AZE",0.0374816390730076,2016
"AZE",0.0374816390730076,2017
"AZE",0.0374816390730076,2018
"AZE",0.0374816390730076,2019
"AZE",0.0374816390730076,2020
"BDI",0.0289006988221042,2010
"BDI",0.0289006988221042,2011
"BDI",0.0289006988221042,2012
"BDI",0.0289006988221042,2013
"BDI",0.0289006988221042,2014
"BDI",0.0289006988221042,2015
"BDI",0.0289006988221042,2016
"BDI",0.0289006988221042,2017
"BDI",0.0289006988221042,2018
"BDI",0.0289006988221042,2019
"BDI",0.0289006988221042,2020
"BEL",0.0237,2010
"BEL",0.0237,2011
"BEL",0.0237,2012
"BEL",0.0237,2013
"BEL",0.0237,2014
"BEL",0.0237,2015
"BEL",0.0237,2016
"BEL",0.0237,2017
"BEL",0.0237,2018
"BEL",0.0237,2019
"BEL",0.0237,2020
"BEN",0.0297808649536751,2010
"BEN",0.0297808649536751,2011
"BEN",0.0297808649536751,2012
"BEN",0.0297808649536751,2013
"BEN",0.0297808649536751,2014
"BEN",0.0297808649536751,2015
"BEN",0.0297808649536751,2016
"BEN",0.0297808649536751,2017
"BEN",0.0297808649536751,2018
"BEN",0.0297808649536751,2019
"BEN",0.0297808649536751,2020
"BFA",0.0293396172595512,2010
"BFA",0.0293396172595512,2011
"BFA",0.0293396172595512,2012
"BFA",0.0293396172595512,2013
"BFA",0.0293396172595512,2014
"BFA",0.0293396172595512,2015
"BFA",0.0293396172595512,2016
"BFA",0.0293396172595512,2017
"BFA",0.0293396172595512,2018
"BFA",0.0293396172595512,2019
"BFA",0.0293396172595512,2020
"BGD",0.0273347442088366,2010
"BGD",0.0273347442088366,2011
"BGD",0.0273347442088366,2012
"BGD",0.0273347442088366,2013
"BGD",0.0273347442088366,2014
"BGD",0.0273347442088366,2015
"BGD",0.0273347442088366,2016
"BGD",0.0273347442088366,2017
"BGD",0.0273347442088366,2018
"BGD",0.0273347442088366,2019
"BGD",0.0273347442088366,2020
"BGR",0.0248,2010
"BGR",0.0248,2011
"BGR",0.0248,2012
"BGR",0.0248,2013
"BGR",0.0248,2014
"BGR",0.0248,2015
"BGR",0.0248,2016
"BGR",0.0248,2017
"BGR",0.0248,2018
"BGR",0.0248,2019
"BGR",0.0248,2020
"BHR",0.0580447923398739,2010
"BHR",0.0580447923398739,2011
"BHR",0.0580447923398739,2012
"BHR",0.0580447923398739,2013
"BHR",0.0580447923398739,2014
"BHR",0.0580447923398739,2015
"BHR",0.0580447923398739,2016
"BHR",0.0580447923398739,2017
"BHR",0.0580447923398739,2018
"BHR",0.0580447923398739,2019
"BHR",0.0580447923398739,2020
"BHS",0.0503362151651247,2010
"BHS",0.0503362151651247,2011
"BHS",0.0503362151651247,2012
"BHS",0.0503362151651247,2013
"BHS",0.0503362151651247,2014
"BHS",0.0503362151651247,2015
"BHS",0.0503362151651247,2016
"BHS",0.0503362151651247,2017
"BHS",0.0503362151651247,2018
"BHS",0.0503362151651247,2019
"BHS",0.0503362151651247,2020
"BIH",0.0362597143791945,2010
"BIH",0.0362597143791945,2011
"BIH",0.0362597143791945,2012
"BIH",0.0362597143791945,2013
"BIH",0.0362597143791945,2014
"BIH",0.0362597143791945,2015
"BIH",0.0362597143791945,2016
"BIH",0.0362597143791945,2017
"BIH",0.0362597143791945,2018
"BIH",0.0362597143791945,2019
"BIH",0.0362597143791945,2020
"BLR",0.02,2010
"BLR",0.02,2011
"BLR",0.02,2012
"BLR",0.02,2013
"BLR",0.02,2014
"BLR",0.02,2015
"BLR",0.02,2016
"BLR",0.02,2017
"BLR",0.02,2018
"BLR",0.02,2019
"BLR",0.02,2020
"BLZ",0.0329875318495619,2010
"BLZ",0.0329875318495619,2011
"BLZ",0.0329875318495619,2012
"BLZ",0.0329875318495619,2013
"BLZ",0.0329875318495619,2014
"BLZ",0.0329875318495619,2015
"BLZ",0.0329875318495619,2016
"BLZ",0.0329875318495619,2017
"BLZ",0.0329875318495619,2018
"BLZ",0.0329875318495619,2019
"BLZ",0.0329875318495619,2020
"BMU",0.0784446711057527,2010
"BMU",0.0784446711057527,2011
"BMU",0.0784446711057527,2012
"BMU",0.0784446711057527,2013
"BMU",0.0784446711057527,2014
"BMU",0.0784446711057527,2015
"BMU",0.0784446711057527,2016
"BMU",0.0784446711057527,2017
"BMU",0.0784446711057527,2018
"BMU",0.0784446711057527,2019
"BMU",0.0784446711057527,2020
"BOL",0.0332247394790086,2010
"BOL",0.0332247394790086,2011
"BOL",0.0332247394790086,2012
"BOL",0.0332247394790086,2013
"BOL",0.0332247394790086,2014
"BOL",0.0332247394790086,2015
"BOL",0.0332247394790086,2016
"BOL",0.0332247394790086,2017
"BOL",0.0332247394790086,2018
"BOL",0.0332247394790086,2019
"BOL",0.0332247394790086,2020
"BRA",0.0332942017108789,2010
"BRA",0.0332942017108789,2011
"BRA",0.0332942017108789,2012
"BRA",0.0332942017108789,2013
"BRA",0.0332942017108789,2014
"BRA",0.0332942017108789,2015
"BRA",0.0332942017108789,2016
"BRA",0.0332942017108789,2017
"BRA",0.0332942017108789,2018
"BRA",0.0332942017108789,2019
"BRA",0.0332942017108789,2020
"BRB",0.0380357047414792,2010
"BRB",0.0380357047414792,2011
"BRB",0.0380357047414792,2012
"BRB",0.0380357047414792,2013
"BRB",0.0380357047414792,2014
"BRB",0.0380357047414792,2015
"BRB",0.0380357047414792,2016
"BRB",0.0380357047414792,2017
"BRB",0.0380357047414792,2018
"BRB",0.0380357047414792,2019
"BRB",0.0380357047414792,2020
"BRN",0.01,2010
"BRN",0.01,2011
"BRN",0.01,2012
"BRN",0.01,2013
"BRN",0.01,2014
"BRN",0.01,2015
"BRN",0.01,2016
"BRN",0.01,2017
"BRN",0.01,2018
"BRN",0.01,2019
"BRN",0.01,2020
"BTN",0.0326627690566276,2010
"BTN",0.0326627690566276,2011
"BTN",0.0326627690566276,2012
"BTN",0.0326627690566276,2013
"BTN",0.0326627690566276,2014
"BTN",0.0326627690566276,2015
"BTN",0.0326627690566276,2016
"BTN",0.0326627690566276,2017
"BTN",0.0326627690566276,2018
"BTN",0.0326627690566276,2019
"BTN",0.0326627690566276,2020
"BWA",0.0371877889192158,2010
"BWA",0.0371877889192158,2011
"BWA",0.0371877889192158,2012
