"iso_code3","frac_waso_initial_composition_mun_wood","Year"
"BWA",0.0371877889192158,2013
"BWA",0.0371877889192158,2014
"BWA",0.0371877889192158,2015
"BWA",0.0371877889192158,2016
"BWA",0.0371877889192158,2017
"BWA",0.0371877889192158,2018
"BWA",0.0371877889192158,2019
"BWA",0.0371877889192158,2020
"CAF",0.0289352166157952,2010
"CAF",0.0289352166157952,2011
"CAF",0.0289352166157952,2012
"CAF",0.0289352166157952,2013
"CAF",0.0289352166157952,2014
"CAF",0.0289352166157952,2015
"CAF",0.0289352166157952,2016
"CAF",0.0289352166157952,2017
"CAF",0.0289352166157952,2018
"CAF",0.0289352166157952,2019
"CAF",0.0289352166157952,2020
"CAN",0.0571897316981677,2010
"CAN",0.0571897316981677,2011
"CAN",0.0571897316981677,2012
"CAN",0.0571897316981677,2013
"CAN",0.0571897316981677,2014
"CAN",0.0571897316981677,2015
"CAN",0.0571897316981677,2016
"CAN",0.0571897316981677,2017
"CAN",0.0571897316981677,2018
"CAN",0.0571897316981677,2019
"CAN",0.0571897316981677,2020
"CHE",0.0705115837615477,2010
"CHE",0.0705115837615477,2011
"CHE",0.0705115837615477,2012
"CHE",0.0705115837615477,2013
"CHE",0.0705115837615477,2014
"CHE",0.0705115837615477,2015
"CHE",0.0705115837615477,2016
"CHE",0.0705115837615477,2017
"CHE",0.0705115837615477,2018
"CHE",0.0705115837615477,2019
"CHE",0.0705115837615477,2020
"CHI",0.0572903342892,2010
"CHI",0.0572903342892,2011
"CHI",0.0572903342892,2012
"CHI",0.0572903342892,2013
"CHI",0.0572903342892,2014
"CHI",0.0572903342892,2015
"CHI",0.0572903342892,2016
"CHI",0.0572903342892,2017
"CHI",0.0572903342892,2018
"CHI",0.0572903342892,2019
"CHI",0.0572903342892,2020
"CHL",0.0407317874517982,2010
"CHL",0.0407317874517982,2011
"CHL",0.0407317874517982,2012
"CHL",0.0407317874517982,2013
"CHL",0.0407317874517982,2014
"CHL",0.0407317874517982,2015
"CHL",0.0407317874517982,2016
"CHL",0.0407317874517982,2017
"CHL",0.0407317874517982,2018
"CHL",0.0407317874517982,2019
"CHL",0.0407317874517982,2020
"CHN",0.018,2010
"CHN",0.018,2011
"CHN",0.018,2012
"CHN",0.018,2013
"CHN",0.018,2014
"CHN",0.018,2015
"CHN",0.018,2016
"CHN",0.018,2017
"CHN",0.018,2018
"CHN",0.018,2019
"CHN",0.018,2020
"CIV",0.0303632049759205,2010
"CIV",0.0303632049759205,2011
"CIV",0.0303632049759205,2012
"CIV",0.0303632049759205,2013
"CIV",0.0303632049759205,2014
"CIV",0.0303632049759205,2015
"CIV",0.0303632049759205,2016
"CIV",0.0303632049759205,2017
"CIV",0.0303632049759205,2018
"CIV",0.0303632049759205,2019
"CIV",0.0303632049759205,2020
"CMR",0.0300923345743749,2010
"CMR",0.0300923345743749,2011
"CMR",0.0300923345743749,2012
"CMR",0.0300923345743749,2013
"CMR",0.0300923345743749,2014
"CMR",0.0300923345743749,2015
"CMR",0.0300923345743749,2016
"CMR",0.0300923345743749,2017
"CMR",0.0300923345743749,2018
"CMR",0.0300923345743749,2019
"CMR",0.0300923345743749,2020
"COD",0.0275751374458645,2010
"COD",0.0275751374458645,2011
"COD",0.0275751374458645,2012
"COD",0.0275751374458645,2013
"COD",0.0275751374458645,2014
"COD",0.0275751374458645,2015
"COD",0.0275751374458645,2016
"COD",0.0275751374458645,2017
"COD",0.0275751374458645,2018
"COD",0.0275751374458645,2019
"COD",0.0275751374458645,2020
"COG",0.0314865314078265,2010
"COG",0.0314865314078265,2011
"COG",0.0314865314078265,2012
"COG",0.0314865314078265,2013
"COG",0.0314865314078265,2014
"COG",0.0314865314078265,2015
"COG",0.0314865314078265,2016
"COG",0.0314865314078265,2017
"COG",0.0314865314078265,2018
"COG",0.0314865314078265,2019
"COG",0.0314865314078265,2020
"COL",0.0352999158019882,2010
"COL",0.0352999158019882,2011
"COL",0.0352999158019882,2012
"COL",0.0352999158019882,2013
"COL",0.0352999158019882,2014
"COL",0.0352999158019882,2015
"COL",0.0352999158019882,2016
"COL",0.0352999158019882,2017
"COL",0.0352999158019882,2018
"COL",0.0352999158019882,2019
"COL",0.0352999158019882,2020
"COM",0.0303283856558569,2010
"COM",0.0303283856558569,2011
"COM",0.0303283856558569,2012
"COM",0.0303283856558569,2013
"COM",0.0303283856558569,2014
"COM",0.0303283856558569,2015
"COM",0.0303283856558569,2016
"COM",0.0303283856558569,2017
"COM",0.0303283856558569,2018
"COM",0.0303283856558569,2019
"COM",0.0303283856558569,2020
"CPV",0.0324263076341414,2010
"CPV",0.0324263076341414,2011
"CPV",0.0324263076341414,2012
"CPV",0.0324263076341414,2013
"CPV",0.0324263076341414,2014
"CPV",0.0324263076341414,2015
"CPV",0.0324263076341414,2016
"CPV",0.0324263076341414,2017
"CPV",0.0324263076341414,2018
"CPV",0.0324263076341414,2019
"CPV",0.0324263076341414,2020
"CRI",0.0396243556190904,2010
"CRI",0.0396243556190904,2011
"CRI",0.0396243556190904,2012
"CRI",0.0396243556190904,2013
"CRI",0.0396243556190904,2014
"CRI",0.0396243556190904,2015
"CRI",0.0396243556190904,2016
"CRI",0.0396243556190904,2017
"CRI",0.0396243556190904,2018
"CRI",0.0396243556190904,2019
"CRI",0.0396243556190904,2020
"CUB",0.0362957423592678,2010
"CUB",0.0362957423592678,2011
"CUB",0.0362957423592678,2012
"CUB",0.0362957423592678,2013
"CUB",0.0362957423592678,2014
"CUB",0.0362957423592678,2015
"CUB",0.0362957423592678,2016
"CUB",0.0362957423592678,2017
"CUB",0.0362957423592678,2018
"CUB",0.0362957423592678,2019
"CUB",0.0362957423592678,2020
"CUW",0.0454727930096317,2010
"CUW",0.0454727930096317,2011
"CUW",0.0454727930096317,2012
"CUW",0.0454727930096317,2013
"CUW",0.0454727930096317,2014
"CUW",0.0454727930096317,2015
"CUW",0.0454727930096317,2016
"CUW",0.0454727930096317,2017
"CUW",0.0454727930096317,2018
"CUW",0.0454727930096317,2019
"CUW",0.0454727930096317,2020
"CYM",0.073,2010
"CYM",0.073,2011
"CYM",0.073,2012
"CYM",0.073,2013
"CYM",0.073,2014
"CYM",0.073,2015
"CYM",0.073,2016
"CYM",0.073,2017
"CYM",0.073,2018
"CYM",0.073,2019
"CYM",0.073,2020
"CYP",0.0208,2010
"CYP",0.0208,2011
"CYP",0.0208,2012
"CYP",0.0208,2013
"CYP",0.0208,2014
"CYP",0.0208,2015
"CYP",0.0208,2016
"CYP",0.0208,2017
"CYP",0.0208,2018
"CYP",0.0208,2019
"CYP",0.0208,2020
"CZE",0.007,2010
"CZE",0.007,2011
"CZE",0.007,2012
"CZE",0.007,2013
"CZE",0.007,2014
"CZE",0.007,2015
"CZE",0.007,2016
"CZE",0.007,2017
"CZE",0.007,2018
"CZE",0.007,2019
"CZE",0.007,2020
"DEU",0.0599941424462584,2010
"DEU",0.0599941424462584,2011
"DEU",0.0599941424462584,2012
"DEU",0.0599941424462584,2013
"DEU",0.0599941424462584,2014
"DEU",0.0599941424462584,2015
"DEU",0.0599941424462584,2016
"DEU",0.0599941424462584,2017
"DEU",0.0599941424462584,2018
"DEU",0.0599941424462584,2019
"DEU",0.0599941424462584,2020
"DJI",0.0325714095382502,2010
"DJI",0.0325714095382502,2011
"DJI",0.0325714095382502,2012
"DJI",0.0325714095382502,2013
"DJI",0.0325714095382502,2014
"DJI",0.0325714095382502,2015
"DJI",0.0325714095382502,2016
"DJI",0.0325714095382502,2017
"DJI",0.0325714095382502,2018
"DJI",0.0325714095382502,2019
"DJI",0.0325714095382502,2020
"DMA",0.0357365761416465,2010
"DMA",0.0357365761416465,2011
"DMA",0.0357365761416465,2012
"DMA",0.0357365761416465,2013
"DMA",0.0357365761416465,2014
"DMA",0.0357365761416465,2015
"DMA",0.0357365761416465,2016
"DMA",0.0357365761416465,2017
"DMA",0.0357365761416465,2018
"DMA",0.0357365761416465,2019
"DMA",0.0357365761416465,2020
"DNK",0.0765,2010
"DNK",0.0765,2011
"DNK",0.0765,2012
"DNK",0.0765,2013
"DNK",0.0765,2014
"DNK",0.0765,2015
"DNK",0.0765,2016
"DNK",0.0765,2017
"DNK",0.0765,2018
"DNK",0.0765,2019
"DNK",0.0765,2020
"DOM",0.04,2010
"DOM",0.04,2011
"DOM",0.04,2012
"DOM",0.04,2013
"DOM",0.04,2014
"DOM",0.04,2015
"DOM",0.04,2016
"DOM",0.04,2017
"DOM",0.04,2018
"DOM",0.04,2019
"DOM",0.04,2020
"DZA",0.015,2010
"DZA",0.015,2011
"DZA",0.015,2012
"DZA",0.015,2013
"DZA",0.015,2014
"DZA",0.015,2015
"DZA",0.015,2016
"DZA",0.015,2017
"DZA",0.015,2018
"DZA",0.015,2019
"DZA",0.015,2020
"ECU",0.0086,2010
"ECU",0.0086,2011
"ECU",0.0086,2012
"ECU",0.0086,2013
"ECU",0.0086,2014
"ECU",0.0086,2015
"ECU",0.0086,2016
"ECU",0.0086,2017
"ECU",0.0086,2018
"ECU",0.0086,2019
"ECU",0.0086,2020
"EGY",0.0330912002921187,2010
"EGY",0.0330912002921187,2011
"EGY",0.0330912002921187,2012
"EGY",0.0330912002921187,2013
"EGY",0.0330912002921187,2014
"EGY",0.0330912002921187,2015
"EGY",0.0330912002921187,2016
"EGY",0.0330912002921187,2017
"EGY",0.0330912002921187,2018
"EGY",0.0330912002921187,2019
"EGY",0.0330912002921187,2020
"ERI",0.0294859322683677,2010
"ERI",0.0294859322683677,2011
"ERI",0.0294859322683677,2012
"ERI",0.0294859322683677,2013
"ERI",0.0294859322683677,2014
"ERI",0.0294859322683677,2015
"ERI",0.0294859322683677,2016
"ERI",0.0294859322683677,2017
"ERI",0.0294859322683677,2018
"ERI",0.0294859322683677,2019
"ERI",0.0294859322683677,2020
"ESP",0.02,2010
"ESP",0.02,2011
"ESP",0.02,2012
"ESP",0.02,2013
"ESP",0.02,2014
"ESP",0.02,2015
"ESP",0.02,2016
"ESP",0.02,2017
"ESP",0.02,2018
"ESP",0.02,2019
"ESP",0.02,2020
"EST",0.004,2010
"EST",0.004,2011
"EST",0.004,2012
"EST",0.004,2013
"EST",0.004,2014
"EST",0.004,2015
"EST",0.004,2016
"EST",0.004,2017
"EST",0.004,2018
"EST",0.004,2019
"EST",0.004,2020
"ETH",0.027592958732454,2010
"ETH",0.027592958732454,2011
"ETH",0.027592958732454,2012
"ETH",0.027592958732454,2013
"ETH",0.027592958732454,2014
"ETH",0.027592958732454,2015
"ETH",0.027592958732454,2016
"ETH",0.027592958732454,2017
"ETH",0.027592958732454,2018
"ETH",0.027592958732454,2019
"ETH",0.027592958732454,2020
"FIN",0.0073,2010
"FIN",0.0073,2011
"FIN",0.0073,2012
"FIN",0.0073,2013
"FIN",0.0073,2014
"FIN",0.0073,2015
"FIN",0.0073,2016
"FIN",0.0073,2017
"FIN",0.0073,2018
"FIN",0.0073,2019
"FIN",0.0073,2020
"FJI",0.0351526985582157,2010
"FJI",0.0351526985582157,2011
"FJI",0.0351526985582157,2012
"FJI",0.0351526985582157,2013
"FJI",0.0351526985582157,2014
"FJI",0.0351526985582157,2015
"FJI",0.0351526985582157,2016
"FJI",0.0351526985582157,2017
"FJI",0.0351526985582157,2018
"FJI",0.0351526985582157,2019
"FJI",0.0351526985582157,2020
"FRA",0.0555883118714568,2010
"FRA",0.0555883118714568,2011
"FRA",0.0555883118714568,2012
"FRA",0.0555883118714568,2013
"FRA",0.0555883118714568,2014
"FRA",0.0555883118714568,2015
"FRA",0.0555883118714568,2016
"FRA",0.0555883118714568,2017
"FRA",0.0555883118714568,2018
"FRA",0.0555883118714568,2019
"FRA",0.0555883118714568,2020
"FRO",0.0558933765952816,2010
"FRO",0.0558933765952816,2011
"FRO",0.0558933765952816,2012
"FRO",0.0558933765952816,2013
"FRO",0.0558933765952816,2014
"FRO",0.0558933765952816,2015
"FRO",0.0558933765952816,2016
"FRO",0.0558933765952816,2017
"FRO",0.0558933765952816,2018
"FRO",0.0558933765952816,2019
"FRO",0.0558933765952816,2020
"FSM",0.0306382580770144,2010
"FSM",0.0306382580770144,2011
"FSM",0.0306382580770144,2012
"FSM",0.0306382580770144,2013
"FSM",0.0306382580770144,2014
"FSM",0.0306382580770144,2015
"FSM",0.0306382580770144,2016
"FSM",0.0306382580770144,2017
"FSM",0.0306382580770144,2018
"FSM",0.0306382580770144,2019
"FSM",0.0306382580770144,2020
"GAB",0.0399120123763306,2010
"GAB",0.0399120123763306,2011
"GAB",0.0399120123763306,2012
"GAB",0.0399120123763306,2013
"GAB",0.0399120123763306,2014
"GAB",0.0399120123763306,2015
"GAB",0.0399120123763306,2016
"GAB",0.0399120123763306,2017
"GAB",0.0399120123763306,2018
"GAB",0.0399120123763306,2019
"GAB",0.0399120123763306,2020
"GBR",0.076,2010
"GBR",0.076,2011
"GBR",0.076,2012
"GBR",0.076,2013
"GBR",0.076,2014
"GBR",0.076,2015
"GBR",0.076,2016
"GBR",0.076,2017
"GBR",0.076,2018
"GBR",0.076,2019
"GBR",0.076,2020
"GEO",0.0362154361495251,2010
"GEO",0.0362154361495251,2011
"GEO",0.0362154361495251,2012
"GEO",0.0362154361495251,2013
"GEO",0.0362154361495251,2014
"GEO",0.0362154361495251,2015
"GEO",0.0362154361495251,2016
"GEO",0.0362154361495251,2017
"GEO",0.0362154361495251,2018
"GEO",0.0362154361495251,2019
"GEO",0.0362154361495251,2020
"GHA",0.0299897287935599,2010
"GHA",0.0299897287935599,2011
"GHA",0.0299897287935599,2012
"GHA",0.0299897287935599,2013
"GHA",0.0299897287935599,2014
"GHA",0.0299897287935599,2015
"GHA",0.0299897287935599,2016
"GHA",0.0299897287935599,2017
"GHA",0.0299897287935599,2018
"GHA",0.0299897287935599,2019
"GHA",0.0299897287935599,2020
"GIB",0.0554676284034351,2010
"GIB",0.0554676284034351,2011
"GIB",0.0554676284034351,2012
"GIB",0.0554676284034351,2013
"GIB",0.0554676284034351,2014
"GIB",0.0554676284034351,2015
"GIB",0.0554676284034351,2016
"GIB",0.0554676284034351,2017
"GIB",0.0554676284034351,2018
"GIB",0.0554676284034351,2019
"GIB",0.0554676284034351,2020
"GIN",0.0293552439482315,2010
"GIN",0.0293552439482315,2011
"GIN",0.0293552439482315,2012
"GIN",0.0293552439482315,2013
"GIN",0.0293552439482315,2014
"GIN",0.0293552439482315,2015
"GIN",0.0293552439482315,2016
"GIN",0.0293552439482315,2017
"GIN",0.0293552439482315,2018
"GIN",0.0293552439482315,2019
"GIN",0.0293552439482315,2020
"GMB",0.029837501785478,2010
"GMB",0.029837501785478,2011
"GMB",0.029837501785478,2012
"GMB",0.029837501785478,2013
"GMB",0.029837501785478,2014
"GMB",0.029837501785478,2015
"GMB",0.029837501785478,2016
"GMB",0.029837501785478,2017
"GMB",0.029837501785478,2018
"GMB",0.029837501785478,2019
"GMB",0.029837501785478,2020
"GNB",0.0295934398852544,2010
"GNB",0.0295934398852544,2011
"GNB",0.0295934398852544,2012
"GNB",0.0295934398852544,2013
"GNB",0.0295934398852544,2014
"GNB",0.0295934398852544,2015
"GNB",0.0295934398852544,2016
"GNB",0.0295934398852544,2017
"GNB",0.0295934398852544,2018
"GNB",0.0295934398852544,2019
"GNB",0.0295934398852544,2020
"GNQ",0.0438009397094124,2010
"GNQ",0.0438009397094124,2011
"GNQ",0.0438009397094124,2012
"GNQ",0.0438009397094124,2013
"GNQ",0.0438009397094124,2014
"GNQ",0.0438009397094124,2015
"GNQ",0.0438009397094124,2016
"GNQ",0.0438009397094124,2017
"GNQ",0.0438009397094124,2018
"GNQ",0.0438009397094124,2019
"GNQ",0.0438009397094124,2020
"GRC",0.0470846910396193,2010
"GRC",0.0470846910396193,2011
"GRC",0.0470846910396193,2012
"GRC",0.0470846910396193,2013
"GRC",0.0470846910396193,2014
"GRC",0.0470846910396193,2015
"GRC",0.0470846910396193,2016
"GRC",0.0470846910396193,2017
"GRC",0.0470846910396193,2018
"GRC",0.0470846910396193,2019
"GRC",0.0470846910396193,2020
"GRD",0.0366600988631696,2010
"GRD",0.0366600988631696,2011
"GRD",0.0366600988631696,2012
"GRD",0.0366600988631696,2013
"GRD",0.0366600988631696,2014
"GRD",0.0366600988631696,2015
"GRD",0.0366600988631696,2016
"GRD",0.0366600988631696,2017
"GRD",0.0366600988631696,2018
"GRD",0.0366600988631696,2019
"GRD",0.0366600988631696,2020
"GRL",0.01,2010
"GRL",0.01,2011
"GRL",0.01,2012
"GRL",0.01,2013
"GRL",0.01,2014
"GRL",0.01,2015
"GRL",0.01,2016
"GRL",0.01,2017
"GRL",0.01,2018
"GRL",0.01,2019
"GRL",0.01,2020
"GTM",0.0331996463117021,2010
"GTM",0.0331996463117021,2011
"GTM",0.0331996463117021,2012
"GTM",0.0331996463117021,2013
"GTM",0.0331996463117021,2014
"GTM",0.0331996463117021,2015
"GTM",0.0331996463117021,2016
"GTM",0.0331996463117021,2017
"GTM",0.0331996463117021,2018
"GTM",0.0331996463117021,2019
"GTM",0.0331996463117021,2020
"GUM",0.064,2010
"GUM",0.064,2011
"GUM",0.064,2012
"GUM",0.064,2013
"GUM",0.064,2014
"GUM",0.064,2015
"GUM",0.064,2016
"GUM",0.064,2017
"GUM",0.064,2018
"GUM",0.064,2019
"GUM",0.064,2020
