Year,Nation,iso_code3,population_gnrl_urban
2042,Mozambique,MOZ,19147849.7772593
2043,Mozambique,MOZ,19554911.3147083
2044,Mozambique,MOZ,19961972.8521574
2045,Mozambique,MOZ,20369034.3896064
2046,Mozambique,MOZ,20774070.8777761
2047,Mozambique,MOZ,21179107.3659458
2048,Mozambique,MOZ,21584143.8541156
2049,Mozambique,MOZ,21989180.3422853
2050,Mozambique,MOZ,22394216.830454998
2021,Mauritania,MRT,2444646.50202036
2022,Mauritania,MRT,2527146.99828555
2023,Mauritania,MRT,2609647.49455073
2024,Mauritania,MRT,2692147.99081592
2025,Mauritania,MRT,2774648.4870811002
2026,Mauritania,MRT,2862762.13431471
2027,Mauritania,MRT,2950875.78154833
2028,Mauritania,MRT,3038989.42878194
2029,Mauritania,MRT,3127103.07601556
2030,Mauritania,MRT,3215216.72324917
2031,Mauritania,MRT,3308021.8579392997
2032,Mauritania,MRT,3400826.99262944
2033,Mauritania,MRT,3493632.12731957
2034,Mauritania,MRT,3586437.26200971
2035,Mauritania,MRT,3679242.39669984
2036,Mauritania,MRT,3774242.81143047
2037,Mauritania,MRT,3869243.2261611
2038,Mauritania,MRT,3964243.64089173
2039,Mauritania,MRT,4059244.05562236
2040,Mauritania,MRT,4154244.47035299
2041,Mauritania,MRT,4248648.22899199
2042,Mauritania,MRT,4343051.98763099
2043,Mauritania,MRT,4437455.74626999
2044,Mauritania,MRT,4531859.50490899
2045,Mauritania,MRT,4626263.26354799
2046,Mauritania,MRT,4720026.46287341
2047,Mauritania,MRT,4813789.66219883
2048,Mauritania,MRT,4907552.86152426
2049,Mauritania,MRT,5001316.06084968
2050,Mauritania,MRT,5095079.2601751
2021,Mauritius,MUS,564047.76844499
2022,Mauritius,MUS,571092.82081918
2023,Mauritius,MUS,578137.873193369
2024,Mauritius,MUS,585182.925567559
2025,Mauritius,MUS,592227.977941749
2026,Mauritius,MUS,599093.489773392
2027,Mauritius,MUS,605959.001605034
2028,Mauritius,MUS,612824.513436677
2029,Mauritius,MUS,619690.02526832
2030,Mauritius,MUS,626555.5370999629
2031,Mauritius,MUS,632989.311720999
2032,Mauritius,MUS,639423.086342035
2033,Mauritius,MUS,645856.860963071
2034,Mauritius,MUS,652290.635584107
2035,Mauritius,MUS,658724.4102051429
2036,Mauritius,MUS,664597.174707001
2037,Mauritius,MUS,670469.939208859
2038,Mauritius,MUS,676342.703710716
2039,Mauritius,MUS,682215.468212574
2040,Mauritius,MUS,688088.2327144321
2041,Mauritius,MUS,693421.907549404
2042,Mauritius,MUS,698755.582384376
2043,Mauritius,MUS,704089.257219348
2044,Mauritius,MUS,709422.93205432
2045,Mauritius,MUS,714756.606889293
2046,Mauritius,MUS,719594.717775775
2047,Mauritius,MUS,724432.8286622559
2048,Mauritius,MUS,729270.9395487391
2049,Mauritius,MUS,734109.05043522
2050,Mauritius,MUS,738947.1613217021
2021,Malawi,MWI,3638892.07869769
2022,Malawi,MWI,3788972.56945388
2023,Malawi,MWI,3939053.06021007
2024,Malawi,MWI,4089133.55096626
2025,Malawi,MWI,4239214.04172245
2026,Malawi,MWI,4411628.80616796
2027,Malawi,MWI,4584043.57061347
2028,Malawi,MWI,4756458.33505898
2029,Malawi,MWI,4928873.09950449
2030,Malawi,MWI,5101287.86395
2031,Malawi,MWI,5295200.08003244
2032,Malawi,MWI,5489112.29611488
2033,Malawi,MWI,5683024.51219732
2034,Malawi,MWI,5876936.72827976
2035,Malawi,MWI,6070848.9443622
2036,Malawi,MWI,6285443.53588182
2037,Malawi,MWI,6500038.12740144
2038,Malawi,MWI,6714632.71892106
2039,Malawi,MWI,6929227.31044068
2040,Malawi,MWI,7143821.901960299
2041,Malawi,MWI,7375135.80257281
2042,Malawi,MWI,7606449.70318532
2043,Malawi,MWI,7837763.60379783
2044,Malawi,MWI,8069077.50441034
2045,Malawi,MWI,8300391.40502285
2046,Malawi,MWI,8545417.36555108
2047,Malawi,MWI,8790443.32607931
2048,Malawi,MWI,9035469.28660754
2049,Malawi,MWI,9280495.24713577
2050,Malawi,MWI,9525521.207664
2021,Malaysia,MYS,25968171.2559546
2022,Malaysia,MYS,26515892.9044453
2023,Malaysia,MYS,27063614.5529359
2024,Malaysia,MYS,27611336.201426502
2025,Malaysia,MYS,28159057.8499172
2026,Malaysia,MYS,28714315.3689143
2027,Malaysia,MYS,29269572.8879114
2028,Malaysia,MYS,29824830.4069085
2029,Malaysia,MYS,30380087.9259057
2030,Malaysia,MYS,30935345.4449028
2031,Malaysia,MYS,31485260.5047982
2032,Malaysia,MYS,32035175.5646935
2033,Malaysia,MYS,32585090.6245889
2034,Malaysia,MYS,33135005.6844842
2035,Malaysia,MYS,33684920.7443796
2036,Malaysia,MYS,34212148.497209005
2037,Malaysia,MYS,34739376.250038505
2038,Malaysia,MYS,35266604.00286789
2039,Malaysia,MYS,35793831.7556974
2040,Malaysia,MYS,36321059.508526795
2041,Malaysia,MYS,36827210.166270204
2042,Malaysia,MYS,37333360.8240137
2043,Malaysia,MYS,37839511.481757104
2044,Malaysia,MYS,38345662.1395006
2045,Malaysia,MYS,38851812.797244
2046,Malaysia,MYS,39338232.986159496
2047,Malaysia,MYS,39824653.175075
2048,Malaysia,MYS,40311073.3639906
2049,Malaysia,MYS,40797493.5529061
2050,Malaysia,MYS,41283913.7418216
2021,Namibia,NAM,1419845.31103578
2022,Namibia,NAM,1465646.22890764
2023,Namibia,NAM,1511447.14677949
2024,Namibia,NAM,1557248.06465135
2025,Namibia,NAM,1603048.98252321
2026,Namibia,NAM,1650151.56166587
2027,Namibia,NAM,1697254.14080852
2028,Namibia,NAM,1744356.71995118
2029,Namibia,NAM,1791459.29909383
2030,Namibia,NAM,1838561.87823649
2031,Namibia,NAM,1886342.22138524
2032,Namibia,NAM,1934122.56453399
2033,Namibia,NAM,1981902.90768275
2034,Namibia,NAM,2029683.2508315
2035,Namibia,NAM,2077463.59398025
2036,Namibia,NAM,2124997.7039094
2037,Namibia,NAM,2172531.81383855
2038,Namibia,NAM,2220065.92376769
2039,Namibia,NAM,2267600.03369684
2040,Namibia,NAM,2315134.14362599
2041,Namibia,NAM,2361799.63128314
2042,Namibia,NAM,2408465.11894029
2043,Namibia,NAM,2455130.60659744
2044,Namibia,NAM,2501796.09425459
2045,Namibia,NAM,2548461.58191174
2046,Namibia,NAM,2594576.28925768
2047,Namibia,NAM,2640690.99660362
2048,Namibia,NAM,2686805.70394957
2049,Namibia,NAM,2732920.41129551
2050,Namibia,NAM,2779035.11864145
2021,New Caledonia,NCL,211686.66642119602
2022,New Caledonia,NCL,215725.38126043198
2023,New Caledonia,NCL,219764.096099668
2024,New Caledonia,NCL,223802.81093890397
2025,New Caledonia,NCL,227841.52577814
2026,New Caledonia,NCL,231843.87610904
2027,New Caledonia,NCL,235846.22643994
2028,New Caledonia,NCL,239848.57677084
2029,New Caledonia,NCL,243850.92710174
2030,New Caledonia,NCL,247853.27743264
2031,New Caledonia,NCL,251828.47613722
2032,New Caledonia,NCL,255803.67484179998
2033,New Caledonia,NCL,259778.87354638
2034,New Caledonia,NCL,263754.07225096
2035,New Caledonia,NCL,267729.27095554
2036,New Caledonia,NCL,271707.17064118397
2037,New Caledonia,NCL,275685.070326828
2038,New Caledonia,NCL,279662.970012472
2039,New Caledonia,NCL,283640.86969811603
2040,New Caledonia,NCL,287618.76938376
2041,New Caledonia,NCL,291570.06219878
2042,New Caledonia,NCL,295521.3550138
2043,New Caledonia,NCL,299472.64782882
2044,New Caledonia,NCL,303423.94064384
2045,New Caledonia,NCL,307375.23345886
2046,New Caledonia,NCL,311256.429024532
2047,New Caledonia,NCL,315137.624590204
2048,New Caledonia,NCL,319018.820155876
2049,New Caledonia,NCL,322900.015721548
2050,New Caledonia,NCL,326781.21128722
2021,Niger,NER,3766441.82003565
2022,Niger,NER,3905732.8005446997
2023,Niger,NER,4045023.78105375
2024,Niger,NER,4184314.7615628
2025,Niger,NER,4323605.74207185
2026,Niger,NER,4482236.70875614
2027,Niger,NER,4640867.67544043
2028,Niger,NER,4799498.64212472
2029,Niger,NER,4958129.60880901
2030,Niger,NER,5116760.575493299
2031,Niger,NER,5296903.69727404
2032,Niger,NER,5477046.81905478
2033,Niger,NER,5657189.94083552
2034,Niger,NER,5837333.06261626
2035,Niger,NER,6017476.184397
2036,Niger,NER,6218360.07381264
2037,Niger,NER,6419243.96322828
2038,Niger,NER,6620127.85264392
2039,Niger,NER,6821011.74205956
2040,Niger,NER,7021895.6314752
2041,Niger,NER,7241198.69751588
2042,Niger,NER,7460501.76355656
2043,Niger,NER,7679804.82959724
2044,Niger,NER,7899107.89563792
2045,Niger,NER,8118410.9616786
2046,Niger,NER,8352225.51316842
2047,Niger,NER,8586040.06465824
2048,Niger,NER,8819854.61614806
2049,Niger,NER,9053669.16763788
2050,Niger,NER,9287483.7191277
2021,Nigeria,NGA,109164583.44294499
2022,Nigeria,NGA,113618692.487458
2023,Nigeria,NGA,118072801.53197
2024,Nigeria,NGA,122526910.57648301
2025,Nigeria,NGA,126981019.620996
2026,Nigeria,NGA,132082558.07015
2027,Nigeria,NGA,137184096.519305
2028,Nigeria,NGA,142285634.968459
2029,Nigeria,NGA,147387173.41761398
2030,Nigeria,NGA,152488711.866768
2031,Nigeria,NGA,158258003.05157098
2032,Nigeria,NGA,164027294.236374
2033,Nigeria,NGA,169796585.421178
2034,Nigeria,NGA,175565876.605981
2035,Nigeria,NGA,181335167.790784
2036,Nigeria,NGA,187758736.915672
2037,Nigeria,NGA,194182306.04056102
2038,Nigeria,NGA,200605875.165449
2039,Nigeria,NGA,207029444.29033798
2040,Nigeria,NGA,213453013.415226
2041,Nigeria,NGA,220478029.385875
2042,Nigeria,NGA,227503045.35652402
2043,Nigeria,NGA,234528061.32717404
2044,Nigeria,NGA,241553077.297823
2045,Nigeria,NGA,248578093.26847202
2046,Nigeria,NGA,256176356.83477798
2047,Nigeria,NGA,263774620.40108302
2048,Nigeria,NGA,271372883.967389
2049,Nigeria,NGA,278971147.53369397
2050,Nigeria,NGA,286569411.1
2021,Nicaragua,NIC,3796056.12246169
2022,Nicaragua,NIC,3835679.95361866
2023,Nicaragua,NIC,3875303.78477564
2024,Nicaragua,NIC,3914927.61593261
2025,Nicaragua,NIC,3954551.44708958
2026,Nicaragua,NIC,3990012.74787352
2027,Nicaragua,NIC,4025474.04865746
2028,Nicaragua,NIC,4060935.3494414003
2029,Nicaragua,NIC,4096396.65022534
2030,Nicaragua,NIC,4131857.95100928
2031,Nicaragua,NIC,4162758.08904524
2032,Nicaragua,NIC,4193658.22708121
2033,Nicaragua,NIC,4224558.36511717
2034,Nicaragua,NIC,4255458.50315314
2035,Nicaragua,NIC,4286358.6411891
2036,Nicaragua,NIC,4311922.21656216
2037,Nicaragua,NIC,4337485.79193522
2038,Nicaragua,NIC,4363049.36730828
2039,Nicaragua,NIC,4388612.94268134
2040,Nicaragua,NIC,4414176.518054401
2041,Nicaragua,NIC,4434704.99574228
2042,Nicaragua,NIC,4455233.47343016
2043,Nicaragua,NIC,4475761.95111804
2044,Nicaragua,NIC,4496290.42880592
2045,Nicaragua,NIC,4516818.9064938
2046,Nicaragua,NIC,4532301.76507242
2047,Nicaragua,NIC,4547784.62365103
2048,Nicaragua,NIC,4563267.48222965
2049,Nicaragua,NIC,4578750.34080826
2050,Nicaragua,NIC,4594233.19938688
2021,Netherlands,NLD,16065785.936532
2022,Netherlands,NLD,16208339.9690456
2023,Netherlands,NLD,16350894.001559302
2024,Netherlands,NLD,16493448.0340729
2025,Netherlands,NLD,16636002.066586498
2026,Netherlands,NLD,16775806.7991358
2027,Netherlands,NLD,16915611.5316852
2028,Netherlands,NLD,17055416.264234502
2029,Netherlands,NLD,17195220.996783897
2030,Netherlands,NLD,17335025.7293332
2031,Netherlands,NLD,17466483.4183764
2032,Netherlands,NLD,17597941.107419502
2033,Netherlands,NLD,17729398.7964627
2034,Netherlands,NLD,17860856.4855058
2035,Netherlands,NLD,17992314.174549
2036,Netherlands,NLD,18019142.8296792
2037,Netherlands,NLD,18045971.4848094
2038,Netherlands,NLD,18072800.139939602
2039,Netherlands,NLD,18099628.7950698
2040,Netherlands,NLD,18126457.4502
2041,Netherlands,NLD,18154829.264220003
2042,Netherlands,NLD,18183201.07824
2043,Netherlands,NLD,18211572.89226
2044,Netherlands,NLD,18239944.70628
2045,Netherlands,NLD,18268316.5203
2046,Netherlands,NLD,18292526.90892
2047,Netherlands,NLD,18316737.297539998
2048,Netherlands,NLD,18340947.686160002
2049,Netherlands,NLD,18365158.07478
2050,Netherlands,NLD,18389368.4634
2021,Norway,NOR,4572208.47665042
2022,Norway,NOR,4642340.67073251
2023,Norway,NOR,4712472.86481461
2024,Norway,NOR,4782605.0588967
2025,Norway,NOR,4852737.2529788
2026,Norway,NOR,4924905.09433682
2027,Norway,NOR,4997072.93569483
2028,Norway,NOR,5069240.77705285
2029,Norway,NOR,5141408.61841086
2030,Norway,NOR,5213576.45976888
2031,Norway,NOR,5285698.51934875
2032,Norway,NOR,5357820.57892862
2033,Norway,NOR,5429942.6385085
2034,Norway,NOR,5502064.69808837
2035,Norway,NOR,5574186.75766824
2036,Norway,NOR,5646333.97145415
2037,Norway,NOR,5718481.18524006
2038,Norway,NOR,5790628.39902597
2039,Norway,NOR,5862775.61281189
2040,Norway,NOR,5934922.8265978
2041,Norway,NOR,6008396.28407045
2042,Norway,NOR,6081869.74154309
2043,Norway,NOR,6155343.19901574
2044,Norway,NOR,6228816.65648839
2045,Norway,NOR,6302290.11396104
2046,Norway,NOR,6377898.99497889
2047,Norway,NOR,6453507.87599673
2048,Norway,NOR,6529116.75701458
2049,Norway,NOR,6604725.63803243
2050,Norway,NOR,6680334.51905028
2021,Nepal,NPL,7625677.14459764
2022,Nepal,NPL,7894214.86490088
2023,Nepal,NPL,8162752.58520412
2024,Nepal,NPL,8431290.30550736
2025,Nepal,NPL,8699828.025810601
2026,Nepal,NPL,8980229.58525112
2027,Nepal,NPL,9260631.14469164
2028,Nepal,NPL,9541032.70413216
2029,Nepal,NPL,9821434.26357268
2030,Nepal,NPL,10101835.8230132
2031,Nepal,NPL,10394458.8025222
2032,Nepal,NPL,10687081.782031199
2033,Nepal,NPL,10979704.761540199
2034,Nepal,NPL,11272327.741049198
2035,Nepal,NPL,11564950.720558198
2036,Nepal,NPL,11868494.0471827
2037,Nepal,NPL,12172037.3738072
2038,Nepal,NPL,12475580.700431801
2039,Nepal,NPL,12779124.027056301
2040,Nepal,NPL,13082667.3536808
2041,Nepal,NPL,13392740.693688199
2042,Nepal,NPL,13702814.033695599
2043,Nepal,NPL,14012887.373703
2044,Nepal,NPL,14322960.713710401
2045,Nepal,NPL,14633034.053717801
2046,Nepal,NPL,14943182.8274246
2047,Nepal,NPL,15253331.6011315
2048,Nepal,NPL,15563480.3748383
2049,Nepal,NPL,15873629.1485452
2050,Nepal,NPL,16183777.922252
2021,New Zealand,NZL,4248977.48676331
2022,New Zealand,NZL,4291727.09847124
2023,New Zealand,NZL,4334476.71017917
2024,New Zealand,NZL,4377226.3218871
2025,New Zealand,NZL,4419975.93359504
2026,New Zealand,NZL,4458722.72253912
2027,New Zealand,NZL,4497469.5114832
2028,New Zealand,NZL,4536216.30042728
2029,New Zealand,NZL,4574963.08937136
2030,New Zealand,NZL,4613709.87831544
2031,New Zealand,NZL,4649309.17481918
2032,New Zealand,NZL,4684908.47132292
2033,New Zealand,NZL,4720507.76782667
2034,New Zealand,NZL,4756107.06433041
2035,New Zealand,NZL,4791706.36083415
2036,New Zealand,NZL,4825601.62530792
2037,New Zealand,NZL,4859496.88978169
2038,New Zealand,NZL,4893392.15425547
2039,New Zealand,NZL,4927287.41872924
2040,New Zealand,NZL,4961182.68320301
2041,New Zealand,NZL,4993466.38072281
2042,New Zealand,NZL,5025750.078242599
2043,New Zealand,NZL,5058033.7757624
2044,New Zealand,NZL,5090317.47328219
2045,New Zealand,NZL,5122601.17080199
2046,New Zealand,NZL,5152548.9148603
2047,New Zealand,NZL,5182496.65891862
2048,New Zealand,NZL,5212444.40297693
2049,New Zealand,NZL,5242392.14703525
2050,New Zealand,NZL,5272339.89109356
2021,Oman,OMN,3011460.7321304
2022,Oman,OMN,3104423.82899232
2023,Oman,OMN,3197386.92585423
2024,Oman,OMN,3290350.02271615
2025,Oman,OMN,3383313.11957807
2026,Oman,OMN,3481509.17003102
2027,Oman,OMN,3579705.22048397
2028,Oman,OMN,3677901.27093693
2029,Oman,OMN,3776097.32138988
2030,Oman,OMN,3874293.37184283
2031,Oman,OMN,3945292.23157826
2032,Oman,OMN,4016291.0913137
2033,Oman,OMN,4087289.95104913
2034,Oman,OMN,4158288.81078457
2035,Oman,OMN,4229287.67052
2036,Oman,OMN,4283088.412086
2037,Oman,OMN,4336889.153651999
2038,Oman,OMN,4390689.895218
2039,Oman,OMN,4444490.636783999
2040,Oman,OMN,4498291.37835
2041,Oman,OMN,4547449.164059999
2042,Oman,OMN,4596606.94977
2043,Oman,OMN,4645764.73548
2044,Oman,OMN,4694922.52119
2045,Oman,OMN,4744080.3069
2046,Oman,OMN,4787514.770742
2047,Oman,OMN,4830949.234584
2048,Oman,OMN,4874383.698426
2049,Oman,OMN,4917818.162268
2050,Oman,OMN,4961252.62611
2021,Pakistan,PAK,78808741.8773768
2022,Pakistan,PAK,80559336.1623636
2023,Pakistan,PAK,82309930.4473504
2024,Pakistan,PAK,84060524.7323372
2025,Pakistan,PAK,85811119.017324
2026,Pakistan,PAK,87537453.070464
2027,Pakistan,PAK,89263787.123604
2028,Pakistan,PAK,90990121.176744
2029,Pakistan,PAK,92716455.229884
2030,Pakistan,PAK,94442789.283024
2031,Pakistan,PAK,96155877.2205168
2032,Pakistan,PAK,97868965.15800959
2033,Pakistan,PAK,99582053.0955024
2034,Pakistan,PAK,101295141.032995
2035,Pakistan,PAK,103008228.970488
2036,Pakistan,PAK,104724391.124515
2037,Pakistan,PAK,106440553.278542
2038,Pakistan,PAK,108156715.432569
2039,Pakistan,PAK,109872877.586596
2040,Pakistan,PAK,111589039.740623
2041,Pakistan,PAK,113293632.104882
2042,Pakistan,PAK,114998224.46914199
2043,Pakistan,PAK,116702816.833401
2044,Pakistan,PAK,118407409.19766101
2045,Pakistan,PAK,120112001.56192
2046,Pakistan,PAK,121765551.43031399
2047,Pakistan,PAK,123419101.29870701
2048,Pakistan,PAK,125072651.167101
2049,Pakistan,PAK,126726201.035494
2050,Pakistan,PAK,128379750.90388799
2021,Panama,PAN,2797973.51921668
2022,Panama,PAN,2844350.34247686
2023,Panama,PAN,2890727.16573704
2024,Panama,PAN,2937103.98899722
2025,Panama,PAN,2983480.8122574
2026,Panama,PAN,3029212.71604082
2027,Panama,PAN,3074944.61982423
2028,Panama,PAN,3120676.52360765
2029,Panama,PAN,3166408.42739106
2030,Panama,PAN,3212140.33117448
2031,Panama,PAN,3255818.81353974
2032,Panama,PAN,3299497.295905
2033,Panama,PAN,3343175.77827025
2034,Panama,PAN,3386854.26063551
2035,Panama,PAN,3430532.74300077
2036,Panama,PAN,3472143.68107744
2037,Panama,PAN,3513754.6191541
2038,Panama,PAN,3555365.55723077
2039,Panama,PAN,3596976.49530743
2040,Panama,PAN,3638587.4333841004
2041,Panama,PAN,3677092.81979152
2042,Panama,PAN,3715598.20619894
2043,Panama,PAN,3754103.59260636
2044,Panama,PAN,3792608.97901378
2045,Panama,PAN,3831114.3654212006
2046,Panama,PAN,3866138.16587588
2047,Panama,PAN,3901161.96633056
2048,Panama,PAN,3936185.76678524
2049,Panama,PAN,3971209.56723992
2050,Panama,PAN,4006233.3676946
2021,Peru,PER,24816008.2895861
2022,Peru,PER,25016246.8724779
2023,Peru,PER,25216485.455369603
2024,Peru,PER,25416724.0382614
2025,Peru,PER,25616962.6211532
2026,Peru,PER,25792089.398615398
2027,Peru,PER,25967216.1760775
2028,Peru,PER,26142342.9535397
2029,Peru,PER,26317469.7310018
2030,Peru,PER,26492596.508464
2031,Peru,PER,26635882.340949498
2032,Peru,PER,26779168.173435
2033,Peru,PER,26922454.0059205
2034,Peru,PER,27065739.838406
2035,Peru,PER,27209025.6708915
2036,Peru,PER,27322729.8286189
2037,Peru,PER,27436433.9863463
2038,Peru,PER,27550138.1440736
2039,Peru,PER,27663842.301801
2040,Peru,PER,27777546.4595284
2041,Peru,PER,27859163.613710903
2042,Peru,PER,27940780.767893396
2043,Peru,PER,28022397.922075897
2044,Peru,PER,28104015.0762584
2045,Peru,PER,28185632.2304409
2046,Peru,PER,28233720.2992199
2047,Peru,PER,28281808.3679989
2048,Peru,PER,28329896.4367778
2049,Peru,PER,28377984.5055568
2050,Peru,PER,28426072.574335802
2021,Philippines,PHL,53033451.5356038
2022,Philippines,PHL,54057904.664631605
2023,Philippines,PHL,55082357.7936594
2024,Philippines,PHL,56106810.92268721
2025,Philippines,PHL,57131264.051715
2026,Philippines,PHL,58132761.608481996
2027,Philippines,PHL,59134259.165249
2028,Philippines,PHL,60135756.72201601
2029,Philippines,PHL,61137254.27878299
2030,Philippines,PHL,62138751.83555
2031,Philippines,PHL,63115407.8546126
2032,Philippines,PHL,64092063.873675205
2033,Philippines,PHL,65068719.89273779
2034,Philippines,PHL,66045375.9118004
2035,Philippines,PHL,67022031.930863
2036,Philippines,PHL,67959542.9744896
2037,Philippines,PHL,68897054.0181162
2038,Philippines,PHL,69834565.0617428
2039,Philippines,PHL,70772076.1053694
2040,Philippines,PHL,71709587.148996
2041,Philippines,PHL,72600813.1469408
2042,Philippines,PHL,73492039.1448856
2043,Philippines,PHL,74383265.1428304
2044,Philippines,PHL,75274491.1407752
2045,Philippines,PHL,76165717.13871999
2046,Philippines,PHL,76997303.49345881
2047,Philippines,PHL,77828889.8481976
2048,Philippines,PHL,78660476.2029364
2049,Philippines,PHL,79492062.55767521
2050,Philippines,PHL,80323648.912414
2021,Papua New Guinea,PNG,1121273.06830791
2022,Papua New Guinea,PNG,1142938.12769273
2023,Papua New Guinea,PNG,1164603.18707754
2024,Papua New Guinea,PNG,1186268.24646236
2025,Papua New Guinea,PNG,1207933.30584717
2026,Papua New Guinea,PNG,1229741.59299881
2027,Papua New Guinea,PNG,1251549.88015045
2028,Papua New Guinea,PNG,1273358.16730208
2029,Papua New Guinea,PNG,1295166.45445372
2030,Papua New Guinea,PNG,1316974.74160536
2031,Papua New Guinea,PNG,1338058.23605711
2032,Papua New Guinea,PNG,1359141.73050886
2033,Papua New Guinea,PNG,1380225.2249606
2034,Papua New Guinea,PNG,1401308.71941235
2035,Papua New Guinea,PNG,1422392.2138641002
2036,Papua New Guinea,PNG,1441911.07756642
2037,Papua New Guinea,PNG,1461429.94126874
2038,Papua New Guinea,PNG,1480948.80497106
2039,Papua New Guinea,PNG,1500467.66867338
2040,Papua New Guinea,PNG,1519986.5323757
2041,Papua New Guinea,PNG,1538071.07147016
2042,Papua New Guinea,PNG,1556155.61056462
2043,Papua New Guinea,PNG,1574240.14965908
2044,Papua New Guinea,PNG,1592324.68875354
2045,Papua New Guinea,PNG,1610409.227848
2046,Papua New Guinea,PNG,1626855.92465246
2047,Papua New Guinea,PNG,1643302.62145692
2048,Papua New Guinea,PNG,1659749.31826138
2049,Papua New Guinea,PNG,1676196.01506584
2050,Papua New Guinea,PNG,1692642.7118703001
2021,Poland,POL,23165645.109443303
2022,Poland,POL,23269054.890105102
2023,Poland,POL,23372464.670767
2024,Poland,POL,23475874.4514288
2025,Poland,POL,23579284.2320906
2026,Poland,POL,23654033.375784
2027,Poland,POL,23728782.519477498
2028,Poland,POL,23803531.6631709
2029,Poland,POL,23878280.8068644
2030,Poland,POL,23953029.950557802
2031,Poland,POL,23995977.830464
2032,Poland,POL,24038925.710370198
2033,Poland,POL,24081873.590276398
2034,Poland,POL,24124821.4701826
2035,Poland,POL,24167769.3500888
2036,Poland,POL,24192501.2359501
2037,Poland,POL,24217233.1218113
2038,Poland,POL,24241965.0076726
2039,Poland,POL,24266696.8935338
2040,Poland,POL,24291428.779395103
2041,Poland,POL,24309910.2641249
2042,Poland,POL,24328391.7488547
2043,Poland,POL,24346873.2335846
