,Nation,iso_code3,Year,occrate_trns_passenger_per_vehicle_aviation
1311,France,FRA,1993,86.85
1312,France,FRA,1994,90.89999999999999
1313,France,FRA,1995,91.95
1314,France,FRA,1996,91.5
1315,France,FRA,1997,94.95
1316,France,FRA,1998,95.7
1317,France,FRA,1999,93.3
1318,France,FRA,2000,95.4
1319,France,FRA,2001,93.0
1320,France,FRA,2002,97.05
1321,France,FRA,2003,97.05
1322,France,FRA,2004,98.10000000000001
1323,France,FRA,2005,113.85
1324,France,FRA,2006,114.60000000000001
1325,France,FRA,2007,115.5
1326,Faroe Islands,FRO,1991,85.19999999999999
1327,Faroe Islands,FRO,1992,85.05000000000001
1328,Faroe Islands,FRO,1993,86.85
1329,Faroe Islands,FRO,1994,90.89999999999999
1330,Faroe Islands,FRO,1995,91.95
1331,Faroe Islands,FRO,1996,91.5
1332,Faroe Islands,FRO,1997,94.95
1333,Faroe Islands,FRO,1998,95.7
1334,Faroe Islands,FRO,1999,93.3
1335,Faroe Islands,FRO,2000,95.4
1336,Faroe Islands,FRO,2001,93.0
1337,Faroe Islands,FRO,2002,97.05
1338,Faroe Islands,FRO,2003,97.05
1339,Faroe Islands,FRO,2004,98.10000000000001
1340,Faroe Islands,FRO,2005,113.85
1341,Faroe Islands,FRO,2006,114.60000000000001
1342,Faroe Islands,FRO,2007,115.5
1343,"Micronesia, Fed. Sts.",FSM,1991,85.19999999999999
1344,"Micronesia, Fed. Sts.",FSM,1992,85.05000000000001
1345,"Micronesia, Fed. Sts.",FSM,1993,86.85
1346,"Micronesia, Fed. Sts.",FSM,1994,90.89999999999999
1347,"Micronesia, Fed. Sts.",FSM,1995,91.95
1348,"Micronesia, Fed. Sts.",FSM,1996,91.5
1349,"Micronesia, Fed. Sts.",FSM,1997,94.95
1350,"Micronesia, Fed. Sts.",FSM,1998,95.7
1351,"Micronesia, Fed. Sts.",FSM,1999,93.3
1352,"Micronesia, Fed. Sts.",FSM,2000,95.4
1353,"Micronesia, Fed. Sts.",FSM,2001,93.0
1354,"Micronesia, Fed. Sts.",FSM,2002,97.05
1355,"Micronesia, Fed. Sts.",FSM,2003,97.05
1356,"Micronesia, Fed. Sts.",FSM,2004,98.10000000000001
1357,"Micronesia, Fed. Sts.",FSM,2005,113.85
1358,"Micronesia, Fed. Sts.",FSM,2006,114.60000000000001
1359,"Micronesia, Fed. Sts.",FSM,2007,115.5
1360,Gabon,GAB,1991,85.19999999999999
1361,Gabon,GAB,1992,85.05000000000001
1362,Gabon,GAB,1993,86.85
1363,Gabon,GAB,1994,90.89999999999999
1364,Gabon,GAB,1995,91.95
1365,Gabon,GAB,1996,91.5
1366,Gabon,GAB,1997,94.95
1367,Gabon,GAB,1998,95.7
1368,Gabon,GAB,1999,93.3
1369,Gabon,GAB,2000,95.4
1370,Gabon,GAB,2001,93.0
1371,Gabon,GAB,2002,97.05
1372,Gabon,GAB,2003,97.05
1373,Gabon,GAB,2004,98.10000000000001
1374,Gabon,GAB,2005,113.85
1375,Gabon,GAB,2006,114.60000000000001
1376,Gabon,GAB,2007,115.5
1377,United Kingdom,GBR,1991,85.19999999999999
1378,United Kingdom,GBR,1992,85.05000000000001
1379,United Kingdom,GBR,1993,86.85
1380,United Kingdom,GBR,1994,90.89999999999999
1381,United Kingdom,GBR,1995,91.95
1382,United Kingdom,GBR,1996,91.5
1383,United Kingdom,GBR,1997,94.95
1384,United Kingdom,GBR,1998,95.7
1385,United Kingdom,GBR,1999,93.3
1386,United Kingdom,GBR,2000,95.4
1387,United Kingdom,GBR,2001,93.0
1388,United Kingdom,GBR,2002,97.05
1389,United Kingdom,GBR,2003,97.05
1390,United Kingdom,GBR,2004,98.10000000000001
1391,United Kingdom,GBR,2005,113.85
1392,United Kingdom,GBR,2006,114.60000000000001
1393,United Kingdom,GBR,2007,115.5
1394,Georgia,GEO,1991,85.19999999999999
1395,Georgia,GEO,1992,85.05000000000001
1396,Georgia,GEO,1993,86.85
1397,Georgia,GEO,1994,90.89999999999999
1398,Georgia,GEO,1995,91.95
1399,Georgia,GEO,1996,91.5
1400,Georgia,GEO,1997,94.95
1401,Georgia,GEO,1998,95.7
1402,Georgia,GEO,1999,93.3
1403,Georgia,GEO,2000,95.4
1404,Georgia,GEO,2001,93.0
1405,Georgia,GEO,2002,97.05
1406,Georgia,GEO,2003,97.05
1407,Georgia,GEO,2004,98.10000000000001
1408,Georgia,GEO,2005,113.85
1409,Georgia,GEO,2006,114.60000000000001
1410,Georgia,GEO,2007,115.5
1411,Ghana,GHA,1991,85.19999999999999
1412,Ghana,GHA,1992,85.05000000000001
1413,Ghana,GHA,1993,86.85
1414,Ghana,GHA,1994,90.89999999999999
1415,Ghana,GHA,1995,91.95
1416,Ghana,GHA,1996,91.5
1417,Ghana,GHA,1997,94.95
1418,Ghana,GHA,1998,95.7
1419,Ghana,GHA,1999,93.3
1420,Ghana,GHA,2000,95.4
1421,Ghana,GHA,2001,93.0
1422,Ghana,GHA,2002,97.05
1423,Ghana,GHA,2003,97.05
1424,Ghana,GHA,2004,98.10000000000001
1425,Ghana,GHA,2005,113.85
1426,Ghana,GHA,2006,114.60000000000001
1427,Ghana,GHA,2007,115.5
1428,Gibraltar,GIB,1991,85.19999999999999
1429,Gibraltar,GIB,1992,85.05000000000001
1430,Gibraltar,GIB,1993,86.85
1431,Gibraltar,GIB,1994,90.89999999999999
1432,Gibraltar,GIB,1995,91.95
1433,Gibraltar,GIB,1996,91.5
1434,Gibraltar,GIB,1997,94.95
1435,Gibraltar,GIB,1998,95.7
1436,Gibraltar,GIB,1999,93.3
1437,Gibraltar,GIB,2000,95.4
1438,Gibraltar,GIB,2001,93.0
1439,Gibraltar,GIB,2002,97.05
1440,Gibraltar,GIB,2003,97.05
1441,Gibraltar,GIB,2004,98.10000000000001
1442,Gibraltar,GIB,2005,113.85
1443,Gibraltar,GIB,2006,114.60000000000001
1444,Gibraltar,GIB,2007,115.5
1445,Guinea,GIN,1991,85.19999999999999
1446,Guinea,GIN,1992,85.05000000000001
1447,Guinea,GIN,1993,86.85
1448,Guinea,GIN,1994,90.89999999999999
1449,Guinea,GIN,1995,91.95
1450,Guinea,GIN,1996,91.5
1451,Guinea,GIN,1997,94.95
1452,Guinea,GIN,1998,95.7
1453,Guinea,GIN,1999,93.3
1454,Guinea,GIN,2000,95.4
1455,Guinea,GIN,2001,93.0
1456,Guinea,GIN,2002,97.05
1457,Guinea,GIN,2003,97.05
1458,Guinea,GIN,2004,98.10000000000001
1459,Guinea,GIN,2005,113.85
1460,Guinea,GIN,2006,114.60000000000001
1461,Guinea,GIN,2007,115.5
1462,"Gambia, The",GMB,1991,85.19999999999999
1463,"Gambia, The",GMB,1992,85.05000000000001
1464,"Gambia, The",GMB,1993,86.85
1465,"Gambia, The",GMB,1994,90.89999999999999
1466,"Gambia, The",GMB,1995,91.95
1467,"Gambia, The",GMB,1996,91.5
1468,"Gambia, The",GMB,1997,94.95
1469,"Gambia, The",GMB,1998,95.7
1470,"Gambia, The",GMB,1999,93.3
1471,"Gambia, The",GMB,2000,95.4
1472,"Gambia, The",GMB,2001,93.0
1473,"Gambia, The",GMB,2002,97.05
1474,"Gambia, The",GMB,2003,97.05
1475,"Gambia, The",GMB,2004,98.10000000000001
1476,"Gambia, The",GMB,2005,113.85
1477,"Gambia, The",GMB,2006,114.60000000000001
1478,"Gambia, The",GMB,2007,115.5
1479,Guinea-Bissau,GNB,1991,85.19999999999999
1480,Guinea-Bissau,GNB,1992,85.05000000000001
1481,Guinea-Bissau,GNB,1993,86.85
1482,Guinea-Bissau,GNB,1994,90.89999999999999
1483,Guinea-Bissau,GNB,1995,91.95
1484,Guinea-Bissau,GNB,1996,91.5
1485,Guinea-Bissau,GNB,1997,94.95
1486,Guinea-Bissau,GNB,1998,95.7
1487,Guinea-Bissau,GNB,1999,93.3
1488,Guinea-Bissau,GNB,2000,95.4
1489,Guinea-Bissau,GNB,2001,93.0
1490,Guinea-Bissau,GNB,2002,97.05
1491,Guinea-Bissau,GNB,2003,97.05
1492,Guinea-Bissau,GNB,2004,98.10000000000001
1493,Guinea-Bissau,GNB,2005,113.85
1494,Guinea-Bissau,GNB,2006,114.60000000000001
1495,Guinea-Bissau,GNB,2007,115.5
1496,Equatorial Guinea,GNQ,1991,85.19999999999999
1497,Equatorial Guinea,GNQ,1992,85.05000000000001
1498,Equatorial Guinea,GNQ,1993,86.85
1499,Equatorial Guinea,GNQ,1994,90.89999999999999
1500,Equatorial Guinea,GNQ,1995,91.95
1501,Equatorial Guinea,GNQ,1996,91.5
1502,Equatorial Guinea,GNQ,1997,94.95
1503,Equatorial Guinea,GNQ,1998,95.7
1504,Equatorial Guinea,GNQ,1999,93.3
1505,Equatorial Guinea,GNQ,2000,95.4
1506,Equatorial Guinea,GNQ,2001,93.0
1507,Equatorial Guinea,GNQ,2002,97.05
1508,Equatorial Guinea,GNQ,2003,97.05
1509,Equatorial Guinea,GNQ,2004,98.10000000000001
1510,Equatorial Guinea,GNQ,2005,113.85
1511,Equatorial Guinea,GNQ,2006,114.60000000000001
1512,Equatorial Guinea,GNQ,2007,115.5
1513,Greece,GRC,1991,85.19999999999999
1514,Greece,GRC,1992,85.05000000000001
1515,Greece,GRC,1993,86.85
1516,Greece,GRC,1994,90.89999999999999
1517,Greece,GRC,1995,91.95
1518,Greece,GRC,1996,91.5
1519,Greece,GRC,1997,94.95
1520,Greece,GRC,1998,95.7
1521,Greece,GRC,1999,93.3
1522,Greece,GRC,2000,95.4
1523,Greece,GRC,2001,93.0
1524,Greece,GRC,2002,97.05
1525,Greece,GRC,2003,97.05
1526,Greece,GRC,2004,98.10000000000001
1527,Greece,GRC,2005,113.85
1528,Greece,GRC,2006,114.60000000000001
1529,Greece,GRC,2007,115.5
1530,Grenada,GRD,1991,85.19999999999999
1531,Grenada,GRD,1992,85.05000000000001
1532,Grenada,GRD,1993,86.85
1533,Grenada,GRD,1994,90.89999999999999
1534,Grenada,GRD,1995,91.95
1535,Grenada,GRD,1996,91.5
1536,Grenada,GRD,1997,94.95
1537,Grenada,GRD,1998,95.7
1538,Grenada,GRD,1999,93.3
1539,Grenada,GRD,2000,95.4
1540,Grenada,GRD,2001,93.0
1541,Grenada,GRD,2002,97.05
1542,Grenada,GRD,2003,97.05
1543,Grenada,GRD,2004,98.10000000000001
1544,Grenada,GRD,2005,113.85
1545,Grenada,GRD,2006,114.60000000000001
1546,Grenada,GRD,2007,115.5
1547,Greenland,GRL,1991,85.19999999999999
1548,Greenland,GRL,1992,85.05000000000001
1549,Greenland,GRL,1993,86.85
1550,Greenland,GRL,1994,90.89999999999999
1551,Greenland,GRL,1995,91.95
1552,Greenland,GRL,1996,91.5
1553,Greenland,GRL,1997,94.95
1554,Greenland,GRL,1998,95.7
1555,Greenland,GRL,1999,93.3
1556,Greenland,GRL,2000,95.4
1557,Greenland,GRL,2001,93.0
1558,Greenland,GRL,2002,97.05
1559,Greenland,GRL,2003,97.05
1560,Greenland,GRL,2004,98.10000000000001
1561,Greenland,GRL,2005,113.85
1562,Greenland,GRL,2006,114.60000000000001
1563,Greenland,GRL,2007,115.5
1564,Guatemala,GTM,1991,85.19999999999999
1565,Guatemala,GTM,1992,85.05000000000001
1566,Guatemala,GTM,1993,86.85
1567,Guatemala,GTM,1994,90.89999999999999
1568,Guatemala,GTM,1995,91.95
1569,Guatemala,GTM,1996,91.5
1570,Guatemala,GTM,1997,94.95
1571,Guatemala,GTM,1998,95.7
1572,Guatemala,GTM,1999,93.3
1573,Guatemala,GTM,2000,95.4
1574,Guatemala,GTM,2001,93.0
1575,Guatemala,GTM,2002,97.05
1576,Guatemala,GTM,2003,97.05
1577,Guatemala,GTM,2004,98.10000000000001
1578,Guatemala,GTM,2005,113.85
1579,Guatemala,GTM,2006,114.60000000000001
1580,Guatemala,GTM,2007,115.5
1581,Guam,GUM,1991,85.19999999999999
1582,Guam,GUM,1992,85.05000000000001
1583,Guam,GUM,1993,86.85
1584,Guam,GUM,1994,90.89999999999999
1585,Guam,GUM,1995,91.95
1586,Guam,GUM,1996,91.5
1587,Guam,GUM,1997,94.95
1588,Guam,GUM,1998,95.7
1589,Guam,GUM,1999,93.3
1590,Guam,GUM,2000,95.4
1591,Guam,GUM,2001,93.0
1592,Guam,GUM,2002,97.05
1593,Guam,GUM,2003,97.05
1594,Guam,GUM,2004,98.10000000000001
1595,Guam,GUM,2005,113.85
1596,Guam,GUM,2006,114.60000000000001
1597,Guam,GUM,2007,115.5
1598,Guyana,GUY,1991,85.19999999999999
1599,Guyana,GUY,1992,85.05000000000001
1600,Guyana,GUY,1993,86.85
1601,Guyana,GUY,1994,90.89999999999999
1602,Guyana,GUY,1995,91.95
1603,Guyana,GUY,1996,91.5
1604,Guyana,GUY,1997,94.95
1605,Guyana,GUY,1998,95.7
1606,Guyana,GUY,1999,93.3
1607,Guyana,GUY,2000,95.4
1608,Guyana,GUY,2001,93.0
1609,Guyana,GUY,2002,97.05
1610,Guyana,GUY,2003,97.05
1611,Guyana,GUY,2004,98.10000000000001
1612,Guyana,GUY,2005,113.85
1613,Guyana,GUY,2006,114.60000000000001
1614,Guyana,GUY,2007,115.5
1615,High income,HIC,1991,85.19999999999999
1616,High income,HIC,1992,85.05000000000001
1617,High income,HIC,1993,86.85
1618,High income,HIC,1994,90.89999999999999
1619,High income,HIC,1995,91.95
1620,High income,HIC,1996,91.5
1621,High income,HIC,1997,94.95
1622,High income,HIC,1998,95.7
1623,High income,HIC,1999,93.3
1624,High income,HIC,2000,95.4
1625,High income,HIC,2001,93.0
1626,High income,HIC,2002,97.05
1627,High income,HIC,2003,97.05
1628,High income,HIC,2004,98.10000000000001
1629,High income,HIC,2005,113.85
1630,High income,HIC,2006,114.60000000000001
1631,High income,HIC,2007,115.5
1632,"Hong Kong SAR, China",HKG,1991,85.19999999999999
1633,"Hong Kong SAR, China",HKG,1992,85.05000000000001
1634,"Hong Kong SAR, China",HKG,1993,86.85
1635,"Hong Kong SAR, China",HKG,1994,90.89999999999999
1636,"Hong Kong SAR, China",HKG,1995,91.95
1637,"Hong Kong SAR, China",HKG,1996,91.5
1638,"Hong Kong SAR, China",HKG,1997,94.95
1639,"Hong Kong SAR, China",HKG,1998,95.7
1640,"Hong Kong SAR, China",HKG,1999,93.3
1641,"Hong Kong SAR, China",HKG,2000,95.4
1642,"Hong Kong SAR, China",HKG,2001,93.0
1643,"Hong Kong SAR, China",HKG,2002,97.05
1644,"Hong Kong SAR, China",HKG,2003,97.05
1645,"Hong Kong SAR, China",HKG,2004,98.10000000000001
1646,"Hong Kong SAR, China",HKG,2005,113.85
1647,"Hong Kong SAR, China",HKG,2006,114.60000000000001
1648,"Hong Kong SAR, China",HKG,2007,115.5
1649,Honduras,HND,1991,85.19999999999999
1650,Honduras,HND,1992,85.05000000000001
1651,Honduras,HND,1993,86.85
1652,Honduras,HND,1994,90.89999999999999
1653,Honduras,HND,1995,91.95
1654,Honduras,HND,1996,91.5
1655,Honduras,HND,1997,94.95
1656,Honduras,HND,1998,95.7
1657,Honduras,HND,1999,93.3
1658,Honduras,HND,2000,95.4
1659,Honduras,HND,2001,93.0
1660,Honduras,HND,2002,97.05
1661,Honduras,HND,2003,97.05
1662,Honduras,HND,2004,98.10000000000001
1663,Honduras,HND,2005,113.85
1664,Honduras,HND,2006,114.60000000000001
1665,Honduras,HND,2007,115.5
1666,Heavily indebted poor countries (HIPC),HPC,1991,85.19999999999999
1667,Heavily indebted poor countries (HIPC),HPC,1992,85.05000000000001
1668,Heavily indebted poor countries (HIPC),HPC,1993,86.85
1669,Heavily indebted poor countries (HIPC),HPC,1994,90.89999999999999
1670,Heavily indebted poor countries (HIPC),HPC,1995,91.95
1671,Heavily indebted poor countries (HIPC),HPC,1996,91.5
1672,Heavily indebted poor countries (HIPC),HPC,1997,94.95
1673,Heavily indebted poor countries (HIPC),HPC,1998,95.7
1674,Heavily indebted poor countries (HIPC),HPC,1999,93.3
1675,Heavily indebted poor countries (HIPC),HPC,2000,95.4
1676,Heavily indebted poor countries (HIPC),HPC,2001,93.0
1677,Heavily indebted poor countries (HIPC),HPC,2002,97.05
1678,Heavily indebted poor countries (HIPC),HPC,2003,97.05
1679,Heavily indebted poor countries (HIPC),HPC,2004,98.10000000000001
1680,Heavily indebted poor countries (HIPC),HPC,2005,113.85
1681,Heavily indebted poor countries (HIPC),HPC,2006,114.60000000000001
1682,Heavily indebted poor countries (HIPC),HPC,2007,115.5
1683,Croatia,HRV,1991,85.19999999999999
1684,Croatia,HRV,1992,85.05000000000001
1685,Croatia,HRV,1993,86.85
1686,Croatia,HRV,1994,90.89999999999999
1687,Croatia,HRV,1995,91.95
1688,Croatia,HRV,1996,91.5
1689,Croatia,HRV,1997,94.95
1690,Croatia,HRV,1998,95.7
1691,Croatia,HRV,1999,93.3
1692,Croatia,HRV,2000,95.4
1693,Croatia,HRV,2001,93.0
1694,Croatia,HRV,2002,97.05
1695,Croatia,HRV,2003,97.05
1696,Croatia,HRV,2004,98.10000000000001
1697,Croatia,HRV,2005,113.85
1698,Croatia,HRV,2006,114.60000000000001
1699,Croatia,HRV,2007,115.5
1700,Haiti,HTI,1991,85.19999999999999
1701,Haiti,HTI,1992,85.05000000000001
1702,Haiti,HTI,1993,86.85
1703,Haiti,HTI,1994,90.89999999999999
1704,Haiti,HTI,1995,91.95
1705,Haiti,HTI,1996,91.5
1706,Haiti,HTI,1997,94.95
1707,Haiti,HTI,1998,95.7
1708,Haiti,HTI,1999,93.3
1709,Haiti,HTI,2000,95.4
1710,Haiti,HTI,2001,93.0
1711,Haiti,HTI,2002,97.05
1712,Haiti,HTI,2003,97.05
1713,Haiti,HTI,2004,98.10000000000001
1714,Haiti,HTI,2005,113.85
1715,Haiti,HTI,2006,114.60000000000001
1716,Haiti,HTI,2007,115.5
1717,Hungary,HUN,1991,85.19999999999999
1718,Hungary,HUN,1992,85.05000000000001
1719,Hungary,HUN,1993,86.85
1720,Hungary,HUN,1994,90.89999999999999
1721,Hungary,HUN,1995,91.95
1722,Hungary,HUN,1996,91.5
1723,Hungary,HUN,1997,94.95
1724,Hungary,HUN,1998,95.7
1725,Hungary,HUN,1999,93.3
1726,Hungary,HUN,2000,95.4
1727,Hungary,HUN,2001,93.0
1728,Hungary,HUN,2002,97.05
1729,Hungary,HUN,2003,97.05
1730,Hungary,HUN,2004,98.10000000000001
1731,Hungary,HUN,2005,113.85
1732,Hungary,HUN,2006,114.60000000000001
1733,Hungary,HUN,2007,115.5
1734,IBRD only,IBD,1991,85.19999999999999
1735,IBRD only,IBD,1992,85.05000000000001
1736,IBRD only,IBD,1993,86.85
1737,IBRD only,IBD,1994,90.89999999999999
1738,IBRD only,IBD,1995,91.95
1739,IBRD only,IBD,1996,91.5
1740,IBRD only,IBD,1997,94.95
1741,IBRD only,IBD,1998,95.7
1742,IBRD only,IBD,1999,93.3
1743,IBRD only,IBD,2000,95.4
1744,IBRD only,IBD,2001,93.0
1745,IBRD only,IBD,2002,97.05
1746,IBRD only,IBD,2003,97.05
1747,IBRD only,IBD,2004,98.10000000000001
1748,IBRD only,IBD,2005,113.85
1749,IBRD only,IBD,2006,114.60000000000001
1750,IBRD only,IBD,2007,115.5
1751,IDA & IBRD total,IBT,1991,85.19999999999999
1752,IDA & IBRD total,IBT,1992,85.05000000000001
1753,IDA & IBRD total,IBT,1993,86.85
1754,IDA & IBRD total,IBT,1994,90.89999999999999
1755,IDA & IBRD total,IBT,1995,91.95
1756,IDA & IBRD total,IBT,1996,91.5
1757,IDA & IBRD total,IBT,1997,94.95
1758,IDA & IBRD total,IBT,1998,95.7
1759,IDA & IBRD total,IBT,1999,93.3
1760,IDA & IBRD total,IBT,2000,95.4
1761,IDA & IBRD total,IBT,2001,93.0
1762,IDA & IBRD total,IBT,2002,97.05
1763,IDA & IBRD total,IBT,2003,97.05
1764,IDA & IBRD total,IBT,2004,98.10000000000001
1765,IDA & IBRD total,IBT,2005,113.85
1766,IDA & IBRD total,IBT,2006,114.60000000000001
1767,IDA & IBRD total,IBT,2007,115.5
1768,IDA total,IDA,1991,85.19999999999999
1769,IDA total,IDA,1992,85.05000000000001
1770,IDA total,IDA,1993,86.85
1771,IDA total,IDA,1994,90.89999999999999
1772,IDA total,IDA,1995,91.95
1773,IDA total,IDA,1996,91.5
1774,IDA total,IDA,1997,94.95
1775,IDA total,IDA,1998,95.7
1776,IDA total,IDA,1999,93.3
1777,IDA total,IDA,2000,95.4
1778,IDA total,IDA,2001,93.0
1779,IDA total,IDA,2002,97.05
1780,IDA total,IDA,2003,97.05
1781,IDA total,IDA,2004,98.10000000000001
1782,IDA total,IDA,2005,113.85
1783,IDA total,IDA,2006,114.60000000000001
1784,IDA total,IDA,2007,115.5
1785,IDA blend,IDB,1991,85.19999999999999
1786,IDA blend,IDB,1992,85.05000000000001
1787,IDA blend,IDB,1993,86.85
1788,IDA blend,IDB,1994,90.89999999999999
1789,IDA blend,IDB,1995,91.95
1790,IDA blend,IDB,1996,91.5
1791,IDA blend,IDB,1997,94.95
1792,IDA blend,IDB,1998,95.7
1793,IDA blend,IDB,1999,93.3
1794,IDA blend,IDB,2000,95.4
1795,IDA blend,IDB,2001,93.0
1796,IDA blend,IDB,2002,97.05
1797,IDA blend,IDB,2003,97.05
1798,IDA blend,IDB,2004,98.10000000000001
1799,IDA blend,IDB,2005,113.85
1800,IDA blend,IDB,2006,114.60000000000001
1801,IDA blend,IDB,2007,115.5
1802,Indonesia,IDN,1991,85.19999999999999
1803,Indonesia,IDN,1992,85.05000000000001
1804,Indonesia,IDN,1993,86.85
1805,Indonesia,IDN,1994,90.89999999999999
1806,Indonesia,IDN,1995,91.95
1807,Indonesia,IDN,1996,91.5
1808,Indonesia,IDN,1997,94.95
1809,Indonesia,IDN,1998,95.7
1810,Indonesia,IDN,1999,93.3
1811,Indonesia,IDN,2000,95.4
1812,Indonesia,IDN,2001,93.0
1813,Indonesia,IDN,2002,97.05
1814,Indonesia,IDN,2003,97.05
1815,Indonesia,IDN,2004,98.10000000000001
1816,Indonesia,IDN,2005,113.85
1817,Indonesia,IDN,2006,114.60000000000001
1818,Indonesia,IDN,2007,115.5
1819,IDA only,IDX,1991,85.19999999999999
1820,IDA only,IDX,1992,85.05000000000001
1821,IDA only,IDX,1993,86.85
1822,IDA only,IDX,1994,90.89999999999999
1823,IDA only,IDX,1995,91.95
1824,IDA only,IDX,1996,91.5
1825,IDA only,IDX,1997,94.95
1826,IDA only,IDX,1998,95.7
1827,IDA only,IDX,1999,93.3
1828,IDA only,IDX,2000,95.4
1829,IDA only,IDX,2001,93.0
1830,IDA only,IDX,2002,97.05
1831,IDA only,IDX,2003,97.05
1832,IDA only,IDX,2004,98.10000000000001
1833,IDA only,IDX,2005,113.85
1834,IDA only,IDX,2006,114.60000000000001
1835,IDA only,IDX,2007,115.5
1836,Isle of Man,IMN,1991,85.19999999999999
1837,Isle of Man,IMN,1992,85.05000000000001
1838,Isle of Man,IMN,1993,86.85
1839,Isle of Man,IMN,1994,90.89999999999999
1840,Isle of Man,IMN,1995,91.95
1841,Isle of Man,IMN,1996,91.5
1842,Isle of Man,IMN,1997,94.95
1843,Isle of Man,IMN,1998,95.7
1844,Isle of Man,IMN,1999,93.3
1845,Isle of Man,IMN,2000,95.4
1846,Isle of Man,IMN,2001,93.0
1847,Isle of Man,IMN,2002,97.05
1848,Isle of Man,IMN,2003,97.05
1849,Isle of Man,IMN,2004,98.10000000000001
1850,Isle of Man,IMN,2005,113.85
1851,Isle of Man,IMN,2006,114.60000000000001
1852,Isle of Man,IMN,2007,115.5
1853,India,IND,1991,85.19999999999999
1854,India,IND,1992,85.05000000000001
1855,India,IND,1993,86.85
1856,India,IND,1994,90.89999999999999
1857,India,IND,1995,91.95
1858,India,IND,1996,91.5
1859,India,IND,1997,94.95
1860,India,IND,1998,95.7
1861,India,IND,1999,93.3
1862,India,IND,2000,95.4
1863,India,IND,2001,93.0
1864,India,IND,2002,97.05
1865,India,IND,2003,97.05
1866,India,IND,2004,98.10000000000001
1867,India,IND,2005,113.85
1868,India,IND,2006,114.60000000000001
1869,India,IND,2007,115.5
1870,Not classified,INX,1991,85.19999999999999
1871,Not classified,INX,1992,85.05000000000001
1872,Not classified,INX,1993,86.85
1873,Not classified,INX,1994,90.89999999999999
1874,Not classified,INX,1995,91.95
1875,Not classified,INX,1996,91.5
1876,Not classified,INX,1997,94.95
1877,Not classified,INX,1998,95.7
1878,Not classified,INX,1999,93.3
1879,Not classified,INX,2000,95.4
1880,Not classified,INX,2001,93.0
1881,Not classified,INX,2002,97.05
1882,Not classified,INX,2003,97.05
1883,Not classified,INX,2004,98.10000000000001
1884,Not classified,INX,2005,113.85
1885,Not classified,INX,2006,114.60000000000001
1886,Not classified,INX,2007,115.5
1887,Ireland,IRL,1991,85.19999999999999
1888,Ireland,IRL,1992,85.05000000000001
1889,Ireland,IRL,1993,86.85
1890,Ireland,IRL,1994,90.89999999999999
1891,Ireland,IRL,1995,91.95
1892,Ireland,IRL,1996,91.5
1893,Ireland,IRL,1997,94.95
1894,Ireland,IRL,1998,95.7
1895,Ireland,IRL,1999,93.3
1896,Ireland,IRL,2000,95.4
1897,Ireland,IRL,2001,93.0
1898,Ireland,IRL,2002,97.05
1899,Ireland,IRL,2003,97.05
1900,Ireland,IRL,2004,98.10000000000001
1901,Ireland,IRL,2005,113.85
1902,Ireland,IRL,2006,114.60000000000001
1903,Ireland,IRL,2007,115.5
1904,"Iran, Islamic Rep.",IRN,1991,85.19999999999999
1905,"Iran, Islamic Rep.",IRN,1992,85.05000000000001
1906,"Iran, Islamic Rep.",IRN,1993,86.85
1907,"Iran, Islamic Rep.",IRN,1994,90.89999999999999
1908,"Iran, Islamic Rep.",IRN,1995,91.95
1909,"Iran, Islamic Rep.",IRN,1996,91.5
1910,"Iran, Islamic Rep.",IRN,1997,94.95
1911,"Iran, Islamic Rep.",IRN,1998,95.7
1912,"Iran, Islamic Rep.",IRN,1999,93.3
1913,"Iran, Islamic Rep.",IRN,2000,95.4
1914,"Iran, Islamic Rep.",IRN,2001,93.0
1915,"Iran, Islamic Rep.",IRN,2002,97.05
1916,"Iran, Islamic Rep.",IRN,2003,97.05
1917,"Iran, Islamic Rep.",IRN,2004,98.10000000000001
1918,"Iran, Islamic Rep.",IRN,2005,113.85
1919,"Iran, Islamic Rep.",IRN,2006,114.60000000000001
1920,"Iran, Islamic Rep.",IRN,2007,115.5
1921,Iraq,IRQ,1991,85.19999999999999
1922,Iraq,IRQ,1992,85.05000000000001
1923,Iraq,IRQ,1993,86.85
1924,Iraq,IRQ,1994,90.89999999999999
1925,Iraq,IRQ,1995,91.95
1926,Iraq,IRQ,1996,91.5
1927,Iraq,IRQ,1997,94.95
1928,Iraq,IRQ,1998,95.7
1929,Iraq,IRQ,1999,93.3
1930,Iraq,IRQ,2000,95.4
1931,Iraq,IRQ,2001,93.0
1932,Iraq,IRQ,2002,97.05
1933,Iraq,IRQ,2003,97.05
1934,Iraq,IRQ,2004,98.10000000000001
1935,Iraq,IRQ,2005,113.85
1936,Iraq,IRQ,2006,114.60000000000001
1937,Iraq,IRQ,2007,115.5
1938,Iceland,ISL,1991,85.19999999999999
1939,Iceland,ISL,1992,85.05000000000001
1940,Iceland,ISL,1993,86.85
1941,Iceland,ISL,1994,90.89999999999999
1942,Iceland,ISL,1995,91.95
1943,Iceland,ISL,1996,91.5
1944,Iceland,ISL,1997,94.95
1945,Iceland,ISL,1998,95.7
1946,Iceland,ISL,1999,93.3
1947,Iceland,ISL,2000,95.4
1948,Iceland,ISL,2001,93.0
1949,Iceland,ISL,2002,97.05
1950,Iceland,ISL,2003,97.05
1951,Iceland,ISL,2004,98.10000000000001
