Year,iso_code3,frac_lndu_initial_grasslands
1998,ALB,0.31843329925385166
1999,ALB,0.3273709161619091
2000,ALB,0.3304110896436052
2001,ALB,0.33462421425317684
2002,ALB,0.33624533877364154
2003,ALB,0.33450688435749654
2004,ALB,0.33565532838829737
2005,ALB,0.3359520460519764
2006,ALB,0.3357943873926185
2007,ALB,0.3401029101771218
2008,ALB,0.33118809382520775
2009,ALB,0.33271826250369396
2010,ALB,0.333304312093547
2011,ALB,0.33318357556727607
2012,ALB,0.3315737414514323
2013,ALB,0.3315560382274835
2014,ALB,0.33079811010348725
2019,ALB,0.33327422839739407
2020,ALB,0.3332687050958542
2021,ALB,0.3332687050958542
2022,ALB,0.3332687050958542
2023,ALB,0.3332687050958542
2024,ALB,0.3332687050958542
2025,ALB,0.3332687050958542
2026,ALB,0.3332687050958542
2027,ALB,0.3332687050958542
2028,ALB,0.3332687050958542
2029,ALB,0.3332687050958542
2030,ALB,0.3332687050958542
2031,ALB,0.3332687050958542
2032,ALB,0.3332687050958542
2033,ALB,0.3332687050958542
2034,ALB,0.3332687050958542
2035,ALB,0.3332687050958542
2036,ALB,0.3332687050958542
2037,ALB,0.3332687050958542
2038,ALB,0.3332687050958542
2039,ALB,0.3332687050958542
2040,ALB,0.3332687050958542
2041,ALB,0.3332687050958542
2042,ALB,0.3332687050958542
2043,ALB,0.3332687050958542
2044,ALB,0.3332687050958542
2045,ALB,0.3332687050958542
2046,ALB,0.3332687050958542
2047,ALB,0.3332687050958542
2048,ALB,0.3332687050958542
2049,ALB,0.3332687050958542
2050,ALB,0.3332687050958542
1992,AND,0.20676411769301578
1993,AND,0.2070893110340789
1994,AND,0.2074391625616879
1995,AND,0.20823813721676634
1996,AND,0.20788100375153143
1997,AND,0.20496702793976354
1998,AND,0.20404980528071218
1999,AND,0.20273161979480653
2000,AND,0.20353103498062314
2001,AND,0.20503597766545292
2002,AND,0.20454990803046733
2003,AND,0.1975069108016873
2004,AND,0.20507030868096476
2005,AND,0.20752392596697883
2006,AND,0.20901405387658276
2007,AND,0.21063746410995607
2008,AND,0.20136602874720003
2009,AND,0.20892640291912404
2010,AND,0.20980011162361822
2011,AND,0.20840883032847063
2012,AND,0.2012778883241327
2013,AND,0.20933782710278928
2014,AND,0.21114435692838351
2019,AND,0.238034785367862
2020,AND,0.236240327141131
2021,AND,0.236240327141131
2022,AND,0.236240327141131
2023,AND,0.236240327141131
2024,AND,0.236240327141131
2025,AND,0.236240327141131
2026,AND,0.236240327141131
2027,AND,0.236240327141131
2028,AND,0.236240327141131
2029,AND,0.236240327141131
2030,AND,0.236240327141131
2031,AND,0.236240327141131
2032,AND,0.236240327141131
2033,AND,0.236240327141131
2034,AND,0.236240327141131
2035,AND,0.236240327141131
2036,AND,0.236240327141131
2037,AND,0.236240327141131
2038,AND,0.236240327141131
2039,AND,0.236240327141131
2040,AND,0.236240327141131
2041,AND,0.236240327141131
2042,AND,0.236240327141131
2043,AND,0.236240327141131
2044,AND,0.236240327141131
2045,AND,0.236240327141131
2046,AND,0.236240327141131
2047,AND,0.236240327141131
2048,AND,0.236240327141131
2049,AND,0.236240327141131
2050,AND,0.236240327141131
1992,ARE,0.0048124530902435726
1993,ARE,0.005029277932431663
1994,ARE,0.005149213831802311
1995,ARE,0.005272449278224538
1996,ARE,0.00557985177621878
1997,ARE,0.005823496137237645
1998,ARE,0.005953890897263833
1999,ARE,0.005792484133935646
2000,ARE,0.005794343032244016
2001,ARE,0.0058264186377903135
2002,ARE,0.005826694124443873
2003,ARE,0.005831108184389176
2004,ARE,0.005827971830964442
2005,ARE,0.005821612692936552
2006,ARE,0.005837284759442321
2007,ARE,0.005838944291182626
2008,ARE,0.005844437024962742
2009,ARE,0.005848173672359738
2010,ARE,0.005832425962917946
2011,ARE,0.006068462276375284
2012,ARE,0.006081615120443241
2013,ARE,0.006106651351730243
2014,ARE,0.006105939285012701
2019,ARE,0.006298382848665741
2020,ARE,0.006322447818905852
2021,ARE,0.006322447818905852
2022,ARE,0.006322447818905852
2023,ARE,0.006322447818905852
2024,ARE,0.006322447818905852
2025,ARE,0.006322447818905852
2026,ARE,0.006322447818905852
2027,ARE,0.006322447818905852
2028,ARE,0.006322447818905852
2029,ARE,0.006322447818905852
2030,ARE,0.006322447818905852
2031,ARE,0.006322447818905852
2032,ARE,0.006322447818905852
2033,ARE,0.006322447818905852
2034,ARE,0.006322447818905852
2035,ARE,0.006322447818905852
2036,ARE,0.006322447818905852
2037,ARE,0.006322447818905852
2038,ARE,0.006322447818905852
2039,ARE,0.006322447818905852
2040,ARE,0.006322447818905852
2041,ARE,0.006322447818905852
2042,ARE,0.006322447818905852
2043,ARE,0.006322447818905852
2044,ARE,0.006322447818905852
2045,ARE,0.006322447818905852
2046,ARE,0.006322447818905852
2047,ARE,0.006322447818905852
2048,ARE,0.006322447818905852
2049,ARE,0.006322447818905852
2050,ARE,0.006322447818905852
1992,ARG,0.4206660059051786
1993,ARG,0.4252880809525551
1994,ARG,0.4218706328244191
1995,ARG,0.41649933907304854
1996,ARG,0.4134513953175622
1997,ARG,0.40188236543640926
1998,ARG,0.4023091030753792
1999,ARG,0.3981576699552599
2000,ARG,0.3969383507274401
2001,ARG,0.39637812880649054
2002,ARG,0.39360478154871203
2003,ARG,0.39153368542361205
2004,ARG,0.38708658972271953
2005,ARG,0.38478868204383615
2006,ARG,0.3848262337044338
2007,ARG,0.3769216664117044
2008,ARG,0.3724560799134261
2009,ARG,0.38286697250437884
2010,ARG,0.37853652847681996
2011,ARG,0.36580955768915585
2012,ARG,0.3697914997792343
2013,ARG,0.36690220976281557
2014,ARG,0.36865509339155766
2019,ARG,0.36638381927080693
2020,ARG,0.36416477459942564
2021,ARG,0.36416477459942564
2022,ARG,0.36416477459942564
2023,ARG,0.36416477459942564
2024,ARG,0.36416477459942564
2025,ARG,0.36416477459942564
2026,ARG,0.36416477459942564
2027,ARG,0.36416477459942564
2028,ARG,0.36416477459942564
2029,ARG,0.36416477459942564
2030,ARG,0.36416477459942564
2031,ARG,0.36416477459942564
2032,ARG,0.36416477459942564
2033,ARG,0.36416477459942564
2034,ARG,0.36416477459942564
2035,ARG,0.36416477459942564
2036,ARG,0.36416477459942564
2037,ARG,0.36416477459942564
2038,ARG,0.36416477459942564
2039,ARG,0.36416477459942564
2040,ARG,0.36416477459942564
2041,ARG,0.36416477459942564
2042,ARG,0.36416477459942564
2043,ARG,0.36416477459942564
2044,ARG,0.36416477459942564
2045,ARG,0.36416477459942564
2046,ARG,0.36416477459942564
2047,ARG,0.36416477459942564
2048,ARG,0.36416477459942564
2049,ARG,0.36416477459942564
2050,ARG,0.36416477459942564
1992,ARM,0.5123203440685666
1993,ARM,0.5097208391433834
1994,ARM,0.5139399493083762
1995,ARM,0.52195550100564
1996,ARM,0.5135625787832203
1997,ARM,0.5118401999191204
1998,ARM,0.5145827336054428
1999,ARM,0.5188266836481928
2000,ARM,0.5211363214774438
2001,ARM,0.5124534838601925
2002,ARM,0.5157253098566291
2003,ARM,0.5124722659021699
2004,ARM,0.5089689859073249
2005,ARM,0.5075671449644109
2006,ARM,0.5180148131467247
2007,ARM,0.5129698487314325
2008,ARM,0.5136687883402844
2009,ARM,0.5156376385400436
2010,ARM,0.5182925540191149
2011,ARM,0.5168519605545449
2012,ARM,0.5112756845056389
2013,ARM,0.5088428775500149
2014,ARM,0.5068705686185402
2019,ARM,0.527499659123949
2020,ARM,0.5269509856678396
2021,ARM,0.5269509856678396
2022,ARM,0.5269509856678396
2023,ARM,0.5269509856678396
2024,ARM,0.5269509856678396
2025,ARM,0.5269509856678396
2026,ARM,0.5269509856678396
2027,ARM,0.5269509856678396
2028,ARM,0.5269509856678396
2029,ARM,0.5269509856678396
2030,ARM,0.5269509856678396
2031,ARM,0.5269509856678396
2032,ARM,0.5269509856678396
2033,ARM,0.5269509856678396
2034,ARM,0.5269509856678396
2035,ARM,0.5269509856678396
2036,ARM,0.5269509856678396
2037,ARM,0.5269509856678396
2038,ARM,0.5269509856678396
2039,ARM,0.5269509856678396
2040,ARM,0.5269509856678396
2041,ARM,0.5269509856678396
2042,ARM,0.5269509856678396
2043,ARM,0.5269509856678396
2044,ARM,0.5269509856678396
2045,ARM,0.5269509856678396
2046,ARM,0.5269509856678396
2047,ARM,0.5269509856678396
2048,ARM,0.5269509856678396
2049,ARM,0.5269509856678396
2050,ARM,0.5269509856678396
1992,ASM,0.0781526544392004
1993,ASM,0.07424116321531445
1994,ASM,0.07769962360175865
1995,ASM,0.07766956661428415
1996,ASM,0.07454183136276077
1997,ASM,0.07390850600256016
1998,ASM,0.0729597207733729
1999,ASM,0.07554968703809592
2000,ASM,0.07028792413361044
2001,ASM,0.07028573886991125
2002,ASM,0.06854991589448571
2003,ASM,0.06867657197031635
2004,ASM,0.06938839745932769
2005,ASM,0.06811747908170705
2006,ASM,0.06577271910094015
2007,ASM,0.06798245578494279
2008,ASM,0.06544356685938092
2009,ASM,0.06075058987372878
2010,ASM,0.06080350541134342
2011,ASM,0.06028954827913082
2012,ASM,0.060458344370109864
2013,ASM,0.06143678308614982
2014,ASM,0.06878044508804357
2019,ASM,0.08561709529689616
2020,ASM,0.08598485013716077
2021,ASM,0.08598485013716077
2022,ASM,0.08598485013716077
2023,ASM,0.08598485013716077
2024,ASM,0.08598485013716077
2025,ASM,0.08598485013716077
2026,ASM,0.08598485013716077
2027,ASM,0.08598485013716077
2028,ASM,0.08598485013716077
2029,ASM,0.08598485013716077
2030,ASM,0.08598485013716077
2031,ASM,0.08598485013716077
2032,ASM,0.08598485013716077
2033,ASM,0.08598485013716077
2034,ASM,0.08598485013716077
2035,ASM,0.08598485013716077
2036,ASM,0.08598485013716077
2037,ASM,0.08598485013716077
2038,ASM,0.08598485013716077
2039,ASM,0.08598485013716077
2040,ASM,0.08598485013716077
2041,ASM,0.08598485013716077
2042,ASM,0.08598485013716077
2043,ASM,0.08598485013716077
2044,ASM,0.08598485013716077
2045,ASM,0.08598485013716077
2046,ASM,0.08598485013716077
2047,ASM,0.08598485013716077
2048,ASM,0.08598485013716077
2049,ASM,0.08598485013716077
2050,ASM,0.08598485013716077
1992,ATG,0.3348942191169755
1993,ATG,0.33601247847195553
1994,ATG,0.33660128410260215
1995,ATG,0.3453470628794271
1996,ATG,0.3444874392002179
1997,ATG,0.34402123845119054
1998,ATG,0.34449664309523015
1999,ATG,0.3436919045276271
2000,ATG,0.34337756010920234
2001,ATG,0.34426024477660755
2002,ATG,0.3401742576341815
2003,ATG,0.3332185436396796
2004,ATG,0.33292345993452227
2005,ATG,0.34503577399367164
2006,ATG,0.3422226650018128
2007,ATG,0.33921232975745935
2008,ATG,0.3375789541900759
2009,ATG,0.3364129714386205
2010,ATG,0.3350529149093189
2011,ATG,0.3347982851692864
2012,ATG,0.3392505355995144
2013,ATG,0.3383759814939695
2014,ATG,0.35871480049166976
2019,ATG,0.37635728611511454
2020,ATG,0.37941080761106993
2021,ATG,0.37941080761106993
2022,ATG,0.37941080761106993
2023,ATG,0.37941080761106993
2024,ATG,0.37941080761106993
2025,ATG,0.37941080761106993
2026,ATG,0.37941080761106993
2027,ATG,0.37941080761106993
2028,ATG,0.37941080761106993
2029,ATG,0.37941080761106993
2030,ATG,0.37941080761106993
2031,ATG,0.37941080761106993
2032,ATG,0.37941080761106993
2033,ATG,0.37941080761106993
2034,ATG,0.37941080761106993
2035,ATG,0.37941080761106993
2036,ATG,0.37941080761106993
2037,ATG,0.37941080761106993
2038,ATG,0.37941080761106993
2039,ATG,0.37941080761106993
2040,ATG,0.37941080761106993
2041,ATG,0.37941080761106993
2042,ATG,0.37941080761106993
2043,ATG,0.37941080761106993
2044,ATG,0.37941080761106993
2045,ATG,0.37941080761106993
2046,ATG,0.37941080761106993
2047,ATG,0.37941080761106993
2048,ATG,0.37941080761106993
2049,ATG,0.37941080761106993
2050,ATG,0.37941080761106993
1992,AUS,0.37786043793830104
1993,AUS,0.37671537863424
1994,AUS,0.3757599209767495
1995,AUS,0.37612174382438684
1996,AUS,0.37328769151118835
1997,AUS,0.3710135857211455
1998,AUS,0.3703732760509252
1999,AUS,0.36799071616064566
2000,AUS,0.3673009132499512
2001,AUS,0.366560024836235
2002,AUS,0.36684576795020934
2003,AUS,0.36759324016801376
2004,AUS,0.36616597724851474
2005,AUS,0.36525747331591696
2006,AUS,0.3661316162911324
2007,AUS,0.3671616872913335
2008,AUS,0.3650788262883527
2009,AUS,0.3635924016799935
2010,AUS,0.3632860383069892
2011,AUS,0.36294586828036307
2012,AUS,0.36193391860431195
2013,AUS,0.3622398221100284
2014,AUS,0.3637535495350212
2019,AUS,0.373879620520839
2020,AUS,0.37651098707316016
2021,AUS,0.37651098707316016
2022,AUS,0.37651098707316016
2023,AUS,0.37651098707316016
2024,AUS,0.37651098707316016
2025,AUS,0.37651098707316016
2026,AUS,0.37651098707316016
2027,AUS,0.37651098707316016
2028,AUS,0.37651098707316016
2029,AUS,0.37651098707316016
2030,AUS,0.37651098707316016
2031,AUS,0.37651098707316016
2032,AUS,0.37651098707316016
2033,AUS,0.37651098707316016
2034,AUS,0.37651098707316016
2035,AUS,0.37651098707316016
2036,AUS,0.37651098707316016
2037,AUS,0.37651098707316016
2038,AUS,0.37651098707316016
2039,AUS,0.37651098707316016
2040,AUS,0.37651098707316016
2041,AUS,0.37651098707316016
2042,AUS,0.37651098707316016
2043,AUS,0.37651098707316016
2044,AUS,0.37651098707316016
2045,AUS,0.37651098707316016
2046,AUS,0.37651098707316016
2047,AUS,0.37651098707316016
2048,AUS,0.37651098707316016
2049,AUS,0.37651098707316016
2050,AUS,0.37651098707316016
1992,AUT,0.20269330478813002
1993,AUT,0.20230476702056827
1994,AUT,0.20089012498481593
1995,AUT,0.206868942056534
1996,AUT,0.2075520535759668
1997,AUT,0.20448468069522976
1998,AUT,0.2043044854360782
1999,AUT,0.20537700851044272
2000,AUT,0.20724404388297557
2001,AUT,0.20565416220228508
2002,AUT,0.2062890374097216
2003,AUT,0.20670979264323364
2004,AUT,0.20590803729426277
2005,AUT,0.20602702466372136
2006,AUT,0.20535442137491428
2007,AUT,0.2025995453001515
2008,AUT,0.1983076098608655
2009,AUT,0.1967770499382466
2010,AUT,0.19723205545183495
2011,AUT,0.19784546489778582
2012,AUT,0.19794008657079687
2013,AUT,0.20057399585126226
2014,AUT,0.1969218688021472
2019,AUT,0.2208081000762767
2020,AUT,0.22157639140563323
2021,AUT,0.22157639140563323
2022,AUT,0.22157639140563323
2023,AUT,0.22157639140563323
2024,AUT,0.22157639140563323
2025,AUT,0.22157639140563323
2026,AUT,0.22157639140563323
2027,AUT,0.22157639140563323
2028,AUT,0.22157639140563323
2029,AUT,0.22157639140563323
2030,AUT,0.22157639140563323
2031,AUT,0.22157639140563323
2032,AUT,0.22157639140563323
2033,AUT,0.22157639140563323
2034,AUT,0.22157639140563323
2035,AUT,0.22157639140563323
2036,AUT,0.22157639140563323
2037,AUT,0.22157639140563323
2038,AUT,0.22157639140563323
2039,AUT,0.22157639140563323
2040,AUT,0.22157639140563323
2041,AUT,0.22157639140563323
2042,AUT,0.22157639140563323
2043,AUT,0.22157639140563323
2044,AUT,0.22157639140563323
2045,AUT,0.22157639140563323
2046,AUT,0.22157639140563323
2047,AUT,0.22157639140563323
2048,AUT,0.22157639140563323
2049,AUT,0.22157639140563323
2050,AUT,0.22157639140563323
1992,AZE,0.11713286204171347
1993,AZE,0.11650580278636397
1994,AZE,0.11785695832251433
1995,AZE,0.11925170414384235
1996,AZE,0.11902002732693287
1997,AZE,0.11918922336965146
1998,AZE,0.12167905036500738
1999,AZE,0.12413156972417001
2000,AZE,0.12227689199151907
2001,AZE,0.12101007145592414
2002,AZE,0.12081287007214452
2003,AZE,0.12111276888525527
2004,AZE,0.12033548215068482
2005,AZE,0.11945705126627731
2006,AZE,0.11987674898244761
2007,AZE,0.12085628268729924
2008,AZE,0.11970970142488488
2009,AZE,0.11768116860547817
2010,AZE,0.11931915978192668
2011,AZE,0.11881838751050486
2012,AZE,0.11830926502944929
2013,AZE,0.11775067234522761
2014,AZE,0.11855325756926054
2019,AZE,0.11384549312713417
2020,AZE,0.1147104462957541
2021,AZE,0.1147104462957541
2022,AZE,0.1147104462957541
2023,AZE,0.1147104462957541
2024,AZE,0.1147104462957541
2025,AZE,0.1147104462957541
2026,AZE,0.1147104462957541
2027,AZE,0.1147104462957541
2028,AZE,0.1147104462957541
2029,AZE,0.1147104462957541
2030,AZE,0.1147104462957541
2031,AZE,0.1147104462957541
2032,AZE,0.1147104462957541
2033,AZE,0.1147104462957541
2034,AZE,0.1147104462957541
2035,AZE,0.1147104462957541
2036,AZE,0.1147104462957541
2037,AZE,0.1147104462957541
2038,AZE,0.1147104462957541
2039,AZE,0.1147104462957541
2040,AZE,0.1147104462957541
2041,AZE,0.1147104462957541
2042,AZE,0.1147104462957541
2043,AZE,0.1147104462957541
2044,AZE,0.1147104462957541
2045,AZE,0.1147104462957541
2046,AZE,0.1147104462957541
2047,AZE,0.1147104462957541
2048,AZE,0.1147104462957541
2049,AZE,0.1147104462957541
2050,AZE,0.1147104462957541
1992,BDI,0.24572934721519843
1993,BDI,0.25377438165694544
1994,BDI,0.2798834325745924
1995,BDI,0.2670625960663339
1996,BDI,0.26361509569935004
1997,BDI,0.26509758523183613
1998,BDI,0.26906243758779735
1999,BDI,0.27465026116917335
2000,BDI,0.28009485826122604
2001,BDI,0.2627181446588633
2002,BDI,0.24682604781303297
2003,BDI,0.2612327085838005
2004,BDI,0.24660541508599182
2005,BDI,0.25935675256264296
2006,BDI,0.252172151518552
2007,BDI,0.2683663434382876
2008,BDI,0.25862555409510907
2009,BDI,0.2633025824901842
2010,BDI,0.24526704177187414
2011,BDI,0.24240033694553836
2012,BDI,0.24295127834712882
2013,BDI,0.23875601638738508
2014,BDI,0.23851085511655565
2019,BDI,0.16351174522223327
2020,BDI,0.1806122306961699
2021,BDI,0.1806122306961699
2022,BDI,0.1806122306961699
2023,BDI,0.1806122306961699
2024,BDI,0.1806122306961699
2025,BDI,0.1806122306961699
2026,BDI,0.1806122306961699
2027,BDI,0.1806122306961699
2028,BDI,0.1806122306961699
2029,BDI,0.1806122306961699
2030,BDI,0.1806122306961699
2031,BDI,0.1806122306961699
2032,BDI,0.1806122306961699
2033,BDI,0.1806122306961699
2034,BDI,0.1806122306961699
2035,BDI,0.1806122306961699
2036,BDI,0.1806122306961699
2037,BDI,0.1806122306961699
2038,BDI,0.1806122306961699
2039,BDI,0.1806122306961699
2040,BDI,0.1806122306961699
2041,BDI,0.1806122306961699
2042,BDI,0.1806122306961699
2043,BDI,0.1806122306961699
2044,BDI,0.1806122306961699
2045,BDI,0.1806122306961699
2046,BDI,0.1806122306961699
2047,BDI,0.1806122306961699
2048,BDI,0.1806122306961699
2049,BDI,0.1806122306961699
2050,BDI,0.1806122306961699
2000,BEL,0.25698412107733076
2001,BEL,0.25732095509565556
2002,BEL,0.25074570347497527
2003,BEL,0.2486910296376805
2004,BEL,0.24318537404612484
2005,BEL,0.24323511955405439
2006,BEL,0.24496775002590138
2007,BEL,0.24643975676727656
2008,BEL,0.24540574487740116
2009,BEL,0.247653893748447
2010,BEL,0.24860920871468445
2011,BEL,0.24936357084895192
2012,BEL,0.24846233356286013
2013,BEL,0.24898611343683816
2014,BEL,0.248245001959663
2019,BEL,0.25752072653868385
2020,BEL,0.25906330960656415
2021,BEL,0.25906330960656415
2022,BEL,0.25906330960656415
2023,BEL,0.25906330960656415
2024,BEL,0.25906330960656415
2025,BEL,0.25906330960656415
2026,BEL,0.25906330960656415
2027,BEL,0.25906330960656415
2028,BEL,0.25906330960656415
2029,BEL,0.25906330960656415
2030,BEL,0.25906330960656415
2031,BEL,0.25906330960656415
2032,BEL,0.25906330960656415
2033,BEL,0.25906330960656415
2034,BEL,0.25906330960656415
2035,BEL,0.25906330960656415
2036,BEL,0.25906330960656415
2037,BEL,0.25906330960656415
2038,BEL,0.25906330960656415
2039,BEL,0.25906330960656415
2040,BEL,0.25906330960656415
2041,BEL,0.25906330960656415
2042,BEL,0.25906330960656415
2043,BEL,0.25906330960656415
2044,BEL,0.25906330960656415
2045,BEL,0.25906330960656415
2046,BEL,0.25906330960656415
2047,BEL,0.25906330960656415
2048,BEL,0.25906330960656415
2049,BEL,0.25906330960656415
2050,BEL,0.25906330960656415
1992,BEN,0.318580849981784
1993,BEN,0.3165221664312935
1994,BEN,0.31331662081195094
1995,BEN,0.299643193830676
1996,BEN,0.2753952436148512
1997,BEN,0.2633333302515203
1998,BEN,0.2630784045479799
1999,BEN,0.2654848243798444
2000,BEN,0.2690613642012484
2001,BEN,0.27603200999159994
2002,BEN,0.2659284558125467
2003,BEN,0.275643897978685
2004,BEN,0.27352225578728206
2005,BEN,0.2962136511794446
2006,BEN,0.31081393779352723
2007,BEN,0.3070074243407112
2008,BEN,0.27858497573924945
2009,BEN,0.2867215292189908
2010,BEN,0.2889726831759129
2011,BEN,0.29284582286070815
2012,BEN,0.2534476683039514
2013,BEN,0.2406677125805986
2014,BEN,0.23527332160961947
2019,BEN,0.18200341409030235
2020,BEN,0.2021844226902034
2021,BEN,0.2021844226902034
2022,BEN,0.2021844226902034
2023,BEN,0.2021844226902034
2024,BEN,0.2021844226902034
2025,BEN,0.2021844226902034
2026,BEN,0.2021844226902034
2027,BEN,0.2021844226902034
2028,BEN,0.2021844226902034
2029,BEN,0.2021844226902034
2030,BEN,0.2021844226902034
2031,BEN,0.2021844226902034
2032,BEN,0.2021844226902034
2033,BEN,0.2021844226902034
2034,BEN,0.2021844226902034
2035,BEN,0.2021844226902034
2036,BEN,0.2021844226902034
2037,BEN,0.2021844226902034
2038,BEN,0.2021844226902034
2039,BEN,0.2021844226902034
2040,BEN,0.2021844226902034
2041,BEN,0.2021844226902034
2042,BEN,0.2021844226902034
2043,BEN,0.2021844226902034
2044,BEN,0.2021844226902034
2045,BEN,0.2021844226902034
2046,BEN,0.2021844226902034
2047,BEN,0.2021844226902034
2048,BEN,0.2021844226902034
2049,BEN,0.2021844226902034
2050,BEN,0.2021844226902034
1992,BFA,0.2825073085592327
1993,BFA,0.2961337744870276
1994,BFA,0.2872011568285411
1995,BFA,0.29312451602280526
1996,BFA,0.2895320613230566
1997,BFA,0.2802759505667964
