Year,iso_code3,cost_enfu_fuel_kerosene_usd_per_m3
2022,CIV,274.0889068
2023,CIV,274.0889068
2024,CIV,274.0889068
2025,CIV,274.0889068
2026,CIV,274.0889068
2027,CIV,274.0889068
2028,CIV,274.0889068
2029,CIV,274.0889068
2030,CIV,274.0889068
2031,CIV,274.0889068
2032,CIV,274.0889068
2033,CIV,274.0889068
2034,CIV,274.0889068
2035,CIV,274.0889068
2036,CIV,274.0889068
2037,CIV,274.0889068
2038,CIV,274.0889068
2039,CIV,274.0889068
2040,CIV,274.0889068
2041,CIV,274.0889068
2042,CIV,274.0889068
2043,CIV,274.0889068
2044,CIV,274.0889068
2045,CIV,274.0889068
2046,CIV,274.0889068
2047,CIV,274.0889068
2048,CIV,274.0889068
2049,CIV,274.0889068
2050,CIV,274.0889068
2021,CMR,274.0889068
2022,CMR,274.0889068
2023,CMR,274.0889068
2024,CMR,274.0889068
2025,CMR,274.0889068
2026,CMR,274.0889068
2027,CMR,274.0889068
2028,CMR,274.0889068
2029,CMR,274.0889068
2030,CMR,274.0889068
2031,CMR,274.0889068
2032,CMR,274.0889068
2033,CMR,274.0889068
2034,CMR,274.0889068
2035,CMR,274.0889068
2036,CMR,274.0889068
2037,CMR,274.0889068
2038,CMR,274.0889068
2039,CMR,274.0889068
2040,CMR,274.0889068
2041,CMR,274.0889068
2042,CMR,274.0889068
2043,CMR,274.0889068
2044,CMR,274.0889068
2045,CMR,274.0889068
2046,CMR,274.0889068
2047,CMR,274.0889068
2048,CMR,274.0889068
2049,CMR,274.0889068
2050,CMR,274.0889068
2021,COD,274.0889068
2022,COD,274.0889068
2023,COD,274.0889068
2024,COD,274.0889068
2025,COD,274.0889068
2026,COD,274.0889068
2027,COD,274.0889068
2028,COD,274.0889068
2029,COD,274.0889068
2030,COD,274.0889068
2031,COD,274.0889068
2032,COD,274.0889068
2033,COD,274.0889068
2034,COD,274.0889068
2035,COD,274.0889068
2036,COD,274.0889068
2037,COD,274.0889068
2038,COD,274.0889068
2039,COD,274.0889068
2040,COD,274.0889068
2041,COD,274.0889068
2042,COD,274.0889068
2043,COD,274.0889068
2044,COD,274.0889068
2045,COD,274.0889068
2046,COD,274.0889068
2047,COD,274.0889068
2048,COD,274.0889068
2049,COD,274.0889068
2050,COD,274.0889068
2021,COG,274.0889068
2022,COG,274.0889068
2023,COG,274.0889068
2024,COG,274.0889068
2025,COG,274.0889068
2026,COG,274.0889068
2027,COG,274.0889068
2028,COG,274.0889068
2029,COG,274.0889068
2030,COG,274.0889068
2031,COG,274.0889068
2032,COG,274.0889068
2033,COG,274.0889068
2034,COG,274.0889068
2035,COG,274.0889068
2036,COG,274.0889068
2037,COG,274.0889068
2038,COG,274.0889068
2039,COG,274.0889068
2040,COG,274.0889068
2041,COG,274.0889068
2042,COG,274.0889068
2043,COG,274.0889068
2044,COG,274.0889068
2045,COG,274.0889068
2046,COG,274.0889068
2047,COG,274.0889068
2048,COG,274.0889068
2049,COG,274.0889068
2050,COG,274.0889068
2021,COL,274.0889068
2022,COL,274.0889068
2023,COL,274.0889068
2024,COL,274.0889068
2025,COL,274.0889068
2026,COL,274.0889068
2027,COL,274.0889068
2028,COL,274.0889068
2029,COL,274.0889068
2030,COL,274.0889068
2031,COL,274.0889068
2032,COL,274.0889068
2033,COL,274.0889068
2034,COL,274.0889068
2035,COL,274.0889068
2036,COL,274.0889068
2037,COL,274.0889068
2038,COL,274.0889068
2039,COL,274.0889068
2040,COL,274.0889068
2041,COL,274.0889068
2042,COL,274.0889068
2043,COL,274.0889068
2044,COL,274.0889068
2045,COL,274.0889068
2046,COL,274.0889068
2047,COL,274.0889068
2048,COL,274.0889068
2049,COL,274.0889068
2050,COL,274.0889068
2021,COM,274.0889068
2022,COM,274.0889068
2023,COM,274.0889068
2024,COM,274.0889068
2025,COM,274.0889068
2026,COM,274.0889068
2027,COM,274.0889068
2028,COM,274.0889068
2029,COM,274.0889068
2030,COM,274.0889068
2031,COM,274.0889068
2032,COM,274.0889068
2033,COM,274.0889068
2034,COM,274.0889068
2035,COM,274.0889068
2036,COM,274.0889068
2037,COM,274.0889068
2038,COM,274.0889068
2039,COM,274.0889068
2040,COM,274.0889068
2041,COM,274.0889068
2042,COM,274.0889068
2043,COM,274.0889068
2044,COM,274.0889068
2045,COM,274.0889068
2046,COM,274.0889068
2047,COM,274.0889068
2048,COM,274.0889068
2049,COM,274.0889068
2050,COM,274.0889068
2021,CPV,274.0889068
2022,CPV,274.0889068
2023,CPV,274.0889068
2024,CPV,274.0889068
2025,CPV,274.0889068
2026,CPV,274.0889068
2027,CPV,274.0889068
2028,CPV,274.0889068
2029,CPV,274.0889068
2030,CPV,274.0889068
2031,CPV,274.0889068
2032,CPV,274.0889068
2033,CPV,274.0889068
2034,CPV,274.0889068
2035,CPV,274.0889068
2036,CPV,274.0889068
2037,CPV,274.0889068
2038,CPV,274.0889068
2039,CPV,274.0889068
2040,CPV,274.0889068
2041,CPV,274.0889068
2042,CPV,274.0889068
2043,CPV,274.0889068
2044,CPV,274.0889068
2045,CPV,274.0889068
2046,CPV,274.0889068
2047,CPV,274.0889068
2048,CPV,274.0889068
2049,CPV,274.0889068
2050,CPV,274.0889068
2021,CRI,274.0889068
2022,CRI,274.0889068
2023,CRI,274.0889068
2024,CRI,274.0889068
2025,CRI,274.0889068
2026,CRI,274.0889068
2027,CRI,274.0889068
2028,CRI,274.0889068
2029,CRI,274.0889068
2030,CRI,274.0889068
2031,CRI,274.0889068
2032,CRI,274.0889068
2033,CRI,274.0889068
2034,CRI,274.0889068
2035,CRI,274.0889068
2036,CRI,274.0889068
2037,CRI,274.0889068
2038,CRI,274.0889068
2039,CRI,274.0889068
2040,CRI,274.0889068
2041,CRI,274.0889068
2042,CRI,274.0889068
2043,CRI,274.0889068
2044,CRI,274.0889068
2045,CRI,274.0889068
2046,CRI,274.0889068
2047,CRI,274.0889068
2048,CRI,274.0889068
2049,CRI,274.0889068
2050,CRI,274.0889068
2021,CUB,274.0889068
2022,CUB,274.0889068
2023,CUB,274.0889068
2024,CUB,274.0889068
2025,CUB,274.0889068
2026,CUB,274.0889068
2027,CUB,274.0889068
2028,CUB,274.0889068
2029,CUB,274.0889068
2030,CUB,274.0889068
2031,CUB,274.0889068
2032,CUB,274.0889068
2033,CUB,274.0889068
2034,CUB,274.0889068
2035,CUB,274.0889068
2036,CUB,274.0889068
2037,CUB,274.0889068
2038,CUB,274.0889068
2039,CUB,274.0889068
2040,CUB,274.0889068
2041,CUB,274.0889068
2042,CUB,274.0889068
2043,CUB,274.0889068
2044,CUB,274.0889068
2045,CUB,274.0889068
2046,CUB,274.0889068
2047,CUB,274.0889068
2048,CUB,274.0889068
2049,CUB,274.0889068
2050,CUB,274.0889068
2021,CUW,274.0889068
2022,CUW,274.0889068
2023,CUW,274.0889068
2024,CUW,274.0889068
2025,CUW,274.0889068
2026,CUW,274.0889068
2027,CUW,274.0889068
2028,CUW,274.0889068
2029,CUW,274.0889068
2030,CUW,274.0889068
2031,CUW,274.0889068
2032,CUW,274.0889068
2033,CUW,274.0889068
2034,CUW,274.0889068
2035,CUW,274.0889068
2036,CUW,274.0889068
2037,CUW,274.0889068
2038,CUW,274.0889068
2039,CUW,274.0889068
2040,CUW,274.0889068
2041,CUW,274.0889068
2042,CUW,274.0889068
2043,CUW,274.0889068
2044,CUW,274.0889068
2045,CUW,274.0889068
2046,CUW,274.0889068
2047,CUW,274.0889068
2048,CUW,274.0889068
2049,CUW,274.0889068
2050,CUW,274.0889068
2021,CYM,274.0889068
2022,CYM,274.0889068
2023,CYM,274.0889068
2024,CYM,274.0889068
2025,CYM,274.0889068
2026,CYM,274.0889068
2027,CYM,274.0889068
2028,CYM,274.0889068
2029,CYM,274.0889068
2030,CYM,274.0889068
2031,CYM,274.0889068
2032,CYM,274.0889068
2033,CYM,274.0889068
2034,CYM,274.0889068
2035,CYM,274.0889068
2036,CYM,274.0889068
2037,CYM,274.0889068
2038,CYM,274.0889068
2039,CYM,274.0889068
2040,CYM,274.0889068
2041,CYM,274.0889068
2042,CYM,274.0889068
2043,CYM,274.0889068
2044,CYM,274.0889068
2045,CYM,274.0889068
2046,CYM,274.0889068
2047,CYM,274.0889068
2048,CYM,274.0889068
2049,CYM,274.0889068
2050,CYM,274.0889068
2021,CYP,1097.865
2022,CYP,1097.865
2023,CYP,1097.865
2024,CYP,1097.865
2025,CYP,1097.865
2026,CYP,1097.865
2027,CYP,1097.865
2028,CYP,1097.865
2029,CYP,1097.865
2030,CYP,1097.865
2031,CYP,1097.865
2032,CYP,1097.865
2033,CYP,1097.865
2034,CYP,1097.865
2035,CYP,1097.865
2036,CYP,1097.865
2037,CYP,1097.865
2038,CYP,1097.865
2039,CYP,1097.865
2040,CYP,1097.865
2041,CYP,1097.865
2042,CYP,1097.865
2043,CYP,1097.865
2044,CYP,1097.865
2045,CYP,1097.865
2046,CYP,1097.865
2047,CYP,1097.865
2048,CYP,1097.865
2049,CYP,1097.865
2050,CYP,1097.865
2021,CZE,274.0889068
2022,CZE,274.0889068
2023,CZE,274.0889068
2024,CZE,274.0889068
2025,CZE,274.0889068
2026,CZE,274.0889068
2027,CZE,274.0889068
2028,CZE,274.0889068
2029,CZE,274.0889068
2030,CZE,274.0889068
2031,CZE,274.0889068
2032,CZE,274.0889068
2033,CZE,274.0889068
2034,CZE,274.0889068
2035,CZE,274.0889068
2036,CZE,274.0889068
2037,CZE,274.0889068
2038,CZE,274.0889068
2039,CZE,274.0889068
2040,CZE,274.0889068
2041,CZE,274.0889068
2042,CZE,274.0889068
2043,CZE,274.0889068
2044,CZE,274.0889068
2045,CZE,274.0889068
2046,CZE,274.0889068
2047,CZE,274.0889068
2048,CZE,274.0889068
2049,CZE,274.0889068
2050,CZE,274.0889068
2021,DEU,274.0889068
2022,DEU,274.0889068
2023,DEU,274.0889068
2024,DEU,274.0889068
2025,DEU,274.0889068
2026,DEU,274.0889068
2027,DEU,274.0889068
2028,DEU,274.0889068
2029,DEU,274.0889068
2030,DEU,274.0889068
2031,DEU,274.0889068
2032,DEU,274.0889068
2033,DEU,274.0889068
2034,DEU,274.0889068
2035,DEU,274.0889068
2036,DEU,274.0889068
2037,DEU,274.0889068
2038,DEU,274.0889068
2039,DEU,274.0889068
2040,DEU,274.0889068
2041,DEU,274.0889068
2042,DEU,274.0889068
2043,DEU,274.0889068
2044,DEU,274.0889068
2045,DEU,274.0889068
2046,DEU,274.0889068
2047,DEU,274.0889068
2048,DEU,274.0889068
2049,DEU,274.0889068
2050,DEU,274.0889068
2021,DJI,274.0889068
2022,DJI,274.0889068
2023,DJI,274.0889068
2024,DJI,274.0889068
2025,DJI,274.0889068
2026,DJI,274.0889068
2027,DJI,274.0889068
2028,DJI,274.0889068
2029,DJI,274.0889068
2030,DJI,274.0889068
2031,DJI,274.0889068
2032,DJI,274.0889068
2033,DJI,274.0889068
2034,DJI,274.0889068
2035,DJI,274.0889068
2036,DJI,274.0889068
2037,DJI,274.0889068
2038,DJI,274.0889068
2039,DJI,274.0889068
2040,DJI,274.0889068
2041,DJI,274.0889068
2042,DJI,274.0889068
2043,DJI,274.0889068
2044,DJI,274.0889068
2045,DJI,274.0889068
2046,DJI,274.0889068
2047,DJI,274.0889068
2048,DJI,274.0889068
2049,DJI,274.0889068
2050,DJI,274.0889068
2021,DMA,274.0889068
2022,DMA,274.0889068
2023,DMA,274.0889068
2024,DMA,274.0889068
2025,DMA,274.0889068
2026,DMA,274.0889068
2027,DMA,274.0889068
2028,DMA,274.0889068
2029,DMA,274.0889068
2030,DMA,274.0889068
2031,DMA,274.0889068
2032,DMA,274.0889068
2033,DMA,274.0889068
2034,DMA,274.0889068
2035,DMA,274.0889068
2036,DMA,274.0889068
2037,DMA,274.0889068
2038,DMA,274.0889068
2039,DMA,274.0889068
2040,DMA,274.0889068
2041,DMA,274.0889068
2042,DMA,274.0889068
2043,DMA,274.0889068
2044,DMA,274.0889068
2045,DMA,274.0889068
2046,DMA,274.0889068
2047,DMA,274.0889068
2048,DMA,274.0889068
2049,DMA,274.0889068
2050,DMA,274.0889068
2021,DNK,274.0889068
2022,DNK,274.0889068
2023,DNK,274.0889068
2024,DNK,274.0889068
2025,DNK,274.0889068
2026,DNK,274.0889068
2027,DNK,274.0889068
2028,DNK,274.0889068
2029,DNK,274.0889068
2030,DNK,274.0889068
2031,DNK,274.0889068
2032,DNK,274.0889068
2033,DNK,274.0889068
2034,DNK,274.0889068
2035,DNK,274.0889068
2036,DNK,274.0889068
2037,DNK,274.0889068
2038,DNK,274.0889068
2039,DNK,274.0889068
2040,DNK,274.0889068
2041,DNK,274.0889068
2042,DNK,274.0889068
2043,DNK,274.0889068
2044,DNK,274.0889068
2045,DNK,274.0889068
2046,DNK,274.0889068
2047,DNK,274.0889068
2048,DNK,274.0889068
2049,DNK,274.0889068
2050,DNK,274.0889068
2021,DOM,1001.72125
2022,DOM,1001.72125
2023,DOM,1001.72125
2024,DOM,1001.72125
2025,DOM,1001.72125
2026,DOM,1001.72125
2027,DOM,1001.72125
2028,DOM,1001.72125
2029,DOM,1001.72125
2030,DOM,1001.72125
2031,DOM,1001.72125
2032,DOM,1001.72125
2033,DOM,1001.72125
2034,DOM,1001.72125
2035,DOM,1001.72125
2036,DOM,1001.72125
2037,DOM,1001.72125
2038,DOM,1001.72125
2039,DOM,1001.72125
2040,DOM,1001.72125
2041,DOM,1001.72125
2042,DOM,1001.72125
2043,DOM,1001.72125
2044,DOM,1001.72125
2045,DOM,1001.72125
2046,DOM,1001.72125
2047,DOM,1001.72125
2048,DOM,1001.72125
2049,DOM,1001.72125
2050,DOM,1001.72125
2021,DZA,406.0247826
2022,DZA,406.0247826
2023,DZA,406.0247826
2024,DZA,406.0247826
2025,DZA,406.0247826
2026,DZA,406.0247826
2027,DZA,406.0247826
2028,DZA,406.0247826
2029,DZA,406.0247826
2030,DZA,406.0247826
2031,DZA,406.0247826
2032,DZA,406.0247826
2033,DZA,406.0247826
2034,DZA,406.0247826
2035,DZA,406.0247826
2036,DZA,406.0247826
2037,DZA,406.0247826
2038,DZA,406.0247826
2039,DZA,406.0247826
2040,DZA,406.0247826
2041,DZA,406.0247826
2042,DZA,406.0247826
2043,DZA,406.0247826
2044,DZA,406.0247826
2045,DZA,406.0247826
2046,DZA,406.0247826
2047,DZA,406.0247826
2048,DZA,406.0247826
2049,DZA,406.0247826
2050,DZA,406.0247826
2021,ECU,274.0889068
2022,ECU,274.0889068
2023,ECU,274.0889068
2024,ECU,274.0889068
2025,ECU,274.0889068
2026,ECU,274.0889068
2027,ECU,274.0889068
2028,ECU,274.0889068
2029,ECU,274.0889068
2030,ECU,274.0889068
2031,ECU,274.0889068
2032,ECU,274.0889068
2033,ECU,274.0889068
2034,ECU,274.0889068
2035,ECU,274.0889068
2036,ECU,274.0889068
2037,ECU,274.0889068
2038,ECU,274.0889068
2039,ECU,274.0889068
2040,ECU,274.0889068
2041,ECU,274.0889068
2042,ECU,274.0889068
2043,ECU,274.0889068
2044,ECU,274.0889068
2045,ECU,274.0889068
2046,ECU,274.0889068
2047,ECU,274.0889068
2048,ECU,274.0889068
2049,ECU,274.0889068
2050,ECU,274.0889068
2021,EGY,274.0889068
2022,EGY,274.0889068
2023,EGY,274.0889068
2024,EGY,274.0889068
2025,EGY,274.0889068
2026,EGY,274.0889068
2027,EGY,274.0889068
2028,EGY,274.0889068
2029,EGY,274.0889068
2030,EGY,274.0889068
2031,EGY,274.0889068
2032,EGY,274.0889068
2033,EGY,274.0889068
2034,EGY,274.0889068
2035,EGY,274.0889068
2036,EGY,274.0889068
2037,EGY,274.0889068
2038,EGY,274.0889068
2039,EGY,274.0889068
2040,EGY,274.0889068
2041,EGY,274.0889068
2042,EGY,274.0889068
2043,EGY,274.0889068
2044,EGY,274.0889068
2045,EGY,274.0889068
2046,EGY,274.0889068
2047,EGY,274.0889068
2048,EGY,274.0889068
2049,EGY,274.0889068
2050,EGY,274.0889068
2021,ERI,274.0889068
2022,ERI,274.0889068
2023,ERI,274.0889068
2024,ERI,274.0889068
2025,ERI,274.0889068
2026,ERI,274.0889068
2027,ERI,274.0889068
2028,ERI,274.0889068
2029,ERI,274.0889068
2030,ERI,274.0889068
2031,ERI,274.0889068
2032,ERI,274.0889068
2033,ERI,274.0889068
2034,ERI,274.0889068
2035,ERI,274.0889068
2036,ERI,274.0889068
2037,ERI,274.0889068
2038,ERI,274.0889068
2039,ERI,274.0889068
2040,ERI,274.0889068
2041,ERI,274.0889068
2042,ERI,274.0889068
2043,ERI,274.0889068
2044,ERI,274.0889068
2045,ERI,274.0889068
2046,ERI,274.0889068
2047,ERI,274.0889068
2048,ERI,274.0889068
2049,ERI,274.0889068
2050,ERI,274.0889068
2021,ESP,274.0889068
2022,ESP,274.0889068
2023,ESP,274.0889068
2024,ESP,274.0889068
2025,ESP,274.0889068
2026,ESP,274.0889068
2027,ESP,274.0889068
2028,ESP,274.0889068
2029,ESP,274.0889068
2030,ESP,274.0889068
2031,ESP,274.0889068
2032,ESP,274.0889068
2033,ESP,274.0889068
2034,ESP,274.0889068
2035,ESP,274.0889068
2036,ESP,274.0889068
2037,ESP,274.0889068
2038,ESP,274.0889068
2039,ESP,274.0889068
2040,ESP,274.0889068
2041,ESP,274.0889068
2042,ESP,274.0889068
2043,ESP,274.0889068
2044,ESP,274.0889068
2045,ESP,274.0889068
2046,ESP,274.0889068
2047,ESP,274.0889068
2048,ESP,274.0889068
2049,ESP,274.0889068
2050,ESP,274.0889068
2021,EST,274.0889068
2022,EST,274.0889068
2023,EST,274.0889068
2024,EST,274.0889068
2025,EST,274.0889068
2026,EST,274.0889068
2027,EST,274.0889068
2028,EST,274.0889068
2029,EST,274.0889068
2030,EST,274.0889068
2031,EST,274.0889068
2032,EST,274.0889068
2033,EST,274.0889068
2034,EST,274.0889068
2035,EST,274.0889068
2036,EST,274.0889068
2037,EST,274.0889068
2038,EST,274.0889068
2039,EST,274.0889068
2040,EST,274.0889068
2041,EST,274.0889068
2042,EST,274.0889068
2043,EST,274.0889068
2044,EST,274.0889068
2045,EST,274.0889068
2046,EST,274.0889068
2047,EST,274.0889068
2048,EST,274.0889068
2049,EST,274.0889068
2050,EST,274.0889068
2021,ETH,274.0889068
2022,ETH,274.0889068
2023,ETH,274.0889068
2024,ETH,274.0889068
2025,ETH,274.0889068
2026,ETH,274.0889068
2027,ETH,274.0889068
2028,ETH,274.0889068
2029,ETH,274.0889068
2030,ETH,274.0889068
2031,ETH,274.0889068
2032,ETH,274.0889068
2033,ETH,274.0889068
2034,ETH,274.0889068
2035,ETH,274.0889068
2036,ETH,274.0889068
2037,ETH,274.0889068
2038,ETH,274.0889068
2039,ETH,274.0889068
2040,ETH,274.0889068
2041,ETH,274.0889068
2042,ETH,274.0889068
2043,ETH,274.0889068
2044,ETH,274.0889068
2045,ETH,274.0889068
2046,ETH,274.0889068
2047,ETH,274.0889068
2048,ETH,274.0889068
2049,ETH,274.0889068
2050,ETH,274.0889068
2021,FIN,274.0889068
2022,FIN,274.0889068
2023,FIN,274.0889068
2024,FIN,274.0889068
2025,FIN,274.0889068
2026,FIN,274.0889068
2027,FIN,274.0889068
2028,FIN,274.0889068
2029,FIN,274.0889068
2030,FIN,274.0889068
2031,FIN,274.0889068
2032,FIN,274.0889068
2033,FIN,274.0889068
2034,FIN,274.0889068
2035,FIN,274.0889068
2036,FIN,274.0889068
2037,FIN,274.0889068
2038,FIN,274.0889068
2039,FIN,274.0889068
2040,FIN,274.0889068
2041,FIN,274.0889068
2042,FIN,274.0889068
2043,FIN,274.0889068
2044,FIN,274.0889068
2045,FIN,274.0889068
2046,FIN,274.0889068
2047,FIN,274.0889068
2048,FIN,274.0889068
2049,FIN,274.0889068
2050,FIN,274.0889068
2021,FJI,274.0889068
2022,FJI,274.0889068
2023,FJI,274.0889068
2024,FJI,274.0889068
2025,FJI,274.0889068
2026,FJI,274.0889068
2027,FJI,274.0889068
2028,FJI,274.0889068
2029,FJI,274.0889068
2030,FJI,274.0889068
2031,FJI,274.0889068
2032,FJI,274.0889068
2033,FJI,274.0889068
2034,FJI,274.0889068
2035,FJI,274.0889068
2036,FJI,274.0889068
2037,FJI,274.0889068
2038,FJI,274.0889068
2039,FJI,274.0889068
2040,FJI,274.0889068
2041,FJI,274.0889068
2042,FJI,274.0889068
2043,FJI,274.0889068
2044,FJI,274.0889068
2045,FJI,274.0889068
2046,FJI,274.0889068
2047,FJI,274.0889068
2048,FJI,274.0889068
2049,FJI,274.0889068
2050,FJI,274.0889068
2021,FRA,274.0889068
2022,FRA,274.0889068
2023,FRA,274.0889068
2024,FRA,274.0889068
2025,FRA,274.0889068
2026,FRA,274.0889068
2027,FRA,274.0889068
2028,FRA,274.0889068
2029,FRA,274.0889068
2030,FRA,274.0889068
2031,FRA,274.0889068
2032,FRA,274.0889068
2033,FRA,274.0889068
2034,FRA,274.0889068
2035,FRA,274.0889068
2036,FRA,274.0889068
2037,FRA,274.0889068
2038,FRA,274.0889068
2039,FRA,274.0889068
2040,FRA,274.0889068
2041,FRA,274.0889068
2042,FRA,274.0889068
2043,FRA,274.0889068
2044,FRA,274.0889068
2045,FRA,274.0889068
2046,FRA,274.0889068
2047,FRA,274.0889068
2048,FRA,274.0889068
2049,FRA,274.0889068
2050,FRA,274.0889068
2021,FRO,274.0889068
2022,FRO,274.0889068
2023,FRO,274.0889068
2024,FRO,274.0889068
2025,FRO,274.0889068
2026,FRO,274.0889068
2027,FRO,274.0889068
2028,FRO,274.0889068
2029,FRO,274.0889068
2030,FRO,274.0889068
2031,FRO,274.0889068
2032,FRO,274.0889068
2033,FRO,274.0889068
2034,FRO,274.0889068
2035,FRO,274.0889068
2036,FRO,274.0889068
2037,FRO,274.0889068
2038,FRO,274.0889068
2039,FRO,274.0889068
2040,FRO,274.0889068
2041,FRO,274.0889068
2042,FRO,274.0889068
2043,FRO,274.0889068
2044,FRO,274.0889068
2045,FRO,274.0889068
2046,FRO,274.0889068
2047,FRO,274.0889068
2048,FRO,274.0889068
2049,FRO,274.0889068
2050,FRO,274.0889068
2021,FSM,274.0889068
2022,FSM,274.0889068
2023,FSM,274.0889068
2024,FSM,274.0889068
2025,FSM,274.0889068
2026,FSM,274.0889068
2027,FSM,274.0889068
2028,FSM,274.0889068
2029,FSM,274.0889068
2030,FSM,274.0889068
2031,FSM,274.0889068
2032,FSM,274.0889068
2033,FSM,274.0889068
2034,FSM,274.0889068
2035,FSM,274.0889068
2036,FSM,274.0889068
2037,FSM,274.0889068
2038,FSM,274.0889068
2039,FSM,274.0889068
2040,FSM,274.0889068
2041,FSM,274.0889068
2042,FSM,274.0889068
2043,FSM,274.0889068
2044,FSM,274.0889068
2045,FSM,274.0889068
2046,FSM,274.0889068
2047,FSM,274.0889068
2048,FSM,274.0889068
2049,FSM,274.0889068
2050,FSM,274.0889068
2021,GAB,274.0889068
2022,GAB,274.0889068
2023,GAB,274.0889068
2024,GAB,274.0889068
2025,GAB,274.0889068
2026,GAB,274.0889068
2027,GAB,274.0889068
2028,GAB,274.0889068
2029,GAB,274.0889068
2030,GAB,274.0889068
2031,GAB,274.0889068
2032,GAB,274.0889068
2033,GAB,274.0889068
2034,GAB,274.0889068
2035,GAB,274.0889068
2036,GAB,274.0889068
2037,GAB,274.0889068
2038,GAB,274.0889068
2039,GAB,274.0889068
2040,GAB,274.0889068
2041,GAB,274.0889068
2042,GAB,274.0889068
2043,GAB,274.0889068
2044,GAB,274.0889068
2045,GAB,274.0889068
2046,GAB,274.0889068
2047,GAB,274.0889068
2048,GAB,274.0889068
2049,GAB,274.0889068
2050,GAB,274.0889068
2021,GBR,274.0889068
2022,GBR,274.0889068
2023,GBR,274.0889068
2024,GBR,274.0889068
2025,GBR,274.0889068
2026,GBR,274.0889068
2027,GBR,274.0889068
2028,GBR,274.0889068
2029,GBR,274.0889068
2030,GBR,274.0889068
2031,GBR,274.0889068
2032,GBR,274.0889068
2033,GBR,274.0889068
2034,GBR,274.0889068
2035,GBR,274.0889068
2036,GBR,274.0889068
2037,GBR,274.0889068
2038,GBR,274.0889068
2039,GBR,274.0889068
2040,GBR,274.0889068
2041,GBR,274.0889068
2042,GBR,274.0889068
2043,GBR,274.0889068
2044,GBR,274.0889068
2045,GBR,274.0889068
2046,GBR,274.0889068
2047,GBR,274.0889068
2048,GBR,274.0889068
2049,GBR,274.0889068
2050,GBR,274.0889068
2021,GEO,274.0889068
2022,GEO,274.0889068
2023,GEO,274.0889068
2024,GEO,274.0889068
2025,GEO,274.0889068
2026,GEO,274.0889068
2027,GEO,274.0889068
2028,GEO,274.0889068
2029,GEO,274.0889068
2030,GEO,274.0889068
2031,GEO,274.0889068
2032,GEO,274.0889068
2033,GEO,274.0889068
2034,GEO,274.0889068
2035,GEO,274.0889068
2036,GEO,274.0889068
2037,GEO,274.0889068
2038,GEO,274.0889068
2039,GEO,274.0889068
2040,GEO,274.0889068
2041,GEO,274.0889068
2042,GEO,274.0889068
2043,GEO,274.0889068
2044,GEO,274.0889068
2045,GEO,274.0889068
2046,GEO,274.0889068
2047,GEO,274.0889068
2048,GEO,274.0889068
2049,GEO,274.0889068
2050,GEO,274.0889068
2021,GHA,0.435
2022,GHA,0.435
2023,GHA,0.435
2024,GHA,0.435
2025,GHA,0.435
2026,GHA,0.435
2027,GHA,0.435
2028,GHA,0.435
2029,GHA,0.435
2030,GHA,0.435
2031,GHA,0.435
2032,GHA,0.435
2033,GHA,0.435
2034,GHA,0.435
2035,GHA,0.435
2036,GHA,0.435
2037,GHA,0.435
2038,GHA,0.435
2039,GHA,0.435
2040,GHA,0.435
2041,GHA,0.435
2042,GHA,0.435
2043,GHA,0.435
2044,GHA,0.435
2045,GHA,0.435
2046,GHA,0.435
2047,GHA,0.435
2048,GHA,0.435
2049,GHA,0.435
2050,GHA,0.435
2021,GIB,274.0889068
2022,GIB,274.0889068
2023,GIB,274.0889068
2024,GIB,274.0889068
2025,GIB,274.0889068
2026,GIB,274.0889068
2027,GIB,274.0889068
2028,GIB,274.0889068
2029,GIB,274.0889068
2030,GIB,274.0889068
2031,GIB,274.0889068
2032,GIB,274.0889068
2033,GIB,274.0889068
2034,GIB,274.0889068
2035,GIB,274.0889068
2036,GIB,274.0889068
2037,GIB,274.0889068
2038,GIB,274.0889068
2039,GIB,274.0889068
2040,GIB,274.0889068
2041,GIB,274.0889068
2042,GIB,274.0889068
2043,GIB,274.0889068
2044,GIB,274.0889068
2045,GIB,274.0889068
2046,GIB,274.0889068
2047,GIB,274.0889068
2048,GIB,274.0889068
2049,GIB,274.0889068
2050,GIB,274.0889068
2021,GIN,274.0889068
2022,GIN,274.0889068
2023,GIN,274.0889068
2024,GIN,274.0889068
2025,GIN,274.0889068
2026,GIN,274.0889068
2027,GIN,274.0889068
2028,GIN,274.0889068
2029,GIN,274.0889068
2030,GIN,274.0889068
2031,GIN,274.0889068
2032,GIN,274.0889068
2033,GIN,274.0889068
2034,GIN,274.0889068
2035,GIN,274.0889068
2036,GIN,274.0889068
2037,GIN,274.0889068
2038,GIN,274.0889068
2039,GIN,274.0889068
2040,GIN,274.0889068
2041,GIN,274.0889068
2042,GIN,274.0889068
2043,GIN,274.0889068
2044,GIN,274.0889068
2045,GIN,274.0889068
2046,GIN,274.0889068
2047,GIN,274.0889068
2048,GIN,274.0889068
2049,GIN,274.0889068
2050,GIN,274.0889068
2021,GMB,274.0889068
2022,GMB,274.0889068
2023,GMB,274.0889068
2024,GMB,274.0889068
2025,GMB,274.0889068
2026,GMB,274.0889068
2027,GMB,274.0889068
2028,GMB,274.0889068
2029,GMB,274.0889068
2030,GMB,274.0889068
2031,GMB,274.0889068
2032,GMB,274.0889068
2033,GMB,274.0889068
