Year,prodinit_ippu_chemicals_tonne,iso_code3
2038,1520187.42538722,"IRN"
2039,1491174.7043166,"IRN"
2040,1462715.68995995,"IRN"
2041,1434799.814845,"IRN"
2042,1407416.71317932,"IRN"
2043,1380556.21700122,"IRN"
2044,1354208.35240422,"IRN"
2045,1328363.33583346,"IRN"
2046,1303011.57045285,"IRN"
2047,1278143.64258158,"IRN"
2048,1253750.3181986,"IRN"
2049,1229822.53951379,"IRN"
2050,1206351.42160464,"IRN"
2021,110195.8,"IRQ"
2022,123296.587621184,"IRQ"
2023,137954.881393196,"IRQ"
2024,154355.847695341,"IRQ"
2025,172706.666680679,"IRQ"
2026,193239.149415467,"IRQ"
2027,216212.666161027,"IRQ"
2028,241917.422788644,"IRQ"
2029,270678.126715819,"IRQ"
2030,302858.088672663,"IRQ"
2031,338863.812112742,"IRQ"
2032,379150.128242702,"IRQ"
2033,424225.941537332,"IRQ"
2034,474660.65831853,"IRQ"
2035,531091.379605208,"IRQ"
2036,594230.949095601,"IRQ"
2037,664876.957945631,"IRQ"
2038,743921.820093414,"IRQ"
2039,832364.04540335,"IRQ"
2040,931320.853034302,"IRQ"
2041,1042042.28436637,"IRQ"
2042,1165926.99376344,"IRQ"
2043,1304539.91664344,"IRQ"
2044,1459632.03804284,"IRQ"
2045,1633162.5113955,"IRQ"
2046,1827323.40693482,"IRQ"
2047,2044567.40234546,"IRQ"
2048,2287638.76545843,"IRQ"
2049,2559608.02036886,"IRQ"
2050,2863910.73488549,"IRQ"
2021,175085,"ISL"
2022,184127.936818738,"ISL"
2023,193637.930817177,"ISL"
2024,203639.104955972,"ISL"
2025,214156.828118672,"ISL"
2026,225217.779462183,"ISL"
2027,236850.016090866,"ISL"
2028,249083.044225926,"ISL"
2029,261947.894050606,"ISL"
2030,275477.198421062,"ISL"
2031,289705.275642553,"ISL"
2032,304668.216520931,"ISL"
2033,320403.975910236,"ISL"
2034,336952.46898862,"ISL"
2035,354355.672506809,"ISL"
2036,372657.731265929,"ISL"
2037,391905.070094797,"ISL"
2038,412146.511610692,"ISL"
2039,433433.400062352,"ISL"
2040,455819.731569305,"ISL"
2041,479362.291087914,"ISL"
2042,504120.796451558,"ISL"
2043,530158.049850328,"ISL"
2044,557540.097134459,"ISL"
2045,586336.395345615,"ISL"
2046,616619.988900959,"ISL"
2047,648467.694876928,"ISL"
2048,681960.297862707,"ISL"
2049,717182.754877645,"ISL"
2050,754224.410872433,"ISL"
2021,2559773,"ISR"
2022,2615132.88609178,"ISR"
2023,2671690.03342044,"ISR"
2024,2729470.33500293,"ISR"
2025,2788500.2438412,"ISR"
2026,2848806.78503292,"ISR"
2027,2910417.56814413,"ISR"
2028,2973360.79984943,"ISR"
2029,3037665.29684563,"ISR"
2030,3103360.49904455,"ISR"
2031,3170476.48305127,"ISR"
2032,3239043.97593381,"ISR"
2033,3309094.36929055,"ISR"
2034,3380659.73362203,"ISR"
2035,3453772.83301342,"ISR"
2036,3528467.14013461,"ISR"
2037,3604776.85156466,"ISR"
2038,3682736.90344775,"ISR"
2039,3762382.98748757,"ISR"
2040,3843751.5672878,"ISR"
2041,3926879.89504584,"ISR"
2042,4011806.02860762,"ISR"
2043,4098568.84889132,"ISR"
2044,4187208.07768776,"ISR"
2045,4277764.29584593,"ISR"
2046,4370278.96185168,"ISR"
2047,4464794.43080827,"ISR"
2048,4561353.97382743,"ISR"
2049,4660001.79783971,"ISR"
2050,4760783.06583336,"ISR"
2021,13171660,"ITA"
2022,13379403.8614534,"ITA"
2023,13590424.2660284,"ITA"
2024,13804772.8914723,"ITA"
2025,14022502.2305961,"ITA"
2026,14243665.6041286,"ITA"
2027,14468317.1737753,"ITA"
2028,14696511.9554819,"ITA"
2029,14928305.8329073,"ITA"
2030,15163755.5711093,"ITA"
2031,15402918.8304463,"ITA"
2032,15645854.1806976,"ITA"
2033,15892621.1154071,"ITA"
2034,16143280.0664528,"ITA"
2035,16397892.4188465,"ITA"
2036,16656520.5257661,"ITA"
2037,16919227.7238263,"ITA"
2038,17186078.3485887,"ITA"
2039,17457137.7503176,"ITA"
2040,17732472.309984,"ITA"
2041,18012149.4555217,"ITA"
2042,18296237.67834,"ITA"
2043,18584806.5500971,"ITA"
2044,18877926.7397377,"ITA"
2045,19175670.0307996,"ITA"
2046,19478109.3389928,"ITA"
2047,19785318.7300562,"ITA"
2048,20097373.4378963,"ITA"
2049,20414349.8830111,"ITA"
2050,20736325.6912052,"ITA"
2021,206840.3,"JAM"
2022,216892.280242579,"JAM"
2023,227432.764450765,"JAM"
2024,238485.492834809,"JAM"
2025,250075.359326577,"JAM"
2026,262228.46764786,"JAM"
2027,274972.190103485,"JAM"
2028,288335.229231638,"JAM"
2029,302347.682450261,"JAM"
2030,317041.109845115,"JAM"
2031,332448.605252192,"JAM"
2032,348604.870794584,"JAM"
2033,365546.295041668,"JAM"
2034,383311.034966658,"JAM"
2035,401939.101887115,"JAM"
2036,421472.451581973,"JAM"
2037,441955.078788051,"JAM"
2038,463433.116288891,"JAM"
2039,485954.938819089,"JAM"
2040,509571.272018148,"JAM"
2041,534335.306679248,"JAM"
2042,560302.818550254,"JAM"
2043,587532.29395678,"JAM"
2044,616085.06153027,"JAM"
2045,646025.430337753,"JAM"
2046,677420.834724417,"JAM"
2047,710341.986195196,"JAM"
2048,744863.032677475,"JAM"
2049,781061.725523606,"JAM"
2050,819019.594629376,"JAM"
2021,1238152,"JOR"
2022,1394300.17107441,"JOR"
2023,1570140.79616891,"JOR"
2024,1768157.36735814,"JOR"
2025,1991146.57957499,"JOR"
2026,2242257.82984289,"JOR"
2027,2525037.69791018,"JOR"
2028,2843480.03651046,"JOR"
2029,3202082.37870084,"JOR"
2030,3605909.45894925,"JOR"
2031,4060664.7451135,"JOR"
2032,4572770.99159681,"JOR"
2033,5149460.95137554,"JOR"
2034,5798879.52807402,"JOR"
2035,6530198.81083543,"JOR"
2036,7353747.61668821,"JOR"
2037,8281157.37000498,"JOR"
2038,9325526.37938803,"JOR"
2039,10501604.8321528,"JOR"
2040,11826003.1191861,"JOR"
2041,13317426.4324636,"JOR"
2042,14996938.948574,"JOR"
2043,16888261.3294565,"JOR"
2044,19018105.7421145,"JOR"
2045,21416553.1289708,"JOR"
2046,24117478.0572565,"JOR"
2047,27159027.1478106,"JOR"
2048,30584157.8404,"JOR"
2049,34441245.1048307,"JOR"
2050,38784764.6667624,"JOR"
2021,32413420,"JPN"
2022,32075742.8767171,"JPN"
2023,31741583.6123823,"JPN"
2024,31410905.5585801,"JPN"
2025,31083672.4486913,"JPN"
2026,30759848.3939157,"JPN"
2027,30439397.8793364,"JPN"
2028,30122285.7600241,"JPN"
2029,29808477.2571833,"JPN"
2030,29497937.9543374,"JPN"
2031,29190633.7935547,"JPN"
2032,28886531.0717125,"JPN"
2033,28585596.4368014,"JPN"
2034,28287796.8842672,"JPN"
2035,27993099.7533908,"JPN"
2036,27701472.7237069,"JPN"
2037,27412883.8114587,"JPN"
2038,27127301.3660907,"JPN"
2039,26844694.0667767,"JPN"
2040,26565030.9189854,"JPN"
2041,26288281.251081,"JPN"
2042,26014414.7109592,"JPN"
2043,25743401.2627181,"JPN"
2044,25475211.1833648,"JPN"
2045,25209815.0595548,"JPN"
2046,24947183.7843668,"JPN"
2047,24687288.5541098,"JPN"
2048,24430100.8651647,"JPN"
2049,24175592.5108578,"JPN"
2050,23923735.5783672,"JPN"
2021,1434512,"KAZ"
2022,1585356.62994777,"KAZ"
2023,1752063.17139164,"KAZ"
2024,1936299.56727658,"KAZ"
2025,2139909.1513678,"KAZ"
2026,2364929.09129158,"KAZ"
2027,2613610.77093497,"KAZ"
2028,2888442.31613585,"KAZ"
2029,3192173.48903856,"KAZ"
2030,3527843.20018989,"KAZ"
2031,3898809.91364116,"KAZ"
2032,4308785.24926743,"KAZ"
2033,4761871.11850393,"KAZ"
2034,5262600.76505252,"KAZ"
2035,5815984.12118145,"KAZ"
2036,6427557.93341986,"KAZ"
2037,7103441.15916813,"KAZ"
2038,7850396.18848159,"KAZ"
2039,8675896.50356778,"KAZ"
2040,9588201.45294839,"KAZ"
2041,10596438.888421,"KAZ"
2042,11710696.4916255,"KAZ"
2043,12942122.7039611,"KAZ"
2044,14303038.269685,"KAZ"
2045,15807059.5082103,"KAZ"
2046,17469234.5489757,"KAZ"
2047,19306193.8919517,"KAZ"
2048,21336316.8001821,"KAZ"
2049,23579915.1891617,"KAZ"
2050,26059436.8529115,"KAZ"
2021,526572.6,"KEN"
2022,583063.702351648,"KEN"
2023,645615.212413275,"KEN"
2024,714877.295256589,"KEN"
2025,791569.866148445,"KEN"
2026,876490.073403953,"KEN"
2027,970520.584005655,"KEN"
2028,1074638.75811013,"KEN"
2029,1189926.80780251,"KEN"
2030,1317583.04568982,"KEN"
2031,1458934.34025178,"KEN"
2032,1615449.90741099,"KEN"
2033,1788756.58167302,"KEN"
2034,1980655.72556595,"KEN"
2035,2193141.95313709,"KEN"
2036,2428423.8621205,"KEN"
2037,2688946.99026699,"KEN"
2038,2977419.23444629,"KEN"
2039,3296838.99672953,"KEN"
2040,3650526.35000456,"KEN"
2041,4042157.54706171,"KEN"
2042,4475803.23184012,"KEN"
2043,4955970.75000517,"KEN"
2044,5487650.99863624,"KEN"
2045,6076370.30198412,"KEN"
2046,6728247.85249833,"KEN"
2047,7450059.31417092,"KEN"
2048,8249307.24929453,"KEN"
2049,9134299.10065574,"KEN"
2050,10114233.5397164,"KEN"
2021,23321.25,"KGZ"
2022,23335.0864066721,"KGZ"
2023,23348.9310224304,"KGZ"
2024,23362.7838521451,"KGZ"
2025,23376.6449006898,"KGZ"
2026,23390.5141729404,"KGZ"
2027,23404.3916737762,"KGZ"
2028,23418.2774080791,"KGZ"
2029,23432.1713807341,"KGZ"
2030,23446.0735966288,"KGZ"
2031,23459.984060654,"KGZ"
2032,23473.9027777032,"KGZ"
2033,23487.829752673,"KGZ"
2034,23501.7649904627,"KGZ"
2035,23515.7084959747,"KGZ"
2036,23529.6602741141,"KGZ"
2037,23543.620329789,"KGZ"
2038,23557.5886679106,"KGZ"
2039,23571.5652933927,"KGZ"
2040,23585.5502111521,"KGZ"
2041,23599.5434261088,"KGZ"
2042,23613.5449431852,"KGZ"
2043,23627.5547673072,"KGZ"
2044,23641.5729034032,"KGZ"
2045,23655.5993564046,"KGZ"
2046,23669.634131246,"KGZ"
2047,23683.6772328644,"KGZ"
2048,23697.7286662004,"KGZ"
2049,23711.7884361969,"KGZ"
2050,23725.8565478001,"KGZ"
2021,76283.57,"KHM"
2022,85372.3038978181,"KHM"
2023,95543.9064115827,"KHM"
2024,106927.394899771,"KHM"
2025,119667.15837218,"KHM"
2026,133924.788930802,"KHM"
2027,149881.131415999,"KHM"
2028,167738.57725583,"KHM"
2029,187723.63161389,"KHM"
2030,210089.786397557,"KHM"
2031,235120.73556809,"KHM"
2032,263133.973535816,"KHM"
2033,294484.822282702,"KHM"
2034,329570.93829266,"KHM"
2035,368837.356455788,"KHM"
2036,412782.13492383,"KHM"
2037,461962.672516603,"KHM"
2038,517002.77880985,"KHM"
2039,578600.586582025,"KHM"
2040,647537.406982086,"KHM"
2041,724687.639737886,"KHM"
2042,811029.864106981,"KHM"
2043,907659.2512483,"KHM"
2044,1015801.45545412,"KHM"
2045,1136828.16043972,"KHM"
2046,1272274.47788112,"KHM"
2047,1423858.41888502,"KHM"
2048,1593502.6853688,"KHM"
2049,1783359.05775377,"KHM"
2050,1995835.68830722,"KHM"
2021,34.1539,"KIR"
2022,69.5416620125057,"KIR"
2023,141.595623207352,"KIR"
2024,288.306605439957,"KIR"
2025,587.028729119613,"KIR"
2026,1195.26477128723,"KIR"
2027,2433.71031537573,"KIR"
2028,4955.34214798918,"KIR"
2029,10089.7036300917,"KIR"
2030,20543.9132763809,"KIR"
2031,41830.0069239621,"KIR"
2032,85171.1869943679,"KIR"
2033,173419.313728923,"KIR"
2034,353103.66610482,"KIR"
2035,718963.743632149,"KIR"
2036,1463901.15503391,"KIR"
2037,2980687.98418584,"KIR"
2038,6069057.89268542,"KIR"
2039,12357369.8086444,"KIR"
2040,25161168.5516526,"KIR"
2041,51231322.9018857,"KIR"
2042,104313455.906836,"KIR"
2043,212395395.37299,"KIR"
2044,432463900.112169,"KIR"
2045,880551221.799281,"KIR"
2046,1792913706.81136,"KIR"
2047,3650599170.71445,"KIR"
2048,7433081834.66478,"KIR"
2049,15134695149.2378,"KIR"
2050,30816154369.7969,"KIR"
2021,14512840,"KOR"
2022,15257599.0471977,"KOR"
2023,16040577.0810571,"KOR"
2024,16863735.3948943,"KOR"
2025,17729135.9302062,"KOR"
2026,18638946.441658,"KOR"
2027,19595445.9271246,"KOR"
2028,20601030.3363856,"KOR"
2029,21658218.5727761,"KOR"
2030,22769658.8028248,"KOR"
2031,23938135.0896858,"KOR"
2032,25166574.3669799,"KOR"
2033,26458053.7705137,"KOR"
2034,27815808.3462435,"KOR"
2035,29243239.1537892,"KOR"
2036,30743921.7857999,"KOR"
2037,32321615.3245086,"KOR"
2038,33980271.7579132,"KOR"
2039,35724045.8791702,"KOR"
2040,37557305.6939974,"KOR"
2041,39484643.3621571,"KOR"
2042,41510886.7004245,"KOR"
2043,43641111.2758584,"KOR"
2044,45880653.1196641,"KOR"
2045,48235122.0934976,"KOR"
2046,50710415.9416912,"KOR"
2047,53312735.0646012,"KOR"
2048,56048598.0500828,"KOR"
2049,58924858.0019975,"KOR"
2050,61948719.7066555,"KOR"
2021,615813.4,"KWT"
2022,641507.389171369,"KWT"
2023,668273.425621246,"KWT"
2024,696156.239086212,"KWT"
2025,725202.425591186,"KWT"
2026,755460.525317809,"KWT"
2027,786981.103721775,"KWT"
2028,819816.836034679,"KWT"
2029,854022.595291593,"KWT"
2030,889655.544031466,"KWT"
2031,926775.229823612,"KWT"
2032,965443.684779904,"KWT"
2033,1005725.52921899,"KWT"
2034,1047688.07965573,"KWT"
2035,1091401.46129641,"KWT"
2036,1136938.72522761,"KWT"
2037,1184375.97049461,"KWT"
2038,1233792.47127345,"KWT"
2039,1285270.80934894,"KWT"
2040,1338897.01212025,"KWT"
2041,1394760.69636453,"KWT"
2042,1452955.21799891,"KWT"
2043,1513577.8280911,"KWT"
2044,1576729.83537935,"KWT"
2045,1642516.77557326,"KWT"
2046,1711048.58771859,"KWT"
2047,1782439.79792045,"KWT"
2048,1856809.71073233,"KWT"
2049,1934282.60853035,"KWT"
2050,2014987.9592063,"KWT"
2021,70841.48,"LAO"
2022,83226.8422148037,"LAO"
2023,97777.562877679,"LAO"
2024,114872.216076918,"LAO"
2025,134955.56279031,"LAO"
2026,158550.12247569,"LAO"
2027,186269.767746553,"LAO"
2028,218835.695832872,"LAO"
2029,257095.192365394,"LAO"
2030,302043.67567108,"LAO"
2031,354850.595118232,"LAO"
2032,416889.857322776,"LAO"
2033,489775.571831005,"LAO"
2034,575404.046293843,"LAO"
2035,676003.12374413,"LAO"
2036,794190.145611966,"LAO"
2037,933040.048533699,"LAO"
2038,1096165.36666663,"LAO"
2039,1287810.22097359,"LAO"
2040,1512960.74084817,"LAO"
2041,1777474.7909807,"LAO"
2042,2088234.37864005,"LAO"
2043,2453324.70663522,"LAO"
2044,2882244.53047577,"LAO"
2045,3386153.29270913,"LAO"
2046,3978161.46426417,"LAO"
2047,4673671.64677145,"LAO"
2048,5490779.31050636,"LAO"
2049,6450743.59417422,"LAO"
2050,7578540.415594,"LAO"
2021,110532.9,"LBN"
2022,117158.174490398,"LBN"
2023,124180.563885708,"LBN"
2024,131623.871010693,"LBN"
2025,139513.325416888,"LBN"
2026,147875.668899735,"LBN"
2027,156739.246141551,"LBN"
2028,166134.100787597,"LBN"
2029,176092.077280869,"LBN"
2030,186646.928800826,"LBN"
2031,197834.431671874,"LBN"
2032,209692.506629448,"LBN"
2033,222261.347354695,"LBN"
2034,235583.556713453,"LBN"
2035,249704.291161304,"LBN"
2036,264671.41380419,"LBN"
2037,280535.65663338,"LBN"
2038,297350.792484698,"LBN"
2039,315173.817304897,"LBN"
2040,334065.14334295,"LBN"
2041,354088.803921124,"LBN"
2042,375312.670479897,"LBN"
2043,397808.68263242,"LBN"
2044,421653.092008302,"LBN"
2045,446926.720713241,"LBN"
2046,473715.235280566,"LBN"
2047,502109.437043274,"LBN"
2048,532205.569910782,"LBN"
2049,564105.646593631,"LBN"
2050,597917.794381903,"LBN"
2021,97310.7,"LBY"
2022,101884.614800256,"LBY"
2023,106673.518256435,"LBY"
2024,111687.515524448,"LBY"
2025,116937.186734922,"LBY"
2026,122433.609318534,"LBY"
2027,128188.38138071,"LBY"
2028,134213.646175003,"LBY"
2029,140522.117726807,"LBY"
2030,147127.107661459,"LBY"
2031,154042.553293353,"LBY"
2032,161283.047035332,"LBY"
2033,168863.867190415,"LBY"
2034,176801.010190832,"LBY"
2035,185111.224352399,"LBY"
2036,193812.045215458,"LBY"
2037,202921.832546952,"LBY"
2038,212459.809081716,"LBY"
2039,222446.101084737,"LBY"
2040,232901.780819963,"LBY"
2041,243848.911015289,"LBY"
2042,255310.591417537,"LBY"
2043,267311.007535669,"LBY"
2044,279875.481675087,"LBY"
2045,293030.52637071,"LBY"
2046,306803.900331576,"LBY"
2047,321224.667015022,"LBY"
2048,336323.25595403,"LBY"
2049,352131.52696717,"LBY"
2050,368682.837386597,"LBY"
2021,325640.8,"LKA"
2022,338623.564547396,"LKA"
2023,352123.930621668,"LKA"
2024,366162.53414667,"LKA"
2025,380760.833766693,"LKA"
2026,395941.143646975,"LKA"
2027,411726.667581922,"LKA"
2028,428141.534463161,"LKA"
2029,445210.835161648,"LKA"
2030,462960.66088021,"LKA"
2031,481418.143035132,"LKA"
2032,500611.494727763,"LKA"
2033,520570.053869524,"LKA"
2034,541324.328026242,"LKA"
2035,562906.041050353,"LKA"
2036,585348.181572252,"LKA"
2037,608685.053424915,"LKA"
2038,632952.328078874,"LKA"
2039,658187.099167675,"LKA"
2040,684427.939187191,"LKA"
2041,711714.958455436,"LKA"
2042,740089.866423008,"LKA"
2043,769596.035427885,"LKA"
2044,800278.566992018,"LKA"
2045,832184.360761056,"LKA"
2046,865362.186192592,"LKA"
2047,899862.757102497,"LKA"
2048,935738.809183293,"LKA"
2049,973045.180613063,"LKA"
2050,1011838.8958781,"LKA"
2021,1372.366,"LSO"
2022,1436.4004142119,"LSO"
2023,1503.42266563593,"LSO"
2024,1573.57216635724,"LSO"
2025,1646.99483341023,"LSO"
2026,1723.84339229864,"LSO"
2027,1804.27769467781,"LSO"
2028,1888.46505085998,"LSO"
2029,1976.58057783418,"LSO"
2030,2068.80756352475,"LSO"
2031,2165.33784804613,"LSO"
2032,2266.37222274683,"LSO"
2033,2372.12084787286,"LSO"
2034,2482.80368971927,"LSO"
2035,2598.65097817899,"LSO"
2036,2719.90368564105,"LSO"
2037,2846.81402823393,"LSO"
2038,2979.64599045697,"LSO"
2039,3118.67587429099,"LSO"
2040,3264.19287393031,"LSO"
2041,3416.49967733173,"LSO"
2042,3575.91309583168,"LSO"
2043,3742.76472314119,"LSO"
2044,3917.40162508959,"LSO"
2045,4100.18706155142,"LSO"
2046,4291.50124205841,"LSO"
2047,4491.74211666829,"LSO"
2048,4701.32620373529,"LSO"
2049,4920.6894563044,"LSO"
2050,5150.28816893145,"LSO"
2021,458197.3,"LTU"
2022,474576.240941242,"LTU"
2023,491540.671378727,"LTU"
2024,509111.520501432,"LTU"
2025,527310.465643184,"LTU"
2026,546159.959026206,"LTU"
2027,565683.255460649,"LTU"
2028,585904.441034286,"LTU"
2029,606848.462827763,"LTU"
2030,628541.15969206,"LTU"
2031,651009.294126148,"LTU"
2032,674280.585294149,"LTU"
2033,698383.743222751,"LTU"
2034,723348.504221057,"LTU"
2035,749205.667566569,"LTU"
2036,775987.133502568,"LTU"
2037,803725.942593766,"LTU"
2038,832456.316488783,"LTU"
2039,862213.700139743,"LTU"
2040,893034.805531064,"LTU"
2041,924957.656971408,"LTU"
2042,958021.638004654,"LTU"
2043,992267.53999777,"LTU"
2044,1027737.61246554,"LTU"
2045,1064475.6151942,"LTU"
2046,1102526.87222836,"LTU"
2047,1141938.3277877,"LTU"
2048,1182758.60418256,"LTU"
2049,1225038.06179973,"LTU"
2050,1268828.86123262,"LTU"
2021,31225.68,"LUX"
2022,30727.5720619395,"LUX"
2023,30237.4098761559,"LUX"
2024,29755.0666930546,"LUX"
2025,29280.4177849338,"LUX"
2026,28813.3404137315,"LUX"
2027,28353.7137992873,"LUX"
2028,27901.4190881098,"LUX"
2029,27456.339322643,"LUX"
2030,27018.3594110224,"LUX"
2031,26587.3660973139,"LUX"
2032,26163.2479322269,"LUX"
2033,25745.8952442955,"LUX"
2034,25335.2001115183,"LUX"
2035,24931.0563334517,"LUX"
2036,24533.3594037475,"LUX"
2037,24142.006483129,"LUX"
2038,23756.8963727982,"LUX"
2039,23377.9294882669,"LUX"
2040,23005.0078336056,"LUX"
2041,22638.0349761029,"LUX"
2042,22276.9160213295,"LUX"
2043,21921.5575885994,"LUX"
2044,21571.8677868231,"LUX"
2045,21227.7561907455,"LUX"
2046,20889.1338175634,"LUX"
2047,20555.9131039157,"LUX"
2048,20228.0078832402,"LUX"
2049,19905.3333634926,"LUX"
2050,19587.80610522,"LUX"
2021,153142.4,"LVA"
2022,158016.300833856,"LVA"
2023,163045.318143216,"LVA"
2024,168234.388655723,"LVA"
2025,173588.606215017,"LVA"
2026,179113.2267811,"LVA"
2027,184813.673589841,"LVA"
2028,190695.542476691,"LVA"
2029,196764.607369822,"LVA"
2030,203026.825958097,"LVA"
2031,209488.34553943,"LVA"
2032,216155.509055267,"LVA"
2033,223034.86131713,"LVA"
2034,230133.155431317,"LVA"
2035,237457.359428085,"LVA"
2036,245014.663101802,"LVA"
2037,252812.4850688,"LVA"
2038,260858.48004985,"LVA"
2039,269160.546384408,"LVA"
2040,277726.833784005,"LVA"
2041,286565.751332405,"LVA"
2042,295685.975740365,"LVA"
2043,305096.45986312,"LVA"
2044,314806.441488936,"LVA"
2045,324825.452407376,"LVA"
2046,335163.327766166,"LVA"
2047,345830.215725852,"LVA"
2048,356836.587421731,"LVA"
2049,368193.247242819,"LVA"
2050,379911.343437974,"LVA"
2021,12818.14,"MAC"
2022,13686.5300165726,"MAC"
2023,14613.7508167755,"MAC"
2024,15603.7880073482,"MAC"
2025,16660.8972077701,"MAC"
2026,17789.6223428029,"MAC"
2027,18994.8151742969,"MAC"
2028,20281.6561562179,"MAC"
2029,21655.6767025388,"MAC"
2030,23122.7829637131,"MAC"
2031,24689.2812139321,"MAC"
2032,26361.9049582922,"MAC"
2033,28147.8438763892,"MAC"
2034,30054.7747267544,"MAC"
2035,32090.8943449714,"MAC"
2036,34264.9548773153,"MAC"
2037,36586.3014013641,"MAC"
2038,39064.9120952916,"MAC"
2039,41711.4411285084,"MAC"
2040,44537.2644580127,"MAC"
2041,47554.5287273053,"MAC"
2042,50776.2034780575,"MAC"
2043,54216.1368989597,"MAC"
2044,57889.1153513864,"MAC"
2045,61810.9269277433,"MAC"
2046,65998.4293156989,"MAC"
2047,70469.6222600126,"MAC"
2048,75243.7249334298,"MAC"
2049,80341.2585492215,"MAC"
2050,85784.1345704712,"MAC"
2021,2127718,"MAR"
2022,2271173.6013103,"MAR"
2023,2424301.30651186,"MAR"
2024,2587753.23091303,"MAR"
2025,2762225.45692386,"MAR"
2026,2948460.99841838,"MAR"
2027,3147252.96496097,"MAR"
2028,3359447.93937211,"MAR"
2029,3585949.58301721,"MAR"
2030,3827722.48417242,"MAR"
2031,4085796.26585586,"MAR"
2032,4361269.9706183,"MAR"
2033,4655316.74096645,"MAR"
2034,4969188.81535095,"MAR"
2035,5304222.86099544,"MAR"
2036,5661845.66627694,"MAR"
2037,6043580.21689967,"MAR"
2038,6451052.18173824,"MAR"
2039,6885996.83597127,"MAR"
2040,7350266.45098843,"MAR"
2041,7845838.1825419,"MAR"
2042,8374822.49073494,"MAR"
2043,8939472.12770535,"MAR"
2044,9542191.73127907,"MAR"
2045,10185548.0654497,"MAR"
2046,10872280.9512945,"MAR"
2047,11605314.9348781,"MAR"
2048,12387771.741832,"MAR"
2049,13222983.5716513,"MAR"
2050,14114507.2883221,"MAR"
2021,27992.97,"MDA"
2022,32154.2442181578,"MDA"
2023,36934.109572544,"MDA"
2024,42424.5222702621,"MDA"
2025,48731.1082002618,"MDA"
2026,55975.1949897668,"MDA"
2027,64296.1461345461,"MDA"
2028,73854.042107592,"MDA"
2029,84832.7600260217,"MDA"
2030,97443.5111235813,"MDA"
2031,111928.904083504,"MDA"
2032,128567.612403105,"MDA"
2033,147679.735582002,"MDA"
2034,169632.957273796,"MDA"
2035,194849.618873238,"MDA"
2036,223814.844622241,"MDA"
2037,257085.874547523,"MDA"
2038,295302.78477917,"MDA"
2039,339200.801490214,"MDA"
2040,389624.445355788,"MDA"
2041,447543.778646364,"MDA"
2042,514073.067520608,"MDA"
2043,590492.218547555,"MDA"
2044,678271.401859106,"MDA"
2045,779099.334639017,"MDA"
2046,894915.769072993,"MDA"
2047,1027948.80977094,"MDA"
2048,1180757.77858296,"MDA"
2049,1356282.45145285,"MDA"
2050,1557899.61453953,"MDA"
2021,32862.39,"MDG"
2022,38436.2525576333,"MDG"
2023,44955.5102557717,"MDG"
2024,52580.5136524798,"MDG"
2025,61498.8107181735,"MDG"
2026,71929.7598488059,"MDG"
2027,84129.9253024084,"MDG"
2028,98399.3877675419,"MDG"
2029,115089.125281202,"MDG"
2030,134609.646040516,"MDG"
2031,157441.085444695,"MDG"
2032,184145.015718583,"MDG"
2033,215378.258592537,"MDG"
2034,251909.040781453,"MDG"
2035,294635.889630276,"MDG"
2036,344609.733691683,"MDG"
2037,403059.75183157,"MDG"
2038,471423.606658409,"MDG"
2039,551382.805911346,"MDG"
2040,644904.06157145,"MDG"
2041,754287.663983165,"MDG"
2042,882224.060817371,"MDG"
2043,1031860.03251733,"MDG"
2044,1206876.09190822,"MDG"
2045,1411577.01172538,"MDG"
2046,1650997.70671658,"MDG"
2047,1931027.07464161,"MDG"
2048,2258552.84221728,"MDG"
2049,2641630.97870313,"MDG"
2050,3089683.84409964,"MDG"
2021,958.0202,"MDV"
2022,1031.40384097171,"MDV"
2023,1110.40861473609,"MDV"
2024,1195.4650959206,"MDV"
2025,1287.0368408517,"MDV"
2026,1385.62291392868,"MDV"
2027,1491.76060751584,"MDV"
2028,1606.02837017646,"MDV"
2029,1729.04895920726,"MDV"
2030,1861.49283465474,"MDV"
2031,2004.08181331063,"MDV"
2032,2157.5930026007,"MDV"
2033,2322.86303580659,"MDV"
2034,2500.79263170246,"MDV"
2035,2692.35150345646,"MDV"
2036,2898.58364355046,"MDV"
2037,3120.61301352071,"MDV"
2038,3359.64966952842,"MDV"
2039,3616.9963571446,"MDV"
2040,3894.05561129046,"MDV"
2041,4192.33740002811,"MDV"
2042,4513.46735385989,"MDV"
2043,4859.19562538608,"MDV"
2044,5231.40642760572,"MDV"
2045,5632.12830284436,"MDV"
2046,6063.54517827404,"MDV"
2047,6528.00826827797,"MDV"
2048,7028.04888852757,"MDV"
2049,7566.39225160834,"MDV"
2050,8145.97231938053,"MDV"
2021,4145162,"MEX"
2022,4119136.50214266,"MEX"
2023,4093274.40599042,"MEX"
2024,4067574.68562181,"MEX"
2025,4042036.32155661,"MEX"
2026,4016658.30071546,"MEX"
2027,3991439.61637961,"MEX"
2028,3966379.26815105,"MEX"
2029,3941476.26191278,"MEX"
2030,3916729.60978937,"MEX"
2031,3892138.33010782,"MEX"
2032,3867701.44735856,"MEX"
2033,3843417.99215679,"MEX"
2034,3819287.00120403,"MEX"
2035,3795307.51724987,"MEX"
2036,3771478.58905403,"MEX"
2037,3747799.27134861,"MEX"
2038,3724268.6248006,"MEX"
