Year,iso_code3,pij_lndu_forests_primary_to_forests_mangroves
2044,GNQ,4.0363459363819225e-06
2045,GNQ,4.0363459363819225e-06
2046,GNQ,4.0363459363819225e-06
2047,GNQ,4.0363459363819225e-06
2048,GNQ,4.0363459363819225e-06
2049,GNQ,4.0363459363819225e-06
2050,GNQ,4.0363459363819225e-06
2019,GRC,0.0
2020,GRC,0.0
2021,GRC,0.0
2022,GRC,0.0
2023,GRC,0.0
2024,GRC,0.0
2025,GRC,0.0
2026,GRC,0.0
2027,GRC,0.0
2028,GRC,0.0
2029,GRC,0.0
2030,GRC,0.0
2031,GRC,0.0
2032,GRC,0.0
2033,GRC,0.0
2034,GRC,0.0
2035,GRC,0.0
2036,GRC,0.0
2037,GRC,0.0
2038,GRC,0.0
2039,GRC,0.0
2040,GRC,0.0
2041,GRC,0.0
2042,GRC,0.0
2043,GRC,0.0
2044,GRC,0.0
2045,GRC,0.0
2046,GRC,0.0
2047,GRC,0.0
2048,GRC,0.0
2049,GRC,0.0
2050,GRC,0.0
2019,GRL,0.4901465259716327
2020,GRL,0.4901465692894134
2021,GRL,0.4901465692894134
2022,GRL,0.4901465692894134
2023,GRL,0.4901465692894134
2024,GRL,0.4901465692894134
2025,GRL,0.4901465692894134
2026,GRL,0.4901465692894134
2027,GRL,0.4901465692894134
2028,GRL,0.4901465692894134
2029,GRL,0.4901465692894134
2030,GRL,0.4901465692894134
2031,GRL,0.4901465692894134
2032,GRL,0.4901465692894134
2033,GRL,0.4901465692894134
2034,GRL,0.4901465692894134
2035,GRL,0.4901465692894134
2036,GRL,0.4901465692894134
2037,GRL,0.4901465692894134
2038,GRL,0.4901465692894134
2039,GRL,0.4901465692894134
2040,GRL,0.4901465692894134
2041,GRL,0.4901465692894134
2042,GRL,0.4901465692894134
2043,GRL,0.4901465692894134
2044,GRL,0.4901465692894134
2045,GRL,0.4901465692894134
2046,GRL,0.4901465692894134
2047,GRL,0.4901465692894134
2048,GRL,0.4901465692894134
2049,GRL,0.4901465692894134
2050,GRL,0.4901465692894134
2019,GTM,0.0
2020,GTM,0.0005187000782744
2021,GTM,0.0005187000782744
2022,GTM,0.0005187000782744
2023,GTM,0.0005187000782744
2024,GTM,0.0005187000782744
2025,GTM,0.0005187000782744
2026,GTM,0.0005187000782744
2027,GTM,0.0005187000782744
2028,GTM,0.0005187000782744
2029,GTM,0.0005187000782744
2030,GTM,0.0005187000782744
2031,GTM,0.0005187000782744
2032,GTM,0.0005187000782744
2033,GTM,0.0005187000782744
2034,GTM,0.0005187000782744
2035,GTM,0.0005187000782744
2036,GTM,0.0005187000782744
2037,GTM,0.0005187000782744
2038,GTM,0.0005187000782744
2039,GTM,0.0005187000782744
2040,GTM,0.0005187000782744
2041,GTM,0.0005187000782744
2042,GTM,0.0005187000782744
2043,GTM,0.0005187000782744
2044,GTM,0.0005187000782744
2045,GTM,0.0005187000782744
2046,GTM,0.0005187000782744
2047,GTM,0.0005187000782744
2048,GTM,0.0005187000782744
2049,GTM,0.0005187000782744
2050,GTM,0.0005187000782744
2019,GUY,5.900631840645653e-05
2020,GUY,1.348801132482421e-05
2021,GUY,1.348801132482421e-05
2022,GUY,1.348801132482421e-05
2023,GUY,1.348801132482421e-05
2024,GUY,1.348801132482421e-05
2025,GUY,1.348801132482421e-05
2026,GUY,1.348801132482421e-05
2027,GUY,1.348801132482421e-05
2028,GUY,1.348801132482421e-05
2029,GUY,1.348801132482421e-05
2030,GUY,1.348801132482421e-05
2031,GUY,1.348801132482421e-05
2032,GUY,1.348801132482421e-05
2033,GUY,1.348801132482421e-05
2034,GUY,1.348801132482421e-05
2035,GUY,1.348801132482421e-05
2036,GUY,1.348801132482421e-05
2037,GUY,1.348801132482421e-05
2038,GUY,1.348801132482421e-05
2039,GUY,1.348801132482421e-05
2040,GUY,1.348801132482421e-05
2041,GUY,1.348801132482421e-05
2042,GUY,1.348801132482421e-05
2043,GUY,1.348801132482421e-05
2044,GUY,1.348801132482421e-05
2045,GUY,1.348801132482421e-05
2046,GUY,1.348801132482421e-05
2047,GUY,1.348801132482421e-05
2048,GUY,1.348801132482421e-05
2049,GUY,1.348801132482421e-05
2050,GUY,1.348801132482421e-05
2019,HKG,0.4901465257408208
2020,HKG,0.490146548086793
2021,HKG,0.490146548086793
2022,HKG,0.490146548086793
2023,HKG,0.490146548086793
2024,HKG,0.490146548086793
2025,HKG,0.490146548086793
2026,HKG,0.490146548086793
2027,HKG,0.490146548086793
2028,HKG,0.490146548086793
2029,HKG,0.490146548086793
2030,HKG,0.490146548086793
2031,HKG,0.490146548086793
2032,HKG,0.490146548086793
2033,HKG,0.490146548086793
2034,HKG,0.490146548086793
2035,HKG,0.490146548086793
2036,HKG,0.490146548086793
2037,HKG,0.490146548086793
2038,HKG,0.490146548086793
2039,HKG,0.490146548086793
2040,HKG,0.490146548086793
2041,HKG,0.490146548086793
2042,HKG,0.490146548086793
2043,HKG,0.490146548086793
2044,HKG,0.490146548086793
2045,HKG,0.490146548086793
2046,HKG,0.490146548086793
2047,HKG,0.490146548086793
2048,HKG,0.490146548086793
2049,HKG,0.490146548086793
2050,HKG,0.490146548086793
2019,HND,6.408004603904374e-05
2020,HND,0.000635438097796
2021,HND,0.000635438097796
2022,HND,0.000635438097796
2023,HND,0.000635438097796
2024,HND,0.000635438097796
2025,HND,0.000635438097796
2026,HND,0.000635438097796
2027,HND,0.000635438097796
2028,HND,0.000635438097796
2029,HND,0.000635438097796
2030,HND,0.000635438097796
2031,HND,0.000635438097796
2032,HND,0.000635438097796
2033,HND,0.000635438097796
2034,HND,0.000635438097796
2035,HND,0.000635438097796
2036,HND,0.000635438097796
2037,HND,0.000635438097796
2038,HND,0.000635438097796
2039,HND,0.000635438097796
2040,HND,0.000635438097796
2041,HND,0.000635438097796
2042,HND,0.000635438097796
2043,HND,0.000635438097796
2044,HND,0.000635438097796
2045,HND,0.000635438097796
2046,HND,0.000635438097796
2047,HND,0.000635438097796
2048,HND,0.000635438097796
2049,HND,0.000635438097796
2050,HND,0.000635438097796
2019,HRV,0.0
2020,HRV,0.0
2021,HRV,0.0
2022,HRV,0.0
2023,HRV,0.0
2024,HRV,0.0
2025,HRV,0.0
2026,HRV,0.0
2027,HRV,0.0
2028,HRV,0.0
2029,HRV,0.0
2030,HRV,0.0
2031,HRV,0.0
2032,HRV,0.0
2033,HRV,0.0
2034,HRV,0.0
2035,HRV,0.0
2036,HRV,0.0
2037,HRV,0.0
2038,HRV,0.0
2039,HRV,0.0
2040,HRV,0.0
2041,HRV,0.0
2042,HRV,0.0
2043,HRV,0.0
2044,HRV,0.0
2045,HRV,0.0
2046,HRV,0.0
2047,HRV,0.0
2048,HRV,0.0
2049,HRV,0.0
2050,HRV,0.0
2019,HTI,0.4901473412196937
2020,HTI,0.4901491048987558
2021,HTI,0.4901491048987558
2022,HTI,0.4901491048987558
2023,HTI,0.4901491048987558
2024,HTI,0.4901491048987558
2025,HTI,0.4901491048987558
2026,HTI,0.4901491048987558
2027,HTI,0.4901491048987558
2028,HTI,0.4901491048987558
2029,HTI,0.4901491048987558
2030,HTI,0.4901491048987558
2031,HTI,0.4901491048987558
2032,HTI,0.4901491048987558
2033,HTI,0.4901491048987558
2034,HTI,0.4901491048987558
2035,HTI,0.4901491048987558
2036,HTI,0.4901491048987558
2037,HTI,0.4901491048987558
2038,HTI,0.4901491048987558
2039,HTI,0.4901491048987558
2040,HTI,0.4901491048987558
2041,HTI,0.4901491048987558
2042,HTI,0.4901491048987558
2043,HTI,0.4901491048987558
2044,HTI,0.4901491048987558
2045,HTI,0.4901491048987558
2046,HTI,0.4901491048987558
2047,HTI,0.4901491048987558
2048,HTI,0.4901491048987558
2049,HTI,0.4901491048987558
2050,HTI,0.4901491048987558
2019,HUN,0.0
2020,HUN,0.0
2021,HUN,0.0
2022,HUN,0.0
2023,HUN,0.0
2024,HUN,0.0
2025,HUN,0.0
2026,HUN,0.0
2027,HUN,0.0
2028,HUN,0.0
2029,HUN,0.0
2030,HUN,0.0
2031,HUN,0.0
2032,HUN,0.0
2033,HUN,0.0
2034,HUN,0.0
2035,HUN,0.0
2036,HUN,0.0
2037,HUN,0.0
2038,HUN,0.0
2039,HUN,0.0
2040,HUN,0.0
2041,HUN,0.0
2042,HUN,0.0
2043,HUN,0.0
2044,HUN,0.0
2045,HUN,0.0
2046,HUN,0.0
2047,HUN,0.0
2048,HUN,0.0
2049,HUN,0.0
2050,HUN,0.0
2019,IDN,8.623169052500502e-05
2020,IDN,1.9469024242128076e-05
2021,IDN,1.9469024242128076e-05
2022,IDN,1.9469024242128076e-05
2023,IDN,1.9469024242128076e-05
2024,IDN,1.9469024242128076e-05
2025,IDN,1.9469024242128076e-05
2026,IDN,1.9469024242128076e-05
2027,IDN,1.9469024242128076e-05
2028,IDN,1.9469024242128076e-05
2029,IDN,1.9469024242128076e-05
2030,IDN,1.9469024242128076e-05
2031,IDN,1.9469024242128076e-05
2032,IDN,1.9469024242128076e-05
2033,IDN,1.9469024242128076e-05
2034,IDN,1.9469024242128076e-05
2035,IDN,1.9469024242128076e-05
2036,IDN,1.9469024242128076e-05
2037,IDN,1.9469024242128076e-05
2038,IDN,1.9469024242128076e-05
2039,IDN,1.9469024242128076e-05
2040,IDN,1.9469024242128076e-05
2041,IDN,1.9469024242128076e-05
2042,IDN,1.9469024242128076e-05
2043,IDN,1.9469024242128076e-05
2044,IDN,1.9469024242128076e-05
2045,IDN,1.9469024242128076e-05
2046,IDN,1.9469024242128076e-05
2047,IDN,1.9469024242128076e-05
2048,IDN,1.9469024242128076e-05
2049,IDN,1.9469024242128076e-05
2050,IDN,1.9469024242128076e-05
2019,IND,0.0001054613726114
2020,IND,0.0001054613726114
2021,IND,0.0001054613726114
2022,IND,0.0001054613726114
2023,IND,0.0001054613726114
2024,IND,0.0001054613726114
2025,IND,0.0001054613726114
2026,IND,0.0001054613726114
2027,IND,0.0001054613726114
2028,IND,0.0001054613726114
2029,IND,0.0001054613726114
2030,IND,0.0001054613726114
2031,IND,0.0001054613726114
2032,IND,0.0001054613726114
2033,IND,0.0001054613726114
2034,IND,0.0001054613726114
2035,IND,0.0001054613726114
2036,IND,0.0001054613726114
2037,IND,0.0001054613726114
2038,IND,0.0001054613726114
2039,IND,0.0001054613726114
2040,IND,0.0001054613726114
2041,IND,0.0001054613726114
2042,IND,0.0001054613726114
2043,IND,0.0001054613726114
2044,IND,0.0001054613726114
2045,IND,0.0001054613726114
2046,IND,0.0001054613726114
2047,IND,0.0001054613726114
2048,IND,0.0001054613726114
2049,IND,0.0001054613726114
2050,IND,0.0001054613726114
2019,IRL,0.0
2020,IRL,0.098017903093352
2021,IRL,0.098017903093352
2022,IRL,0.098017903093352
2023,IRL,0.098017903093352
2024,IRL,0.098017903093352
2025,IRL,0.098017903093352
2026,IRL,0.098017903093352
2027,IRL,0.098017903093352
2028,IRL,0.098017903093352
2029,IRL,0.098017903093352
2030,IRL,0.098017903093352
2031,IRL,0.098017903093352
2032,IRL,0.098017903093352
2033,IRL,0.098017903093352
2034,IRL,0.098017903093352
2035,IRL,0.098017903093352
2036,IRL,0.098017903093352
2037,IRL,0.098017903093352
2038,IRL,0.098017903093352
2039,IRL,0.098017903093352
2040,IRL,0.098017903093352
2041,IRL,0.098017903093352
2042,IRL,0.098017903093352
2043,IRL,0.098017903093352
2044,IRL,0.098017903093352
2045,IRL,0.098017903093352
2046,IRL,0.098017903093352
2047,IRL,0.098017903093352
2048,IRL,0.098017903093352
2049,IRL,0.098017903093352
2050,IRL,0.098017903093352
2019,IRN,0.0
2020,IRN,0.0002575589456034
2021,IRN,0.0002575589456034
2022,IRN,0.0002575589456034
2023,IRN,0.0002575589456034
2024,IRN,0.0002575589456034
2025,IRN,0.0002575589456034
2026,IRN,0.0002575589456034
2027,IRN,0.0002575589456034
2028,IRN,0.0002575589456034
2029,IRN,0.0002575589456034
2030,IRN,0.0002575589456034
2031,IRN,0.0002575589456034
2032,IRN,0.0002575589456034
2033,IRN,0.0002575589456034
2034,IRN,0.0002575589456034
2035,IRN,0.0002575589456034
2036,IRN,0.0002575589456034
2037,IRN,0.0002575589456034
2038,IRN,0.0002575589456034
2039,IRN,0.0002575589456034
2040,IRN,0.0002575589456034
2041,IRN,0.0002575589456034
2042,IRN,0.0002575589456034
2043,IRN,0.0002575589456034
2044,IRN,0.0002575589456034
2045,IRN,0.0002575589456034
2046,IRN,0.0002575589456034
2047,IRN,0.0002575589456034
2048,IRN,0.0002575589456034
2049,IRN,0.0002575589456034
2050,IRN,0.0002575589456034
2019,IRQ,0.0
2020,IRQ,0.2940760941439378
2021,IRQ,0.2940760941439378
2022,IRQ,0.2940760941439378
2023,IRQ,0.2940760941439378
2024,IRQ,0.2940760941439378
2025,IRQ,0.2940760941439378
2026,IRQ,0.2940760941439378
2027,IRQ,0.2940760941439378
2028,IRQ,0.2940760941439378
2029,IRQ,0.2940760941439378
2030,IRQ,0.2940760941439378
2031,IRQ,0.2940760941439378
2032,IRQ,0.2940760941439378
2033,IRQ,0.2940760941439378
2034,IRQ,0.2940760941439378
2035,IRQ,0.2940760941439378
2036,IRQ,0.2940760941439378
2037,IRQ,0.2940760941439378
2038,IRQ,0.2940760941439378
2039,IRQ,0.2940760941439378
2040,IRQ,0.2940760941439378
2041,IRQ,0.2940760941439378
2042,IRQ,0.2940760941439378
2043,IRQ,0.2940760941439378
2044,IRQ,0.2940760941439378
2045,IRQ,0.2940760941439378
2046,IRQ,0.2940760941439378
2047,IRQ,0.2940760941439378
2048,IRQ,0.2940760941439378
2049,IRQ,0.2940760941439378
2050,IRQ,0.2940760941439378
2019,ISL,0.0
2020,ISL,0.2941247861855161
2021,ISL,0.2941247861855161
2022,ISL,0.2941247861855161
2023,ISL,0.2941247861855161
2024,ISL,0.2941247861855161
2025,ISL,0.2941247861855161
2026,ISL,0.2941247861855161
2027,ISL,0.2941247861855161
2028,ISL,0.2941247861855161
2029,ISL,0.2941247861855161
2030,ISL,0.2941247861855161
2031,ISL,0.2941247861855161
2032,ISL,0.2941247861855161
2033,ISL,0.2941247861855161
2034,ISL,0.2941247861855161
2035,ISL,0.2941247861855161
2036,ISL,0.2941247861855161
2037,ISL,0.2941247861855161
2038,ISL,0.2941247861855161
2039,ISL,0.2941247861855161
2040,ISL,0.2941247861855161
2041,ISL,0.2941247861855161
2042,ISL,0.2941247861855161
2043,ISL,0.2941247861855161
2044,ISL,0.2941247861855161
2045,ISL,0.2941247861855161
2046,ISL,0.2941247861855161
2047,ISL,0.2941247861855161
2048,ISL,0.2941247861855161
2049,ISL,0.2941247861855161
2050,ISL,0.2941247861855161
2019,ITA,0.0
2020,ITA,0.0
2021,ITA,0.0
2022,ITA,0.0
2023,ITA,0.0
2024,ITA,0.0
2025,ITA,0.0
2026,ITA,0.0
2027,ITA,0.0
2028,ITA,0.0
2029,ITA,0.0
2030,ITA,0.0
2031,ITA,0.0
2032,ITA,0.0
2033,ITA,0.0
2034,ITA,0.0
2035,ITA,0.0
2036,ITA,0.0
2037,ITA,0.0
2038,ITA,0.0
2039,ITA,0.0
2040,ITA,0.0
2041,ITA,0.0
2042,ITA,0.0
2043,ITA,0.0
2044,ITA,0.0
2045,ITA,0.0
2046,ITA,0.0
2047,ITA,0.0
2048,ITA,0.0
2049,ITA,0.0
2050,ITA,0.0
2019,JAM,1.012334151739476e-05
2020,JAM,0.2941063924592642
2021,JAM,0.2941063924592642
2022,JAM,0.2941063924592642
2023,JAM,0.2941063924592642
2024,JAM,0.2941063924592642
2025,JAM,0.2941063924592642
2026,JAM,0.2941063924592642
2027,JAM,0.2941063924592642
2028,JAM,0.2941063924592642
2029,JAM,0.2941063924592642
2030,JAM,0.2941063924592642
2031,JAM,0.2941063924592642
2032,JAM,0.2941063924592642
2033,JAM,0.2941063924592642
2034,JAM,0.2941063924592642
2035,JAM,0.2941063924592642
2036,JAM,0.2941063924592642
2037,JAM,0.2941063924592642
2038,JAM,0.2941063924592642
2039,JAM,0.2941063924592642
2040,JAM,0.2941063924592642
2041,JAM,0.2941063924592642
2042,JAM,0.2941063924592642
2043,JAM,0.2941063924592642
2044,JAM,0.2941063924592642
2045,JAM,0.2941063924592642
2046,JAM,0.2941063924592642
2047,JAM,0.2941063924592642
2048,JAM,0.2941063924592642
2049,JAM,0.2941063924592642
2050,JAM,0.2941063924592642
2019,JOR,0.4903051881487268
2020,JOR,0.4902457836668776
2021,JOR,0.4902457836668776
2022,JOR,0.4902457836668776
2023,JOR,0.4902457836668776
2024,JOR,0.4902457836668776
2025,JOR,0.4902457836668776
2026,JOR,0.4902457836668776
2027,JOR,0.4902457836668776
2028,JOR,0.4902457836668776
2029,JOR,0.4902457836668776
2030,JOR,0.4902457836668776
2031,JOR,0.4902457836668776
2032,JOR,0.4902457836668776
2033,JOR,0.4902457836668776
2034,JOR,0.4902457836668776
2035,JOR,0.4902457836668776
2036,JOR,0.4902457836668776
2037,JOR,0.4902457836668776
2038,JOR,0.4902457836668776
2039,JOR,0.4902457836668776
2040,JOR,0.4902457836668776
2041,JOR,0.4902457836668776
2042,JOR,0.4902457836668776
2043,JOR,0.4902457836668776
2044,JOR,0.4902457836668776
2045,JOR,0.4902457836668776
2046,JOR,0.4902457836668776
2047,JOR,0.4902457836668776
2048,JOR,0.4902457836668776
2049,JOR,0.4902457836668776
2050,JOR,0.4902457836668776
2019,JPN,3.663787054721526e-05
2020,JPN,7.983603341707928e-05
2021,JPN,7.983603341707928e-05
2022,JPN,7.983603341707928e-05
2023,JPN,7.983603341707928e-05
2024,JPN,7.983603341707928e-05
2025,JPN,7.983603341707928e-05
2026,JPN,7.983603341707928e-05
2027,JPN,7.983603341707928e-05
2028,JPN,7.983603341707928e-05
2029,JPN,7.983603341707928e-05
2030,JPN,7.983603341707928e-05
2031,JPN,7.983603341707928e-05
2032,JPN,7.983603341707928e-05
2033,JPN,7.983603341707928e-05
2034,JPN,7.983603341707928e-05
2035,JPN,7.983603341707928e-05
2036,JPN,7.983603341707928e-05
2037,JPN,7.983603341707928e-05
2038,JPN,7.983603341707928e-05
2039,JPN,7.983603341707928e-05
2040,JPN,7.983603341707928e-05
2041,JPN,7.983603341707928e-05
2042,JPN,7.983603341707928e-05
2043,JPN,7.983603341707928e-05
2044,JPN,7.983603341707928e-05
2045,JPN,7.983603341707928e-05
2046,JPN,7.983603341707928e-05
2047,JPN,7.983603341707928e-05
2048,JPN,7.983603341707928e-05
2049,JPN,7.983603341707928e-05
2050,JPN,7.983603341707928e-05
2019,KAZ,0.0
2020,KAZ,0.0980288255276449
2021,KAZ,0.0980288255276449
2022,KAZ,0.0980288255276449
2023,KAZ,0.0980288255276449
2024,KAZ,0.0980288255276449
2025,KAZ,0.0980288255276449
2026,KAZ,0.0980288255276449
2027,KAZ,0.0980288255276449
2028,KAZ,0.0980288255276449
2029,KAZ,0.0980288255276449
2030,KAZ,0.0980288255276449
2031,KAZ,0.0980288255276449
2032,KAZ,0.0980288255276449
2033,KAZ,0.0980288255276449
2034,KAZ,0.0980288255276449
2035,KAZ,0.0980288255276449
2036,KAZ,0.0980288255276449
2037,KAZ,0.0980288255276449
2038,KAZ,0.0980288255276449
2039,KAZ,0.0980288255276449
2040,KAZ,0.0980288255276449
2041,KAZ,0.0980288255276449
2042,KAZ,0.0980288255276449
2043,KAZ,0.0980288255276449
2044,KAZ,0.0980288255276449
2045,KAZ,0.0980288255276449
2046,KAZ,0.0980288255276449
2047,KAZ,0.0980288255276449
2048,KAZ,0.0980288255276449
2049,KAZ,0.0980288255276449
2050,KAZ,0.0980288255276449
2019,KEN,5.672201455467538e-06
2020,KEN,6.366000015136202e-05
2021,KEN,6.366000015136202e-05
2022,KEN,6.366000015136202e-05
2023,KEN,6.366000015136202e-05
2024,KEN,6.366000015136202e-05
2025,KEN,6.366000015136202e-05
2026,KEN,6.366000015136202e-05
2027,KEN,6.366000015136202e-05
2028,KEN,6.366000015136202e-05
2029,KEN,6.366000015136202e-05
2030,KEN,6.366000015136202e-05
2031,KEN,6.366000015136202e-05
2032,KEN,6.366000015136202e-05
2033,KEN,6.366000015136202e-05
2034,KEN,6.366000015136202e-05
2035,KEN,6.366000015136202e-05
2036,KEN,6.366000015136202e-05
2037,KEN,6.366000015136202e-05
2038,KEN,6.366000015136202e-05
2039,KEN,6.366000015136202e-05
2040,KEN,6.366000015136202e-05
2041,KEN,6.366000015136202e-05
2042,KEN,6.366000015136202e-05
2043,KEN,6.366000015136202e-05
2044,KEN,6.366000015136202e-05
2045,KEN,6.366000015136202e-05
2046,KEN,6.366000015136202e-05
2047,KEN,6.366000015136202e-05
2048,KEN,6.366000015136202e-05
2049,KEN,6.366000015136202e-05
2050,KEN,6.366000015136202e-05
2019,KGZ,0.0
2020,KGZ,0.0980152989719481
2021,KGZ,0.0980152989719481
2022,KGZ,0.0980152989719481
2023,KGZ,0.0980152989719481
2024,KGZ,0.0980152989719481
2025,KGZ,0.0980152989719481
2026,KGZ,0.0980152989719481
2027,KGZ,0.0980152989719481
2028,KGZ,0.0980152989719481
2029,KGZ,0.0980152989719481
2030,KGZ,0.0980152989719481
2031,KGZ,0.0980152989719481
2032,KGZ,0.0980152989719481
2033,KGZ,0.0980152989719481
2034,KGZ,0.0980152989719481
2035,KGZ,0.0980152989719481
2036,KGZ,0.0980152989719481
2037,KGZ,0.0980152989719481
2038,KGZ,0.0980152989719481
2039,KGZ,0.0980152989719481
2040,KGZ,0.0980152989719481
2041,KGZ,0.0980152989719481
2042,KGZ,0.0980152989719481
2043,KGZ,0.0980152989719481
2044,KGZ,0.0980152989719481
2045,KGZ,0.0980152989719481
2046,KGZ,0.0980152989719481
2047,KGZ,0.0980152989719481
2048,KGZ,0.0980152989719481
2049,KGZ,0.0980152989719481
2050,KGZ,0.0980152989719481
2019,KHM,0.0
2020,KHM,0.0
2021,KHM,0.0
2022,KHM,0.0
2023,KHM,0.0
2024,KHM,0.0
2025,KHM,0.0
2026,KHM,0.0
2027,KHM,0.0
2028,KHM,0.0
2029,KHM,0.0
2030,KHM,0.0
2031,KHM,0.0
2032,KHM,0.0
2033,KHM,0.0
2034,KHM,0.0
2035,KHM,0.0
2036,KHM,0.0
2037,KHM,0.0
2038,KHM,0.0
2039,KHM,0.0
2040,KHM,0.0
2041,KHM,0.0
2042,KHM,0.0
2043,KHM,0.0
2044,KHM,0.0
2045,KHM,0.0
2046,KHM,0.0
2047,KHM,0.0
2048,KHM,0.0
2049,KHM,0.0
2050,KHM,0.0
2019,KOR,0.0
2020,KOR,0.0
2021,KOR,0.0
2022,KOR,0.0
2023,KOR,0.0
2024,KOR,0.0
2025,KOR,0.0
2026,KOR,0.0
2027,KOR,0.0
2028,KOR,0.0
2029,KOR,0.0
2030,KOR,0.0
2031,KOR,0.0
2032,KOR,0.0
2033,KOR,0.0
2034,KOR,0.0
2035,KOR,0.0
2036,KOR,0.0
2037,KOR,0.0
2038,KOR,0.0
2039,KOR,0.0
2040,KOR,0.0
2041,KOR,0.0
2042,KOR,0.0
2043,KOR,0.0
2044,KOR,0.0
2045,KOR,0.0
2046,KOR,0.0
2047,KOR,0.0
2048,KOR,0.0
2049,KOR,0.0
2050,KOR,0.0
2019,LAO,0.0
2020,LAO,0.0
2021,LAO,0.0
2022,LAO,0.0
2023,LAO,0.0
2024,LAO,0.0
2025,LAO,0.0
2026,LAO,0.0
2027,LAO,0.0
2028,LAO,0.0
2029,LAO,0.0
2030,LAO,0.0
2031,LAO,0.0
2032,LAO,0.0
2033,LAO,0.0
2034,LAO,0.0
2035,LAO,0.0
2036,LAO,0.0
2037,LAO,0.0
2038,LAO,0.0
2039,LAO,0.0
2040,LAO,0.0
2041,LAO,0.0
2042,LAO,0.0
2043,LAO,0.0
2044,LAO,0.0
2045,LAO,0.0
2046,LAO,0.0
2047,LAO,0.0
2048,LAO,0.0
2049,LAO,0.0
2050,LAO,0.0
2019,LBR,5.003080701614995e-06
2020,LBR,5.003080701614995e-06
2021,LBR,5.003080701614995e-06
2022,LBR,5.003080701614995e-06
2023,LBR,5.003080701614995e-06
2024,LBR,5.003080701614995e-06
2025,LBR,5.003080701614995e-06
2026,LBR,5.003080701614995e-06
2027,LBR,5.003080701614995e-06
2028,LBR,5.003080701614995e-06
2029,LBR,5.003080701614995e-06
2030,LBR,5.003080701614995e-06
2031,LBR,5.003080701614995e-06
2032,LBR,5.003080701614995e-06
2033,LBR,5.003080701614995e-06
2034,LBR,5.003080701614995e-06
2035,LBR,5.003080701614995e-06
2036,LBR,5.003080701614995e-06
2037,LBR,5.003080701614995e-06
2038,LBR,5.003080701614995e-06
2039,LBR,5.003080701614995e-06
2040,LBR,5.003080701614995e-06
2041,LBR,5.003080701614995e-06
2042,LBR,5.003080701614995e-06
2043,LBR,5.003080701614995e-06
2044,LBR,5.003080701614995e-06
2045,LBR,5.003080701614995e-06
2046,LBR,5.003080701614995e-06
2047,LBR,5.003080701614995e-06
2048,LBR,5.003080701614995e-06
2049,LBR,5.003080701614995e-06
2050,LBR,5.003080701614995e-06
2019,LBY,0.4923224597169316
2020,LBY,0.4923268571745646
2021,LBY,0.4923268571745646
2022,LBY,0.4923268571745646
2023,LBY,0.4923268571745646
2024,LBY,0.4923268571745646
2025,LBY,0.4923268571745646
2026,LBY,0.4923268571745646
2027,LBY,0.4923268571745646
2028,LBY,0.4923268571745646
2029,LBY,0.4923268571745646
2030,LBY,0.4923268571745646
2031,LBY,0.4923268571745646
2032,LBY,0.4923268571745646
2033,LBY,0.4923268571745646
2034,LBY,0.4923268571745646
2035,LBY,0.4923268571745646
2036,LBY,0.4923268571745646
2037,LBY,0.4923268571745646
2038,LBY,0.4923268571745646
2039,LBY,0.4923268571745646
2040,LBY,0.4923268571745646
2041,LBY,0.4923268571745646
2042,LBY,0.4923268571745646
2043,LBY,0.4923268571745646
2044,LBY,0.4923268571745646
2045,LBY,0.4923268571745646
2046,LBY,0.4923268571745646
2047,LBY,0.4923268571745646
2048,LBY,0.4923268571745646
2049,LBY,0.4923268571745646
2050,LBY,0.4923268571745646
2019,LKA,0.0
2020,LKA,0.0004662320496118
2021,LKA,0.0004662320496118
2022,LKA,0.0004662320496118
2023,LKA,0.0004662320496118
2024,LKA,0.0004662320496118
2025,LKA,0.0004662320496118
2026,LKA,0.0004662320496118
2027,LKA,0.0004662320496118
2028,LKA,0.0004662320496118
2029,LKA,0.0004662320496118
2030,LKA,0.0004662320496118
2031,LKA,0.0004662320496118
2032,LKA,0.0004662320496118
2033,LKA,0.0004662320496118
2034,LKA,0.0004662320496118
2035,LKA,0.0004662320496118
2036,LKA,0.0004662320496118
2037,LKA,0.0004662320496118
2038,LKA,0.0004662320496118
2039,LKA,0.0004662320496118
2040,LKA,0.0004662320496118
2041,LKA,0.0004662320496118
2042,LKA,0.0004662320496118
2043,LKA,0.0004662320496118
2044,LKA,0.0004662320496118
2045,LKA,0.0004662320496118
2046,LKA,0.0004662320496118
2047,LKA,0.0004662320496118
2048,LKA,0.0004662320496118
2049,LKA,0.0004662320496118
2050,LKA,0.0004662320496118
2019,LTU,0.0
2020,LTU,0.0
2021,LTU,0.0
2022,LTU,0.0
2023,LTU,0.0
2024,LTU,0.0
2025,LTU,0.0
2026,LTU,0.0
2027,LTU,0.0
2028,LTU,0.0
2029,LTU,0.0
2030,LTU,0.0
2031,LTU,0.0
2032,LTU,0.0
2033,LTU,0.0
2034,LTU,0.0
2035,LTU,0.0
2036,LTU,0.0
2037,LTU,0.0
2038,LTU,0.0
2039,LTU,0.0
2040,LTU,0.0
2041,LTU,0.0
2042,LTU,0.0
2043,LTU,0.0
2044,LTU,0.0
2045,LTU,0.0
2046,LTU,0.0
2047,LTU,0.0
2048,LTU,0.0
2049,LTU,0.0
2050,LTU,0.0
