Year,iso_code3,cost_enfu_fuel_diesel_usd_per_m3
2047,CAN,937.5
2048,CAN,937.5
2049,CAN,937.5
2050,CAN,937.5
2021,CHE,1317.4999999999998
2022,CHE,1317.4999999999998
2023,CHE,1317.4999999999998
2024,CHE,1317.4999999999998
2025,CHE,1317.4999999999998
2026,CHE,1317.4999999999998
2027,CHE,1317.4999999999998
2028,CHE,1317.4999999999998
2029,CHE,1317.4999999999998
2030,CHE,1317.4999999999998
2031,CHE,1317.4999999999998
2032,CHE,1317.4999999999998
2033,CHE,1317.4999999999998
2034,CHE,1317.4999999999998
2035,CHE,1317.4999999999998
2036,CHE,1317.4999999999998
2037,CHE,1317.4999999999998
2038,CHE,1317.4999999999998
2039,CHE,1317.4999999999998
2040,CHE,1317.4999999999998
2041,CHE,1317.4999999999998
2042,CHE,1317.4999999999998
2043,CHE,1317.4999999999998
2044,CHE,1317.4999999999998
2045,CHE,1317.4999999999998
2046,CHE,1317.4999999999998
2047,CHE,1317.4999999999998
2048,CHE,1317.4999999999998
2049,CHE,1317.4999999999998
2050,CHE,1317.4999999999998
2021,CHL,1486.25
2022,CHL,1486.25
2023,CHL,1486.25
2024,CHL,1486.25
2025,CHL,1486.25
2026,CHL,1486.25
2027,CHL,1486.25
2028,CHL,1486.25
2029,CHL,1486.25
2030,CHL,1486.25
2031,CHL,1486.25
2032,CHL,1486.25
2033,CHL,1486.25
2034,CHL,1486.25
2035,CHL,1486.25
2036,CHL,1486.25
2037,CHL,1486.25
2038,CHL,1486.25
2039,CHL,1486.25
2040,CHL,1486.25
2041,CHL,1486.25
2042,CHL,1486.25
2043,CHL,1486.25
2044,CHL,1486.25
2045,CHL,1486.25
2046,CHL,1486.25
2047,CHL,1486.25
2048,CHL,1486.25
2049,CHL,1486.25
2050,CHL,1486.25
2021,CHN,1890.0
2022,CHN,1890.0
2023,CHN,1890.0
2024,CHN,1890.0
2025,CHN,1890.0
2026,CHN,1890.0
2027,CHN,1890.0
2028,CHN,1890.0
2029,CHN,1890.0
2030,CHN,1890.0
2031,CHN,1890.0
2032,CHN,1890.0
2033,CHN,1890.0
2034,CHN,1890.0
2035,CHN,1890.0
2036,CHN,1890.0
2037,CHN,1890.0
2038,CHN,1890.0
2039,CHN,1890.0
2040,CHN,1890.0
2041,CHN,1890.0
2042,CHN,1890.0
2043,CHN,1890.0
2044,CHN,1890.0
2045,CHN,1890.0
2046,CHN,1890.0
2047,CHN,1890.0
2048,CHN,1890.0
2049,CHN,1890.0
2050,CHN,1890.0
2021,CIV,1840.4389266888888
2022,CIV,1840.4389266888888
2023,CIV,1840.4389266888888
2024,CIV,1840.4389266888888
2025,CIV,1840.4389266888888
2026,CIV,1840.4389266888888
2027,CIV,1840.4389266888888
2028,CIV,1840.4389266888888
2029,CIV,1840.4389266888888
2030,CIV,1840.4389266888888
2031,CIV,1840.4389266888888
2032,CIV,1840.4389266888888
2033,CIV,1840.4389266888888
2034,CIV,1840.4389266888888
2035,CIV,1840.4389266888888
2036,CIV,1840.4389266888888
2037,CIV,1840.4389266888888
2038,CIV,1840.4389266888888
2039,CIV,1840.4389266888888
2040,CIV,1840.4389266888888
2041,CIV,1840.4389266888888
2042,CIV,1840.4389266888888
2043,CIV,1840.4389266888888
2044,CIV,1840.4389266888888
2045,CIV,1840.4389266888888
2046,CIV,1840.4389266888888
2047,CIV,1840.4389266888888
2048,CIV,1840.4389266888888
2049,CIV,1840.4389266888888
2050,CIV,1840.4389266888888
2021,CMR,1840.4389266888888
2022,CMR,1840.4389266888888
2023,CMR,1840.4389266888888
2024,CMR,1840.4389266888888
2025,CMR,1840.4389266888888
2026,CMR,1840.4389266888888
2027,CMR,1840.4389266888888
2028,CMR,1840.4389266888888
2029,CMR,1840.4389266888888
2030,CMR,1840.4389266888888
2031,CMR,1840.4389266888888
2032,CMR,1840.4389266888888
2033,CMR,1840.4389266888888
2034,CMR,1840.4389266888888
2035,CMR,1840.4389266888888
2036,CMR,1840.4389266888888
2037,CMR,1840.4389266888888
2038,CMR,1840.4389266888888
2039,CMR,1840.4389266888888
2040,CMR,1840.4389266888888
2041,CMR,1840.4389266888888
2042,CMR,1840.4389266888888
2043,CMR,1840.4389266888888
2044,CMR,1840.4389266888888
2045,CMR,1840.4389266888888
2046,CMR,1840.4389266888888
2047,CMR,1840.4389266888888
2048,CMR,1840.4389266888888
2049,CMR,1840.4389266888888
2050,CMR,1840.4389266888888
2021,COD,1840.4389266888888
2022,COD,1840.4389266888888
2023,COD,1840.4389266888888
2024,COD,1840.4389266888888
2025,COD,1840.4389266888888
2026,COD,1840.4389266888888
2027,COD,1840.4389266888888
2028,COD,1840.4389266888888
2029,COD,1840.4389266888888
2030,COD,1840.4389266888888
2031,COD,1840.4389266888888
2032,COD,1840.4389266888888
2033,COD,1840.4389266888888
2034,COD,1840.4389266888888
2035,COD,1840.4389266888888
2036,COD,1840.4389266888888
2037,COD,1840.4389266888888
2038,COD,1840.4389266888888
2039,COD,1840.4389266888888
2040,COD,1840.4389266888888
2041,COD,1840.4389266888888
2042,COD,1840.4389266888888
2043,COD,1840.4389266888888
2044,COD,1840.4389266888888
2045,COD,1840.4389266888888
2046,COD,1840.4389266888888
2047,COD,1840.4389266888888
2048,COD,1840.4389266888888
2049,COD,1840.4389266888888
2050,COD,1840.4389266888888
2021,COG,1840.4389266888888
2022,COG,1840.4389266888888
2023,COG,1840.4389266888888
2024,COG,1840.4389266888888
2025,COG,1840.4389266888888
2026,COG,1840.4389266888888
2027,COG,1840.4389266888888
2028,COG,1840.4389266888888
2029,COG,1840.4389266888888
2030,COG,1840.4389266888888
2031,COG,1840.4389266888888
2032,COG,1840.4389266888888
2033,COG,1840.4389266888888
2034,COG,1840.4389266888888
2035,COG,1840.4389266888888
2036,COG,1840.4389266888888
2037,COG,1840.4389266888888
2038,COG,1840.4389266888888
2039,COG,1840.4389266888888
2040,COG,1840.4389266888888
2041,COG,1840.4389266888888
2042,COG,1840.4389266888888
2043,COG,1840.4389266888888
2044,COG,1840.4389266888888
2045,COG,1840.4389266888888
2046,COG,1840.4389266888888
2047,COG,1840.4389266888888
2048,COG,1840.4389266888888
2049,COG,1840.4389266888888
2050,COG,1840.4389266888888
2021,COL,1692.857143
2022,COL,1692.857143
2023,COL,1692.857143
2024,COL,1692.857143
2025,COL,1692.857143
2026,COL,1692.857143
2027,COL,1692.857143
2028,COL,1692.857143
2029,COL,1692.857143
2030,COL,1692.857143
2031,COL,1692.857143
2032,COL,1692.857143
2033,COL,1692.857143
2034,COL,1692.857143
2035,COL,1692.857143
2036,COL,1692.857143
2037,COL,1692.857143
2038,COL,1692.857143
2039,COL,1692.857143
2040,COL,1692.857143
2041,COL,1692.857143
2042,COL,1692.857143
2043,COL,1692.857143
2044,COL,1692.857143
2045,COL,1692.857143
2046,COL,1692.857143
2047,COL,1692.857143
2048,COL,1692.857143
2049,COL,1692.857143
2050,COL,1692.857143
2021,COM,1840.4389266888888
2022,COM,1840.4389266888888
2023,COM,1840.4389266888888
2024,COM,1840.4389266888888
2025,COM,1840.4389266888888
2026,COM,1840.4389266888888
2027,COM,1840.4389266888888
2028,COM,1840.4389266888888
2029,COM,1840.4389266888888
2030,COM,1840.4389266888888
2031,COM,1840.4389266888888
2032,COM,1840.4389266888888
2033,COM,1840.4389266888888
2034,COM,1840.4389266888888
2035,COM,1840.4389266888888
2036,COM,1840.4389266888888
2037,COM,1840.4389266888888
2038,COM,1840.4389266888888
2039,COM,1840.4389266888888
2040,COM,1840.4389266888888
2041,COM,1840.4389266888888
2042,COM,1840.4389266888888
2043,COM,1840.4389266888888
2044,COM,1840.4389266888888
2045,COM,1840.4389266888888
2046,COM,1840.4389266888888
2047,COM,1840.4389266888888
2048,COM,1840.4389266888888
2049,COM,1840.4389266888888
2050,COM,1840.4389266888888
2021,CPV,1840.4389266888888
2022,CPV,1840.4389266888888
2023,CPV,1840.4389266888888
2024,CPV,1840.4389266888888
2025,CPV,1840.4389266888888
2026,CPV,1840.4389266888888
2027,CPV,1840.4389266888888
2028,CPV,1840.4389266888888
2029,CPV,1840.4389266888888
2030,CPV,1840.4389266888888
2031,CPV,1840.4389266888888
2032,CPV,1840.4389266888888
2033,CPV,1840.4389266888888
2034,CPV,1840.4389266888888
2035,CPV,1840.4389266888888
2036,CPV,1840.4389266888888
2037,CPV,1840.4389266888888
2038,CPV,1840.4389266888888
2039,CPV,1840.4389266888888
2040,CPV,1840.4389266888888
2041,CPV,1840.4389266888888
2042,CPV,1840.4389266888888
2043,CPV,1840.4389266888888
2044,CPV,1840.4389266888888
2045,CPV,1840.4389266888888
2046,CPV,1840.4389266888888
2047,CPV,1840.4389266888888
2048,CPV,1840.4389266888888
2049,CPV,1840.4389266888888
2050,CPV,1840.4389266888888
2021,CRI,1518.571429
2022,CRI,1518.571429
2023,CRI,1518.571429
2024,CRI,1518.571429
2025,CRI,1518.571429
2026,CRI,1518.571429
2027,CRI,1518.571429
2028,CRI,1518.571429
2029,CRI,1518.571429
2030,CRI,1518.571429
2031,CRI,1518.571429
2032,CRI,1518.571429
2033,CRI,1518.571429
2034,CRI,1518.571429
2035,CRI,1518.571429
2036,CRI,1518.571429
2037,CRI,1518.571429
2038,CRI,1518.571429
2039,CRI,1518.571429
2040,CRI,1518.571429
2041,CRI,1518.571429
2042,CRI,1518.571429
2043,CRI,1518.571429
2044,CRI,1518.571429
2045,CRI,1518.571429
2046,CRI,1518.571429
2047,CRI,1518.571429
2048,CRI,1518.571429
2049,CRI,1518.571429
2050,CRI,1518.571429
2021,CUB,1840.4389266888888
2022,CUB,1840.4389266888888
2023,CUB,1840.4389266888888
2024,CUB,1840.4389266888888
2025,CUB,1840.4389266888888
2026,CUB,1840.4389266888888
2027,CUB,1840.4389266888888
2028,CUB,1840.4389266888888
2029,CUB,1840.4389266888888
2030,CUB,1840.4389266888888
2031,CUB,1840.4389266888888
2032,CUB,1840.4389266888888
2033,CUB,1840.4389266888888
2034,CUB,1840.4389266888888
2035,CUB,1840.4389266888888
2036,CUB,1840.4389266888888
2037,CUB,1840.4389266888888
2038,CUB,1840.4389266888888
2039,CUB,1840.4389266888888
2040,CUB,1840.4389266888888
2041,CUB,1840.4389266888888
2042,CUB,1840.4389266888888
2043,CUB,1840.4389266888888
2044,CUB,1840.4389266888888
2045,CUB,1840.4389266888888
2046,CUB,1840.4389266888888
2047,CUB,1840.4389266888888
2048,CUB,1840.4389266888888
2049,CUB,1840.4389266888888
2050,CUB,1840.4389266888888
2021,CUW,1840.4389266888888
2022,CUW,1840.4389266888888
2023,CUW,1840.4389266888888
2024,CUW,1840.4389266888888
2025,CUW,1840.4389266888888
2026,CUW,1840.4389266888888
2027,CUW,1840.4389266888888
2028,CUW,1840.4389266888888
2029,CUW,1840.4389266888888
2030,CUW,1840.4389266888888
2031,CUW,1840.4389266888888
2032,CUW,1840.4389266888888
2033,CUW,1840.4389266888888
2034,CUW,1840.4389266888888
2035,CUW,1840.4389266888888
2036,CUW,1840.4389266888888
2037,CUW,1840.4389266888888
2038,CUW,1840.4389266888888
2039,CUW,1840.4389266888888
2040,CUW,1840.4389266888888
2041,CUW,1840.4389266888888
2042,CUW,1840.4389266888888
2043,CUW,1840.4389266888888
2044,CUW,1840.4389266888888
2045,CUW,1840.4389266888888
2046,CUW,1840.4389266888888
2047,CUW,1840.4389266888888
2048,CUW,1840.4389266888888
2049,CUW,1840.4389266888888
2050,CUW,1840.4389266888888
2021,CYM,1840.4389266888888
2022,CYM,1840.4389266888888
2023,CYM,1840.4389266888888
2024,CYM,1840.4389266888888
2025,CYM,1840.4389266888888
2026,CYM,1840.4389266888888
2027,CYM,1840.4389266888888
2028,CYM,1840.4389266888888
2029,CYM,1840.4389266888888
2030,CYM,1840.4389266888888
2031,CYM,1840.4389266888888
2032,CYM,1840.4389266888888
2033,CYM,1840.4389266888888
2034,CYM,1840.4389266888888
2035,CYM,1840.4389266888888
2036,CYM,1840.4389266888888
2037,CYM,1840.4389266888888
2038,CYM,1840.4389266888888
2039,CYM,1840.4389266888888
2040,CYM,1840.4389266888888
2041,CYM,1840.4389266888888
2042,CYM,1840.4389266888888
2043,CYM,1840.4389266888888
2044,CYM,1840.4389266888888
2045,CYM,1840.4389266888888
2046,CYM,1840.4389266888888
2047,CYM,1840.4389266888888
2048,CYM,1840.4389266888888
2049,CYM,1840.4389266888888
2050,CYM,1840.4389266888888
2021,CYP,1834.285714
2022,CYP,1834.285714
2023,CYP,1834.285714
2024,CYP,1834.285714
2025,CYP,1834.285714
2026,CYP,1834.285714
2027,CYP,1834.285714
2028,CYP,1834.285714
2029,CYP,1834.285714
2030,CYP,1834.285714
2031,CYP,1834.285714
2032,CYP,1834.285714
2033,CYP,1834.285714
2034,CYP,1834.285714
2035,CYP,1834.285714
2036,CYP,1834.285714
2037,CYP,1834.285714
2038,CYP,1834.285714
2039,CYP,1834.285714
2040,CYP,1834.285714
2041,CYP,1834.285714
2042,CYP,1834.285714
2043,CYP,1834.285714
2044,CYP,1834.285714
2045,CYP,1834.285714
2046,CYP,1834.285714
2047,CYP,1834.285714
2048,CYP,1834.285714
2049,CYP,1834.285714
2050,CYP,1834.285714
2021,CZE,2506.25
2022,CZE,2506.25
2023,CZE,2506.25
2024,CZE,2506.25
2025,CZE,2506.25
2026,CZE,2506.25
2027,CZE,2506.25
2028,CZE,2506.25
2029,CZE,2506.25
2030,CZE,2506.25
2031,CZE,2506.25
2032,CZE,2506.25
2033,CZE,2506.25
2034,CZE,2506.25
2035,CZE,2506.25
2036,CZE,2506.25
2037,CZE,2506.25
2038,CZE,2506.25
2039,CZE,2506.25
2040,CZE,2506.25
2041,CZE,2506.25
2042,CZE,2506.25
2043,CZE,2506.25
2044,CZE,2506.25
2045,CZE,2506.25
2046,CZE,2506.25
2047,CZE,2506.25
2048,CZE,2506.25
2049,CZE,2506.25
2050,CZE,2506.25
2021,DEU,1661.2499999999998
2022,DEU,1661.2499999999998
2023,DEU,1661.2499999999998
2024,DEU,1661.2499999999998
2025,DEU,1661.2499999999998
2026,DEU,1661.2499999999998
2027,DEU,1661.2499999999998
2028,DEU,1661.2499999999998
2029,DEU,1661.2499999999998
2030,DEU,1661.2499999999998
2031,DEU,1661.2499999999998
2032,DEU,1661.2499999999998
2033,DEU,1661.2499999999998
2034,DEU,1661.2499999999998
2035,DEU,1661.2499999999998
2036,DEU,1661.2499999999998
2037,DEU,1661.2499999999998
2038,DEU,1661.2499999999998
2039,DEU,1661.2499999999998
2040,DEU,1661.2499999999998
2041,DEU,1661.2499999999998
2042,DEU,1661.2499999999998
2043,DEU,1661.2499999999998
2044,DEU,1661.2499999999998
2045,DEU,1661.2499999999998
2046,DEU,1661.2499999999998
2047,DEU,1661.2499999999998
2048,DEU,1661.2499999999998
2049,DEU,1661.2499999999998
2050,DEU,1661.2499999999998
2021,DJI,1840.4389266888888
2022,DJI,1840.4389266888888
2023,DJI,1840.4389266888888
2024,DJI,1840.4389266888888
2025,DJI,1840.4389266888888
2026,DJI,1840.4389266888888
2027,DJI,1840.4389266888888
2028,DJI,1840.4389266888888
2029,DJI,1840.4389266888888
2030,DJI,1840.4389266888888
2031,DJI,1840.4389266888888
2032,DJI,1840.4389266888888
2033,DJI,1840.4389266888888
2034,DJI,1840.4389266888888
2035,DJI,1840.4389266888888
2036,DJI,1840.4389266888888
2037,DJI,1840.4389266888888
2038,DJI,1840.4389266888888
2039,DJI,1840.4389266888888
2040,DJI,1840.4389266888888
2041,DJI,1840.4389266888888
2042,DJI,1840.4389266888888
2043,DJI,1840.4389266888888
2044,DJI,1840.4389266888888
2045,DJI,1840.4389266888888
2046,DJI,1840.4389266888888
2047,DJI,1840.4389266888888
2048,DJI,1840.4389266888888
2049,DJI,1840.4389266888888
2050,DJI,1840.4389266888888
2021,DMA,1840.4389266888888
2022,DMA,1840.4389266888888
2023,DMA,1840.4389266888888
2024,DMA,1840.4389266888888
2025,DMA,1840.4389266888888
2026,DMA,1840.4389266888888
2027,DMA,1840.4389266888888
2028,DMA,1840.4389266888888
2029,DMA,1840.4389266888888
2030,DMA,1840.4389266888888
2031,DMA,1840.4389266888888
2032,DMA,1840.4389266888888
2033,DMA,1840.4389266888888
2034,DMA,1840.4389266888888
2035,DMA,1840.4389266888888
2036,DMA,1840.4389266888888
2037,DMA,1840.4389266888888
2038,DMA,1840.4389266888888
2039,DMA,1840.4389266888888
2040,DMA,1840.4389266888888
2041,DMA,1840.4389266888888
2042,DMA,1840.4389266888888
2043,DMA,1840.4389266888888
2044,DMA,1840.4389266888888
2045,DMA,1840.4389266888888
2046,DMA,1840.4389266888888
2047,DMA,1840.4389266888888
2048,DMA,1840.4389266888888
2049,DMA,1840.4389266888888
2050,DMA,1840.4389266888888
2021,DNK,1346.25
2022,DNK,1346.25
2023,DNK,1346.25
2024,DNK,1346.25
2025,DNK,1346.25
2026,DNK,1346.25
2027,DNK,1346.25
2028,DNK,1346.25
2029,DNK,1346.25
2030,DNK,1346.25
2031,DNK,1346.25
2032,DNK,1346.25
2033,DNK,1346.25
2034,DNK,1346.25
2035,DNK,1346.25
2036,DNK,1346.25
2037,DNK,1346.25
2038,DNK,1346.25
2039,DNK,1346.25
2040,DNK,1346.25
2041,DNK,1346.25
2042,DNK,1346.25
2043,DNK,1346.25
2044,DNK,1346.25
2045,DNK,1346.25
2046,DNK,1346.25
2047,DNK,1346.25
2048,DNK,1346.25
2049,DNK,1346.25
2050,DNK,1346.25
2021,DOM,2297.142857
2022,DOM,2297.142857
2023,DOM,2297.142857
2024,DOM,2297.142857
2025,DOM,2297.142857
2026,DOM,2297.142857
2027,DOM,2297.142857
2028,DOM,2297.142857
2029,DOM,2297.142857
2030,DOM,2297.142857
2031,DOM,2297.142857
2032,DOM,2297.142857
2033,DOM,2297.142857
2034,DOM,2297.142857
2035,DOM,2297.142857
2036,DOM,2297.142857
2037,DOM,2297.142857
2038,DOM,2297.142857
2039,DOM,2297.142857
2040,DOM,2297.142857
2041,DOM,2297.142857
2042,DOM,2297.142857
2043,DOM,2297.142857
2044,DOM,2297.142857
2045,DOM,2297.142857
2046,DOM,2297.142857
2047,DOM,2297.142857
2048,DOM,2297.142857
2049,DOM,2297.142857
2050,DOM,2297.142857
2021,DZA,487.142857
2022,DZA,487.142857
2023,DZA,487.142857
2024,DZA,487.142857
2025,DZA,487.142857
2026,DZA,487.142857
2027,DZA,487.142857
2028,DZA,487.142857
2029,DZA,487.142857
2030,DZA,487.142857
2031,DZA,487.142857
2032,DZA,487.142857
2033,DZA,487.142857
2034,DZA,487.142857
2035,DZA,487.142857
2036,DZA,487.142857
2037,DZA,487.142857
2038,DZA,487.142857
2039,DZA,487.142857
2040,DZA,487.142857
2041,DZA,487.142857
2042,DZA,487.142857
2043,DZA,487.142857
2044,DZA,487.142857
2045,DZA,487.142857
2046,DZA,487.142857
2047,DZA,487.142857
2048,DZA,487.142857
2049,DZA,487.142857
2050,DZA,487.142857
2021,ECU,1837.991497
2022,ECU,1837.991497
2023,ECU,1837.991497
2024,ECU,1837.991497
2025,ECU,1837.991497
2026,ECU,1837.991497
2027,ECU,1837.991497
2028,ECU,1837.991497
2029,ECU,1837.991497
2030,ECU,1837.991497
2031,ECU,1837.991497
2032,ECU,1837.991497
2033,ECU,1837.991497
2034,ECU,1837.991497
2035,ECU,1837.991497
2036,ECU,1837.991497
2037,ECU,1837.991497
2038,ECU,1837.991497
2039,ECU,1837.991497
2040,ECU,1837.991497
2041,ECU,1837.991497
2042,ECU,1837.991497
2043,ECU,1837.991497
2044,ECU,1837.991497
2045,ECU,1837.991497
2046,ECU,1837.991497
2047,ECU,1837.991497
2048,ECU,1837.991497
2049,ECU,1837.991497
2050,ECU,1837.991497
2021,EGY,1840.4389266888888
2022,EGY,1840.4389266888888
2023,EGY,1840.4389266888888
2024,EGY,1840.4389266888888
2025,EGY,1840.4389266888888
2026,EGY,1840.4389266888888
2027,EGY,1840.4389266888888
2028,EGY,1840.4389266888888
2029,EGY,1840.4389266888888
2030,EGY,1840.4389266888888
2031,EGY,1840.4389266888888
2032,EGY,1840.4389266888888
2033,EGY,1840.4389266888888
2034,EGY,1840.4389266888888
2035,EGY,1840.4389266888888
2036,EGY,1840.4389266888888
2037,EGY,1840.4389266888888
2038,EGY,1840.4389266888888
2039,EGY,1840.4389266888888
2040,EGY,1840.4389266888888
2041,EGY,1840.4389266888888
2042,EGY,1840.4389266888888
2043,EGY,1840.4389266888888
2044,EGY,1840.4389266888888
2045,EGY,1840.4389266888888
2046,EGY,1840.4389266888888
2047,EGY,1840.4389266888888
2048,EGY,1840.4389266888888
2049,EGY,1840.4389266888888
2050,EGY,1840.4389266888888
2021,ERI,1840.4389266888888
2022,ERI,1840.4389266888888
2023,ERI,1840.4389266888888
2024,ERI,1840.4389266888888
2025,ERI,1840.4389266888888
2026,ERI,1840.4389266888888
2027,ERI,1840.4389266888888
2028,ERI,1840.4389266888888
2029,ERI,1840.4389266888888
2030,ERI,1840.4389266888888
2031,ERI,1840.4389266888888
2032,ERI,1840.4389266888888
2033,ERI,1840.4389266888888
2034,ERI,1840.4389266888888
2035,ERI,1840.4389266888888
2036,ERI,1840.4389266888888
2037,ERI,1840.4389266888888
2038,ERI,1840.4389266888888
2039,ERI,1840.4389266888888
2040,ERI,1840.4389266888888
2041,ERI,1840.4389266888888
2042,ERI,1840.4389266888888
2043,ERI,1840.4389266888888
2044,ERI,1840.4389266888888
2045,ERI,1840.4389266888888
2046,ERI,1840.4389266888888
2047,ERI,1840.4389266888888
2048,ERI,1840.4389266888888
2049,ERI,1840.4389266888888
2050,ERI,1840.4389266888888
2021,ESP,1764.9999999999998
2022,ESP,1764.9999999999998
2023,ESP,1764.9999999999998
2024,ESP,1764.9999999999998
2025,ESP,1764.9999999999998
2026,ESP,1764.9999999999998
2027,ESP,1764.9999999999998
2028,ESP,1764.9999999999998
2029,ESP,1764.9999999999998
2030,ESP,1764.9999999999998
2031,ESP,1764.9999999999998
2032,ESP,1764.9999999999998
2033,ESP,1764.9999999999998
2034,ESP,1764.9999999999998
2035,ESP,1764.9999999999998
2036,ESP,1764.9999999999998
2037,ESP,1764.9999999999998
2038,ESP,1764.9999999999998
2039,ESP,1764.9999999999998
2040,ESP,1764.9999999999998
2041,ESP,1764.9999999999998
2042,ESP,1764.9999999999998
2043,ESP,1764.9999999999998
2044,ESP,1764.9999999999998
2045,ESP,1764.9999999999998
2046,ESP,1764.9999999999998
2047,ESP,1764.9999999999998
2048,ESP,1764.9999999999998
2049,ESP,1764.9999999999998
2050,ESP,1764.9999999999998
2021,EST,2285.0
2022,EST,2285.0
2023,EST,2285.0
2024,EST,2285.0
2025,EST,2285.0
2026,EST,2285.0
2027,EST,2285.0
2028,EST,2285.0
2029,EST,2285.0
2030,EST,2285.0
2031,EST,2285.0
2032,EST,2285.0
2033,EST,2285.0
2034,EST,2285.0
2035,EST,2285.0
2036,EST,2285.0
2037,EST,2285.0
2038,EST,2285.0
2039,EST,2285.0
2040,EST,2285.0
2041,EST,2285.0
2042,EST,2285.0
2043,EST,2285.0
2044,EST,2285.0
2045,EST,2285.0
2046,EST,2285.0
2047,EST,2285.0
2048,EST,2285.0
2049,EST,2285.0
2050,EST,2285.0
2021,ETH,1840.4389266888888
2022,ETH,1840.4389266888888
2023,ETH,1840.4389266888888
2024,ETH,1840.4389266888888
2025,ETH,1840.4389266888888
2026,ETH,1840.4389266888888
2027,ETH,1840.4389266888888
2028,ETH,1840.4389266888888
2029,ETH,1840.4389266888888
2030,ETH,1840.4389266888888
2031,ETH,1840.4389266888888
2032,ETH,1840.4389266888888
2033,ETH,1840.4389266888888
2034,ETH,1840.4389266888888
2035,ETH,1840.4389266888888
2036,ETH,1840.4389266888888
2037,ETH,1840.4389266888888
2038,ETH,1840.4389266888888
2039,ETH,1840.4389266888888
2040,ETH,1840.4389266888888
2041,ETH,1840.4389266888888
2042,ETH,1840.4389266888888
2043,ETH,1840.4389266888888
2044,ETH,1840.4389266888888
2045,ETH,1840.4389266888888
2046,ETH,1840.4389266888888
2047,ETH,1840.4389266888888
2048,ETH,1840.4389266888888
2049,ETH,1840.4389266888888
2050,ETH,1840.4389266888888
2021,FIN,1490.0
2022,FIN,1490.0
2023,FIN,1490.0
2024,FIN,1490.0
2025,FIN,1490.0
2026,FIN,1490.0
2027,FIN,1490.0
2028,FIN,1490.0
2029,FIN,1490.0
2030,FIN,1490.0
2031,FIN,1490.0
2032,FIN,1490.0
2033,FIN,1490.0
2034,FIN,1490.0
2035,FIN,1490.0
2036,FIN,1490.0
2037,FIN,1490.0
2038,FIN,1490.0
2039,FIN,1490.0
2040,FIN,1490.0
2041,FIN,1490.0
2042,FIN,1490.0
2043,FIN,1490.0
2044,FIN,1490.0
2045,FIN,1490.0
2046,FIN,1490.0
2047,FIN,1490.0
2048,FIN,1490.0
2049,FIN,1490.0
2050,FIN,1490.0
2021,FJI,1840.4389266888888
2022,FJI,1840.4389266888888
2023,FJI,1840.4389266888888
2024,FJI,1840.4389266888888
2025,FJI,1840.4389266888888
2026,FJI,1840.4389266888888
2027,FJI,1840.4389266888888
2028,FJI,1840.4389266888888
2029,FJI,1840.4389266888888
2030,FJI,1840.4389266888888
2031,FJI,1840.4389266888888
2032,FJI,1840.4389266888888
2033,FJI,1840.4389266888888
2034,FJI,1840.4389266888888
2035,FJI,1840.4389266888888
2036,FJI,1840.4389266888888
2037,FJI,1840.4389266888888
2038,FJI,1840.4389266888888
2039,FJI,1840.4389266888888
2040,FJI,1840.4389266888888
2041,FJI,1840.4389266888888
2042,FJI,1840.4389266888888
2043,FJI,1840.4389266888888
2044,FJI,1840.4389266888888
2045,FJI,1840.4389266888888
2046,FJI,1840.4389266888888
2047,FJI,1840.4389266888888
2048,FJI,1840.4389266888888
2049,FJI,1840.4389266888888
2050,FJI,1840.4389266888888
2021,FRA,1522.5
2022,FRA,1522.5
2023,FRA,1522.5
2024,FRA,1522.5
2025,FRA,1522.5
2026,FRA,1522.5
2027,FRA,1522.5
2028,FRA,1522.5
2029,FRA,1522.5
2030,FRA,1522.5
2031,FRA,1522.5
2032,FRA,1522.5
2033,FRA,1522.5
2034,FRA,1522.5
2035,FRA,1522.5
2036,FRA,1522.5
2037,FRA,1522.5
2038,FRA,1522.5
2039,FRA,1522.5
2040,FRA,1522.5
2041,FRA,1522.5
2042,FRA,1522.5
2043,FRA,1522.5
2044,FRA,1522.5
2045,FRA,1522.5
2046,FRA,1522.5
2047,FRA,1522.5
2048,FRA,1522.5
2049,FRA,1522.5
2050,FRA,1522.5
2021,FRO,1840.4389266888888
2022,FRO,1840.4389266888888
2023,FRO,1840.4389266888888
2024,FRO,1840.4389266888888
2025,FRO,1840.4389266888888
2026,FRO,1840.4389266888888
2027,FRO,1840.4389266888888
2028,FRO,1840.4389266888888
2029,FRO,1840.4389266888888
2030,FRO,1840.4389266888888
2031,FRO,1840.4389266888888
2032,FRO,1840.4389266888888
2033,FRO,1840.4389266888888
2034,FRO,1840.4389266888888
2035,FRO,1840.4389266888888
2036,FRO,1840.4389266888888
2037,FRO,1840.4389266888888
2038,FRO,1840.4389266888888
2039,FRO,1840.4389266888888
2040,FRO,1840.4389266888888
2041,FRO,1840.4389266888888
2042,FRO,1840.4389266888888
2043,FRO,1840.4389266888888
2044,FRO,1840.4389266888888
2045,FRO,1840.4389266888888
2046,FRO,1840.4389266888888
2047,FRO,1840.4389266888888
2048,FRO,1840.4389266888888
2049,FRO,1840.4389266888888
2050,FRO,1840.4389266888888
2021,FSM,1840.4389266888888
2022,FSM,1840.4389266888888
2023,FSM,1840.4389266888888
2024,FSM,1840.4389266888888
2025,FSM,1840.4389266888888
2026,FSM,1840.4389266888888
2027,FSM,1840.4389266888888
