,Nation,Year,frac_scoe_heat_energy_residential_coal,frac_scoe_heat_energy_residential_diesel,frac_scoe_heat_energy_residential_electricity,frac_scoe_heat_energy_residential_gasoline,frac_scoe_heat_energy_residential_hydrocarbon_gas_liquids,frac_scoe_heat_energy_residential_hydrogen,frac_scoe_heat_energy_residential_kerosene,frac_scoe_heat_energy_residential_natural_gas,frac_scoe_heat_energy_residential_solid_biomass
1320,Chile,2011,0.0015269582007506723,0.1649508910539952,0.016934459013486492,0.0206188613817494,0.0,0.0,0.0206188613817494,0.08048547419440641,0.6948644947738624
1321,Chile,2012,0.001660401724972903,0.15308903904250168,0.01685768973548878,0.01913612988031271,0.0,0.0,0.01913612988031271,0.07559440075640524,0.714526208980006
1322,Chile,2013,0.0023095524902410087,0.15596272110568693,0.017715626160436912,0.019495340138210866,0.0,0.0,0.019495340138210866,0.07689451232214181,0.7081269076450716
1323,Chile,2014,0.0007486486891161455,0.22705017443514458,0.030649677332415,0.028381271804393073,0.0,0.0,0.028381271804393073,0.13393325048287844,0.5508557054516598
1324,Chile,2015,0.0007799581942407888,0.21489408167722213,0.033007830780270184,0.026861760209652766,0.0,0.0,0.026861760209652766,0.14382429101800145,0.55377031791096
1325,Chile,2016,0.00043058286567249863,0.2402652390452543,0.035135561838875895,0.030033154880656786,0.0,0.0,0.030033154880656786,0.13871944655748997,0.5253828599313938
1326,Chile,2017,0.0003483203990358492,0.24744681147506725,0.03152996252072506,0.030930851434383407,0.0,0.0,0.030930851434383407,0.13967648001337551,0.5191367227230296
1327,Chile,2018,0.0002010279227784739,0.24632621471122343,0.03238559835961215,0.03079077683890293,0.0,0.0,0.03079077683890293,0.13730207125769767,0.5222035340708825
1328,Chile,2019,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1329,Chile,2020,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1330,Chile,2021,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1331,Chile,2022,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1332,Chile,2023,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1333,Chile,2024,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1334,Chile,2025,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1335,Chile,2026,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1336,Chile,2027,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1337,Chile,2028,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1338,Chile,2029,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1339,Chile,2030,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1340,Chile,2031,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1341,Chile,2032,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1342,Chile,2033,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1343,Chile,2034,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1344,Chile,2035,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1345,Chile,2036,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1346,Chile,2037,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1347,Chile,2038,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1348,Chile,2039,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1349,Chile,2040,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1350,Chile,2041,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1351,Chile,2042,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1352,Chile,2043,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
1353,Chile,2044,0.0,0.24356885267797515,0.03265660478162148,0.030446106584746894,0.0,0.0,0.030446106584746894,0.14004274075063441,0.5228395886202751
