"iso_code3","frac_waso_initial_composition_mun_yard","Year"
"ABW",0.117627772644519,2021
"ABW",0.117627772644519,2022
"ABW",0.117627772644519,2023
"ABW",0.117627772644519,2024
"ABW",0.117627772644519,2025
"ABW",0.117627772644519,2026
"ABW",0.117627772644519,2027
"ABW",0.117627772644519,2028
"ABW",0.117627772644519,2029
"ABW",0.117627772644519,2030
"ABW",0.117627772644519,2031
"ABW",0.117627772644519,2032
"ABW",0.117627772644519,2033
"ABW",0.117627772644519,2034
"ABW",0.117627772644519,2035
"ABW",0.117627772644519,2036
"ABW",0.117627772644519,2037
"ABW",0.117627772644519,2038
"ABW",0.117627772644519,2039
"ABW",0.117627772644519,2040
"ABW",0.117627772644519,2041
"ABW",0.117627772644519,2042
"ABW",0.117627772644519,2043
"ABW",0.117627772644519,2044
"ABW",0.117627772644519,2045
"ABW",0.117627772644519,2046
"ABW",0.117627772644519,2047
"ABW",0.117627772644519,2048
"ABW",0.117627772644519,2049
"ABW",0.117627772644519,2050
"AFG",0.130865190686367,2021
"AFG",0.130865190686367,2022
"AFG",0.130865190686367,2023
"AFG",0.130865190686367,2024
"AFG",0.130865190686367,2025
"AFG",0.130865190686367,2026
"AFG",0.130865190686367,2027
"AFG",0.130865190686367,2028
"AFG",0.130865190686367,2029
"AFG",0.130865190686367,2030
"AFG",0.130865190686367,2031
"AFG",0.130865190686367,2032
"AFG",0.130865190686367,2033
"AFG",0.130865190686367,2034
"AFG",0.130865190686367,2035
"AFG",0.130865190686367,2036
"AFG",0.130865190686367,2037
"AFG",0.130865190686367,2038
"AFG",0.130865190686367,2039
"AFG",0.130865190686367,2040
"AFG",0.130865190686367,2041
"AFG",0.130865190686367,2042
"AFG",0.130865190686367,2043
"AFG",0.130865190686367,2044
"AFG",0.130865190686367,2045
"AFG",0.130865190686367,2046
"AFG",0.130865190686367,2047
"AFG",0.130865190686367,2048
"AFG",0.130865190686367,2049
"AFG",0.130865190686367,2050
"AGO",0.129087514975912,2021
"AGO",0.129087514975912,2022
"AGO",0.129087514975912,2023
"AGO",0.129087514975912,2024
"AGO",0.129087514975912,2025
"AGO",0.129087514975912,2026
"AGO",0.129087514975912,2027
"AGO",0.129087514975912,2028
"AGO",0.129087514975912,2029
"AGO",0.129087514975912,2030
"AGO",0.129087514975912,2031
"AGO",0.129087514975912,2032
"AGO",0.129087514975912,2033
"AGO",0.129087514975912,2034
"AGO",0.129087514975912,2035
"AGO",0.129087514975912,2036
"AGO",0.129087514975912,2037
"AGO",0.129087514975912,2038
"AGO",0.129087514975912,2039
"AGO",0.129087514975912,2040
"AGO",0.129087514975912,2041
"AGO",0.129087514975912,2042
"AGO",0.129087514975912,2043
"AGO",0.129087514975912,2044
"AGO",0.129087514975912,2045
"AGO",0.129087514975912,2046
"AGO",0.129087514975912,2047
"AGO",0.129087514975912,2048
"AGO",0.129087514975912,2049
"AGO",0.129087514975912,2050
"ALB",0.129662426114815,2021
"ALB",0.129662426114815,2022
"ALB",0.129662426114815,2023
"ALB",0.129662426114815,2024
"ALB",0.129662426114815,2025
"ALB",0.129662426114815,2026
"ALB",0.129662426114815,2027
"ALB",0.129662426114815,2028
"ALB",0.129662426114815,2029
"ALB",0.129662426114815,2030
"ALB",0.129662426114815,2031
"ALB",0.129662426114815,2032
"ALB",0.129662426114815,2033
"ALB",0.129662426114815,2034
"ALB",0.129662426114815,2035
"ALB",0.129662426114815,2036
"ALB",0.129662426114815,2037
"ALB",0.129662426114815,2038
"ALB",0.129662426114815,2039
"ALB",0.129662426114815,2040
"ALB",0.129662426114815,2041
"ALB",0.129662426114815,2042
"ALB",0.129662426114815,2043
"ALB",0.129662426114815,2044
"ALB",0.129662426114815,2045
"ALB",0.129662426114815,2046
"ALB",0.129662426114815,2047
"ALB",0.129662426114815,2048
"ALB",0.129662426114815,2049
"ALB",0.129662426114815,2050
"AND",0.112964215063587,2021
"AND",0.112964215063587,2022
"AND",0.112964215063587,2023
"AND",0.112964215063587,2024
"AND",0.112964215063587,2025
"AND",0.112964215063587,2026
"AND",0.112964215063587,2027
"AND",0.112964215063587,2028
"AND",0.112964215063587,2029
"AND",0.112964215063587,2030
"AND",0.112964215063587,2031
"AND",0.112964215063587,2032
"AND",0.112964215063587,2033
"AND",0.112964215063587,2034
"AND",0.112964215063587,2035
