iso_code3,Nation,Year,pop_lvst_initial_chickens
ECU,Ecuador,2047,173054000.0
ECU,Ecuador,2048,173054000.0
ECU,Ecuador,2049,173054000.0
ECU,Ecuador,2050,173054000.0
EGY,Egypt,2023,307290000.0
EGY,Egypt,2024,307290000.0
EGY,Egypt,2025,307290000.0
EGY,Egypt,2026,307290000.0
EGY,Egypt,2027,307290000.0
EGY,Egypt,2028,307290000.0
EGY,Egypt,2029,307290000.0
EGY,Egypt,2030,307290000.0
EGY,Egypt,2031,307290000.0
EGY,Egypt,2032,307290000.0
EGY,Egypt,2033,307290000.0
EGY,Egypt,2034,307290000.0
EGY,Egypt,2035,307290000.0
EGY,Egypt,2036,307290000.0
EGY,Egypt,2037,307290000.0
EGY,Egypt,2038,307290000.0
EGY,Egypt,2039,307290000.0
EGY,Egypt,2040,307290000.0
EGY,Egypt,2041,307290000.0
EGY,Egypt,2042,307290000.0
EGY,Egypt,2043,307290000.0
EGY,Egypt,2044,307290000.0
EGY,Egypt,2045,307290000.0
EGY,Egypt,2046,307290000.0
EGY,Egypt,2047,307290000.0
EGY,Egypt,2048,307290000.0
EGY,Egypt,2049,307290000.0
EGY,Egypt,2050,307290000.0
ERI,Eritrea,2023,1226000.0
ERI,Eritrea,2024,1226000.0
ERI,Eritrea,2025,1226000.0
ERI,Eritrea,2026,1226000.0
ERI,Eritrea,2027,1226000.0
ERI,Eritrea,2028,1226000.0
ERI,Eritrea,2029,1226000.0
ERI,Eritrea,2030,1226000.0
ERI,Eritrea,2031,1226000.0
ERI,Eritrea,2032,1226000.0
ERI,Eritrea,2033,1226000.0
ERI,Eritrea,2034,1226000.0
ERI,Eritrea,2035,1226000.0
ERI,Eritrea,2036,1226000.0
ERI,Eritrea,2037,1226000.0
ERI,Eritrea,2038,1226000.0
ERI,Eritrea,2039,1226000.0
ERI,Eritrea,2040,1226000.0
ERI,Eritrea,2041,1226000.0
ERI,Eritrea,2042,1226000.0
ERI,Eritrea,2043,1226000.0
ERI,Eritrea,2044,1226000.0
ERI,Eritrea,2045,1226000.0
ERI,Eritrea,2046,1226000.0
ERI,Eritrea,2047,1226000.0
ERI,Eritrea,2048,1226000.0
ERI,Eritrea,2049,1226000.0
ERI,Eritrea,2050,1226000.0
ESP,Spain,2023,202968000.0
ESP,Spain,2024,202968000.0
ESP,Spain,2025,202968000.0
ESP,Spain,2026,202968000.0
ESP,Spain,2027,202968000.0
ESP,Spain,2028,202968000.0
ESP,Spain,2029,202968000.0
ESP,Spain,2030,202968000.0
ESP,Spain,2031,202968000.0
ESP,Spain,2032,202968000.0
ESP,Spain,2033,202968000.0
ESP,Spain,2034,202968000.0
ESP,Spain,2035,202968000.0
ESP,Spain,2036,202968000.0
ESP,Spain,2037,202968000.0
ESP,Spain,2038,202968000.0
ESP,Spain,2039,202968000.0
ESP,Spain,2040,202968000.0
ESP,Spain,2041,202968000.0
ESP,Spain,2042,202968000.0
ESP,Spain,2043,202968000.0
ESP,Spain,2044,202968000.0
ESP,Spain,2045,202968000.0
ESP,Spain,2046,202968000.0
ESP,Spain,2047,202968000.0
ESP,Spain,2048,202968000.0
ESP,Spain,2049,202968000.0
ESP,Spain,2050,202968000.0
EST,Estonia,2023,2092000.0
EST,Estonia,2024,2092000.0
EST,Estonia,2025,2092000.0
EST,Estonia,2026,2092000.0
EST,Estonia,2027,2092000.0
EST,Estonia,2028,2092000.0
EST,Estonia,2029,2092000.0
EST,Estonia,2030,2092000.0
EST,Estonia,2031,2092000.0
EST,Estonia,2032,2092000.0
EST,Estonia,2033,2092000.0
EST,Estonia,2034,2092000.0
EST,Estonia,2035,2092000.0
EST,Estonia,2036,2092000.0
EST,Estonia,2037,2092000.0
EST,Estonia,2038,2092000.0
EST,Estonia,2039,2092000.0
EST,Estonia,2040,2092000.0
EST,Estonia,2041,2092000.0
EST,Estonia,2042,2092000.0
EST,Estonia,2043,2092000.0
EST,Estonia,2044,2092000.0
EST,Estonia,2045,2092000.0
EST,Estonia,2046,2092000.0
EST,Estonia,2047,2092000.0
EST,Estonia,2048,2092000.0
EST,Estonia,2049,2092000.0
EST,Estonia,2050,2092000.0
ETH,Ethiopia,2023,47306000.0
ETH,Ethiopia,2024,47306000.0
ETH,Ethiopia,2025,47306000.0
ETH,Ethiopia,2026,47306000.0
ETH,Ethiopia,2027,47306000.0
ETH,Ethiopia,2028,47306000.0
ETH,Ethiopia,2029,47306000.0
ETH,Ethiopia,2030,47306000.0
ETH,Ethiopia,2031,47306000.0
ETH,Ethiopia,2032,47306000.0
ETH,Ethiopia,2033,47306000.0
ETH,Ethiopia,2034,47306000.0
ETH,Ethiopia,2035,47306000.0
ETH,Ethiopia,2036,47306000.0
ETH,Ethiopia,2037,47306000.0
ETH,Ethiopia,2038,47306000.0
ETH,Ethiopia,2039,47306000.0
ETH,Ethiopia,2040,47306000.0
ETH,Ethiopia,2041,47306000.0
ETH,Ethiopia,2042,47306000.0
ETH,Ethiopia,2043,47306000.0
ETH,Ethiopia,2044,47306000.0
ETH,Ethiopia,2045,47306000.0
ETH,Ethiopia,2046,47306000.0
ETH,Ethiopia,2047,47306000.0
ETH,Ethiopia,2048,47306000.0
ETH,Ethiopia,2049,47306000.0
ETH,Ethiopia,2050,47306000.0
F206,Sudan (former),2023,45000000.0
F206,Sudan (former),2024,45000000.0
F206,Sudan (former),2025,45000000.0
F206,Sudan (former),2026,45000000.0
F206,Sudan (former),2027,45000000.0
F206,Sudan (former),2028,45000000.0
F206,Sudan (former),2029,45000000.0
F206,Sudan (former),2030,45000000.0
F206,Sudan (former),2031,45000000.0
F206,Sudan (former),2032,45000000.0
F206,Sudan (former),2033,45000000.0
F206,Sudan (former),2034,45000000.0
F206,Sudan (former),2035,45000000.0
F206,Sudan (former),2036,45000000.0
F206,Sudan (former),2037,45000000.0
F206,Sudan (former),2038,45000000.0
F206,Sudan (former),2039,45000000.0
F206,Sudan (former),2040,45000000.0
F206,Sudan (former),2041,45000000.0
F206,Sudan (former),2042,45000000.0
F206,Sudan (former),2043,45000000.0
F206,Sudan (former),2044,45000000.0
F206,Sudan (former),2045,45000000.0
F206,Sudan (former),2046,45000000.0
F206,Sudan (former),2047,45000000.0
F206,Sudan (former),2048,45000000.0
F206,Sudan (former),2049,45000000.0
F206,Sudan (former),2050,45000000.0
F351,China,2023,6106537000.0
F351,China,2024,6106537000.0
F351,China,2025,6106537000.0
F351,China,2026,6106537000.0
F351,China,2027,6106537000.0
F351,China,2028,6106537000.0
F351,China,2029,6106537000.0
F351,China,2030,6106537000.0
F351,China,2031,6106537000.0
F351,China,2032,6106537000.0
F351,China,2033,6106537000.0
F351,China,2034,6106537000.0
F351,China,2035,6106537000.0
F351,China,2036,6106537000.0
F351,China,2037,6106537000.0
F351,China,2038,6106537000.0
F351,China,2039,6106537000.0
F351,China,2040,6106537000.0
F351,China,2041,6106537000.0
F351,China,2042,6106537000.0
F351,China,2043,6106537000.0
F351,China,2044,6106537000.0
F351,China,2045,6106537000.0
F351,China,2046,6106537000.0
F351,China,2047,6106537000.0
F351,China,2048,6106537000.0
F351,China,2049,6106537000.0
F351,China,2050,6106537000.0
FIN,Finland,2023,13647000.0
FIN,Finland,2024,13647000.0
FIN,Finland,2025,13647000.0
FIN,Finland,2026,13647000.0
FIN,Finland,2027,13647000.0
FIN,Finland,2028,13647000.0
FIN,Finland,2029,13647000.0
FIN,Finland,2030,13647000.0
FIN,Finland,2031,13647000.0
FIN,Finland,2032,13647000.0
FIN,Finland,2033,13647000.0
FIN,Finland,2034,13647000.0
FIN,Finland,2035,13647000.0
FIN,Finland,2036,13647000.0
FIN,Finland,2037,13647000.0
FIN,Finland,2038,13647000.0
FIN,Finland,2039,13647000.0
FIN,Finland,2040,13647000.0
FIN,Finland,2041,13647000.0
FIN,Finland,2042,13647000.0
FIN,Finland,2043,13647000.0
FIN,Finland,2044,13647000.0
FIN,Finland,2045,13647000.0
FIN,Finland,2046,13647000.0
FIN,Finland,2047,13647000.0
FIN,Finland,2048,13647000.0
FIN,Finland,2049,13647000.0
FIN,Finland,2050,13647000.0
FJI,Fiji,2023,5857000.0
FJI,Fiji,2024,5857000.0
FJI,Fiji,2025,5857000.0
FJI,Fiji,2026,5857000.0
FJI,Fiji,2027,5857000.0
FJI,Fiji,2028,5857000.0
FJI,Fiji,2029,5857000.0
FJI,Fiji,2030,5857000.0
FJI,Fiji,2031,5857000.0
FJI,Fiji,2032,5857000.0
FJI,Fiji,2033,5857000.0
FJI,Fiji,2034,5857000.0
FJI,Fiji,2035,5857000.0
FJI,Fiji,2036,5857000.0
FJI,Fiji,2037,5857000.0
FJI,Fiji,2038,5857000.0
FJI,Fiji,2039,5857000.0
FJI,Fiji,2040,5857000.0
FJI,Fiji,2041,5857000.0
FJI,Fiji,2042,5857000.0
FJI,Fiji,2043,5857000.0
FJI,Fiji,2044,5857000.0
FJI,Fiji,2045,5857000.0
FJI,Fiji,2046,5857000.0
FJI,Fiji,2047,5857000.0
FJI,Fiji,2048,5857000.0
FJI,Fiji,2049,5857000.0
FJI,Fiji,2050,5857000.0
FRA,France,2023,261675000.0
FRA,France,2024,261675000.0
FRA,France,2025,261675000.0
FRA,France,2026,261675000.0
FRA,France,2027,261675000.0
FRA,France,2028,261675000.0
FRA,France,2029,261675000.0
FRA,France,2030,261675000.0
FRA,France,2031,261675000.0
FRA,France,2032,261675000.0
FRA,France,2033,261675000.0
FRA,France,2034,261675000.0
FRA,France,2035,261675000.0
FRA,France,2036,261675000.0
FRA,France,2037,261675000.0
FRA,France,2038,261675000.0
FRA,France,2039,261675000.0
FRA,France,2040,261675000.0
FRA,France,2041,261675000.0
FRA,France,2042,261675000.0
FRA,France,2043,261675000.0
FRA,France,2044,261675000.0
FRA,France,2045,261675000.0
FRA,France,2046,261675000.0
FRA,France,2047,261675000.0
FRA,France,2048,261675000.0
FRA,France,2049,261675000.0
FRA,France,2050,261675000.0
FRO,Faroe Islands,2023,0.0
FRO,Faroe Islands,2024,0.0
FRO,Faroe Islands,2025,0.0
FRO,Faroe Islands,2026,0.0
FRO,Faroe Islands,2027,0.0
FRO,Faroe Islands,2028,0.0
FRO,Faroe Islands,2029,0.0
FRO,Faroe Islands,2030,0.0
FRO,Faroe Islands,2031,0.0
FRO,Faroe Islands,2032,0.0
FRO,Faroe Islands,2033,0.0
FRO,Faroe Islands,2034,0.0
FRO,Faroe Islands,2035,0.0
FRO,Faroe Islands,2036,0.0
FRO,Faroe Islands,2037,0.0
FRO,Faroe Islands,2038,0.0
FRO,Faroe Islands,2039,0.0
FRO,Faroe Islands,2040,0.0
FRO,Faroe Islands,2041,0.0
FRO,Faroe Islands,2042,0.0
FRO,Faroe Islands,2043,0.0
FRO,Faroe Islands,2044,0.0
FRO,Faroe Islands,2045,0.0
FRO,Faroe Islands,2046,0.0
FRO,Faroe Islands,2047,0.0
FRO,Faroe Islands,2048,0.0
FRO,Faroe Islands,2049,0.0
FRO,Faroe Islands,2050,0.0
FSM,Micronesia (Federated States of),2023,192000.0
FSM,Micronesia (Federated States of),2024,192000.0
FSM,Micronesia (Federated States of),2025,192000.0
FSM,Micronesia (Federated States of),2026,192000.0
FSM,Micronesia (Federated States of),2027,192000.0
FSM,Micronesia (Federated States of),2028,192000.0
FSM,Micronesia (Federated States of),2029,192000.0
FSM,Micronesia (Federated States of),2030,192000.0
FSM,Micronesia (Federated States of),2031,192000.0
FSM,Micronesia (Federated States of),2032,192000.0
FSM,Micronesia (Federated States of),2033,192000.0
FSM,Micronesia (Federated States of),2034,192000.0
FSM,Micronesia (Federated States of),2035,192000.0
FSM,Micronesia (Federated States of),2036,192000.0
FSM,Micronesia (Federated States of),2037,192000.0
FSM,Micronesia (Federated States of),2038,192000.0
FSM,Micronesia (Federated States of),2039,192000.0
FSM,Micronesia (Federated States of),2040,192000.0
FSM,Micronesia (Federated States of),2041,192000.0
FSM,Micronesia (Federated States of),2042,192000.0
FSM,Micronesia (Federated States of),2043,192000.0
FSM,Micronesia (Federated States of),2044,192000.0
FSM,Micronesia (Federated States of),2045,192000.0
FSM,Micronesia (Federated States of),2046,192000.0
FSM,Micronesia (Federated States of),2047,192000.0
FSM,Micronesia (Federated States of),2048,192000.0
FSM,Micronesia (Federated States of),2049,192000.0
FSM,Micronesia (Federated States of),2050,192000.0
GAB,Gabon,2023,3379000.0
GAB,Gabon,2024,3379000.0
GAB,Gabon,2025,3379000.0
GAB,Gabon,2026,3379000.0
GAB,Gabon,2027,3379000.0
GAB,Gabon,2028,3379000.0
GAB,Gabon,2029,3379000.0
GAB,Gabon,2030,3379000.0
GAB,Gabon,2031,3379000.0
GAB,Gabon,2032,3379000.0
GAB,Gabon,2033,3379000.0
GAB,Gabon,2034,3379000.0
GAB,Gabon,2035,3379000.0
GAB,Gabon,2036,3379000.0
GAB,Gabon,2037,3379000.0
GAB,Gabon,2038,3379000.0
GAB,Gabon,2039,3379000.0
GAB,Gabon,2040,3379000.0
GAB,Gabon,2041,3379000.0
GAB,Gabon,2042,3379000.0
GAB,Gabon,2043,3379000.0
GAB,Gabon,2044,3379000.0
GAB,Gabon,2045,3379000.0
GAB,Gabon,2046,3379000.0
GAB,Gabon,2047,3379000.0
GAB,Gabon,2048,3379000.0
GAB,Gabon,2049,3379000.0
GAB,Gabon,2050,3379000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2023,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2024,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2025,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2026,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2027,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2028,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2029,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2030,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2031,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2032,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2033,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2034,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2035,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2036,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2037,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2038,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2039,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2040,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2041,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2042,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2043,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2044,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2045,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2046,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2047,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2048,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2049,180067000.0
GBR,United Kingdom of Great Britain and Northern Ireland,2050,180067000.0
GEO,Georgia,2023,9492000.0
GEO,Georgia,2024,9492000.0
GEO,Georgia,2025,9492000.0
GEO,Georgia,2026,9492000.0
GEO,Georgia,2027,9492000.0
GEO,Georgia,2028,9492000.0
GEO,Georgia,2029,9492000.0
GEO,Georgia,2030,9492000.0
GEO,Georgia,2031,9492000.0
GEO,Georgia,2032,9492000.0
GEO,Georgia,2033,9492000.0
GEO,Georgia,2034,9492000.0
GEO,Georgia,2035,9492000.0
GEO,Georgia,2036,9492000.0
GEO,Georgia,2037,9492000.0
GEO,Georgia,2038,9492000.0
GEO,Georgia,2039,9492000.0
GEO,Georgia,2040,9492000.0
GEO,Georgia,2041,9492000.0
GEO,Georgia,2042,9492000.0
GEO,Georgia,2043,9492000.0
GEO,Georgia,2044,9492000.0
GEO,Georgia,2045,9492000.0
GEO,Georgia,2046,9492000.0
GEO,Georgia,2047,9492000.0
GEO,Georgia,2048,9492000.0
GEO,Georgia,2049,9492000.0
GEO,Georgia,2050,9492000.0
GHA,Ghana,2023,81111000.0
GHA,Ghana,2024,81111000.0
GHA,Ghana,2025,81111000.0
GHA,Ghana,2026,81111000.0
GHA,Ghana,2027,81111000.0
GHA,Ghana,2028,81111000.0
GHA,Ghana,2029,81111000.0
GHA,Ghana,2030,81111000.0
GHA,Ghana,2031,81111000.0
GHA,Ghana,2032,81111000.0
GHA,Ghana,2033,81111000.0
GHA,Ghana,2034,81111000.0
GHA,Ghana,2035,81111000.0
GHA,Ghana,2036,81111000.0
GHA,Ghana,2037,81111000.0
GHA,Ghana,2038,81111000.0
GHA,Ghana,2039,81111000.0
GHA,Ghana,2040,81111000.0
GHA,Ghana,2041,81111000.0
GHA,Ghana,2042,81111000.0
GHA,Ghana,2043,81111000.0
GHA,Ghana,2044,81111000.0
GHA,Ghana,2045,81111000.0
GHA,Ghana,2046,81111000.0
GHA,Ghana,2047,81111000.0
GHA,Ghana,2048,81111000.0
GHA,Ghana,2049,81111000.0
GHA,Ghana,2050,81111000.0
GIN,Guinea,2023,39561000.0
GIN,Guinea,2024,39561000.0
GIN,Guinea,2025,39561000.0
GIN,Guinea,2026,39561000.0
GIN,Guinea,2027,39561000.0
GIN,Guinea,2028,39561000.0
GIN,Guinea,2029,39561000.0
GIN,Guinea,2030,39561000.0
GIN,Guinea,2031,39561000.0
GIN,Guinea,2032,39561000.0
GIN,Guinea,2033,39561000.0
GIN,Guinea,2034,39561000.0
GIN,Guinea,2035,39561000.0
GIN,Guinea,2036,39561000.0
GIN,Guinea,2037,39561000.0
GIN,Guinea,2038,39561000.0
GIN,Guinea,2039,39561000.0
GIN,Guinea,2040,39561000.0
GIN,Guinea,2041,39561000.0
GIN,Guinea,2042,39561000.0
GIN,Guinea,2043,39561000.0
GIN,Guinea,2044,39561000.0
GIN,Guinea,2045,39561000.0
GIN,Guinea,2046,39561000.0
GIN,Guinea,2047,39561000.0
GIN,Guinea,2048,39561000.0
GIN,Guinea,2049,39561000.0
GIN,Guinea,2050,39561000.0
GMB,Gambia,2023,1005000.0
GMB,Gambia,2024,1005000.0
GMB,Gambia,2025,1005000.0
GMB,Gambia,2026,1005000.0
GMB,Gambia,2027,1005000.0
GMB,Gambia,2028,1005000.0
GMB,Gambia,2029,1005000.0
GMB,Gambia,2030,1005000.0
GMB,Gambia,2031,1005000.0
GMB,Gambia,2032,1005000.0
GMB,Gambia,2033,1005000.0
GMB,Gambia,2034,1005000.0
GMB,Gambia,2035,1005000.0
GMB,Gambia,2036,1005000.0
GMB,Gambia,2037,1005000.0
GMB,Gambia,2038,1005000.0
GMB,Gambia,2039,1005000.0
GMB,Gambia,2040,1005000.0
GMB,Gambia,2041,1005000.0
GMB,Gambia,2042,1005000.0
GMB,Gambia,2043,1005000.0
GMB,Gambia,2044,1005000.0
GMB,Gambia,2045,1005000.0
GMB,Gambia,2046,1005000.0
GMB,Gambia,2047,1005000.0
GMB,Gambia,2048,1005000.0
GMB,Gambia,2049,1005000.0
GMB,Gambia,2050,1005000.0
GNB,Guinea-Bissau,2023,2099000.0
GNB,Guinea-Bissau,2024,2099000.0
GNB,Guinea-Bissau,2025,2099000.0
GNB,Guinea-Bissau,2026,2099000.0
GNB,Guinea-Bissau,2027,2099000.0
GNB,Guinea-Bissau,2028,2099000.0
GNB,Guinea-Bissau,2029,2099000.0
GNB,Guinea-Bissau,2030,2099000.0
GNB,Guinea-Bissau,2031,2099000.0
GNB,Guinea-Bissau,2032,2099000.0
GNB,Guinea-Bissau,2033,2099000.0
GNB,Guinea-Bissau,2034,2099000.0
GNB,Guinea-Bissau,2035,2099000.0
GNB,Guinea-Bissau,2036,2099000.0
GNB,Guinea-Bissau,2037,2099000.0
GNB,Guinea-Bissau,2038,2099000.0
GNB,Guinea-Bissau,2039,2099000.0
GNB,Guinea-Bissau,2040,2099000.0
GNB,Guinea-Bissau,2041,2099000.0
GNB,Guinea-Bissau,2042,2099000.0
GNB,Guinea-Bissau,2043,2099000.0
GNB,Guinea-Bissau,2044,2099000.0
GNB,Guinea-Bissau,2045,2099000.0
GNB,Guinea-Bissau,2046,2099000.0
GNB,Guinea-Bissau,2047,2099000.0
GNB,Guinea-Bissau,2048,2099000.0
GNB,Guinea-Bissau,2049,2099000.0
GNB,Guinea-Bissau,2050,2099000.0
GNQ,Equatorial Guinea,2023,415000.0
GNQ,Equatorial Guinea,2024,415000.0
GNQ,Equatorial Guinea,2025,415000.0
GNQ,Equatorial Guinea,2026,415000.0
GNQ,Equatorial Guinea,2027,415000.0
GNQ,Equatorial Guinea,2028,415000.0
GNQ,Equatorial Guinea,2029,415000.0
GNQ,Equatorial Guinea,2030,415000.0
GNQ,Equatorial Guinea,2031,415000.0
GNQ,Equatorial Guinea,2032,415000.0
GNQ,Equatorial Guinea,2033,415000.0
GNQ,Equatorial Guinea,2034,415000.0
GNQ,Equatorial Guinea,2035,415000.0
GNQ,Equatorial Guinea,2036,415000.0
GNQ,Equatorial Guinea,2037,415000.0
GNQ,Equatorial Guinea,2038,415000.0
GNQ,Equatorial Guinea,2039,415000.0
GNQ,Equatorial Guinea,2040,415000.0
GNQ,Equatorial Guinea,2041,415000.0
GNQ,Equatorial Guinea,2042,415000.0
GNQ,Equatorial Guinea,2043,415000.0
GNQ,Equatorial Guinea,2044,415000.0
GNQ,Equatorial Guinea,2045,415000.0
GNQ,Equatorial Guinea,2046,415000.0
GNQ,Equatorial Guinea,2047,415000.0
GNQ,Equatorial Guinea,2048,415000.0
GNQ,Equatorial Guinea,2049,415000.0
GNQ,Equatorial Guinea,2050,415000.0
GRC,Greece,2023,293000.0
GRC,Greece,2024,293000.0
GRC,Greece,2025,293000.0
GRC,Greece,2026,293000.0
GRC,Greece,2027,293000.0
GRC,Greece,2028,293000.0
GRC,Greece,2029,293000.0
GRC,Greece,2030,293000.0
GRC,Greece,2031,293000.0
GRC,Greece,2032,293000.0
GRC,Greece,2033,293000.0
GRC,Greece,2034,293000.0
GRC,Greece,2035,293000.0
GRC,Greece,2036,293000.0
GRC,Greece,2037,293000.0
GRC,Greece,2038,293000.0
GRC,Greece,2039,293000.0
GRC,Greece,2040,293000.0
GRC,Greece,2041,293000.0
GRC,Greece,2042,293000.0
GRC,Greece,2043,293000.0
GRC,Greece,2044,293000.0
GRC,Greece,2045,293000.0
GRC,Greece,2046,293000.0
GRC,Greece,2047,293000.0
GRC,Greece,2048,293000.0
GRC,Greece,2049,293000.0
GRC,Greece,2050,293000.0
GRD,Grenada,2023,400000.0
GRD,Grenada,2024,400000.0
GRD,Grenada,2025,400000.0
GRD,Grenada,2026,400000.0
GRD,Grenada,2027,400000.0
GRD,Grenada,2028,400000.0
GRD,Grenada,2029,400000.0
GRD,Grenada,2030,400000.0
GRD,Grenada,2031,400000.0
GRD,Grenada,2032,400000.0
GRD,Grenada,2033,400000.0
GRD,Grenada,2034,400000.0
GRD,Grenada,2035,400000.0
GRD,Grenada,2036,400000.0
GRD,Grenada,2037,400000.0
GRD,Grenada,2038,400000.0
GRD,Grenada,2039,400000.0
GRD,Grenada,2040,400000.0
GRD,Grenada,2041,400000.0
GRD,Grenada,2042,400000.0
GRD,Grenada,2043,400000.0
GRD,Grenada,2044,400000.0
GRD,Grenada,2045,400000.0
GRD,Grenada,2046,400000.0
GRD,Grenada,2047,400000.0
GRD,Grenada,2048,400000.0
GRD,Grenada,2049,400000.0
GRD,Grenada,2050,400000.0
GTM,Guatemala,2023,47000000.0
GTM,Guatemala,2024,47000000.0
GTM,Guatemala,2025,47000000.0
GTM,Guatemala,2026,47000000.0
GTM,Guatemala,2027,47000000.0
GTM,Guatemala,2028,47000000.0
GTM,Guatemala,2029,47000000.0
GTM,Guatemala,2030,47000000.0
GTM,Guatemala,2031,47000000.0
GTM,Guatemala,2032,47000000.0
GTM,Guatemala,2033,47000000.0
GTM,Guatemala,2034,47000000.0
GTM,Guatemala,2035,47000000.0
GTM,Guatemala,2036,47000000.0
GTM,Guatemala,2037,47000000.0
GTM,Guatemala,2038,47000000.0
GTM,Guatemala,2039,47000000.0
GTM,Guatemala,2040,47000000.0
GTM,Guatemala,2041,47000000.0
GTM,Guatemala,2042,47000000.0
GTM,Guatemala,2043,47000000.0
GTM,Guatemala,2044,47000000.0
GTM,Guatemala,2045,47000000.0
GTM,Guatemala,2046,47000000.0
GTM,Guatemala,2047,47000000.0
GTM,Guatemala,2048,47000000.0
GTM,Guatemala,2049,47000000.0
GTM,Guatemala,2050,47000000.0
GUY,Guyana,2023,31406000.0
GUY,Guyana,2024,31406000.0
GUY,Guyana,2025,31406000.0
GUY,Guyana,2026,31406000.0
GUY,Guyana,2027,31406000.0
GUY,Guyana,2028,31406000.0
GUY,Guyana,2029,31406000.0
GUY,Guyana,2030,31406000.0
GUY,Guyana,2031,31406000.0
GUY,Guyana,2032,31406000.0
GUY,Guyana,2033,31406000.0
GUY,Guyana,2034,31406000.0
GUY,Guyana,2035,31406000.0
GUY,Guyana,2036,31406000.0
GUY,Guyana,2037,31406000.0
GUY,Guyana,2038,31406000.0
GUY,Guyana,2039,31406000.0
GUY,Guyana,2040,31406000.0
GUY,Guyana,2041,31406000.0
GUY,Guyana,2042,31406000.0
GUY,Guyana,2043,31406000.0
GUY,Guyana,2044,31406000.0
GUY,Guyana,2045,31406000.0
GUY,Guyana,2046,31406000.0
GUY,Guyana,2047,31406000.0
GUY,Guyana,2048,31406000.0
GUY,Guyana,2049,31406000.0
GUY,Guyana,2050,31406000.0
HKG,"China, Hong Kong SAR",2023,4162000.0
HKG,"China, Hong Kong SAR",2024,4162000.0
HKG,"China, Hong Kong SAR",2025,4162000.0
HKG,"China, Hong Kong SAR",2026,4162000.0
HKG,"China, Hong Kong SAR",2027,4162000.0
HKG,"China, Hong Kong SAR",2028,4162000.0
HKG,"China, Hong Kong SAR",2029,4162000.0
HKG,"China, Hong Kong SAR",2030,4162000.0
HKG,"China, Hong Kong SAR",2031,4162000.0
HKG,"China, Hong Kong SAR",2032,4162000.0
HKG,"China, Hong Kong SAR",2033,4162000.0
HKG,"China, Hong Kong SAR",2034,4162000.0
HKG,"China, Hong Kong SAR",2035,4162000.0
HKG,"China, Hong Kong SAR",2036,4162000.0
HKG,"China, Hong Kong SAR",2037,4162000.0
HKG,"China, Hong Kong SAR",2038,4162000.0
HKG,"China, Hong Kong SAR",2039,4162000.0
HKG,"China, Hong Kong SAR",2040,4162000.0
HKG,"China, Hong Kong SAR",2041,4162000.0
HKG,"China, Hong Kong SAR",2042,4162000.0
HKG,"China, Hong Kong SAR",2043,4162000.0
HKG,"China, Hong Kong SAR",2044,4162000.0
HKG,"China, Hong Kong SAR",2045,4162000.0
HKG,"China, Hong Kong SAR",2046,4162000.0
HKG,"China, Hong Kong SAR",2047,4162000.0
HKG,"China, Hong Kong SAR",2048,4162000.0
HKG,"China, Hong Kong SAR",2049,4162000.0
HKG,"China, Hong Kong SAR",2050,4162000.0
HND,Honduras,2023,47579000.0
HND,Honduras,2024,47579000.0
HND,Honduras,2025,47579000.0
HND,Honduras,2026,47579000.0
HND,Honduras,2027,47579000.0
HND,Honduras,2028,47579000.0
HND,Honduras,2029,47579000.0
HND,Honduras,2030,47579000.0
HND,Honduras,2031,47579000.0
HND,Honduras,2032,47579000.0
HND,Honduras,2033,47579000.0
HND,Honduras,2034,47579000.0
HND,Honduras,2035,47579000.0
HND,Honduras,2036,47579000.0
HND,Honduras,2037,47579000.0
HND,Honduras,2038,47579000.0
HND,Honduras,2039,47579000.0
HND,Honduras,2040,47579000.0
HND,Honduras,2041,47579000.0
HND,Honduras,2042,47579000.0
