,Nation,iso_code3,Year,nemomod_entc_capital_cost_pp_wind_mm_usd_per_gw
1984,Algeria,EGY,2025,2794.2254885796433
1985,Algeria,EGY,2026,2730.4052902186495
1986,Algeria,EGY,2027,2668.0427472027536
1987,Algeria,EGY,2028,2607.1045666378623
1988,Algeria,EGY,2029,2547.5582160406316
1989,Algeria,EGY,2030,2489.3719059706673
1990,Algeria,EGY,2031,2432.5145730593963
1991,Algeria,EGY,2032,2376.955863426563
1992,Algeria,EGY,2033,2322.666116475496
1993,Algeria,EGY,2034,2269.6163490584886
1994,Algeria,EGY,2035,2217.778240003841
1995,Algeria,EGY,2036,2167.1241149963107
1996,Algeria,EGY,2037,2117.6269318028885
1997,Algeria,EGY,2038,2069.2602658360192
1998,Algeria,EGY,2039,2021.998296046564
1999,Algeria,EGY,2040,1975.8157911389596
2000,Algeria,EGY,2041,1930.6880961012305
2001,Algeria,EGY,2042,1886.5911190426527
2002,Algeria,EGY,2043,1843.5013183320475
2003,Algeria,EGY,2044,1801.3956900298342
2004,Algeria,EGY,2045,1760.2517556071398
2005,Algeria,EGY,2046,1720.0475499453985
2006,Algeria,EGY,2047,1680.7616096100478
2007,Algeria,EGY,2048,1642.3729613920468
2008,Algeria,EGY,2049,1604.8611111111113
2009,Algeria,EGY,2050,1568.2060326746825
2010,Algeria,ERI,2021,3064.776314773573
2011,Algeria,ERI,2022,2994.7767270021695
2012,Algeria,ERI,2023,2926.3759320250547
2013,Algeria,ERI,2024,2859.5374133643395
2014,Algeria,ERI,2025,2794.2254885796433
2015,Algeria,ERI,2026,2730.4052902186495
2016,Algeria,ERI,2027,2668.0427472027536
2017,Algeria,ERI,2028,2607.1045666378623
2018,Algeria,ERI,2029,2547.5582160406316
2019,Algeria,ERI,2030,2489.3719059706673
2020,Algeria,ERI,2031,2432.5145730593963
2021,Algeria,ERI,2032,2376.955863426563
2022,Algeria,ERI,2033,2322.666116475496
2023,Algeria,ERI,2034,2269.6163490584886
2024,Algeria,ERI,2035,2217.778240003841
2025,Algeria,ERI,2036,2167.1241149963107
2026,Algeria,ERI,2037,2117.6269318028885
2027,Algeria,ERI,2038,2069.2602658360192
2028,Algeria,ERI,2039,2021.998296046564
2029,Algeria,ERI,2040,1975.8157911389596
2030,Algeria,ERI,2041,1930.6880961012305
2031,Algeria,ERI,2042,1886.5911190426527
2032,Algeria,ERI,2043,1843.5013183320475
2033,Algeria,ERI,2044,1801.3956900298342
2034,Algeria,ERI,2045,1760.2517556071398
2035,Algeria,ERI,2046,1720.0475499453985
2036,Algeria,ERI,2047,1680.7616096100478
2037,Algeria,ERI,2048,1642.3729613920468
2038,Algeria,ERI,2049,1604.8611111111113
2039,Algeria,ERI,2050,1568.2060326746825
2040,Algeria,ESH,2021,3064.776314773573
2041,Algeria,ESH,2022,2994.7767270021695
2042,Algeria,ESH,2023,2926.3759320250547
2043,Algeria,ESH,2024,2859.5374133643395
2044,Algeria,ESH,2025,2794.2254885796433
2045,Algeria,ESH,2026,2730.4052902186495
2046,Algeria,ESH,2027,2668.0427472027536
2047,Algeria,ESH,2028,2607.1045666378623
2048,Algeria,ESH,2029,2547.5582160406316
2049,Algeria,ESH,2030,2489.3719059706673
2050,Algeria,ESH,2031,2432.5145730593963
2051,Algeria,ESH,2032,2376.955863426563
2052,Algeria,ESH,2033,2322.666116475496
2053,Algeria,ESH,2034,2269.6163490584886
2054,Algeria,ESH,2035,2217.778240003841
2055,Algeria,ESH,2036,2167.1241149963107
2056,Algeria,ESH,2037,2117.6269318028885
2057,Algeria,ESH,2038,2069.2602658360192
2058,Algeria,ESH,2039,2021.998296046564
2059,Algeria,ESH,2040,1975.8157911389596
2060,Algeria,ESH,2041,1930.6880961012305
2061,Algeria,ESH,2042,1886.5911190426527
2062,Algeria,ESH,2043,1843.5013183320475
2063,Algeria,ESH,2044,1801.3956900298342
2064,Algeria,ESH,2045,1760.2517556071398
2065,Algeria,ESH,2046,1720.0475499453985
2066,Algeria,ESH,2047,1680.7616096100478
2067,Algeria,ESH,2048,1642.3729613920468
2068,Algeria,ESH,2049,1604.8611111111113
2069,Algeria,ESH,2050,1568.2060326746825
2070,Algeria,ESP,2021,3064.776314773573
2071,Algeria,ESP,2022,2994.7767270021695
2072,Algeria,ESP,2023,2926.3759320250547
2073,Algeria,ESP,2024,2859.5374133643395
2074,Algeria,ESP,2025,2794.2254885796433
2075,Algeria,ESP,2026,2730.4052902186495
2076,Algeria,ESP,2027,2668.0427472027536
2077,Algeria,ESP,2028,2607.1045666378623
2078,Algeria,ESP,2029,2547.5582160406316
2079,Algeria,ESP,2030,2489.3719059706673
2080,Algeria,ESP,2031,2432.5145730593963
2081,Algeria,ESP,2032,2376.955863426563
2082,Algeria,ESP,2033,2322.666116475496
2083,Algeria,ESP,2034,2269.6163490584886
2084,Algeria,ESP,2035,2217.778240003841
2085,Algeria,ESP,2036,2167.1241149963107
2086,Algeria,ESP,2037,2117.6269318028885
2087,Algeria,ESP,2038,2069.2602658360192
2088,Algeria,ESP,2039,2021.998296046564
2089,Algeria,ESP,2040,1975.8157911389596
2090,Algeria,ESP,2041,1930.6880961012305
2091,Algeria,ESP,2042,1886.5911190426527
2092,Algeria,ESP,2043,1843.5013183320475
2093,Algeria,ESP,2044,1801.3956900298342
2094,Algeria,ESP,2045,1760.2517556071398
2095,Algeria,ESP,2046,1720.0475499453985
2096,Algeria,ESP,2047,1680.7616096100478
2097,Algeria,ESP,2048,1642.3729613920468
2098,Algeria,ESP,2049,1604.8611111111113
2099,Algeria,ESP,2050,1568.2060326746825
2100,Algeria,EST,2021,3064.776314773573
2101,Algeria,EST,2022,2994.7767270021695
2102,Algeria,EST,2023,2926.3759320250547
2103,Algeria,EST,2024,2859.5374133643395
2104,Algeria,EST,2025,2794.2254885796433
2105,Algeria,EST,2026,2730.4052902186495
2106,Algeria,EST,2027,2668.0427472027536
2107,Algeria,EST,2028,2607.1045666378623
2108,Algeria,EST,2029,2547.5582160406316
2109,Algeria,EST,2030,2489.3719059706673
2110,Algeria,EST,2031,2432.5145730593963
2111,Algeria,EST,2032,2376.955863426563
2112,Algeria,EST,2033,2322.666116475496
2113,Algeria,EST,2034,2269.6163490584886
2114,Algeria,EST,2035,2217.778240003841
2115,Algeria,EST,2036,2167.1241149963107
2116,Algeria,EST,2037,2117.6269318028885
2117,Algeria,EST,2038,2069.2602658360192
2118,Algeria,EST,2039,2021.998296046564
2119,Algeria,EST,2040,1975.8157911389596
2120,Algeria,EST,2041,1930.6880961012305
2121,Algeria,EST,2042,1886.5911190426527
2122,Algeria,EST,2043,1843.5013183320475
2123,Algeria,EST,2044,1801.3956900298342
2124,Algeria,EST,2045,1760.2517556071398
2125,Algeria,EST,2046,1720.0475499453985
2126,Algeria,EST,2047,1680.7616096100478
2127,Algeria,EST,2048,1642.3729613920468
2128,Algeria,EST,2049,1604.8611111111113
2129,Algeria,EST,2050,1568.2060326746825
2130,Algeria,ETH,2021,3064.776314773573
2131,Algeria,ETH,2022,2994.7767270021695
2132,Algeria,ETH,2023,2926.3759320250547
2133,Algeria,ETH,2024,2859.5374133643395
2134,Algeria,ETH,2025,2794.2254885796433
2135,Algeria,ETH,2026,2730.4052902186495
2136,Algeria,ETH,2027,2668.0427472027536
2137,Algeria,ETH,2028,2607.1045666378623
2138,Algeria,ETH,2029,2547.5582160406316
2139,Algeria,ETH,2030,2489.3719059706673
2140,Algeria,ETH,2031,2432.5145730593963
2141,Algeria,ETH,2032,2376.955863426563
2142,Algeria,ETH,2033,2322.666116475496
2143,Algeria,ETH,2034,2269.6163490584886
2144,Algeria,ETH,2035,2217.778240003841
2145,Algeria,ETH,2036,2167.1241149963107
2146,Algeria,ETH,2037,2117.6269318028885
2147,Algeria,ETH,2038,2069.2602658360192
2148,Algeria,ETH,2039,2021.998296046564
2149,Algeria,ETH,2040,1975.8157911389596
2150,Algeria,ETH,2041,1930.6880961012305
2151,Algeria,ETH,2042,1886.5911190426527
2152,Algeria,ETH,2043,1843.5013183320475
2153,Algeria,ETH,2044,1801.3956900298342
2154,Algeria,ETH,2045,1760.2517556071398
2155,Algeria,ETH,2046,1720.0475499453985
2156,Algeria,ETH,2047,1680.7616096100478
2157,Algeria,ETH,2048,1642.3729613920468
2158,Algeria,ETH,2049,1604.8611111111113
2159,Algeria,ETH,2050,1568.2060326746825
2160,Algeria,FIN,2021,3064.776314773573
2161,Algeria,FIN,2022,2994.7767270021695
2162,Algeria,FIN,2023,2926.3759320250547
2163,Algeria,FIN,2024,2859.5374133643395
2164,Algeria,FIN,2025,2794.2254885796433
2165,Algeria,FIN,2026,2730.4052902186495
2166,Algeria,FIN,2027,2668.0427472027536
2167,Algeria,FIN,2028,2607.1045666378623
2168,Algeria,FIN,2029,2547.5582160406316
2169,Algeria,FIN,2030,2489.3719059706673
2170,Algeria,FIN,2031,2432.5145730593963
2171,Algeria,FIN,2032,2376.955863426563
2172,Algeria,FIN,2033,2322.666116475496
2173,Algeria,FIN,2034,2269.6163490584886
2174,Algeria,FIN,2035,2217.778240003841
2175,Algeria,FIN,2036,2167.1241149963107
2176,Algeria,FIN,2037,2117.6269318028885
2177,Algeria,FIN,2038,2069.2602658360192
2178,Algeria,FIN,2039,2021.998296046564
2179,Algeria,FIN,2040,1975.8157911389596
2180,Algeria,FIN,2041,1930.6880961012305
2181,Algeria,FIN,2042,1886.5911190426527
2182,Algeria,FIN,2043,1843.5013183320475
2183,Algeria,FIN,2044,1801.3956900298342
2184,Algeria,FIN,2045,1760.2517556071398
2185,Algeria,FIN,2046,1720.0475499453985
2186,Algeria,FIN,2047,1680.7616096100478
2187,Algeria,FIN,2048,1642.3729613920468
2188,Algeria,FIN,2049,1604.8611111111113
2189,Algeria,FIN,2050,1568.2060326746825
2190,Algeria,FJI,2021,3064.776314773573
2191,Algeria,FJI,2022,2994.7767270021695
2192,Algeria,FJI,2023,2926.3759320250547
2193,Algeria,FJI,2024,2859.5374133643395
2194,Algeria,FJI,2025,2794.2254885796433
2195,Algeria,FJI,2026,2730.4052902186495
2196,Algeria,FJI,2027,2668.0427472027536
2197,Algeria,FJI,2028,2607.1045666378623
2198,Algeria,FJI,2029,2547.5582160406316
2199,Algeria,FJI,2030,2489.3719059706673
2200,Algeria,FJI,2031,2432.5145730593963
2201,Algeria,FJI,2032,2376.955863426563
2202,Algeria,FJI,2033,2322.666116475496
2203,Algeria,FJI,2034,2269.6163490584886
2204,Algeria,FJI,2035,2217.778240003841
2205,Algeria,FJI,2036,2167.1241149963107
2206,Algeria,FJI,2037,2117.6269318028885
2207,Algeria,FJI,2038,2069.2602658360192
2208,Algeria,FJI,2039,2021.998296046564
2209,Algeria,FJI,2040,1975.8157911389596
2210,Algeria,FJI,2041,1930.6880961012305
2211,Algeria,FJI,2042,1886.5911190426527
2212,Algeria,FJI,2043,1843.5013183320475
2213,Algeria,FJI,2044,1801.3956900298342
2214,Algeria,FJI,2045,1760.2517556071398
2215,Algeria,FJI,2046,1720.0475499453985
2216,Algeria,FJI,2047,1680.7616096100478
2217,Algeria,FJI,2048,1642.3729613920468
2218,Algeria,FJI,2049,1604.8611111111113
2219,Algeria,FJI,2050,1568.2060326746825
2220,Algeria,FLK,2021,3064.776314773573
2221,Algeria,FLK,2022,2994.7767270021695
2222,Algeria,FLK,2023,2926.3759320250547
2223,Algeria,FLK,2024,2859.5374133643395
2224,Algeria,FLK,2025,2794.2254885796433
2225,Algeria,FLK,2026,2730.4052902186495
2226,Algeria,FLK,2027,2668.0427472027536
2227,Algeria,FLK,2028,2607.1045666378623
2228,Algeria,FLK,2029,2547.5582160406316
2229,Algeria,FLK,2030,2489.3719059706673
2230,Algeria,FLK,2031,2432.5145730593963
2231,Algeria,FLK,2032,2376.955863426563
2232,Algeria,FLK,2033,2322.666116475496
2233,Algeria,FLK,2034,2269.6163490584886
2234,Algeria,FLK,2035,2217.778240003841
2235,Algeria,FLK,2036,2167.1241149963107
2236,Algeria,FLK,2037,2117.6269318028885
2237,Algeria,FLK,2038,2069.2602658360192
2238,Algeria,FLK,2039,2021.998296046564
2239,Algeria,FLK,2040,1975.8157911389596
2240,Algeria,FLK,2041,1930.6880961012305
2241,Algeria,FLK,2042,1886.5911190426527
2242,Algeria,FLK,2043,1843.5013183320475
2243,Algeria,FLK,2044,1801.3956900298342
2244,Algeria,FLK,2045,1760.2517556071398
2245,Algeria,FLK,2046,1720.0475499453985
2246,Algeria,FLK,2047,1680.7616096100478
2247,Algeria,FLK,2048,1642.3729613920468
2248,Algeria,FLK,2049,1604.8611111111113
2249,Algeria,FLK,2050,1568.2060326746825
2250,Algeria,FRA,2021,3064.776314773573
2251,Algeria,FRA,2022,2994.7767270021695
2252,Algeria,FRA,2023,2926.3759320250547
2253,Algeria,FRA,2024,2859.5374133643395
2254,Algeria,FRA,2025,2794.2254885796433
2255,Algeria,FRA,2026,2730.4052902186495
2256,Algeria,FRA,2027,2668.0427472027536
2257,Algeria,FRA,2028,2607.1045666378623
2258,Algeria,FRA,2029,2547.5582160406316
2259,Algeria,FRA,2030,2489.3719059706673
2260,Algeria,FRA,2031,2432.5145730593963
2261,Algeria,FRA,2032,2376.955863426563
2262,Algeria,FRA,2033,2322.666116475496
2263,Algeria,FRA,2034,2269.6163490584886
2264,Algeria,FRA,2035,2217.778240003841
2265,Algeria,FRA,2036,2167.1241149963107
2266,Algeria,FRA,2037,2117.6269318028885
2267,Algeria,FRA,2038,2069.2602658360192
2268,Algeria,FRA,2039,2021.998296046564
2269,Algeria,FRA,2040,1975.8157911389596
2270,Algeria,FRA,2041,1930.6880961012305
2271,Algeria,FRA,2042,1886.5911190426527
2272,Algeria,FRA,2043,1843.5013183320475
2273,Algeria,FRA,2044,1801.3956900298342
2274,Algeria,FRA,2045,1760.2517556071398
2275,Algeria,FRA,2046,1720.0475499453985
2276,Algeria,FRA,2047,1680.7616096100478
2277,Algeria,FRA,2048,1642.3729613920468
2278,Algeria,FRA,2049,1604.8611111111113
2279,Algeria,FRA,2050,1568.2060326746825
2280,Algeria,FRO,2021,3064.776314773573
2281,Algeria,FRO,2022,2994.7767270021695
2282,Algeria,FRO,2023,2926.3759320250547
2283,Algeria,FRO,2024,2859.5374133643395
2284,Algeria,FRO,2025,2794.2254885796433
2285,Algeria,FRO,2026,2730.4052902186495
2286,Algeria,FRO,2027,2668.0427472027536
2287,Algeria,FRO,2028,2607.1045666378623
2288,Algeria,FRO,2029,2547.5582160406316
2289,Algeria,FRO,2030,2489.3719059706673
2290,Algeria,FRO,2031,2432.5145730593963
2291,Algeria,FRO,2032,2376.955863426563
2292,Algeria,FRO,2033,2322.666116475496
2293,Algeria,FRO,2034,2269.6163490584886
2294,Algeria,FRO,2035,2217.778240003841
2295,Algeria,FRO,2036,2167.1241149963107
2296,Algeria,FRO,2037,2117.6269318028885
2297,Algeria,FRO,2038,2069.2602658360192
2298,Algeria,FRO,2039,2021.998296046564
2299,Algeria,FRO,2040,1975.8157911389596
2300,Algeria,FRO,2041,1930.6880961012305
2301,Algeria,FRO,2042,1886.5911190426527
2302,Algeria,FRO,2043,1843.5013183320475
2303,Algeria,FRO,2044,1801.3956900298342
2304,Algeria,FRO,2045,1760.2517556071398
2305,Algeria,FRO,2046,1720.0475499453985
2306,Algeria,FRO,2047,1680.7616096100478
2307,Algeria,FRO,2048,1642.3729613920468
2308,Algeria,FRO,2049,1604.8611111111113
2309,Algeria,FRO,2050,1568.2060326746825
2310,Algeria,FSM,2021,3064.776314773573
2311,Algeria,FSM,2022,2994.7767270021695
2312,Algeria,FSM,2023,2926.3759320250547
2313,Algeria,FSM,2024,2859.5374133643395
2314,Algeria,FSM,2025,2794.2254885796433
2315,Algeria,FSM,2026,2730.4052902186495
2316,Algeria,FSM,2027,2668.0427472027536
2317,Algeria,FSM,2028,2607.1045666378623
2318,Algeria,FSM,2029,2547.5582160406316
2319,Algeria,FSM,2030,2489.3719059706673
2320,Algeria,FSM,2031,2432.5145730593963
2321,Algeria,FSM,2032,2376.955863426563
2322,Algeria,FSM,2033,2322.666116475496
2323,Algeria,FSM,2034,2269.6163490584886
2324,Algeria,FSM,2035,2217.778240003841
2325,Algeria,FSM,2036,2167.1241149963107
2326,Algeria,FSM,2037,2117.6269318028885
2327,Algeria,FSM,2038,2069.2602658360192
2328,Algeria,FSM,2039,2021.998296046564
2329,Algeria,FSM,2040,1975.8157911389596
2330,Algeria,FSM,2041,1930.6880961012305
2331,Algeria,FSM,2042,1886.5911190426527
2332,Algeria,FSM,2043,1843.5013183320475
2333,Algeria,FSM,2044,1801.3956900298342
2334,Algeria,FSM,2045,1760.2517556071398
2335,Algeria,FSM,2046,1720.0475499453985
2336,Algeria,FSM,2047,1680.7616096100478
2337,Algeria,FSM,2048,1642.3729613920468
2338,Algeria,FSM,2049,1604.8611111111113
2339,Algeria,FSM,2050,1568.2060326746825
2340,Algeria,GAB,2021,3064.776314773573
2341,Algeria,GAB,2022,2994.7767270021695
2342,Algeria,GAB,2023,2926.3759320250547
2343,Algeria,GAB,2024,2859.5374133643395
2344,Algeria,GAB,2025,2794.2254885796433
2345,Algeria,GAB,2026,2730.4052902186495
2346,Algeria,GAB,2027,2668.0427472027536
2347,Algeria,GAB,2028,2607.1045666378623
2348,Algeria,GAB,2029,2547.5582160406316
2349,Algeria,GAB,2030,2489.3719059706673
2350,Algeria,GAB,2031,2432.5145730593963
2351,Algeria,GAB,2032,2376.955863426563
2352,Algeria,GAB,2033,2322.666116475496
2353,Algeria,GAB,2034,2269.6163490584886
2354,Algeria,GAB,2035,2217.778240003841
2355,Algeria,GAB,2036,2167.1241149963107
2356,Algeria,GAB,2037,2117.6269318028885
2357,Algeria,GAB,2038,2069.2602658360192
2358,Algeria,GAB,2039,2021.998296046564
2359,Algeria,GAB,2040,1975.8157911389596
2360,Algeria,GAB,2041,1930.6880961012305
2361,Algeria,GAB,2042,1886.5911190426527
2362,Algeria,GAB,2043,1843.5013183320475
2363,Algeria,GAB,2044,1801.3956900298342
2364,Algeria,GAB,2045,1760.2517556071398
2365,Algeria,GAB,2046,1720.0475499453985
2366,Algeria,GAB,2047,1680.7616096100478
2367,Algeria,GAB,2048,1642.3729613920468
2368,Algeria,GAB,2049,1604.8611111111113
2369,Algeria,GAB,2050,1568.2060326746825
2370,Algeria,GBR,2021,3064.776314773573
2371,Algeria,GBR,2022,2994.7767270021695
2372,Algeria,GBR,2023,2926.3759320250547
2373,Algeria,GBR,2024,2859.5374133643395
2374,Algeria,GBR,2025,2794.2254885796433
2375,Algeria,GBR,2026,2730.4052902186495
2376,Algeria,GBR,2027,2668.0427472027536
2377,Algeria,GBR,2028,2607.1045666378623
2378,Algeria,GBR,2029,2547.5582160406316
2379,Algeria,GBR,2030,2489.3719059706673
2380,Algeria,GBR,2031,2432.5145730593963
2381,Algeria,GBR,2032,2376.955863426563
2382,Algeria,GBR,2033,2322.666116475496
2383,Algeria,GBR,2034,2269.6163490584886
2384,Algeria,GBR,2035,2217.778240003841
2385,Algeria,GBR,2036,2167.1241149963107
2386,Algeria,GBR,2037,2117.6269318028885
2387,Algeria,GBR,2038,2069.2602658360192
2388,Algeria,GBR,2039,2021.998296046564
2389,Algeria,GBR,2040,1975.8157911389596
2390,Algeria,GBR,2041,1930.6880961012305
2391,Algeria,GBR,2042,1886.5911190426527
2392,Algeria,GBR,2043,1843.5013183320475
2393,Algeria,GBR,2044,1801.3956900298342
2394,Algeria,GBR,2045,1760.2517556071398
2395,Algeria,GBR,2046,1720.0475499453985
2396,Algeria,GBR,2047,1680.7616096100478
2397,Algeria,GBR,2048,1642.3729613920468
2398,Algeria,GBR,2049,1604.8611111111113
2399,Algeria,GBR,2050,1568.2060326746825
2400,Algeria,GEO,2021,3064.776314773573
2401,Algeria,GEO,2022,2994.7767270021695
2402,Algeria,GEO,2023,2926.3759320250547
2403,Algeria,GEO,2024,2859.5374133643395
2404,Algeria,GEO,2025,2794.2254885796433
2405,Algeria,GEO,2026,2730.4052902186495
2406,Algeria,GEO,2027,2668.0427472027536
2407,Algeria,GEO,2028,2607.1045666378623
2408,Algeria,GEO,2029,2547.5582160406316
2409,Algeria,GEO,2030,2489.3719059706673
2410,Algeria,GEO,2031,2432.5145730593963
2411,Algeria,GEO,2032,2376.955863426563
2412,Algeria,GEO,2033,2322.666116475496
2413,Algeria,GEO,2034,2269.6163490584886
2414,Algeria,GEO,2035,2217.778240003841
2415,Algeria,GEO,2036,2167.1241149963107
2416,Algeria,GEO,2037,2117.6269318028885
2417,Algeria,GEO,2038,2069.2602658360192
2418,Algeria,GEO,2039,2021.998296046564
2419,Algeria,GEO,2040,1975.8157911389596
2420,Algeria,GEO,2041,1930.6880961012305
2421,Algeria,GEO,2042,1886.5911190426527
2422,Algeria,GEO,2043,1843.5013183320475
2423,Algeria,GEO,2044,1801.3956900298342
2424,Algeria,GEO,2045,1760.2517556071398
2425,Algeria,GEO,2046,1720.0475499453985
2426,Algeria,GEO,2047,1680.7616096100478
2427,Algeria,GEO,2048,1642.3729613920468
2428,Algeria,GEO,2049,1604.8611111111113
2429,Algeria,GEO,2050,1568.2060326746825
2430,Algeria,GGY,2021,3064.776314773573
2431,Algeria,GGY,2022,2994.7767270021695
2432,Algeria,GGY,2023,2926.3759320250547
2433,Algeria,GGY,2024,2859.5374133643395
2434,Algeria,GGY,2025,2794.2254885796433
2435,Algeria,GGY,2026,2730.4052902186495
2436,Algeria,GGY,2027,2668.0427472027536
2437,Algeria,GGY,2028,2607.1045666378623
2438,Algeria,GGY,2029,2547.5582160406316
2439,Algeria,GGY,2030,2489.3719059706673
2440,Algeria,GGY,2031,2432.5145730593963
2441,Algeria,GGY,2032,2376.955863426563
2442,Algeria,GGY,2033,2322.666116475496
2443,Algeria,GGY,2034,2269.6163490584886
2444,Algeria,GGY,2035,2217.778240003841
2445,Algeria,GGY,2036,2167.1241149963107
2446,Algeria,GGY,2037,2117.6269318028885
2447,Algeria,GGY,2038,2069.2602658360192
2448,Algeria,GGY,2039,2021.998296046564
2449,Algeria,GGY,2040,1975.8157911389596
2450,Algeria,GGY,2041,1930.6880961012305
2451,Algeria,GGY,2042,1886.5911190426527
2452,Algeria,GGY,2043,1843.5013183320475
2453,Algeria,GGY,2044,1801.3956900298342
2454,Algeria,GGY,2045,1760.2517556071398
2455,Algeria,GGY,2046,1720.0475499453985
2456,Algeria,GGY,2047,1680.7616096100478
2457,Algeria,GGY,2048,1642.3729613920468
2458,Algeria,GGY,2049,1604.8611111111113
2459,Algeria,GGY,2050,1568.2060326746825
2460,Algeria,GHA,2021,3064.776314773573
2461,Algeria,GHA,2022,2994.7767270021695
2462,Algeria,GHA,2023,2926.3759320250547
2463,Algeria,GHA,2024,2859.5374133643395
2464,Algeria,GHA,2025,2794.2254885796433
2465,Algeria,GHA,2026,2730.4052902186495
2466,Algeria,GHA,2027,2668.0427472027536
2467,Algeria,GHA,2028,2607.1045666378623
2468,Algeria,GHA,2029,2547.5582160406316
2469,Algeria,GHA,2030,2489.3719059706673
2470,Algeria,GHA,2031,2432.5145730593963
2471,Algeria,GHA,2032,2376.955863426563
2472,Algeria,GHA,2033,2322.666116475496
2473,Algeria,GHA,2034,2269.6163490584886
2474,Algeria,GHA,2035,2217.778240003841
2475,Algeria,GHA,2036,2167.1241149963107
2476,Algeria,GHA,2037,2117.6269318028885
2477,Algeria,GHA,2038,2069.2602658360192
2478,Algeria,GHA,2039,2021.998296046564
2479,Algeria,GHA,2040,1975.8157911389596
2480,Algeria,GHA,2041,1930.6880961012305
2481,Algeria,GHA,2042,1886.5911190426527
2482,Algeria,GHA,2043,1843.5013183320475
2483,Algeria,GHA,2044,1801.3956900298342
2484,Algeria,GHA,2045,1760.2517556071398
2485,Algeria,GHA,2046,1720.0475499453985
2486,Algeria,GHA,2047,1680.7616096100478
2487,Algeria,GHA,2048,1642.3729613920468
2488,Algeria,GHA,2049,1604.8611111111113
2489,Algeria,GHA,2050,1568.2060326746825
2490,Algeria,GIB,2021,3064.776314773573
2491,Algeria,GIB,2022,2994.7767270021695
2492,Algeria,GIB,2023,2926.3759320250547
2493,Algeria,GIB,2024,2859.5374133643395
2494,Algeria,GIB,2025,2794.2254885796433
2495,Algeria,GIB,2026,2730.4052902186495
2496,Algeria,GIB,2027,2668.0427472027536
2497,Algeria,GIB,2028,2607.1045666378623
2498,Algeria,GIB,2029,2547.5582160406316
2499,Algeria,GIB,2030,2489.3719059706673
2500,Algeria,GIB,2031,2432.5145730593963
2501,Algeria,GIB,2032,2376.955863426563
2502,Algeria,GIB,2033,2322.666116475496
2503,Algeria,GIB,2034,2269.6163490584886
2504,Algeria,GIB,2035,2217.778240003841
2505,Algeria,GIB,2036,2167.1241149963107
2506,Algeria,GIB,2037,2117.6269318028885
2507,Algeria,GIB,2038,2069.2602658360192
2508,Algeria,GIB,2039,2021.998296046564
2509,Algeria,GIB,2040,1975.8157911389596
2510,Algeria,GIB,2041,1930.6880961012305
2511,Algeria,GIB,2042,1886.5911190426527
2512,Algeria,GIB,2043,1843.5013183320475
2513,Algeria,GIB,2044,1801.3956900298342
2514,Algeria,GIB,2045,1760.2517556071398
2515,Algeria,GIB,2046,1720.0475499453985
2516,Algeria,GIB,2047,1680.7616096100478
2517,Algeria,GIB,2048,1642.3729613920468
2518,Algeria,GIB,2049,1604.8611111111113
2519,Algeria,GIB,2050,1568.2060326746825
2520,American Samoa,GIN,2021,3479.4428046495577
2521,American Samoa,GIN,2022,3399.972221160126
2522,American Samoa,GIN,2023,3322.316748306142
2523,American Samoa,GIN,2024,3246.434928903396
2524,American Samoa,GIN,2025,3172.286252651076
2525,American Samoa,GIN,2026,3099.8311345049183
2526,American Samoa,GIN,2027,3029.0308935443186
2527,American Samoa,GIN,2028,2959.8477323221223
2528,American Samoa,GIN,2029,2892.2447166860597
2529,American Samoa,GIN,2030,2826.1857560610647
2530,American Samoa,GIN,2031,2761.6355841819454
2531,American Samoa,GIN,2032,2698.55974026612
2532,American Samoa,GIN,2033,2636.924550616369
2533,American Samoa,GIN,2034,2576.6971106437795
2534,American Samoa,GIN,2035,2517.845267301288
2535,American Samoa,GIN,2036,2460.337601918442
2536,American Samoa,GIN,2037,2404.1434134282135
2537,American Samoa,GIN,2038,2349.232701976913
2538,American Samoa,GIN,2039,2295.576152908459
2539,American Samoa,GIN,2040,2243.1451211144376
2540,American Samoa,GIN,2041,2191.9116157416165
2541,American Samoa,GIN,2042,2141.848285248735
2542,American Samoa,GIN,2043,2092.928402804598
2543,American Samoa,GIN,2044,2045.1258520196777
2544,American Samoa,GIN,2045,1998.4151130036087
2545,American Samoa,GIN,2046,1952.771248741126
2546,American Samoa,GIN,2047,1908.1698917791819
2547,American Samoa,GIN,2048,1864.587231218124
2548,American Samoa,GIN,2049,1822.0
2549,American Samoa,GIN,2050,1780.3854624871963
2550,American Samoa,GLP,2021,3479.4428046495577
2551,American Samoa,GLP,2022,3399.972221160126
2552,American Samoa,GLP,2023,3322.316748306142
2553,American Samoa,GLP,2024,3246.434928903396
2554,American Samoa,GLP,2025,3172.286252651076
2555,American Samoa,GLP,2026,3099.8311345049183
2556,American Samoa,GLP,2027,3029.0308935443186
2557,American Samoa,GLP,2028,2959.8477323221223
2558,American Samoa,GLP,2029,2892.2447166860597
2559,American Samoa,GLP,2030,2826.1857560610647
2560,American Samoa,GLP,2031,2761.6355841819454
2561,American Samoa,GLP,2032,2698.55974026612
2562,American Samoa,GLP,2033,2636.924550616369
2563,American Samoa,GLP,2034,2576.6971106437795
2564,American Samoa,GLP,2035,2517.845267301288
2565,American Samoa,GLP,2036,2460.337601918442
2566,American Samoa,GLP,2037,2404.1434134282135
2567,American Samoa,GLP,2038,2349.232701976913
2568,American Samoa,GLP,2039,2295.576152908459
