Year,iso_code3,nemomod_entc_frac_min_share_production_pp_solar
2010,HKG,0.0069103267796047
2011,HKG,0.0069103267796047
2012,HKG,0.0069103267796047
2013,HKG,0.0069103267796047
2014,HKG,0.0069103267796047
2015,HKG,0.0069103267796047
2016,HKG,0.0110025023404084
2017,HKG,0.0179970311646822
2018,HKG,0.025928854808924
2019,HKG,0.0313441246292393
2020,HKG,0.0361422197740578
2010,HND,0.0065829414060865
2011,HND,0.0065829414060865
2012,HND,0.0065829414060865
2013,HND,0.0065829414060865
2014,HND,0.0065829414060865
2015,HND,0.0065829414060865
2016,HND,0.0065829414060865
2017,HND,0.0065829414060865
2018,HND,0.0065829414060865
2019,HND,0.0065829414060865
2020,HND,0.0065829414060865
2010,HRV,0.005189837896779
2011,HRV,0.005189837896779
2012,HRV,0.005189837896779
2013,HRV,0.005189837896779
2014,HRV,0.005189837896779
2015,HRV,0.005189837896779
2016,HRV,0.0053728440343969
2017,HRV,0.0068297049206106
2018,HRV,0.0056821629288984
2019,HRV,0.0067672916403352
2020,HRV,0.0074018766052594
2010,HTI,0.0001296153915691
2011,HTI,0.0001296153915691
2012,HTI,0.0001296153915691
2013,HTI,0.0001296153915691
2014,HTI,0.0001296153915691
2015,HTI,0.000117535018854
2016,HTI,0.0001201564249441
2017,HTI,0.0001841037433833
2018,HTI,0.0002624595883512
2019,HTI,0.001707405395871
2020,HTI,0.0025248968897425
2010,HUN,2.468540038124005e-05
2011,HUN,4.325212260914164e-05
2012,HUN,0.0002453060901416
2013,HUN,0.0008821558267483
2014,HUN,0.002408566535877
2015,HUN,0.0049703459517975
2016,HUN,0.0082292582570021
2017,HUN,0.0113674694609257
2018,HUN,0.0211262093525276
2019,HUN,0.0466872489407112
2020,HUN,0.0749766083588361
2010,IDN,0.0069103267796047
2011,IDN,0.0069103267796047
2012,IDN,0.0069103267796047
2013,IDN,0.0069103267796047
2014,IDN,0.0069103267796047
2015,IDN,0.0069103267796047
2016,IDN,0.0110025023404084
2017,IDN,0.0179970311646822
2018,IDN,0.025928854808924
2019,IDN,0.0313441246292393
2020,IDN,0.0361422197740578
2010,IMN,1.7345957060083298e-05
2011,IMN,2.0595296618354704e-05
2012,IMN,2.440293675156051e-05
2013,IMN,2.786062121521643e-05
2014,IMN,9.740272986697656e-05
2015,IMN,0.0002235613239054
2016,IMN,0.0002079921024443
2017,IMN,0.0003607376242695
2018,IMN,0.000554067354892
2019,IMN,0.0013377975111533
2020,IMN,0.0020441427025985
2010,IND,0.0061674306646039
2011,IND,0.0061674306646039
2012,IND,0.0061674306646039
2013,IND,0.0061674306646039
2014,IND,0.0061674306646039
2015,IND,0.0061674306646039
2016,IND,0.0117800799548976
2017,IND,0.0164052950828502
2018,IND,0.0240444317176323
2019,IND,0.0300050049449633
2020,IND,0.0387873589972912
2010,IRL,1.7345957060083298e-05
2011,IRL,2.0595296618354704e-05
2012,IRL,2.440293675156051e-05
2013,IRL,2.786062121521643e-05
2014,IRL,9.740272986697656e-05
2015,IRL,0.0002235613239054
2016,IRL,0.0002079921024443
2017,IRL,0.0003607376242695
2018,IRL,0.000554067354892
2019,IRL,0.0013377975111533
2020,IRL,0.0020441427025985
2010,IRN,0.0765437271855534
2011,IRN,0.0765437271855534
2012,IRN,0.0765437271855534
2013,IRN,0.0765437271855534
2014,IRN,0.0765437271855534
2015,IRN,0.0765437271855534
2016,IRN,0.158572271737567
2017,IRN,0.1012575680610661
2018,IRN,0.0988033118768835
2019,IRN,0.0977142427997371
2020,IRN,0.1142371548800392
2010,IRQ,0.0765437271855534
2011,IRQ,0.0765437271855534
2012,IRQ,0.0765437271855534
2013,IRQ,0.0765437271855534
2014,IRQ,0.0765437271855534
2015,IRQ,0.0765437271855534
2016,IRQ,0.158572271737567
2017,IRQ,0.1012575680610661
2018,IRQ,0.0988033118768835
2019,IRQ,0.0977142427997371
2020,IRQ,0.1142371548800392
2010,ISL,0.0
2011,ISL,0.0
2012,ISL,0.0
2013,ISL,0.0
2014,ISL,0.0
2015,ISL,0.0
2016,ISL,0.0
2017,ISL,0.0
2018,ISL,0.0
2019,ISL,0.0
2020,ISL,0.0
2010,ISR,0.0765437271855534
2011,ISR,0.0765437271855534
2012,ISR,0.0765437271855534
2013,ISR,0.0765437271855534
2014,ISR,0.0765437271855534
2015,ISR,0.0765437271855534
2016,ISR,0.158572271737567
2017,ISR,0.1012575680610661
2018,ISR,0.0988033118768835
2019,ISR,0.0977142427997371
2020,ISR,0.1142371548800392
2010,ITA,0.0065079614258116
2011,ITA,0.0369820313279423
2012,ITA,0.0654106478239752
2013,ITA,0.0769355130792667
2014,ITA,0.0820361343757516
2015,ITA,0.0837904312971298
2016,ITA,0.078642060013043
2017,ITA,0.0850702987148967
2018,ITA,0.0803907948238214
2019,ITA,0.0829720368995499
2020,ITA,0.0912957908533672
2010,JAM,0.0065829414060865
2011,JAM,0.0065829414060865
2012,JAM,0.0065829414060865
2013,JAM,0.0065829414060865
2014,JAM,0.0065829414060865
2015,JAM,0.0065829414060865
2016,JAM,0.0065829414060865
2017,JAM,0.0065829414060865
2018,JAM,0.0065829414060865
2019,JAM,0.0065829414060865
2020,JAM,0.0065829414060865
2010,JOR,0.0765437271855534
2011,JOR,0.0765437271855534
2012,JOR,0.0765437271855534
2013,JOR,0.0765437271855534
2014,JOR,0.0765437271855534
2015,JOR,0.0765437271855534
2016,JOR,0.158572271737567
2017,JOR,0.1012575680610661
2018,JOR,0.0988033118768835
2019,JOR,0.0977142427997371
2020,JOR,0.1142371548800392
2010,JPN,0.0014625527770648
2011,JPN,0.0051071109600774
2012,JPN,0.0068289413237215
2013,JPN,0.0113652423220517
2014,JPN,0.019567189961787
2015,JPN,0.0329854662687631
2016,JPN,0.0431312759148223
2017,JPN,0.0539730877319465
2018,JPN,0.0583424422628909
2019,JPN,0.0692089487807648
2020,JPN,0.0811423375743001
2010,KAZ,0.0
2011,KAZ,0.0
2012,KAZ,0.0
2013,KAZ,0.0
2014,KAZ,7.109470174764744e-05
2015,KAZ,0.0007658035316445
2016,KAZ,0.0038782695268202
2017,KAZ,0.0099422566692064
2018,KAZ,0.0260138204497531
2019,KAZ,0.0310528771167266
2020,KAZ,0.0358283386476769
2010,KEN,0.0011737024481943
2011,KEN,0.0011785568491525
2012,KEN,0.0011946231876772
2013,KEN,0.0012351678401487
2014,KEN,0.002437742832959
2015,KEN,0.0041505102818377
2016,KEN,0.0070603325720561
2017,KEN,0.0102829631870572
2018,KEN,0.0136249810186272
2019,KEN,0.0205425806128919
2020,KEN,0.0261924811920392
2010,KGZ,0.0
2011,KGZ,0.0
2012,KGZ,0.0
2013,KGZ,0.0
2014,KGZ,7.109470174764744e-05
2015,KGZ,0.0007658035316445
2016,KGZ,0.0038782695268202
2017,KGZ,0.0099422566692064
2018,KGZ,0.0260138204497531
2019,KGZ,0.0310528771167266
2020,KGZ,0.0358283386476769
2010,KHM,0.0069103267796047
2011,KHM,0.0069103267796047
2012,KHM,0.0069103267796047
2013,KHM,0.0069103267796047
2014,KHM,0.0069103267796047
2015,KHM,0.0069103267796047
2016,KHM,0.0110025023404084
2017,KHM,0.0179970311646822
2018,KHM,0.025928854808924
2019,KHM,0.0313441246292393
2020,KHM,0.0361422197740578
2010,KIR,0.0038383011417922
2011,KIR,0.0078457256318946
2012,KIR,0.0123498536731334
2013,KIR,0.0162188595410675
2014,KIR,0.0190351937131624
2015,KIR,0.0208363241202792
2016,KIR,0.0287376687227313
2017,KIR,0.0354037100465397
2018,KIR,0.0495483577665311
2019,KIR,0.073995688392026
2020,KIR,0.0976003492097607
2010,KNA,0.0001296153915691
2011,KNA,0.0001296153915691
2012,KNA,0.0001296153915691
2013,KNA,0.0001296153915691
2014,KNA,0.0001296153915691
2015,KNA,0.000117535018854
2016,KNA,0.0001201564249441
2017,KNA,0.0001841037433833
2018,KNA,0.0002624595883512
2019,KNA,0.001707405395871
2020,KNA,0.0025248968897425
2010,KOR,0.0016088082688786
2011,KOR,0.0018240282696334
2012,KOR,0.0021449218233243
2013,KOR,0.0030657769311281
2014,KOR,0.0048195378593476
2015,KOR,0.0073582254261781
2016,KOR,0.0094168309755614
2017,KOR,0.0129809737767396
2018,KOR,0.0163227189246841
2019,KOR,0.0233773696970923
2020,KOR,0.0325221988127537
2010,KWT,0.0765437271855534
2011,KWT,0.0765437271855534
2012,KWT,0.0765437271855534
2013,KWT,0.0765437271855534
2014,KWT,0.0765437271855534
2015,KWT,0.0765437271855534
2016,KWT,0.158572271737567
2017,KWT,0.1012575680610661
2018,KWT,0.0988033118768835
2019,KWT,0.0977142427997371
2020,KWT,0.1142371548800392
2010,LAO,0.0069103267796047
2011,LAO,0.0069103267796047
2012,LAO,0.0069103267796047
2013,LAO,0.0069103267796047
2014,LAO,0.0069103267796047
2015,LAO,0.0069103267796047
2016,LAO,0.0110025023404084
2017,LAO,0.0179970311646822
2018,LAO,0.025928854808924
2019,LAO,0.0313441246292393
2020,LAO,0.0361422197740578
2010,LBN,0.0765437271855534
2011,LBN,0.0765437271855534
2012,LBN,0.0765437271855534
2013,LBN,0.0765437271855534
2014,LBN,0.0765437271855534
2015,LBN,0.0765437271855534
2016,LBN,0.158572271737567
2017,LBN,0.1012575680610661
2018,LBN,0.0988033118768835
2019,LBN,0.0977142427997371
2020,LBN,0.1142371548800392
2010,LBR,0.0011737024481943
2011,LBR,0.0011785568491525
2012,LBR,0.0011946231876772
2013,LBR,0.0012351678401487
2014,LBR,0.002437742832959
2015,LBR,0.0041505102818377
2016,LBR,0.0070603325720561
2017,LBR,0.0102829631870572
2018,LBR,0.0136249810186272
2019,LBR,0.0205425806128919
2020,LBR,0.0261924811920392
2010,LBY,0.0765437271855534
2011,LBY,0.0765437271855534
2012,LBY,0.0765437271855534
2013,LBY,0.0765437271855534
2014,LBY,0.0765437271855534
2015,LBY,0.0765437271855534
2016,LBY,0.158572271737567
2017,LBY,0.1012575680610661
2018,LBY,0.0988033118768835
2019,LBY,0.0977142427997371
2020,LBY,0.1142371548800392
2010,LCA,0.0001296153915691
2011,LCA,0.0001296153915691
2012,LCA,0.0001296153915691
2013,LCA,0.0001296153915691
2014,LCA,0.0001296153915691
2015,LCA,0.000117535018854
2016,LCA,0.0001201564249441
2017,LCA,0.0001841037433833
2018,LCA,0.0002624595883512
2019,LCA,0.001707405395871
2020,LCA,0.0025248968897425
2010,LIE,0.0014452226114056
2011,LIE,0.0027151017547411
2012,LIE,0.0044765458132647
2013,LIE,0.0074253853823842
2014,LIE,0.0122496416984058
2015,LIE,0.017219940746784
2016,LIE,0.0220307921390299
2017,LIE,0.0278390627695647
2018,LIE,0.0293561531668349
2019,LIE,0.0308698342472303
2020,LIE,0.0377501135742585
2010,LKA,0.0061674306646039
2011,LKA,0.0061674306646039
2012,LKA,0.0061674306646039
2013,LKA,0.0061674306646039
2014,LKA,0.0061674306646039
2015,LKA,0.0061674306646039
2016,LKA,0.0117800799548976
2017,LKA,0.0164052950828502
2018,LKA,0.0240444317176323
2019,LKA,0.0300050049449633
2020,LKA,0.0387873589972912
2010,LSO,0.0011737024481943
2011,LSO,0.0011785568491525
2012,LSO,0.0011946231876772
2013,LSO,0.0012351678401487
2014,LSO,0.002437742832959
2015,LSO,0.0041505102818377
2016,LSO,0.0070603325720561
2017,LSO,0.0102829631870572
2018,LSO,0.0136249810186272
2019,LSO,0.0205425806128919
2020,LSO,0.0261924811920392
2010,LTU,0.0
2011,LTU,0.0
2012,LTU,0.0005179678484206
2013,LTU,0.0106634357266055
2014,LTU,0.018853424140174
2015,LTU,0.0167947433358211
2016,LTU,0.0179852543692987
2017,LTU,0.0182084167999006
2018,LTU,0.0277565261377727
2019,LTU,0.0241886829962617
2020,LTU,0.0227381001866082
2010,LUX,0.0046839533124123
2011,LUX,0.0070876199967514
2012,LUX,0.0102682481580489
2013,LUX,0.0263152165883256
2014,LUX,0.0328652552632765
2015,LUX,0.0388103318603111
2016,LUX,0.0477427076083468
2017,LUX,0.0509091352853571
2018,LUX,0.0570861534123291
2019,LUX,0.0723491514504649
2020,LUX,0.075341475669003
2010,LVA,0.0
2011,LVA,0.0
2012,LVA,0.0
2013,LVA,1.189663582104632e-05
2014,LVA,2.092094861075392e-05
2015,LVA,4.5947264714169725e-05
2016,LVA,0.0
2017,LVA,0.0
2018,LVA,0.0002052248340427
2019,LVA,0.0005274959668922
2020,LVA,0.0008907004398133
2010,MAC,0.0069103267796047
2011,MAC,0.0069103267796047
2012,MAC,0.0069103267796047
2013,MAC,0.0069103267796047
2014,MAC,0.0069103267796047
2015,MAC,0.0069103267796047
2016,MAC,0.0110025023404084
2017,MAC,0.0179970311646822
2018,MAC,0.025928854808924
2019,MAC,0.0313441246292393
2020,MAC,0.0361422197740578
2010,MAF,0.0001296153915691
2011,MAF,0.0001296153915691
2012,MAF,0.0001296153915691
2013,MAF,0.0001296153915691
2014,MAF,0.0001296153915691
2015,MAF,0.000117535018854
2016,MAF,0.0001201564249441
2017,MAF,0.0001841037433833
2018,MAF,0.0002624595883512
2019,MAF,0.001707405395871
2020,MAF,0.0025248968897425
2010,MAR,0.0765437271855534
2011,MAR,0.0765437271855534
2012,MAR,0.0765437271855534
2013,MAR,0.0765437271855534
2014,MAR,0.0765437271855534
2015,MAR,0.0765437271855534
2016,MAR,0.158572271737567
2017,MAR,0.1012575680610661
2018,MAR,0.0988033118768835
2019,MAR,0.0977142427997371
2020,MAR,0.1142371548800392
2010,MCO,0.0014452226114056
2011,MCO,0.0027151017547411
2012,MCO,0.0044765458132647
2013,MCO,0.0074253853823842
2014,MCO,0.0122496416984058
2015,MCO,0.017219940746784
2016,MCO,0.0220307921390299
2017,MCO,0.0278390627695647
2018,MCO,0.0293561531668349
2019,MCO,0.0308698342472303
2020,MCO,0.0377501135742585
2010,MDA,0.0323449260300753
2011,MDA,0.0323449260300753
2012,MDA,0.0323449260300753
2013,MDA,0.0323449260300753
2014,MDA,0.0323449260300753
2015,MDA,0.0323449260300753
2016,MDA,0.0302044775624004
2017,MDA,0.031263765064904
2018,MDA,0.0294310242486159
2019,MDA,0.0322164721326922
2020,MDA,0.0333831089172603
2010,MDG,0.0011737024481943
2011,MDG,0.0011785568491525
2012,MDG,0.0011946231876772
2013,MDG,0.0012351678401487
2014,MDG,0.002437742832959
2015,MDG,0.0041505102818377
2016,MDG,0.0070603325720561
2017,MDG,0.0102829631870572
2018,MDG,0.0136249810186272
2019,MDG,0.0205425806128919
2020,MDG,0.0261924811920392
2010,MDV,0.0061674306646039
2011,MDV,0.0061674306646039
2012,MDV,0.0061674306646039
2013,MDV,0.0061674306646039
2014,MDV,0.0061674306646039
2015,MDV,0.0061674306646039
2016,MDV,0.0117800799548976
2017,MDV,0.0164052950828502
2018,MDV,0.0240444317176323
2019,MDV,0.0300050049449633
2020,MDV,0.0387873589972912
2010,MEX,0.0001172915569001
2011,MEX,0.000146417962649
2012,MEX,0.0002428159937977
2013,MEX,0.0003711083491966
2014,MEX,0.0007612207835537
2015,MEX,0.0008026831169076
2016,MEX,0.0015323255349378
2017,MEX,0.0034763559009919
2018,MEX,0.004117932605763
2019,MEX,0.0214303615514084
2020,MEX,0.028855595716261
2010,MHL,0.0014625527770648
2011,MHL,0.0051071109600774
2012,MHL,0.0068289413237215
2013,MHL,0.0113652423220517
2014,MHL,0.019567189961787
2015,MHL,0.0329854662687631
2016,MHL,0.0431312759148223
2017,MHL,0.0539730877319465
2018,MHL,0.0583424422628909
2019,MHL,0.0692089487807648
2020,MHL,0.0811423375743001
2010,MKD,0.0043578990686248
2011,MKD,0.0043578990686248
2012,MKD,0.0043578990686248
2013,MKD,0.0043578990686248
2014,MKD,0.0043578990686248
2015,MKD,0.0043578990686248
2016,MKD,0.0044846426819593
2017,MKD,0.0045440257378087
2018,MKD,0.0043138304711134
2019,MKD,0.0042221024783259
2020,MKD,0.0046763830505549
2010,MLI,0.0011737024481943
2011,MLI,0.0011785568491525
2012,MLI,0.0011946231876772
2013,MLI,0.0012351678401487
2014,MLI,0.002437742832959
2015,MLI,0.0041505102818377
2016,MLI,0.0070603325720561
2017,MLI,0.0102829631870572
2018,MLI,0.0136249810186272
2019,MLI,0.0205425806128919
2020,MLI,0.0261924811920392
2010,MLT,0.0765437271855534
2011,MLT,0.0765437271855534
2012,MLT,0.0765437271855534
2013,MLT,0.0765437271855534
2014,MLT,0.0765437271855534
2015,MLT,0.0765437271855534
2016,MLT,0.158572271737567
2017,MLT,0.1012575680610661
2018,MLT,0.0988033118768835
2019,MLT,0.0977142427997371
2020,MLT,0.1142371548800392
2010,MMR,0.0069103267796047
2011,MMR,0.0069103267796047
2012,MMR,0.0069103267796047
2013,MMR,0.0069103267796047
2014,MMR,0.0069103267796047
2015,MMR,0.0069103267796047
2016,MMR,0.0110025023404084
2017,MMR,0.0179970311646822
2018,MMR,0.025928854808924
2019,MMR,0.0313441246292393
2020,MMR,0.0361422197740578
2010,MNE,0.0043578990686248
2011,MNE,0.0043578990686248
2012,MNE,0.0043578990686248
2013,MNE,0.0043578990686248
2014,MNE,0.0043578990686248
2015,MNE,0.0043578990686248
2016,MNE,0.0044846426819593
2017,MNE,0.0045440257378087
2018,MNE,0.0043138304711134
2019,MNE,0.0042221024783259
2020,MNE,0.0046763830505549
2010,MNG,0.0069103267796047
2011,MNG,0.0069103267796047
2012,MNG,0.0069103267796047
2013,MNG,0.0069103267796047
2014,MNG,0.0069103267796047
2015,MNG,0.0069103267796047
2016,MNG,0.0110025023404084
2017,MNG,0.0179970311646822
2018,MNG,0.025928854808924
2019,MNG,0.0313441246292393
2020,MNG,0.0361422197740578
2010,MNP,0.0014625527770648
2011,MNP,0.0051071109600774
2012,MNP,0.0068289413237215
2013,MNP,0.0113652423220517
2014,MNP,0.019567189961787
2015,MNP,0.0329854662687631
2016,MNP,0.0431312759148223
2017,MNP,0.0539730877319465
2018,MNP,0.0583424422628909
2019,MNP,0.0692089487807648
2020,MNP,0.0811423375743001
2010,MOZ,0.0011737024481943
2011,MOZ,0.0011785568491525
2012,MOZ,0.0011946231876772
2013,MOZ,0.0012351678401487
2014,MOZ,0.002437742832959
2015,MOZ,0.0041505102818377
2016,MOZ,0.0070603325720561
2017,MOZ,0.0102829631870572
2018,MOZ,0.0136249810186272
2019,MOZ,0.0205425806128919
2020,MOZ,0.0261924811920392
2010,MRT,0.0011737024481943
2011,MRT,0.0011785568491525
2012,MRT,0.0011946231876772
2013,MRT,0.0012351678401487
2014,MRT,0.002437742832959
2015,MRT,0.0041505102818377
2016,MRT,0.0070603325720561
2017,MRT,0.0102829631870572
2018,MRT,0.0136249810186272
2019,MRT,0.0205425806128919
2020,MRT,0.0261924811920392
2010,MUS,0.0011737024481943
2011,MUS,0.0011785568491525
2012,MUS,0.0011946231876772
2013,MUS,0.0012351678401487
2014,MUS,0.002437742832959
2015,MUS,0.0041505102818377
2016,MUS,0.0070603325720561
2017,MUS,0.0102829631870572
2018,MUS,0.0136249810186272
2019,MUS,0.0205425806128919
2020,MUS,0.0261924811920392
2010,MWI,0.0011737024481943
2011,MWI,0.0011785568491525
2012,MWI,0.0011946231876772
2013,MWI,0.0012351678401487
2014,MWI,0.002437742832959
2015,MWI,0.0041505102818377
2016,MWI,0.0070603325720561
2017,MWI,0.0102829631870572
2018,MWI,0.0136249810186272
2019,MWI,0.0205425806128919
2020,MWI,0.0261924811920392
2010,MYS,0.0069103267796047
2011,MYS,0.0069103267796047
2012,MYS,0.0069103267796047
2013,MYS,0.0069103267796047
2014,MYS,0.0069103267796047
2015,MYS,0.0069103267796047
2016,MYS,0.0110025023404084
2017,MYS,0.0179970311646822
2018,MYS,0.025928854808924
2019,MYS,0.0313441246292393
2020,MYS,0.0361422197740578
2010,NAM,0.0011737024481943
2011,NAM,0.0011785568491525
2012,NAM,0.0011946231876772
2013,NAM,0.0012351678401487
2014,NAM,0.002437742832959
2015,NAM,0.0041505102818377
2016,NAM,0.0070603325720561
2017,NAM,0.0102829631870572
2018,NAM,0.0136249810186272
2019,NAM,0.0205425806128919
2020,NAM,0.0261924811920392
2010,NCL,8.73507837151496e-05
2011,NCL,9.491753007988369e-05
2012,NCL,0.0001116424173101
2013,NCL,0.0001635800906246
2014,NCL,0.0004337101819783
2015,NCL,0.0008385556835842
2016,NCL,0.0013230180774398
2017,NCL,0.0017769275912538
2018,NCL,0.0023048720693352
2019,NCL,0.0029071041758305
2020,NCL,0.0036824809667745
2010,NER,0.0011737024481943
2011,NER,0.0011785568491525
2012,NER,0.0011946231876772
2013,NER,0.0012351678401487
2014,NER,0.002437742832959
2015,NER,0.0041505102818377
2016,NER,0.0070603325720561
2017,NER,0.0102829631870572
2018,NER,0.0136249810186272
2019,NER,0.0205425806128919
2020,NER,0.0261924811920392
2010,NGA,0.0011737024481943
2011,NGA,0.0011785568491525
2012,NGA,0.0011946231876772
2013,NGA,0.0012351678401487
2014,NGA,0.002437742832959
2015,NGA,0.0041505102818377
2016,NGA,0.0070603325720561
2017,NGA,0.0102829631870572
2018,NGA,0.0136249810186272
2019,NGA,0.0205425806128919
2020,NGA,0.0261924811920392
2010,NIC,0.0065829414060865
2011,NIC,0.0065829414060865
2012,NIC,0.0065829414060865
2013,NIC,0.0065829414060865
2014,NIC,0.0065829414060865
2015,NIC,0.0065829414060865
2016,NIC,0.0065829414060865
2017,NIC,0.0065829414060865
2018,NIC,0.0065829414060865
2019,NIC,0.0065829414060865
2020,NIC,0.0065829414060865
2010,NLD,0.0004937042305621
2011,NLD,0.0009732733606917
2012,NLD,0.0019584649891548
2013,NLD,0.0042841152508923
2014,NLD,0.0074742209254253
2015,NLD,0.010639379467333
2016,NLD,0.0148304871131608
2017,NLD,0.0200262344358734
2018,NLD,0.0342911299538675
2019,NLD,0.0463187029172872
2020,NLD,0.0717824207568093
2010,NOR,0.0
2011,NOR,0.0
2012,NOR,0.0
2013,NOR,0.0
2014,NOR,0.0
2015,NOR,0.0
2016,NOR,0.0
2017,NOR,0.0
2018,NOR,1.5894044830175847e-05
2019,NOR,9.562332672361838e-05
2020,NOR,0.0001747475963451
2010,NPL,0.0061674306646039
2011,NPL,0.0061674306646039
2012,NPL,0.0061674306646039
2013,NPL,0.0061674306646039
2014,NPL,0.0061674306646039
2015,NPL,0.0061674306646039
2016,NPL,0.0117800799548976
2017,NPL,0.0164052950828502
2018,NPL,0.0240444317176323
2019,NPL,0.0300050049449633
2020,NPL,0.0387873589972912
2010,NRU,0.0038383011417922
2011,NRU,0.0078457256318946
2012,NRU,0.0123498536731334
2013,NRU,0.0162188595410675
2014,NRU,0.0190351937131624
2015,NRU,0.0208363241202792
2016,NRU,0.0287376687227313
2017,NRU,0.0354037100465397
2018,NRU,0.0495483577665311
2019,NRU,0.073995688392026
2020,NRU,0.0976003492097607
2010,NZL,8.73507837151496e-05
2011,NZL,9.491753007988369e-05
2012,NZL,0.0001116424173101
2013,NZL,0.0001635800906246
2014,NZL,0.0004337101819783
2015,NZL,0.0008385556835842
2016,NZL,0.0013230180774398
2017,NZL,0.0017769275912538
2018,NZL,0.0023048720693352
2019,NZL,0.0029071041758305
2020,NZL,0.0036824809667745
2010,OMN,0.0765437271855534
2011,OMN,0.0765437271855534
2012,OMN,0.0765437271855534
2013,OMN,0.0765437271855534
2014,OMN,0.0765437271855534
2015,OMN,0.0765437271855534
2016,OMN,0.158572271737567
2017,OMN,0.1012575680610661
2018,OMN,0.0988033118768835
2019,OMN,0.0977142427997371
2020,OMN,0.1142371548800392
2010,PAK,0.0061674306646039
2011,PAK,0.0061674306646039
2012,PAK,0.0061674306646039
2013,PAK,0.0061674306646039
2014,PAK,0.0061674306646039
2015,PAK,0.0061674306646039
2016,PAK,0.0117800799548976
2017,PAK,0.0164052950828502
2018,PAK,0.0240444317176323
2019,PAK,0.0300050049449633
2020,PAK,0.0387873589972912
2010,PAN,0.0065829414060865
2011,PAN,0.0065829414060865
2012,PAN,0.0065829414060865
2013,PAN,0.0065829414060865
2014,PAN,0.0065829414060865
2015,PAN,0.0065829414060865
2016,PAN,0.0065829414060865
2017,PAN,0.0065829414060865
2018,PAN,0.0065829414060865
2019,PAN,0.0065829414060865
2020,PAN,0.0065829414060865
2010,PER,0.0001296153915691
2011,PER,0.0001296153915691
2012,PER,0.0001296153915691
2013,PER,0.0001296153915691
2014,PER,0.0001296153915691
2015,PER,0.000117535018854
2016,PER,0.0001201564249441
2017,PER,0.0001841037433833
2018,PER,0.0002624595883512
2019,PER,0.001707405395871
2020,PER,0.0025248968897425
2010,PHL,0.0069103267796047
2011,PHL,0.0069103267796047
2012,PHL,0.0069103267796047
2013,PHL,0.0069103267796047
2014,PHL,0.0069103267796047
2015,PHL,0.0069103267796047
2016,PHL,0.0110025023404084
2017,PHL,0.0179970311646822
2018,PHL,0.025928854808924
2019,PHL,0.0313441246292393
2020,PHL,0.0361422197740578
2010,PLW,0.0014625527770648
2011,PLW,0.0051071109600774
2012,PLW,0.0068289413237215
2013,PLW,0.0113652423220517
2014,PLW,0.019567189961787
2015,PLW,0.0329854662687631
2016,PLW,0.0431312759148223
2017,PLW,0.0539730877319465
2018,PLW,0.0583424422628909
2019,PLW,0.0692089487807648
2020,PLW,0.0811423375743001
2010,PNG,0.0038383011417922
2011,PNG,0.0078457256318946
2012,PNG,0.0123498536731334
2013,PNG,0.0162188595410675
2014,PNG,0.0190351937131624
2015,PNG,0.0208363241202792
2016,PNG,0.0287376687227313
2017,PNG,0.0354037100465397
2018,PNG,0.0495483577665311
2019,PNG,0.073995688392026
2020,PNG,0.0976003492097607
2010,POL,0.0
2011,POL,1.1694802355991866e-06
2012,POL,6.777602601601736e-06
2013,POL,6.669238725273456e-06
2014,POL,4.825121443887048e-05
2015,POL,0.0003787039830329
2016,POL,0.0008163284403644
2017,POL,0.0010707785508708
2018,POL,0.0019625789576182
2019,POL,0.0047184944966921
2020,POL,0.0134460684661323
2010,PRI,0.0001296153915691
2011,PRI,0.0001296153915691
2012,PRI,0.0001296153915691
2013,PRI,0.0001296153915691
2014,PRI,0.0001296153915691
2015,PRI,0.000117535018854
2016,PRI,0.0001201564249441
2017,PRI,0.0001841037433833
2018,PRI,0.0002624595883512
2019,PRI,0.001707405395871
2020,PRI,0.0025248968897425
2010,PRK,0.0016088082688786
2011,PRK,0.0018240282696334
2012,PRK,0.0021449218233243
2013,PRK,0.0030657769311281
2014,PRK,0.0048195378593476
2015,PRK,0.0073582254261781
2016,PRK,0.0094168309755614
2017,PRK,0.0129809737767396
2018,PRK,0.0163227189246841
2019,PRK,0.0233773696970923
2020,PRK,0.0325221988127537
2010,PRT,0.0040280948417055
2011,PRT,0.0055088271609955
2012,PRT,0.0087242415415336
2013,PRT,0.0095588498457727
2014,PRT,0.0122324405898459
2015,PRT,0.0157203642094169
2016,PRT,0.014868225111135
2017,PRT,0.0172753796526306
2018,PRT,0.0173262356438297
2019,PRT,0.0258207941852498
2020,PRT,0.0329568539821262
2010,PRY,0.0001083793133224
2011,PRY,0.0001083793133224
2012,PRY,0.0001083793133224
2013,PRY,0.0001083793133224
2014,PRY,0.0001083793133224
2015,PRY,0.0001083793133224
2016,PRY,9.999844293579189e-05
2017,PRY,0.0001183625622782
2018,PRY,0.0007724251362041
2019,PRY,0.0059778776608963
2020,PRY,0.0096758688883617
2010,PYF,8.73507837151496e-05
2011,PYF,9.491753007988369e-05
2012,PYF,0.0001116424173101
2013,PYF,0.0001635800906246
2014,PYF,0.0004337101819783
2015,PYF,0.0008385556835842
2016,PYF,0.0013230180774398
2017,PYF,0.0017769275912538
2018,PYF,0.0023048720693352
2019,PYF,0.0029071041758305
2020,PYF,0.0036824809667745
2010,QAT,0.0765437271855534
2011,QAT,0.0765437271855534
2012,QAT,0.0765437271855534
2013,QAT,0.0765437271855534
