,Nation,iso_code3,Year,consumpinit_inen_energy_tj_per_tonne_production_chemicals
1834,Cayman Islands,CYM,2049,1.778451083352759
1835,Cayman Islands,CYM,2050,1.5310064975224094
1836,El Salvador,SLV,2017,2.3464981318302733
1837,El Salvador,SLV,2018,2.6166681919985963
1838,El Salvador,SLV,2019,2.7854376349096737
1839,El Salvador,SLV,2020,2.470536102147794
1840,El Salvador,SLV,2021,2.470536074614791
1841,El Salvador,SLV,2022,2.381162490588075
1842,El Salvador,SLV,2023,2.2950220661998095
1843,El Salvador,SLV,2024,2.2119978393592223
1844,El Salvador,SLV,2025,2.131977079171089
1845,El Salvador,SLV,2026,2.0548511328689116
1846,El Salvador,SLV,2027,1.980515278285414
1847,El Salvador,SLV,2028,1.9088685816600126
1848,El Salvador,SLV,2029,1.8398137605902374
1849,El Salvador,SLV,2030,1.7732570519409796
1850,El Salvador,SLV,2031,1.7091080845322257
1851,El Salvador,SLV,2032,1.6472797564324237
1852,El Salvador,SLV,2033,1.5876881166908499
1853,El Salvador,SLV,2034,1.5302522513483738
1854,El Salvador,SLV,2035,1.4748941735719676
1855,El Salvador,SLV,2036,1.4215387177635381
1856,El Salvador,SLV,2037,1.3701134374995787
1857,El Salvador,SLV,2038,1.320548507162916
1858,El Salvador,SLV,2039,1.2727766271329213
1859,El Salvador,SLV,2040,1.226732932405635
1860,El Salvador,SLV,2041,1.18235490451961
1861,El Salvador,SLV,2042,1.1395822866678447
1862,El Salvador,SLV,2043,1.0983570018807256
1863,El Salvador,SLV,2044,1.0586230741686056
1864,El Salvador,SLV,2045,1.0203265525172953
1865,El Salvador,SLV,2046,0.9834154376329218
1866,El Salvador,SLV,2047,0.9478396113369397
1867,El Salvador,SLV,2048,0.913550768515297
1868,El Salvador,SLV,2049,0.8805023515293984
1869,El Salvador,SLV,2050,0.8486494869998226
1870,Bolivia,BOL,2017,2.043654708835833
1871,Bolivia,BOL,2018,1.42684347787443
1872,Bolivia,BOL,2019,1.4110074817189244
1873,Bolivia,BOL,2020,1.8894343688930553
1874,Bolivia,BOL,2021,1.889434280104414
1875,Bolivia,BOL,2022,1.7325144677579167
1876,Bolivia,BOL,2023,1.5886270364612163
1877,Bolivia,BOL,2024,1.4566896311356914
1878,Bolivia,BOL,2025,1.3357097876069395
1879,Bolivia,BOL,2026,1.224777467055897
1880,Bolivia,BOL,2027,1.123058210493025
1881,Bolivia,BOL,2028,1.0297868617615875
1882,Bolivia,BOL,2029,0.9442618118532171
1883,Bolivia,BOL,2030,0.8658397212400514
1884,Bolivia,BOL,2031,0.7939306805235757
1885,Bolivia,BOL,2032,0.7279937729974768
1886,Bolivia,BOL,2033,0.667533005745031
1887,Bolivia,BOL,2034,0.6120935786638134
1888,Bolivia,BOL,2035,0.5612584633524138
1889,Bolivia,BOL,2036,0.5146452661247872
1890,Bolivia,BOL,2037,0.4719033515550725
1891,Bolivia,BOL,2038,0.4327112049154901
1892,Bolivia,BOL,2039,0.3967740136670005
1893,Bolivia,BOL,2040,0.3638214498100816
1894,Bolivia,BOL,2041,0.3336056364139824
1895,Bolivia,BOL,2042,0.3058992830281831
1896,Bolivia,BOL,2043,0.2804939759502055
1897,Bolivia,BOL,2044,0.2571986104887526
1898,Bolivia,BOL,2045,0.23583795342930508
1899,Bolivia,BOL,2046,0.21625132488869053
1900,Bolivia,BOL,2047,0.1982913896432374
1901,Bolivia,BOL,2048,0.1818230488385902
1902,Bolivia,BOL,2049,0.1667224237443723
1903,Bolivia,BOL,2050,0.1528759239092612
1904,"Congo, Dem. Rep.",COD,2017,0.5216961745700254
1905,"Congo, Dem. Rep.",COD,2018,0.2673148773886156
1906,"Congo, Dem. Rep.",COD,2019,0.4263523079074865
1907,"Congo, Dem. Rep.",COD,2020,0.2510201292127639
1908,"Congo, Dem. Rep.",COD,2021,0.2510201424386754
1909,"Congo, Dem. Rep.",COD,2022,0.18530265356250508
1910,"Congo, Dem. Rep.",COD,2023,0.13679011207514657
1911,"Congo, Dem. Rep.",COD,2024,0.10097823426592031
1912,"Congo, Dem. Rep.",COD,2025,0.07454196535683384
1913,"Congo, Dem. Rep.",COD,2026,0.055026755415693955
1914,"Congo, Dem. Rep.",COD,2027,0.04062065974627547
1915,"Congo, Dem. Rep.",COD,2028,0.029986103773657794
1916,"Congo, Dem. Rep.",COD,2029,0.02213569216110575
1917,"Congo, Dem. Rep.",COD,2030,0.016340531305760454
1918,"Congo, Dem. Rep.",COD,2031,0.01206255315673855
1919,"Congo, Dem. Rep.",COD,2032,0.00890455676969624
1920,"Congo, Dem. Rep.",COD,2033,0.006573329065119907
1921,"Congo, Dem. Rep.",COD,2034,0.004852420633152312
1922,"Congo, Dem. Rep.",COD,2035,0.0035820488777877323
1923,"Congo, Dem. Rep.",COD,2036,0.0026442625511887696
1924,"Congo, Dem. Rep.",COD,2037,0.0019519902374804173
1925,"Congo, Dem. Rep.",COD,2038,0.001440955961618073
1926,"Congo, Dem. Rep.",COD,2039,0.0010637113052382684
1927,"Congo, Dem. Rep.",COD,2040,0.0007852299244601065
1928,"Congo, Dem. Rep.",COD,2041,0.0005796554302198689
1929,"Congo, Dem. Rep.",COD,2042,0.00042790067891821884
1930,"Congo, Dem. Rep.",COD,2043,0.00031587557275055875
1931,"Congo, Dem. Rep.",COD,2044,0.00023317882484491983
1932,"Congo, Dem. Rep.",COD,2045,0.00017213222245265102
1933,"Congo, Dem. Rep.",COD,2046,0.0001270677216346495
1934,"Congo, Dem. Rep.",COD,2047,9.38011817390093e-05
1935,"Congo, Dem. Rep.",COD,2048,6.92438770637046e-05
1936,"Congo, Dem. Rep.",COD,2049,5.1115715409152845e-05
1937,"Congo, Dem. Rep.",COD,2050,3.7733536488514454e-05
1938,Costa Rica,CRI,2017,0.8968630458759177
1939,Costa Rica,CRI,2018,0.969959130638217
1940,Costa Rica,CRI,2019,0.9602820980840509
1941,Costa Rica,CRI,2020,0.8948749531968136
1942,Costa Rica,CRI,2021,0.8948747417493528
1943,Costa Rica,CRI,2022,0.860275031835369
1944,Costa Rica,CRI,2023,0.8270130956569471
1945,Costa Rica,CRI,2024,0.7950372091224109
1946,Costa Rica,CRI,2025,0.7642976480161436
1947,Costa Rica,CRI,2026,0.7347466106747571
1948,Costa Rica,CRI,2027,0.7063381436529536
1949,Costa Rica,CRI,2028,0.6790280702634656
1950,Costa Rica,CRI,2029,0.6527739218799241
1951,Costa Rica,CRI,2030,0.6275348718958912
1952,Costa Rica,CRI,2031,0.6032716722372875
1953,Costa Rica,CRI,2032,0.5799465923295323
1954,Costa Rica,CRI,2033,0.5575233604244949
1955,Costa Rica,CRI,2034,0.5359671071959715
1956,Costa Rica,CRI,2035,0.5152443115160223
1957,Costa Rica,CRI,2036,0.4953227483278213
1958,Costa Rica,CRI,2037,0.4761714385339635
1959,Costa Rica,CRI,2038,0.45776060082231435
1960,Costa Rica,CRI,2039,0.44006160535447736
1961,Costa Rica,CRI,2040,0.42304692924485493
1962,Costa Rica,CRI,2041,0.40669011376109215
1963,Costa Rica,CRI,2042,0.3909657231793307
1964,Costa Rica,CRI,2043,0.3758493052302969
1965,Costa Rica,CRI,2044,0.3613173530747145
1966,Costa Rica,CRI,2045,0.3473472687489066
1967,Costa Rica,CRI,2046,0.33391732802375684
1968,Costa Rica,CRI,2047,0.32100664662236916
1969,Costa Rica,CRI,2048,0.3085951477438969
1970,Costa Rica,CRI,2049,0.29666353084304475
1971,Costa Rica,CRI,2050,0.28519324161668586
1972,France,FRA,2017,0.01897804443647663
1973,France,FRA,2018,0.02122918906763258
1974,France,FRA,2019,0.020218519347176472
1975,France,FRA,2020,0.01946447056615912
1976,France,FRA,2021,0.019464468451204888
1977,France,FRA,2022,0.01979568605968599
1978,France,FRA,2023,0.02013253984078817
1979,France,FRA,2024,0.020475125702582087
1980,France,FRA,2025,0.020823541185160454
1981,France,FRA,2026,0.021177885488409612
1982,France,FRA,2027,0.021538259500252874
1983,France,FRA,2028,0.021904765825375646
1984,France,FRA,2029,0.022277508814438417
1985,France,FRA,2030,0.022656594593787216
1986,France,FRA,2031,0.02304213109566966
1987,France,FRA,2032,0.023434228088965274
1988,France,FRA,2033,0.023832997210438356
1989,France,FRA,2034,0.024238551996523056
1990,France,FRA,2035,0.02465100791564854
1991,France,FRA,2036,0.025070482401116288
1992,France,FRA,2037,0.025497094884533514
1993,France,FRA,2038,0.025930966829818863
1994,France,FRA,2039,0.026372221767784747
1995,France,FRA,2040,0.026820985331308576
1996,France,FRA,2041,0.027277385291102678
1997,France,FRA,2042,0.027741551592092805
1998,France,FRA,2043,0.0282136163904161
1999,France,FRA,2044,0.028693714091047536
2000,France,FRA,2045,0.029181981386067805
2001,France,FRA,2046,0.02967855729358173
2002,France,FRA,2047,0.030183583197299198
2003,France,FRA,2048,0.030697202886789385
2004,France,FRA,2049,0.031219562598420368
2005,France,FRA,2050,0.031750811056994885
2006,New Caledonia,NCL,2017,8.24847654232008
2007,New Caledonia,NCL,2018,5.076965492836082
2008,New Caledonia,NCL,2019,5.076965492836082
2009,New Caledonia,NCL,2020,5.076965492836082
2010,New Caledonia,NCL,2021,5.076965324690695
2011,New Caledonia,NCL,2022,3.217699394683482
2012,New Caledonia,NCL,2023,2.039326395276735
2013,New Caledonia,NCL,2024,1.292492441445572
2014,New Caledonia,NCL,2025,0.8191610303593663
2015,New Caledonia,NCL,2026,0.5191711550041377
2016,New Caledonia,NCL,2027,0.32904237164466227
2017,New Caledonia,NCL,2028,0.2085417906868902
2018,New Caledonia,NCL,2029,0.13217045040588263
2019,New Caledonia,NCL,2030,0.08376751682698588
2020,New Caledonia,NCL,2031,0.05309051193977809
2021,New Caledonia,NCL,2032,0.033647917054164186
2022,New Caledonia,NCL,2033,0.021325511484390564
2023,New Caledonia,NCL,2034,0.01351576798465129
2024,New Caledonia,NCL,2035,0.008566077505275107
2025,New Caledonia,NCL,2036,0.0054290428712381955
2026,New Caledonia,NCL,2037,0.0034408405106761525
2027,New Caledonia,NCL,2038,0.0021807496644818164
2028,New Caledonia,NCL,2039,0.0013821242467884755
2029,New Caledonia,NCL,2040,0.0008759682345357749
2030,New Caledonia,NCL,2041,0.0005551746521332478
2031,New Caledonia,NCL,2042,0.0003518608120928221
2032,New Caledonia,NCL,2043,0.00022300375316289703
2033,New Caledonia,NCL,2044,0.00014133621084128905
2034,New Caledonia,NCL,2045,8.957662914480923e-05
2035,New Caledonia,NCL,2046,5.677223438483868e-05
2036,New Caledonia,NCL,2047,3.5981333834706305e-05
2037,New Caledonia,NCL,2048,2.2804393706764656e-05
2038,New Caledonia,NCL,2049,1.445305987604925e-05
2039,New Caledonia,NCL,2050,9.160118109989463e-06
2040,Peru,PER,2017,0.15469626412489496
2041,Peru,PER,2018,0.15705638676986516
2042,Peru,PER,2019,0.15137511990490105
2043,Peru,PER,2020,0.1530472878814723
2044,Peru,PER,2021,0.1530472882389176
2045,Peru,PER,2022,0.14680853465409074
2046,Peru,PER,2023,0.14082409492702713
2047,Peru,PER,2024,0.13508360231741867
2048,Peru,PER,2025,0.12957711267028793
2049,Peru,PER,2026,0.12429508718989363
2050,Peru,PER,2027,0.11922837591584676
2051,Peru,PER,2028,0.11436820187279675
2052,Peru,PER,2029,0.10970614586622221
2053,Peru,PER,2030,0.10523413189801674
2054,Peru,PER,2031,0.10094441317657134
2055,Peru,PER,2032,0.09682955869714802
2056,Peru,PER,2033,0.09288244036927525
2057,Peru,PER,2034,0.08909622066888656
2058,Peru,PER,2035,0.08546434079379307
2059,Peru,PER,2036,0.08198050930198764
2060,Peru,PER,2037,0.07863869121308895
2061,Peru,PER,2038,0.07543309755405025
2062,Peru,PER,2039,0.07235817533102298
2063,Peru,PER,2040,0.06940859791000208
2064,Peru,PER,2041,0.06657925578959249
2065,Peru,PER,2042,0.06386524774990761
2066,Peru,PER,2043,0.061261872362271756
2067,Peru,PER,2044,0.05876461984501917
2068,Peru,PER,2045,0.056369164251276214
2069,Peru,PER,2046,0.054071355975200415
2070,Peru,PER,2047,0.05186721456369016
2071,Peru,PER,2048,0.049752921821115986
2072,Peru,PER,2049,0.04772481519512634
2073,Peru,PER,2050,0.04577938143207273
2074,Cote d'Ivoire,CIV,2017,1.0144034489503022
2075,Cote d'Ivoire,CIV,2018,1.0358201327223142
2076,Cote d'Ivoire,CIV,2019,0.8314260649779798
2077,Cote d'Ivoire,CIV,2020,0.9530688111174989
2078,Cote d'Ivoire,CIV,2021,0.953068834466455
2079,Cote d'Ivoire,CIV,2022,0.87540250512694
2080,Cote d'Ivoire,CIV,2023,0.8040652660849311
2081,Cote d'Ivoire,CIV,2024,0.7385413547913903
2082,Cote d'Ivoire,CIV,2025,0.6783570385932957
2083,Cote d'Ivoire,CIV,2026,0.6230771896843151
2084,Cote d'Ivoire,CIV,2027,0.572302139165481
2085,Cote d'Ivoire,CIV,2028,0.5256647874709238
2086,Cote d'Ivoire,CIV,2029,0.48282795026728337
2087,Cote d'Ivoire,CIV,2030,0.44348192063787667
2088,Cote d'Ivoire,CIV,2031,0.4073422299263826
2089,Cote d'Ivoire,CIV,2032,0.3741475910511489
2090,Cote d'Ivoire,CIV,2033,0.343658009420424
2091,Cote d'Ivoire,CIV,2034,0.31565304779060627
2092,Cote d'Ivoire,CIV,2035,0.28993023252254574
2093,Cote d'Ivoire,CIV,2036,0.2663035897132846
2094,Cote d'Ivoire,CIV,2037,0.24460230061956906
2095,Cote d'Ivoire,CIV,2038,0.22466946665196058
2096,Cote d'Ivoire,CIV,2039,0.2063609750105434
2097,Cote d'Ivoire,CIV,2040,0.1895444567608786
2098,Cote d'Ivoire,CIV,2041,0.17409832981716108
2099,Cote d'Ivoire,CIV,2042,0.15991091991343864
2100,Cote d'Ivoire,CIV,2043,0.14687965320757154
2101,Cote d'Ivoire,CIV,2044,0.13491031468054016
2102,Cote d'Ivoire,CIV,2045,0.12391636696936295
2103,Cote d'Ivoire,CIV,2046,0.11381832470887299
2104,Cote d'Ivoire,CIV,2047,0.10454317985885773
2105,Cote d'Ivoire,CIV,2048,0.09602387386175895
2106,Cote d'Ivoire,CIV,2049,0.08819881281464334
2107,Cote d'Ivoire,CIV,2050,0.08101142215019991
2108,Croatia,HRV,2017,0.024918038426109738
2109,Croatia,HRV,2018,0.025648978587936487
2110,Croatia,HRV,2019,0.025329530906955586
2111,Croatia,HRV,2020,0.025262212274721682
2112,Croatia,HRV,2021,0.025262213614356842
2113,Croatia,HRV,2022,0.025598827482644308
2114,Croatia,HRV,2023,0.025939926662395522
2115,Croatia,HRV,2024,0.02628557091947512
2116,Croatia,HRV,2025,0.026635820816116103
2117,Croatia,HRV,2026,0.026990737721530458
2118,Croatia,HRV,2027,0.027350383822662878
2119,Croatia,HRV,2028,0.02771482213508614
2120,Croatia,HRV,2029,0.028084116514043033
2121,Croatia,HRV,2030,0.02845833166563439
2122,Croatia,HRV,2031,0.028837533158156466
2123,Croatia,HRV,2032,0.02922178743359022
2124,Croatia,HRV,2033,0.029611161819241973
2125,Croatia,HRV,2034,0.030005724539541295
2126,Croatia,HRV,2035,0.030405544727993887
2127,Croatia,HRV,2036,0.03081069243929582
2128,Croatia,HRV,2037,0.031221238661607593
2129,Croatia,HRV,2038,0.03163725532899244
2130,Croatia,HRV,2039,0.032058815334020614
2131,Croatia,HRV,2040,0.032485992540540826
2132,Croatia,HRV,2041,0.03291886179662288
2133,Croatia,HRV,2042,0.0333574989476713
2134,Croatia,HRV,2043,0.03380198084971626
2135,Croatia,HRV,2044,0.034252385382877774
2136,Croatia,HRV,2045,0.034708791465013523
2137,Croatia,HRV,2046,0.03517127906554505
2138,Croatia,HRV,2047,0.035639929219470755
2139,Croatia,HRV,2048,0.03611482404156339
2140,Croatia,HRV,2049,0.03659604674075888
2141,Croatia,HRV,2050,0.03708368163473476
2142,Namibia,NAM,2017,1.939994134532063
2143,Namibia,NAM,2018,1.8462782366944404
2144,Namibia,NAM,2019,1.884704235889743
2145,Namibia,NAM,2020,0.7955047562569486
2146,Namibia,NAM,2021,0.7955047624283461
2147,Namibia,NAM,2022,0.6856819746716646
2148,Namibia,NAM,2023,0.5910206859785847
2149,Namibia,NAM,2024,0.5094277874547624
2150,Namibia,NAM,2025,0.43909913271708534
2151,Namibia,NAM,2026,0.37847964540021994
2152,Namibia,NAM,2027,0.3262289339901083
2153,Namibia,NAM,2028,0.28119165367475485
2154,Namibia,NAM,2029,0.24237195986650498
2155,Namibia,NAM,2030,0.2089114885233334
2156,Namibia,NAM,2031,0.1800703763796497
2157,Namibia,NAM,2032,0.15521090141429505
2158,Namibia,NAM,2033,0.13378338182093408
2159,Namibia,NAM,2034,0.11531402168506
2160,Namibia,NAM,2035,0.09939443461655643
2161,Namibia,NAM,2036,0.08567261368896305
2162,Namibia,NAM,2037,0.07384514801672491
2163,Namibia,NAM,2038,0.06365051386677265
2164,Namibia,NAM,2039,0.05486329196045013
2165,Namibia,NAM,2040,0.04728918310129913
2166,Namibia,NAM,2041,0.04076071191645358
2167,Namibia,NAM,2042,0.03513352371465429
2168,Namibia,NAM,2043,0.030283192578633773
2169,Namibia,NAM,2044,0.026102470113810578
2170,Namibia,NAM,2045,0.02249891401883075
2171,Namibia,NAM,2046,0.01939284404194807
2172,Namibia,NAM,2047,0.016715580126247603
2173,Namibia,NAM,2048,0.014407923786352283
2174,Namibia,NAM,2049,0.01241884913748047
2175,Namibia,NAM,2050,0.0107043746334631
2176,China,CHN,2017,0.008909954711397418
2177,China,CHN,2018,0.008043239934635783
2178,China,CHN,2019,0.008035167307122738
2179,China,CHN,2020,0.008476833460909588
2180,China,CHN,2021,0.008476833461442184
2181,China,CHN,2022,0.007841892117566803
2182,China,CHN,2023,0.007254509866599852
2183,China,CHN,2024,0.006711124383706042
2184,China,CHN,2025,0.006208440173323981
2185,China,CHN,2026,0.005743408582819025
2186,China,CHN,2027,0.005313209313175673
2187,China,CHN,2028,0.004915233314597435
2188,China,CHN,2029,0.004547066963279176
2189,China,CHN,2030,0.004206477423389284
2190,China,CHN,2031,0.003891399105484731
2191,China,CHN,2032,0.0035999211392334506
2192,China,CHN,2033,0.003330275784468926
2193,China,CHN,2034,0.0030808277102930574
2194,China,CHN,2035,0.002850064077207691
2195,China,CHN,2036,0.0026365853621256345
2196,China,CHN,2037,0.0024390968706169912
2197,China,CHN,2038,0.0022564008849147643
2198,China,CHN,2039,0.002087389400059469
2199,China,CHN,2040,0.001931037404129195
2200,China,CHN,2041,0.0017863966618014752
2201,China,CHN,2042,0.0016525899635458088
2202,China,CHN,2043,0.0015288058055696473
2203,China,CHN,2044,0.0014142934682530974
2204,China,CHN,2045,0.0013083584632242224
2205,China,CHN,2046,0.0012103583214626804
2206,China,CHN,2047,0.0011196986968875472
2207,China,CHN,2048,0.0010358297617986242
2208,China,CHN,2049,0.0009582428723104534
2209,China,CHN,2050,0.000886467483555759
2210,Eritrea,ERI,2017,51.633027327205426
2211,Eritrea,ERI,2018,51.633027327205426
2212,Eritrea,ERI,2019,51.633027327205426
2213,Eritrea,ERI,2020,51.633027327205426
2214,Eritrea,ERI,2021,51.63302803897898
2215,Eritrea,ERI,2022,52.05927678856691
2216,Eritrea,ERI,2023,52.48904437103033
2217,Eritrea,ERI,2024,52.92235983556844
2218,Eritrea,ERI,2025,53.35925247119167
2219,Eritrea,ERI,2026,53.79975180870144
2220,Eritrea,ERI,2027,54.24388762268638
2221,Eritrea,ERI,2028,54.69168993353489
2222,Eritrea,ERI,2029,55.143189009463974
2223,Eritrea,ERI,2030,55.598415368565554
2224,Eritrea,ERI,2031,56.05739978086913
2225,Eritrea,ERI,2032,56.52017327042143
2226,Eritrea,ERI,2033,56.98676711738353
2227,Eritrea,ERI,2034,57.45721286014539
2228,Eritrea,ERI,2035,57.93154229745743
2229,Eritrea,ERI,2036,58.40978749057978
2230,Eritrea,ERI,2037,58.89198076544957
2231,Eritrea,ERI,2038,59.378154714865836
2232,Eritrea,ERI,2039,59.868342200692545
2233,Eritrea,ERI,2040,60.362576356080226
2234,Eritrea,ERI,2041,60.860890587704596
2235,Eritrea,ERI,2042,61.363318578025755
2236,Eritrea,ERI,2043,61.86989428756383
2237,Eritrea,ERI,2044,62.3806519571955
2238,Eritrea,ERI,2045,62.89562611046727
2239,Eritrea,ERI,2046,63.41485155593027
2240,Eritrea,ERI,2047,63.93836338949188
2241,Eritrea,ERI,2048,64.46619699678868
2242,Eritrea,ERI,2049,64.99838805557815
2243,Eritrea,ERI,2050,65.5349725381502
2244,Ukraine,UKR,2017,0.06736977157408998
2245,Ukraine,UKR,2018,0.07054458102958776
2246,Ukraine,UKR,2019,0.0597283595752825
2247,Ukraine,UKR,2020,0.05779366325235129
2248,Ukraine,UKR,2021,0.05779366290275949
2249,Ukraine,UKR,2022,0.05788968840173157
2250,Ukraine,UKR,2023,0.05798587344927687
2251,Ukraine,UKR,2024,0.05808221831048886
2252,Ukraine,UKR,2025,0.05817872325090169
2253,Ukraine,UKR,2026,0.05827538853649066
2254,Ukraine,UKR,2027,0.05837221443367295
2255,Ukraine,UKR,2028,0.05846920120930842
2256,Ukraine,UKR,2029,0.05856634913070023
2257,Ukraine,UKR,2030,0.05866365846559587
2258,Ukraine,UKR,2031,0.05876112948218753
2259,Ukraine,UKR,2032,0.05885876244911309
2260,Ukraine,UKR,2033,0.05895655763545675
2261,Ukraine,UKR,2034,0.059054515310749775
2262,Ukraine,UKR,2035,0.05915263574497128
2263,Ukraine,UKR,2036,0.059250919208548976
2264,Ukraine,UKR,2037,0.059349365972359916
2265,Ukraine,UKR,2038,0.05944797630773116
2266,Ukraine,UKR,2039,0.05954675048644063
2267,Ukraine,UKR,2040,0.059645688780717826
2268,Ukraine,UKR,2041,0.05974479146324441
2269,Ukraine,UKR,2042,0.05984405880715538
2270,Ukraine,UKR,2043,0.05994349108603939
2271,Ukraine,UKR,2044,0.060043088573939564
2272,Ukraine,UKR,2045,0.06014285154535463
2273,Ukraine,UKR,2046,0.06024278027523918
2274,Ukraine,UKR,2047,0.060342875039004686
2275,Ukraine,UKR,2048,0.06044313611252034
2276,Ukraine,UKR,2049,0.06054356377211356
2277,Ukraine,UKR,2050,0.06064415829457098
2278,Sweden,SWE,2017,0.01132629342514767
2279,Sweden,SWE,2018,0.012228273452040033
2280,Sweden,SWE,2019,0.012090697037436574
2281,Sweden,SWE,2020,0.011668131311091066
2282,Sweden,SWE,2021,0.011668130004805117
2283,Sweden,SWE,2022,0.011674536783952852
2284,Sweden,SWE,2023,0.01168094708095812
2285,Sweden,SWE,2024,0.0116873608977525
2286,Sweden,SWE,2025,0.011693778236268694
2287,Sweden,SWE,2026,0.011700199098440407
2288,Sweden,SWE,2027,0.011706623486202402
2289,Sweden,SWE,2028,0.01171305140149051
2290,Sweden,SWE,2029,0.01171948284624168
2291,Sweden,SWE,2030,0.011725917822393865
2292,Sweden,SWE,2031,0.01173235633188614
2293,Sweden,SWE,2032,0.01173879837665846
2294,Sweden,SWE,2033,0.011745243958652203
2295,Sweden,SWE,2034,0.011751693079809394
2296,Sweden,SWE,2035,0.011758145742073471
2297,Sweden,SWE,2036,0.011764601947388762
2298,Sweden,SWE,2037,0.011771061697700654
2299,Sweden,SWE,2038,0.011777524994955714
2300,Sweden,SWE,2039,0.011783991841101455
2301,Sweden,SWE,2040,0.01179046223808651
2302,Sweden,SWE,2041,0.011796936187860634
2303,Sweden,SWE,2042,0.011803413692374583
2304,Sweden,SWE,2043,0.01180989475358024
2305,Sweden,SWE,2044,0.011816379373430426
2306,Sweden,SWE,2045,0.01182286755387926
2307,Sweden,SWE,2046,0.011829359296881751
2308,Sweden,SWE,2047,0.011835854604394028
2309,Sweden,SWE,2048,0.011842353478373278
2310,Sweden,SWE,2049,0.011848855920777817
2311,Sweden,SWE,2050,0.011855361933567074
2312,Belgium,BEL,2017,0.02063867733094462
2313,Belgium,BEL,2018,0.01827858995476412
2314,Belgium,BEL,2019,0.020726396854616174
2315,Belgium,BEL,2020,0.022549386923941078
2316,Belgium,BEL,2021,0.022549386018755477
2317,Belgium,BEL,2022,0.022698474815181245
2318,Belgium,BEL,2023,0.022848549335528788
2319,Belgium,BEL,2024,0.02299961609706615
2320,Belgium,BEL,2025,0.02315168166015129
2321,Belgium,BEL,2026,0.023304752628517073
2322,Belgium,BEL,2027,0.02345883564955791
2323,Belgium,BEL,2028,0.02361393741461857
2324,Belgium,BEL,2029,0.023770064659284603
2325,Belgium,BEL,2030,0.02392722416367501
2326,Belgium,BEL,2031,0.02408542275273658
2327,Belgium,BEL,2032,0.024244667296540342
2328,Belgium,BEL,2033,0.02440496471057981
2329,Belgium,BEL,2034,0.024566321956071453
2330,Belgium,BEL,2035,0.02472874604025683
2331,Belgium,BEL,2036,0.024892244016707026
2332,Belgium,BEL,2037,0.02505682298562887
2333,Belgium,BEL,2038,0.02522249009417336
2334,Belgium,BEL,2039,0.02538925253674601
2335,Belgium,BEL,2040,0.025557117555319277
2336,Belgium,BEL,2041,0.025726092439746964
2337,Belgium,BEL,2042,0.02589618452808098
2338,Belgium,BEL,2043,0.0260674012068899
2339,Belgium,BEL,2044,0.026239749911579707
2340,Belgium,BEL,2045,0.026413238126716764
2341,Belgium,BEL,2046,0.02658787338635285
2342,Belgium,BEL,2047,0.026763663274352242
2343,Belgium,BEL,2048,0.026940615424721207
2344,Belgium,BEL,2049,0.027118737521939308
2345,Belgium,BEL,2050,0.027298037301293366
2346,Cabo Verde,CPV,2017,169.7907880986866
2347,Cabo Verde,CPV,2018,182.74562302139395
2348,Cabo Verde,CPV,2019,181.99198883913985
2349,Cabo Verde,CPV,2020,166.74266897955357
2350,Cabo Verde,CPV,2021,166.74259068089546
2351,Cabo Verde,CPV,2022,157.3726284435783
2352,Cabo Verde,CPV,2023,148.52920349928465
2353,Cabo Verde,CPV,2024,140.18272751948894
2354,Cabo Verde,CPV,2025,132.3052748673622
2355,Cabo Verde,CPV,2026,124.87048916418541
2356,Cabo Verde,CPV,2027,117.85349510618326
2357,Cabo Verde,CPV,2028,111.23081523674249
2358,Cabo Verde,CPV,2029,104.98029139554366
2359,Cabo Verde,CPV,2030,99.08101058179346
2360,Cabo Verde,CPV,2031,93.51323498351657
2361,Cabo Verde,CPV,2032,88.25833593878588
2362,Cabo Verde,CPV,2033,83.29873160795562
2363,Cabo Verde,CPV,2034,78.61782814834332
2364,Cabo Verde,CPV,2035,74.19996419455832
2365,Cabo Verde,CPV,2036,70.0303584587101
2366,Cabo Verde,CPV,2037,66.09506027517854
2367,Cabo Verde,CPV,2038,62.38090292448205
2368,Cabo Verde,CPV,2039,58.87545958007145
2369,Cabo Verde,CPV,2040,55.56700173065684
2370,Cabo Verde,CPV,2041,52.444459938958374
2371,Cabo Verde,CPV,2042,49.49738680558622
2372,Cabo Verde,CPV,2043,46.71592201413539
2373,Cabo Verde,CPV,2044,44.090759340541204
2374,Cabo Verde,CPV,2045,41.613115516318
2375,Cabo Verde,CPV,2046,39.27470084150229
2376,Cabo Verde,CPV,2047,37.0676914489766
2377,Cabo Verde,CPV,2048,34.98470312737791
2378,Cabo Verde,CPV,2049,33.01876661500468
2379,Cabo Verde,CPV,2050,31.163304282063812
2380,Mongolia,MNG,2017,52.956147345583176
2381,Mongolia,MNG,2018,66.17935844859544
2382,Mongolia,MNG,2019,57.10903874898933
2383,Mongolia,MNG,2020,54.6808962782175
2384,Mongolia,MNG,2021,54.68090663297129
2385,Mongolia,MNG,2022,48.57681486337442
2386,Mongolia,MNG,2023,43.15412979724984
2387,Mongolia,MNG,2024,38.33678522965483
2388,Mongolia,MNG,2025,34.05720631257737
2389,Mongolia,MNG,2026,30.255361655109372
2390,Mongolia,MNG,2027,26.877921238754304
2391,Mongolia,MNG,2028,23.877508335607093
2392,Mongolia,MNG,2029,21.212034935757117
