iso_code3,Nation,Year,frac_trns_fuelmix_road_heavy_regional_diesel
CZE,Czechia,2046,0.2897464539470789
CZE,Czechia,2047,0.2891020933070884
CZE,Czechia,2048,0.28848077360325414
CZE,Czechia,2049,0.28788128070225416
CZE,Czechia,2050,0.2873024843026584
DEU,Germany,2021,0.5886052730660437
DEU,Germany,2022,0.5886052730660437
DEU,Germany,2023,0.5886052730660437
DEU,Germany,2024,0.5886052730660437
DEU,Germany,2025,0.5886052730660437
DEU,Germany,2026,0.5886052730660437
DEU,Germany,2027,0.5886052730660437
DEU,Germany,2028,0.5886052730660437
DEU,Germany,2029,0.5886052730660437
DEU,Germany,2030,0.5886052730660437
DEU,Germany,2031,0.5886052730660437
DEU,Germany,2032,0.5886052730660437
DEU,Germany,2033,0.5886052730660437
DEU,Germany,2034,0.5886052730660437
DEU,Germany,2035,0.5886052730660437
DEU,Germany,2036,0.5886052730660437
DEU,Germany,2037,0.5886052730660437
DEU,Germany,2038,0.5886052730660437
DEU,Germany,2039,0.5886052730660437
DEU,Germany,2040,0.5886052730660437
DEU,Germany,2041,0.5886052730660437
DEU,Germany,2042,0.5886052730660437
DEU,Germany,2043,0.5886052730660437
DEU,Germany,2044,0.5886052730660437
DEU,Germany,2045,0.5886052730660437
DEU,Germany,2046,0.5886052730660437
DEU,Germany,2047,0.5886052730660437
DEU,Germany,2048,0.5886052730660437
DEU,Germany,2049,0.5886052730660437
DEU,Germany,2050,0.5886052730660437
DJI,Djibouti,2021,0.34244648963750485
DJI,Djibouti,2022,0.3418244477528431
DJI,Djibouti,2023,0.3412273974146689
DJI,Djibouti,2024,0.34065386216830384
DJI,Djibouti,2025,0.34010247961464646
DJI,Djibouti,2026,0.33872505404387687
DJI,Djibouti,2027,0.3374182366296979
DJI,Djibouti,2028,0.33617673388395314
DJI,Djibouti,2029,0.3349957685543076
DJI,Djibouti,2030,0.333871018191075
DJI,Djibouti,2031,0.3321844514916806
DJI,Djibouti,2032,0.3305915307584982
DJI,Djibouti,2033,0.32908466718987817
DJI,Djibouti,2034,0.32765707038390934
DJI,Djibouti,2035,0.32630264603210163
DJI,Djibouti,2036,0.32449963998401765
DJI,Djibouti,2037,0.3228016141730431
DJI,Djibouti,2038,0.3211996592435173
DJI,Djibouti,2039,0.319685846251722
DJI,Djibouti,2040,0.3182530954173257
DJI,Djibouti,2041,0.31648469581412586
DJI,Djibouti,2042,0.3148206592454754
DJI,Djibouti,2043,0.31325201194783975
DJI,Djibouti,2044,0.3117707803156062
DJI,Djibouti,2045,0.31036985533933803
DJI,Djibouti,2046,0.30871726631399415
DJI,Djibouti,2047,0.3071613409471168
DJI,Djibouti,2048,0.3056938391173244
DJI,Djibouti,2049,0.3043074314010282
DJI,Djibouti,2050,0.30299557664233195
DNK,Denmark,2021,0.6477548193466466
DNK,Denmark,2022,0.6477548193466466
DNK,Denmark,2023,0.6477548193466466
DNK,Denmark,2024,0.6477548193466466
DNK,Denmark,2025,0.6477548193466466
DNK,Denmark,2026,0.6477548193466466
DNK,Denmark,2027,0.6477548193466466
DNK,Denmark,2028,0.6477548193466466
DNK,Denmark,2029,0.6477548193466466
DNK,Denmark,2030,0.6477548193466466
DNK,Denmark,2031,0.6477548193466466
DNK,Denmark,2032,0.6477548193466466
DNK,Denmark,2033,0.6477548193466466
DNK,Denmark,2034,0.6477548193466466
DNK,Denmark,2035,0.6477548193466466
DNK,Denmark,2036,0.6477548193466466
DNK,Denmark,2037,0.6477548193466466
DNK,Denmark,2038,0.6477548193466466
DNK,Denmark,2039,0.6477548193466466
DNK,Denmark,2040,0.6477548193466466
DNK,Denmark,2041,0.6477548193466466
DNK,Denmark,2042,0.6477548193466466
DNK,Denmark,2043,0.6477548193466466
DNK,Denmark,2044,0.6477548193466466
DNK,Denmark,2045,0.6477548193466466
DNK,Denmark,2046,0.6477548193466466
DNK,Denmark,2047,0.6477548193466466
DNK,Denmark,2048,0.6477548193466466
DNK,Denmark,2049,0.6477548193466466
DNK,Denmark,2050,0.6477548193466466
DOM,Dominican Republic,2021,0.33940511038155297
DOM,Dominican Republic,2022,0.3335688852356717
DOM,Dominican Republic,2023,0.32805364436749596
DOM,Dominican Republic,2024,0.3228336159501307
DOM,Dominican Republic,2025,0.3178857152022796
DOM,Dominican Republic,2026,0.3129528468747726
DOM,Dominican Republic,2027,0.30824435274501977
DOM,Dominican Republic,2028,0.3037452645590489
DOM,Dominican Republic,2029,0.29944191649920293
DOM,Dominican Republic,2030,0.2953218065386311
DOM,Dominican Republic,2031,0.29106499261961105
DOM,Dominican Republic,2032,0.2869901269150963
DOM,Dominican Republic,2033,0.28308578804740164
DOM,Dominican Republic,2034,0.2793414909806485
DOM,Dominican Republic,2035,0.27574759299447305
DOM,Dominican Republic,2036,0.27207353470901585
DOM,Dominican Republic,2037,0.2685540163764897
DOM,Dominican Republic,2038,0.2651794883405925
DOM,Dominican Republic,2039,0.2619411718817166
DOM,Dominican Republic,2040,0.25883098295956297
DOM,Dominican Republic,2041,0.25904725119139865
DOM,Dominican Republic,2042,0.2592530280791964
DOM,Dominican Republic,2043,0.25944905895969
DOM,Dominican Republic,2044,0.2596360202015524
DOM,Dominican Republic,2045,0.25981452700228497
DOM,Dominican Republic,2046,0.25978670001061316
DOM,Dominican Republic,2047,0.2597601245706881
DOM,Dominican Republic,2048,0.25973471810450893
DOM,Dominican Republic,2049,0.25971040514245297
DOM,Dominican Republic,2050,0.2596871165745206
DZA,Algeria,2021,0.4487042474928847
DZA,Algeria,2022,0.4458505272240438
DZA,Algeria,2023,0.4430181937977828
DZA,Algeria,2024,0.44020700769019877
DZA,Algeria,2025,0.4374167329408408
DZA,Algeria,2026,0.43145992303889535
DZA,Algeria,2027,0.4257211047423579
DZA,Algeria,2028,0.42018852684891295
DZA,Algeria,2029,0.41485126787148485
DZA,Algeria,2030,0.4096991640789807
DZA,Algeria,2031,0.4049400091222481
DZA,Algeria,2032,0.40030343179574385
DZA,Algeria,2033,0.39578475661434365
DZA,Algeria,2034,0.39137954289066185
DZA,Algeria,2035,0.38708357017869643
DZA,Algeria,2036,0.38285908426560106
DZA,Algeria,2037,0.3787211790311355
DZA,Algeria,2038,0.3746672197727748
DZA,Algeria,2039,0.37069467761532393
DZA,Algeria,2040,0.36680112425032263
DZA,Algeria,2041,0.36253429154161193
DZA,Algeria,2042,0.35836870992220354
DZA,Algeria,2043,0.35430081764958044
DZA,Algeria,2044,0.35032721810182554
DZA,Algeria,2045,0.34644467031861587
DZA,Algeria,2046,0.3421697241077897
DZA,Algeria,2047,0.3380185277736185
DZA,Algeria,2048,0.3339857845682845
DZA,Algeria,2049,0.330066495774057
DZA,Algeria,2050,0.32625594003262803
ECU,Ecuador,2021,0.49384517305962883
ECU,Ecuador,2022,0.49317997372678474
ECU,Ecuador,2023,0.4925256493093198
ECU,Ecuador,2024,0.4918819352889746
ECU,Ecuador,2025,0.49124857565724606
ECU,Ecuador,2026,0.4861605791387522
ECU,Ecuador,2027,0.48132836053898415
ECU,Ecuador,2028,0.4767331055039887
ECU,Ecuador,2029,0.4723578007649263
ECU,Ecuador,2030,0.4681870236546373
ECU,Ecuador,2031,0.46354368905707194
ECU,Ecuador,2032,0.45912431479435184
ECU,Ecuador,2033,0.45491307912783424
ECU,Ecuador,2034,0.45089561633990377
ECU,Ecuador,2035,0.44705885300986103
ECU,Ecuador,2036,0.44260062559870555
ECU,Ecuador,2037,0.43835968732158637
ECU,Ecuador,2038,0.4343205304410426
ECU,Ecuador,2039,0.4304690886273426
ECU,Ecuador,2040,0.4267925732922588
ECU,Ecuador,2041,0.4226190542128768
ECU,Ecuador,2042,0.418647750690094
ECU,Ecuador,2043,0.41486431370608046
ECU,Ecuador,2044,0.4112557204635701
ECU,Ecuador,2045,0.407810124624932
ECU,Ecuador,2046,0.40399776148505695
ECU,Ecuador,2047,0.40036691484143994
ECU,Ecuador,2048,0.3969049224290097
ECU,Ecuador,2049,0.3936002729487728
ECU,Ecuador,2050,0.390442478198872
EGY,"Egypt, Arab Rep.",2021,0.5565855239496962
EGY,"Egypt, Arab Rep.",2022,0.5495103302871459
EGY,"Egypt, Arab Rep.",2023,0.5428513043135125
EGY,"Egypt, Arab Rep.",2024,0.5365727761922842
EGY,"Egypt, Arab Rep.",2025,0.5306430392206777
EGY,"Egypt, Arab Rep.",2026,0.5230642565682874
EGY,"Egypt, Arab Rep.",2027,0.5159656550186746
EGY,"Egypt, Arab Rep.",2028,0.5093030004695361
EGY,"Egypt, Arab Rep.",2029,0.503037330062035
EGY,"Egypt, Arab Rep.",2030,0.49713418969889567
EGY,"Egypt, Arab Rep.",2031,0.4901414423458934
EGY,"Egypt, Arab Rep.",2032,0.4835918566826921
EGY,"Egypt, Arab Rep.",2033,0.4774445989106507
EGY,"Egypt, Arab Rep.",2034,0.471663702416863
EGY,"Egypt, Arab Rep.",2035,0.4662173635779099
EGY,"Egypt, Arab Rep.",2036,0.45996641186487713
EGY,"Egypt, Arab Rep.",2037,0.4541051945221783
EGY,"Egypt, Arab Rep.",2038,0.44859836471138564
EGY,"Egypt, Arab Rep.",2039,0.4434147245261685
EGY,"Egypt, Arab Rep.",2040,0.4385266336058399
EGY,"Egypt, Arab Rep.",2041,0.43318082342471387
EGY,"Egypt, Arab Rep.",2042,0.42815070560227864
EGY,"Egypt, Arab Rep.",2043,0.42340911774171747
EGY,"Egypt, Arab Rep.",2044,0.4189319266636558
EGY,"Egypt, Arab Rep.",2045,0.41469761757805607
EGY,"Egypt, Arab Rep.",2046,0.41016792405588304
EGY,"Egypt, Arab Rep.",2047,0.4058872476167785
EGY,"Egypt, Arab Rep.",2048,0.4018356032535986
EGY,"Egypt, Arab Rep.",2049,0.39799508878387646
EGY,"Egypt, Arab Rep.",2050,0.3943496204016537
ESP,Spain,2021,0.8105695359046724
ESP,Spain,2022,0.8105695359046724
ESP,Spain,2023,0.8105695359046724
ESP,Spain,2024,0.8105695359046724
ESP,Spain,2025,0.8105695359046724
ESP,Spain,2026,0.8105695359046724
ESP,Spain,2027,0.8105695359046724
ESP,Spain,2028,0.8105695359046724
ESP,Spain,2029,0.8105695359046724
ESP,Spain,2030,0.8105695359046724
ESP,Spain,2031,0.8105695359046724
ESP,Spain,2032,0.8105695359046724
ESP,Spain,2033,0.8105695359046724
ESP,Spain,2034,0.8105695359046724
ESP,Spain,2035,0.8105695359046724
ESP,Spain,2036,0.8105695359046724
ESP,Spain,2037,0.8105695359046724
ESP,Spain,2038,0.8105695359046724
ESP,Spain,2039,0.8105695359046724
ESP,Spain,2040,0.8105695359046724
ESP,Spain,2041,0.8105695359046724
ESP,Spain,2042,0.8105695359046724
ESP,Spain,2043,0.8105695359046724
ESP,Spain,2044,0.8105695359046724
ESP,Spain,2045,0.8105695359046724
ESP,Spain,2046,0.8105695359046724
ESP,Spain,2047,0.8105695359046724
ESP,Spain,2048,0.8105695359046724
ESP,Spain,2049,0.8105695359046724
ESP,Spain,2050,0.8105695359046724
EST,Estonia,2021,0.6842909535452323
EST,Estonia,2022,0.6842909535452323
EST,Estonia,2023,0.6842909535452323
EST,Estonia,2024,0.6842909535452323
EST,Estonia,2025,0.6842909535452323
EST,Estonia,2026,0.6842909535452323
EST,Estonia,2027,0.6842909535452323
EST,Estonia,2028,0.6842909535452323
EST,Estonia,2029,0.6842909535452323
EST,Estonia,2030,0.6842909535452323
EST,Estonia,2031,0.6842909535452323
EST,Estonia,2032,0.6842909535452323
EST,Estonia,2033,0.6842909535452323
EST,Estonia,2034,0.6842909535452323
EST,Estonia,2035,0.6842909535452323
EST,Estonia,2036,0.6842909535452323
EST,Estonia,2037,0.6842909535452323
EST,Estonia,2038,0.6842909535452323
EST,Estonia,2039,0.6842909535452323
EST,Estonia,2040,0.6842909535452323
EST,Estonia,2041,0.6842909535452323
EST,Estonia,2042,0.6842909535452323
EST,Estonia,2043,0.6842909535452323
EST,Estonia,2044,0.6842909535452323
EST,Estonia,2045,0.6842909535452323
EST,Estonia,2046,0.6842909535452323
EST,Estonia,2047,0.6842909535452323
EST,Estonia,2048,0.6842909535452323
EST,Estonia,2049,0.6842909535452323
EST,Estonia,2050,0.6842909535452323
ETH,Ethiopia,2021,0.8517588353198964
ETH,Ethiopia,2022,0.8463572990829255
ETH,Ethiopia,2023,0.8411946406030824
ETH,Ethiopia,2024,0.8362553564824192
ETH,Ethiopia,2025,0.8315252564950123
ETH,Ethiopia,2026,0.8253544922019757
ETH,Ethiopia,2027,0.8194477972144892
ETH,Ethiopia,2028,0.8137885759060538
ETH,Ethiopia,2029,0.8083615947352966
ETH,Ethiopia,2030,0.8031528453143081
ETH,Ethiopia,2031,0.7960084209420729
ETH,Ethiopia,2032,0.7891668918654081
ETH,Ethiopia,2033,0.7826093955905995
ETH,Ethiopia,2034,0.7763186039640345
ETH,Ethiopia,2035,0.7702785702709557
ETH,Ethiopia,2036,0.7616881980114945
ETH,Ethiopia,2037,0.7534878795698114
ETH,Ethiopia,2038,0.7456516385540808
ETH,Ethiopia,2039,0.7381557550780622
ETH,Ethiopia,2040,0.7309785259477051
ETH,Ethiopia,2041,0.7212211593630302
ETH,Ethiopia,2042,0.7119465309172884
ETH,Ethiopia,2043,0.7031196807737282
ETH,Ethiopia,2044,0.694708945242855
ETH,Ethiopia,2045,0.6866855772613722
ETH,Ethiopia,2046,0.6762458134862083
ETH,Ethiopia,2047,0.6663629050966928
ETH,Ethiopia,2048,0.6569934556035789
ETH,Ethiopia,2049,0.6480984636082197
ETH,Ethiopia,2050,0.6396427801374472
FIN,Finland,2021,0.6472048147918348
FIN,Finland,2022,0.6472048147918348
FIN,Finland,2023,0.6472048147918348
FIN,Finland,2024,0.6472048147918348
FIN,Finland,2025,0.6472048147918348
FIN,Finland,2026,0.6472048147918348
FIN,Finland,2027,0.6472048147918348
FIN,Finland,2028,0.6472048147918348
FIN,Finland,2029,0.6472048147918348
FIN,Finland,2030,0.6472048147918348
FIN,Finland,2031,0.6472048147918348
FIN,Finland,2032,0.6472048147918348
FIN,Finland,2033,0.6472048147918348
FIN,Finland,2034,0.6472048147918348
FIN,Finland,2035,0.6472048147918348
FIN,Finland,2036,0.6472048147918348
FIN,Finland,2037,0.6472048147918348
FIN,Finland,2038,0.6472048147918348
FIN,Finland,2039,0.6472048147918348
FIN,Finland,2040,0.6472048147918348
FIN,Finland,2041,0.6472048147918348
FIN,Finland,2042,0.6472048147918348
FIN,Finland,2043,0.6472048147918348
FIN,Finland,2044,0.6472048147918348
FIN,Finland,2045,0.6472048147918348
FIN,Finland,2046,0.6472048147918348
FIN,Finland,2047,0.6472048147918348
FIN,Finland,2048,0.6472048147918348
FIN,Finland,2049,0.6472048147918348
FIN,Finland,2050,0.6472048147918348
FJI,Fiji,2021,0.44551424451315313
FJI,Fiji,2022,0.4421099464948705
FJI,Fiji,2023,0.43875934895987295
FJI,Fiji,2024,0.4354611912185806
FJI,Fiji,2025,0.43221425173680383
FJI,Fiji,2026,0.42835998265851477
FJI,Fiji,2027,0.42457893522913015
FJI,Fiji,2028,0.42086904253448054
FJI,Fiji,2029,0.4172283147288733
FJI,Fiji,2030,0.41365483547622695
FJI,Fiji,2031,0.40961915803152404
FJI,Fiji,2032,0.40567008509427505
FJI,Fiji,2033,0.4018048584965315
FJI,Fiji,2034,0.398020835962358
FJI,Fiji,2035,0.39431548508420433
FJI,Fiji,2036,0.3901551651519342
FJI,Fiji,2037,0.38609698301604567
FJI,Fiji,2038,0.3821372229915702
FJI,Fiji,2039,0.3782723474653927
FJI,Fiji,2040,0.37449898635507084
FJI,Fiji,2041,0.37039349703541835
FJI,Fiji,2042,0.3664001799542707
FJI,Fiji,2043,0.36251449982999856
FJI,Fiji,2044,0.3587321626201929
FJI,Fiji,2045,0.35504909969226556
FJI,Fiji,2046,0.3511455882854072
FJI,Fiji,2047,0.3473595199085836
FJI,Fiji,2048,0.34368567293591784
FJI,Fiji,2049,0.3401191307654142
FJI,Fiji,2050,0.3366552598668913
FRA,France,2021,0.7761269803347718
FRA,France,2022,0.7761269803347718
FRA,France,2023,0.7761269803347718
FRA,France,2024,0.7761269803347718
FRA,France,2025,0.7761269803347718
FRA,France,2026,0.7761269803347718
FRA,France,2027,0.7761269803347718
FRA,France,2028,0.7761269803347718
FRA,France,2029,0.7761269803347718
FRA,France,2030,0.7761269803347718
FRA,France,2031,0.7761269803347718
FRA,France,2032,0.7761269803347718
FRA,France,2033,0.7761269803347718
FRA,France,2034,0.7761269803347718
FRA,France,2035,0.7761269803347718
FRA,France,2036,0.7761269803347718
FRA,France,2037,0.7761269803347718
FRA,France,2038,0.7761269803347718
FRA,France,2039,0.7761269803347718
FRA,France,2040,0.7761269803347718
FRA,France,2041,0.7761269803347718
FRA,France,2042,0.7761269803347718
FRA,France,2043,0.7761269803347718
FRA,France,2044,0.7761269803347718
FRA,France,2045,0.7761269803347718
FRA,France,2046,0.7761269803347718
FRA,France,2047,0.7761269803347718
FRA,France,2048,0.7761269803347718
FRA,France,2049,0.7761269803347718
FRA,France,2050,0.7761269803347718
GAB,Gabon,2021,0.33540163029828085
GAB,Gabon,2022,0.33272704280846277
GAB,Gabon,2023,0.3301650126318991
GAB,Gabon,2024,0.32770858090567584
GAB,Gabon,2025,0.32535135082659755
GAB,Gabon,2026,0.3229809325733863
GAB,Gabon,2027,0.3206981917413898
GAB,Gabon,2028,0.3184983521218371
GAB,Gabon,2029,0.31637697822960953
GAB,Gabon,2030,0.314329945452567
GAB,Gabon,2031,0.3121294700799706
GAB,Gabon,2032,0.31001075829705865
GAB,Gabon,2033,0.3079693360614772
GAB,Gabon,2034,0.30600104990533405
GAB,Gabon,2035,0.30410203872818586
GAB,Gabon,2036,0.30205137664213705
GAB,Gabon,2037,0.3000808961329833
GAB,Gabon,2038,0.29818598468624335
GAB,Gabon,2039,0.2963623769163138
GAB,Gabon,2040,0.2946061225142104
GAB,Gabon,2041,0.29369612927432454
GAB,Gabon,2042,0.2928248152679677
GAB,Gabon,2043,0.2919897657256162
GAB,Gabon,2044,0.2911887627875059
GAB,Gabon,2045,0.2904197658336337
GAB,Gabon,2046,0.28972888552657405
GAB,Gabon,2047,0.28906725621208235
GAB,Gabon,2048,0.28843305872603076
GAB,Gabon,2049,0.2878246216894426
GAB,Gabon,2050,0.28724040680001156
GBR,United Kingdom,2021,0.6785392834330178
GBR,United Kingdom,2022,0.6785392834330178
GBR,United Kingdom,2023,0.6785392834330178
GBR,United Kingdom,2024,0.6785392834330178
GBR,United Kingdom,2025,0.6785392834330178
GBR,United Kingdom,2026,0.6785392834330178
GBR,United Kingdom,2027,0.6785392834330178
GBR,United Kingdom,2028,0.6785392834330178
GBR,United Kingdom,2029,0.6785392834330178
GBR,United Kingdom,2030,0.6785392834330178
GBR,United Kingdom,2031,0.6785392834330178
GBR,United Kingdom,2032,0.6785392834330178
GBR,United Kingdom,2033,0.6785392834330178
GBR,United Kingdom,2034,0.6785392834330178
GBR,United Kingdom,2035,0.6785392834330178
GBR,United Kingdom,2036,0.6785392834330178
GBR,United Kingdom,2037,0.6785392834330178
GBR,United Kingdom,2038,0.6785392834330178
GBR,United Kingdom,2039,0.6785392834330178
GBR,United Kingdom,2040,0.6785392834330178
GBR,United Kingdom,2041,0.6785392834330178
GBR,United Kingdom,2042,0.6785392834330178
GBR,United Kingdom,2043,0.6785392834330178
GBR,United Kingdom,2044,0.6785392834330178
GBR,United Kingdom,2045,0.6785392834330178
GBR,United Kingdom,2046,0.6785392834330178
GBR,United Kingdom,2047,0.6785392834330178
GBR,United Kingdom,2048,0.6785392834330178
GBR,United Kingdom,2049,0.6785392834330178
GBR,United Kingdom,2050,0.6785392834330178
GEO,Georgia,2021,0.39330457999589236
GEO,Georgia,2022,0.39330457999589236
GEO,Georgia,2023,0.39330457999589236
GEO,Georgia,2024,0.39330457999589236
GEO,Georgia,2025,0.39330457999589236
GEO,Georgia,2026,0.39330457999589236
GEO,Georgia,2027,0.39330457999589236
GEO,Georgia,2028,0.39330457999589236
GEO,Georgia,2029,0.39330457999589236
GEO,Georgia,2030,0.39330457999589236
GEO,Georgia,2031,0.39330457999589236
GEO,Georgia,2032,0.39330457999589236
GEO,Georgia,2033,0.39330457999589236
GEO,Georgia,2034,0.39330457999589236
GEO,Georgia,2035,0.39330457999589236
GEO,Georgia,2036,0.39330457999589236
GEO,Georgia,2037,0.39330457999589236
GEO,Georgia,2038,0.39330457999589236
GEO,Georgia,2039,0.39330457999589236
GEO,Georgia,2040,0.39330457999589236
GEO,Georgia,2041,0.39330457999589236
GEO,Georgia,2042,0.39330457999589236
GEO,Georgia,2043,0.39330457999589236
GEO,Georgia,2044,0.39330457999589236
GEO,Georgia,2045,0.39330457999589236
GEO,Georgia,2046,0.39330457999589236
GEO,Georgia,2047,0.39330457999589236
GEO,Georgia,2048,0.39330457999589236
GEO,Georgia,2049,0.39330457999589236
GEO,Georgia,2050,0.39330457999589236
GHA,Ghana,2021,0.7093786559330253
GHA,Ghana,2022,0.7024962632642081
GHA,Ghana,2023,0.6958402058183332
GHA,Ghana,2024,0.6893994992786846
GHA,Ghana,2025,0.6831638587892135
GHA,Ghana,2026,0.6720199657646742
GHA,Ghana,2027,0.6614109962313393
GHA,Ghana,2028,0.6512993372395801
GHA,Ghana,2029,0.6416508214029916
GHA,Ghana,2030,0.6324343411898264
GHA,Ghana,2031,0.6212513765242639
GHA,Ghana,2032,0.610616669351762
GHA,Ghana,2033,0.6004908659373206
GHA,Ghana,2034,0.5908382909316653
GHA,Ghana,2035,0.581626527412154
GHA,Ghana,2036,0.5703297584386349
GHA,Ghana,2037,0.5596204566257783
GHA,Ghana,2038,0.5494539581210159
GHA,Ghana,2039,0.5397900147609876
GHA,Ghana,2040,0.5305922615377096
GHA,Ghana,2041,0.5195483761786336
GHA,Ghana,2042,0.5091117879325021
GHA,Ghana,2043,0.4992337448256059
GHA,Ghana,2044,0.4898705771036563
GHA,Ghana,2045,0.4809830517987323
GHA,Ghana,2046,0.47059022421635377
GHA,Ghana,2047,0.46079777950327994
GHA,Ghana,2048,0.4515551529514762
GHA,Ghana,2049,0.4428173029318304
GHA,Ghana,2050,0.43454397684564366
GIN,Guinea,2021,0.780622386931855
GIN,Guinea,2022,0.7768444450918084
GIN,Guinea,2023,0.7731785719416906
GIN,Guinea,2024,0.7696198537611275
GIN,Guinea,2025,0.7661636599519636
GIN,Guinea,2026,0.757039436199933
GIN,Guinea,2027,0.7483379051607215
GIN,Guinea,2028,0.7400303590327604
GIN,Guinea,2029,0.7320906321082696
GIN,Guinea,2030,0.7244948254874466
GIN,Guinea,2031,0.7150410806103017
GIN,Guinea,2032,0.7060340856833107
GIN,Guinea,2033,0.6974429039937418
GIN,Guinea,2034,0.6892393908054476
GIN,Guinea,2035,0.6813978853453738
GIN,Guinea,2036,0.671479675664531
GIN,Guinea,2037,0.6620559451354251
GIN,Guinea,2038,0.6530906142461729
GIN,Guinea,2039,0.6445510301822065
GIN,Guinea,2040,0.6364075694431196
GIN,Guinea,2041,0.6264725361380635
GIN,Guinea,2042,0.6170546099697505
GIN,Guinea,2043,0.6081144426997942
GIN,Guinea,2044,0.5996165795037941
GIN,Guinea,2045,0.5915289890409656
GIN,Guinea,2046,0.581951650588211
GIN,Guinea,2047,0.5728875938928267
GIN,Guinea,2048,0.5642966330615589
GIN,Guinea,2049,0.5561426704901749
GIN,Guinea,2050,0.5483931898587217
GMB,"Gambia, The",2021,0.5814897571327887
GMB,"Gambia, The",2022,0.5755041951670903
GMB,"Gambia, The",2023,0.5697181201530229
GMB,"Gambia, The",2024,0.5641217227940152
GMB,"Gambia, The",2025,0.558705826553784
GMB,"Gambia, The",2026,0.5500895781456391
GMB,"Gambia, The",2027,0.5418436804830454
GMB,"Gambia, The",2028,0.5339447578580249
GMB,"Gambia, The",2029,0.5263713612560521
GMB,"Gambia, The",2030,0.519103773859245
GMB,"Gambia, The",2031,0.5100136279304281
GMB,"Gambia, The",2032,0.5013361001196597
GMB,"Gambia, The",2033,0.4930437196795045
GMB,"Gambia, The",2034,0.4851114014690844
GMB,"Gambia, The",2035,0.47751619249412347
GMB,"Gambia, The",2036,0.46819247481925436
GMB,"Gambia, The",2037,0.45933189444257594
GMB,"Gambia, The",2038,0.45090077950700763
GMB,"Gambia, The",2039,0.442868645020495
GMB,"Gambia, The",2040,0.43520782454555607
GMB,"Gambia, The",2041,0.42610158364234196
GMB,"Gambia, The",2042,0.4174798954543607
GMB,"Gambia, The",2043,0.4093050869484528
GMB,"Gambia, The",2044,0.401543291777586
GMB,"Gambia, The",2045,0.39416398131742314
GMB,"Gambia, The",2046,0.38569764785578414
GMB,"Gambia, The",2047,0.3777115241749881
GMB,"Gambia, The",2048,0.3701658808085828
GMB,"Gambia, The",2049,0.3630252532845081
GMB,"Gambia, The",2050,0.35625788476946574
GNB,Guinea-Bissau,2021,0.6091258327101922
GNB,Guinea-Bissau,2022,0.6086847573416583
GNB,Guinea-Bissau,2023,0.6082514567695798
GNB,Guinea-Bissau,2024,0.6078257272214265
GNB,Guinea-Bissau,2025,0.6074073719839939
GNB,Guinea-Bissau,2026,0.6046087382494696
GNB,Guinea-Bissau,2027,0.6018821606771451
GNB,Guinea-Bissau,2028,0.5992248918014396
GNB,Guinea-Bissau,2029,0.5966343220830791
GNB,Guinea-Bissau,2030,0.594107971361276
GNB,Guinea-Bissau,2031,0.5901129434071087
GNB,Guinea-Bissau,2032,0.586236716948362
GNB,Guinea-Bissau,2033,0.5824740703633157
GNB,Guinea-Bissau,2034,0.5788200836161455
GNB,Guinea-Bissau,2035,0.5752701167934173
GNB,Guinea-Bissau,2036,0.5700820235897701
GNB,Guinea-Bissau,2037,0.565073737292367
GNB,Guinea-Bissau,2038,0.5602360696071517
GNB,Guinea-Bissau,2039,0.5555604477950187
GNB,Guinea-Bissau,2040,0.5510388639732767
GNB,Guinea-Bissau,2041,0.5448189851483318
GNB,Guinea-Bissau,2042,0.5388478256599311
GNB,Guinea-Bissau,2043,0.5331107593299007
GNB,Guinea-Bissau,2044,0.5275942847410303
GNB,Guinea-Bissau,2045,0.5222859191580473
GNB,Guinea-Bissau,2046,0.5153758611315142
GNB,Guinea-Bissau,2047,0.5087786851168583
GNB,Guinea-Bissau,2048,0.5024736109895267
GNB,Guinea-Bissau,2049,0.49644165892433045
GNB,Guinea-Bissau,2050,0.4906654585660002
GNQ,Equatorial Guinea,2021,0.3050237523001107
GNQ,Equatorial Guinea,2022,0.3054298945900945
GNQ,Equatorial Guinea,2023,0.30584924328927543
GNQ,Equatorial Guinea,2024,0.30628245318682296
GNQ,Equatorial Guinea,2025,0.3067302230862819
GNQ,Equatorial Guinea,2026,0.3048593782490319
GNQ,Equatorial Guinea,2027,0.30307272615673825
GNQ,Equatorial Guinea,2028,0.3013647085479128
GNQ,Equatorial Guinea,2029,0.2997302458887361
GNQ,Equatorial Guinea,2030,0.2981646869190099
GNQ,Equatorial Guinea,2031,0.2962674889006842
GNQ,Equatorial Guinea,2032,0.2944511564738924
GNQ,Equatorial Guinea,2033,0.2927106273399914
GNQ,Equatorial Guinea,2034,0.29104125310590934
GNQ,Equatorial Guinea,2035,0.2894387578291315
GNQ,Equatorial Guinea,2036,0.2875316561433565
GNQ,Equatorial Guinea,2037,0.2857043931318934
GNQ,Equatorial Guinea,2038,0.283952058051221
GNQ,Equatorial Guinea,2039,0.28227013480202656
GNQ,Equatorial Guinea,2040,0.28065446306629055
GNQ,Equatorial Guinea,2041,0.2787983089646335
GNQ,Equatorial Guinea,2042,0.2770179671766841
GNQ,Equatorial Guinea,2043,0.27530888596744546
GNQ,Equatorial Guinea,2044,0.27366687083127955
GNQ,Equatorial Guinea,2045,0.27208805012117515
GNQ,Equatorial Guinea,2046,0.27032574416126487
