,Nation,iso_code3,Year,nemomod_entc_capital_cost_pp_gas_mm_usd_per_gw
76,Albania,ALB,2037,679.3333333333334
77,Albania,ALB,2038,679.3333333333334
78,Albania,ALB,2039,679.3333333333334
79,Albania,ALB,2040,679.3333333333334
80,Albania,ALB,2041,679.3333333333334
81,Albania,ALB,2042,679.3333333333334
82,Albania,ALB,2043,679.3333333333334
83,Albania,ALB,2044,679.3333333333334
84,Albania,ALB,2045,679.3333333333334
85,Albania,ALB,2046,679.3333333333334
86,Albania,ALB,2047,679.3333333333334
87,Albania,ALB,2048,679.3333333333334
88,Albania,ALB,2049,679.3333333333334
89,Albania,ALB,2050,679.3333333333334
90,Algeria,DZA,2021,1248.5416666666667
91,Algeria,DZA,2022,1248.5416666666667
92,Algeria,DZA,2023,1248.5416666666667
93,Algeria,DZA,2024,1248.5416666666667
94,Algeria,DZA,2025,1248.5416666666667
95,Algeria,DZA,2026,1248.5416666666667
96,Algeria,DZA,2027,1248.5416666666667
97,Algeria,DZA,2028,1248.5416666666667
98,Algeria,DZA,2029,1248.5416666666667
99,Algeria,DZA,2030,1248.5416666666667
100,Algeria,DZA,2031,1248.5416666666667
101,Algeria,DZA,2032,1248.5416666666667
102,Algeria,DZA,2033,1248.5416666666667
103,Algeria,DZA,2034,1248.5416666666667
104,Algeria,DZA,2035,1248.5416666666667
105,Algeria,DZA,2036,1248.5416666666667
106,Algeria,DZA,2037,1248.5416666666667
107,Algeria,DZA,2038,1248.5416666666667
108,Algeria,DZA,2039,1248.5416666666667
109,Algeria,DZA,2040,1248.5416666666667
110,Algeria,DZA,2041,1248.5416666666667
111,Algeria,DZA,2042,1248.5416666666667
112,Algeria,DZA,2043,1248.5416666666667
113,Algeria,DZA,2044,1248.5416666666667
114,Algeria,DZA,2045,1248.5416666666667
115,Algeria,DZA,2046,1248.5416666666667
116,Algeria,DZA,2047,1248.5416666666667
117,Algeria,DZA,2048,1248.5416666666667
118,Algeria,DZA,2049,1248.5416666666667
119,Algeria,DZA,2050,1248.5416666666667
120,American Samoa,ASM,2021,2188.0
121,American Samoa,ASM,2022,2188.0
122,American Samoa,ASM,2023,2188.0
123,American Samoa,ASM,2024,2188.0
124,American Samoa,ASM,2025,2188.0
125,American Samoa,ASM,2026,2188.0
126,American Samoa,ASM,2027,2188.0
127,American Samoa,ASM,2028,2188.0
128,American Samoa,ASM,2029,2188.0
129,American Samoa,ASM,2030,2188.0
130,American Samoa,ASM,2031,2188.0
131,American Samoa,ASM,2032,2188.0
132,American Samoa,ASM,2033,2188.0
133,American Samoa,ASM,2034,2188.0
134,American Samoa,ASM,2035,2188.0
135,American Samoa,ASM,2036,2188.0
136,American Samoa,ASM,2037,2188.0
137,American Samoa,ASM,2038,2188.0
138,American Samoa,ASM,2039,2188.0
139,American Samoa,ASM,2040,2188.0
140,American Samoa,ASM,2041,2188.0
141,American Samoa,ASM,2042,2188.0
142,American Samoa,ASM,2043,2188.0
143,American Samoa,ASM,2044,2188.0
144,American Samoa,ASM,2045,2188.0
145,American Samoa,ASM,2046,2188.0
146,American Samoa,ASM,2047,2188.0
147,American Samoa,ASM,2048,2188.0
148,American Samoa,ASM,2049,2188.0
149,American Samoa,ASM,2050,2188.0
150,Andorra,AND,2021,679.3333333333334
151,Andorra,AND,2022,679.3333333333334
152,Andorra,AND,2023,679.3333333333334
153,Andorra,AND,2024,679.3333333333334
154,Andorra,AND,2025,679.3333333333334
155,Andorra,AND,2026,679.3333333333334
156,Andorra,AND,2027,679.3333333333334
157,Andorra,AND,2028,679.3333333333334
158,Andorra,AND,2029,679.3333333333334
159,Andorra,AND,2030,679.3333333333334
160,Andorra,AND,2031,679.3333333333334
161,Andorra,AND,2032,679.3333333333334
162,Andorra,AND,2033,679.3333333333334
163,Andorra,AND,2034,679.3333333333334
164,Andorra,AND,2035,679.3333333333334
165,Andorra,AND,2036,679.3333333333334
166,Andorra,AND,2037,679.3333333333334
167,Andorra,AND,2038,679.3333333333334
168,Andorra,AND,2039,679.3333333333334
169,Andorra,AND,2040,679.3333333333334
170,Andorra,AND,2041,679.3333333333334
171,Andorra,AND,2042,679.3333333333334
172,Andorra,AND,2043,679.3333333333334
173,Andorra,AND,2044,679.3333333333334
174,Andorra,AND,2045,679.3333333333334
175,Andorra,AND,2046,679.3333333333334
176,Andorra,AND,2047,679.3333333333334
177,Andorra,AND,2048,679.3333333333334
178,Andorra,AND,2049,679.3333333333334
179,Andorra,AND,2050,679.3333333333334
180,Angola,AGO,2021,1248.5416666666667
181,Angola,AGO,2022,1248.5416666666667
182,Angola,AGO,2023,1248.5416666666667
183,Angola,AGO,2024,1248.5416666666667
184,Angola,AGO,2025,1248.5416666666667
185,Angola,AGO,2026,1248.5416666666667
186,Angola,AGO,2027,1248.5416666666667
187,Angola,AGO,2028,1248.5416666666667
188,Angola,AGO,2029,1248.5416666666667
189,Angola,AGO,2030,1248.5416666666667
190,Angola,AGO,2031,1248.5416666666667
191,Angola,AGO,2032,1248.5416666666667
192,Angola,AGO,2033,1248.5416666666667
193,Angola,AGO,2034,1248.5416666666667
194,Angola,AGO,2035,1248.5416666666667
195,Angola,AGO,2036,1248.5416666666667
196,Angola,AGO,2037,1248.5416666666667
197,Angola,AGO,2038,1248.5416666666667
198,Angola,AGO,2039,1248.5416666666667
199,Angola,AGO,2040,1248.5416666666667
200,Angola,AGO,2041,1248.5416666666667
201,Angola,AGO,2042,1248.5416666666667
202,Angola,AGO,2043,1248.5416666666667
203,Angola,AGO,2044,1248.5416666666667
204,Angola,AGO,2045,1248.5416666666667
205,Angola,AGO,2046,1248.5416666666667
206,Angola,AGO,2047,1248.5416666666667
207,Angola,AGO,2048,1248.5416666666667
208,Angola,AGO,2049,1248.5416666666667
209,Angola,AGO,2050,1248.5416666666667
210,Anguilla,AIA,2021,1248.5416666666667
211,Anguilla,AIA,2022,1248.5416666666667
212,Anguilla,AIA,2023,1248.5416666666667
213,Anguilla,AIA,2024,1248.5416666666667
214,Anguilla,AIA,2025,1248.5416666666667
215,Anguilla,AIA,2026,1248.5416666666667
216,Anguilla,AIA,2027,1248.5416666666667
217,Anguilla,AIA,2028,1248.5416666666667
218,Anguilla,AIA,2029,1248.5416666666667
219,Anguilla,AIA,2030,1248.5416666666667
220,Anguilla,AIA,2031,1248.5416666666667
221,Anguilla,AIA,2032,1248.5416666666667
222,Anguilla,AIA,2033,1248.5416666666667
223,Anguilla,AIA,2034,1248.5416666666667
224,Anguilla,AIA,2035,1248.5416666666667
225,Anguilla,AIA,2036,1248.5416666666667
226,Anguilla,AIA,2037,1248.5416666666667
227,Anguilla,AIA,2038,1248.5416666666667
228,Anguilla,AIA,2039,1248.5416666666667
229,Anguilla,AIA,2040,1248.5416666666667
230,Anguilla,AIA,2041,1248.5416666666667
231,Anguilla,AIA,2042,1248.5416666666667
232,Anguilla,AIA,2043,1248.5416666666667
233,Anguilla,AIA,2044,1248.5416666666667
234,Anguilla,AIA,2045,1248.5416666666667
235,Anguilla,AIA,2046,1248.5416666666667
236,Anguilla,AIA,2047,1248.5416666666667
237,Anguilla,AIA,2048,1248.5416666666667
238,Anguilla,AIA,2049,1248.5416666666667
239,Anguilla,AIA,2050,1248.5416666666667
240,Antarctica,ATA,2021,1248.5416666666667
241,Antarctica,ATA,2022,1248.5416666666667
242,Antarctica,ATA,2023,1248.5416666666667
243,Antarctica,ATA,2024,1248.5416666666667
244,Antarctica,ATA,2025,1248.5416666666667
245,Antarctica,ATA,2026,1248.5416666666667
246,Antarctica,ATA,2027,1248.5416666666667
247,Antarctica,ATA,2028,1248.5416666666667
248,Antarctica,ATA,2029,1248.5416666666667
249,Antarctica,ATA,2030,1248.5416666666667
250,Antarctica,ATA,2031,1248.5416666666667
251,Antarctica,ATA,2032,1248.5416666666667
252,Antarctica,ATA,2033,1248.5416666666667
253,Antarctica,ATA,2034,1248.5416666666667
254,Antarctica,ATA,2035,1248.5416666666667
255,Antarctica,ATA,2036,1248.5416666666667
256,Antarctica,ATA,2037,1248.5416666666667
257,Antarctica,ATA,2038,1248.5416666666667
258,Antarctica,ATA,2039,1248.5416666666667
259,Antarctica,ATA,2040,1248.5416666666667
260,Antarctica,ATA,2041,1248.5416666666667
261,Antarctica,ATA,2042,1248.5416666666667
262,Antarctica,ATA,2043,1248.5416666666667
263,Antarctica,ATA,2044,1248.5416666666667
264,Antarctica,ATA,2045,1248.5416666666667
265,Antarctica,ATA,2046,1248.5416666666667
266,Antarctica,ATA,2047,1248.5416666666667
267,Antarctica,ATA,2048,1248.5416666666667
268,Antarctica,ATA,2049,1248.5416666666667
269,Antarctica,ATA,2050,1248.5416666666667
270,Antigua and Barbuda,ATG,2021,1248.5416666666667
271,Antigua and Barbuda,ATG,2022,1248.5416666666667
272,Antigua and Barbuda,ATG,2023,1248.5416666666667
273,Antigua and Barbuda,ATG,2024,1248.5416666666667
274,Antigua and Barbuda,ATG,2025,1248.5416666666667
275,Antigua and Barbuda,ATG,2026,1248.5416666666667
276,Antigua and Barbuda,ATG,2027,1248.5416666666667
277,Antigua and Barbuda,ATG,2028,1248.5416666666667
278,Antigua and Barbuda,ATG,2029,1248.5416666666667
279,Antigua and Barbuda,ATG,2030,1248.5416666666667
280,Antigua and Barbuda,ATG,2031,1248.5416666666667
281,Antigua and Barbuda,ATG,2032,1248.5416666666667
282,Antigua and Barbuda,ATG,2033,1248.5416666666667
283,Antigua and Barbuda,ATG,2034,1248.5416666666667
284,Antigua and Barbuda,ATG,2035,1248.5416666666667
285,Antigua and Barbuda,ATG,2036,1248.5416666666667
286,Antigua and Barbuda,ATG,2037,1248.5416666666667
287,Antigua and Barbuda,ATG,2038,1248.5416666666667
288,Antigua and Barbuda,ATG,2039,1248.5416666666667
289,Antigua and Barbuda,ATG,2040,1248.5416666666667
290,Antigua and Barbuda,ATG,2041,1248.5416666666667
291,Antigua and Barbuda,ATG,2042,1248.5416666666667
292,Antigua and Barbuda,ATG,2043,1248.5416666666667
293,Antigua and Barbuda,ATG,2044,1248.5416666666667
294,Antigua and Barbuda,ATG,2045,1248.5416666666667
295,Antigua and Barbuda,ATG,2046,1248.5416666666667
296,Antigua and Barbuda,ATG,2047,1248.5416666666667
297,Antigua and Barbuda,ATG,2048,1248.5416666666667
298,Antigua and Barbuda,ATG,2049,1248.5416666666667
299,Antigua and Barbuda,ATG,2050,1248.5416666666667
300,Argentina,ARG,2021,1108.0
301,Argentina,ARG,2022,1108.0
302,Argentina,ARG,2023,1108.0
303,Argentina,ARG,2024,1108.0
304,Argentina,ARG,2025,1108.0
305,Argentina,ARG,2026,1108.0
306,Argentina,ARG,2027,1108.0
307,Argentina,ARG,2028,1108.0
308,Argentina,ARG,2029,1108.0
309,Argentina,ARG,2030,1108.0
310,Argentina,ARG,2031,1108.0
311,Argentina,ARG,2032,1108.0
312,Argentina,ARG,2033,1108.0
313,Argentina,ARG,2034,1108.0
314,Argentina,ARG,2035,1108.0
315,Argentina,ARG,2036,1108.0
316,Argentina,ARG,2037,1108.0
317,Argentina,ARG,2038,1108.0
318,Argentina,ARG,2039,1108.0
319,Argentina,ARG,2040,1108.0
320,Argentina,ARG,2041,1108.0
321,Argentina,ARG,2042,1108.0
322,Argentina,ARG,2043,1108.0
323,Argentina,ARG,2044,1108.0
324,Argentina,ARG,2045,1108.0
325,Argentina,ARG,2046,1108.0
326,Argentina,ARG,2047,1108.0
327,Argentina,ARG,2048,1108.0
328,Argentina,ARG,2049,1108.0
329,Argentina,ARG,2050,1108.0
330,Armenia,ARM,2021,1018.8333333333334
331,Armenia,ARM,2022,1018.8333333333334
332,Armenia,ARM,2023,1018.8333333333334
333,Armenia,ARM,2024,1018.8333333333334
334,Armenia,ARM,2025,1018.8333333333334
335,Armenia,ARM,2026,1018.8333333333334
336,Armenia,ARM,2027,1018.8333333333334
337,Armenia,ARM,2028,1018.8333333333334
338,Armenia,ARM,2029,1018.8333333333334
339,Armenia,ARM,2030,1018.8333333333334
340,Armenia,ARM,2031,1018.8333333333334
341,Armenia,ARM,2032,1018.8333333333334
342,Armenia,ARM,2033,1018.8333333333334
343,Armenia,ARM,2034,1018.8333333333334
344,Armenia,ARM,2035,1018.8333333333334
345,Armenia,ARM,2036,1018.8333333333334
346,Armenia,ARM,2037,1018.8333333333334
347,Armenia,ARM,2038,1018.8333333333334
348,Armenia,ARM,2039,1018.8333333333334
349,Armenia,ARM,2040,1018.8333333333334
350,Armenia,ARM,2041,1018.8333333333334
351,Armenia,ARM,2042,1018.8333333333334
352,Armenia,ARM,2043,1018.8333333333334
353,Armenia,ARM,2044,1018.8333333333334
354,Armenia,ARM,2045,1018.8333333333334
355,Armenia,ARM,2046,1018.8333333333334
356,Armenia,ARM,2047,1018.8333333333334
357,Armenia,ARM,2048,1018.8333333333334
358,Armenia,ARM,2049,1018.8333333333334
359,Armenia,ARM,2050,1018.8333333333334
360,Aruba,ABW,2021,1248.5416666666667
361,Aruba,ABW,2022,1248.5416666666667
362,Aruba,ABW,2023,1248.5416666666667
363,Aruba,ABW,2024,1248.5416666666667
364,Aruba,ABW,2025,1248.5416666666667
365,Aruba,ABW,2026,1248.5416666666667
366,Aruba,ABW,2027,1248.5416666666667
367,Aruba,ABW,2028,1248.5416666666667
368,Aruba,ABW,2029,1248.5416666666667
369,Aruba,ABW,2030,1248.5416666666667
370,Aruba,ABW,2031,1248.5416666666667
371,Aruba,ABW,2032,1248.5416666666667
372,Aruba,ABW,2033,1248.5416666666667
373,Aruba,ABW,2034,1248.5416666666667
374,Aruba,ABW,2035,1248.5416666666667
375,Aruba,ABW,2036,1248.5416666666667
376,Aruba,ABW,2037,1248.5416666666667
377,Aruba,ABW,2038,1248.5416666666667
378,Aruba,ABW,2039,1248.5416666666667
379,Aruba,ABW,2040,1248.5416666666667
380,Aruba,ABW,2041,1248.5416666666667
381,Aruba,ABW,2042,1248.5416666666667
382,Aruba,ABW,2043,1248.5416666666667
383,Aruba,ABW,2044,1248.5416666666667
384,Aruba,ABW,2045,1248.5416666666667
385,Aruba,ABW,2046,1248.5416666666667
386,Aruba,ABW,2047,1248.5416666666667
387,Aruba,ABW,2048,1248.5416666666667
388,Aruba,ABW,2049,1248.5416666666667
389,Aruba,ABW,2050,1248.5416666666667
390,Australia,AUS,2021,2188.0
391,Australia,AUS,2022,2188.0
392,Australia,AUS,2023,2188.0
393,Australia,AUS,2024,2188.0
394,Australia,AUS,2025,2188.0
395,Australia,AUS,2026,2188.0
396,Australia,AUS,2027,2188.0
397,Australia,AUS,2028,2188.0
398,Australia,AUS,2029,2188.0
399,Australia,AUS,2030,2188.0
400,Australia,AUS,2031,2188.0
401,Australia,AUS,2032,2188.0
402,Australia,AUS,2033,2188.0
403,Australia,AUS,2034,2188.0
404,Australia,AUS,2035,2188.0
405,Australia,AUS,2036,2188.0
406,Australia,AUS,2037,2188.0
407,Australia,AUS,2038,2188.0
408,Australia,AUS,2039,2188.0
409,Australia,AUS,2040,2188.0
410,Australia,AUS,2041,2188.0
411,Australia,AUS,2042,2188.0
412,Australia,AUS,2043,2188.0
413,Australia,AUS,2044,2188.0
414,Australia,AUS,2045,2188.0
415,Australia,AUS,2046,2188.0
416,Australia,AUS,2047,2188.0
417,Australia,AUS,2048,2188.0
418,Australia,AUS,2049,2188.0
419,Australia,AUS,2050,2188.0
420,Austria,AUT,2021,679.3333333333334
421,Austria,AUT,2022,679.3333333333334
422,Austria,AUT,2023,679.3333333333334
423,Austria,AUT,2024,679.3333333333334
424,Austria,AUT,2025,679.3333333333334
425,Austria,AUT,2026,679.3333333333334
426,Austria,AUT,2027,679.3333333333334
427,Austria,AUT,2028,679.3333333333334
428,Austria,AUT,2029,679.3333333333334
429,Austria,AUT,2030,679.3333333333334
430,Austria,AUT,2031,679.3333333333334
431,Austria,AUT,2032,679.3333333333334
432,Austria,AUT,2033,679.3333333333334
433,Austria,AUT,2034,679.3333333333334
434,Austria,AUT,2035,679.3333333333334
435,Austria,AUT,2036,679.3333333333334
436,Austria,AUT,2037,679.3333333333334
437,Austria,AUT,2038,679.3333333333334
438,Austria,AUT,2039,679.3333333333334
439,Austria,AUT,2040,679.3333333333334
440,Austria,AUT,2041,679.3333333333334
441,Austria,AUT,2042,679.3333333333334
442,Austria,AUT,2043,679.3333333333334
443,Austria,AUT,2044,679.3333333333334
444,Austria,AUT,2045,679.3333333333334
445,Austria,AUT,2046,679.3333333333334
446,Austria,AUT,2047,679.3333333333334
447,Austria,AUT,2048,679.3333333333334
448,Austria,AUT,2049,679.3333333333334
449,Austria,AUT,2050,679.3333333333334
450,Azerbaijan,AZE,2021,1018.8333333333334
451,Azerbaijan,AZE,2022,1018.8333333333334
452,Azerbaijan,AZE,2023,1018.8333333333334
453,Azerbaijan,AZE,2024,1018.8333333333334
454,Azerbaijan,AZE,2025,1018.8333333333334
455,Azerbaijan,AZE,2026,1018.8333333333334
456,Azerbaijan,AZE,2027,1018.8333333333334
457,Azerbaijan,AZE,2028,1018.8333333333334
458,Azerbaijan,AZE,2029,1018.8333333333334
459,Azerbaijan,AZE,2030,1018.8333333333334
460,Azerbaijan,AZE,2031,1018.8333333333334
461,Azerbaijan,AZE,2032,1018.8333333333334
462,Azerbaijan,AZE,2033,1018.8333333333334
463,Azerbaijan,AZE,2034,1018.8333333333334
464,Azerbaijan,AZE,2035,1018.8333333333334
465,Azerbaijan,AZE,2036,1018.8333333333334
466,Azerbaijan,AZE,2037,1018.8333333333334
467,Azerbaijan,AZE,2038,1018.8333333333334
468,Azerbaijan,AZE,2039,1018.8333333333334
469,Azerbaijan,AZE,2040,1018.8333333333334
470,Azerbaijan,AZE,2041,1018.8333333333334
471,Azerbaijan,AZE,2042,1018.8333333333334
472,Azerbaijan,AZE,2043,1018.8333333333334
473,Azerbaijan,AZE,2044,1018.8333333333334
474,Azerbaijan,AZE,2045,1018.8333333333334
475,Azerbaijan,AZE,2046,1018.8333333333334
476,Azerbaijan,AZE,2047,1018.8333333333334
477,Azerbaijan,AZE,2048,1018.8333333333334
478,Azerbaijan,AZE,2049,1018.8333333333334
479,Azerbaijan,AZE,2050,1018.8333333333334
480,Bahamas,BHS,2021,1248.5416666666667
481,Bahamas,BHS,2022,1248.5416666666667
482,Bahamas,BHS,2023,1248.5416666666667
483,Bahamas,BHS,2024,1248.5416666666667
484,Bahamas,BHS,2025,1248.5416666666667
485,Bahamas,BHS,2026,1248.5416666666667
486,Bahamas,BHS,2027,1248.5416666666667
487,Bahamas,BHS,2028,1248.5416666666667
488,Bahamas,BHS,2029,1248.5416666666667
489,Bahamas,BHS,2030,1248.5416666666667
490,Bahamas,BHS,2031,1248.5416666666667
491,Bahamas,BHS,2032,1248.5416666666667
492,Bahamas,BHS,2033,1248.5416666666667
493,Bahamas,BHS,2034,1248.5416666666667
494,Bahamas,BHS,2035,1248.5416666666667
495,Bahamas,BHS,2036,1248.5416666666667
496,Bahamas,BHS,2037,1248.5416666666667
497,Bahamas,BHS,2038,1248.5416666666667
498,Bahamas,BHS,2039,1248.5416666666667
499,Bahamas,BHS,2040,1248.5416666666667
500,Bahamas,BHS,2041,1248.5416666666667
501,Bahamas,BHS,2042,1248.5416666666667
502,Bahamas,BHS,2043,1248.5416666666667
503,Bahamas,BHS,2044,1248.5416666666667
504,Bahamas,BHS,2045,1248.5416666666667
505,Bahamas,BHS,2046,1248.5416666666667
506,Bahamas,BHS,2047,1248.5416666666667
507,Bahamas,BHS,2048,1248.5416666666667
508,Bahamas,BHS,2049,1248.5416666666667
509,Bahamas,BHS,2050,1248.5416666666667
510,Bahrain,BHR,2021,1018.8333333333334
511,Bahrain,BHR,2022,1018.8333333333334
512,Bahrain,BHR,2023,1018.8333333333334
513,Bahrain,BHR,2024,1018.8333333333334
514,Bahrain,BHR,2025,1018.8333333333334
515,Bahrain,BHR,2026,1018.8333333333334
516,Bahrain,BHR,2027,1018.8333333333334
517,Bahrain,BHR,2028,1018.8333333333334
518,Bahrain,BHR,2029,1018.8333333333334
519,Bahrain,BHR,2030,1018.8333333333334
520,Bahrain,BHR,2031,1018.8333333333334
521,Bahrain,BHR,2032,1018.8333333333334
522,Bahrain,BHR,2033,1018.8333333333334
523,Bahrain,BHR,2034,1018.8333333333334
524,Bahrain,BHR,2035,1018.8333333333334
525,Bahrain,BHR,2036,1018.8333333333334
526,Bahrain,BHR,2037,1018.8333333333334
527,Bahrain,BHR,2038,1018.8333333333334
528,Bahrain,BHR,2039,1018.8333333333334
529,Bahrain,BHR,2040,1018.8333333333334
530,Bahrain,BHR,2041,1018.8333333333334
531,Bahrain,BHR,2042,1018.8333333333334
532,Bahrain,BHR,2043,1018.8333333333334
533,Bahrain,BHR,2044,1018.8333333333334
534,Bahrain,BHR,2045,1018.8333333333334
535,Bahrain,BHR,2046,1018.8333333333334
536,Bahrain,BHR,2047,1018.8333333333334
537,Bahrain,BHR,2048,1018.8333333333334
538,Bahrain,BHR,2049,1018.8333333333334
539,Bahrain,BHR,2050,1018.8333333333334
540,Bangladesh,BGD,2021,1018.8333333333334
541,Bangladesh,BGD,2022,1018.8333333333334
542,Bangladesh,BGD,2023,1018.8333333333334
543,Bangladesh,BGD,2024,1018.8333333333334
544,Bangladesh,BGD,2025,1018.8333333333334
545,Bangladesh,BGD,2026,1018.8333333333334
546,Bangladesh,BGD,2027,1018.8333333333334
547,Bangladesh,BGD,2028,1018.8333333333334
548,Bangladesh,BGD,2029,1018.8333333333334
549,Bangladesh,BGD,2030,1018.8333333333334
550,Bangladesh,BGD,2031,1018.8333333333334
551,Bangladesh,BGD,2032,1018.8333333333334
552,Bangladesh,BGD,2033,1018.8333333333334
553,Bangladesh,BGD,2034,1018.8333333333334
554,Bangladesh,BGD,2035,1018.8333333333334
555,Bangladesh,BGD,2036,1018.8333333333334
556,Bangladesh,BGD,2037,1018.8333333333334
557,Bangladesh,BGD,2038,1018.8333333333334
558,Bangladesh,BGD,2039,1018.8333333333334
559,Bangladesh,BGD,2040,1018.8333333333334
560,Bangladesh,BGD,2041,1018.8333333333334
561,Bangladesh,BGD,2042,1018.8333333333334
562,Bangladesh,BGD,2043,1018.8333333333334
563,Bangladesh,BGD,2044,1018.8333333333334
564,Bangladesh,BGD,2045,1018.8333333333334
565,Bangladesh,BGD,2046,1018.8333333333334
566,Bangladesh,BGD,2047,1018.8333333333334
567,Bangladesh,BGD,2048,1018.8333333333334
568,Bangladesh,BGD,2049,1018.8333333333334
569,Bangladesh,BGD,2050,1018.8333333333334
570,Barbados,BRB,2021,1248.5416666666667
571,Barbados,BRB,2022,1248.5416666666667
572,Barbados,BRB,2023,1248.5416666666667
573,Barbados,BRB,2024,1248.5416666666667
574,Barbados,BRB,2025,1248.5416666666667
575,Barbados,BRB,2026,1248.5416666666667
576,Barbados,BRB,2027,1248.5416666666667
577,Barbados,BRB,2028,1248.5416666666667
578,Barbados,BRB,2029,1248.5416666666667
579,Barbados,BRB,2030,1248.5416666666667
580,Barbados,BRB,2031,1248.5416666666667
581,Barbados,BRB,2032,1248.5416666666667
582,Barbados,BRB,2033,1248.5416666666667
583,Barbados,BRB,2034,1248.5416666666667
584,Barbados,BRB,2035,1248.5416666666667
585,Barbados,BRB,2036,1248.5416666666667
586,Barbados,BRB,2037,1248.5416666666667
587,Barbados,BRB,2038,1248.5416666666667
588,Barbados,BRB,2039,1248.5416666666667
589,Barbados,BRB,2040,1248.5416666666667
590,Barbados,BRB,2041,1248.5416666666667
591,Barbados,BRB,2042,1248.5416666666667
592,Barbados,BRB,2043,1248.5416666666667
593,Barbados,BRB,2044,1248.5416666666667
594,Barbados,BRB,2045,1248.5416666666667
595,Barbados,BRB,2046,1248.5416666666667
596,Barbados,BRB,2047,1248.5416666666667
597,Barbados,BRB,2048,1248.5416666666667
598,Barbados,BRB,2049,1248.5416666666667
599,Barbados,BRB,2050,1248.5416666666667
600,Belarus,BLR,2021,679.3333333333334
601,Belarus,BLR,2022,679.3333333333334
602,Belarus,BLR,2023,679.3333333333334
603,Belarus,BLR,2024,679.3333333333334
604,Belarus,BLR,2025,679.3333333333334
605,Belarus,BLR,2026,679.3333333333334
