Austria,Total freight transport,Total final energy use (PJ)                                          ,65.07,71.31,72.33,77.63,80.13,82.16,85.96,88.42,..
Austria,Freight trucks,Total final energy use (PJ)                                                   ,57.64,64.35,65.68,71.32,73.80,75.76,79.87,82.30,..
Austria,Total road,Total final energy use (PJ)                                                       ,212.02,227.84,230.61,244.27,251.44,256.17,265.31,271.37,..
Austria,Total trains,Total final energy use (PJ)                                                     ,10.57,9.59,9.37,9.01,8.98,9.08,8.68,8.70,..
Austria,Total airplanes,Total final energy use (PJ)                                                  ,1.46,1.48,1.48,1.33,1.31,1.24,1.30,1.30,..
Austria,Total ships,Total final energy use (PJ)                                                      ,1.19,1.31,1.12,1.03,1.04,1.05,1.05,1.07,..
Belgium,Total passenger and freight transport,Motor gasoline (PJ)                                    ,78.42,67.09,46.51,50.79,57.00,61.68,67.77,74.61,61.94
Belgium,Total passenger and freight transport,Diesel and light fuel oil (PJ)                         ,224.81,252.75,276.53,277.50,276.61,278.47,275.33,273.73,226.30
Belgium,Total passenger and freight transport,LPG (PJ)                                               ,2.83,3.25,1.59,0.67,0.57,0.54,0.52,0.51,0.42
Belgium,Total passenger and freight transport,Heavy fuel oil (PJ)                                    ,5.44,2.84,0.08,0.04,0.04,0.05,0.03,0.03,0.02
Belgium,Total passenger and freight transport,Jet fuel and aviation gasoline (PJ)                    ,0.18,0.14,0.20,0.13,0.10,0.10,0.10,0.10,0.07
Belgium,Total passenger and freight transport,Gas (PJ)                                               ,0,0,0.01,0.14,0.28,0.48,0.79,1.45,2.08
Belgium,Total passenger and freight transport,Electricity (PJ)                                       ,5.18,6.00,6.17,5.64,5.71,5.90,6.02,6.14,5.75
Belgium,Total passenger and freight transport,Coal and coal products (PJ)                            ,0,0,0,0,0,0,0,0,0
Belgium,Total passenger and freight transport,Other sources (PJ)                                     ,0.39,0,0.30,0.09,0.09,0.05,0.05,0.04,0.04
Belgium,Total passenger and freight transport,Total final energy use (PJ)                            ,317.25,332.07,331.39,334.99,340.40,347.26,350.62,356.62,296.62
Belgium,Total passenger transport,Total final energy use (PJ)                                        ,191.20,194.62,202.49,204.54,205.76,207.47,207.05,208.25,160.79
Belgium,Cars/light trucks,Total final energy use (PJ)                                                ,176.50,177.85,185.11,188.68,190.51,192.15,191.80,193.02,147.51
Belgium,Motorcycles,Total final energy use (PJ)                                                      ,2.21,2.43,2.40,2.24,2.21,2.24,2.23,2.23,1.77
Belgium,Buses,Total final energy use (PJ)                                                            ,7.62,8.96,8.91,8.01,7.45,7.43,7.35,7.32,6.32
Belgium,Total freight transport,Total final energy use (PJ)                                          ,126.05,137.46,128.89,130.45,134.64,139.79,143.58,148.37,135.83
Belgium,Freight trucks,Total final energy use (PJ)                                                   ,111.22,125.29,120.59,123.54,127.60,132.54,136.53,140.77,127.10
Belgium,Total road,Total final energy use (PJ)                                                       ,297.55,314.52,317.01,322.48,327.78,334.35,337.91,343.34,282.69
Belgium,Total trains,Total final energy use (PJ)                                                     ,7.45,7.77,7.60,6.50,6.52,6.64,6.68,6.73,6.13
Belgium,Total airplanes,Total final energy use (PJ)                                                  ,0.18,0.14,0.20,0.13,0.10,0.10,0.10,0.10,0.07
Belgium,Total ships,Total final energy use (PJ)                                                      ,12.08,9.63,6.58,5.88,6.00,6.17,5.93,6.44,7.73
Canada,Total passenger and freight transport,Motor gasoline (PJ)                                     ,1140.94,1213.65,1289.88,1315.11,1363.52,1375.95,1395.98,1417.87,1182.49
Canada,Total passenger and freight transport,Diesel and light fuel oil (PJ)                          ,627.33,712.57,780.15,766.71,715.58,752.62,793.56,793.17,736.49
Canada,Total passenger and freight transport,LPG (PJ)                                                ,14.78,10.95,11.64,9.86,11.12,11.00,10.76,10.70,9.62
Canada,Total passenger and freight transport,Heavy fuel oil (PJ)                                     ,58.33,78.81,81.84,38.71,29.74,34.84,36.84,42.47,33.45
Canada,Total passenger and freight transport,Jet fuel and aviation gasoline (PJ)                     ,228.07,245.17,217.51,261.63,268.94,290.28,325.32,326.98,157.85
Canada,Total passenger and freight transport,Gas (PJ)                                                ,2.14,1.70,1.71,3.52,3.65,4.18,4.06,4.33,4.10
Canada,Total passenger and freight transport,Electricity (PJ)                                        ,3.12,3.53,3.59,4.39,4.39,4.40,4.41,4.63,4.53
Canada,Total passenger and freight transport,Coal and coal products (PJ)                             ,0,0,0,0,0,0,0,0,0
Canada,Total passenger and freight transport,Other sources (PJ)                                      ,0,0,0,0,0,0,0,0,0
Canada,Total passenger and freight transport,Total final energy use (PJ)                             ,2074.71,2266.38,2386.32,2399.93,2396.94,2473.27,2570.93,2600.15,2128.53
Canada,Total passenger transport,Total final energy use (PJ)                                         ,1211.46,1277.49,1276.19,1317.94,1352.49,1373.13,1422.00,1438.47,1077.26
Canada,Cars/light trucks,Total final energy use (PJ)                                                 ,938.07,980.94,998.90,999.71,1031.22,1035.76,1047.39,1059.21,881.60
Canada,Motorcycles,Total final energy use (PJ)                                                       ,2.35,3.13,5.05,5.41,5.49,5.37,5.41,5.55,4.78
Canada,Buses,Total final energy use (PJ)                                                             ,47.85,53.20,57.41,54.60,50.59,46.26,49.31,51.83,40.97
Canada,Total freight transport,Total final energy use (PJ)                                           ,863.25,988.89,1110.13,1081.99,1044.45,1100.14,1148.93,1161.68,1051.27
Canada,Freight trucks,Total final energy use (PJ)                                                    ,675.30,782.21,911.81,922.80,900.08,938.71,982.29,984.82,886.02
Canada,Total road,Total final energy use (PJ)                                                        ,1663.57,1819.48,1973.17,1982.52,1987.38,2026.10,2084.40,2101.41,1813.37
Canada,Total trains,Total final energy use (PJ)                                                      ,80.25,80.06,79.44,86.14,79.15,90.60,92.52,93.22,86.98
Canada,Total airplanes,Total final energy use (PJ)                                                   ,228.07,245.17,217.51,261.63,268.94,290.28,325.32,326.98,157.85
Canada,Total ships,Total final energy use (PJ)                                                       ,102.82,121.67,116.20,69.64,61.47,66.29,68.69,78.54,70.33
Czech Republic,Total passenger and freight transport,Motor gasoline (PJ)                             ,80.45,88.98,80.22,67.97,69.42,71.85,72.02,72.36,63.91
Czech Republic,Total passenger and freight transport,Diesel and light fuel oil (PJ)                  ,81.04,139.18,152.21,174.89,182.65,190.07,190.71,190.90,185.65
Czech Republic,Total passenger and freight transport,LPG (PJ)                                        ,3.02,3.62,3.68,5.10,5.21,4.85,4.39,3.83,3.24
Czech Republic,Total passenger and freight transport,Heavy fuel oil (PJ)                             ,0,0,0,0,0,0,0,0,0
Czech Republic,Total passenger and freight transport,Jet fuel and aviation gasoline (PJ)             ,1.59,1.16,1.17,1.47,1.65,1.70,1.43,1.98,1.73
Czech Republic,Total passenger and freight transport,Gas (PJ)                                        ,0.08,0.11,0.38,1.67,2.28,2.60,2.79,2.86,3.12
Czech Republic,Total passenger and freight transport,Electricity (PJ)                                ,4.60,4.39,5.73,5.65,5.78,5.91,6.10,6.18,5.68
Czech Republic,Total passenger and freight transport,Coal and coal products (PJ)                     ,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.01,0.01
Czech Republic,Total passenger and freight transport,Other sources (PJ)                              ,0,0,0,0,0,0,0,0,0
Czech Republic,Total passenger and freight transport,Total final energy use (PJ)                     ,170.81,237.47,243.43,256.78,267.02,277.01,277.47,278.14,263.34
Czech Republic,Total passenger transport,Total final energy use (PJ)                                 ,122.41,165.93,172.64,177.59,184.65,189.40,189.48,191.36,181.17
Czech Republic,Cars/light trucks,Total final energy use (PJ)                                         ,100.71,134.78,141.29,145.92,151.70,156.49,156.54,161.44,156.21
Czech Republic,Motorcycles,Total final energy use (PJ)                                               ,..,..,..,..,..,..,..,..,..
Czech Republic,Buses,Total final energy use (PJ)                                                     ,15.63,25.75,24.90,25.05,26.21,26.12,26.21,22.45,17.80
Czech Republic,Total freight transport,Total final energy use (PJ)                                   ,48.41,71.54,70.79,79.20,82.37,87.61,88.00,86.78,82.17
Czech Republic,Freight trucks,Total final energy use (PJ)                                            ,43.86,67.55,66.44,75.16,78.42,83.43,83.62,82.63,78.89
Czech Republic,Total road,Total final energy use (PJ)                                                ,160.20,228.07,232.63,246.13,256.33,266.05,266.37,266.52,252.90
Czech Republic,Total trains,Total final energy use (PJ)                                              ,8.81,8.02,9.46,9.05,8.88,9.09,9.55,9.42,8.54
Czech Republic,Total airplanes,Total final energy use (PJ)                                           ,1.59,1.16,1.17,1.47,1.65,1.70,1.43,1.98,1.73
Czech Republic,Total ships,Total final energy use (PJ)                                               ,0.21,0.21,0.17,0.13,0.17,0.17,0.13,0.21,0.17
Denmark,Total passenger and freight transport,Motor gasoline (PJ)                                    ,91.50,82.11,68.84,59.28,58.14,58.41,58.56,58.64,..
Denmark,Total passenger and freight transport,Diesel and light fuel oil (PJ)                         ,75.81,89.27,101.31,108.27,109.43,110.99,114.60,112.23,..
Denmark,Total passenger and freight transport,LPG (PJ)                                               ,0.43,0.32,0,0,0,0,0,0,..
Denmark,Total passenger and freight transport,Heavy fuel oil (PJ)                                    ,1.51,1.38,0.87,0.04,0,0,0,0.21,..
Denmark,Total passenger and freight transport,Jet fuel and aviation gasoline (PJ)                    ,1.85,1.36,1.93,1.37,1.42,1.37,1.28,1.29,..
Denmark,Total passenger and freight transport,Gas (PJ)                                               ,0,0,0,0.08,0.14,0.27,0.33,0.33,..
Denmark,Total passenger and freight transport,Electricity (PJ)                                       ,1.25,1.35,1.46,1.43,1.50,1.47,1.45,1.48,..
Denmark,Total passenger and freight transport,Coal and coal products (PJ)                            ,0,0,0,0,0,0,0,0,..
Denmark,Total passenger and freight transport,Other sources (PJ)                                     ,0,0,0,0.55,0.57,0.57,0.55,0.58,..
Denmark,Total passenger and freight transport,Total final energy use (PJ)                            ,172.35,175.80,174.41,171.01,171.20,173.07,176.77,174.75,..
Denmark,Total passenger transport,Total final energy use (PJ)                                        ,109.69,108.80,111.93,118.14,118.78,119.82,121.87,120.91,..
Denmark,Cars/light trucks,Total final energy use (PJ)                                                ,95.56,95.40,98.50,105.15,105.53,106.45,108.54,107.85,..
Denmark,Motorcycles,Total final energy use (PJ)                                                      ,0.82,0.80,0.78,0.82,0.80,0.80,0.80,0.79,..
Denmark,Buses,Total final energy use (PJ)                                                            ,8.66,8.19,7.56,7.73,7.91,8.21,8.42,8.09,..
Denmark,Total freight transport,Total final energy use (PJ)                                          ,62.66,67.00,62.48,52.88,52.42,53.24,54.91,53.84,..
Denmark,Freight trucks,Total final energy use (PJ)                                                   ,54.27,57.53,54.37,45.53,45.72,46.76,48.37,47.14,..
Denmark,Total road,Total final energy use (PJ)                                                       ,159.31,161.92,161.22,159.24,159.96,162.22,166.12,163.87,..
Denmark,Total trains,Total final energy use (PJ)                                                     ,4.33,4.48,4.73,4.78,4.92,4.76,4.48,4.51,..
Denmark,Total airplanes,Total final energy use (PJ)                                                  ,1.85,1.36,1.93,1.37,1.42,1.37,1.28,1.29,..
Denmark,Total ships,Total final energy use (PJ)                                                      ,6.85,8.03,6.53,5.63,4.90,4.71,4.89,5.09,..
Estonia,Total passenger and freight transport,Motor gasoline (PJ)                                    ,12.28,12.67,12.29,10.18,10.73,11.22,11.60,11.75,9.24
Estonia,Total passenger and freight transport,Diesel and light fuel oil (PJ)                         ,10.69,16.96,18.98,21.21,21.30,21.88,22.52,22.05,22.39
Estonia,Total passenger and freight transport,LPG (PJ)                                               ,0.03,0.06,0.10,0.23,0.26,0.31,0.37,0.44,0.43
Estonia,Total passenger and freight transport,Heavy fuel oil (PJ)                                    ,0,0,0,0,0,0,0,0,0
Estonia,Total passenger and freight transport,Jet fuel and aviation gasoline (PJ)                    ,0.04,0.11,0.04,0.06,0.05,0.05,0.06,0.05,0.05
Estonia,Total passenger and freight transport,Gas (PJ)                                               ,0,0,0,0.12,0.17,0.20,0.30,0.27,0.65
Estonia,Total passenger and freight transport,Electricity (PJ)                                       ,0.06,0.05,0.13,0.11,0.10,0.10,0.10,0.10,0.09
Estonia,Total passenger and freight transport,Coal and coal products (PJ)                            ,0,0,0,0,0,0,0,0,0
Estonia,Total passenger and freight transport,Other sources (PJ)                                     ,0,0,0,0,0,0,0,0.22,0.35
Estonia,Total passenger and freight transport,Total final energy use (PJ)                            ,23.10,29.86,31.54,31.91,32.61,33.76,34.94,34.89,33.19
Estonia,Total passenger transport,Total final energy use (PJ)                                        ,..,..,..,..,..,..,..,..,..
Estonia,Cars/light trucks,Total final energy use (PJ)                                                ,..,..,..,..,..,..,..,..,..
Estonia,Motorcycles,Total final energy use (PJ)                                                      ,..,..,..,..,..,..,..,..,..
Estonia,Buses,Total final energy use (PJ)                                                            ,..,..,..,..,..,..,..,..,..
Estonia,Total freight transport,Total final energy use (PJ)                                          ,..,..,..,..,..,..,..,..,..
Estonia,Freight trucks,Total final energy use (PJ)                                                   ,..,..,..,..,..,..,..,..,..
Estonia,Total road,Total final energy use (PJ)                                                       ,20.87,27.57,28.98,30.74,31.67,32.72,33.95,34.10,32.40
Estonia,Total trains,Total final energy use (PJ)                                                     ,1.89,1.84,2.18,0.86,0.68,0.71,0.66,0.51,0.47
Estonia,Total airplanes,Total final energy use (PJ)                                                  ,0.04,0.11,0.04,0.06,0.05,0.05,0.06,0.05,0.05
Estonia,Total ships,Total final energy use (PJ)                                                      ,0.30,0.34,0.34,0.26,0.21,0.28,0.27,0.23,0.27
Finland,Total passenger and freight transport,Motor gasoline (PJ)                                    ,72.60,75.92,65.86,59.72,59.45,57.90,57.29,56.24,52.74
Finland,Total passenger and freight transport,Diesel and light fuel oil (PJ)                         ,81.06,90.58,104.19,106.56,109.75,111.58,113.38,111.40,104.31
Finland,Total passenger and freight transport,LPG (PJ)                                               ,0,0,0,0,0,0,0,0,0
Finland,Total passenger and freight transport,Heavy fuel oil (PJ)                                    ,2.20,1.71,1.71,0.45,0.45,0.41,0.43,0.43,0.24
Finland,Total passenger and freight transport,Jet fuel and aviation gasoline (PJ)                    ,5.16,4.30,3.27,2.54,2.58,2.67,2.93,2.80,1.21
Finland,Total passenger and freight transport,Gas (PJ)                                               ,0,0.11,0.20,0.16,0.24,0.31,0.39,0.64,1.04
Finland,Total passenger and freight transport,Electricity (PJ)                                       ,1.93,2.33,2.66,2.54,2.55,2.79,3.04,3.09,3.02
Finland,Total passenger and freight transport,Coal and coal products (PJ)                            ,0,0,0,0,0,0,0,0,0
Finland,Total passenger and freight transport,Other sources (PJ)                                     ,0,0.01,0.05,0.10,0.10,0.10,0.09,0.08,0.06
Finland,Total passenger and freight transport,Total final energy use (PJ)                            ,162.96,174.96,177.95,172.07,175.12,175.76,177.54,174.67,162.62
Finland,Total passenger transport,Total final energy use (PJ)                                        ,100.12,108.09,107.70,105.19,105.39,104.44,104.17,102.61,93.78
Finland,Cars/light trucks,Total final energy use (PJ)                                                ,82.63,90.97,91.03,89.76,89.89,88.73,88.15,86.95,80.72
Finland,Motorcycles,Total final energy use (PJ)                                                      ,0.79,1.10,1.45,1.69,1.71,1.71,1.66,1.61,1.57
Finland,Buses,Total final energy use (PJ)                                                            ,8.02,8.09,7.91,7.57,7.83,7.90,7.78,7.61,6.61
Finland,Total freight transport,Total final energy use (PJ)                                          ,62.84,66.87,70.24,66.88,69.72,71.32,73.37,72.06,68.84
Finland,Freight trucks,Total final energy use (PJ)                                                   ,55.37,59.71,63.06,61.15,63.98,65.24,67.22,65.95,64.03
Finland,Total road,Total final energy use (PJ)                                                       ,146.81,159.87,163.46,160.18,163.41,163.57,164.81,162.12,152.93
Finland,Total trains,Total final energy use (PJ)                                                     ,3.99,4.06,4.03,3.46,3.42,3.63,3.85,3.74,3.44
Finland,Total airplanes,Total final energy use (PJ)                                                  ,5.16,4.30,3.27,2.54,2.58,2.67,2.93,2.80,1.21
Finland,Total ships,Total final energy use (PJ)                                                      ,7.00,6.72,7.19,5.89,5.70,5.89,5.96,6.02,5.05
France,Total passenger and freight transport,Motor gasoline (PJ)                                     ,567.90,444.75,328.94,270.05,274.80,286.24,294.80,307.67,266.80
France,Total passenger and freight transport,Diesel and light fuel oil (PJ)                          ,1051.96,1175.52,1271.78,1295.78,1291.19,1291.55,1267.25,1233.05,1039.56
France,Total passenger and freight transport,LPG (PJ)                                                ,9.96,6.41,5.28,3.73,3.31,2.94,2.67,2.42,1.63
France,Total passenger and freight transport,Heavy fuel oil (PJ)                                     ,3.80,3.88,3.16,0.85,0.55,0.54,0.60,0.47,0.33
France,Total passenger and freight transport,Jet fuel and aviation gasoline (PJ)                     ,43.11,36.83,33.82,29.55,30.17,30.72,30.95,31.27,17.36
France,Total passenger and freight transport,Gas (PJ)                                                ,0.05,1.21,2.29,4.16,4.35,4.72,5.55,6.81,8.09
France,Total passenger and freight transport,Electricity (PJ)                                        ,33.77,35.50,36.13,33.30,32.61,32.57,31.04,30.49,24.97
France,Total passenger and freight transport,Coal and coal products (PJ)                             ,0,0,0,0,0,0,0,0,0
France,Total passenger and freight transport,Other sources (PJ)                                      ,0,0,0,0,0,0,0,0,0
France,Total passenger and freight transport,Total final energy use (PJ)                             ,1710.55,1704.09,1681.40,1637.40,1636.99,1649.27,1632.87,1612.19,1358.75
France,Total passenger transport,Total final energy use (PJ)                                         ,1078.12,1101.04,1121.02,1091.47,1089.79,1095.21,1074.77,1064.34,861.33
France,Cars/light trucks,Total final energy use (PJ)                                                 ,958.27,979.87,993.81,970.27,968.21,972.39,953.15,942.86,770.48
France,Motorcycles,Total final energy use (PJ)                                                       ,13.41,16.40,17.27,17.45,17.58,17.65,17.71,17.64,14.88
France,Buses,Total final energy use (PJ)                                                             ,28.45,30.49,33.99,35.00,34.88,34.90,34.90,34.52,26.95
France,Total freight transport,Total final energy use (PJ)                                           ,632.43,603.05,560.38,545.93,547.20,554.07,558.09,547.86,497.42
France,Freight trucks,Total final energy use (PJ)                                                    ,598.13,576.07,538.43,526.61,529.21,536.38,541.19,531.25,483.57
France,Total road,Total final energy use (PJ)                                                        ,1598.26,1602.83,1583.50,1549.33,1549.87,1561.32,1546.95,1526.26,1295.88
France,Total trains,Total final energy use (PJ)                                                      ,49.23,44.53,43.42,39.47,38.17,38.46,36.28,35.75,29.34
France,Total airplanes,Total final energy use (PJ)                                                   ,43.11,36.83,33.82,29.55,30.17,30.72,30.95,31.27,17.36
France,Total ships,Total final energy use (PJ)                                                       ,19.94,19.89,20.66,19.06,18.78,18.78,18.68,18.92,16.17
Germany,Total passenger and freight transport,Motor gasoline (PJ)                                    ,1281.83,1094.86,933.64,856.51,857.20,869.14,879.53,897.06,804.65
Germany,Total passenger and freight transport,Diesel and light fuel oil (PJ)                         ,907.07,1034.23,1173.22,1322.75,1362.23,1394.76,1336.95,1333.38,1219.39
Germany,Total passenger and freight transport,LPG (PJ)                                               ,0.14,2.35,23.14,19.23,17.94,16.42,16.15,14.60,13.67
Germany,Total passenger and freight transport,Heavy fuel oil (PJ)                                    ,0,0,0,0,0,0,0,0,0
Germany,Total passenger and freight transport,Jet fuel and aviation gasoline (PJ)                    ,58.56,68.21,71.90,59.09,63.21,64.89,63.52,61.04,28.06
Germany,Total passenger and freight transport,Gas (PJ)                                               ,0.78,3.12,5.80,7.39,6.80,5.99,5.20,5.85,6.93
Germany,Total passenger and freight transport,Electricity (PJ)                                       ,57.28,47.64,43.81,40.13,39.93,42.48,42.09,41.79,40.69
Germany,Total passenger and freight transport,Coal and coal products (PJ)                            ,0,0,0,0,0,0,0,0,0
Germany,Total passenger and freight transport,Other sources (PJ)                                     ,0.21,1.25,1.79,1.42,0,0,0,0,0
Germany,Total passenger and freight transport,Total final energy use (PJ)                            ,2305.87,2251.65,2253.29,2306.52,2347.33,2393.68,2343.44,2353.72,2113.40
Germany,Total passenger transport,Total final energy use (PJ)                                        ,1665.35,1630.55,1602.24,1632.01,1659.84,1692.21,1682.35,1689.97,1492.05
Germany,Cars/light trucks,Total final energy use (PJ)                                                ,1512.28,1478.06,1454.75,1498.34,1522.41,1545.51,1538.80,1548.01,1390.68
Germany,Motorcycles,Total final energy use (PJ)                                                      ,22.50,22.76,20.74,22.55,22.90,17.42,17.39,17.58,15.83
Germany,Buses,Total final energy use (PJ)                                                            ,36.85,35.15,32.18,32.21,31.61,43.29,43.40,43.87,39.09
Germany,Total freight transport,Total final energy use (PJ)                                          ,640.51,621.10,651.04,674.51,687.49,701.46,661.10,663.75,621.35
Germany,Freight trucks,Total final energy use (PJ)                                                   ,581.13,568.19,604.18,628.78,642.89,655.62,619.02,620.65,581.21
Germany,Total road,Total final energy use (PJ)                                                       ,2152.76,2104.16,2111.85,2181.88,2219.81,2261.83,2218.61,2230.10,2026.81
Germany,Total trains,Total final energy use (PJ)                                                     ,82.69,66.45,58.36,52.23,51.92,55.60,50.69,51.32,48.44
Germany,Total airplanes,Total final energy use (PJ)                                                  ,58.56,68.21,71.90,59.09,63.21,64.89,63.52,61.04,28.06
Germany,Total ships,Total final energy use (PJ)                                                      ,11.87,12.83,11.18,13.32,12.38,11.34,10.62,11.26,10.08
Greece,Total passenger and freight transport,Motor gasoline (PJ)                                     ,145.03,174.57,161.92,107.76,106.22,102.61,100.61,98.29,..
Greece,Total passenger and freight transport,Diesel and light fuel oil (PJ)                          ,94.11,103.99,119.01,99.70,107.27,107.79,111.20,118.75,..
Greece,Total passenger and freight transport,LPG (PJ)                                                ,0.71,0.52,1.93,10.76,10.95,10.30,10.14,10.05,..
Greece,Total passenger and freight transport,Heavy fuel oil (PJ)                                     ,9.53,13.17,18.48,13.04,12.84,13.13,14.28,14.36,..
Greece,Total passenger and freight transport,Jet fuel and aviation gasoline (PJ)                     ,21.37,16.90,9.94,7.01,7.91,8.17,9.30,9.41,..
Greece,Total passenger and freight transport,Gas (PJ)                                                ,0,0,0,0,0,0,0,0,..
Greece,Total passenger and freight transport,Electricity (PJ)                                        ,0.35,0.20,0.17,0.74,0.67,0.68,0.73,0.73,..
Greece,Total passenger and freight transport,Coal and coal products (PJ)                             ,0,0,0,0,0,0,0,0,..
Greece,Total passenger and freight transport,Other sources (PJ)                                      ,0,0,0.48,0.53,0.56,0.63,0.59,0.62,..
Greece,Total passenger and freight transport,Total final energy use (PJ)                             ,271.10,309.35,311.93,239.55,246.43,243.31,246.85,252.21,..
Greece,Total passenger transport,Total final energy use (PJ)                                         ,161.07,185.90,174.30,130.39,131.41,127.75,127.25,125.48,..
Greece,Cars/light trucks,Total final energy use (PJ)                                                 ,121.05,149.85,144.25,106.32,106.03,102.45,100.76,99.21,..
Greece,Motorcycles,Total final energy use (PJ)                                                       ,7.23,8.02,8.90,5.92,5.84,5.64,5.53,5.41,..
Greece,Buses,Total final energy use (PJ)                                                             ,9.70,9.63,10.43,8.99,9.53,9.53,9.77,10.56,..
Greece,Total freight transport,Total final energy use (PJ)                                           ,110.03,123.44,137.62,109.16,115.02,115.56,119.60,126.73,..
Greece,Freight trucks,Total final energy use (PJ)                                                    ,88.84,95.76,107.37,86.47,91.43,91.31,93.42,99.70,..
Greece,Total road,Total final energy use (PJ)                                                        ,226.82,263.25,270.94,207.71,212.83,208.92,209.48,214.88,..
Greece,Total trains,Total final energy use (PJ)                                                      ,2.07,1.92,1.02,2.47,2.37,2.32,2.29,1.11,..
Greece,Total airplanes,Total final energy use (PJ)                                                   ,21.37,16.90,9.94,7.01,7.91,8.17,9.30,9.41,..
Greece,Total ships,Total final energy use (PJ)                                                       ,20.84,27.28,30.02,22.37,23.32,23.89,25.77,26.81,..
