Year,iso_code3,cost_enfu_fuel_natural_gas_usd_per_mmbtu
2025,AUT,19.25816648531456
2026,AUT,19.25816648531456
2027,AUT,19.25816648531456
2028,AUT,19.25816648531456
2029,AUT,19.25816648531456
2030,AUT,19.25816648531456
2031,AUT,19.25816648531456
2032,AUT,19.25816648531456
2033,AUT,19.25816648531456
2034,AUT,19.25816648531456
2035,AUT,19.25816648531456
2036,AUT,19.25816648531456
2037,AUT,19.25816648531456
2038,AUT,19.25816648531456
2039,AUT,19.25816648531456
2040,AUT,19.25816648531456
2041,AUT,19.25816648531456
2042,AUT,19.25816648531456
2043,AUT,19.25816648531456
2044,AUT,19.25816648531456
2045,AUT,19.25816648531456
2046,AUT,19.25816648531456
2047,AUT,19.25816648531456
2048,AUT,19.25816648531456
2049,AUT,19.25816648531456
2050,AUT,19.25816648531456
2021,AZE,6.239751837344495
2022,AZE,6.239751837344495
2023,AZE,6.239751837344495
2024,AZE,6.239751837344495
2025,AZE,6.239751837344495
2026,AZE,6.239751837344495
2027,AZE,6.239751837344495
2028,AZE,6.239751837344495
2029,AZE,6.239751837344495
2030,AZE,6.239751837344495
2031,AZE,6.239751837344495
2032,AZE,6.239751837344495
2033,AZE,6.239751837344495
2034,AZE,6.239751837344495
2035,AZE,6.239751837344495
2036,AZE,6.239751837344495
2037,AZE,6.239751837344495
2038,AZE,6.239751837344495
2039,AZE,6.239751837344495
2040,AZE,6.239751837344495
2041,AZE,6.239751837344495
2042,AZE,6.239751837344495
2043,AZE,6.239751837344495
2044,AZE,6.239751837344495
2045,AZE,6.239751837344495
2046,AZE,6.239751837344495
2047,AZE,6.239751837344495
2048,AZE,6.239751837344495
2049,AZE,6.239751837344495
2050,AZE,6.239751837344495
2021,BDI,6.239751837344495
2022,BDI,6.239751837344495
2023,BDI,6.239751837344495
2024,BDI,6.239751837344495
2025,BDI,6.239751837344495
2026,BDI,6.239751837344495
2027,BDI,6.239751837344495
2028,BDI,6.239751837344495
2029,BDI,6.239751837344495
2030,BDI,6.239751837344495
2031,BDI,6.239751837344495
2032,BDI,6.239751837344495
2033,BDI,6.239751837344495
2034,BDI,6.239751837344495
2035,BDI,6.239751837344495
2036,BDI,6.239751837344495
2037,BDI,6.239751837344495
2038,BDI,6.239751837344495
2039,BDI,6.239751837344495
2040,BDI,6.239751837344495
2041,BDI,6.239751837344495
2042,BDI,6.239751837344495
2043,BDI,6.239751837344495
2044,BDI,6.239751837344495
2045,BDI,6.239751837344495
2046,BDI,6.239751837344495
2047,BDI,6.239751837344495
2048,BDI,6.239751837344495
2049,BDI,6.239751837344495
2050,BDI,6.239751837344495
2021,BEL,16.887920466247895
2022,BEL,16.887920466247895
2023,BEL,16.887920466247895
2024,BEL,16.887920466247895
2025,BEL,16.887920466247895
2026,BEL,16.887920466247895
2027,BEL,16.887920466247895
2028,BEL,16.887920466247895
2029,BEL,16.887920466247895
2030,BEL,16.887920466247895
2031,BEL,16.887920466247895
2032,BEL,16.887920466247895
2033,BEL,16.887920466247895
2034,BEL,16.887920466247895
2035,BEL,16.887920466247895
2036,BEL,16.887920466247895
2037,BEL,16.887920466247895
2038,BEL,16.887920466247895
2039,BEL,16.887920466247895
2040,BEL,16.887920466247895
2041,BEL,16.887920466247895
2042,BEL,16.887920466247895
2043,BEL,16.887920466247895
2044,BEL,16.887920466247895
2045,BEL,16.887920466247895
2046,BEL,16.887920466247895
2047,BEL,16.887920466247895
2048,BEL,16.887920466247895
2049,BEL,16.887920466247895
2050,BEL,16.887920466247895
2021,BEN,6.239751837344495
2022,BEN,6.239751837344495
2023,BEN,6.239751837344495
2024,BEN,6.239751837344495
2025,BEN,6.239751837344495
2026,BEN,6.239751837344495
2027,BEN,6.239751837344495
2028,BEN,6.239751837344495
2029,BEN,6.239751837344495
2030,BEN,6.239751837344495
2031,BEN,6.239751837344495
2032,BEN,6.239751837344495
2033,BEN,6.239751837344495
2034,BEN,6.239751837344495
2035,BEN,6.239751837344495
2036,BEN,6.239751837344495
2037,BEN,6.239751837344495
2038,BEN,6.239751837344495
2039,BEN,6.239751837344495
2040,BEN,6.239751837344495
2041,BEN,6.239751837344495
2042,BEN,6.239751837344495
2043,BEN,6.239751837344495
2044,BEN,6.239751837344495
2045,BEN,6.239751837344495
2046,BEN,6.239751837344495
2047,BEN,6.239751837344495
2048,BEN,6.239751837344495
2049,BEN,6.239751837344495
2050,BEN,6.239751837344495
2021,BFA,6.239751837344495
2022,BFA,6.239751837344495
2023,BFA,6.239751837344495
2024,BFA,6.239751837344495
2025,BFA,6.239751837344495
2026,BFA,6.239751837344495
2027,BFA,6.239751837344495
2028,BFA,6.239751837344495
2029,BFA,6.239751837344495
2030,BFA,6.239751837344495
2031,BFA,6.239751837344495
2032,BFA,6.239751837344495
2033,BFA,6.239751837344495
2034,BFA,6.239751837344495
2035,BFA,6.239751837344495
2036,BFA,6.239751837344495
2037,BFA,6.239751837344495
2038,BFA,6.239751837344495
2039,BFA,6.239751837344495
2040,BFA,6.239751837344495
2041,BFA,6.239751837344495
2042,BFA,6.239751837344495
2043,BFA,6.239751837344495
2044,BFA,6.239751837344495
2045,BFA,6.239751837344495
2046,BFA,6.239751837344495
2047,BFA,6.239751837344495
2048,BFA,6.239751837344495
2049,BFA,6.239751837344495
2050,BFA,6.239751837344495
2021,BGD,6.239751837344495
2022,BGD,6.239751837344495
2023,BGD,6.239751837344495
2024,BGD,6.239751837344495
2025,BGD,6.239751837344495
2026,BGD,6.239751837344495
2027,BGD,6.239751837344495
2028,BGD,6.239751837344495
2029,BGD,6.239751837344495
2030,BGD,6.239751837344495
2031,BGD,6.239751837344495
2032,BGD,6.239751837344495
2033,BGD,6.239751837344495
2034,BGD,6.239751837344495
2035,BGD,6.239751837344495
2036,BGD,6.239751837344495
2037,BGD,6.239751837344495
2038,BGD,6.239751837344495
2039,BGD,6.239751837344495
2040,BGD,6.239751837344495
2041,BGD,6.239751837344495
2042,BGD,6.239751837344495
2043,BGD,6.239751837344495
2044,BGD,6.239751837344495
2045,BGD,6.239751837344495
2046,BGD,6.239751837344495
2047,BGD,6.239751837344495
2048,BGD,6.239751837344495
2049,BGD,6.239751837344495
2050,BGD,6.239751837344495
2021,BGR,6.239751837344495
2022,BGR,6.239751837344495
2023,BGR,6.239751837344495
2024,BGR,6.239751837344495
2025,BGR,6.239751837344495
2026,BGR,6.239751837344495
2027,BGR,6.239751837344495
2028,BGR,6.239751837344495
2029,BGR,6.239751837344495
2030,BGR,6.239751837344495
2031,BGR,6.239751837344495
2032,BGR,6.239751837344495
2033,BGR,6.239751837344495
2034,BGR,6.239751837344495
2035,BGR,6.239751837344495
2036,BGR,6.239751837344495
2037,BGR,6.239751837344495
2038,BGR,6.239751837344495
2039,BGR,6.239751837344495
2040,BGR,6.239751837344495
2041,BGR,6.239751837344495
2042,BGR,6.239751837344495
2043,BGR,6.239751837344495
2044,BGR,6.239751837344495
2045,BGR,6.239751837344495
2046,BGR,6.239751837344495
2047,BGR,6.239751837344495
2048,BGR,6.239751837344495
2049,BGR,6.239751837344495
2050,BGR,6.239751837344495
2021,BHR,6.239751837344495
2022,BHR,6.239751837344495
2023,BHR,6.239751837344495
2024,BHR,6.239751837344495
2025,BHR,6.239751837344495
2026,BHR,6.239751837344495
2027,BHR,6.239751837344495
2028,BHR,6.239751837344495
2029,BHR,6.239751837344495
2030,BHR,6.239751837344495
2031,BHR,6.239751837344495
2032,BHR,6.239751837344495
2033,BHR,6.239751837344495
2034,BHR,6.239751837344495
2035,BHR,6.239751837344495
2036,BHR,6.239751837344495
2037,BHR,6.239751837344495
2038,BHR,6.239751837344495
2039,BHR,6.239751837344495
2040,BHR,6.239751837344495
2041,BHR,6.239751837344495
2042,BHR,6.239751837344495
2043,BHR,6.239751837344495
2044,BHR,6.239751837344495
2045,BHR,6.239751837344495
2046,BHR,6.239751837344495
2047,BHR,6.239751837344495
2048,BHR,6.239751837344495
2049,BHR,6.239751837344495
2050,BHR,6.239751837344495
2021,BHS,6.239751837344495
2022,BHS,6.239751837344495
2023,BHS,6.239751837344495
2024,BHS,6.239751837344495
2025,BHS,6.239751837344495
2026,BHS,6.239751837344495
2027,BHS,6.239751837344495
2028,BHS,6.239751837344495
2029,BHS,6.239751837344495
2030,BHS,6.239751837344495
2031,BHS,6.239751837344495
2032,BHS,6.239751837344495
2033,BHS,6.239751837344495
2034,BHS,6.239751837344495
2035,BHS,6.239751837344495
2036,BHS,6.239751837344495
2037,BHS,6.239751837344495
2038,BHS,6.239751837344495
2039,BHS,6.239751837344495
2040,BHS,6.239751837344495
2041,BHS,6.239751837344495
2042,BHS,6.239751837344495
2043,BHS,6.239751837344495
2044,BHS,6.239751837344495
2045,BHS,6.239751837344495
2046,BHS,6.239751837344495
2047,BHS,6.239751837344495
2048,BHS,6.239751837344495
2049,BHS,6.239751837344495
2050,BHS,6.239751837344495
2021,BIH,6.239751837344495
2022,BIH,6.239751837344495
2023,BIH,6.239751837344495
2024,BIH,6.239751837344495
2025,BIH,6.239751837344495
2026,BIH,6.239751837344495
2027,BIH,6.239751837344495
2028,BIH,6.239751837344495
2029,BIH,6.239751837344495
2030,BIH,6.239751837344495
2031,BIH,6.239751837344495
2032,BIH,6.239751837344495
2033,BIH,6.239751837344495
2034,BIH,6.239751837344495
2035,BIH,6.239751837344495
2036,BIH,6.239751837344495
2037,BIH,6.239751837344495
2038,BIH,6.239751837344495
2039,BIH,6.239751837344495
2040,BIH,6.239751837344495
2041,BIH,6.239751837344495
2042,BIH,6.239751837344495
2043,BIH,6.239751837344495
2044,BIH,6.239751837344495
2045,BIH,6.239751837344495
2046,BIH,6.239751837344495
2047,BIH,6.239751837344495
2048,BIH,6.239751837344495
2049,BIH,6.239751837344495
2050,BIH,6.239751837344495
2021,BLR,6.239751837344495
2022,BLR,6.239751837344495
2023,BLR,6.239751837344495
2024,BLR,6.239751837344495
2025,BLR,6.239751837344495
2026,BLR,6.239751837344495
2027,BLR,6.239751837344495
2028,BLR,6.239751837344495
2029,BLR,6.239751837344495
2030,BLR,6.239751837344495
2031,BLR,6.239751837344495
2032,BLR,6.239751837344495
2033,BLR,6.239751837344495
2034,BLR,6.239751837344495
2035,BLR,6.239751837344495
2036,BLR,6.239751837344495
2037,BLR,6.239751837344495
2038,BLR,6.239751837344495
2039,BLR,6.239751837344495
2040,BLR,6.239751837344495
2041,BLR,6.239751837344495
2042,BLR,6.239751837344495
2043,BLR,6.239751837344495
2044,BLR,6.239751837344495
2045,BLR,6.239751837344495
2046,BLR,6.239751837344495
2047,BLR,6.239751837344495
2048,BLR,6.239751837344495
2049,BLR,6.239751837344495
2050,BLR,6.239751837344495
2021,BLZ,6.239751837344495
2022,BLZ,6.239751837344495
2023,BLZ,6.239751837344495
2024,BLZ,6.239751837344495
2025,BLZ,6.239751837344495
2026,BLZ,6.239751837344495
2027,BLZ,6.239751837344495
2028,BLZ,6.239751837344495
2029,BLZ,6.239751837344495
2030,BLZ,6.239751837344495
2031,BLZ,6.239751837344495
2032,BLZ,6.239751837344495
2033,BLZ,6.239751837344495
2034,BLZ,6.239751837344495
2035,BLZ,6.239751837344495
2036,BLZ,6.239751837344495
2037,BLZ,6.239751837344495
2038,BLZ,6.239751837344495
2039,BLZ,6.239751837344495
2040,BLZ,6.239751837344495
2041,BLZ,6.239751837344495
2042,BLZ,6.239751837344495
2043,BLZ,6.239751837344495
2044,BLZ,6.239751837344495
2045,BLZ,6.239751837344495
2046,BLZ,6.239751837344495
2047,BLZ,6.239751837344495
2048,BLZ,6.239751837344495
2049,BLZ,6.239751837344495
2050,BLZ,6.239751837344495
2021,BMU,6.239751837344495
2022,BMU,6.239751837344495
2023,BMU,6.239751837344495
2024,BMU,6.239751837344495
2025,BMU,6.239751837344495
2026,BMU,6.239751837344495
2027,BMU,6.239751837344495
2028,BMU,6.239751837344495
2029,BMU,6.239751837344495
2030,BMU,6.239751837344495
2031,BMU,6.239751837344495
2032,BMU,6.239751837344495
2033,BMU,6.239751837344495
2034,BMU,6.239751837344495
2035,BMU,6.239751837344495
2036,BMU,6.239751837344495
2037,BMU,6.239751837344495
2038,BMU,6.239751837344495
2039,BMU,6.239751837344495
2040,BMU,6.239751837344495
2041,BMU,6.239751837344495
2042,BMU,6.239751837344495
2043,BMU,6.239751837344495
2044,BMU,6.239751837344495
2045,BMU,6.239751837344495
2046,BMU,6.239751837344495
2047,BMU,6.239751837344495
2048,BMU,6.239751837344495
2049,BMU,6.239751837344495
2050,BMU,6.239751837344495
2021,BOL,6.239751837344495
2022,BOL,6.239751837344495
2023,BOL,6.239751837344495
2024,BOL,6.239751837344495
2025,BOL,6.239751837344495
2026,BOL,6.239751837344495
2027,BOL,6.239751837344495
2028,BOL,6.239751837344495
2029,BOL,6.239751837344495
2030,BOL,6.239751837344495
2031,BOL,6.239751837344495
2032,BOL,6.239751837344495
2033,BOL,6.239751837344495
2034,BOL,6.239751837344495
2035,BOL,6.239751837344495
2036,BOL,6.239751837344495
2037,BOL,6.239751837344495
2038,BOL,6.239751837344495
2039,BOL,6.239751837344495
2040,BOL,6.239751837344495
2041,BOL,6.239751837344495
2042,BOL,6.239751837344495
2043,BOL,6.239751837344495
2044,BOL,6.239751837344495
2045,BOL,6.239751837344495
2046,BOL,6.239751837344495
2047,BOL,6.239751837344495
2048,BOL,6.239751837344495
2049,BOL,6.239751837344495
2050,BOL,6.239751837344495
2021,BRA,6.239751837344495
2022,BRA,6.239751837344495
2023,BRA,6.239751837344495
2024,BRA,6.239751837344495
2025,BRA,6.239751837344495
2026,BRA,6.239751837344495
2027,BRA,6.239751837344495
2028,BRA,6.239751837344495
2029,BRA,6.239751837344495
2030,BRA,6.239751837344495
2031,BRA,6.239751837344495
2032,BRA,6.239751837344495
2033,BRA,6.239751837344495
2034,BRA,6.239751837344495
2035,BRA,6.239751837344495
2036,BRA,6.239751837344495
2037,BRA,6.239751837344495
2038,BRA,6.239751837344495
2039,BRA,6.239751837344495
2040,BRA,6.239751837344495
2041,BRA,6.239751837344495
2042,BRA,6.239751837344495
2043,BRA,6.239751837344495
2044,BRA,6.239751837344495
2045,BRA,6.239751837344495
2046,BRA,6.239751837344495
2047,BRA,6.239751837344495
2048,BRA,6.239751837344495
2049,BRA,6.239751837344495
2050,BRA,6.239751837344495
2021,BRB,6.239751837344495
2022,BRB,6.239751837344495
2023,BRB,6.239751837344495
2024,BRB,6.239751837344495
2025,BRB,6.239751837344495
2026,BRB,6.239751837344495
2027,BRB,6.239751837344495
2028,BRB,6.239751837344495
2029,BRB,6.239751837344495
2030,BRB,6.239751837344495
2031,BRB,6.239751837344495
2032,BRB,6.239751837344495
2033,BRB,6.239751837344495
2034,BRB,6.239751837344495
2035,BRB,6.239751837344495
2036,BRB,6.239751837344495
2037,BRB,6.239751837344495
2038,BRB,6.239751837344495
2039,BRB,6.239751837344495
2040,BRB,6.239751837344495
2041,BRB,6.239751837344495
2042,BRB,6.239751837344495
2043,BRB,6.239751837344495
2044,BRB,6.239751837344495
2045,BRB,6.239751837344495
2046,BRB,6.239751837344495
2047,BRB,6.239751837344495
2048,BRB,6.239751837344495
2049,BRB,6.239751837344495
2050,BRB,6.239751837344495
2021,BRN,6.239751837344495
2022,BRN,6.239751837344495
2023,BRN,6.239751837344495
2024,BRN,6.239751837344495
2025,BRN,6.239751837344495
2026,BRN,6.239751837344495
2027,BRN,6.239751837344495
2028,BRN,6.239751837344495
2029,BRN,6.239751837344495
2030,BRN,6.239751837344495
2031,BRN,6.239751837344495
2032,BRN,6.239751837344495
2033,BRN,6.239751837344495
2034,BRN,6.239751837344495
2035,BRN,6.239751837344495
2036,BRN,6.239751837344495
2037,BRN,6.239751837344495
2038,BRN,6.239751837344495
2039,BRN,6.239751837344495
2040,BRN,6.239751837344495
2041,BRN,6.239751837344495
2042,BRN,6.239751837344495
2043,BRN,6.239751837344495
2044,BRN,6.239751837344495
2045,BRN,6.239751837344495
2046,BRN,6.239751837344495
2047,BRN,6.239751837344495
2048,BRN,6.239751837344495
2049,BRN,6.239751837344495
2050,BRN,6.239751837344495
2021,BTN,6.239751837344495
2022,BTN,6.239751837344495
2023,BTN,6.239751837344495
2024,BTN,6.239751837344495
2025,BTN,6.239751837344495
2026,BTN,6.239751837344495
2027,BTN,6.239751837344495
2028,BTN,6.239751837344495
2029,BTN,6.239751837344495
2030,BTN,6.239751837344495
2031,BTN,6.239751837344495
2032,BTN,6.239751837344495
2033,BTN,6.239751837344495
2034,BTN,6.239751837344495
2035,BTN,6.239751837344495
2036,BTN,6.239751837344495
2037,BTN,6.239751837344495
2038,BTN,6.239751837344495
2039,BTN,6.239751837344495
2040,BTN,6.239751837344495
2041,BTN,6.239751837344495
2042,BTN,6.239751837344495
2043,BTN,6.239751837344495
2044,BTN,6.239751837344495
2045,BTN,6.239751837344495
2046,BTN,6.239751837344495
2047,BTN,6.239751837344495
2048,BTN,6.239751837344495
2049,BTN,6.239751837344495
2050,BTN,6.239751837344495
2021,BWA,6.239751837344495
2022,BWA,6.239751837344495
2023,BWA,6.239751837344495
2024,BWA,6.239751837344495
2025,BWA,6.239751837344495
2026,BWA,6.239751837344495
2027,BWA,6.239751837344495
2028,BWA,6.239751837344495
2029,BWA,6.239751837344495
2030,BWA,6.239751837344495
2031,BWA,6.239751837344495
2032,BWA,6.239751837344495
2033,BWA,6.239751837344495
2034,BWA,6.239751837344495
2035,BWA,6.239751837344495
2036,BWA,6.239751837344495
2037,BWA,6.239751837344495
2038,BWA,6.239751837344495
2039,BWA,6.239751837344495
2040,BWA,6.239751837344495
2041,BWA,6.239751837344495
2042,BWA,6.239751837344495
2043,BWA,6.239751837344495
2044,BWA,6.239751837344495
2045,BWA,6.239751837344495
2046,BWA,6.239751837344495
2047,BWA,6.239751837344495
2048,BWA,6.239751837344495
2049,BWA,6.239751837344495
2050,BWA,6.239751837344495
2021,CAF,6.239751837344495
2022,CAF,6.239751837344495
2023,CAF,6.239751837344495
2024,CAF,6.239751837344495
2025,CAF,6.239751837344495
2026,CAF,6.239751837344495
2027,CAF,6.239751837344495
2028,CAF,6.239751837344495
2029,CAF,6.239751837344495
2030,CAF,6.239751837344495
2031,CAF,6.239751837344495
2032,CAF,6.239751837344495
2033,CAF,6.239751837344495
2034,CAF,6.239751837344495
2035,CAF,6.239751837344495
2036,CAF,6.239751837344495
2037,CAF,6.239751837344495
2038,CAF,6.239751837344495
2039,CAF,6.239751837344495
2040,CAF,6.239751837344495
2041,CAF,6.239751837344495
2042,CAF,6.239751837344495
2043,CAF,6.239751837344495
2044,CAF,6.239751837344495
2045,CAF,6.239751837344495
2046,CAF,6.239751837344495
2047,CAF,6.239751837344495
2048,CAF,6.239751837344495
2049,CAF,6.239751837344495
2050,CAF,6.239751837344495
2021,CAN,5.688238761437868
2022,CAN,5.688238761437868
2023,CAN,5.688238761437868
2024,CAN,5.688238761437868
2025,CAN,5.688238761437868
2026,CAN,5.688238761437868
2027,CAN,5.688238761437868
2028,CAN,5.688238761437868
2029,CAN,5.688238761437868
2030,CAN,5.688238761437868
2031,CAN,5.688238761437868
2032,CAN,5.688238761437868
2033,CAN,5.688238761437868
2034,CAN,5.688238761437868
2035,CAN,5.688238761437868
2036,CAN,5.688238761437868
2037,CAN,5.688238761437868
2038,CAN,5.688238761437868
2039,CAN,5.688238761437868
2040,CAN,5.688238761437868
2041,CAN,5.688238761437868
2042,CAN,5.688238761437868
2043,CAN,5.688238761437868
2044,CAN,5.688238761437868
2045,CAN,5.688238761437868
2046,CAN,5.688238761437868
2047,CAN,5.688238761437868
2048,CAN,5.688238761437868
2049,CAN,5.688238761437868
2050,CAN,5.688238761437868
2021,CHE,18.01771388297946
2022,CHE,18.01771388297946
2023,CHE,18.01771388297946
2024,CHE,18.01771388297946
2025,CHE,18.01771388297946
2026,CHE,18.01771388297946
2027,CHE,18.01771388297946
2028,CHE,18.01771388297946
2029,CHE,18.01771388297946
2030,CHE,18.01771388297946
2031,CHE,18.01771388297946
2032,CHE,18.01771388297946
2033,CHE,18.01771388297946
2034,CHE,18.01771388297946
2035,CHE,18.01771388297946
2036,CHE,18.01771388297946
2037,CHE,18.01771388297946
2038,CHE,18.01771388297946
2039,CHE,18.01771388297946
2040,CHE,18.01771388297946
2041,CHE,18.01771388297946
2042,CHE,18.01771388297946
2043,CHE,18.01771388297946
2044,CHE,18.01771388297946
2045,CHE,18.01771388297946
2046,CHE,18.01771388297946
2047,CHE,18.01771388297946
2048,CHE,18.01771388297946
2049,CHE,18.01771388297946
2050,CHE,18.01771388297946
2021,CHL,47.8909318360844
2022,CHL,47.8909318360844
2023,CHL,47.8909318360844
2024,CHL,47.8909318360844
2025,CHL,47.8909318360844
2026,CHL,47.8909318360844
2027,CHL,47.8909318360844
2028,CHL,47.8909318360844
2029,CHL,47.8909318360844
2030,CHL,47.8909318360844
2031,CHL,47.8909318360844
2032,CHL,47.8909318360844
2033,CHL,47.8909318360844
2034,CHL,47.8909318360844
2035,CHL,47.8909318360844
2036,CHL,47.8909318360844
2037,CHL,47.8909318360844
2038,CHL,47.8909318360844
2039,CHL,47.8909318360844
2040,CHL,47.8909318360844
2041,CHL,47.8909318360844
2042,CHL,47.8909318360844
2043,CHL,47.8909318360844
2044,CHL,47.8909318360844
2045,CHL,47.8909318360844
2046,CHL,47.8909318360844
2047,CHL,47.8909318360844
2048,CHL,47.8909318360844
2049,CHL,47.8909318360844
2050,CHL,47.8909318360844
2021,CHN,6.239751837344495
2022,CHN,6.239751837344495
2023,CHN,6.239751837344495
2024,CHN,6.239751837344495
2025,CHN,6.239751837344495
2026,CHN,6.239751837344495
2027,CHN,6.239751837344495
2028,CHN,6.239751837344495
2029,CHN,6.239751837344495
2030,CHN,6.239751837344495
2031,CHN,6.239751837344495
2032,CHN,6.239751837344495
2033,CHN,6.239751837344495
2034,CHN,6.239751837344495
2035,CHN,6.239751837344495
2036,CHN,6.239751837344495
2037,CHN,6.239751837344495
2038,CHN,6.239751837344495
2039,CHN,6.239751837344495
2040,CHN,6.239751837344495
2041,CHN,6.239751837344495
2042,CHN,6.239751837344495
2043,CHN,6.239751837344495
2044,CHN,6.239751837344495
2045,CHN,6.239751837344495
2046,CHN,6.239751837344495
2047,CHN,6.239751837344495
2048,CHN,6.239751837344495
2049,CHN,6.239751837344495
2050,CHN,6.239751837344495
2021,CIV,6.239751837344495
2022,CIV,6.239751837344495
2023,CIV,6.239751837344495
2024,CIV,6.239751837344495
2025,CIV,6.239751837344495
2026,CIV,6.239751837344495
2027,CIV,6.239751837344495
2028,CIV,6.239751837344495
2029,CIV,6.239751837344495
2030,CIV,6.239751837344495
2031,CIV,6.239751837344495
2032,CIV,6.239751837344495
2033,CIV,6.239751837344495
2034,CIV,6.239751837344495
2035,CIV,6.239751837344495
2036,CIV,6.239751837344495
2037,CIV,6.239751837344495
2038,CIV,6.239751837344495
2039,CIV,6.239751837344495
2040,CIV,6.239751837344495
2041,CIV,6.239751837344495
2042,CIV,6.239751837344495
2043,CIV,6.239751837344495
2044,CIV,6.239751837344495
2045,CIV,6.239751837344495
2046,CIV,6.239751837344495
2047,CIV,6.239751837344495
2048,CIV,6.239751837344495
2049,CIV,6.239751837344495
2050,CIV,6.239751837344495
2021,CMR,6.239751837344495
2022,CMR,6.239751837344495
2023,CMR,6.239751837344495
2024,CMR,6.239751837344495
2025,CMR,6.239751837344495
2026,CMR,6.239751837344495
2027,CMR,6.239751837344495
2028,CMR,6.239751837344495
2029,CMR,6.239751837344495
2030,CMR,6.239751837344495
2031,CMR,6.239751837344495
2032,CMR,6.239751837344495
2033,CMR,6.239751837344495
2034,CMR,6.239751837344495
2035,CMR,6.239751837344495
2036,CMR,6.239751837344495
2037,CMR,6.239751837344495
2038,CMR,6.239751837344495
2039,CMR,6.239751837344495
2040,CMR,6.239751837344495
2041,CMR,6.239751837344495
2042,CMR,6.239751837344495
2043,CMR,6.239751837344495
2044,CMR,6.239751837344495
2045,CMR,6.239751837344495
2046,CMR,6.239751837344495
2047,CMR,6.239751837344495
2048,CMR,6.239751837344495
2049,CMR,6.239751837344495
2050,CMR,6.239751837344495
2021,COD,6.239751837344495
2022,COD,6.239751837344495
2023,COD,6.239751837344495
2024,COD,6.239751837344495
2025,COD,6.239751837344495
2026,COD,6.239751837344495
2027,COD,6.239751837344495
2028,COD,6.239751837344495
2029,COD,6.239751837344495
2030,COD,6.239751837344495
2031,COD,6.239751837344495
2032,COD,6.239751837344495
2033,COD,6.239751837344495
2034,COD,6.239751837344495
2035,COD,6.239751837344495
2036,COD,6.239751837344495
2037,COD,6.239751837344495
2038,COD,6.239751837344495
2039,COD,6.239751837344495
2040,COD,6.239751837344495
2041,COD,6.239751837344495
2042,COD,6.239751837344495
2043,COD,6.239751837344495
2044,COD,6.239751837344495
2045,COD,6.239751837344495
2046,COD,6.239751837344495
2047,COD,6.239751837344495
2048,COD,6.239751837344495
2049,COD,6.239751837344495
2050,COD,6.239751837344495
2021,COG,6.239751837344495
2022,COG,6.239751837344495
2023,COG,6.239751837344495
2024,COG,6.239751837344495
2025,COG,6.239751837344495
2026,COG,6.239751837344495
2027,COG,6.239751837344495
2028,COG,6.239751837344495
2029,COG,6.239751837344495
2030,COG,6.239751837344495
2031,COG,6.239751837344495
2032,COG,6.239751837344495
2033,COG,6.239751837344495
2034,COG,6.239751837344495
2035,COG,6.239751837344495
2036,COG,6.239751837344495
2037,COG,6.239751837344495
2038,COG,6.239751837344495
2039,COG,6.239751837344495
2040,COG,6.239751837344495
2041,COG,6.239751837344495
2042,COG,6.239751837344495
2043,COG,6.239751837344495
2044,COG,6.239751837344495
2045,COG,6.239751837344495
2046,COG,6.239751837344495
2047,COG,6.239751837344495
2048,COG,6.239751837344495
2049,COG,6.239751837344495
2050,COG,6.239751837344495
2021,COL,6.239751837344495
2022,COL,6.239751837344495
2023,COL,6.239751837344495
2024,COL,6.239751837344495
2025,COL,6.239751837344495
2026,COL,6.239751837344495
2027,COL,6.239751837344495
2028,COL,6.239751837344495
2029,COL,6.239751837344495
2030,COL,6.239751837344495
2031,COL,6.239751837344495
2032,COL,6.239751837344495
2033,COL,6.239751837344495
2034,COL,6.239751837344495
2035,COL,6.239751837344495
2036,COL,6.239751837344495
2037,COL,6.239751837344495
2038,COL,6.239751837344495
2039,COL,6.239751837344495
2040,COL,6.239751837344495
2041,COL,6.239751837344495
2042,COL,6.239751837344495
2043,COL,6.239751837344495
2044,COL,6.239751837344495
2045,COL,6.239751837344495
2046,COL,6.239751837344495
2047,COL,6.239751837344495
2048,COL,6.239751837344495
2049,COL,6.239751837344495
2050,COL,6.239751837344495
2021,COM,6.239751837344495
2022,COM,6.239751837344495
2023,COM,6.239751837344495
2024,COM,6.239751837344495
2025,COM,6.239751837344495
2026,COM,6.239751837344495
2027,COM,6.239751837344495
2028,COM,6.239751837344495
2029,COM,6.239751837344495
2030,COM,6.239751837344495
2031,COM,6.239751837344495
2032,COM,6.239751837344495
2033,COM,6.239751837344495
2034,COM,6.239751837344495
2035,COM,6.239751837344495
2036,COM,6.239751837344495
2037,COM,6.239751837344495
2038,COM,6.239751837344495
2039,COM,6.239751837344495
2040,COM,6.239751837344495
2041,COM,6.239751837344495
2042,COM,6.239751837344495
2043,COM,6.239751837344495
2044,COM,6.239751837344495
2045,COM,6.239751837344495
2046,COM,6.239751837344495
2047,COM,6.239751837344495
2048,COM,6.239751837344495
2049,COM,6.239751837344495
2050,COM,6.239751837344495
2021,CPV,6.239751837344495
2022,CPV,6.239751837344495
2023,CPV,6.239751837344495
2024,CPV,6.239751837344495
2025,CPV,6.239751837344495
2026,CPV,6.239751837344495
2027,CPV,6.239751837344495
2028,CPV,6.239751837344495
2029,CPV,6.239751837344495
2030,CPV,6.239751837344495
