"iso_code3","Year","frac_wali_ww_domestic_rural_treatment_path_latrine_improved"
"COL",2019,0
"COL",2020,0
"COM",2011,0
"COM",2012,0
"COM",2013,0
"COM",2014,0
"COM",2015,0
"COM",2016,0
"COM",2017,0
"COM",2018,0
"COM",2019,0
"COM",2020,0
"CPV",2011,0
"CPV",2012,0
"CPV",2013,0
"CPV",2014,0
"CPV",2015,0
"CPV",2016,0
"CPV",2017,0
"CPV",2018,0
"CPV",2019,0
"CPV",2020,0
"CRI",2011,0
"CRI",2012,0
"CRI",2013,0
"CRI",2014,0
"CRI",2015,0
"CRI",2016,0
"CRI",2017,0
"CRI",2018,0
"CRI",2019,0
"CRI",2020,0
"CUB",2011,0
"CUB",2012,0
"CUB",2013,0
"CUB",2014,0
"CUB",2015,0
"CUB",2016,0
"CUB",2017,0
"CUB",2018,0
"CUB",2019,0
"CUB",2020,0
"CYP",2011,0
"CYP",2012,0
"CYP",2013,0
"CYP",2014,0
"CYP",2015,0
"CYP",2016,0
"CYP",2017,0
"CYP",2018,0
"CYP",2019,0
"CYP",2020,0
"DEU",2011,0
"DEU",2012,0
"DEU",2013,0
"DEU",2014,0
"DEU",2015,0
"DEU",2016,0
"DEU",2017,0
"DEU",2018,0
"DEU",2019,0
"DEU",2020,0
"DJI",2011,0
"DJI",2012,0
"DJI",2013,0
"DJI",2014,0
"DJI",2015,0
"DJI",2016,0
"DJI",2017,0
"DJI",2018,0
"DJI",2019,0
"DJI",2020,0
"DNK",2011,0.00130548302872063
"DNK",2012,0.00130548302872063
"DNK",2013,0.00130548302872063
"DNK",2014,0.00130548302872063
"DNK",2015,0.00130548302872063
"DNK",2016,0.00130548302872063
"DNK",2017,0.00130548302872063
"DNK",2018,0.00130548302872063
"DNK",2019,0.00130548302872063
"DNK",2020,0.00130548302872063
"DOM",2011,0
"DOM",2012,0
"DOM",2013,0
"DOM",2014,0
"DOM",2015,0
"DOM",2016,0
"DOM",2017,0
"DOM",2018,0
"DOM",2019,0
"DOM",2020,0
"DZA",2011,0
"DZA",2012,0
"DZA",2013,0
"DZA",2014,0
"DZA",2015,0
"DZA",2016,0
"DZA",2017,0
"DZA",2018,0
"DZA",2019,0
"DZA",2020,0
"ECU",2011,0
"ECU",2012,0
"ECU",2013,0
"ECU",2014,0
"ECU",2015,0
"ECU",2016,0
"ECU",2017,0
"ECU",2018,0
"ECU",2019,0
"ECU",2020,0
"ESP",2011,0.00654631724550555
"ESP",2012,0.00654631724550555
"ESP",2013,0.00654631724550555
"ESP",2014,0.00654631724550555
"ESP",2015,0.00654631724550555
"ESP",2016,0.00654631724550555
"ESP",2017,0.00654631724550555
"ESP",2018,0.00654631724550555
"ESP",2019,0.00654631724550555
"ESP",2020,0.00654631724550555
"EST",2011,0
"EST",2012,0
"EST",2013,0
"EST",2014,0
"EST",2015,0
"EST",2016,0
"EST",2017,0
"EST",2018,0
"EST",2019,0
"EST",2020,0
"ETH",2011,0
"ETH",2012,0
"ETH",2013,0
"ETH",2014,0
"ETH",2015,0
"ETH",2016,0
"ETH",2017,0
"ETH",2018,0
"ETH",2019,0
"ETH",2020,0
"FIN",2011,0
"FIN",2012,0
"FIN",2013,0
"FIN",2014,0
"FIN",2015,0
"FIN",2016,0
"FIN",2017,0
"FIN",2018,0
"FIN",2019,0
"FIN",2020,0
"FJI",2011,0
"FJI",2012,0
"FJI",2013,0
"FJI",2014,0
"FJI",2015,0
"FJI",2016,0
"FJI",2017,0
"FJI",2018,0
"FJI",2019,0
"FJI",2020,0
"FRA",2011,0
"FRA",2012,0
"FRA",2013,0
"FRA",2014,0
"FRA",2015,0
"FRA",2016,0
"FRA",2017,0
"FRA",2018,0
"FRA",2019,0
"FRA",2020,0
"GAB",2011,0
"GAB",2012,0
"GAB",2013,0
"GAB",2014,0
"GAB",2015,0
"GAB",2016,0
"GAB",2017,0
"GAB",2018,0
"GAB",2019,0
"GAB",2020,0
"GBR",2011,0.000524350158134059
"GBR",2012,0.000524350158134059
"GBR",2013,0.000524350158134059
"GBR",2014,0.000524350158134059
"GBR",2015,0.000524350158134059
"GBR",2016,0.000524350158134059
"GBR",2017,0.000524350158134059
"GBR",2018,0.000524350158134059
"GBR",2019,0.000524350158134059
"GBR",2020,0.000524350158134059
"GEO",2011,0
"GEO",2012,0
"GEO",2013,0
"GEO",2014,0
"GEO",2015,0
"GEO",2016,0
"GEO",2017,0
"GEO",2018,0
"GEO",2019,0
"GEO",2020,0
"GHA",2011,0
"GHA",2012,0
"GHA",2013,0
"GHA",2014,0
"GHA",2015,0
"GHA",2016,0
"GHA",2017,0
"GHA",2018,0
"GHA",2019,0
"GHA",2020,0
"GIN",2011,0
"GIN",2012,0
"GIN",2013,0
"GIN",2014,0
"GIN",2015,0
"GIN",2016,0
"GIN",2017,0
"GIN",2018,0
"GIN",2019,0
"GIN",2020,0
"GNB",2011,0
"GNB",2012,0
"GNB",2013,0
"GNB",2014,0
"GNB",2015,0
"GNB",2016,0
"GNB",2017,0
"GNB",2018,0
"GNB",2019,0
"GNB",2020,0
"GNQ",2011,0
"GNQ",2012,0
"GNQ",2013,0
"GNQ",2014,0
"GNQ",2015,0
"GNQ",2016,0
"GNQ",2017,0
"GNQ",2018,0
"GNQ",2019,0
"GNQ",2020,0
"GRC",2011,0
"GRC",2012,0
"GRC",2013,0
"GRC",2014,0
"GRC",2015,0
"GRC",2016,0
"GRC",2017,0
"GRC",2018,0
"GRC",2019,0
"GRC",2020,0
"GTM",2011,0
"GTM",2012,0
"GTM",2013,0
"GTM",2014,0
"GTM",2015,0
"GTM",2016,0
"GTM",2017,0
"GTM",2018,0
"GTM",2019,0
"GTM",2020,0
"GUY",2011,0
"GUY",2012,0
"GUY",2013,0
"GUY",2014,0
"GUY",2015,0
"GUY",2016,0
"GUY",2017,0
"GUY",2018,0
"GUY",2019,0
"GUY",2020,0
"HND",2011,0
"HND",2012,0
"HND",2013,0
"HND",2014,0
"HND",2015,0
"HND",2016,0
"HND",2017,0
"HND",2018,0
"HND",2019,0
"HND",2020,0
"HRV",2011,0.210900585996805
"HRV",2012,0.210900585996805
"HRV",2013,0.210900585996805
"HRV",2014,0.210900585996805
"HRV",2015,0.210900585996805
"HRV",2016,0.210900585996805
"HRV",2017,0.210900585996805
"HRV",2018,0.210900585996805
"HRV",2019,0.210900585996805
"HRV",2020,0.210900585996805
"HTI",2011,0
"HTI",2012,0
"HTI",2013,0
"HTI",2014,0
"HTI",2015,0
"HTI",2016,0
"HTI",2017,0
"HTI",2018,0
"HTI",2019,0
"HTI",2020,0
"HUN",2011,0.00584875888550976
"HUN",2012,0.00584875888550976
"HUN",2013,0.00584875888550976
"HUN",2014,0.00584875888550976
"HUN",2015,0.00584875888550976
"HUN",2016,0.00584875888550976
"HUN",2017,0.00584875888550976
"HUN",2018,0.00584875888550976
"HUN",2019,0.00584875888550976
"HUN",2020,0.00584875888550976
"IDN",2011,0.00685265905836032
"IDN",2012,0.00685265905836032
"IDN",2013,0.00685265905836032
"IDN",2014,0.00685265905836032
"IDN",2015,0.00685265905836032
"IDN",2016,0.00685265905836032
"IDN",2017,0.00685265905836032
"IDN",2018,0.00685265905836032
"IDN",2019,0.00685265905836032
"IDN",2020,0.00685265905836032
"IND",2011,0.0344064134407625
"IND",2012,0.0344064134407625
"IND",2013,0.0344064134407625
"IND",2014,0.0344064134407625
"IND",2015,0.0344064134407625
"IND",2016,0.0344064134407625
"IND",2017,0.0344064134407625
"IND",2018,0.0344064134407625
"IND",2019,0.0344064134407625
"IND",2020,0.0344064134407625
"IRL",2011,0.00833519701008252
"IRL",2012,0.00833519701008252
"IRL",2013,0.00833519701008252
"IRL",2014,0.00833519701008252
"IRL",2015,0.00833519701008252
"IRL",2016,0.00833519701008252
"IRL",2017,0.00833519701008252
"IRL",2018,0.00833519701008252
"IRL",2019,0.00833519701008252
"IRL",2020,0.00833519701008252
"IRQ",2011,0
"IRQ",2012,0
"IRQ",2013,0
"IRQ",2014,0
"IRQ",2015,0
"IRQ",2016,0
"IRQ",2017,0
"IRQ",2018,0
"IRQ",2019,0
"IRQ",2020,0
"ISL",2011,0
"ISL",2012,0
"ISL",2013,0
"ISL",2014,0
"ISL",2015,0
"ISL",2016,0
"ISL",2017,0
"ISL",2018,0
"ISL",2019,0
"ISL",2020,0
"ISR",2011,0
"ISR",2012,0
"ISR",2013,0
"ISR",2014,0
"ISR",2015,0
"ISR",2016,0
"ISR",2017,0
"ISR",2018,0
"ISR",2019,0
"ISR",2020,0
"ITA",2011,0.0181038079781583
"ITA",2012,0.0181038079781583
"ITA",2013,0.0181038079781583
"ITA",2014,0.0181038079781583
"ITA",2015,0.0181038079781583
"ITA",2016,0.0181038079781583
"ITA",2017,0.0181038079781583
"ITA",2018,0.0181038079781583
"ITA",2019,0.0181038079781583
"ITA",2020,0.0181038079781583
"JAM",2011,0
"JAM",2012,0
"JAM",2013,0
"JAM",2014,0
"JAM",2015,0
"JAM",2016,0
"JAM",2017,0
"JAM",2018,0
"JAM",2019,0
"JAM",2020,0
"JOR",2011,0
"JOR",2012,0
"JOR",2013,0
"JOR",2014,0
"JOR",2015,0
"JOR",2016,0
"JOR",2017,0
"JOR",2018,0
"JOR",2019,0
"JOR",2020,0
"JPN",2011,0
"JPN",2012,0
"JPN",2013,0
"JPN",2014,0
"JPN",2015,0
"JPN",2016,0
"JPN",2017,0
"JPN",2018,0
"JPN",2019,0
"JPN",2020,0
"KAZ",2011,0
"KAZ",2012,0
"KAZ",2013,0
"KAZ",2014,0
"KAZ",2015,0
"KAZ",2016,0
"KAZ",2017,0
"KAZ",2018,0
"KAZ",2019,0
"KAZ",2020,0
"KEN",2011,0
"KEN",2012,0
"KEN",2013,0
"KEN",2014,0
"KEN",2015,0
"KEN",2016,0
"KEN",2017,0
"KEN",2018,0
"KEN",2019,0
"KEN",2020,0
"KHM",2011,0
"KHM",2012,0
"KHM",2013,0
"KHM",2014,0
"KHM",2015,0
"KHM",2016,0
"KHM",2017,0
"KHM",2018,0
"KHM",2019,0
"KHM",2020,0
"KWT",2011,0
"KWT",2012,0
"KWT",2013,0
"KWT",2014,0
"KWT",2015,0
"KWT",2016,0
"KWT",2017,0
"KWT",2018,0
"KWT",2019,0
"KWT",2020,0
"LBN",2011,0
"LBN",2012,0
"LBN",2013,0
"LBN",2014,0
"LBN",2015,0
"LBN",2016,0
"LBN",2017,0
"LBN",2018,0
"LBN",2019,0
"LBN",2020,0
"LBR",2011,0
"LBR",2012,0
"LBR",2013,0
"LBR",2014,0
"LBR",2015,0
"LBR",2016,0
"LBR",2017,0
"LBR",2018,0
"LBR",2019,0
"LBR",2020,0
"LBY",2011,0
"LBY",2012,0
"LBY",2013,0
"LBY",2014,0
"LBY",2015,0
"LBY",2016,0
"LBY",2017,0
"LBY",2018,0
"LBY",2019,0
"LBY",2020,0
"LKA",2011,0
"LKA",2012,0
"LKA",2013,0
"LKA",2014,0
"LKA",2015,0
"LKA",2016,0
"LKA",2017,0
"LKA",2018,0
"LKA",2019,0
"LKA",2020,0
"LSO",2011,0
"LSO",2012,0
"LSO",2013,0
"LSO",2014,0
"LSO",2015,0
"LSO",2016,0
"LSO",2017,0
"LSO",2018,0
"LSO",2019,0
"LSO",2020,0
"LTU",2011,0
"LTU",2012,0
"LTU",2013,0
"LTU",2014,0
"LTU",2015,0
"LTU",2016,0
"LTU",2017,0
"LTU",2018,0
"LTU",2019,0
"LTU",2020,0
"LUX",2011,0
"LUX",2012,0
"LUX",2013,0
"LUX",2014,0
"LUX",2015,0
"LUX",2016,0
"LUX",2017,0
"LUX",2018,0
"LUX",2019,0
"LUX",2020,0
"LVA",2011,0
"LVA",2012,0
"LVA",2013,0
"LVA",2014,0
"LVA",2015,0
"LVA",2016,0
"LVA",2017,0
"LVA",2018,0
"LVA",2019,0
"LVA",2020,0
"MAR",2011,0
"MAR",2012,0
"MAR",2013,0
"MAR",2014,0
"MAR",2015,0
"MAR",2016,0
"MAR",2017,0
"MAR",2018,0
"MAR",2019,0
"MAR",2020,0
"MDG",2011,0
"MDG",2012,0
"MDG",2013,0
"MDG",2014,0
"MDG",2015,0
"MDG",2016,0
"MDG",2017,0
"MDG",2018,0
"MDG",2019,0
"MDG",2020,0
"MDV",2011,0
"MDV",2012,0
"MDV",2013,0
"MDV",2014,0
"MDV",2015,0
"MDV",2016,0
"MDV",2017,0
"MDV",2018,0
"MDV",2019,0
"MDV",2020,0
"MEX",2011,0.00216531548569345
"MEX",2012,0.00216531548569345
"MEX",2013,0.00216531548569345
"MEX",2014,0.00216531548569345
"MEX",2015,0.00216531548569345
"MEX",2016,0.00216531548569345
"MEX",2017,0.00216531548569345
"MEX",2018,0.00216531548569345
"MEX",2019,0.00216531548569345
"MEX",2020,0.00216531548569345
"MKD",2011,0
"MKD",2012,0
"MKD",2013,0
"MKD",2014,0
"MKD",2015,0
"MKD",2016,0
"MKD",2017,0
"MKD",2018,0
"MKD",2019,0
"MKD",2020,0
"MLI",2011,0
"MLI",2012,0
"MLI",2013,0
"MLI",2014,0
"MLI",2015,0
"MLI",2016,0
"MLI",2017,0
"MLI",2018,0
"MLI",2019,0
"MLI",2020,0
"MLT",2011,0
"MLT",2012,0
"MLT",2013,0
"MLT",2014,0
"MLT",2015,0
"MLT",2016,0
"MLT",2017,0
"MLT",2018,0
"MLT",2019,0
"MLT",2020,0
"MMR",2011,0
"MMR",2012,0
"MMR",2013,0
"MMR",2014,0
"MMR",2015,0
"MMR",2016,0
"MMR",2017,0
"MMR",2018,0
"MMR",2019,0
"MMR",2020,0
"MNE",2011,0
"MNE",2012,0
"MNE",2013,0
"MNE",2014,0
"MNE",2015,0
"MNE",2016,0
"MNE",2017,0
"MNE",2018,0
"MNE",2019,0
"MNE",2020,0
"MNG",2011,0
"MNG",2012,0
"MNG",2013,0
"MNG",2014,0
"MNG",2015,0
"MNG",2016,0
"MNG",2017,0
"MNG",2018,0
"MNG",2019,0
"MNG",2020,0
"MOZ",2011,0
"MOZ",2012,0
"MOZ",2013,0
"MOZ",2014,0
"MOZ",2015,0
"MOZ",2016,0
"MOZ",2017,0
"MOZ",2018,0
"MOZ",2019,0
"MOZ",2020,0
"MRT",2011,0.00243961116297944
"MRT",2012,0.00243902513116424
"MRT",2013,0.00243840042007642
"MRT",2014,0.0024377417223526
"MRT",2015,0.00243704982659314
"MRT",2016,0.00243632348848016
"MRT",2017,0.00243556349004665
"MRT",2018,0.00243477251592666
"MRT",2019,0.00243394977665708
"MRT",2020,0.00243309744075444
"MUS",2011,0
"MUS",2012,0
"MUS",2013,0
"MUS",2014,0
"MUS",2015,0
"MUS",2016,0
"MUS",2017,0
"MUS",2018,0
"MUS",2019,0
"MUS",2020,0
"MWI",2011,0
"MWI",2012,0
"MWI",2013,0
"MWI",2014,0
"MWI",2015,0
"MWI",2016,0
"MWI",2017,0
"MWI",2018,0
"MWI",2019,0
"MWI",2020,0
"MYS",2011,0
"MYS",2012,0
"MYS",2013,0
"MYS",2014,0
"MYS",2015,0
"MYS",2016,0
"MYS",2017,0
"MYS",2018,0
"MYS",2019,0
"MYS",2020,0
"NAM",2011,0
"NAM",2012,0
"NAM",2013,0
"NAM",2014,0
"NAM",2015,0
"NAM",2016,0
"NAM",2017,0
"NAM",2018,0
"NAM",2019,0
"NAM",2020,0
"NER",2011,0
"NER",2012,0
"NER",2013,0
"NER",2014,0
"NER",2015,0
"NER",2016,0
"NER",2017,0
"NER",2018,0
"NER",2019,0
"NER",2020,0
"NGA",2011,0
"NGA",2012,0
"NGA",2013,0
"NGA",2014,0
"NGA",2015,0
"NGA",2016,0
"NGA",2017,0
"NGA",2018,0
"NGA",2019,0
"NGA",2020,0
"NIC",2011,0
"NIC",2012,0
"NIC",2013,0
"NIC",2014,0
"NIC",2015,0
"NIC",2016,0
"NIC",2017,0
"NIC",2018,0
"NIC",2019,0
"NIC",2020,0
"NLD",2011,0
"NLD",2012,0
"NLD",2013,0
"NLD",2014,0
"NLD",2015,0
"NLD",2016,0
"NLD",2017,0
"NLD",2018,0
"NLD",2019,0
"NLD",2020,0
"NOR",2011,0.0251201203184748
"NOR",2012,0.0251201203184748
"NOR",2013,0.0251201203184748
"NOR",2014,0.0251201203184748
"NOR",2015,0.0251201203184748
"NOR",2016,0.0251201203184748
"NOR",2017,0.0251201203184748
"NOR",2018,0.0251201203184748
"NOR",2019,0.0251201203184748
"NOR",2020,0.0251201203184748
"NPL",2011,0.110084580198495
"NPL",2012,0.110084580198495
"NPL",2013,0.110084580198495
"NPL",2014,0.110084580198495
"NPL",2015,0.110084580198495
"NPL",2016,0.110084580198495
"NPL",2017,0.110084580198495
"NPL",2018,0.110084580198495
"NPL",2019,0.110084580198495
"NPL",2020,0.110084580198495
"NZL",2011,0.0634597935994633
"NZL",2012,0.0634597935994633
"NZL",2013,0.0634597935994633
"NZL",2014,0.0634597935994633
"NZL",2015,0.0634597935994633
"NZL",2016,0.0634597935994633
"NZL",2017,0.0634597935994633
"NZL",2018,0.0634597935994633
"NZL",2019,0.0634597935994633
"NZL",2020,0.0634597935994633
"OMN",2011,0
"OMN",2012,0
"OMN",2013,0
"OMN",2014,0
"OMN",2015,0
"OMN",2016,0
"OMN",2017,0
"OMN",2018,0
"OMN",2019,0
"OMN",2020,0
"PAK",2011,0.000191480298189563
"PAK",2012,0.000191480298189563
"PAK",2013,0.000191480298189563
"PAK",2014,0.000191480298189563
"PAK",2015,0.000191480298189563
"PAK",2016,0.000191480298189563
"PAK",2017,0.000191480298189563
"PAK",2018,0.000191480298189563
"PAK",2019,0.000191480298189563
"PAK",2020,0.000191480298189563
"PAN",2011,0
"PAN",2012,0
"PAN",2013,0
"PAN",2014,0
"PAN",2015,0
"PAN",2016,0
"PAN",2017,0
"PAN",2018,0
"PAN",2019,0
"PAN",2020,0
"PER",2011,0
"PER",2012,0
"PER",2013,0
"PER",2014,0
"PER",2015,0
"PER",2016,0
"PER",2017,0
"PER",2018,0
"PER",2019,0
"PER",2020,0
"PHL",2011,0
"PHL",2012,0
"PHL",2013,0
"PHL",2014,0
"PHL",2015,0
"PHL",2016,0
"PHL",2017,0
"PHL",2018,0
"PHL",2019,0
"PHL",2020,0
"PNG",2011,0
"PNG",2012,0
"PNG",2013,0
"PNG",2014,0
"PNG",2015,0
"PNG",2016,0
"PNG",2017,0
"PNG",2018,0
"PNG",2019,0
"PNG",2020,0
"POL",2011,0.00727537194110666
"POL",2012,0.00727537194110666
"POL",2013,0.00727537194110666
"POL",2014,0.00727537194110666
"POL",2015,0.00727537194110666
"POL",2016,0.00727537194110666
"POL",2017,0.00727537194110666
"POL",2018,0.00727537194110666
"POL",2019,0.00727537194110666
"POL",2020,0.00727537194110666
"PRI",2011,0
"PRI",2012,0
"PRI",2013,0
"PRI",2014,0
"PRI",2015,0
"PRI",2016,0
"PRI",2017,0
"PRI",2018,0
"PRI",2019,0
"PRI",2020,0
"PRT",2011,0.00140381282495667
"PRT",2012,0.00140381282495667
"PRT",2013,0.00140381282495667
"PRT",2014,0.00140381282495667
"PRT",2015,0.00140381282495667
"PRT",2016,0.00140381282495667
"PRT",2017,0.00140381282495667
"PRT",2018,0.00140381282495667
"PRT",2019,0.00140381282495667
"PRT",2020,0.00140381282495667
"PRY",2011,0
"PRY",2012,0
"PRY",2013,0
"PRY",2014,0
"PRY",2015,0
"PRY",2016,0
"PRY",2017,0
"PRY",2018,0
"PRY",2019,0
"PRY",2020,0
"QAT",2011,0
"QAT",2012,0
"QAT",2013,0
"QAT",2014,0
"QAT",2015,0
"QAT",2016,0
"QAT",2017,0
"QAT",2018,0
"QAT",2019,0
"QAT",2020,0
"ROU",2011,0.0497478350159477
"ROU",2012,0.0497478350159477
"ROU",2013,0.0497478350159477
"ROU",2014,0.0497478350159477
"ROU",2015,0.0497478350159477
"ROU",2016,0.0497478350159477
"ROU",2017,0.0497478350159477
"ROU",2018,0.0497478350159477
"ROU",2019,0.0497478350159477
"ROU",2020,0.0497478350159477
"RUS",2011,0
"RUS",2012,0
"RUS",2013,0
"RUS",2014,0
"RUS",2015,0
"RUS",2016,0
"RUS",2017,0
"RUS",2018,0
"RUS",2019,0
"RUS",2020,0
"RWA",2011,0
"RWA",2012,0
"RWA",2013,0
"RWA",2014,0
"RWA",2015,0
"RWA",2016,0
"RWA",2017,0
"RWA",2018,0
"RWA",2019,0
"RWA",2020,0
"SAU",2011,0
"SAU",2012,0
"SAU",2013,0
"SAU",2014,0
"SAU",2015,0
"SAU",2016,0
"SAU",2017,0
"SAU",2018,0
"SAU",2019,0
"SAU",2020,0
"SDN",2011,0
"SDN",2012,0
"SDN",2013,0
"SDN",2014,0
"SDN",2015,0
"SDN",2016,0
"SDN",2017,0
"SDN",2018,0
"SDN",2019,0
"SDN",2020,0
"SEN",2011,0
"SEN",2012,0
"SEN",2013,0
"SEN",2014,0
"SEN",2015,0
"SEN",2016,0
"SEN",2017,0
"SEN",2018,0
"SEN",2019,0
"SEN",2020,0
"SGP",2011,0
"SGP",2012,0
"SGP",2013,0
"SGP",2014,0
