"iso_code3","Year","frac_wali_ww_domestic_urban_treatment_path_secondary_anaerobic"
"AFG",2011,0
"AFG",2012,0
"AFG",2013,0
"AFG",2014,0
"AFG",2015,0
"AFG",2016,0
"AFG",2017,0
"AFG",2018,0
"AFG",2019,0
"AFG",2020,0
"AGO",2011,0.195047923080778
"AGO",2012,0.195047923080778
"AGO",2013,0.195047923080778
"AGO",2014,0.195047923080778
"AGO",2015,0.195047923080778
"AGO",2016,0.195047923080778
"AGO",2017,0.195047923080778
"AGO",2018,0.195047923080778
"AGO",2019,0.195047923080778
"AGO",2020,0.195047923080778
"ALB",2011,0.26004016064257
"ALB",2012,0.26004016064257
"ALB",2013,0.26004016064257
"ALB",2014,0.26004016064257
"ALB",2015,0.26004016064257
"ALB",2016,0.26004016064257
"ALB",2017,0.26004016064257
"ALB",2018,0.26004016064257
"ALB",2019,0.26004016064257
"ALB",2020,0.26004016064257
"ARE",2011,0.0147058823529412
"ARE",2012,0.0147058823529412
"ARE",2013,0.0147058823529412
"ARE",2014,0.0147058823529412
"ARE",2015,0.0147058823529412
"ARE",2016,0.0147058823529412
"ARE",2017,0.0147058823529412
"ARE",2018,0.0147058823529412
"ARE",2019,0.0147058823529412
"ARE",2020,0.0147058823529412
"ARG",2011,0.0589910496338487
"ARG",2012,0.0589910496338487
"ARG",2013,0.0589910496338487
"ARG",2014,0.0589910496338487
"ARG",2015,0.0589910496338487
"ARG",2016,0.0589910496338487
"ARG",2017,0.0589910496338487
"ARG",2018,0.0589910496338487
"ARG",2019,0.0589910496338487
"ARG",2020,0.0589910496338487
"ARM",2011,0.237051792828685
"ARM",2012,0.237051792828685
"ARM",2013,0.237051792828685
"ARM",2014,0.237051792828685
"ARM",2015,0.237051792828685
"ARM",2016,0.237051792828685
"ARM",2017,0.237051792828685
"ARM",2018,0.237051792828685
"ARM",2019,0.237051792828685
"ARM",2020,0.237051792828685
"AUS",2011,0.263158302102635
"AUS",2012,0.263158302102635
"AUS",2013,0.263158302102635
"AUS",2014,0.263158302102635
"AUS",2015,0.263158302102635
"AUS",2016,0.263158302102635
"AUS",2017,0.263158302102635
"AUS",2018,0.263158302102635
"AUS",2019,0.263158302102635
"AUS",2020,0.263158302102635
"AUT",2011,0.0055205047318612
"AUT",2012,0.0055205047318612
"AUT",2013,0.0055205047318612
"AUT",2014,0.0055205047318612
"AUT",2015,0.0055205047318612
"AUT",2016,0.0055205047318612
"AUT",2017,0.0055205047318612
"AUT",2018,0.0055205047318612
"AUT",2019,0.0055205047318612
"AUT",2020,0.0055205047318612
"AZE",2011,0.122154779969651
"AZE",2012,0.122154779969651
"AZE",2013,0.122154779969651
"AZE",2014,0.122154779969651
"AZE",2015,0.122154779969651
"AZE",2016,0.122154779969651
"AZE",2017,0.122154779969651
"AZE",2018,0.122154779969651
"AZE",2019,0.122154779969651
"AZE",2020,0.122154779969651
"BDI",2011,0
"BDI",2012,0
"BDI",2013,0
"BDI",2014,0
"BDI",2015,0
"BDI",2016,0
"BDI",2017,0
"BDI",2018,0
"BDI",2019,0
"BDI",2020,0
"BEL",2011,0.257317073170732
"BEL",2012,0.257317073170732
"BEL",2013,0.257317073170732
"BEL",2014,0.257317073170732
"BEL",2015,0.257317073170732
"BEL",2016,0.257317073170732
"BEL",2017,0.257317073170732
"BEL",2018,0.257317073170732
"BEL",2019,0.257317073170732
"BEL",2020,0.257317073170732
"BEN",2011,0
"BEN",2012,0
"BEN",2013,0
"BEN",2014,0
"BEN",2015,0
"BEN",2016,0
"BEN",2017,0
"BEN",2018,0
"BEN",2019,0
"BEN",2020,0
"BFA",2011,0
"BFA",2012,0
"BFA",2013,0
"BFA",2014,0
"BFA",2015,0
"BFA",2016,0
"BFA",2017,0
"BFA",2018,0
"BFA",2019,0
"BFA",2020,0
"BGD",2011,0
"BGD",2012,0
"BGD",2013,0
"BGD",2014,0
"BGD",2015,0
"BGD",2016,0
"BGD",2017,0
"BGD",2018,0
"BGD",2019,0
"BGD",2020,0
"BGR",2011,0.00329136427670059
"BGR",2012,0.00329136427670059
"BGR",2013,0.00329136427670059
"BGR",2014,0.00329136427670059
"BGR",2015,0.00329136427670059
"BGR",2016,0.00329136427670059
"BGR",2017,0.00329136427670059
"BGR",2018,0.00329136427670059
"BGR",2019,0.00329136427670059
"BGR",2020,0.00329136427670059
"BHR",2011,0
"BHR",2012,0
"BHR",2013,0
"BHR",2014,0
"BHR",2015,0
"BHR",2016,0
"BHR",2017,0
"BHR",2018,0
"BHR",2019,0
"BHR",2020,0
"BIH",2011,0.0334828755881388
"BIH",2012,0.0334828755881388
"BIH",2013,0.0334828755881388
"BIH",2014,0.0334828755881388
"BIH",2015,0.0334828755881388
"BIH",2016,0.0334828755881388
"BIH",2017,0.0334828755881388
"BIH",2018,0.0334828755881388
"BIH",2019,0.0334828755881388
"BIH",2020,0.0334828755881388
"BLR",2011,0.329113924050633
"BLR",2012,0.329113924050633
"BLR",2013,0.329113924050633
"BLR",2014,0.329113924050633
"BLR",2015,0.329113924050633
"BLR",2016,0.329113924050633
"BLR",2017,0.329113924050633
"BLR",2018,0.329113924050633
"BLR",2019,0.329113924050633
"BLR",2020,0.329113924050633
"BLZ",2011,0
"BLZ",2012,0
"BLZ",2013,0
"BLZ",2014,0
"BLZ",2015,0
"BLZ",2016,0
"BLZ",2017,0
"BLZ",2018,0
"BLZ",2019,0
"BLZ",2020,0
"BOL",2011,0.107006369426752
"BOL",2012,0.107006369426752
"BOL",2013,0.107006369426752
"BOL",2014,0.107006369426752
"BOL",2015,0.107006369426752
"BOL",2016,0.107006369426752
"BOL",2017,0.107006369426752
"BOL",2018,0.107006369426752
"BOL",2019,0.107006369426752
"BOL",2020,0.107006369426752
"BRA",2011,0.230613927350793
"BRA",2012,0.230613927350793
"BRA",2013,0.230613927350793
"BRA",2014,0.230613927350793
"BRA",2015,0.230613927350793
"BRA",2016,0.230613927350793
"BRA",2017,0.230613927350793
"BRA",2018,0.230613927350793
"BRA",2019,0.230613927350793
"BRA",2020,0.230613927350793
"BRB",2011,0
"BRB",2012,0
"BRB",2013,0
"BRB",2014,0
"BRB",2015,0
"BRB",2016,0
"BRB",2017,0
"BRB",2018,0
"BRB",2019,0
"BRB",2020,0
"BTN",2011,0
"BTN",2012,0
"BTN",2013,0
"BTN",2014,0
"BTN",2015,0
"BTN",2016,0
"BTN",2017,0
"BTN",2018,0
"BTN",2019,0
"BTN",2020,0
"BWA",2011,0.105417276843827
"BWA",2012,0.105417276843827
"BWA",2013,0.105417276843827
"BWA",2014,0.105417276843827
"BWA",2015,0.105417276843827
"BWA",2016,0.105417276843827
"BWA",2017,0.105417276843827
"BWA",2018,0.105417276843827
"BWA",2019,0.105417276843827
